,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
119,"('LE ROI.', ""Vous avez obtenu ce que vous méritez. Vous régnerez un jour, et sur cette espérance, Pour vous mieux préparer à la Toute-Puissance, Commencez d'en user en Prince généreux. N'insultez point au sort d'un frère malheureux. Surtout en Tiribaze, en cet ami fidèle, Mon fils, reconnaissez la grandeur de son zèle. Après cela, parlez, demandez hardiment, C'est une loi qu'en Perse on garde exactement, Que quiconque est nommé Successeur de l'Empire, Puisse obtenir du Roi la faveur qu'il désire."")","('ARTAXERCE.', ""Meurtrier de ton Roi, viens, approche, inhumain, Réponds moi : quelle rage avait armé ta main ? Parle. Je crois encor qu'un vain songe m'abuse."")",104,94,0.33,Substitution
120,"('DARIUS.', ""Avant que m'expliquer, pour répondre à vos voeux, Vous pouvez consoler un Prince malheureux. Pour payer Tiribaze, après ce grand service, Pour contenter mon frère, et lui rendre justice, Donnez-lui Nitocris, rendez ses voeux contents, Autant que je le suis du Trône que j'attends."")","('ARBACE.', ""Mon père !... Outragez-moi, Prince, ici tout m'accuse. Dans cet étrange état, dans ce péril pressant, Je n'ai qu'un mot à dire : Arbace est innocent."")",105,95,0.77,Substitution
121,"('LE ROI.', ""Vous, céder Nitocris ? C'est trop de complaisance, Son père étant l'appui de la Toute-Puissance. Sa Fille doit régner, le Sceptre est à ce prix."")",,106,-,1.0,Insertion
122,"('DARIUS.', 'Mon frère perdra-t-il le Trône, et Nitocris ?')","('ARTAXERCE.', ""Toi malheureux ! Hé quoi, contre un ordre suprême ; N'étais-tu pas dans Suze et dans ce Palais même ? Dis-moi, quoiqu'exilé, ne t'y cachais-tu pas ? Ne t'a-t-on pas surpris précipitant tes pas ?"")",107,96,1.06,Substitution
123,"('LE ROI.', ""Reposez-vous sur moi du sort de votre frère, J'ai le pouvoir d'un Roi, j'aurai le soin d'un père."")",,108,-,1.0,Insertion
124,"('DARIUS.', ""Si vous l'aimez, il faut laisser à son amour Un bien cent fois plus cher que le Trône et le jour. Pour moi, de tous les biens que possède l'Asie, Pour suprême faveur, je ne veux qu'Aspasie."")",,109,-,1.0,Insertion
125,"('LE ROI.', 'Aspasie ?')","('ARBACE.', 'Je fuyais, il est vrai.')",110,97,1.3,Substitution
126,"('DARIUS.', 'Oui, Seigneur.')",,111,-,1.0,Insertion
127,"('LE ROI.', 'Ô sort trop rigoureux !')",,112,-,1.0,Insertion
128,"('DARIUS.', 'Que me dit ce grand trouble, et ce silence affreux ?')","('ARTAXERCE.', ""Tu tenais cette épée , Celle de Xercès même, et dans son sang trempée, Dans ta fuite aperçu, tu l'as jetée au loin ; Vous, Soldat, approchez : démens-tu ce témoin ? Ce fer fut dans ta nain : démens-tu cet indice ?"")",113,98,0.64,Substitution
129,"('LE ROI.', ""Frère cruel, ton sang me demandait justice, C'est ici que tu vois commencer mon supplice."")","('ARBACE.', ""Je n'en puis dire plus, et c'est là mon supplice."")",114,99,0.07,Substitution
130,"('DARIUS.', 'Demander Aspasie, est-ce un crime si noir ?')",,115,-,1.0,Insertion
131,"('LE ROI.', ""Amour du sang, dois-tu contraindre mon pouvoir ? Que l'on cherche Aspasie. Il faut que devant elle Vous appreniez quelle est cette loi si cruelle, Qui vous rend assez fier pour braver mon courroux, Et demander un bien qui ne peut être à vous."")","('ARTAXERCE.', ""Tu ne le peux, sans doute, et ton crime est prouvé. Mon père t'exilait, tu te voyais privé D'un Hymen désormais horrible à ma pensée. Hélas ! Où m'emportait ma tendresse insensée ? Barbare ! En mes malheurs je te fais rappeler, Je cherche un coeur de plus qui vint me consoler, Je m'abandonne entier à l'espoir qui m'anime, Je vole dans ton sein, et j'y trouve le crime !"")",116,100,0.24,Substitution
132,"('DARIUS.', ""Seigneur, j'aime Aspasie, et l'exemple d'Arsame Me faisant redouter même sort pour ma flamme, Je n'osais comme lui hasarder mes soupirs, Et mon respect encor suspendrait mes désirs ; Mais sachant que flatté d'un espoir téméraire, Tiribaze en faveur d'une Fille trop chère, Avait légèrement engagé votre foi,  J'ai crû, pour affranchir la parole d'un Roi, Qu'il fallait aujourd'hui, par une loi suprême, Au lieu de Nitocris, demander ce que j'aime. Cent raisons, cent devoirs, l'honneur du sang des Rois, Demandent Aspasie, et m'imposent ce choix, Et je n'aimai le trône où votre voix m'appelle, Que pour la mériter, et pour m'assurer d'elle."")","('ARBACE.', ""Qui ? Moi ! Dans votre sang j'aurais trempé ma main ; Je me serais surpris même en ce noir dessein ! Ma venu jusques-là se serait démentie ! Moi, Seigneur, qui pour vous aurais donné ma vie, Moi que pour prix d'un zèle à vos jours consacré, Du nom de votre ami vous aviez honoré ; Voilà dans les horreurs de mon destin funeste, Et le coeur qui m'accuse et l'appui qui me reste."")",117,101,0.0,Match
133,"('LE ROI.', ""L'hymen de Nitocris, vous croyant son Amant, Fut promis, je l'avoue, assez légèrement. Aspasie est aimable, et la Reine elle-même Estima sa vertu digne du diadème. Mais enfin Nitocris se flatte aux yeux de tous, De voir en vous un jour couronner son époux. Elle a dû l'espérer, et puis qu'il faut tout dire, Mon fils, mon Successeur, l'Héritier de l'Empire, Est-il injuste, ingrat, avec un si grand nom, Et prétend-il régner par une trahison ?"")","('ARTABAN.', ""Eh ! Le Prince peut-il ne te pas soupçonner Lorsque tout à ses yeux sert à te condamner ? Crois-tu par tes discours balancer l'apparence ?"")",118,102,0.58,Substitution
134,,"('ARBACE.', 'Et vous aussi, grands Dieux ! Ah ! Toute ma constance Cède à ce dernier trait.')",-,103,1.0,Deletion
135,"('DARIUS.', ""De quelle trahison me croyez-vous capable ? Pour rendre Tiribaze à mes voeux favorable, J'ai promis, j'ai juré de ne ménager rien, Et de lui faire un sort aussi grand que le mien. Pour sa fille, doit-on me traiter d'infidèle ? Me suis-je offert, Seigneur, et déclaré pour elle ? N'ai-je pas beaucoup plus à me plaindre de lui ? Je me suis vu contraint de briguer son appui. Le superbe a voulu par un indigne hommage, À votre propre fils vendre votre suffrage ; Et le père, et la fille, ont-il pu concevoir Sur des respects forcés, un ridicule espoir ? Dédaigné par ma soeur, l'aveugle a-t-il pu croire  Que je le vengerais aux dépends de ma gloire ? J'ai puni son orgueil par la confusion, Sans vouloir être ingrat à son ambition. Je tiendrai ma parole, et loin de m'en dédire, Il aura plus de part que moi-même à l'Empire."")","('ARTABAN, à Artaxerce.', ""Prononcez notre arrêt, Seigneur. S'il est coupable autant qu'il le paraît, Ne considérez plus mon sang dans un perfide : La nature outragée est ici votre guide, C'est elle seulement qu'il vous faut consulter, Vous l'allez satisfaire et je vais la dompter."")",119,104,0.12,Substitution
136,,"('ARTAXERCE, aux Gardes.', ""Qu'on l'éloigne."")",-,105,1.0,Deletion
137,"('LE ROI.', ""Je connais Tiribaze, et son zèle pour moi, Ses exploits, ses travaux, tout ce que je lui dois, Ne m'a point ébloui jusqu'à le méconnaître ; Il est fier, et se croit aussi grand que son maître. Mais enfin je lui dois et ma vie, et mon rang, Sauvez par sa valeur, conservez par son sang. Si nous trompons tous deux l'appui de ma Couronne, J'en verrai rejaillir l'affront sur ma personne. Un Roi, pour spectateurs, a cent Peuples divers, Il a cent rois jaloux, il a tout l'Univers. Mais dût ma gloire en prendre un peu de jalousie, Mettons nos différents au pouvoir d'Aspasie."")","('ARTABAN.', ""Malgré le crime de ma race Oserai-je, Seigneur, espérer une grâce ? Souffrez que de son coeur je sonde les replis : Dans le funeste état où le destin m'a mis, C'est mon devoir. Souffrez....."")",120,106,0.09,Substitution
138,"('DARIUS.', 'Quels différents, Seigneur ? Mon sort dépend de vous. Regardez seulement sans haine, et sans courroux, Un Amant malheureux, dont le choix légitime...')","('ARTAXERCE.', ""Ah ! Le cruel déchire Ce coeur infortuné qu'il trompa, qui désire Peut-être autant que vous, mais hélas ! Sans espoir ; Qu'il ne soit point souillé d'un attentat si noir. Hé, que vous dira-t-il après sa résistance ! Vous voyez devant moi qu'il s'obstine au silence , Que ce mystère encore augmentant mes soupçons, Sert sans doute de voile à d'autres trahisons."")",121,107,0.3,Substitution
139,"('DARIUS, continue.', 'Elle vient ? Ai-je tort ? Seigneur, voila mon crime.')","('ARTABAN.', ""Dans la confusion où son crime le jette, La contrainte l'arrête et sa bouche est muette, Devant moins de regards peut-être en liberté, Il laissera, Seigneur, parler la vérité."")",122,108,1.46,Substitution
140,"('LE ROI.', ""Princesse, (car enfin c'est un nom que je dois À ce rang glorieux que vous tenez de moi, Vous voyez Darius assuré de mon trône ; Vous l'apprenez du bruit dont toute Babylone, Dont mes peuples charmés font retentir les airs, Et dont la Renommée instruira l'Univers. Darius revêtu d'une gloire si grande, Me peut tout demander, et c'est vous qu'il demande."")","('ARTAXERCE.', ""Écoutez, Artaban. L'équité qui m'anime, Ne peut confondre ici votre zèle et son crime ; Vous voyez les combats dont je suis agité , Et de son attentat quelle est l'énormité : Servez-vous du pouvoir, de l'ascendant d'un père Pour éclaircir enfin cet horrible mystère, Entendez sa défense, arrachez son aveu, Je vous laisse avec lui... Vous, veillez en ce lieu. Aux Gardes."")",123,109,0.0,Match
141,"('ASPASIE.', 'Moi, Seigneur ?')",,124,-,1.0,Insertion
142,"('LE ROI.', ""Le croyant Amant de Nitocris, Son changement m'étonne, et son choix m'a surpris ; Et puis qu'il ne fait plus un secret de sa flamme, La mienne ne doit plus se cacher dans mon âme. Brûlant d'un même feu dont il se sent brûler..."")","('ARBACE, avec impétuosité.', 'Ah ! Je respire enfin dans ma fureur extrême, Je puis, barbare...')",125,110,1.1,Substitution
143,"('DARIUS.', ""Dieux, qu'entends-je ?"")","('ARTABAN.', 'Écoute.')",126,111,1.5,Substitution
144,"('LE ROI.', ""Écoutez, et me laissez parler. Mon fils, j'aime Aspasie, et l'ardeur de son zèle Doit faire tout pour moi, quand j'ai tout fait pour elle. D'autres rois emploieraient la force et la rigueur,  Chacun sous mon Empire est maître de son coeur. Usez-en comme moi. Fier d'une loi suprême, Ne croyez pas par là m'arracher ce que j'aime ; Vous pouvez exiger ce qui dépend de moi, Mais je ne puis donner ni son coeur, ni sa foi. Un Tyran peut aller jusqu'à la violence. Je suis Roi. Mon devoir sait régler ma puissance, Et les cours n'étant point sous l'Empire d'autrui, Le vôtre ne dépend ni de moi, ni de lui. Disposez-en, Madame, et de quelque avantage Dont se puissent flatter des amants de son âge, Décidez avec lui du sort de mon amour, J'attends votre réponse avant la fin du jour. À Aspasie."")","('ARBACE.', ""Écoutez-moi vous-même ; J'ai droit de l'exiger : assez je me suis tu, Assez j'ai pu laisser outrager ma vertu. J'ai gardé le silence en ce comble d'injure, J'ai payé plus qu'un fils ne doit à la nature : Arbace maintenant vous doit la vérité. Qu'avez-vous fait, cruel ! Quel abus détesté De l'immense pouvoir que votre rang vous donne ! Le second de l'État, vous n'approchez du Trône Que peut atteindre au coeur que vous avez percé ; Au coeur de votre maître à vos pieds renversé ! C'est peu : quand votre fils que la nature anime, Vous arrache le fer, cet indice du crime ; Quand je frémis pour vous, quand je prends malgré moi, Barbare, cette part au meurtre de mon Roi, Accusé devant vous de ce grand parricide, Vous pouvez abuser de mon respect timide Pour me calomnier, pour noircir votre fils Du soupçon d'un forfait que vous avez commis ! Je serai cru l'auteur d'un crime abominable ; Ou si tout est connu, je suis fils d'un coupable, Dans la publique horreur avec vous confondu ; Et de tous les côtés mon honneur est perdu."")",127,112,0.0,Match
145,,"('ARTABAN.', ""Ingrat ! Eh, c'est pour toi que j'ai commis ce crime."")",-,113,1.0,Deletion
146,"('DARIUS.', 'Qui de nous le premier doit rompre le silence ? Si je parle, par où faut-il que je commence ? Et de quel oeil enfin dois-je vous regarder ?')","('ARBACE.', 'Pour moi !')",128,114,1.2,Substitution
147,"('ASPASIE.', ""Vous m'aimez donc, Seigneur, et m'osez demander ?"")","('ARTABAN.', ""Pour t'agrandir je crus tout légitime. Te jetant dans les fers le destin m'a trompé : Mais de maux sans ressource il ne t'a point frappé. Quelques indignités que ton honneur essuie, Quelque soit ce soupçon, il faut que je l'appuie."")",129,115,1.27,Substitution
148,,"('ARBACE.', 'Quelle trame odieuse !...')",-,116,1.0,Deletion
149,"('DARIUS.', ""Pouvant tout demander, par l'aveu du Roi même, Pouvais-je demander au Roi que ce que j'aime ? Hé ! Que serait sans vous tout le reste pour moi ? Pouvais-je deviner, Madame, qu'un grand Roi, Qui donne encor des pleurs au trépas de la Reine, Voudrait s'embarrasser d'une nouvelle chaîne ? Pourquoi me laissiez-vous ignorer ce malheur ? "")","('ARTABAN.', ""Au déclin de mes ans La couronne à ce prix souillait mes cheveux blancs ; C'est sur ton jeune front qu'aujourd'hui je l'attache ; Si je l'y vois briller, elle sera sans tache. Voilà de quel espoir mon orgueil s'est flatté, Et l'excuse, et le prix du coup que j'ai porté. Eh ! Qui rend à tes yeux cette trame si noire ? Je n'ai frappé qu'un Roi déjà mort à la gloire ; Fantôme couronné dont le monde était las ; Et qui même envers toi le plus grands des ingrats ; Suivant pour toute loi ses superbes caprices, Des rigueurs de l'exil a payé tes services ; Désespérais sa fille en pressant ton départ, Dans ton coeur, dans le sien enfonçait le poignard. Moi-même, en apparence ennemi de ta flamme, J'affligeai ta maîtresse, et j'accablai ton âme. Tout change déformais, et tes voeux sont remplis ; Je te venge du père, et je trompe le fils ; Je sers et ton amour et sans doute ta haine ; Je te fais Souverain , je couronne Emirène, Je prends de mon projet tout le crime sur moi, Ose me reprocher ce que je fais pour toi."")",130,117,0.15,Substitution
150,"('ASPASIE.', ""Répondre à votre flamme avec tant de froideur, Refuser d'écouter Darius qui soupire, Ne m'entendiez-vous pas ? n'était-ce pas vous dire Qu'un pouvoir souverain s'opposait à vos voeux ? J'allais vous découvrir ce secret dangereux ; Mais Nitocris osant se vanter d'être aimée, Et mon âme par là cessant d'être alarmée, Je crûs que mon devoir n'était plus en danger."")","('ARBACE.', ""Oui, je l'ose ; et ce coup manquait à ma disgrâce. Vous êtes criminel, et c'était pour Arbace ! Ah ! Sachez de quel oeil je vois votre attentat ; Ma gloire est d'en gémir , ma vertu d'être ingrat ; Mais après tant d'excès si la vôtre est éteinte, Pour être sans remords, êtes-vous donc sans crainte ? Ou comment votre coeur, libre loin du repos, Faut-il encor courir à des forfaits nouveaux ? Arrêtez-vous, tremblez d'avancer dans le crime ; Peut-être un pas de plus, vous tombez dans l'abîme. Cruel ! Sous le bûcher dressé pour mon trépas, Sous ma cendre du moins cachez vos attentats."")",131,118,0.03,Substitution
151,"('DARIUS.', ""Quelle était votre erreur ? Hélas ! Puis-je changer, Quand l'amour de mon père est un mal que j'ignore, Si même en l'apprenant mon coeur vous aime encore ? Puis que c'est mon destin de vous aimer toujours, Hélas ! Que deviendront ces fatales amours ? Quel affreux avenir ! que de maux ! que de larmes !"")","('ARTABAN.', ""Il n'est plus temps, crois-moi, ce que j'ai fait m'engage : Ne crains rien : je puis tout ; jouis de mon ouvrage. C'est tout ce que je veux, mon espoir est comblé."")",132,119,0.89,Substitution
152,"('ASPASIE.', ""Faut-il tant d'embarras pour ces malheureux charmes ? Tournez vers Nitocris vos soupirs, et vos voeux ; Ne songez qu'à régner, et vous serez heureux. Ne comblez pas d'horreurs cette illustre journée, Immolez une ardeur justement condamnée, À l'espoir de régner, au respect d'un grand Roi, Aux tendresses d'un père, à votre gloire, à moi."")","('ARBACE.', ""Jusqu'où l'ambition vous a-t-elle aveuglé ? Grands Dieux ! Eh ! Quel espoir sur Arbace vous reste ? Hé ! Quand j'accepterais un sceptre si funeste, Les Perses indignés recevront-ils la loi D'un mortel qu'ils croiront teint du sang de leur Roi ?"")",133,120,0.07,Substitution
153,"('DARIUS.', ""Quoi, par tant de raisons vous me pressez vous-même D'étouffer mon amour, de céder ce que j'aime ? Pardonnez à l'erreur de mes yeux trop charmés, J'ai tort de vous ôter à ce que vous aimez."")","('ARTABAN.', ""Hé ! Ne suffit-il pas que ma main te couronne ? Qui t'osera juger une fois sur le trône ? Je t'aplanirai tout, rien ne doit t'arrêter ; L'art de s'ouvrir le trône est le droit d'y monter, Sémiramis en paix régna dans l'Assyrie. Bannis un vain scrupule, embrasse mon génie ; Tu trembles de régner ! Tremble, si tu n'es roi, Ce n'est qu'avec ce rang qu'Emirène est à toi."")",134,121,0.78,Substitution
154,"('ASPASIE.', ""Que vous estes cruel ! Ce soupçon qui m'offense Me contraint malgré moi de rompre le silence. Mais loin de vous flatter de cet aveu, tremblez  Des maux qu'il vous faut craindre, et dont vous m'accablez. Oui, Seigneur, je vous aime, et ce coeur qui soupire, Se voyant malgré lui forcé de vous le dire, En devrait à vos yeux expirer de douleur. Mais au moins vous savez, quand j'appris votre ardeur, Par quels puissants efforts je voulus m'en défendre. Même je vous dirai qu'avant que de l'apprendre, À vos seules vertus s'étant laissé charmer, Mon coeur n'épargna rien pour s'empêcher d'aimer. La guerre heureusement m'ôtant votre présence, Et ma flamme étant faible encor dans sa naissance, Elle allait expirer ; je ne vous voyais pas. Vous revenez paré des plus brillants appas, Qu'ajoute à la Vertu la plus charmante gloire ; Vous menez avec vous l'Amour, et la Victoire ; Je n'ai pu résister, mon feu s'est rallumé ; Vous voila satisfait, et vous estes aimé."")","('ARBACE.', ""Emirène ! Ah ! Pensée accablante et cruelle ? Ah ! Xercès n'avait fait que m'exiler loin d'elle ; Vous plus tyran que lui, vous mon accusateur, Vous m'avez tout ôté, son estime et son coeur. Oui, j'adore, Seigneur, j'idolâtre Emirène : Mais fallût-il la perdre et m'attirer sa haine, Votre courroux, jamais, quelqu'en soit le malheur, Vous ne verrez le crime approcher de mon coeur. N'attendez pas qu'Arbace à ce point s'avilisse ; Je suis votre victime, et non votre complice ; Je pleure sur vos soins, j'abjure vos bienfaits ; Je déteste le trône acquis par des forfaits, Je préfère la mort et honteuse et cruelle, Je me sauve en ses bras de l'amour paternelle, L'honneur était un bien dont j'eusse été jaloux, Mais qu'on pouvait m'ôter, qui ne tient point à nous ; Ma vertu n'est qu'à moi ; si dans ce jour funeste J'en perds la renommée, elle-même me reste."")",135,122,0.0,Match
155,"('DARIUS.', ""Est-ce un crime si grand, que de m'aimer, Princesse ?"")","('ARTABAN.', ""Hé bien ! Puisque ton coeur se refuse à mes voeux, J'accomplirai pour moi ce dessein dangereux. Si mon ambition était illégitime, L'esprit qui m'animait anoblissait mon crime. Ce n'est point mon projet, c'est ton refus, cruel, Oui, c'est ton seul refus qui me rend criminel, Qui de mes attentats rend mon âme confuse ; Tu m'en ôtes le fruit, pour m'en ôter l'excuse, Et loin de concourir à me justifier, Tu veux de mon forfait m'accabler tout entier. Hé bien, péris ingrat, péris, je t'abandonne ; Monte sur le bûcher, quand je t'offre le trône, Préfère à mes bontés le sort le plus affreux ; Je puis voir d'un oeil sec... Écoute, malheureux : Malgré toi, malgré moi je sens que je fuis père : Viens, suis mes pas."")",136,123,0.7,Substitution
156,,"('ARBACE.', 'Comment ?')",-,124,1.0,Deletion
157,"('ASPASIE.', ""Oui, c'est une honteuse et coupable faiblesse, De trahir tous les soins, tous les bienfaits du Roi ; Oui, c'est un crime affreux de disposer de moi, Quand le Roi doit lui seul régler ma destinée ; Oui, c'est une fureur, une rage obstinée, D'apprendre son amour, et de ne l'aimer pas ; Oüy, c'est le plus cruel de tous les attentats, De trahir lâchement sa plus douce espérance. Aussi de mes remords la juste violence Me tourmente sans cesse, et me rend à mes yeux Horrible, et digne encor des noms plus odieux."")","('ARTABAN.', ""C'est ma seule prière Je puis tromper ta garde, et sais près de ces lieux Une secrète issue inconnue à leurs yeux ; Viens ; et ne prenant plus que ma pitié pour guide ; Sauve toi du supplice, et moi d'un parricide."")",137,125,0.2,Substitution
158,"('DARIUS.', 'Mais le Roi vous laissant disposer de vous-même...')","('ARBACE.', ""Moi fuir ! Moi de ces lieux en coupable sortir ! J'ai fait un désaveu, j'irais le démentir ; Jusques-là renoncer à ma propre défense, Par un nouvel indice appuyer l'apparence ! Moi fuir loin de ces lieux que vous ensanglantez, Pour ouvrir un champ libre à d'autres cruautés, Souffrir que sous mon nom courant de crime en crime, Vous alliez prendre encor mon ami pour victime ! Non, je reste en ces lieux, vos fureurs contre un roi, Nc pourraient rien oser, qu'il ne punit sur moi ; Par là je vous arrête ; ou si c'est peu, barbare, Je fais tout pour parer le coup qu'on lui prépare ; Oui, sans vous accuser, me faisant son appui, Il n'est rien que ma foi n'entreprenne pour lui, Rien que ne tente ici ma tendresse et ma crainte. Si le sang a ses droits, l'amitié non moins sainte, La justice a les siens ; je remplirai leurs lois."")",138,126,1.38,Substitution
159,"('ASPASIE.', ""Mais est-ce à moi, Seigneur, à donner ce qu'il aime ?"")","('ARTABAN.', 'Malheureux ! Peux-tu bien résister à ma voix ? Peux-tu dans ces moments combattre ma tendresse ?')",139,127,0.92,Substitution
160,"('DARIUS.', ""S'il faut vous obtenir du Roi, non pas de vous, Allons, Madame, allons embrasser ses genoux. Je connais Artaxerce, un Roi si grand, si tendre, D'une juste pitié ne saurait se défendre. Allons lui présenter deux cours si bien unis, La beauté toute en pleurs, et les douleurs d'un fils ; Allons tous deux, allons par ce pressant langage, Par des pleurs tous puissants, amollir son courage. Il est père, et Monarque, il est héros vainqueur. Moi par l'amour du sang attendrissant son coeur, Et vous de ces grands noms réveillant la mémoire, Nous en obtiendrons tout en faveur de sa gloire."")","('ARBACE.', ""Ah ! Trop tard à mon fort votre coeur s'intéresse. Cruel ! Était-ce ainsi qu'il fallait me chérir ?"")",140,128,0.67,Substitution
161,"('ASPASIE.', ""Craignez plutôt d'aigrir un Roi fier et jaloux. Quel spectacle pour lui ! Quel sujet de courroux, De voir contre sa flamme unir toutes nos armes, Nos soins les plus ardents, nos prières, nos larmes !"")","('ARTABAN.', ""Tu résistes en vain, en vain tu veux périr. Suis moi, te dis-je, ingrat, ou je vais t'y contraindre."")",141,129,0.98,Substitution
162,"('DARIUS.', ""Mais le Roi vous attend. Vous devez aujourd'hui Vous déclarer enfin pour son fils, ou pour lui."")","('ARBACE.', ""Arrêtez. C'est à vous peut-être de me craindre."")",142,130,1.14,Substitution
163,"('ASPASIE.', ""Que me demandez-vous ? Quelle est votre espérance ? Ah ! Ne m'obligez pas de rompre le silence, Et n'espérez jamais de m'obtenir de moi."")","('ARTABAN.', ""Tu m'oses menacer !... Obéis, suis mes pas."")",143,131,1.07,Substitution
164,,"('ARBACE.', 'Soldats, approchez vous. Les Gardes avancent.')",-,132,1.0,Deletion
165,"('DARIUS.', 'Mais si mes pleurs pouvaient vous obtenir du Roi, Ne me défendez pas dans un sort si funeste, Ce secours innocent, et le seul qui me reste...')","('ARTABAN.', 'Ô dépit !... Tu mourras.')",144,133,1.15,Substitution
166,"('ASPASIE.', 'Adieu, Seigneur.')","('ARBACE.', ""Adieu, barbare !... Allons, Gardes qu'on me ramène."")",145,134,1.59,Substitution
167,"('DARIUS.', 'Madame...')",,146,-,1.0,Insertion
168,"('ASPASIE.', 'Ah, que vous me pressez !')","('ARTABAN.', ""Ma fureur est au comble, et j'en fuis maître à peine."")",147,135,1.07,Substitution
169,"('DARIUS.', 'Vous ne me dites rien.')",,148,-,1.0,Insertion
170,"('ASPASIE.', ""Hé n'est-ce pas assez ?"")",,149,-,1.0,Insertion
171,"('LE ROI.', ""Quoi, Mindate, Aspasie est encor en balance Sur un choix que j'attends avec impatience. C'était peu de rougir de mes feux ; faut-il voir Ce que sans quelque horreur je ne puis concevoir ? Mon amour abusé. Quoi, l'ingrate Aspasie Me rendrait le mépris, la fable de l'Asie ? Ne me déguise rien ; et le Peuple, et la Cour, Tout parle, tout est plein du bruit de mon amour. Fais-moi bien concevoir le reproche et le blâme Que va porter sur moi la honte de ma flamme."")","('EMIRÈNE.', ""Ciel ! Où fuisse ? Au sortir d'un sommeil de douleurs, Mes yeux se sont rouverts, mais sur quelles horreurs ! Que vois-je autour de moi dans ce séjour funeste ? De mon père égorgé le déplorable reste, Arbace dans les fers et cru son assassin, Conçois-tu ces hasards et ces coups du destin ! Cette épée en sa main trouvée encor sanglante ?"")",150,136,0.0,Match
172,"('MINDATE.', 'Le Peuple est discret, Seigneur, mais quelquefois Le Ciel le fait parler pour avertir les Rois.')","('ÉLISE.', ""Madame , ces horreurs me glacent d'épouvante, Je doute d'un forfait qu'il persiste à nier ; Cependant il hésite à se justifier ; Ne redoutez-vous point un effrayant indice ?..."")",151,137,1.45,Substitution
173,"('LE ROI.', 'Mais je veux tout savoir.')",,152,-,1.0,Insertion
174,"('MINDATE.', ""Vous oserai-je dire Qu'on craint pour votre gloire autant que pour l'Empire ? Qu'étant rival d'un fils, on croit que vos amours Peuvent des-honorer le reste de vos jours ? Les uns font éclater une audace indiscrète ; Les autres font parler une douleur muette. On murmure en tous lieux, et les plus emportés Semblent pour Darius à demi révoltés. Ariarathe instruit de tout ce qui se passe, Revient le coeur enflé d'une nouvelle audace, Et voyant ce grand trouble entre son frère et vous, Croit pouvoir tout promettre à son orgueil jaloux."")","('EMIRÈNE.', ""Je douterais d'Arbace ! Ah ! Le ciel me punisse !... Ne vois point dans les soins dont j'ose m'occuper L'effet d'un sentiment qui pourrait me tromper. Je l'estime il suffit, il faut que l'erreur cesse, Il faut que malgré lui la vérité paraisse, Crois qu'un premier indice est un mauvais témoin, Qui veut la vérité, doit la chercher plus loin ; On noircit aisément une vertu commune, La sienne est au-dessus des jeux de la fortune ; Viendra-t-il ?"")",153,138,0.0,Match
175,"('LE ROI.', ""Laisse-moi, cher Mindate, en ce désordre extrême, Seul ici sans témoins, m'interroger moi-même. Qu'on cherche Tiribaze."")","('ÉLISE.', ""Par le Roi l'ordre est déjà donné, Devant vous dans ces lieux il doit être amené ; Mais, Madame, pour vous que je crains sa présence, S'il s'obstine avec vous dans un fatal silence !"")",154,139,0.66,Substitution
176,"('LE ROI, seul.', ""Artaxerce, tu vois Quels bruits souillent en toi la Majesté des Rois. Tous les voeux des Persans se changent en murmures, Et les cris de triomphes, en plaintes, en injures. Vois le profond abyme où l'amour t'a jeté. La gloire de ton nom est-elle en sûreté ? Par quel aveuglement te crois-tu préférable  À ce jeune rival, à ce fils trop aimable ? Successeur de l'Empire, un nom si glorieux, Cette splendeur nouvelle attire tous les yeux. La Princesse doit tout à l'espoir qui me flatte. J'attends qu'elle s'explique ; elle se tait, l'ingrate. Que la reconnaissance est un faible devoir, Quand l'amour sur un coeur a pris trop de pouvoir ; Elle aime Darius ; n'aimons plus ; mais nous sommes Esclaves de l'amour, comme les autres Hommes. Ô honte de mes jours, ne puis-je t'arracher, Lâche amour, en faveur d'un fils qui m'est si cher ? Artaxerce n'est-il faible que quand il aime ? Il a vaincu cent fois, il s'est vaincu lui-même. Dans les plus grands succès, dans ma plus forte ardeur, J'ai vaincu ma fortune, et dompté ma valeur ; J'ai vaincu la colère, étouffé la vengeance ; J'ai vaincu la douleur, l'orgueil, l'impatience. Contre quels Ennemis ai-je en vain combattu ? Le seul amour est-il plus fort que ma vertu ? Mais que veut cet amour ? Veut-il malgré moi-même, Si mon fils est aimé, lui ravir ce qu'il aime ?"")","('EMIRÈNE.', ""Ah ! Ne m'accable point. J'ai dans ce grand danger, Et la cendre d'un père et moi-même à venger. Ce soin sacré pour moi demande que j'embrasse La défense des jours et de l'honneur d'Arbace."")",155,140,0.02,Substitution
177,,"('ARBACE.', ""Madame ! Au désespoir je suis abandonné : Rassurez-moi d'un mot : m'avez-vous soupçonné ?"")",-,141,1.0,Deletion
178,"('MINDATE.', 'Seigneur, le Prince est là, qui demande à vous voir.')","('EMIRÈNE.', ""Je demande à te voir, je soutiens ta présence ; C'est te montrer un coeur sur de ton innocence."")",156,142,0.93,Substitution
179,"('LE ROI.', 'Est-il seul ?')",,157,-,1.0,Insertion
180,"('MINDATE.', ""Oui, Seigneur, et plein de désespoir, J'ai vu sur son visage une douleur mortelle."")","('ARBACE.', 'Je suis moins malheureux ; vous calmez mon effroi.')",158,143,0.86,Substitution
