,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
400,"('COSME', 'Duende, mon seigneur, si par hasardrendoblige les elfes bien nés,je vous prie humblementde ne pas vous souvenir de moidans vos nombreux prétextes,et cela pour quatre raisons :la première, je, comprendre ; (Il marche et ISABEL est derrière lui, fuyant pour qu\'il ne la voie pas.) le deuxième, tu sais;le troisième, à cause de çaça au bon entendeur...;le quatrième, à cause de ces versets : ""M. Lady Goblin,pleurez-moi,car je suis un enfant et seulet je ne me suis jamais vu comme tel.""')","('Carrille, ', 'Esprit je te conjure en toute humilité  (Car tu n’es pas, je croy, de basse qualité) Si ta mauvaise humeur icy ne se transporte, Si la sumission d’un homme de ma sorte, Peut en cét accident quelque chose sur toy, Aujourd’huy pour le moins ne songes Je suis le serviteur, tu n’en veux qu’à mon Maistre. (Isabelle se met derriere luy, de peur qu’il ne la voye.)')",339,297,0.24,Substitution
401,"('COSME', 'Quelle grande peur du musicien !')",,340,-,1.0,Insertion
402,"('ISABEL', '(Ça doit être comme ça).(Donnez-lui un coup et éteignez la lumière.)')","('Isabelle ', 'La lumiere m’a faict aysément recognoistre.')",341,298,1.24,Substitution
403,"('COSME', ""VerbeCaro... fiteor Deo!  Ils m'ont tué !"")","('Carrille', 'Aye pitié de moy, tout mal-heur me poursuit, Je suis las, laissez-moy reposer cette nuit')",342,299,1.6,Substitution
404,,"('Isabelle', 'Je me puis aysément desrober à sa veuë, Il ne m’a point encor dans la chambre aperceuë ; Joüons luy d’une fourbe, ayons-en le plaisir, Tüons luy la chandelle De l’aller rallumer, je seray repassée.')",-,300,1.0,Deletion
405,"('ISABEL', ""(Maintenant je vais pouvoir m'échapper).(Quand ISABEL veut fuir, DON MANUEL sort.)"")","('Carrille', 'Je sens mon ame, ô Dieux ! de cent craintes glacée ; Mon Maistre tarde bien, ah ! qu’il est aujourd’huy Bien aisé de railler, mesme aux depens d’autruy. (Isabelle luy tuë la chandelle et luy donne un grand coup de poing.)')",343,301,1.4,Substitution
406,,"('Carrille', 'On m’assomme, grands Dieux ! misericorde, à l’ayde, Tout de bon, ce Demon à present me possede ; Il m’emporte, il m’estrangle, ah Dieux ! j’ay beau prier, Invoquant tous les Dieux.')",-,302,1.0,Deletion
407,"('MANUEL', ""Qu'est-ce que c'est ?  Cosme, comment vas-tu sans électricité ?"")","('Florestan', 'Dy qui te fait crier ? Qu’as-tu ?')",344,303,1.33,Substitution
408,,"('Carrille', 'Monsieur, ils sont tous sourds à ma priere.')",-,304,1.0,Deletion
409,,"('Florestan', 'T’ay-je pas commandé d’avoir de la lumiere, Pourquoy n’en as-tu pas ?')",-,305,1.0,Deletion
410,"('COSME', ""Comme nous sommes morts tous les deuxl'elfe : la lumière d'un souffle et moi d'un seul coup."")","('Carrille', 'Ah ! cét  Nous a tuez tous deux, moy d’un si grand souflet Qu’il m’a, fort peu s’en faut, fait cracher la cervelle, Et d’un souffle aussi-tost a tué la chandelle.')",345,306,0.69,Substitution
411,"('COSME', 'Et bien à mes dépens je les crois.')","('Florestan', 'Comme la peur te fait avoir ces visions.')",346,307,1.88,Substitution
412,"('ISABEL', '(Oh, si la porte cogne !).')","('Carrille', 'Ce ne sont pas, Monsieur, imaginations, Diable, je ne suis point, tout à fait insensible.')",347,308,1.7,Substitution
413,"('MANUEL', ""Qui est ici ? (ISABEL tombe sur DON MANUEL et il la prend chez l'intendant.)"")","('Isabelle ', 'Maintenant par ces ais, r’entrons s’il est possible.')",348,309,1.59,Substitution
414,"('ISABEL', ""(C'est pire que ça,qu'avec le maître que j'ai trouvé)."")",,349,-,1.0,Insertion
415,"('MANUEL', ""Apporte la lumière, Cosme, je l'ai déjà  à qui."")","('Florestan', 'Qui va là, je la tiens, va promptement là-bas, R’allumer ta chandelle. (Il rencontre Isabelle.)')",350,310,0.82,Substitution
416,"('COSME', 'Eh bienne le laisse pas partir.')","('Carrille ', 'Ah ! ne le laschez pas. (Carrille sort.)')",351,311,1.11,Substitution
417,"('MANUEL', 'Je ne vais pas; allez-y vite.')",,352,-,1.0,Insertion
418,"('COSME', 'Tenle bien. (Vase.)')","('Isabelle ', 'Justes Dieux ; c’est bien pis, j’ay rencontré le Maistre.')",353,312,1.31,Substitution
419,,"('Florestan', 'Qui que tu sois, atten, car si tu fais paroistre De vouloir eschaper, je te poignarderay.')",-,313,1.0,Deletion
420,"('ISABEL', ""(Il a saisi le placard ; je l'ai laissé entre ses mains.J'ai trouvé le placard. Au revoir !). (Il part et il prendle placard.)"")","('Isabelle ', 'Que deviendray-je, ô Dieux ! qu’est-ce que je feray ? Il a pris le panier, je luy laisse, il n’importe, Je m’en vay me sauver, j’ay remarqué la porte Par où je suis entrée, allons y vitement. (Elle rentre par les ais.)')",354,314,0.76,Substitution
421,"('MANUEL', ""Qui que ce soit restejusqu'à ce qu'ils apportent la lumière,car sinon le ciel vit,qu'il le poignarde !Mais j'embrasse seulement le ventet je ne trouve qu'une chosede vêtements et de peu de poids. Qu'est-ce que ce sera ? Que Dieu m'aide, il m'a mis encore plus dans la confusion !  (COSME sort avec la lumière.)"")","('Florestan', 'Elle s’est eschapée, et je ne sçay comment. Ce n’est point une femme en effect que je touche, Que veut dire cela ? vrays Dieux ! plus qu’une souche Je demeure immobile, et ne sçay que penser.')",355,315,0.65,Substitution
422,,"('Carrille, (', 'Esprit malin, qui croit icy nous traverser, Tu n’eschaperas pas.')",-,316,1.0,Deletion
423,,"('Florestan', 'Aporte la lumiere.')",-,317,1.0,Deletion
424,"('COSME', ""Que l'elfe soit dans la lumière.Eh bien, que devient-il ? N'était-il pas en prison ?Qu'a-t-on fait ? Où est-il ?  Qu'est-ce que c'est, monsieur ?"")","('Carrille', 'Qu’est-il donc devenu ?')",356,318,0.46,Substitution
425,,"('Florestan', 'Regarde là derriere, Je le tenois tantost ; mais il m’est eschapé.')",-,319,1.0,Deletion
426,,"('Carrille', 'Aussi bien comme moy vous estes attrapé, Et bien qu’en dites-vous ? ne vouliez-vous pas croire Que c’estoit une fable, et non pas une histoire ? Vous disiez que c’estoient imaginations, Que la peur me faisoit avoir ces visions, Cela suffit-il pas encor pour vous confondre ? Ne le teniez-vous pas ?')",-,320,1.0,Deletion
427,"('MANUELI', ""n'a pas raison de répondre. Ces vêtements m'ont abandonné et se sont enfuis."")","('Florestan', 'Je ne puis que respondre, Il me vient de laisser ces  Et puis s’est eschapé.')",357,321,0.82,Substitution
428,,"('Carrille', 'Voyez donc si je crains, Que c’est avec raison Ne vous en mocquez point.')",-,322,1.0,Deletion
429,,"('Florestan', 'C’est une raillerie, De croire que jamais on me puisse ')",-,323,1.0,Deletion
430,"('COSME', ""Et que dites-vous de cette situation ?Même si tout à l'heure vous-mêmedisiez que vous l'aviezet que c'est parti au vent."")","('Carrille', 'Mais qu’en croyez-vous donc ?')",358,324,0.82,Substitution
431,"('MANUEL', ""Je dirai que cette personne,qui avec art et ingéniositéentre et sort ici, ce soirétait enfermée à l'intérieur;que pour sortirla lumière t'a tué et ensuiteil m'a laissé l'hôtesseet Je me suis échappé en fuyant."")","('Florestan', 'Il est à presumer, Que dis-je à presumer ? sans doute qu’il doit estre Que c’est celle qui craint de se faire cognoistre, Et qu’un de ses valets m’apportant ses escrits, Estoit entré ceans, et se trouvant surpris, T’ a tué ta chandelle, et traicté de la sorte, Et s’est enfuy apres.')",359,325,0.5,Substitution
432,"('COSME', 'Par où?')","('Carrille', 'Par où ?')",360,326,0.0,Match
433,,"('Florestan', 'Par cette porte.')",-,327,1.0,Deletion
434,"('COSME', ""Tu vas me faire perdre la tête.Vive Dieu!Je l'ai vudans les dernières réflexionsque l'étincelle a laisséde la lumière qui était morte en moi."")","('Carrille', 'Vous me feriez mourir, bien mocquez-vous de moy, Je l’ay veu, je vous jure, ainsi que je vous voy.')",361,328,1.38,Substitution
435,"('MANUEL', ""De quelle forme s'agissait-il ?"")","('Florestan', 'Dy donc comme il est fait ?')",362,329,0.92,Substitution
436,,"('Carrille', 'Ah ! de crainte j’en tremble, Laissez-moy respirer ; il est fait ce me semble Comme un coq-d’Inde')",-,330,1.0,Deletion
437,"('MANUEL', ""Ce que fait la peur !Elle brille ici et ce qu'elle a apporténous verrons le petit macareux.Vous avez cet intendant."")","('Florestan', 'Voyez comme la peur saisit cét ignorant. Tien, pren.  (Luy donnant le panier.)')",363,331,0.65,Substitution
438,"('COSME', ""Suis-je les hôtesses de l'enfer ?"")","('Carrille', 'Moy manier des choses infernales ?')",364,332,1.5,Substitution
439,"('MANUEL', 'Ayez-le  alors.')","('Florestan', 'Pren, te dis-je, pendart.')",365,333,1.45,Substitution
440,"('COSME', 'Mes mains sont sales, monsieur, avec le suifde la bougie et je tacheraile taffetas qui la recouvre; Ce serait mieux si vous le mettiez au sol.')","('Carrille', 'Monsieur, j’ay les mains salles. Comme vous le voyez toutes pleines de suif.')",366,334,0.55,Substitution
441,"('MANUEL', ""Ce sont des vêtements blancs et un morceau de papier.Voyons si le frère est discret.(lit.)« Depuis le peu de temps que vous vivez dans cette maison, il n'a pas été possible de confectionner plus de vêtements ; Une fois fait, cela sera réalisé. A ce que vous dites de votre ami, persuadé que je suis la dame de Don Luis, je vous assure que non seulement je ne le suis pas, mais que je ne peux pas l'être ; et je laisse cela en vue, que ce sera bientôt. Dieu te protège. Baptisé est cet elfe,  car Dieu se souvient."")","('Florestan', 'Je ne cognu jamais un maraut si craintif, Dy moy, de quoy peux-tu jamais estre capable ?')",367,335,1.11,Substitution
442,"('COSME', 'Le voyez-vous  Comment existe-t-il un elfe religieux ?')",,368,-,1.0,Insertion
443,"('MANUEL', ""Il est bien tard ; va faireles valises et les coussins,et dans un sac mets ceux-ci(Donnez-lui des papiers.) papiers, qui sont toutce que nous cherchons, que j'essaietant que je laisse une réponseà mon elfe. (Mettez-les sur une chaise et DON MANUEL écrit.)"")","('Carrille', 'Ce n’est pas pour cela, mettez-le sur la table, Vous le verrez bien mieux.')",369,336,1.72,Substitution
444,"('COSME', ""IciJe les veux, pour ne pas les oublieret qu'ils soient à portée de main, pose-lespendant que je m'arrête un momentjuste pour dire ceci:as-tu déjà cru qu'il y avait des lutins ?"")",,370,-,1.0,Insertion
445,"('MANUEL', 'Quelle absurdité !')",,371,-,1.0,Insertion
446,"('COSME', ""Est-ce un non-sens ? Voyez-vous vous-même tant d'effets, comme un cadeau qui arrive entre vos mains dans le vent, et vous en doutez encore ? Mais vous faites bien,si tout se passe bien pour vous ;mais laissez-moi faire,quel pire parti j'ai,croyez-le."")","('Florestan', 'Sus donc puis qu’il te plaist, Ostons ce taffetas, et voyons ce que c’est, C’est une belle escharpe, et quelques confitures.')",372,337,1.34,Substitution
447,"('MANUEL', 'De quelle manière ?')","('Carrille', 'A-t’on jamais parlé de telles adventures ?')",373,338,1.1,Substitution
448,"('COSME', ""Voici comment je le prouve :s'ils gâchent nos vêtements,tu ris beaucoup en le regardantet c'est moi qui l'invente,ce n'est pas une mince affaire;s'ils te laissent des papiers et ils prennent deux concepts, Ils me laissent des charbons  et ils prennent mon argent; ,les wallons et les mouchoirs,ça me fait peurde l'entendre et de le savoir;oui, quand nous venons tous les deux ici presque en même temps temps,on vous donne une hôtessesi soignée et posée, Cela me rend maladedans ces plaisanteriessi énormes et si grandesque cela me fait cracher la cervelle.Pour vous seul, monsieur,c'est le plaisir et le bénéfice;pour moi la peur et les dégâts;et cela a pour effet l'elfepour toi une main de laine,pour moi une main de fer.Eh bien, laisse-moi le croire,que la souffrance est vivifiévouloir nier à un hommece qu'il arrive et voit."")","('Florestan', 'Et cette lettre icy, voyons ce qu’elle dit. Je vay ce soir au bal, ne manquez pas d’en estre, Recevez cette escharpe, et pour en faire cas, Daignez de l’honorer d’un si  La portant cette nuit, je vous sçauray  Mais pour moy qui me vois de cent yeux esclairée Pardonner si la peur de faire des  Fait que je ne pourrois me descouvrir à vous, Sans courir le hasard d’estre deshonorée. Qu’un sort injurieux à tous malheurs me livre, Si pour aymer je fais jamais un autre chois, Et quand je cesseray de reverer vos loix, Croyez qu’assurément je cesseray de vivre.')",374,339,0.38,Substitution
449,"('MANUEL', ""Faites vos valises et c'est parti,Je vous attends dans la chambre de don Juan."")",,375,-,1.0,Insertion
450,"('COSME', ""Eh bien, qu'est-ce qu'il y a à faire, si là, habillé en noiril faut marcher et cela se faiten prenant une mésange bleue ?"")",,376,-,1.0,Insertion
451,"('MANUEL', ""Laissez-le fermé et prenez la clé; si à ce moment-làon en a besoin, Don Juan en a une autre. Confus, je suis absentcar je ne sais pas déjàce qui doit arriver si tôt;mais l'un compte pour l'honneurde ma maison et mon revenu,et l'autre seulement pour le goût;et ainsi entre les deux extrêmes, où l'honneur est le plus, tout le reste est moins.  (Sortie. DOÑA ÁNGELA, DOÑABEATRIZ et ISABEL sortent.)"")","('Florestan', 'Apporte, donne-moy promptement mon habit, Fut-il jamais au monde une telle surprise ?')",377,340,0.98,Substitution
452,"('ANGELA', "": Est-ce que ça t'est arrivé ?"")","('Carrille', 'Croyez-vous aux esprits ?')",378,341,1.27,Substitution
453,,"('Florestan', 'Ah Dieux, quelle sottise !')",-,342,1.0,Deletion
454,"('ISABEL', ""Maintenant, j'ai vu tous les embellissements perdus,car, s'il me voyait là,ce serait une force, madame,de tout révéler;mais, en fait, je me suis échappé de la manièreje vous l'ai dit."")","('Carrille ', 'Vous en dites autant de tout ce que je fais, Vous en voyez vous-mesme arriver tant d’effets, Vous voyez un present que par l’air on vous porte, Que l’on entre ceans sans passer par la porte, Et vous n’en croyez rien ? Mais à ce que je voy Tout le bien est pour vous, et tout le mal pour moy.')",379,343,0.33,Substitution
455,"('ANGELA', ""C'étaitétrange  événement"")",,380,-,1.0,Insertion
456,"('BEATRIZ', ""Etil faut donner de la force à la tromperie, sans avoir vu des gens,pour voir qu'ils donnent un spectacle et qu'ils sont absents."")",,381,-,1.0,Insertion
457,"('ANGELA', ""Si après cela j'arrive à me voir comme je te le dis, je ne doute pas que je perdrai. le procès."")","('Florestan', 'Comment le mal pour toy ?')",382,344,1.91,Substitution
458,"('BEATRIZL', ""'attention la plus sérieuse et la plus saine est une force qui t'effraie,Angela, avec un événement similaire,parce que vouloir l'appelersans savoir d'où il vient et qu'il se retrouveraalors avec une damesi belle, si riche et d'une telle renommée, sans savoir qui il est ni où il habite-que c'est ce que lui dit votre ingéniosité-,et ayant, couvert et aveugle,pour sortir encore et douter plus tard, Qui ne faut-il pas admirer ?"")","('Carrille', 'Si je voy qu’on renverse Nos  J’ay la peine, et le soin de les raccomoder, Vous ne faites que rire, et que me gourmander, On vous fait des presens, avec des confitures, Moy, l’on me fait jeusner, et n’ay On ne me donne rien si ce n’est du charbon, Si je perds mon argent, on m’appelle bouffon, On escrit, on vous flate, on vous esleve en gloire, A moy d’un coup de poing on me rompt la maschoire.')",383,345,0.72,Substitution
459,"('BEATRIZ', ""Je ne savais pas  Je fais taire l'événement  de ton amour?"")","('Florestan', 'Je l’espieray si bien que je la surprendray.')",384,346,1.31,Substitution
460,"('ANGELA', ""// Non, cousine, ce n'est pas pour cela, mais parce que, étant à la maisonvous, comme mes frères, êtes brûlés parton amour, ils ne le quittent pas,adorant les rayons de votre étoile ; et je m'aventurerais dehors,n'étant pas absent, je m'engage.  (DON LUIS sort vers le drap.)"")","('Carrille', 'Et vous diray, je gage, encor qu’il n’est pas vray, Je n’en veux point avoir de plus grand tesmoignage')",385,347,0.59,Substitution
461,"('LUIS', '//(Oh, mon Dieu, qui pourraitcacher son affection ! Qui mettraitune limite à la pensée,un frein à la voix et une loi au sentiment !Mais puisque avec moije peux si peu faire que Je ne peux pas y parvenir, à partir de là je dois essayer moi-mêmede vaincre ma passion et mon rapport).')",,386,-,1.0,Insertion
462,"('BEATRIZ', ""Je dirai quelle chancesera disponible pour éviter de te faireun mauvais tiers et me retrouverici, car je regretterais d'être absentesans voir l'effet ce que je souhaite."")",,387,-,1.0,Insertion
463,"('ANGEL', ': Eh bien, dis-moi comment.')",,388,-,1.0,Insertion
464,"('LUIS', ""(De quoi parlent-ils tous les deux,qu'ils s'appuient sur le même souffle ?)."")","('Florestan', 'Allons sans discourir en ce lieu davantage.')",389,348,0.81,Substitution
465,"('BEATRIZ', ""Nous publierons tous les deuxque mon père m'a envoyé chercher et nousle défaireons de manièreque, comme tout le monde est déjà parti,je resterai à nouveau à la maison..."")",,390,-,1.0,Insertion
466,"('LUIS', ""(Qu'est-ce qui arrive, mon Dieu, à mon grief ?)."")",,391,-,1.0,Insertion
467,"('BEATRIZ', ""...et, caché dans le secret//sans entrave je pourrai voir l'effet..."")",,392,-,1.0,Insertion
468,"('LUIS', ""(Qu'est-ce que c'est, un paradis injuste ?)."")",,393,-,1.0,Insertion
469,"('BEATRIZ', '...ce qui doit être un tel plaisir pour moi.')","('Isabelle', 'Tout comme je vous dis estoit desesperé, Mais je l’ay sans mentir plaisamment reparé.')",394,349,1.41,Substitution
470,"('ANGELA', 'Et puis, que dirons-nous  te revoir ici ?')",,395,-,1.0,Insertion
471,"('LUIS', ""(Oui, vous le ferez. J'entends cela !Avec de nouveaux chagrins et tourments, je me bats)."")","('Angelique', 'Tu nous contes icy de bien estranges choses, Et je doute quasi que tu nous les supposes Je ne puis sans mentir l’imaginer encor, Isabelle il est vray, tu vaux ton pesant d’or.')",396,350,1.2,Substitution
472,"('BEATRIZ', ""Avec cela, sans témoins et en secret,je verrai l'effet de cet amour remarquable,eh bien, étant cachéMoi et la maison étant rassemblés,sans scandale je prétendsqu'il peut passer de sa chambre à la vôtre ."")","('Isabelle', 'Si dans les  Vostre  Ce n’a pas toutefois esté sans avoir peur, Mais je l’ay fait avoir plus grande au serviteur.')",397,351,0.99,Substitution
473,"('LUIS', ""//(Très clairement, j'en déduis -je vis lâche et j'ose mourir-son intention. Plus heureuxmon frère le mérite. Je suis jaloux!Il préfère lui donnerl'opportunité qu'il désire et c'est ce qu'il veut qu'il sorte de sa chambre,sans que personne ne le sache, et je me brûlerai.Et, parce que sans témoinsils réussissent, ô ennemis !,en mentant mes soupçons,il veut me salir. Eh bien, s'il en est ainsi, ciel,pour que ton amour soit entravé, j'en appelle;et, quand il sera cachéen cherchant une autre occasion, avec audacerésolution je verrai toute la maisonjusqu'à ce que je la trouve, car le feu qui me brûle n'a plus d'autre moyen que de gêner est le dernier remède du jaloux. Aide-moi, cieux saint, car brûlé d'amour, je meurs de jalousie !). (Sortie.)"")","('Lucinde', 'Le succez en effet en est plus qu’admirable, Et rendra cette  Je voudroy bien sçavoir ce qu’il pense à present, De sentir qu’en ses mains on luy mette un present, Qu’il reçoive une lettre et qu’il n’ait veu personne, Quelque esprit fort qu’il ait il faut qu’il s’en ')",398,352,0.41,Substitution
474,"('ANGELA', 'Soyez bien préparés,et demain nous dirons que vous êtes parti. (DON JUAN sort.)')",,399,-,1.0,Insertion
475,"('JEAN', 'Ma sœur ! Belle Béatriz !')",,400,-,1.0,Insertion
476,"('BEATRIZ', 'Vous nous avez déjà manqué.')","('Angelique', 'Il aura bien sujet d’estre plus interdit Quand nous effectuërons ce que nous avons dit.')",401,353,1.65,Substitution
477,"('JUAN', ""Simon étoile tant de bonheurs s'améliorentque ton soleil me manque, madame,de moi-même envieuxje me considérerai suspect,comment il n'a pas été possibleque tu aies méritémon amour ce soin;  et ainsi, envieux et envié de moi,j'aurai dans un si doux abîmeJe me plains et m'envie."")","('Lucinde', 'Qui ne serait confus se trouvant en sa place ? Le fait est tres-')",402,354,1.3,Substitution
478,"('BEATRIZ', ""Je ne veux pas contredireun argument, don Juan, si flatteur,que quelqu'un qui a tant tardé à venir me voir et qui m'a oublié,qui doute qu'ilse divertisse? Oui, et là il auraitenvie de sa fortuneet de la pitié, en perdant la beautéqui l'amuse tant;alors bien sûr il prouve ce sortavec un certain syllogismede pitié et d'envie de lui-même."")","('Angelique', 'Cette nuit, je n’attends pour luy joüer ce tour, Que l’heure et le moment qu’il sera de retour, Il ne s’est veu jamais si surpris en sa vie Comme il sera tantost.')",403,355,0.39,Substitution
479,"('JUAN', ""Si ce n'était pas pour m'offenser, moi et toi,j'essaierais, Beatriz, de te satisfaireen te disant que j'ai étéavec Don Manuel, mon hôte, actuellement occupé avec son départ, parce qu'il est parti ce soir."")",,404,-,1.0,Insertion
480,"('ANGELA', 'Oh ma vie !')",,405,-,1.0,Insertion
481,"('JUAN', ""Quoi, ma sœur, c'est la frayeur ?"")",,406,-,1.0,Insertion
482,"('ANGELA', 'Un plaisir ressort comme un déplaisir.')","('Lucinde', 'Mon ame en est ravie.')",407,356,0.85,Substitution
483,"('JUAN', 'Je suis désolé que ce ne soit pasun plaisir comblé que voit ta poitrine,car elle reviendra demain.')",,408,-,1.0,Insertion
484,"('ANGELA', ""(Revivez un espoir vain). J'avais déjà eu peur,de la rapidité avec laquelle la colère nous envahissait,qu'elle soit toujours importune."")",,409,-,1.0,Insertion
485,"('JUAN', ""Je ne soupçonne pas qu'il vous en donnera,mais plutôt que vous et Don Luis manifestez du mécontentementparce que c'est quelque chose dans lequel j'ai pris plaisir."")","('Angelique ', 'Toy si tost qu’un chacun se sera retiré Tu sçais bien ce que j’ay tantost deliberé, Apreste la lumiere, afin d’aller moy-mesme Dans sa chambre querir ce beau portrait qu’il ayme, Je ne veux pas qu’un homme à qui je veux du bien, Cherisse si je puis d’autre objet')",410,357,0.9,Substitution
486,"('ANGELA', ""Je ne veux pas te répondre,même si j'ai une bonne idée, et c'est pour ne pas te jouerun mauvais jeu, étant maintenanttiers de ton amour, car personne n'ignoreque les fleurs de un tricheur exerce l'amourmain dans la main mieux qu'avec un tiers. Viens, Isabel, avec moi(car cette nuit même je me force à apporterle portrait, parce que je peuxpasser avec plus d'espace et moins de peur. Vous m'avez prêtune lumière et dans laquelle il puisse être caché;car il ne faut pas qu'il y ait, contre ma renommée,qui m'écrit le portrait d'une autre dame).(Sort.)"")","('Angelique', 'Isabelle m’as-tu preparé la lumiere ? Il est temps que je passe à present là derriere, Chacun est retiré, je pourray librement Aller sans qu’on me voye en son apartement. Mais de peur de surprise, ajuste la chandelle Dans la lanterne sourde Je ne l’ouvriray point que je ne sois dedans, De crainte que quelqu’un qui peut veiller ceans, Descouvre la clarté, vous cousine allez faire Ce que vous sçavez bien nous estre necessaire : Mais Dieux j’oubliois bien icy le principal, De l’advertir qu’il vienne à son retour du bal, Il me faut promptement escrire un mot de lettre, Il n’y manquera pas, oüy je m’ose promettre Qu’il me viendra trouver, où je le manderay.')",411,358,0.0,Match
487,"('JUAN', ""Lecarat que je prouve de ma foi -car c'est beaucoup-  dans undiscours."")","('Lucinde', 'Ne doutez point de moy, croyez que je feray Mieux que vous ne croyez.')",412,359,1.24,Substitution
488,"('JUAN', ""Attends,écoute : Belle Beatriz, ma foi est si vraie,mon amour si ferme, mon passe-temps si étrange,que même si je ne t'aimais pas, je te désirerais,contre ma propre affection, je je t'aimerais.Estimer ma vie de telle sorte que, si je pouvais t'oublier, je t'oublierais, parce que plus tard, par choix, je t'aimerais; le libre arbitre me l'accorde.Je ne peux pas t'oublier, belle Beatriz,et je suis désolé de voir à quel point mon étoile reste fièrede la victoire de ton amour."")","('Isabelle', 'Et moy je vous  Que je viendray fort bien à bout de tout le reste.')",413,360,1.18,Substitution
489,"('BEATRIZ', ""Si le choix est dû à la volontéet la force à l'impulsion d'une étoile,la volonté la plus sûre sera cellequi ne vit pas soumise à une folie;et donc je me méfie de vos subtilités,car ma foi, ce qui piétine l'impossible,si je voyais ma volonté marcher sans elle,je nierais, vive le ciel, qu'elle soit mienne;car ce bref moment que j'ai passéà oublier, pour t'aimer à nouveau,je sentirais que ma l'affection manquait;et je me réjouis de voir que je ne suis pas de ceuxà t'oublier, parce que je ne t'aimerais paspendant que j'essayais de t'oublier.  (Il s'en va et DON MANUEL s'en va après COSME qui s'enfuit.)"")","('Florestan', 'On t’a pris ton flambeau, maraut, je gagerois Qu’on te l’a derobé pendant que tu dormois, Comment me coucheray-je à present sans chandelle ?')",414,361,0.82,Substitution
490,"('MANUEL', '/Vive Dieu, si je ne regardais pas...')",,415,-,1.0,Insertion
491,"('COSME', ""C'est pour ça que tu regardes."")",,416,-,1.0,Insertion
492,"('MANUEL', ""...c'était  mon infamie, qu'ai-je fait  un non-sens."")",,417,-,1.0,Insertion
493,"('COSME', ""Réparations dans lequel je vous ai bien serviet la négligence n'est pas entre les mains d'un chrétien catholique."")",,418,-,1.0,Insertion
494,"('MANUEL', ""Qui te souffrira, qui,si ce qui compte le pluset ce que je t'ai le plus confié,est ce qui a été le plus oublié ?"")",,419,-,1.0,Insertion
495,"('COSME', ""Eh bien, c'est pour ça qu'il a oublié,parce que c'était ce qui m'importait;que, si ce n'était pas important,que ferait-il s'il oubliait?Vive le ciel !, il étaitsi prudent dans en apportantles papiers, c'est pour ça queje les ai mis de côté et j'avoueque le soin est devenule même qui m'a blessé,car s'ils n'étaient pas séparés,ils viendraient avec les autres."")",,420,-,1.0,Insertion
496,"('MANUEL', ""C'est assez que tu te souviennesau milieu de la route."")",,421,-,1.0,Insertion
497,"('COSME', ""J'ai fait très attentionsans savoir ce qui la provoquait,que je l'ai jugé comme une foliejusqu'à ce que dans le cas je diseet j'ai su que c'était le soinque j'avais oublié les papiers."")",,422,-,1.0,Insertion
498,"('COSME', ""Maintenant le jeune homme est prévenu;mais considérez, monsieur,que sans lumière c'est une grosse erreurvouloir les retrouver et le bruitil n'est pas possible de s'excuser,car, s'ils ne nous donnent pas de lumière dans la chambre de don Juan, comment allons-nousvoir ?"")","('Carrille', 'Si vous ne desirez à present que j’appelle Quelqu’un dans le logis, vous n’en sçauriez avoir. Mais ne sçauriez-vous pas vous coucher sans y voir ? Vostre lit est tout prest. ')",423,362,0.64,Substitution
499,"('MANUEL', ""Votre colère est terrible ! Maintenant, veux-tu que je l'excite et que je l'appelle ? Eh bien, ne sais-tu pas - dis-moi, infâme, quelle est la cause de tout ce que tu es - d'après le tact où il est allé ? oùsont-ils restés ?"")",,424,-,1.0,Insertion
500,"('COSME', 'Nonest-ce que le doute, que je suis à la tableoù je sais que je les ai laissés Je vais devenir aveugle.')",,425,-,1.0,Insertion
501,"('COSME', ""Ce qui répond à ma peurc'est que je ne saurai pas oùle gobelin les a mis,car qu'ai-je laisséque j'ai retrouvédans la partie qui restait ?"")",,426,-,1.0,Insertion
502,"('MANUEL', ""S'ils ont été déplacés,la lumière alors nous le demanderons;mais jusqu'à ce que nous le voyions, il n'est pas bon que nous dérangionsle bon logement que nous devons.  (DOÑÁNGELA et ISABEL sortent et sortent par le placard.)"")",,427,-,1.0,Insertion
503,"('ANGELA', ""Tu le fermes dehors  et jusqu'à ce que tu viennes me le dire  Je ne sortirai pas, pour ne pas donner  à plusde risques."")","('Florestan', 'Penses-tu que je vueille Faire du bruit ceans, afin que je resveille Tout le monde qui dort ? Ouvre donc promptement.')",428,363,0.6,Substitution
504,"('ISABEL', ""Icim'attend. (ISABEL sort, ferme le placard et DON MANUEL et COSME sortent, comme dans le noir.)"")",,429,-,1.0,Insertion
505,"('COSME', 'est désormais ouvert.')","('Carrille', 'Tout est ouvert Monsieur.')",430,364,0.21,Substitution
506,"('MANUEL', ""Pisedoucement, que, s'ils entendent ici une rumeur,ce sera une plus grande agitation."")","('Florestan', 'Marche tout doucement, Garde en faisant du bruit de resveiller personne, Parle bas.')",431,365,0.86,Substitution
507,"('COSME', ""Croyez-vous que j'ai peur ?Cet elfe aurait très bien puavoir la lumière pour nous."")","('Carrille', 'Croyez-moy, de crainte je frissonne, Je crains plus que la mort cet Esprit  Que ne nous secourt-il à present de clarté ? (Angelique entre par l’autre bout de la chambre avec sa lanterne sourde, et l’ouvre un peu par devant.)')",432,366,0.43,Substitution
