,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
307,,"('ANDRES, ayant relevé un côté de la tente.', 'Camarade, dors-tu ?')",-,296,1.0,Deletion
308,"('PRÉCIEUSE', ""Tu ne te souviens plus de cette paction Qui défend les discours non moins que l'action."")","('LE POÈTE.', ""Les langueurs que je sens Commençaient d'assoupir mes esprits et mes sens."")",151,297,1.62,Substitution
309,,"('ANDRES.', 'Hé bien, que dit le coeur ? Comment vont tes morsures ?')",-,298,1.0,Deletion
310,"('ANDRES', 'Hélas ! commande donc à ta beauté trop belle De ne plus émouvoir le sens qui se rebelle.')","('LE POÈTE.', ""Comme il plaît au destin qui m'a fait ces blessures."")",152,299,1.04,Substitution
311,"('PRÉCIEUSE', ""Une plainte d'ailleurs se forme contre toi."")","('ANDRES.', ""Je plains ton infortune, et j'en suis bien marri. Dans trois jours au plus tard tu seras tout guéri. Mais qui te presse aussi ? Quelle affaire importante Te fait marcher de nuit, et devers cette tente ? Parle."")",153,300,0.84,Substitution
312,"('ANDRES', '')","('LE POÈTE.', 'Hélas !')",154,301,0.0,Match
313,"('PRÉCIEUSE', '')",,155,-,1.0,Insertion
314,"('ANDRES', '')",,156,-,1.0,Insertion
315,"('PRÉCIEUSE', 'Qui scrupuleux ne fais valoir ton exercice.')","('ANDRES.', ""Je le tiens, ce discours l'a surpris. Réponds-moi, que crains-tu ? Rappelle tes esprits, Tu peux m'entretenir avec toute assurance."")",157,302,0.74,Substitution
316,"('ANDRES', 'Nature ne tolère un change si soudain.')","('LE POÈTE.', ""Hé de quoi ? De douleurs, de peine, de souffrance, C'est là tout l'entretien que vous pourriez avoir, Déplaisant à donner, et triste à recevoir..."")",158,303,1.43,Substitution
317,"('PRÉCIEUSE', 'Je lis dedans ton âme, il y a du dédain.')","('ANDRES.', ""Voyez qu'il équivoque, et qu'il feint bien le traître. Plus je t'entends parler, plus je te crois connaître, Ta mine et cet état ont trop peu de rapport, Et ce rustique habit cache un plus noble fort, Confesse."")",159,304,1.12,Substitution
318,,"('LE POÈTE.', 'Plût au Ciel.')",-,305,1.0,Deletion
319,"('ANDRES', ""Ma vie, que veux-tu, que veux-tu que je fasse ? Assez riche et content du larcin de ta grâce, Notre espoir gît ailleurs qui ne saurait manquer, Et que tu ne voudrais en doute révoquer : Vivre en homme de bien est ma plus belle ruse. Ou me laisse plutôt en secret acheter Qui l'honneur sauf, me puisse au public acquitter."")","('ANDRES.', ""Ma pensée est trop vraie, Et me fait découvrir une nouvelle plaie, Mon âme a succombé sous de plus doux efforts, N'est-elle pas blessée encore plus que ton corps ? Certes, s'il est ainsi que je me l'imagine, Tu mérites le bien que l'Amour te destine. Nous avons entre nous une jeune beauté, Dont l'éclat a de l'air de la Divinité, Un coeur aura reçu son adorable image, Et par son ordre exprès tu viens lui rendre hommage."")",160,306,0.06,Substitution
320,,"('LE POÈTE.', 'Rien moins.')",-,307,1.0,Deletion
321,"('PRÉCIEUSE', ""À ta discrétion, pourvu qu'aussi la bourse Puisée trop souvent ne tarisse sa source. Or prise de sommeil adieu, séparons-nous, Et te souviens qu'il faut hurler avec les loups."")","('ANDRES.', 'Ce rare effet de ta discrétion Te rend plus digne encore de son affection.')",161,308,0.75,Substitution
322,"('ANDRES', ""Me soustraire un baiser à ton adieu, perfide ? Plutôt dit qu'entendu, cauteleuse homicide, Tu le pay’ras au double: hé! Dieu quelle pitié, Depuis que la pudeur surmonte l'amitié, Seul examine à part combien peu d'assurance Tu peux et dois fonder sur pareille occurrence. Le crapaud sous les fleurs recèle son venin, Sous l'aimable beauté le sexe féminin Cache ses trahisons pires que l'aconite, Le plus sage trompé d'ordinaire à l'élite. Un Ulysse couard en ce trait furieux Te prétend supplanter possible injurieux, Possible, que sait-on ? ta maîtresse connive, Et premier que suspect quelque ombrage te suive Feins le vouloir bannir, et couvre ce faisant Leur conspiration d'un voile suffisant. Ô Cieux ! que ne ferait affronté de l'outrage Cette dextre invincible et pareille au courage ? Plus forte elle se peut sur le nombre fier, Mais il ne me chaudrait de me sacrifier ; Ma honte dans le sang d'un rival étouffée, Érige après qui peut sur nous deux son trophée. Folle conception, chimérique fureur, Fausse alarme finie en panique terreur, Le cygne du corbeau vêtira le plumage, Philomèle au hibou donnera son ramage, L'Océan desséché regrettera ses eaux, La plante de Bacchus haïra les ormeaux, Premier que ma déesse ingrate me trahisse. Un second appelé de certaine malice, Tu ne dois qu'accuser l'Icare audacieux Soudain précipité du soleil de ses yeux, Si la présomption téméraire l'amène À dessein de ravir la moisson de ta peine. Va donc sonder accort où bute son désir Qui lui a fait chez nous sa retraite choisir, Bref ses prétentions sur la beauté du monde, Que coupable cogneur la tête m'en réponde. Holà, ho compagnon, réveille-toi, debout, Notre troupe au départ et dans peu se résout, Les hardes maintenant presque toutes chargées. Trouves-tu de beaucoup tes douleurs allégées ?"")","('LE POÈTE.', 'Perdez encore un coup cette injuste pensée, Dont sa chaste pudeur pourrait être offensée.')",162,309,0.17,Substitution
323,"('CLÉMENT', ""Infiniment ; pourvu que le repos permis. Sur pied en moins de rien l'on me verrait remis."")",,163,-,1.0,Insertion
324,"('ANDRES', ""Secouru d'un cheval jusqu'au premier village Que pourrais-tu de nous espérer davantage ?"")","('ANDRES.', ""Comme il prend son parti, mais allons jusqu'au bout, Il faut après cela qu'il me déclare tout. À quoi bon, découvert te cacher davantage ?"")",164,310,1.09,Substitution
325,"('CLÉMENT', ""Mon grief est qu'en tels lieux ne se rencontre pas Qui sache garantir un blessé du trépas, L'excellence approchant de cette bonne dame, Sans laquelle j'allais naguères rendre l'âme."")","('LE POÈTE.', 'Je ne puis avouer un si faux avantage.')",165,311,1.21,Substitution
326,"('ANDRES', ""Bon : sa mine s'évente à ce que je puis voir ; Guérison de sa main tu prétends recevoir ?"")","('ANDRES.', ""Pour être Égyptien ne crois pas que mon coeur Ignore le pouvoir de ce noble vainqueur, Je sais bien que l'Amour porte à d'étranges choses, Et je pourrais parler de ses Métamorphoses. Ne me cèle donc plus ton dessein ni tes feux, La belle Égyptienne est digne de tes voeux, Bien loin de la blâmer j'estime ton adresse, Et je te veux servir auprès de ta maîtresse."")",166,312,0.53,Substitution
327,"('CLÉMENT', ""Plutôt que m'exposer en proie à l'ignorance."")",,167,-,1.0,Insertion
328,"('ANDRES', ""Ce Sinon frauduleux ne manque d'assurance, N'as-tu jamais connu personne d'entre nous ?"")",,168,-,1.0,Insertion
329,"('CLÉMENT', ""Non pas d'autre façon que je vous connais tous."")",,169,-,1.0,Insertion
330,"('ANDRES', 'Sans familiarité qui fût particulière ?')",,170,-,1.0,Insertion
331,"('CLÉMENT', ""Oui hormis d'une fille en beauté singulière, Tantôt, ou je me trompe, entrevue à l'instant Que pansé la douleur me tenait haletant."")","('LE POÈTE.', ""Ton zèle enfin me charme, et civilité Me force à contenter ta curiosité, Mon coeur s'ouvre de joie au nom de cette belle, J'ai l'heur de la connaître, et d'être connu d'elle, Et puisque tu peux lire en ce coeur malheureux, Je ne te nierai plus que j'en suis amoureux."")",171,313,0.2,Substitution
332,"('ANDRES', ""Tu l'aimes, ne mens point, dès l'heure pratiquée, Elle aussi du serpent qui te blesse piquée ?"")","('ANDRES.', 'Après avoir langui, enfin ce mot me tue.')",172,314,1.38,Substitution
333,"('CLÉMENT', ""D'amitié passagère, et qui naissant mourut, Qui son objet perdu en éclair disparut."")","('LE POÈTE.', ""Elle a rendu la force à mon âme abattue, Et l'appareil plus doux à mon mal furieux, Fut le charme innocent qui vint de ses beaux yeux."")",173,315,0.4,Substitution
334,"('ANDRES', ""Ta discrétion veut cacher sous un silence Ce que l'amour vainqueur met hors par violence."")","('ANDRES.', ""Il guérit et je meurs, mais la rage m'anime, De ton rare mérite elle fait grande estime."")",174,316,0.82,Substitution
335,"('CLÉMENT', '')","('LE POÈTE.', 'Si peu.')",175,317,0.87,Substitution
336,"('ANDRES', ""Du moins rempli d'espoir à son occasion."")",,176,-,1.0,Insertion
337,"('CLÉMENT', 'Au cas que cela soit, je veux perdre la vie.')",,177,-,1.0,Insertion
338,"('ANDRES', ""Tu crains qu'on te blâmât d'une louable envie."")","('ANDRES.', ""Quoi tu t'en plains, ha ! N'en fais plus le fin, Achève d'exposer ton bien-heureux destin, Nous sommes, tu le sais, les plus secrets du monde. As-tu de ses faveurs ? Ta gloire est sans seconde, Montre-les moi, de grâce, et ne me cache rien, Fais-moi ton confident, je te ferai le mien, Sous d'autres vêtements j'ai fait des aventures, Dignes de raconter à nos races futures, Et sans aller plus loin que ce même séjour, Je t'en pourrais conter une du dernier jour, Qui vaut bien à mon gré la peine de l'entendre."")",178,318,0.72,Substitution
339,"('CLÉMENT', ""Je ne crains que d'aller contre la vérité."")",,179,-,1.0,Insertion
340,"('ANDRES', 'Si as-tu ses faveurs voire mieux mérité.')","('LE POÈTE.', ""Que je serai ravi si tu veux me l'apprendre !"")",180,319,0.97,Substitution
341,"('CLÉMENT', 'Mon désastre cruel pense à toute autre chose.')",,181,-,1.0,Insertion
342,"('ANDRES', ""Parle d'un cœur ouvert, et sur moi te repose, Qui, frère de ta dame aiderai vos amours Envers les gens d'honneur serviable toujours."")","('ANDRES.', 'Tu me fermes la bouche en me fermant ton coeur, Et tu me crois sans doute indiscret ou moqueur, Vois-tu ? Ne couvre plus une flamme apparente, Et sache que la fille est ma proche parente, Que je vous puis servir tous deux en vos amours, Vous faisant préférer des nuits aux plus jours.')",182,320,0.14,Substitution
343,"('CLÉMENT', ""Un offre si courtois de l'effet me tient place, Mais outre que le mal ces passions me glace, Mille difficultés qui ne se disent point Empêchent mes désirs de tomber sur ce point, Non par aucun mépris orgueilleux, j'en atteste Notre commune mère et la lampe céleste : Onc pudique beauté ne me plut à l'égal, Trop digne de l'honneur du lien conjugal, Dont les perfections démentent sa fortune. Or, l'histoire gardée à quelque heure opportune Du cruel accident qui me détient ici, Sans plus, de m'emmener acceptez le souci. Qu'à l'extrême besoin elle ne m'abandonne, Je sais comme un plaisir semblable se guerdonne."")","('LE POÈTE.', ""Je ne refuse pas cette offre avantageuse, Mais mieux que son parent je connais Précieuse, On ne peut faire brèche à sa chaste vertu, Par discours, par présents, en vain j'ai combattu, Rien ne peut ébranler cette vivante roche, Mille trais enflammés en défendent l'approche, Et lorsqu'on la permet, c'est pour mieux faire voir Que sans intelligence on ne la peut avoir."")",183,321,0.0,Match
344,"('ANDRES', 'Sommeille encor un peu, nous allons te pourvoir De monture, selon que permet le pouvoir.')","('ANDRES.', ""Ha ! Ce dernier discours me redonne la vie, Mais redoublons l'épreuve, et sachons son envie. Dis ce que tu voudras pour cacher ton dessein, Je vois ce que tous deux vous avez dans le sein, Et dedans votre amour mon zèle s'intéresse, Mais enfin la veux-tu pour femme ou pour maîtresse ? Si tu la veux pour femme, hé bien dans peu de temps J'y ferai consentir tous ses autres parents, Sinon il ne faut point tant de cérémonies, De semblables vertus parmi nous sont bannies, Pourvu que nous voyons quelque somme d'argent."")",184,322,0.69,Substitution
345,"('CLÉMENT', ""Office d'amitié qui refile ma trame, Et m'empreint à jamais sa mémoire dans l'âme."")","('LE POÈTE.', 'Cher ami, ce discours est par trop obligeant.')",185,323,1.45,Substitution
346,,"('ANDRES.', 'En as-tu ?')",-,324,1.0,Deletion
347,,"('LE POÈTE.', ""J'ai sur moi quelques six vingts pistoles."")",-,325,1.0,Deletion
348,"('ANDRES', ""Marche droit hardiment, un Argus à tes pas De ruser tant soit peu ne te permettrait pas, Perfide reconnu qui poursuives ma quête, Le dol prémédité retombe sur ta tête : J'irais dedans le sein de celle t'égorger Qui ne peut d'amitié que la mienne loger."")","('ANDRES.', ""C'est pour la suborner. Donc sans plus de paroles Laisse-moi faire. À part. [Haut.]"")",186,326,0.63,Substitution
349,"('CARDUCHE', "" Que flotte davantage, amante forcenée, Ton penser incertain qui voit sa destinée, Désormais la pudeur, désormais la raison Ressemblent opposés un fruit hors de saison. Ta nef suit sans timon le Nord qui la maîtrise, Ce Bohème vainqueur triomphe de ta prise, Qui sa victoire ignore, et moins sage qu'heureux Est adoré de toi n'étant pas amoureux. Tes stériles regards ne pénètrent son âme, Trop d'inégalité lui recèle ta flamme, Et, comble de malheur, proche du partement, II faut hélas ! il faut parler ouvertement, Ou qu'un trépas forcé te libère de peine, Qu'un fer ou qu'un licol à la Parque te mène Sur l'infâme sujet de ce vil étranger, Qui n'aime çà et là vagabond qu'à changer, Chez qui le vice prit une telle habitude, Qu'il ne peut mettre ailleurs autre sollicitude, Qui n'estimera pas, insensible à l'honneur, D'un repos en ta couche ouverte le bonheur. Perverse, qu'as-tu dit ? ce généreux courage Prouve en ses actions que fortune l'outrage, Chacun remarqua assez aux gestes, aux discours Qu'il reste dans la fange à faute de secours. Mon chois le trouverait de la vertu capable, Donc ne le secourir me condamne coupable, Consulter au surplus les parents ne me chaut, Notre hymen accompli, c'est un faire le faut, Un torrent furieux qui leur vouloir entraine, C'est, forçats, les tirer ensemble à une chaîne : Advienne qui pourra, je vais, l'œil plein de pleurs, La bouche de sanglots, lui ouvrir mes douleurs."")","('LE POÈTE.', ""Hélas ! Perds ce soin odieux, Puisqu'un autre dessein m'a conduit en ces lieux, Ce n'est pas qu'en effet je n'aime Précieuse, Et que ma passion ne me soit glorieuse : Mais de mon seul destin l'implacable courroux Me fait venir chercher un asile entre vous. Apprends en peu de mots le sujet qui m'amène, Qui m'a fait déguiser, et qui cause ma peine. La mort d'un cavalier couché sur le pavé, Dedans une querelle où je m'étais trouvé, Me fit quitter Séville, et venir à Tolède Pour trouver dans ma fuite un assuré remède. Mes parents cependant qui savent où je suis, Avertis du danger où mes jours sont réduis, M'ont fait donner avis cette même soirée, Que j'eusse à me pourvoir de retraite assurée, Tout ce que j'ai pu faire en ce pressant souci, Est de changer d'habit, et de venir ici, Contre les trais du sort implorer assistance."")",187,327,0.0,Match
350,,"('ANDRES.', ""Si ce n'est que cela repose en assurance, Je m'en vais de ce pas y résoudre nos gens."")",-,328,1.0,Deletion
351,"('CLÉMENT', ""Du fils de Jupiter la valeur indomptable À son ami captif ne fut plus profitable, À son ami récous des griffes du mâtin Qui garde chez Pluton la porte du destin ; Vous m'obligez autant que mortel saurait faire Confus, désespéré, sans retraite surpris De l'accident du meurtre en peu de mots compris."")","('LE POÈTE.', 'Va, je reconnaîtrai tant de soins obligeants. La tente se referme.')",188,329,0.81,Substitution
352,"('ANDRES', ""Bien qu'à la vérité tel acte magnanime Mérite une couronne au lieu du nom de crime, Quelquefois la justice exemplaire se rend À ceux qui n'ont après ressource ni garant ;: De peur qu'à nos dépens une commune rie, Il n'est que d'évader sa première furie. Bref, que deux ennemis laissés sur le carreau Vous prîtes le chemin de la fuite plus beau ?"")","(""ANDRES, en s'en allant."", ""Marche droit hardiment, ou mon âme abusée Saura bien se vanter de ta flamme rusée, Qui cherche ma maîtresse il cherche le trépas, Je t'irais immoler, à ses yeux, dans ses bras, Et si son lâche coeur trempait dedans ton crime, J'abattrais d'un seul coup l'autel et la victime."")",189,330,0.15,Substitution
353,"('CLÉMENT', ""N'épouser d'un parent l'équitable querelle Donnait à mon honneur double atteinte mortelle."")","('ANDRES.', ""Mais tu ne me dis rien de ce pauvre blessé, Est-ce ainsi qu'un Amant doit être délaissé ? Est-ce ainsi que l'amour doit céder à la crainte ?"")",190,331,1.63,Substitution
354,"('ANDRES', 'Oui, roturier après le privilège ôté De porter jamais plus une épée au côté.')","('PRÉCIEUSE.', ""Que vous êtes adroit à couvrir une feinte ! Vous l'avez vu sans doute."")",191,332,1.86,Substitution
355,,"('ANDRES.', ""Oui, je l'ai visité, J'ai plus de soin que toi, j'ai plus de charité."")",-,333,1.0,Deletion
356,,"('PRÉCIEUSE.', ""S'il est vrai qu'on appelle ainsi la jalousie."")",-,334,1.0,Deletion
357,"('CLÉMENT', ""Vous ne me dites rien d'une métamorphose Que voyant de mes yeux quasi croire je n'ose."")","('ANDRES.', ""J'ai flatté la douleur dont son âme est saisie, Et même j'ai promis de l'en faire guérir."")",192,335,1.05,Substitution
358,,"('PRÉCIEUSE.', 'Après avoir eu soin de vous bien enquérir, Mais se porte-t-il mieux ?')",-,336,1.0,Deletion
359,"('ANDRES', ""Présume, cher ami, qu'onc mes désirs contents Ne passèrent si bien qu'à cette heure le temps ;; La superfluité de trop de mets dégoûte, Parmi l'aise excessif l'homme aussi ne voit goutte. Aigle, près d'un Soleil qui me luit gracieux La fatigue a perdu son amer odieux, Familière chez moi de sorte devenue Que sans elle la joie à l'instant diminue."")","('ANDRES.', ""Je crains qu'il ne se trouble, Sa plaie est toute en feu, la fièvre lui redouble, Enfin il est fort mal, tu devais bien aussi Faire en sorte qu'il vint plus sûrement ici, Et c'était bien assez du feu qui le dévore."")",193,337,0.35,Substitution
360,"('CLÉMENT', ""L'habitude se tourne en loi, joint que l'amour Peut faire de la nuit plus obscure un beau jour, Lors principalement que l'espoir se fomente Des chastes privautés d'une céleste Amante; Toutefois le moyen qu'illustre cavalier Tel sort calamiteux ferme vous peut lier ? Que languir longuement cette gueuse de vie Ne remonte nature où le sang la convie ?"")","('PRÉCIEUSE.', ""Quoi ? Sur cet accident vous me raillez encore, Apprenez-moi plutôt quel étrange dessein Sous ce rustique habit il cache dans le sein, Ce secret n'aura pas échappé votre adresse."")",194,338,0.0,Match
361,"('ANDRES', ""Qu'elle durât après le trépas paternel ? Non, l'infamie adonc me rendrait criminel. Mais vous, reçu confrère en la troupe brigande Répondez véritable à pareille demande, Quel terme résolu se prescrit de séjour ?"")","('ANDRES.', ""Il ne le dira point qu'à sa seule maîtresse, Et je me suis chargé pour son allègement, D'obtenir l'entretien d'une heure seulement, Ne lui refuse pas un bien si désirable, Et prépare à ses voeux un accueil favorable."")",195,339,0.62,Substitution
362,,"('ANDRES, ayant aperçu Hipolite.', 'Ha ! Le fâcheux objet.')",-,340,1.0,Deletion
363,"('CLÉMENT', ""Mon départ d'avec elle attend le premier jour, Que nous approcherons Carthagène, où Neptune Offre l'occasion du trajet opportune, Trajet qui dans l'Itale assuré me conduit."")","('PRÉCIEUSE.', ""Hé quel malheur si prompt Vous met la flamme aux yeux et la rougeur au front ? Ha ! C'est une maîtresse."")",196,341,0.88,Substitution
364,,"('ANDRES.', 'Une fille importune.')",-,342,1.0,Deletion
365,"('ANDRES', ""Vous reconnaissant donc à ce dessein réduit, Mon crédit s'emploiera vers nos gens, et je gage Leur faire consentir la route du voyage."")","('PRÉCIEUSE.', ""Hé bien, faut-il rougir d'une bonne fortune ? Voilà ce que produite votre sombre beauté, Et le fard que je donne a cette qualité, Mais sa peine m'oblige à vous laisser ensemble."")",197,343,0.78,Substitution
366,,"('ANDRES.', 'Vois mon dernier refus.')",-,344,1.0,Deletion
367,,"('HIPOLITE.', 'Le voilà, mais je tremble.')",-,345,1.0,Deletion
368,"('CLÉMENT', ""Comble de l'infini des plaisirs avancés, Qui vous seront un jour du Ciel récompensés, Qui rendent à l'auteur tributaire ma vie. Mais voyez qu'une fille en merveille ravie Tient l'œil fixe sur vous, ah ! ce signal donné, Inséparable éclair d'un cœur passionné, Veut que les champions seuls demeurent en lice."")","('PRÉCIEUSE.', ""Prié par ce regard si doux et si charmant D'une heure d'entretien pour son allègement, Et lui refusez pas un bien si désirable, Et faites à ses voeux un accueil favorable."")",198,346,0.13,Substitution
369,,"('ANDRES.', ""Je vois bien ce que c'est, tu veux rire à ton tour, Mais ne crois pas au moins..."")",-,347,1.0,Deletion
370,,"('PRÉCIEUSE.', ""Adieu, jusqu'au retour."")",-,348,1.0,Deletion
371,"('ANDRES', ""Un malin tient chacun suspect de sa malice, Pour cause, demeurez à l'écart un peu loin, De notre conférence oculaire témoin."")","('HIPOLITE.', ""Feignons de l'arrêter, quoi qui nous en advienne, Où va si promptement la belle Égyptienne ? Peut-on pour un moment ici l'entretenir ?"")",199,349,0.76,Substitution
372,,"('PRÉCIEUSE.', ""Je ne suis point du tout savante en l'avenir. Celui que vous voyez suivant ma conjecture, Vous dira mieux que moi votre bonne aventure."")",-,350,1.0,Deletion
373,"('CARDUCHE', ""Muette à ton abord, rare honneur de ta troupe, Une timidité la parole me coupe. Hélas! Mais quel besoin d'exprimer par la voix Ce qu'ont redit les yeux un million de fois ?"")","('HIPOLITE.', 'Hélas ! Elle a raison, éprouvons son avis.')",200,351,1.39,Substitution
374,,"('ANDRES.', 'De quel nouveau malheur mes jours sont-ils suivis ?')",-,352,1.0,Deletion
375,"('ANDRES', ""Vous venez enquérir, que j'estime, amoureuse, Si devez être ou non en vos amours heureuse."")","('ANDRES.', ""Madame, vous m'offrez un honneur qui m'étonne. J'ai vu de votre part l'une et l'autre personne, Toutes deux m'ont parlé de votre indigne choix, Toutes deux m'ont ravi l'usage de la voix, Et maintenant encore je ne sais que répondre, Trop d'éclat m'éblouit, trop d'heur me vient confondre, Et ces rares faveurs me font imaginer Qu'à quelque autre qu'à moi vous croyez les donner : Sortez de votre erreur, voyez ce que vous faites, Regardez qui je suis, et songez qui vous êtes, Si vos yeux ont un voile, ou si vous sommeillez, Arrachez-le, Madame, ou bien vous éveillez."")",201,353,0.91,Substitution
376,"('CARDUCHE', 'Oracle que le tien ne peut prédire aussi, Ou ma fin précipite, ou mon mal adouci ;; Tu connais, inspiré, ma blessure profonde, Que seul tu peux guérir dans le globe du monde. Pauvre fille charmée, hélas ! ôte le sort Qui mon âme possède, ou me donne la mort.')","('HIPOLITE.', ""Non, non, ma passion en m'a point aveuglée, C'est toi seul qui la rends et juste et déréglée, Tu contrains à t'aimer quiconque ose te voir, Et c'est le moindre effet de ton charmant pouvoir. Mon âme te sentit dès que mes yeux te virent, Ta douceur m'enchanta, tes grâces me ravirent, Je trouvais de l'éclat dans ce teint basané, Et d'une obscure tige un noble Amour est né, Amour qui te remet les biens que je possède, En quoi sache que nul ne m'égale à Tolède, Amour qui t'offre encore un trésor plus exquis, Triomphe beau vainqueur après avoir conquis : De ce même regard qui me met toute en flamme, Lance un rayon d'espoir qui contente une âme, Modère ton tourment, et romps enfin le sort Qui l'agite, la trouble, et me donne la mort."")",202,354,0.0,Match
377,"('ANDRES', ""Pour les charmes du corps nos secrets on réclame, Des démons implorés dépendent ceux de l'âme."")","('ANDRES.', ""Notre pouvoir est vain pour les charmes de l'âme, Et ce sont les démons qu'en ce point on réclame."")",203,355,0.0,Match
378,"('CARDUCHE', ""Autre démon que toi n'a compris ce savoir, Autre démon que toi n'a semblable pouvoir. Laisse, dissimulé, laisse un voile de feinte, Et ma honte n'accroit : la passion dépeinte Que tu me fais souffrir mourant à petit feu, Ains plutôt qu'une excuse impitoyable ait lieu, Ma virginale crainte à l'amour fera place Qui te doit échauffer et, fusses-tu de glace, Ta fortune en ma couche acquise désormais, Quitte la pauvreté compagne pour jamais, Cesse de vivre plus incertain de ta vie À l'opprobre commun vagabonde asservie. Ma mère sur le bord de sa fosse mourra Et unique héritière à l'heure me lairra, Riche en meubles, en or, en belles métairies, En terres de labeur, en de larges prairies, Admire, admire l'aise impourvu qui t'attend, Carduche heureuse alors que tu seras content, Carduche, qui t'estime à l'égal d'un monarque, Qui la fortune ingrate à tes vertus remarque. Choisi donc mon parti que tu vois des meilleurs ;: Où espérerais-tu même fortune ailleurs ?"")","('HIPOLITE.', ""Autre démon que toi ne l'y sut attacher, Autre démon que toi ne l'en peut arracher, Laisse, laisse cruel une importune feinte Qui donne à mon amour une mortelle atteinte. De roi ne devient point un tyran de mon coeur, Ni de maître adorable un insolent vainqueur, Que l'amitié succède à la feinte bannie, N'ajoute point la honte à ma peine infinie, Ne mêle point l'orgueil aux belles qualités Que je vois au travers de ces obscurités. Quoi, manquai-je d'appas ? Quoi, manquai-je de charmes Qui puissent t'obliger à me rendre les armes ? Ma personne, mes biens, et ma condition, Ne peuvent-ils forcer ton inclination ? Ne peux-tu préférer à cette vie infâme L'avantageux bonheur de m'avoir pour ta femme ? Quitte, quitte la honte où le sort t'engagea, Sors de cette misère où le sort te plongea, Seconde mes désirs en faveur de toi-même, Réponds au nom d'Hymen à mon amour extrême, Par là, de mes trésors tu deviens possesseur, Tu vivras avec gloire, en paix, dans la douceur, Et goûtant des plaisirs tous purs et sans limites, Braveras la Fortune ingrate à tes mérites."")",204,356,0.0,Match
379,"('ANDRES', ""L'offre m'honore trop, l'offre d'une Carite, Qui moins ardente dût mieux peser son mérite, Mieux faire ses moyens et son grade valoir, D'une mère premier consultant le vouloir, Qui, vieille n'a d'appui ni d'espérance qu'elle. Joint (foi de cavalier Égyptien, ma belle) Que nos statuts exprès défendent rigoureux Autre part que chez nous le commerce amoureux : Tout Égyptien doit prendre une Égyptienne, Inviolable loi qui s'observe, ancienne, Sur peine de la vie; excusez l'impuissant, Qui ce point excepté, vous reste obéissant."")","('ANDRES.', ""Descendre jusqu'à moi, m'élever jusqu'à vous, D'un pauvre Égyptien en faire votre époux, Ravi d'une si haute et si rare merveille, Quoi que près d'un soleil je doute si je veille, Et je ne comprends pas par quel heureux destin J'ai pu faire un si noble, et si riche butin. À quelles dures lois est mon âme asservie, Que je ne puisse pas contenter votre envie, Que je ne puisse pas jouir de ce bonheur Qui contient le plaisir, la richesse et l'honneur ? Ha ! C'est bien maintenant que l'ingrate Fortune Me fait sentir les traits de sa haine importune, Me venant d'une main un trésor présenter, Que l'autre au même instant me défend d'accepter."")",205,357,0.14,Substitution
380,,"('HIPOLITE.', ""Dans ce consentement que ta grâce m'octroie, Qui s'oppose à ton bien ? Qui s'oppose à ma joie ?"")",-,358,1.0,Deletion
381,"('CARDUCHE', ""Vos lois ne portent point nécessité qui presse, Ne peuvent que sur ceux que la disette oppresse ;: Prête-moi le serment de légitime époux, Et les tiens s'opposants je les ruine tous."")","('ANDRES.', ""La rigueur de nos lois, qui veut que parmi nous Nous prenions une femme et la fille un époux, Lors par qui mon malheur a sa rage assouvie, Et qu'il faut observer sur peine de la vie."")",206,359,0.01,Substitution
382,,"('HIPOLITE.', 'Je te sauve de tout par mon autorité.')",-,360,1.0,Deletion
383,,"('ANDRES.', ""Vous ne me sauvez pas de l'infidélité."")",-,361,1.0,Deletion
384,,"('HIPOLITE.', ""Es-tu déjà soumis au joug de l'Hyménée ?"")",-,362,1.0,Deletion
385,"('ANDRES', 'La parole me lie autre part engagée.')","('ANDRES.', ""J'espère voir bientôt cette heureuse journée."")",207,363,1.12,Substitution
386,"('CARDUCHE', ""Ton mieux trouvé t'absout à mon sujet changée."")","('HIPOLITE.', ""L'avantage en ce cas te permet de changer."")",208,364,0.6,Substitution
387,"('ANDRES', 'Oncques, irrévocable, elle ne changera.')","('ANDRES.', ""Trop puissant est l'objet qui me sut engager,"")",209,365,1.34,Substitution
388,,"('HIPOLITE.', ""Mais cet objet enfin n'est qu'une Égyptienne."")",-,366,1.0,Deletion
389,"('CARDUCHE', ""Par ainsi ta misère onc ne s'étrangera."")","('ANDRES.', ""Sa vertu me plaît mieux qu'une race ancienne."")",210,367,1.5,Substitution
390,,"('HIPOLITE.', ""Quiconque a l'une et l'autre, elle est à préférer."")",-,368,1.0,Deletion
391,,"('ANDRES.', 'De la seule vertu je puis tout espérer.')",-,369,1.0,Deletion
392,"('ANDRES', 'Ma misère me plait, heureuse me contente, Ne vous repaissez plus de cette vaine attente.')","('HIPOLITE.', ""Prends la possession, et quitte l'espérance."")",211,370,0.8,Substitution
393,"('CARDUCHE', ""Ô bélitre arrogant, assure assure-toi, Que tu sauras que vaut de s'affronter à moi, Que ton brave refus te va coûter la vie, Ma menace soudain de son effet suivie. Te ressouvienne, ingrat, qu'un féminin courroux Surpasse dangereux celui des lions roux."")","('ANDRES.', ""Je me tiens à l'espoir, qui m'en donne assurance."")",212,371,0.66,Substitution
394,,"('HIPOLITE.', 'Le malheur trop souvent suit cet esprit flatteur.')",-,372,1.0,Deletion
