,DamaDuende,Google Trad,Esprit Folet,Modernisé,Unnamed: 4,Unnamed: 5,Unnamed: 6
439,"COSME |Pues ¿qué hay que hacer, |si allá vestido de negro|has de andar y esto se hace|con tomar un herreruelo?|","COSME |Eh bien, qu'est-ce qu'il y a à faire, |si là, habillé en noir|il faut marcher et cela se fait|en prenant une mésange bleue ?|","['Carrille', ""Et vous diray, je gage, encor qu'il n'est pas vray,"", ""Je n'en veux point avoir de plus grand tesmoignage""]","Carrille|Et vous dirai, je gage, encor qu'il n'est pas vrai,|Je n'en veux point avoir de plus grand témoignage",,,
440,"MANUEL |Deja cerrado y la llave|lleva, que si en este tiempo|hiciere falta, otra tiene|don Juan. Confuso me ausento|por no llevar ya sabido|esto que ha de ser tan presto;|pero uno importa al honor|de mi casa y de mi aumento,|y otro solamente a un gusto;|y así entre los dos estremos,|donde el honor es lo más,|todo lo demás es menos.| | (Vanse. Salen DOÑA ÁNGELA, DOÑA|BEATRIZ y ISABEL.)","MANUEL |Laissez-le fermé et prenez la clé; si à ce moment-là|on en a besoin, Don Juan en a une autre. Confus, je suis absent|car je ne sais pas déjà|ce qui doit arriver si tôt;|mais l'un compte pour l'honneur|de ma maison et mon revenu,|et l'autre seulement pour le goût;|et ainsi entre les deux extrêmes,| où l'honneur est le plus, tout le reste est moins.| | (Sortie. DOÑA ÁNGELA, DOÑA|BEATRIZ et ISABEL sortent.)","['Florestan', 'Allons sans discourir en ce lieu davantage.', 'Isabelle, Angelique, Lucinde']","Florêtan|Allons sans discourir en ce lieu davantage.|Isabelle, Angélique, Lucinde",,,
441,ÁNGELA¿Eso te ha sucedido?,ANGELA : Est-ce que ça t'est arrivé ?,"['Isabelle', 'Tout comme je vous dis estoit desesperé,', ""Mais je l'ay sans mentir plaisamment reparé.""]","Isabelle|Tout comme je vous dis était désespéré,|Mais je l'ai sans mentir plaisamment reparé.",,,
442,"ISABEL |Ya todo el embeleco vi perdido,|porque, si allí me viera,|fuerza, señora, fuera|el descubrirse todo;|pero, en efeto, me escapé del modo|que te dije.","ISABEL |Maintenant, j'ai vu tous les embellissements perdus,|car, s'il me voyait là,|ce serait une force, madame,|de tout révéler;|mais, en fait, je me suis échappé de la manière|je vous l'ai dit.","['Angelique', 'Tu nous contes icy de bien estranges choses,', 'Et je doute quasi que tu nous les supposes', ""Je ne puis sans mentir l'imaginer encor,"", ""Isabelle il est vray, tu vaux ton pesant d'or.""]","Angélique|Tu nous contes ici de bien étranges choses,|Et je doute quasi que tu nous les supposes|Je ne puis sans mentir l'imaginer encor,|Isabelle il est vrai, tu vaux ton pesant d'or.",,,
443,ÁNGELAFue|estraño | suceso.,ANGELA C'était|étrange | événement,"['Isabelle', ""Si dans les accidens j'eusse esté moins experte,"", 'Vostre fourbe sans doute eust esté descouverte,', ""Ce n'a pas toutefois esté sans avoir peur,"", ""Mais je l'ay fait avoir plus grande au serviteur.""]","Isabelle|Si dans les accidents j'eusse été moins experte,|Votre fourbe sans doute eût été découverte,|Ce n'a pas toutefois été sans avoir peur,|Mais je l'ai fait avoir plus grande au serviteur.",,,
444,"BEATRIZ |Y|ha de dar fuerza al engaño, |sin haber visto gente,|ver que dé un azafate y que se ausente.|","BEATRIZ |Et|il faut donner de la force à la tromperie, |sans avoir vu des gens,|pour voir qu'ils donnent un spectacle et qu'ils sont absents.|","['Lucinde', ""Le succez en effet en est plus qu'admirable,"", 'Et rendra cette fourbe encor plus vray semblable,', ""Je voudroy bien sçavoir ce qu'il pense à present,"", ""De sentir qu'en ses mains on luy mette un present,"", ""Qu'il reçoive une lettre et qu'il n'ait veu personne,"", ""Quelque esprit fort qu'il ait il faut qu'il s'en estonne.""]","Lucinde|Le succès en effet en est plus qu'admirable,|Et rendra cette fourbe encor plus vraisemblable,|Je voudrais bien propavoir ce qu'il pense à présent,|De sentir qu'en ses mains on avait mette un présent,|Qu'il reçoive une lettre et qu'il n'ait vu personne,|Quelque esprit fort qu'il ait il faut qu'il s'en étonne.",,,
445,"ÁNGELA |Si tras desto consigo|que me vea del modo que te digo,|no dudo de que pierda| |el juicio.","ANGELA | Si après cela j'arrive à me voir comme je te le dis, je ne doute pas que je perdrai. |le procès.","['Angelique', ""Il aura bien sujet d'estre plus interdit"", 'Quand nous effectuërons ce que nous avons dit.']",Angélique|Il aura bien sujet d'être plus interdit|Quand nous effectuerons ce que nous avons dit.,,,
446,"BEATRIZLa|atención más grave y cuerda |es fuerza que se espante,|Ángela, con suceso semejante,|porque querer llamalle|sin saber dónde viene y que se halle|luego con una dama|tan hermosa, tan rica y de tal fama,|sin que sepa quién es ni dónde vive|-que esto es lo que tu ingenio le apercibe-,|y haya, tapado y ciego,|de volver a salir y dudar luego,| |¿a quién no ha de admirar?","BEATRIZL'attention la plus sérieuse et la plus saine |est une force qui t'effraie,|Angela, avec un événement similaire,|parce que vouloir l'appeler|sans savoir d'où il vient et qu'il se retrouvera|alors avec une dame|si belle, si riche et d'une telle renommée, |sans savoir qui il est ni où il habite|-que c'est ce que lui dit votre ingéniosité-,|et ayant, couvert et aveugle,|pour sortir encore et douter plus tard,| |Qui ne faut-il pas admirer ?","['Lucinde', 'Qui ne serait confus se trouvant en sa place ?', 'Le fait est tres subtil, mais grands Dieux quand sera ce ?']","Lucinde|Qui ne serait confus se trouvant en sa place?|Le fait est très subtil, mais grands Dieux quand sera ce?",,,
447,ÁNGELATodo|advertido |está ya y por estar tú aquí no ha sido|hoy la noche primera| |que ha de venir|a verme.,"ÁNGELA Tout | prévenu | est déjà et parce que tu es ici, cela n'a pas été | aujourd'hui la première nuit | |qui doit venir|me voir.","['Angelique', ""Cette nuit, je n'attends pour luy joüer ce tour,"", ""Que l'heure et le moment qu'il sera de retour,"", ""Il ne s'est veu jamais si surpris en sa vie"", 'Comme il sera tantost.']","Angélique|Cette nuit, je n'attends pour lui jouer ce tour,|Que l'heure et le moment qu'il sera de retour,|Il ne s'est vu jamais si surpris en sa vie|Comme il sera tantôt.",,,
448,BEATRIZ |¿No|supiera | yo callar el suceso | de tu amor?,BEATRIZ |Je ne savais pas | Je fais taire l'événement | de ton amour?,"['Lucinde', 'Comme il sera tantost. Mon ame en est ravie.']",Lucinde|Comme il sera tantôt. Mon âme en est ravie.,,,
449,"ÁNGELA |// Que no, prima, no es por eso, |sino que, estando en casa|tú, como a mis hermanos les abrasa|tu amor, no salen della,|adorando los rayos de tu estrella;|y fuera aventurarme,|no ausentándose ellos, empeñarme.| | (Sale DON LUIS al paño.)","ANGELA |// Non, cousine, ce n'est pas pour cela, |mais parce que, étant à la maison|vous, comme mes frères, êtes brûlés par|ton amour, ils ne le quittent pas,|adorant les rayons de votre étoile ; |et je m'aventurerais dehors,|n'étant pas absent, je m'engage.| | (DON LUIS sort vers le drap.)","['Angelique (à Isabelle.)', ""Toy si tost qu'un chacun se sera retiré"", ""Tu sçais bien ce que j'ay tantost deliberé,"", ""Apreste la lumiere, afin d'aller moy mesme"", ""Dans sa chambre querir ce beau portrait qu'il ayme,"", ""Je ne veux pas qu'un homme à qui je veux du bien,"", ""Cherisse si je puis d'autre objetque le mien."", 'Fin du troisiesme Acte.', 'Angelique, Carrille, Lucinde']","Angélique (à Isabelle.)|Toi sitôt qu'un chacun se sera retiré|Tu sais bien ce que j'ai tantôt délibéré,|Apprête la lumière, afin d'aller moi-même|Dans sa chambre quérir ce beau portrait qu'il aime,|Je ne veux pas qu'un homme à qui je veux du bien,|Chérisse si je puis d'autre objetque le mien.|Fin du troisième Acte.|Angélique, Carrille, Lucinde",,,
450,"LUIS |//(¡Oh, cielos, quién pudiera|disimular su afecto! ¡Quién pusiera|límite al pensamiento,|freno a la voz y ley al sentimiento!|Pero ya que conmigo|tan poco puedo que esto no consigo,|desde aquí he de ensayarme|a vencer mi pasión y reportarme).|","LUIS |//(Oh, mon Dieu, qui pourrait|cacher son affection ! Qui mettrait|une limite à la pensée,|un frein à la voix et une loi au sentiment !|Mais puisque avec moi|je peux si peu faire que Je ne peux pas y parvenir,| à partir de là je dois essayer moi-même|de vaincre ma passion et mon rapport).|","['Angelique', ""Isabelle m'as tu preparé la lumiere ?"", 'Il est temps que je passe à present là derriere,', 'Chacun est retiré, je pourray librement', ""Aller sans qu'on me voye en son apartement."", 'Mais de peur de surprise, ajuste la chandelle', 'Dans la lanterne sourde et sois en sentinelle,', ""Je ne l'ouvriray point que je ne sois dedans,"", ""De crainte que quelqu'un qui peut veiller ceans,"", 'Descouvre la clarté, vous cousine allez faire', 'Ce que vous sçavez bien nous estre necessaire :', ""Mais Dieux j'oubliois bien icy le principal,"", ""De l'advertir qu'il vienne à son retour du bal,"", 'Il me faut promptement escrire un mot de lettre,', ""Il n'y manquera pas, oüy je m'ose promettre"", ""Qu'il me viendra trouver, où je le manderay.""]","Angélique|Isabelle m'as tu préparé la lumière?|Il est temps que je passe à présent là derrière,|Chacun est retiré, je pourrai librement|Aller sans qu'on me voie en son appartement.|Mais de peur de surprise, ajuste la chandelle|Dans la lanterne sourde et sois en sentinelle,|Je ne l'ouvrirai point que je ne sois dedans,|De crainte que quelqu'un qui peut veiller céans,|Descouvre la clarté, vous cousine allez faire|Ce que vous savez bien nous être nécessaire:|Mais Dieux j'oubliais bien ici le principal,|De l'avertir qu'il vienne à son retour du bal,|Il me faut promptement écrire un mot de lettre,|Il n'y manquera pas, oui je m'ose promettre|Qu'il me viendra trouver, où je le manderai.",,,
451,"BEATRIZ |Yo diré de qué suerte|se podrá disponer para no hacerte|mal tercio y para hallarme|aquí, porque sintiera el ausentarme|sin que el efeto viera| |que deseo.","BEATRIZ |Je dirai quelle chance|sera disponible pour éviter de te faire|un mauvais tiers et me retrouver|ici, car je regretterais d'être absente|sans voir l'effet| |ce que je souhaite.","['Lucinde', 'Ne doutez point de moy, croyez que je feray', 'Mieux que vous ne croyez.']","Lucinde|Ne doutez point de moi, croyez que je ferai|Mieux que vous ne croyez.",,,
452,ÁNGELAPues|di de qué manera.,"ANGEL : Eh bien, dis-moi comment.","['Isabelle', 'Mieux que vous ne croyez. Et moy je vous proteste', 'Que je viendray fort bien à bout de tout le reste.', 'Florestan, Carrille']","Isabelle|Mieux que vous ne croyez. Et moi je vous proteste|Que je viendrai fort bien à bout de tout le reste.|Florêtan, Carrille",,,
453,"LUIS |(¿Qué es lo que las dos tratan,|que de su mismo aliento se recatan?).|","LUIS |(De quoi parlent-ils tous les deux,|qu'ils s'appuient sur le même souffle ?).|","['Florestan', ""On t'a pris ton flambeau, maraut, je gagerois"", ""Qu'on te l'a derobé pendant que tu dormois,"", 'Comment me coucheray je à present sans chandelle ?']","Florêtan|On t'a pris ton flambeau, maraud, je gagerais|Qu'on te l'a derobé pendant que tu dormais,|Comment me coucherai-je à présent sans chandelle?",,,
454,"BEATRIZ |Las dos publicaremos|que mi padre envió por mí y haremos|la deshecha con modos|que, teniéndome ya por ida todos,|vuelva a quedarme en casa...|","BEATRIZ |Nous publierons tous les deux|que mon père m'a envoyé chercher et nous|le défaireons de manière|que, comme tout le monde est déjà parti,|je resterai à nouveau à la maison...|","['Carrille', ""Si vous ne desirez à present que j'appelle"", ""Quelqu'un dans le logis, vous n'en sçauriez avoir."", 'Mais ne sçauriez vous pas vous coucher sans y voir ?', 'Vostre lit est tout prest.']","Carrille|Si vous ne désirez à présent que j'appelle|Quelqu'un dans le logis, vous n'en apauriez avoir.|Mais ne sauriez-vous pas vous coucher sans y voir?|Votre lit est tout prêt.",,,
455,"LUIS | (¿Qué es esto, cielos, que en mi agravio pasa?).","LUIS | (Qu'est-ce qui arrive, mon Dieu, à mon grief ?).","['Florestan', 'Vostre lit est tout prest. Penses tu que je vueille', 'Faire du bruit ceans, afin que je resveille', 'Tout le monde qui dort ? Ouvre donc promptement.']","Florêtan|Votre lit est tout prêt. Penses-tu que je veuille|Faire du bruit céans, afin que je rêveille|Tout le monde qui dort? Ouvre donc promptement.",,,
456,"BEATRIZ |...y, oculta con secreto|//sin estorbos podré ver el efeto...|","BEATRIZ |...et, caché dans le secret|//sans entrave je pourrai voir l'effet...|",[],,,,
457,"LUIS |(¿Qué es esto, cielo injusto?).","LUIS |(Qu'est-ce que c'est, un paradis injuste ?).",[],,,,
458,BEATRIZ |...que ha de ser para mí de tanto gusto.,BEATRIZ |...ce qui doit être un tel plaisir pour moi.,[],,,,
459,"ÁNGELA |Y luego, ¿qué diremos| | de verte aquí otra vez?","ANGELA |Et puis, que dirons-nous| | te revoir ici ?",[],,,,
460,BEATRIZPues|¿no tendremos |-¡qué mal eso te admira!-|ingenio para hacer otra mentira?|,BEATRIZEh bien|n'aurons-nous pas |-à quel point cela vous admire !-|l'ingéniosité pour faire un autre mensonge ?|,[],,,,
461,LUIS |(Sí tendréis. ¡Que esto escucho!|Con nuevas penas y tormentos lucho).|,"LUIS |(Oui, vous le ferez. J'entends cela !|Avec de nouveaux chagrins et tourments, je me bats).|",[],,,,
462,"BEATRIZ |Con esto, sin testigos y en secreto,|deste notable amor veré el efeto,|pues, estando escondida|yo y estando la casa recogida,|sin escándalo arguyo|que pasar pueda de su cuarto al tuyo.|","BEATRIZ |Avec cela, sans témoins et en secret,|je verrai l'effet de cet amour remarquable,|eh bien, étant caché|Moi et la maison étant rassemblés,|sans scandale je prétends|qu'il peut passer de sa chambre à la vôtre .|",[],,,,
463,"LUIS//(Bien claramente infiero |-cobarde vivo y atrevido muero-|su intención. Más dichoso|mi hermano la merece. ¡Estoy celoso!|A darle se prefiere|la ocasión que desea y así quiere|que de su cuarto pase,|sin que nadie lo sepa, y yo me abrase.|Y, por que sin testigos|se logren, ¡oh, enemigos!,|mintiendo mi sospecha,|quiere hacer conmigo la deshecha.|Pues, si esto es así, cielo,|para el estorbo de su amor apelo;|y, cuando esté escondida|buscando otra ocasión, con atrevida|resolución veré toda la casa|hasta hallarla, que el fuego que me abrasa|ya no tiene otro medio,|que el estorbar es último remedio|de un celoso. ¡Valedme, santos cielos,|que, abrasado de amor, muero de celos!). |(Vase.)","LUIS//(Très clairement, j'en déduis |-je vis lâche et j'ose mourir-|son intention. Plus heureux|mon frère le mérite. Je suis jaloux!|Il préfère lui donner|l'opportunité qu'il désire et c'est ce qu'il veut| qu'il sorte de sa chambre,|sans que personne ne le sache, et je me brûlerai.|Et, parce que sans témoins|ils réussissent, ô ennemis !,|en mentant mes soupçons,|il veut me salir. |Eh bien, s'il en est ainsi, ciel,|pour que ton amour soit entravé, j'en appelle;|et, quand il sera caché|en cherchant une autre occasion, avec audace|résolution je verrai toute la maison|jusqu'à ce que je la trouve, car le feu qui me brûle n'a plus d'autre moyen que de gêner est le dernier remède du jaloux. Aide-moi, cieux saint, car brûlé d'amour, je meurs de jalousie !). |(Sortie.)",[],,,,
464,"ÁNGELA |Está bien prevenido,|y mañana diremos que te has ido.(Sale DON JUAN.)","ANGELA |Soyez bien préparés,|et demain nous dirons que vous êtes parti. (DON JUAN sort.)",[],,,,
465,JUAN |¡Hermana! ¡Beatriz bella!,JEAN | Ma sœur ! Belle Béatriz !,[],,,,
466,BEATRIZ |Ya te echábamos menos.,BEATRIZ |Vous nous avez déjà manqué.,[],,,,
467,"JUAN |Si|mi estrella |tantas dichas mejora|que me eche menos vuestro sol, señora,|de mí mismo envidioso|tendré mi mismo bien por sospechoso,|que posible no ha sido|que os haya merecido|mi amor ese cuidado;|y así, de mí envidioso y envidiado,|tendré en tal dulce abismo|yo lástima y envidia de mí mismo.|","JUAN |Si|mon étoile |tant de bonheurs s'améliorent|que ton soleil me manque, madame,|de moi-même envieux|je me considérerai suspect,|comment il n'a pas été possible|que tu aies mérité|mon amour ce soin; | et ainsi, envieux et envié de moi,|j'aurai dans un si doux abîme|Je me plains et m'envie.|",[],,,,
468,"BEATRIZ |Contradecir no quiero|argumento, don Juan, tan lisonjero,|que quien ha dilatado|tanto el venirme a ver y me ha olvidado,|¿quién duda que estaría|bien divertido? Sí, y allí tendría|envidia a su ventura|y lástima, perdiendo la hermosura|que tanto le divierte;|luego claro se prueba desta suerte|con cierto silogismo|la lástima y envidia de sí mismo.|","BEATRIZ |Je ne veux pas contredire|un argument, don Juan, si flatteur,|que quelqu'un qui a tant tardé à venir me voir et qui m'a oublié,|qui doute qu'il|se divertisse? Oui, et là il aurait|envie de sa fortune|et de la pitié, en perdant la beauté|qui l'amuse tant;|alors bien sûr il prouve ce sort|avec un certain syllogisme|de pitié et d'envie de lui-même.|",[],,,,
469,"JUAN |Si no fuera ofenderme y ofenderos,|intentara, Beatriz, satisfaceros|con deciros que he estado|con don Manuel, mi huésped, ocupado|agora en su partida,| |por que se fue esta noche.","JUAN |Si ce n'était pas pour m'offenser, moi et toi,|j'essaierais, Beatriz, de te satisfaire|en te disant que j'ai été|avec Don Manuel, mon hôte, actuellement occupé avec son départ,| |parce qu'il est parti ce soir.",[],,,,
470,ÁNGELA |¡Ay|de mi vida!,ANGELA | Oh ma vie !,[],,,,
471,"JUAN |¿De qué, hermana, es el susto?","JUAN | Quoi, ma sœur, c'est la frayeur ?",[],,,,
472,ÁNGELA | Sobresalta un placer|como un disgusto.,ANGELA | Un plaisir ressort comme un déplaisir.,[],,,,
473,"JUAN |Pésame que no sea|placer cumplido el que tu pecho vea,|pues volverá mañana.|","JUAN |Je suis désolé que ce ne soit pas|un plaisir comblé que voit ta poitrine,|car elle reviendra demain.|",[],,,,
474,"ÁNGELA |(Vuelva a vivir una esperanza vana). |Ya yo me había espantado,|que tan de paso nos venía el enfado,|que fue siempre importuno.|","ANGELA |(Revivez un espoir vain). |J'avais déjà eu peur,|de la rapidité avec laquelle la colère nous envahissait,|qu'elle soit toujours importune.|",[],,,,
475,"JUAN |Yo no sospecho que te dé ninguno,|sino que tú y don Luis mostráis disgusto|por ser cosa en que yo he tenido gusto.|","JUAN |Je ne soupçonne pas qu'il vous en donnera,|mais plutôt que vous et Don Luis manifestez du mécontentement|parce que c'est quelque chose dans lequel j'ai pris plaisir.|",[],,,,
476,"ÁNGELA |No quiero responderte,|aunque tengo bien qué, y es por no hacerte|mal juego, siendo agora|tercero de tu amor, pues nadie ignora|que ejerce amor las flores de fullero|mano a mano mejor que con tercero.|Vente, Isabel, conmigo|(que aquesta noche misma a traer me obligo|el retrato, pues puedo|pasar con más espacio y menos miedo.|Tenme tú prevenida|una luz y en qué pueda ir escondida;|porque no ha de tener, contra mi fama,|quien me escribe retrato de otra dama).|(Vanse.)","ANGELA |Je ne veux pas te répondre,|même si j'ai une bonne idée, et c'est pour ne pas te jouer|un mauvais jeu, étant maintenant|tiers de ton amour, car personne n'ignore|que les fleurs de un tricheur exerce l'amour|main dans la main mieux qu'avec un tiers.| Viens, Isabel, avec moi|(car cette nuit même je me force à apporter|le portrait, parce que je peux|passer avec plus d'espace et moins de peur.| Vous m'avez prêt|une lumière et dans laquelle il puisse être caché;|car il ne faut pas qu'il y ait, contre ma renommée,|qui m'écrit le portrait d'une autre dame).|(Sort.)",[],,,,
477,BEATRIZ | No creo que te debotantas finezas.,BÉATRICE | Je ne pense pas que les subtilités vous dérangent.,[],,,,
478,JUAN |Los|quilates pruebo |de mi fe -porque es mucha-| | en un|discurso.,JUAN |Le|carat que je prouve |de ma foi -car c'est beaucoup-| | dans un|discours.,[],,,,
479,BEATRIZ |  Dile.|,BÉATRICE |Souhait.|,[],,,,
480,"JUAN |Atiende,|escucha: |Bella Beatriz, mi fe es tan verdadera,|mi amor tan firme, mi afición tan rara,|que, aunque yo no quererte deseara,|contra mi mismo afecto te quisiera.|Estímate mi vida de manera|que, a poder olvidarte, te olvidara,|porque después por elección te amara;|fuera gusto mi amor y no ley fuera.|Quien quiere a una mujer, porque no puede|olvidalla, no obliga con querella,|pues nada el albedrío la concede.|Yo no puedo olvidarte, Beatriz bella,|y siento el ver que tan ufana quede|con la vitoria de tu amor mi estrella.|","JUAN |Attends,|écoute : |Belle Beatriz, ma foi est si vraie,|mon amour si ferme, mon passe-temps si étrange,|que même si je ne t'aimais pas, je te désirerais,|contre ma propre affection, je je t'aimerais.|Estimer ma vie de telle sorte que, si je pouvais t'oublier, je t'oublierais, parce que plus tard, par choix, je t'aimerais; le libre arbitre me l'accorde.|Je ne peux pas t'oublier, belle Beatriz,|et je suis désolé de voir à quel point mon étoile reste fière|de la victoire de ton amour.|",[],,,,
481,"BEATRIZ |Si la elección se debe al albedrío|y la fuerza al impulso de una estrella,|voluntad más segura será aquella|que no viva sujeta a un desvarío;|y así de tus finezas desconfío,|pues mi fe, que imposibles atropella,|si viera a mi albedrío andar sin ella,|negara, vive el cielo, que era mío;|pues aquel breve instante que gastara|en olvidar, para volver a amarte,|sintiera que mi afecto me faltara;|y huélgome de ver que no soy parte|para olvidarte, pues que no te amara|el rato que tratara de olvidarte.| | (Vanse|y sale DON MANUEL tras COSME, que viene huyendo.)","BEATRIZ |Si le choix est dû à la volonté|et la force à l'impulsion d'une étoile,|la volonté la plus sûre sera celle|qui ne vit pas soumise à une folie;|et donc je me méfie de vos subtilités,|car ma foi, ce qui piétine l'impossible,|si je voyais ma volonté marcher sans elle,|je nierais, vive le ciel, qu'elle soit mienne;|car ce bref moment que j'ai passé|à oublier, pour t'aimer à nouveau,|je sentirais que ma l'affection manquait;|et je me réjouis de voir que je ne suis pas de ceux|à t'oublier, parce que je ne t'aimerais pas|pendant que j'essayais de t'oublier.| | (Il s'en va et DON MANUEL s'en va après COSME qui s'enfuit.)",[],,,,
482,"MANUEL |/¡Vive Dios!, si no mirara...","MANUEL |/Vive Dieu, si je ne regardais pas...",[],,,,
483,COSME | Por|eso miras.,COSME | C'est pour ça que tu regardes.,[],,,,
484,"MANUEL |...que fuera | infamia mía, que hiciera | un desatino.|","MANUEL |...c'était | mon infamie, qu'ai-je fait | un non-sens.|",[],,,,
485,COSME |Repara| |en que te he servido bien|y un descuido no está en mano|de un católico cristiano.|,COSME |Réparations| |dans lequel je vous ai bien servi|et la négligence n'est pas entre les mains d'un chrétien catholique.|,[],,,,
486,"MANUEL |¿Quién ha de sufrirte, quién,|si lo que más importó|y lo que más te he encargado,|es lo que más se ha olvidado?|","MANUEL |Qui te souffrira, qui,|si ce qui compte le plus|et ce que je t'ai le plus confié,|est ce qui a été le plus oublié ?|",[],,,,
487,"COSME |Pues por eso se olvidó,|por ser lo que me importaba;|que, si importante no fuera,|en olvidarse ¿qué hiciera?|¡Viven los cielos!, que estaba|tan cuidadoso en traer|los papeles, que por eso|los puse aparte y confieso|que el cuidado vino a ser|el mismo que me dañó,|pues si aparte no estuvieran,|con los demás se vinieran.|","COSME |Eh bien, c'est pour ça qu'il a oublié,|parce que c'était ce qui m'importait;|que, si ce n'était pas important,|que ferait-il s'il oubliait?|Vive le ciel !, il était|si prudent dans en apportant|les papiers, c'est pour ça que|je les ai mis de côté et j'avoue|que le soin est devenu|le même qui m'a blessé,|car s'ils n'étaient pas séparés,|ils viendraient avec les autres.|",[],,,,
488,MANUEL |Harto es que se te acordó|en la mitad del camino.|,MANUEL |C'est assez que tu te souviennes|au milieu de la route.|,[],,,,
489,"COSME |Un gran cuidado llevaba|sin saber qué le causaba,|que le juzgué a desatino|hasta que en el caso di|y supe que era el cuidado|el habérseme olvidado| |los papeles.","COSME |J'ai fait très attention|sans savoir ce qui la provoquait,|que je l'ai jugé comme une folie|jusqu'à ce que dans le cas je dise|et j'ai su que c'était le soin|que j'avais oublié| |les papiers.",[],,,,
490,"MANUEL |Di|que allí |el mozo espere teniendo|las mulas, porque también|llegar con ruido no es bien,|despertando a quien durmiendo|está ya, pues puedo entrar,|supuesto que llave tengo,|y el despacho por quien vengo|sin ser sentido sacar.|",Manuel je viens|sans avoir de sens à retirer.|,[],,,,
491,"COSME |Ya el mozo queda advertido;|mas considera, señor,|que sin luz es grande error|querer hallarlos y el ruido|excusarse no es posible,|porque, si luz no nos dan|en el cuarto de don Juan,| |¿cómo hemos|de ver?","COSME |Maintenant le jeune homme est prévenu;|mais considérez, monsieur,|que sans lumière c'est une grosse erreur|vouloir les retrouver et le bruit|il n'est pas possible de s'excuser,|car, s'ils ne nous donnent pas de lumière |dans la chambre de don Juan,| |comment allons-nous|voir ?",[],,,,
492,"MANUEL |¡Terrible |es tu enfado! ¿Agora quieres|que le alborote y le llame?|Pues ¿no sabrás -dime infame,|que causa de todo eres-|por el tiento dónde fue| |donde|quedaron?","MANUEL | Votre colère est terrible ! Maintenant, veux-tu que je l'excite et que je l'appelle ? Eh bien, ne sais-tu pas - dis-moi, infâme, quelle est la cause de tout ce que tu es - d'après le tact où il est allé ? |où|sont-ils restés ?",[],,,,
493,"COSME |No|es esa |la duda, que yo a la mesa|donde sé que los dejé| |iré a ciegas.","COSME |Non|est-ce que |le doute, que je suis à la table|où je sais que je les ai laissés| |Je vais devenir aveugle.",[],,,,
494,MANUELAbre|presto.,MANUELAbre|presto.,[],,,,
495,"COSME |Lo que a mi temor responde|es que no sabré yo adónde|el duende los habrá puesto,|porque ¿qué cosa he dejado|que haya vuelto a hallarla yo|en la parte que quedó?|","COSME |Ce qui répond à ma peur|c'est que je ne saurai pas où|le gobelin les a mis,|car qu'ai-je laissé|que j'ai retrouvé|dans la partie qui restait ?|",[],,,,
496,"MANUEL |Si los hubiere mudado,|luz entonces pediremos;|pero hasta verlo no es bien|que alborotemos a quien|buen hospedaje debemos.| | (Vanse y salen|por la alacena DOÑA ÁNGELA y ISABEL.)","MANUEL |S'ils ont été déplacés,|la lumière alors nous le demanderons;|mais jusqu'à ce que nous le voyions, il n'est pas bon que nous dérangions|le bon logement que nous devons.| | (DOÑÁNGELA et ISABEL sortent et sortent par le placard.)",[],,,,
497,"ÁNGELA |Isabel, pues recogida|está la casa y es dueño|de los sentidos el sueño,|ladrón de la media vida,|y sé que el huésped se ha ido,|robarle el retrato quiero|que vi en el lance primero.|","ÁNGELA |Isabel, alors la maison est récupérée|et le sommeil est le propriétaire|des sens,|voleur de demi-vie,|et je sais que l'invité est parti,|je veux lui voler le portrait|que j'ai vu lors du premier incident.",[],,,,
498,ISABELEntra quedo y no hagas ruido.,ISABELEntrez tranquillement et ne faites pas de bruit.,[],,,,
499,"ÁNGELA |Cierra tú por allá fuera|y hasta venirme a avisar|no saldré yo, por no dar| |en más|riesgo.","ANGELA | Tu le fermes dehors | et jusqu'à ce que tu viennes me le dire | Je ne sortirai pas, pour ne pas donner | |à plus|de risques.",[],,,,
500,"ISABEL |Aquí|me espera. (Vase ISABEL, cierra la alacena y|salen, como a escuras, DON MANUEL y COSME.)","ISABEL |Ici|m'attend. (ISABEL sort, ferme le placard et DON MANUEL et COSME sortent, comme dans le noir.)",[],,,,
501,COSMEYa está abierto.,COSME est désormais ouvert.,"['Carrille', 'Tout est ouvert Monsieur.']",Carrille|Tout est ouvert Monsieur.,,,
502,"MANUEL |Pisa|quedo, |que, si aquí sienten rumor,|será alboroto mayor.|","MANUEL |Pise|doucement, |que, s'ils entendent ici une rumeur,|ce sera une plus grande agitation.|","['Florestan', 'Tout est ouvert Monsieur. Marche tout doucement,', 'Garde en faisant du bruit de resveiller personne,', 'Parle bas.']","Florêtan|Tout est ouvert Monsieur. Marche tout doucement,|Garde en faisant du bruit de rêveiller personne,|Parle bas.",,,
