la-fontaine-daphne,quinault-atys,Score
-,"('#cybele', ""J'ai crû me faire un coeur maître de tout son sort, Un coeur toujours exempt de trouble et de tendresse."")",0.0
-,"('#melisse', ""Vous braviez à tort L'amour qui vous blesse ; Le coeur le plus fort À des moments de faiblesse. Mais vous pouviez aimer, et descendre moins bas."")",0.0
-,"('#cybele', ""Non, trop d'égalité rend l'amour sans appas. Quel plus haut rang ai-je à prétendre ? Et de quoi mon pouvoir ne vient-il point à bout ? Lorsqu'on est au-dessus de tout, On se fait pour aimer un plaisir de descendre. Je laisse aux dieux les biens dans le ciel préparés, Pour Atys, pour son coeur, je quitte tout sans peine, S'il m'oblige à descendre, un doux penchant m'entraîne ; Les coeurs que le destin a le plus séparés, Sont ceux qu'amour unit d'une plus forte chaîne. Fais venir le sommeil ; que lui-même en ce jour, Prenne soin ici de conduire Les songes qui lui font la cour ; Atys ne sait point mon amour, Par un moyen nouveau je prétends l'en instruire."")",0.0
-,"('#cybele', ""Que les plus doux zéphyrs, que les peuples divers, Qui des deux bouts de l'univers Sont venus me montrer leur zèle, Célèbrent la gloire immortelle Du sacrificateur dont Cybèle a fait choix, Atys doit dispenser mes lois, Honorez le choix de Cybèle."")",0.0
-,"('#les-choeurs', ""Célébrons la gloire immortelle Du sacrificateur dont Cybèle a fait choix : Atys doit dispenser ses lois, Honorons le choix de Cybèle. Que devant vous tout s'abaisse, et tout tremble ; Vivez heureux, vos jours sont notre espoir : Rien n'est si beau que de voir ensemble Un grand mérite avec un grand pouvoir. Que l'on bénisse Le ciel propice, Qui dans vos mains Met le sort des humains."")",0.0
-,"('#atys', ""Indigne que je suis des honneurs qu'on m'adresse, Je dois les recevoir au nom de la déesse ; J'ose, puisqu'il lui plaît, lui présenter vos voeux : Pour le prix de votre zèle, Que la puissante Cybèle Vous rende à jamais heureux."")",0.0
-,"('#les-choeurs', 'Que la puissante Cybèle Nous rende à jamais heureux.')",0.0
-,"('#atys', ""Que servent les faveurs que nous fait la fortune Quand l'amour nous rend malheureux ? Je perds l'unique bien qui peut combler mes voeux, Et tout autre bien m'importune. Que servent les faveurs que nous fait la fortune Quand l'amour nous rend malheureux ?"")",0.0
-,"('#idas', 'Peut-on ici parler sans feindre ?')",0.0
-,"('#atys', ""Je commande en ces lieux, vous n'y devez rien craindre."")",0.0
-,"('#doris', 'Mon frère est votre ami.')",0.0
-,"('#idas', 'Fiez-vous à ma soeur.')",0.0
-,"('#atys', 'Vous devez avec moi partager mon bonheur.')",0.0
-,"('#idas #doris', ""Nous venons partager vos mortelles alarmes ; Sangaride les yeux en larmes Nous vient d'ouvrir son coeur."")",0.0
-,"('#atys', ""L'heure approche où l'hymen voudra qu'elle se livre Au pouvoir d'un heureux époux."")",0.0
-,"('#idas #doris', 'Elle ne peut vivre Pour un autre que pour vous.')",0.0
-,"('#atys', 'Qui peut la dégager du devoir qui la presse ?')",0.0
-,"('#idas #doris', 'Elle veut elle-même aux pieds de la déesse Déclarer hautement vos secrètes amours.')",0.0
-,"('#atys', ""Cybèle pour moi s'intéresse, J'ose tout espérer de son divin secours... Mais quoi, trahir le roi ! Tromper son espérance ! De tant de biens reçus est-ce la récompense ?"")",0.0
-,"('#idas #doris', ""Dans l'empire amoureux Le devoir n'a point de puissance ; L'amour dispense Les rivaux d'être généreux ; Il faut souvent pour devenir heureux Qu'il en coûte un peu d'innocence."")",0.0
-,"('#atys', 'Je souhaite, je crains, je veux, je me repends.')",0.0
-,"('#idas #doris', 'Verrez-vous un rival heureux à vos dépends ?')",0.0
-,"('#atys', 'Je ne puis me résoudre à cette violence.')",0.0
-,"('#atys #idas #doris', ""En vain, un coeur, incertain de son choix. Met en balance mille fois L'amour et la reconnaissance, L'amour toujours emporte la balance."")",0.0
-,"('#atys', 'Le plus juste parti cède enfin au plus fort. Allez, prenez soin de mon sort, Que Sangaride ici se rende en diligence.')",0.0
-,"('#atys', ""Nous pouvons nous flatter de l'espoir le plus doux Cybèle et l'amour sont pour nous. Mais du devoir trahi j'entends la voix pressante Qui m'accuse et qui m'épouvante. Laisse mon coeur en paix, impuissante vertu, N'ai-je point assez combattu ? Quand l'amour malgré toi me contraint à me rendre, Que me demandes-tu ? Puisque tu ne peux me défendre, Que me sert-il d'entendre Les vains reproches que tu fais ? Impuissante vertu laisse mon coeur en paix. Mais le sommeil vient me surprendre, Je combats vainement sa charmante douceur. Il faut laisser suspendre Les troubles de mon coeur. Atys s'endort. Le théâtre change et représente une antre entouré de pavots et de ruisseaux, où le dieu du sommeil se vient rendre accompagné des songes agréables et funestes."")",0.0
-,"('#le-sommeil', 'Dormons, dormons tous ; Ah que le repos est doux !')",0.0
-,"('#morphee', 'Régnez, divin sommeil, régnez sur tout le monde, Répandez vos pavots les plus assoupissants ; Calmez les soins, charmez les sens, Retenez tous les coeurs dans une paix profonde.')",0.0
-,"('#phobetor', ""Ne vous faites point violence, Coulez, murmurez, clairs ruisseaux, Il n'est permis qu'au bruit des eaux De troubler la douceur d'un si charmant silence."")",0.0
-,"('#sommeil #morphee #phobetor #phantase', ""Dormons, dormons tous, Ah que le repos est doux ! Les songes agréables approchent d'Atys, et par leurs chants, et par leurs danses, lui font connaître l'amour de Cybèle, et le bonheur qu'il en doit espérer."")",0.0
-,"('#morphee', ""Écoute, écoute Atys la gloire qui t'appelle, Sois sensible à l'honneur d'être aimé de Cybèle, Jouis heureux Atys de ta félicité."")",0.0
-,"('#morphee #phobetor #phantase', ""Mais souviens-toi que la beauté, Quand elle est immortelle, Demande la fidélité D'une amour éternelle."")",0.0
-,"('#phantase', ""Que l'amour a d'attraits Lorsqu'il commence À faire sentir sa puissance ! Que l'amour a d'attraits Lorsqu'il commence Pour ne finir jamais. Trop heureux un amant Qu'amour exempte Des peines d'une longue attente ! Trop heureux un amant Qu'amour exempte De crainte et de tourment !"")",0.0
-,"('#phobetor', ""Goûte en paix chaque jour une douceur nouvelle, Partage l'heureux sort d'une divinité, Ne vante plus la liberté, Il n'en est point du prix d'une chaîne si belle."")",0.0
-,"('#morphee #phobetor #phantase', ""Mais souviens-toi que la beauté, Quand elle est immortelle, Demande la fidélité D'une amour éternelle."")",0.0
-,"('#phantase', ""Que l'amour a d'attraits Lorsqu'il commence À faire sentir sa puissance ! Que l'amour a d'attraits Lorsqu'il commence Pour ne finir jamais ! Les songes funestes approchent d'Atys, et le menacent de la vengeance de Cybèle s'il méprise son amour, et s'il ne l'aime pas avec fidélité."")",0.0
-,"('#un-songe-funeste', ""Garde-toi d'offenser un amour glorieux, C'est pour toi que Cybèle abandonne les cieux Ne trahis point son espérance. Il n'est point pour les dieux de mépris innocent, Ils sont jaloux des coeurs, ils aiment la vengeance, Il est dangereux qu'on offense Un amour tout-puissant."")",0.0
-,"('#choeur-des-songes-funestes', ""L'amour qu'on outrage Se transforme en rage, Et ne pardonne pas Aux plus charmants appas. Si tu n'aimes point Cybèle D'une amour fidèle, Malheureux, que tu souffriras ! Tu périras : Crains une vengeance cruelle, Tremble, crains un affreux trépas. Atys épouvanté par les songes funestes, se réveille en sursaut, le sommeil et les songes disparaissent avec l'antre où ils étaient, et Atys se retrouve dans le même palais où il s'était endormi."")",0.0
-,"('#atys', 'Venez à mon secours, ô dieux ! Ô justes dieux !')",0.0
-,"('#cybele', 'Atys, ne craignez rien, Cybèle est en ces lieux.')",0.0
-,"('#atys', ""Pardonnez au désordre où mon coeur s'abandonne ; C'est un songe..."")",0.0
-,"('#cybele', 'Parlez, quel songe vous étonne ? Expliquez-moi votre embarras.')",0.0
-,"('#atys', 'Les songes sont trompeurs, et je ne les crois pas. Les plaisirs et les peines Dont en dormant on est séduit, Sont des chimères vaines Que le réveil détruit.')",0.0
-,"('#cybele', ""Ne méprisez pas tant les songes L'amour peut emprunter leur voix, S'ils font souvent des mensonges, Ils disent vrai quelque fois. Ils parlaient par mon ordre, et vous les devez croire."")",0.0
-,"('#atys', 'Ô ciel !')",0.0
-,"('#cybele', ""N'en doutez point, connaissez votre gloire. Répondez avec liberté, Je vous demande un coeur qui dépend de lui-même."")",0.0
-,"('#atys', ""Une grande divinité Doit s'assurer toujours de mon respect extrême."")",0.0
-,"('#cybele', ""Les dieux dans leur grandeur suprême Reçoivent tant d'honneurs qu'ils en sont rebutés, Ils se lassent souvent d'être trop respectés, Ils sont plus contents qu'on les aime."")",0.0
-,"('#atys', 'Je sais trop ce que je vous dois Pour manquer de reconnaissance...')",0.0
-,"('#sangaride', ""J'ai recours à votre puissance, Reine des dieux, protégez-moi. L'intérêt d'Atys vous en presse..."")",0.0
-,"('#atys', 'Je parlerai pour vous, que votre crainte cesse.')",0.0
-,"('#sangaride', 'Tous deux unis des plus beaux noeuds...')",0.0
-,"('#atys', ""Le sang et l'amitié nous unissent tous deux. Que votre secours la délivre Des lois d'un hymen rigoureux, Ce sont les plus doux de ses voeux De pouvoir à jamais vous servir et vous suivre."")",0.0
-,"('#cybele', ""Les dieux sont les protecteurs De la liberté des coeurs. Allez, ne craignez point le roi ni sa colère, J'aurai soin d'apaiser Le fleuve Sangar votre père ; Atys veut vous favoriser, Cybèle en sa faveur ne peut rien refuser."")",0.0
-,"('#atys', ""Ah ! C'en est trop..."")",0.0
-,"('#cybele', ""Non, non, il n'est pas nécessaire Que vous cachiez votre bonheur, Je ne prétends point faire Un vain mystère D'un amour qui vous fait honneur. Ce n'est point à Cybèle à craindre d'en trop dire. Il est vrai, j'aime Atys, pour lui j'ai tout quitté, Sans lui je ne veux plus de grandeur ni d'empire, Pour ma félicité Son coeur seul peut suffire. Allez, Atys lui-même ira vous garantir De la fatale violence Où vous ne pouvez consentir. Sangaride se retire."")",0.0
-,"('#cybele', 'Laissez-nous, attendez mes ordres pour partir, Je prétends vous armer de ma toute-puissance.')",0.0
-,"('#cybele', ""Qu'Atys dans ses respects mêlé d'indifférence ! L'ingrat Atys ne m'aime pas ; L'amour veut de l'amour, tout autre prix l'offense, Et souvent le respect et la reconnaissance Sont l'excuse des coeurs ingrats."")",0.0
-,"('#melisse', ""Ce n'est pas un si grand crime De ne s'exprimer pas bien, Un coeur qui n'aima jamais rien Sait peu comment l'amour s'exprime."")",0.0
-,"('#cybele', ""Sangaride est aimable, Atys peut tout charmer, Ils témoignent trop s'estimer, Et de simples parents sont moins d'intelligence : Ils se sont aimés dés l'enfance, Ils pourraient enfin trop s'aimer. Je crains une amitié que tant d'ardeur anime. Rien n'est si trompeur que l'estime : C'est un nom supposé Qu'on donne quelquefois à l'amour déguisé. Je prétends m'éclaircir, leur feinte sera vaine."")",0.0
-,"('#melisse', ""Quels secrets par les dieux ne sont point pénétrez ? Deux coeurs à feindre préparés Ont beau cacher leur chaîne, On abuse avec peine Les dieux par l'amour éclairés."")",0.0
-,"('#cybele', ""Va, Mélisse, donne ordre à l'aimable Zéphyr D'accomplir promptement tout ce qu'Atys désire."")",0.0
-,"('#cybele', ""Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Des suprêmes grandeurs vous m'avez fait descendre, Mille coeurs m'adoraient, je les néglige tous, Je n'en demande qu'un, il a peine à se rendre ; Je ne sens que chagrins, et que soupçons jaloux ; Est-ce le sort charmant que je devais attendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Hélas ! Par tant d'attraits fallait-il me surprendre ? Heureuse, si toujours j'avais pu m'en défendre ! L'amour qui me flattait me cachait son courroux : C'est donc pour me frapper des plus funestes coups, Que le cruel amour m'a fait un coeur si tendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ?"")",0.0
-,"('#doris', 'Quoi, vous pleurez ?')",0.0
-,"('#idas', ""D'où vient votre peine nouvelle ?"")",0.0
-,"('#doris', ""N'osez-vous découvrir votre amour à Cybèle ?"")",0.0
-,"('#sangaride', 'Hélas !')",0.0
-,"('#doris #idas', 'Qui peut encor redoubler vos ennuis ?')",0.0
-,"('#sangaride', ""Hélas ! J'aime... Hélas ! J'aime..."")",0.0
"('#leucippe', 'Achevez.')","('#doris #idas', 'Achevez.')",1.0000001192092896
