leclerc-iphigenie,rotrou-iphigenie,Score
-,"('#clytemnestre', ""D'abord le changement fait un peu de contrainte, Et le joug le plus doux se reçoit avec crainte : Une fille rougit au seul nom d'un époux, Et ne peut toutefois ouïr rien de plus doux, Par un aveugle instruit elle fait ce qu'elle aime, Et naturellement se contredit soi-même : Mais l'hymen est un Dieu familier et charmant, Avec qui la pudeur s'accoutume aisément, La fille s'enhardit aussitôt qu'elle est femme, Et de glace qu'elle est, elle vient tout de flamme."")",0.0
-,"('#iphigenie', ""Je ne puis espérer de trouver rien de doux, En la nécessité de m'éloigner de vous."")",0.0
-,"('#clytemnestre', 'Pourvu que votre ardeur à la sienne réponde, Achille étant à vous, vous sera tout le monde, Au reste au jugement de quiconque à des yeux, Vous ne pouvez prétendre un choix plus glorieux, Il passe en bonne mine, en courage, en noblesse, Les plus considérés des Princes de la Grèce, Et sa gloire immortelle aussi bien que son sang, Dans le siège des Dieux un jour lui doit un rang.')",0.0
-,"('#agamemnon', 'Cieux pourquoi pressez-vous ce voyage funeste, Elle aura trop tôt fait le chemin qui lui reste, Hélas à quel dessein te tiendrai-je les bras, Ma fille ce sujet ne te sauvera pas.')",0.0
-,"('#clytemnestre', 'Bienheureuse est la loi que nous avons reçue, Puis que nous lui devons le bien de votre vue.')",0.0
-,"('#iphigenie', ""Lassée d'un long chemin j'arrive heureusement, Et pour ma lassitude en cet embrassement."")",0.0
-,"('#agamemnon', ""Pleurs visibles témoins d'une secrète joie, Pourquoi m'aveuglez vous souffrez que je la voie."")",0.0
-,"('#iphigenie', 'Il ne vous déplaît pas que nous soyons ici.')",0.0
-,"('#agamemnon', ""Je n'en puis, qu'avouer, ni que jurer aussi."")",0.0
-,"('#iphigenie', 'Ce visage contraint marque quelque tristesse.')",0.0
-,"('#agamemnon', 'Qui commande a toujours quelque soin qui le presse.')",0.0
-,"('#iphigenie', ""Donnez-nous un moment franc de foins et d'ennuis."")",0.0
-,"('#agamemnon', ""Je vous le donne aussi, c'est tout ce que je puis."")",0.0
-,"('#iphigenie', 'Ces pleurs font déshonneur à ce visage auguste.')",0.0
-,"('#agamemnon', 'Leur source est naturelle et la cause en est injuste.')",0.0
"('#iphigenie', 'Et quel sujet, Seigneur, auriez-vous de pleurer ?')","('#iphigenie', 'Et quel sujet, Seigneur, auriez-vous de pleurer.')",0.9275552034378052
"('#agamemnon', 'Le long éloignement qui va nous séparer.')","('#agamemnon', 'Le long éloignement qui nous va séparer.')",0.9842332005500793
"('#iphigenie', ""Souffrez qu'auprès de vous je sois toute ma vie."")","('#iphigenie', ""Souffrez, qu'auprès de vous je consomme ma vie."")",0.638818621635437
"('#agamemnon', 'Que ne peut ton destin répondre à ton envie.')","('#agamemnon', 'Sachant ce que tu dis, tu perdrait cette envie.')",0.4917031526565552
"('#iphigenie', ""Qui peut, si vous voulez, m'éloigner de vos yeux, Ne suis-je pas à vous ?"")","('#iphigenie', ""Qui peut si vous voulez, m'éloigner de vos yeux, Ne suis-je pas à vous."")",0.9550444483757019
"('#agamemnon', 'Non, tu dépens des Dieux.')","('#agamemnon', 'Dépends-tu pas des Dieux.')",0.6274420022964478
