,la-harpe-muses-rivales,cahusac-l-algerien,Cost,Operation Type
275,,"('#hassan', ""Oui, s'il était suivi d'un peu de complaisance, En général des Turcs vous pensez mal en France ; Et je puis sans orgueil imputer se froideur Aux préjugés de sa naissance. Un caprice peut-être entretient sa rigueur ? Gagnez pour moi sa confiance ; Soyez ma caution, répondez de mon coeur."")",1.0,Deletion
276,,"('#d-oberval', ""Très volontiers... Il faut m'armer de patience. Madame, Hassan est... un Turc plein d'honneur Le sort vous a soumise à sa puissance... Dans ce sérail tout doit flatter son espérance : Ses désirs sont des lois... son choix une faveur.... Et la nécessité... Bas.  À Clarice. Tristement."")",1.0,Deletion
277,,"('#clarice', ""L'ingrat doute de ma constance !"")",1.0,Deletion
278,,"('#hassan', ""Remarquez-vous cette aimable rougeur Dont son visage se colore ? Ses yeux plus animés s'embellissent encore... Ce mouvement, sans doute, est un présage heureux. Vous la persuadez."")",1.0,Deletion
279,,"('#d-oberval', ""Ah ! Je suis à la gêne. Cependant... ses refus ( je l'avoue avec peine ) Les craintes, les soupçons qu'elle oppose à vos voeux Pourraient avoir quelque air de vraisemblance... À Hassan."")",1.0,Deletion
280,,"('#hassan', 'Ne hasardez donc point un tel propos ici.')",1.0,Deletion
281,,"('#d-oberval', 'Je me tais, ou je dis toujours ce que je pense.')",1.0,Deletion
282,,"('#hassan', ""C'est me servir fort mal que de parler ainsi ; Et j'aime mieux votre silence."")",1.0,Deletion
283,,"('#clarice', ""Je dois vous éclaircir tous deux, Hassan m'accuse de caprice ; Peut-être d_Oberval aurait-il l'injustice De me croire un défaut encore plus odieux. Je vais vous parler sans mystère. Hassan vous m'êtes cher..."")",1.0,Deletion
284,,"('#hassan', 'Quel discours enchanteur ! Je pourrais espérer de ne vous pas déplaire ?')",1.0,Deletion
285,,"('#d-oberval', 'En pouvez-vous douter ? Madame est trop sincère...')",1.0,Deletion
286,,"('#hassan', 'Cher ami, je vous dois un aveu si flatteur.')",1.0,Deletion
287,,"('#d-oberval', ""À moi !.... L'ingrate ! Bas. "")",1.0,Deletion
288,,"('#clarice', ""Ils sont tous les deux dans l'erreur."")",1.0,Deletion
289,,"('#hassan', ""Il n'est plus rien que je souhaite. Vos bontés à mes yeux augmentent vos appas."")",1.0,Deletion
290,,"('#d-oberval', 'Je suis désespéré : ma disgrâce est complète.')",1.0,Deletion
291,,"('#clarice', ""Je le vois bien, vous ne m'entendez pas."")",1.0,Deletion
292,,"('#hassan', 'Quelle est donc votre idée ?')",1.0,Deletion
293,,"('#clarice', ""Hassan, je le répète : Vous m'êtes cher. Vos vertus, vos bienfaits Sont gravés dans mon coeur, m'occuperont sans cesse, Et je voudrais par ma tendresse Pouvoir remplir tous vos souhaits : Mais de son coeur est-on le maître ? Longtemps avant de vous connaître. L'Amant le plus amiable de le plus amoureux..."")",1.0,Deletion
294,,"('#hassan', ""En voilà plus que je ne veux. N'achevez pas."")",1.0,Deletion
295,,"('#d-oberval', ""Grâce au Ciel, je respire. J'avais prévu quelqu'obstacle puissant, Et j'avais eu le soin de vous le dire. À Hassan."")",1.0,Deletion
296,,"('#hassan', 'Je ne puis revenir de mon étonnement. Et cet amour est-il si violent, Que rien ne puisse le détruire ? À Clarice.')",1.0,Deletion
297,"('#calliope', ""Moi, dans des vers divins, j'ai consacré l'image Du Roi le plus cher aux Français, Sujet le plus heureux du plus heureux ouvrage. Voltaire n'a point eu de plus brillant succès. J'abjurai pour lui seul ces fictions antiques, Dont la Grèce emprunta le charme de ses vers ; De ces mensonges poétiques Ma voix assez longtemps amusa l'univers. Le Chantre de Henri dut plaire sans la fable ; L'Épopée eut alors de plus mâles attraits, Et pour un héros véritable Employa des crayons plus vrais. Ce n'est plus cet Achille, armé par un Dieu-même, Achille invulnérable, écrasant les mortels ; C'est un Roi bienfaisant, dont les soins paternels Nourrissent des sujets qu'il combat et qu'il aime. Voltaire éternisa ce triomphe suprême. Ô Henri ! Désormais ensemble confondus, Et ton nom et le sien iront, malgré l'envie, De la postérité recevoir les tributs ; On adorera son génie Aussi longtemps que tes vertus. On dira qu'à lui seul j'ai remis ma trompette. Cet unique bienfait l'emporte sur vos droits, Autant que le Héros qu'a chanté mon poète, L'emporta sur les autres Rois. Vous ne répondez rien... Mais voici Melpomène."")","('#clarice', ""Non, il est au-dessus de tout événement. Sans nul espoir de revoir mon amant, Il conservait sur moi toujours le même empire. De mon amour tous ces lieux sont témoins : En vain votre amitié, vos bienfaits, de vos soins Adoucissaient mon esclavage Je faisais cas de votre hommage, Je vous plaignais, je n'en aimais pas moins, Et j'en souffrais bien davantage."")",0.14,Substitution
298,"('#melpomene', ""Qu'ai-je entendu, mes soeurs? Est-il vrai qu'aujourd'hui Par une rivalité vaine, On me dispute un droit dont je me crus certaine, Et la seule douceur qui reste à mon ennui ? C'était donc peu des pleurs qu'il m'a fallu répandre. Au tombeau de Le Kain, objet de ma douleur ! J'ai dans la même tombe à la fois vu descendre, Et mon poète et mon acteur. J'ai perdu de mon' art le modèle suprême. Voltaire, hélas, n'est plus! Et quand je pense au moins À son ombre, en ces lieux, rendre mes derniers soins, Et devant Apollon le conduire moi-même, De tout ce que j'ai fait on veut m'ôter le prix ! Je souffrirai qu'une autre à ses honneurs préside ! Qu'une autre enfin serve de guide Au plus grand de mes favoris ? Et sur quoi fondez-vous l'orgueil qui vous enivre ?"")","('#d-oberval', ""Ah ! Je vous reconnais à cet amour constant... Pour le coeur du Français que vous croyez volage... L'amour.... devient... quand il l'engage Une espèce d'enchantement. En France en tout on est extrême... Le Français ordinairement S'attache à l'excès quand il aime ; Il n'est léger que lorsqu'il est indifférent. Moi (sans vouloir me citer pour modèle) D'une maîtresse jeune de belle J'ai su vainement le trépas : Vous m'avez vu rempli de mon ardeur fidèle, Ne vous entretenir que de sa mort cruelle, De mes malheurs, de ses appas, Et mon dernier soupir sera pour elle. Hassan sait un mouvement de surprise. D'Obercal troublé continue."")",0.19,Substitution
299,,"('#clarice', ""Je serai comme vous. Il n'est point de danger..."")",1.0,Deletion
300,"('#calliope', 'Je chante les Héros.')","('#hassan', ""Et c'est-là cet amour que vous vantez en France !"")",1.19,Substitution
301,,"('#d-oberval', 'Mais... sans doute...')",1.0,Deletion
302,,"('#hassan', ""L'amour n'est qu'une extravagance. Elle fera sagement de changer. Fatmé, rentrez. Clarice rentre."")",1.0,Deletion
303,,"('#hassan', ""J'ai peine à me défendre D'un transport dangereux que je veux réprimer."")",1.0,Deletion
304,,"('#d-oberval', 'Quoi ? Voudriez-vous cesser de vous faire estimer ?')",1.0,Deletion
305,,"('#hassan', 'Quel aveu !... Que viens-je entendre ?')",1.0,Deletion
306,,"('#d-oberval', 'Mais, Hassan...')",1.0,Deletion
307,,"('#hassan', ""Laissez-moi. Trop ingrate Fatmé... Une Esclave !... Avouer un amour qui m'offense... Je sens que mon sang allumé Me pousserait à quelque violence. Sortons."")",1.0,Deletion
308,,"('#d-oberval', ""Vraiment ceci prend un fort mauvais tour. La circonstance est périlleuse... Elle aurait dû se taire.... Oui... je vois peu de jour. En vain l'âme d'Hassan est noble et généreuse.... Je connais la façon dont les Turcs font l'amour..."")",1.0,Deletion
309,,"('#osmin', 'Monsieur ?')",1.0,Deletion
310,,"('#d-oberval', ""Qu'est-ce ?"")",1.0,Deletion
311,,"('#osmin', 'Pardon, un mot.')",1.0,Deletion
312,,"('#d-oberval', 'Je vous écoute.')",1.0,Deletion
313,,"('#osmin', ""Est-ce vous par hasard qu'on nomme d_Oberval ?"")",1.0,Deletion
314,,"('#d-oberval', 'Moi-même.')",1.0,Deletion
315,,"('#osmin', 'Et François, sans doute ?')",1.0,Deletion
316,,"('#d-oberval', 'Oui.')",1.0,Deletion
317,,"('#osmin', ""J'en ai, je vous jure, un plaisir sans égal. Je suis Français aussi. Pour le pays natal Je conserve un amour si tendre... !"")",1.0,Deletion
318,,"('#d-oberval', ""De quoi s'agit-il donc ? Parlez ; je suis pressé."")",1.0,Deletion
319,,"('#osmin', ""Quelqu'un pourrait-il nous entendre !... Vous voilà du Patron, je crois, débarrassé."")",1.0,Deletion
320,,"('#d-oberval', 'Nous sommes seuls.')",1.0,Deletion
321,,"('#osmin', ""Bien fait, jeune comme vous l'êtes..."")",1.0,Deletion
322,,"('#d-oberval', ""Je n'aime point l'éloge. Après."")",1.0,Deletion
323,,"('#osmin', ""Un bon esprit, Sans haïr l'éloge, en rougit. Mais les conquêtes que vous faites..."")",1.0,Deletion
324,,"('#d-oberval', 'Oh ! Finissons cet entretien. Que voulez-vous ? Puis-je vous être utile ?')",1.0,Deletion
325,,"('#osmin', ""Non, Monsieur, c'est moi qui..."")",1.0,Deletion
326,,"('#d-oberval', ""Je n'ai besoin de rien. Adieu."")",1.0,Deletion
327,,"('#osmin', ""Vous êtes difficile... Je serai court. Daignez m'écouter un instant. En l'arrêtant."")",1.0,Deletion
328,,"('#d-oberval', 'Voyons.')",1.0,Deletion
329,,"('#osmin', ""Une Française à ses serments fidèle. Dont vous êtes l'heureux amant."")",1.0,Deletion
330,,"('#d-oberval', 'Eh bien cher ami que fait-elle ?')",1.0,Deletion
331,,"('#osmin', ""Vous n'êtes plus si preste maintenant."")",1.0,Deletion
332,,"('#d-oberval', ""J'étais pour elle en ce moment D'une inquiétude mortelle."")",1.0,Deletion
333,,"('#osmin', ""C'est bien fait. Elle vous le rend, Sans doute même avec usure."")",1.0,Deletion
334,,"('#d-oberval', ""Rien n'égale l'amour que mon âme ressent[.]"")",1.0,Deletion
335,,"('#osmin', ""De cet amour je connais la nature. J'étais en France un aimable, un brillant, Un fat complet, et presqu'un petit-maître..."")",1.0,Deletion
336,,"('#d-oberval', ""Moi je ne le suis point, j'aurais honte de l'être."")",1.0,Deletion
337,,"('#osmin', ""Je vous en fais mon compliment. C'est pourtant un état charmant."")",1.0,Deletion
338,,"('#d-oberval', ""Mais de sa part enfin qu'aviez-vous à me dire ?"")",1.0,Deletion
339,"('#clio', ""Moi, j'enseigne à les suivre."")","('#osmin', ""Je ne l'oubliais pas ; je vais vous en instruire."")",0.37,Substitution
340,,"('#d-oberval', 'Eh ! Dépêchez-vous donc.')",1.0,Deletion
341,,"('#osmin', 'Dans une heure au plus tard Et pas plus tôt. Venez dans ce lieu même.')",1.0,Deletion
342,,"('#d-oberval', ""Et j'y verrai l'objet que j'aime ?"")",1.0,Deletion
343,,"('#osmin', ""Oui. Je crois qu'un heureux hasard Alors pourra bien l'y conduire. Y viendrez-vous ?"")",1.0,Deletion
344,,"('#d-oberval', ""Si j'y viendrai ?"")",1.0,Deletion
345,,"('#osmin', ""J'entends. Vous serez tous les deux contents . J'aurai soin de le lui redire... Croyez-moi cependant, éloignez-vous d'ici : Hassan, pour dissiper l'ennui Que sur nos jours ses fers pourraient répandre, Voudrait remplir tous nos moments Par de nouveaux amusements. Ses Esclaves ici doivent bientôt se rendre. Par leurs danses, et par leurs chants... Mais ils viennent, je les entends. Adieu. Gardez-vous bien de vous laisser surprendre."")",1.0,Deletion
346,"('#melpomene', ""Melpomène les fait revivre. Né pour m'appartenir, de mon art enchanteur, Voltaire, au premier pas, atteignit la hauteur; Et prompt à s'élancer loin des bornes prescrites, Recula de cet art les antiques limites. Le Théâtre, agrandi sous son brillant pinceau, Offrit des Nations le mobile tableau, Fit passer sous les yeux les rapides images Des préjugés, des moeurs, des lois et des usages. Le coeur toujours ému, de plaisir transporté, S'ouvrant au sentiment, reçut la vérité. Ainsi des passions que le théâtre exprime, Voltaire sut tirer la morale sublime ; Et ne se bornant à de stériles pleurs. Attendrit les humains pour les rendre meilleurs. Quelles hautes leçons donna l'époux d'Alzire, Séïde, au nom du ciel assassinant Zopire ! Et sous quelles couleurs il a représenté Ce Mahomet sublime en son atrocité ! Combien a de mon art signalé la magie, Ce chef-d'oeuvre effrayant d'horreur et d'énergie! Que ne puis-je à vos yeux offrir ici, mes soeurs, La scène qu'animaient ses talents créateurs ! Que de Zaïre, ô ciel! La voix avait de charmes ! Que Mérope et son fils ont fait verser de larmes ! C'est peu de raconter ; non, mes soeurs, venez voir Aménaïde en pleurs, Tancrède au désespoir, Au tombeau de Nihus, Sémiramis mourante, Ninias et le fer que tient fa main sanglante, Idamé prosternée aux genoux de Gengis , Et Brutus ordonnant le trépas de son fils, Vendôme ivre d'amour et forcené de rage, \\ Et Zamore si grand dans' fa fureur sauvage. Voyez à ce spectacle un peuple rassemblé, A la voix du poète incessamment troublé; Voyez les mouvements de cette foule immense; Entendez les sanglots sortir d'un long silence, Et l'amour, la pitié, la joie et les douleurs, Ne formant qu'un seul cri du cri de tous les coeurs ; C'est là, si vous l'osez, mes soeurs, qu'il faut vous rendre ; Et s'il est vrai qu'au prix que je dois remporter, Vous puissiez encore prétendre, C'est là qu'il faut le disputer."")","('#d-oberval', ""Je ne vois plus personne dans ces lieux. Clarice doit bientôt s'y montrer à mes yeux.... Mon impatience est extrême ; Que les plus courts moments paraissent ennuyeux, Lorsqu'on attend ce que l'on aime ! Dans la conjoncture où je suis Tout m'alarme, tout m'inquiète. J'ai pour Hassan une amitié parfaite, Je partage sa peine en causant ses ennuis... Dans le fonds sa tendresse a peu de violence ; Le bonheur d'un ami doit balancer ses droits : Il m'en a fait la confidence, Pour elle il n'a qu'un goût de préférence, Et c'est sans passion qu'il en a fait le choix... Il faut lui découvrir... Mais c'est lui que je vois...'. Que je fuis malheureux ! Il fera fuir Clarice."")",0.47,Substitution
347,,"('#hassan', ""Cher d_Oberval, je vous cherchais, Vous m'avez fait peut-être l'injustice De juger mal de mes projets..."")",1.0,Deletion
348,,"('#d-oberval', ""Il est vrai qu'aux transports que vous faisiez paraître..."")",1.0,Deletion
349,,"('#hassan', ""Apprenez-donc à me connaître. Jusqu'à ce jour de tous mes mouvements, J'ai, grâce au Ciel, assez été le maître, Et j'ai suivi de mes plus jeunes ans, La raison, ou du moins, ce que nous croyons l'être."")",1.0,Deletion
350,,"('#d-oberval', ""Ainsi toujours maître de vous, Fort généreux d'ailleurs, Fatmé dans sa Patrie Libre avec son amant, au gré de son envie, Ira bientôt jouir du destin le plus doux ?"")",1.0,Deletion
351,,"('#hassan', 'Non, Point du tout.')",1.0,Deletion
352,,"('#d-oberval', 'Quoi donc ! quand elle en aime un autre ; Vous voudriez la forcer à recevoir vos voeux ? Quel coeur assez tyran !... Je juge mieux du vôtre...')",1.0,Deletion
353,,"('#hassan', ""J'espère ...."")",1.0,Deletion
354,,"('#d-oberval', ""Hassan, c'est un projet affreux Pour vous en détourner...."")",1.0,Deletion
355,,"('#hassan', ""Mais daignez-donc m'entendre..."")",1.0,Deletion
356,,"('#d-oberval', ""L'intérêt qu'en vous je dois prendre Peut seul causer ma crainte, de j'aurais du chagrin...."")",1.0,Deletion
357,,"('#hassan', ""Mais ce n'est pas-là mon dessein : Votre crainte est fort déplacée."")",1.0,Deletion
358,,"('#d-oberval', 'Et quelle est donc votre pensée ?')",1.0,Deletion
359,,"('#hassan', ""Si vous m'aviez donné l'instant de vous parler, Vous la sauriez déjà..."")",1.0,Deletion
360,,"('#d-oberval', ""Je brûle de l'apprendre."")",1.0,Deletion
361,,"('#hassan', 'Eh bien, pour ne vous rien celer, Mon coeur vient, cher ami, de se laisser surprendre... Peut-être votre amour est-il contagieux.')",1.0,Deletion
362,,"('#d-oberval', 'Je ne vous comprends point.')",1.0,Deletion
363,"('#clio', 'Vous avez vaincu, Melpomène, Je ne saurais vous résister.')","('#hassan', ""Me comprends-je moi-même ! J'ai vu Fatmé depuis que j'ai quitté ces lieux.... Il s'est fait dans mon âme un changement extrême. Non, je n'aimai jamais comme je l'aime. J'éprouve un sentiment plus vif que les désirs, Et je fais aujourd'hui l'essai d'un bien suprême, Que je n'ai point trouvé dans le sein des plaisirs, Mais aussi je m'apprête un excès de souffrance... Tout m'annonce, en un mot, que je suis amoureux, Mais de ce même amour que vous avez tous deux, Et que je regardais comme une extravagance."")",0.89,Substitution
364,,"('#d-oberval', ""Quel contretemps !  Peut-être un peu de résistance...; Vous n'êtes pas fait à languir. Et... Bas. À Hassan."")",1.0,Deletion
365,,"('#hassan', ""Ce n'est point cela. J'en sens la différence. Sans qu'il en coûte à nos coeurs un soupir, On nous résiste ici peut-être plus qu'en France. Sur ces obstacles-là nous sommes aguerris, Ils ne sauraient porter le trouble dans nos âmes. Sûrs de notre victoire, elle perd tout son prix : Nos droits, les préjugés où nous sommes nourris, Tout nous fait vivre avec nos femmes, Comme en France font vos maris. C'est dans ce doux repos que j'ai coulé ma vie. Tout change en ce moment, mon âme est attendrie ; Par un charme inconnu mon coeur est animé..."")",1.0,Deletion
366,,"('#d-oberval', ""C'est donc un accès de folie : Avant l'aveu que vous a fait Fatmé Votre tendresse eût été naturelle ; Mais au moment que vous apprenez d'elle, Que son coeur d'un autre est charmé..."")",1.0,Deletion
367,,"('#hassan', ""Un Amant qu'on aimait peut n'être plus aimé : Est-ce une chose si nouvelle ?"")",1.0,Deletion
368,,"('#d-oberval', 'Non pas, et quelquefois.... Mais enfin la raison...')",1.0,Deletion
369,"('#calliope', ""Peut-être plus longtemps je pourrais contester ; Mais le coeur est pour vous, et ce juge m'entraîne. Je cède... Eh ! quoi ? Momus !"")","('#hassan', ""Sur moi tous ses conseils ont perdu leur empire, Et vous-même malgré la vive passion Qu'un objet chéri vous inspire, À ma place peut-être, en voyant tant d'appas, Vous vous seriez laissé séduire. Quelle est intéressante !... Ah ! Je ne puis vous dire..."")",0.45,Substitution
370,,"('#d-oberval', ""Avant ce jour ne l'était-elle pas ? Vous n'y pensez donc point ?"")",1.0,Deletion
371,"('#momus', 'Le Dieu de la gaîté Doit être de toutes les fêtes. Je fais les apprêts que vous faites ; J\'espère parmi vous n\'être point rebuté. On dit qu\'à votre Cour vous appelez Voltaire > Il recevra mon compliment : Nous sommes bons amis, vraiment ; Et quand vos grands objets (soit dit sans vous déplaire) Avaient fatigué son cerveau, Je venais sans cérémonie Me glisser près de son bureau Et lui conter quelque saillie. J\'en fus toujours très bien traité ; Je ne veux point m\'en faire accroire ; Mais j\'étais bon à sa santé, Et ne nuisis point à sa gloire. Nous causions tous les deux : il avait plus d\'un ton, Et goûtait volontiers le nôtre. Tout Français est gai, nous dit-on, Et Voltaire en ce sens fût plus Français qu\'un autre. C\'est pour le délasser qu\'avec lui j\'ai vécu. Je doute qu\'on me le reproche. J\'ai dicté les ""vous"" et les ""tu"" Et j\'ai Candide dans ma poche.')","('#hassan', ""J'y pense, et j'en soupire. Vous m'avez vu tantôt inquiet, interdit, Et pénétré de ma disgrâce ; Mais ce mouvement de dépit Au sang froid a bientôt fait place. Je triomphais de moi : ma sincère amitié De mon aimable esclave allait briser les chaînes ; Je sentais que mon coeur ouvert à la pitié, En gênant son amour se chargeait de ses peines. J'ai couru chez Fatmé plein de ce sentiment. J'exprimerais trop faiblement L'état attendrissant dans lequel je l'ai vue : Mon âme en est encor émue... Avez-vous remarqué ce visage charmant, Cette bouche, ses yeux, ce sourire agréable ?"")",0.09,Substitution
372,"('#clio', 'Seigneur Momus, ici soyez le bien venu.')","('#d-oberval', 'Il faut en convenir, sa figure est aimable.')",1.25,Substitution
373,,"('#hassan', 'Son regard est modeste, de cependant flatteur ; Une grâce naïve anime sa douceur ; Elle est jeune, charmante, de pourtant raisonnable.')",1.0,Deletion
374,,"('#d-oberval', 'Son caractère est sans doute estimable ?')",1.0,Deletion
375,,"('#hassan', 'Sa gaîté , son esprit....')",1.0,Deletion
376,,"('#d-oberval', 'Ont un attrait vainqueur,')",1.0,Deletion
377,,"('#hassan', ""Et ce son de voix adorable Qui semble n'être fait que pour parler au coeur ?"")",1.0,Deletion
378,,"('#d-oberval', ""Il est vrai rien n'est comparable À ce son de voix enchanteur."")",1.0,Deletion
379,,"('#hassan', 'Eh bien ! Voilà pourtant les moindres de ses charmes.')",1.0,Deletion
380,,"('#d-oberval', 'Comment donc ! Ciel ! Quelles alarmes Hassan, expliquez-vous.... Je suis au désespoir. Bas. Bas.')",1.0,Deletion
381,"('#momus', ""Mais je le fuis partout, et dans l'Olympe même, Où du grand Jupiter la majesté suprême Se divertit de mes bons mots, Et déride son front à mes joyeux propos. À mes jeux Minerve s'abaisse, Et permet que les ris soient près de la sagesse. Mais ce qui doit surtout me donner du renom, J'ai fait rire jusqu'à Junon ; Ce jour-là Jupiter la trouva plus jolie. Aux Dieux comme aux mortels, je suis d'un grand secours Sans moi dans l'Olympe on s'ennuie, Tout comme dans les autres Cours."")","('#hassan', ""Je ne connaissais pas l'invincible pouvoir De deux beaux yeux attendris par les larmes, Je l'ai trouvée en proie à ses douleurs Les divers mouvements de son âme trop tendre, L'amour, l'espoir, son trouble, ses frayeurs Se peignaient tour à tour, et semblaient se répandre Sur son visage embelli par les pleurs. Contre un pareil tableau pouvais-je me défendre ? Ses discours m'ont encor porté de nouveaux coups. Un mouvement involontaire M'a fait tomber à ses genoux !... Que n'ai-je pas dit pour lui plaire !"")",0.01,Substitution
382,,"('#d-oberval', 'Ah ! Que répondait-elle à des transports si doux ?')",1.0,Deletion
383,,"('#hassan', ""Elle m'a laissé voir, entre nous, Plus de bonté que de colère."")",1.0,Deletion
384,,"('#d-oberval', 'Volage !...  Ainsi bientôt vous serez son époux ? Haut.')",1.0,Deletion
385,,"('#hassan', ""Daignez m'aider, et je l'espère."")",1.0,Deletion
386,,"('#d-oberval', ""Moi vous aider !... Jamais je ne fus si jaloux. Je ne vous suis plus nécessaire : Adieu. Pour terminer heureusement l'affaire C'est assez et d'elle et de vous."")",1.0,Deletion
387,,"('#hassan', ""Ne m'abandonnez point, cher ami, je vous prie."")",1.0,Deletion
388,,"('#d-oberval', 'Quoi ! Vous voulez...  Le singulier emploi ! Bas.')",1.0,Deletion
389,,"('#hassan', ""À me servir l'amitié vous convie."")",1.0,Deletion
390,,"('#d-oberval', ""Je m'en ferais une suprême loi : Mais je suis en galanterie Très maladroit, même pour moi."")",1.0,Deletion
391,,"('#hassan', ""Songez-donc qu'il y va du bonheur de ma vie : Je vois entre mes soins de son premier amant, Chanceler son âme timide."")",1.0,Deletion
392,"('#clio', ""Votre gaîté vive et légère N'est point au Parnasse étrangère. Thalie est avec vous, ce me semble, assez bien."")","('#d-oberval', ""Croyez-moi, de son changement Reposez-vous sur son sexe inconstant. Le caprice seul le décide, L'inconstance même le guide, Et semble être son élément. La femme à qui l'on croît le goût le plus solide, Pour devenir ou volage, ou perfide, N'a besoin que de son penchant."")",0.9,Substitution
393,,"('#hassan', ""Cher ami, vous pouvez hâter son inconstance. Hassan ( m'a-t-elle dit, mais d'un air si touchant, Qu'elle a rempli mon coeur d'amour de d'espérance. )"")",1.0,Deletion
394,,"('#d-oberval', 'Peut on souffrir de plus rude tourment !')",1.0,Deletion
395,"('#momus', ""Je dois vous l'avouer : je me plais sur la terre. Il est vrai que des gens dont l'humeur est austère Parfois m'y traitent en vaurien, Me refusent d'abord l'accès que je demande ; Mais de leur échapper le moyen, est aisé : Caché sous le manteau, je passe déguisé, Et comme un Dieu de contrebande. Ainsi je les mets en défaut ; Eux-mêmes quelquefois usant de complaisance, Ils m'ont dit avec indulgence : « Ris, on te le permet; rire est ce qu'il nous faut ; Mais ne te nomme pas, et ne ris pas trop haut. »"")","('#hassan', ""« En votre ami j'ai confiance ; Dans l'embarras où je me vois, J'ai besoin de conseil. Chargez-vous de lui dire, Que par les siens je prétends me conduire : Qu'il trouve des moyens, de qu'il compte sur moi. »"")",0.32,Substitution
396,,"('#d-oberval', 'Ne vous trompez-vous point ? Est-ce bien sa réponse ?')",1.0,Deletion
397,,"('#hassan', 'Je vous rends mot à mot la conversation.')",1.0,Deletion
398,,"('#d-oberval', ""J'entends ce qu'elle nous annonce. Je me rends, j'avais tort, de vous aviez raison."")",1.0,Deletion
399,"('#calliope', ' Cet avis est un bon office.')","('#hassan', 'Je puis donc espérer que pour moi votre zèle...')",1.26,Substitution
400,,"('#d-oberval', ""Soyez-en sûr. Je m'en fais un devoir."")",1.0,Deletion
401,,"('#hassan', ""Dans mon coeur ce seul mot rappelle Le plaisir, l'amour, de l'espoir, J'ai quelqu'ordre à donner malgré moi je vous laisse ; Mais dans peu de moments je compte vous revoir."")",1.0,Deletion
402,,"('#d-oberval', ""Quelle épreuve pour ma tendresse ! Malgré moi je le vois, il faut user d'adresse, L'avantage entre nous est par trop inégal ; Ici je dois trembler sans cesse. Qu'un Turc dans son sérail qui garde une maîtresse Est un redoutable rival ! Il faut que je l'arrache à ce sérail horrible... C'est un pas difficile, et les dangers sont grands, Je le sais ; mais je suis dans un état terrible, Et tout doit être et permis et possible À la passion que je sens. J'entends quelqu'un... C'est Clarice sans doute. Son coeur approuvera le parti que je prends... Mais c'est Dorise,... Ô Ciel !... Quel nouveau contretemps !"")",1.0,Deletion
403,"('#momus', ""Oh ! Vraiment qans cela je vous aurais conté Les folâtres accès de verve et de gaîté, Où j'eus Voltaire pour complice ; Nous y mettions parfois quelque peu de malice. Mais il faut bien être discret ; Le public même ici me prescrit de me taire ; Son exemple est pour moi la leçon du mystère ; Ce public, qui sait tout, nous garde le secret."")","('#dorise', ""Je ne puis exprimer le plaisir que je goûte. Enfin je vous revois. J'ai pris si bien mon temps, Que j'ai trompé l'essaim de surveillants Qui sans_cesse en ces  lieux nous fuit et nous écoute. L'Esclave qui tantôt vous a vu de ma part..."")",0.14,Substitution
404,,"('#d-oberval', ""Quoi ! C'est de vous que venait ce message ?"")",1.0,Deletion
405,,"('#dorise', ""Assurément. Mais est-ce le hasard Qui vous a seul appris notre esclava[ge] Cher d_Oberval, mon coeur brûle d'être éclairci. Si je l'en crois, l'Amour vous a conduit ici, Et par vos mains il va briser ma chaîne."")",1.0,Deletion
406,,"('#d-oberval', ""N'en doutez point... c'est l'Amour qui m'amène."")",1.0,Deletion
407,,"('#dorise', ""Mon espoir n'est donc point trahi. Eh bien ! Quand quittons-nous ces lieux que je déteste ? Hassan apparemment ne s'est point démenti. Je ne crois pas qu'avec vous il conteste. A-t-il fixé le jour de notre liberté ?... Mais répondez-moi donc ?"")",1.0,Deletion
408,,"('#d-oberval', ""Non. Rien n'est arrêté."")",1.0,Deletion
409,,"('#dorise', ""Tant pis, et ce retard peut nous être funeste. De Clarice il est entêté ; Mais il s'agit de ma félicité,  Et je consens qu'elle lui reste."")",1.0,Deletion
410,,"('#d-oberval', ""L'aimez-vous assez peu pour cette cruauté ?"")",1.0,Deletion
411,,"('#dorise', ""Mais.... je l'aime beaucoup. L'amour d'Hassan m'afflige... Cependant l'honneur le dirige, Et pour elle il pourrait devenir un grand bien. Ne vous a-t-il parlé de rien ? Il prétend l'épouser. Il en est fou, vous dis-je. Vous êtes étonné... J'imagine un moyen Dont je conçois une grande espérance. Il est bon homme au fond, amoureux, opulent, C'est pour ma nièce un établissement Bien meilleur que celui qu'elle peut faire en France."")",1.0,Deletion
412,,"('#d-oberval', 'Vous vous moquez, je crois...')",1.0,Deletion
413,,"('#dorise', ""Non sérieusement, C'est à raisonner sensément Une affaire de conséquence. Voyez donc Hassan promptement. Je puis disposer de Clarice : Assurez-le de mon consentement, Pourvu que sans retardement Avec vous il me réunisse. Je ne balance plus... vous paraissez distrait ? Qu'avez-vous donc ?"")",1.0,Deletion
414,,"('#d-oberval', ""Excusez ma faiblesse... De me voir avec vous je suis fort satisfait ; Mais c'est... dans un sérail, et ce séjour me blesse."")",1.0,Deletion
415,"('#calliope', 'Momus est devenu bien sage.')","('#dorise', ""Qu'Hassan n'alarme point votre délicatesse. C'est le plus sage Turc que la Nature ait fait ; Il pousse le respect jusqu'à l'impolitesse. D'aucun soupçon jaloux ne soyez tourmenté."")",1.15,Substitution
