,biancollelli-arlequin-gentilhomme,dufresny-depart-des-comediens,Cost,Operation Type
252,"('#octave', 'De grâce, enseignez-moi la maison de Géronte. ')",,1.0,Insertion
253,"('#colombine', 'La voici. ')","('#octave', 'Moi ?  Rien.')",0.64,Substitution
254,"('#octave', ""C'est assez j'y vais dans le moment. "")",,1.0,Insertion
255,"('#colombine', 'Si je puis vous servir commandez librement. ')",,1.0,Insertion
256,"('#mezzetin', 'Adieu belle traîteuse, hôtesse de mon âme. ')",,1.0,Insertion
257,"('#colombine', 'Adieu le gros joufflu. ')",,1.0,Insertion
258,"('#mezzetin', 'Votre valet Madame.  Colombine rentre chez elle.')",,1.0,Insertion
259,"('#octave', 'Frappe à cette maison. ')",,1.0,Insertion
260,"('#mezzetin', ""Vous êtes dans l'erreur,  Que n'allez-vous plutôt chez M. le Docteur ? "")",,1.0,Insertion
261,"('#octave', 'Non je veux avant tout chez Géronte me rendre,  [Pour] le voir de la part du père de Léandre. ')",,1.0,Insertion
262,"('#mezzetin', ""J'obéis. "")",,1.0,Insertion
263,"('#geronte', 'Que veut-on ? ')",,1.0,Insertion
264,"('#mezzetin', 'Le patron du logis  Est-il ici, Monsieur ? ')",,1.0,Insertion
265,"('#geronte', ""Oui sans doute j'y suis. "")",,1.0,Insertion
266,"('#mezzetin', ""Excusez je n'ai pas l'honneur de vous connaître  Vous êtes en ce lieu demandé par mon maître. "")",,1.0,Insertion
267,"('#octave', ""Avant que de partir pour me rendre à Lyon,  Un de vos bons amis que l'on nomme Damon,  Dont le fils, m'a-t-il dit, doit être votre gendre,  En arrivant ici m'a chargé de vous rendre  Cette lettre. "")",,1.0,Insertion
268,"('#geronte', ""Parbleu vous me faites honneur,  Et je serais content si j'avais le bonheur  De vous faire plaisir, je parle avec franchise,  Mais Monsieur, s'il vous plaît, permettez que je lise.  Vous venez épouser la fille du Docteur,  Il m'a pour cet hymen témoigné tant d'ardeur,  Que vous avez grand tort de l'avoir fait attendre.  Il lit la lettre après quoi il dit."")",,1.0,Insertion
269,"('#octave', 'Je dois aussi remettre une lettre à Léandre  Je ne le connais point. ')",,1.0,Insertion
270,"('#geronte', 'Entrez dans ma maison. ')",,1.0,Insertion
271,"('#octave', ""Je crains d'être incommode. "")",,1.0,Insertion
272,"('#geronte', 'Ah Monsieur sans façon. ')",,1.0,Insertion
273,"('#mezzetin', 'Ce vieillard est civil. ')",,1.0,Insertion
274,"('#geronte', 'Entrez donc, je vous prie,  Et vous aussi, mon cher.  À Mezzetin.')",,1.0,Insertion
275,"('#mezzetin', 'Ah ! ')","('#arlequin', 'Rien ?')",0.0,Match
276,"('#geronte', 'Sans cérémonie. ')","('#octave', 'Rien du tout.')",1.66,Substitution
277,"('#le-docteur', ""Je ne puis revenir de mon étonnement :  Ciel ! Est-il pour un père un plus affreux tourment ?  Ma fille a déserté la maison paternelle  Tu formes le dessein, malheureuse Isabelle,  D'abandonner ainsi ton père, ton époux,  Sans craindre les effets de mon fuste courroux,  Ah ! Dans le désespoir qui pénètre mon âme,  Si le sort à mes yeux présentait cette infâme  Elle ressentirait ma fatale fureur,  Et je la livrerais à toute ma rigueur. "")",,1.0,Insertion
278,"('#geronte', ""Je reviendrai bientôt vous n'avez qu'à m'attendre.  Docteur ai-je bien reçu le beau Léandre,  Ma foi s'il ne se met bientôt à la raison,  Il risque de rester quelque temps en prison.  Mais qu'avez-vous ?  En voyant le Docteur."")",,1.0,Insertion
279,"('#le-docteur', ""Hélas je suis inconsolable,  Ma fille m'a quitté. "")",,1.0,Insertion
280,"('#geronte', 'Ce serait bien le diable. ')","('#arlequin', ""Faire rien serait un excellent emploi, s'il y avait des appointements."")",1.5,Substitution
281,"('#le-docteur', 'Je ne la trouve plus et sans doute elle est loin. ')",,1.0,Insertion
282,"('#geronte', ""D'un pareil contretemps, vous n'aviez pas besoin,  Car Octave est chez moi. "")",,1.0,Insertion
283,"('#le-docteur', ""Que dites-vous Géronte,  Cessez de m'imposer... "")",,1.0,Insertion
284,"('#geronte', ""Non ce n'est pas un conte.  Et mon ami Damon me l'a recommandé,  De ce que je vous dis soyez persuadé. "")",,1.0,Insertion
285,"('#le-docteur', 'Tâchez de découvrir où peut être Isabelle,  Et ne divulguez point cette triste nouvelle. ')",,1.0,Insertion
286,"('#geronte', 'Croyez-moi, mon ami loin de vous alarmer,  En différents quartiers allez vous informer. ')",,1.0,Insertion
287,"('#le-docteur', ""Je ne veux épargner ni l'argent ni la peine,  Je vais tout de ce pas droit à la quarantaine,  Sous les Tillots, au Change, aux Cafés, aux Terreaux,  Dans la Traille, aux Faubourgs, à S[aint] Clair, aux Breteaux,  En un mot dans ces lieux si charmants à la vue,  Où l'on trouve toujours quelque fille perdue.  Il s'en va."")","('#octave', 'Je ne ferai rien, vous dis-je ; et si, je gagnerai plus que pas un de la troupe.')",1.14,Substitution
288,"('#geronte', ""Octave pourrait bien en écrire à Damon,  S'il savait que Léandre est dans une prison,  Pour éviter la chose il est de ma prudence,  De l'en faire sortir en toute diligence,  Je vais donner cet ordre à Monsieur le Geôlier...  Holà. "")",,1.0,Insertion
289,"('#le-geolier', ""Je suis bien las d'avoir ce prisonnier,  Il veut toujours manger, le plaisant personnage  Il faut à tout moment lui donner du fromage,  Je vous rends son épée. "")",,1.0,Insertion
290,"('#geronte', ""Ah ! Je la reconnais,  C'est celle dont pour lui j'ai moi-même fait choix,  Et qu'ensuite j'eus soin d'envoyer à son père  Vous serez satisfait et j'en fais mon affaire,  Vous pouvez l'élargir et le conduire ici,  Je veux examiner..."")",,1.0,Insertion
291,"('#arlequin', ""Que veut dire ceci ?  Où voulez-vous que j'aille ? "")",,1.0,Insertion
292,"('#geronte', ""Approchez-vous mon gendre,  Gardez par le docteur de vous laisser surprendre,  Je vous rends votre épée et j'ose me flatter,  Que d'un esprit plus doux vous voudrez m'écouter,  Je vous ai destiné ma fille en mariage. "")","('#arlequin', 'Apprenez-moi votre secret.')",1.23,Substitution
293,"('#arlequin', ""Je suis trop jeune encore pour me mettre en ménage,  J'en mourrais etc.  Il chante."")",,1.0,Insertion
294,"('#geronte', 'Terminez de semblables discours,  Sans rimer et sans raison vous plaisantez toujours,  Je prétends dès ce soir terminer cette affaire. ')",,1.0,Insertion
295,"('#arlequin', ""Puisque enfin vous croyez la chose nécessaire,  Je vous obligerai du meilleur de mon coeur,  J'épouserai d'abord la fille du Docteur,  La vôtre ensuite, vous, et toute la famille,  S'il le faut. "")","('#octave', ""Je me lèverai tous les jours à dix heures ; et de là jusqu'à midi, je tiendrai conseil à ma toilette sur les ajustements de l'habit du jour."")",0.91,Substitution
296,"('#geronte', 'Il suffit seulement de ma fille,  Votre père Damon homme de probité,  A pour ce mariage avec moi contracté. ')",,1.0,Insertion
297,"('#arlequin', ""Mon père dites-vous, hélas il s'est fait pendre,  Il fut, quoique honnête homme un peu sujet à prendre,  C'est-à-dire à voler, c'était son seul défaut,  La Justice en public lui fit faire le saut,  Qu'il mourut noblement. "")",,1.0,Insertion
298,"('#geronte', ""Toujours l'humeur bouffonne,  Vous vous divertissez et je vous le pardonne. "")",,1.0,Insertion
299,"('#arlequin', ""Votre fille, à propos, n'a-t-elle point servi ? "")",,1.0,Insertion
300,"('#geronte', 'Non sans doute elle est sage. ')",,1.0,Insertion
301,"('#arlequin', ""Hé bien, j'en suis ravi,  Je craignais de subir le destin de mon père  Il n'y prit pas trop garde en épousant ma mère  Puisque trois mois après elle accoucha de moi,  Gardez de me tromper je suis de bonne foi. "")",,1.0,Insertion
302,"('#geronte', ""Que vous êtes badin, c'est votre caractère,  Et vous aimez à rire ainsi que votre père,  Mais n'aspirez point à vous entretenir  Avec ma fille. "")",,1.0,Insertion
303,"('#arlequin', ""Oui da la belle peut venir.  Parbleu cette aventure est tout à fait comique,  Je suis un crocheteur de nouvelle fabrique,  Et jamais on n'en vit de si nobles que moi.  Géronte entre."")","('#arlequin', ""Oui : mais ces ajustements de l'habit du jour, où les prendrez-vous, si vous n'avez point de métier pour les gagner."")",1.04,Substitution
304,"('#geronte', 'Léonore venez.  Léonore en voyant Arlequin jette un cri, Arlequin tombe à la renverse tout épouvanté.')",,1.0,Insertion
305,"('#leonore', ""Ciel qu'est-ce que je vois !  Ah le vilain magot ! "")",,1.0,Insertion
306,"('#arlequin', ""Savez-vous bien ma femme,  Que je vous frotterai sans craindre qu'on me blâme,  Cela vous convient-il, je ne suis point trompeur,  J'ai fait caca sous moi, pourquoi me faire peur  J'ai blêmi, j'en suis sûr "")",,1.0,Insertion
307,"('#leonore', ""Quoi c'est là votre gendre ?  Mon mari prétendu. "")",,1.0,Insertion
308,"('#geronte', ""C'est le Seigneur Léandre. "")",,1.0,Insertion
309,"('#leonore', ""Hélas ! Pourquoi faut-il qu'un destin rigoureux  Ait réservé ma main à cet époux hideux,  Octave mieux que lui serait sûr de me plaire. "")","('#octave', 'Où je les prendrai ?  Ah, ah ! Où je les prendrai !  Je vois bien que tu ne te connais pas en physionomie. Il rit.')",1.14,Substitution
310,"('#arlequin', ""Venons au fait, ma fille et concluons l'affaire. "")",,1.0,Insertion
311,"('#geronte', 'Honorez-la du moins de quelque compliment. ')",,1.0,Insertion
312,"('#arlequin', ""Taupe, quand je m'y mets je parle élégamment,  Et dans ce que je dis je fus toujours sincère.  Madame, tout ainsi que le bourreau sévère  Attache un patient au funeste gibet,  Et pour le dépêcher lui sert le sifflet,  De même aussi la belle... au gibet de vos charmes,  Vous m'avez attaché... car enfin mes alarmes...  Le soleil... de vos yeux... votre nez... votre main...  Allons-nous-en souper, beau-père, car j'ai faim.  À Léonore."")","('#arlequin', ""Ah, ah, je vous entends. C'est-à-dire, vous dépenserez les libéralités de quelque vieille dupe, qui se sera fort mal à propos coiffée de votre noire peau."")",0.72,Substitution
313,"('#leonore', ""Je souffre en le voyant on ne peut davantage,  Juste ciel qu'il est laid ! Le vilain personnage ! "")",,1.0,Insertion
314,"('#geronte', ""Vous mangerez tantôt il n'est pas encore temps. "")","('#octave', 'À midi, je prendrai un consommé.  À...')",0.6,Substitution
315,"('#arlequin', ""Je suis content, joyeux quand j'exerce mes dents. "")",,1.0,Insertion
316,"('#geronte', 'Vous allez recevoir une lettre bien chère  De la part de Damon. ')",,1.0,Insertion
317,"('#arlequin', 'Qui Damon ? ')",,1.0,Insertion
318,"('#geronte', 'Votre père. ')",,1.0,Insertion
319,"('#leonore', 'Mon père, comment donc serait-il revenu ?  Après avoir été publiquement pendu. ')",,1.0,Insertion
320,"('#geronte', 'Octave depuis peu rendu dans cette ville,  Doit vous en remettre une. ')",,1.0,Insertion
321,"('#leonore', ""Ah ! Qu'il est imbécile,  Et moi j'épouserai cet objet odieux... "")",,1.0,Insertion
322,"('#geronte', 'Le voici justement qui paraît à vos yeux. ')",,1.0,Insertion
323,"('#octave', 'Est-ce là le Seigneur Léandre ? ')",,1.0,Insertion
324,"('#geronte', ""C'est lui-même. "")",,1.0,Insertion
325,"('#octave', ""Enfin je vous rencontre et ma joie est extrême,  Permettez s'il vous plaît que cet embrassement  Vous témoigne mon zèle et mon empressement,  Votre père Damon m'a chargé de vous rendre  Cette lettre. "")",,1.0,Insertion
326,"('#arlequin', ""Monsieur je n'y puis rien comprendre,  Car je ne sais pas lire en tout cas je l'apprends,  Elle me servira dans mes besoins pressants. "")",,1.0,Insertion
327,"('#octave', ""Votre gendre Monsieur, dit qu'il ne sait pas lire. "")",,1.0,Insertion
328,"('#geronte', ""Ne voyez-vous pas bien qu'il ne se plaît qu'à rire.  Je vous laisse mon gendre et je rentre au logis.  À Arlequin."")",,1.0,Insertion
329,"('#arlequin', 'Si vous allez manger, beau-père, je vous suis. ')",,1.0,Insertion
330,"('#geronte', ""Il n'est pas encore temps. "")",,1.0,Insertion
331,"('#arlequin', ""Qu'est-ce à dire beau-père,  N'est-il pas toujours temps de faire bonne chère,  Pour moi j'aime à manger du matin jusqu'au soir,  À la table toujours je fis bien mon devoir. "")",,1.0,Insertion
332,"('#geronte', 'Quand on aura servi on viendra vous le dire. ')",,1.0,Insertion
333,"('#leonore', 'Entrez aussi Monsieur. ')",,1.0,Insertion
334,"('#arlequin', ""Je ne fais que vous nuire  Si je restais ici je pourrais vous troubler,  Peut-être tous les deux vous avez à parler,  Des époux de nos jours j'aime à suivre la mode  Et je me pique d'être un mari commode. "")",,1.0,Insertion
335,"('#leonore', ""Vous me ferez plaisir si vous sortez d'ici,  Car ce certain secret il doit être éclairci,  Et je veux lui parler d'une affaire importante. "")",,1.0,Insertion
336,"('#arlequin', ""S'il ne faut que cela pour vous rendre contente,  Pour ne point vous gêner je consens à partir.  Mais quand vous aurez fait songez à m'avertir,  Je vais en attendant visiter la cuisine. "")",,1.0,Insertion
337,"('#octave', ""Quoi, Madame, c'est là l'époux qu'on vous destine,  Il sera possesseur de vos divins appas.  Il va jouir d'un bien qu'il ne mérite pas,  Son extrême bonheur excite mon envie. "")",,1.0,Insertion
338,"('#leonore', ""Il ne verrait jamais son attente remplie,  S'il consultait mon coeur pour s'unir à mon sort,  Plutôt qu'y consentir je choisirais la mort,  Mais du destin cruel telle est la violence,  Que je dois mes malheurs à mon obéissance. "")",,1.0,Insertion
339,"('#octave', ""Ah ne permettez pas que cet indigne époux,  S'assure d'un bonheur si charmant et si doux,  À la plus vive ardeur donnez la préférence  Et bien loin d'approuver un choix qui vous offense,  Arrachez votre main à ce monstre odieux,  Sur un plus tendre amant daignez jeter les yeux  Me faisant occuper une si belle place  À ma flamme parfaite accordez cette grâce. "")",,1.0,Insertion
340,"('#leonore', ""Quoi Monsieur, vous osez formez un tel espoir,  Croyez-vous que je puisse oublier mon devoir,  Je conçois les malheurs où cet hymen m'expose  Mais enfin de mon sort mon père seul dispose,  Vous avez autre part engagé votre coeur  Il ne doit pas brûler d'une nouvelle ardeur. "")",,1.0,Insertion
341,"('#octave', ""Ah ! Mon âme pour lors n'était pas prévenue,  Vos appas n'avaient pas encore frappé ma vue,  Les crimes de l'amour s'excusent aisément,  Et je dois m'applaudir d'un si beau changement. "")","('#arlequin', ""Je vous quitte de ce détail-là ; je sais par coeur le journal coquet d'un comédien distingué.  Mais, faites-vous réflexion que nous fermons le théâtre, et qu'en France on oublie bien vite ce qu'on n'a plus devant les yeux ?  Croyez-moi, quelque mérite qu'ait un acteur, il cesse de briller quand le théâtre ne le met plus en vogue."")",0.8,Substitution
342,"('#arlequin', ""Vous n'avez pas fini, c'est trop me faire attendre. "")",,1.0,Insertion
343,"('#octave', ""Vous venez à propos j'oubliais de vous rendre  Cinquante louis neufs que m'a donnés Damon,  Pour vous remettre en main. "")",,1.0,Insertion
344,"('#arlequin', ""Il est bon sur ce ton,  Je reçois volontiers cette bourse garnie,  Autant qu'il vous plaira tenez-lui compagnie,  Et poussez votre pointe, adieu le beau garçon,  Je suis, vous le voyez, un mari sans façon.  Il rentre."")",,1.0,Insertion
345,"('#octave', 'Je ne vis de mes jours un époux plus affable. ')",,1.0,Insertion
346,"('#leonore', ""Ah ! Ne m'en parlez point je le trouve effroyable. "")",,1.0,Insertion
347,"('#octave', ""Hé bien d'aucun espoir ne flattez-vous mes feux  Et ne puis-je m'attendre à devenir heureux ? "")",,1.0,Insertion
348,"('#leonore', ""Je me plais à vous voir, en secret je soupire,  Que voulez-vous de plus c'est assez vous en dire. "")","('#octave', ""Je veux me retirer vous dis-je.  Le mérite le plus caché est celui que les dames recherchent avec le plus d'empressement."")",0.49,Substitution
349,"('#octave', 'Ah ! Ce bonheur extrême égale mon amour. ')",,1.0,Insertion
350,"('#leonore', ""Mon père dans ce lieu peut presser son retour,  Cher Octave avec vous je crains d'être surprise. "")",,1.0,Insertion
351,"('#octave', ""Non ne redoutez rien l'amour nous favorise,  C'est lui qui dans mon coeur vient d'allumer ses feux. "")",,1.0,Insertion
352,"('#leonore', 'Entrons. ')",,1.0,Insertion
353,"('#octave', 'Vous obéir est tout ce que je veux. ')",,1.0,Insertion
354,"('#le-docteur', ""J'ai tant couru qu'enfin j'ai su quelque nouvelle,  On m'a nommé le lieu qui renferme Isabelle,  C'est dans ce cabaret qu'elle a porté ses pas,  À ce funeste coup je ne m'attendais pas,  Qui m'eût dit que ma fille à la fleur de son âge,  Aurait eu du penchant pour le libertinage ?  Mais j'aperçois Géronte, il vient fort à propos. "")",,1.0,Insertion
355,"('#le-docteur', ""Maintenant, cher ami, j'ai l'esprit en repos  Isabelle est cachée en cette hôtellerie,  Ne partez point d'ici Géronte, je vous prie,  Car je veux devant vous lui faire la leçon,  Et la traiter ici de la bonne façon.  Il entre dans le cabaret de Colombine."")",,1.0,Insertion
356,"('#geronte', ""Hélas ! Pauvre Docteur, ton sort est déplorable,  Le ciel m'a regardé d'un oeil plus favorable,  En donnant à ma fille un esprit mûr, rassis,  Elle n'écoute point les amoureux transis,  Qui bornent tous leurs voeux à tromper une belle,  Léonore n'est point de l'humeur d'Isabelle,  Elle sait s'écarter d'un chemin trop battu,  Et pratiquer les lois de l'austère vertu. "")",,1.0,Insertion
357,"('#le-docteur', 'Je vous retrouve enfin fille trop criminelle,  Qui désertez ainsi la maison paternelle  Vous avez par la suite animé mon courroux,  Et mon ressentiment doit éclater sur vous. ')",,1.0,Insertion
358,"('#isabelle', 'Ah ! De grâce calmez cette affreuse colère,  Et ressouvenez-vous que vous êtes mon père. ')",,1.0,Insertion
359,"('#le-docteur', 'Contre ton procédé qui ne se récrierait,  Pendarde, quoi déjà tu cours le cabaret. ')","('#arlequin', ""Il est certain négoce où l'on perd beaucoup en quittant boutique."")",1.73,Substitution
360,"('#geronte', ""Docteur votre colère est juste et légitime,  Mais enfin croyez-moi pardonnez lui fort son crime  Que servent les éclats, il vaut mieux filer doux  Il faut la présenter vous-même à son époux,  Le plutôt est le mieux et dans cette journée  Effacez cet affront par un prompt hyménée,  On ne peut pas savoir tout ce qui s'est passé  Et vous ferez fort bien de paraître empressé. "")",,1.0,Insertion
361,"('#le-docteur', 'Mais Léandre... ')",,1.0,Insertion
362,"('#geronte', ""Comment vous y pensez encore,  Il a donné déjà la main à Léonore,  Ainsi n'attendez pas qu'il change de dessein,  Si vous vous en flatter votre espoir sera vain,  Je vais si vous voulez, appeler votre gendre. "")",,1.0,Insertion
363,"('#le-docteur', 'Hé bien soit.  Géronte entre.')",,1.0,Insertion
364,"('#isabelle', ""Juste ciel ! Qu'est devenu Léandre ? Il a pour m'obtenir bien peu d'empressement,  Et je dois mon malheur à son retardement. "")",,1.0,Insertion
365,"('#geronte', 'Voici votre beau-père avec la prétendue. ')",,1.0,Insertion
366,"('#octave', ""Quel objet en ce lieu se présente à ma vue ?  Le Docteur veut me faire un joli présent,  Il me prend pour un autre et le tour est plaisant,  Colombine tantôt m'a parlé de la belle,  Feignons... Quoi c'est donc là la charmante Isabelle ? "")",,1.0,Insertion
367,"('#geronte', 'Oui, Monsieur, et voilà mon ami le Docteur. ')",,1.0,Insertion
368,"('#le-docteur', 'Ma fille avec raison peut vanter son bonheur,  Puisque je lui destine un homme de mérite. ')","('#octave', ""On n'a que faire d'enseigne, quand on est bien achalandé."")",1.8,Substitution
369,"('#geronte', 'Madame permettez que je vous félicite. ')",,1.0,Insertion
370,"('#octave', ""Madame permettez, qu'en qualité d'amant,  Je vous témoigne ici mon tendre empressement,  Ce n'est point comme époux que je prétends paraître,  Mon ardeur sous ce nom le ferait mal connaître,  Et je dois autrement me présenter à vous. "")","('#arlequin', ""Quand on trafique des colifichets, et qu'on n'a que des babioles à vendre, il faut étaler en place marchande pour en avoir le débit.  En un mot, je ne veux point m'associer avec vous."")",1.0,Substitution
371,"('#le-docteur', ""C'est-à-dire, qu'il veut être amant quoique époux. "")",,1.0,Insertion
372,"('#isabelle', ""Imiter votre exemple est ce que je désire,  Et je ne craindrai point à mon tour de vous dire  Que le titre d'épouse a pour moi peu d'appas,  Qu'en cette occasion il ne me touche pas,  Que tout autre pour moi serait bien plus aimable. "")","('#octave', ""Va, va, je n'ai que faire de ta société ; je trouverai bien dans Paris quelque illustre associé qui m'apprendra le fin du commerce."")",1.0,Substitution
373,"('#geronte', ""C'est assez mes enfants allons-nous mettre à table,  Entrons dans le logis. "")",,1.0,Insertion
374,"('#isabelle', 'Ciel qui connaît mes feux,  Daigne, en parant ce coup, satisfaire à mes voeux. ')",,1.0,Insertion
375,"('#octave', 'Amour mon tendre coeur implore ta puissance,  Par un hymen plus doux couronne sa constance. ')",,1.0,Insertion
376,"('#leandre', ""Songeons à profiter d'un moment précieux,  Et sans plus différer abandonnons ces lieux,  Tout est prêt pour partir, fais venir Isabelle. "")",,1.0,Insertion
377,"('#scaramouche', ""En vérité, Monsieur, l'action n'est pas belle,  Vous hasardez beaucoup en cette occasion,  Et l'on me pendre moi par conversation. "")",,1.0,Insertion
378,"('#leandre', ""Finis donc si tu veux, frappe à l'hôtellerie. "")",,1.0,Insertion
379,"('#scaramouche', 'Ne vous emportez pas, mon mignon, je vous prie.  Holà ?  Il frappe.')",,1.0,Insertion
380,"('#pierrot', 'Que voulez-vous ? ')",,1.0,Insertion
381,"('#scaramouche', 'Appelez promptement  La Dame en question. ')",,1.0,Insertion
382,"('#pierrot', ""Vous vous moquez vraiment,  Elle n'est plus chez nous. "")",,1.0,Insertion
383,"('#scaramouche', 'Comment que veux-tu dire ? ')",,1.0,Insertion
384,"('#pierrot', 'Elle est déjà bien loin. ')",,1.0,Insertion
385,"('#leandre', 'Prends-tu plaisir à rire ? ')",,1.0,Insertion
386,"('#pierrot', ""Non son père, vous dis-je, en propre original  Est venu la chercher, morgué qu'il est brutal.  Il l'a d'un bon soufflet d'abord apostrophée Et peu s'en est fallu qu'il ne l'ait décoiffée.  Comment c'est donc ainsi, disait ce loup garou,  Sans ma permission que tu cours le guildou ?  Le docteur pour cacher son chagrin et sa honte  A fait entrer sa fille aussitôt chez Géronte,  Un étranger, dit-on, doit être son époux,  Je le connais fort bien il a logé chez nous.  La pauvre fille avait une grande tristesse,  Aussi l'on ne doit pas débaucher la jeunesse  Et cela n'est pas bien pour moi je sors d'ici,  Que sait-on, vous pourriez me débaucher aussi.  Il rentre. "")",,1.0,Insertion
387,"('#scaramouche', ""Hé bien, qu'en dites-vous ? "")","('#arlequin', ""À quel emploi vous destinez-vous, s'il vous plaît ?"")",0.69,Substitution
388,"('#leandre', ""Ah ! Que viens-je d'entendre ?  À cet affreux malheur aurais-je dû m'attendre ?  Mais malgré les efforts et les soins du Docteur  D'Isabelle je veux être [le] possesseur.  Tu sais bien qu'Arlequin sous le nom de Léandre,  Chez Géronte introduit sera bientôt son gendre,  Il faut pour pallier un important secret,  Respecter Arlequin te dire son valet,  Tu verras aisément la charmante Isabelle,  Et tu lui parleras de mon ardeur fidèle,  Une seconde fois tâche de l'enlever,  J'ai formé ce dessein et tu dois l'achever,  Entends-tu ? "")",,1.0,Insertion
389,"('#scaramouche', ""Vous voulez que j'enlève Isabelle,  Mais si je suis pendu. "")",,1.0,Insertion
390,"('#leandre', ""C'est une bagatelle. "")",,1.0,Insertion
391,"('#scaramouche', ""Oui pour vous, mais pour moi cela change de ton,  J'aimerais mieux avoir trente coups de bâton. "")",,1.0,Insertion
392,"('#leandre', 'Fais ce que je te dis et sans te mettre en peine... ')",,1.0,Insertion
393,"('#scaramouche', 'Scaramouche ! Pour toi la potence est certaine. ')",,1.0,Insertion
394,"('#le-docteur', ""De mon juste courroux tu dois craindre l'effet,  Si tu veux t'obstiner à garder le secret,  Ne me déguise rien, de toi je veux apprendre  Le nom du ravisseur, réponds-moi. "")",,1.0,Insertion
395,"('#isabelle', ""C'est Léandre,  Qui cédant à l'ardeur dont il brûle pour moi,  Par ma fuite a voulu s'assurer de ma foi,  Lui-même m'a conduit dans cette hôtellerie. "")",,1.0,Insertion
396,"('#geronte', ""C'est un peu trop avant pousser l'effronterie,  Le moyen de la croire il était en prison  Dans le temps qu'Isabelle a quitté la maison. "")",,1.0,Insertion
397,"('#le-docteur', ""Tu veux m'en imposer méchante créature,  Je suis persuadé... "")",,1.0,Insertion
398,"('#isabelle', ""C'est la vérité pure  Oui mon père, c'est lui qui possède mon coeur,  Et je ne puis goûter un solide bonheur,  Si pour combler mes voeux le noeud de l'hyménée,  Au sort de cet amant n'unit ma destinée. "")",,1.0,Insertion
399,"('#geronte', ""Je vous plains, mais pourquoi vous flatter de l'avoir,  N'y comptez plus la belle et perdez cet espoir,  Car Léandre sera l'époux de Léonore. "")",,1.0,Insertion
400,"('#isabelle', ""Cruel vous m'arrachez à l'objet que j'adore,  Si rien ne peut changer les rigueurs de mon sort  Barbare je saurai recourir à la mort. "")",,1.0,Insertion
401,"('#le-docteur', ""Ma fille il n'est plus temps de songer à Léandre,  Puisque Octave est ici je ne puis me défendre  De te donner à lui. "")",,1.0,Insertion
402,"('#isabelle', 'Quoi vous ne voulez pas  Autorisant mon choix détourner mon trépas. ')",,1.0,Insertion
403,"('#scaramouche', ""Messieurs vous n'avez pas l'honneur de me connaître,  Excusez, dans ce lieu je viens chercher mon maître. "")",,1.0,Insertion
404,"('#isabelle', ""C'est Scaramouche, hélas que vient-il faire ? "")",,1.0,Insertion
405,"('#scaramouche', ""Je vais feindre avec eux, dissimulez aussi.  On m'a dit qu'il était chez Monsieur son beau-père,  Je voudrais lui parler d'une petite affaire,  Est-il dans le logis.  Haut."")",,1.0,Insertion
406,"('#geronte', 'Comment le nomme-t-on ?  Je ne le connais pas. ')",,1.0,Insertion
407,"('#scaramouche', ""C'est le fils de Damon,  Léandre. "")",,1.0,Insertion
408,"('#le-docteur', 'Parlez-moi sans fard, je vous en prie,  A-t-il conduit ma fille en une hôtellerie ? ')","('#le-comedien', ""Moi ?  Je suis retenu auprès d'une comtesse."")",0.97,Substitution
409,"('#scaramouche', ""Oui sans doute et voilà la Dame en question,  Mais il n'a jamais eu mauvaise intention  Et c'était seulement pour lui payer feuillette. "")",,1.0,Insertion
410,"('#geronte', ""Cette civilité me paraît indiscrète  Il était en prison vous l'accuser en vain "")",,1.0,Insertion
411,"('#scaramouche', ""Je vous jure Monsieur que rien n'est plus certain,  Il m'en a donné l'ordre et pour le satisfaire,  J'ai moi-même prêté la main, à cette affaire. "")",,1.0,Insertion
412,"('#geronte', 'Le voici justement qui vient de ce côté. ')",,1.0,Insertion
413,"('#scaramouche', ""De vos commissions je me suis acquitté,  J'ai porté votre lettre à Monsieur le Vicomte,  Et venais vous chercher cher le Seigneur Géronte,  Je vous ai bien servi. "")",,1.0,Insertion
414,"('#arlequin', 'Que dit donc ce benêt ? ')","('#arlequin', 'Est-ce en qualité de singe ou de doguin ?')",1.19,Substitution
415,"('#geronte', ""Quoi vous méconnaissez jusqu'à votre valet ? "")",,1.0,Insertion
416,"('#arlequin', ""Mon valet dites-vous ? Je n'en eus de ma vie. "")",,1.0,Insertion
417,"('#scaramouche', ""Vous pouvez m'employer au gré de votre envie  Je vous obéirai, je sais trop mon devoir,  Pour manquer au respect qu'un valet doit avoir. "")",,1.0,Insertion
418,"('#arlequin', ""Je ne sais ce que c'est, et c'est me faire outrage  Que vouloir d'un valet grossir mon équipage,  Cet affront est trop grand, et comment le souffrir ?  Quoi donc lorsque je puis à peine me nourrir,  Il faut que j'entretienne encore un domestique ? "")",,1.0,Insertion
419,"('#scaramouche', 'Que dites-vous, Monsieur, quelle mouche vous pique ?  Vous me désavouez, et ne connaissez pas...  . . . . . . . . . . . . .')",,1.0,Insertion
420,"('#arlequin', ""Encore un coup, mon cher, ta tête n'est pas saine  Et c'est mal à propos me causer de la peine. "")",,1.0,Insertion
421,"('#geronte', ""Mon gendre j'ai bien lieu de me plaindre de vous,  Vous manquez un peu trop au devoir d'un époux. "")",,1.0,Insertion
422,"('#arlequin', 'Croyez-vous que toujours on y puisse suffire,  Vous parlez à votre aise et je vous laisse dire. ')",,1.0,Insertion
