,dancourt-deroute-pharaon,dancourt-desolation-des-joueuses,Cost,Operation Type
258,"('#la-marquise', 'Un fauteuil, laquais, un fauteuil.  Ne me laisse pas tomber, ma pauvre Marton, je ne reviendrai point de cet accident-ci, me voilà morte.')","('#l-intendante', ""Un fauteuil, ma pauvre Lisette, un fauteuil.  Ah !  Je n'en puis plus."")",0.38,Substitution
259,"('#belise', ""Qu'est-ce donc ?  Qu'avez-vous, Madame ?"")","('#dorimene', ""Qu'est-ce que ceci ?  Madame l'intendante qui se meurt !"")",1.05,Substitution
260,"('#marton', 'Une suffocation de parolis et de masse en avant, dont bien des femmes vont être malades.')",,1.0,Insertion
261,"('#la-comtesse', ""Elle parait fort mal, vraiment, elle pâlit, elle s'évanouit."")",,1.0,Insertion
262,"('#la-marquise', ""C'est bien pis, mesdames, j'agonise, et le moyen de vivre après un coup comme celui-là."")","('#l-intendante', 'Ah !  Le moyen de vivre, après un coup comme celui-là.  On ne jouera plus au lansquenet !')",0.52,Substitution
263,"('#marton', 'Hé !  Allons, Madame, contre fortune bon coeur, tous les jeux ne sont pas défendus ; et vous pourrez jouer à quelque autre où vous gagnerez peut-être davantage.')","('#lisette', ""Allons, allons, Madame, contre fortune bon coeur ; vous jouerez à quelqu'autre jeu, où vous gagnerez davantage."")",0.0,Match
264,"('#clitandre', ""Vous le voyez, Madame, la publication est pour tout le monde, et vous ne pouvez pas dire qu'une Marquise ne soit pas une personne de grosse qualité."")","('#clitandre', ""Vous le voyez, Madame, la publication est pour tout le monde, et vous ne pouvez pas dire qu'une intendante ne soit une personne de fort grosse qualité."")",0.0,Match
265,"('#la-marquise', ""Hé, mon pauvre Clitandre !  Que me sert-il d'en avoir la qualité, ai-je plus de privilège qu'une simple bourgeoise ?  Et le Pharaon...  Ah !  Je me meurs, Marton."")","('#l-intendante', ""Eh !  Mon pauvre Clitandre, que me sert-il d'en avoir la qualité ?  Ai-je plus de privilège que les autres ?  Et le lansquenet...  Ah !  Lisette, je me meurs !"")",0.0,Match
266,"('#marton', ""Madame a raison, de quelque grande qualité qu'elle soit, le Pharaon n'est-il pas défendu pour elle comme pour sa belle-soeur qui n'est que la femme d'un apothicaire.  Mort de ma vie, Madame, revenez donc à vous, si vous voulez."")","('#lisette', ""Madame a raison ; quoiqu'elle soit femme de qualité, le lansquenet n'est-il pas aussi bien défendu pour elle que pour sa belle-soeur, qui n'est que la femme d'un apothicaire ?"")",0.0,Match
267,,"('#clitandre', 'Elle me ferait rire, malgré mon chagrin.')",1.0,Deletion
268,,"('#lisette', ""Eh !  Allons, allons, Madame ?  Revenez à vous.  S'il vous plaît."")",1.0,Deletion
269,"('#la-comtesse', ""Mais vraiment, c'est tout de bon qu'elle s'est évanouie."")","('#la-comtesse', ""Mais vraiment, c'est tout de bon qu'elle est évanouie."")",0.0,Match
270,"('#belise', 'Quoi sérieusement ?')","('#dorimene', 'Évanouie !')",1.79,Substitution
271,"('#clitandre', ""Parbleu, il n'y a point à rire à cela, Mesdames."")","('#clitandre', ""Parbleu !  Il n'y a point à rire de cela, Mesdames."")",0.0,Match
272,"('#la-comtesse', ""Et tôt, tôt de l'eau des Carmes, de la Reine de Hongrie, du papier brûlé, du vinaigre : il faut lui couper son lacet d'abord."")","('#la-comtesse', ""Eh !  Tôt, tôt, de l'eau de la reine de Hongrie, du papier brûlé, du vinaigre : il faut commencer par la délacer."")",0.0,Match
273,"('#marton', ""Bon, bon, nous n'avons pas besoin de cela, laissez-moi faire, j'ai un remède dans ma poche qui vaudra mieux que tous les autres."")","('#lisette', ""Bon, bon, laissez-moi faire seulement, j'ai dans ma poche un remède bien meilleur que tous ceux-là."")",0.0,Match
274,"('#belise', ""Un jeu de cartes.  Qu'est-ce que tu veux faire ?"")","('#dorimene', ""Un jeu de cartes !  Qu'en veux-tu faire ?"")",0.0,Match
275,"('#marton', ""Vous l'allez voir, il n'y a point de Joueuses que cela ne ressuscite en moins de rien."")","('#lisette', ""C'est un jeu de lansquenet, et il n'y a point de joueuse que cela ne ressuscite en moins de rien.  Vous allez voir."")",0.0,Match
276,"('#clitandre', 'Elle est folle, Mesdames.')","('#clitandre', 'Elle est folle, Madame.  Il faut songer sérieusement à cet évanouissement-là.')",0.16,Substitution
277,"('#la-marquise', 'Ah, juste Ciel !  Quelle main cruelle ma rappelle à la vie ?')","('#l-intendante', 'Ah !  Juste ciel !')",0.6,Substitution
278,,"('#lisette', 'Eh bien que vous ai-je dit ?')",1.0,Deletion
279,,"('#la-comtesse', 'Voilà qui est tout à fait extraordinaire.')",1.0,Deletion
280,"('#marton', ""Que vous ai-je dit ?  C'est une belle chose que la force de la sympathie."")","('#lisette', ""C'est une belle chose que la sympathie.  N'est-il pas vrai ?"")",0.0,Match
281,"('#belise', 'Hé de grâce, Madame, tâchez de sortir de cet accablement.')","('#dorimene', 'Allons Madame.  Quel accablement est-ce là !')",0.19,Substitution
282,,"('#l-intendante', ""Je n'en reviendrai point, Madame, que vous ne ne m'ayez promis de m'accorder une grâce."")",1.0,Deletion
283,,"('#dorimene', 'Vous êtes en droit de me commander, Madame, je fais gloire de vous obéir.')",1.0,Deletion
284,,"('#l-intendante', 'Je suis bienheureuse que Madame_la_Comtesse et Clitandre se rencontrent ici.')",1.0,Deletion
285,,"('#clitandre', 'Puis-je vous être utile à quelque chose, Madame ?')",1.0,Deletion
286,,"('#la-comtesse', 'Je suis tout à votre service ; ordonnez, me voilà prête.')",1.0,Deletion
287,,"('#l-intendante', ""Il viendra quelques personnes encore, que je prierai de la même chose, et je ne crois pas qu'elles me refusent."")",1.0,Deletion
288,,"('#dorimene', 'Parlez, Madame, que souhaitez-vous ?')",1.0,Deletion
289,"('#la-marquise', ""Je n'en sortirai point, Madame, que je ne rejoue malgré la défense."")","('#l-intendante', 'Je voudrais bien, Madame, que malgré la défense, nous jouissions encore de quelques reprises de lansquenet.')",0.62,Substitution
290,,"('#la-comtesse', ""Madame l'intendante a raison, Madame.  Allons, allons, des cartes seulement vite, dépêchons.  Nous ne manquerons pas de joueuses, sur ma parole."")",1.0,Deletion
291,"('#belise', ""Le rétablissement de votre santé coûterait cher, et les mille écus d'amende que l'on s'expose à payer..."")","('#dorimene', ""Mais vous n'y songez pas, Madame, et les mille écus que l'on court risque de payer ?  Les affronts à quoi l'on s'expose..."")",0.13,Substitution
292,"('#la-marquise', ""Et qui saura que nous jouons ?  Nous serons tous intéressés à ne le pas dire.  Et quand on nous surprendrait une fois par mois voilà une belle bagatelle ; il n'y a qu'à faire un fonds pour l'amende en augmentant les rondes pour la payer, il n'y a rien de plus facile."")","('#la-comtesse', ""Bon, bon, bon, voilà de belles bagatelles !  Qui est-ce qui saura que nous jouons ?  Nous serons tous intéressés à ne le point dire et quand nous serions surpris une fois le mois, ce n'est pas une affaire.  Il faudra payer les mille écus, comme l'on paie les cartes, il n'y a rien de plus facile."")",0.0,Match
293,"('#la-comtesse', ""Madame la Marquise a raison.  Où est le boursier ?  Qu'on avertisse les garçons de la chambre, dépêchons, des cartes, et que Monsieur_le_Baron taille jusqu'à l'heure du souper seulement."")",,1.0,Insertion
294,"('#clitandre', ""C'est bien dit.  Allons, Madame, commençons à jouer, je vous en conjure."")","('#l-intendante', 'Oui, Madame_la_Comtesse le prend bien.  Allons, Madame, de grâce, commençons à jouer, je vous en conjure.')",0.0,Match
295,"('#belise', ""Monsieur_le_Baron n'est point ici ; et quand il y serait, il ne taillerait point, je sais ses sentiments."")",,1.0,Insertion
296,"('#la-marquise', ""Il en changera, faisons un Lansquenet en attendant qu'il vienne."")",,1.0,Insertion
297,"('#belise', ""Non, Madame, on ne jouera point ici absolument, j'en connais trop les conséquences."")","('#dorimene', ""Mais, Madame, j'ai peut-être plus de passion pour le jeu que vous n'en témoignez vous-même ; mais vous savez de quelle conséquence..."")",0.81,Substitution
298,"('#la-comtesse', 'Hé !  Madame, vous êtes devenue bien raisonnable.')",,1.0,Insertion
299,"('#belise', ""Les inconvénients m'ouvrent les yeux."")",,1.0,Insertion
300,"('#la-marquise', ""Ma toute bonne, nous ne jouerons que jusqu'à ce que j'aie regagné les milles pistoles que je perdis la semaine dernière, après cela je vous promets de renoncer au jeu pour toute ma vie."")","('#l-intendante', ""Eh !  Madame, nous ne jouerons que jusqu'à ce que j'aie regagné les mille pistoles que je perdis la semaine dernière.  Après cela, je vous promets de renoncer au jeu pour toute ma vie."")",0.0,Match
301,"('#belise', 'Mais si vous continuez de perdre, Madame ?')","('#dorimene', 'Mais, Madame, si vous continuez à perdre ?')",0.0,Match
302,"('#la-marquise', ""Mais, Madame, je ne perdrai point, je gagnerai indubitablement, j'en suis sûre.  Je n'ai engagé mes pierreries que sur ce pied-là, et il faut que je les retire dans quinze jours au plus tard, car Monsieur mon mari arrivera dans ce temps-là."")","('#l-intendante', ""Mais, Madame, je gagnerai indubitablement.  Je n'ai engagé mes pierreries que sur ce pied-là, et il faut que je les retire dans six semaines au plus tard, car Monsieur l'Intendant arrive."")",0.0,Match
303,"('#la-comtesse', 'Ah, voilà notre petit caissier, qui sait les nouvelles apparemment, car il paraît bien en colère.')","('#la-comtesse', 'Ah !  Voilà notre petit caissier qui sait la nouvelle, car il parait bien en colère.')",0.0,Match
304,"('#le-caissier', ""Comment donc, Mesdames, est-ce que l'on ne joue pas aujourd'hui, je ne vois point de carrosses à la porte, personne dans le logis ?  Qu'est-ce que cela veut dire ?"")","('#le-caissier', ""Comment donc, Madame !  Est-ce que l'on ne joue pas aujourd'hui ?  Je ne vois point de carosses à votre porte, personne dans le logis.  Qu'est-ce que cela veut dire ?"")",0.0,Match
305,"('#la-comtesse', 'Monsieur, faites-nous justice de cette défense-là.')","('#la-comtesse', 'Monsieur, faites-nous justice de cette défense-là.')",0.0,Match
306,"('#la-marquise', ""Faites-moi raison, Monsieur, du procédé de Madame, qui ne veut plus qu'on joue chez elle, de peur qu'il ne lui en coûte mille écus : quelle petitesse !  Cela se doit-il faire, mon cher Monsieur.  Et n'est-ce pas une chose qui crie vengeance ?"")","('#l-intendante', ""Faites-moi raison Monsieur, du procédé de Madame, qui ne veut plus que l'on joue chez elle au lansquenet, de peur qu'il ne lui en coûte mille écus.  Cela se doit-il faire, Monsieur, et n'est-ce pas une chose qui crie vengeance ?"")",0.0,Match
307,"('#le-caissier', ""Il n'y aurait plus ici de jeu !  Oh, parbleu, je prétends bien qu'on y joue, moi, et nous verrons si j'en aurai le démenti."")","('#le-caissier', ""Il n'y aurait plus ici de lansquenet !  Oh !  Parbleu !  Je prétends bien qu'on y joue, moi, et nous verrons si j'en aurai le démenti."")",0.0,Match
308,"('#clitandre', ""Ah, ah, voici un assez plaisant caractère d'homme."")","('#clitandre', ""Ah !  Ah !  Voici un homme d'un assez plaisant caractère."")",0.0,Match
309,"('#belise', ""Monsieur, Monsieur Bonne Main, vous vous oubliez, et vous devriez un peu songer qu'on ne parle point de la sorte dans un Hôtel comme celui-ci."")","('#dorimene', ""Monsieur !  Monsieur Surat !  Vous vous oubliez ; et vous devriez un peu songer qu'on ne parle point de la sorte dans une maison comme la mienne."")",0.0,Match
310,"('#le-caissier', ""Un Hôtel, Madame !  Un Hôtel, morbleu !  C'est un bois, c'est un coupe-gorge.  Mais ventrebleu on y jouera comme de coutume, ou je ferai beau bruit pour mon argent."")","('#le-caissier', 'Oh !  Ventrebleu Madame, on y jouera comme de coutume, ou je ferai beau bruit pour mon argent, je vous en réponds.')",0.0,Match
311,"('#belise', 'Que voulez-vous donc dire pour votre argent ?')","('#dorimene', 'Que voulez-vous donc dire, pour votre argent ?')",0.0,Match
312,"('#le-caissier', ""Oui, Madame, pour mon argent ; morbleu, je suis ruiné, si l'on ne joue, mais ventrebleu, vous jouerez les uns et les autres jusqu'à ce que je sois payé de ce qui m'est dû.  Je suis au désespoir, voyez-vous, et j'ai voulu me pendre trois fois depuis ce matin."")","('#le-caissier', ""Oui, Madame, pour mon argent ; morbleu je suis ruiné si l'on ne joue ; mais, ventrebleu !  Vous jouerez les uns et les autres jusqu'à ce que je sois payé de ce qui m'est dû.  Je suis au désespoir, voyez-vous, et j'ai déjà voulu me pendre trois fois depuis ce matin."")",0.0,Match
313,"('#clitandre', 'Le pauvre diable !  Il me fait pitié.')","('#clitandre', 'Le pauvre diable !  Il me fait pitié.')",0.0,Match
314,"('#le-caissier', ""Monsieur, Monsieur Clitandre, vous Madame_la_Comtesse, et vous Madame, je vous en fais les juges, s'il vous plaît ; vous êtes des personnes raisonnables, et vous savez avec quelle bonne foi j'ai prêté mon argent au tiers et au quart depuis un certain temps."")","('#le-caissier', ""Monsieur, Monsieur Clitandre, vous, Madame_la_Comtesse, et vous, Madame, je vous en fais les juges, s'il vous plaît.  Vous êtes des personnes raisonnables, et vous savez avec quelle bonne foi j'ai prêté mon argent au tiers et au quart depuis près de deux ans."")",0.0,Match
315,"('#clitandre', ""Vous ne l'auriez pas fait si vous n'aviez été bien sûr d'y trouver votre compte."")","('#clitandre', ""Assurément, c'est un bon garçon qui ne cherchait qu'à faire plaisir."")",1.93,Substitution
316,"('#le-caissier', ""Bien sûr, Monsieur : à l'un cinquante pistoles, à l'autre deux dents, mille écus à celui-ci, quatre cents à celui-là.  Il m'est dû plus de vingt-cinq mille francs à l'heure qu'il est, et je n'ai point d'autres sûretés que de mauvais billets, des cartes à postes, et la conscience de vingt fripons de profession."")","('#le-caissier', ""À l'un cinquante pistoles, à l'autre deux cents mille écus à celui-ci, quatre cents écus à celui-là.  Il m'est du plus de vingt-cinq mille francs l'heure qu'il est, Monsieur ; et je n'ai point d'autres sûretés que de vieilles cartes à poste."")",0.0,Match
317,"('#la-comtesse', ""Voilà de l'argent bien aventuré si on ne joue plus."")","('#la-comtesse', ""Voilà l'argent perdu, si l'on ne joue plus."")",0.0,Match
318,"('#le-caissier', ""Oh, Madame, on jouera, je n'en serai pas la dupe.  Où diantre, sans cela, pourrais-je attraper tous ceux qui me doivent ?  Pour deux ou trois personnes qui se feront honneur de payer, il y en aurait cinquante dont je ne tirerais jamais un sol.  Voilà Monsieur Clitandre qui me doit cent cinquante pistoles, par exemple, je sais bien pour lui qu'il ne se fera pas tirer l'oreille, mais..."")","('#le-caissier', ""Oh Madame, on jouera, s'il vous plaît ; têtebleu !  Je n'en serai pas la dupe.  Où diantre pourrais-je rattraper tous ceux qui me doivent ?  Pour deux ou trois personnes qui voudront bien payer, il y en aurait cinquante dont je ne tirerais jamais un sou.  Voilà Monsieur Clitandre qui me doit cent cinquante pistoles, par exemple, je sais bien pour lui qu'il ne se fera pas tirer l'oreille mais..."")",0.0,Match
319,"('#clitandre', ""Moi, parbleu, je ne dois vous payer qu'à carte laissée, faites-moi jouer si vous voulez que je m'acquitte."")","('#clitandre', ""Moi, parbleu, je ne vous dois payer qu'à carte laissée.  Faites-moi jouer si vous voulez que je m'acquitte."")",0.0,Match
320,"('#le-caissier', 'Hé bien, Mesdames, que me feront les fripons, si les honnêtes gens en agissent de cette manière ?  Oh, tête-bleu, je vous ferai tous jouer, je vous en réponds.  Allons, Mesdames, des cartes, je vous prie, ou je vais tout tuer.')","('#le-caissier', 'Eh bien Madame, que me feront les fripons, si les honnêtes gens agissent de cette manière ?  Oh !  Têtebleu !  Je vous ferai jouer, je vous en réponds.  Allons, Madame, des cartes, je vous en prie, ou je vais tout tuer.')",0.0,Match
321,"('#belise', 'Monsieur, Monsieur le Caissier, si je fais monter les domestiques.')","('#dorimene', 'Monsieur !  Monsieur le caissier !  Si je fais monter quelques laquais...')",0.0,Match
322,"('#le-caissier', ""Oh !  Ventrebleu, madame, qu'on donne des cartes encore une fois."")","('#le-caissier', ""Ventrebleu Madame, qu'on donne des cartes, ou je tuerai quelqu'un, vous dis-je encore une fois."")",0.16,Substitution
323,"('#belise', ""Allez, mon ami, vous êtes un fou, et c'est en fou qu'il faut vous traiter."")","('#dorimene', ""Vous êtes un fou, mon ami, et c'est en fou que je vais vous faire traiter.  Holà quelqu'un."")",0.0,Match
324,"('#l-intendante', 'Hé, Madame ?')","('#l-intendante', 'Eh !  Madame.')",0.0,Match
325,"('#le-caissier', ""Oui, Madame, je suis fou, et à bon titre, je suis endroit de l'être pour ce qu'il m'en coûte."")","('#le-caissier', ""Oui, Madame, je suis fou, et je suis en droit de l'être pour les vingt-cinq mille francs qu'il m'en coûte."")",0.0,Match
326,"('#la-comtesse', ""Il a raison, dans le fond, cet argent n'est peut-être pas à lui, et je le trouve fort embarrassé."")","('#la-comtesse', ""Le pauvre petit bonhomme !  Il a raison dans le fond, cet argent-là n'est peut-être pas à lui, et je le trouve fort embarrassé."")",0.0,Match
327,"('#le-caissier', ""C'est justement cela, Madame !  Il faudra que je rende mes comptes au premier jour, et il y aura plus de dix mille écus à dire."")","('#le-caissier', ""C'est justement cela, Madame.  Il faut que je rende mes comptes au premier jour, et il y aura plus de vingt-cinq mille francs à dire."")",0.0,Match
328,"('#la-marquise', 'Cela me fait souvenir de mes pierreries, il faut absolument nous laisser jouer, Madame, vous avez beau faire.')","('#l-intendante', 'Il me fait songer a mes pierreries ; il faut que nous jouions, Madame, absolument, vous avez beau faire.')",0.0,Match
329,"('#le-caissier', 'Hé morbleu, Madame, je vous en conjure.')","('#le-caissier', 'Eh, morbleu Madame, je vous en conjure.')",0.0,Match
330,,"('#la-comtesse', 'Allons, ma mignonne ; un peu de pitié pour ce pauvre petit bonhomme.')",1.0,Deletion
331,"('#belise', ""Il n'en sera rien, je vous en réponds."")","('#dorimene', ""Mais, Madame, je ne veux point qu'il m'en coûte mille écus."")",1.71,Substitution
332,,"('#la-comtesse', 'Par charité, ma bonne.')",1.0,Deletion
333,,"('#dorimene', 'Je ne suis point en état de faire des charités si considérables.')",1.0,Deletion
334,"('#le-caissier', ""Tête-bleu Madame, cela n'est pas bien.  Je me pendrai, j'y suis résolu, mon parti est pris ; mais je tuerai quelqu'un avant que je me pende."")","('#le-caissier', ""Têtebleu !  Madame, cela n'est pas bien.  Vous me mettez au désespoir, je me pendrai absolument ; mais je tuerai quelqu'un avant que de me pendre."")",0.0,Match
335,"('#belise', 'Vous êtes un extravagant, prenez-vous de vos chagrins à ceux qui vous doivent.')","('#dorimene', 'Vous êtes un extravagant.  Faites-vous payer comme il vous plaira, et prenez-vous de vos chagrins à ceux qui vous doivent.')",0.0,Match
336,"('#le-caissier', ""Non morbleu, c'est à vous, c'est vous qui avez profité de mon argent, vous m'avez engagé de le prêter aux joueurs à fin de le regagner dans la suite ; mais par la morbleu, je passerai cet article-là dans mes comptes, et vous aurez affaires aux Fermes."")","('#le-caissier', ""Non, morbleu c'est à vous : c'est vous qui avez profité de mon argent.  Vous ne m'engagiez à le prêter aux joueurs, qu'afin de le leur gagner dans la suite ; mais, par la morbleu !  Je passerai cet article-là dans mes comptes, et vous aurez affaire à forte partie."")",0.0,Match
337,"('#clitandre', ""Cette affaire-ci est plus fâcheuse pour lui que pour un autre, et je vous assure qu'il perdra beaucoup."")","('#clitandre', ""Cette affaire-ci est plus fâcheuse pour lui que pour un autre, et je vous assure qu'il perd beaucoup."")",0.0,Match
338,"('#eraste', ""Hé cadédis, Mesdames, qu'avez-vous donc fait à ce pauvre petit Monsieur le caissier ?  Il sort dans une rage épouvantable, je viens de le rencontrer ; il m'a pensé mordre."")","('#eraste', ""Eh !  Bons dieux !  Mesdames, qu'avez-vous fait à ce pauvre petit caissier ?  Je viens de le rencontrer, il sort d'ici dans une rage épouvantable."")",0.0,Match
339,"('#la-comtesse', 'Il prend les choses fort à coeur.')","('#la-comtesse', 'Il prend les choses à coeur, le petit homme.')",0.0,Match
340,"('#la-marquise', ""N'a-t-il pas raison de se désespérer ?  Je ne sais à quoi il tient que je n'en fasse autant ; et si trois ou quatre personnes de résolution voulaient se désespérer avec moi, cela ferait peut-être ouvrir les yeux sur les désordres que ces défenses-là vont causer."")","('#l-intendante', ""N'a-t-il pas raison de se désespérer ?  Je ne sais qui me tient que je n'en fasse autant ; et si trois ou quatre personnes de résolution voulaient se désespérer avec moi, cela ferait peut-être ouvrir les yeux sur les désordres que cette défense va causer."")",0.0,Match
341,"('#eraste', ""Oh très certainement, il est bien sûr qu'on n'a point fait assez réflexion sur les inconvénients qui en peuvent arriver."")","('#eraste', ""Oh !  Pour cela, Madame, il est sûr qu'on n'a point fait assez de réflexion sur les inconvénients qui en peuvent arriver."")",0.0,Match
342,"('#belise', ""Vous voulez plaisanter peut-être ; mais je vous assure qu'il y a bien des choses à dire là-dessus."")","('#dorimene', ""Vous pensez vous moquer, Éraste ; mais je vous assure qu'il y a bien des choses à dire là-dessus."")",0.0,Match
343,"('#eraste', ""Je ne plaisante point, ou la peste m'étouffe : il faut savoir à combien de gens le Lansquenet et le Pharaon étaient utiles."")","('#eraste', 'Moi, Madame, je ne raille point ; et il faut savoir à combien de choses et à combien de gens le lansquenet était utile.')",0.0,Match
344,"('#clitandre', ""Cela passe l'imagination."")","('#clitandre', ""Cela passe l'imagination."")",0.0,Match
345,"('#eraste', ""De quelque manière qu'une Dame fît l'acquisition d'un bijou, on en faisait honneur au Lansquenet ou au Pharaon, et le mari n'avait rien à dire."")","('#eraste', ""Une dame recevait-elle un bijou considérable de quelque amant, le mari n'avait rien à dire, sa femme l'avait gagné au lansquenet."")",0.0,Match
346,"('#la-comtesse', 'Il a raison, cela était fort commode.')","('#la-comtesse', 'Il a raison, cela était fort commode.')",0.0,Match
347,"('#eraste', ""Un fils de famille agiotait, passivement s'entend, il empruntait à grosses usures, faisait une dépense enragée, le père ne s'embarrassait point de cela."")","('#eraste', ""Un fils de famille empruntait à grosses usures, faisait une dépense enragée, le père ne s'embarrassait pas de cela.  Il admirait le bonheur de son fils et l'utilité du lansquenet."")",0.0,Match
348,"('#la-marquise', 'Cela est vrai, Mesdames, il y a mille gens intéressés dans cette affaire, et il faudrait représenter toutes ces choses-là dans un bon mémoire.')","('#l-intendante', 'Cela est vrai, Madame, il y a mille gens intéressés dans cette affaire, et il faut représenter toutes ces choses-là.')",0.0,Match
349,"('#eraste', ""Moi, qui vous parle, moi, je suis à présent l'homme de France le plus embarrassé, peut-être."")","('#eraste', ""Moi, qui vous parle, moi, je suis à présent l'homme du monde le plus embarrassé."")",0.0,Match
350,"('#clitandre', 'Comment donc !  Vous ne jouez presque point, non plus que Valère.')","('#clitandre', 'Comment donc ?  Que vous importe à vous que le lansquenet soit défendu ?  Vous ne jouiez quasi-point, non plus que Dorante.')",0.54,Substitution
351,"('#eraste', ""Je ne jouais pas, mais je paraissais jouer.  Je carabinais, et j'avais beau perdre, je disais toujours en sortant, je gagne ; et cela n'était qu'un prétexte pour ménager la réputation de vingt femmes que je considère, et que voilà maintenant exposées aux traits de la médisance ; ce n'est pas de ma faute."")","('#eraste', ""Cela est vrai mais, on croyait que je jouais du moins, et le lansquenet me servait à ménager la réputation de vingt femmes que je considère et quelque dépense que je fisse, j'en faisais honneur au lansquenet."")",0.0,Match
352,"('#la-comtesse', 'Hé bien, voilà vingt femmes raisonnables perdues de réputation, on a point pensé à toutes ces choses-là, je vous en réponds.')","('#la-comtesse', ""Eh bien, voilà vingt femmes perdues de réputation.  Madame, on n'a point pensé à tout cela assurément."")",0.0,Match
353,"('#eraste', ""Et tous les jeunes gens de Paris que voilà désoeuvrés à l'heure qu'il est, qui vont ne savoir où donner de la tête."")","('#dorimene', ""Bon, Madame, ce n'est rien encore que ce qu'il dit là ; mais tous les jeunes gens de Paris, que voilà désoeuvrés à l'heure qu'il est, qui ne savent où donner de la tête."")",0.0,Match
354,"('#la-marquise', ""Pour moi, Mesdames, je vous l'avoue, je tremble des occupations qu'ils se vont faire."")","('#lisette', ""Pour moi je tremble des occupations qu'ils se vont faire."")",0.0,Match
355,"('#eraste', ""Oh, cadédis, n'ayez point de peur, Madame la Marquise, cela ne vous peut intéresser que par jalousie."")",,1.0,Insertion
356,"('#belise', ""Ah !  Vous voilà, d'où venez-vous, Célide ?"")","('#dorimene', ""Ah vous voilà !  D'où venez-vous, Angélique ?"")",0.48,Substitution
357,"('#celide', 'De votre grand cabinet, Madame, où Monsieur_le_Baron joue au piquet avec un jeune homme que je ne connais point, mais qui est apparemment de la connaissance de Valère ; car il les regarde jouer avec attention.')","('#angelique', ""Je viens de votre chambre, où j'ai laissé Monsieur le chevalier, qui joue au piquet avec un jeune homme que je ne connais point.  Dorante les regarde jouer."")",0.0,Match
358,"('#marton', ""Pour moi je ne les regardés qu'un moment, et la tête me fait un mal horrible.  Ah, pour cela c'est un triste jeu que ce piquet.  Et c'est ce jeu-là qu'il fallait défendre, et non pas le Lansquenet et le Pharaon, qui sont les plus beaux jeux du monde, les plus universels, qui peuvent amuser utilement trente ou quarante personnes à la fois, et où l'on ne saurait faire la moindre petite friponnerie."")","('#lisette', ""Ma foi, je ne les ai regardés qu'un moment, et la tête m'en fait mal.  Il n'y a rien de plus triste que ce piquet ; et c'est ce jeu là qu'il fallait défendre, et non pas le lansquenet, qui est le plus beau jeu du monde, le plus universel, et celui où l'on peut faire le moins de friponneries."")",0.0,Match
359,"('#clitandre', 'Mais cela me passe en effet, attaquer directement ces jeux-là, et souffrir tous les autres ?')","('#clitandre', 'Mais, cela me passe en effet.  Attaquer directement ce pauvre lansquenet, et souffrir tous les autres jeux.')",0.0,Match
360,"('#marton', ""Oui, pourquoi ne pas défendre plutôt ces vilains jeux d'exercices où l'on gagne quelquefois de bonnes pleurésies, et où l'on court risque à tout moment d'être estropié de quelque bon coup de balle ?"")","('#lisette', ""Oui, pourquoi ne pas défendre ces vilains jeux d'exercice, oui l'on gagne le plus souvent de bonnes pleurésies, et où l'on court risque à tous moments d'être assommé de quelques coups de balle ?"")",0.0,Match
361,"('#la-comtesse', ""Oh, pour moi je vous promets bien que si on nec rétablit le Pharaon, je vais apprendre à jouer au mail ou à la Paume ; car enfin, il faut qu'une femme joue, et je ne vois guère que ces jeux-là qui conviennent à une personne de qualité."")","('#la-comtesse', ""Oh !  Pour moi, je vous réponds que si on ne rétablit le lansquenet, j'apprendrai à jouer à la paume, assurément.  Car enfin, il faut bien qu'une femme de qualité joue, et je ne comprends pas qu'il y ait d'autres jeux pour les gens de qualité, que la paume et le lansquenet.  N'est-il pas vrai, ma mignonne ?"")",0.05,Substitution
362,"('#bartolin', ""Je viens de courir pour votre affaire, ma soeur, on ne pressera point le paiement de l'amende, et on la fera diminuer de manière qu'il vous en coûtera peu ; mais il ne faut pas vous exposer à le récidive, on est au guet pour attraper les contrevenants, et les premiers pris paieront pour les autres."")",,1.0,Insertion
363,"('#belise', ""Vous voyez, Mesdames, que j'ai de bonnes raisons pour ne pas permettre qu'on joue, et Monsieur_le_Baron est entier là-dessus."")","('#angelique', 'Vous avez raison, Madame.')",1.4,Substitution
364,"('#bartolin', ""C'est lui qui attire l'attention de la Justice ; il n'y est pas en bon prédicament, et l'on m'a fait voir un petit registre où il est marqué en lettres rouges."")",,1.0,Insertion
365,"('#la-marquise', ""Vous lui en voulez d'ailleurs, Monsieur Bartolin, et il faut que vous soyez prévenu contre lui ; c'est un si honnête homme, qui taille si honorablement."")",,1.0,Insertion
366,"('#le-marquis', 'Allégresse, Mesdames, allégresse, tout va pour le mieux du monde, nous jouerons malgré les jaloux, je viens vous en avertir en diligence.')","('#le-marquis', 'Allégresse Madame, allégresse !  Tout va le mieux du monde, nous jouerons malgré les jaloux, je cours pour vous en avertir.')",0.0,Match
367,"('#la-comtesse', 'Nous jouerons, Mesdames !  Mon cher Marquis, que je vous embrasse pour une si bonne nouvelle.')","('#l-intendante', 'Mon pauvre marquis, que je vous embrasse pour une si bonne nouvelle !')",0.0,Match
