,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
720,,"('#demokos', ""Cela devient impossible de discuter l'honneur avec ses anciens combattants.  Ils abusent vraiment du fait qu'on ne peut les traiter de lâches."")",1.0,Deletion
721,"('#messager', ""Ô magnanime Hector, j'accours aussi de loin  Implorer ta valeur à l'extrême besoin. "")","('#le-geometre', 'Prononce en tout cas le discours aux morts, Hector.  Cela te fera réfléchir...')",0.56,Substitution
722,,"('#hector', ""Il n'y aura pas de discours aux morts."")",1.0,Deletion
723,,"('#priam', 'La cérémonie le comporte.  Le général victorieux doit rendre hommage aux morts quand les portes se ferment.\n')",1.0,Deletion
724,,"('#hector', ""Un discours aux morts de la guerre, c'est un plaidoyer hypocrite pour les vivants, une demande d'acquittement.  C'est la spécialité des avocats.  Je ne suis pas assez sûr de mon innocence..."")",1.0,Deletion
725,,"('#demokos', 'Le commandement est irresponsable.')",1.0,Deletion
726,,"('#hector', ""Hélas, tout le monde l'est, les dieux aussi !  D'ailleurs, je l'ai fait déjà, mon discours aux morts.  Je le leur ai fait à leur dernière minute de vie, alors qu'adossés un peu de biais aux oliviers du champ de bataille, ils disposaient d'un reste d'ouïe et de regard.  Et je peux vous répéter ce que je leur ai dit.  Et à l'éventré, dont les prunelles tournaient déjà, j'ai dit : « Eh bien, mon vieux, ça ne va pas si mal que ça...  » Et à celui dont la massue avait ouvert en deux le crâne : « Ce que tu peux être laid avec ce nez fendu !  » Et à mon petit écuyer, dont le bras gauche pendait et dont fuyait le dernier sang : « Tu as de la chance de t'en tirer avec le bras gauche...  » Et je suis heureux de leur avoir fait boire à chacun une suprême goutte à la gourde de la vie.  C'était tout ce qu'ils réclamaient, ils sont morts en la suçant...  Et je n'ajouterai pas un mot.  Fermez les portes."")",1.0,Deletion
727,"('#hector', ""Qu'est-il donc survenu ? La fortune animée  Faut-elle de garant à l'heur de notre armée ? "")","('#la-petite-polyxene', 'Il est mort aussi, le petit écuyer ?')",1.0,Substitution
728,,"('#hector', ""Oui, mon chat.  Il est mort.  Il a soulevé la main droite.  Quelqu'un que je ne voyais pas le prenait par sa main valide.  Et il est mort."")",1.0,Deletion
729,,"('#demokos', 'Notre général semble confondre paroles aux mourants et discours aux morts.')",1.0,Deletion
730,,"('#priam', ""Ne t'obstine pas, Hector."")",1.0,Deletion
731,,"('#hector', 'Très bien, très bien, je leur parle... Il se place au pied des portes.')",1.0,Deletion
732,,"('#hector', ""Ô vous qui ne nous entendez pas, qui ne nous voyez pas, écoutez ces paroles, voyez ce cortège.  Nous sommes les vainqueurs.  Cela vous est bien égal, n'est-ce pas ?  Vous aussi vous l'êtes.  Mais, nous, nous sommes les vainqueurs vivants.  C'est ici que commence la différence.  C'est ici que j'ai honte.  Je ne sais si dans la foule des morts on distingue les morts vainqueurs par une cocarde.  Les vivants, vainqueurs ou non, ont la vraie cocarde, la double cocarde.  Ce sont leurs yeux.  Nous, nous avons deux yeux, mes pauvres amis.  Nous voyons le soleil.  Nous faisons tout ce qui se fait dans le soleil.  Nous mangeons.  Nous buvons...  Et dans le clair de lune !...  Nous couchons avec nos femmes...  Avec les vôtres aussi..."")",1.0,Deletion
733,,"('#demokos', 'Tu insultes les morts, maintenant ?')",1.0,Deletion
734,,"('#hector', 'Vraiment, tu crois ?')",1.0,Deletion
735,,"('#demokos', 'Ou les morts, ou les vivants.')",1.0,Deletion
736,,"('#hector', 'Il y a une distinction...')",1.0,Deletion
737,"('#messager', 'Ton camp subsiste à peine, et les squadrons Grégeois  Le rechassent vers Troie et de main et de voix. ')","('#priam', 'Achève, Hector...  Les Grecs débarquent...')",0.99,Substitution
738,,"('#hector', ""J'achève...  Ô vous qui ne sentez pas, qui ne touchez pas, respirez cet encens, touchez ces offrandes.  Puisqu'enfin c'est un général sincère qui vous parle, apprenez que je n'ai pas une tendresse égale, un respect égal pour vous tous.  Tout morts que vous êtes, il y a chez vous la même proportion de braves et de peureux que chez nous qui avons survécu et vous ne me ferez pas confondre, à la faveur d'une cérémonie, les morts que j'admire avec les morts que je n'admire pas.  Mais ce que j'ai à vous dire aujourd'hui, c'est que la guerre me semble la recette la plus sordide et la plus hypocrite pour égaliser les humains et que je n'admets pas plus la mort comme châtiment ou comme expiation au lâche que comme récompense aux vivants.  Aussi qui que vous soyez, vous absents, vous inexistants, vous oubliés, vous sans occupation, sans repos, sans être, je comprends en effet qu'il faille en fermant ces portes excuser près de vous ces déserteurs que sont les survivants, et ressentir comme un privilège et un vol ces deux biens qui s'appellent, de deux noms dont j'espère que la résonance ne vous atteint jamais, la chaleur et le ciel."")",1.0,Deletion
739,,"('#la-petite-polyxene', 'Les portes se ferment, maman !')",1.0,Deletion
740,,"('#hecube', 'Oui, chérie.')",1.0,Deletion
741,,"('#la-petite-polyxene', 'Ce sont les morts qui les poussent.')",1.0,Deletion
742,,"('#hecube', 'Ils aident, un petit peu.')",1.0,Deletion
743,,"('#la-petite-polyxene', 'Ils aident bien, surtout à droite.')",1.0,Deletion
744,"('#hector', 'Que font vos compagnons ? Que font vos Capitaines ? ')","('#hector', ""C'est fait ?  Elles sont fermées ?"")",1.05,Substitution
745,,"('#le-garde', 'Un coffre-fort...')",1.0,Deletion
746,,"('#hector', 'Nous sommes en paix, père, nous sommes en paix.')",1.0,Deletion
747,,"('#hecube', 'Nous sommes en paix !')",1.0,Deletion
748,,"('#la-petite-polyxene', ""On se sent bien mieux, n'est-ce pas, maman ?"")",1.0,Deletion
749,"('#messager', ""Ils s'efforcent beaucoup, mais leurs armes sont vaines. "")","('#hector', 'Vraiment, chérie !')",2.0,Substitution
750,,"('#la-petite-polyxene', 'Moi je me sens bien mieux. La musique des Grecs éclate.')",1.0,Deletion
751,"('#hector', 'Et nos Princes Troyens joignent-ils point de près ? ')","('#un-messager', 'Leurs équipages ont mis pied à terre, Priam !')",1.01,Substitution
752,,"('#demokos', ""Quelle musique !  Quelle horreur de musique !  C'est de la musique anti-troyenne au plus haut point !  Allons les recevoir comme il convient."")",1.0,Deletion
753,,"('#hector', ""Recevez-les royalement et qu'ils soient ici sans encombre.  Vous êtes responsables !"")",1.0,Deletion
754,,"('#le-geometre', ""Opposons-leur en tout cas la musique troyenne.  Hector, à défaut d'autre indignation, autorisera peut-être le conflit musical ?"")",1.0,Deletion
755,,"('#la-foule', 'Les Grecs !  Les Grecs !')",1.0,Deletion
756,"('#le-choeur', 'Chacun veut acquérir la palme ou le Cyprès. ')","('#un-messager', ""Ulysse est sur l'estacade, Priam !  Où faut-il le conduire ?"")",0.89,Substitution
757,"('#hector', ""» Il ne faut qu'un poltron pour causer le désordre. "")","('#priam', ""Ici même.  Préviens-nous au palais...  Toi aussi, viens, Pâris.  Tu n'as pas trop à circuler, en ce moment."")",1.57,Substitution
758,,"('#hector', 'Allons préparer notre discours aux Grecs, père.')",1.0,Deletion
759,,"('#demokos', ""Prépare-le un peu mieux que celui aux morts, tu trouveras plus de contradiction. Tu t'en vas aussi, Hécube ?  Tu t'en vas sans nous avoir dit à quoi ressemblait la guerre ? Priam et ses fils sortent."")",1.0,Deletion
760,,"('#hecube', 'Tu tiens à le savoir ?')",1.0,Deletion
761,,"('#demokos', ""Si tu l'as vue, dis-le."")",1.0,Deletion
762,"('#le-choeur', ""Las ! C'est par un malheur, non faute de bien mordre.  Troie armée au combat allégrement courait  Devers l'Ost Argien qui rangé demeurait  Sur les champs étendus, d'où le bruit d'un tonnerre  Semblait comme sortir et rouler par la terre :  L'Olympe en tremblait tout, et les bas fondements  Chancelaient sous les pieds, les clairs hennissements  Des chevaux écumant bruyaient dedans le vide,  Et Xanthe se cachait en son Palais humide.  À grand-peine eut fini cet horrible moment,  Que les camps ennemis d'un raide élancement  Se ruent l'un sur l'autre, et par le fier outrage  De la langue et du bras enveniment leur rage.  L'un défendait tantôt et tantôt assaillait,  L'autre les coups reçus au double rebaillait ;  Le soldat au soldat, le gendarme au gendarme  S'attachait fièrement, en sa mort nulle larme  Il ne versait de l'oeil, ains tombait menaçant  Du trépas jà reçu ceux qui l'allaient pressant.  Les Chefs des deux partis recherchaient dans la presse  Un champion illustre et vanté de prouesse,  Ne voulant pas cueillir dessus le champ d'honneur  Une palme de prix moindre que leur valeur ;  Si bien qu'en mille endroits par l'épée et la lance  On vidait des duels aspirant à l'outrance.  Mais quand aucuns des Grecs plus hautains et plus forts  Ont signalé leurs coups de trois ou quatre morts,  Et ne trouvent plus rien qui veuille faire tête ;  Ils roulent par l'armée ainsi qu'une tempête,  Et n'apercevant point en nos squadrons rangés  Flamboyer ton armet, ils font des enragés,  Comme loups attaquants les boeufs gras d'un herbage,  Tandis que le Pasteur cause au prochain village.  Comment ? Profèrent-ils d'un accent orgueilleux,  Où est donc cet Hector ? Ce Prince merveilleux ?  Ce puissant champion ? Ce gendarme bravache ?  Lorsqu'on en vient aux mains il demeure en sa cache ?  Promettait-il naguère un si brave dessein ?  Andromaque, pensez, le mignarde en son sein,  Tandis que ces soldats sans chef et sans courage,  Victimes de nos mains, tombent en ce carnage.  Ces termes par les Grecs prononcés âprement  Dans les coeurs des Troyens forment l'étonnement ;  Et quoique nos Seigneurs que ce discours désole,  Exhortent vivement d'exemple et de parole,  Courent aux premiers rangs, louent les bons soldats  Et blâment hautement ceux qui font des couards,  Par un fatal destin ; car ainsi je l'appelle,  Notre camp malmené ne bat plus que d'une aile ;  Et s'il ne voit bientôt ton bel astre éclairer,  Il médite sa route et se va retirer.  C'est pitié que de voir nos bandes éclaircies  Des Dolopes guerriers dont les mains sont roussies  Au sang des Phrygiens qui regorge à ruisseaux ;  C'est une horreur de voir les soldats à monceaux  L'un sur l'autre entassés, et les meilleurs gens d'armes  Captifs sous leurs chevaux et pressés de leurs armes.  C'est peu pourtant au prix des longs gémissements,  Des soupirs éclatants, des aigus hurlements  Que jettent alentour de maintes funérailles  Ceux que l'âge et le sexe exemptent des batailles.  Là la ville en frémit, et les bourgeois troublés  Attendent leur ruine en cent lieux assemblés.  Où court si tôt Hector transporté de colère ? "")","('#hecube', ""À un cul de singe.  Quand la guenon est montée à l'arbre et nous montre un fondement rouge, tout squameux et glacé, ceint d'une perruque immonde, c'est exactement la guerre que l'on voit, c'est son visage."")",0.91,Substitution
763,,"('#demokos', ""Avec celui d'Hélène, cela lui en fait deux. Il sort."")",1.0,Deletion
764,,"('#andromaque', 'La voilà justement, Hélène.  Polyxène, tu te rappelles bien ce que tu as à lui dire ?')",1.0,Deletion
765,,"('#la-petite-polyxene', 'Oui...')",1.0,Deletion
766,,"('#andromaque', 'Va...')",1.0,Deletion
767,,"('#helene', 'Tu veux me parler, chérie ?')",1.0,Deletion
768,,"('#la-petite-polyxene', 'Oui, tante Hélène.')",1.0,Deletion
769,,"('#helene', 'Ça doit être important, tu es toute raide.  Et tu te sens toute raide aussi, je parie ?')",1.0,Deletion
770,,"('#la-petite-polyxene', 'Oui, tante Hélène.')",1.0,Deletion
771,,"('#helene', ""C'est une chose que tu ne peux pas me dire sans être raide ?"")",1.0,Deletion
772,,"('#la-petite-polyxene', 'Non, tante Hélène.')",1.0,Deletion
773,"('#le-choeur', 'Après avoir connu comme va notre affaire,  Il va donner quelque ordre à dresser du secours. ')","('#helene', 'Alors, dis le reste.  Tu me fais mal, raide comme cela.')",1.27,Substitution
774,,"('#la-petite-polyxene', 'Tante Hélène, si vous nous aimez, partez !')",1.0,Deletion
775,,"('#helene', 'Pourquoi partirais-je, chérie ?')",1.0,Deletion
776,,"('#la-petite-polyxene', 'À cause de la guerre.')",1.0,Deletion
777,,"('#helene', ""Tu sais déjà ce que c'est, la guerre ?"")",1.0,Deletion
778,,"('#la-petite-polyxene', ""Je ne sais pas très bien.  Je crois qu'on meurt."")",1.0,Deletion
779,,"('#helene', ""La mort aussi tu sais ce que c'est ?"")",1.0,Deletion
780,,"('#la-petite-polyxene', ""Je ne sais pas non plus très bien.  Je crois qu'on ne sent plus rien."")",1.0,Deletion
781,,"('#helene', ""Qu'est-ce qu'Andromaque t'a dit au juste de me demander ?"")",1.0,Deletion
782,,"('#la-petite-polyxene', 'De partir, si vous nous aimez.')",1.0,Deletion
783,,"('#helene', ""Cela ne me paraît pas très logique.  Si tu aimais quelqu'un, tu le quitterais ?"")",1.0,Deletion
784,,"('#la-petite-polyxene', 'Oh !  Non !  Jamais !')",1.0,Deletion
785,,"('#helene', ""Qu'est-ce que tu préférerais, quitter Hécube ou ne plus rien sentir ?"")",1.0,Deletion
786,,"('#la-petite-polyxene', 'Oh !  Ne rien sentir !  Je préférerais rester et ne plus jamais rien sentir...')",1.0,Deletion
787,,"('#helene', ""Tu vois comme tu t'exprimes mal !  Pour que je parte, au contraire, il faudrait que je ne vous aime pas.  Tu préfères que je ne t'aime pas ?"")",1.0,Deletion
788,,"('#la-petite-polyxene', ""Oh !  Non !  Que vous m'aimiez !"")",1.0,Deletion
789,,"('#helene', 'Tu ne sais pas ce que tu dis, en somme ?')",1.0,Deletion
790,,"('#la-petite-polyxene', 'Non...')",1.0,Deletion
791,,"('#hecube', 'Polyxène !')",1.0,Deletion
792,,"('#hecube', ""Tu es sourde, Polyxène ?  Et qu'as-tu à fermer les yeux en me voyant ?  Tu joues à la statue ?  Viens avec moi."")",1.0,Deletion
793,,"('#helene', ""Elle s'entraîne à ne rien sentir.  Mais elle n'est pas douée."")",1.0,Deletion
794,,"('#hecube', ""Enfin, est-ce que tu m'entends, Polyxène ?  Est-ce que tu me vois ?"")",1.0,Deletion
795,,"('#la-petite-polyxene', ""Oh !  oui !  Je t'entends.  Je te vois."")",1.0,Deletion
796,,"('#hecube', ""Pourquoi pleures-tu ?  Il n'y a pas de mal à me voir et à m'entendre."")",1.0,Deletion
797,,"('#la-petite-polyxene', 'Si...  Tu partiras...')",1.0,Deletion
798,,"('#hecube', ""Vous me ferez le plaisir de laisser désormais Polyxène tranquille, Hélène.  Elle est trop sensible pour toucher l'insensible, fût-ce à travers votre belle robe et votre belle voix."")",1.0,Deletion
799,,"('#helene', ""C'est bien mon avis.  Je conseille à Andromaque de faire ses commissions elle-même.  Embrasse-moi, Polyxène.  Je pars ce soir, puisque tu y tiens."")",1.0,Deletion
800,,"('#la-petite-polyxene', 'Ne partez pas !  Ne partez pas !')",1.0,Deletion
801,,"('#helene', 'Bravo !  Te voilà souple...')",1.0,Deletion
802,,"('#hecube', 'Tu viens, Andromaque ?')",1.0,Deletion
803,,"('#andromaque', 'Non, je reste.')",1.0,Deletion
804,,"('#helene', ""L'explication, alors ?"")",1.0,Deletion
805,,"('#andromaque', ""Je crois qu'il la faut."")",1.0,Deletion
806,"('#messager', ""Allez donc l'assister, car au camp je recours  En porter à nos gens l'espoir et la nouvelle. "")","('#helene', ""Écoutez-les crier et discuter là-bas, tous tant qu'ils sont !  Cela ne suffit pas ?  Il faut encore que les belles-soeurs s'expliquent ?  S'expliquent quoi, puisque je pars ?"")",1.28,Substitution
807,,"('#andromaque', ""Que vous partiez ou non, ce n'est plus la question, Hélène."")",1.0,Deletion
808,,"('#helene', 'Dites cela à Hector.  Vous faciliterez sa journée.')",1.0,Deletion
809,"('#le-choeur', ""Ô fortune inconstante, outrageuse, et rebelle !  Jusqu'à quand ce malheur ? Doit-on plus espérer  De voir par les combats notre honneur prospérer ?  Les Cieux sont-ils tournés en faveur de la Grèce ?  À ce coup donc, ô Troie, augmente ta tristesse,  Redouble tes soupirs, le destin rigoureux  Hâte les mouvements de ton sort malheureux ;  Ces voleurs inhumains nous vont faire leur proie,  On dira quelque jour : ici jadis fut Troie,  Là son grand Ilion enclos de plus de tours,  Qu'au cours de l'an entier on ne compte de jours  » Tout périt ici-bas, les hommes, les familles,  » Les maisons, les Palais, les Châteaux et les villes ;  » Et les Empires même ont leur but limité :  » Rien ne saurait durer en toute éternité,  » Que l'éternité seule, et les saisons qui changent  » Font les jours, puis les jours l'un par l'autre se mangent.  Mais voilà pas Hélène ? Elle approche vers nous.  Ô l'unique sujet de la perte de tous,  Tu causes de grands maux, et ce n'est point merveille,  On débattrait mille ans une beauté pareille ;  » Entendons ces soupirs : C'est un contentement  » D'ouïr en son malheur lamenter doucement. "")","('#andromaque', ""Oui, Hector s'accroche à l'idée de votre départ.  Il est comme tous les hommes.  Il suffit d'un lièvre pour le détourner du fourré où est la panthère.  Le gibier des hommes peut se chasser ainsi.  Pas celui des dieux."")",1.16,Substitution
810,"('#helene', ""Ô misérable Hélène ! Ô Dame infortunée !  Tu pleures à bon droit, puisque tu ne fus née  Que pour causer la mort de tant d'hommes vaillants  Au front des murs Troyens à l'envi bataillant.  Cette fleur de beauté qui tombe en peu d'années,  Ces Lys soudain passés, ces roses tôt fanées,  Cet oeil en moins de rien couvert d'obscurité  Devait-il être ô Dieux à tel prix acheté ?  Tant d'illustres Seigneurs, de Princes remarquables  À l'égal ennemis, à l'égal misérables,  Occis pour mon sujet valent-ils moins que moi,  Moi qui vis sans honneur aussi bien que sans foi ?  Je dois d'un trouble étrange avoir l'âme saisie,  Voyant dedans un champ l'Europe avec l'Asie  Combattre pour moi seule, et s'enferrer de coups  Au gré de mes rivaux l'un de l'autre jaloux.  Puis-je vivre assurée au milieu de ces veuves  Qui détestent la Grèce, et maudissent les glaives  Par qui leurs chers maris forcés de tomber bas  Ont épandu la vie au milieu des combats ?  De quelle oeillade, ô Dieux ! Puis-je être regardée  De l'amante fidèle à l'amant accordée,  Qui par un dur destin à la mort succombant  Soupire encor pour elle et la nomme en tombant.  De quel front puis-je voir ces misérables pères  Que la mort de leurs fils envieillit de misères,  Quand leur oeil plein de rage ils élancent sur moi  Qui m'accuse et convainc de causer leur émoi ?  Combien d'aigres tourments et de traverses dures  Endurai-je au dur son des cruelles injures  Que me font les parents, les frères, les amis,  De ceux que l'épée Grecque au monument a mis ?  Ô trois fois malheureuse et quatre fois encore,  Si j'ai perdu l'honneur qui la femme décore,  Dois-je encor désirer l'usufruit de ce jour,  Pour être objet de haine aussi bien que d'amour ?  Las ! Cachons-nous plutôt au centre de la terre  Que d'être le flambeau d'une éternelle guerre :  Puisque j'ai par ma vie allumé ces combats,  Hâtons de les éteindre avecques mon trépas.  Ô Guerriers ennemis, apaisez vos querelles,  Puisque j'ai suscité vos haines mutuelles,  Accourez tous ici pour me ravir d'accord,  Et devant vos deux camps me jugez à la mort.  De vos si longs malheurs je suis seule coupable ;  Seule par la raison faites-moi punissable :  Ainsi des deux côtés nous resterons contents,  Moi de souffrir le mal et vous d'en être exempts.  Mieux vaut que vos combats ce conseil salutaire :  Ô Grégeois, ô Troyens, modérez la colère,  Et si ce n'est par haine, au moins par amitié  Accordez-moi la mort prenant de vous pitié.  Yeux trop clairs à mon dam couvrez-vous de ténèbres ;  Ne voyez plus des jours que vous rendez funèbres ;  Las ! Ne regardez plus sur ces champs beaux et verts  Qui de meurtre et de sang sont pour vous recouverts.  Bouche qui consentis à l'amoureuse envie  Du plus beau des Pasteurs que je fusse ravie,  Ferme-toi désormais, cesse de respirer ;  Misérable ! Es-tu point lasse de soupirer ?  Oreille qui reçus la parole charmeuse  Dont je sentis gagner ma pensée amoureuse  Clos ton entrée aux voix ; que mon âme par toi  N'entende jamais plus blasphémer contre moi.  Perdons avec l'amour toute autre connaissance,  Et montrons que ce fut le sort de ma naissance  Qui porta ces malheurs, non pas ma volonté :  » Un péché fait par force est de blâme exempté. "")","('#helene', ""Si vous avez découvert ce qu'ils veulent, les dieux, dans toute cette histoire, je vous félicite."")",0.96,Substitution
811,"('#le-choeur', ""Ne te désole plus, Hélène,  Bien que le sujet en soit grand :  » Quand le Ciel nous livre à la peine,  » On a beau chercher un garant.  » Celui-là qui le moins y pense  » Fera parfois le plus grand mal,  » Mais il n'est chargé de l'offense  » Quand c'est par accident fatal.  Ô belle, rien ne te contraigne  À troubler ton coeur de souci ;  Tu vaux certes que l'on te plaigne,  Quoique tu causes tout ceci. "")","('#andromaque', ""Je ne sais pas si les dieux veulent quelque chose.  Mais l'univers veut quelque chose.  Depuis ce matin, tout me semble le réclamer, le crier, l'exiger, les hommes, les bêtes, les plantes...  Jusqu'à cet enfant en moi..."")",1.37,Substitution
812,,"('#helene', 'Ils réclament quoi ?')",1.0,Deletion
813,,"('#andromaque', 'Que vous aimiez Pâris.')",1.0,Deletion
814,,"('#helene', ""S'ils savent que je n'aime point Pâris, ils sont mieux renseignés que moi."")",1.0,Deletion
815,,"('#andromaque', ""Vous ne l'aimez pas !  Peut-être pourriez-vous l'aimer.  Mais pour le moment, c'est dans un malentendu que vous vivez tous deux."")",1.0,Deletion
816,,"('#helene', ""Je vis avec lui dans la bonne humeur, dans l'agrément, dans l'accord.  Le malentendu de l'entente, je ne vois pas très bien ce que cela peut être."")",1.0,Deletion
817,"('#le-choeur', ""» L'âme à la vertu vive et prompte  » N'appréhende rien que la honte,  » La honte la peut émouvoir,  » Toute autre passion volage  » Ne pénètre point un courage,  » Qui n'ouvre les yeux qu'au devoir.  » L'homme qui n'est enflé d'audace  » A tendre le coeur et la face :  » Le méchant a le front de fer ;  » Et tant s'en faut qu'il se l'imprime  » De la vergongne de son crime,  » Sa bouche en ose triompher.  » La seule apparence de vice  » Qui dans l'opinion se glisse  » Pour décevoir le jugement,  » Afflige l'âme généreuse  » Que la gloire rend amoureuse,  » Et lui donne un secret tourment.  » Qui n'a soin de sa renommée  » Bien ou mal au monde semée  » N'a l'esprit d'honneur animé :  » Je vous pri' quel autre salaire  » Peut-on attendre de bien faire,  » Que d'en être bien estimé.  » Pourquoi tant d'honorables peines  » Supportent les grands Capitaines ;  » Pourquoi les hasardeux soldats  » S'élancent-ils en tant d'alarmes,  » Sinon pour la gloire des armes  » Qui les célèbre en toutes parts.  » Est-il un seul qui ne désire  » Aux yeux du monde se produire  » Sur le Théâtre de l'honneur :  » Qui buvant les douces louanges  » Des siens et des peuples étranges,  » N'en gratifie à son bonheur ?  » Non qu'il faille qu'une belle âme  » Se confonde au vent de tout blâme  » Qui par l'envie est suscité.  » L'homme que la constance assure,  » Toujours comme un cube demeure  » Ferme en sa propre gravité.  » Qui craindrait trop cette tempête  » Aurait toujours martel en tête,  » Et son coeur serait ébranlé,  » Comme la barque trop légère,  » Qu'Aquilon roue en sa colère  » Sur les sillons du flot salé.  » Il ne fut jamais belle vie  » Exempte de haine et d'envie,  » Le Soleil sans ombre ne luit.  » La course excite la poussière.  » Mais toujours la vive lumière  » Paraît plus claire après la nuit.  » Quoi que tâche la médisance,  » Elle n'aura point la puissance  » D'obscurcir un los mérité.  » Quoiqu'il sorte de la fumée  » D'une flamme bien allumée  » Elle n'éteint point la clarté.  » La vapeur d'une renommée  » Qui s'est en Astre transformée,  » Éclaire comme un beau Soleil,  » Faite plus vive d'âge en âge,  » Sans que jamais aucun ombrage  » L'empêche de luire à notre oeil.  » Encor que le cours de Nature  » Transforme l'homme en pourriture  » Au fond obscur de son tombeau,  » Si survit-il par sa mémoire,  » Et des clairs rayons de la gloire  » Son nom vieillissant devient beau. "")","('#andromaque', ""Vous ne l'aimez pas.  On ne s'entend pas, dans l'amour.  La vie de deux époux qui s'aiment, c'est une perte de sang-froid perpétuel.  La dot des vrais couples est la même que celle des couples faux : le désaccord originel.  Hector est le contraire de moi.  Il n'a aucun de mes goûts.  Nous passons notre journée ou à nous vaincre l'un l'autre ou à nous sacrifier.  Les époux amoureux n'ont pas le visage clair."")",0.94,Substitution
818,"('#andromaque', ""Le méchant inhumain m'a donc abandonnée !  Destin inexorable ! Et vous, noire journée,  Auriez-vous su passer sans apporter un mal,  Un mal qui n'eut jamais ni n'aura point d'égal !  » Ainsi donques vos coups demeurent imparables ?  » Tournez-vous en tous sens, ô mortels misérables,  » Et l'atteinte mortelle en venez éviter.  Hélas ! À quel parti puis-je me rejeter ?  Quel Dieu dois-je prier, ô femme déplorée  Ton âme est à ce coup toute désespérée,  Toute triste et dolente ainçois toute douleur ;  Je n'attends plus nul bien que le dernier malheur.  Repreniez-vous ô Cieux, vos sereines lumières  Pour tromper nos désirs et moquer nos prières ?  Pour frauder notre espoir ? Une telle clarté  Dût-elle servir d'ombre à votre cruauté ?  Mais est-ce de vous seuls que je me dois complaindre ?  Non, c'est de ce cruel qui vous semble contraindre  Par l'audace insensée où le porte son coeur  À verser dessus lui toute votre rigueur.  Ô misérable Hector ! La fureur vengeresse  De quelque grand Démon pour notre dam te presse  Bon gré mal gré, de voir, d'affronter l'ennemi,  De t'en faire litière, et puis tomber parmi.  Est-ce ainsi que tu rends ta promesse observée ?  Quoi, tu nous l'as enfreinte aussitôt qu'achevée ?  À peine le serment de ta bouche est sorti,  Qu'un effet tout contraire a son voeu démenti.  La sainte autorité d'un père vénérable,  La chaude affection d'une mère honorable,  Le désir des parents tout brûlant d'amitié,  Les pleurs et les soupirs d'une chaste moitié,  Bref les voeux d'un pays qui prévoit sa tempête  Ne sont donc que jouets pour le vent de ta tête ?  Rien ne peut arrêter la fureur de tes pas :  Tu cours au précipice où t'attend le trépas.  C'est bien un dur destin qui contre ta nature,  Contre ta douce humeur, contre ta nourriture,  Te fait présomptueux, partial, obstiné,  Pour accomplir en toi le sort prédestiné,  » Quand le dard de la mort la tête nous menace,  » Nous perdons tout_à_coup notre naïve grâce,  » Nos agréables moeurs, notre instinct gracieux,  » Pour devenir hagards, hautains et furieux.  Ô Cassandre ma soeur, notre perte est prochaine !  Tu le dis haut et clair et d'une voix certaine,  En branlant le Laurier dont ton chef est orné ;  Mais quoi ? L'Oracle en vain pour nous te fut donné.  Tu rechantais tantôt que l'incrédule Troie  Par le trépas d'un seul est exposée en proie ;  L'effet de ta parole aujourd'hui sortira ;  Hector s'en va mourir, quand et lui tout mourra. "")","('#helene', ""Et si mon teint était de plomb, quand j'approche Pâris, et mes yeux blancs, et mes mains moites, vous pensez que Ménélas en serait transporté, les Grecs épanouis ?"")",0.85,Substitution
819,,"('#andromaque', 'Peu importerait alors ce que pensent les Grecs !')",1.0,Deletion
820,,"('#helene', ""Et la guerre n'aurait pas lieu ?"")",1.0,Deletion
821,"('#cassandre', ""» Andromaque, cessez, si les puissants Dieux mêmes  » Ne sauraient empêcher que les destins suprêmes  » Des hommes nés mortels du soir au lendemain  » Ne restent accomplis, on pleure bien en vain.  » Mais pensons pour alors que l'orage qui tonne  » N'est pas prêt à tomber quand plus il nous étonne. "")","('#andromaque', ""Peut-être, en effet, n'aurait-elle pas lieu !  Peut-être, si vous vous aimiez, l'amour appellerait-il à son secours l'un de ses égaux, la générosité, l'intelligence...  Personne, même le destin, ne s'attaque d'un coeur léger à la passion...  Et même si elle avait lieu, tant pis !"")",0.4,Substitution
822,,"('#helene', 'Ce ne serait sans doute pas la même guerre ?')",1.0,Deletion
