la-fontaine-climene,cahusac-l-algerien,Score
-,"('#clarice', ""Quoi je pourrai le voir !... Vos bontés aujourd'hui..."")",0.0
-,"('#hassan', ""Eh ! Pourquoi non ? Vous devez me connaître, Fatmé, voyez en moi toujours un tendre ami, Et n'y voyez jamais un maître. Ce Sérail ne vous a causé que trop d'ennui : À tous moments je prétends qu'il vous voie, Ces murs ne sont plus faits, ni pour vous, ni pour lui. Avouez qu'à le voir vous aurez quelque joie ?..."")",0.0
-,"('#clarice', ""Mais... il connaît... ce que j'ai de plus cher ; Et l'amour... du pays...."")",0.0
-,"('#hassan', ""Pourquoi vous en défendre. L'amour de la Patrie est un penchant si tendre... On en triomphe à peine, et même dans Alger. Eh ! Le vôtre, Fatmé, pourrait-il me surprendre ? J'ai beaucoup voyagé ; mais de tous les pays, Celui dont mes regards ont été plus ravis' Où toutes les beautés naissent, où vont se rendre, C'est la France, sans doute : elle est à tous égards, Quoiqu'en dise l'envie et malgré son murmure, Le chef_d_oeuvre de la Nature, Et l'heureux asile des arts. Que votre goût pour elle éclate âmes regards. .11 Mon coeur à ses beautés comme vous est sensible."")",0.0
-,"('#clarice', ""Oh ! Le goût que j'éprouve est un goût invincible."")",0.0
-,"('#hassan', 'Vous trouverez d_Oberval bien changé[.]')",0.0
-,"('#clarice', 'Comment donc !')",0.0
-,"('#hassan', ""Son coeur est plongé Dans une amertume terrible : par un coup imprévu la mort l'a séparé D'une Maîtresse aimable, et tendre autant que belle."")",0.0
-,"('#clarice', 'Ah ! Je respire. Il est fidèle.')",0.0
-,"('#hassan', ""Par la douleur son coeur est déchiré : En voyageant il a cru s'en distraire ; Mais les maux de ce caractère Sont pour un coeur sensible aussi longs que cuisants, Son vaisseau dans le port fut poussé par les vents : À son esprit alors l'amitié me rappelle,  Il me fait avertir ; j'accours à la nouvelle.  Jugez de la douceur de nos embrassements : Il est chez moi depuis ; mais à tous les moments, Sa tristesse se renouvelle. Vous verrez ses regrets... Ses pleurs sont si touchants Oh ! Vous aurez pitié de sa douleur mortelle."")",0.0
-,"('#clarice', ""Elle s'adoucira, peut-être avec le temps."")",0.0
-,"('#hassan', ""Je Vous laisse... En ces lieux je reviens le conduire : Pour vous faire jouir de son étonnement, J'aurai soin de ne pas l'instruire Que vous le connaissez. L'amitié qui m'inspire Voudrait que tout pour vous devint amusement. En revenant. Il sort."")",0.0
-,"('#clarice', ""Ciel, au bonheur que tu me rends, Pourquoi mêler tant de trouble et de crainte ! J'étais maîtresse à peine de mes sens... Mais aux mouvements que je sens Je puis enfin nie livrer sans contrainte."")",0.0
-,"('#isabelle', 'Il est parti. Je guettais le moment. Vous adoucissez-vous ? Êtes-vous moins cruelle ?')",0.0
-,"('#clarice', ""Partagez mes transports... Ah ! Ma chère Isabelle !... Qui pouvait se flatter d'un tel événement !... Quelle joie !... Oui... Je suis dans un ravissement... Tout ce qu'Hassan m'a dit prouve qu'il est fidèle..."")",0.0
-,"('#isabelle', ""Un transport si prompt et si grand, À vous parler vrai me surprend, Sa constance pour vous n'est pas une nouvelle? Vous deviez y compter..."")",0.0
-,"('#clarice', 'Cet agréable instant Est le plus flatteur de ma vie... Vous me voyez transportée et ravie...')",0.0
-,"('#isabelle', ""Eh ! Mais je crois qu'il ne tenait qu'à vous D'avancer un instant si doux, Si vous en aviez bien envie. L'heureux Hassan n'eût point fait le cruel."")",0.0
-,"('#clarice', ""L'heureux Hassan !... Quelle est cette folie ?"")",0.0
-,"('#isabelle', 'Je ne vous blâme point !... Il est fort naturel...')",0.0
-,"('#clarice', ""Qu'a donc Hassan de commun, je vous prie, Avec mes tendres mouvements ?"")",0.0
-,"('#isabelle', ""Oh ! Pour le coup je ne sais que vous dire, 'Sans doute vous voulez sonder mes sentiments ; Mais croyez quelque goût que sa vertu m'inspire, Que je vous vois sans peine achever son bonheur."")",0.0
-,"('#clarice', ""Qui vous parle d'Hassan ? D'où vous vient cette erreur ?"")",0.0
-,"('#isabelle', ""De qui s'agit-il donc ?"")",0.0
-,"('#clarice', 'De d_Oberval sans doute.')",0.0
-,"('#isabelle', ""Est-ce qu'il est ici !"")",0.0
-,"('#clarice', ""Je vous l'ai dit cent fois... Jugez du plaisir que je goûte ? Son coeur est toujours sous mes lois... Il me croit morte, il me pleure sans_cesse. Que j'aurai de plaisir à bannir sa tristesse !... Quelle sera sa joie ! Il va bientôt me voir. Je sens que pour la concevoir, Il faudrait avoir ma tendresse."")",0.0
-,"('#isabelle', ""Votre bonheur m'étonne autant qu'il m'intéresse ; Mais Hassan sait-il votre amour ? Allez-vous quitter ce séjour ? Expliqués-moi comment ?... Oh bon! Voici Dorise. Les fous sont toujours importuns."")",0.0
-,"('#dorise', ""Le destin qui me favorise Fait pour moi des efforts qui ne font pas communs. Mais il me rend en vain un amant qui m'adore Si vous ne secondez mes voeux, Sans doute Hassan ne me retient encore Que pour vous engager à partager ses feux... Que vous a-t-il appris ? Faut-il que je l'ignore ?"")",0.0
-,"('#isabelle', 'Rien du tout.')",0.0
-,"('#dorise', ""Comment rien !... Pour mon coeur amoureux C'est un coup de poignard."")",0.0
-,"('#clarice', ""Tâchez de m'en défaire. Que lui dirai-je ?"")",0.0
-,"('#isabelle', 'Rien, allez. Laissez-moi faire; Vous croyez donc toujours d_Oberval dans ces lieux ? À Dorise.')",0.0
-,"('#dorise', ""Apparemment, j'en puis croire mes yeux."")",0.0
-,"('#isabelle', ""D'une illusion agréable On a bien de la peine à défendre son coeur, Ce qu'on désire avec ardeur Paraît toujours assez croyable ; Mais on revient bientôt de son erreur, Lorsqu'on comme vous un esprit raisonnable."")",0.0
-,"('#dorise', ""Je vous jure... Eh ! Pourquoi voudrais-je vous tromper ? Je l'ai vu. C'est un fait."")",0.0
-,"('#isabelle', 'd_Oberval?')",0.0
-,"('#dorise', 'Oui. Lui-même.')",0.0
-,"('#isabelle', ""Te conçois aisément qu'un amant que l'on aime Maître de notre esprit doit toujours l'occuper ; Vous avez une âme si tendre ...."")",0.0
-,"('#dorise', ""Vous me connaissez bien. C'est une passion... Une ardeur...."")",0.0
-,"('#isabelle', ""Oh ! La chose est facile à comprendre. Tout doit céder sans doute à cette impression, Et dans tous les objets dont la vue est frappée Le coeur cherche, et croit voir ces traits victorieux ; La voix, l'air, les regards dont l'âme est occupée..."")",0.0
-,"('#dorise', ""Quand vous verriez mon coeur vous n'y liriez pas mieux. Son image me fuit... Je crois toujours l'entendre. Je lui parle..."")",0.0
-,"('#isabelle', ""Et voilà d'où naît l'illusion. L'esprit le plus sensé peut se laisser surprendre, Et l'Amour sait son rôle en trompait la raison ;"")",0.0
-,"('#dorise', 'Son idée en effet est assez vraisemblable, Cependant.... mon erreur serait bien pardonnable.')",0.0
-,"('#clarice', ""J'entends du bruit... Ce sont les Bostangi, Que leurs travaux mènent ici. Ils paraissent déjà. Tâchez de vous contraindre."")",0.0
-,"('#dorise', ""Vous n'auriez qu'à vouloir, nous serions tous heureux, Et c'est vous dans le fond qui me rendez à plaindre."")",0.0
-,"('#isabelle', 'Ils avancent... Soyez plus discrète à leurs yeux.')",0.0
-,"('#dorise', ""Oh ! J'aime trop pour pouvoir feindre : Pourquoi d'ailleurs me cacher devant eux ? Je parle pour leur Maître, et je n'ai rien à craindre."")",0.0
-,"('#osmin', ""Demeurez, aimable Axelie, Puisqu'un heureux hasard nous cache à tous les yeux, Daignez m'apprendre, je vous prie, Quel sera près de vous le succès de mes feux. Votre coeur à la fin d'accord avec mes voeux, Voudra-t-il consentir au bonheur de ma vie."")",0.0
-,"('#axelie', ""Osmin, vous me parlez d'un ton bien langoureux... Je suis vive, gaie et badine ; Si l'amour est si sérieux, À vous parler vrai, j'imagine Que vous êtes loin d'être heureux."")",0.0
-,"('#osmin', ""Je vous rends grâces de m'instruire : Si la gaîté peut gagner votre coeur, C'est mon premier talent, et vous n'avez qu'à dire. Qu'un baiser seulement commence mon bonheur, Et vous verrez si je sais rire."")",0.0
-,"('#axelie', ""Oh ! Non pas, s'il vous plaît, je ris sans ce secours. J'aime une gaîté naturelle, Dont la langueur jamais n'interrompe le cours, Qui s'amuse de tout, et qu'un rien renouvelle : La liberté, les biens, les plus tendres amours, Ne sauraient me plaire sans elle."")",0.0
-,"('#osmin', ""Et voilà justement quelle est l'aimable humeur Que donne la Nature aux lieux de ma naissance. Elle aurait dû vous faire naître en France : On pourra réparer peut-être son erreur ; J'en ai du moins quelqu'espérance. Vous connaissez pour moi d'Hassan la confiance : Si je me flattais d'être aimé, D'un projet important que son coeur a formé Je vous ferais la confidence."")",0.0
-,"('#axelie', 'Oh ! Je vous aime assez pour apprendre un secret.')",0.0
-,"('#osmin', ""M'aimez-vous assez pour le taire ?"")",0.0
-,"('#axelie', ""Je n'aurais pas un grand effort à faire : Si j'ai le coeur peu tendre, il est au moins discret."")",0.0
-,"('#osmin', ""Eh bien sachez qu'Hassan va rompre l'esclavage Des Françaises qui sont ici depuis six mois ; Nous les menons en France, et je fais à mon choix Les arrangements du voyage : Il ne faut que m'aimer pour venir avec nous... Ne croyez pas que j'exagère, Dans ce climat aussi riant que doux, Vous verrez tout ce qui peut plaire, Et c'est le seul digne de vous,"")",0.0
-,"('#axelie', ""Sans doute. Qui ne croit que c'est dans sa patrie Qu'on trouve le suprême bien ? Chaque homme sur ce point a la même manie, Et de tous les pays ne vante que le lien."")",0.0
-,"('#osmin', ""Oui. Mais ce que je dis du mien, L'Europe entière le publie. C'est le Ciel le plus beau...."")",0.0
-,"('#axelie', ""Oh ! Cela n'y fait rien : Bientôt le plus beau ciel ennuie."")",0.0
-,"('#osmin', ""J'en conviens. Lorsque comme ici, Et dans tous les pays qu'on appelle Turquie, On paraît ignorer tout le prix de la vie, Que le printemps de l'âge est obscurci Par la honte des fers, la crainte, le souci, Que d'un maître absolu l'on sert la tyrannie, Qu'on ne vit que pour lui"")",0.0
-,"('#axelie', ""Propos de jalousie : Les malheurs de celui qui sert Font le bonheur de celui qui commande ; L'un gagne ce que l'autre perd."")",0.0
-,"('#osmin', ""En Turquie on exige, en France l'on demande..."")",0.0
-,"('#axelie', ""La différence n'est pas grande : Le bien le plus gardé tôt ou tard est offert."")",0.0
-,"('#osmin', ""Cependant votre sexe ici dans l'esclavage Porte d'indignes fers, et languit sous leur poids ; Aussi nous lui rendons un éternel hommage, Tandis qu'en France il goûte l'avantage De vivre libre, et de donner des lois : Nous ne sommes jamais heureux que par son choix. Maîtresses du bonheur, les Belles sont nos Rois."")",0.0
-,"('#axelie', ""Et c'est tout comme ici. Le Turc le plus farouche Soupire, et languit à nos pieds."")",0.0
-,"('#osmin', ""Mais qu'il vous plaise, ou non, il faut que vous feigniez Que son amour vous honore, et vous touche Lors même qu'il s'abaisse il vous donne la loi, Et le Tyran ne vous couronne Que pour vous enchaîner un peu plus près de soi. Une foule d'Argus toujours vous environne, Vous suit partout, vous contraint, ou vous prône : Se faire détester est son affreux emploi. C'est tout le contraire chez moi : Les Belles en tout temps sont comme sur un trône, Leur volonté décide, elle défend, ordonne, On obéit, sans demander pourquoi ; Leur pouvoir est un bien que la beauté leur donne ; Elles sortent sans suite, de rentrent sans effroi, En bravant le courroux du sot qui les soupçonne, Et toujours sur leur bonne foi..."")",0.0
-,"('#axelie', 'Elles ne trompent donc personne !')",0.0
-,"('#osmin', ""Ah ! J'oubliais cet article important. Elles trompent aussi comme par tout le monde : Mais en France tout les seconde, Et ce plaisir est ici plus piquant."")",0.0
-,"('#axelie', 'Vous voilà bien. Pour un mot innocent... ')",0.0
-,"('#osmin', ""Mon Dieu, n'ayons point de querelle, Eh bien sur ce tableau fidèle ?"")",0.0
-,"('#axelie', ""Il pourrait me tenter s'il était ressemblant. Malgré tous vos discours je doute cependant Que la grandeur de vos sultans de France..."")",0.0
-,"('#osmin', ""Oh ! Vraiment, quelle différence ! Je sais que vos sultans en imposant des fers, Se flattent de régner sur cent peuples divers : Leur Empire s'étend jusqu'aux lieux où nous sommes Mais quels sont les humains soumis à leur pouvoir ? Des esclaves tremblants qu'ils dédaignent de voir : Notre Roi règne sur des hommes, Souverain de leurs coeurs l'amour fait leur devoir. Dans un sérail obscur où l'orgueil les resserre, Vos Sultans amollis par d'éternels loisirs, Poids inutiles de la Terre, Abandonnent leur gloire aux bras de leurs vizirs. Le Sultan des Français fait lui-même la guerre, Et ce n'est qu'en héros qu'il se livre aux plaisirs."")",0.0
-,"('#axelie', ""Mais c'est donc un Prince admirable ! Les coeurs doivent voler au devant d'un tel Roi."")",0.0
-,"('#dorise', ""Mon cher Osmin, ayez pitié de moi ; Vous pouvez me tirer d'un état déplorable : J'aime... Oh ! Devant vous je ne me gêne pas. Je vous crois, aimable Axelie, Un très bon coeur, et de plus mon amie : On doit penser fort bien quand on a tant d'appas. À Axelie."")",0.0
-,"('#axelie', 'Le compliment...')",0.0
-,"('#dorise', ""Je n'ai pas le loisir d'en faire. Cher Osmin, il faut me servir... On ne nous entend point ?..."")",0.0
-,"('#osmin', 'En quoi puis-je vous plaire ? Je suis prêt à vous obéir.')",0.0
-,"('#dorise', ""C'est un amour si vif.... Ce n'est plus un mystère... Il est ici. Je veux ou le voir, ou périr. Tu le connais ?"")",0.0
-,"('#osmin', 'Qui donc ?')",0.0
-,"('#axelie', ""Quelqu'un vient ce me semble."")",0.0
-,"('#osmin', 'Pardonnez si je fuis.')",0.0
-,"('#axelie', 'Je vous quitte à regret.')",0.0
-,"('#dorise', 'Dans le bosquet voisin retrouvons-nous ensemble : Je vous apprendrai mon secret.')",0.0
-,"('#hassan', ""Oui, d_Oberval, ainsi pensent les Musulmans : Leur coeur, sans s'arrêter à des recherches vaines, N'aspire qu'à la paix, ne fuit que les tourments : Ce qu'on appelle amour pour eux n'a point de chaînes» Tout fuit dans leurs sérails l'essor de leurs désirs, Si les femmes font leurs plaisirs, Elles ne font jamais leurs peines ; C'est tout ce que mon âme adopte de leurs moeurs."")",0.0
-,"('#d-oberval', ""Je sens par le chagrin qui me fuit et m'accable, Qu'une passion véritable Peut nous causer le plus grand des malheurs ; Clarice est pour mon coeur une source durable D'ennuis, de regrets de de pleurs. Cependant si l'amour a des jours de tristesse, Il sait répandre aussi la plus aimable ivresse Sur ses plus cruelles rigueurs. Chez nous il est bien plus sentiment que faiblesse, En affectant notre âme, il l'émeut, l'intéresse ; Et franchement le vôtre..."")",0.0
-,"('#hassan', 'Est le seul de bon sens : Nous vivons pour nous-mêmes, de tout flatte nos sens. Sur ce point seul nul souci ne nous presse.')",0.0
-,"('#d-oberval', 'Mais comment reçoit-on de pareils sentiments ?')",0.0
-,"('#hassan', ""Fort bien. On nous traite en amants, Et nous n'avons point de maîtresse."")",0.0
-,"('#d-oberval', ""C'est connaître l'amour par ses moindres douceurs. Cette aimable délicatesse Que vous croyez ici le comble des erreurs, Donne seule un prix aux faveurs : C'est elle qui bannit de chez nous la rudesse, Elle calme, adoucit le feu de la jeunesse, Elle pare l'amour des plus tendres couleurs, Elle est l'âme de la tendresse, La source de la politesse, Le piquant des plaisirs, et le charme des coeurs."")",0.0
-,"('#hassan', ""J'adopterais votre système, Si je n'avais passé la saison de l'amour. Mais venons au désir extrême Que j'ai d'aller fixer en France mon séjour."")",0.0
-,"('#d-oberval', 'Je crains que le projet où votre âme se livre Ne séduise trop votre coeur ; Examinez-vous bien avant que de le suivre : Les difficultés me font peur.')",0.0
-,"('#hassan', ""Je sens le prix des jours qui me restent à vivre ; Je veux assurer leur bonheur ; Et pour Alger un fond de répugnance, Des citoyens cruels, de des barbares moeurs, Me font trouver ici l'ennui dans l'opulence, Le chagrin, le dégoût m'accablent, et j'y meurs."")",0.0
-,"('#d-oberval', ""Il ne faut point que votre âme balance, On ne peut fuir avec assez de diligence Un séjour où l'on meurt quand on peut vivre ailleurs. Cependant à voir tout du côté favorable..."")",0.0
-,"('#hassan', ""Je me souviens toujours de ce temps agréable Que nous avons passé vous de moi dans Paris. D'arts, déplaisirs, de jeux quel assemblage aimable ! C'est là que des moments on connaît tout le prix."")",0.0
-,"('#d-oberval', ""Le plaisir, il est vrai, sans cesse s'y varie. Partout ailleurs l'âme languit, On ne fait que traîner sa vie ; Mais à Paris on en jouit."")",0.0
-,"('#hassan', ""Ce peuple heureux semble avoir en partage. L'art de rassembler pour chaque âge Des sociétés, des plaisirs ; Tandis que nous n'avons que le triste avantage De faire partager le poids de nos loisirs À des coeurs malheureux flétris par l'esclavage, Et rampants devant nos désirs"")",0.0
-,"('#d-oberval', ""J'aime à vous voir penser ainsi sur ma patrie, Son goût pour la société À bon droit doit être vanté, Et le vôtre le justifie."")",0.0
-,"('#hassan', ""J'ai vu toutes les Cours, et d'Europe de d'Asie, À la vôtre mon coeur s'est toujours arrêté : Dans ces lieux embellis par l'art et la nature Le ciel a répandu ses faveurs sans mesure. Un Monarque adoré, père de ses sujets, Règle sur leur bonheur de la guerre et la paix, La Justice à ses Lois asservit sa Couronne ; Le zèle de la prudence environnent le Trône, ; Et j'ai vu réunis dans tous les courtisans, La douceur au courage, et la gloire aux talents."")",0.0
-,"('#d-oberval', ""Cher Hassan tous ces traits sont gravés dans mon âme, Et vous peignez d'après mon coeur. Oui. Je me rends. Partons. Même désir m'enflamme. Que Fatmé veuille ou non, laissez-lui son erreur. Vous n'aimez point... D'amour. Votre bonheur....."")",0.0
-,"('#hassan', ""Mais si je vais en France, il me faut une femme ; Et je ne vous cacherai pas Que je verrais avec inquiétude Que l'hymen près de moi ne fixât point ses pas. J'ai pris plaisir, dans cette solitude, À sonder son esprit de j'en fats un grand cas... ; Nous tenons tous à l'habitude... Et vous verrez bientôt combien elle a d'appas."")",0.0
-,"('#d-oberval', ""Je vais de tous mes soins seconder l'entreprise; Et je désire fort que Vous réussissiez."")",0.0
-,"('#clarice', ""On m'avait dit que vous me demandiez."")",0.0
-,"('#hassan', ""Approchez.  C'est Fatmé.  L'amitié m'autorise À souffrir que vous le voyiez. À Clarice. À d'Oberval. À Clarice."")",0.0
-,"('#clarice', 'Je vous avais cru seul excusez ma méprise.')",0.0
-,"('#d-oberval', ""Quelle voix !... Ciel !... Que vois-je !... En croirai-je mes yeux ?... Est-il vrai qu'à ce point le Ciel me favorise !"")",0.0
-,"('#clarice', 'Vous ne vous doutiez pas de trouver dans ces lieux, Sous le nom de Fatmé la nièce de Dorise ?')",0.0
-,"('#d-oberval', 'Cher Hassan quel hasard heureux !... Mon coeur ne peut suffire à cet excès de joie... Se peut-il que je vous revoie ?...')",0.0
-,"('#clarice', 'Contraignez-vous.')",0.0
-,"('#hassan', ""Les Turcs savent-ils bien choisir ?  Convenez qu'on n'a pas le goût meilleur en France."")",0.0
-,"('#d-oberval', ""Oh !... J'en conviens."")",0.0
-,"('#hassan', ""Le Ciel a pris plaisir De la conduire ici par préférence.' N'êtes vous pas charmé..."")",0.0
-,"('#d-oberval', 'Sans doute....')",0.0
-,"('#hassan', 'Sa présence Est le bien le plus doux dont je puisse jouir.')",0.0
-,"('#d-oberval', ""Dans le sérail d'Hassan !... Je n'en puis revenir."")",0.0
-,"('#clarice', 'Rassurez votre contenance, Ou vous allez tout découvrir.')",0.0
-,"('#hassan', 'Votre joie est déjà sur le point de finir ?')",0.0
-,"('#d-oberval', 'Moi !... Point du tout.... ma joie est trop sincère...')",0.0
-,"('#hassan', ""Eh pourquoi donc la retenir ? De toutes les Beautés que mon sérail resserre, Voilà celle que je préfère, Et c'est de votre main que je veux l'obtenir."")",0.0
-,"('#d-oberval', ""Oh ! C'en est trop..."")",0.0
-,"('#clarice', 'Quelle imprudence !')",0.0
-,"('#hassan', ""Elle a quelque scrupule encore ; elle balance ; Mais vous saurez les faire évanouir, J'attends tout de vos soins"")",0.0
-,"('#d-oberval', 'De mes soins !')",0.0
-,"('#hassan', 'Oui sans doute. Vous connaissez mes sentiments.')",0.0
-,"('#d-oberval', 'Il est vrai... Mais...')",0.0
-,"('#hassan', ""Je compte les instants. Examinez-la bien. Jugez ce qu'il m'en coûte, Pour me prêter à ses retardements,"")",0.0
-,"('#d-oberval', ""Oui je juge en effet... Je ne sais que lui dire. Madame... Hassan.. à votre hymen aspire.... Cependant pour pouvoir combattre ses raisons. Il faudrait avant m'en instruire. Il se pourrait que dans le fonds Quelqu'obstacle bien fort.... Bas à Fatmé.  À Clarice.  À Hassan."")",0.0
-,"('#hassan', ""Non, c'est incertitude... Ses alarmes en ma faveur Lui donnent quelqu'inquiétude."")",0.0
-,"('#d-oberval', 'Mais ce motif est pour vous très flatteur.')",0.0
-,"('#hassan', ""Oui, s'il était suivi d'un peu de complaisance, En général des Turcs vous pensez mal en France ; Et je puis sans orgueil imputer se froideur Aux préjugés de sa naissance. Un caprice peut-être entretient sa rigueur ? Gagnez pour moi sa confiance ; Soyez ma caution, répondez de mon coeur."")",0.0
-,"('#d-oberval', ""Très volontiers... Il faut m'armer de patience. Madame, Hassan est... un Turc plein d'honneur Le sort vous a soumise à sa puissance... Dans ce sérail tout doit flatter son espérance : Ses désirs sont des lois... son choix une faveur.... Et la nécessité... Bas.  À Clarice. Tristement."")",0.0
-,"('#clarice', ""L'ingrat doute de ma constance !"")",0.0
-,"('#hassan', ""Remarquez-vous cette aimable rougeur Dont son visage se colore ? Ses yeux plus animés s'embellissent encore... Ce mouvement, sans doute, est un présage heureux. Vous la persuadez."")",0.0
-,"('#d-oberval', ""Ah ! Je suis à la gêne. Cependant... ses refus ( je l'avoue avec peine ) Les craintes, les soupçons qu'elle oppose à vos voeux Pourraient avoir quelque air de vraisemblance... À Hassan."")",0.0
-,"('#hassan', 'Ne hasardez donc point un tel propos ici.')",0.0
-,"('#d-oberval', 'Je me tais, ou je dis toujours ce que je pense.')",0.0
-,"('#hassan', ""C'est me servir fort mal que de parler ainsi ; Et j'aime mieux votre silence."")",0.0
-,"('#clarice', ""Je dois vous éclaircir tous deux, Hassan m'accuse de caprice ; Peut-être d_Oberval aurait-il l'injustice De me croire un défaut encore plus odieux. Je vais vous parler sans mystère. Hassan vous m'êtes cher..."")",0.0
-,"('#hassan', 'Quel discours enchanteur ! Je pourrais espérer de ne vous pas déplaire ?')",0.0
-,"('#d-oberval', 'En pouvez-vous douter ? Madame est trop sincère...')",0.0
-,"('#hassan', 'Cher ami, je vous dois un aveu si flatteur.')",0.0
-,"('#d-oberval', ""À moi !.... L'ingrate ! Bas. "")",0.0
-,"('#clarice', ""Ils sont tous les deux dans l'erreur."")",0.0
-,"('#hassan', ""Il n'est plus rien que je souhaite. Vos bontés à mes yeux augmentent vos appas."")",0.0
-,"('#d-oberval', 'Je suis désespéré : ma disgrâce est complète.')",0.0
-,"('#clarice', ""Je le vois bien, vous ne m'entendez pas."")",0.0
-,"('#hassan', 'Quelle est donc votre idée ?')",0.0
-,"('#clarice', ""Hassan, je le répète : Vous m'êtes cher. Vos vertus, vos bienfaits Sont gravés dans mon coeur, m'occuperont sans cesse, Et je voudrais par ma tendresse Pouvoir remplir tous vos souhaits : Mais de son coeur est-on le maître ? Longtemps avant de vous connaître. L'Amant le plus amiable de le plus amoureux..."")",0.0
-,"('#hassan', ""En voilà plus que je ne veux. N'achevez pas."")",0.0
-,"('#d-oberval', ""Grâce au Ciel, je respire. J'avais prévu quelqu'obstacle puissant, Et j'avais eu le soin de vous le dire. À Hassan."")",0.0
-,"('#hassan', 'Je ne puis revenir de mon étonnement. Et cet amour est-il si violent, Que rien ne puisse le détruire ? À Clarice.')",0.0
-,"('#clarice', ""Non, il est au-dessus de tout événement. Sans nul espoir de revoir mon amant, Il conservait sur moi toujours le même empire. De mon amour tous ces lieux sont témoins : En vain votre amitié, vos bienfaits, de vos soins Adoucissaient mon esclavage Je faisais cas de votre hommage, Je vous plaignais, je n'en aimais pas moins, Et j'en souffrais bien davantage."")",0.0
-,"('#d-oberval', ""Ah ! Je vous reconnais à cet amour constant... Pour le coeur du Français que vous croyez volage... L'amour.... devient... quand il l'engage Une espèce d'enchantement. En France en tout on est extrême... Le Français ordinairement S'attache à l'excès quand il aime ; Il n'est léger que lorsqu'il est indifférent. Moi (sans vouloir me citer pour modèle) D'une maîtresse jeune de belle J'ai su vainement le trépas : Vous m'avez vu rempli de mon ardeur fidèle, Ne vous entretenir que de sa mort cruelle, De mes malheurs, de ses appas, Et mon dernier soupir sera pour elle. Hassan sait un mouvement de surprise. D'Obercal troublé continue."")",0.0
-,"('#clarice', ""Je serai comme vous. Il n'est point de danger..."")",0.0
-,"('#hassan', ""Et c'est-là cet amour que vous vantez en France !"")",0.0
-,"('#d-oberval', 'Mais... sans doute...')",0.0
-,"('#hassan', ""L'amour n'est qu'une extravagance. Elle fera sagement de changer. Fatmé, rentrez. Clarice rentre."")",0.0
-,"('#hassan', ""J'ai peine à me défendre D'un transport dangereux que je veux réprimer."")",0.0
-,"('#d-oberval', 'Quoi ? Voudriez-vous cesser de vous faire estimer ?')",0.0
-,"('#hassan', 'Quel aveu !... Que viens-je entendre ?')",0.0
-,"('#d-oberval', 'Mais, Hassan...')",0.0
-,"('#hassan', ""Laissez-moi. Trop ingrate Fatmé... Une Esclave !... Avouer un amour qui m'offense... Je sens que mon sang allumé Me pousserait à quelque violence. Sortons."")",0.0
