dancourt-metempsychose,dufresny-adieux-des-officiers,Score
-,"('#l-amour', ""Ne permettez rien aux amants,  Ils ne sont que trop inconstants.  Mars et Vénus quittent le lit de repos, et s'avancent."")",0.0
-,"('#mars', ""Mon devoir m'arrache d'auprès de vous, charmante Vénus, il faut vous quitter dans le temps que votre coeur commençait à s'ébranler pour moi ; quel contretemps ! "")",0.0
-,"('#venus', ""Hélas, je suis bien plus à plaindre que vous !  J'ai tout à craindre de votre inconstance ; et une campagne endurcit bien le coeur d'un guerrier."")",0.0
-,"('#le-tambour', ""Il faut, s'il vous plaît, abréger vos dialogues ; vous n'avez que le temps de venir payer votre hôtesse. Bellone a déjà endossé son habit de postillon, elle sera ici dans un moment avec votre chaise de poste. "")",0.0
-,"('#mars', ""Va voir s'il ne manque rien à mon équipage, et laisse-moi profiter de quelques moments que la gloire veut bien accorder à ma tendresse. "")",0.0
-,"('#le-tambour', ""Votre équipage est complet, il ne vous manque rien que de l'argent ; mais, madame Vénus y pourvoira.  À propos, pendant que je suis dans le magasin de Vulcain, je vais vous choisir deux bons éperons de longueur, car je me souviens que votre cheval est toujours rétif quand il faut sortir de Paris. "")",0.0
-,"('#mars', ""Tes discours m'importunent ; retire-toi. "")",0.0
-,"('#le-tambour', 'À voir les cérémonies que votre cheval fait pour sortir des portes, on croirait que le pauvre animal ressent la moitié de la tendresse que vous avez pour madame. ')",0.0
-,"('#mars', 'Hé, laisse-nous en paix. ')",0.0
-,"('#le-tambour', ""Vous souvient-il du tour qu'il vous joua en revenant de Flandres, comme nous sortions de cette hôtellerie... là... où vous devîntes amoureux de la servante ? "")",0.0
-,"('#mars', 'Te tairas-tu maraud ? ')",0.0
-,"('#le-tambour', 'Il faut les laisser seuls : le jour du départ on a mille choses à se dire.  Mais voilà Bellone, dépêchez-vous. Vers Mars.')",0.0
-,"('#bellone', ""Partez, partez, Mars, il est temps ;  Les plaisirs du printemps  Sont indignes de vous ; allez porter la guerre. Aux deux bouts de la terre.  Laissez en paix, au moins pendant six mois,  Nos ménages bourgeois,  C'est le seul bien que vous leur puissiez faire,  Rien n'est si doux  Pour un jaloux  Que votre absence :  Mais vos adieux,  En récompense,  Sont bien dangereux. "")",0.0
-,"('#vulcain', ""Le ciel soit loué !  Voilà Bellone qui va délivrer ma maison de ce grand pendard de Mars.  C'est le plus grand maraud !  Cependant, parce qu'il a de la bravoure, et que je suis naturellement poltron, j'ai mille complaisances pour lui.  Il me prend pourtant envie de venger mon front sur le sien.  Mais, non, c'est un brutal qui n'entend pas raillerie, différons la vengeance jusqu'à ce qu'il soit parti.  Il aime tendrement ma femme, et je ne puis mieux me venger de lui, qu'en rossant ce qu'il aime.  Pour le présent, le plus sûr est de travailler comme si de rien n'était.  Il lève son marteau. Vulcain frappe sur son enclume dans le temps que Mars et Vénus parlent ensemble."")",0.0
-,"('#un-amour', ""Vive la prudence  Du grand dieu Vulcain :  Il voit qu'on l'offense,  Et va toujours son train.  Suivez cet usage,  Mortels indiscrets,  Dans votre ménage  Vous aurez la paix  Vive la prudence  Du grand dieu Vulcain :  Il voit qu'on l'offense,  Et va toujours son train. "")",0.0
-,"('#venus', ""Petit mari ? Moutonnet, mignon, tu fais plus de bruit aujourd'hui qu'à l'ordinaire. Vulcain tourne la tête sans rien dire et frappe toujours. "")",0.0
-,"('#vulcain', ""C'est que je frappe de rage. Il continue de frapper."")",0.0
-,"('#venus', 'Mon petit fils, frappe donc plus doucement, si tu veux épargner ma tête.')",0.0
-,"('#vulcain', ""Tu n'épargnes guères la mienne, toi, carogne. Il frappe encore."")",0.0
-,"('#mars', ""En vérité, monsieur Vulcain, vous n'avez guères de considération pour les femmes."")",0.0
-,"('#vulcain', 'Ni vous pour les maris, monsieur Mars. Il frappe toujours.')",0.0
-,"('#mars', 'Mais vraiment, vous ne songez pas que vous donnez des vapeurs à madame ?')",0.0
-,"('#vulcain', 'Si je lui donne des vapeurs, vous prenez bien soin de les guérir, vous. Il frappe encore.')",0.0
-,"('#mars', 'Par la sambleu, si vous ne cessez de frapper...')",0.0
-,"('#vulcain', ""Monsieur Mars, je vous demande pardon, mais ma besogne presse, et j'ai une nouvelle baguette de Vulcain de commande, que je dois livrer aujourd'hui aux comédiens."")",0.0
-,"('#mars', ""Quand je serai parti, vous forgerez tant qu'il vous plaira."")",0.0
-,"('#vulcain', ""Monsieur, notre grand débit se fait avec les officiers.  Sitôt que vous les aurez emmenés à l'armée, il faudra mettre les baguettes de Vulcain aux vieilles ferrailles."")",0.0
-,"('#mars', ""Ce serait dommage de laisser inutile un instrument qui va chercher l'or jusques dans les entrailles de la terre."")",0.0
-,"('#vulcain', ""Les baguettes qui ne font que chercher l'or sont contrefaites, les véritables l'attirent ; et j'en connais une qui en trois mois a fait venir plus de vingt mille écus à l'hôtel de Bourgogne.  Mais vous me faites perdre ici mon temps mal à propos.  J'ai trop la vogue pour m'amuser à parler gratis, et avec les Parisiens il faut battre le fer quand il est chaud.  Tous ce que je puis faire pour adoucir le bruit des marteaux, c'est de chanter en travaillant.  Il frappe toujours."")",0.0
-,"('#mars', ""Madame, puisqu'il nous empêche de parler bas, il mériterait bien que vous me fissiez une déclaration d'amour, si haut qu'il l'entende. "")",0.0
-,"('#vulcain', ""Si ma femme a la rage  De le dire si haut,  Je repousse l'outrage  À grands coups de marteau,  Je frapperai tant... tant... Il veut frapper Mars. "")",0.0
-,"('#mars', 'Plaît-il ?')",0.0
-,"('#vulcain', ""Sur mon ouvrage,  Que je n'entendrai rien  De tout votre entretien. "")",0.0
-,"('#mars', ""Je vois bien qu'il faut quitter la place.  Voilà un grand brutal."")",0.0
-,"('#venus', 'Je ne verrai donc plus auprès de moi, que ce magot ?  Vous me quittez ?  Ah !')",0.0
-,"('#mars', ""Il faut bien lui faire un peu d'amitié, pour le disposer à vous bien traiter en mon absence.  Je le hais comme tous les diables... Adieu, mon cher ami Vulcain, je suis fâché d'être obligé de vous quitter. À Vulcain. Il l'embrasse."")",0.0
-,"('#vulcain', 'Ah, monsieur ! Il lui laisse tomber son marteau sur les pieds.')",0.0
-,"('#mars', ""Hai !  Au moins je vous recommande de veiller un peu à la conduite de madame votre épouse, pendant mon voyage.  Si vous voulez conserver sa réputation et la vôtre, gardez-vous bien de laisser entrer chez vous tous ces petits demi-dieux blondins et court-vêtus, qui n'attendent que mon départ pour venir fondre ici. "")",0.0
-,"('#vulcain', ""Ma foi, monsieur Mars, un plumet comme vous décrie plus une femme en huit jours d'été, que tous ces messieurs-là en tout un hiver.  Mais baste, un peu d'honneur plus_ou_moins dans une famille, cela ne vaut pas la peine de se brouiller avec un ami tel que vous. "")",0.0
-,"('#mars', 'À propos, ma rondache est-elle achevée de polir.')",0.0
-,"('#vulcain', 'Vous avez ici des armes à choisir. Vénus et les amours arment Mars.')",0.0
-,"('#mars', 'Monsieur mon compère, ne prenez pas la peine...')",0.0
-,"('#vulcain', ""Il est bien juste que je vous coiffe par droit de représailles. Mars s'en va."")",0.0
-,"('#venus', ""Tu veux bien que j'aille le conduire jusqu'au Bourget."")",0.0
-,"('#vulcain', ""Non, non, j'irai bien moi-même."")",0.0
-,"('#venus', 'Tu viens de nous dire que tu as de la besogne pressée ? ')",0.0
-,"('#vulcain', ""Le plus pressé de ma besogne c'est de le faire partir promptement. Songez seulement aux soins de votre ménage ; et pendant mon absence, mettez la paix entre vos deux enfants, qui se mangent le blanc des yeux ensemble. "")",0.0
-,"('#cupidon', 'On a bien de la peine à trouver le moment  De vous dire un mot seulement.')",0.0
-,"('#venus', ""M'a-t-on vu quelquefois refuser audience  À l'amour ? "")",0.0
-,"('#cupidon', ""Rarement. Mais j'ai trop de prudence  Pour paraître quand votre époux  Est en affaire avec vous.  Je parlerais en vain. "")",0.0
-,"('#venus', ""Qu'avez-vous à me dire ?  Comment va l'amoureux empire ? "")",0.0
-,"('#cupidon', ""Toujours de pis en pis, grâce à mon frère aîné.  C'est un amour si mal morigéné. "")",0.0
-,"('#venus', ""Je sais qu'il est sans politesse,  Sans agrément et sans adresse :  Aussi n'est-ce pas lui  Qui dispose aujourd'hui  De la belle tendresse.  Vous avez tous les traits, dont la délicatesse  Charme le coeur, en lui donnant des lois,  Et je n'ai mis dans son carquois  Que ces vieux traits rouillés, dont la pointe émoussée  Conclut l'amour par l'hyménée. "")",0.0
-,"('#cupidon', ""Vraiment, l'hymen et lui  Sont bien mal ensemble aujourd'hui.  C'est un gros débauché, qui m'ôte mes pratiques :  Il dégoûte les coeurs des galantes rubriques  Qui doivent au bonheur disposer le terrain :  Il conduit les amants par le plus court chemin.  Il me prévient partout, disant que c'est l'usage.  Et quand ses traits ont achevé l'ouvrage,  Vous savez que les miens ne servent plus de rien. "")",0.0
-,"('#venus', ""Mon fils, je sais un moyen  Pour rétablir tes droits. C'est d'ordonner aux belles,  D'être cruelles  Seulement jusqu'à trente ans,  Pour donner le loisir à nos jeunes amants  D'apprendre l'art de la galanterie. "")",0.0
-,"('#cupidon', ""Quoi, vous croyez... Mais j'aperçois mon frère.  Je le laisse avec vous, prenez un air sévère.  Il s'en va."")",0.0
-,"('#venus', ""Pour un amour l'attitude est nouvelle. "")",0.0
-,"('#cupidon', ""Dieu vous garde, la maman : je vous trouve bien belle  Aujourd'hui. "")",0.0
-,"('#venus', ""Réponds-moi, qu'as-tu fait du flambeau  Que je t'avais donné ; ton carquois, ton bandeau :  As-tu vendu tout l'équipage ? "")",0.0
-,"('#cupidon', 'Vendu, moi !')",0.0
-,"('#venus', 'Que fait-on ? ')",0.0
-,"('#cupidon', ""Non, je l'ai mis en gage Pour avoir du vin vieux Le nectar a manqué dans la cave des dieux ; Et depuis que Bacchus en ville tient taverne, Il vend cher son vin de Falerne."")",0.0
-,"('#venus', 'Le cabaret, ivrogne, est-il pour les amours ? ')",0.0
-,"('#cupidon', 'Les dames y sont tous les jours. ')",0.0
-,"('#venus', 'Oh, que tu sens le vin ! ')",0.0
-,"('#cupidon', ""............  Depuis que je m'enivre,  Notre négoce en va bien mieux :  L'on aime à voir briller mon flambeau dans mes yeux :  La force du bon vin fait toute ma puissance,  Et j'attaque les coeurs en remplissant la panse.  Quelle fierté pourrait sur la fin d'un repas,  Résister aux appas  De ma trogne vermeille ?  J'embrase plus de coeur avecque ma bouteille,  Que ce petit marmot  Avec son falot.  Il chante."")",0.0
-,"('#venus', ""Si tu ne sais vaincre les belles,  Qu'en faisant débauche avec elles,  Infâme, va régner dans les treize Cantons,  Ou sur les bas Bretons. "")",0.0
-,"('#cupidon', ""Vive, vive Paris, pour les amours bachiques :  Mon frère s'y fat des pratiques,  Mais, ma foi, depuis peu  Le petit fat n'a pas beau jeu.  Les coeurs y sont si durs, que ses petites flèches,  N'y sauraient faire brèches  L'acier en est trop fin.  Pour moi, quand j'ai trempé celle-ci dans le vin,  Je suis très sûr de ma conquête. "")",0.0
-,"('#venus', ""C'est une trahison que d'attaquer la tête,  Lorsqu'on veut affaiblir le coeur"")",0.0
-,"('#cupidon', ""J'ai fait ces trahisons à des femmes d'honneur,  Qui ne m'ont point puni de les avoir trahies. "")",0.0
-,"('#venus', 'Taisez-vous, je ne puis entendre vos folies.  Retirez-vous, voici un laquais de Plutus. Que me veut-il ?  Cupidon se retire.')",0.0
-,"('#le-laquais', ""C'est de la part du dieu des richesses, qui voudrait bien vous rendre visite, pendant que votre mari n'y est pas."")",0.0
-,"('#venus', ""Dis-lui qu'il me fera beaucoup d'honneur. Allez, retirez-vous, je n'ai pas besoin d'amour ici. Aux amours."")",0.0
-,"('#un-des-amours', ""Le maître des dieux  Lorsqu'il est amoureux  D'une simple mortelle,  Ne peut se faire aimer d'elle  Sans votre secours.  Mais pour gagner le coeur même d'une déesse,  Le dieu de la richesse  N'a pas besoin des amours.  Les amours s'en vont."")",0.0
-,"('#venus', ""Montrez-vous donc, Plutus ; car le dieu des richesses est un dieu inutile, tant qu'il reste enfermé sous la clef. Oh, vous êtes un peu plus aimable sous cette figure : mais si vous voulez me plaire vous vous rendrez encore plus palpable. On a bien de la peine à vous développer du métail ! Pour peu que vous fussiez galant, vous me feriez voir le fond du sac. Je serais contente de votre complaisance, si vous vouliez bien parler, et me faire part de cette douce éloquence que les sourds entendent, qui fait parler les muets, et soupirer les plus cruelles.  On ne peut rien de plus galant que cette manière de s'exprimer : mais je sais que vous êtes le premier homme du monde pour soutenir une conversation suivie...  Et qu'on ne se lasse jamais de vous entendre parler : et j'ai appris d'un historien moderne, que vous écrivez des billets plus doux, plus persuasifs, et plus touchants que ceux de Voiture.  Le coffre s'ouvre, et il en sort un sac d'argent. Plutus paraît à la place du sac. Plutus ouvre le sac. Plutus tousse, crache et se dispose comme s'il voulait parler, et tout cela se termine par une grosse bague qu'il tire de son doigt, et qu'il met au doigt de Vénus.  Plutus tire un collier, et le lui donne."")",0.0
-,"('#plutus', 'Hon, hon, hon...  Vous payerez au porteur...  Bon ! Il donne ce billet à Vénus.')",0.0
-,"('#venus', ""Vingt mille francs !  À la fin vos libéralités pourraient bien alarmer ma vertu.  Que faudra-t-il donc que je fasse pour reconnaissance ? S'il ne faut que mon estime, elle vous est acquise.  Que vous êtes pressant, Plutus !  Je vois bien que vous prétendez à mon amitié.  Je la ferais acheter à un autre ; mais pour vous, je vous la donne. Ciel !  Seriez-vous assez téméraire, pour vouloir de l'amour. Vous feriez cet outrage à Vulcain ? Non, je jure par le Styx, que je ne ferai point d'infidélité à mon époux. Plutus lui fait signe qu'il faut qu'elle l'aime. Plutus fait signe qu'il ne se contente pas de cela.  Plutus fait signe qu'il veut autre chose. Plutus fait signe que oui. Plutus fait signe qu'il s'en moque."")",0.0
-,"('#plutus', 'Par le Styx ?')",0.0
-,"('#venus', 'Oui, par le Styx.')",0.0
-,"('#plutus', ""Par le Styx ? Il reprend sa bague, son collier, son billet, et rentre dans le coffre, qui se referme d'abord."")",0.0
-,"('#venus', ""Cette pomme mystérieuse,  Qui croit au pays des Normands,  Preuve que Vénus amoureuse,  A droit, aussi bien qu'eux, de rompre ses serments.  Plutus ?  Plutus ?  J'ai juré par le Styx, il est vrai, ce serment est inviolable pour les dieux : mais les déesses ont des privilèges, et moi surtout, à qui Pâris a donné la pomme, non pas pour ma beauté, comme disent les poètes ; mais seulement parce que je suis la déesse de l'amour.  M'entendez-vous, Plutus, Plutus, mon cher Plutus !"")",0.0
-,"('#vulcain', ""Plutus, Plutus, mon cher Plutus !  Il n'y a point de Plutus pour vous : c'est moi qui ai pris sa figure pour vous éprouver, coquette fieffée.  Oh, je jure par le Styx, moi, qui n'ai pas le privilège de me dédire... "")",0.0
-,"('#venus', ""N'achevez pas, mon cher mari.  Voudriez-vous me punir sans m'entendre ? "")",0.0
-,"('#vulcain', ""Je ne vous ai que trop entendue, de par tous les diables, et il n'a tenu qu'à moi de voir... "")",0.0
-,"('#venus', 'Il est vrai que les apparences sont contre moi : mais... ')",0.0
-,"('#vulcain', ""Tu as beau faire, tes discours ne m'ôteront pas de la tête ce que ta mauvaise conduite y a mis. "")",0.0
-,"('#venus', ""Qu'y a-t-il donc dans ma conduite de si extraordinaire ?  J'aime le plaisir de la conversation : et je choisis un jeune guerrier pour le brillant, et un financier pour le solide.  En vérité il n'y a point de simple mortelle qui n'en fasse autant.  Plutus est bon à ménager, et tu seras trop heureux, quand la guerre sera finie, qu'il te fasse avoir une commission. "")",0.0
-,"('#vulcain', ""Je n'en veux point à ce prix-là. "")",0.0
-,"('#venus', ""À quel prix crois-tu que j'achète les bonnes grâces de Plutus ?  Ne sais-tu pas que c'est une dupe qui paye d'avance, et qui achète, au prix des plus grandes faveurs, quelques minauderies coquettes qui ne tirent pas à conséquence ?  Il est charmé d'une oeillade louche qui va tomber sur son rival : il croit qu'il est le héros de tous les cadeaux qu'il donne, et prend pour une langueur amoureuse, l'ennui mortel que sa conversation me fait souffrir. "")",0.0
-,"('#vulcain', ""Oh, je connais bien la race Plutonique.  Ce drôle-là sème en dieu libéral : mais il recueille en homme avare : et je suis bien trompé si les articles de la recette ne suivent de près ceux de la dépense.  Dites-moi un peu, madame la coquette, quand vous avez rappelé Plutus sur le ton d'une marchande du palais, qui prend au mot un joli chaland : quelle marchandise prétendiez-vous lui livrer ? "")",0.0
-,"('#venus', ""Je prétendais l'amorcer avec de belles espérances, jusqu'à ce que Mars soit de revenu de l'armée, pour le faire déguerpir l'héritage, et faire en sorte qu'il ne reste à Plutus que l'honneur d'avoir fait les améliorations. "")",0.0
-,"('#vulcain', ""Comment, coquine, tu oses encore me parler de ce maraud de Mars ?  Je m'en vais me faire séparer de corps et de biens d'avec toi.  J'ai déjà donné ordre à Mercure d'assembler tous les dieux pour cela, il ne doit pas tarder à venir.  Mais le voici. "")",0.0
-,"('#mercure', ""Seigneur Vulcain, j'ai exécuté vos ordres ; je viens d'avertir les dieux de se trouver dans la salle de l'audience, ils sont déjà à la buvette. "")",0.0
-,"('#vulcain', ""L'assemblée sera-t-elle nombreuse ? "")",0.0
-,"('#mercure', 'Non, la plupart des dieux sont malades, à cause des vins nouveaux. ')",0.0
-,"('#vulcain', ""N'importe, ils seront tous pour moi ; car ma cause est la cause commune. "")",0.0
-,"('#venus', 'Si tous les dieux sont pour vous, les déesses seront pour moi. ')",0.0
-,"('#mercure', ""Nous n'en aurons pas beaucoup ; car la plupart sont allés jouer leur rôle à l'opéra.  Çà, il faut vous mettre en état d'être jugé, avant que les dieux paraissent.  Mettez-vous sur la sellette.  À Vulcain."")",0.0
-,"('#vulcain', ""Une sellette à moi ?  C'est ma femme qui est l'accusée. "")",0.0
-,"('#mercure', 'Dans ces sortes de procès le mari est toujours le patient. ')",0.0
-,"('#vulcain', 'Ô tempora !  Ô mores ! ')",0.0
-,"('#mercure', ""J'ai prié Bacchus de composer un petit breuvage pour adoucir la colère de Vulcain.  Laissez-nous faire, sortez d'ici sans rien dire, et ne paraissez point que je ne vous avertisse. "")",0.0
-,"('#vulcain', 'Où va donc ma femme ? ')",0.0
-,"('#mercure', ""C'est un petit accès de pudeur qui lui vient de prendre.  Elle dit que vous plaidiez pour elle, et que tout ce que vous ferez sera bien fait.  Entre nous, elle sent bien que sa cause est véreuse. "")",0.0
-,"('#vulcain', 'Vous allez voir aussi comme je vais triompher. ')",0.0
-,"('#mercure', ""Les lauriers de ce triomphe là seront bien secs ; je crains bien que leurs feuilles ne tombent par terre, et qu'il ne vous en reste que le bois sur la tête.  Mais j'entends messieurs qui commencent à tousser, le procès est à moitié jugé.  La porte de l'audience s'ouvre. "")",0.0
-,"('#momus', ""L'époux  Jaloux  Qui blâme  Sa femme  Dans le secret de sa maison,  A souvent raison :  Mais lorsqu'il court à l'audience  Publier son mauvais sort,  Plus il prouve l'offense,  Plus il a tort, il a tort, il a tort, il a tort. "")",0.0
-,"('#les-dieux', 'Il a tort, il a tort, il a tort.')",0.0
-,"('#vulcain', ""Monsieur Momus, ne venez pas ici, par vos fades plaisanteries, troubler la gravité de nos juges, elle fait plus de la moitié de leur science.  Il m'a fait oublier la moitié de mon plaidoyer...  Ah, le voici !  Vous voyez devant vous l'affligé Vulcain votre confrère..."")",0.0
-,"('#les-dieux', 'Il a tort, il a tort, il a tort. ')",0.0
-,"('#vulcain', ""Un petit reste de musique, qui était demeuré en l'air. Je dis donc, messieurs... "")",0.0
-,"('#les-dieux', 'Il a tort, il a tort, il a tort. ')",0.0
-,"('#junon', ""Quelle honte est-ce là, messieurs ?  On ne veut pas se donner la peine d'entendre Vulcain ?  Si vus vous moquez d'un dieu qui se plaint de sa femme, que ferez-vous donc à un simple mortel ? "")",0.0
-,"('#jupiter', ""Les mortels ne sont pas si sots que de se plaindre, ils passent ces sortes d'affaires sous silence. "")",0.0
-,"('#vulcain', 'Cela est vrai, ils se contentent de faire imprimer des factums. ')",0.0
-,"('#junon', ""Monsieur Vulcain, criez, tempêtez, faites le diable à quatre, jusqu'à ce qu'on ait rendu justice.  Laissez-moi faire, je vais condamner au carcan tous les époux infidèles. "")",0.0
-,"('#vulcain', ""Tous : donnez-vous-en bien de garde. Il n'y aurait personne pour faire exécuter la sentence. "")",0.0
-,"('#junon', ""J'enrage quand je vois... "")",0.0
-,"('#jupiter', ""Taisez-vous, jalouse ; on voit bien que vous avez de la rancune contre les maris.  Si vous vouliez du bien à Vulcain, vous lui conseilleriez de ne se point faire juger : car le mieux qui lui puisse arriver dans cette affaire, c'est d'avoir tort. "")",0.0
-,"('#vulcain', ""Oui, je commence à comprendre que... Il a tort, il a tort ; n'a pas tout à fait tort.  Car pour avoir un arrêt contre ma femme, je n'ai que faire de venir ici, le public en prononcera plus que je ne voudrais.  Monsieur Jupiter, puisque vous jugez à propos de ne me point juger, au moins donnez-moi quelque consolation dans mon affliction.  Il chante."")",0.0
-,"('#jupiter', ""Il lui présente un boeuf et un mouton.  Mon cher ami Vulcain, pour avoir l'abondance,  Tu dois joindre dans ta maison,  Du boeuf laborieux la sotte patience,  Avec la douceur du mouton.  La plus grande consolation qu'on puisse donner à un mari affligé, c'est l'abondance des biens dans sa maison.  J'ordonne donc que chacun vienne faire un présent à Vulcain, et lui donne un conseil convenable au présent qu'il fera. Je vais commencer. "")",0.0
-,"('#vulcain', ""Ah, Jupiter pour récompense  D'un conseil qui chez moi va causer l'abondance,  Je te veux donner des souhaits.  Que ton voisin chez toi puisse mettre la paix.  Que ta Junon jamais ne gronde,  Lorsque même à ses yeux tu seras déloyal :  Enfin, quoique tu manques au devoir conjugal,  Qu'elle ne laisse pas d'être toujours féconde. "")",0.0
-,"('#junon', ""Allons, ma grand'mère Cybèle,  Tirez donc de votre escarcelle,  Quelque présent  Pour cet enfant.  Cybèle tire de grandes lunettes d'un étui."")",0.0
-,"('#junon', 'Bon, ceci lui convient.  Vulcain, prends ces lunettes,  Pour mieux examiner ce que fait ta moitié.  À Vulcain.')",0.0
-,"('#vulcain', 'Je crains que pour en voir seulement la moitié,  Elles ne soient pas assez nettes.  Mais morbleu, on se moque de moi ! Par la sang... ')",0.0
-,"('#momus', 'De sa Vénus la complaisante adresse,  Quand il voudra peut faire son bonheur.  Mais ta Junon ; en faisant la diablesse,  Te vend bien cher un chimérique honneur. ')",0.0
-,"('#vulcain', ""Et bien souvent une fausse sagesse,  Peut à l'époux causer un vrai malheur.  L'Océan est bien flegmatique.  L'Océan veut parler, et tousse toujours."")",0.0
-,"('#l-ocean', ""Je te fais présent de ma toux.  Rien n'est plus souverain pour un mari jaloux  Qui la rage dans l'âme,  Veut se cacher pour surprendre sa femme. Je souhaite à tous ceux de ta société  Qu'en pareil cas leur gosier irrité,  Trahisse  Leur forte curiosité,  Et leur épargne le supplice,  D'être pleinement convaincus  Qu'on les fait  Cocus.  Il tousse. "")",0.0
-,"('#vulcain', ""Ce qui t'enrhume de la sorte,  C'est que ton épouse Thétys  Te fait souvent coucher sur le pas de la porte,  Pendant que le soleil dissipe ses ennuis. "")",0.0
-,"('#momus', ""Ce dieu brûlant, pendant toute l'année,  Chauffe ton lit, pour te faire plaisir :  Mais un vieux fou qui prend jeune épousée,  C'est une mer qu'on ne saurait tarir. "")",0.0
-,"('#vulcain', ""Lorsqu'un vieillard a la tête chargée,  Il a beau faire, il n'en peut pas guérir. "")",0.0
-,"('#diane', ""Je gardais pour un époux  Le plus brillant des bijoux.  Mais, cousin, ton mauvais ménage  M'a dégoûté du mariage,  Et c'est à toi que je ferai présent  De mon croissant. "")",0.0
-,"('#vulcain', ""Divinité mélancolique,  Astre bizarre et lunatique,  Déesse des pâles couleurs,  Vous faites bien d'éviter les malheurs  Qu'attire après soi l'hyménée :  Car si vous êtes mariée,  Vous feriez votre époux  Jaloux. "")",0.0
-,"('#diane', ""Il n'appartient qu'à Momus, et qu'à vous,  De médire d'une déesse,  Qui fit de cent façons ses preuves de sagesse.  Je le maltraitai fort, dit-on,  Avez-vous oublié la fable d'Actéon ?  Parce qu'il me surpris sans voile et sans cornette,  Dans le bain. Convenez avec sincérité  Qu'il est peu de femme bien faite  Qui pour un cavalier eut cette cruauté. "")",0.0
-,"('#momus', ""Je vous apprends qu'une vieille coquette  Eut l'autre jour la même cruauté :  Et pour l'avoir surprise à sa toilette,  Un cavalier en fut fort maltraité. "")",0.0
-,"('#vulcain', ""Que la pudeur sied bien à la fillette  Lorsqu'elle est jointe avecque la beauté ! "")",0.0
-,"('#pluton', ""Nous sommes destinés tous deux  À commander les malheureux ;  Moi dans l'enfer, toi dans le mariage.  De nos sceptres cornus faisons donc le partage. "")",0.0
-,"('#vulcain', ""Ton lot n'est pas égal au mien :  Car si tous les cocus venaient me rendre hommage,  Mon empire serait bien plus grand que le tien. "")",0.0
-,"('#bacchus', ""Ah, ah, ah, compère Vulcain,  Ah, ah, ah, le plaisant usage  D'être chagrin du cocuage !  Hé, hé, ce n'est pas être sage,  De pleurer en secret  Quand on a chez soi le sujet  Qui fait rire, qui fait rire le voisinage.  Il donne un verre à Vulcain, et à tous les autres dieux, et leur verse à boire."")",0.0
-,"('#momus', ""Que chacun vienne remplir son verre,  Pour boire à la santé du cousin.  Voici le quinquina salutaire,  Qui guérit la fièvre de Vulcain,  Partagez tous cette médecine.  Maudit soit qui ne s'en munira,  Contre un mal qui prend à la sourdine :  Si vous ne l'avez il vous viendra. "")",0.0
-,"('#vulcain', ""Faites-en encor tirer chopine,  L'on trouvera bien qui le boira. "")",0.0
-,"('#jupiter', 'Quand le soin de gouverner le monde  Commence de troubler mon cerveau,  Je bois quelques santés à la ronde,  Pour me soulager de ce fardeau.  Mais si les chagrins de ton ménage  Sont beaucoup plus lourds à supporter,  En buvant quatre coups davantage,  Tu seras plus fort pour le porter. ')",0.0
-,"('#vulcain', ""Quand la tête souffre le dommage,  C'est la tête qu'il faut conforter. "")",0.0
"('#faunus', ""Comment ! Écoutez donc, Corine, je vous prie,  Ne vous avisez pas d'aller me faire ici  De mauvaise plaisanterie ;  Je n'aime pas la raillerie,  Et ce n'est pas un jeu que cette affaire-ci.  Elle ne répond point, elle s'est écartée :  Où la trouver et comment ?  Voilà pour un commencement,  Un bel effet de la bague enchantée : Jupiter ne sait ce qu'il fait,  Il me donne en partant à garder sa Bergère,  Et par Bacchus il envoie un secret  Pour empêcher de voir ce qu'elle voudra faire.  Je suis moi-même un grand sot aujourd'hui,  De n'avoir pas prévu la chose ;  Mais quand je l'aurais fait, je n'ose  Croire avoir plus d'esprit que lui.  À quoi la passion expose !  Elle obscurcit l'esprit, elle aveugle les yeux,  Et l'Amour, qui se rit de tous tant que nous sommes,  Fait assez souvent faire aux Dieux  Autant de sottises qu'aux hommes.  Quel parti prendre ! Il faut tâcher  Adroitement de faire en sorte  De rattraper la bague, et surtout d'empêcher  Que de ces lieux l'invisible ne sorte ;  Courons, et redoublons la garde de la porte,  Si on ne la voit pas, on pourra la toucher. "")","('#junon', ""Si Bacchus ne peut guérir l'outrage,  Que Vénus vient de faire à Vulcain,  Au moins il lui donne le courage  D'aller se venger chez son voisin  Mais que peut le vin sur une femme,  Qui ne veut point trahir son honneur ?  Il ne fait qu'allumer dans son âme  Le feu d'une jalouse fureur. "")",0.5975392460823059
