aubignac-pucelle,aubignac-pucelle-prose,Score
-,"('#le-comte', ""Pourquoi me faites-vous un reproche dont mes déportements ne vous peuvent donner aucun sujet ?  Vous ai-je jamais parlé qu'avez respect ?  Et vous ai-je jamais demandé autre chose qu'une simple reconnaissance du bien que je désirais vous procurer  ? Aimer vos beautés n'est pas un crime, et servir l'objet qu'on aime est un devoir bien raisonnable."")",0.0
-,"('#la-pucelle', ""Quoi ? Tu penses me tromper, et sous une parole feinte me cacher un coeur dont je vois les sentiments ?  Ta conscience te tient le même langage que moi ; il est vrai qu'en ton amour il y a quelque bonne inclination à ma faveur : ma misère te donne de la compassion, et par un effet nouveau, cette passion de chair et de sang, rend le tien plus clairvoyant : et ce feu malicieux contraire à mon honneur, te donne quelque lumière de mon innocence ; tu connais bien que je ne suis pas magicienne, ni coupable d'aucun forfait : et si tu pouvais sauver ma vie sans blesser ta grandeur, tu croirais avoir fait une action généreuse ; aussi de tous mes juges seras-tu le moins coupable, et peut-être le moins rigoureusement puni.  Peut-être n'auras-tu point d'autre supplice après ma mort que le regret de ma mort : peut-être que ta passion qui fait ton crime sera ta peine, et comme tu ne m'as outragée que dans toi-même, tu ne seras peut-être châtié qu'en toi-même.  Meurs en repos comme les hommes, et non pas en fureur comme les criminels."")",0.0
-,"('#le-comte', ""Je vous proteste, Généreuse fille, à la vue du Ciel, que vos affaire ne sont pas en l'état que vous pensez, et depuis votre condamnation, on n'a point formé de dessein qui puisse faire craindre quelque nouveaux malheur."")",0.0
-,"('#la-pucelle', ""Tu n'as pas su toutes les secrètes invention de mes ennemis.  Voici le Duc, et Despinet, qui tiendront bien un autre langage."")",0.0
-,"('#le-duc', 'Et bien, Comte, aurez-vous encore des pensées favorables pour cette magicienne ?  En douterez-vous maintenant que vous avez vu nos Gardes les effets de son art ?')",0.0
-,"('#le-comte', ""Moi, Seigneur, je ne sais rien qui m'en puisse donner la croyance."")",0.0
-,"('#le-duc', ""Quoi, vous ne savez pas ce qui est arrivé à ce garde quand il l'a cherchée ? Éblouir ses yeux par une fausse lumière, puis faire naître l'obscurité, disposer de la nuit et du jour comme il lui plaît, sont-ce pas des preuves assez fortes, qu'elle a pour ministres les Démons."")",0.0
-,"('#le-comte', 'Est-ce quelque nouvelle accusation en laquelle on me veuille prendre pour faux-témoin ?')",0.0
-,"('#le-garde', 'Ce que je vous ai dit, Seigneur, est véritable.')",0.0
-,"('#le-comte', ""Vous arrêtez-vous au rapport d'un esprit imbécile : le bruit de cette magie et la terreur de la nuit, lui ont troublé les sens, arrêté ses pas, et fait imaginer ce qui n'a point été : il n'y a que les âmes basses capables de ces visions chimériques ; pour moi je n'ai rien vu, et ne croyez pas que j'invente des fantômes contre une fille que j'estime innocente."")",0.0
-,"('#le-duc', ""Les juges qui l'ont condamnés à garder prison perpétuelle ne sont pas de votre vis : Garde remenez cette innocente, et la chargez de nouveaux fers, afin qu'elle ne s'échappe plus si facilement."")",0.0
-,"('#le-garde', ""Pour moi, Seigneur, après ce qu'elle a fait je n'en saurais répondre."")",0.0
-,"('#la-pucelle', ""Et moi, je te réponds de moi-même, je serai captive volontairement comme je me trouve libre de l'ordre du Ciel.  Un ange m'avait tiré des fers pour me faire entendre les volontés de l'Éternel et vous m'y renvoyez pour me cacher la résolution des hommes comme si je ne la savais pas devant vous."")",0.0
-,"('#le-duc', 'Enfin, Comte, votre faveur envers cette sorcière éclate à mon avis un peu trop.')",0.0
-,"('#le-comte', ""On ne saurait trop faire pour protéger l'innocence."")",0.0
-,"('#le-duc', ""Je crois qu'un autre sentiment vous y oblige : il arrive souvent que nous agissons par une passion qui nous est inconnue, et nous attribuons à Justice ce que nous faisons par une inclination désordonnée. Les visites que vous lui avez rendues n'ont toujours été suspectes, elles n'ont jamais avancé les connaissance de d=ses crimes comme vous nous promettiez, vous êtes toujours sorti d'auprès d'elle plus passionné pour sa justification que pour le service de l'Angleterre, et le contentement de Bethfort."")",0.0
-,"('#le-comte', ""Je ne crains point que l'on me puisse jamais rien imputer contre mon devoir : il est vrai qu'après la sainteté de cette fille opprimée, il n'y a point d'innocent en sûreté."")",0.0
-,"('#le-duc', ""Osez vous bien donner à cette infâme la qualité de sainte ?  Et ne devriez-vous pas avoir pas avoir un peu plus de force contre ses yeux, et contre ses charmes ?  Rentrez en vous-même, et considérez ce qu'elle vient de faire, se rendre invisible, sortir de ses fers, ouvrir tant de portes, et charmer ceux qui la poursuivaient, sont les oeuvres du Démon qui vous trompe à son avantage ; ne voyez vous pas la prédiction de Catine, elle nous a dit souvent que cette sorcière échappera de ses prisons, et l'effort qu'elle en a fait inutilement est un avis que le Ciel nous donne pour nous décharger d'un garde si difficile, et si périlleux : Attendons nous que sur l'aile de ses démons ou sur un balai charmé elle revole dans le camp des FRançais ?  Attendrons nous qu'elle amène ici le COmte de Dunois, ce grand ministre des ses détestables entreprises , pour nous chasser de cette ville comme de nos Bastilles d'Orléans, de Jargeau, Meung, et tant d'autres cités par eux reconquises ? Attendrons nous qu'elle aille affronter, et détruire la Cour et l'armé du Roi, comme elle a fait les troupes de ses généraux dans les champs de Patay ?  Attendrons-nous qu'elle empêche le sacre et le couronnement de notre souverain dans la ville de Paris, comme a pu faire celui de Charles dans Reims ?  Ah plutôt perdrai-je ce glorieux titre de Chevalier Anglais, et cette illustre marque d'honneur, que je n'emploie tout mon pouvoir pour délivrer notre État d'une si pernicieuse personne.  Ce qu'elle a fait maintenant est un heureux et puissant prétexte pour autoriser devant le peuple la résolution que nous primes sujet de nous en délivrer, et sa mort ne sera pas seulement un effet de nos respects envers le Duc_de_Bethfort, qui nous la demande, mais encore de justice pour le repos de l'État.  Vous, Despinet, qui jusqu'ici n'avez rien épargné pour mettre à chef une si importante affaire, continuez, et tandis que je donnerai dans la ville les ordres nécessaires, prenez soin d'assembler la Conseil de guerre, il ne faut pas y mêler nos docteurs, et nos prélats, nous sommes assez bien instruits sur tous les crimes dont il s'agit, je veux qu'en cette Cour on la juge publiquement, et que les soldats, et le peuple soient témoins de son insolence, et de notre intégrité."")",0.0
-,"('#despinet', ""Seigneur, je n'y manquerai pas, et par ma diligence je ferai connaître l'affection que j'ai au bien de la couronne, et si j'avais été cru dès la première fois vous ne seriez pas en la peine de recommencer, on aurait guéri toutes les craintes de notre parti par la mort de cette criminelle."")",0.0
-,"('#le-duc', ""Comte, vous y devez votre présence, et j'espère que vos conseils ne seront pas moins utiles à l'État que glorieux à votre personne."")",0.0
-,"('#le-comte', ""N'en doutez point."")",0.0
-,"('#le-comte', ""Quoi ?  Tu soupçonnes ma passion, et tu veux que je la trahisse  !  Tu crois que j'aime la Pucelle, et tu me veux contraindre à la condamner !  Ah plutôt le ciel et la terre retourneront dans leurs premiers désordre : Et puis que vous êtes assez barbares pour violer en sa perte l'innocence et l'amour, ne dois-je pas empêcher l'effet de l'injustice et de la haine par son salut ?  Oui mon Coeur, sois téméraire autant qu'amoureux, et rends libre cette qui te tient captif : ouvrons-lui les prisons, et la renvoyons parmi les Français : J'aime mieux qu'elle détruise nos armées par sa valeur, que de la voir détruite pour un supplice de douleur, et de honte.  Mais quel avantage en pourrai-je tirer ?  Je ne la perdrais pas moins par sa liberté que par sa liberté que par sa mort : et ne l'ayant pu vaincre tandis qu'elle était sous mon pouvoir et que sa propre pudeur, quel espoir de la posséder quand je n'aurais plus d'autorité sur elle, et que tous nos ennemis la défendront ? Il vaut mieux la faire passer en Guyenne où je pourrai suivre facilement : mais c'est la tirer de prison sans la mettre en liberté ce n'est que changer ses persécuteurs, et les Anglais de Bordeaux ne lui feront pas moins cruel que ceux de Rouen. Hola, qu'on me fasse venir Aronte, une meilleure pensée me vient de l'esprit, dont l'exécution me semble prompte et facile. Il rêve un moment, puis il crie."")",0.0
-,"('#aronte', 'Seigneur, que désirez-vous ?')",0.0
-,"('#le-comte', ""Le plus obligeant service que tu me saurais rendre, et que l'explique en peu de parole.  La mort de la Pucelle est résolue dans l'esprit du Duc : et toi qui sait mon affection, tu juges bien qu'il me faut tout entreprendre pour éviter ce malheur, voici donc ce que je commets à ta fidélité.  Tu dois partir aujourd'hui dans ma chaloupe pour aller en Écosse, faits la sortir du port, et approcher le plus que l'on pourra de cette petite porte du jardin qui donne sur le rivage : puis viens à la porte, et là j'y ferai conduire la Pucelle par un garde affidé (car il m'est bien facile de la faire venir dans le jardin sous prétexte de l'entretenir comme j'ai souvent accoutumé.)  Ce garde qui aura ordre de t'obéir suffira pour t'aider à la porter dans la chaloupe, quand même elle y ferait quelque résistance : et quand tu seras en Écosse  tiens la toujours cachée, jusqu'à temps que tu m'apprennes de tes nouvelles, et que tu reçoives un nouvel ordre."")",0.0
-,"('#aronte', ""Ce dessein paraît facile, mais je crains que l'on ne connaisse aisément que sa liberté soit un présent de votre affection, et que cela vous nuise."")",0.0
-,"('#le-comte', ""Il faut premièrement sauver, et puis après nous penserons au reste.  La magie dont on l'accuse, et dont le peuple la croit coupable nous donnera toujours assez de prétexte pour assurer qu'elle s'est sauvée sans aucun secours étranger par sa propre puissance, et pour nous excuser envers tout le monde."")",0.0
-,"('#aronte', 'Ne doutez ni de mes soins ni de ma fidélité, prenez seulement bien votre temps pour ne pas manquer à ce que vous avez à faire de votre part?')",0.0
-,"('#la-comtesse', ""Dalinde, ils n'y sont plus, j'ai perdu ma peine, ou bien cette magisienne le dérobe avec elle à ma vue.  Toi !  Ne les vois-tu point, ou bien quelque nuage dans lequel ils pourraient être enveloppés."")",0.0
-,"('#dalinde', 'Non, Madame, je ne vois rien, il fallait faire votre promenade droit dans la cour sans faire ce tout de jardin.')",0.0
-,"('#la-comtesse', ""Mais sais-tu bien qu'ils y sont venus ?"")",0.0
-,"('#dalinde', ""Oui, Madame, et qu'ils se sont entretenus fort longtemps à la faveur de la nuit ; mais bien que le Comte soit amoureux, il ne laisse pas d'être bien avisé, et ne croyez pas qu'il ait attendu le grand jour pour faire retirer le Pucelle."")",0.0
-,"('#la-comtesse', ""Il est vrai que les actions de cette qualité n'ont point de temps plus commode que la nuit pour tromper sa femme, et se rendre honteux à soi-même, il faut recourir aux ténèbres.  Ah !  Dalinde, suis-je pas bien infortunée, que les plaisirs innocents de mon mariage ne le puissent divertir de l'injure qu'il me fait, et de son crime ?  Quel étrange aveuglement ?  Aimer son ennemie au mépris de sa femme légitime ?  Que ne doit-il point craindre d'elle, et que ne doit-il point attendre de moi ?  Étant Française, et ayant commandé dans la guerre, a-t-elle pas droit de lui faire perdre la vie, comme aux princes de Suffolk, à ce vaillant Glacidas, et à tant d'autres Anglais ?  je sais bien qu'ils sont ports en combattant contre elle : mais en quel état que l'on trouve son ennemi, il est permis de s'en défaire.  Je crains tout ; ses plus doux baisers, (mais peuvent-ils être doux étant criminels) ses baisers les plus libres, et ses caresses les plus amoureuses ne sont que des conspiration secrètes contre sa vie.  Au moins, si c'était une personne dont la naissance glorieuse peut égaler la grandeur de sa débauche, la passion du COmte serait en quelque façon moins honteuse : mais est-il supportable que m'ayant choisie d'une des plus illustres familles d'Angleterre, il me préfère une fille de naissance abjecte, et simple bergère de la campagne ?  Oui, je souhaiterais pour le gloire de mon mari, de n'avoir aucun avantage sur elle : et comme elle en est mieux aimée qu'elle fut plus aimable, et qu'elle me surpassât en mérite, en noblesse, et en dignité, comme elle ma surpasse en bonne fortune.  Mais quand elle serait pourvue de perfections sans exemple, sait-il pas que c'est une sorcière, je jouet des Démons, et le rebut de Sabbat ?  Et ce qu'elle a de plus excellent est ce qui la rend plus odieuse."")",0.0
-,"('#dalinde', ""Assurez-vous, Madame, qu'elle ne possède votre mari que par enchantement ; et que son art fait tout son mérite."")",0.0
-,"('#la-comtesse', ""Je le crois, Dalinde, et c'est par cette raison que mon mal est sans remède.  Si j'avais à disputer l'affection de mon mari par les traits et les grâces de sa personne, j'aurais bien espérance de vaincre, et l'on trouverait, je m'assure, peu de beautés qui voulussent entreprendre cette dispute contre moi.  Mais celle-ci confond les charmes de l'Enfer avec les charmes de son visage : elle fait venir les Démons à l'aide de ses yeux : elle s'est formée dans son imagination pour le tromper, sous l'idée de la dernière perfection ; et sans doute qu'elle me déguise devant ses yeux sous une apparence difforme, et digne d'être haï.  Encore est-il vrai que je ne crains encore pour moi-même : je crains que ses yeux ne m'apportent quelque poison qu'il reçu des regards de cette sorcière.  Quand il me touche de la main je tremble, comme s'il avait reçu dans ses attouchement quelle qualité mortelle : et j'appréhende toujours que sur ma table elle n'ait épandu secrètement le sang de quelque dragon, ou le sur d'une herbe empoisonée.  Ha Dieu !  Faudra-t-il toujours vivre dans un si malheureux état ?  Combien de temps souffrirai-je ces mépris, ces craintes, et ce tourment ?  Que n'étais-je ici quand on l'a jugée, j'aurais bien empêché le COmte et le Baron de Talbot d'obtenir une si douve condamnation, et sous un prétexte de bien public, j'aurais sollicité tous ses juges, je le sauraient gagné par importunité, j'aurais intéressé tous les gens de guerre dans ce procès, j'aurais suscité les clameurs du peuple, et j'aurais obtenu de Bethfort de plus grandes sommes d'argent pour achever mon intrigue, et son dessein.  Mais que ne puis faire maintenant ?  Je ne puis rompre ses charmes, et sa mort n'est plus en ma puissance.  Ha !  Lâcheté de mon sexe, ou plutôt injurieuse vertu ; devrais-je pas aller dans sa prison lui arracher le coeur, pour reprendre celui qu'elle m'a dérobé."")",0.0
-,"('#dalinde', ""Jusqu'ici, Madame, vous avez été si discrète en votre malheur, qu'il est inconnu : vous vous êtes contentée d'en avoir fat justement vos plaintes et celui qui vous faisait l'injure, et qui la peut réparer : prenez garde que vos gestes un peu violents, et que votre voix qui s'élève ne découvrent le trouble de votre esprit, et de votre maison.  Remettez vous un peu devant ces Chevaliers qui viennent à vous."")",0.0
-,"('#canchon', ""Enfin, Madame pour guérir notre état d'une peste si dangereuse, le Duc a résolu de revoir son procès, et les efforts qu'elle a fait pour s'évader nous obligent à travailler diligemment à notre sûreté."")",0.0
-,"('#la-comtesse', 'Que dites vous, cette détestable a-t-elle commis quelque nouveau crime ?')",0.0
-,"('#mide', ""Tant de villes qu'elle a conquises par magie sur nos guerriers, et la mort de tant de braves gens sont des crimes qui dureront longtemps et que l'on devrait avoir déjà vengés par sa mort."")",0.0
-,"('#la-comtesse', ""Il est bien vrai, mais je juge à votre discours que sa prison n'a pas arrêté ses méchancetés?"")",0.0
-,"('#canchon', ""Non, Madame, elle s'est rendue invisible, et quand on l'a cherchée elle a même ébloui le garde qui la suivait."")",0.0
-,"('#la-comtesse', ""Mais qu'a-t-elle dit en se voyant surprise ?"")",0.0
-,"('#canchon', ""Ses révélations ordinaires, ses apparitions chimériques ; d'Anges et de Saints."")",0.0
-,"('#la-comtesse', 'Voyez en quel péril la faiblesse de ses premiers juges nous laisse.')",0.0
-,"('#canchon', ""Pour moi, Madame, j'ai toujours été d'avis par la seule maxime d'État, qu'il la fallait faire mourir."")",0.0
-,"('#mide', ""C'était mon sentiment, il fallait dès lors sacrifier cette victime à la  terreur publique."")",0.0
-,"('#la-comtesse', ""Heureux d'être encore en état de la faire, et heureux ceux qui par une si digne action pourront mériter les bonnes grâces du Roi, et l'affection des tous nos peuples.  Jugez un peu quel sera le trouble de nos provinces, si l'on vient à savoir ce dernier effet de son art.  C'est une créance générale et que l'on tient bien certaine, que la justice, comme fille du Ciel, arrête la violence de la magie, maudite engeance de l'Enfer, et que les Démons perdent leur pouvoir quand les juges appliquent leur autorité contre leurs efforts.  Mais quoi ?  Cette barrière du Ciel n'est pas inviolable à la sorcière que vous tenez : les chaînes, les cachots, et la condamnation sont de très faibles obstacles à ses charmes, et à sa rage. Si l'on vient à le découvrir, et qu'elle vive encore, qu'elle orgueil élèvera le coeur des Français dans l'espérance de la revoir bientôt parmi eux ?  Et quel effroi dans nos armées, si l'on croit qu'elle est plus forte que la justice ?"")",0.0
-,"('#le-baron', ""Il y aurait sujet de croire que son secours lui vient du ciel, puisque la Justice que les hommes administrent de la part de Dieu, n'est pas absolument maîtresse de sa personne : car jusqu'ici, on n'a point vu que les magiciens aient charmés leurs juges ni évité le supplice par l'assistance de Démons."")",0.0
-,"('#la-comtesse', ""Si vous avez pourtant bien observé ce qui s'est fait entre les deux partis depuis qu'elle s'est manifestée parmi les hommes, sa prison a été comme la terme de sa puissance ; jusques là tout avait fait joug aux Français : mais depuis qu'elle a eu les mains liées les événements de la guerre ne nous ont pas été moins avantageux qu'à nos ennemis, et la fortune a presque toujours fait un partage égal de ses faveurs : nous n'avons maintenant que des hommes à vaincre : Mais le cours impétueux de ses première conquêtes, montraient bien que les Démons étaient du parti pour lequel elle était armée, et qu'elle les traînait à sa suite."")",0.0
-,"('#le-baron', ""Je craindrais bien tout au contraire que sa mort fut plus ruineuse à notre État que sa vie : et que la vengeance de sont supplice ne nous coûtât plus de sang que de victoires.  Que si l'on veut bien conjecturer sur ce qu'elle a fait, il faut voir ce qu'elle avait promis.  Elle a dit qu'elle était envoyée pour délivrer Orléans, et faire sacrer et couronner Charles en la ville de Reims ; a-t-elle fait l'un et l'autre malgré notre courage et nos armées ?  A-t-elle trouvé quelque obstacle qu'elle n'ait rompu ?  Elle nous a fait tomber les armes des mains : les remparts de tant de grandes cités se sont abaissés devant elle : elle a tout attaqué, tout abattu, tout vaincu, tout chassé ; elle a gagné le coeur des Français par amour, et fait retirer les nôtres par la terreur.  Mais depuis ce couronnement fatal à notre Empire, elle n'a plus rien fait de semblable, elle a manqué Paris, elle a été blessée, elle a été vaincue : elle a été prisonnière ; et d'une personne toute miraculeuse, elle n'a pas été qu'une fille, généreuse à la vérité, mais toujours une fille.  Est-ce point que Dieu qui se plaît à balancer les intérêts des hommes, ait voulu relever les affaires de Charles par un secours du Ciel dans une extrême nécessité, et que maintenant dans l'égalité de nos affaires, il laisse achever le reste aux plus vaillants ?  C'est pourtant un grand avantage qu'il nous donne sur nos ennemis, que d'avoir arraché de leurs mains cette fille qui faisait leurs meilleurs destins.  Contentons nous de l'avoir prisonnière de guerre par la faveur du Ciel, et gardons d'irriter sa colère par une mort qui ne serait pas raisonnable.  Il faut craindre que Dieu ne venge son innocence outragée, comme il a rendu sa personne si glorieuse, et que pour une année de conquêtes qu'elle a faites sur nous, le châtiment ne dure plusieurs siècles."")",0.0
-,"('#la-comtesse', ""Nous avons bien su que dans cette affaire vous n'avez jamais suivi les sentiments du Duc de Bethfort, ni des juges affectionnés au bien de l'État."")",0.0
-,"('#le-baron', ""Vous savez bien aussi que le Comte_de_Warwick qui n'es pas mauvais Anglais, n'a pas témoigné jusqu'ici d'avoir une autre pensée."")",0.0
-,"('#la-comtesse', ""Vous vous trompez en cela ; sachez que c'est une adresse de Bethfort, pour découvrir au vrai le coeur de tous ceux qu'il emploie dans cette affaire ; cette fille est l'épreuve de tous ses bons amis, et ce sera la pierre d'achoppement des mauvais serviteurs du Roi : mon mari n'a soin que de découvrir les secrètes intentions des autres, et si vous n'y prenez garde, cet artifice vous pourrait bien nuire à la Cour."")",0.0
-,"('#le-baron', 'Mais madame, sur quoi juger cette fille à la mort ?')",0.0
-,"('#la-comtesse', ""Quoi ?  La magie est-elle pas un crime capital ?  Les lois du Ciel et de la Terre, l'ont-elles pas prononcé devant vous ?"")",0.0
-,"('#le-baron', ""Jusqu'à présent cette accusation n'a point été vérifiée, et croyez qu'on ne l'eut pas traitée avec tant de douceur s'il y eut de quoi la convaincre ; toutes les conjectures qu'on en peut avoir sont fondées sur quelques discours qu'elle a faits, mais qu'elle a pourtant bien expliqués.  Cette épée de Fierbois qu'elle fit demander à Charles, en était le plus grand soupçon, mais l'on n'y a rien vu d'extraordinaire pour y croire de l'enchantement. "")",0.0
-,"('#la-comtesse', ""Quand ce que vous dites serait véritable, vous avez encore assez de fondement pour la condamner : voyez-vous pas qu'elle a travaillé par charme à son évasion ?"")",0.0
-,"('#mide', ""C'est un grand crime contre les lois."")",0.0
-,"('#la-comtesse', ""Mais encore, ses juges lui dirent-ils pas défense de plus alléguer ses visions de saints, et d'esprits célestes ?  Et néanmoins nous voyez comme elle y contrevient."")",0.0
-,"('#canchon', ""C'est faire outrage à ses juges, et un impiété contre Dieu."")",0.0
-,"('#la-comtesse', ""Et puis, ses habits d'homme qu'elle n'a jamais voulu quitter, contre le commandement qui lui en a été fait, est-ce pas un crime assez énorme ?  Cacher ce qu'elle est, pour mettre sa débauche à couvert, est-ce pas un reproche qu'elle fait à la nature.  Est-ce pas une honte pour tout le sexe, et que chacune de nous devrait venger.  Est-ce pas une illusion publique, sujette à la plus rigoureuse censure des lois ? "")",0.0
-,"('#le-baron', 'Toutes ces considérations me semblent bien légères, et cela pourrait bien la faire passer pour folle, et non pas pour criminelle.')",0.0
-,"('#la-comtesse', ""Ha !  BAron, vous êtes à la vérité bien courageux, mais vous êtes fort raisonnable : et je vois bien que vous travaillez seulement pour votre gloire, et non pas pour le bien de l'État : je m'assure que ces Chevaliers ne seront jamais dans votre sentiment ; ils vengeront par sa mort la honte de nos armées défaites ; ils obligeront Bethfort à leur procure de grandes fortunes ; ils mériteront des reconnaissances, les éloges de tous les Anglais, pour les avoir délivrés d'une si détestable personne. "")",0.0
-,"('#canchon', ""Vous devriez certes cous rendre à toutes ces raisons, et quand je n'aurais pas été toujours de cet avis, je ne crois pas qu'on les puisse contredire."")",0.0
-,"('#mide', 'Prenez garde, Baron, que cette opiniâtreté ne vous soit préjudiciable.')",0.0
-,"('#le-baron', ""Mais prenez garde vous-même que vous ne vous prépariez un précipice bien dangereux ; un jour viendra, peut-être, que l'on recherchera les juges de cette innocente, et que vos ennemis ayant la faveur et l'autorité de la Cour, prendront de cette iniquité pour vous perdre."")",0.0
-,"('#la-comtesse', ""Et quoi ?  Avez-vous pas tous une décharge secrète de la part du Roi ?  Une assurance de n'être jamais recherchés pour cette condamnation ? L'ai-je pas sollicitée moi-même dans la Cour ?  Et qu'appréhendez-vous après cette grâce que Bethfort vous a faite ?"")",0.0
-,"('#le-baron', ""J'estime qu'il ne faut devoir sa sûreté qu'à son innocence, et quand les hommes n'auraient pas lieu de m'accuser, si ma conscience ne me justifie je ne ferai jamais satisfait."")",0.0
-,"('#la-comtesse', ""Vous êtes donc résolu de l'absoudre."")",0.0
-,"('#le-baron', ""Non pas encore, mais bien d'examiner soigneusement la vérité, et de prendre mon avis comme je l'estimerai juste."")",0.0
-,"('#canchon', ""Et moi, j'ai déjà le mien comme il est nécessaire à l'État."")",0.0
-,"('#mide', ""Il n'y a pas lieu de délibérer quand il faut sauver tout un peuple ou une accusée."")",0.0
-,"('#la-comtesse', 'Montez en mon appartement pour attendre le Duc, recevoir ses ordres, et soutenir sa bonne résolution.')",0.0
-,"('#le-comte', ""Heureux amant, si mon entreprise s'achève comme elle commencée ; elle est venue dans le jardin sans aucun soupçon et se laissant conduire vers la porte sous prétexte de me trouver de ce côté là, j'estime qu'elle est maintenant en état de connaître son salut indubitable : Quelle satisfaction, quand je pense que l'éloigner ainsi de moi, c'est la mettre entre mes bras !  Elle n'a jamais voulu répondre à mon affection, parce qu'elle craignait que ce fut un artifice pour éprouver sa vertu : ou qu'elle jugeait bien que je n'osais pas ici lui faire violence.  Mais quand elle sera toute à moi, et qu'il lui faudra volontairement ou par force obéir, elle quittera sans doute une résistance qui lui serait inutile : et puis sa liberté que je lui aurai procurée, et la vie que je lui aurai procurée, et la vie que je lui aurai conservée, seront de fortes raisons pour lui persuader que je l'aime, et qu'elle doit m'aimer : encore y ajouterai-je tant de prières, tant de souffrance, tant de promesse, et tant de serments, qu'elle me donnera la félicité, que je pourrais prendre sans son consentement."")",0.0
-,"('#le-comte', 'Et bien, a-t-elle pas accepté sans contredit le bien que vous lui avez proposé.')",0.0
-,"('#le-garde', ""Seigneur, je l'ai conduite facilement jusqu'à la porte qu'Aronte tenait entrouverte, mais comme il s'est approché d'elle afin de lui faire entendre à quel heureux moment elle était venue pour se délivrer de ses ennemis, elle a sauté à mon épée, qu'elle m'a surprise, et nous écartant l'un et l'autre avec injures contre nous, et contre vous, elle a contraint Aronte de sortir pour la même porte qu'il était entré : et pour éviter ses menaces, j'ai regaigné celle-ci que j'ai rencontrée toute ouverte."")",0.0
-,"('#le-comte', ""Ha ! Lâches au service de votre maître, ou perfides à son bonheur, deux hommes armés n'avoir pu se rendre maître d'une fille prisonnière. La Pucelle entre l'épée à la main."")",0.0
-,"('#le-garde', ""Qu'elle vous conte elle-même la vérité, Seigneur, la voici."")",0.0
-,"('#la-pucelle', ""Esclaves de la fortune, ministres du crime, pensez vous que Dieu qui protégea ma vie contre vos escadrons, abandonne mon honneur à l'insolence de votre maître ? Tiens ton épée, dont le justice du Ciel t'avait armé pour moi contre toi-même, et souviens-toi, que ma prison ne m'en a pas fait oublier l'usage. Vraiment, Comte, tu fais des desseins bien cachés.  Quand Dieu ne m'aurait point fait voir ton intention dans le coeur de tes ministres, n'étais-il pas bien facile de la connaître ?  Je sors de prison par ton ordre : l'on me dit que c'est pour te parler, et je ne trouve point : la liberté m'est offerte par les truchements de mon insolente passion, par ceux qui m'ont sollicitée cent fois de ta part contre mon devoir et contre le tien, et tu ne veux pas que je connaisse l'entreprise que tu fais sur ma virginité ?  Ne diras-tu point comme les autres, que j'ai deviné tes intentions par magie ? En se tournant vers le garde. Puis se tournant au Comte."")",0.0
-,"('#le-comte', ""Fille aimable à tout le monde et cruelle à vous-même, pourquoi me blâmez vous d'un dessin digne de remerciement, et d'estime ? Il n'y a plus de salut pour vous qu'en la fuite, encore doit-elle être bien précipitée ; vos ennemis ne vous donnerons pas le temps de délibérer davantage, retournez sur vos pas, et souffrez que ce garde vous mette dans un vaisseau qui vous attend pour vous éloigner d'ici, ou plutôt d'une mort assurée ; sauvez une si belle vie, sauvez une si parfait personne, sauvez-vous pour le contentement de tout le monde, pour la gloire des Français, et pour vous même."")",0.0
-,"('#la-pucelle', ""Dis plutôt que je me sauve pour toi, ou pour mieux expliquer cette aventure, persuade moi de me perdre pour satisfaire à la fureur de ta passion déréglée.  Ne m'allègue point d'autres intérêts pour m'obliger à cette fuite, car tu n'as point d'autre motif que ton fol désir : et je m'assure que tu concevais déjà des espérances de te rendre maître de mon honneur en étant la maître de ma vie."")",0.0
-,"('#le-comte', ""Je ne puis vous cachez ici mon affection, vous l'ayant tant de fois découverte : et je ne puis dénier qu'elle en soit un des motifs qui me font entreprendre votre salut, car cela n'est que trop vraisemblable : Mais croyez que je n'ai pas moins de respect que d'amour, et que vous serez toujours l'arbitre des récompenses que vous penserez devoir à me services : J'avoue que dans votre salut, je mêle le considération de mon contentement, et non pas tel que vous l'imaginez, mais un contentement légitime que l'esprit d'un amant reçoit du bonheur de la personne qui lui est chère, surtout quand il en est la cause.  Quelle joie flatterait mon coeur passionné pour votre service, si je vous avais éloignée de la captivité qui vous presse, et de la cruelle mort qu'on vous prépare ? "")",0.0
