,corneillep-veuve,corneillep-veuve-34,Cost,Operation Type
259,"('#chrysante', ""Je l'aperçois venir."")","('#chrysante', ""Je l'aperçois venir."")",0.0,Match
260,"('#geron', ""Tant mieux. Nous allons voir s'il dédira sa mère."")","('#geron', ""Tant mieux, nous allons voir s'il dédira sa mère."")",0.0,Match
261,"('#chrysante', 'Sauve-toi ; ses regards ne sont que de colère.')","('#chrysante', 'Sauve-toi, ses regards ne sont que de colère.')",0.0,Match
262,"('#philiste', ""Te voilà donc ici, peste du bien public, Qui réduis les amours en un sale trafic ! Va pratiquer ailleurs tes commerces infâmes. Ce n'est pas où je suis que l'on surprend des femmes."")","('#philiste', ""Te voilà donc ici, peste du bien public, Qui réduis les amours en un sale trafic, Va pratiquer ailleurs tes commerces infâmes. Ce n'est pas où je suis que l'on surprend des femmes."")",0.0,Match
263,"('#geron', ""Vous me prenez à tort pour quelque suborneur ? Je ne sortis jamais des termes de l'honneur ; Et madame elle-même a choisi cette voie."")","('#geron', ""Monsieur, vous m'offensez, loin d'être un suborneur, Je ne sortis jamais des termes de l'honneur, Madame a trouvé bon de prendre cette voie."")",0.0,Match
264,"('#philiste', ""Tiens, porte ce revers à celui qui t'envoie ; Ceux-ci seront pour toi."")","('#philiste', ""Tiens, porte ce revers à celui qui t'envoie, Ceux-ci seront pour toi."")",0.0,Match
265,"('#chrysante', ""Mon fils, qu'avez-vous fait ?"")","('#chrysante', ""Mon fils, qu'avez-vous fait ?"")",0.0,Match
266,"('#philiste', ""J'ai mis, grâces aux dieux, ma promesse en effet."")","('#philiste', ""J'ai mis, grâces aux Dieux, ma promesse en effet."")",0.0,Match
267,"('#chrysante', ""Ainsi vous m'empêchez d'exécuter la mienne."")","('#chrysante', ""Ainsi vous m'empêchez d'exécuter la mienne."")",0.0,Match
268,"('#philiste', 'Je ne puis empêcher que la vôtre ne tienne ; Mais si jamais je trouve ici ce courratier, Je lui saurai, madame, apprendre son métier.')","('#philiste', 'Je ne puis empêcher que la vôtre ne tienne, Mais si jamais je trouve ici ce courratier Je lui saurai, Madame, apprendre son métier.')",0.0,Match
269,"('#chrysante', 'Il vient sous mon aveu.')","('#chrysante', 'Il vient sous mon aveu.')",0.0,Match
270,"('#philiste', ""Votre aveu ne m'importe ; C'est un fou s'il me voit sans regagner la porte : Autrement, il saura ce que pèsent mes coups."")","('#philiste', ""Votre aveu ne m'importe, C'est un fou me voyant s'il ne gagne la porte, Autrement, il saura ce que pèsent mes coups."")",0.0,Match
271,"('#chrysante', ""Est-ce là le respect que j'attendais de vous ?"")","('#chrysante', ""Est-ce là le respect que j'attendais de vous ?"")",0.0,Match
272,"('#philiste', ""Commandez que le coeur à vos yeux je m'arrache, Pourvu que mon honneur ne souffre aucune tache : Je suis prêt d'expier avec mille tourments Ce que je mets d'obstacle à vos contentements."")","('#philiste', ""Commandez que le coeur à vos yeux je m'arrache Pourvu que mon honneur ne souffre aucune tache, Je suis prêt d'expier avec mille tourments, Ce que je mets d'obstacle à vos contentements."")",0.0,Match
273,"('#chrysante', ""Souffrez que la raison règle votre courage ; Considérez, mon fils, quel heur, quel avantage, L'affaire qui se traite apporte à votre soeur. Le bien est en ce siècle une grande douceur : Étant riche, on est tout ; ajoutez qu'elle-même N'aime point Alcidon, et ne croit pas qu'il l'aime. Quoi ! Voulez-vous forcer son inclination ?"")","('#chrysante', ""Souffrez que la raison règle votre courage, Considérez, mon fils, quel heur, quel avantage L'affaire qui se traite, apporte à votre soeur : Le bien est en ce siècle une grande douceur Étant riche on est tout : ajoutez qu'elle-même N'aime point qu'Alcidon, et ne croit pas qu'il l'aime. Quoi ? Voulez-vous forcer son inclination ?"")",0.0,Match
274,"('#philiste', 'Vous la forcez vous-même à cette élection : Je suis de ses amours le témoin oculaire.')","('#philiste', 'Vous la forcez vous-même à cette élection, Je suis de ses amours le témoin oculaire.')",0.0,Match
275,"('#chrysante', 'Elle se contraignait seulement pour vous plaire.')","('#chrysante', 'Elle se contraignait seulement pour vous plaire.')",0.0,Match
276,"('#philiste', 'Elle doit donc encore se contraindre pour moi.')","('#philiste', 'Elle doit donc encore se contraindre pour moi.')",0.0,Match
277,"('#chrysante', 'Et pourquoi lui prescrire une si dure loi ?')","('#chrysante', 'Et pourquoi lui prescrire une si dure loi ?')",0.0,Match
278,"('#philiste', ""Puisqu'elle m'a trompé, qu'elle en porte la peine."")","('#philiste', ""Puisqu'elle m'a trompé, qu'elle en porte la peine."")",0.0,Match
279,"('#chrysante', ""Voulez-vous l'attacher à l'objet de sa haine ?"")","('#chrysante', ""Voulez-vous l'attacher à l'objet de sa haine ?"")",0.0,Match
280,"('#philiste', ""Je veux tenir parole à mes meilleurs amis, Et qu'elle tienne aussi ce qu'elle m'a promis."")","('#philiste', ""Je veux tenir parole à mes meilleurs amis, Et qu'elle tienne aussi ce qu'elle m'a promis."")",0.0,Match
281,"('#chrysante', 'Mais elle ne vous doit aucune obéissance.')","('#chrysante', 'Mais elle ne vous doit aucune obéissance.')",0.0,Match
282,"('#philiste', 'Sa promesse me donne une entière puissance.')","('#philiste', 'Sa promesse me donne une entière puissance.')",0.0,Match
283,"('#chrysante', 'Sa promesse, sans moi, ne la peut obliger.')","('#chrysante', 'Sa promesse, sans moi, ne la peut obliger.')",0.0,Match
284,"('#philiste', ""Que deviendra ma foi, qu'elle a fait engager ?"")","('#philiste', ""Que deviendra ma foi, qu'elle a fait engager ?"")",0.0,Match
285,"('#chrysante', 'Il la faut révoquer, comme elle sa promesse.')","('#chrysante', 'Il la faut révoquer, comme elle sa promesse.')",0.0,Match
286,"('#philiste', ""Il faudrait donc, comme elle, avoir l'âme traîtresse. Lycas, cours chez Florange, et dis-lui de ma part..."")","('#philiste', ""Il faudrait donc comme elle avoir l'âme traîtresse, N'en parlons plus. Lycas ?"")",0.03,Substitution
287,"('#chrysante', 'Quel violent esprit !')","('#lycas', 'Monsieur.')",1.24,Substitution
288,"('#philiste', ""Que s'il ne se départ D'une place chez nous par surprise occupée, Je ne le trouve point sans une bonne épée."")","('#philiste', ""Sus, de ma part Va Florange avertir que s'il ne se départ, D'une place chez nous par surprise occupée, Je ne le trouve point sans une bonne épée."")",0.0,Match
289,"('#chrysante', 'Attends un peu. Mon fils...')","('#chrysante', 'Attends un peu, mon fils...')",0.0,Match
290,"('#philiste', 'Marche, mais promptement.')","('#philiste', 'Marche, mais promptement.')",0.0,Match
291,"('#chrysante', ""Dieux ! Que cet emporté me donne de tourment ! Que je te plains, ma fille ! Hélas ! Pour ta misère Les destins ennemis t'ont fait naître ce frère. Déplorable ! Le ciel te veut favoriser D'une bonne fortune, et tu n'en peux user. Rejoignons toutes deux ce naturel sauvage, Et tâchons par nos pleurs d'amollir son courage."")","('#chrysante', ""Dieux ! Que cet emporté me donne de tourment ! Que je te plains, ma fille ! Hélas pour ta misère Les destins ennemis t'ont fait naître ce frère, Déplorable ! Le Ciel te veut favoriser, D'une bonne fortune, et tu n'en peux user. Rejoignons toutes deux ce naturel sauvage, Et tâchons par nos pleurs d'amollir son courage."")",0.0,Match
292,"('#clarice', ""Chers confidents de mes désirs, Beaux lieux, secrets témoins de mon inquiétude, Ce n'est plus avec des soupirs Que je viens abuser de votre solitude ; Mes tourments sont passés, Mes voeux sont exaucés, La joie aux maux succède : Mon sort en ma faveur change sa dure loi, Et pour dire en un mot le bien que je possède, Mon Philiste est à moi. En vain nos inégalités M'avaient avantagée à mon désavantage. L'amour confond nos qualités, Et nous réduit tous deux sous un même esclavage. L'aveugle outrecuidé Se croirait mal guidé Par l'aveugle fortune ; Et son aveuglement par miracle fait voir Que quand il nous saisit, l'autre nous importune, Et n'a plus de pouvoir. Cher Philiste, à présent tes yeux, Que j'entendais si bien sans les vouloir entendre, Et tes propos mystérieux, Par leurs rusés détours n'ont plus rien à m'apprendre. Notre libre entretien Ne dissimule rien ; Et ces respects farouches N'exerçant plus sur nous de secrètes rigueurs, L'amour est maintenant le maître de nos bouches Ainsi que de nos coeurs. Qu'il fait bon avoir enduré ! Que le plaisir se goûte au sortir des supplices ! Et qu'après avoir tant duré, La peine qui n'est plus augmente nos délices ! Qu'un si doux souvenir M'apprête à l'avenir D'amoureuses tendresses ! Que mes malheurs finis auront de volupté ! Et que j'estimerai chèrement ces caresses Qui m'auront tant coûté ! Mon heur me semble sans pareil ; Depuis qu'en liberté notre amour m'en assure, Je ne crois pas que le soleil..."")","('#clarice', ""Chers confidents de mes désirs, Beaux lieux secrets témoins de mon inquiétude, Ce n'est plus avec des soupirs Que je viens abuser de votre solitude : Mes tourments sont passés, Mes voeux sont exaucés, La joie aux maux succède, Mon sort en ma faveur change sa dure loi, Et pour dire en un mot le bien que je possède, Mon Philiste est à moi. En vain nos inégalités M'avaient avantagée à mon désavantage, L'amour confond nos qualités, Et nous réduit tous deux sous un même esclavage, L'aveugle outrecuidé Se croirait mal guidé Par l'aveugle fortune, Et son aveuglement par miracle fait voir Que quand il nous saisit, l'autre nous importune, Et n'a plus de pouvoir. Cher Philiste, à présent tes yeux, Que j'entendais si bien sans les vouloir entendre, Et tes propos mystérieux, Par leurs rusés détours n'ont plus rien à m'apprendre Notre libre entretien Ne dissimule rien Et ces respects farouches N'exerçant plus sur nous de secrètes rigueurs, L'amour est maintenant le maître de nos bouches Ainsi que de nos coeurs. Qu'il fait bon avoir enduré ! Que le plaisir se goûte au sortir des supplices ! Et qu'après avoir tant duré, La peine qui n'est plus augmente nos délices ! Qu'un si doux souvenir M'apprête à l'avenir D'amoureuses tendresses ! Que mes malheurs finis auront de volupté ! Et que j'estimerai chèrement ces caresses Qui m'auront tant coûté. Mon heur me semble nonpareil Depuis que notre amour déclaré m'en assure, Je ne crois pas que le Soleil."")",0.0,Match
293,"('#celidan', 'Cocher, attends-nous là.')","('#celidan', 'Cocher, attends-nous là.')",0.0,Match
294,"('#clarice', ""D'où provient ce murmure ?"")","('#clarice', ""D'où provient ce murmure ?"")",0.0,Match
295,"('#alcidon', ""Il est temps d'avancer ; baissons le tapabord ; Moins nous ferons de bruit, moins il faudra d'effort."")","('#alcidon', ""Il est temps d'avancer, baissons le tapabord, Moins nous ferons de bruit, moins il faudra d'effort."")",0.0,Match
296,"('#clarice', 'Aux voleurs ! Au secours !')","('#clarice', 'Aux voleurs, au secours.')",0.0,Match
297,"('#la-nourrice', 'Quoi ! Des voleurs, madame ?')","('#la-nourrice', 'Quoi ? Des voleurs, Madame !')",0.0,Match
298,"('#clarice', 'Oui, des voleurs, nourrice.')","('#clarice', 'Oui, des voleurs, Nourrice.')",0.0,Match
299,"('#la-nourrice', 'Ah ! De frayeur je pâme.')","('#la-nourrice', 'Ah, de frayeur je pâme.')",0.0,Match
300,"('#clarice', 'Laisse-moi, misérable.')","('#clarice', 'Laisse-moi, misérable.')",0.0,Match
301,"('#celidan', 'Allons, il faut marcher, Madame ; vous viendrez.')","('#celidan', 'Allons, il faut marcher, Madame, vous viendrez.')",0.0,Match
302,"('#clarice', 'Aux vo... Célidan lui met la main sur la bouche.')","('#clarice', 'Aux vo...')",1.54,Substitution
303,"('#celidan', 'Touche, cocher. Il dit ces mots derrière le théâtre.')","('#celidan', 'Touche, cocher.')",0.35,Substitution
304,"('#la-nourrice', ""Sortons de pâmoison, reprenons la parole ; Il nous faut à grands cris jouer un autre rôle. Ou je n'y connais rien, ou j'ai bien pris mon temps : Ils n'en seront pas tous également contents ; Et Philiste demain, cette nouvelle sue, Sera de belle humeur, ou je suis fort déçue. Mais par où vont nos gens ? Voyons, qu'en sûreté Je fasse aller après par un autre côté. À présent il est temps que ma voix s'évertue. Aux armes ! Aux voleurs ! On m'égorge, on me tue, On enlève madame ! Amis, secourez-nous ; À la force ! Aux brigands ! Au meurtre ! Accourez tous, Doraste, Polymas, Listor."")","('#la-nourrice', ""Sortons de pâmoison, reprenons la parole, Il nous faut à grands cris jouer un autre rôle, Ou je n'y connais rien, ou j'ai bien pris mon temps, Ils n'en seront pas tous également contents, Et Philiste demain cette nouvelle sue, Sera de belle humeur, ou je suis fort déçue. Mais par où vont nos gens ? Voyons, qu'en sûreté Je fasse aller après par un autre côté, À présent il est temps que ma voix s'évertue, Aux armes, Aux voleurs, on m'égorge, on me tue, On enlève Madame, amis, secourez-nous, À la force, aux brigands, au meurtre, accourez tous, Doraste, Polymas, Listor."")",0.0,Match
305,"('#polymas', ""Qu'as-tu, nourrice ?"")","('#polymas', ""Qu'as-tu, nourrice ?"")",0.0,Match
306,"('#la-nourrice', 'Des voleurs...')","('#la-nourrice', 'Des voleurs.')",0.0,Match
307,"('#polymas', ""Qu'ont-ils fait ?"")","('#polymas', ""Qu'ont-ils fait ?"")",0.0,Match
308,"('#la-nourrice', 'Ils ont ravi Clarice.')","('#la-nourrice', 'Ils ont ravi Clarice.')",0.0,Match
309,"('#polymas', 'Comment ? Ravi Clarice ?')","('#polymas', 'Comment ! Ravi Clarice ?')",0.0,Match
310,"('#la-nourrice', ""Oui ; suivez promptement. Bons dieux ! Que j'ai reçu de coups en un moment !"")","('#la-nourrice', ""Oui suivez promptement. Bons dieux ! Que j'ai reçu de coups en un moment."")",0.0,Match
311,"('#doraste', ""Suivons-les ; mais dis-nous la route qu'ils ont prise."")","('#doraste', ""Suivons-les, mais dis-nous la route qu'ils ont prise."")",0.0,Match
312,"('#la-nourrice', ""Ils vont tout droit par là. Le ciel vous favorise ! Oh, qu'ils en vont abattre ! Ils sont morts, c'en est fait ; Et leur sang, autant vaut, a lavé leur forfait. Pourvu que le bonheur à leurs souhaits réponde, Ils les rencontreront s'ils font le tour du monde. Quant à nous cependant subornons quelques pleurs Qui servent de témoins à nos fausses douleurs."")","('#la-nourrice', ""Ils vont tout droit par là, le ciel vous favorise. Ô qu'ils en vont abattre ! Ils sont morts, c'en est fait, Et leur sang autant vaut, a lavé leur forfait, Pourvu que le bonheur à leurs souhaits réponde Ils les rencontreront s'ils font le tour du monde. Quant à nous cependant subornons quelques pleurs, Qui servent de témoins à nos fausses douleurs."")",0.0,Match
313,"('#philiste', ""Des voleurs cette nuit ont enlevé Clarice ! Quelle preuve en as-tu ? Quel témoin ? Quel indice ? Ton rapport n'est fondé que sur quelque faux bruit."")","('#philiste', ""Des voleurs cette nuit ont enlevé Clarice ? Quelle preuve en as-tu ? Quel témoin ? Quel indice ? Ton rapport n'est fondé que sur quelque faux bruit."")",0.0,Match
314,"('#lycas', ""Je n'en suis par les yeux, hélas ! Que trop instruit ; Les cris de sa nourrice en sa maison déserte M'ont trop suffisamment assuré de sa perte ; Seule en ce grand logis, elle court haut et bas, Elle renverse tout ce qui s'offre à ses pas, Et sur ceux qu'elle voit frappe sans reconnaître ; À peine devant elle oserait-on paraître : De furie elle écume, et fait sans cesse un bruit Que le désespoir forme, et que la rage suit ; Et parmi ses transports, son hurlement farouche Ne laisse distinguer que Clarice en sa bouche."")","('#lycas', ""Je n'en suis par les yeux (hélas) que trop instruit, Les cris de sa nourrice en sa maison déserte, M'ont trop suffisamment assuré de sa perte, Seule en ce grand logis elle court haut et bas, Elle renverse tout ce qui s'offre à ses pas, Et sur ceux qu'elle voit frappe sans reconnaître : À peine devant elle oserait-on paraître De furie elle écume, et fait sans cesse un bruit Que le désespoir forme, et que la rage suit, Et parmi ses transports son hurlement farouche Ne laisse distinguer que Clarice en sa bouche."")",0.0,Match
315,"('#philiste', ""Ne t'a-t-elle rien dit ?"")","('#philiste', ""Ne t'a-t-elle rien dit ?"")",0.0,Match
316,"('#lycas', 'Soudain qu\'elle m\'a vu, Ces mots ont éclaté d\'un transport imprévu : ""Va lui dire qu\'il perd sa maîtresse et la nôtre ; "" Et puis incontinent, me prenant pour un autre, Elle m\'allait traiter en auteur du forfait ; Mais ma fuite a rendu sa fureur sans effet.')","('#lycas', ""Soudain qu'elle m'a vu, Ces mots ont éclaté d'un transport impourvu, Va lui dire qu'il perd sa maîtresse et la nôtre ; Et puis incontinent me prenant pour un autre, Elle m'allait traiter en auteur du forfait, Mais ma fuite a rendu sa fureur sans effet."")",0.0,Match
317,"('#philiste', ""Elle nomme du moins celui qu'elle en soupçonne ?"")","('#philiste', ""Elle nomme du moins celui qu'elle en soupçonne ?"")",0.0,Match
318,"('#lycas', ""Ses confuses clameurs n'en accusent personne, Et même les voisins n'en savent que juger."")","('#lycas', ""Ses confuses clameurs n'en accusent personne, Et même les voisins n'en savent que juger."")",0.0,Match
319,"('#philiste', ""Tu m'apprends seulement ce qui peut m'affliger, Traître, sans que je sache où pour mon allégeance Adresser ma poursuite et porter ma vengeance. Tu fais bien d'échapper ; dessus toi ma douleur, Faute d'un autre objet, eût vengé ce malheur : Malheur d'autant plus grand que sa source ignorée Ne laisse aucun espoir à mon âme éplorée, Ne laisse à ma douleur, qui va finir mes jours, Qu'une plainte inutile, au lieu d'un prompt secours : Faible soulagement en un coup si funeste ; Mais il s'en faut servir, puisque seul il nous reste. Plains, Philiste, plains-toi, mais avec des accents Plus remplis de fureur qu'ils ne sont impuissants ; Fais qu'à force de cris poussés jusqu'en la nue, Ton mal soit plus connu que sa cause inconnue ; Fais que chacun le sache, et que par tes clameurs Clarice, où qu'elle soit, apprenne que tu meurs. Clarice, unique objet qui me tiens en servage, Reçois de mon ardeur ce dernier témoignage : Vois comme en te perdant je vais perdre le jour, Et par mon désespoir juge de mon amour. Hélas ! Pour en juger, peut-être est-ce ta feinte Qui me porte à dessein cette cruelle atteinte ; Et ton amour, qui doute encore de mes serments, Cherche à s'en assurer par mes ressentiments. Soupçonneuse beauté, contente ton envie, Et prends cette assurance aux dépens de ma vie. Si ton feu dure encore, par mes derniers soupirs Reçois ensemble et perds l'effet de tes désirs. Alors ta flamme en vain pour Philiste allumée, Tu lui voudras du mal de t'avoir trop aimée ; Et sûre d'une foi que tu crains d'accepter, Tu pleureras en vain le bonheur d'en douter. Que ce penser flatteur me dérobe à moi-même ! Quel charme à mon trépas de penser qu'elle m'aime ! Et dans mon désespoir qu'il m'est doux d'espérer Que ma mort, à son tour, la fera soupirer ! Simple, qu'espères-tu ? Sa perte volontaire Ne veut que te punir d'un amour téméraire ; Ton déplaisir lui plaît, et tous autres tourments Lui sembleraient pour toi de légers châtiments. Elle en rit maintenant, cette belle inhumaine ; Elle pâme de joie au récit de ta peine, Et choisit pour objet de son affection Un amant plus sortable à sa condition. Pauvre désespéré, que ta raison s'égare ! Et que tu traites mal une amitié si rare ! Après tant de serments de n'aimer rien que toi, Tu la veux faire heureuse aux dépens de sa foi ; Tu veux seul avoir part à la douleur commune ; Tu veux seul te charger de toute l'infortune, Comme si tu pouvais en croissant tes malheurs Diminuer les siens, et l'ôter aux voleurs. N'en doute plus, Philiste, un ravisseur infâme A mis en son pouvoir la reine de ton âme, Et peut-être déjà ce corsaire effronté Triomphe insolemment de sa fidélité Qu'à ce triste penser ma vigueur diminue !"")","('#philiste', ""Tu m'apprends seulement ce qui peut m'affliger, Traître, sans que je sache où pour mon allégeance, Adresser ma poursuite et porter ma vengeance Tu fais bien d'échapper, dessus toi ma douleur Faute d'un autre objet, eût vengé ce malheur ; Malheur d'autant plus grand que sa source ignorée Ne laisse aucun espoir à mon âme éplorée, Ne laisse à ma douleur, qui va finir mes jours Qu'une plainte inutile, au lieu d'un prompt secours, Vain et faible soulas en un coup si funeste. Mais il s'en faut servir, puisque seul il nous reste : Plains Philiste, plains-toi, mais avec des accents Plus remplis de fureur qu'ils ne sont impuissants, Fais qu'à force de cris poussés jusqu'en la nue, Ton mal soit plus connu que sa cause inconnue, Fais que chacun le sache, et que par tes clameurs Clarice, où qu'elle soit, apprenne que tu meurs. Clarice, unique objet qui me tiens en servage, Reçois donc de mes feux ce dernier témoignage, Vois comme en te perdant je vais perdre le jour, Et par mon désespoir juge de mon amour. Aussi pour en juger peut-être est-ce ta feinte Qui me porte à dessein cette cruelle atteinte, Et ton amour qui doute encore de mes serments Cherche à s'en assurer par mes ressentiments. Soupçonneuse beauté, contente ton envie, Et prends cette assurance aux dépens de ma vie, Si ton feu dure encore, par mes derniers soupirs Reçois ensemble, et perds, l'effet de tes désirs. Alors ta flamme en vain pour Philiste allumée Tu lui voudras du mal de t'avoir trop aimée, Et sûre de sa foi tu viendras regretter Sur sa tombe le temps, et le bien d'en douter, Que ce penser flatteur me dérobe à moi-même ! Qu'il m'est doux en mourant de penser qu'elle m'aime, Et dans ce désespoir que causent mes malheurs Espérer que ma mort lui coûtera des pleurs ! Simple, qu'espères-tu ? Sa perte est volontaire, Et pour mieux te punir d'un amour téméraire ; Elle veut tes regrets, tous autres châtiments Ne lui semblent pour toi de légers tourments, Elle en rit maintenant, cette belle inhumaine, Elle se pâme d'aise au récit de ta peine, Et choisit pour objet de son affection Un amant plus sortable à sa condition. Pauvre désespéré ; que ta raison s'égare ! Et que tu traites mal une amitié si rare ! Après tant de serments de n'aimer rien que toi Tu la veux faire heureuse aux dépens de sa foi, Tu veux seul avoir part à la douleur commune, Tu veux seul te charger de toute l'infortune, Comme si tu pouvais en croissant tes malheurs Diminuer les siens et l'ôter aux voleurs. N'en doute plus, Philiste, un ravisseur infâme A mis en son pouvoir la Reine de ton âme, Et peut-être déjà ce corsaire effronté Triomphe insolemment de sa pudicité Hélas ! Qu'à ce penser ma vigueur diminue."")",0.0,Match
320,"('#philiste', ""Mais voici de ses gens. Qu'est-elle devenue ? Amis le savez-vous ? N'avez-vous rien trouvé Qui nous puisse éclaircir du malheur arrivé ?"")","('#philiste', ""Mais voici de ses gens. Qu'est-elle devenue ? Amis le savez-vous ? N'avez-vous rien trouvé Qui nous puisse éclaircir du malheur arrivé ?"")",0.0,Match
321,"('#doraste', 'Nous avons fait, monsieur, une vaine poursuite.')","('#doraste', 'Nous avons fait, monsieur, une vaine poursuite.')",0.0,Match
322,"('#philiste', 'Du moins vous avez vu des marques de leur fuite.')","('#philiste', 'Du moins vous avez vu des marques de leur fuite ?')",0.0,Match
323,"('#doraste', 'Si nous avions pu voir les traces de leurs pas, Des brigands ou de nous vous sauriez le trépas ; Mais, hélas ! Quelque soin et quelque diligence...')","('#doraste', 'Si nous avions pu voir les traces de leurs pas Des brigands ou de nous vous sauriez le trépas. Mais hélas quelque soin, et quelque diligence.')",0.0,Match
324,"('#philiste', ""Ce sont là des effets de votre intelligence, Traîtres ; ces feints hélas ne sauraient m'abuser."")","('#philiste', ""Ce sont là des effets de votre intelligence, Traîtres ; ces feints hélas ne sauraient m'abuser."")",0.0,Match
325,"('#polymas', ""Vous n'avez point, monsieur, de quoi nous accuser."")","('#polymas', 'Vous ne devez, Monsieur, en rien nous accuser.')",0.0,Match
326,"('#philiste', ""Perfides, vous prêtez épaule à leur retraite, Et c'est ce qui vous fait me la tenir secrète. Mais voici... Vous fuyez ! Vous avez beau courir, Il faut me ramener ma maîtresse, ou mourir."")","('#philiste', ""Perfides vous prêtez épaule à leur retraite, Et c'est ce qui vous fait me la tenir secrète : Mais voici. Vous fuyez ? Vous avez beau courir Il faut me ramener ma maîtresse, ou mourir."")",0.0,Match
327,"('#doraste', ""Cédons à sa fureur, évitons-en l'orage."")","('#doraste', ""Cédons à sa fureur, évitons-en l'orage."")",0.0,Match
328,"('#polymas', ""Ne nous présentons plus aux transports de sa rage ; Mais plutôt derechef allons si bien chercher, Qu'il n'ait plus au retour sujet de se fâcher."")","('#polymas', ""Ne nous présentons plus aux transports de sa rage, Mais plutôt derechef allons si bien chercher Qu'il n'ait plus au retour sujet de se fâcher."")",0.0,Match
329,"('#listor', 'Le voilà.')","('#listor', 'Le voilà.')",0.0,Match
330,"('#philiste', ""Qui les ôte à ma juste colère ? Venez de vos forfaits recevoir le salaire, Infâmes scélérats, venez, qu'espérez-vous ? Votre fuite ne peut vous sauver de mes coups."")","('#philiste', ""Qui les ôte à ma juste colère ? Venez de vos forfaits recevoir le salaire, Infâmes scélérats, venez, qu'espérez-vous  Votre fuite ne peut vous sauver de mes coups."")",0.0,Match
331,"('#alcidon', ""Philiste, à la bonne heure, un miracle visible T'a rendu maintenant à l'honneur plus sensible, Puisqu'ainsi tu m'attends les armes à la main. J'admire avec plaisir ce changement soudain, Et vais..."")","('#alcidon', ""Philiste, à la bonne heure, un miracle visible T'a rendu maintenant à l'honneur plus sensible, Puisqu'ainsi tu m'attends les armes à la main. Quoi ? Ta poltronnerie a changé bien soudain ? Et vais..."")",0.0,Match
332,"('#celidan', 'Ne pense pas ainsi...')","('#celidan', 'Modère cette ardeur, tout beau.')",1.9,Substitution
333,"('#alcidon', ""Laisse-nous faire ; C'est en homme de coeur qu'il me va satisfaire. Crains-tu d'être témoin d'une bonne action ?"")","('#alcidon', ""Laisse-nous faire C'est en homme de coeur qu'il me va satisfaire, Crains-tu d'être témoin d'une bonne action ?"")",0.0,Match
334,"('#philiste', ""Dieux ! Ce comble manquait à mon affliction. Que j'éprouve en mon sort une rigueur cruelle ! Ma maîtresse perdue, un ami me querelle."")","('#philiste', ""Dieux ! Ce comble manquait à mon affliction, Que j'éprouve en mon sort une rigueur cruelle ! Ma maîtresse perdue, un ami me querelle."")",0.0,Match
335,"('#alcidon', 'Ta maîtresse perdue !')","('#alcidon', 'Ta maîtresse perdue !')",0.0,Match
336,"('#philiste', 'Hélas ! Hier, des voleurs...')","('#philiste', 'Hélas ! Hier, des voleurs.')",0.0,Match
337,"('#alcidon', ""Je n'en veux rien savoir, va le conter ailleurs ; Je ne prends point de part aux intérêts d'un traître ; Et puisqu'il est ainsi, le ciel fait bien connaître Que son juste courroux a soin de me venger."")","('#alcidon', ""Je n'en veux rien savoir, va le conter ailleurs, Je ne prends point de part aux intérêts d'un traître, Et puisqu'il est ainsi, le ciel fait bien paraître Que son juste courroux a voulu me venger."")",0.0,Match
338,"('#philiste', ""Quel plaisir, Alcidon, prends-tu de m'outrager ? Mon amitié se lasse, et ma fureur m'emporte ; Mon âme pour sortir ne cherche qu'une porte. Ne me presse donc plus dans un tel désespoir : J'ai déjà fait pour toi par delà mon devoir. Te peux-tu plaindre encore de ta place usurpée ? J'ai renvoyé Géron à coups de plat d'épée ; J'ai menacé Florange, et rompu les accords Qui t'avaient su causer ces violents transports."")","('#philiste', ""Quel plaisir, Alcidon, prends-tu de m'outrager ? Mon amitié se lasse, et ma fureur m'emporte. Mon âme pour sortir ne cherche qu'une porte. Ne me presse donc plus dedans mon désespoir : J'ai déjà fait pour toi par delà mon devoir, Te peux-tu plaindre encor de ta place occupée ? J'ai renvoyé Géron à coups de plat d'épée J'ai menacé Florange et rompu les accords Qui causaient jadis ces violents transports."")",0.0,Match
339,"('#alcidon', ""Entre des cavaliers une offense reçue Ne se contente point d'une si lâche issue ; Va m'attendre..."")","('#alcidon', ""Entre des cavaliers une offense reçue Ne se contente point d'une si lâche issue. Va m'attendre."")",0.0,Match
340,"('#celidan', ""Arrêtez, je ne permettrai pas Qu'un si funeste mot termine vos débats."")","('#celidan', ""Arrêtez, je ne permettrai pas Qu'un si funeste mot termine vos débats."")",0.0,Match
341,"('#philiste', ""Faire ici du fendant tandis qu'on nous sépare, C'est montrer un esprit lâche autant que barbare. Adieu, mauvais, adieu : nous nous pourrons trouver ; Et si le coeur t'en dit, au lieu de tant braver, J'apprendrai seul à seul, dans peu, de tes nouvelles. Mon honneur souffrirait des taches éternelles À craindre encore de perdre une telle amitié."")","('#philiste', ""Faire ici du fendant tandis qu'on nous sépare C'est montrer un esprit lâche autant que barbare, Adieu, mauvais, adieu, nous nous pourrons trouver, Et si le coeur t'en dit, au lieu de t'en braver, J'apprendrai seul à seul, dans peu, de tes nouvelles. Mon honneur souffrirait des taches éternelles À craindre encore de perdre une telle amitié."")",0.0,Match
