mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Score
-,"('#aristandre', ""Aristandre sans crainte, et seul, l'entreprendrait ; "")",0.0
-,"('#le-geolier', ""Que dites-vous ? Un Dieu vainement s'y perdrait ;  Ce voeu ne peut partir que d'une âme égarée :  Voyez-vous pas comment cette salle est barrée ?  À moins que de manger les pierres et le fer  On n'en pourrait sortir, ce lieu semble un Enfer. "")",0.0
-,"('#aristandre', 'Encore Alcide y put secourir un Thésée. ')",0.0
-,"('#le-geolier', ""Sa délivrance fut, je dirai, plus aisée ;  Toutes deux dans la fable, impossibles j'entends. "")",0.0
-,"('#aristandre', ""Donc il y faut mourir ; et qu'est-ce que j'attends ? "")",0.0
-,"('#le-geolier', 'Que de ce lieu mortel sa Majesté vous tire,  Que le prince apaisé… ')",0.0
-,"('#aristandre', 'Dieux ! Que peux-tu me dire ? ')",0.0
-,"('#le-geolier', 'Un destin si sanglant se change désormais. ')",0.0
-,"('#aristandre', ""Tu me parles d'un temps qui ne viendra jamais. "")",0.0
-,"('#le-geolier', ""Que savez-vous ? Cet Astre et de sang et de cuivre,  Après avoir bandé sa force à vous poursuivre,  Saoulé de sang humain enfin, s'arrêtera,  De celui de Gylas il se contentera ;  Sa tête, qu'on a vue en butte pur un autre,  Aura fléchi le Prince, et payé pour la vôtre. "")",0.0
-,"('#aristandre', 'Comment ? Que me dis-tu ? ')",0.0
-,"('#le-geolier', 'Gylas exécuté. ')",0.0
-,"('#aristandre', ""De ce destin mortel où me vois-je porté ?  Qu'une tête innocente ait payé pour la mienne ?  Ah ! Meurtriers ! Ah ! Bourreaux ! Je vengerai la sienne,  Le premier qui viendra je le veux étouffer,  L'immoler aux fureurs que je sens m'échauffer :  Montrez-vous, approchez, venez, sanglants ministres,  Satellites du sort et des Parques sinistres,  Prince, Tyran, bourreaux, tous ensemble mêlés,  Ouvrez, je vous attends : et quoi ? Vous reculez ?  Supplices des humains, Érynnes de la terre,  Qui ne soufflez qu'horreur, que souffre, que tonnerre,  Pestes, qui ne vivez que de meurtre et de sang,  Venez, pour vous saouler, je vous tendrai le flanc ;  Ne saurais-je trouver un fer qui me soulage ?  Prêtez donc, ô mes mains, vos ongles à ma rage,  Mes charitables mains aidez à mon courroux,  Sus, cherchez moi le coeur, et le crevez de coups :  Peureuses, vous tremblez ; ah ! Ce respect m'irrite,  Ma fureur vous absout, mon coeur vous sollicite ;  Courage, arrachez-moi les yeux, et les cheveux,  Ouvrez mon estomac, tuez-moi, je le veux :  Qui des deux m'aime plus ? Que celle-là commence ;  Plus chère m'est ici celle qui plus m'offense :  Ma dextre, encore as-tu pour armes un bâton ;  Pousse-le dans mon coeur, tires-en à tâtons  L'âme chaude, bouillante, et toute rouge encore.  Il se met à genoux regardant la petite pointe de fer  qui est au bout du bâton, dont il se veut tuer.  Avant que de mourir, petit fer, je t'adore,  Beau présent de Camille ! Ah ! Je l'entends assez,  Je vois pendre à ce bout tous mes malheurs passés ;  Par là ne dis-tu pas, Camille, que je meure ?  Oui, je t'obéirai jusqu'à la dernière heure ;  Vois comme je chéris ce qui me vient de toi,  Je l'envoie à mon coeur, c'est un coup de ma foi ;  Enfonce là dedans, sois cruelle à me plaire,  Pousse, ma main.  Il cherche par tout le Théâtre quelque chose pour se tuer."")",0.0
-,"('#le-geolier', 'Ô Ciel ! Et que voulez-vous faire ? ')",0.0
-,"('#aristandre', ""Un coup digne de moi ; tu t'opposes en vain. "")",0.0
-,"('#le-geolier', 'Je vous empêcherai… ')",0.0
-,"('#aristandre', 'De mourir ? ')",0.0
-,"('#le-geolier', ""Dans mon sein  Je tournerai plutôt et le coup, et l'atteinte. "")",0.0
-,"('#aristandre', 'Ta bonté me déplaît ; va, laisse-moi. ')",0.0
-,"('#le-geolier', ""La crainte  Ne m'obligera pas à vous plaire en ceci. "")",0.0
-,"('#aristandre', ""J'assemblerai ma force. "")",0.0
-,"('#le-geolier', 'Et moi la mienne aussi. ')",0.0
-,"('#aristandre', ""C'est trop.  Ah ! Qu'ai-je fait ? La ruse est découverte ;  Mon imprudence en fin me causera ma perte,  D'un côté je la cherche, et de l'autre elle vient ;  La tienne préviendra, méchant, qui me retient ? Il se tirent ce bâton, qui étant creux et coupé par la moitié, chaque bout leur demeure à la main, et une lettre tombe au milieu d'eux, que le Geôlier relève."")",0.0
-,"('#le-geolier', 'Holà, Monsieur, pardon. ')",0.0
-,"('#aristandre', 'Donne-moi cette lettre. ')",0.0
-,"('#le-geolier', 'Avec elle ma vie encore, pour la mettre  À tout ce qui pourra vous plaire et vous servir. ')",0.0
-,"('#aristandre', 'Cette rare bonté se joue à me ravir. ')",0.0
-,"('#le-geolier', ""Ceci passe le jeu, comme votre espérance ;  En ma fidélité prenez de l'assurance :  J'ai pitié de voir perdre un homme comme vous.  Je vous servirai d'âme et de coeur contre tous,  Prêt à tout hasarder pour vous tirer de peine,  J'entre dans vos destins, votre fer est ma chaîne ;  Retirez-vous, Monsieur, et vous fiez en moi. "")",0.0
-,"('#aristandre', ""Ô Ciel ! Plus qu'à lui-même aujourd'hui je te dois. "")",0.0
-,"('#le-geolier', ""Que pussiez-vous devoir la vie à mes services.  Mais tandis que j'aurai recours aux artifices,  Voyez ce qu'on vous mande, et prêt à revenir  Ce que vous écrirez je le ferai tenir ;  Voilà par un bonheur le papier, et la plume. "")",0.0
-,"('#aristandre', ""Pourrai-je m'y fier ? "")",0.0
-,"('#le-geolier', 'La foudre me consume,  Au cas… ')",0.0
-,"('#aristandre', ""N'achève point, j'offense ta vertu. "")",0.0
-,"('#le-geolier', ""Pour résoudre ce point je l'ai bien débattu ;  Mais je suis immuable à quoi que je m'engage. "")",0.0
-,"('#aristandre', ""La douceur de l'humeur et celle du langage  Démentent sa bassesse, et sa condition. "")",0.0
-,"('#le-geolier', ""Monsieur, ne doutez point de mon affection ;  Je mourrai courageux à ces pieds que j'enferme. "")",0.0
-,"('#aristandre', ""Tu m'enchaînes le coeur d'un lien bien plus ferme. "")",0.0
-,"('#coryleon', ""Non, toutes vos raisons ne sauraient l'excuser,  Mon amitié s'en plaint, et c'est en abuser ;  Retirez-vous, ma Soeur, une grâce dernière  Garde un mot en secret à cette Prisonnière. "")",0.0
-,"('#cloriande', ""Que ce mot à mes soins causera de discours !  Qu'en lui votre fureur prenne un paisible cours. "")",0.0
-,"('#coryleon', 'Enfin je suis à moi, mais plutôt à la rage ;  Quoi ? Je cherche ma main, elle me fuit ; courage !  Commence, ma fureur, elle attend après toi :  Déloyale, voici qui parlera pour moi,  Ma main fait mon discours tout prêt à te confondre ?  Il tire un poignard pour lui planter dans le sein.')",0.0
-,"('#roseline', ""Dépêchez, je l'entends, mon sang lui veut répondre :  Mon coeur s'enfle d'orgueil en ce bonheur nouveau  D'avoir à mon trépas un si noble Bourreau ;  S'il mérite la mort, qu'elle vous satisfasse ;  Ne la méritant point, encore est-ce une grâce :  Ah ! Que ce coup m'est doux, qui m'oblige en mourant ! "")",0.0
-,"('#coryleon', ""Change l'eau de ses yeux, et rougit ce torrent :  C'est trop.  En la pensant frapper, le poignard lui tombe des mains."")",0.0
-,"('#roseline', 'Oui, de faveur, pour une malheureuse. ')",0.0
-,"('#coryleon', 'Mais le poignard échappe à ma main rigoureuse. ')",0.0
-,"('#roseline', ""Ah ! Le traître, l'ingrat, c'est plutôt à mon sein. "")",0.0
-,"('#coryleon', ""Que croirai-je ? Sinon qu'il est de son dessein ?  Ô Dieux ! Tout me trahit ! Qui faut-il que je blâme,  Mon coeur, l'amour, ma main, le poignard, ou ma femme ?  Vous ne me vaincrez pas, Cieux, destins, ni pitié,  Non, vous ne triomphez encore qu'à moitié ;  Je veux pour témoin de votre lâche envie  Son tourment dure autant que ma haine, et sa vie,  Qu'elle-même en vivant ait de quoi murmurer  De n'en pouvoir sortir, non plus que l'endurer ;  Je veux qu'une prison ne lui parle à toute heure  Que de combien la mort est plus douce et meilleure :  C'est un point résolu. Gardes, venez ici.  Les Gardes retournent sur le Théâtre."")",0.0
-,"('#roseline', ""Me refuser la mort, et me traiter ainsi ?  Nature, ouvre l'Enfer, caches-y ton ouvrage. "")",0.0
-,"('#coryleon', ""C'est trop, tu n'en verras en vivant que l'image ;  Allez, qu'une prison dans l'horreur et les fers  Montre au moins à ses voeux le tableau des Enfers. "")",0.0
-,"('#roseline', 'Ton coeur le montre mieux, où sont tant de furies ;  Mais lâche-les sur moi. ')",0.0
-,"('#coryleon', ""C'est assez, tu me pries :  Qu'on me l'ôte d'ici ; puisqu'elle veut mourir,  J'ordonne qu'elle vive, et je la veux nourrir,  Du sang que versera ce Mignon qu'elle adore. "")",0.0
-,"('#roseline', 'Je plains cet innocent plus que moi-même encore. ')",0.0
-,"('#coryleon', ""Innocent ? Un perfide ; oui, pleure son trépas,  L'Empereur, ni le Ciel, ne l'empêcheraient pas. "")",0.0
-,"('#le-geolier', ""Vous avez entendu l'état de ma fortune  Inhumaine toujours, et toujours importune ;  Le bien m'accompagna seulement au berceau,  Et le mal me suivra jusques dans le tombeau ;  Au milieu des tourments, et même en l'infamie  Ma naissance trop noble est ma seule ennemie ;  Que n'ai-je moins de coeur, ou du moins d'adversité ! "")",0.0
-,"('#camille', ""Il faut donner un temps à la nécessité,  Qui peut être constant n'est jamais misérable ;  Il est vrai que ton sort me semble déplorable,  Et que le souvenir des biens qu'on a perdus  Touche plus que les maux quand ils sont attendus ;  Mais celui qui changea ta fortune dès l'heure,  La peut changer encore, et la rendre meilleure. "")",0.0
-,"('#le-geolier', ""L'espérance pour moi ne fut jamais un bien ;  Le mien, c'est de n'avoir et de n'attendre rien ;  On a presque autre mal que le bien qu'on espère. "")",0.0
-,"('#camille', ""Il n'est pas qu'un bon coeur à la fin ne prospère :  Le Ciel nous garde un bien, qu'il semble nous cacher ;  Ne peut-on pas l'avoir ? Il le faut arracher :  Vois-tu comme je fais ce que je te conseille ?  Que je demande au Ciel par force une merveille ?  Cet habit et mon sort ne te disent-il pas  Que la vertu de tout se forme des appas ?  Vois comme il faut dompter la fortune envieuse,  Vois de la pauvreté l'image glorieuse ;  Considère en nous deux qu'un courage constant  Tient malheureux le Maître, et le Valet content. "")",0.0
-,"('#le-geolier', ""Judicieux Valet, qui se rend cet office,  À qui le Maître même a voué son service,  À qui devrait un jour l'Univers obéir. "")",0.0
-,"('#camille', ""Me flatter maintenant c'est presque me trahir,  Notre condition te le semble défendre,  Et je ne voudrais pas que l'on nous put entendre :  Continuons la feinte, et dedans son regret  Donnons à ton Captif un plaisir si secret. "")",0.0
-,"('#aristandre', ""Misérable, es-tu mort ? Ou si tu pense vivre  Parmi tant de travaux que le destin te livre ?  Cette nuit, cette horreur, l'outrage, et le tourment,  Font-ils pas de ce lieu l'Enfer d'un pauvre Amant ?  S'il est privé de bien, de joie, et de délices,  Tous les objets d'ici ne sont que des supplices ;  Je me puis dire un Ombre, un fantôme amoureux,  Ils parlent comme moi, moi je souffre comme eux ;  Le Soleil chez les Morts ne peut jamais descendre,  S'il éclairait ici, ce serait de la cendre ;  La douleur et l'amour, de ce corps que j'avais  Ne m'ont laissé du tout que le coeur et la voix,  Et gardent à mes feux qu'ils ne peuvent éteindre  Le coeur pour endurer, et la voix pour me plaindre ;  Encore cette voix, afin de dire mieux,  N'est qu'un Écho des cris que j'ai faits en ces lieux,  Et ce coeur où l'amour a retiré mon âme,  N'est rien qu'un feu d'essence, et l'esprit d'une flamme ;  Tellement que n'ayant autre chose du mien,  Sans aimer et souffrir, je ne serais plus rien :  Ô Dieux ! Qui donnez cours à mon malheur extrême,  J'aimerai de souffrir, et vous, souffrez que j'aime ;  Non, je ne vous demande ou de vie ou de jour,  Que ce qu'il en faudrait pour expirer d'amour,  Et rendre à ma Maîtresse une preuve certaine  De mon ressentiment, et du fruit de sa peine :  Ou si c'est trop, ô Dieux ! Accordez à ma foi,  Comme je vis en elle, et qu'elle meurt en moi,  Si mon trépas devance ou borne sa victoire,  Qu'à la fin mon tombeau soit le prix de sa gloire.  Mais vous n'en ferez rien, Tyrans malicieux,  De ce qu'on souffre en Terre, on en rit dans les Cieux ;  Mon sort contagieux et qui se communique  Fait de mon seul malheur une peste publique,  Et parmi la rigueur de mes travaux divers  Je suis, en me perdant, pour perdre l'Univers :  Je rends de tous plaisirs une Cour orpheline,  Mon destin a perdu Vachles, et Roseline,  Par moi Coryléon ne vit plus qu'en fureur,  Cloriande qu'en peine, et la Cour en horreur :  Mais toi, de qui les soins davantage m'affligent,  Qui pour trop m'obliger presque me désobligent,  Camille, qu'attends-tu ? Mon malheur et tes voeux N'auront qu'un seul destin, pour nous perdre tous deux ;  L'injustice et les Cieux ont arrêté ma perte ;  Et n'osant t'assaillir par une force ouverte ;  De peur que la vertu leur reprochât ce tort,  On te bat de mes coups, pour mourir de ma mort :  Cruel, injuste sort ! En ta rigueur extrême  Faut-il pour me punir passer hors de moi-même ?  De la faute d'un seul faire deux malheureux ?  Camille et le Geôlier seront au dessous de sa grille qui l'auront ouï dire tout."")",0.0
-,"('#camille', ""Oui, car tout est commun à deux coeurs amoureux.  Le mien m'échappe, Ami, je ne puis plus l'entendre ;  Ouvre, dépêche tôt. "")",0.0
-,"('#aristandre', 'Dieux ! Qui parle ? ')",0.0
-,"('#camille', 'Aristandre ! ')",0.0
-,"('#aristandre', 'Qui me répond ? ')",0.0
-,"('#camille', 'Mon âme ! ')",0.0
-,"('#aristandre', 'Oracle injurieux… ')",0.0
-,"('#camille', ""Que prononce Camille, et que donnent les Dieux ;  Ne sont-ce pas les Dieux qui m'obligent à prendre,  Si ton malheur le veut, un tombeau dans ta cendre. "")",0.0
-,"('#aristandre', ""Ô Dieux ! Qu'ai-je entendu ? Mais qu'est-ce que je vois ?  Deux miracles vraiment qui surpassent ma foi :  Ah ! Camille. "")",0.0
-,"('#camille', 'Ah ! Ma Vie. ')",0.0
-,"('#aristandre', ""Amour ! Est-il croyable  Que ce lieu désormais me paraisse effroyable ?  Doncque je vois reluire le Soleil aux Enfers ?  Le plaisir se vient rendre au milieu de mes fers ;  Et le Ciel, raccourcit dans le sein de la terre,  Pour montrer tous les feux que son espace enserre,  Et faire d'un Cachot un nouveau Firmament,  Ne me présente ici que deux yeux seulement :  Où luisez-vous ? Beaux yeux ! Qu'elle est cette aventure ?  Qu'un pauvre habit nous cache un trésor de Nature ?  Que c'est mal enchâsser un diamant si beau !  C'est vêtir le soleil d'une ombre et d'un tombeau :  Et toi, que mon amour appelle son Aurore,  Qui conduis en ce lieu cet Astre que j'adore,  Ôte-moi ces liens, ses yeux en ont assez  Qui me tiennent le coeur et les sens enlacés ;  Ajoute à la première une seconde grâce,  Que sans empêchement, et libre, je l'embrasse. "")",0.0
-,"('#le-geolier', ""Que ce petit service au-dessous de mes voeux  N'est à la fin suivi des effets que je veux. "")",0.0
-,"('#aristandre', 'Ami, dans ta bonté… ')",0.0
-,"('#le-geolier', 'Monsieur, le temps nous presse. ')",0.0
-,"('#aristandre', 'Que ta vertu reluit ! Et bien, chère Maîtresse,  Il faut doncque souffrir que sa fidélité… ')",0.0
-,"('#camille', ""Soit mémorable un jour à la postérité :  Si vous le connaissiez, sa fortune est étrange ;  En cet infâme état où son malheur le range  Il est plus déguisé que moi-même en ces lieux ;  Lui-même une autre fois vous le peut dire mieux,  À d'autres entretiens cette heure nous appelle. "")",0.0
-,"('#aristandre', ""Je le crois de Maison, l'apparence en est telle,  Son esprit, son discours, et sa foi me l'ont dit,  Que je dois reconnaître, ou mourir sans crédit. "")",0.0
-,"('#le-geolier', 'Employez mieux ce temps, Monsieur, je vous conjure. ')",0.0
-,"('#aristandre', 'Est-il faveur plus rude, et plus honnête injure ?  Il lui faut obéir, nous sommes sous sa loi. ')",0.0
-,"('#camille', 'Oui, car il est mon Maître. ')",0.0
-,"('#aristandre', ""Et c'est un Dieu pour moi. "")",0.0
-,"('#le-geolier', 'Je le désirerais, pour vous tirer de peine. ')",0.0
-,"('#aristandre', ""Qui sans vous me serait beaucoup moins inhumaine :  Tous vos bienfaits ne vont qu'à ma confusion ;  Vous puis-je voir, Madame, à mon occasion  Toujours dans les soupirs, et toujours dans les larmes ?  Qu'attendrons-nous enfin d'Adraste, et de ses armes ?  A-t-il reçu ma lettre ? Et n'est-il pas venu ?  Ne m'est-il plus ami ? Qui l'aurait retenu ?  Ses soldats dorment-ils ? Ou suis-je encore en vie ? "")",0.0
-,"('#camille', ""Je crois que l'entreprise enfin sera suivie  De tous les fruits heureux qu'apporte un bon conseil ;  J'ai fait à nos desseins un secret appareil,  Qu'Adraste et ses soldats en peu viendront éclore,  S'il accorde à mes veux le secours que j'implore ;  Félismon est allé le trouver de ma part. "")",0.0
-,"('#aristandre', ""Il manquera peut-être, ou ne viendra que tard :  Tous ses désirs pour moi n'ont été que fidèles ;  Mais… "")",0.0
-,"('#camille', 'La seule amitié lui donnera des ailes. ')",0.0
-,"('#aristandre', 'Mon malheur plus puissant les lui pourrait couper. ')",0.0
-,"('#le-geolier', ""Parlez bas, quittez-vous, on marche, j'ois frapper. "")",0.0
-,"('#camille', 'Qui nous surprend ? ')",0.0
-,"('#le-geolier', 'Ô Dieux ! Cloriande en personne. ')",0.0
-,"('#camille', 'Je tremble à son abord. ')",0.0
-,"('#le-geolier', ""Cet accident m'étonne. "")",0.0
-,"('#cloriande', ""Enfin je l'ai vaincu, j'ai dompté sa fureur,  Mon esprit s'est montré plus fort que l'Empereur,  Mon frère a relâché, sa colère s'apaise ;  Je te puis voir encore, Aristandre, à mon aise,  Et te dire le droit que ma protection  Mérite désormais en ton affection :  Mais que l'occasion favorise ma peine !  Tiré de son cachot le Geôlier l'amène ;  Un tiers est avec eux.  Quel est ce beau garçon ?  Elle parle au Geôlier."")",0.0
-,"('#le-geolier', ""C'est mon valet, Madame, il est fils d'un maçon ;  Je l'ai conduit ici… "")",0.0
-,"('#camille', 'Justement à sa perte. ')",0.0
-,"('#le-geolier', 'Pour mettre quelque pierre en la muraille ouverte. ')",0.0
-,"('#camille', ""Je la porte vraiment cette pierre en mon coeur,  Il est plus froid que marbre, et n'a plus de vigueur. "")",0.0
-,"('#cloriande', 'Telle profession fait honte à son visage,  Et des traits ne sont pas propres à cet usage. ')",0.0
-,"('#aristandre', ""Oui, tout est découvert, n'en attends rien de mieux. "")",0.0
-,"('#cloriande', ""Il a je ne sais quoi d'agréable en ses yeux ;  Quel est son nom ? "")",0.0
-,"('#le-geolier', ""Niais ; c'est la sottise même :  Voyez ce front baisé, voyez-lui ce teint blême,  Qui dans un sot respect marquent sa lâcheté ;  Ces pâles traits de gueux les nommez-vous beauté ? "")",0.0
-,"('#aristandre', ""Que sa feinte rigueur me plaît, et qu'elle est douce ! Qu'elle vient à propos ! "")",0.0
-,"('#le-geolier', ""Marche, quand on te pousse ;  Il a les pieds pesants de même que l'esprit. "")",0.0
-,"('#cloriande', ""Les coups ne chassent point sa grâce qui me rit ;  Je l'admire ; et connais… "")",0.0
-,"('#aristandre', 'Sans doute notre feinte. ')",0.0
-,"('#cloriande', ""Que tu lui perds le coeur et l'esprit dans la crainte ;  Traite-le, je le veux, un peu plus doucement :  Retirez-vous d'ici tous deux pour un moment. "")",0.0
-,"('#le-geolier', 'De combien de frayeurs ce moment nous délivre ! ')",0.0
-,"('#camille', ""Je pense qu'en lui seul je commence de vivre ;  Que ne suis-je dehors ! Écoutons néanmoins. "")",0.0
-,"('#cloriande', ""Aristandre, je prends tous mes soins à témoins,  Et l'Hydre de tes maux sans cesse renaissante,  Si quelque affection fut jamais plus puissante  Que celle qui par moi te conserve aujourd'hui. "")",0.0
-,"('#camille', ""Il faudrait donc ôter celle que j'ai pour lui. "")",0.0
-,"('#cloriande', ""Tes maux et mon secours te disent que je t'aime ;  Tu ne vis que par moi, ne vis que pour moi-même ;  Peux-tu me refuser ce qui semble être à moi ? "")",0.0
-,"('#aristandre', 'Et bien, tenez ma vie, une autre tient ma foi ;  Je sais que je vous dois cet air que je respire,  Que mon salut dépend des lois de votre empire. ')",0.0
-,"('#camille', 'Dis de sa tyrannie, et de sa passion. ')",0.0
-,"('#aristandre', ""Mais ce bien qui me vient de votre affection,  Ne me le donnez-vous que par le prix d'un crime ?  Puis-je vivre, et quitter la flamme qui m'anime ? "")",0.0
-,"('#cloriande', ""Cette flamme ? Imprudent, qui t'aurait fait mourir,  Sans la mienne, qui put seule te secourir. "")",0.0
-,"('#aristandre', ""Au contraire, en mes maux c'est elle qui m'assiste,  Son amour réjouit cette demeure triste. "")",0.0
-,"('#cloriande', ""Elle te donne donc un bien qu'elle n'a pas ;  Son cachot et le tien n'ont-ils point quelque appas ?  Tout son plaisir n'est plus qu'à chercher une porte  Pour sortir, en mourant, des maux qu'elle supporte. "")",0.0
-,"('#aristandre', ""qui était derrière la porte du Cachot et la tenait.  Elle ne cherche pas ce qu'à l'heure elle tient. "")",0.0
-,"('#camille', ""Il passe trop avant ; Dieux ! Jusqu'où l'on en vient ? "")",0.0
-,"('#le-geolier', ""Il lui répond de vous, mais elle entend d'une autre :  Écoutons leur discours, et finissons le nôtre. "")",0.0
-,"('#cloriande', 'On lui ferme un chemin, que chacun trouve ouvert. ')",0.0
-,"('#aristandre', ""Elle y sait bien venir, elle l'a découvert. "")",0.0
-,"('#cloriande', ""En vain le voulut-elle ; on la détient captive,  Et pour son plus grand mal on permet qu'elle vive :  Mais change cet amour. "")",0.0
-,"('#aristandre', 'Jamais. ')",0.0
-,"('#cloriande', 'Romps ce lien. ')",0.0
-,"('#aristandre', 'Il est trop fort. ')",0.0
-,"('#cloriande', 'Et prends en moi-même ton bien.')",0.0
-,"('#aristandre', ""Je n'en veux jamais d'autre, et n'en aurai qu'en elle. "")",0.0
-,"('#cloriande', ""Qu'attends-tu d'une infâme, et d'une criminelle ? "")",0.0
-,"('#aristandre', ""Ah ! Madame, c'est trop, vous passez à l'excès ;  Si Camille n'a point un plus heureux succès,  Notre amour pour le moins n'a ni honte ni vice ;  Sa gloire est dans mes fers, la mienne en son service. "")",0.0
-,"('#cloriande', 'Quoi ? Roseline enfin lui cédera le lieu ? ')",0.0
-,"('#aristandre', ""C'est ce que veut le Ciel, et que ferait un Dieu. "")",0.0
-,"('#cloriande', ""Qu'encore à celle-ci je serve de seconde ? "")",0.0
-,"('#aristandre', ""Elle n'en eut jamais et n'aura dans le monde. "")",0.0
-,"('#cloriande', 'Tout ainsi que ma Soeur, Camille aura son tour. ')",0.0
-,"('#aristandre', ""Je l'aimai de respect, de devoir, non d'amour. "")",0.0
-,"('#camille', ""Je serais trop heureuse ; ô Dieux ! L'osai-je croire ? "")",0.0
-,"('#cloriande', 'Ainsi de mes bienfaits tu perds toute mémoire ! ')",0.0
-,"('#aristandre', 'Nullement, je les porte empreints dedans le coeur. ')",0.0
-,"('#cloriande', ""Pour les y mettre aux pieds d'un ennemi vainqueur,  Qui superbe y régnant en fera ses trophées ;  C'est ainsi que tu rends mes plaintes étouffées ;  Ingrat, me veux-tu perdre, en te donnant secours ?  Que veux-tu ? "")",0.0
-,"('#aristandre', 'Par ma fin celle de vos amours. ')",0.0
-,"('#cloriande', ""Oui, méchant, tu l'auras. Mais ma rage allumée  Fait des désirs de feu, qui s'en vont en fumée ;  Je ne vivrai jamais, si je le fais mourir ;  À tout autre dessein il me faut secourir :  Vis, cruel, insensible, et triomphe, barbare,  Objet seul, et témoin d'une amitié si rare. "")",0.0
-,"('#le-geolier', ""Retirons-nous plus loin, qu'elle ne trouve ici  Un objet de sa haine, et deux témoins aussi. "")",0.0
-,"('#cloriande', 'Jamais affection ne fut plus irritée,  Plus forte, ni plus digne… ')",0.0
-,"('#aristandre', ""Ou si peu méritée ;  Madame, c'est ici l'excès de mon malheur. "")",0.0
-,"('#cloriande', ""Que tu nourris, ingrat, ta peine, et ma douleur ;  Je te ferai sentir… Mais la faible vengeance !  Je ne puis contre lui que manquer d'allégeance ;  Mes coups me blesseraient la première avant lui ;  Ciel ! Tu n'as point de Dieux pour guérir mon ennui.  Elle s'en va en colère."")",0.0
-,"('#aristandre', ""Elle me fait pitié, mais plus de mal encore ;  Ce Soleil se couchant va perdre son Aurore :  Camille retournant avec le Geôlier.  Non, je la vois qui vient ; ô l'effet nonpareil !  L'Aurore à cette fois a chassé le Soleil.  Et bien, la vérité vous est-elle connue ?  Lui pouvez-vous encore opposer quelque nue ? "")",0.0
-,"('#le-geolier', ""Rentrez, dépêchons-nous ; la Princesse m'attend. "")",0.0
-,"('#camille', ""Aristandre, il est vrai que mon coeur est content,  Ton amour ne me fit jamais plus de caresse,  Je suis de Valet feint véritable Maîtresse ;  Mais je veux, si le Ciel n'en abrège le cours,  Te faire en peu de temps le Maître de mes jours. "")",0.0
-,"('#aristandre', ""Et les miens n'auront plus de Soleil que vous-même ;  Que je veux faire voir sur le visage blême,  Et conserver ici, pour combattre le sort  Entre la nuit, l'horreur, le péril, et la mort. "")",0.0
-,"('#adraste', ""Qu'on tienne en un cachot la Vertu prisonnière ?  Qu'une action si belle efface sa lumière ?  Dis-tu que l'échafaud par deux fois fut dressé ?  Ah ! Ce récit cruel me rend tout insensé ;  Ami, je me serais perdu pour ta défense,  De son sang le Tyran m'eût payé cette offense :  Encore n'est-il pas assuré du danger,  Trois mille hommes que j'ai sauront bien le ranger,  Prêtes à se retirer, ils m'aimeront mieux suivre  Que de languir chez eux inutiles à vivre,  Je leur ferais forcer les Astres et les Dieux,  Avec eux j'oserais entreprendre les Cieux :  Et que la Silésie, et qu'une seule Ville  S'opposât à leur front de défense inutile ?  Ce n'est pas le travail d'une nuit seulement. "")",0.0
-,"('#felismon', ""Monsieur, il faut agir ici subtilement ;  On n'y veut pas entrer par une force ouverte,  L'entreprise doit être et discrète, et couverte ;  Aule ne se peut pas battre d'un coup de vent,  Vous vous y pourriez perdre et les vôtres devant ;  Peu de peine et de bruit nous la doit rendre nôtre,  Menacée en une heure, et prise dans une autre :  Camille a des moyens déjà prêts à la main,  Qui passent et l'esprit de son sexe, et l'humain ;  On vous fera savoir le lieu, la force, et l'heure  Qu'en un si grand dessein l'on trouvera meilleure ;  Sans paraître, et couvert, tenez-vous cependant  À quelque peu de là, toujours en attendant,  Épandez vos soldats de loin par les villages,  N'approchez que d'un jour Aule, ou ses voisinages ;  Bref, ne remuez rien, que votre argent touché,  Toujours prêt à partir, et toujours embûché :  Voilà, Monsieur, en peu ce que l'on vous propose. "")",0.0
