,moliere-psyche,quinault-thesee,Cost,Operation Type
163,"('#le-roi', ""Ah, qu'ils souffrent du moins mes plaintes légitimes, Ce m'est assez d'effort que de leur obéir, Ce doit leur être assez que mon coeur t'abandonne Au barbare respect qu'il faut qu'on ait pour eux, Sans prétendre gêner la douleur que me donne L'épouvantable arrêt d'un sort si rigoureux. Mon juste désespoir ne saurait se contraindre, Je veux, je veux garder ma douleur à jamais, Je veux sentir toujours la perte que je fais, De la rigueur du Ciel je veux toujours me plaindre, Je veux jusqu'au trépas incessamment pleurer Ce que tout l'Univers ne peut me réparer."")","('#thesee', ""Il n'aura pas lieu de se plaindre, Si l'on a trop d'ardeur pour moi, C'est un feu que j'ai soin d'éteindre."")",0.5,Substitution
164,"('#psyche', ""Ah, de grâce, Seigneur, épargnez ma faiblesse, J'ai besoin de constance en l'état où je suis : Ne fortifiez point l'excès de mes ennuis Des larmes de votre tendresse, Seuls ils sont assez forts, et c'est trop pour mon coeur, De mon destin et de votre douleur."")","('#medee', ""Vous êtes de trop bonne foi ; Quand on a fait trembler un roi, Apprenez qu'on en doit tout craindre."")",0.62,Substitution
165,"('#le-roi', ""Oui, je dois t'épargner mon deuil inconsolable. Voici l'instant fatal de m'arracher de toi : Mais comment prononcer ce mot épouvantable ? Il le faut toutefois, le Ciel m'en fait la loi, Une rigueur inévitable M'oblige à te laisser en ce funeste lieu. Adieu, je vais... Adieu."")","('#thesee', ""Sans un charme puissant qui m'attache à sa cour J'irais chercher ailleurs une guerre nouvelle. La gloire m'enflamma dès que je vis le jour, Tout mon cour était fait pour elle ; Mais dans un jeune cour, la gloire la plus belle Fait aisément place à l'amour."")",1.04,Substitution
166,"('#psyche', ""Suivez le Roi, mes Soeurs : vous essuierez ses larmes, Vous adoucirez ses douleurs, Et vous l'accableriez d'alarmes, Si vous vous exposiez encore à mes malheurs. Conservez-lui ce qui lui reste, Le serpent que j'attends peut vous être funeste, Vous envelopper dans mon sort, Et me porter en vous une seconde mort. Le Ciel m'a seule condamnée À son haleine empoisonnée, Rien ne saurait me secourir, Et je n'ai pas besoin d'exemple pour mourir."")","('#medee', ""Un peu d'amoureuse tendresse Sied bien aux plus fameux vainqueurs ; Si l'amour est une faiblesse, C'est la faiblesse des grands cours. Parlez, que rien ne vous alarme J'obligerai le roi de vous tout accorder."")",0.19,Substitution
167,,"('#thesee', ""C'est la belle AEglé qui me charme, Elle est l'unique prix que je veux demander."")",1.0,Deletion
168,,"('#medee', ""C'est AEglé ? Dites-vous, AEglé, qui vous engage ?"")",1.0,Deletion
169,"('#aglaure', ""Ne nous enviez pas ce cruel avantage De confondre nos pleurs avec vos déplaisirs, De mêler nos soupirs à vos derniers soupirs ; D'une tendre amitié souffrez ce dernier gage."")","('#thesee', ""Je sais que la grandeur a pour vous des attraits, Régnez avec le roi, régnez tous deux en paix, AEglé, l'aimable AEglé, n'est qu'un trop beau partage."")",0.79,Substitution
170,"('#psyche', ""C'est vous perdre inutilement."")",,1.0,Insertion
171,"('#cidippe', ""C'est en votre faveur espérer un miracle, Ou vous accompagner jusques au monument."")","('#medee', 'Je crains pour votre amour un obstacle fatal.')",0.92,Substitution
172,,"('#thesee', ""Si Médée est pour moi qui peut m'être contraire ?"")",1.0,Deletion
173,,"('#medee', 'Vous avez le roi pour rival.')",1.0,Deletion
174,"('#psyche', 'Que peut-on se promettre après un tel oracle ?')","('#thesee', 'Malgré sa foi promise, AEglé pourrait lui plaire ?')",0.7,Substitution
175,,"('#medee', ""Laissez-moi voir AEglé, laissez-moi voir le roi, Vous connaîtrez bientôt les soins que je vais prendre Allez, allez, m'attendre, Et fiez-vous à moi."")",1.0,Deletion
176,"('#aglaure', ""Un Oracle jamais n'est sans obscurité, On l'entend d'autant moins que mieux on croit l'entendre, Et peut-être après tout n'en devez-vous attendre Que gloire et que félicité. Laissez-nous voir, ma Soeur, par une digne issue, Cette frayeur mortelle heureusement déçue, Ou mourir du moins avec vous, Si le Ciel à nos voeux ne se montre plus doux."")","('#medee', ""Dépit mortel, transport jaloux, Je m'abandonne à vous. Et toi, meurs pour jamais, tendresse trop fatale ; Que le barbare amour, que j'avais cru si doux, Se change dans mon cour en furie infernale. Dépit mortel, transport jaloux, Je m'abandonne à vous. Inventons quelque peine affreuse, et sans égale : Préparons avec soin, nos plus funestes coups. Ah ! Si l'ingrat que j'aime échappe à mon courroux, Au moins, n'épargnons pas mon heureuse rivale. Dépit mortel, transport jaloux, Je m'abandonne à vous."")",0.28,Substitution
177,,"('#cleone', 'Vous allez voir bientôt votre amant dans ces lieux.')",1.0,Deletion
178,"('#psyche', ""Ma Soeur, écoutez mieux la voix de la Nature, Qui vous appelle auprès du Roi. Vous m'aimez trop, le devoir en murmure, Vous en savez l'indispensable loi, Un père vous doit être encor plus cher que moi. Rendez-vous toutes deux l'appui de sa vieillesse, Vous lui devez chacune un gendre, et des neveux, Mille Rois à l'envi vous gardent leur tendresse, Mille Rois à l'envi vous offriront leurs voeux : L'oracle me veut seule, et seule aussi je veux Mourir, si je puis, sans faiblesse, Ou ne vous avoir pas pour témoins toutes deux De ce que malgré moi, la Nature m'en laisse."")","('#aegle', ""Je le verrai victorieux. Après de mortelles alarmes Qu'un bienheureux retour est doux pour les amants ! L'amour s'accroît par les tourments, Les biens qu'il fait payer avec le plus de larmes N'en deviennent que plus charmants."")",0.5,Substitution
179,"('#aglaure', ""Partager vos malheurs, c'est vous importuner."")","('#cleone', 'Thésée est triomphant, chacun le veut pour maître.')",1.73,Substitution
180,"('#cidippe', ""J'ose dire un peu plus, ma Soeur, c'est vous déplaire."")",,1.0,Insertion
181,"('#psyche', ""Non, mais enfin c'est me gêner, Et peut-être du Ciel redoubler la colère."")","('#aegle', 'Ne verrai-je point paraître Un si glorieux vainqueur ? Il négligera peut-être La conquête de mon cour.')",0.73,Substitution
182,"('#aglaure', ""Vous le voulez, et nous partons. Daigne ce même Ciel plus juste et moins sévère, Vous envoyer le sort que nous vous souhaitons, Et que notre amitié sincère, En dépit de l'Oracle et malgré vous espère."")","('#cleone', ""On n'est pas inconstant pour aimer la victoire. Si le passage est beau de l'amour à la gloire, Rien n'est si doux que le retour De la gloire à l'amour."")",1.11,Substitution
183,"('#psyche', ""Adieu, c'est un espoir, ma Soeur, et des souhaits, Qu'aucun des Dieux ne remplira jamais."")","('#aegle', ""Non, son amour n'est point extrême : Faut-il qu'il trouve ailleurs tant de soins importants ? Il n'ignore pas que je l'aime, Il doit songer que je l'attends."")",0.77,Substitution
184,"('#psyche', ""Enfin seule, et toute à moi-même, Je puis envisager cet affreux changement, Qui du haut d'une gloire extrême Me précipite au monument. Cette gloire était sans seconde, L'éclat s'en répandait jusqu'aux deux bouts du monde, Tout ce qu'il a de Rois semblaient faits pour m'aimer : Tous leur sujets me prenant pour déesse, Commençaient à m'accoutumer Aux encens qu'ils m'offraient sans cesse ; Leurs soupirs me suivaient sans qu'il m'en coûtât rien, Mon âme restait libre en captivant tant d'âmes, Et j'étais, parmi tant de flammes Reine de tous les coeurs, et maîtresse du mien. Ô Ciel ! M'auriez-vous fait un crime De cette insensibilité ? Déployez-vous sur moi tant de sévérité, Pour n'avoir à leurs voeux rendu que de l'estime ? Si vous m'imposiez cette loi, Qu'il fallût faire un choix pour ne pas vous déplaire, Puisque je ne pouvais le faire, Que ne le faisiez-vous pour moi ? Que ne m'inspiriez-vous ce qu'inspire à tant d'autres Le mérite, l'amour, et... Mais que vois-je ici ?"")","('#aegle #cleone', ""La gloire n'est que trop pressante, Un héros doit la suivre avec empressement ; Mais dès que la gloire est contente, L'amour doit promptement Ramener un amant."")",0.54,Substitution
185,"('#cleomene', ""Deux amis, deux rivaux, dont l'unique souci Est d'exposer leurs jours pour conserver les vôtres."")","('#arcas', ""Le roi m'ordonne de vous dire Qu'il vous fera bientôt régner : Rien ne trouble plus son empire... Vous tremblez ? Votre cour soupire ? Le roi tout vieux qu'il est n'est pas à dédaigner. Lorsque par le feu du bel âge Un jeune cour se sent pressé, Dans une ardente amour sans effort on l'engage : On triomphe bien davantage Quand on enflamme un coeur que les ans ont glacé."")",1.14,Substitution
186,"('#psyche', ""Puis-je vous écouter quand j'ai chassé deux soeurs ? Princes, contre le Ciel pensez-vous me défendre ? Vous livrer au serpent qu'ici je dois attendre, Ce n'est qu'un désespoir qui sied mal aux grands coeurs, Et mourir alors que je meurs, C'est accabler une âme tendre Qui n'a que trop de ses douleurs."")","('#aegle', 'Si tu connais, Arcas, le trouble qui me presse, Ne va point découvrir la peine où tu me vois.')",0.48,Substitution
187,,"('#cleone', ""Si tu veux m'obliger oblige la princesse : Fais, s'il se peut par ton adresse Que le roi tourne ailleurs son choix."")",1.0,Deletion
188,,"('#arcas', ""Tu me donnes toujours d'assez fâcheux emplois."")",1.0,Deletion
189,"('#agenor', ""Un serpent n'est pas invincible ; Cadmus qui n'aimait rien, défit celui de Mars ; Nous aimons, et l'Amour sait rendre tout possible Au coeur qui suit ses étendards, À la main dont lui-même il conduit tous les dards."")","('#aegle #cleone #arcas', ""Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs : Rien ne plaît, rien n'enchante, Sans l'amour et sans ses douceurs : Rien ne contente Les jeunes cours Sans l'amour et sans ses douceurs : Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs."")",0.97,Substitution
190,,"('#medee', ""Princesse savez-vous ce que peut ma colère Quand on l'oblige d'éclater ?"")",1.0,Deletion
191,"('#psyche', ""Voulez-vous qu'il vous serve en faveur d'une ingrate Que tous ses traits n'ont pu toucher ? Qu'il dompte sa vengeance au moment qu'elle éclate, Et vous aide à m'en arracher ? Quand même vous m'auriez servie, Quand vous m'auriez rendu la vie, Quel fruit espérez-vous de qui ne peut aimer ?"")","('#aegle', 'Je prétends ne rien faire Qui vous doive irriter.')",0.84,Substitution
192,,"('#medee', ""Et n'est-ce rien que de trop plaire ?"")",1.0,Deletion
193,"('#cleomene', ""Ce n'est point par l'espoir d'un si charmant salaire Que nous nous sentons animer, Nous ne cherchons qu'à satisfaire Aux devoirs d'un amour qui n'ose présumer Que jamais, quoi qu'il puisse faire, Il soit capable de vous plaire, Et digne de vous enflammer. Vivez, belle princesse, et vivez pour un autre ; Nous le verrons d'un oeil jaloux, Nous en mourrons, mais d'un trépas plus doux Que s'il nous fallait voir le vôtre. Et si nous ne mourrons en vous sauvant le jour, Quelque amour qu'à nos yeux vous préfériez au nôtre, Nous voulons bien mourir de douleur et d'amour."")","('#aegle', ""Je renonce à l'hymen du roi Si je lui plais, c'est malgré moi. Ce n'est point dans le rang suprême Qu'on trouve les plus doux appas, Et souvent un bonheur extrême Est plus sûr dans un rang plus bas."")",0.27,Substitution
194,"('#psyche', ""Vivez, Princes, vivez, et de ma destinée Ne songez plus à rompre, ou partager la loi : Je crois vous l'avoir dit, le Ciel ne veut que moi, Le Ciel m'a seule condamnée. Je pense ouïr déjà les mortels sifflements De son ministre qui s'approche, Ma frayeur me le peint, me l'offre à tous moments, Et maîtresse qu'elle est de tous mes sentiments, Elle me le figure au haut de cette roche, J'en tombe de faiblesse, et mon coeur abattu Ne soutient plus qu'à peine un reste de vertu. Adieu, Princes, fuyez, qu'il ne vous empoisonne."")","('#medee', ""Vous aimez donc Thésée ? Ah ! N'en rougissez pas, Il n'est que trop digne qu'on l'aime. Je m'intéresse en votre amour ; Parlez, vous connaîtrez mon cour à votre tour."")",0.51,Substitution
195,"('#agenor', ""Rien ne s'offre à nos yeux encor qui les étonne, Et quand vous vous peignez un si proche trépas, Si la force vous abandonne, Nous avons des coeurs et des bras Que l'espoir n'abandonne pas. Peut-être qu'un rival a dicté cet Oracle, Que l'or a fait parler celui qui l'a rendu : Ce ne serait pas un miracle, Que pour Dieu muet un homme eût répondu, Et dans tous les climats on n'a que trop d'exemples Qu'il est ainsi qu'ailleurs des méchants dans les temples."")","('#aegle', ""J'avais toujours bravé l'amour et sa puissance Avant que d'avoir vu ce glorieux vainqueur ; Mais la gloire et l'amour tous deux d'intelligence Ne sont que trop puissants pour vaincre un jeune cour. Que votre soin au mien réponde, J'espère que le roi deviendra votre époux : Régnez par son hymen dans une paix profonde, Laissez-moi ce héros, mon sort est assez doux ; Quand vous posséderiez tout l'empire du monde, Mon cour n'en serait point jaloux."")",0.07,Substitution
196,,"('#medee', 'Mais enfin, si le roi commande, Vous êtes soumise à sa loi.')",1.0,Deletion
197,"('#cleomene', ""Laissez-nous opposer au lâche ravisseur, À qui le sacrilège indignement vous livre, Un amour qu'a le Ciel choisi pour défenseur De la seule beauté pour qui nous voulons vivre. Si nous n'osons prétendre à sa possession, Du moins en son péril permettez-nous de suivre L'ardeur et les devoirs de notre passion."")","('#aegle', ""Ma vie est au pouvoir du roi, Et je veux bien qu'elle en dépende : Mais c'est en vain qu'il demande Un cour qui n'est plus à moi."")",0.93,Substitution
198,"('#psyche', ""Portez-les à d'autres moi-mêmes, Princes, portez-les à mes Soeurs Ces devoirs, ces ardeurs extrêmes Dont pour moi sont remplis vos coeurs, Vivez pour elles quand je meurs, Plaignez de mon destin les funestes rigueurs, Sans leur donner en vous de nouvelles matières. Ce sont mes volontés dernières, Et l'on a reçu de tout temps Pour souveraines lois les ordres des mourants."")","('#medee', ""Vous m'en avez trop dit, il est temps qu'entre nous La confidence soit égale. Il faut vous dégager d'une chaîne fatale."")",0.81,Substitution
199,"('#cleomene', 'Princesse...')","('#aegle', 'La mort, la seule mort rompra des noeuds si doux.')",1.34,Substitution
200,"('#psyche', ""Encore un coup, Princes, vivez pour elles, Tant que vous m'aimerez, vous devez m'obéir ; Ne me réduisez pas à vouloir vous haïr, Et vous regarder en rebelles, À force de m'être fidèles. Allez, laissez-moi seule expirer en ce lieu, Où je n'ai plus de voix que pour vous dire adieu. Mais je sens qu'on m'enlève, et l'air m'ouvre une route D'où vous n'entendrez plus cette mourante voix, Adieu, Princes, adieu pour la dernière fois, Voyez si de mon sort vous pouvez être en doute. Elle est enlevée en l'air par deux Zéphyrs."")","('#medee', ""Je veux que dés demain le roi soit votre époux : Vous aimez un héros qui ne peut être à vous, Et Médée est votre rivale ; Prenez soin d'éviter mon funeste courroux."")",0.67,Substitution
201,,"('#aegle', 'Nos deux cours sont unis par un amour fidèle.')",1.0,Deletion
202,,"('#medee', ""En dépit de l'amour je les veux diviser."")",1.0,Deletion
203,"('#agenor', 'Nous la perdons de vue, allons tous deux chercher Sur le faîte de ce rocher, Prince, les moyens de la suivre.')","('#aegle', 'La chaîne qui nous lie est si forte et si belle.')",1.51,Substitution
204,"('#cleomene', 'Allons-y chercher ceux de ne lui point survivre.')","('#medee', ""J'aurai plus de plaisir si je la puis briser."")",1.67,Substitution
205,"('#l-amour', ""Allez mourir, rivaux d'un dieu jaloux, Dont vous méritez le courroux, Pour avoir eu le coeur sensible aux mêmes charmes, Et toi, forge, Vulcain, mille brillants attraits Pour orner un palais Où l'Amour de Psyché veut essuyer les larmes, Et lui rendre les armes."")","('#aegle', ""Non, j'aime mieux la mort qu'une lâche inconstance, Tout l'enfer à mes yeux n'aura rien de si noir ; Malgré Médée et sa vengeance, Mon amour fera son devoir."")",0.86,Substitution
206,"('#vulcain', ""Dépêchez, préparez ces lieux Pour le plus aimable des Dieux, Que chacun pour lui s'intéresse, N'oubliez rien des soins qu'il faut : Quand l'Amour presse, On n'a jamais fait assez tôt. L'Amour ne veut point qu'on diffère, Travaillez, hâtez-vous, Frappez, redoublez vos coups ; Que l'ardeur de lui plaire Fasse vos soins le plus doux. Servez bien un dieu si charmant, Il se plaît dans l'empressement. Que chacun pour lui s'intéresse, N'oubliez rien des soins qu'il faut : Quand l'Amour presse, On n'a jamais fait assez tôt. L'Amour ne veut point qu'on diffère, Travaillez, etc. SECOND COUPLET."")","('#medee', ""Voyons si votre amour est tel qu'il veut paraître, Puisque vous le voulez vous allez me connaître : Je vais vous faire voir Ce que c'est que Médée et quel est son pouvoir. La scène change, et représente un désert épouvantable rempli de monstres furieux."")",0.86,Substitution
207,,"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous !')",1.0,Deletion
208,,"('#cleone', ""Que d'objets horribles !"")",1.0,Deletion
209,,"('#arcas', 'Quels monstres terribles !')",1.0,Deletion
210,,"('#aegle', 'Quel affreux courroux !')",1.0,Deletion
211,,"('#aegle #cleone #arcas', 'Dieux ! Où sommes-nous !')",1.0,Deletion
212,"('#zephyr', ""Oui, je me suis galamment acquitté De la commission que vous m'avez donnée, Et du haut du rocher je l'ai, cette beauté, Par le milieu des airs doucement amenée Dans ce beau palais enchanté, Où vous pouvez en liberté Disposer de sa destinée : Mais vous me surprenez par ce grand changement Qu'en votre personne vous faites ; Cette taille, ces traits, et cet ajustement, Cachent tout à fait qui vous êtes, Et je donne aux plus fins à pouvoir en ce jour Vous reconnaître pour l'Amour."")","('#aegle', 'Me laissez-vous, cruelle, Dans cette horreur mortelle ? Ah cruelle ! Où me laissez-vous ?')",0.73,Substitution
213,,"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous ?')",1.0,Deletion
214,,"('#cleone', ""Contre ce monstre qui m'alarme Viens me défendre Arcas."")",1.0,Deletion
215,"('#l-amour', ""Aussi, ne veux-je pas qu'on puisse me connaître, Je ne veux à Psyché découvrir que mon coeur, Rien que les beaux transports de cette vive ardeur Que ses doux charmes y font naître ; Et pour en exprimer l'amoureuse langueur, Et cacher ce que je puis être Aux yeux qui m'imposent des lois, J'ai pris la forme que tu vois."")","('#arcas', ""Ne crains rien avant mon trépas. Ô ciel ! On me désarme ! Tu peux beaucoup ici, belle Dorine, hélas ! Ne l'abandonne pas. Un fantôme emporte l'épée d'Arcas."")",0.94,Substitution
216,,"('#cleone #arcas', ""Belle, Dorine, hélas ! Ne m'abandonne pas. Ne l'abandonne pas."")",1.0,Deletion
217,"('#zephyr', ""En tout vous êtes un grand maître, C'est ici que je le connais. Sous des déguisements de diverse nature On a vu les Dieux amoureux Chercher à soulager cette douce blessure Que reçoivent les coeurs de vos traits pleins de feux ; Mais en bon sens vous l'emportez sur eux, Et voilà la bonne figure Pour avoir un succès heureux, Près de l'aimable sexe où l'on porte ses voeux. Oui, de ces formes-là l'assistance est bien forte, Et sans parler ni de rang, ni d'esprit, Qui peut trouver moyen d'être fait de la sorte, Ne soupire guère à crédit."")","('#dorine', ""Il est bon d'être nécessaire ; C'est un charme puissant pour plaire Où peu de cours ont résisté : Un grand secours qu'on espère Est un grand trait de beauté."")",0.0,Match
218,,"('#arcas', ""Ce n'est pas d'aujourd'hui que je te trouve belle."")",1.0,Deletion
219,,"('#cleone', ""Où pourrait-il voir plus d'attraits ?"")",1.0,Deletion
220,,"('#dorine', 'Je sais trop votre amour nouvelle.')",1.0,Deletion
221,"('#l-amour', ""J'ai résolu, mon cher Zéphyr, De demeurer ainsi toujours, Et l'on ne peut le trouver à redire À l'aîné de tous les Amours. Il est temps de sortir de cette longue enfance Qui fatigue ma patience, Il est temps désormais que je devienne grand."")","('#cleone #arcas', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",0.89,Substitution
222,"('#zephyr', ""Fort bien, vous ne pouvez mieux faire, Et vous entrez dans un mystère Qui ne demande rien d'enfant."")","('#dorine', 'Pour se tirer de peine Chacun promet assez ; Mais la promesse est vaine Lorsque les périls sont passés.')",1.45,Substitution
223,"('#l-amour', 'Ce changement sans doute irritera ma mère.')","('#cleone #arcas', 'Ne doute point de ma promesse.')",1.78,Substitution
224,"('#zephyr', ""Je prévois là-dessus quelque peu de colère. Bien que les disputes des ans Ne doivent point régner parmi des Immortelles, Votre Mère Vénus est de l'humeur des Belles Qui n'aiment point de grands enfants. Mais où je la trouve outragée, C'est dans le procédé que l'on vous voit tenir, Et c'est l'avoir étrangement vengée, Que d'aimer la beauté qu'elle voulait punir. Cette haine où ses voeux prétendent que réponde La puissance d'un fils que redoutent les Dieux..."")","('#dorine', ""Non, je ne prétends point regagner désormais D'un si volage amant la trompeuse tendresse ; Non, non, je le promets ; Non, je ne l'aimerai jamais."")",0.83,Substitution
225,"('#l-amour', ""Laissons cela, Zéphyr, et me dis si tes yeux Ne trouvent pas Psyché la plus belle du monde ? Est-il rien sur la Terre, est-il rien dans les Cieux, Qui puisse lui ravir le titre glorieux De beauté sans seconde ? Mais je la vois, mon cher Zéphyr, Qui demeure surprise à l'éclat de ces lieux."")","('#cleone #arcas #dorine', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",1.25,Substitution
226,"('#zephyr', ""Vous pouvez vous montrer pour finir son martyre, Lui découvrir son destin glorieux, Et vous dire entre vous tout ce que peuvent dire Les soupirs, la bouche, et les yeux. En confident discret je sais ce qu'il faut faire Pour ne pas interrompre un amoureux mystère."")","('#medee', ""Qu'on ne me trouble point, qu'on leur ouvre un passage. C'est sur d'autres que vous que doit tomber ma rage, Fuyez de ce funeste lieu."")",0.54,Substitution
227,,"('#cleone #arcas', 'Adieu, Dorine, adieu.')",1.0,Deletion
228,"('#psyche', ""Où suis-je ? Et dans un lieu que je croyais barbare, Quelle savante main a bâti ce palais, Que l'Art, que la Nature pare De l'assemblage le plus rare Que l'oeil puisse admirer jamais ? Tout rit, tout brille, tout éclate, Dans ces jardins, dans ces appartements, Dont les pompeux ameublements N'ont rien qui n'enchante et ne flatte ; Et de quelque côté que tournent mes frayeurs, Je ne vois sous mes pas que de l'or, ou des fleurs. Le Ciel aurait-il fait cet amas de merveilles Pour la demeure d'un serpent ? Et lorsque par leur vue il amuse et suspend De mon destin jaloux les rigueurs sans pareilles, Veut-il montrer qu'il s'en repent ? Non, non, c'est de sa haine en cruautés féconde Le plus noir, le plus rude trait, Qui par une rigueur nouvelle et sans seconde N'étale ce choix qu'elle a fait De ce qu'a de plus beau le Monde, Qu'afin que je le quitte avec plus de regret. Que mon espoir est ridicule, S'il croit par là soulager mes douleurs ! Tout autant de moments que ma mort se recule, Sont autant de nouveaux malheurs, Plus elle tarde, et plus de fois je meurs. Ne me fais plus languir, viens prendre ta victime, Monstre qui dois me déchirer ; Veux-tu que je te cherche, et faut-il que j'anime Tes fureurs à me dévorer ? Si le Ciel veut ma mort, si ma vie est un crime, De ce peu qui m'en reste ose enfin t'emparer, Je suis lasse de murmurer Contre un châtiment légitime, Je suis lasse de soupirer, Viens, que j'achève d'expirer."")","('#medee', ""Sortez, ombres, sortez de la nuit éternelle. Voyez le jour pour le troubler. Hâtez-vous d'obéir quand ma voix vous appelle, Que l'affreux désespoir, que la rage cruelle Prennent soin de vous assembler. Sortez, ombres, sortez de la nuit éternelle."")",0.62,Substitution
229,,"('#le-choeur-de-l-enfer', 'Sortons de la nuit éternelle.')",1.0,Deletion
230,"('#l-amour', ""Le voilà ce serpent, ce monstre impitoyable, Qu'un Oracle étonnant pour vous a préparé, Et qui n'est pas peut-être à tel point effroyable Que vous vous l'êtes figuré."")","('#medee', ""Venez peuple infernal, venez, Avancez malheureux coupables, Soyez aujourd'hui déchaînés : Goûtez l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",1.06,Substitution
231,,"('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",1.0,Deletion
232,"('#psyche', ""Vous, Seigneur, vous seriez ce monstre dont l'oracle A menacé mes tristes jours, Vous qui semblez plutôt un Dieu qui par miracle Daigne venir lui-même à mon secours !"")","('#medee', 'Redoublez en ce jour le soin que vous prenez De mes vengeances redoutables.')",0.88,Substitution
233,"('#l-amour', ""Quel besoin de secours au milieu d'un Empire, Où tout ce qui respire N'attend que vos regards pour en prendre la loi, Où vous n'avez à craindre autre monstre que moi ?"")","('#le-choeur-de-l-enfer', 'Ordonnez, ordonnez.')",1.08,Substitution
234,"('#psyche', ""Qu'un monstre tel que vous inspire peu de crainte ! Et que s'il a quelque poison, Une âme aurait peu de raison De hasarder la moindre plainte, Contre une favorable atteinte Dont tout le coeur craindrait la guérison ! À peine je vous vois, que mes frayeurs cessées Laissent évanouir l'image du trépas, Et que je sens couler dans mes veines glacées Un je ne sais quel feu que je ne connais pas. J'ai senti de l'estime et de la complaisance, De l'amitié, de la reconnaissance, De la compassion les chagrins innocents M'en ont fait sentir la puissance, Mais je n'ai point encore senti ce que je sens. Je ne sais ce que c'est, mais je sais qu'il me charme ; Que je n'en conçois point d'alarme ; Plus j'ai les yeux sur vous, plus je m'en sens charmée : Tout ce que j'ai senti n'agissait point de même, Et je dirais que je vous aime, Seigneur, si je savais ce que c'est que d'aimer. Ne les détournez point, ces yeux qui m'empoisonnent, Ces yeux tendres, ces yeux perçants, mais amoureux, Qui semblent partager le trouble qu'ils me donnent. Hélas ! Plus ils sont dangereux, Plus je me plais à m'attacher sur eux. Par quel ordre du Ciel que je ne puis comprendre Vous dis-je plus que je ne dois, Moi de qui la pudeur devrait du moins attendre Que vous m'expliquassiez le trouble où je vous vois ? Vous soupirez, Seigneur, ainsi que je soupire, Vos sens comme les miens paraissent interdits, C'est à moi de m'en taire, à vous de me le dire, Et cependant c'est moi qui vous le dis."")","('#medee', ""Ma rivale m'expose à des maux effroyables ; Qu'elle ait part aux tourments qui vous sont destinés : Tous les enfers impitoyables Auront peine à former des horreurs comparables Aux troubles qu'elle m'a donné : Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",0.19,Substitution
235,"('#l-amour', ""Vous avez eu, Psyché, l'âme toujours si dure, Qu'il ne faut pas vous étonner, Si, pour en réparer l'injure L'Amour en ce moment se paye avec usure De ceux qu'elle a dû lui donner. Ce moment est venu qu'il faut que votre bouche Exhale des soupirs si longtemps retenus, Et qu'en vous arrachant à cette humeur farouche, Un amas de transports aussi doux qu'inconnus Aussi sensiblement tout à la fois vous touche, Qu'ils ont dû vous toucher durant tant de beaux jours Dont cette âme insensible a profané le cours."")","('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables. On nous tourmente Sans cesse aux enfers, Que l'on ressente Nos feux et nos fers. Tout doit se troubler, Tout doit trembler. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. On nous déchaine, Suivons nos fureurs ; Dans notre peine Troublons tous les cours. Un grand désespoir Est doux à voir. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. Les habitants des enfers expriment la douceur qu'ils trouvent dans les ordres que Médée leur donne de donner des frayeurs, et de faire de la peine à Aeglé."")",0.0,Match
236,"('#psyche', ""N'aimer point, c'est donc un grand crime !"")","('#le-choeur-de-l-enfer', ""Que tout frémisse : Qu'avec nous tout gémisse : Quelle douceur de voir souffrir !"")",1.21,Substitution
237,"('#l-amour', 'En souffrez-vous un rude châtiment ?')","('#aegle', 'Ah quel effroyable supplice ! Faites-moi promptement mourir.')",0.62,Substitution
238,"('#psyche', ""C'est punir assez doucement."")",,1.0,Insertion
239,"('#l-amour', ""C'est lui choisir sa peine légitime, Et se faire justice en ce glorieux jour D'un manquement d'amour, par un excès d'amour."")",,1.0,Insertion
