cadet-gassicourt-souper-de-moliere,chazet-dubois-moliere-chez-ninon,Score
-,"('#moliere', ""Vos outrages, Monsieur, ne peuvent m'affecter ;  Y répondre serait presque les mériter.  L'honnête magistrat que la justice anime,  A des droits , je le sais, à la publique estime :  Mais il la perd bientôt grâces à ses flatteurs.  Je connais de nos jours les vulgaires erreurs ;  Chacun voit son portrait dans chaque comédie,  Et l'orgueil de l'auteur gagne à cette manie.  Si l'on se reconnaît, c'est qu'on est ressemblant.  Oui, dans l'homme irrité, je crois voir cet enfant  Qui choqué des défauts que son miroir retrace,  Ne pouvant le changer, pleure et brise la glace. "")",0.0
-,"('#saint-alban', ""Bien, fort bien : déclamez, monsieur le comédien ;  Dites-nous de grands mots qui ne nous peignent rien.  Mais je vais au fait, moi... Ce soir même, au théâtre, Quand vous réunirez votre foule idolâtre,  Vous ferez demander le Tartuffe ; Voyons ,  Là, que répondrez-vous ? Direz-vous pour raisons ?  « Monsieur le Président ne veut pas qu'on le joue. » "")",0.0
-,"('#moliere', 'Pourquoi non ? ')",0.0
-,"('#saint-alban', ""Sans détour il l'avoue !  Eh bien ! Mon cher monsieur, vous vous repentirez  De ce mauvais bon mot ; vous verrez, vous verrez.  Votre pièce n'était encor que suspendue :  Vous pouvez dès ce jour la croire défendue.  Il est calme... Bien plus ; ce chef-d'oeuvre nouveau  Grâce à moi, sera brûlé par le bourreau.  Il n'est pas plus ému... Vous changerez de style,  Monsieur, il est encor des prisons dans la ville. Il sourit.... Pour le coup signalons mon pouvoir ,  Et sachons empêcher sa lecture ce soir.  Je dirai désormais à qui voudra l'entendre,  Qu'un auteur est homme, un homme ! Un homme à pendre.  À part. Haut.  À part.  Haut.  À part. Il sort."")",0.0
-,"('#moliere', 'Eh bien ? ')",0.0
-,"('#laforet', 'Eh bien ? ')",0.0
-,"('#moliere', ""Comme il se reconnaît !  Comme il a peur de lui ! Tu l'as vu ; son portrait  L'a fait pâlir d'horreur, écumer de colère,  Et sortir malgré lui de son saint caractère. "")",0.0
-,"('#laforet', ""J'avais ben préparé ce qui vient d'arriver. "")",0.0
-,"('#moliere', 'Comment donc ? ')",0.0
-,"('#laforet', ""J'ignorais que je dusse trouver  Ici votre ennemi : je croyais sur mon âme  Que ce Monsieur était un ami de Madame :  Et j'avais critiqué sans crainte, franchement,  La fausse piété du maudit Saint-Alban. "")",0.0
-,"('#moliere', ""Mais lu l'as critiqué sans lui dire d'injures. "")",0.0
-,"('#laforet', ""Oui, j'ai dit seulement quelques vérités dures :  Qu'il était un cafard, un.... "")",0.0
-,"('#moliere', ""Mais y penses-tu?  Un homme qui peut nuire ! Et qu'a-t-il répondu ? "")",0.0
-,"('#laforet', 'Mais rien, il a semblé faire la sourde oreille. ')",0.0
-,"('#moliere', ""Va, c'est ma chère enfant le lion qui sommeille. "")",0.0
-,"('#laforet', 'Mon cher maître, je crains de vous avoir fait tort.')",0.0
-,"('#moliere', ""Pourquoi ? N'ai-je pas dit que jusques à la mort,  J'attaquerais de front et le crime et le vice ?  C'est une tâche, un but qu'il faut que je remplisse.  Je méprise et je hais tous ces lâches censeurs  Qui du siècle voulant corriger les erreurs,  Mettent leur livre au jour et se cachent dans l'ombre ; Moi, je brave les sots sans respect pour le nombre ;  Je critique, censure, et ne tremble jamais  Devant ceux dont j'offris les fidèles portraits.  Aussi ce Saint-Alban par sa sainte présence  N'a pu m'intimider, me contraindre au silence.  Il peut faire arrêter Tartuffe et son auteur,  Mais il ne changera ni mes voeux ni mon coeur.  Qu'il soit absent, présent, je redirai sans cesse,  « Le Tartuffe est de moi, je suis fier de ma pièce. »  Il n'est pas un seul trait, un seul vers , un seul mot  Que je veuille en ôter. C'est un auteur bien sot  Que celui qui craignant tel parti qui le blâme,  Sacrifie en tremblant une sage épigramme,  Et qui se ravalant pour plaire à tel seigneur,  Fait d'un tableau brillant, un portrait sans couleur.  Je n'imiterai pas ces coupables faiblesses ; Je veux de vrais succès et non pas des caresses.  J'ai besoin d'un grand nom, je n'ai pas besoin d'or :  L'estime du public, voilà mon seul trésor ;  Et je saurai toujours sans basse complaisance  Peindre ce que je vois, dire ce que je pense...  Si mon siècle me blâme et craint la vérité,  J'aurai du moins écrit pour la postérité."")",0.0
-,"('#ninon', 'Molière ! ')",0.0
-,"('#laforet', 'Mon cher maître !')",0.0
-,"('#moliere', ""Eh quoi Ninon !....  Madame  Vous m'avez entendu ?....  À part. Haut."")",0.0
-,"('#ninon', ""De coeur, d'esprit, et d'âme... Et je m'en applaudis. Oui, mon illustre ami,  Entre mes plus beaux jours, je compte celui-ci.  Quel feu dans vos discours ! Quelle noble énergie !  Que j'ai bien reconnu l'accent du vrai génie !  J'ai reconnu surtout l'auteur indépendant  Qui prend la vérité pour seul frein du talent.  Quelques soient vos succès, trop peu l'on vous renomme ; Vous pensez, vous parlez, ami, comme un grand homme."")",0.0
-,"('#moliere', 'Madame...')",0.0
-,"('#laforet', ""C'est le nom qu'un jour il obtiendra ;  Il l'aura mérité, chacun en conviendra. "")",0.0
-,"('#ninon', ""Mais revenons, Molière, à la raison subite  Qui m'a fait désirer ici voire visite.  Car vous avez reçu mon billet."")",0.0
-,"('#moliere', 'Oui Ninon, Et je le garderai...')",0.0
-,"('#ninon', 'Le garder ! ')",0.0
-,"('#moliere', 'Pour raison. ')",0.0
-,"('#ninon', ""C'est un mot. "")",0.0
-,"('#moliere', ""Il est vrai, mais ce mot est aimable.  Vos yeux et votre esprit ont un pouvoir semblable ;  Un regard peint l'amour, un mot peint l'amitié. "")",0.0
-,"('#ninon', 'Le plus sûr est le mot... Si je vous ai prié  De venir en ces lieux, vous doutez-vous, Molière,  De mon secret motif ? ')",0.0
-,"('#moliere', 'Non. ')",0.0
-,"('#ninon', 'Vous êtes sincère ? ')",0.0
-,"('#moliere', 'Comme vous quelquefois. ')",0.0
-,"('#ninon', ""Je vous entends, Monsieur,  Puisqu'on ne peut jouer aujourd'hui l'Imposteur,  Grâce à ce Saint-Alban, cagot et ridicule.  Vengez-vous. "")",0.0
-,"('#moliere', 'Eh comment ? ')",0.0
-,"('#ninon', 'Sans crainte et sans scrupule  Venez lire ce soir votre ouvrage chez moi. ')",0.0
-,"('#moliere', 'Volontiers. ')",0.0
-,"('#ninon', 'Mon ami, dites ? De bonne foi  Cela vous fâche-t-il ? ')",0.0
-,"('#moliere', 'Eh pourquoi, je vous prie ?  De lire chez Ninon, moi je me glorifie. ')",0.0
-,"('#ninon', ""Vous êtes trop aimable... Alors avec raison  J'ai mandé pour ce soir quelques gens du bon ton,  Des amateurs et même... Il faut que je vous laisse  Deviner quels amis entendront votre pièce. "")",0.0
-,"('#moliere', 'Monsieur_le_Prince. ')",0.0
-,"('#ninon', 'Oh ! Oui, le Prince à vos talents  Rend justice, et lui seul impose aux médisants.  Ensuite... ')",0.0
-,"('#moliere', 'Sévigné, La Châtre.')",0.0
"('#antoine', 'Paix !')","('#ninon', 'Non. ')",0.7269771695137024
"('#madelon', 'Paix ! ')","('#moliere', 'Chapelle.')",0.7419371604919434
"('#le-choeur', 'Paix !')","('#ninon', 'Oui, poursuivez. ')",0.30146440863609314
"('#moliere', 'Paix ! ')","('#moliere', 'Encor !')",0.8866291642189026
