racine-thebaide,rotrou-antigone,Score
-,"('#creon', ""Ô fou raisonnablement ! Spécieuse faiblesse ! Sur toute lâcheté ce faux zèle me blesse : Quoi donc ! Pour une impie il faut être pieux, Et faire grâce au crime est faire honneur aux Dieux ! Depuis quand des deux points d'où dépend la justice À leur sacré conseil retranché le supplice, Et fait, par un désordre à leur gloire fatal, De la source du bien la semence du mal ? Quoi ! Venir, embrasé dune aveugle furie, Verser le sang des siens, ruiner sa patrie, La rage dans le coeur et les armes au poing, Est être cher aux dieux et mériter leur soin ! Non, non, c'est de nos maux faire le ciel complice ; C'est de la piété faire un appât au vice : Contredire son roi sur un si juste arrêt, C'est ne pouvoir plier sous un joug qui déplaît, Et du zèle indiscret et partisan du crime Pallier le refus d'un zèle légitime. Mais, o l'on m'ôtera la qualité de roi, Ou mon autorité maintiendra cette loi. Du corps de ce mutin, gisant dans la poussière, Le ventre des corbeaux sera le cimetière; Et se tienne assuré d'un cruel châtiment Quiconque lui destine un autre monument."")",0.0
-,"('#cleodamas', ""Sire, quel malheureux, après votre défense, Pour l'intérêt d'un mort prendrait cette licence ?"")",0.0
-,"('#creon', ""Toujours, quelque rebelle, en un règne naissant, Croit faire un coup d'état en désobéissant, Et se jette à clos yeux au danger plus extrême, Au mépris de son prince, au mépris de soi-même : Mais son crime est utile et contient quelquefois De plus mutins que lui dans le respect des lois : Suffit que si mon fils enfreignait ma défense, Son sang, son propre sang en laverait l'offense, Et que j'ai des Argus aux coteaux d'alentour Qui feront leur devoir d'y veiller nuit et jour."")",0.0
-,"('#capitaine', 'Ô vertu criminelle ! Ô pitié funeste, Du mépris de la mort preuve trop manifeste !')",0.0
-,"('#creon', ""Qu'est-ce ? Quelle nouvelle ?"")",0.0
-,"('#capitaine', ""Ah ! Quel est mon malheur, D'avoir été commis pour instrument du leur !"")",0.0
-,"('#creon', 'Quoi ! Déjà mon édit a trouvé des rebelles ?')",0.0
-,"('#capitaine', ""Sire, pour faire ouïr de mauvaises nouvelles, Qu'il faut faire sur soi de violents efforts, Et qu'on a de contrainte à les mettre dehors ! La princesse Antigone..."")",0.0
-,"('#creon', ""Ô malheureuse fille Sur qui j'établissais l'espoir de ma famille ! Ô race détestable et digne de son sort !"")",0.0
-,"('#capitaine', ""Secondée à ce soin pas la veuve du mort, Vient d'être auprès du corps dessus l'heure surprise, De son funèbre office achevant l'entreprise : Deux de mes compagnons qui l'amènent ici Vous la vont présenter à l'étrangère aussi."")",0.0
-,"('#ephise', ""Le ciel a jusqu'au bout versé sur cette race Disgrâce sur malheur et malheur sur disgrâce."")",0.0
-,"('#creon', ""Ô masque de vertu ! Que ta fausse beauté Couvre d'hypocrisie et de déloyauté ! Quoi ! Cette misérable, à mon fils destinée, Sur le point d'accomplir cet heureux hyménée, Déclare maintenant sa haine contre moi Son refuge, son oncle, et son père et son roi ! Non, j'aurais plutôt cru que toute une province Se dût montrer rebelle au vouloir de son prince, Et secouer le joug de son commandement, Que je n'eusse eu pour elle un soupçon seulement. Amenez cette peste, et qu'on cherche une peine Égale à son forfait et digne de ma haine. Voyant entrer les gardes."")",0.0
-,"('#creon', ""Voyez quelle assurance en cet oeil effronté ! Quel superbe maintien et quelle égalité ! D'un seul signe d'effroi ce front est-il capable ? Qui de nous semble mieux le juge ou le coupable ? Qui si visiblement contredit mon pouvoir ?"")",0.0
-,"('#antigone', ""Non ; l'on m'a prise, sire, on ne m'a pas surprise. On ne saurait surprendre en si juste entreprise."")",0.0
-,"('#argie', ""J'ai seule transgressé cet arrêt inhumain : Sire, elle n'a rien fait que me prêter la main."")",0.0
-,"('#menette', ""C'est à moi, Sire, à moi qu'en est dû le supplice ; Je suis auteur de tout, elle n'est que complice."")",0.0
-,"('#creon', ""Et ne saviez-vous pas que cet acte, en effet, Était contrevenant à l'arrêt que j'ai fait ?"")",0.0
-,"('#antigone', ""Je n'en pouvais douter, puisqu'aucun ne l'ignore."")",0.0
-,"('#argie', 'Oui, je la savais bien.')",0.0
-,"('#menette', ""Et moi mieux qu'elle encore."")",0.0
-,"('#creon', 'Vous faisiez donc vertu de transgresser mes lois ?')",0.0
-,"('#antigone', 'Oui, pour servir les dieux qui sont plus que des rois.')",0.0
-,"('#argie', 'Pour faire honneur au ciel au mépris de la terre.')",0.0
-,"('#menette', 'Et pour donner aux morts la pais près la guerre.')",0.0
-,"('#creon', 'Et tous pour mériter un rigoureux trépas.')",0.0
-,"('#antigone', ""Qu'il vienne."")",0.0
-,"('#argie', 'Il tarde trop.')",0.0
-,"('#menette', ""Je n'y recule pas."")",0.0
-,"('#creon', ""Ô folle piété ! Qui d'une même audace Fit la rébellion et reçoit la menace."")",0.0
-,"('#antigone', ""Je mets le plus haut trône au-dessous des autels, Et révère les dieux sans égard des mortels : Ils sont maîtres des rois ; ils sont pieux, augustes ; Tous leurs arrêts sont saints, toutes leurs lois sont justes : Ces esprits, dépouillés de toutes passions, Ne mêlent rien d'impur en leurs intentions ; Au lieu que l'intérêt, la colère et la haine, Président bien souvent à la justice humaine, Et, n'observant amour, devoir et piété, N'y laissent qu'injustice et qu'inhumanité. Quoi ! Vous osez aux morts nier la sépulture ? Eh ! Cette loi naquit avecque la nature. Votre règne commence et détruit à la fois,  Par sa première loi, la première des lois. Ici la faute est juste et la loi criminelle ; Le prince pèche ici bien plus que le rebelle. J'offense justement un injuste pouvoir, Et ne crains point la mort qui punit le devoir : La plus cruelle mort ma sera trop humaine, Je me résous sans peine à la fin de ma peine ; Elle m'affranchira de votre autorité, Et ma punition sera ma liberté."")",0.0
-,"('#ephise', 'Ô mâle coeur de fille ! Ô vertu non commune, Qui pour rien ne se rend aux coups de la fortune !')",0.0
-,"('#cleodamas', 'Ô sexe dangereux ! Étrange dureté ! Du crime et du supplice elle fait vanité.')",0.0
-,"('#creon', ""On abaisse aisément le coeur d'une sujette Sous le propre fardeau du joug qu'elle rejette. L'orgueil s'assortit mal avec le mauvais sort, Et tous deux insolents font un mauvais accord. Quoi ! La rébellion deviendra légitime, Et pour me mépriser on prisera le crime ? À son premier outrage elle en joint un second En faisant vanité de m'avoir fait affront ; Plus son mépris me touche et plus elle en est vaine ; Je semble son sujet, elle semble ma reine. Peut-être qu'elle rang qu'elle tint autrefois, Et les titres de soeur, nièce te fille de rois, Font à ce coeur altier douter de la menace, Et contre sa frayeur soutiennent son audace : Mais son extraction provint-elle des cieux, Et se dit-elle soeur, nièce et fille des dieux La justice aujourd'hui satisfera ma haine ; Et qui l'a secondée aura part en sa peine;"")",0.0
-,"('#argie', ""D'un frivole discours passez donc à l'effet ; Je le ferais encore si je ne l'avais fait. Oui, j'ai fait le devoir d'une ingrate province Qui refuse sans honte un cercueil à son prince : Elle fut son pays, ses terres, ses États ; Il n'y veut qu'un sépulcre et ne l'y trouve pas : Il laisse indifférent en quel titre on m'amène Où j'avais droit d'entrer en qualité de reine, Et je ne n'accuse pas l'injustice du sort Qui me devait un sceptre et m'apprête la mort. Je me plains seulement de ce pays barbare Qui de six pieds sous terre à son prince est avare, Et veut qu'en même jour le corps de mon époux Passe d'entre mes bras dans le ventre des loups."")",0.0
-,"('#creon', ""Ayant appris l'édit et le peine prévue, Vous avez enfreint l'un, et l'autre vous est due."")",0.0
-,"('#antigone', ""Faites donc, votre haine agit trop mollement; La fureur s'alentit par le retardement : Peut-être que le temps vous ôterait l'envie Ou l'assurance au moins de nous ôter le vie : La murmure du peuple irait jusques à vous, Et pourrait désarmer votre injuste courroux ; Car enfin si le ciel ne lui fermait la bouche, Vous sauriez à quel point le procédé le touche. Mais d'abord un tyran fait tout ce qu'il lui plaît ; On souffre avec respect, on voit, mais on se tait."")",0.0
-,"('#creon', ""Et toi seule entre tous n'as pu voir sans te plaindre ?"")",0.0
-,"('#antigone', ""Tous tremblent, tous ont peur ; moi, je n'ai rien à craindre."")",0.0
-,"('#creon', ""Au moins dois-tu rougir d'avoir osé plus qu'eux."")",0.0
-,"('#antigone', 'Qui fait honneur aux morts ne fait rien de honteux.')",0.0
-,"('#creon', 'Un mort qui fut des siens le mortel adversaire !')",0.0
-,"('#antigone', 'Il fut ce qui vous plaît, mais il était mon frère.')",0.0
-,"('#creon', 'Qui les armes en main a son frère assailli !')",0.0
-,"('#argie', 'Il est vrai, mais son frère a le premier failli.')",0.0
-,"('#creon', ""Il tint notre parti, l'autre tint le contraire."")",0.0
-,"('#argie', ""La couronne à tous deux était héréditaire : L'un suivit sa fureur, mais l'autre l'embrasa ; Si l'un vous assaillit, l'autre vous exposa."")",0.0
-,"('#creon', ""La règne du premier, comme il fut d'un bon prince, Se gagna la faveur de toute la province ; Et notre heur, qui sous l'autre eût pu diminuer, Nous fit prendre intérêt à le continuer. L'intention des siens, plus que la sienne même, Avait dessus son front laissé le diadème ; Et son ambition, bien moins que sa bonté, Sa put dire l'appui de son autorité."")",0.0
-,"('#argie', 'Mais pour le retenir vous chassiez Polynice.')",0.0
-,"('#creon', ""On fit faveur à l'un, mais à l'autre justice."")",0.0
-,"('#antigone', ""Après tout je l'aimais, et mon affection Entreprendrait encore cette sainte action."")",0.0
-,"('#creon', ""Eh bien ! Suis les conseils que cet amour t'inspire : Aime-le chez les morts, mais non sous mon empire."")",0.0
-,"('#ephise', 'Ô dieux ! En quel état Ismène vient ici !')",0.0
-,"('#creon', ""Et toi, n'eus-tu point part à l'entreprise aussi ?"")",0.0
-,"('#ismene', ""Oui, plus que toutes les deux : j'ai commencé l'ouvrage, Et mon exemple, Sire, excita leur courage."")",0.0
-,"('#antigone', ""Non, non, trop de frayeur s'empara de son sein ; Elle a le coeur trop bas pour un si haut dessein."")",0.0
-,"('#ismene', ""Je vous l'ai conseillé ; j'en pressai l'entreprise."")",0.0
-,"('#antigone', ""Tout au contraire, Sire ; Elle m'en a reprise."")",0.0
-,"('#ismene', 'Oui, pour vous éprouver ; mais je suivais vos pas.')",0.0
-,"('#antigone', 'Elle était trop timide, elle ne sortit pas.')",0.0
-,"('#ismene', ""Prisez-vous à tel point votre triste fortune, Que vous ayez regret qu'elle me soit commune ?"")",0.0
-,"('#antigone', ""J'ai seule aimé mon frère ; il n'appelle que moi."")",0.0
-,"('#ismene', ""J'eusse à votre défaut entrepris cet emploi."")",0.0
-,"('#antigone', ""Je servirai de coeur et non pas de parole ; L'un produit des effets, les autres sont frivoles."")",0.0
-,"('#ismene', 'Ma soeur, au nom des dieux, ne me déniez pas La gloire de vous suivre en un si beau trépas.')",0.0
-,"('#antigone', ""Non, non, ne prenez part à rien qui m'appartienne : L'ouvrage fut tout mien, la mort toute mienne."")",0.0
-,"('#ismene', 'Ne vous possédant plus quel bien me sera doux ?')",0.0
-,"('#antigone', 'Créon, votre seigneur, aura grand soin de vous.')",0.0
-,"('#ismene', 'Ah ! Ce reproche est juste : il est vrai, je fus lâche.')",0.0
-,"('#antigone', ""J'ai le regret de dire, et honte qu'on le sache."")",0.0
-,"('#ismene', 'Mais que vous a produit ce généreux effort ?')",0.0
-,"('#antigone', ""Tout ce que j'espérais : il m'a produit la mort."")",0.0
-,"('#ismene', ""J'vais bien su prévoir le malheur qui vous presse."")",0.0
-,"('#antigone', 'Eh bien, vivez heureuse avec votre sagesse.')",0.0
-,"('#creon', ""L'orgueil à toutes deux a troublé la raison, Et leur extravagance est sans comparaison."")",0.0
-,"('#ismene', ""Vous-même à votre fils vous l'avez destinée : Voudriez-vous rompre, Sire, un si bel hyménée ?"")",0.0
-,"('#creon', 'Il peut pour un manqué, recouvré cent partis.')",0.0
-,"('#ismene', 'Non pas qui vaillent tant, ni si bien assortis.')",0.0
-,"('#creon', ""Cherchant cette alliance, il cherchait bien sa perte ; Je le haïrais bien si je l'avais soufferte."")",0.0
-,"('#antigone', ""Viens ici, cher Hémon, et par cet entretien Apprends le jugement que l'on y fait du tien."")",0.0
-,"('#ismene', 'Voudriez-vous ruiner une amitié si forte ?')",0.0
-,"('#creon', ""Forte ou non, s'il l'épouse il l'épousera morte."")",0.0
-,"('#ismene', ""Si le ciel n'est injuste, il vengera sa mort."")",0.0
-,"('#creon', 'Profite de sa perte, et crains un même sort.')",0.0
-,"('#ismene', ""Non, non, ne croyez pas que votre tyrannie Ni m'empêche la voix, ni demeure impunie ; Les dieux ne sont pas dieux si bientôt leur courroux Ne prend notre intérêt et n'éclate sur vous."")",0.0
-,"('#creon', ""Allez, ôtez d'ici ces objets de ma haine ; Qu'en la tour du palais toutes deux on les mène : Veillez-les avec soin, que tout vous soit suspect ; Mais que l'on traite Argie avec plus de respect, Dedans une autre chambre, avec garde fidèle, Cependant qu'au conseil on ordonnera d'elle ; Car, ne relevant pas de mon autorité, Le crime qu'elle a fait est d'autre qualité. On emmène Antigone, Ismène et Argie."")",0.0
"('#jocaste', ""Vous le savez, mon fils, la justice et le sang  Lui donnent comme à vous sa part à ce haut rang. OEdipe en achevant sa triste destinée Ordonna que chacun régnerait son année, Et n'ayant qu'un État à mettre sous vos lois,  Voulut que tour à tour vous fussiez tous deux rois.  À ces conditions vous daignâtes souscrire. Le sort vous appela le premier à l'empire, Vous montâtes au trône, il n'en fut point jaloux, Et vous ne voulez pas qu'il y monte après vous ? "")","('#ephise', ""Sire, à peser bien tout d'une égale balance, Ce procédé n'est pas sans quelque violence : L'honneur qu'on rend aux morts est une vieille loi ; Par naissance et par droit Polynice fut roi ; Antigone est sa soeur, elle est votre parente ; Vous en privez Hémon, Ismène est innocente ; L'autre est veuve d'un mort. Que votre jugement Sur toutes ces raisons passent un peu mûrement."")",0.5972738862037659
"('#eteocle', ""Non, Madame, à l'empire il ne doit plus prétendre :  Thèbes à cet arrêt n'a point voulu se rendre, Et lorsque sur le trône il s'est voulu placer, C'est elle et non pas moi qui l'en a su chasser. Thèbes doit-elle moins redouter sa puissance,  Après avoir six mois senti sa violence ?  Voudrait-elle obéir à ce prince inhumain, Qui vient d'armer contre elle et le fer et la faim ? Prendrait-elle pour roi l'esclave de Mycène, Qui pour tous les Thébains n'a plus que de la haine,  Qui s'est au roi d'Argos indignement soumis,  Et que l'hymen attache à nos fiers ennemis ? Lorsque le roi d'Argos l'a choisi pour son gendre, Il espérait par lui de voir Thèbes en cendre, L'amour eut peu de part à cet hymen honteux,  Et la seule fureur en alluma les feux.  Thèbes m'a couronné pour éviter ses chaînes, Elle s'attend par moi de voir finir ses peines, Il la faut accuser si je manque de foi, Et je suis son captif, je ne suis pas son roi. "")","('#creon', ""De toutes ces raisons pour une déloyale, Pas une ne détruit la puissance royale ; Être trop indulgent laisse aussi trop oser. Des autres mon conseil m'en fera disposer. Ne dissimulez point la douleur qui vous presse ; Elle est juste en l'amant qui perd une maîtresse : Mais d'autre part, Hémon, elle est injuste aussi En un fils qui, bien né, de son père a souci, Et qui, sage, épousant son amour et sa haine, Se fait de ses désirs une loi souveraine. À Hémon qui entre."")",0.7363675832748413
"('#jocaste', ""Dites, dites plutôt, coeur ingrat et farouche,  Qu'auprès du diadème il n'est rien qui vous touche. Mais je me trompe encor, ce rang ne vous plaît pas, Et le crime tout seul a pour vous des appas. Hé bien ! puisqu'à ce point vous en êtes avide,  Je vous offre à commettre un double parricide,  Versez le sang d'un frère : et si c'est peu du sien, Je vous invite encore à répandre le mien. Vous n'aurez plus alors d'ennemis à soumettre, D'obstacle à surmonter ni de crime à commettre,  Et n'ayant plus au trône un fâcheux concurrent,  De tous les criminels vous serez le plus grand."")","('#hemon', ""Ayant l'honneur que j'ai d'être sorti de vous, Votre intérêt, Monsieur, sur tout autre m'est doux. J'ai tous les sentiments que mon devoir m'ordonne ; Je tiens de votre sang et de votre couronne, Et, sans me départir de leur autorité, Ne puis rien épouser que votre volonté."")",0.65458083152771
"('#eteocle', ""Hé bien, Madame, hé bien, il faut vous satisfaire, Il faut sortir du trône et couronner mon frère : Il faut pour seconder votre injuste projet,  De son roi que j'étais devenir son sujet ;  Et pour vous élever au comble de la joie, Il faut à sa fureur que je me livre en proie, Il faut par mon trépas..."")","('#creon', ""Aussi par la raison de la seule naissance, N'attendais-je pas moins de votre obéissance. Ils ont mêmes amis et mêmes ennemis : Mais le père, d'un fils à ses desseins contraires, S'est formé de soi-même un mortel adversaire ; Il s'entretient la guerre et nourrit un poison Doux à ses ennemis, funeste à sa maison. Il ne faut pas, Hémon, que l'amour d'une femme Jusqu'à ce point nous gagne et nous aveugle l'âme, Qu'alors que le mal presse on n'en puisse guérir, Et que nous nous perdions afin de l'acquérir. L'intérêt de mon fils trop justement me touche Pour souffrir qu'il reçoive un serpent en sa couche : Une mauvaise femme est un méchant ami Que veillant on doit craindre, et bien plus endormi ; Et quiconque à sa foi jour et nuit se hasarde Se met entre les mains d'une mauvaise garde. Cette seule rebelle, entre tous mes sujets, Censure mes édits, attaque mes projets, Et trace des chemins à toute la province Pour le mépris des lois et la honte d'un prince. Dans les dessins d'un roi, comme dans ceux des dieux, De fidèles sujets doivent fermer les yeux, Et, soumettant leur sens au pourvoir des couronnes, Quelles que soient les lois, croire qu'elles sont bonnes."")",0.6299664974212646
"('#jocaste', ""Ah ciel ! quelle rigueur ! Que vous pénétrez mal dans le fond de mon coeur !  Je ne demande pas que vous quittiez l'empire.  Régnez toujours, mon fils, c'est ce que je désire. Mais si tant de malheurs vous touchent de pitié, Si pour moi votre coeur garde quelque amitié, Et si vous prenez soin de votre gloire même,  Associez un frère à cet honneur suprême ;  Ce n'est qu'un vain éclat qu'il recevra de vous, Votre règne en sera plus puissant et plus doux. Les peuples admirant cette vertu sublime, Voudront toujours pour prince un roi si magnanime,  Et cet illustre effort, loin d'affaiblir vos droits,  Vous rendra le plus juste et le plus grand des rois. Ou s'il faut que mes voeux vous trouvent inflexible, Si la paix à ce prix vous paraît impossible, Et si le diadème a pour vous tant d'attraits,  Au moins consolez-moi de quelque heure de paix.  Accordez cette grâce aux larmes d'une mère. Et cependant, mon fils, j'irai voir votre frère, La pitié dans son âme aura peut-être lieu, Ou du moins pour jamais j'irai lui dire adieu.  Dès ce même moment permettez que je sorte,  J'irai jusqu'à sa tente, et j'irai sans escorte, Par mes justes soupirs j'espère l'émouvoir."")","('#hemon', ""Les dieux ne mettent pas en tous entendements  Ni pareilles clartés, ni même sentiments. Je veux que cette offense attaque votre gloire ; Mais qui l'osa commette a pu ne la pas croire : En effet, qui croirait aller contre vos lois, Suivant celles des dieux qui sont maîtres des rois ? Moi, Monsieur, qui sans feinte et vous prise et vous aime Comme auteur de ma vie et source de moi-même, Qui vous souhaite un règne et glorieux et doux, Et, pour dire en un mot, qui soit digne de vous, Je cueille les vais partout où je me trouve, J'entends ce qu'on estime et ce qu'on désapprouve, Pour profiter pour vous et vous en faire part, À vous à qui moi seul ose parler sans fard. Jamais le vérité, cette fille timide, Pour entrer chez les rois ne trouve qui la guide : Au lieu que le mensonge a mille partisans, Et vous est présenté pas tous vos courtisans. Seul je vous dirai donc que le commun murmure Accuse votre arrêt d'offenser la nature ; Qu'aussi, l'on n'attend pas de votre passion L'injuste châtiment d'une bonne action. Antigone, dit-on prit une honnête audace Que le roi punira de la seule menace ; Ce qu'elle a fait est juste, et dans tous les esprits, Hors celui de Créon, son crime aura des prix ; C'est à peu près, Monsieur, ce que je viens d'entendre, Et ce que mon devoir m'oblige à vous apprendre. Déférez quelque chose au sentiment commun ; Le plus savant se trompe, et deux yeux font plus qu'un. Un changement d'avis, quand la raison en presse, N'est pas une action contraire à la sagesse : Ne voir que pas son sens est le propre des dieux, Comme il l'est des mortels de voir par beaucoup d'yeux."")",0.7748517394065857
"('#eteocle', ""Madame, sans sortir vous le pouvez revoir ; Et si cette entrevue a pour vous tant de charmes,  Il ne tiendra qu'à lui de suspendre nos armes :  Vous pouvez dès cette heure accomplir vos souhaits, Et le faire venir jusque dans ce palais. J'irai plus loin encore, et pour faire connaître, Qu'il a tort en effet de me nommer un traître,  Et que je ne suis pas un tyran odieux,  Que l'on fasse parler et le peuple et les Dieux. Si le peuple y consent, je lui cède ma place. Mais qu'il se rende enfin si le peuple le chasse, Je ne force personne, et j'engage ma foi De laisser aux Thébains à se choisir un roi. "")","('#ephise', ""La même vérité vous parle par sa bouche : Sire, de cette part souffrez qu'elle vous touche, D'autant plus qu'elle tend à votre commun bien, Et que votre intérêt s'y trouve avec le sien."")",0.5287707448005676
