corneillep-andromede,quinault-persee,Score
"('#andromede', ""Oui, j'y consens, Phinée, et j'y dois consentir ; Et quel_que_soit ce bien qu'il a su garantir, Sans vous faire injustice on en fait son salaire, Quand il a fait pour moi ce que vous deviez faire. De quel front osez-vous me nommer votre bien, Vous qu'on a vu tantôt n'y prétendre plus rien ? Quoi ? Vous consentirez qu'un monstre me dévore, Et ce monstre étant mort je suis à vous encore ! Quand je sors de péril vous revenez à moi ! Vous avez de l'amour, et je vous dois ma foi ! C'était de sa fureur qu'il me fallait défendre, Si vous vouliez garder quelque droit d'y prétendre : Ce demi-dieu n'a fait, quoi que vous prétendiez, Que m'arracher au monstre à qui vous me cédiez. Quittez donc cette vaine et téméraire idée ; Ne me demandez plus, quand vous m'avez cédée. Ce doit être pour vous même chose aujourd'hui, Ou de me voir au monstre, ou de me voir à lui."")",-,0.0
"('#phinee', ""Qu'ai-je oublié pour vous de ce que j'ai pu faire ? N'ai-je pas des dieux même attiré la colère ? Lorsque je vis Éole armé pour m'en punir, Fut-il en mon pouvoir de vous mieux retenir ? N'eurent-ils pas besoin d'un éclat de tonnerre, Ses ministres ailés, pour me jeter par terre ? Et voyant mes efforts avorter sans effets, Quels pleurs n'ai-je versés, et quels voeux n'ai-je faits ?"")",-,0.0
"('#andromede', ""Vous avez donc pour moi daigné verser des larmes, Lorsque pour me défendre un autre a pris les armes ! Et dedans mon péril vos sentiments ingrats S'amusaient à des voeux quand il fallait des bras !"")",-,0.0
"('#phinee', ""Que pouvais-je de plus, ayant vu pour Nérée De vingt amants armés la troupe dévorée ? Devais-je encor promettre un succès à ma main, Qu'on voyait au-dessus de tout l'effort humain ? Devais-je me flatter de l'espoir d'un miracle ?"")",-,0.0
"('#andromede', ""Vous deviez l'espérer sur la foi d'un oracle : Le ciel l'avait promis par un arrêt si doux ! Il l'a fait par un autre, et l'aurait fait par vous. Mais quand vous auriez cru votre perte assurée, Du moins ces vingt amants dévorés pour Nérée Vous laissaient un exemple et noble et glorieux, Si vous n'eussiez pas craint de périr à mes yeux. Ils voyaient de leur mort la même certitude ; Mais avec plus d'amour et moins d'ingratitude, Tous voulurent mourir pour leur objet mourant. Que leur amour du vôtre était bien différent ! L'effort de leur courage a produit vos alarmes, Vous a réduit aux voeux, vous a réduit aux larmes ; Et quoique plus heureuse en un semblable sort, Je vois d'un oeil jaloux la gloire de sa mort. Elle avait vingt amants qui voulurent la suivre, Et je n'en avais qu'un, qui m'a voulu survivre. Encore ces vingt amants, qui vous ont alarmé, N'étaient pas tous aimés, et vous étiez aimé : Ils n'avaient la plupart qu'une faible espérance, Et vous aviez, Phinée, une entière assurance ; Vous possédiez mon coeur, vous possédiez ma foi ; N'était-ce point assez pour mourir avec moi ? Pouviez-vous ? ..."")",-,0.0
"('#phinee', ""Ah ! De grâce, imputez-moi, madame, Les crimes les plus noirs dont soit capable une âme ; Mais ne soupçonnez point ce malheureux amant De vous pouvoir jamais survivre un seul moment. J'épargnais à mes yeux un funeste spectacle, Où mes bras impuissants n'avaient pu mettre obstacle, Et tenais ma main prête à servir ma douleur Au moindre et premier bruit qu'eût fait votre malheur."")",-,0.0
"('#andromede', ""Et vos respects trouvaient une digne matière À me laisser l'honneur de périr la première ! Ah ! C'était à mes yeux qu'il fallait y courir, Si vous aviez pour moi cette ardeur de mourir. Vous ne me deviez pas envier cette joie De voir offrir au monstre une première proie ; Vous m'auriez de la mort adouci les horreurs, Vous m'auriez fait du monstre adorer les fureurs ; Et lui voyant ouvrir ce gouffre épouvantable, Je l'aurais regardé comme un port favorable, Comme un vivant sépulcre où mon coeur amoureux Eût brûlé de rejoindre un amant généreux. J'aurais désavoué la valeur de Persée ; En me sauvant la vie il m'aurait offensée ; Et de ce même bras qu'il m'aurait conservé Je vous immolerais ce qu'il m'aurait sauvé. Ma mort aurait déjà couronné votre perte, Et la bonté du ciel ne l'aurait pas soufferte ; C'est à votre refus que les dieux ont remis En de plus dignes mains ce qu'ils m'avaient promis. Mon coeur eût mieux aimé le tenir de la vôtre ; Mais je vis par un autre, et vivrai pour un autre. Vous n'avez aucun lieu d'en devenir jaloux, Puisque sur ce rocher j'étais morte pour vous. Qui pouvait le souffrir peut me voir sans envie Vivre pour un héros de qui je tiens la vie ; Et quand l'amour encore me parlerait pour lui, Je ne puis disposer des conquêtes d'autrui. Adieu."")",-,0.0
"('#phinee', ""Vous voulez donc que j'en fasse la mienne, Cruelle, et que ma foi de mon bras vous obtienne ? Eh bien ! Nous l'irons voir, ce bienheureux vainqueur, Qui triomphant d'un monstre, a dompté votre coeur. C'était trop peu pour lui d'une seule victoire, S'il n'eût dedans ce coeur triomphé de ma gloire ! Mais si sa main au monstre arrache un bien si cher, La mienne à son bonheur saura bien l'arracher ; Et vainqueur de tous deux en une seule tête, De ce qui fut mon bien je ferai ma conquête. La force me rendra ce que ne peut l'amour. Allons-y, chers amis, et montrons dès ce jour..."")",-,0.0
"('#ammon', ""Seigneur, auparavant d'une âme plus remise Daignez voir le succès d'une telle entreprise. Savez-vous que Persée est fils de Jupiter, Et qu'ainsi vous avez le foudre à redouter ?"")",-,0.0
"('#phinee', ""Je sais que Danaé fut son indigne mère : L'or qui plut dans son sein l'y forma d'adultère ; Mais le pur sang des rois n'est pas moins précieux Ni moins chéri du ciel que les crimes des dieux."")",-,0.0
"('#ammon', ""Mais vous ne savez pas, seigneur, que son épée De l'horrible Méduse a la tête coupée, Que sous son bouclier il la porte en tous lieux, Et que c'est fait de vous, s'il en frappe vos yeux."")",-,0.0
"('#phinee', ""On dit que ce prodige est pire qu'un tonnerre, Qu'il ne faut que le voir pour n'être plus que pierre, Et que naguère Atlas, qui ne s'en put cacher, À cet aspect fatal devint un grand rocher. Soit une vérité, soit un conte, n'importe ; Si la valeur ne peut, que le nombre l'emporte. Puisque Andromède enfin voulait me voir périr, Ou triompher d'un monstre afin de l'acquérir, Que fière de se voir l'objet de tant d'oracles, Elle veut que pour elle on fasse des miracles, Cette tête est un monstre aussi bien que celui Dont cet heureux rival la délivre aujourd'hui ; Et nous aurons ainsi dans un seul adversaire Et monstres à combattre, et miracles à faire. Peut-être quelques dieux prendront notre parti, Quoique de leur monarque il se dise sorti ; Et Junon pour le moins prendra notre querelle Contre l'amour furtif d'un époux infidèle."")",-,0.0
"('#junon', ""N'en doute point, Phinée, et cesse d'endurer."")",-,0.0
"('#phinee', 'Elle-même paraît pour nous en assurer.')",-,0.0
"('#junon', ""Je ne serai pas seule : ainsi que moi Neptune S'intéresse en ton infortune ; Et déjà la noire Alecton, Du fond des enfers déchaînée, A, par les ordres de Pluton, De mille coeurs pour toi la fureur mutinée : Fort de tant de seconds, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")",-,0.0
"('#phinee', ""Nous te suivons, déesse ; et dessous tes auspices Nous franchirons sans peur les plus noirs précipices. Que craindrons-nous, amis ? Nous avons dieux pour dieux, Oracle pour oracle ; et la faveur des cieux, D'un contre-poids égal dessus nous balancée, N'est pas entièrement du côté de Persée."")",-,0.0
"('#junon', ""Je te le dis encore, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")",-,0.0
"('#ammon', ""Sous tes commandements nous y courons, déesse, Le coeur plein d'espérance, et l'âme d'allégresse. Allons, seigneur, allons assembler vos amis ; Courons au grand succès qu'elle vous a promis : Aussi bien le roi vient, il faut quitter la place, de peur..."")",-,0.0
"('#phinee', ""Non, demeurez pour voir ce qui se passe ; Et songez à m'en faire un fidèle rapport, Tandis que je m'apprête à cet illustre effort."")",-,0.0
-,"('#phronime', ""La Vertu veut choisir ce lieu pour sa retraite : C'est un heureux séjour ; tout y plaît à mes yeux."")",0.0
-,"('#megathyme', 'La Vertu fait trouver dans les plus tristes lieux Une félicité secrète')",0.0
-,"('#phronime', ""Sans la Vertu, sans son secours, On n'a point de bien véritable. Elle est toujours aimable ; Il faut l'aimer toujours."")",0.0
-,"('#megathyme', ""Elle éternise la mémoire D'un héros qui la suit. La gloire où la Vertu conduit Est la parfaite gloire."")",0.0
-,"('#phronime #megathyme', ""Suivons partout ses pas,  On ne peut la connaître  Sans aimer ses appas. Le bonheur ne peut être Où la Vertu n'est pas. La Vertu s'avance au milieu d'un troupe de suivants et de suivantes. L'innocence et les Plaisirs innocents accompagnent la Vertu."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante ! Votre empire est doux.  Avec vous, tout nous contente ; On n'est point heureux sans vous. Ô Vertu charmante, Votre empire est doux."")",0.0
-,"('#la-vertu', ""Ne vous abusez point par une vaine attente :  On n'a pas aisément les prix que je présente ; Ils coûtent mille efforts ils font mille jaloux. L'inconstante Fortune à ma nuire est constante ;  Lorsque l'on suit mes pas on s'expose à mes coups. On trouve en son fatal courroux Une hydre toujours renaissante."")",0.0
-,"('#megathyme', ""Avec vous rien n'épouvante."")",0.0
-,"('#phronime', ""On n'est point heureux sans vous."")",0.0
-,"('#phronime #megathyme #choeur', 'Ô Vertu charmante, etc.')",0.0
-,"('#la-vertu', ""Fuyons de la grandeur la pompe embarrassante ;  La retraite a des biens dont la douceur enchante Et qui sont réservés pour nous. Jouissons du bonheur d'une vie innocente ; C'est le bien le plus grand de tous."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante, etc. L'innocence, les Plaisirs innocents, et toute la suite de la Vertu témoignent leur joie en dansant et en chantant."")",0.0
-,"('#phronime #megathyme', ""La grandeur brillante,  qui fait tant de bruit, N'a rien qui nous tente : Le repos la fuit. Malheureux qui la suit... ! Fortune volage, Laissez-nous en paix ! Vous ne donnez jamais Qu'un pompeux esclavage : Tous vos biens n'ont que de faux attraits. Dans un doux asile Nous bornons nos voeux : Notre sort est tranquille ; C'est un bien qui doit nous rendre heureux. La Vertu couronne Ses amants constant : Heureux qui lui donne Ses soins et son temps ; Ses voeux seront contents... Fortune volage, etc. Le lieu champêtre que la Vertu a choisi pour retraite est tout-à-coup embelli d'ornements magnifiques. On voit sortir de terre un parterre de fleurs, deux rangs de statues, des berceaux dorés et des fontaines jaillissantes."")",0.0
-,"('#la-vertu', ""Qui nous fait voir ici tant de magnificence.. ? C'est la Fortune qui s'avance. Me cherchez-vous quand je vous fuis. Fortune, je sais trop que vous m'êtes contraire. Non, ce n'est pas un soin qui vous soit ordinaire D'embellir les lieux où je suis. On entend le bruit éclatant d'un grand nombre d'instruments. La Fortune s'approche : l'Abondance et la Magnificence l'accompagnent, avec une suite richement parée. Tout se réjouit et tout danse autour de la Fortune."")",0.0
-,"('#la-fortune', ""Effaçons du passé la mémoire importune ; J'ai toujours contre vous vainement combattu : Un auguste héros ordonne à la Fortune D'être en paix avec la Vertu."")",0.0
-,"('#la-vertu', ""Ah ! je le reconnais sans peine ; C'est le héros qui calme l'Univers."")",0.0
-,"('#la-fortune', ""Lui seul pour vous pouvait vaincre ma haine ; Il vous révère, et je le sers. Je l'aime constamment, moi qui suis si légère. Partout suivant ses voeux avec ardeur je cours. Vous paraissez toujours sévère, Et vous êtes toujours Ses plus chères amours."")",0.0
-,"('#la-vertu', ""Mes biens brillent moins que les vôtres.  Vous trouverez tant de coeurs qui n'adorent que vous ! Vous les enchantez presque tous."")",0.0
-,"('#la-fortune', ""Vous régnez sur un coeur qui vaut seul tous les autres. Ah ! S'il m'eût voulu suivre, il eût tout surmonté. Tout tremblait, tout cédait à l'ardeur qui l'anime. C'est vous, Vertu trop magnanime ; C'est vous qui l'avez arrêté."")",0.0
-,"('#la-vertu', ""Son grand coeur s'est mieux fait connaître, Il a fait sur lui-même un effort généreux : Il veut rendre le monde heureux. Il préfère au bonheur d'en devenir le maître, La gloire de montrer qu'il mérite de l'âtre."")",0.0
-,"('#la-vertu #la-fortune', 'Sans cesse combattons à qui servira mieux Ce héros glorieux.')",0.0
-,"('#la-vertu #la-fortune #choeurs', ""Les Dieux ne l'ont donné que pour le bien du monde, Que ses travaux sont grands ! que ses destins sont beaux ! Dans une paix profonde  Il trouve une source féconde De triomphes nouveaux. Les Dieux ne l'ont donné que pour le bien du monde."")",0.0
-,"('#la-vertu', ""Que jusque dans les jeux tout nous parle de lui. Les Dieux, qui méditaient leur plus parfait ouvrage, Autrefois dans Persée en tracèrent l'image : J'obtiendrai qu'Apollon le ranime aujourd'hui."")",0.0
"('#timante', ""Seigneur, le souvenir des plus âpres supplices, Quand un tel bien les suit, n'a jamais que délices. Si d'un mal sans pareil nous nous vîmes surpris, Nous bénissons le ciel d'un tel mal à ce prix ; Et voyant quel époux il donne à la princesse, La douleur s'en termine en ces chants d'allégresse."")","('#la-vertu #la-fortune', 'Mille nouveaux concerts doivent se faire entendre : Tout promet au mérite un favorable sort. Quel bien ne doit-on pas attendre De notre heureux accord ? La suite de la Vertu et le suite de la Fortune se réunissent, et témoignent leur joie par leurs danses et par leurs chants.')",0.627152144908905
"('#le-choeur', 'Vivez, vivez, heureux amants, Dans les douceurs que l\'amour vous inspire ; Vivez heureux, et vivez si longtemps, Qu\'au bout d\'un siècle entier on puisse encore vous dire : ""Vivez, heureux amants."" Que les plaisirs les plus charmants Fassent les jours d\'une si belle vie ; Qu\'ils soient sans tache, et que tous leurs moments Fassent redire même à la voix de l\'envie : ""Vivez, heureux amants."" Que les peuples les plus puissants Dans nos souhaits à pleins voeux nous secondent ; Qu\'aux dieux pour vous ils prodiguent l\'encens, Et des bouts de la terre à l\'envi nous répondent : ""Vivez, heureux amants.""')","('#suivante-de-la-vertu #suivante-de-la-fortune', ""Quel heureux jour pour nous ! Tout suit notre envie. Quel heureux jour pour nous ! Que notre sort est doux ! La Vertu voit en paix tous ceux qui l'ont suivie : La Fortune pour eux perd son fatal courroux. Quel heureux jour pour nous, etc. Tous nos jours seront beaux ; goûtons, goûtons la vie. Rien ne trouble nos voeux, le ciel les comble tous. Quel heureux jour pour nous, etc."")",0.6941730976104736
"('#cephee', ""Allons, amis, allons, dans ce comble de joie, Rendre grâces au ciel de l'heur qu'il nous envoie. Allons dedans le temple avec mille voeux De cet illustre hymen achever les beaux noeuds. Allons sacrifier à Jupiter son père, Le prier de souffrir ce que nous pensons faire, Et ne s'offenser pas que ce noble lien Fasse un mélange heureux de son sang et du mien."")","('#la-vertu #la-fortune #choeurs', 'Heureuse intelligence, Douce et charmante paix, Comblez notre espérance. Douce et charmante paix, Puissiez-vous durer à jamais.')",0.34615039825439453
"('#cassiope', ""Souffrez qu'auparavant par d'autres sacrifices Nous nous rendions des eaux les déités propices. Neptune est irrité ; les nymphes de la mer Ont de nouveaux sujets encore de s'animer ; Et comme mon orgueil fit naître leur colère, Par mes submissions je dois les satisfaire. Sur leurs sables, témoins de tant de vanités, Je vais sacrifier à leurs divinités ; Et conduisant ma fille à ce même rivage, De ces mêmes beautés leur rendre un plein hommage, Joindre nos voeux au sang des taureaux immolés, Puis nous vous rejoindrons au temple où vous allez."")","('#cephee', ""Je crains que Junon ne refuse D'apaiser sa haine pour nous ; Je crains, malgré vos voeux, Que l'affreuse Méduse Ne revienne servir son funeste courroux. L'Ethiopie en vain à mes lois est soumise ; Quelle espérance m'est permise, Si le ciel contre nous veut toujours être armé ? Que me sert toute ma puissance ? Contre ce monstre affreux Mon peuple est sans défense : Qui le voit est soudain en rocher transformé ; Et si Junon, que votre orgueil offense, N'arrête sa vengeance, Je serai bientôt roi d'un peuple inanimé."")",0.6601547002792358
"('#persee', ""Souffrez qu'en même temps de ma fière marâtre Je tâche d'apaiser la haine opiniâtre ; Qu'un pareil sacrifice et de semblables voeux Tirent d'elle l'aveu qui peut me rendre heureux. Vous savez que Junon à ce lien préside, Que sans elle l'hymen marche d'un pied timide, Et que sa jalousie aime à persécuter Quiconque ainsi que moi sort de son Jupiter."")","('#cassiope', ""Heureuse épouse, heureuse mère, Trop vaine d'un sort glorieux, Je n'ai pu m'empêcher d'exciter la colère De l'épouse du Dieu de la Terre et des Cieux ! J'ai comparé ma gloire à sa gloire immortelle. La déesse punit ma fierté Criminelle ; Mais j'espère fléchir son courroux rigoureux ; J'ordonne les célèbres Jeux Qu'à l'honneur de Junon en ces lieux on prépare Mon orgueil offensa cette divinité ; Il faut que mon respect répare Le crime de ma vanité."")",0.7280023097991943
"('#cephee', ""Je suis ravi de voir qu'au milieu de vos flammes De si dignes respects règnent dessus vos âmes. Allez, j'immolerai pour vous à Jupiter, Et je ne vois plus rien enfin à redouter. Des dieux les moins bénins l'éternelle puissance Ne veut de nous qu'amour et que reconnaissance ; Et jamais leur courroux ne montre de rigueurs Que n'abatte aussitôt l'abaissement des coeurs."")","('#cephee', ""Je vais, avec Persée, implorer l'assistance Du dieu dont il tient la naissance ; Il est fils du plus grand des Dieux. Apaisez de Junon, la colère fatale, Ce serait pour elle en ces lieux Un objet odieux Qu'un fils de sa rivale."")",0.6444753408432007
"('#ammon', ""Vos amis assemblés brûlent tous de vous suivre, Et Junon dans son temple entre vos mains le livre. Ce rival, presque seul au pied de son autel, Semble attendre à genoux l'honneur du coup mortel. Là, comme la déesse agréera la victime, Plus les lieux seront saints, moindre en sera le crime ; Et son aveu changeant de nom à l'attentat, Ce sera sacrifice au lieu d'assassinat."")","('#cassiope', 'Par un cruel châtiment Les Dieux vous font voir leur haine ; On les irrite aisément, On les apaise avec peine.')",0.4232935309410095
"('#phinee', ""Que me sert que Junon, que Neptune propice, Que tous les dieux ensemble aiment ce sacrifice, Si la seule déesse à qui je fais des voeux Ne m'en voit que d'un oeil d'autant plus rigoureux, Et si ce coup, sensible au coeur de l'inhumaine, D'un injuste mépris fait une juste haine ? Ami, quelque fureur qui puisse m'agiter, Je cherche à l'acquérir, et non à l'irriter ; Et m'immoler l'objet de sa nouvelle flamme, Ce n'est pas le chemin de rentrer dans son âme."")","('#cephee', ""Les Dieux punissent la fierté, Ils n'est point de grandeur que le ciel irrité N'abaisse quand il veut, et ne réduisent en poudre, Mais un prompt repentir Peut arrêter la foudre Toute prête à partir."")",0.5883536338806152
