quinault-alceste,quinault-proserpine,Score
-,"('#ceres', ""Je vais revoir ma fille, elle est dans ces campagnes : Je viens d'y voir les nymphes ses compagnes. Je vais goûter près d'elle un sort doux et charmant. Hélas ! Qu'un tendre amour accroît l'empressement De la tendresse maternelle. Proserpine est pour moi le gage précieux De l'amour le plus grand des dieux, C'est Jupiter que j'aime en elle. J'ai rendu les humains heureux, Mes travaux ont comblé leurs voeux ; Il m'est permis enfin d'être heureuse moi-même : Après avoir acquis un immortel honneur, Quand chacun par mes soins goûte un bonheur extrême Qu'il m'est doux de songer à mon propre bonheur. Les nymphes de ces lieux semblent fuir ma présence : Proserpine ? Ma fille ? Ah quel triste silence ! Est-ce ainsi qu'on devait dans cet heureux séjour Se réjouir de mon retour ? Venez, nymphes, venez, que ma fille s'avance. Venez, dieux des bois, venez-tous."")",0.0
-,"('#ceres', ""Ma fille n'est pas avec vous ! Quoi, donc, est-ce le soin que vous en deviez prendre ? Rendez-moi Proserpine. Au lieu de me la rendre, Vous m'offrez seulement des soupirs et des pleurs ?"")",0.0
-,"('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah quelles seront vos douleurs.')",0.0
-,"('#ceres', ""Ciel ! On m'ôte ma fille ! Et qui l'ose entreprendre ?"")",0.0
-,"('#deux-nymphes', ""Nous n'avons pu l'apprendre, Et l'on a pris le temps que nous cueillions des fleurs."")",0.0
-,"('#ceres', ""J'ai cru qu'un doux repos devait ici m'attendre, Et je n'y trouve, hélas ! Que de cruels malheurs."")",0.0
-,"('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah ! Quelles seront vos douleurs !')",0.0
-,"('#cyane', ""Je ressens vos ennuis, et j'en suis trop atteinte, Quoiqu'il puisse arriver, vous allez tout savoir. Il faut que mon devoir L'emporte sur ma crainte."")",0.0
-,"('#ceres', 'Parle, ma chère Cyané ; Soulage un coeur infortuné.')",0.0
-,"('#cyane', ""J'ai suivi Proserpine, et j'ai pris sa défense ! Hélas tous mes efforts pour elle ont été vains ! Son écharpe est entre mes mains..."")",0.0
-,"('#ceres', ""Ce cher et triste objet presse encore ma vengeance. Hâte-toi de nommer l'ennemi qui m'offense."")",0.0
-,"('#cyane', ""C'est... c'est..."")",0.0
-,"('#ceres', 'Achève.')",0.0
-,"('#cyane', ""C'est..."")",0.0
-,"('#ceres #le-choeur', ""Ah ! Quel malheur nouveau ! Cyané perd la voix et n'est plus qu'un ruisseau."")",0.0
-,"('#ceres', 'Ô malheureuse mère !')",0.0
-,"('#le-choeur', 'Ô trop malheureuse Cérès !')",0.0
-,"('#ceres', ""Les dieux n'ont pu souffrir qu'une nymphe sincère M'ait découvert mes ennemis secrets. Je ne saurai donc pas sur qui lancer les traits De ma juste colère ? On me ravit une fille si chère ! Jupiter dans les cieux sourd à mes vains regrets Ne ressent plus qu'il est son père ! Ô malheureuse mère !"")",0.0
-,"('#le-choeur', 'Ô trop malheureuse Cérès !')",0.0
-,"('#ceres', ""Ah ! Qu'elle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux ? De cette audace criminelle Est-ce Apollon ou Mars que je dois soupçonner ? Leurs mères en fureur n'ont pu me pardonner D'avoir une fille si belle. Dois-je accuser l'amour, et sert-il aujourd'hui À me ravir un bien que je tenais de lui ? Trahirait-il mon coeur fidèle ? Ah ! Quelle injustice cruelle ! Ô dieux ! Pourquoi m'arrachez-vous Un bien que je trouvais si doux ? Par mes soins, les champs de Cybele De fruits, et de moissons viennent d'être couverts ; De mes dons précieux la richesse nouvelle Brille par mes travaux en cent climats divers, Et quand de tant de biens j'ai comblé l'univers, Les dieux percent mon coeur d'une douleur mortelle. Ah ! Quelle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux. Après un si sensible outrage, Mon coeur désespéré s'abandonne à la rage. Du monde trop heureux je veux troubler la paix : Brûlons, ravageons-tout, détruisons mes bienfaits."")",0.0
-,"('#ceres', 'Que tout se ressente De la fureur que je sens.')",0.0
-,"('#le-choeur', 'Quel crime avons-nous fait ? Divinité puissante, Écoutez les clameurs des peuples gémissants.')",0.0
-,"('#ceres', ""J'ai fait du bien à tous, ma fille est innocente, Et pour toucher les dieux, nos cris sont impuissants ; J'entendrai sans pitié les cris des innocents : Que tout se ressente De la fureur que je sens."")",0.0
-,"('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",0.0
-,"('#ceres', ""Portons partout l'horreur qui règne dans mon âme. Portons partout d'horribles feux."")",0.0
-,"('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",0.0
-,"('#le-choeur-des-ombres', ""Loin d'ici, loin de nous, Tristes ennuis, importunes alarmes : Gardez-vous, gardez-vous D'interrompre la paix dont nous goûtons les charmes ; Gardez-vous, gardez-vous De troubler un bonheur si doux."")",0.0
-,"('#deux-ombres', 'Ô ! Bienheureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",0.0
-,"('#deux-ombres', ""Ah que ces demeures sont belles ! Que nous y passons d'heureux jours ! Quelle félicité pour les amants fidèles ! Ici les amours éternelles Ont toujours les douceurs des nouvelles amours. Ah que ces demeures sont belles ! Que nous y passons d'heureux jours."")",0.0
-,"('#deux-ombres', ""Dans ces beaux lieux, tout nous enchante, Les plaisirs y suivent nos pas ; Et plus on en jouit, plus le désir augmente D'en goûter les appas."")",0.0
-,"('#le-choeur-des-ombres', 'Ô bien-heureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",0.0
-,"('#proserpine', ""Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte De douleur, de trouble, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ? Ombres que j'interromps, souffrez ma triste plainte, Ce n'est pas pour mon coeur que vos plaisirs sont faits : Plaignez-vous avec moi du dieu qui m'a contrainte De troubler la douceur de votre heureuse paix. Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte ! De douleur, d'amour, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ?"")",0.0
-,"('#ascalaphe', ""Aimez qui vous aime, Rien n'est si charmant. Pluton n'est pas un dieu sujet au changement, Il vous offre son coeur avec son diadème. Aimez qui vous aime, Rien n'est si charmant. Les ombres répètent ces deux derniers vers."")",0.0
-,"('#proserpine', ""Que n'est-il satisfait de sa grandeur suprême, J'étais heureuse sans amant ; Mon coeur se contentait de régner sur lui-même."")",0.0
-,"('#les-ombres', ""Rien n'est si charmant."")",0.0
-,"('#proserpine', 'Ah ! Sans la liberté, sans sa douceur extrême, Tout autre bien est un cruel tourment.')",0.0
-,"('#les-ombres', ""Aimez qui vous aime, Rien n'est si charmant."")",0.0
-,"('#proserpine', ""Est-ce une illusion dont le charme m'abuse, Est-ce toi, ma chère Arethuse ?"")",0.0
-,"('#arethuse #alphee', ""Pluton veut qu'avec vous nous demeurions ici ; Nous suivons sans effort la loi qu'il nous impose. Ce dieu veut soulager le chagrin qu'il vous cause, Et croit que par nos soins il peut être adouci. Il attend pour vous voir que de votre colère Les premiers transports soient calmés. Le dieu que vous charmez Ne songe qu'à vous plaire."")",0.0
-,"('#proserpine', ""Que devient pour l'amour ton mépris éclatant ? Cet amant près de toi goûte un bonheur paisible."")",0.0
-,"('#arethuse', ""Rien n'est impossible À l'amour constant. En vain je présumais tant D'avoir un coeur invincible, Rien n'est impossible À l'amour constant."")",0.0
-,"('#alphee', ""Qu'un amant fidèle est content D'engager ce qu'il aime à devenir sensible !"")",0.0
-,"('#arethuse #alphee', ""Rien n'est impossible À l'amour constant."")",0.0
-,"('#ascalaphe', 'Pluton pourra trouver un favorable instant Ou son amour pour vous deviendra moins terrible.')",0.0
-,"('#arethuse #alphee #ascalaphe', ""Rien n'est impossible À l'amour constant. Voyez ce beau séjour, ces charmantes campagnes, Ces vallons écartés, ces paisibles forêts."")",0.0
-,"('#proserpine', 'Ne reverrai-je plus Cérès ? Ne reverrai-je plus mes fidèles compagnes ?')",0.0
-,"('#ascalaphe', ""Vous avez par malheur goûté de quelques grains D'un fruit de ces lieux souterrains."")",0.0
-,"('#arethuse #alphee', 'Pluton le sait, il vient de nous le dire.')",0.0
-,"('#ascalaphe', ""J'ai pris soin de l'en avertir. Par l'arrêt du destin, le dieu de cet empire Peut vous voir désormais autant qu'il le désire."")",0.0
-,"('#arethuse #alphee #ascalaphe', ""Jamais s'il n'y veut consentir, Du séjour des enfers vous ne pourrez sortir."")",0.0
-,"('#proserpine', ""Je ne verrai jamais la lumière céleste ! Dans une ardente soif, par un secours funeste, C'est toi qui m'as montré ce fruit si dangereux : Tu m'as caché l'arrêt du destin rigoureux ; Perfide, c'est toi qui m'abuse, Et c'est toi-même qui m'accuse ? Ah ! Du moins, le destin exaucera les voeux De ma juste vengeance : Tu ne surprendras plus la crédule innocence ; Tu seras un objet affreux, Et d'un présage malheureux ; Va, cruel, va languir dans l'horreur des ténèbres ; Va, deviens, s'il se peut, aussi triste que moi. Que tes cris soient des cris funèbres ; Que le sombre chagrin, que le mortel effroi ; Ne se lassent jamais de voler après toi. Ascalaphe se transforme en hibou, et s'envole."")",0.0
-,"('#proserpine', 'Venez-vous contre moi défendre un téméraire ?')",0.0
-,"('#pluton', ""Votre pouvoir ici ne sera point borné ; On n'est point innocent quand on peut vous déplaire : Épuisez, s'il se peut sur cet infortuné, Tous les traits de votre colère."")",0.0
-,"('#proserpine', ""Tout ressent ici bas mon trouble et ma terreur : Les ombres sans trembler ne peuvent plus m'entendre, Ne souffrez pas que ma fureur De cet heureux séjour, fasse un séjour d'horreur, À la clarté du ciel, hâtez-vous de me rendre."")",0.0
-,"('#pluton', ""Ne regrettez point tant la lumière des cieux. Des astres faits pour nous éclairent ces beaux lieux ; Jamais un verdoyant feuillage Ne cesse de parer les arbres de nos bois, Sans cesse dans nos champs nous trouvons à la fois Des fruits, des fleurs, et de l'ombrage, Et le temps affreux des frimas Est la seule saison que l'on n'y connaît pas."")",0.0
-,"('#proserpine', ""Mon triste coeur ne peut connaître La douceur des appas qu'on voit ici paraître, Hélas ! Ces lieux si beaux où je frémis d'effroi, Sont toujours les enfers pour moi."")",0.0
-,"('#pluton', ""Je suis roi des enfers, Neptune est le roi de l'onde, Nous regardons avec des yeux jaloux Jupiter plus heureux que nous ; Son sceptre est le premier des trois sceptres du monde. Mais si de votre coeur j'étais victorieux, Je serais plus content d'adorer vos beaux yeux Au milieu des enfers dans une paix profonde, Que Jupiter le plus heureux des dieux N'est content d'être roi de la terre et des cieux."")",0.0
-,"('#proserpine', ""Que deviendra Cérès à qui je suis si chère ? Qu'elle surprise ! Hélas ! Quelle douleur amère ! Hélas !"")",0.0
-,"('#pluton', ""Ne donnerez-vous Des soupirs qu'à votre mère ? Aimez, beauté trop sévère, Les soupirs d'amour sont doux."")",0.0
-,"('#proserpine', ""D'un insensible coeur que pouvez-vous attendre ?"")",0.0
-,"('#pluton', ""J'ignorais le pouvoir des traits qui m'ont surpris, Mon coeur ne connaissait rien de doux ni de tendre. Ne pourrai-je vous apprendre Ce que vous m'avez appris ?"")",0.0
-,"('#proserpine', ""Dieu cruel ! Vous n'aimez que les pleurs et les cris. Deviez-vous aux enfers me contraindre à descendre ? Vous m'ôtez le bonheur qui m'était destiné ?"")",0.0
-,"('#pluton', ""Est-ce à moi qu'il faut vous en prendre ? Accusez-en l'amour que vous m'avez donné."")",0.0
-,"('#proserpine', ""Voulez-vous me causer d'éternelles alarmes ?"")",0.0
-,"('#pluton', ""Voulez-vous me causer d'éternels déplaisirs ?"")",0.0
-,"('#proserpine', 'Laissez-moi suivre en paix mes innocents désirs.')",0.0
-,"('#pluton', 'Laissez-moi la douceur de voir toujours vos charmes')",0.0
-,"('#proserpine', 'Voyez couler mes larmes.')",0.0
-,"('#pluton', 'Écoutez mes soupirs. Pluton et Proserpine ensemble.')",0.0
-,"('#pluton', 'Mon amour fidèle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",0.0
-,"('#proserpine', 'Ma douleur mortelle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",0.0
-,"('#pluton', ""N'importe, fussiez-vous cent fois plus inhumaine, Mon amour entreprend de vaincre votre haine."")",0.0
-,"('#pluton', ""Que l'on suspende ici les tourments éternels Des plus criminels : Qu'aux enfers en ce jour tout soit exempt de peine. Vous qu'un heureux repos suit après le trépas, Et vous, dieux, mes sujets, venez, hâtez vos pas, Rendez hommage à votre reine : Admirez ses divins appas. Régnez aimable souveraine, Régnez à jamais ici bas."")",0.0
-,"('#les-choeurs', 'Rendons hommage à notre reine, Admirons ses divins appas. Régnez, aimable souveraine, Régnez à jamais ici-bas.')",0.0
"('#pheres #cephise', ""Plus votre Époux mourant voit d'amour et d'appas,  Et plus le jour qu'il perd lui doit faire d'envie :  Ce sont les douceurs de la vie  Qui font les horreurs du trépas. "")","('#choeur-des-ombres', ""C'est assez de regrets ; C'est verser trop de larmes, Goûtez les attraits Du destin plein de charmes, Pluton aime mieux que Cérès. Une mère Vaut-elle un époux ? L'amour doit toujours plaire, Les soins en sont doux. Un coeur est trop sauvage S'il change l'usage D'un bien si charmant, Et c'est grand dommage D'en faire un tourment. Triomphez dans ces lieux : C'est pour vous que soupire L'un des plus grands dieux, Possédez son empire. Tout cède au pouvoir de vos yeux. Une mère Vaut-elle un époux, etc."")",0.6429929733276367
"('#alceste', ""Les Arts n'ont point encore achevé leur ouvrage ;  Cet Autel doit porter la glorieuse Image,  De qui signalera sa foi,  En mourant, pour sauver son Roi. Le prix d'une gloire immortelle  Ne peut-il toucher un grand coeur ?  Faut-il que la mort la plus belle  Ne laisse pas de faire peur ?  À quoi sert la foule importune  Dont les Rois sont embarrassés ?  Un coup fatal de la Fortune  Écarte les plus empressés. "")","('#les-choeurs', ""Dans les enfers Tout rit, tout chante ; On vous doit, beauté charmante, La douceur de nos concerts. Un dieu sévère Par vos yeux est enflammé, Tout son empire vous révère ; Qu'il est doux d'avoir charmé Un coeur qui n'a jamais aimé. Que vos appas Auront de gloire ! Ils étendent leur victoire Jusqu'où règne le trépas. Un dieu sévère, etc."")",0.6483666300773621
