,viau-pyrame,puget-de-la-serre-le-pyrame,Cost,Operation Type
166,"('#syllar', ""Sache qu'un serviteur doit obéir au maître. Considérant de près et l'honneur et le droit, Tout le monde sans doute ici nous reprendrait ; Mais nous sommes forcés, le Prince le fait faire ; Il lui faut obéir, c'est un point nécessaire."")","('#le-roi', ""Vous mettez toujours en avant le respect et l'obéissance que vous me devez, et vous ne parlez point de l'amour dont vous m'êtes redevable, et par raison, et par revanche.  Vos affections me font plus agréables que vos respects, puisque je préfère la qualité de votre amant : à celle de votre Roi."")",0.23,Substitution
167,,"('#thisbe', ""Sire les honneurs dont vous me comblez, sont autant de présages de mon infortune car en m'aimant vous aimez une esclave qui n'a rien de libre que la langue pour publier sa servitude."")",1.0,Deletion
168,,"('#le-roi', 'Ne saurai-je point le nom de votre geôlier, pour disputer avec lui le prix de votre conquête.')",1.0,Deletion
169,"('#deuxis', 'Et pourquoi nécessaire ? Il vaut mieux encourir Sa disgrâce éternelle.')","('#thisbe', ""Son triomphe termine toute sorte de combats, et il se peut dire déjà vainqueur, puisque la foi que je lui ai donnée de l'aimer uniquement, lui sert de couronne."")",1.22,Substitution
170,,"('#le-roi', ""S'il n'a que votre foi pour marque de sa victoire, il triomphera de sa propre défaite, un roi ne peut avoir qu'un Dieu pour rival."")",1.0,Deletion
171,,"('#thisbe', ""Votre puissance souveraine trouvera maintenant ses limites dans mon courage, étant résolue de m'arracher plutôt le coeur du sein, que de le faire soupirer d'une nouvelle passion."")",1.0,Deletion
172,"('#syllar', 'Il vaut donc mieux mourir ?')","('#le-roi', ""Il faut vous laisser jeter par la bouche le feu qui vous dévore, pour sauver votre âme de l'embrasement.  Je veux croire qu'elle me fera raison après l'avoir recouvrée."")",1.71,Substitution
173,"('#deuxis', ""J'aimerais mieux la mort qu'une honteuse vie De remords criminels incessamment suivie. Quand le chien des Enfers avecque ses abois Vient troubler les vivants, ils sont morts mille fois ; Mais mourant pour l'honneur, on court par les brisées D'un bienheureux repos dans les Champs-Élysées ; Les esprits, dépêtrés des vicieux discords Qu'ils ont avec nos sens, joyeux quittent nos corps."")","('#thisbe', ""Si je croyais jamais recouvrer la raison que l'amour m'a ôtée, toutes les morts du monde n'ont point assez d'horreur pour m'empêcher de me sacrifier à la satisfaction de moi-même."")",0.65,Substitution
174,,"('#le-roi', ""Je n'en veux point à vous, je ne saurais me venger contre ce qui me touche de si près, la tête de Pyrame servira de but aux traits de ma colère."")",1.0,Deletion
175,,"('#thisbe', 'Si vous en voulez à lui, il vous faut prendre à moi : car ayant fait échange de nos coeurs, il est ma vie, je suis la sienne.')",1.0,Deletion
176,"('#syllar', ""Quelque si doux accueil que Mercure prépare, Crois qu'un homme se trouble alors qu'il se sépare, Que les corps trépassés, d'une pierre couverts, Changent les os en poudre et la charogne en vers, Que les esprits errants par les rives funèbres D'un Cocyte inconnu ne sont plus que ténèbres. Qu'on soit bien dans ce règne où Pluton tient sa Cour, C'est un compte ; il n'est rien de si beau que le jour. Le moindre chien vivant vaut mieux que cent cohortes De tigres, de lions ou de panthères mortes. Bien que pauvre sujet je préfère mon sort À celui-là d'un Prince ou d'un Monarque mort. Crois-moi, suis mon conseil, ne donnons point nos têtes Pour préserver autrui ; ne soyons pas si bêtes."")","('#le-roi', ""Je n'ajoute pas foi aisément aux miracles d'amour, les ministres de mes volontés, ne font pas si aveugles de prendre l'ombre, pour le corps."")",0.58,Substitution
177,,"('#thisbe', ""Comment pourrait on blesser mon coeur, sans que mon âme s'en ressente.  Pyrame, et moi ne sommes qu'une même chose.  Je défie ta cruauté de faire mourir l'un sans l'autre."")",1.0,Deletion
178,,"('#le-roi', ""Pourquoi veux tu mourir à la veille de posséder toutes les félicités du monde.  Je t'offre mon sceptre et ma couronne, en échange de ton coeur."")",1.0,Deletion
179,,"('#thisbe', ""Mon coeur n'est point à vendre, ni à donner, un plus riche que toi et plus puissant le possède."")",1.0,Deletion
180,"('#deuxis', 'Mourrions-nous pour cela ?')","('#le-roi', 'Comment plus riche, et plus puissant ?')",0.98,Substitution
181,,"('#thisbe', ""N'est-il pas plus riche que toi, si mon Amour, que tu n'auras jamais, est son trésor, et plus puissant encore, puisqu'il te fait la loi, comme ton vainqueur."")",1.0,Deletion
182,,"('#le-roi', ""Tes discours trop hardis, avancent de beaucoup l'heure de la mort, je l'enverrai bientôt dans les Enfers faire des nouvelles conquêtes."")",1.0,Deletion
183,,"('#thisbe', ""Pyrame m'aime trop, pour y aller sans moi son ombre attendra la mienne sur le rivage ,afin de passer ensemble le fleuve d'oubli.  Notre amour se moque de ta cruauté."")",1.0,Deletion
184,"('#syllar', ""Crois-tu vivre un moment Après t'être moqué de son commandement ?"")","('#le-roi', 'Impudente tu me perds le respect.')",0.87,Substitution
185,"('#deuxis', ""Mais le Roi craint-il point la justice plus haute ? En nous faisant mourir il découvre sa faute ; Nos têtes ne sauraient venir sur l'échafaud Sans y faire montrer son criminel défaut."")","('#thisbe', 'Pourquoi perds tu la qualité de Juste qui te le faisait mériter.')",1.26,Substitution
186,,"('#le-roi', ""Qui t'a appris ce langage."")",1.0,Deletion
187,,"('#thisbe', 'La raison.')",1.0,Deletion
188,,"('#le-roi', 'Et pour qui me prends tu ?')",1.0,Deletion
189,,"('#thisbe', 'Pour un tyran.')",1.0,Deletion
190,,"('#le-roi', 'Je suis tel que tu me rends, et je veux être encore plus cruel que les tigres, en dévorant ton coeur, et en déchirant de mes propres mains tes entrailles.')",1.0,Deletion
191,"('#syllar', ""Pour nous exterminer quand ils en ont envie, Les Rois ont cent moyens pour nous ôter la vie ; Nos jours sont dans leurs mains, ils les peuvent finir, Ils peuvent le plus juste innocemment punir ; Quelque tort que ce soit quand un Roi nous accuse, Sa grande autorité ne manque point d'excuse ; Contre le Prince, aux droits il ne se faut fier : Le prétexte plus faux le peut justifier. Outre qu'au Souverain la perte de deux hommes Ne se doit reprocher de deux tels que nous sommes ; Plusieurs qui ne sont point ainsi religieux Et qu'un si grand secret rendrait trop glorieux, Ces mouvements du Roi ne craindront pas de suivre. Après cela crois-tu qu'il nous souffrît de vivre ? Nous ne saurions fuir de son bras irrité, L'injure d'un supplice à demi mérité."")","('#thisbe', ""Si tu dévores mon coeur, tu te pourras vanter de le posséder, mais tu n'as garde d'ensevelir ton ennemi dans ton sein, et d'ailleurs Pyrame est dépeint au milieu ; voudrais-tu porter dans l'âme le portrait de ton rival, fais ce que tu voudras, quoique ta cruauté me tue, je mourrai d'amour."")",0.55,Substitution
192,"('#deuxis', ""Il faut donc se bannir, et bien loin, d'un Empire À tous les gens de bien le moins sûr et le pire."")","('#le-roi', ""Je ressens enfin que les Dieux sont touchés de la pitié de mes peines, puisque de toutes les passions celle de la colère me possède.  Il faut que j'éteigne mon feu dans les cendres de ce nouvel amant, Syllar tu dois parachever l'ouvrage.  Va t'en demain l'ensevelir dans son lit, noyant sa vie dans son sang, je ne veux plus que le Soleil me reproche cette honte d'avoir un esclave pour rival."")",1.21,Substitution
193,"('#syllar', ""Voyageant l'univers de l'un à l'autre bout, Nous ne saurions fuir : les Rois courent partout ; Ils ont de longues mains qui partout ce bas monde, Sans se mouvoir d'un lieu, touchent la terre et l'onde."")","('#syllar', ""Sire j'ai toujours le même courage, et le même désir, pour exécuter les commandements de votre Majesté, je gage ma tête que je vous porterai la sienne."")",1.18,Substitution
194,,"('#le-roi', 'Ta fortune dépend de sa mort.')",1.0,Deletion
195,"('#deuxis', 'Tu dis vrai, ta raison me rend ores confus.')","('#narbal', 'Dis-moi ingrat et déloyal, de quel terme veux-tu encore prolonger mes misères ; seras-tu toujours également passionné après ma perte, et ta ruine ?')",1.08,Substitution
196,,"('#pyrame', ""Que voulez vous que je devienne, vous me commandez de n'obéir pas à un Dieu, dont la puissance souveraine ne relève que d'elle-même, que me sert l'envie de lui résister, si je n'ai pas la force de le vaincre ?"")",1.0,Deletion
197,"('#syllar', ""Coupables vers le Roi de ce couard refus, C'est fait de nous aussi ; faisant ce qu'il commande, Sans doute après cela notre fortune est grande ; Ces royales faveurs nos esprits soûleront Et dans nos cabinets des flots d'or couleront."")","('#narbal', ""Je sais bien que tu ne manques point de prétexte en ton aveuglement pour l'autoriser ; mais perfide quelle raison peux-tu avoir de faire mourir celui qui t'a fait naître ?"")",0.66,Substitution
198,"('#deuxis', ""L'or, ce métal sorcier, corrompt tout par ses charmes; Devant lui prosterné, l'honneur met bas les armes ; Il n'est si fort rempart de justice ou de foi Qu'il ne brise ; il ne craint ni piété ni loi. L'or peut tout, même alors que son appas s'adresse À des hommes vaillants que la misère presse, Comme moi, malheureux, que l'horreur de la faim Contraint à désirer ce détestable gain. Monstre de pauvreté, ta dent est plus funeste Que le feu plus cuisant et la plus forte peste; Le meurtrier que la peur bourrelle incessamment Au prix de tes forçats est puni doucement ; Dans les plus grands remords des faits les plus infâmes, Savoir qu'on a du bien console fort les âmes ; L'argent purge le crime et nous guérit de tout."")","('#pyrame', ""Je ne cherche point de raison pour soutenir un crime, dont les reproches seulement me font rougir  de honte dans mon innocence ; Mais fi mes soupirs vous offensent, il vous fera bien plus aisé de m'arracher le coeur du sein, que d'en effacer l'amour que j'y ai gravée."")",0.18,Substitution
199,"('#syllar', ""À la fin tout va bien, je vois qu'il se résout."")",,1.0,Insertion
200,"('#deuxis', ""Le sort en est jeté : mon âme est exposée À ce qu'il te plaira ; je vois l'affaire aisée."")","('#narbal', ""Je ne veux pas t'arracher le coeur du sein, mais je te veux ôter la folie de la tête."")",0.92,Substitution
201,,"('#pyrame', ""Ne savez vous pas qu'il y a des folies dont on ne guérit jamais ?  La mienne est de cette nature, le mal en est incurable."")",1.0,Deletion
202,,"('#narbal', ""Le temps est un savant médecin, je te veux faire éprouver le remède d'une longue absence."")",1.0,Deletion
203,"('#syllar', 'Il ne faut seulement que le guetter ici.')","('#pyrame', ""Le soleil est d'autant plus chaud qu'il est éloigné de nous, de même une grande beauté fait ressentir de loin, plutôt que de près la puissance de ses charmes."")",1.24,Substitution
204,"('#deuxis', 'Le voilà, ce me semble.')","('#narbal', ""L'expérience du contraire est plus croyable que toi."")",1.37,Substitution
205,,"('#pyrame', ""Je ne veux pas soutenir qu'une absence ne puisse ruiner des petites affections ; mais une parfaite amour est à l'épreuve du temps, du malheur, et de la mort."")",1.0,Deletion
206,,"('#narbal', 'Le siècle de ces parfaits amants est passé.')",1.0,Deletion
207,,"('#pyrame', ""Vous vous pouvez vanter de l'avoir fait renaître : car en me donnant la vie, vous m'avez donné un coeur qui sait aimer parfaitement."")",1.0,Deletion
208,"('#syllar', 'Il me le semble aussi.')","('#narbal', ""Cette perfection est un vice en toi, puisqu'elle intéresse mon repos."")",1.16,Substitution
209,"('#deuxis', 'Donnons en même temps.')","('#pyrame', 'Comment pouvez vous blâmer un effet, dont vous êtes la cause.')",1.45,Substitution
210,,"('#narbal', 'Et comment peux-tu soutenir un argument qui conclut à ma perte.')",1.0,Deletion
211,"('#pyrame', ""On ne me peut surprendre ! Assassins vous saurez si je me sais défendre ; Bien que seul contre deux je vous ferai sentir Qu'on ne se prend à moi qu'avec du repentir."")","('#pyrame', 'Je prends les Dieux à témoin de mon innocence.')",1.1,Substitution
212,,"('#narbal', 'Et moi je les fais juges de ma douleur.')",1.0,Deletion
213,,"('#pyrame', 'Si mon sang la peut soulager, servez vous de ce remède.')",1.0,Deletion
214,"('#deuxis', 'Ô Dieux ! Je suis blessé.')","('#narbal', 'Si mes larmes te peuvent toucher, je suis guéri.')",0.61,Substitution
215,,"('#pyrame', ""Puisque l'eau casse la pierre, que en ai je le coeur maintenant pour vous contenter."")",1.0,Deletion
216,"('#pyrame', ""Si ta main n'est meilleure, Ce lâche et traître sang tu vomiras sur l'heure? Ton sort comme le sien pend au bout de ce fer."")","('#narbal', 'La pitié anime les choses insensibles, comment te peux-tu défendre, ayant un coeur de chair [?]')",0.95,Substitution
217,"('#syllar', ""Fuyons, je crois que c'est un fantôme d'Enfer."")",,1.0,Insertion
218,"('#deuxis', ""Ô Dieux ! que je fais bien ici l'expérience Qu'il ne faut rien tenter contre sa conscience."")","('#pyrame', ""L'amour le possède, je n'en suis plus le maître.  Et c'est lui qui se défend malgré moi, contre vous."")",0.85,Substitution
219,,"('#narbal', ""Voici cette Mégère accompagnée du Démon qui possède ce malheureux.  Pourquoi permettez vous à votre fille de parler à ce jeune éventé.  Elle a beau employer ses charmes pour lui donner de l'amour, j'assisterai plutôt à ses funérailles qu'à ses noces."")",1.0,Deletion
220,,"('#oronthe', ""Et vous Monsieur, pourquoi souffrez vous que votre fils suive partout ma fille, avec tant d'importunité, qu'elle a de la peine s'en défendre.  Ses poursuites sont inutiles, le tombeau sera l'époux de Thisbé, plutôt que lui."")",1.0,Deletion
221,,"('#narbal', ""Que réponds-tu à ces reproches : combien de fois t'ai-je défendu d'entrer dans le logis de cette ancienne ennemie.  Parlez Monsieur l'amoureux."")",1.0,Deletion
222,"('#pyrame', ""Conscience voleur, je crois que le remords, Ne te presse qu'en tant que tu vas voir les morts, Que tu sens la frayeur d'une peine éternelle Recueillir en mourant ton âme criminelle."")","('#pyrame', ""Je confesse que vous me l'avez souventefois défendu, mais l'Amour me faisait perdre à même temps le souvenir de ces défenses : et après m'avoir ôté la mémoire, aussi bien que la vue, il me conduisait là où il voulait."")",0.79,Substitution
223,,"('#narbal', ""On ne doit attendre d'un fou, que des folles réponses."")",1.0,Deletion
224,"('#deuxis', 'Ah ! si vous me laissiez un peu la liberté De vous parler avant que perdre la clarté.')","('#oronthe', ""Et vous Thisbé, n'est-il pas vrai que je me suis mise souvent en colère contre vous, du soupçon seulement que l'avais l'avais, que vous eussiez parlé à Pyrame, levez la tête, et répondez hardiment."")",0.66,Substitution
225,"('#pyrame', 'Que me saurais tu dire ?')","('#thisbe', ""La vérité a toujours précédé votre soupçon, je lui ai parlé souvent, où plutôt l'Amour par ma bouche."")",1.37,Substitution
226,,"('#oronthe', 'Voyez comme elle est effrontée, il faut que je rougisse de sa honte.')",1.0,Deletion
227,,"('#thisbe', ""Pourquoi serais-je honteuse d'aimer chastement une personne qui le mérite."")",1.0,Deletion
228,,"('#oronthe', ""La honte n'est pas attachée a l'affection, mais à la défense que je vous en ai faite."")",1.0,Deletion
229,,"('#thisbe', ""On ne peut pas défendre à la volonté d'aimer le bien, et si la mienne n'en reconnaît point d'autre au monde que Pyrame ; ne suis je pas excusable."")",1.0,Deletion
230,,"('#oronthe', ""Qu'elle manie la possède, elle ne le contente pas d'avoir failli, elle veut encore tirer vanité de sa faute. Quoi vous aimerez donc malgré moi Pyrame éternellement."")",1.0,Deletion
231,"('#deuxis', 'Une chose sans doute Qui vous pourrait servir.')","('#thisbe', ""Je ne pense point en l'aimant de l'aimer malgré vous ; car je ne pense jamais qu'à lui.  Mais s'il y a quelque affection éternelle, celle que je lui ai vouée durera toujours."")",1.54,Substitution
232,"('#pyrame', ""Il faut que je l'écoute. Qu'est-ce ?"")","('#narbal', ""Et toi qu'as tu résolu, veux tu préférer la qualité d'amant fidèle à celle de fils obéissant."")",1.35,Substitution
233,"('#deuxis', ""Ce qu'on pourrait à peine deviner. Le Roi nous a contraints de vous assassiner."")","('#pyrame', 'Ces deux qualités sont trop glorieuses pour les séparer.  Je mourrai si vous voulez pour faire paraître mon obéissance : mais je mourrai fidèle, pour témoigner mon amour.')",0.96,Substitution
234,"('#pyrame', ""Ô Ciel ! Que m'as-tu dit ! Mais faut-il croire un traître ?"")","('#narbal', ""le t'empêcherai bien de lui parler."")",1.3,Substitution
235,"('#deuxis', 'Je vous dis ce qui est.')","('#pyrame', ""Quand vous m'auriez rendu muet : ne savez vous pas qu'en amour les soupirs font plus éloquents que les paroles."")",1.44,Substitution
236,,"('#oronthe', ""Et moi je t'empêcherai de le voir."")",1.0,Deletion
237,"('#pyrame', ""Mais ce qui ne peut être. Dieux, tout mon sang se trouble, il est vrai que le Roi Aime, à ce qu'on m'a dit, en même lieu que moi. Hélas ! Je suis perdu, mon mal est sans remède ; Contre mon Roi, quel Dieu puis-je trouver qui m'aide ?"")","('#thisbe', ""Quand vous m'auriez fait arracher les yeux, mon imagination le représenterait toujours à mon âme."")",1.11,Substitution
238,"('#deuxis', 'Voyez de vous conduire en cela sagement ; Maintenant je trépasse avec allégement.')","('#oronthe', 'Je me servirai pour dernier remède de mon autorité absolue.')",0.67,Substitution
239,,"('#narbal', ""Et moi aurai recours aux Dieux, afin qu'ils soulagent mes inquiétudes."")",1.0,Deletion
240,"('#pyrame', ""L'enfer te soit propice, et sa nuit malheureuse Pour un si bon remords te soit moins rigoureuse. Au reste, il faut fuir, c'est le meilleur conseil, Sans faire plus ici ni repos, ni sommeil. Quand le courroux des Rois fait éclater leurs âmes, C'est pis dix mille fois que torrents et que flammes. Il faut s'ôter de là, mais de nécessité. Thisbé, vous m'en avez souvent sollicité, Vous m'avez dit cent fois que vous seriez heureuse De suivre loin d'ici ma fortune amoureuse, Que vous craigniez ce Prince, et que de son amour Quelque malheur au nôtre arriverait un jour. Il y faudra pourvoir et si l'humeur hardie De ce courage ardent ne s'est pas refroidie, Nous nous affranchirons de ses cruelles lois, Et nous n'aurons que nous de parents ni de Rois."")","('#pyrame', ""En quel malheur suis-je réduit au milieu des plus douces félicités de ma vie ?  Je suis aimé de ma vie ?  Je suis aimé de ma maîtresse, quel bonheurs mais je suis haï de mon Roi ; quelle infortune.  L'Amour n'a des appas que pour me charmer, et le Ciel n'a des foudres que pour me punir ; ô Dieux !  Quel crime ai-je commis ?  Il est vrai, j'aime Thisbé malgré mes parents mais en cela je suis la loi que vous avez faite peut-on faillir en vous obéissant ?  Que si je perds le respect que je dois à mon Prince ; la faute en est à vous qui m'en donnez l'audace.  Changez mon courage, et je changerai de dessein.  Puis-je empêcher mon coeur de soupirer dans les tourments qu'il endure ; gu[é]rissez le, et il ne se plaindra plus.  Ce n'est pas que l'aie la témérité de me dire rival de mon Roi.  C'est lui qui se dit le mien par tyrannie, croyant avoir le même pouvoir sur les âmes, qu'il a sur le corps.  Je n'ai jamais défendu à Thisbé de l'aimer , parce que les affections font 1 libres .  Mais si elle me donne son coeur, refuserai-je un présent, qui pourrait enrichir Pluton, et agrandir Jupiter même.  Et toutefois à quoi me servent la raison et l'innocence contre un ennemi tout puissant.  Il faut se résoudre à la suite si ma chère Thisbé le veut.  Elle vient à propos pour consulter ensemble l'oracle de notre fortune."")",0.0,Match
241,"('#le-roi', ""À cet affront le sang au visage me monte, Que ma condition souffre aujourd'hui de honte, Sachant que de ma part tu lui voulais parler !"")","('#thisbe', ""Qu'as tu mon coeur, je te trouve tout triste."")",0.88,Substitution
242,"('#un-messager', ""En vain cent fois le jour vous m'y feriez aller."")","('#pyrame', ""Ne sais tu pas que je ne suis jamais joyeux qu'auprès de toi."")",1.76,Substitution
243,"('#le-roi', ""Que Thisbé n'a point fait semblant de te connaître ?"")","('#thisbe', ""Je le veux croire, mais ton visage trahit ton âme, découvrant l'ennui qu'elle veut cacher."")",1.13,Substitution
244,"('#un-messager', ""Sire, tout aussitôt qu'elle m'a vu paraître, Détournant ses regards, surprise à l'impourvu, Ainsi qu'elle aurait fait d'un serpent qu'elle eût vu, Elle s'est engagée en une compagnie À faire des discours d'une suite infinie Jusqu'à tant qu'elle a pu se dérober de moi."")","('#pyrame', ""Je te jure que j'entretenais mon esprit sur le sujet de la jalousie qui me possède."")",1.34,Substitution
245,"('#le-roi', ""Traiter si rudement la passion d'un Roi ! Faut-il que nous ayons, fils des Dieux que nous sommes, Le sentiment semblable au vulgaire des hommes ? Ingrate ! Si faut-il que je te mette un jour Dans le choix d'éprouver ma haine ou mon amour. Tu sauras que je règne et que la tyrannie Me peut bien accorder ce que l'Amour me nie. Ce beau fils dépêché, si ton coeur ne démord, Tu te pourras bien voir sa compagne à la mort. Mais voici de retour mon fidèle ministre ; Je lis dessus son front quelque rapport sinistre ; Il craint de m'aborder. Parle et lève les yeux."")","('#thisbe', 'Te laisses-tu déjà maîtriser à cette passion, dont la tyrannie est insupportable ?  De qui peux-tu être jaloux ?')",0.29,Substitution
246,"('#syllar', ""L'affaire va très mal."")",,1.0,Insertion
247,"('#le-roi', ""Je n'attendais pas mieux."")",,1.0,Insertion
248,"('#syllar', ""Mon compagnon est mort, et moi, couvert de plaies, Vous viens faire rapport de ces nouvelles vraies. Nous avions à peu près l'ouvrage exécuté Que le peuple en fureur dessus nous s'est jeté, Et d'armes et de cris une croissante suite À peine m'a donné le loisir de la fuite."")","('#pyrame', ""Du Soleil qui te regarde, de l'air qui t'environne, de la Terre qui te porte, et du Zéphyr même qui se cache dans tes cheveux.  Je suis jaloux encore de toi-même : car il me semble que ma bouche devrait faire l'office de tes mains, n'étant pas dignes de toucher ton beau visage : tes regards me mettent en peine, ne pouvant être toujours leur objet : tes soupirs muets, tes pensées trop secrètes, et enfin toutes tes actions me tiennent continuellement en action, ou pour l'envie, ou pour la crainte.  Pardonne moi chère âme, tous ces transports d'amour, puisque tes perfections les ont fait naître."")",0.71,Substitution
249,"('#le-roi', ""C'est trop, je vois qu'Amour se moque de mes voeux, Que le Ciel par dessein défend ce que je veux ; Je suis au désespoir, mon âme est trop gênée ; J'ai gardé dans le sein la mort toute une année, Mes malheurs vont sans fin l'un l'autre se suivant ; La saison de l'hiver n'a jamais tant de vents, Jamais tant de frimas, ni de froid, ni de grêle, Qu'il ne fasse en trois mois quelque beau jour pour elle ; Jamais vieillard caduc ne s'est si mal porté Qu'il n'ait eu dans l'année quelque heure de santé ; Éole quelquefois tient tous les vents en bride Et fait voir aux nochers le front des eaux sans ride, Et l'astre le plus fier et plus malin des Cieux Jamais de mon destin n'a détourné ses yeux. Ce traître me donna le sceptre et le courage, Pour me donner les maux avecque plus d'outrage. Mais je me plains en vain, le Ciel n'a point de tort : Tout homme de courage est maître de son sort ; Il range la Fortune à son obéissance, Son devoir ne connaît de loi que sa puissance, Même quand c'est un Roi qui n'a d'autre devoir Que de jouir des droits d'un souverain pouvoir. Non, non, mon jugement n'est plus sur la balance. Syllar, tous mes conseils vont à la violence. Retente une autre fois encor tout le dessein, Va dans son lit lui mettre un poignard dans le sein, Dis que c'est de ma part, fais-toi donner main forte Pour forcer la maison ; dis que c'est moi, n'importe ; Controuve quelque crime afin de l'accuser : En mon nom tu pourras tout dire et tout oser."")","('#thisbe', ""Tu me demandes pardon d'un[e] erreur qui mérite récompense, et pour te le témoigner, je veux soulager tes inquiétudes.  Saches donc que le soleil ne me regarde jamais que de colère, dans le mépris que je fais de sa clarté, puisque tu es le seul être qui m'éclaire.  Que l'air qui m'environne entre bien dans ma bouche, mais non dans mon coeur, parce qu'il est tout plein d'amour.  La vanité que j'ai aussi de me dire ta maîtresse, me fait fouler la terre d'un pied dédaigneux : et le Zéphyr ne se cache dans mes cheveux, que de la honte qu'il a de ne pouvoir rien prétendre.  Pour mes regards, ils sont toujours vagabonds, et errants hors de ta présence, ne pouvant trouver d'objet capable de les arrêter.  Et je te dirai que mes soupirs, quoi qu'ils soient muets, te parlent toujours le langage de ma passion, et mes pensées n'ont rien de secret que le secret de mon amour."")",0.0,Match
250,,"('#pyrame', ""Tu m'aimes trop, je le confesse : mais je crains toujours le danger du naufrage, au milieu du port où je suis."")",1.0,Deletion
251,,"('#thisbe', ""Depuis quand as-tu l'esprit agité de cette crainte [?]"")",1.0,Deletion
252,"('#syllar', ""Que la fureur des Rois est une chose étrange ! Ils veulent que le Ciel à leur humeur se range, Que tout leur fasse joug. En ce cruel désir S'il se servait d'un autre il me ferait plaisir."")","('#pyrame', 'Depuis que le Roi a conjuré ma perte.')",1.08,Substitution
253,"('#pyrame', ""Tu vois en quel danger notre fortune est mise, Que même la clarté ne nous est pas permise. Enfin ne veux-tu point forcer cette prison ? Ici l'impatience est jointe à la raison. Le tyran, qui déjà fait éclater sa rage, Afin de l'assouvir mettra tout en usage, Et possible devant que le flambeau du jour Ne fasse voir demain ses coursiers de retour, Nous saurions ce que peut une fureur unie Avec l'autorité d'une force impunie."")","('#thisbe', ""Hélas ; je croyais que les discours qu'il m'a tenu sur ce sujet, fussent des effets de sa colère, plutôt que de son dessein.  Quittons cette terre, puisqu'elle ne produit pour nous que des soucis, et des épines."")",0.19,Substitution
254,,"('#pyrame', ""Je le veux, allons goûter les plaisirs de la vie, dans l'innocence d'une condition champêtre, et solitaire.  Tu es tout mon bien, et toute ma fortune.  Je ne souhaite rien après toi."")",1.0,Deletion
255,"('#thisbe', ""Le conseil en est pris : sans attendre à demain, Il faut résolument s'affranchir de sa main. Je serai bien heureuse, ayant de la Fortune Et disgrâce et faveur avecque toi commune, Lorsque je n'aurai plus d'espions à flatter, Que je n' aurai parents ni mère à redouter, Et qu'Amour, ennuyé de se montrer barbare, Ne nous donnera plus de mur qui nous sépare, Que sans empêchements nos yeux pourront passer Partout où sont venus la voix et le penser. Lors, d'un parfait plaisir entre tes bras comblée, Mon âme du tyran ne sera pas troublée, Lors je n'aurai personne à respecter que toi."")","('#thisbe', ""Si je suis ton bien, et ta fortune, tu feras toujours riche, et toujours content : ne changeons donc point la résolution de notre fuite.  J'aime mieux t'obéir que commander à tout le monde ensemble."")",0.16,Substitution
256,"('#pyrame', ""Lors tu n'auras personne à commander que moi ; Dessus mes volontés la tienne souveraine Te donnera toujours la qualité de Reine. Thisbé, je jure ici la grâce de tes yeux, Serment qui m'est plus cher que de jurer les Dieux, Que ton affection aujourd'hui me transporte. Je ne la croyais pas être du tout si forte ; Je doutais que l'on pût aimer si constamment, Et que tant d'amitié fût pour moi seulement, Que des objets plus beaux..."")","('#pyrame', 'En quelque lieu que tu sois, tu seras toujours ma Reine, et mes désirs seront tes sujets, qui recevront la loi de tes volontés.')",0.0,Match
257,"('#thisbe', ""N'achève point, Pyrame, Un si mauvais soupçon ; tu blesserais mon âme. Autre objet que le tien ? C'est me désobliger, Mon coeur, et quel plaisir prends-tu de m'affliger ?"")","('#thisbe', ""Je ne saurais souffrir que tu me donnes ce titre de Reine, si tu ne portes la qualité de Roi.  Appelle moi ta vie, ton coeur, et ton âme, puisqu'en effet je suis tout cela ensemble."")",0.53,Substitution
258,"('#pyrame', ""Ne crois point que cela trouble ma fantaisie, Mais laisse à tant d'amour un peu de jalousie, Non pas pour les mortels, car j'ose m'assurer Que tu n'aimes que moi."")","('#pyrame', ""Pourquoi veux tu que je t'appelle ma vie, si je t'aime mille fois davantage.  De t'appeler aussi mon coeur, et mon âme, ce font des noms de mon affection, mais non pas de ton mérite, je veux t'appeler parfaite, adorable, ou plutôt Thisbé, parce que c'est le nom de toutes les merveilles du monde."")",0.46,Substitution
259,"('#thisbe', 'Tu le peux bien jurer.')","('#thisbe', ""Ces louange[s] me sont agréables, puisque la gloire t'en est acquise, comme étant toute à toi.  Mais ne crains tu pas en me louant que je devienne amoureuse de moi-même."")",1.42,Substitution
260,"('#pyrame', ""Mais je me sens jaloux de tout ce qui te touche, De l'air qui si souvent entre et sort par ta bouche ; Je crois qu'à ton sujet le soleil fait le jour Avecque des flambeaux et d'envie et d'amour ; Les fleurs que sous tes pas tous les chemins produisent Dans l'honneur qu'elles ont de te plaire me nuisent ; Si je pouvais complaire à mon jaloux dessein, J'empêcherais tes yeux de regarder ton sein ; Ton ombre suit ton corps de trop près, ce me semble, Car nous deux seulement devons aller ensemble. Bref, un si rare objet m'est si doux et si cher, Que ta main seulement me nuit de te toucher."")","('#pyrame', ""Je n'ai point cette crainte, parce que si ce bonheur t'arrivait jamais, mon coeur serait la fontaine de ton naufrage, comme seul capable de représenter tes beautés : et ce tombeau animé ranimerait tes cendres.  De forte que tu ne mourrais qu'avec moi, selon que les Destins en ont ordonné."")",0.0,Match
