la-fontaine-daphne,moliere-amants-magnifiques,Score
-,"('#iphicrate', ""Pour moi, Madame, connaissant son indifférence et le peu de cas qu'elle fait des devoirs qu'on lui rend, je n'ai voulu perdre auprès d'elle ni plaintes, ni soupirs, ni larmes.  Je sais qu'elle est toute soumise à vos volontés, et que ce n'est que de votre main seule qu'elle voudra prendre un époux.  Aussi n'est-ce qu'à vous que je m'adresse pour l'obtenir, à vous plutôt qu'à elle que je rends tous mes soins et tous mes hommages.  Et plût au Ciel, Madame, que vous eussiez pu vous résoudre à tenir sa place ; que vous eussiez voulu jouir des conquêtes que vous lui faites, et recevoir pour vous les voeux que vous lui renvoyez."")",0.0
-,"('#aristione', ""Prince, le compliment est d'un amant adroit, et vous avez entendu dire qu'il fallait cajoler les mères pour obtenir les filles ; mais ici, par malheur, tout cela devient inutile, et je me suis engagée à laisser le choix entier à l'inclination de ma fille."")",0.0
-,"('#iphicrate', ""Quelque pouvoir que vous lui donniez pour ce choix, ce n'est point compliment, Madame, que ce que je vous dis.  Je ne recherche la princesse Ériphile, que parce qu'elle est votre sang ; je la trouve charmante par tout ce qu'elle tient de vous, et c'est vous que j'adore en elle."")",0.0
-,"('#aristione', 'Voilà qui est fort bien.')",0.0
-,"('#iphicrate', 'Oui, Madame, toute la terre voit en vous des attraits et des charmes que je...')",0.0
-,"('#aristione', ""De grâce, Prince, ôtons ces charmes et ces attraits : vous savez que ce sont des mots que je retranche des compliments qu'on veut me faire.  Je souffre qu'on me loue de ma sincérité, qu'on dise que je suis une bonne princesse, que j'ai de la parole pour tout le monde, de la chaleur pour mes amis, et de l'estime pour le mérite et la vertu, je puis tâter de tout cela ; mais pour les douceurs de charmes et d'attraits, je suis bien aise qu'on ne m'en serve point, et quelque vérité qui s'y pût rencontrer, on doit faire quelque scrupule d'en goûter la louange, quand on est mère d'une fille comme la mienne."")",0.0
-,"('#iphicrate', ""Ah !  Madame, c'est vous qui voulez être mère malgré tout le monde, il n'est point d'yeux qui ne s'y opposent, et si vous le vouliez la princesse Ériphile ne serait que votre soeur."")",0.0
-,"('#aristione', ""Mon_Dieu, Prince, je ne donne point dans tous ces galimatias où donnent la plupart des femmes ; je veux être mère, parce que je le suis, et ce serait en vain que je ne le voudrais pas être.  Ce titre n'a rien qui me choque, puisque, de mon consentement, je me suis exposée à le recevoir, c'est un faible de notre sexe, dont grâce au Ciel, je suis exempte, et je ne m'embarrasse point de ces grandes disputes d'âge, sur quoi nous voyons tant de folles.  Revenons à notre discours.  Est-il possible que jusqu'ici vous n'ayez pu connaître où penche l'inclination d'Ériphile ?"")",0.0
-,"('#iphicrate', 'Ce sont obscurités pour moi.')",0.0
-,"('#timocles', ""C'est pour moi un mystère impénétrable."")",0.0
-,"('#aristione', ""La pudeur peut-être l'empêche de s'expliquer à vous et à moi, servons-nous de quelque autre pour découvrir le secret de son coeur.  Sostrate, prenez de ma part cette commission, et rendez cet office à ces princes, de savoir adroitement de ma fille vers qui des deux ses sentiments peuvent tourner."")",0.0
-,"('#sostrate', ""Madame, vous avez cent personnes dans votre Cour, sur qui vous pourriez mieux verser l'honneur d'un tel emploi, et je me sens mal propre à bien exécuter ce que vous souhaitez de moi."")",0.0
-,"('#aristione', ""Votre mérite, Sostrate, n'est point borné aux seuls emplois de la guerre, vous avez de l'esprit, de la conduite, de l'adresse, et ma fille fait cas de vous."")",0.0
-,"('#sostrate', 'Quelque autre mieux que moi, Madame,...')",0.0
-,"('#aristione', 'Non, non, en vain vous vous en défendez.')",0.0
-,"('#sostrate', ""Puisque vous le voulez, Madame, il vous faut obéir, mais je vous jure que dans toute votre Cour, vous ne pouviez choisir personne qui ne fût en état de s'acquitter beaucoup mieux que moi d'une telle commission."")",0.0
-,"('#aristione', ""C'est trop de modestie, et vous vous acquitterez toujours bien de toutes les choses dont on vous chargera.  Découvrez doucement les sentiments d'Ériphile, et faites-la ressouvenir qu'il faut se rendre de bonne heure dans le bois de Diane."")",0.0
-,"('#iphicrate', ""Vous pouvez croire que je prends part à l'estime que la Princesse vous témoigne."")",0.0
-,"('#timocles', ""Vous pouvez croire que je suis ravi du choix que l'on a fait de vous."")",0.0
-,"('#iphicrate', 'Vous voilà en état de servir vos amis.')",0.0
-,"('#timocles', ""Vous avez de quoi rendre de bons offices aux gens qu'il vous plaira."")",0.0
-,"('#iphicrate', 'Je ne vous recommande point mes intérêts.')",0.0
-,"('#timocles', 'Je ne vous dis point de parler pour moi.')",0.0
-,"('#sostrate', ""Seigneurs, il serait inutile, j'aurais tort de passer les ordres de ma commission, et vous trouverez bon que je ne parle ni pour l'un, ni pour l'autre."")",0.0
-,"('#iphicrate', 'Je vous laisse agir comme il vous plaira.')",0.0
-,"('#timocles', 'Vous en userez comme vous voudrez.')",0.0
-,"('#iphicrate', ""Clitidas se ressouvient bien qu'il est de mes amis : je lui recommande toujours de prendre mes intérêts auprès de sa maîtresse, contre ceux de mon rival."")",0.0
-,"('#clitidas', ""Laissez-moi faire : il y a bien de la comparaison de lui à vous, et c'est un prince bien bâti pour vous le disputer."")",0.0
-,"('#iphicrate', 'Je reconnaîtrai ce service.')",0.0
-,"('#timocles', ""Mon rival fait sa cour à Clitidas ; mais Clitidas sait bien qu'il m'a promis d'appuyer contre lui les prétentions de mon amour."")",0.0
-,"('#clitidas', ""Assurément, et il se moque de croire l'emporter sur vous ; voilà auprès de vous un beau petit morveux de prince."")",0.0
-,"('#timocles', ""Il n'y a rien que je ne fasse pour Clitidas."")",0.0
-,"('#clitidas', ""Belles paroles de tous côtés.  Voici la Princesse ; prenons mon temps pour l'aborder."")",0.0
-,"('#cleonice', 'On trouvera étrange, Madame, que vous vous soyez ainsi écartée de tout le monde.')",0.0
-,"('#eriphile', ""Ah !  Qu'aux personnes comme nous qui sommes toujours accablées de tant de gens, un peu de solitude est parfois agréable, et qu'après mille impertinents entretiens, il est doux de s'entretenir avec ses pensées !  Qu'on me laisse ici promener toute seule."")",0.0
-,"('#cleonice', ""Ne voudriez-vous pas, Madame, voir un petit essai de la disposition de ces gens admirables qui veulent se donner à vous ?  Ce sont des personnes, qui par leurs pas, leurs gestes, et leurs mouvements expriment aux yeux toutes choses, et on appelle cela pantomimes.  J'ai tremblé à vous dire ce mot, et il y a des gens dans votre Cour qui ne me le pardonneraient pas."")",0.0
-,"('#eriphile', ""Vous avez bien la mine, Cléonice, de me venir ici régaler d'un mauvais divertissement ; car, grâce au Ciel vous ne manquez pas de vouloir produire indifféremment tout ce qui se présente à vous, et vous avez une affabilité qui ne rejette rien.  Aussi est-ce à vous seule qu'on voit avoir recours toutes les muses nécessitantes ; vous êtes la grande protectrice du mérite incommodé, et tout ce qu'il y a de vertueux indigents au monde va débarquer chez nous."")",0.0
-,"('#cleonice', ""Si vous n'avez pas envie de les voir, Madame, il ne faut que les laisser là."")",0.0
-,"('#eriphile', 'Non, non, voyons-les, faites-les venir.')",0.0
-,"('#cleonice', 'Mais peut-être, Madame, que leur danse sera méchante.')",0.0
-,"('#eriphile', 'Méchant, ou non, il la faut voir ; ce ne serait avec vous que reculer la chose, et il vaut mieux en être quitte.')",0.0
-,"('#cleonice', ""Ce ne sera ici, Madame, qu'une danse ordinaire, une autre fois..."")",0.0
-,"('#eriphile', ""Point de préambule, Cléonice, qu'ils dansent."")",0.0
-,"('#eriphile', ""Voilà qui est admirable !  Je ne crois pas qu'on puisse mieux danser qu'ils dansent, et je suis bien aise de les avoir à moi."")",0.0
-,"('#cleonice', ""Et moi, Madame, je suis bien aise que vous ayez vu que je n'ai pas si méchant goût que vous avez pensé."")",0.0
-,"('#eriphile', ""Ne triomphez point tant, vous ne tarderez guère à me faire avoir ma revanche, qu'on me laisse ici."")",0.0
-,"('#cleonice', 'Je vous avertis, Clitidas, que la Princesse veut être seule.')",0.0
-,"('#clitidas', 'Laissez-moi faire, je suis homme qui sais ma cour.')",0.0
-,"('#clitidas', 'La, la, la, la, ah !')",0.0
-,"('#eriphile', 'Clitidas.')",0.0
-,"('#clitidas', 'Je ne vous avais pas vue là, Madame.')",0.0
-,"('#eriphile', ""Approche.  D'où viens-tu ?"")",0.0
-,"('#clitidas', ""De laisser la Princesse votre mère qui s'en allait vers le temple d'Apollon, accompagnée de beaucoup de gens."")",0.0
-,"('#eriphile', 'Ne trouves-tu pas ces lieux les plus charmants du monde ?')",0.0
-,"('#clitidas', 'Assurément.  Les Princes vos amants y étaient.')",0.0
-,"('#eriphile', ""Le fleuve Pénée fait ici d'agréables détours."")",0.0
-,"('#clitidas', 'Fort agréables.  Sostrate y était aussi.')",0.0
-,"('#eriphile', ""D'où vient qu'il n'est pas venu à la promenade ?"")",0.0
-,"('#clitidas', ""Il a quelque chose dans la tête qui l'empêche de prendre plaisir à tous ces beaux régales.  Il m'a voulu entretenir, mais vous m'avez défendu si expressément de me charger d'aucune affaire auprès de vous, que je n'ai point voulu lui prêter l'oreille, et je lui ai dit nettement que je n'avais pas le loisir de l'entendre."")",0.0
-,"('#eriphile', ""Tu as eu tort de lui dire cela, et tu devais l'écouter."")",0.0
-,"('#clitidas', ""Je lui ai dit d'abord que je n'avais pas le loisir de l'entendre, mais après je lui ai donné audience."")",0.0
-,"('#eriphile', 'Tu as bien fait.')",0.0
-,"('#clitidas', ""En vérité c'est un homme qui me revient, un homme fait comme je veux que les hommes soient faits : ne prenant point des manières bruyantes et des tons de voix assommants ; sage et posé en toutes choses ; ne parlant jamais que bien à propos ; point prompt à décider ; point du tout exagérateur incommode ; et quelques beaux vers que nos poètes lui aient récités, je ne lui ai jamais ouï dire voilà qui est plus beau que tout ce qu'a jamais fait Homère.  Enfin, c'est un homme pour qui je me sens de l'inclination, et si j'étais princesse, il ne serait pas malheureux."")",0.0
-,"('#eriphile', ""C'est un homme d'un grand mérite assurément, mais de quoi t'a-t-il parlé ?"")",0.0
-,"('#clitidas', ""Il m'a demandé si vous aviez témoigné grande joie au magnifique régale que l'on vous a donné ; m'a parlé de votre personne avec des transports les plus grands du monde, vous a mise au-dessus du ciel, et vous a donné toutes les louanges qu'on peut donner à la princesse la plus accomplie de la terre, entremêlant tout cela de plusieurs soupirs, qui disaient plus qu'il ne voulait.  Enfin, à force de le tourner de tous côtés, et de le presser sur la cause de cette profonde mélancolie, dont toute la Cour s'aperçoit, il a été contraint de m'avouer qu'il était amoureux."")",0.0
-,"('#eriphile', ""Comment amoureux ?  Quelle témérité est la sienne !  C'est un extravagant que je ne verrai de ma vie."")",0.0
-,"('#clitidas', 'De quoi vous plaignez-vous, Madame ?')",0.0
-,"('#eriphile', ""Avoir l'audace de m'aimer, et de plus avoir l'audace de le dire ?"")",0.0
-,"('#clitidas', ""Ce n'est pas vous, Madame, dont il est amoureux."")",0.0
-,"('#eriphile', ""Ce n'est pas moi ?"")",0.0
-,"('#clitidas', 'Non, Madame, il vous respecte trop pour cela, et est trop sage pour y penser.')",0.0
-,"('#eriphile', 'Et de qui donc, Clitidas ?')",0.0
-,"('#clitidas', ""D'une de vos filles la jeune Arsinoé."")",0.0
-,"('#eriphile', ""A-t-elle tant d'appas, qu'il n'ait trouvé qu'elle digne de son amour ?"")",0.0
-,"('#clitidas', ""Il l'aime éperdument, et vous conjure d'honorer sa flamme de votre protection."")",0.0
-,"('#eriphile', 'Moi ?')",0.0
-,"('#clitidas', ""Non, non, Madame, je vois que la chose ne vous plaît pas.  Votre colère m'a obligé à prendre ce détour, et pour vous dire la vérité, c'est vous qu'il aime éperdument."")",0.0
-,"('#eriphile', ""Vous êtes un insolent de venir ainsi surprendre mes sentiments.  Allons, sortez d'ici, vous vous mêlez de vouloir lire dans les âmes ; de vouloir pénétrer dans les secrets du coeur d'une princesse.  Ôtez-vous de mes yeux, et que je ne vous voie jamais, Clitidas."")",0.0
-,"('#clitidas', 'Madame.')",0.0
-,"('#eriphile', 'Venez ici.  Je vous pardonne cette affaire-là.')",0.0
-,"('#clitidas', 'Trop de bonté, Madame.')",0.0
-,"('#eriphile', ""Mais à condition, prenez bien garde à ce que je vous dis, que vous n'en ouvrirez la bouche à personne du monde, sur peine de la vie."")",0.0
-,"('#clitidas', 'Il suffit.')",0.0
-,"('#eriphile', ""Sostrate t'a donc dit qu'il m'aimait ?"")",0.0
-,"('#clitidas', ""Non, Madame : il faut vous dire la vérité.  J'ai tiré de son coeur par surprise un secret qu'il veut cacher à tout le monde et avec lequel il est, dit-il, résolu de mourir.  Il a été au désespoir du vol subtil que je lui en ai fait, et bien loin de me charger de vous le découvrir, il m'a conjuré, avec toutes les instantes prières qu'on saurait faire, de ne vous en rien révéler, et c'est trahison contre lui que ce que je viens de vous dire."")",0.0
-,"('#eriphile', ""Tant mieux, c'est par son seul respect qu'il peut me plaire ; et s'il était si hardi que de me déclarer son amour, il perdrait pour jamais, et ma présence, et mon estime."")",0.0
-,"('#clitidas', 'Ne craignez point, Madame...')",0.0
-,"('#eriphile', 'Le voici ; souvenez-vous au moins, si vous êtes sage, de la défense que je vous ai faite.')",0.0
-,"('#clitidas', 'Cela est fait, Madame, il ne faut pas être courtisan indiscret.')",0.0
-,"('#sostrate', ""J'ai une excuse, Madame, pour oser interrompre votre solitude, et j'ai reçu de la Princesse votre mère une commission qui autorise la hardiesse que je prends maintenant."")",0.0
-,"('#eriphile', 'Quelle commission, Sostrate ?')",0.0
-,"('#sostrate', ""Celle, Madame, de tâcher d'apprendre de vous vers lequel des deux Princes peut incliner votre coeur."")",0.0
-,"('#eriphile', ""La Princesse ma mère montre un esprit judicieux dans le choix qu'elle a fait de vous pour un pareil emploi.  Cette commission, Sostrate, vous a été agréable sans doute, et vous l'avez acceptée avec beaucoup de joie."")",0.0
-,"('#sostrate', ""Je l'ai acceptée, Madame, par la nécessité que mon devoir m'impose d'obéir, et si la Princesse avait voulu recevoir mes excuses, elle aurait honoré quelqu'autre de cet emploi."")",0.0
-,"('#eriphile', 'Quelle cause, Sostrate, vous obligeait à le refuser ?')",0.0
-,"('#sostrate', ""La crainte, Madame, de m'en acquitter mal."")",0.0
-,"('#eriphile', 'Croyez-vous que je ne vous estime pas assez pour vous ouvrir mon coeur, et vous donner toutes les lumières que vous pourrez désirer de moi sur le sujet de ces deux Princes ?')",0.0
-,"('#sostrate', ""Je ne désire rien pour moi là-dessus, Madame, et je ne vous demande que ce que vous croirez devoir donner aux ordres qui m'amènent."")",0.0
-,"('#eriphile', ""Jusques ici je me suis défendue de m'expliquer, et la Princesse ma mère a eu la bonté de souffrir que j'aie reculé toujours ce choix qui me doit engager ; mais je serai bien aise de témoigner à tout le monde que je veux faire quelque chose pour l'amour de vous, et si vous m'en pressez je rendrai cet arrêt qu'on attend depuis si longtemps."")",0.0
-,"('#sostrate', ""C'est une chose, Madame, dont vous ne serez point importunée par moi, et je ne saurais me résoudre à presser une princesse qui sait trop ce qu'elle a à faire."")",0.0
-,"('#eriphile', ""Mais c'est ce que la Princesse ma mère attend de vous."")",0.0
-,"('#sostrate', ""Ne lui ai-je pas dit aussi que je m'acquitterais mal de cette commission ?"")",0.0
-,"('#eriphile', ""Ô çà, Sostrate, les gens comme vous ont toujours les yeux pénétrants ; et je pense qu'il ne doit y avoir guère de choses qui échappent aux vôtres.  N'ont-ils pu découvrir, vos yeux, ce dont tout le monde est en peine, et ne vous ont-ils point donné quelques petites lumières du penchant de mon coeur ?  Vous voyez les soins qu'on me rend, l'empressement qu'on me témoigne : quel est celui de ces deux Princes que vous croyez que je regarde d'un oeil plus doux ?"")",0.0
-,"('#sostrate', ""Les doutes que l'on forme sur ces sortes de choses ne sont réglés d'ordinaire que par les intérêts qu'on prend."")",0.0
-,"('#eriphile', ""Pour qui, Sostrate, pencheriez-vous des deux ?  Quel est celui, dites-moi, que vous souhaiteriez que j'épousasse ?"")",0.0
-,"('#sostrate', 'Ah !  Madame, ce ne seront pas mes souhaits, mais votre inclination qui décidera de la chose.')",0.0
-,"('#eriphile', 'Mais si je me conseillais à vous pour ce choix ?')",0.0
-,"('#sostrate', 'Si vous vous conseilliez à moi, je serais fort embarrassé.')",0.0
-,"('#eriphile', 'Vous ne pourriez pas dire qui des deux vous semble plus digne de cette préférence ?')",0.0
-,"('#sostrate', ""Si l'on s'en rapporte à mes yeux, il n'y aura personne qui soit digne de cet honneur.  Tous les princes du monde seront trop peu de chose pour aspirer à vous ; les Dieux seuls y pourront prétendre, et vous ne souffrirez des hommes que l'encens et les sacrifices."")",0.0
-,"('#eriphile', ""Cela est obligeant, et vous êtes de mes amis.  Mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination, quel est celui que vous mettez le plus au rang de vos amis."")",0.0
-,"('#chorebe', 'Madame, voilà la Princesse qui vient vous prendre ici, pour aller au bois de Diane.')",0.0
-,"('#sostrate', 'Hélas !  Petit garçon, que tu es venu à propos.')",0.0
-,"('#aristione', 'On vous a demandée, ma Fille, et il y a des gens que votre absence chagrine fort.')",0.0
-,"('#eriphile', ""Je pense, Madame, qu'on m'a demandée par compliment, et on ne s'inquiète pas tant qu'on vous dit."")",0.0
-,"('#aristione', ""On enchaîne pour nous ici tant de divertissements les uns aux autres, que toutes nos heures sont retenues, et nous n'avons aucun moment à perdre, si nous voulons les goûter tous.  Entrons vite dans le bois, et voyons ce qui nous y attend ; ce lieu est le plus beau du monde, prenons vite nos places."")",0.0
-,"('#tircis', ""Vous chantez sous ces feuillages, Doux rossignols pleins d'amour, Et de vos tendres ramages Vous réveillez tour à tour Les échos de ces bocages : Hélas ! Petits oiseaux, hélas ! Si vous aviez mes maux, vous ne chanteriez pas."")",0.0
-,"('#lycaste', 'Hé quoi toujours languissant, sombre, et triste ?')",0.0
-,"('#menandre', 'Hé quoi ! Toujours aux pleurs abandonné ?')",0.0
-,"('#tircis', 'Toujours adorant Caliste, Et toujours infortuné.')",0.0
-,"('#lycaste', ""Dompte, dompte, Berger, l'ennui qui te possède."")",0.0
-,"('#tircis', 'Eh le moyen, hélas !')",0.0
-,"('#menandre', 'Fais, fais-toi quelque effort.')",0.0
-,"('#tircis', 'Eh ! Le moyen, hélas ! Quand le mal est trop fort ?')",0.0
-,"('#lycaste', 'Ce mal trouvera son remède.')",0.0
-,"('#tircis', ""Je ne guérirai qu'à ma mort."")",0.0
-,"('#lycaste #menandre', 'Ah Tircis !')",0.0
-,"('#tircis', 'Ah Bergers !')",0.0
-,"('#lycaste #menandre', ""Prends sur toi plus d'empire."")",0.0
-,"('#tircis', 'Rien ne me peut secourir.')",0.0
-,"('#lycaste #menandre', ""C'est trop, c'est trop céder."")",0.0
-,"('#tircis', ""C'est trop, c'est trop souffrir."")",0.0
-,"('#lycaste #menandre', 'Quelle faiblesse !')",0.0
-,"('#tircis', 'Quel martyre !')",0.0
-,"('#lycaste #menandre', 'Il faut prendre courage.')",0.0
-,"('#tircis', 'Il faut plutôt mourir.')",0.0
-,"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")",0.0
-,"('#menandre', ""Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")",0.0
-,"('#tircis', ""Je la vois, la cruelle, Qui porte ici ses pas, Gardons d'être vu d'elle, L'ingrate, hélas ! N'y viendrait pas."")",0.0
-,"('#caliste', ""Ah que sur notre coeur La sévère loi de l'honneur Prend un cruel empire ! Je ne fais voir que rigueurs pour Tircis, Et cependant sensible à ces cuisants soucis, De sa langueur en secret je soupire, Et voudrais bien soulager son martyre, C'est à vous seuls que je le dis, Arbres, n'allez pas le redire. Puisque le ciel a voulu nous former Avec un coeur qu'Amour peut enflammer, Quelle rigueur impitoyable Contre des traits si doux nous force à nous armer, Et pourquoi, sans être blâmable Ne peut-on pas aimer Ce que l'on trouve aimable ? Hélas ! Que vous êtes heureux, Innocents animaux, de vivre sans contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux : Hélas ! Petits oiseaux, que vous êtes heureux De ne sentir nulle contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux. Mais le sommeil sur ma paupière Verse de ses pavots l'agréable fraîcheur, Donnons-nous à lui toute entière, Nous n'avons point de loi sévère Qui défende à nos sens d'en goûter la douceur."")",0.0
-,"('#tircis', 'Vers ma belle ennemie Portons sans bruit nos pas, Et ne réveillons pas Sa rigueur endormie.')",0.0
-,"('#tircis #lycaste #menandre', 'Dormez, dormez, beaux yeux, adorables vainqueurs, Et goûtez le repos que vous ôtez aux coeurs ; Dormez, dormez, beaux yeux.')",0.0
-,"('#tircis', ""Silence, petits oiseaux, Vents, n'agitez nulle chose, Coulez doucement ruisseaux, C'est Caliste qui repose."")",0.0
-,"('#tircis #lycaste #menandre', 'Dormez, dormez, beaux yeux, adorables vainqueurs, Et goûtez le repos que vous ôtez aux coeurs ; Dormez, dormez, beaux yeux.')",0.0
-,"('#caliste', 'Ah Quelle peine extrême ! Suivre partout mes pas.')",0.0
-,"('#tircis', ""Que voulez-vous qu'on suive, hélas ! Que ce qu'on aime ?"")",0.0
-,"('#caliste', 'Berger, que voulez-vous ?')",0.0
-,"('#tircis', 'Mourir, belle Bergère, Mourir à vos genoux, Et finir ma misère, Puisque en vain à vos pieds on me voit soupirer, Il y faut expirer.')",0.0
-,"('#caliste', ""Ah Tircis, ôtez-vous, j'ai peur que dans ce jour La pitié dans mon coeur n'introduise l'amour."")",0.0
-,"('#lycaste #menandre', ""Soit amour, soit pitié, Il sied bien d'être tendre ; C'est par trop vous défendre Bergère, il faut se rendre À sa longue amitié, Soit amour, soit pitié, Il sied bien d'être tendre."")",0.0
-,"('#caliste', ""C'est trop, c'est trop de rigueur, J'ai maltraité votre ardeur, Chérissant votre personne, Vengez-vous de mon coeur Tircis, je vous le donne."")",0.0
-,"('#tircis', ""Ô Ciel ! Bergers !  Caliste !  Ah je suis hors de moi. Si l'on meurt de plaisir je dois perdre la vie."")",0.0
-,"('#lycaste', 'Digne prix de la foi !')",0.0
-,"('#menandre', ""Ô sort digne d'envie !"")",0.0
-,"('#premier-satyre', 'Quoi ? Tu me fuis ingrate, et je te vois ici De ce berger à moi faire une préférence ?')",0.0
-,"('#deuxieme-satyre', ""Quoi mes soins n'ont rien pu sur ton indifférence, Et pour ce langoureux ton coeur s'est adouci ?"")",0.0
-,"('#caliste', 'Le destin le veut ainsi, Prenez tous deux patience.')",0.0
-,"('#premier-satyre', ""Aux amants qu'on pousse à bout L'amour fait verser des larmes : Mais ce n'est pas notre goût, Et la bouteille a des charmes Qui nous consolent de tout."")",0.0
-,"('#deuxieme-satyre', ""Notre amour n'a pas toujours Tout le bonheur qu'il désire : Mais nous avons un secours, Et le bon vin nous fait rire Quand on rit de nos amours."")",0.0
-,"('#tous', ""Champêtres Divinités, Faunes, Dryades, sortez De vos paisibles retraites ; Mêlez vos pas à nos sons, Et tracez sur les herbettes L'image de nos chansons. PREMIÈRE ENTRÉE DE BALLET. En même temps, six dryades et six faunes sortent de leurs demeures, et font ensemble une danse agréable, qui, s'ouvrant tout d'un coup, laisse voir un berger et une bergère, qui font en musique une petite scène d'un dépit amoureux."")",0.0
-,"('#philinte', ""Quand je plaisais à tes yeux J'étais content de ma vie, Et ne voyais Roi ni Dieux Dont le sort me fît envie."")",0.0
-,"('#climene', ""Lorsqu'à toute autre personne Me préférait ton ardeur, J'aurais quitté la couronne Pour régner dessus ton coeur."")",0.0
-,"('#philinte', ""Une autre a guéri mon âme Des feux que j'avais pour toi."")",0.0
-,"('#climene', 'Un autre a vengé ma flamme Des faiblesses de ta foi.')",0.0
-,"('#philinte', ""Cloris, qu'on vante si fort, M'aime d'une ardeur fidèle, Si ses yeux voulaient ma mort, Je mourrais content pour elle."")",0.0
-,"('#climene', ""Myrtil si digne d'envie, Me chérit plus que le jour, Et moi je perdrais la vie Pour lui montrer mon amour."")",0.0
-,"('#philinte', ""Mais si d'une douce ardeur Quelque renaissante trace Chassait Cloris de mon coeur Pour te remettre en sa place."")",0.0
-,"('#climene', ""Bien qu'avec pleine tendresse Myrtil me puisse chérir, Avec toi, je le confesse, Je voudrais vivre et mourir."")",0.0
-,"('#tous-deux', 'Ah plus que jamais aimons-nous, Et vivons et mourons en des liens si doux.')",0.0
-,"('#tous-les-acteurs', ""Amants, que vos querelles Sont aimables et belles, Qu'on y voit succéder De plaisirs, de tendresse, Querellez-vous sans cesse Pour vous raccommoder. Amants, que vos querelles Sont aimables et belles, etc. Les faunes et les dryades recommencent leur danse, que les bergères et bergers musiciens entremêlent de leurs chansons, tandis que trois petites dryades et trois petits faunes, font paraître dans l'enfoncement du théâtre, tout ce qui se passe sur le devant."")",0.0
-,"('#bergers #bergeres', ""Jouissons, jouissons des plaisirs innocents Dont les feux de l'amour savent charmer nos sens, Des grandeurs, qui voudra se soucie, Tous ces honneurs dont on a tant d'envie Ont des chagrins qui sont trop vieillissants : Jouissons, jouissons des plaisirs innocents Dont les feux de l'amour savent charmer nos sens. En aimant tout nous plaît dans la vie, Deux coeurs unis de leur sort sont contents, Cette ardeur de plaisirs suivie, De tous nos jours fait d'éternels printemps : Jouissons, jouissons des plaisirs innocents Dont les feux de l'amour savent charmer nos sens."")",0.0
-,"('#aristione', ""Les mêmes paroles toujours se présentent à dire.  Il faut toujours s'écrier voilà qui est admirable, il ne se peut rien de plus beau, cela passe tout ce qu'on a jamais vu. "")",0.0
-,"('#timocles', ""C'est donner de trop grandes paroles, Madame, à de petites bagatelles."")",0.0
-,"('#aristione', ""Des bagatelles comme celles-là peuvent occuper agréablement les plus sérieuses personnes.  En vérité, ma Fille, vous êtes bien obligée à ces Princes, et vous ne sauriez assez reconnaître tous les soins qu'ils prennent pour vous."")",0.0
-,"('#eriphile', ""J'en ai, Madame, tout le ressentiment qu'il est possible."")",0.0
-,"('#aristione', ""Cependant vous les faites longtemps languir, sur ce qu'ils attendent de vous.  J'ai promis de ne vous point contraindre, mais leur amour vous presse de vous déclarer, et de ne plus traîner en longueur la récompense de leurs services.  J'ai chargé Sostrate d'apprendre doucement de vous les sentiments de votre coeur, et je ne sais pas s'il a commencé à s'acquitter de cette commission."")",0.0
-,"('#eriphile', ""Oui, Madame, mais il me semble que je ne puis assez reculer ce choix dont on me presse, et que je ne saurais le faire sans mériter quelque blâme.  Je me sens également obligée à l'amour, aux empressements, aux services de ces deux Princes, et je trouve une espèce d'injustice bien grande à me montrer ingrate, ou vers l'un, ou vers l'autre, par le refus qu'il m'en faudra faire dans la préférence de son rival."")",0.0
-,"('#iphicrate', ""Cela s'appelle, Madame, un fort honnête compliment pour nous refuser tous deux."")",0.0
-,"('#aristione', 'Ce scrupule, ma Fille, ne doit point vous inquiéter, et ces Princes tous deux se sont soumis il y a longtemps à la préférence que pourra faire votre inclination.')",0.0
-,"('#eriphile', ""L'inclination, Madame, est fort sujette à se tromper, et des yeux désintéressés sont beaucoup plus capables de faire un juste choix."")",0.0
-,"('#aristione', 'Vous savez que je suis engagée de parole à ne rien prononcer là-dessus, et, parmi ces deux Princes, votre inclination ne peut point se tromper, et faire un choix qui soit mauvais.')",0.0
-,"('#eriphile', ""Pour ne point violenter votre parole, ni mon scrupule, agréez, Madame, un moyen que j'ose proposer."")",0.0
-,"('#aristione', 'Quoi, ma Fille ?')",0.0
-,"('#eriphile', ""Que Sostrate décide de cette préférence.  Vous l'avez pris pour découvrir le secret de mon coeur : souffrez que je le prenne pour me tirer de l'embarras où je me trouve."")",0.0
-,"('#aristione', ""J'estime tant Sostrate que, soit que vous vouliez vous servir de lui pour expliquer vos sentiments, ou soit que vous vous en remettiez absolument à sa conduite ; je fais, dis-je, tant d'estime de sa vertu et de son jugement, que je consens de tout mon coeur, à la proposition que vous me faites."")",0.0
-,"('#iphicrate', ""C'est-à-dire, Madame, qu'il nous faut faire notre cour à Sostrate ?"")",0.0
