,quinault-isis,quinault-proserpine,Cost,Operation Type
184,"('#hierax', ""Dieux tout puissants ! ah ! vous étiez jaloux De la félicité que vous m'avez ravie, Dieux tout puissants ! ah ! vous étiez jaloux De me voir plus heureux que vous. Vous n'avez pu souffrir le bonheur de la vie Et je voyais vos grandeurs sans envie. J'aimais, j'étais aimé.  Mon sort était trop doux."")","('#ceres', ""Ah ! Qu'elle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux ? De cette audace criminelle Est-ce Apollon ou Mars que je dois soupçonner ? Leurs mères en fureur n'ont pu me pardonner D'avoir une fille si belle. Dois-je accuser l'amour, et sert-il aujourd'hui À me ravir un bien que je tenais de lui ? Trahirait-il mon coeur fidèle ? Ah ! Quelle injustice cruelle ! Ô dieux ! Pourquoi m'arrachez-vous Un bien que je trouvais si doux ? Par mes soins, les champs de Cybele De fruits, et de moissons viennent d'être couverts ; De mes dons précieux la richesse nouvelle Brille par mes travaux en cent climats divers, Et quand de tant de biens j'ai comblé l'univers, Les dieux percent mon coeur d'une douleur mortelle. Ah ! Quelle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux. Après un si sensible outrage, Mon coeur désespéré s'abandonne à la rage. Du monde trop heureux je veux troubler la paix : Brûlons, ravageons-tout, détruisons mes bienfaits."")",0.1,Substitution
185,"('#argus', ""Heureux qui peut briser Qui peut briser sa chaîne Finissez une plainte vaine Méritez l'infidélité; Un coeur ingrat vaut-il la peine D'être tant regretté."")","('#ceres', 'Que tout se ressente De la fureur que je sens.')",1.17,Substitution
186,"('#hierax #argus', 'Heureux qui peut briser Qui peut briser sa chaîne')",,1.0,Insertion
187,"('#argus', 'Liberté, liberté.')",,1.0,Insertion
188,"('#syrinx #choeurs', 'Liberté, liberté ! Une partie des nymphes dansent dans le temps que les autres chantent.')","('#le-choeur', 'Quel crime avons-nous fait ? Divinité puissante, Écoutez les clameurs des peuples gémissants.')",1.55,Substitution
189,,"('#ceres', ""J'ai fait du bien à tous, ma fille est innocente, Et pour toucher les dieux, nos cris sont impuissants ; J'entendrai sans pitié les cris des innocents : Que tout se ressente De la fureur que je sens."")",1.0,Deletion
190,"('#hierax #argus', 'Quelles danses ! quels chants et quelle nouveauté !')","('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.07,Substitution
191,"('#syrinx #choeurs', ""S'il est quelque bien au monde C'est la liberté."")",,1.0,Insertion
192,"('#hierax #argus', 'Que voulez-vous ?')",,1.0,Insertion
193,"('#choeur-des-nymphes', 'Liberté, liberté.')",,1.0,Insertion
194,"('#hierax #argus', ""Que voulez-vous ? il faut qu'on nous réponde."")",,1.0,Insertion
195,"('#syrinx #choeurs', ""S'il est quelque bien au monde, C'est la liberté."")",,1.0,Insertion
196,"('#mercure #choeurs-de-nymphes #bergers #satyres #sylvains', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté. Liberté, liberté"")",,1.0,Insertion
197,"('#mercure', ""De la Nymphe Syrinx l'on chérit la mémoire, Il en regrette encor la perte chaque jour; Pour célébrer une fête à sa gloire Ce Dieu lui même assemble ici sa cour Il veut que du malheur de son fidèle amour. Un spectacle touchant représente l'histoire"")","('#ceres', ""Portons partout l'horreur qui règne dans mon âme. Portons partout d'horribles feux."")",1.14,Substitution
198,,"('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.0,Deletion
199,"('#argus', ""C'est un plaisir pour nous; poursuivez j'y consens Je ne m'oppose point à ces jeux innocents. Argus va prendre place sur un siège de gazon proche de l'endroit où Io est enfermée et fait planer Hiérax de l'autre côté."")","('#le-choeur-des-ombres', ""Loin d'ici, loin de nous, Tristes ennuis, importunes alarmes : Gardez-vous, gardez-vous D'interrompre la paix dont nous goûtons les charmes ; Gardez-vous, gardez-vous De troubler un bonheur si doux."")",0.85,Substitution
200,"('#mercure', ""Il donne dans le piège, achevez sans remise Achevez de surprendre Argus et tous ses yeux. Si vous tentez une grande entreprise, Mercure vous conduit, l'amour vous favorise Et vous servez le plus puissant des Dieux. Mercure, les berges, les satyres, et les sylvains rentrent derrière le théâtre."")","('#deux-ombres', 'Ô ! Bienheureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.48,Substitution
201,"('#syrinx', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté."")",,1.0,Insertion
202,"('#syrinx', ""L'empire de l'Amour n'est pas moins agité Que l'empire de l'onde Ne cherchons point d'autre félicité Qu'un doux loisir dans une paix profonde S'il est quelque bien au monde  C'est la liberté. Liberté, liberté ! Dans le temps qu'une partie des Nymphes chante, le reste de la troupe danse."")","('#deux-ombres', ""Ah que ces demeures sont belles ! Que nous y passons d'heureux jours ! Quelle félicité pour les amants fidèles ! Ici les amours éternelles Ont toujours les douceurs des nouvelles amours. Ah que ces demeures sont belles ! Que nous y passons d'heureux jours."")",0.74,Substitution
203,"('#deux-bergers', ""Quel bien devez-vous attendre Beautés qui chassez dans ces lieux Que pouvez-vous prendre Qui vaille un coeur tendre Soumis à vos lois ? Ce n'est qu'en aimant Qu'on trouve un sort charmant Aimez enfin à votre tour Il faut que tout cède à l'amour. Il sait frapper d'un coup certain Le cerf léger qui fuit en vain  Jusque dans les antres secrets Au fond des forêts  Tout doit sentir ses traits. Lorsque l'amour vous appelle, Pourquoi fuyez-vous ses plaisirs ? La Rose nouvelle N'en est que plus belle D'aimer les Zéphirs. Ce n'est qu'en aimant Qu'on trouve un sort charmant, Aimez enfin, à votre tour; Il faut que tout cède à l'amour : Il sait frapper d'un coup certain Le cerf léger qui fuit en vain : Jusques dans les antres secrets Au fonds des forêts, Tout doit sentir ses traits,"")","('#deux-ombres', ""Dans ces beaux lieux, tout nous enchante, Les plaisirs y suivent nos pas ; Et plus on en jouit, plus le désir augmente D'en goûter les appas."")",0.1,Substitution
204,"('#pan', 'Je vous aime Nymphe charmante; Un amant, un mortel cherche à plaire à vos yeux ')","('#le-choeur-des-ombres', 'Ô bien-heureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.02,Substitution
205,"('#syrinx', ""Pan est un Dieu puissant, je révère les Dieux; Mais le nom d'amour m'épouvante."")","('#proserpine', ""Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte De douleur, de trouble, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ? Ombres que j'interromps, souffrez ma triste plainte, Ce n'est pas pour mon coeur que vos plaisirs sont faits : Plaignez-vous avec moi du dieu qui m'a contrainte De troubler la douceur de votre heureuse paix. Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte ! De douleur, d'amour, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ?"")",0.96,Substitution
206,"('#pan', ""Pour vous faire retrouver le nom d'amant plus doux. J'y joindrai le titre d'époux. Je n'aurai pas de peine  A m'engager dans une aimable chaîne Pour ne jamais changer. Aimez un Dieu qui vous adore."")","('#ascalaphe', ""Aimez qui vous aime, Rien n'est si charmant. Pluton n'est pas un dieu sujet au changement, Il vous offre son coeur avec son diadème. Aimez qui vous aime, Rien n'est si charmant. Les ombres répètent ces deux derniers vers."")",0.56,Substitution
207,"('#syrinx', ""Un époux doit être encore Plus à craindre qu'un amant"")","('#proserpine', ""Que n'est-il satisfait de sa grandeur suprême, J'étais heureuse sans amant ; Mon coeur se contentait de régner sur lui-même."")",0.77,Substitution
208,"('#pan', ""Dissipez de vaines alarmes, Éprouvez l'amour et ses charmes Connaissez les plus doux appas. Non, ce ne peut être  que faute de la connaître Qu'il ne vous plaît pas."")","('#les-ombres', ""Rien n'est si charmant."")",0.71,Substitution
209,"('#syrinx', ""Les maux d'autrui me rendront sage. Ah ! Quel malheur  De laisser engager son coeur ! Pourquoi faut-il le plus beau de son âge Dans une mortelle langueur ? Ah, quel malheur !  Pourquoi n'avoir pas le courage De s'affranchir de la rigueur D'un funeste esclavage ? Ah ! Quel malheur De laisser engager son coeur !"")","('#proserpine', 'Ah ! Sans la liberté, sans sa douceur extrême, Tout autre bien est un cruel tourment.')",0.34,Substitution
210,"('#pan', ""Ah ! Quel dommage Que vous ne sachiez pas aimer ! Que vous sert-il d'avoir tant d'attraits en partage, Si vous en négligez le plus grand avantage ? Que vous sert-il de savoir tout charmer ? Ah, quel dommage Que vous ne sachiez pas aimer !"")","('#les-ombres', ""Aimez qui vous aime, Rien n'est si charmant."")",0.49,Substitution
211,"('#choeurs', 'Aimons sans cesse.')",,1.0,Insertion
212,"('#choeur-des-nymphes', ""N'aimons jamais."")","('#proserpine', ""Est-ce une illusion dont le charme m'abuse, Est-ce toi, ma chère Arethuse ?"")",1.67,Substitution
213,"('#choeur-de-silvains #satyres #bergers', ""Pour vivre en paix. N'aimons jamais."")","('#arethuse #alphee', ""Pluton veut qu'avec vous nous demeurions ici ; Nous suivons sans effort la loi qu'il nous impose. Ce dieu veut soulager le chagrin qu'il vous cause, Et croit que par nos soins il peut être adouci. Il attend pour vous voir que de votre colère Les premiers transports soient calmés. Le dieu que vous charmez Ne songe qu'à vous plaire."")",1.08,Substitution
214,"('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")","('#proserpine', ""Que devient pour l'amour ton mépris éclatant ? Cet amant près de toi goûte un bonheur paisible."")",0.78,Substitution
215,"('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")",,1.0,Insertion
216,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",,1.0,Insertion
217,"('#choeur-des-nymphes', ""N'aimons jamais."")",,1.0,Insertion
218,"('#syrinx', 'On ne peut aimer sans faiblesse.')","('#arethuse', ""Rien n'est impossible À l'amour constant. En vain je présumais tant D'avoir un coeur invincible, Rien n'est impossible À l'amour constant."")",0.57,Substitution
219,"('#pan', ""Que cette faiblesse a d'attraits !"")",,1.0,Insertion
220,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",,1.0,Insertion
221,"('#choeur-des-nymphes', ""N'aimons jamais."")",,1.0,Insertion
222,"('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")","('#alphee', ""Qu'un amant fidèle est content D'engager ce qu'il aime à devenir sensible !"")",0.54,Substitution
223,"('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")","('#arethuse #alphee', ""Rien n'est impossible À l'amour constant."")",1.06,Substitution
224,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",,1.0,Insertion
225,"('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")","('#ascalaphe', 'Pluton pourra trouver un favorable instant Ou son amour pour vous deviendra moins terrible.')",0.85,Substitution
226,"('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")","('#arethuse #alphee #ascalaphe', ""Rien n'est impossible À l'amour constant. Voyez ce beau séjour, ces charmantes campagnes, Ces vallons écartés, ces paisibles forêts."")",0.81,Substitution
227,"('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",,1.0,Insertion
228,"('#syrinx', 'Pourquoi me suivre de si près.')","('#proserpine', 'Ne reverrai-je plus Cérès ? Ne reverrai-je plus mes fidèles compagnes ?')",1.39,Substitution
229,"('#pan', 'Pourquoi fuir qui vous aime ?')",,1.0,Insertion
230,"('#syrinx', ""Un amant m'embarrasse."")",,1.0,Insertion
231,"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')","('#ascalaphe', ""Vous avez par malheur goûté de quelques grains D'un fruit de ces lieux souterrains."")",1.73,Substitution
232,,"('#arethuse #alphee', 'Pluton le sait, il vient de nous le dire.')",1.0,Deletion
233,"('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")","('#ascalaphe', ""J'ai pris soin de l'en avertir. Par l'arrêt du destin, le dieu de cet empire Peut vous voir désormais autant qu'il le désire."")",1.36,Substitution
234,"('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")","('#arethuse #alphee #ascalaphe', ""Jamais s'il n'y veut consentir, Du séjour des enfers vous ne pourrez sortir."")",1.46,Substitution
235,"('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')","('#proserpine', ""Je ne verrai jamais la lumière céleste ! Dans une ardente soif, par un secours funeste, C'est toi qui m'as montré ce fruit si dangereux : Tu m'as caché l'arrêt du destin rigoureux ; Perfide, c'est toi qui m'abuse, Et c'est toi-même qui m'accuse ? Ah ! Du moins, le destin exaucera les voeux De ma juste vengeance : Tu ne surprendras plus la crédule innocence ; Tu seras un objet affreux, Et d'un présage malheureux ; Va, cruel, va languir dans l'horreur des ténèbres ; Va, deviens, s'il se peut, aussi triste que moi. Que tes cris soient des cris funèbres ; Que le sombre chagrin, que le mortel effroi ; Ne se lassent jamais de voler après toi. Ascalaphe se transforme en hibou, et s'envole."")",0.5,Substitution
236,"('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")",,1.0,Insertion
237,"('#troupe-de-bergers', 'Cruelle, arrêtez !')",,1.0,Insertion
238,"('#troupe-de-sylvains-et-de-satyres', 'Arrêtez cruelle.')",,1.0,Insertion
239,"('#syrinx', 'On me retient de tous côtés')","('#proserpine', 'Venez-vous contre moi défendre un téméraire ?')",1.57,Substitution
240,"('#troupe-de-sylvains-et-de-satyres', 'Cruelle, arrêtez !')","('#pluton', ""Votre pouvoir ici ne sera point borné ; On n'est point innocent quand on peut vous déplaire : Épuisez, s'il se peut sur cet infortuné, Tous les traits de votre colère."")",1.46,Substitution
241,"('#syrinx', ""Dieux, protecteurs de l'innocence,  Naïades, Nymphes des eaux. J'implore ici votre assistance. Syrinx se jette dans les eaux."")","('#proserpine', ""Tout ressent ici bas mon trouble et ma terreur : Les ombres sans trembler ne peuvent plus m'entendre, Ne souffrez pas que ma fureur De cet heureux séjour, fasse un séjour d'horreur, À la clarté du ciel, hâtez-vous de me rendre."")",1.2,Substitution
242,"('#pan', ""Où vous exposez-vous ? Quels prodiges nouveaux La nymphe est changée en roseaux ! Hélas ! hélas ! Quel bruit ! Qu'entends-je ! Ah ! Quelle voix nouvelle ! La Nymphe tâche encor d'exprimer ses regrets. Que son murmure est doux ! Que sa plainte a d'attraits. Ne cessons point de nous plaindre avec elle. Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Le vent pénètre dans les roseaux, et leur fait former un bruit plaintif. Pan donne des roseaux aux bergers, aux satyres et aux sylvains qui en forment un concert de flûtes."")","('#pluton', ""Ne regrettez point tant la lumière des cieux. Des astres faits pour nous éclairent ces beaux lieux ; Jamais un verdoyant feuillage Ne cesse de parer les arbres de nos bois, Sans cesse dans nos champs nous trouvons à la fois Des fruits, des fleurs, et de l'ombrage, Et le temps affreux des frimas Est la seule saison que l'on n'y connaît pas."")",0.2,Substitution
243,"('#pan', ""Les yeux qui m'ont charmé ne verront plus le jour Était-ce ainsi, cruelle amour, Qu'il fallait te venger d'une beauté rebelle, N'aurait-il pas suffi de t'en rendre vainqueur  Et de voir dans les fers son insensible coeur, Brûler avec le mien d'une ardeur éternelle ? Que tout ressente mes tourments."")","('#proserpine', ""Mon triste coeur ne peut connaître La douceur des appas qu'on voit ici paraître, Hélas ! Ces lieux si beaux où je frémis d'effroi, Sont toujours les enfers pour moi."")",0.06,Substitution
244,"('#pan #deux-bergers', ""Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Argus commence à s'assoupir, Mercure déguisé en berger s'approche de lui, et achève de l'endormir en la touchant de son caducée."")","('#pluton', ""Je suis roi des enfers, Neptune est le roi de l'onde, Nous regardons avec des yeux jaloux Jupiter plus heureux que nous ; Son sceptre est le premier des trois sceptres du monde. Mais si de votre coeur j'étais victorieux, Je serais plus content d'adorer vos beaux yeux Au milieu des enfers dans une paix profonde, Que Jupiter le plus heureux des dieux N'est content d'être roi de la terre et des cieux."")",0.76,Substitution
245,"('#pan', 'Que ces roseaux plaintifs soient à jamais aimés.')","('#proserpine', ""Que deviendra Cérès à qui je suis si chère ? Qu'elle surprise ! Hélas ! Quelle douleur amère ! Hélas !"")",1.28,Substitution
246,"('#mercure', ""Il suffit Argus dort, tous ses yeux sont fermés, Allons, que rien ne nous retarde Délivrons la nymphe qu'il garde."")",,1.0,Insertion
247,"('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")","('#pluton', ""Ne donnerez-vous Des soupirs qu'à votre mère ? Aimez, beauté trop sévère, Les soupirs d'amour sont doux."")",1.28,Substitution
248,"('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')","('#proserpine', ""D'un insensible coeur que pouvez-vous attendre ?"")",0.81,Substitution
249,"('#mercure', ""Malheureux ! d'où te vient cette audace ?"")","('#pluton', ""J'ignorais le pouvoir des traits qui m'ont surpris, Mon coeur ne connaissait rien de doux ni de tendre. Ne pourrai-je vous apprendre Ce que vous m'avez appris ?"")",1.37,Substitution
250,"('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")","('#proserpine', ""Dieu cruel ! Vous n'aimez que les pleurs et les cris. Deviez-vous aux enfers me contraindre à descendre ? Vous m'ôtez le bonheur qui m'était destiné ?"")",0.84,Substitution
251,"('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')",,1.0,Insertion
252,"('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")",,1.0,Insertion
253,"('#choeurs', 'Fuyons.')",,1.0,Insertion
254,"('#io', 'Vous me quittez ? Quel secours puis-je attendre !')","('#pluton', ""Est-ce à moi qu'il faut vous en prendre ? Accusez-en l'amour que vous m'avez donné."")",0.82,Substitution
255,"('#choeurs', 'Fuyons, Junon vient dans ces lieux.')","('#proserpine', ""Voulez-vous me causer d'éternelles alarmes ?"")",1.63,Substitution
256,"('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")","('#pluton', ""Voulez-vous me causer d'éternels déplaisirs ?"")",0.96,Substitution
257,"('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')",,1.0,Insertion
258,"('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")","('#proserpine', 'Laissez-moi suivre en paix mes innocents désirs.')",1.53,Substitution
259,"('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")","('#pluton', 'Laissez-moi la douceur de voir toujours vos charmes')",0.98,Substitution
260,"('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')","('#proserpine', 'Voyez couler mes larmes.')",0.7,Substitution
261,"('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")","('#pluton', 'Écoutez mes soupirs. Pluton et Proserpine ensemble.')",1.07,Substitution
262,"('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")","('#pluton', 'Mon amour fidèle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",1.07,Substitution
263,"('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')","('#proserpine', 'Ma douleur mortelle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",0.78,Substitution
264,"('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")",,1.0,Insertion
265,"('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")","('#pluton', ""N'importe, fussiez-vous cent fois plus inhumaine, Mon amour entreprend de vaincre votre haine."")",0.65,Substitution
266,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")",,1.0,Insertion
267,"('#io', 'Ah ! Quelle peine !')",,1.0,Insertion
268,"('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")",,1.0,Insertion
269,"('#choeur-des-chabyles', 'Tôt tôt tôt.')",,1.0,Insertion
270,"('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")",,1.0,Insertion
271,"('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")",,1.0,Insertion
272,"('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",,1.0,Insertion
273,"('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")","('#pluton', ""Que l'on suspende ici les tourments éternels Des plus criminels : Qu'aux enfers en ce jour tout soit exempt de peine. Vous qu'un heureux repos suit après le trépas, Et vous, dieux, mes sujets, venez, hâtez vos pas, Rendez hommage à votre reine : Admirez ses divins appas. Régnez aimable souveraine, Régnez à jamais ici bas."")",0.92,Substitution
274,"('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")",,1.0,Insertion
275,"('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",,1.0,Insertion
276,"('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')",,1.0,Insertion
277,"('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')","('#les-choeurs', 'Rendons hommage à notre reine, Admirons ses divins appas. Régnez, aimable souveraine, Régnez à jamais ici-bas.')",1.23,Substitution
278,"('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')","('#choeur-des-ombres', ""C'est assez de regrets ; C'est verser trop de larmes, Goûtez les attraits Du destin plein de charmes, Pluton aime mieux que Cérès. Une mère Vaut-elle un époux ? L'amour doit toujours plaire, Les soins en sont doux. Un coeur est trop sauvage S'il change l'usage D'un bien si charmant, Et c'est grand dommage D'en faire un tourment. Triomphez dans ces lieux : C'est pour vous que soupire L'un des plus grands dieux, Possédez son empire. Tout cède au pouvoir de vos yeux. Une mère Vaut-elle un époux, etc."")",0.3,Substitution
279,"('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")","('#les-choeurs', ""Dans les enfers Tout rit, tout chante ; On vous doit, beauté charmante, La douceur de nos concerts. Un dieu sévère Par vos yeux est enflammé, Tout son empire vous révère ; Qu'il est doux d'avoir charmé Un coeur qui n'a jamais aimé. Que vos appas Auront de gloire ! Ils étendent leur victoire Jusqu'où règne le trépas. Un dieu sévère, etc."")",0.41,Substitution
280,"('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")",,1.0,Insertion
281,"('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')",,1.0,Insertion
282,"('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")","('#pluton', ""Vous qui reconnaissez ma suprême puissance, Donnez-moi des conseils, donnez-moi du secours. L'orgueilleux Jupiter m'offense, Il veut rompre aujourd'hui l'heureuse intelligence Que nous avions juré de conserver toujours. Les dieux ont aimé tous, et le Dieu du ciel-même S'est laissé cent fois enflammer. C'est la première fois que j'aime, Et l'on veut me ravir ce qui ma su charmer. Ah ! C'est une rigueur extrême De condamner un coeur à ne jamais aimer. C'est votre reine qu'on demande : Jupiter veut que je la rende, Et Mercure prétend l'enlever d'ici bas. Pouvons-nous endurer que l'on nous la ravisse ?"")",0.86,Substitution
283,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",,1.0,Insertion
284,"('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")","('#le-choeur', ""Non, non, c'est une injustice Que nous ne souffrirons-pas."")",0.84,Substitution
285,"('#la-guerre', 'Que le fer.')",,1.0,Insertion
286,"('#la-famine', 'Que la faim.')",,1.0,Insertion
287,"('#l-incendie', 'Que les feux')",,1.0,Insertion
288,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
289,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",,1.0,Insertion
290,"('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")",,1.0,Insertion
291,"('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")",,1.0,Insertion
292,"('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")","('#pluton', ""Et par quel droit faut-il que Jupiter s'obstine À troubler le bonheur que l'amour me destine ? Mon pouvoir n'est-il pas indépendant du sien ? Gardons Proserpine, Les enfers ne rendent rien. Le choeur répète ces deux vers."")",0.88,Substitution
293,"('#la-guerre', 'Que le fer.')",,1.0,Insertion
294,"('#la-famine', 'Que la faim.')",,1.0,Insertion
295,"('#l-incendie', 'Que les feux')",,1.0,Insertion
296,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
297,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",,1.0,Insertion
298,"('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")","('#les-trois-juges-des-enfers', ""Proserpine a goûté des fruits de votre empire, Elle est à vous, on ne peut vous l'ôter. Aux arrêts du destin les dieux doivent souscrire, C'est vainement qu'on y veut résister."")",0.71,Substitution
299,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",,1.0,Insertion
300,"('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')",,1.0,Insertion
