,racine-thebaide,rotrou-antigone,Cost,Operation Type
108,"('#antigone', ""Quoi ? Qu'en a-t-on appris ? Est-ce la guerre, Olympe ?"")","('#ismene', 'Savez-vous du combat le succès malheureux ?')",1.16,Substitution
109,"('#olympe', ""Ah ! c'est encore pis. "")",,1.0,Insertion
110,"('#hemon', 'Quel est donc ce grand mal que leur courroux annonce ? ')","('#antigone', 'Oui, digne de leur rage et funeste à tous deux.')",0.9,Substitution
111,"('#olympe', ""Prince pour en juger écoutez leur réponse. Thébains pour n'avoir plus de guerres, Il faut par un ordre fatal, Que le dernier du sang royal, Par son trépas ensanglante vos terres."")","('#ismene', 'Savez-vous que Créon succède à la couronne ?')",0.96,Substitution
112,"('#antigone', ""Ô Dieux ! que vous a fait ce sang infortuné, Et pourquoi tout entier l'avez-vous condamné ? N'êtes-vous pas contents de la mort de mon père ? Tout notre sang doit-il sentir votre colère ? "")","('#antigone', ""C'est un bien qu'on lui doit et que le sang lui donne."")",0.95,Substitution
113,,"('#ismene', 'Savez-vous la rigueur de son premier édit ?')",1.0,Deletion
114,,"('#antigone', ""Non, Hémon est ici qui ne m'en a rien dit."")",1.0,Deletion
115,"('#hemon', ""Madame, cet arrêt ne vous regarde pas.  Votre vertu vous met à couvert du trépas. Les Dieux savent trop bien connaître l'innocence."")","('#ismene', ""Il fait d'un acte impie un acte de justice : Il défend d'inhumer le corps de Polynice, Et, déclarant ce prince ennemi de l'État, Condamne l'infracteur comme d'un attentat."")",1.07,Substitution
116,"('#antigone', ""Et ce n'est pas pour moi que je crains leur vengeance. Mon innocence, Hémon, serait un faible appui,  Fille d'Oedipe, il faut que je meure pour lui. Je l'attends, cette mort, et je l'attends sans plainte. Et s'il faut avouer le sujet de ma crainte, C'est pour vous que je crains. Oui, cher Hémon, pour vous. De ce sang malheureux vous sortez comme nous ;  Et je ne vois que trop que le courroux céleste Vous rendra comme à nous cet honneur bien funeste, Et fera regretter aux princes des Thébains, De n'être pas sortis du dernier des humains."")","('#hemon', ""Certes, jamais le sort n'a sur humaine race Tant versé pour un jour de peine et de disgrâce. Jocaste défaite ! Ô destin inhumain !"")",0.7,Substitution
117,"('#hemon', ""Peut-on se repentir d'un si grand avantage ?  Un si noble trépas flatte trop mon courage, Et du sang de ses rois il est beau d'être issu, Dût-on rendre ce sang sitôt qu'on l'a reçu."")","('#antigone', ""Vous voyez en sa mort une oeuvre de sa main : Heureuse et douce mort, puisqu'elle a su par elle De celle de ses fils prévenir la nouvelle ! Voyez si ma constance a de quoi s'exercer ; Mais ma peine ou ma vie enfin pourra cesser : Cette raison au moins en mon mal ma conforte, Que, s'il n'est supportable, il faudra qu'il m'emporte : Mais de grâce, seigneur, accordez aujourd'hui Un peu de solitude à ce mortel ennui, Et me prouvez la part que vous y daignez prendre, En laissant à mes pleurs le temps de se répandre."")",0.34,Substitution
118,"('#antigone', ""Et quoi si parmi nous on a fait quelque offense, Le ciel doit-il sur vous en prendre la vengeance,  Et n'est-ce pas assez du père et des enfants, Sans qu'il aille plus loin chercher des innocents ? C'est à nous à payer pour les crimes des nôtres, Punissez-nous, grands Dieux, mais épargnez les autres. Mon père, cher Hémon, vous va perdre aujourd'hui Et je vous perds peut-être encore plus que lui. Le ciel punit sur vous, et sur votre famille, Et les crimes du père et l'amour de la fille ; Et ce funeste amour vous nuit encore plus, Que les crimes d'Oedipe et le sang de Laïus. "")","('#hemon', ""Je serais plus cruel que vos propres douleurs, Si je vous déniais la liberté des pleurs. Adieu, mais trouvez bon qu'en ce malheur extrême Je vous laisse vous-même à garder à vous-même : Domptez de votre sort l'implacable courroux, Et que votre vertu me réponde de vous. Il sort"")",0.17,Substitution
119,"('#hemon', ""Quoi ? mon amour, Madame ? Et qu'a-t-il de funeste ? Est-ce un crime qu'aimer une beauté céleste ? Et puisque sans colère il est reçu de vous, En quoi peut-il du ciel mériter le courroux ? Vous seule en mes soupirs êtes intéressée,  C'est à vous à juger s'il vous ont offensée, Tels que seront pour eux vos arrêts tout-puissants, Ils seront criminels ou seront innocents. Que le ciel à son gré de ma perte dispose, J'en chérirai toujours et l'une et l'autre cause,  Glorieux de mourir pour le sang de mes rois, Et plus heureux encor de mourir sous vos lois. Aussi bien que ferais-je en ce commun naufrage ? Pourrais-je me résoudre à vivre davantage ? En vain les Dieux voudraient différer mon trépas,  Mon désespoir ferait ce qu'ils ne feraient pas. Mais peut-être après tout notre frayeur est vaine, Attendons... Mais voici Polynice et la reine."")","('#antigone', ""C'est bien visiblement, ma soeur, ma chère Ismène, Que le ciel aujourd'hui nous déclare sa haine, Et que son bras vengeur, poussé par son courroux; Poursuit encore Oedipe et le punit en nous : Sa parricide erreur nous fut un coup funeste, Et, vierges, nous portons la peine d'un inceste. Nos deux frères sont morts, ma mère suit leurs pas, Et le ciel toutefois ne se satisfait pas ; Il suscite un tyran élevé par leur chute, Dont le règne insolent déjà nous persécute, Qui veut priver les morts du repos des tombeaux Et vouer notre sang à la soif des corbeaux."")",0.0,Match
120,"('#polynice', ""Madame, au nom des Dieux, cessez de m'arrêter. Je vois bien que la paix ne peut s'exécuter.  J'espérais que du ciel la justice infinie Voudrait se déclarer contre la tyrannie, Et que lassé de voir répandre tant de sang, Il rendrait à chacun son légitime rang, Mais puisque ouvertement il tient pour l'injustice,  Et que des criminels il se rend le complice, Dois-je encore espérer qu'un peuple révolté, Quand le ciel est injuste, écoute l'équité ? Dois-je prendre pour juge une troupe insolente, D'un fier usurpateur ministre violente,  Qui sert mon ennemi par un lâche intérêt, Et qu'il anime encor tout éloigné qu'il est ? La raison n'agit point sur une populace. De ce peuple déjà j'ai ressenti l'audace, Et loin de me reprendre après m'avoir chassé,  Il croit voir un tyran dans un prince offensé. Comme sur lui l'honneur n'eut jamais de puissance, Il croit que tout le monde aspire à la vengeance, De ses inimitiés rien n'arrête le cours, Quand il hait une fois il veut haïr toujours. "")","('#ismene', ""On dresse par son ordre un appareil célèbre Pour honorer le roi de la pompe funèbre, Et, comme un défenseur de l'État et des siens, Il lui fait décerner les honneurs anciens : Mais il veut que cent ans l'auteur de cette guerre, Ombre vaine et plaintive, aux noirs rivages erre, Et défend que son corps, sans d'Oedipe et de nous, Ait d'autre monument que le ventre des loups : Telle qu'est cette loi, telle est aussi la peine ; La première est impie et l'autre est inhumaine ; Car entre elles il met ce funeste rapport Qu'on enterrera vif qui l'enterrera mort."")",0.0,Match
121,"('#jocaste', ""Mais s'il est vrai, mon fils, que ce peuple vous craigne, Et que tous les Thébains redoutent votre règne, Pourquoi par tant de sang cherchez-vous à régner Sur ce peuple endurci que rien ne peut gagner ?"")","('#antigone', ""L'ordonnance avec soi porte sa fin expresse ; C'est à nous qu'elle parle, à nous qu'elle s'adresse : La racine arrachée, et les arbres détruits, Le cruel veut encore exterminer les fruits. Or, il est temps, ma soeur, de montrer qui nous sommes, Et qui peut plus sur nous ou des dieux ou des hommes ; C'est ici que le sang et la condition Ne nous permettent pas une lâche action ; La vertu doit ici forcer la tyrannie ; Peut être que plus faible elle sera punie. Mais de tant de tourments que nous livre le sort, Il ne peut être après tout qu'arriver une mort : Enfin, exprès, ma soeur, j'ai voulu qu'Hémon même, Qui prend mes intérêts et qui sans feinte m'aime, Pour ne s'opposer pas à ce triste devoir, Nous laissât le lieu libre et n'en pût rien savoir."")",0.53,Substitution
122,"('#polynice', ""Est-ce au peuple, Madame, à se choisir un maître ?  Sitôt qu'il hait un roi doit-on cesser de l'être ? Sa haine ou son amour sont-ce les premiers droits, Qui font monter au trône ou descendre les rois ? Que le peuple à son gré nous craigne ou nous chérisse, Le sang nous met au trône, et non pas son caprice ;  Ce que le sang lui donne il le doit accepter, Et s'il n'aime son prince il le doit respecter."")","('#ismene', 'Dieux, que proposez-vous, et que pouvons-nous faire, Que ne soit inutile au repos de mon frère ?')",1.25,Substitution
123,,"('#antigone', 'Acquittons au moins selon notre pouvoir;')",1.0,Deletion
124,,"('#ismene', ""Mais, ma soeur, l'impuissance excuse le devoir."")",1.0,Deletion
125,,"('#antigone', ""Quoi ! Vous défendez-vous d'un si pieux ouvrage ?"")",1.0,Deletion
126,,"('#ismene', ""L'espérance me manque, et non pas le courage."")",1.0,Deletion
127,,"('#antigone', ""Quand l'une peut manquer, l'autre est bien imparfait."")",1.0,Deletion
128,,"('#ismene', ""Que profite un espoir qui n'obtient point d'effet ?"")",1.0,Deletion
129,,"('#antigone', 'En ces précautions la faiblesse est visible.')",1.0,Deletion
130,,"('#ismene', 'La promptitude aussi bien souvent est nuisible.')",1.0,Deletion
131,,"('#antigone', ""Pour un acte si juste, il est vrai, mais Créon ne l'est pas."")",1.0,Deletion
132,"('#jocaste', 'Vous serez un tyran haï de vos provinces.')","('#antigone', ""Et s'il est inhumain serez-vous inhumaine ?"")",1.01,Substitution
133,"('#polynice', 'Ce nom ne convient pas aux légitimes princes ; De ce titre odieux mes droits me sont garants,  La haine des sujets ne fait pas les tyrans. Appelez de ce nom Étéocle lui-même.')","('#ismene', ""J'abhorre l'ordonnance et redoute la peine."")",1.42,Substitution
134,"('#jocaste', 'Il est aimé de tous.')","('#antigone', 'Le dessein sans effet est aussi sans mérite.')",1.81,Substitution
135,,"('#ismene', ""Mais le dessein suffit si l'effet ne profite."")",1.0,Deletion
136,,"('#antigone', ""N'est-ce pas profiter que d'inhumer les morts ?"")",1.0,Deletion
137,"('#polynice', ""C'est un tyran qu'on aime, Qui par cent lâchetés tâche à se maintenir Au rang où par la force il a su parvenir.  Et son orgueil le rend par un effet contraire, Esclave de son peuple et tyran de son frère. Pour commander tout seul il veut bien obéir, Et se fait mépriser pour me faire haïr. Ce n'est pas sans sujet qu'on me préfère un traître.  Le peuple aime un esclave, et craint d'avoir un maître: Mais je croirais trahir la majesté des rois, Si je faisais le peuple arbitre de mes droits."")","('#ismene', 'Non, car Créon, enfin rendrait vains nos efforts.')",1.32,Substitution
138,"('#jocaste', ""Ainsi donc la discorde a pour vous tant de charmes !  Vous lassez-vous déjà d'avoir posé les armes ?  Ne cesserons-nous point, après tant de malheurs, Vous de verser du sang, moi de verser des pleurs ? N'accorderez-vous rien aux larmes d'une mère ? Ma fille, s'il se peut, retenez votre frère, Le cruel pour vous seule avait de l'amitié. "")","('#antigone', ""Demeurez donc, Ismène, et sauvez-vous la vie, Comme un trésor bien rare et bien digne d'envie : Nos jours sont en effet si bien traités du sort Que vous avez raison de redouter la mort."")",0.42,Substitution
139,"('#antigone', ""Ah ! si pour vous son âme est sourde à la pitié, Que pourrais-je espérer d'une amitié passée, Qu'un long éloignement n'a que trop effacée ? À peine en sa mémoire ai-je encor quelque rang, Il n'aime, il ne se plaît qu'à répandre du sang.  Ne cherchez plus en lui ce prince magnanime, Ce prince qui montrait tant d'horreur pour le crime, Dont l'âme généreuse avait tant de douceur, Qui respectait sa mère et chérissait sa soeur. La nature pour lui n'est plus qu'une chimère,  Il méconnaît sa soeur, il méprise sa mère, Et l'ingrat en l'état où son orgueil l'a mis, Nous croit des étrangers ou bien des ennemis."")","('#ismene', ""Considérez, ma soeur, que, restant sans défense, Le pur rebus du sort et la même impuissance, Filles, pour dire assez que nous ne pouvons rien, Un peu d'abaissement aujourd'hui nous sied bien. Ce n'est pas qu'en effet notre soin se refuse ; Le sang convie assez, mais la faiblesse excuse ; Et déjà mon devoir s'en serait acquitté S'il ne fallait céder à la nécessité."")",0.13,Substitution
140,"('#polynice', ""N'imputez point ce crime à mon âme affligée. Dites plutôt, ma soeur, que vous êtes changée ;  Dites que de mon rang l'injuste usurpateur M'a su ravir encor l'amitié de ma soeur. Je vous connais toujours et suis toujours le même."")","('#antigone', ""Quelque consentement que vous puissiez produire, Je vois qu'il pourrait moins me servir que me nuire : Qui n'est pas assuré travaille mollement, Et souvent détruit tout par le retardement : Seul, on s'acquitte mieux d'une grande entreprise ; Le travail s'affaiblit alors qu'il se divise ; Laissez-m'en donc le soin, et, sage à votre sens, Rendez-vous à la force et prenez loi du temps."")",0.75,Substitution
141,"('#antigone', ""Est-ce m'aimer, cruel, autant que je vous aime, Que d'être inexorable à mes tristes soupirs,  Et m'exposer encore à tant de déplaisirs ?"")","('#ismene', ""J'envie à ce grand coeur cette grande assurance ; Mais pour les lois enfin j'ai plus de révérence."")",1.31,Substitution
142,"('#polynice', ""Mais vous-même, ma soeur, est-ce aimer votre frère, Que de lui faire ici cette injuste prière, Et me vouloir ravir le sceptre de la main ? Dieux ! qu'est-ce qu'Étéocle a de plus inhumain ?  C'est trop favoriser un tyran qui m'outrage."")","('#antigone', ""J'en aurais comme vous, mais j'en userais mieux, Et voudrais que les lois en eussent pour les dieux."")",0.83,Substitution
143,,"('#ismene', 'Ah ! Que vous me causez une frayeur extrême !')",1.0,Deletion
144,"('#antigone', ""Non non vos intérêts me touchent davantage ; Ne croyez pas mes pleurs perfides à ce point, Avec vos ennemis ils ne conspirent point. Cette paix que je veux me serait un supplice,  S'il en devait coûter le sceptre à Polynice, Et l'unique faveur, mon frère, où je prétends, C'est qu'il me soit permis de vous voir plus longtemps. Seulement quelques jours souffrez que l'on vous voie, Et donnez-nous le temps de chercher quelque voie,  Qui puisse vous remettre au rang de vos aïeux, Sans que vous répandiez un sang si précieux. Pouvez-vous refuser cette grâce légère Aux larmes d'une soeur, aux soupirs d'une mère ?"")","('#antigone', ""Ne m'épouvantez point, et tremblez pour vous-même."")",0.81,Substitution
145,"('#jocaste', ""Mais quelle crainte encor vous peut inquiéter ?  Pourquoi si promptement voulez-vous nous quitter ? Quoi ce jour tout entier n'est-il pas de la trêve, Dès qu'elle a commencé faut-il qu'elle s'achève ? Vous voyez qu'Étéocle a mis les armes bas, Il veut que je vous voie, et vous ne voulez pas. "")","('#ismene', 'Soyez secrète au moins, comme je vous promets Que par moi ce dessein ne se saura jamais.')",1.1,Substitution
146,"('#antigone', ""Oui, mon frère, il n'est pas comme vous inflexible, Aux larmes de sa mère il a paru sensible, Nos pleurs ont désarmé sa colère aujourd'hui, Vous l'appelez cruel, vous l'êtes plus que lui."")","('#antigone', 'Si rien est à cacher, cachez votre faiblesse ; Je fais gloire pour moi que ma vertu paraisse.')",0.9,Substitution
147,,"('#ismene', 'Comme dans les dangers vous vous précipitez !')",1.0,Deletion
148,,"('#antigone', ""Avec autant d'ardeur que vous les évitez."")",1.0,Deletion
149,,"('#ismene', ""Je vous l'ai dit cent fois, cette oeuvre sera vaine."")",1.0,Deletion
150,"('#hemon', 'Seigneur, rien ne vous presse, et vous pouvez sans peine,  Laisser agir encor la princesse et la reine, Accordez tout ce jour à leur pressant désir, Voyons si leur dessein ne pourra réussir. Ne donnez pas la joie au prince votre frère, De dire que sans vous la paix se pouvait faire.  Vous aurez satisfait une mère, une soeur, Et vous aurez surtout satisfait votre honneur. Mais que veut ce soldat ? Son âme est toute émue.')","('#antigone', 'Bien, mon pouvoir cessant fera cesser ma peine.')",0.8,Substitution
151,,"('#ismene', ""Mais ce n'est pas assez d'entreprendre ardemment ; L'honneur de l'entreprise est en l'événement."")",1.0,Deletion
152,"('#garde', ""Seigneur, on est aux mains, et la trêve est rompue, Créon et les Thébains, par l'ordre de leur roi,  Attaquent votre armée et violent leur foi. Le brave Hippomédon s'efforce en votre absence, De soutenir leur choc de toute sa puissance, Par son ordre, Seigneur, je vous viens avertir."")","('#antigone', ""Vos raisons, comme vous, sont de si peu de force, Que, loin de m'arrêter, cet obstacle m'amorce. Laissez indifférent mon bon ou mouvais sort ; Voyez, si je péris, mon naufrage du port ; Pour moi je tiens plus chère et plus digne d'envie Une honorable mort qu'une honteuse vie ; Et de mes ans enfin voir terminer le cours Ne sera qu'arriver où je vais tous les jours."")",0.73,Substitution
153,"('#polynice', ""Ah les traîtres ! Allons, Hémon, il faut sortir.  Madame, vous voyez comme il tient sa parole ; Mais il veut le combat, il m'attaque, et j'y vole. À la reine."")","('#ismene', ""Allez donc, et le ciel, pour vous et pour mon frère, Conduise de dessein mieux que je ne l'espère. Mais vos soins, si mon coeur ne m'abuse aujourd'hui, Préparent un cercueil plus pour vous que pour lui. Elle sortent."")",0.88,Substitution
154,,"('#menette', 'Madame, vous cherchez votre perte visible.')",1.0,Deletion
155,,"('#argie', ""C'est bien ma perte, hélas ! Elle m'est bien sensible."")",1.0,Deletion
156,,"('#menette', 'Je dis de votre vie.')",1.0,Deletion
157,"('#jocaste', ""Polynice, mon fils... Mais il ne m'entend plus, Aussi bien que mes pleurs mes cris sont superflus. Chère Antigone, allez, courez à ce barbare.  Du moins allez prier Hémon qu'il les sépare. La force m'abandonne, et je n'y puis courir, Tout ce que je puis faire, hélas ! c'est de mourir."")","('#argie', ""Ah ! Le même trépas Qui l'ôte à mon époux ne m'en privera-t-il pas ? Ménette, voulez-vous qu'en ce malheur extrême J'abandonne aux corbeaux la moitié de moi-même, Et que l'injuste arrêt qu'on nous a rapporté Jusqu'au repos des morts porte sa cruauté ? Peut-être que déjà Polynice m'accuse De lui rendre si tard l'honneur qu'on lui refuse : S'il ne l'a pas, j'ai tort ; s'il l'a, j'ai tort aussi, Car c'est à mon devoir qu'appartient ce souci ; C'est pour ce triste soin, dont mon devoir me presse, Que je me suis soustraite aux troupes de la Grèce, Qui, le siège levé par un honteux départ, Souffre cette injustice et n'y prend point de part."")",0.37,Substitution
158,"('#jocaste', ""Olympe, va-t-en voir ce funeste spectacle. Va voir si leur fureur n'a point trouvé d'obstacle.  Si rien n'a pu toucher l'un ou l'autre parti ; On dit qu'à ce dessein Ménécée est sorti."")","('#menette', ""Pour ne nous pas tromper ne prenons autre voie Que celle des oiseaux qui vont à cette proie : L'infection des corps vient déjà jusqu'à nous ; Ici furent portés et rendus tant de coups ; Voici le champ fertile en tant de funérailles : Thèbes n'est pas fort loin, j'entrevois ses murailles."")",0.59,Substitution
159,"('#olympe', ""Je ne sais quel dessein animait son courage, Une héroïque ardeur brillait sur son visage ; Mais vous devez, Madame, espérer jusqu'au bout. "")","('#argie', ""Ô Thèbes ! Autrefois l'objet de mes désirs, Maintenant le sujet de tous mes déplaisirs, À qui pourtant le ciel soit encore propice, Si ta piété me rend le corps de Polynice ; Tu vois en quel état, femme et soeur de tes rois, Je me présente à toi pour la première fois. Vois, perfide cité, quelle pompe environne Celle qui justement prétendait ta couronne : Ce n'est pas elle aussi qui guide ici mes pas, Et mon ambition ne te déplaira pas : Je ne cherche qu'un mort, je ne peux que sa cendre ; Je ne t'ôte qu'un soin que tu ne daignes prendre : Ma le dénieras-tu ? Rends, cruelle, rends-moi Celui que tu chassais comme indigne de toi, À qui tu fus perfide autant que légitime, Qui fut ton roi sans sceptre et ton banni sans crime. Et toi, mon cher époux s'il reste après les morts. Quelques mânes errants à l'entour de leurs corps, Guide-moi par les tiens à ce funeste office ; Que Polynice m'aide à trouver Polynice ; C'est toi seul que je cherche en ces funestes lieux ; Daigne encore une fois te montrer à mes yeux."")",0.66,Substitution
160,"('#jocaste', 'Va tout voir, chère Olympe, et me viens dire tout. Éclaircis promptement ma triste inquiétude.')","('#menette', ""Madame, contenez la douleur qui vous presse ; Nous sommes aperçus, quelqu'un vers nous s'adresse."")",0.63,Substitution
161,"('#olympe', 'Mais vous dois-je laisser en cette solitude ?')","('#antigone', 'Quel dessein téméraire adresse ici tes pas ?')",1.47,Substitution
162,,"('#menette', ""Ce qui l'y fait venir ne vous regarde pas."")",1.0,Deletion
163,"('#jocaste', ""Va, je veux être seule en l'état où je suis, Si toutefois on peut l'être avec tant d'ennuis. "")","('#antigone', ""Vient-elle ôter aux morts les larmes que je verse, Et mettre empêchement à ce triste commerce ? Quel intérêt l'y pousse, et quel est son souci ? Ce soir est tout à moi, seule j'ai droit ici."")",0.75,Substitution
164,"('#jocaste', ""Dureront-ils toujours ces ennuis si funestes ? N'épuiseront-ils point les vengeances célestes ? Me feront-ils souffrir tant de cruels trépas, Sans jamais au tombeau précipiter mes pas ? Ô ciel ! que tes rigueurs seraient peu redoutables,  Si la foudre d'abord accablait les coupables ! Et que tes châtiments paraissent infinis, Quand tu laisses la vie à ceux que tu punis ! Tu ne l'ignores pas, depuis le jour infâme, Où de mon propre fils je me trouvai la femme,  Le moindre des tourments que mon coeur a soufferts, Égale tous les maux que l'on souffre aux Enfers : Et toutefois, ô Dieux, un crime involontaire Devait-il attirer toute votre colère ? Le connaissais-je, hélas ! ce fils infortuné ?  Vous-mêmes dans mes bras vous l'avez amené. C'est vous dont la rigueur m'ouvrit ce précipice. Voilà de ces grands Dieux la suprême justice, Jusques au bord du crime ils conduisent nos pas, Ils nous le font commettre, et ne l'excusent pas.  Prennent-ils donc plaisir à faire des coupables, Afin d'en faire après d'illustres misérables ? Et ne peuvent-ils point quand ils sont en courroux, Chercher des criminels à qui le crime est doux ?"")","('#argie', ""Si quelqu'un de ces morts vous cause de la peine, Et si, comme je crois, même dessein nous mène, Si même Créon vous craignez le courroux, Je pourrai sans danger me déclarer à vous : Hier femme, aujourd'hui veuve de Polynice, Je venais à son corps rendre un dernier office, Croyant qu'à la faveur du voile de la nuit..."")",0.0,Match
165,"('#jocaste', ""Hé bien en est-ce fait ? L'un ou l'autre perfide Vient-il d'exécuter son noble parricide ? Parlez, parlez, ma fille !"")","('#antigone', ""Est-ce Argie ? Ô ma soeur ! Quel bonheur me conduit ? Ou plutôt quel destin, à mon bonheur contraire, Fait que quand je vous vois je ne vois plus mon frère ? Tant qu'il eut ce plaisir, ses soeurs ne l'eurent point ; Ses jours nous séparaient, et son trépas nous joint. Quelque part que pour vous mon coeur prit en sa flamme, Je ne vois que sa veuve et n'ai point vu sa femme : Enfin un même soin nous fait trouver ici ; Ce que mène Antigone amène Argie aussi."")",0.83,Substitution
166,"('#antigone', ""Ah ! Madame, en effet, L'oracle est accompli, le ciel est satisfait."")","('#argie', ""Antigone, ma soeur, quelle première vue ! Qui l'eût imaginée, ou qui l'eût attendue ? Que pour nous la fortune, a de fausse douceurs ! Commençant de nous voir, nous cessons d'être soeurs : Je n'ai pu vous montrer la sensible allégresse De me voir jointe à vous que quand le cause en cesse ; Encore en ce malheur dois-je bénir le sort Qui me montre la soeur lorsque le frère est mort. Au défaut de l'objet, son image contente ; Encore vois-je de lui quelque chose vivante : Vos corps furent formés dedans le même flanc ; Vous ne fûtes qu'un coeur, et qu'une âme et qu'un sang."")",1.1,Substitution
167,"('#jocaste', 'Quoi mes deux fils sont morts ?')","('#antigone', ""Ce n'est pas sans raison que sa perte m'est dure ; L'amitié nous joignit bien plus que la nature."")",1.66,Substitution
168,"('#antigone', ""Un autre sang, Madame, Rend la paix à l'État et le calme à votre âme :  Un sang digne des rois dont il est découlé, Un héros pour l'État s'est lui-même immolé. Je courais pour fléchir Hémon et Polynice, Ils étaient déjà loin avant que je sortisse. Ils ne m'entendaient plus, et mes cris douloureux Vainement par leur nom les rappelaient tous deux. Ils ont tous deux volé vers le champ de bataille, Et moi je suis montée au haut de la muraille, D'où le peuple étonné regardait comme moi, L'approche d'un combat qui le glaçait d'effroi.  À cet instant fatal le dernier de nos princes, L'honneur de notre sang, l'espoir de nos provinces, Ménécée en un mot, digne frère d'Hémon, Et trop indigne aussi d'être fils de Créon, De l'amour du pays montrant son âme atteinte,  Au milieu des deux camps s'est avancé sans crainte, Et se faisant ouïr des Grecs et des Thébains, Arrêtez, a-t-il dit, arrêtez inhumains. Ces mots impérieux n'ont point trouvé d'obstacle, Les soldats étonnés de ce nouveau spectacle,  De leur noire fureur ont suspendu le cours, Et ce prince aussitôt poursuivant son discours, Apprenez, a-t-il dit, l'arrêt des destinées, Par qui vous allez voir vos misères bornées. Je suis le dernier sang de vos rois descendu, Qui par l'ordre des Dieux doit être répandu. Recevez donc ce sang que ma main va répandre, Et recevez la paix où vous n'osiez prétendre. Il se tait, et se frappe en achevant ces mots, Et les Thébains voyant expirer ce héros,  Comme si leur salut devenait leur supplice, Regardent en tremblant ce noble sacrifice. J'ai vu le triste Hémon abandonner son rang Pour venir embrasser ce frère tout en sang. Créon à son exemple a jeté bas les armes,  Et vers ce fils mourant est venu tout en larmes, Et l'un et l'autre camp les voyant retirés, Ont quitté le combat et se sont séparés. Et moi le coeur tremblant, et l'âme toute émue, D'un si funeste objet j'ai détourné la vue,  De ce prince admirant l'héroïque fureur."")","('#argie', ""Aussi, ma chère soeur, les dieux m'en sont témoins, Son trône était l'aimant qui l'attirait le moins : Ni repos, ni pays, ni mère, ni couronne, Ne lui fut en objet à l'égal d'Antigone ; Jour ni nuit n'ont passé qu'il ne parlât de vous, Et non sans que mon coeur en fût un peu jaloux ; Car, à voir quelle part nous avions en son âme, Je paraissais sa soeur et vous sembliez sa femme : Mille fois pour vous voir il a de ces remparts Devers Thèbes jeté les yeux de toutes parts. Mais las ! Il vous a vue, et cette vue est vaine ; Elle n'a diverti sa mort ni votre peine : Nous n'espérions qu'en vous, et contre notre espoir Il a pu sans fléchir vous entendre et vous voir ; Il s'est pu cette fois défendre de vos charmes."")",0.08,Substitution
169,"('#jocaste', ""Comme vous je l'admire, et j'en frémis d'horreur. Est-il possible, ô Dieux, qu'après ce grand miracle, Le repos des Thébains trouve encor quelque obstacle ? Cet illustre trépas ne peut-il vous calmer,  Puisque même mes fils s'en laissent désarmer ? La refuserez-vous cette noble victime ? Si la vertu vous touche autant que fait le crime, Si vous donnez les prix comme vous punissez, Quels crimes par ce sang ne seront effacés ? "")","('#antigone', ""Hélas ! Il consultait de mettre bas les armes, Et déjà son courroux était presque amorti ; Mais si mal à propos Étéocle est sorti, Qu'il m'a ravi le temps..."")",0.64,Substitution
170,,"('#menette', ""Craignant quelque surprise, Allons chercher le mort, achevons l'entreprise, Et faites quelque trêve avec vos douleurs."")",1.0,Deletion
171,"('#antigone', ""Oui, oui cette vertu sera récompensée, Les Dieux sont trop payés du sang de Ménécée ; Et le sang d'un héros auprès des immortels, Vaut seul plus que celui de mille criminels."")","('#antigone', 'Allons, dessus son corps nous répandrons des pleurs : Son corps où fut mon sang...')",0.82,Substitution
172,,"('#argie', 'Son corps où fut mon âme.')",1.0,Deletion
173,,"('#antigone', 'Quel emploi pour sa soeur !')",1.0,Deletion
174,,"('#argie', 'Quelle nuit pour sa femme !')",1.0,Deletion
