corneillet-circe,quinault-cadmus-hermione,Score
"('#glaucus', ""Prendre pitié d'un feu dont les charmes trop doux  Ont trouvé mon coeur sans défense.  Tout ce que du Ciel en courroux  Peut la plus sévère vengeance,  C'est de faire qu'on aime avecque violence,  Sans être aimé de qui peut tout sur nous. "")",-,0.0
"('#circe', ""Cet amour sur votre âme a-t-il assez d'empire,  Pour vous faire immoler à sa naissante ardeur... "")",-,0.0
"('#glaucus', ""Quoi, vous doutez des transports qu'il m'inspire Ah, si vous ne pouvez pénétrer dans mon coeur,  Croyez ce que mes yeux s'empressent de vous dire.  Voyez-les tout remplis de ce brûlant amour  Qui cherche par eux une voie  À pouvoir se montrer au jour.  J'ai su que Silla vient dans ce charmant séjour.  Daignez l'y retenir ; pourvu que je la voie,  Tous les plaisirs pour moi vont être de retour.  Vivre avec elle ici, me comblera de joie.  Malgré ses indignes mépris,  Mes soins fortifiés du secours de vos Charmes,  Forceront sa rigueur à rendre enfin les armes.  Souffrez l'espoir que j'en ai pris ;  Si vous êtes pour moi, ma flamme est sans alarmes. "")",-,0.0
"('#circe', ""J'ai cru qu'ayant à faire choix...  Songez-vous que peut-être... "")",-,0.0
"('#circe', 'Approchez, Astérie,  Est-on prêt à chanter ? ')",-,0.0
"('#asterie', 'Oui, Madame. ')",-,0.0
"('#circe', ""La voix  M'a toujours fort touchée. Écoutons, je vous prie,  Vous me direz le reste une autre fois."")",-,0.0
"('#tircis', ""Pourquoi me fuyez-vous, ô Beauté trop sévère,  Quand d'un si tendre amour j'ai le coeur enflammé ! "")",-,0.0
"('#silvie', 'Je fuis ce que je sens qui commence à me plaire ;  Si je vous écoutais, vous pourriez être aimé. ')",-,0.0
"('#tircis', ""Quoi, toujours, aimable Inhumaine,  Refuser de m'entendre ? Eh de grâce, deux mots. "")",-,0.0
"('#silvie', ""L'amour cause de la peine,  Et je veux vivre en repos."")",-,0.0
"('#tircis', 'Est-il des plaisirs sans tendresses ? ')",-,0.0
"('#silvie', ""Est-il de l'Amour sans chagrin ? "")",-,0.0
"('#tircis', ""Par l'Amour tout chagrin cesse. "")",-,0.0
"('#silvie', ""Tous les plaisirs par l'amour prennent fin. "")",-,0.0
"('#tircis', "" C'est une erreur ; dans le bel âge,  Il faut aimer pour vivre heureux. "")",-,0.0
"('#silvie', 'Ne me dites rien davantage. ')",-,0.0
"('#tircis', 'Soulagez les ennuis de mon coeur amoureux. ')",-,0.0
"('#silvie', 'Que vous sert que le mien soupire ? ')",-,0.0
"('#tircis', 'Ah Silvie ! ')",-,0.0
"('#silvie', 'Ah Tarcis ! ')",-,0.0
"('#silvie #tircis', 'Unissons nos soupirs. ')",-,0.0
"('#tircis', 'Aimons-nous. ')",-,0.0
"('#silvie', 'Douce peine ! ')",-,0.0
"('#tircis', 'Agréable martyre ! ')",-,0.0
"('#silvie', 'Il fait tout mon bonheur. ')",-,0.0
"('#tircis', 'Il fait tous mes désirs. ')",-,0.0
"('#silvie #tircis', 'Pour goûter les plus doux plaisirs,  Ne nous lassons jamais de nous le dire :  Aimons-nous. Douce peine ! Agréable martyre ! ')",-,0.0
"('#silvie', ""La liberté m'était un lien si doux ! "")",-,0.0
"('#tircis', ""Vaut-il ceux que l'Amour offre dans son Empire ? "")",-,0.0
"('#silvie', ""Je la perds, c'en est fait. "")",-,0.0
"('#tircis', 'Vous en repentez-vous ? ')",-,0.0
"('#silvie', ""Ce n'est pas de quoi je soupire. "")",-,0.0
"('#tircis', 'Ah Silvie ! ')",-,0.0
"('#silvie', 'Ah Tircis ! ')",-,0.0
"('#silvie #tircis', 'Unissons nos soupirs. ')",-,0.0
"('#tircis', 'Aimons-nous. ')",-,0.0
"('#silvie', 'Douce peine ! ')",-,0.0
"('#tircis', 'Agréable martyre ! ')",-,0.0
"('#silvie', 'Il fait tout mon bonheur. ')",-,0.0
"('#tircis', 'Il fait tous mes désirs. ')",-,0.0
"('#silvie #tircis', 'Pour goûter les plus doux plaisirs,  Ne nous lassons jamais de nous le dire :  Aimons-nous. Douce peine ! Agréable martyre ! ')",-,0.0
"('#circe', ""Vous voyez de quelles douceurs  L'Amour souffre aux Amants la flatteuse espérance,  Quand il prend soin d'unir leurs coeurs. "")",-,0.0
"('#glaucus', ""On oublie aisément ce qu'il eut de rigueurs,  Lorsque cette union en est la récompense.  Par vous avec Silla je la puis espérer.  Vos Charmes n'ont jamais trouvé rien d'impossible ;  Et cette charmante Inflexible  Pour qui l'amour me force à soupirer,  Dès que vous parlerez, aura le coeur flexible. "")",-,0.0
"('#circe', ""Si vous n'obtenez que par moi  L'heureux succès que votre amour espère,  Cette douceur aura-t-elle de quoi  Vous assurer ce qui doit seul vous plaire ?  Pour bien goûter le plaisir d'être aimé,  Il faut ne le devoir qu'à l'ardeur de sa flamme.  De Silla qui vous fuit êtes-vous si charmé,  Qu'un autre Objet dont vous toucheriez l'âme  Ne pût de vous être estimé ?  Laissez agir votre mérite.  Il est mille Beautés, qui pour vous rendre heureux,  Se plairont à répondre à vos soins amoureux ;  La gloire à changer vous invite. "")",-,0.0
"('#glaucus', ""Est-il rien de plus rigoureux ?  Quel conseil ! À Silla devenir infidèle !  Silla qu'on ne peut voir sans se faire une loi... "")",-,0.0
"('#circe', ""Elle a tout ce qui peut mériter votre foi ;  Mais si vous ne changiez pour elle,  Qu'afin de vous donner à moi,  Heureux par cet amour, auriez-vous tant de quoi  Nommer la Fortune cruelle ? "")",-,0.0
"('#glaucus', ""La gloire d'être aimé de vous  Devrait m'être un bonheur sensible,  À remplir mes voeux les plus doux ;  Mais, Madame, l'amour par un charme invincible,  Dispose de nous malgré nous.  Quoique Silla me livre à cent peines secrètes,  Sille seule peut plaire à mon coeur amoureux.  Pour Silla seule il peut former des voeux,  Et toute aimable que vous êtes,  Vous ne pourriez me rendre heureux. "")",-,0.0
"('#circe', ""Tremblez de l'aveu que vous faites,  Oser à mon amour préférer d'autres feux !  J'en dis trop, mais Circé n'est pas accoutumée  À contraindre des sentiments.  S'il me plaît de choisir, je n'ai que trop d'Amants ;  Mais lorsque je m'abaisse à souffrir d'être aimée,  C'est vouloir voir ma haine à punir animée,  Que m'opposer d'autres engagements.  Pour de moindres mépris j'ai répandu la honte  Du sort le plus injurieux,  Sur des Rois dont j'ai fait la terreur de ces lieux.  Il faut d'une vengeance aussi juste que prompte,  Étaler la peine à vos yeux.  On voit paraître divers Animaux, Lions,  Ours, Tigres, Dragons, et Serpents.  En Bêtes transformés, pour m'avoir su déplaire,  Voyez-les à regret souffrir encor le jour,  Et si vous dédaignez l'offre de mon amour,  Craignez l'horreur de ma colère. "")",-,0.0
"('#glaucus', ""La menace, Madame, est pour se faire aimer  Un moyen dont je crois le succès un peu rare.  Je l'entends sans m'en alarmer,  Et quoi que ces Objets me fassent présumer  Du sort honteux qu'on me prépare,  L'amour règne en mon coeur, et l'a trop su charmer,  Pour souffrir lâchement que l'effroi s'en empare. "")",-,0.0
"('#circe', ""Quoi, jusqu'à me braver vous poussez vos dédains,  Connaissant qui je suis, et ce que je puis faire ?  Encor un coup redoutez ma colère.  À me fléchir vos efforts seront vains,  Si j'écoute l'amour qui la force à se taire.  Je n'ai qu'à dire un mot, et ces fiers Animaux  Fondant sur vous pour venger mon injure,  De l'un d'eux aussitôt vous prendrez la figure.  Vous me regretterez, et pour comble de maux... "")",-,0.0
"('#glaucus', ""Le Ciel pourra détourner l'aventure,  Et les forces dont les Dieux m'ont fait part,  Mettront peut-être obstacle au pouvoir de votre Art. "")",-,0.0
"('#circe', ""De la témérité passer à l'insolence !  Prétendre que les Dieux appuyant vos projets...  Ah, c'en est trop, il faut punir cette arrogance,  Fiers Ministres de ma vengeance,  Avancez, il est temps, et je vous le permets. "")",-,0.0
"('#glaucus', 'Et moi, qui sais confondre une injuste puissance,  Je vous défends de vous montrer jamais.  Tous les animaux sont engloutis dans la terre. ')",-,0.0
"('#circe', ""Ciel ! Que vois-je ? La Terre s'ouvre,  Et par ces Animaux employés vainement,  Ma faiblesse qui se découvre,  Le laisse triompher de mon ressentiment.  Quoi, voir par son pouvoir mes forces abattues ?  Non, non, animez-vous, immobiles Statues.  Les dix statues de bronze qui servent de supports au berceau commencent à remuer. "")",-,0.0
"('#glaucus', ""De ce que vous pouvez votre Art vous fait trop croire,  J'en saurai contre vous repoussez l'attentat,  Et ces vains Ennemis opposés à ma gloire,  Bien loin de la ternir, en accroîtront l'éclat.  Disparaissez, et sans combat,  Vous perdant dans les airs, cédez-moi la victoire.  Par l'inutile essai qui suit votre courroux,  Si tôt qu'à ses transports ma volonté s'oppose,  Madame, vous voyez ce que j'ai fait pour vous,  Quand j'ai voulu vous devoir quelque chose.  Les statues s'envolent, et le berceau fond dans la terre. "")",-,0.0
"('#circe', ""Est-ce une illusion, et suis-je encor Circé ?  Quoi, dans mon Art un autre me surmonte ?  Par un pouvoir plus fort cet Art est renversé,  Et tout ce qu'entreprend le courroux qui me dompte,  Pour venger mon honneur mortellement blessé,  Je ne l'entreprends qu'à ma honte ?  Ah Dorine ! "")",-,0.0
"('#dorine', ""Madame, un tel événement  A porté si loin ma surprise,  Que j'ai peine à sortir de mon étonnement.  Qu'à vous braver un Mortel s'autorise ! "")",-,0.0
"('#circe', ""Mes Charmes n'ont encor agi que faiblement.  Je voulais l'épargner, mais après l'avantage  Qu'il vient de s'acquérir sur moi,  Je n'ai plus recours qu'à ma rage ;  D'elle seule aujourd'hui je veux prendre la loi.  C'en est fait, contre lui je vais mettre en usage  Ce que moi-même j'envisage  Avec des sentiments d'effroi.  Viens, malgré ces dures atteintes,  Mon coeur doit être ferme, et j'ai lieu de rougir  De perdre le temps à des plaintes,  Quand l'honneur me presse d'agir. "")",-,0.0
"('#melicerte', ""Moi, me contraindre, moi ? Non, non, belle Astérie,  Quoi qu'ose le courroux où je puis l'engager,  Vous en voulez pour moi craindre en vain le danger.  Si je perds ce qui fait tout le bien de ma vie,  Mes jours sont-ils à ménager ?  Circé me quitte, m'abandonne,  Elle qui paraissait faire tout son bonheur  De l'empire absolu qu'elle avait sur mon coeur,  Et je dois recevoir la mort qu'elle me donne,  Sans me plaindre de sa rigueur ?  Partout j'en parlerai sans cesse ;  Sans cesse mes soupirs demanderont raison  De cette lâche trahison. "")",-,0.0
"('#asterie', ""Et quel fruit espérer d'une telle faiblesse ?  Quant à moi, j'en voudrais user tout autrement ;  Et si l'on me venait apprendre  L'infidélité d'un Amant,  Sans lui donner le plaisir de m'entendre  Soupirer de son changement,  Fût-ce des amours le plus tendre,  J'irais dans le même moment  De mon coeur avec lui rompre l'engagement ;  Et s'agissant de le reprendre,  J'en aurais plus d'empressement,  Qu'il n'en aurait de me le rendre. "")",-,0.0
"('#melicerte', ""Hélas ! Quel remède à m'offrir !  L'amour d'un tel effort rend-il nos coeurs capables  Et dans des maux au mien semblables  N'a-t-on qu'à le vouloir, pour cesser de souffrir ? "")",-,0.0
"('#asterie', ""Il n'en est guère d'incurables,  Quand on se met en tête d'en guérir.  J'en parle sans expérience,  Et je n'ai pas vécu ce qu'il faut pour avoir  Une parfaite connaissance  De ce que sur un coeur l'amour prend de pouvoir  Mais comme l'on soutient avec tant d'assurance,  Que toujours là-dessus on sait plus qu'on ne pense,  Sans savoir rien, je pense tout savoir. "")",-,0.0
"('#melicerte', ""Je connais d'où vient ma disgrâce.  L'Amour dans ce palmais, pour troubler mon bonheur,  A conduit le Prince de Thrace ;  C'est lui qui de Circé me dérobe le coeur.  J'aurais déjà puni ce rival téméraire,  Si je n'avais appris qu'il l'ose dédaigner ;  Ainsi je le veux épargner,  Pour le livrer à sa colère.  Bizarre destinée ! À l'ardeur de ses voeux  J'abandonne Silla que je sais qu'il adore ;  Et lorsque ici ma retraite s'ignore,  Il vient malgré lui mettre obstacle à mes feux.  Malgré lui je le vois aimé de l'infidèle,  À qui j'ai su tout immoler. "")",-,0.0
"('#asterie', ""Il est insensible pour elle,  C'est de quoi vous en consoler. "")",-,0.0
"('#melicerte', ""Mais au lieu d'écouter dans un pareil outrage  Le courroux qui doit l'animer,  S'il fallait, pour s'en faire aimer,  Qu'elle mît contre lui quelque Charme en usage ? "")",-,0.0
"('#asterie', 'Avant le temps pourquoi vous alarmer ? ')",-,0.0
"('#melicerte', ""Sait-on ce qu'a produit leur dernière entrevue ? "")",-,0.0
"('#asterie', ""Circé m'en a paru triste, toute abattue,  Mais j'ai pressé Dorine en vain de s'expliquer.  Elle était avec eux, et contre l'ordinaire  Il semble qu'elle veuille aujourd'hui se piquer,  De pouvoir entendre et se taire"")",-,0.0
"('#melicerte', ""Non, j'ai beau me flatter ; du bien que je poursuis  L'espérance m'est interdite.  Pour jouir du malheur où mes jours sont réduits,  Mon rival de Circé connaîtra le mérite. "")",-,0.0
"('#asterie', ""Et bien, alors, faite comme je suis,  Si vous me trouvez propre à guérir vos ennuis,  Vous oublierez pour moi l'Ingrate qui vous quitte.  Quoi que jeune, un peu folle, et ce qu'il vous plaira,  (Car il faut que chacun à son âge réponde,)  Je ferai pour qui m'aimera  De la meilleure foi du monde.  Tant que le coeur nous en dira,  Tendresse des deux parts à nulle autre seconde ;  Mais bonne clause aussi, que l'on se quittera  Sans souffrir que l'Amour en gronde,  Si tôt qu'on s'en dégoûtera. "")",-,0.0
"('#melicerte', 'Dans les vives douleurs où mon âme est en proie,  Vous pouvez me parler ainsi ? ')",-,0.0
"('#asterie', ""Que voulez-vous ? J'ai le coeur à la joie,  Et quand je ris d'un Amoureux transi,  C'est mon penchant qui se déploie.  Mais enfin sortez de souci,  Vous brûliez pour Silla, le Ciel vous la renvoie.  Aujourd'hui même elle doit être ici. "")",-,0.0
"('#melicerte', 'Silla dans ce Palais ? ')",-,0.0
"('#asterie', ""Elle est encor capable,  Quand vous la reverrez, d'attirer vos désirs. "")",-,0.0
"('#melicerte', ""Ah, ne m'en parlez point ; malgré tous les soupirs  Que m'a déjà coûtés le malheur qui m'accable,  Pour moi Circé est aimable ;  Et si vous lui vouliez peindre mes déplaisirs,  Elle ne serait pas peut-être inexorable. "")",-,0.0
"('#asterie', ""Voici le Confident du rival qui vous perd.  Laissez-moi découvrir par lui ce qui se passe.  Pour empêcher le coup dont l'amour vous menace,  Nous pourrons agir de concert,  Sil m'apprend que son Maître ait toujours même audace. "")",-,0.0
"('#melicerte', ""Parlez, je lui quitte la place ;  Heureux qu'un tel secours à mon feu soit offert. "")",-,0.0
"('#asterie', 'Approche, que fait-on ? Que dit-on ? ')",-,0.0
"('#palemon', 'Sur mon Maître  On a quelques prétentions,  Qui se font un peu trop connaître. ')",-,0.0
"('#asterie', ""Quelque amour que Silla dans son coeur ait fait naître,  S'il est sujet aux belles passions,  Peut-être que Circé... "")",-,0.0
"('#palemon', ""N'y mets point de peut-être.  Que Circé pour changer son coeur,  Fasse dans sa colère agir Charmes sur Charmes.  Ce seront d'impuissantes armes ;  Un autre objet s'en est rendu vainqueur,  Et son pouvoir lui cause peu d'alarmes.  Ce n'est pas qu'il ne fût à souhaiter pour moi  Que Circé le touchât de même qu'il la touche.  Pour ta Beauté je sens je ne sais quoi,  Et si tu n'étais point farouche,  Je m'apprivoiserais aisément avec toi. "")",-,0.0
"('#asterie', ""Franchement, je ne sais quelle Étoile est la nôtre.  Si je te plais, tu ne me déplais pas ;  Et dans ce que pour moi ce penchant a d'appas,  Nous nous trouverions nés au besoin l'un pour l'autre.  Le Prince songe-t-il si tôt à nous quitter,  Qu'en vain nous prétendions établir connaissance ? "")",-,0.0
"('#palemon', ""Sans Silla qu'il attend, je pense  Qu'ici l'on aurait beau le vouloir arrêter.  Comme il sait qu'elle vient, il se fait une joie  De pouvoir lui montrer qu'il dédaigne Circé.  Souvent, pour voir son feu récompensé,  Un pareil sacrifice est une sûre voie. "")",-,0.0
"('#asterie', ""J'ai peur qu'il ne s'en trouve mal.  Circé n'est pas d'humeur à souffrir qu'on l'outrage ;  Il n'es faut pour témoin que ce pauvre animal,  Dont, si pour moi l'amour t'engage,  Tu vas devenir le rival.  On voit paraître un singe. "")",-,0.0
"('#palemon', ""Le rival d'un singe ? Ah, crois que... "")",-,0.0
"('#asterie', ""Sans colère.  C'est seulement depuis un mois,  Que d'Homme il est ce que tu vois ;  Pour son malheur je lui fus chère,  Circé l'aimait, il lui cacha son choix,  Et feignant, il sut si bien faire,  Qu'il semblait vivre sous ses lois,  Tandis que tous ses voeux n'aspiraient qu'à me plaire.  C'était le plus badin Amant  Qui jamais ait été capable de tendresse.  Il me parlait des yeux sans cesse,  S'il ne le pouvait autrement ;  Mais enfin malheureusement  De ses soins affectés Circé connut l'adresse,  Et le fit Singe en un moment.  Même destinée à deux Pages  Qu'au Palais parmi nous il avait amenés.  Les voici. Tous les trois par mille badinages  Semblent se tenir fortunés  De venir chaque jour me rendre leurs hommages.  La souplesse des sauts dont pour me divertir  Ensemble ils ont pris l'habitude,  Fait leur plus agréable étude.  Voilà comme l'amour ne se peut démentir. "")",-,0.0
"('#palemon', 'La récompense est fort honnête.  Lorsque de quelque amant ton coeur se trouve épris,  On le métamorphose en bête. ')",-,0.0
"('#asterie', 'Tu ne le voudrais pas acquérir à ce prix ? ')",-,0.0
"('#palemon', ""Je me louerais du sortilège,  Pourvu qu'en Épagneul je pusse être changé.  Du moins par là j'aurais le privilège  De me voir jour et nuit entre tes bras logé.  Flatteur pour toi, pour toute autre farouche,  Sans cesse je tiendrais mes pattes sur ta peau,  Et j'aboierais d'un ton nouveau,  Lorsque tu frotterais ta bouche  Avecque mon petit museau. "")",-,0.0
"('#asterie', ""Nous songerons à la métamorphose.  Cependant je veux bien te faire partager  Le plaisir qu'en sautant mon Singe Amant me cause.  Allons, mon Singe, il faut être léger,  S'il est vrai que de vous ma volonté dispose.  Les trois singes font ici quelques sauts. "")",-,0.0
"('#palemon', ""Rien ne peut être égal à son agilité ;  Mais lorsqu'il s'agit de te plaire,  Quoi qu'on veuille entreprendre, autant d'exécuté.  Si jamais de ton coeur je suis dépositaire...  Ah, Monsieur le Magot, vous êtes en colère. "")",-,0.0
"('#asterie', ""Pour peu que l'on m'approche, il s'en montre irrité ;  Pour lui seul il veut de mes caresses.  Vois-tu comme il baise ma main ?  Mais il est temps que tu me laisses.  Circé vient, le reste à demain. "")",-,0.0
"('#circe', 'Vous parliez du Prince de Thrace ?  Que vous en a-t-on dit ? ')",-,0.0
"('#asterie', ""Que malgré les mépris  Qui chaque jour augmentent sa disgrâce.  C'est toujours de Silla que son coeur est épris. "")",-,0.0
"('#circe', 'Et Mélicerte, il vous a vue ? ')",-,0.0
"('#asterie', ""Il m'a de ses ennuis longtemps entretenue ;  Mais en peut-on blâmer l'excès ?  Après mille serments d'une entière constance,  Voir son amour payé d'indifférence,  Est le déplorable succès  Qui suit sa crédule espérance. "")",-,0.0
"('#circe', ""Un Charme par un autre aisément est détruit ;  Et si je suis la cause de ses peines,  Au moins de mon amour il tirera ce fruit,  Que je saurai le rendre à ses premières chaînes.  Faites lui toucher cet Anneau,  Et soudain oubliant qu'il m'ait jamais aimée,  Il se sentira de nouveau  Des Beautés de Silla l'âme toute charmée.  Sa guérison dépend de vous.  Allez, sans perdre de temps, mettre fin à ses plaintes. "")",-,0.0
"('#dorine', ""Ainsi pour lui vos flammes sont éteintes,  Et ces tendres ardeurs dont il vous fut si doux  De lui voir partager les sensibles atteintes,  N'ont plus aucun pouvoir sur votre coeur jaloux ?  Il est tout occupé de la juste colère,  Que du Prince de Thrace allument les refus"")",-,0.0
"('#circe', ""Il devrait l'être au moins, tant j'ai l'esprit confus  De l'affront que l'Ingrat à ma flamme ose faire ;  Mais en vain la vengeance a de quoi me charmer.  En vain elle me porte à résoudre sa peine ;  Malgré ce que je sais que je lui dois de haine,  Un fatal Ascendant me force de l'aimer,  Et plus à le punir je me veux animer,  Plus je sens que je cède à l'amour qui m'entraîne.  Il n'en faut point douter, l'implacable Vénus  Est toujours sensible à l'outrage.  Ce fut par le Soleil, par son seul témoignage,  Que ses feux avec Mars aux Dieux furent connus,  Et ce cruel amour qu'elle a mis dans mon âme  La venge sur moi de l'affront  Dont mon Père autrefois, en découvrant sa flamme,  Laissa la tache sur son front. "")",-,0.0
"('#dorine', 'Vous devez espérer... ')",-,0.0
"('#circe', ""Que veux-tu que j'espère ?  Malgré ce que ma gloire y courait de hasard,  Pour m'acquérir le coeur d'un Téméraire,  Ai-je rien épargné des secrets de mon Art ;  Moi qui cent fois d'un seul regard  Ai gagné des plus fiers l'hommage volontaire ?  Ce dernier Charme encor dont je viens à tes yeux  De faire l'inutile épreuve,  N'est-il pas de ma honte une trop forte preuve ?  Qu'a-t-il fait, qu'a-t-il pu sur cet Audacieux ?  Silla toujours pour lui n'est-elle pas la même ?  N'est-elle pas toujours l'objet de son amour ?  Ah, c'est trop en souffrir ; dans ma fureur extrême  Ne pouvant obtenir qu'il m'aime,  Satisfaisons ma gloire, en le privant du jour.  Les Charmes contre lui n'ont qu'une vaine amorce ;  Mais au moins ce doit m'être un bonheur assez doux,  Que s'il me plaît d'en croire mon courroux,  Il est des poisons dont la force  Donnera plein triomphe à mes transports jaloux.  Éteignons une ardeur fatale,  Qui de mon coeur troublant la paix... "")",-,0.0
"('#florise', 'Silla, pour vous parler, entre dans le Palais. ')",-,0.0
"('#circe', ""Silla ? Mon sang s'émeut au nom de ma Rivale.  Qu'on l'amène ; il faut voir ces dangereux attraits  Qui rendent ma puissance à la sienne inégale.  S'il est vrai que toujours le Prince dédaigné  Ait servi de victime à son humeur altière,  Je veux pour lui la rendre encor plus fière,  Et croirai dans ma perte avoir assez gagné,  S'il n'a pas sur ma flamme une victoire entière. "")",-,0.0
"('#silla', ""Ne vous étonnez point, Madame, de me voir  Mettre en vous tout l'espoir que mon malheur me laisse.  Je sais quel est votre pouvoir,  Et que si la pitié pour moi vous intéresse,  Vos bontés n'auront qu'à vouloir,  Pour finir l'ennui qui me presse.  J'aime ; avec moi tant d'autres ont aimé,  Que l'on doit faire grâce à l'ardeur qui m'anime ;  Et quand l'amour serait un crime,  On s'est à l'excuser si bien accoutumé,  Qu'on ne reprocherait à mon coeur enflammé  Qu'un faible que l'usage a rendu légitime.  Je ne vous dirai point sur quels flatteurs attraits  Du Prince qui m'aima je partageai la flamme.  L'hommage qu'il m'offrit méritait mes souhaits,  Et je laissai toucher mon âme  Au plus beau feu qui fut jamais.  Mais enfin sur le point qu'un heureux hyménée  Des soins qu'il me rendait allait être le prix... "")",-,0.0
"('#circe', ""Le seul nom de Silla m'a d'abord tout appris ;  C'est assez, je connais quelle est sa destinée.  Mélicerte parti sans vous en consulter... "")",-,0.0
"('#silla', ""Oui, c'est de là que naît le trouble qui m'agite.  S'il s'est vu malgré lui forcé de me quitter,  Dites-moi quels lieux il habite,  Et rien pour le revoir ne pourra m'arrêter.  Que si son changement a causé sa retraite,  Pour me dégager d'un ingrat,  Arrachez-moi du coeur cette flamme indiscrète  À qui je n'ai déjà souffert que trop d'éclat.  Voilà ce qui m'amène, et sur quelle espérance J'ose recourir à votre art. "")",-,0.0
"('#circe', ""Prenez sur Mélicerte une entière assurance.  Quoi qu'à ne voir que l'apparence  Vous avez pu trouver du crime en son départ,  Je vous réponds de sa constance. "")",-,0.0
"('#silla', ""Ah, puisqu'il me garde sa foi,  Pour le trouver, Madame, où faut-il que je vole ? "")",-,0.0
"('#circe', 'Et le Prince de Thrace ? ')",-,0.0
"('#silla', ""Il soupire pour moi ;  Mais il n'est rien que je n'immole  Au beau feu dont je suis la loi,  Et s'il espère encor, c'est un espoir frivole."")",-,0.0
"('#circe', ""Demeurez dans ses sentiments,  Et pour prix d'une ardeur si belle,  Je vais vous faire voir Mélicerte fidèle  Dans les plus vifs empressements  Que vous puissiez attendre de son zèle.  Suivez-moi. "")",-,0.0
"('#glaucus', 'Quoi, toujours vous me fuirez ainsi,  Belle Ingrate ? ')",-,0.0
"('#silla', 'Quelle surprise !  Voir le Prince de Thrace ici ? ')",-,0.0
"('#glaucus', ""Écoutez-moi, de grâce, et d'un oeil adouci  Regardez un Amant que sa flamme autorise... "")",-,0.0
"('#circe', ""Quelle est votre témérité,  Prince ? Quoi, vous avez la coupable insolence  D'étaler à mes yeux un amour qui m'offense,  Un amour qui déjà n'a que trop mérité Ma plus redoutable vengeance ? "")",-,0.0
"('#glaucus', ""Pouvez-vous nommer crime un amour où toujours  Mon coeur a mis toute sa gloire ?  Et pour vous avoir voulu croire  Sur cet infaillible secours  Que devait à ma flamme assurer la victoire,  Ai-je dû mériter de vous  Les transports où vous jette un aveugle courroux ?  Voyez Silla, Madame, et la voyez pourvue  De tout ce qui jamais fut en droit de charmer.  Je l'aimais quand je vous ai vue,  Est-il en mon pouvoir de ne la plus aimer ?  J'en ai trop cru l'inutile promesse  Qui m'a fait vous suivre en ces lieux.  Votre Art devait forcer l'obstacle injurieux  Que sa rigueur oppose à ma tendresse,  Il me devait rendre aimable à ses yeux.  Peut-être un changement semblable  Aurait à votre gloire ajouté quelque éclat.  Vous pouvez tout encor, mon coeur n'est point ingrat,  Et vous savez de quoi je suis capable  Pour rompre un injuste attentat.  Songez-y de grâce. "")",-,0.0
"('#silla', 'Ah Madame,  Vous laissez-vous séduire contre moi ?  Et pour favoriser sa flamme,  Me forçant à manquer de foi,  Voulez-vous au parjure abandonner mon âme ? ')",-,0.0
"('#circe', ""Non, n'appréhendez rien ; si de votre rigueur  Je me suis engagée à lui faire justice,  Je ne l'ai prétendu que par le sacrifice  Que je lui faisais de mon coeur. Il l'ose refuser, je le vois avec honte ;  Quand je le cacherais, ma rougeur vous le dit,  Et si mon amour interdit  Ne souffre pas ma vengeance aussi prompte  Que la demande un violent dépit,  Elle est en est plus à craindre, et peut-être il suffit  Qu'en pouvoir l'Univers n'a rien qui me surmonte. "")",-,0.0
"('#silla', ""Prince, je ne vaux pas les malheurs que je crains.  Voyez-en le péril et rentrez en vous-même.  Oubliez qui vous fuit, pour aimer qui vous aime,  Et faites-vous enfin raison de mes dédains.  Un seul mot peut calmer l'orage qui s'apprête. "")",-,0.0
"('#glaucus', ""Moi, qu'aux dépens d'un feu qui s'augmente toujours  Je cherche à garantir ma tête  Du fier éclat de la tempête  Qui vous fait trembler pour mes jours ?  Qu'elle gronde à loisir ; bien loin que je m'en plaigne,  J'aimerai d'autant plus à me trouver surpris  Des malheurs qu'on veut que j'en craigne,  Que pour tout autre Objet n'ayant que du mépris,  L'amour que j'ai pour vous semble augmenter de prix,  Par les périls que je dédaigne.  Ce tendre emportement ne peut-il mériter  Que pour moi la pitié vous touche ?  N'adoucira-t-il point cette rigueur farouche,  Et quand un peu d'espoir commence à me flatter,  Ne sauriez-vous ouvrir la bouche,  Que ce ne soit pour me l'ôter ? "")",-,0.0
"('#circe', 'Joindre sans cesse outrage sur outrage !  Tombe la Foudre sur ces lieux,  Et puisse par un prompt ravage,  La flamme dévorant ce Palais à ses yeux,  Lui-même en même temps craindre et sentir ma rage ? ')",-,0.0
"('#silla', ""Ah, Prince, redoutez ce que peut faire son courroux,  Et voyez mieux ce que vous faites.  Ne l'entendez-vous pas dans son transport jaloux  Presser les Éléments... "")",-,0.0
"('#glaucus', ""Non, Madame, où vous êtes  Je ne vois, je n'entends que vous.  C'est l'effet de votre présence. "")",-,0.0
