dancourt-diable-boiteux,dancourt-femme-d-intrigues,Score
-,"('#angelique', ""Non.  D'accord, je ne suis pas trop sage ; mais je serais fâchée de l'être assez pour changer de résolution."")",0.0
-,"('#madame-thibaut', 'Le Chevalier ne vous le pardonnera jamais, et voilà le vrai moyen de rompre tout à fait avec lui.')",0.0
-,"('#angelique', ""La rupture est certaine de manière ou d'autre ; et il me semble qu'un finissant une intrigue, c'est une espèce de consolation, que de gourmer un infidèle."")",0.0
-,"('#madame-thibaut', 'Mais...')",0.0
-,"('#angelique', ""Mais... Tes discours sont inutiles, je ne suis point ici pour prendre de tes conseils, j'y viens pour te demander de l'argent."")",0.0
-,"('#madame-thibaut', ""De l'argent à moi !"")",0.0
-,"('#angelique', 'Oui, mon enfant.  À moins que de jouer dans la maison de rendez-vous, on y fait mauvaise figure, et je prétends la faire bonne.')",0.0
-,"('#madame-thibaut', 'Vous allez y briller, je vous en réponds.')",0.0
-,"('#angelique', ""Voilà un diamant de cent pistoles, prête-m'en cinquante, je te prie, je t'en paierai bien l'intérêt."")",0.0
-,"('#madame-thibaut', 'Vous vous moquez ; je crois : il y a heureusement cinquante pistoles dans ma bourse.')",0.0
-,"('#angelique', 'Je te suis obligée.  Quand je devrais les perdre, je ferai beau bruit pour mon argent, et tu entendras parler de moi.')",0.0
-,"('#madame-thibaut', 'Adieu mon beau Cavalier, adieu.')",0.0
-,"('#gabrillon', 'Madame ?')",0.0
-,"('#madame-thibaut', ""Qu'est-ce qu'il y a ?"")",0.0
-,"('#gabrillon', ""J'attendais que ce jeune Monsieur fût sorti, pour vous dire que cette Nourrice est là-bas, qui fait un vacarme enragé, et qui veut à toute force que nous reprenions cet enfant."")",0.0
-,"('#madame-thibaut', ""Et pourquoi la laisser entrer ?  La porte n'était-elle pas fermée ?"")",0.0
-,"('#gabrillon', 'Tant de gens vont et viennent...')",0.0
-,"('#madame-thibaut', ""Viens, viens, suis-moi.  Madame la Nourrice n'a qu'à se bien tenir, elle trouvera à qui parler. "")",0.0
-,"('#gabrillon', ""Ma foi, Madame, il n'est rien tel que de faire du bruit, et d'avoir bonne tête.  La pauvre Nourrice, étourdie de vos discours, et intimidée de vos menaces, reporte l'enfant au Maître de Musique, et je crois que nous en sommes tout à fait débarrassées."")",0.0
-,"('#madame-thibaut', ""Je ne sais : le Maître de Musique est un mutin qui me fera peut-être assigner pour le reprendre : mais au pis-aller, j'ai des amis, et je me tirerai bien d'affaire."")",0.0
-,"('#gabrillon', 'Vraiment, vous tenez toute la Justice dans votre manche ; et voilà un nouvel appui que vous allez avoir au Palais.')",0.0
-,"('#madame-thibaut', ""Qui ?  Ce fou d'Éraste, qui pour se raccommoder avec sa famille, a quitté l'épée pour la robe, et d'Officier, s'est fait apprentif Magistrat ?  C'est un homme d'un grand poids !"")",0.0
-,"('#gabrillon', ""Il deviendra comme les autres.  Oh, diantre, Madame, il va vivre désormais en honnête homme, son laquais dit qu'il se va marier."")",0.0
-,"('#madame-thibaut', ""C'est donc pour cela qu'il cherche une toilette ?"")",0.0
-,"('#gabrillon', 'Apparemment.')",0.0
-,"('#madame-thibaut', 'Il faut aller chez cette Marquise, qui mourut dernièrement ; savoir quand on fera son inventaire.')",0.0
-,"('#gabrillon', ""Il n'y aura point de toilette à cet inventaire, Madame, et je ne crois pas qu'on fasse d'inventaire, même."")",0.0
-,"('#madame-thibaut', 'Et la raison ?')",0.0
-,"('#gabrillon', 'Cette Marquise a tout donné pendant sa vie.  Il faut entendre là-dessus ses héritiers, ils ne délabrent pas mal sa réputation.')",0.0
-,"('#madame-thibaut', ""Ce sont de bons impertinents, de la vouloir noircir : une femme qui ne s'est occupée pendant tout le cours de sa vie, qu'à fonder des carrosses à perpétuité à de jeunes gens de naissance, que la nécessité mettait hors d'état d'en avoir.  Ah !  Gabrillon, l'étrange chose que le monde !  Quelque bien que l'on puisse faire aux uns, on est presque toujours blâmé par les autres.  Voici Cléante : qu'on dise à tout le monde que je n'y suis pas."")",0.0
-,"('#madame-thibaut', ""N'avez-vous plus d'ordre à donner, et peut-on s'assurer de vous posséder autant de temps qu'on le souhaite ?"")",0.0
-,"('#la-ramee', ""Je vous consacre tous les moments de ma vie, Madame ; et si les affaires du Régiment m'empêchaient d'être tout à vous, je me casse moi-même, et je remets ma Compagnie."")",0.0
-,"('#madame-thibaut', ""Il me semble qu'on parle du départ."")",0.0
-,"('#la-ramee', ""Que fait cela, Madame ?  Homme de Cour et de qualité comme je suis, je ne pars que quand il me plaît.  Je passe à Paris des demi Étés incognito Je joins l'armée le jour d'une action ; cela fini, je reviens triomphant mettre à vos pieds toute ma gloire, et vous sacrifier ma fortune."")",0.0
-,"('#madame-thibaut', 'Je ne crains rien tant que votre éloignement.')",0.0
-,"('#la-ramee', 'Ah !  Ma Princesse, que je suis heureux si ma présence...')",0.0
-,"('#madame-thibaut', 'Que veut-on ?  Ne vous avais-je pas dit de ne laisser entrer personne ?')",0.0
-,"('#gabrillon', ""Ce n'est pas vous, Madame, qu'on demande, c'est un essoufflé qui veut parler à Monsieur."")",0.0
-,"('#la-ramee', 'Un essoufflé ?  Que veut-elle dire ?')",0.0
-,"('#gabrillon', ""C'est une façon de Courier, qui arrive de votre garnison, peut-être."")",0.0
-,"('#la-ramee', 'Un Courier, moi ?  Cela ne se peut.  Qui lui aurait dit que je suis chez vous, Madame ?')",0.0
-,"('#gabrillon', ""C'est pourtant bien vous qu'il demande.  C'est un de vos laquais qu'il a trouvé à votre logis, qui l'a amené ici.  Tenez, le voilà.  Le reconnaissez-vous ?"")",0.0
-,"('#la-ramee', ""Hé, cadédis, c'est Champagne, le valet de chambre de mon père.  Que viens-tu m'annoncer, mon pauvre diable ?"")",0.0
-,"('#champagne', 'Je suis mort, Monsieur.')",0.0
-,"('#la-ramee', 'Apprends-moi vite...')",0.0
-,"('#champagne', ""De Bourdeaux à Paris en deux jours !  Le diable, tout diable qu'il est, n'a jamais fait une telle diligence."")",0.0
-,"('#la-ramee', 'Tu ne veux pas me dire...')",0.0
-,"('#champagne', 'Votre père.')",0.0
-,"('#la-ramee', 'Hé bien, mon père est-il blessé, est-il mort ?')",0.0
-,"('#champagne', ""Rien de tout cela.  Il n'entre point de mortalité dans mon message ; au contraire, je suis un porteur de nouvelles toutes tissues d'allégresse ; c'est pour votre mariage qu'on m'envoie."")",0.0
-,"('#la-ramee', 'Mon mariage ?  Ah !  Madame, mon père saurait-il nos affaires ?')",0.0
-,"('#champagne', ""Comment donc vos affaires avec Madame ?  Vous alliez donc prendre une femme jusqu'à nouvel ordre ?"")",0.0
-,"('#la-ramee', 'Insolent, voudrais-tu bien te taire ?')",0.0
-,"('#champagne', ""Et vous, voudriez-vous bien venir vous botter ?  Les jours sont courts pour un homme qu'on attend à souper à cent cinquante lieues d'ici, il n'y a pas un moment à perdre."")",0.0
-,"('#la-ramee', 'Veux-tu toujours me parler énigme.')",0.0
-,"('#champagne', ""Vous parler de souper, c'est vous parler énigme ?  Il faut n'avoir ni faim ni soif pour n'entendre pas cela.  Tenez, voyons si vous comprenez mieux les choses par écrit."")",0.0
-,"('#la-ramee', 'Tu as une lettre ?')",0.0
-,"('#champagne', 'Oui, Monsieur.')",0.0
-,"('#la-ramee', 'Hé, que ne me la donnes-tu donc ?  Fais vite.  Que me voudrait mon père ?')",0.0
-,"('#madame-thibaut', ""J'en suis plus en peine que lui."")",0.0
-,"('#gabrillon', 'Je tremble.')",0.0
-,"('#la-ramee', ""Mon Fils, je ne saurais vous donner de plus fortes preuves de mon amitié, qu'en vous donnant Ismène pour épouse."")",0.0
-,"('#madame-thibaut', ""Qu'entends-je ?"")",0.0
-,"('#gabrillon', 'Madame !')",0.0
-,"('#la-ramee', ""J'espère qu'après que vous l'aurez vue, vous avouerez comme moi que les cent mille livres qu'elle vous apporte en mariage, sont moins à estimer que sa beauté."")",0.0
-,"('#madame-thibaut', 'Ah, Ciel !')",0.0
-,"('#gabrillon', 'Quel contretemps !')",0.0
-,"('#la-ramee', ""Prenez la poste dès qu'on vous aura rendu ma lettre, et comptez que quelque diligence que vous fassiez, vous aurez peine à satisfaire l'impatience de ceux qui vous attendent. Votre affectionné père, Le Marquis de Cléante."")",0.0
-,"('#la-ramee', 'Madame, quel coup de foudre !')",0.0
-,"('#champagne', ""Cela rompt vos mesures ; mais, il faut suivre l'ordre."")",0.0
-,"('#madame-thibaut', ""Hé bien, Cléante, qu'allez-vous faire ?"")",0.0
-,"('#la-ramee', ""Renvoyer cet homme à mon père, Madame, lui promettre tout, et revenir sur mes pas ; me mettre, si vous voulez, hors d'état de faire ce qu'on veut de moi."")",0.0
-,"('#madame-thibaut', ""C'en est fait, Gabrillon, toutes nos précautions vont peut-être devenir inutiles."")",0.0
-,"('#gabrillon', ""Diantre soit du maudit Courier.  Si j'avais su cela, je me serais bien gardée de le faire entrer.  Mais, voici votre nouvel appui du Palais."")",0.0
-,"('#eraste', 'Bonjour, ma chère Madame Thibaut.')",0.0
-,"('#madame-thibaut', 'Hé, comme vous voilà bâti, quelle métamorphose !')",0.0
-,"('#eraste', ""Est-ce que tu ne trouves pas que j'aie bon air en manteau."")",0.0
-,"('#madame-thibaut', ""Ma foi non.  Vous êtes trop sérieux, et je trouve qu'un plumet était mieux votre fait qu'un rabat."")",0.0
-,"('#eraste', ""Je n'y renonce pas tout à fait, et je le reprendrai quelquefois."")",0.0
-,"('#madame-thibaut', ""Pourquoi donc vous défaire de vos nippes ?  Que voulez-vous que je fasse de ces deux écharpes, que votre laquais m'a apportées ce matin ?"")",0.0
-,"('#eraste', ""Je veux les vendre ou les troquer.  J'ai besoin d'une belle toilette, et je prétends que mes écharpes m'indemnisent de cette dépense."")",0.0
-,"('#madame-thibaut', ""Vous vous sentez déjà des mauvaises impressions de l'habit bourgeois.  Vous devenez ménager."")",0.0
-,"('#eraste', ""Je m'en avise un peu tard, ma pauvre Madame Thibaut, et ma foi, ce n'est qu'à mon corps défendant ; mais, j'ai fait tant de dépenses, que sans le bien de ma vieille tante, je me trouverais aujourd'hui fort embarrassé."")",0.0
-,"('#madame-thibaut', ""C'est elle qui vous marie, apparemment ?"")",0.0
-,"('#eraste', ""Tu l'as deviné ?"")",0.0
-,"('#madame-thibaut', 'Mais, je vous trouve bien hardi de prendre une femme sans me consulter ?')",0.0
-,"('#eraste', ""Sans ma Tante, je n'en aurais pris une que de ta main."")",0.0
-,"('#madame-thibaut', 'Quand épousez-vous ?')",0.0
-,"('#eraste', 'Dès demain.')",0.0
-,"('#madame-thibaut', 'Et vous ne tremblez pas ?')",0.0
-,"('#eraste', ""Pourquoi trembler ?  C'est une veuve des plus modestes ; et la conduite que tout le monde sait qu'elle a eue avec son premier mari, m'est caution de celle qu'elle aura avec moi."")",0.0
-,"('#madame-thibaut', 'Voilà de fort bons préjugés.')",0.0
-,"('#eraste', 'Songe donc à mes écharpes ?')",0.0
-,"('#madame-thibaut', ""Pour vos écharpes, j'en attends réponse ; je les ai envoyées chez une Provinciale qui s'en accommodera, je pense.  Je ne sais quelle inclination elle a pour ces sortes de nippes ; mais elle achète plus d'écharpes et de noeuds d'épée, que de coiffes et d'éventails."")",0.0
-,"('#gabrillon', ""Madame, voilà ces deux écharpes qu'on renvoie, Madame_la_Baronne n'en achète plus.  Elle s'est jetée depuis quelques jours dans le goût des petits collets."")",0.0
-,"('#madame-thibaut', 'Nous ne lui vendrons donc plus que de la batiste ?')",0.0
-,"('#eraste', 'Comment ferons-nous pour la toilette ?')",0.0
-,"('#madame-thibaut', ""Si nous trouvions moyen d'en faire une de ces deux écharpes : déploie un peu cela, Gabrillon."")",0.0
-,"('#eraste', 'Comment ?')",0.0
-,"('#madame-thibaut', ""Attendez, j'ai là-dedans une étoffe d'or qui vient parfaitement avec ce point d'Espagne ; je vais la chercher."")",0.0
-,"('#gabrillon', ""Madame est une femme qui s'entend à tout."")",0.0
-,"('#eraste', 'Elle a des talents admirables.')",0.0
-,"('#gabrillon', ""Vous le savez par expérience.  Mais quelqu'un monte ici, et Madame n'y veut pas être ; il faut que j'aille dire qu'elle est sortie."")",0.0
-,"('#eraste', ""Je suis le plus trompé du monde, si ce n'est ma Maîtresse avec un jeune homme.  Que vient-elle faire ici.  Voici un endroit propre pour me cacher, je ne tarderai pas à en être éclairci."")",0.0
-,"('#gabrillon', ""Mais, Madame, ma Maîtresse n'y est pas, vous dis-je."")",0.0
-,"('#araminte', ""Tu te moques de moi, ma bonne ; si elle n-y est pas, elle reviendra, et nous avons tout le loisir de l'attendre."")",0.0
-,"('#eraste', ""Je ne me trompais pas, c'est elle-même."")",0.0
-,"('#gabrillon', 'Puisque vous voulez attendre, je vais le dire à la Maîtresse.')",0.0
-,"('#araminte', ""Nous ne la tiendrons guères : dis-lui seulement qu'une Dame lui veut parler.  Si je vous avais cru, Chevalier, il m'aurait fallu attendre seule, et vous seriez demeuré dans le carrosse."")",0.0
-,"('#le-chevalier', 'Ces sortes de femmes connaissent toute la terre : sait-on ce qui peut arriver ?')",0.0
-,"('#araminte', ""Ah !  Chevalier, que peut-il m'arriver de plus fâcheux, que de n'être pas avec vous autant de temps que j'en ai l'occasion ? "")",0.0
-,"('#eraste', ""Ce début n'est pas mal."")",0.0
-,"('#madame-thibaut', ""Qu'y a-t-il pour votre service, Madame ?"")",0.0
-,"('#araminte', ""On m'a dit, ma bonne, que tu savais quelquefois des carrosses à vendre."")",0.0
-,"('#madame-thibaut', 'Quelle sorte de carrosse voudriez-vous, Madame ?')",0.0
-,"('#araminte', 'Un petit carrosse coupé.')",0.0
-,"('#madame-thibaut', 'Pour Monsieur, peut-être ?')",0.0
-,"('#le-chevalier', 'Justement : en sauriez-vous un ?')",0.0
-,"('#madame-thibaut', ""Si vous n'en étiez pas si pressé, je connais un jeune homme qui s'est brouillé depuis peu avec la femme d'un Banquier : s'ils ne se raccommodent pas ; son carrosse sera bien votre fait."")",0.0
-,"('#araminte', ""Que tient-elle là ?  Une écharpe !  Elle est belle, vraiment ; cela servira bien à m'acquitter de la discrétion que vous me gagnâtes hier, Chevalier."")",0.0
-,"('#eraste', 'Mon écharpe !')",0.0
-,"('#le-chevalier', 'Je ne prétends pas cela, Madame.')",0.0
-,"('#araminte', 'Et moi je le prétends : elle est à vendre apparemment ?')",0.0
-,"('#le-chevalier', ""Non, je n'y consentirai jamais."")",0.0
-,"('#araminte', 'Hé, mon frère, que vous faites le badin ?')",0.0
-,"('#eraste', 'Son frère !  Et de quel côté ?')",0.0
-,"('#araminte', 'Je le veux, vous dis-je, ne me la donneras-tu pas bien pour quinze pistoles ?')",0.0
-,"('#eraste', ""Madame, l'écharpe est à moi, vous en donnerez ce qu'il vous plaira."")",0.0
-,"('#araminte', 'Ah Ciel !')",0.0
-,"('#eraste', ""Adieu, Madame.  Je vais remercier ma Tante et l'informer que vous avez un frère, que toute votre famille ne savait pas que vous eussiez."")",0.0
-,"('#madame-thibaut', ""Je crois, Dieu me pardonne, que c'est la veuve qui a si bien vécu avec son premier mari."")",0.0
-,"('#le-chevalier', 'Je ne comprends rien à tout ceci, Madame.')",0.0
-,"('#araminte', 'Ah !  Chevalier, il y a pour en mourir.  Un homme que je devais épouser demain, de qui la Tante faisait ma fortune.')",0.0
-,"('#le-chevalier', ""Quoi !  C'est là cet Éraste ?  J'avais raison de vouloir demeurer dans le carrosse."")",0.0
-,"('#araminte', ""Ah !  Je n'en puis plus."")",0.0
-,"('#madame-thibaut', 'Passez dans ma chambre, Madame, pour vous reposer un moment.')",0.0
-,"('#le-marquis', 'Bonjour, la belle enfant, pourrait-on dire un mot à votre maîtresse.')",0.0
-,"('#gabrillon', 'Elle est empêchée.')",0.0
-,"('#le-marquis', 'Il faut pourtant que je lui parle.')",0.0
-,"('#gabrillon', 'Ce ne sera pas de longtemps, du moins.')",0.0
-,"('#le-marquis', ""Quand je devrais l'attendre jusqu'à minuit."")",0.0
-,"('#gabrillon', ""Vous attendrez tant qu'il vous plaira, vous êtes le maître."")",0.0
-,"('#le-marquis', ""Voilà une fille qui me parle bien cavalièrement.  Est-il possible qu'elle ne reconnaisse pas à mes allures que je suis homme de qualité ?"")",0.0
-,"('#le-cocher', ""Par votre permission, Monsieur, n'est-il point monté ici un Monsieur et une Madame ?"")",0.0
-,"('#le-marquis', ""Ah, mon enfant !  C'est toi qui m'as mené cette nuit au bal, je pense ; pourquoi n'es-tu pas venu me reprendre ?"")",0.0
-,"('#le-cocher', ""Ah !  Serviteur, mon Prince : ma foi je vous demande pardon, ce n'est pas ma faute.  Ces deux grosses femmes que vous me dites de voiturer m'ont fait courir jusqu'à dix heures du matin, et encore ne m'ont-elles rien baillé pour boire."")",0.0
-,"('#le-marquis', ""Mon valet de chambre t'a payé ?"")",0.0
-,"('#le-cocher', 'Je ne lui demande rien.')",0.0
-,"('#le-marquis', 'Et où as-tu remené ces Dames ?')",0.0
-,"('#le-cocher', ""Ces Dames, Monsieur ?  J'ai mis l'une au bout d'une rue dans le marais, et l'autre à la porte des grands Augustins.  Il y a comme çà des espèces de Dames qu'on ne remène jamais jusques chez elles, et je menons plus celles-là que des autres."")",0.0
-,"('#le-marquis', 'Cela ne fait pas honneur à vos voitures.')",0.0
-,"('#le-cocher', ""Bon, de l'honneur, qu'en ons-je affaire, pourvu que je trouvions notre compte ?  On a morbleu biau dire !  Tant que j'aurons des glaces de bois, et qu'on ne verra le jour que par une lucarne, je ne manquerons pas d'être employés."")",0.0
-,"('#le-marquis', 'Ah !  Que tu sens le vin.')",0.0
-,"('#le-cocher', ""C'est que j'en ai bu."")",0.0
-,"('#le-marquis', ""N'as-tu point de honte ; au lieu de t'enivrer, ne vaudrait-il pas mieux t'acheter un habit ?"")",0.0
-,"('#le-cocher', 'Cela ne dépend pas de moi.')",0.0
"('#lepine', 'Comment donc ?')","('#le-marquis', 'Comment donc ?')",1.0
