moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Score
-,"('#caliste', 'Berger, que voulez-vous ?')",0.0
-,"('#tircis', ""Mourir belle bergère,  Mourir à vos genoux, Et finir ma misère, Puisqu'en vain à vos pieds, on me voit soupirer, Il y faut expirer."")",0.0
-,"('#caliste', ""Ah! Tircis, ôtez-vous, j'ai peur que dans de jour, La pitié dans mon coeur n'introduise l'amour."")",0.0
-,"('#licaste #menandre', ""Soit amour, soit pitié, Il sied bien d'être tendre ; C'est pas trop vous défendre, Bergers, il faut le rendre À la longue amitié. Soit amour, soit pitié, Il sied bien d'être tendre ;"")",0.0
-,"('#caliste', ""C'est trop, c'est trop de rigueur, J'ai mal traité votre ardeur Crucifiant votre personne, Vengez-vous de mon coeur, Tircis, je vous le donne."")",0.0
-,"('#tircis', ""Ô ciel ! Bergers ! Caliste ! Ah je suis hors de moi ! Si l'on meurt de plaisir je dois perdre la vie."")",0.0
-,"('#licaste', 'Digne prix de ta foi !')",0.0
-,"('#menandre', ""Ô ! Sort digne d'envie !"")",0.0
-,"('#forestan', 'Quoi ! Tu me fuis, Ingrate, et je te vois ici De ce berger à moi faire une préférence ?')",0.0
-,"('#silvandre', ""Quoi, mes soins n'ont rien pu sur ton indifférence, Et pour ce langoureux ton coeur s'est adouci ?"")",0.0
-,"('#caliste', 'Le destin le veut ainsi, Prenez tous deux patience.')",0.0
-,"('#fosrestan', ""Aux amants qu'on pousse à bout, L'amour fait verser des larmes ; Mais ce n'est pas notre goût, Et la bouteille a des charmes Qui nous consolent de tout."")",0.0
-,"('#silvandre', ""Notre amour n'a pas toujours Tout le bonheur qu'il désire.  Mais nous avons un secours, Et le bon vin nous fait rire Quand on rit de nos amours."")",0.0
-,"('#tous', ""Champêtres Divinités,  Faunes, Driades, sortez De vos paisibles retraites ; Mêlez vos pas à nos sons.  Et tracez sur les herbettes. L'image de nos chansons."")",0.0
-,"('#forestan', ""Je ne puis souffrir l'outrage Que Caliste fait à ma foi : Dans le fonds de mon coeur j'enrage Qu'elle aime un autre que moi. Deux enchanteurs m'ont fait entendre Qu'ils ont le secret de me rendre Tel qu'il faut être pour charmer ; Caliste aura beau se défendre, Je la contraindrai de m'aimer."")",0.0
-,"('#les-trois-sorcieres', ""Déesse des appas, Ne nous refuse pas La grace qu'implorent nos bouches : Nous t'en prions par tes rubans, Par tes boucles de diamants, Ton rouge, ta poudre, tes mouches, Ton masque, ta coiffe et tes gants."")",0.0
-,"('#une-sorciere', ""Ô toi ? Qui peux rendre agréables  Les villages les plus mal faits, Répand, Vénus, de tes attraits Deux ou trois doses charitables Sur ce museau tondu tout frais. Les démons habillent Forestan d'une manière bizarre et ridicule, tandis que les magiciens et les autres démons dansent, les trois sorcières chantent."")",0.0
-,"('#les-trois-sorcieres', ""Ah qu'il est beau Le jouvenceau, Ah qu'il est beau. Qu'il va faire mourir de belles : Auprès de lui les plus cruelles Ne pourront tenir dans leur peau. Ah qu'il est beau Le jouvenceau, Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Qu'il est joli !  Gentil, poli ! Qu'il est joli !  Est-il des yeux qu'il ne ravisse ! Il passe en beauté feu Narcisse Qui fut un blondin accompli. Qu'il est joli !  Gentil, poli ! Qu'il est joli !  Hi, hi, hi, hi, hi, hi...  Les trois sorcières qui chantent s'enfoncent dans la Terre, les deux magiciens et les six démons qui dansent disparaissent, et dans le même temps quatre autres démons qui partent de quatre côtés différents, croisent dans l'air, et trois autres petits démons qui sortent de Terre, et qui tous trois s'élèvent en rond, après avoir fait trois tours en volant, se vont perdre dans les nuages au milieu du théâtre."")",0.0
-,"('#forestan', ""Qu'un beau visage  A d'avantage ! Tout lui rit, Tout lui fait la cour : Que l'on verra dans ce boccage De bergères mourir d'amour Et de bergers crever de rage !"")",0.0
-,"('#silvandre', 'Forestan, Forestan, es-tu là ?')",0.0
-,"('#forestan', 'Beau comme je dois être Il va me voir sans me connaitre.')",0.0
-,"('#silvandre', ""Ô ! Forestan ? Ah ! Te voilà. Pourquoi t'amuser de la sorte ?"")",0.0
-,"('#forestan', ""Qu'importe, qu'importe !"")",0.0
-,"('#silvandre', 'Hé quoi ! Ne veux-tu pas aller Où nous devons nous assembler ? Ton impatience est peu forte.')",0.0
-,"('#forestan', ""Qu'importe, qu'importe !"")",0.0
-,"('#silvandre', ""Veux-tu souffrir en ce jour Que le faible dieu d'amour Sur le Dieu du vin l'emporte ?"")",0.0
-,"('#forestan', ""Qu'importe, qu'importe !"")",0.0
-,"('#silvandre', ""Allons ; c'est trop railler."")",0.0
-,"('#forestan', 'À qui crois-tu parler ?')",0.0
-,"('#silvandre', ""Quel badinage !  Tu n'es pas sage ; La fête de Bacchus commencera bientôt. Allons, sans tarder davantage, Allons-y boire comme il faut. Foringestan affecte de faire l'agréable, et quitte son ton naturel de basse pour chanter en fausset."")",0.0
-,"('#forestan', ""Il est bien doux de boire ; On peut en faire gloire. Quand on n'a pas de quoi charmer : Bacchus sait consoler un amant misérable ; Mais quand on est aimable, Il n'est rien si doux que d'aimer."")",0.0
-,"('#silvandre', ""Que veux-tu dire ? D'où vient ce caprice nouveau ?"")",0.0
-,"('#forestan', ""Regarde, considère, admire. Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Ah qu'il est beau."")",0.0
-,"('#silvandre', ""Dis-moi donc je te prie De quelle folle rêverie Ton cerveau s'est rempli ?"")",0.0
-,"('#forestan', ""Qu'il est joli !  Hi, hi, hi, hi, hi, hi... "")",0.0
-,"('#silvandre', ""Consulte la Fontaine La plus prochaine, Mire-toi dans son eau. Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Forestan s'approche d'une Fontaine qui paraît au milieu du théâtre, et dans le moment qu'il se baisse pour le regarder dans l'eau, il en sort deux sirènes qui lui présentent un grand miroir. Forestan s'y voit aussi laid qu'il était avant la cérémonie magique ; et dans la rage qu'il a de la tromperie qu'on lui a faite, il veut frapper de sa massue les deux sirènes qui se moquent de lui, mais elles évitent ses coups, en se plongeant et en se perdant dans la Fontaine, qui disparaît en un moment."")",0.0
-,"('#forestan', ""Je suis digne de railleries ; On m'a fait une fourberie : Mais, si je la mets en oubli... Non, non, les imposteurs n'auront pas lieu de rire. Deux sorcières affreuses paraissent aux deux côtés du théâtre, et présentent chacun un miroir à Forestan."")",0.0
-,"('#silvandre', 'Regarde, considère, admire.')",0.0
-,"('#forestan', ""Ah ! Je vais vous payer de m'avoir embelli. Forestan s'avance vers une des sorcières, et la veut frapper de sa massue, mais la sorcière évite le coup en s'envolant, le Satire ne frappe que l'air, et sa massue lui échappe des mains. Il court vers l'autre sorcière, il l'attrape, mais dans le moment qu'il se jette sur elle, et qu'il la tient, il ne lui demeure entre les mains qu'une figure de sorcière qui lui fait la grimace, et lui présente un miroir, tandis qu'un petit lutin qui était enfermé dedans, s'envole en se moquant du Satire."")",0.0
-,"('#silvandre', ""Qu'il est joli ! Hi, hi, hi, hi..."")",0.0
-,"('#forestan', ""C'est un tour es Lutins errants dans ce boccage Dont il faut que je sois vengé."")",0.0
"('#nicole', 'Hi, hi, hi, hi, hi.')","('#silvandre', 'Hé, hé, hé, hé, hé, hé...')",0.6687633991241455
"('#monsieur-jourdain', ""Qu'as-tu à rire ?"")","('#forestan', 'Tu ris quand je suis outragé ?')",0.5750194191932678
"('#nicole', 'Hi, hi, hi, hi, hi, hi.')","('#silvandre', 'Hé, hé, hé, hé, hé, hé...')",0.6477582454681396
