,quinault-thesee,rousseaujb-jason,Cost,Operation Type
204,"('#cleone #arcas', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",,1.0,Insertion
205,"('#dorine', 'Pour se tirer de peine Chacun promet assez ; Mais la promesse est vaine Lorsque les périls sont passés.')",,1.0,Insertion
206,"('#cleone #arcas', 'Ne doute point de ma promesse.')",,1.0,Insertion
207,"('#dorine', ""Non, je ne prétends point regagner désormais D'un si volage amant la trompeuse tendresse ; Non, non, je le promets ; Non, je ne l'aimerai jamais."")","('#hypsipile', ""Que vos discours ont de puissance ! C'en est fait, et mon c?ur se rend à vos serments : Heureuse d'avoir pu juger par mes tourments De mon amour et de votre constance."")",0.48,Substitution
208,"('#cleone #arcas #dorine', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",,1.0,Insertion
209,"('#medee', ""Qu'on ne me trouble point, qu'on leur ouvre un passage. C'est sur d'autres que vous que doit tomber ma rage, Fuyez de ce funeste lieu."")","('#jason #hypsipile #orphee', ""Ne nous plaignons point des rigueurs Où le tendre amour nous expose, Souvent les plus vives douleurs Sont le fruit des maux qu'il nous cause."")",0.87,Substitution
210,"('#cleone #arcas', 'Adieu, Dorine, adieu.')",,1.0,Insertion
211,"('#medee', ""Sortez, ombres, sortez de la nuit éternelle. Voyez le jour pour le troubler. Hâtez-vous d'obéir quand ma voix vous appelle, Que l'affreux désespoir, que la rage cruelle Prennent soin de vous assembler. Sortez, ombres, sortez de la nuit éternelle."")","('#medee', ""Quel objet frappe ici mes yeux ? Que vois-je ma rivale et Jason dans ces lieux ? Ah ! C'est trop différer une juste vengeance ; Éclatez, il est temps, mes jalouses fureurs. Perfides, apprenez à craindre ma puissance. Que ce palais se change en un séjour d'horreurs. Démons, monstres affreux, joignez-vous à ma rage, Quittez le ténébreux rivage, Venez, accourez, vengez-moi D'une indigne rivale et d'un amant sans foi. Elle sort. Le palais devient un lieu effroyable. Plusieurs démons et plusieurs monstres se présentent pour servir la colère de Médée."")",0.0,Match
212,"('#le-choeur-de-l-enfer', 'Sortons de la nuit éternelle.')",,1.0,Insertion
213,"('#medee', ""Venez peuple infernal, venez, Avancez malheureux coupables, Soyez aujourd'hui déchaînés : Goûtez l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")","('#jason #hypsipile #orphee', ""Ah ! Que d'objets épouvantables ! Ô Dieux ! Soyez-nous secourables."")",0.65,Substitution
214,"('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",,1.0,Insertion
215,"('#medee', 'Redoublez en ce jour le soin que vous prenez De mes vengeances redoutables.')",,1.0,Insertion
216,"('#le-choeur-de-l-enfer', 'Ordonnez, ordonnez.')",,1.0,Insertion
217,"('#medee', ""Ma rivale m'expose à des maux effroyables ; Qu'elle ait part aux tourments qui vous sont destinés : Tous les enfers impitoyables Auront peine à former des horreurs comparables Aux troubles qu'elle m'a donné : Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",,1.0,Insertion
218,"('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables. On nous tourmente Sans cesse aux enfers, Que l'on ressente Nos feux et nos fers. Tout doit se troubler, Tout doit trembler. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. On nous déchaine, Suivons nos fureurs ; Dans notre peine Troublons tous les cours. Un grand désespoir Est doux à voir. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. Les habitants des enfers expriment la douceur qu'ils trouvent dans les ordres que Médée leur donne de donner des frayeurs, et de faire de la peine à Aeglé."")","('#jason', ""Divin Orphée, à qui les Dieux Ont. prodigué des sons la science charmante, Par les accents mélodieux De sa lyre savante Suspends la rage menaçante De tant de monstres furieux On entend une douce symphonie. Orphée chante, et la fureur des montres s'assoupit."")",0.48,Substitution
219,"('#le-choeur-de-l-enfer', ""Que tout frémisse : Qu'avec nous tout gémisse : Quelle douceur de voir souffrir !"")","('#orphee', 'Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Tu peux calmer La fureur et la rage, Tu sais charmer Le coeur le plus sauvage. De tes douceurs Quel coeur peut se défendre ? Tes sons flatteurs Forcent tout à se rendre. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Monstres terribles, Calmez vos sens, Soyez sensibles À mes accents. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie.')",0.53,Substitution
220,"('#aegle', 'Ah quel effroyable supplice ! Faites-moi promptement mourir.')","('#hypsipile', ""Quel est d'un si grand art l'effet prodigieux ?"")",0.85,Substitution
221,"('#le-choeur-de-l-enfer', ""Que tout frémisse : Qu'avec nous tout gémisse : Quelle douceur de voir souffrir !"")","('#jason', 'Des enfers déchaînés il calme la colère.')",1.23,Substitution
222,"('#aegle', 'Cruelle, ne voulez-vous pas Faire cesser ma peine ? Au moins achevez, inhumaine, Achevez mon trépas.')","('#hypsipile #jason #orphee', ""Mais quelle main puissante et salutaire Pourra nous arracher à l'horreur de ces lieux?"")",0.66,Substitution
223,"('#medee', 'Satisfaites le roi, contentez mon envie, Si vous voulez sortir de cet affreux sejour.')","('#l-amour', ""L'amour vient terminer votre peine cruelle, Tendres amants, soyez heureux. Disparaissez, monstres affreux; Rentrez dans la nuit éternelle. Venez, charmants plaisirs, changer ces tristes lieux, En des jardins délicieux. Amants, conservez l'espérance Tôt ou tard un heureux moment Est la récompense De votre tourment. Quand après de longues chaînes L'amour comble vos désirs, Le souvenir de vos peines Doit redoubler vos plaisirs. Marquez, aimables jeux, votre réjouissance, Que tout ressente ici l'amour et sa puissance."")",0.45,Substitution
224,"('#aegle', 'Hélas ! Laissez-moi mon amour, Prenez plutôt ma vie.')","('#le-choeur', ""Les Plaisirs et les Jeux sont ici de retour. Que de coeurs aujourd'hui vont se rendre à l'amour !"")",1.21,Substitution
225,"('#medee', ""Ma rage en vous perdant ne peut être assouvie, C'est grâce, c'est pitié de vous ôter le jour."")",,1.0,Insertion
226,"('#aegle', ""Vous aurez beau me poursuivre, Vous aurez beau m'alarmer, Ce n'est qu'en cessant de vivre Que je puis cesser d'aimer."")","('#un-plaisir', ""Le chagrin épouvante Un Dieu si charmant ; Mais une âme contente S'enflamme aisément : Les Ris, les Plaisirs, les beaux jours, Font naître les amours."")",0.82,Substitution
227,"('#medee', ""Achevez de savoir de quoi je suis capable ; La plus horrible mort n'a rien de comparable Au coup qui vous menace en ce fatal instant : Moi-même j'en frémis tant il est effroyable."")",,1.0,Insertion
228,"('#aegle', ""Est-ce un crime si punissable D'avoir un coeur tendre et constant ?"")","('#un-autre-plaisir', ""Quel destin peut avoir plus de charmes ? Tous nos jours vont couler sans alarmes. L'Amour nous fait sentir les plus doux de ses traits, Il réserve pour nous les biens les plus parfaits."")",0.68,Substitution
229,"('#medee', ""Il n'est que trop aisé de percer un coeur tendre : Toute ma rage enfin va paraître à vos yeux."")","('#le-choeur', ""Qu'a nos jeux chacun s'intéresse, Redoublons nos chants d'allégresse, Célébrons jamais les charmantes douceurs Que les feux de l'Amour font naître dans les coeurs. Les Plaisirs et les Jeux sont ici de retour, Que de coeurs aujourd'hui vont se rendre à l'Amour !"")",0.58,Substitution
230,"('#aegle', ""Quel spectacle vient me surprendre ? C'est Thésée endormi qu'on transporte en ces lieux."")",,1.0,Insertion
231,"('#medee', ""Venez à mon secours implacables furies. Que le sang innocent recommence à couler ; Il faut encor nous signaler Par de nouvelles barbaries, Venez à mon secours implacables furies. Les furies sortent tenant un tison ardent d'une main, et un couteau de l'autre."")","('#medee', ""De quel étonnement je sens saisir mon coeur ! Où suis-je ? Où sont ces lieux élevés par ma rage ? Quand je lève le bras pour venger mon outrage, Quelle invisible main enchaîne ma fureur ? Que tardons-nous ? Allons, renouvelons mes charmes ; Remplissons ce séjour de nouvelles alarmes. Enfers, écoutez-moi. Tout est sourd à ma voix. Démons, obéissez. Tout méprise mes lois. N'ayons plus d'espoir qu'en ma rage, C'est l'unique recours des coeurs désespérés ; Une rivale qu'on outrage Porte des coups plus assurés. Que les Démons, l'Enfer et les Dieux conjurés. Hâtons-nous... Mais, ô Dieux ! Quelle pitié soudaine S'oppose à mes transports jaloux ? Vains efforts d'une juste haine, Contre l'Amour, hélas ! De quoi nous servez-vous ? Cependant ma crainte redouble, L'antre de la Sibylle est voisin de ces lieux. Allons lui confier mon trouble ; Qu'elle éclaircisse enfin un mystère odieux."")",0.0,Match
232,"('#aegle', 'Faut-il voir contre moi tous les enfers armés ?')",,1.0,Insertion
233,"('#medee', ""Tremblez en apprenant quel est votre supplice. Votre amant va périr, c'est vous qui m'animez À m'en faire à vos yeux un affreux sacrifice."")","('#le-choeur', ""Loin d'ici, mortels indiscrets, Éloignez-vous de notre asile, Ne troublez pas l'heureuse paix Qui règne en ce séjour tranquille."")",1.04,Substitution
234,"('#aegle', ""Vous pouvez vouloir qu'il périsse ? Et vous dites que vous l'aimez ?"")",,1.0,Insertion
235,"('#medee', ""Il faut voir qui des deux l'aimera davantage, Plutôt que le céder, j'aime mieux que la mort En fasse entre nous le partage, Et l'amour n'en est que plus fort Quand il passe jusqu'à la rage. Dépêchez, achevez votre sanglant ouvrage. Elle parle aux furies."")","('#suivante-de-la-sibylle', 'La Sibylle séjourne en ces lieux souterrains, Elle y dicte aux mortels les ordres souverains, Des arbitres de la Nature, Le livre des Destins est ouvert à ses yeux, Et son savoir mystérieux Du profond avenir perce la nuit obscure.')",0.93,Substitution
236,"('#aegle', ""Arrêtez, retenez leurs coups, J'épouserai le roi, je suivrai votre envie : Je cède ce héros, que son cour soit à vous, Rien ne m'est si cher que sa vie."")",,1.0,Insertion
237,"('#medee', 'Mais aurez-vous bien le pouvoir De lui paraître ingrate, insensible, volage ?')","('#le-choeur', ""Loin d'ici, mortels indiscrets, Éloignez-vous de notre asile, Ne troublez pas l'heureuse paix Qui règne en ce séjour tranquille."")",1.04,Substitution
238,"('#aegle', ""C'est lui faire un cruel outrage, J'aimerais mieux ne le point voir."")",,1.0,Insertion
239,"('#medee', ""Non il faut lui montrer une âme déloyale Qui l'immole sans peine à la grandeur royale Tandis que je feindrai d'agir en sa faveur : Enfin je veux gagner son cour Par le secours de ma rivale."")","('#suivantes #sibylle #choeur', ""Nous goûtons un sort plein d'attraits, Nous vivons en paix Dans ce lieu tranquille ; Nous goûtons un sort plein d'attraits, Nous vivons en paix, Nos biens sont parfaits. La charmante félicité N'a jamais quitté Cet heureux asile, Les chagrins qui suivent l'amour N'osent troubler ce beau séjour ; Nous goûtons un sort plein d'attraits, Nous vivons en paix Dans ce lieu tranquille, Nous goûtons un sort plein d'attraits, Nous vivons en paix, Nos biens sont parfaits. Gardons-nous de livrer nos coeurs Aux appas trompeurs D'un bonheur fragile, Les plaisirs dont on est flatté Peuvent-ils payer notre liberté. Nous goûtons un sort plein d'attraits, etc"")",1.25,Substitution
240,"('#aegle', 'Dieux ! Quelle contrainte fatale !')","('#le-choeur', 'Quelle mortelle audacieuse Ose porter ici ses regards curieux, Et par sa présence odieuse Troubler le repos de ces lieux ?')",0.58,Substitution
241,"('#medee', 'Pour le prix de ses jours attirez ses mépris, Ou je vais...')",,1.0,Insertion
242,"('#aegle', ""Non, qu'il vive, il n'importe à quel prix : Je veux tout, je puis tout pour sauver ce que j'aime ; Mon amour vous promet de se trahir lui-même."")",,1.0,Insertion
243,"('#medee', 'Cessez donc de trembler : voyez en un moment Changer ces lieux affreux en un séjour charmant.')","('#medee', ""Clamez une crainte inutile. Je ne viens point troubler vos plaisirs innocents, Je viens consulter la Sibylle, Puisse-t-elle adoucir les maux que je ressens. Toi qui dans ce lieu solitaire, Des profanes humains fuis l'importunité, Des secrets d'Apollon sainte dépositaire, Toi, pour qui l'avenir est sans obscurité, Daigne de mon destin dévoiler le mystère, Et fais-en à mes yeux briller la vérité. Jason me cause une peine mortelle. Ma raison et mes yeux me l'ont peint infidèle Mais mon amour dément mes yeux et ma raison. Éclaircis cette incertitude, Je souffre plus de mon inquiétude, Que je ne souffrirais de voir sa trahison. Le Choeur s'éloigne, et Médée continue en s'adressant à la Sibylle."")",0.8,Substitution
244,"('#medee', ""Voyez ce que j'ai soin de faire Pour un trop malheureux amant."")","('#la-sibylle', ""Cesse de vouloir me contraindre, Ne cherche plus à t'assurer Des malheurs que ton coeur peut craindre, C'est toujours un bien d'espérer, Et les maux ne sont point à plaindre, Tant que l'on peut les ignorer."")",0.52,Substitution
245,"('#thesee', ""Où suis-je ? Et d'où me vient ce nouvel ornement ?"")",,1.0,Insertion
246,"('#medee', ""J'ai voulu vous aider à plaire."")",,1.0,Insertion
247,"('#thesee', 'Mon épée ! Ah rendez-la moi.')",,1.0,Insertion
248,"('#medee', ""On va vous l'apporter. Si vous craignez le roi, Je serai vos plus fortes armes."")",,1.0,Insertion
249,"('#thesee', 'Après tout ce que je vous dois... Est-ce vous ? Ma princesse, est-ce vous que je vois ? Mais où détournez-vous vos regards pleins de charmes ? Il aperçoit AEglé.')",,1.0,Insertion
250,"('#medee', 'Quoy ? Vous ne tournez pas les yeux Sur un amant si glorieux ?')",,1.0,Insertion
251,"('#thesee', 'Belle AEglé, dites-moi, quel crime ai-je pu faire ?')",,1.0,Insertion
252,"('#medee', ""N'appreéhendez-vous point qu'on ose se venger ?"")",,1.0,Insertion
253,"('#thesee', ""Non, elle aura beau m'outrager, Elle me sera toujours chère."")",,1.0,Insertion
254,"('#medee', ""Tant d'amour ne vous touche pas ? Ingrate, croyez-vous qu'un trône ait plus d'appas ?"")",,1.0,Insertion
255,"('#thesee', ""Vous m'aviez tant promis de n'être point légère ?"")",,1.0,Insertion
256,"('#medee', ""De quoi ne vient point à bout Un roi qui veut plaire ? La constance ne tient guère Contre un amant qui peut tout. Le roi doit redouter que mon dépit n'éclate : Pour regagner son cour, je vais encor le voir. Essayez, cependant, d'attendrir cette ingrate : Si tous nos soins unis ne peuvent l'émouvoir, Votre amour seul peut-être aura plus de pouvoir."")","('#medee', ""Non rien ne peut changer le dessein qui m'appelle, Si Jason me trahit, je mourrai de douleur, Mais une prompte mort me sera moins cruelle Que le jaloux soupçon qui dévore mon coeur."")",0.0,Match
257,"('#thesee', ""AEglé ne m'aime plus, et n'a rien à me dire ? Qu'avez-vous fait des noeuds que l'amour fit pour nous ? Quoi pour les briser tous. Un jour, un seul jour peut suffire ? J'aurais abandonné le plus puissant empire Pour garder des liens si doux."")",,1.0,Insertion
258,"('#aegle', ""Cessez d'aimer une volage ; Servez-vous de votre courage Pour chercher un plus heureux sort."")","('#la-sibylle', ""Vers ces antres inhabitables Vois s'élever aux cieux cet arbre révéré, C'est sur son feuillage sacré Que j'écris du destin les lois irrévocables ; Mais du sage Apollon les ordres éternels Défendent aux coeurs criminels De jouir de cet avantage. Si par quelque noirceur ton coeur est profané, Tu verras dans les airs disperser ce feuillage, De la fureur des vents jouet infortuné."")",0.88,Substitution
259,"('#thesee', ""Je ne m'en servirai que pour chercher la mort. Si la belle AEglé m'est ravie Je ne prétends plus rien : Je perds l'unique bien Qui m'aurait fait aimer la vie."")",,1.0,Insertion
260,"('#aegle', 'Hélas !')",,1.0,Insertion
261,"('#thesee', 'Ah ! Quel soupir échappe à votre cour !')","('#medee', ""Approchons-nous. Ô ciel ! Mon espérance est vaine. J'entends déjà gronder les fougueux Aquilons. Quels affreux sifflements ! Quels épais tourbillons ! Tout l'empire d'Éole en ces lieux se déchaîne. Les vents sortent de l'antre, et dissipent les feuilles de l'arbre."")",0.55,Substitution
262,"('#aegle', ""Ce soupir échappé n'est que pour la grandeur."")","('#medee', ""Prêtresse d'Apollon, daigne employer ta voix Pour m'expliquer du ciel les redoutables lois."")",1.47,Substitution
263,"('#thesee', 'Vos beaux yeux répandent des larmes ?')",,1.0,Insertion
264,"('#aegle', ""Non, non, sans m'attendrir je verrai vos douleurs."")",,1.0,Insertion
265,"('#thesee', ""Vous voulez me cacher vos pleurs ? Pourquoi m'en dérober les charmes ?"")","('#la-sibylle', ""Je vais répondre à ton attente, Mes sens sont agités d'une sainte fureur. Le fatal avenir à mes yeux se présente. Dieux ! Quel spectacle plein d'horreur! 1 Tu meurs, ô déplorable amante! Tu t'immoles toi-même à ta vaine terreur ; Et ta rivale triomphante Jouit en paix de ton erreur. Mais quel forfait épouvantable Va cimenter son bonheur odieux ? Tremble, malheureuse coupable, Crains le juste courroux des Dieux."")",0.94,Substitution
266,"('#aegle', 'Ah ! Que vous me donnez de mortelles alarmes ? On vous a peut-être entendu Thésée, et vous êtes perdu.')","('#medee', ""Quelle énigme fatale ! Est-il un sort plus rude ? Ô funeste embarras ! Oracles superflus ! Chaque moment fait naître à mon esprit confus, Un abîme d'incertitude. Suivons mes premiers sentiments, Il faut qu'Hypsipyle périsse Allons, par mes discours et par mon artifice ; Faire servir ses feux à mes ressentiments."")",0.62,Substitution
267,"('#thesee', ""On ne nous entend point, non, ma belle princesse, Si vous m'aimez toujours ne craignez rien pour moi."")","('#hypsipile', ""Ah ! Que je sens d'inquiétude Ne pourrai-je sortir du trouble où je me vois ? Mon amant va combattre en cette solitude, Tout y redouble mon effroi ; Ah ? Que je sens d'inquiétude ! La mort, dans ces funestes lieux, Sous mille horribles traits se présente à mes yeux. Dieux ? S'il faut que Jason périsse, Épargnez-moi l'horreur de le voir expirer ; Si sa mort doit nous séparer. Que mon trépas nous réunisse."")",0.78,Substitution
268,"('#aegle', ""Que nous payerons cher l'excès de ma tendresse ? Il y va de vos jours, j'épouserai le roi."")",,1.0,Insertion
269,"('#thesee', ""C'est trop appréhender que le roi ne s'irrite. Il faut vous dire tout, l'amour m'en sollicite ; Je suis fils du roi,"")","('#medee', ""C'est trop persécuter votre innocente ardeur J'ouvre les yeux enfin, et vois mon injustice. Oubliez, s'il se peut, un aveugle caprice Qui n'a servi qu'à tourmenter mon coeur. Jason m'avait fait une offense, Contre lui, contre vous, mon dépit s'est armé : Il est mort. Son trépas a rempli ma vengeance. Les destins l'ont puni, mon courroux est calmé."")",0.3,Substitution
270,"('#aegle', 'Vous, seigneur !')","('#hypsipile', ""Qu'entends-je, malheureuse !"")",1.45,Substitution
271,"('#thesee', ""Je n'ai montré d'abord que ma seule valeur, C'était à mon propre mérite Que je voulais devoir ma gloire et votre cour."")",,1.0,Insertion
272,"('#aegle', ""Le roi, le monde entier prendraient en vain les armes, Il n'est rien de si fort que Médée, et ses charmes, Nous sommes les objets de ses transports jaloux. S'ils n'en voulaient qu'à moi je les braverais tous, Mais ils m'ont su frapper par où je suis sensible."")","('#medee', ""Hé quoi pouviez-vous croire Que son orgueil ambitieux Le pourrait emporter sur Médée et les Dieux ? Séduit par les appas d'un fol espoir de gloire, Il a voulu braver la mort ; Voyez le sang couler étendu sur ce bord. Elle fait paraître l'image de Jason étendu mort."")",0.08,Substitution
273,"('#thesee', 'Quoi, le roi sera votre époux ?')",,1.0,Insertion
274,"('#aegle', 'Je ne puis vous sauver sans cet hymen horrible.')",,1.0,Insertion
275,"('#thesee', ""Laissez armer plutôt tout l'enfer en courroux ; Le trépas est cent fois plus doux Qu'un secours si terrible ; Vivez pour moi, s'il est possible, Ou laissez-moi mourir pour vous."")",,1.0,Insertion
276,"('#aegle #thesee', 'Quel injustice ! Que de tourments ! Ah quel supplice De briser des noeuds si charmants !')","('#hypsipile', 'Dieux ! Quelle sanglante victime ! Ciel ! Ô ciel quelle cruauté')",0.84,Substitution
277,"('#medee', ""Finissez vos regrets, c'est trop, c'est trop vous plaindre, Je viens d'entendre tout il n'est plus temps de feindre."")",,1.0,Insertion
278,"('#aegle', ""Pardonnez à l'amour qui ne m'a pas permis De tenir ce que j'ai promis."")",,1.0,Insertion
279,"('#thesee', 'Vengez-vous sur moi seul de notre amour extrême.')","('#medee', 'Votre douleur est légitime, Il vous aimait avec fidélité.')",0.48,Substitution
280,"('#aegle', ""C'est par mon seul trépas qu'il faut nous désunir."")",,1.0,Insertion
281,"('#thesee', 'Sa vie est la faveur que je veux obtenir.')",,1.0,Insertion
282,"('#aegle', 'Conservez ce héros, sauvez-le pour vous-même.')",,1.0,Insertion
283,"('#aegle #thesee', ""Épargnez ce que j'aime, C'est moi, c'est moi qu'il faut punir."")",,1.0,Insertion
284,"('#medee', ""Je vous aime, Thésée, et vous l'allez connaître, Le crime enfin commence à me paraître affreux, Je respecte de si beaux noeuds, Ma rage a beau s'armer, vous en êtes le maître ; Votre vertu m'inspire un dépit généreux, Je rendrai ce que j'aime heureux Puisque mon amour ne peut l'être."")","('#hypsipile', ""C'en est donc fait je perds tout l'espoir qui me reste, Dieux cruels, Dieux jaloux, vous êtes satisfaits ! Ô pressentiment trop funeste ! Tu m'avais annoncé la perte que je fais. Mais je puis m'affranchir d'un si cruel supplice, Et ce fer va finir ma vie et mes douleurs. Reçois ce sanglant sacrifice, Chère ombre, cher amant c'est pour toi que je meurs. Elle se tue."")",0.07,Substitution
285,"('#aegle #thesee', 'Quel bonheur surprenant pour nos cours amoureux !')",,1.0,Insertion
286,"('#medee', 'Espérez tout de mon secours. Vous pouvez reprendre vos armes. Gardez vos tendres amours, Goûtez-en les charmes, Aimez sans alarmes, Aimez-vous toujours. Thésée reprend son épée. Médée continue.')","('#medee', ""Meurs, objet odieux, satisfais mon envie. Le coup précipité qui t'arrache à la vie Ne fait qu'épargner à mon bras Le soin d'achever ton trépas. C'en est fait ; mon amour n'a plus rien qui le gêne, Suivons-en désormais les tendres mouvements ; Déjà, par mes enchantements, J'ai calmé la rage inhumaine. Des farouches taureaux qui défendent ces lieux Achevons et rendons Jason victorieux, Que ce rare bienfait dans mes noeuds le ramène : Que dis-je ? Malheureuse et quel est mon espoir ? Ciel ! Puis-je ainsi trahir la loi de mon devoir ? Dans le fond de mon coeur je l'entends qui murmure ? Qu'un reste de vertu nous coûte de remords ! Cessez, cruels combats, inutiles efforts, C'est trop renouveler le tourment que j'endure. Les droits de l'amour sont plus forts Que tous les droits de la nature."")",0.29,Substitution
287,"('#aegle #thesee', 'Gardons nos tendres amours, Goûtons-en les charmes, Aimons sans alarmes, Aimons-nous toujours.')",,1.0,Insertion
288,"('#medee', 'Habitants fortunés de ces lieux si charmants ; Commencez les plaisirs de ces heureux amants.')","('#le-roi', 'Savez-vous la rigueur des destins en courroux? Les Grecs sont triomphants.')",0.95,Substitution
289,"('#deux-bergeres', ""Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. Ces lieux tranquilles Sont les asiles Des doux plaisirs, Et des heureux loisirs : La terre est belle, La fleur nouvelle Rit aux zéphirs. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. C'est dans nos bois Qu'amour a fait ses lois : Leur vert feuillage Doit toujours durer, Un cour sauvage N'y doit point entrer. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Lorsqu'il la mène, Bien qu'elle prenne De longs détours, Tous les chemins sont courts : Sa bergerie Est moins chérie Que ses amours. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Quand son amant La quitte un seul moment, Nos champs pour elle N'ont plus d'autre bien, Elle en querelle Jusques à son chien. La seule affaire D'une bergère C'est de songer À l'amour de son berger."")",,1.0,Insertion
290,"('#bergers', ""Aimons, tout nous y convie, On aime ici sans danger, Il est permis de changer, Chacun y suit son envie : Mais, heureux, cent, et cent fois, Un amant qui fait un choix Qui dure autant que sa vie ! Fuyons le bruit des villages, Fuyons l'éclat du grand jour, Les fruits charmants de l'amour Sont dans les sombres bocages. N'ayons point de peur des loups, Ne craignons que les jaloux Qui sont encor plus sauvages."")",,1.0,Insertion
291,"('#un-habitant', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte. Première chanson."")",,1.0,Insertion
292,"('#choeur-des-habitants', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte."")","('#medee', 'Seigneur, que dites-vous?')",1.41,Substitution
293,"('#un-habitant', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",,1.0,Insertion
294,"('#choeur-des-habitants', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",,1.0,Insertion
295,"('#un-habitant', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",,1.0,Insertion
296,"('#choeur-des-habitants', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",,1.0,Insertion
297,"('#un-habitant', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",,1.0,Insertion
298,"('#choeur-des-habitants', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",,1.0,Insertion
299,"('#un-habitant', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants : Seconde chanson."")",,1.0,Insertion
300,"('#choeur-des-habitants', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants :"")",,1.0,Insertion
301,"('#un-habitant', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",,1.0,Insertion
302,"('#choeur-des-habitants', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",,1.0,Insertion
303,"('#un-habitant', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",,1.0,Insertion
304,"('#choeur-des-habitants', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",,1.0,Insertion
305,"('#un-habitant', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",,1.0,Insertion
306,"('#choeur-des-habitants', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",,1.0,Insertion
307,"('#medee', ""Ah faut-il me venger En perdant ce que j'aime ! Que fais-tu ma fureur, où vas-tu m'engager ? Punir ce cour ingrat c'est me punir moi-même, J'en mourrai de douleur, je tremble d'y songer, Ah faut-il me venger En perdant ce que j'aime ! Ma rivale triomphe, et me voit outrager : Quoi, laisser son amour sans peine, et sans danger ? Voir le spectacle affreux de son bonheur extrême ? Non, il faut me venger En perdant ce que j'aime."")","('#le-roi', ""Déjà les fiers taureaux, qui de cette carrière Défendaient l'affreuse barrière, Ont succombé sous l'effort de leurs coups. Après un si grand avantage Que ne pourra point leur courage ? Ah ! S'il faut que le sort soit propice à leurs voeux, Que deviendrai-je, hélas ! Monarque malheureux?"")",0.25,Substitution
308,"('#dorine', 'Que Thésée est content de son bienheureux sort !')",,1.0,Insertion
309,"('#medee', ""Dorine, c'en est fait, tout est prêt pour sa mort."")",,1.0,Insertion
310,"('#dorine', ""Quoi ce grand appareil est sa mort qu'on prépare ? Le roi le doit choisir ici pour successeur ; Votre soin pour lui se déclare."")",,1.0,Insertion
