,corneillep-medee,corneillet-medee,Cost,Operation Type
133,"('#creuse', ""Puis donc que vous trouvez la mienne inexcusable, Je ne veux plus, seigneur, me confesser coupable. L'amour de mon pays et le bien de l'état Me défendaient l'hymen d'un si grand potentat. Il m'eût fallu soudain vous suivre en vos provinces, Et priver mes sujets de l'aspect de leurs princes. Votre sceptre pour moi n'est qu'un pompeux exil : Que me sert son éclat ? Et que me donne-t-il ? M'élève-t-il d'un rang plus haut que souveraine ? Et sans le posséder ne me vois-je pas reine ? Grâces aux immortels, dans ma condition J'ai de quoi m'assouvir de cette ambition : Je ne veux point changer mon sceptre contre un autre ; Je perdrais ma couronne en acceptant la vôtre. Corinthe est bon sujet, mais il veut voir son roi, Et d'un prince éloigné rejetterait la loi. Joignez à ces raisons qu'un père un peu sur l'âge, Dont ma seule présence adoucit le veuvage, Ne saurait se résoudre à séparer de lui De ses débiles ans l'espérance et l'appui, Et vous reconnaîtrez que je ne vous préfère Que le bien de l'état, mon pays et mon père. Voilà ce qui m'oblige au choix d'un autre époux ; Mais comme ces raisons font peu d'effet sur vous, Afin de redonner le repos à votre âme, Souffrez que je vous quitte."")","('#medee', ""Si par l'exil que m'impose le Roi Corinthe s'affranchit des fureurs de la guerre, Pourquoi charger une autre terre  Des maux que je traîne avec moi ? Acaste veut que je périsse ; Et lors que pour ma perte il arme son courroux, Je croirais faire une injustice De l'étendre sur vous. "")",0.01,Substitution
134,"('#aegee', ""Allez, allez, madame, Étaler vos appas et vanter vos mépris À l'infâme sorcier qui charme vos esprits. De cette indignité faites un mauvais conte ; Riez de mon ardeur, riez de votre honte ; Favorisez celui de tous vos courtisans Qui raillera le mieux le déclin de mes ans : Vous jouirez fort peu d'une telle insolence ; Mon amour outragé court à la violence ; Mes vaisseaux à la rade, assez proches du port, N'ont que trop de soldats à faire un coup d'effort. La jeunesse me manque, et non pas le courage : Les rois ne perdent point les forces avec l'âge ; Et l'on verra, peut-être avant ce jour fini, Ma passion vengée, et votre orgueil puni."")","('#oronte', ""Le fier appareil de ses armes Me cause de faibles alarmes. Pour les attirer contre moi, Dans la vive ardeur qui me presse, Que Jason obtienne du Roi,  Que par l'hymen de la Princesse Demain il couronne ma foi. Alors dans mes États Jason pourra vous suivre, Et si vos Ennemis veulent vous désunir, Vous me verrez cesser de vivre,  Si je diffère à les punir."")",0.0,Match
135,"('#nerine', ""Malheureux instrument du malheur qui nous presse, Que j'ai pitié de toi, déplorable princesse ! Avant que le soleil ait fait encore un tour, Ta perte inévitable achève ton amour. Ton destin te trahit, et ta beauté fatale Sous l'appas d'un hymen t'expose à ta rivale ; Ton sceptre est impuissant à vaincre son effort, Et le jour de sa fuite est celui de ta mort. Sa vengeance à la main, elle n'a qu'à résoudre : Un mot du haut des cieux fait descendre le foudre ; Les mers, pour noyer tout, n'attendent que sa loi ; La terre offre à s'ouvrir sous le palais du roi ; L'air tient les vents tous prêts à suivre sa colère, Tant la nature esclave a peur de lui déplaire ; Et si ce n'est assez de tous les éléments, Les enfers vont sortir à ses commandements. Moi, bien que mon devoir m'attache à son service, Je lui prête à regret un silence complice : D'un louable désir mon coeur sollicité Lui ferait avec joie une infidélité ; Mais loin de s'arrêter, sa rage découverte À celle de Créuse ajouterait ma perte ; Et mon funeste avis ne servirait de rien Qu'à confondre mon sang dans les bouillons du sien. D'un mouvement contraire à celui de mon âme, La crainte de la mort m'ôte celle du blâme ; Et ma timidité s'efforce d'avancer Ce que hors du péril je voudrais traverser."")","('#medee', ""Vous ignorez ce qui se passe. Il faut vous découvrir par quelle trahison On veut m'éloigner de Jason ;  Il faut vous faire voir jusqu'où va ma disgrâce.  Tremblez, Prince ; mes maux enfin trop confirmez En m'accablant retombent sur vous-même. Jason me trahit, Jason aime, Et peut-être est aimé de ce que vous aimez."")",0.26,Substitution
136,,"('#oronte', 'Ciel, que me dites-vous ! je perdrais la princesse !  Au mépris de mes voeux elle aimerait Jason ?')",1.0,Deletion
137,"('#jason', ""Nérine, eh bien ! Que dit, que fait notre exilée ? Dans ton cher entretien s'est-elle consolée ? Veut-elle bien céder à la nécessité ?"")","('#medee', ""N'en doutez pas, ma présence les blesse, Je fais obstacle à leur tendresse, C'est là de mon exil la pressante raison."")",1.09,Substitution
138,"('#nerine', ""Je trouve en son chagrin moins d'animosité ; De moment en moment son âme plus humaine Abaisse sa colère, et rabat de sa haine : Déjà son déplaisir ne vous veut plus de mal."")","('#oronte', ""En vain je voudrais me le taire.  On vous bannit, mon hymen se diffère. J'ouvre les yeux sur mon malheur. Tout me le dit, j'en vois la certitude. Qui l'aurait cru, que tant d'ingratitude Dût payer le beau feu qui règne dans mon coeur ? "")",0.44,Substitution
139,,"('#oronte #medee', ""Qui l'aurait crû, que tant d'ingratitude Dût payer le beau feu qui règne dans mon coeur ?"")",1.0,Deletion
140,,"('#medee', ""Souffrirez-vous qu'on vous enlève Ce cher objet de vos désirs ?"")",1.0,Deletion
141,,"('#oronte', ""Si cette trahison vous coûte des soupirs,  Souffrirez-vous qu'elle s'achève ?"")",1.0,Deletion
142,,"('#medee', 'Quel plus sensible coup pouvais-je recevoir !')",1.0,Deletion
143,"('#jason', ""Fais-lui prendre pour tous un sentiment égal. Toi, qui de mon amour connaissais la tendresse, Tu peux connaître aussi quelle douleur me presse. Je me sens déchirer le coeur à son départ : Créuse en ses malheurs prend même quelque part, Ses pleurs en ont coulé ; Créon même en soupire, Lui préfère à regret le bien de son empire ; Et si dans son adieu son coeur moins irrité En voulait mériter la libéralité, Si jusque-là Médée apaisait ses menaces, Qu'elle eût soin de partir avec ses bonnes grâces, Je sais comme il est bon que ses trésors ouverts Lui seraient, sans réserve, entièrement offerts, Et malgré les malheurs où le sort l'a réduite, Soulageraient sa peine et soutiendraient sa fuite."")","('#oronte #medee', ""Non, dans un coeur, quand l'amour est extrême, Rien n'approche du désespoir D'être trahi par ce qu'on aime.  Unissons nos ressentiments Contre ces perfides amants. Que Jason à mes feux préfère, ravisse, la princesse ! Son crime ne peut s'égaler."")",0.0,Match
144,"('#nerine', ""Puisqu'il faut se résoudre à ce bannissement, Il faut en adoucir le mécontentement. Cette offre y peut servir, et par elle j'espère, Avec un peu d'adresse, apaiser sa colère ; Mais d'ailleurs toutefois n'attendez rien de moi, S'il faut prendre congé de Créuse et du roi : L'objet de votre amour et de sa jalousie De toutes ses fureurs l'aurait tôt ressaisie."")","('#medee', ""Il vient ; mon coeur s'émeut et reprend sa tendresse.  Elle en triomphera, laissez-moi lui parler."")",0.65,Substitution
145,"('#jason', ""Pour montrer sans les voir son courage apaisé, Je te dirai, Nérine, un moyen fort aisé ; Et de si longue main je connais ta prudence, Que je t'en fais sans peine entière confidence. Créon bannit Médée, et ses ordres précis Dans son bannissement enveloppaient ses fils : La pitié de Créuse a tant fait vers son père, Qu'ils n'auront point de part au malheur de leur mère. Elle lui doit par eux quelque remerciement ; Qu'un présent de sa part suive leur compliment : Sa robe, dont l'éclat sied mal à sa fortune, Et n'est à son exil qu'une charge importune, Lui gagnerait le coeur d'un prince libéral, Et de tous ses trésors l'abandon général. D'une vaine parure, inutile à sa peine, Elle peut acquérir de quoi faire la reine : Créuse, ou je me trompe, en a quelque désir, Et je ne pense pas qu'elle pût mieux choisir. Mais la voici qui sort ; souffre que je l'évite : Ma rencontre la trouble, et mon aspect l'irrite."")","('#medee', ""Vous savez l'exil qu'on m'ordonne. Venez-vous me dire en quels lieux, Lors que tout ici m'abandonne,  Je dois fuir le courroux des Dieux.  En vain j'irai partout, dans l'excès de ma peine, De cet injuste arrêt leur demander raison ; Les crimes que j'ai faits pour trop aimer Jason, De l'Univers entier m'ont attiré la haine. La Thessalie arme contre mes jours,  Colchos a résolu mon trop juste supplice ; Le seul Jason me restait pour secours, Et ce Jason si cher permet qu'on me bannisse."")",0.0,Match
146,"('#medee', ""Ne fuyez pas, Jason, de ces funestes lieux. C'est à moi d'en partir : recevez mes adieux. Accoutumée à fuir, l'exil m'est peu de chose ; Sa rigueur n'a pour moi de nouveau que sa cause. C'est pour vous que j'ai fui, c'est vous qui me chassez. Où me renvoyez-vous, si vous me bannissez ? Irai-je sur le Phase, où j'ai trahi mon père, Apaiser de mon sang les mânes de mon frère ? Irai-je en Thessalie, où le meurtre d'un roi Pour victime aujourd'hui ne demande que moi ? Il n'est point de climat dont mon amour fatale N'ait acquis à mon nom la haine générale ; Et ce qu'ont fait pour vous mon savoir et ma main M'a fait un ennemi de tout le genre humain. Ressouviens-t'en, ingrat ; remets-toi dans la plaine Que ces taureaux affreux brûlaient de leur haleine ; Revois ce champ guerrier dont les sacrés sillons Élevaient contre toi de soudains bataillons ; Ce dragon qui jamais n'eut les paupières closes ; Et lors préfère-moi Créuse, si tu l'oses. Qu'ai-je épargné depuis qui fût en mon pouvoir ? Ai-je auprès de l'amour écouté mon devoir ? Pour jeter un obstacle à l'ardente poursuite Dont mon père en fureur touchait déjà ta fuite, Semai-je avec regret mon frère par morceaux ? À ce funeste objet épandu sur les eaux, Mon père, trop sensible aux droits de la nature, Quitta tous autres soins que de sa sépulture ; Et par ce nouveau crime émouvant sa pitié, J'arrêtai les effets de son inimitié. Prodigue de mon sang, honte de ma famille, Aussi cruelle soeur que déloyale fille, Ces titres glorieux plaisaient à mes amours ; Je les pris sans horreur pour conserver tes jours. Alors, certes, alors mon mérite était rare ; Tu n'étais point honteux d'une femme barbare. Quand à ton père usé je rendis la vigueur, J'avais encore tes voeux, j'étais encore ton coeur ; Mais cette affection, mourant avec Pélie, Dans le même tombeau se vit ensevelie : L'ingratitude en l'âme, et l'impudence au front, Une Scythe en ton lit te fut lors un affront ; Et moi, que tes désirs avaient tant souhaitée, Le dragon assoupi, la toison emportée, Ton tyran massacré, ton père rajeuni, Je devins un objet digne d'être banni. Tes desseins achevés, j'ai mérité ta haine : Il t'a fallu sortir d'une honteuse chaîne, Et prendre une moitié qui n'a rien plus que moi, Que le bandeau royal, que j'ai quitté pour toi."")","('#jason', ""N'appelez point exil, un triste éloignement Que l'honneur à souffrir m'engage.  J'en ressens le coup en amant, J'en gémis, je m'en fais un rigoureux tourment, Mais je ne puis rien davantage. Voulez-vous que je quitte un roi, Qui pour épargner votre teste,  Attend sans s'ébranler, l'éclat de la tempête Qui remplit son peuple d'effroi ? Voyons finir la guerre, et le coup qui vous blesse Pour un temps seulement nous aura séparés."")",0.0,Match
147,"('#jason', ""Ah ! Que n'as-tu des yeux à lire dans mon âme, Et voir les purs motifs de ma nouvelle flamme ! Les tendres sentiments d'un amour paternel Pour sauver mes enfants me rendent criminel, Si l'on peut nommer crime un malheureux divorce Où le soin que j'ai d'eux me réduit et me force. Toi-même, furieuse, ai-je peu fait pour toi D'arracher ton trépas aux vengeances d'un roi ? Sans moi ton insolence allait être punie ; À ma seule prière on ne t'a que bannie. C'est rendre la pareille à tes grands coups d'effort : Tu m'as sauvé la vie, et j'empêche ta mort."")","('#medee', ""Hélas ! pendant ce temps, je connais ma faiblesse,  Quels ennuis vous me coûterez ! Je tâche à vaincre les alarmes Que me cause un soupçon jaloux ; Mais enfin malgré moi je sens couler mes larmes,  Ingrat, m'abandonnerez-vous ? "")",0.01,Substitution
148,"('#medee', ""On ne m'a que bannie ! ô bonté souveraine ! C'est donc une faveur, et non pas une peine ! Je reçois une grâce au lieu d'un châtiment, Et mon exil encore doit un remerciement ! Ainsi l'avare soif du brigand assouvie, Il s'impute à pitié de nous laisser la vie : Quand il n'égorge point, il croit nous pardonner, Et ce qu'il n'ôte pas, il pense le donner."")","('#jason', ""S'il faut de tout mon sang racheter votre vie, Je suis tout prêt à le donner. Partager les malheurs dont elle est poursuivie, Est-ce là vous abandonner ?"")",0.55,Substitution
149,,"('#medee', ""Rien ne m'est plus doux que de croire  Tout l'amour que vous me jurez ; Il fait mon bonheur et ma gloire, Mais je parts, et vous demeurez."")",1.0,Deletion
150,"('#jason', ""Tes discours, dont Créon de plus en plus s'offense, Le forceraient enfin à quelque violence. Éloigne-toi d'ici tandis qu'il t'est permis : Les rois ne sont jamais de faibles ennemis."")","('#jason', ""Je demeure, il est vrai, mais quand on nous sépare Vous n'avez rien à redouter ;  Partez, les vains efforts que l'ennemi prépare Ne pourront longtemps m'arrêter."")",0.56,Substitution
151,"('#medee', ""À travers tes conseils je vois assez ta ruse : Ce n'est là m'en donner qu'en faveur de Créuse. Ton amour, déguisé d'un soin officieux, D'un objet importun veut délivrer ses yeux."")","('#medee', ""Il faut donc me résoudre à ce départ funeste. Soutenez une guerre où vous serez vainqueur ; Mais conservez-moi votre coeur,  C'est l'unique bien qui me reste. Je ne m'en repens point ; pour m'attacher à vous J'ai quitté mon pays, abandonné mon père ; On m'exile ; et l'exil ne peut m'être que doux, S'il assure à Jason la gloire qu'il espère. "")",1.24,Substitution
152,"('#jason', ""N'appelle point amour un change inévitable, Où Créuse fait moins que le sort qui m'accable."")","('#jason', ""Ah, c'est m'en dire trop ! cessez de m'attendrir ; Je ne me connais plus dans ce trouble terrible."")",0.79,Substitution
153,"('#medee', 'Peux-tu bien, sans rougir, désavouer tes feux ?')","('#medee', ""J'y consens, je veux bien être seule à souffrir, Un héros ne doit pas avoir l'âme sensible."")",1.52,Substitution
154,"('#jason', ""Eh bien, soit ; ses attraits captivent tous mes voeux : Toi qu'un amour furtif souilla de tant de crimes, M'oses-tu reprocher des ardeurs légitimes ?"")","('#jason', ""Je vous l'ai déjà dit, je sens tous vos malheurs.  Ce qu'a fait votre amour gravé dans ma mémoire... Adieu, je ne puis plus soutenir vos douleurs, Et je dois me cacher vos pleurs, Si je veux en sauver ma gloire."")",0.75,Substitution
155,"('#medee', 'Oui, je te les reproche, et de plus...')",,1.0,Insertion
156,"('#jason', 'Quels forfaits ?')",,1.0,Insertion
157,"('#medee', ""La trahison, le meurtre, et tous ceux que j'ai faits."")","('#medee', ""Quel prix de mon amour ! Quel fruit de mes forfaits !  Il craint des pleurs qu'il m'oblige à répandre ; Insensible au feu le plus tendre Dont un coeur ait brûlé jamais, Quand mes soupirs peuvent suspendre L'injustice de ses projets ;  Il fuit pour ne les pas entendre. Quel prix de mon amour ! quel fruit de mes forfaits ! J'ai forcé devant lui cent monstres à se rendre. Dans mon coeur où régnait une tranquille paix, Toujours prompte à tout entreprendre,  J'ai su de la nature effacer tous les traits. Les mouvements du sang ont voulu me surprendre, J'ai fait gloire de m'en défendre, Et l'oubli des serments que cent fois il m'a faits, L'engagement nouveau que l'amour lui fait prendre,  L'éloignement, l'exil, sont les tristes effets De l'hommage éternel que j'en devais attendre ? Quel prix de mon amour ! quel fruit de mes forfaits !"")",0.88,Substitution
158,"('#jason', 'Il manque encore ce point à mon sort déplorable, Que de tes cruautés on me fasse coupable.')","('#medee', ""Croiras-tu mon malheur ? Jason, Jason lui-même, L'infidèle Jason me presse de partir. "")",0.81,Substitution
159,"('#medee', ""Tu présumes en vain de t'en mettre à couvert : Celui-là fait le crime à qui le crime sert. Que chacun, indigné contre ceux de ta femme, La traite en ses discours de méchante et d'infâme : Toi seul, dont ses forfaits ont fait tout le bonheur, Tiens-la pour innocente, et défends son honneur."")","('#nerine', ""Ah, gardez-vous d'y consentir. Arcas sait son secret, il m'aime,  Et de sa perfidie il vient de m'avertir. Son hymen avec la Princesse Par le Roi même est arrêté,  Et votre exil n'est qu'une adresse Pour mettre contre vous ses jours en sûreté."")",0.49,Substitution
160,"('#jason', ""J'ai honte de ma vie, et je hais son usage, Depuis que je la dois aux effets de ta rage."")","('#medee', ""Dieux, témoins de la foi que l'ingrat m'a donnée, Souffrirez-vous cet hyménée ? C'en est fait, on m'y force, il faut briser les noeuds  Qui m'attachent à ce perfide. Puisque mon désespoir n'a rien qui l'intimide, Voyons quel doux succès suivra ses nouveaux feux. Pour qui cherche ma mort je puis être barbare, La vengeance doit seule occuper tous mes soins ;  Faisons tomber sur lui les maux qu'il me prépare, Et que le crime nous sépare, Comme le crime nous a joints."")",0.93,Substitution
161,,"('#nerine', ""Avant que d'éclater, rappelez dans son âme Le souvenir de sa première flamme. "")",1.0,Deletion
162,"('#medee', 'La honte généreuse, et la haute vertu ! Puisque tu la hais tant, pourquoi la gardes-tu ?')","('#medee', ""Malgré sa noire trahison, Je sens que ma tendresse est toujours la plus forte ; Mais Corinthe, le Roi, la Princesse, Jason, Tout doit trembler si je m'emporte. N'en délibérons plus. Vous qui m'obéissez,  Esprits à me plaire empressez,  Volez, apportez-moi cette robe fatale Que je destine à ma rivale. Des poisons que j'y vais verser Je suspendrai la violence,  Et je ne les ferai servir à ma vengeance Que quand je m'y verrai forcer. Il paraît ici des Esprits en l'air qui disparaissent aussitôt."")",0.82,Substitution
163,"('#jason', ""Au bien de nos enfants, dont l'âge faible et tendre Contre tant de malheurs ne saurait se défendre : Deviens en leur faveur d'un naturel plus doux."")","('#nerine', 'De la pitié vous pourrez-vous défendre ? En punissant Jason craignez de vous punir.')",1.16,Substitution
164,"('#medee', ""Mon âme à leur sujet redouble son courroux. Faut-il ce déshonneur pour comble à mes misères, Qu'à mes enfants Créuse enfin donne des frères ! Tu vas mêler, impie, et mettre en rang pareil Des neveux de Sisyphe avec ceux du Soleil !"")","('#medee', ""Retire-toi, tes yeux ne pourraient soutenir  L'horreur qu'ici je vais répandre :"")",0.79,Substitution
165,"('#jason', 'Leur grandeur soutiendra la fortune des autres ; Créuse et ses enfants conserveront les nôtres.')","('#medee', 'Noires filles du Styx, Divinités terribles, Quittez vos affreuses prisons. Venez mêler à mes poisons La dévorante ardeur de vos feux invisibles.  Il paraît tout_à_coup une troupe de démons.')",1.47,Substitution
166,,"('#le-choeur-de-demons', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois."")",1.0,Deletion
167,"('#medee', ""Je l'empêcherai bien, ce mélange odieux, Qui déshonore ensemble et ma race et les dieux."")","('#medee', ""Punissons d'un ingrat la perfidie extrême. Qu'il souffre, s'il se peut, cent tourments à la fois, En voyant souffrir ce qu'il aime. "")",0.7,Substitution
168,,"('#le-choeur', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois. Les démons aériens apportent la robe."")",1.0,Deletion
169,"('#jason', 'Lassés de tant de maux, cédons à la fortune.')","('#medee', ""Je vois le don fatal qu'exige ma rivale. Pour le rendre funeste, il est temps, faisons choix Des sucs les plus mortels de la rive infernale. "")",1.21,Substitution
170,"('#medee', ""Ce corps n'enferme pas une âme si commune ; Je n'ai jamais souffert qu'elle me fît la loi, Et toujours ma fortune a dépendu de moi."")","('#le-choeur', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois. Les démons apportent une chaudière infernale, dans laquelle ils jettent les herbes qui doivent composer le poison, dont Médée a besoin pour empoisonner la robe."")",1.09,Substitution
171,"('#jason', ""La peur que j'ai d'un sceptre..."")",,1.0,Insertion
172,"('#medee', ""Ah ! Coeur rempli de feinte, Tu masques tes désirs d'un faux titre de crainte : Un sceptre est l'objet seul qui fait ton nouveau choix."")","('#medee', ""Dieu du Cocyte et des royaumes sombres, Roi des pâles ombres, Sois attentif à mes enchantements.  Pour m'assurer qu'Hécate m'est propice, Que l'Averne frémisse, Et fasse tout trembler par ses mugissements. L'Enfer m'a répondu, ma victoire est certaine. Naissez, Monstres, naissez, tous mes charmes sont faits.  Du funeste poison, par une mort soudaine, Faites-moi voir les sûrs effets. On entend un bruit souterrain."")",0.54,Substitution
173,"('#jason', ""Veux-tu que je m'expose aux haines de deux rois, Et que mon imprudence attire sur nos têtes, D'un et d'autre côté, de nouvelles tempêtes ?"")","('#le-choeur', 'Naissez, Monstres, naissez, tous les charmes sont faits. Du funeste poison, par une mort soudaine, Faites-nous voir les sûrs effets.  Tout répond à notre envie, Les Monstres perdent la vie. Pendant ce choeur les Monstres naissent, et après que les démons ont répandu du poison de la chaudière sur eux, ils languissent et meurent. Médée prend du poison dans la chaudière, et le répand sur la robe.')",0.81,Substitution
174,,"('#le-choeur', ""Non, non, les plus heureux amants, Après une longue espérance, N'ont des plaisirs qu'en apparence.  En voulez-vous de charmants ? Cherchez-les dans la vengeance."")",1.0,Deletion
175,"('#medee', ""Fuis-les, fuis-les tous deux ; suis Médée à ton tour, Et garde au moins ta foi, si tu n'as plus d'amour."")","('#medee', ""Vous avez servi mon courroux ; C'est assez retirez-vous. Médée emporte la robe et les démons disparaissent."")",0.67,Substitution
176,"('#jason', ""Il est aisé de fuir ; mais il n'est pas facile Contre deux rois aigris de trouver un asile. Qui leur résistera, s'ils viennent à s'unir ?"")","('#cleone', ""Jamais on ne la vit si belle,  Cette robe superbe augmente ses appas ; Et dans l'éclat qu'elle répand sur elle, Il faut être sans yeux pour ne l'admirer pas."")",1.49,Substitution
177,,"('#jason', ""À peine dans ses mains cette robe est remise, Et déjà la Princesse a voulu s'en parer ! "")",1.0,Deletion
178,,"('#cleone', ""L'agrément qu'elle en sait tirer Vous causera de la surprise. Elle paraît. Voyez quel air de Majesté Anime et soutient sa beauté."")",1.0,Deletion
179,,"('#jason', ""Ah ! Que d'attraits, que de grâces nouvelles ?  À voir ce vif éclat que mes yeux sont contents ! Des fleurs que produit le printemps Les couleurs ne sont point si belles. Ah ! Que d'attraits, que de grâces nouvelles ?"")",1.0,Deletion
180,"('#medee', ""Qui me résistera, si je te veux punir, Déloyal ? Auprès d'eux crains-tu si peu Médée ? Que toute leur puissance, en armes débordée, Dispute contre moi ton coeur qu'ils m'ont surpris, Et ne sois du combat que le juge et le prix ! Joins-leur, si tu le veux, mon père et la Scythie : En moi seule ils n'auront que trop forte partie. Bornes-tu mon pouvoir à celui des humains ? Contre eux, quand il me plaît, j'arme leurs propres mains ; Tu le sais, tu l'as vu, quand ces fils de la Terre Par leurs coups mutuels terminèrent leur guerre. Misérable ! Je puis adoucir des taureaux ; La flamme m'obéit, et je commande aux eaux ; L'enfer tremble, et les cieux, sitôt que je les nomme : Et je ne puis toucher les volontés d'un homme ! Je t'aime encore, Jason, malgré ta lâcheté ; Je ne m'offense plus de ta légèreté : Je sens à tes regards décroître ma colère ; De moment en moment ma fureur se modère ; Et je cours sans regret à mon bannissement, Puisque j'en vois sortir ton établissement. Je n'ai plus qu'une grâce à demander ensuite : Souffre que mes enfants accompagnent ma fuite ; Que je t'admire encore en chacun de leurs traits, Que je t'aime et te baise en ces petits portraits ; Et que leur cher objet, entretenant ma flamme, Te présente à mes yeux aussi bien qu'à mon âme."")","('#creuse', ""Si j'ai quelques appas assez vifs pour toucher,  S'ils brillent plus qu'à l'ordinaire ; Cet avantage ne m'est cher, Que par la gloire de vous plaire."")",0.61,Substitution
181,"('#jason', ""Ah ! Reprends ta colère, elle a moins de rigueur. M'enlever mes enfants, c'est m'arracher le coeur ; Et Jupiter tout prêt à m'écraser du foudre, Mon trépas à la main, ne pourrait m'y résoudre. C'est pour eux que je change ; et la Parque, sans eux, Seule de notre hymen pourrait rompre les noeuds."")","('#jason', ""Quels feux nouveaux dans mon coeur Cette assurance fait naître ?  N'ont-ils point assez d'ardeur ? Pourquoi chercher à l'accroître ?"")",1.38,Substitution
182,"('#medee', ""Cet amour paternel, qui te fournit d'excuses, Me fait souffrir aussi que tu me les refuses : Je ne t'en presse plus, et, prête à me bannir, Je ne veux plus de toi qu'un léger souvenir."")","('#creuse', ""Si cette ardeur peut s'augmenter, Croyez-vous qu'en vouloir borner la violence, Ce ne soit pas une offense  Capable de m'irriter ? D'un amour qui se ménage  Les coeurs tendres sont blessez. Malgré les voeux empressez Qui m'assurent votre hommage,  Pouvant m'aimer davantage, Vous ne m'aimez pas assez."")",0.34,Substitution
183,"('#jason', ""Ton amour vertueux fait ma plus grande gloire : Ce serait me trahir qu'en perdre la mémoire ; Et le mien envers toi, qui demeure éternel, T'en laisse en cet adieu le serment solennel. Puissent briser mon chef les traits les plus sévères Que lancent des grands dieux les plus âpres colères ; Qu'ils s'unissent ensemble afin de me punir, Si je ne perds la vie avant ton souvenir !"")","('#jason', ""Non, jamais tant d'ardeur, jamais flamme si belle N'embrasa le coeur d'un amant."")",0.73,Substitution
184,"('#medee', ""J'y donnerai bon ordre : il est en ta puissance D'oublier mon amour, mais non pas ma vengeance ; Je la saurai graver en tes esprits glacés Par des coups trop profonds pour en être effacés. Il aime ses enfants, ce courage inflexible : Son faible est découvert ; par eux il est sensible ; Par eux mon bras, armé d'une juste rigueur, Va trouver des chemins à lui percer le coeur."")","('#creuse', ""C'est peu d'y voir un sort charmant,  Cette ardeur doit être éternelle."")",0.74,Substitution
185,"('#nerine', ""Madame, épargnez-les, épargnez vos entrailles ; N'avancez point par là vos propres funérailles : Contre un sang innocent pourquoi vous irriter, Si Créuse en vos lacs se vient précipiter ? Elle-même s'y jette, et Jason vous la livre."")","('#jason', ""Ah ! j'en fais ici le serment. Puisse l'amour dans sa juste colère Exercer contre moi sa plus grande rigueur, Si jamais il trouve mon coeur  Détaché du soin de vous plaire."")",0.96,Substitution
186,"('#medee', 'Tu flattes mes désirs.')","('#jason', ""Puisse l'Amour dans sa juste colère Exercer contre moi sa plus grande rigueur, Si jamais il trouve mon coeur Détaché du soin de vous plaire. "")",0.76,Substitution
187,"('#nerine', ""Que je cesse de vivre, Si ce que je vous dis n'est pure vérité !"")","('#creuse', ""Je finis à regret un entretien si doux, Mais le Prince d'Argos s'avance ; Et son importune présence Me force à m'éloigner de vous."")",1.41,Substitution
188,"('#medee', ""Ah ! Ne me tiens donc plus l'âme en perplexité !"")","('#oronte', ""Sitôt que je parais, la Princesse vous quitte ;  Mon amour s'en doit alarmer."")",1.14,Substitution
189,"('#nerine', ""Madame, il faut garder que quelqu'un ne nous voie, Et du palais du roi découvre notre joie : Un dessein éventé succède rarement."")","('#jason', ""Cette crainte est injuste ; un éclatant mérite Peut trop sur les grands coeurs pour ne pas l'estimer."")",0.13,Substitution
190,,"('#oronte', ""Quand sur un espoir légitime On peut se flatter d'être heureux,  Pour satisfaire un coeur bien amoureux, Est-ce assez que de l'estime ?"")",1.0,Deletion
191,"('#medee', 'Rentrons donc, et mettons nos secrets sûrement.')","('#jason', 'Avec un tel secours, si vos feux sont constants, Aimez, on obtient tout du temps.')",1.38,Substitution
