diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Score
"('#madame-bertrand', ""J'en suis satisfaite ; mais je la voudrais réversible sur la tête de mon fils."")","('#madame-bertrand', ""J'en suis satisfaite ; mais je la voudrais réversible sur la tête de mon fils."")",0.9999998807907104
"('#monsieur-hardouin', 'À vous parler vrai, votre demande et le refus du ministre me semble également justes.')","('#monsieur-hardouin', 'À vous parler vrai, madame, et votre demande, et le refus du ministre me semblent également justes.')",0.9361090064048767
"('#madame-bertrand', 'Si je venais à mourir, que deviendrait mon pauvre enfant ?')","('#madame-bertrand', 'Si je venais à manquer, que deviendrait mon pauvre enfant ?')",0.8951075077056885
"('#monsieur-hardouin', 'Vous êtes jeune, vous êtes fraîche...')","('#monsieur-hardouin', 'Vous êtes jeune, vous êtes fraîche.')",0.9829519987106323
"('#madame-bertrand', ""Avec tout cela, on y est aujourd'hui ; on n'y est pas demain.  Tout ce qu'il était possible de mettre de protection à mon affaire, je l'ai inutilement employé : des princes, des ducs, des évêques, des prêtres, des archevêques, d'honnêtes femmes..."")","('#madame-bertrand', ""Avec tout cela, on ne sait qui meurt ni qui vit.  Tout ce qu'il est possible de mettre de protection à mon affaire, je l'ai inutilement employé : des princes, des ducs, des archevêques, des évêques, des prêtres, d'honnêtes femmes."")",0.8512263298034668
"('#monsieur-hardouin', 'Les autres vous auraient mieux servie.')","('#monsieur-hardouin', 'Les autres vous auraient mieux servie.')",1.0000001192092896
"('#madame-bertrand', ""Vous l'avouerai-je ?  Je ne les ai pas dédaignées."")","('#madame-bertrand', ""Vous l'avouerai-je ?  Je ne les ai pas négligées."")",0.6551010608673096
"('#monsieur-hardouin', ""C'est que tous ces gens-là ne savent pas solliciter."")","('#monsieur-hardouin', ""C'est que tous ces gens-là ne savent pas solliciter."")",0.9999998807907104
"('#madame-bertrand', 'Et vous le savez, vous ?')","('#madame-bertrand', 'Et vous le savez, vous ?')",0.9999997615814209
"('#monsieur-hardouin', ""Très bien.  Il y a des principes à tout.  Il faut d'abord s'intéresser fortement à la chose."")","('#monsieur-hardouin', ""Très bien ; il y a des principes à tout.  Il faut d'abord s'intéresser fortement à la chose."")",0.980210542678833
"('#madame-bertrand', 'Et vous prendriez cet intérêt à la mienne ?')","('#madame-bertrand', 'Et vous prendrez cet int""rêt à la mienne ?')",0.8002541065216064
"('#monsieur-hardouin', 'Pourquoi pas, madame ?  Rien ne me semble plus aisé.  Ils ont des âmes de bronze ; il faut savoir amollir ces âmes-là.')","('#monsieur-hardouin', 'Pourquoi pas, madame ?  Rien ne me semble plus aisé.  Ils ont des âmes de bronze, il faut savoir amollir ces âmes-là.')",0.9940118789672852
"('#madame-bertrand', 'Et ce talent, qui est-ce qui le possède ?')","('#madame-bertrand', 'Et ce talent-là, qui est-ce qui le possède?')",0.9403604865074158
"('#monsieur-hardouin', ""C'est vous, madame."")","('#monsieur-hardouin', ""C'est vous, madame."")",0.9999998807907104
"('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",0.9999999403953552
"('#monsieur-hardouin', ""C'est moi... Il se promène. Il rêve."")","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#madame-bertrand', 'Oserais-je vous demander ce qui vous distrait ?')","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#monsieur-hardouin', 'Le succès de votre affaire.')","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#madame-bertrand', 'Que vous êtes bon !')","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#monsieur-hardouin', 'Le point important ; le grand point ; le point essentiel...')","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#madame-bertrand', ""Quel est-il ?...  (Que va-t-il me dire.  Ressemblerait-il aux autres, et m'en aurait-on imposé ?)"")","('#madame-bertrand', ""Qui est-ce qui se soucie de l'employer pour autrui ?"")",1.0
"('#monsieur-hardouin', ""C'est...  C'est de se rendre personnellement la grâce qu'on sollicite.  Oui, personnelle.  On est à peine écouté, même de son ami, quand on ne parle pas pour soi."")","('#monsieur-hardouin', ""C'est moi ; mais ce n'est pas tout : et ce dernier point est le grand point, le point essentiel ; le point sans lequel point de succès : c'est de se rendre personnelle la grâce qu'on demande : on est à peine écouté, même de son ami, quand on ne parle pas pour soi."")",0.7835346460342407
"('#madame-bertrand', 'Celui de qui mon affaire dépend est le votre ?')","('#madame-bertrand', 'Et celui de qui mon affaire dépend est le vôtre.')",0.8451473116874695
"('#monsieur-hardouin', ""Hé, vous avez raison.  C'est Poultier ; et j'oserais presque répondre de toute sa bienveillance."")","('#monsieur-hardouin', ""Eh !  Vous avez raison ; c'est Poultier ; et j'oserais presque vous répondre du succès."")",0.7990400195121765
"('#madame-bertrand', 'Vous auriez la bonté de lui parler ?')","('#madame-bertrand', 'Vous aurez la bonté de lui parler ?')",0.9436761140823364
"('#monsieur-hardouin', 'Assurément.')","('#monsieur-hardouin', 'Assurément.')",1.0000003576278687
"('#madame-bertrand', ""Dieu soit loué ; on m'a dit vrai, lorsqu'on m'assurait que vous étiez l'ami de tous les malheureux."")","('#madame-bertrand', ""Dieu soit loué !  On ne m'a point trompée, lorsqu'on m'a dit que je trouverais en vous l'ami de tous les malheureux."")",0.7893902659416199
"('#monsieur-hardouin', ""C'est aujourd'hui ou dans quelques jours la fête de la maîtresse de la maison.  Il est ami du mari.  Il est à Paris, et il n'y aurait que les plus grandes affaires qui pussent l'empêcher de venir ici."")","('#monsieur-hardouin', ""C'est aujourd'hui, ou dans quelques jours, la fête de la maîtresse de la maison.  Il est à Paris, il est l'ami du mari ; et il faudrait qu'il est de grandes affaires, s'il ne venait pas."")",0.9160566329956055
"('#madame-bertrand', 'Et vous intercéderiez pour moi ?  Et vous rendriez mon affaire personnelle ?')","('#madame-bertrand', 'Et vous lui parlerez ?  Et vous vous rendrez mon affaire personnelle ?')",0.7139138579368591
"('#monsieur-hardouin', ""Je ne m'en charge qu'à cette condition ; ayez pour agréable de vous rappeler que je vous en ai prévenue et que vous y avez consenti...  Ne m'avez-vous pas dit, madame, que vous aviez un enfant ?"")","('#monsieur-hardouin', ""Je ne m'en charge qu'à cette condition.  Ne m'avez-vous pas dit que vous aviez un enfant ?"")",0.8010272979736328
"('#madame-bertrand', ""C'est le premier et le seul."")","('#madame-bertrand', ""C'est le premier et le seul."")",1.000000238418579
"('#monsieur-hardouin', 'Quel âge a-t-il ?')","('#monsieur-hardouin', 'Quel âge a-t-il ?')",1.0
"('#madame-bertrand', 'Environ six ans.')","('#madame-bertrand', 'Environ six ans.')",1.000000238418579
"('#monsieur-hardouin', ""Il n'en peut guère avoir davantage."")","('#monsieur-hardouin', ""Il n'en peut guère avoir davantage."")",1.0
"('#madame-bertrand', ""On aurait pu le croire, il y a six mois, mais depuis ce temps j'ai tant pleuré, tant fatigué, tant souffert.  Je suis si changée."")","('#madame-bertrand', ""On aurait pu le croire il y a six mois ; mais depuis ce temps, j'ai tant pleuré, tant fatigué, tant souffert ; je suis si changée..."")",0.9693599939346313
"('#monsieur-hardouin', ""Il n'y paraît pas."")","('#monsieur-hardouin', ""Il n'y paraît pas."")",0.9999998807907104
"('#madame-bertrand', 'Il revenait de la Chine.  La Chine ne me sort plus de la tête.')","('#madame-bertrand', 'Il revenait de la Chine...  La Chine ne me sort plus de la tête.')",0.9897580146789551
"('#monsieur-hardouin', ""Nous l'en chasserons."")","('#monsieur-hardouin', ""Nous l'en chasserons."")",1.0000001192092896
"('#madame-bertrand', 'Je puis compter sur vous ?')","('#madame-bertrand', 'Je puis compter sur vous ?')",0.9999999403953552
"('#monsieur-hardouin', ""Vous le pouvez ; mais pensez-y bien ; c'est à la condition que je vous ai dite, sans quoi je ne réponds de rien."")","('#monsieur-hardouin', ""Vous le pouvez ; mais, songez-y bien, c'est à la condition que je vous ai dite, sans quoi je ne réponds de rien."")",0.9622547030448914
"('#madame-bertrand', ""Vous êtes un galant homme ; il n'y a là-dessus qu'une voix.  Faites, dites tout ce qu'il vous plaira..."")","('#madame-bertrand', ""Vous êtes un homme de bien; il n'y a là-dessus qu'une voix.  Faites, dites tout ce qui vous plaira ; je vous donne carte blanche."")",0.817496657371521
"('#monsieur-hardouin', 'Et puis faites une pièce, au milieu de tout cela ?...  Mille pardons, cher des Renardeaux, de vous avoir fait attendre.')","('#monsieur-hardouin', 'Et puis faites une pièce au milieu de tout cela !...  Mille pardons, cher Renardeau, de vous avoir fait attendre.')",0.9208177328109741
"('#monsieur-des-renardeaux', 'Je vous le pardonne ; car elle est, ma foi, charmante.')","('#monsieur-renardeau', 'Je vous le pardonne, car elle est, ma foi, charmante.')",0.9795006513595581
"('#monsieur-hardouin', 'Vous avez encore des yeux.')","('#monsieur-hardouin', 'Vous avez encore des yeux.')",0.9999998807907104
"('#monsieur-des-renardeaux', ""C'est tout ce qui me reste.  Me voilà, à vos ordres ; hé bien, de quoi s'agit-il ?"")","('#monsieur-renardeau', ""C'est tout ce qui me reste.  Hé bien, de quoi s'agit-il ?"")",0.5656871795654297
"('#monsieur-hardouin', 'Je ne sais comment je puis rire ; car je suis profondément désolé.')","('#monsieur-hardouin', 'Je ne sais comment je puis rire, car je suis profondément désolé.')",0.988632082939148
"('#monsieur-des-renardeaux', 'Votre pièce est tombée.')","('#monsieur-renardeau', 'Votre pièce est tombée ?')",0.8368589282035828
"('#monsieur-hardouin', ""C'est bien pis."")","('#monsieur-hardouin', ""C'est bien pis."")",0.9999999403953552
"('#monsieur-des-renardeaux', 'Comment, diable ?')","('#monsieur-renardeau', 'Comment, diable !')",0.7648074626922607
"('#monsieur-hardouin', ""J'avais une soeur que j'aimais à la folie, un peu dévote ; mais à cela près, la meilleure créature, la meilleure soeur qu'il y eût au monde.  Je l'ai perdue."")","('#monsieur-hardouin', ""J'avais une soeur que j'aimais à la folie ; un peu dévote ; mais, à cela près, la meilleure créature, la meilleure soeur qu'il y eût au monde : je l'ai perdue."")",0.9918785095214844
"('#monsieur-des-renardeaux', ""Et l'on vous dispute sa succession ?"")","('#monsieur-renardeau', ""Et l'on vous dispute sa succession."")",0.9578951597213745
"('#monsieur-hardouin', ""C'est bien pis."")","('#monsieur-hardouin', ""C'est bien pis."")",0.9999999403953552
"('#monsieur-des-renardeaux', 'Comment, diable !')","('#monsieur-renardeau', 'Comment, diable !')",1.0000001192092896
"('#monsieur-hardouin', 'On en a disposé sans mon aveu.  Elle vivait avec une amie.  Celle-ci accoutumée au rôle de maîtresse de la maison, a tout pris, tout donné, tout vendu, lits, glaces, linge, vaisselle, meubles, batterie de cuisine, argenterie, et il ne me reste de mobilier non plus que vous en voyez sur ma main.')","('#monsieur-hardouin', 'On en a disposé sans mon aveu.  Elle vivait avec une amie : celle-ci, accoutumée à jouer la maîtresse dans la maison, a tout donné, tout pris, tout vendu, lits, glaces, linge, vaisselle, meubles, batterie de cuisine ; et il ne me reste de mobilier non plus que vous en voyez sur ma main.')",0.9715816378593445
"('#monsieur-des-renardeaux', 'Cela était-il considérable.')","('#monsieur-renardeau', 'Cela était-il considérable ?')",0.827263593673706
"('#monsieur-hardouin', ""Assez.  Je ne sais quel parti prendre.  Perdre une bonne partie de son bien, surtout quand on n'est pas mieux dans ses affaires que moi, cela me paraît dur.  Attaquer l'ancienne amie d'une soeur, cela me semble indécent.  Que me conseillez-vous ?"")","('#monsieur-hardouin', ""Assez.  Je ne sais quel parti prendre.  Perdre son bien, surtout quand on n'est pas mieux dans ses affaires que moi, cela me paraît dur.  Attaquer l'ancienne amie d'une soeur, cela me semble indécent.  Que me conseillez-vous ?"")",0.9824153184890747
"('#monsieur-des-renardeaux', 'Ce que je vous conseille ?  De rester en repos.')","('#monsieur-renardeau', 'Ce que je vous conseille ?  De demeurer en repos.')",0.9806081056594849
"('#monsieur-hardouin', ""C'est bientôt dit."")","('#monsieur-hardouin', ""C'est bientôt dit."")",1.0000004768371582
"('#monsieur-des-renardeaux', ""Demeurez en repos, vous dis-je.  Savez-vous ce que c'est que votre affaire ?  La même que celle que j'ai avec votre vieille amie, Madame Servin ; qui dure depuis dix ans ; qui en durera dix autres ; pour laquelle j'ai fait cinquante voyages à Paris ; qui m'y rappellera cinquante fois encore ; qui me coûte en faux frais à peu près deux cents louis ; qui m'en coûtera plus de deux cents autres ; et qui, grâces aux puissantes protections de la dame, ou ne sera jamais jugée, ou dont après la sentence, si j'en obtiens une, je ne tirerai pas le quart de mes déboursés."")","('#monsieur-renardeau', ""Demeurez en repos, vous dis-je.  Savez-vous ce que c'est que votre affaire ?  Précisément la même que j'ai avec votre vieille amie, madame Servin, qui dure depuis dix ans ; qui en durera dix autres ; pour laquelle j'ai fait cinquante voyages à Paris ; qui m'y rappellera cinquante fois encore ; qui me coûte en faux-frais à peu près deux cents louis, qui m'en coûtera plus de deux cents autres ; et qui, grâce aux puissants protecteurs de la dame, ne sera peut-être jamais jugée ; ou dont, après la sentence, si j'en obtiens une, je ne tirerai que le quart de mes déboursés.  Entendez-vous ?"")",0.9733941555023193
"('#monsieur-hardouin', 'Ainsi vous ne voulez pas absolument que je plaide.')","('#monsieur-hardouin', 'Ainsi, vous ne voulez pas absolument que je plaide ?')",0.9267682433128357
"('#monsieur-des-renardeaux', ""Non, de par tous les diables qui emportent et votre ami, Madame Servin, et l'amie de votre soeur."")","('#monsieur-renardeau', ""Non, de par tous les diables qui emportent et votre amie madame Servin, et l'amie de votre soeur !"")",0.9748932719230652
"('#monsieur-hardouin', ""Si c'était à recommencer, vous ne plaideriez donc pas ?"")","('#monsieur-hardouin', ""Si c'était à recommencer, vous ne plaideriez donc pas ?"")",1.0
"('#monsieur-des-renardeaux', 'Non...  À quoi pensez-vous.')","('#monsieur-renardeau', 'Non... à quoi rêvez-vous ?')",0.5638430118560791
"('#monsieur-hardouin', ""À vous obliger, si je puis.  Je n'aime pas à demeurer en reste avec mes amis.  Il me vient une idée..."")","('#monsieur-renardeau', 'Non... à quoi rêvez-vous ?')",1.0
"('#monsieur-des-renardeaux', 'Quelle ?')","('#monsieur-renardeau', 'Non... à quoi rêvez-vous ?')",1.0
"('#monsieur-hardouin', ""Mais en retour du service que vous me rendez, en me dissuadant d'entamer une mauvaise affaire ; car je n'y pense plus ; si par hasard je finissais la vôtre ?  Savez-vous que cela ne me seroit pas du tout impossible."")","('#monsieur-hardouin', ""Il me vient une bonne idée.  Si par reconnaissance du service que vous me rendez, en me dissuadant d'entamer une mauvaise affaire, je finissais la vôtre ?  Savez-vous que cela ne me serait point du tout impossible ?"")",0.9108326435089111
"('#monsieur-des-renardeaux', ""J'y consens ; j'y consens de tout mon coeur ; et s'il ne vous fallait qu'une procuration en bonne forme, procuration par laquelle je vous autoriserais à terminer ; procuration par laquelle je m'engagerais à ratifier, sans exception, tout ce qu'il vous aurait plu d'arbitrer ; faites-moi donner encre, plume, papier ; et je la dresse, et je la signe."")","('#monsieur-renardeau', ""J'y consens de tout mon coeur ; et, s'il ne vous fallait qu'une procuration en bonne forme, par laquelle je vous autoriserais à terminer, et m'engagerais à ratifier, sans exception, tout ce qu'il vous aurait plu d'arbitrer, faites-moi donner de l'encre et du papier, je la dresse et la signe."")",0.9785423278808594
"('#monsieur-hardouin', ""Voilà sur cette table tout ce qu'il vous faut... Mon cher des Renardeaux, bride en main.  Je ferai de mon mieux, vous n'en doutez pas ; mais à tout événement, point de reproches. L'arrêtant."")","('#monsieur-hardouin', ""Voilà sur cette table ce qu'il vous faut Mon cher Renardeau, bride en main.  Je ferai de mon mieux : vous n'en doutez pas ; mais, à tout événement, point de reproches."")",0.9130421876907349
"('#monsieur-des-renardeaux', ""N'en craignez point."")","('#monsieur-renardeau', ""N'en craignez point."")",1.000000238418579
"('#monsieur-hardouin', ""Que sait-on ? Ah, ah, ah, si l'avocat bas-normand savait que j'ai là, dans ma poche, la procuration de la dame ?...  Voilà qui est fort bien ; mais la pièce que j'ai promise...  Allons, il faut suivre sa destinée, et la mienne est de promettre ce que je ne ferai point ; et de temps en temps de faire ce que je n'aurai pas promis. Tandis que des Renardeaux écrit."")","('#monsieur-hardouin', ""Ah ! Ah ! Ah !  Si l'avocat bas-normand savait que j'ai là, dans ma poche, la procuration de la dame !...  Voilà qui est fort bien...  Mais la pièce que j'ai promise !...  Allons, il faut se résigner à son sort ; et le mien est de promettre ce que je ne ferai point, et de faire ce que je n'aurai pas promis."")",0.8992537260055542
"('#monsieur-des-renardeaux', 'La voilà.  Je soussigné, Issachar des Renardeaux...')","('#monsieur-renardeau', 'La voilà : Je soussigné, Issachar des Renardeaux...')",0.9907760620117188
"('#monsieur-hardouin', 'Je ne doute point que cela ne soit à merveilles...')","('#monsieur-hardouin', 'Je ne doute point que cela ne soit à merveille.')",0.9015487432479858
"('#monsieur-des-renardeaux', 'Mais encore faut-il prendre lecture du titre en conséquence duquel on doit opérer.  Cela est dans la règle.  Je soussigné, Issachar...')","('#monsieur-renardeau', 'Mais encore faut-il prendre lecture du titre en conséquence duquel on doit opérer.  Cela est dans la règle.')",0.8363662958145142
"('#monsieur-hardouin', ""Est-ce que j'ai jamais suivi de règles."")","('#monsieur-hardouin', ""Est-ce que j'ai jamais suivi de règles ?"")",0.8976345062255859
"('#monsieur-des-renardeaux', ""Vous n'en avez pas été plus sage.  La règle, mon ami ; la règle, c'est la reine du monde.  Au reste, que j'obtienne seulement le remboursement de mes frais qu'elle fera régler, avec de quoi meubler décemment ce petit corps de logis qui donne sur la rivière et sur la forêt ; qui doit vous inspirer les plus beaux vers du monde ; que, depuis dix ans, vous devez venir occuper et que vous n'occuperez jamais ; et je tiens quitte de tout Madame Servin, voyez, pour moi, pour ma femme, pour mes enfants, et leurs ayant causes, et leurs ayant causes.  À propos, j'ai vu dans sa cour une chaise à porteur, le seul effet mobilier qui reste de feu Madame Desforges ma parente qui cessa de marcher longtemps avant que de mourir ; stipulez en sus la chaise à porteur.  Ma femme commence à manquer par les jambes, et ce serait un cadeau à lui faire.  N'oubliez pas la chaise à porteur."")","('#monsieur-renardeau', ""Vous n'en avez pas été plus sage.  La règle, mon ami, la règle.  Au reste, que j'obtienne seulement de quoi faire meubler décemment ce petit corps de logis qui donne sur la rivière et sur la forêt, qui doit vous inspirer les plus beaux vers du monde ; que vous devez, depuis dix ans, venir occuper, et que vous n'occuperez jamais ; et je tiens quitte de tout madame Servin, pour moi, pour ma femme, pour mes enfants, et leurs ayants cause.  À propos, j'ai vu dans sa cour une chaise à porteurs, le seul effet mobilier qui reste de feu madame Desforges, ma parente, qui a cessé de marcher, longtemps avant que de mourir.  Stipulez, en sus, la chaise à porteurs.  Ma femme commence à pécher par les jambes, et ce serait un cadeau à lui faire.  N'oubliez pas la chaise à porteurs."")",0.9377584457397461
"('#monsieur-hardouin', ""Je n'oublierai pas."")","('#monsieur-hardouin', ""J'y penserai."")",0.42195525765419006
"('#monsieur-des-renardeaux', 'Vous êtes distrait.')","('#monsieur-renardeau', 'Vous êtes distrait.')",1.0000001192092896
"('#monsieur-hardouin', ""Mon ami, je suis excédé de ce maudit pays-ci.  La vie s'y évapore.  On n'y fait quoi que ce soit de bien ; et je suis résolu d'aller vivre et mourir à Gisors."")","('#monsieur-hardouin', ""Mon ami, je suis excédé de ce maudit pays-ci.  La vie s'y évapore.  On n'y fait quoi que ce soit ; et je suis résolu d'aller vivre et mourir à Gisors."")",0.9910989999771118
"('#monsieur-des-renardeaux', 'Vous viendrez vivre à Gisors ?')","('#monsieur-renardeau', 'Vous viendrez vivre à Gisors ?')",1.0000001192092896
"('#monsieur-hardouin', ""À Gisors.  C'est là que la gloire, le repos et le bonheur m'attendent."")","('#monsieur-hardouin', ""À Gisors ; c'est là que la gloire, le repos et le bonheur m'attendent."")",0.9928839206695557
"('#monsieur-des-renardeaux', 'Vous viendrez mourir à Gisors ?')","('#monsieur-renardeau', 'Vous viendrez mourir à Gisors ?')",1.0000001192092896
"('#monsieur-hardouin', 'À Gisors.')","('#monsieur-hardouin', 'À Gisors.')",0.9999999403953552
"('#monsieur-des-renardeaux', ""Et moi je vous dis que les têtes comme la vôtre ne savent jamais ce qu'elles feront ; et que vous irez vivre et mourir où il plaira à votre mauvais génie de vous mener.  Ne faites point de projets."")","('#monsieur-renardeau', ""Et moi je vous dis que les têtes comme la vôtre ne savent jamais ce qu'elles feront ; et que vous irez vivre et mourir où il plaira à votre mauvais génie de vous mener : ne faites point de projets."")",0.9963446855545044
"('#monsieur-hardouin', ""Ma foi, j'en ai tant fait qui se sont évanouis, que ce serait le mieux ; mais on fait des projets ; comme on se remue sur sa chaise, quand on est mal assis."")","('#monsieur-hardouin', ""Ma foi, j'en ai tant fait qui n'ont point eu lieu, que ce serait le plus sage : mais on fait des projets comme on se remue sur sa chaise, quand on est mal assis."")",0.8533961772918701
"('#monsieur-des-renardeaux', 'Et la dame, quand la verrez-vous ?')","('#monsieur-renardeau', 'Quand verrez-vous la dame ?')",0.8495876789093018
"('#monsieur-hardouin', ""Aujourd'hui."")","('#monsieur-hardouin', ""Aujourd'hui."")",0.9999997615814209
"('#monsieur-des-renardeaux', ""Elle est fine ; prenez garde qu'elle n'évente notre complot."")","('#monsieur-renardeau', ""Elle est fine ; prenez garde qu'elle n'évente notre complot."")",1.0
"('#monsieur-hardouin', 'Est-ce que cela vous viendrait à sa place, à vous avocat, et avocat bas-normand ?')","('#monsieur-hardouin', 'Est-ce que cela vous viendrait à sa place, à vous avocat, et avocat bas-normand ?')",1.0000001192092896
"('#monsieur-des-renardeaux', 'Peut-être ; je suis quelque fois délié.  Et quand vous reverrai-je.')","('#monsieur-renardeau', 'Peut-être.  Je suis quelquefois délié.  Et quand vous reverrai-je ?')",0.9542388916015625
"('#monsieur-hardouin', 'Dans la journée.')","('#monsieur-hardouin', 'Dans la journée.')",1.0
"('#monsieur-des-renardeaux', 'Où ?')","('#monsieur-renardeau', 'Où ?')",1.0000001192092896
"('#monsieur-hardouin', 'Ici.  Vous habitez toujours votre grenier, rue de la Flèche ?')","('#monsieur-hardouin', 'Ici.')",0.18868164718151093
"('#monsieur-des-renardeaux', ""Toujours.  Adieu.  Ne plaidez pas, entendez-vous ; et tirez de la dame Servin le meilleur parti que vous pourrez.  J'ai trois enfants ; et elle n'a que sa fille, cette vieille folle qui est laide et méchante comme un singe malade ; et sourde en sus comme un pot.  Elle est riche et je ne le suis pas.  Adieu."")","('#monsieur-renardeau', ""Au revoir : Ne plaidez pas, entendez-vous ; et tirez de la dame le meilleur parti que vous pourrez.  J'ai trois enfants, et elle n'a que sa fille, cette vieille folle qui est laide et méchante comme un singe malade, et sourde comme un pot.  Elle est riche, et je ne le suis pas.  Adieu."")",0.9189711213111877
"('#monsieur-hardouin', 'Adieu.')","('#monsieur-hardouin', 'Adieu.')",1.0
"('#monsieur-des-renardeaux', 'Et la chaise à porteur.')","('#monsieur-renardeau', 'Et la chaise à porteurs.')",0.9384258985519409
"('#monsieur-hardouin', 'Et la chaise à porteur...  Me voilà seul enfin ; et je puis rêver.')","('#monsieur-hardouin', 'Et la chaise à porteurs.')",0.6353003978729248
