,campistron-achille,la-fontaine-daphne,Cost,Operation Type
202,"('#junon', 'Volez, portez par tout votre rage fatale, Versez dans tous les coeurs votre mortel poison, Chassez la paix de cette terre, Et faites y régner la guerre, La vengeance et la trahison. Versez dans tous les coeurs votre mortel poison. Poursuivez votre carrière, Soleil, et rendez-nous votre clarté première. Junon remonte dans son char.')","('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",0.5,Substitution
203,,"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",1.0,Deletion
204,,"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",1.0,Deletion
205,"('#briseis', ""Favorable Déesse, J'attends le succès de vos soins. La Danse des Furies a été faite par Mr. Lestang."")","('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",1.57,Substitution
206,,"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",1.0,Deletion
207,"('#junon', ""Avant la fin du jour tes yeux seront témoins  De l'effet de ma promesse."")","('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",1.25,Substitution
208,"('#briseis', ""Junon pour moi vient de se déclarer, Elle a fait, à mes yeux, éclater sa puissance, Je dois tout espérer Se sa divine assistance. Mais quel bruit harmonieux Se fait entendre dans ces lieux ! Ah ? Je vois les bergers que l'horreur de la guerre Avait chassé de cette terre, La trêve les rappelle à leur premier séjour, Et déjà leurs chansons annoncent leur retour. Que leurs chants irritent la peine Et la douleur que je sens ! Fuyons, je ne puis voir leurs plaisirs innocents, Puisqu'ils sont dûs à Polixène. On entend un bruit de haut-bois et de flûtes."")","('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",0.77,Substitution
209,"('#un-berger', 'Après tant de trouble et de larmes, Un doux repos succède à nos alarmes, Bénissons à jamais Le généreux vainqueur, qui nous donne la paix.')","('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",0.97,Substitution
210,,"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",1.0,Deletion
211,"('#un-berger #une-bergere', ""Cet heureux jour doit nous charmer, Dans ces champs mille fleurs vont renaître, Recommençons d'aimer En les voyant paraître."")","('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",1.35,Substitution
212,,"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",1.0,Deletion
213,"('#trois-bergers', 'Cherchons, avec empressement,  Ces retraites, ces lieux paisibles, Que le ciel a fait seulement Pour le plaisir des coeurs sensibles.')","('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",0.73,Substitution
214,"('#un-berger #une-bergere', ""Tristes bocages, Reprenez vos feuillages, Servez nous toujours D'asile à nos amours."")","('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",1.22,Substitution
215,"('#le-choeur', ""Tristes bocages, Reprenez vos feuillages, Servez nous toujours D'asile à nos amours."")","('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",1.36,Substitution
216,"('#un-berger #une-bergere', ""Paix adorable, Soyez toujours durable, Sans vous, hélas ! Ces lieux n'ont point d'appas."")","('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",1.18,Substitution
217,"('#le-choeur', ""Paix adorable, Soyez toujours durable, Sans vous, hélas ! Ces lieux n'ont point d'appas. Après tant de troubles et de larmes, Un doux repos succède à nos alarmes, Bénissons à jamais Le généreux vainqueur, qui nous donne la paix."")","('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",0.26,Substitution
218,"('#polixene', ""Enfin je me vois seule, et je puis sans contrainte, Faire éclater les divers mouvements Dont mon âme est atteinte, Et connaître du moins quels sont mes sentiments. Depuis l'instant fatal où l'invincible Achille A daigné, par ses soins, soulager notre ennui,  Je suis cent fois moins tranquille,  Et je songe toujours à lui. Serait-ce qu'en effet une indigne faiblesse Me préviendrait en sa faveur ? Non, non, je me souviens sans cesse Des maux que m'a causé sa funeste valeur, Et le vainqueur d'Hector, le vengeur de la Grèce Ne peut avoir aucun droit sur mon coeur. C'en est fait je triomphe, et dès ce moment même Je ne veux plus m'en souvenir. Puisse, grand Dieux, votre pouvoir suprême Me condamner et me punir ! Si jamais... Ciel ! Que fais-je ? Et quel transport m'inspire ? Malheureuse, qu'allais-je dire ? Dois-je un serment pour ne le pas tenir ? Je souffre trop dans les cruels combats. Qu'il m'en coûte pour me défendre ! Et je trouve mille appas À me rendre. Mais, puis-je avouer, sans honte,  Que l'Amour me surmonte ? N'écouterai-je plus ni raison, ni devoir ? Contre ce Dieu leur force est impuissante ? Est il un coeur s'exempte  De reconnaître son pouvoir ? Je lui cède aujourd'hui. Tous mes efforts sont vains. Je ne puis résister à l'ardeur qui m'enflamme ; Du moins, si l'Amour dispose mon âme,  C'est en faveur du plus grand des humains."")","('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",1.07,Substitution
219,"('#andromaque', ""Ah ! Ma soeur, savez-vous qu'Achille Se flatte qu'un hymen tranquille Avant la fin du jour doit vous unir tous deux ? Souffrirez-vous que ce noeud s'accomplisse ? Et pouvez-vous, sans injustice, De ce fier ennemi favoriser les voeux ? Auriez-vous oublié que sa valeur barbare D'un frère tant aimé pour jamais vous sépare ? D'un frère la terreur, et l'amour des mortels : Cette sanglante mort, cette affreuse victoire Toujours présente à ma mémoire, A condamné mes yeux à des pleurs éternels."")","('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",1.25,Substitution
220,,"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",1.0,Deletion
221,"('#polixene', 'Est-ce de moi que mon sort doit dépendre ? Priam seul en peut disposer.')","('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",0.32,Substitution
222,,"('#daphne', 'Il le faut.')",1.0,Deletion
223,"('#andromaque', ""Par ce détour croyez-vous m'abuser ? Non, non, je commence à comprendre Quels sont vos sentiments secrets, Vos yeux timides et distraits Ne me les font que trop entendre."")","('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",0.94,Substitution
224,"('#polixene', 'Que voulez-vous me dire ? Et que soupçonnez-vous ?')","('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",0.59,Substitution
225,"('#andromaque', ""Que loin de seconder ma haine, Vous verrez, sans peine, Ce funeste ennemi devenir votre époux. Vous voulez jouir de la gloire De triompher de sa fierté, C'est une agréable victoire Pour votre vanité."")","('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",0.34,Substitution
226,,"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",1.0,Deletion
227,,"('#leucippe', 'Achevez.')",1.0,Deletion
228,,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",1.0,Deletion
229,"('#polixene', ""Quand je vois ce héros digne de mon estime, Sentir pour moi l'amour le plus parfait, Est-ce un grand crime De m'en applaudir en secret ?"")","('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",0.65,Substitution
230,,"('#daphne-', ""Ne m'aimez plus."")",1.0,Deletion
231,,"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",1.0,Deletion
232,,"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",1.0,Deletion
233,"('#andromaque', ""Après un tel aveu je n'ai plus rien à craindre, C'est le dernier malheur que je puis redouter. Hélas ! Que me sert de me plaindre ? Personne ne veut m'écouter. Cher époux, dont l'illustre vie Fut si digne d'envie, Tout ton sang te trahit pour plaire à ton vainqueur, Je pleure en vain ta mort, triste effet de tes armes, Je vois mépriser mes larmes, Et par ton père, et ta soeur : Mais, leur exemple au moins ne peut rien sur mon âme, Je sens encor la même flamme, Et la même douleur. Le seul espoir dont mon coeur est flatté, C'est qu'en donnant toujours des pleurs à ta mémoire, Je rendrai ma fidélité Aussi fameuse que ta gloire."")","('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",0.0,Match
234,"('#polixene', ""Quel reproche fatal ! Je rougis de l'entendre, Il me fait souvenir des conseils de Cassandre : Elle me prédit chaque jour, Que si jamais mon coeur s'abandonne à l'amour, Ma faiblesse sera suivie D'éternelles douleurs ; Elle m'annonce enfin de si cruels malheurs, Qu'ils pourront me coûter la vie : N'importe, je ne puis changer de sentiment, Mon coeur est occupé d'un objet trop charmant. Malgré les conseils qu'on me donne, D'une plus vive ardeur je me sens enflammer, Un coeur que le péril étonne N'est pas digne d'aimer."")","('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",0.25,Substitution
235,,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",1.0,Deletion
236,"('#priam', ""Ma fille, il n'est plus temps de répandre des pleurs, Voici le jour heureux qui finit nos malheurs ; Le fier Achille rend les armes À tes charmes, Et malgré tous les grecs, jaloux de ton bonheur, Il te donne aujourd'hui son empire et son coeur."")","('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",0.15,Substitution
237,"('#arcas', ""Princesse, ce héros ne cherche qu'à vous plaire ; Vous avez en vos mains et la vie et la mort C'est à vous de régler son sort ; Il a déjà l'aveu de votre père, Mais, pour assurer son bonheur, Il veut savoir si votre coeur À ses tendres désirs Ne sera pas contraire."")","('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",0.78,Substitution
238,"('#polixene', ""C'est assez que le Roi m'ordonne d'obéir Je connais mon devoir, je ne le puis trahir."")","('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")",0.91,Substitution
239,"('#priam', ""Quel changement favorable Flatte aujourd'hui mes désirs; Aurais-je cru mon coeur encor capable De sentir quelques plaisirs ? Malgré ce changement un chagrin légitime En trouble la douceur, et s'oppose à la paix ; Mais le soin de l'État et le seul qui m'anime, Et je préfère à tout le bien de mes sujets. Vous, que votre sort intéresse Dans cet événement heureux, Peuples, montrez votre allégresse  Par les jeux les plus pompeux."")","('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")",0.07,Substitution
240,,"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')",1.0,Deletion
241,,"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")",1.0,Deletion
242,"('#un-troyen', 'Vos beaux yeux, adorable princesse, Ont détruit les desseins de la Grèce, Un seul de vos regrets a rangé sous vos lois Un héros dont le nom fait trembler tous ses rois.')","('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")",0.5,Substitution
243,"('#le-choeur', 'Vos beaux yeux, adorable princesse, Ont détruit les desseins de la Grèce, Un seul de vos regrets a rangé sous vos lois Un héros dont le nom fait trembler tous ses rois.')","('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')",0.72,Substitution
244,"('#une-troyenne', 'Que ne peuvent point vos charmes ? Tout leur est soumis, Ils arrachent les armes À nos ennemis. Que ne peuvent point vos charmes, Tout leur est soumis.')","('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")",0.82,Substitution
245,"('#le-choeur', 'Que ne peuvent point vos charmes ? Tout leur est soumis, Ils arrachent les armes À nos ennemis. Que ne peuvent point vos charmes, Tout leur est soumis.')","('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")",1.05,Substitution
246,"('#deux-troyens', ""Que l'amour est puissant sur les coeurs : Il enchaîne Sans peine, Les plus redoutables vainqueurs."")","('#leucippe', 'Mes amours sont mes dieux.')",0.66,Substitution
247,,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",1.0,Deletion
248,"('#une-troyenne', ""Qu'après une grande victoire Une guerrier est heureux S'il sait mêler aux charmes de la gloire Le doux amusement des plaisirs amoureux ?"")","('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')",1.61,Substitution
249,"('#une-autre-troyenne', 'Vous, si longtemps banni de se sacré séjour Jeux charmants, revenez dans cette auguste cour.')","('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")",0.8,Substitution
250,"('#un-troyen', ""La paix ramène ici l'abondance, Faites voir votre magnificence, Par vos chants redoublés, célébrez ce grand jour, Et de votre bonheur rendez grâce à l'amour."")","('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')",1.24,Substitution
251,"('#le-choeur', ""La paix ramène ici l'abondance, Faisons voir notre magnificence, Par nos chants redoublés, célébrons ce grand jour, Et de notre bonheur rendons grâce à l'amour."")","('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')",1.45,Substitution
252,"('#achille', ""Ah ! Que sur moi, l'Amour règne avec violence ! Que de transports puissants mon coeur est agité ! Mais j'aperçois la divine beauté Qui cause mon impatience, Son père l'a conduit, et vient sur ces autels Entendre et confirmer nos serments mutuels."")","('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")",0.33,Substitution
253,"('#achille', ""Princesse enfin le Ciel répond à mon attente,  Il assure à mon coeur les plaisirs les plus doux, Ah ! Que mon sort doit faire de jaloux ! Si l'Hymen, dont l'espoir m'enchante N'est pas un supplice pour vous. Quoi ! Ce transport ne sert qu'à vous confondre ? Craignez-vous de me répondre ? Pourquoi tourner vos yeux de toute part ? N'osez-vous sur moi seul arrêter vos regards ? Parlez, beauté charmante,  Le don de votre coeur suivra-t-il de votre foi ?"")","('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")",0.48,Substitution
254,"('#polixene', ""Hélas ! Plus je vous vois,  Et plus mon trouble s'augmente."")",,1.0,Insertion
255,"('#achille', 'Puis-je, du moins en ma faveur,  Expliquer ce profond silence ?')","('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")",0.72,Substitution
256,"('#polixene', ""Un héros tel que vous, quand il donne son coeur, N'est-il pas assuré de la reconnaissance ?"")","('#amour', ""Viens l'éprouver."")",1.17,Substitution
257,"('#achille', ""C'en est trop ; vos bontés passent mon espérance."")",,1.0,Insertion
258,"('#priam', ""Commençons à jouir en ce jour, Des plaisirs que la Paix nous ramène, Les feux de la Haine Cèdent à ceux de l'Amour."")","('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")",0.54,Substitution
259,"('#priam #achille #polixene', ""Commençons à jouir en ce jour, Des plaisirs que la Paix nous ramène, Les feux de la Haine Cèdent à ceux de l'Amour."")","('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")",0.55,Substitution
260,"('#achille', ""Peuples soumis à mes lois,  Secondez les transports de mon âme ; Joignez nos voix, Pour chanter les beautés de l'objet qui m'enflamme."")","('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")",0.24,Substitution
261,"('#priam', ""Peuples soumis à mes lois,  Jouissez d'un sort tranquille Joignez nos voix, Pour chanter les vertus et le bonheur d'Achille."")","('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')",1.8,Substitution
262,"('#le-choeur', ""Que tous ces lieux retentissent Du nom de ces heureux époux, Que l'amour et l'hymen les unissent De leurs noeuds les plus doux. La danse de ce divertissement a été faite par Monsieur Lestang."")","('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")",1.21,Substitution
263,,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",1.0,Deletion
264,"('#un-grec', ""Ah ! Que vos chaînes sont belles ! Tendres amants, que vous serez heureux, Seuls, dignes l'un de l'autre, et pleins des mêmes feux, Également charmés, également fidèles, Tendres amants, que vous serez heureux."")","('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")",1.04,Substitution
265,"('#le-choeur', 'Tendres Amants, que vous serez heureux !')","('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")",0.89,Substitution
266,"('#un-grec #deux-troyennes', ""Chacun de vous connaît le prix de ce qu'il aime Et lui consacre tous ses voeux ; Chacun de son amour fait la gloire suprême, Tendres amants, que vous serez heureux."")","('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")",1.3,Substitution
267,,"('#choeur', 'Comment faire Pour se taire ?')",1.0,Deletion
268,"('#le-choeur', 'Tendres Amants, que vous serez heureux.')","('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")",1.54,Substitution
269,"('#priam', ""Ne perdons plus de précieux moments, Allons sur les autels consacrer les serments D'une paix éternelle."")","('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')",1.38,Substitution
270,"('#achille #polixene', ""Ne perdons plus de précieux moments, Allons sur les autels consacrer les serments, D'une paix éternelle Et d'un amour tendre et fidèle."")","('#thalie', ""Soyez les premiers à rire. Les ridicules se consolent et font une entrée, dansant tous sur les mêmes pas, et gardant toutefois, autant qu'ils peuvent, leur caractère.  Mercure, monté sur Pégase, descend au sacré vallon. Il interrompt la danse des ridicules, et vient présenter trois couronnes de laurier à ces trois genres de poésie. "")",1.59,Substitution
271,"('#briseis', ""Que vois-je ? C'en est fait et mon perfide amant Épouse, en ce moment,  Sa nouvelle maîtresse. Ah ! Junon, est-ce ainsi que tu tiens ta promesse ? Est-ce ainsi que tu romps ces funestes liens ? Qui vont causer ma mort, et sauver les Troyens ? Un juste désespoir m'anime, Mon amour outragé demande une victime, Courons l'immoler ou périr ; Si mes transports jaloux me font commettre un crime, Pour l'expier, je suis prête à mourir."")","('#mercure', ""Chacun de vous doit être couronné : Recevez ces présents de la part de Daphné. Elle est maintenant déesse, Aimant le dieu de ces lieux : Poussez-en jusques aux cieux Des chants remplis d'allégresse. Mercure revole au ciel, ayant laissé Pégase sur le double mont. Quatre auteurs lyriques et autant de Muses du même genre viennent danser en témoignage de joie ; puis les ridicules se mêlent avec eux, formant de différentes figures avec des branches de laurier qu'ils portent tous, et dont ils se font des espèces de berceaux. C'est le grand ballet. "")",0.67,Substitution
272,"('#le-choeur', ""Fuyons, une mort certaine Nous n'avons plus de défenseur."")",,1.0,Insertion
273,"('#briseis', 'Où courez-vous ? Quelle terreur Loin de ces lieux vous entraîne ?')","('#une-muse-lyrique', ""Il n'est que de s'enflammer ; Laissez, laissez-vous charmer ; La raison vous y convie : Sans le dieu qui fait aimer, Que serait-ce que la vie ? Le grand ballet recommence encore."")",1.06,Substitution
274,"('#arcas', 'Achille ne vit plus !')",,1.0,Insertion
275,"('#briseis', 'Ciel ! Quel est son vainqueur ?')",,1.0,Insertion
276,"('#arcas', ""L'indigne ravisseur d'Hélène Par une trahison a terminé son sort."")",,1.0,Insertion
277,"('#briseis', ""Quoi ? Le traître Pâris est l'auteur de sa mort."")",,1.0,Insertion
278,"('#polixene', ""Dieux ! Quel horrible spectacle ! Le perfide Pâris triomphe sans obstacle ; Il jouit de son crime et ne permet pas D'embrasser mon époux, même après son trépas, D'un coup mortel j'ai vu frapper Achille, J'ai retiré le trait dont il était percé ; Hélas ! Dans les douleurs dont mon coeur est pressé Ce trait fatal peut m'être utile."")","('#autre-muse-lyrique', 'Chacun sert quelque désir ; Tout consiste à bien choisir ; Faites-vous de douces chaînes : En amour tout est plaisir, Et même jusques aux peines.')",0.67,Substitution
279,"('#briseis', ""Je vais presser nos chefs et nos soldats De venger le meurtre d'Achille. Oui, dans mon désespoir, je conduirai leur pas Sur les remparts de votre ville,  Puisse le juste Ciel se déclarer pour nous ! Et puisse aujourd'hui les Troyens périr tous."")",,1.0,Insertion
280,"('#polixene', ""Va punir les Troyens, cours hâter la vengeance D'un héros qu'on vient d'immoler : Laisse moi seule ici ; Ne viens plus me troubler Par son odieuse présence. Par ces soins éclatants, va prouver ton amour ; Poursuis Pâris, fais lui ravir le jour Au héros que tu perds l'on te fera survivre. Depuis qu'il ne vit plus, rien ne plaît à mes yeux, Une sanglante mort va finir, en ces lieux, Les horribles tourments où sa perte me livre, Ah ! N'est-il pas moins glorieux, De se venger que de le suivre ? Mais quels tristes objets viennent s'offrir à moi ? Dieux ! Quel saisissement ! Quel transport ! Quel effroi ! Ah ! Je vois mon époux sur l'infernale rive J'entends les cris de son ombre plaintive, Elle m'appelle, elle me tend les bras. Ciel ! Je vois dans ses yeux éclater sa colère ; Chère ombre, attends, je vais te satisfaire, S'il ne faut pour te plaire, Que courir au trépas. Quel sort d'un amour si tendre ! J'éprouve enfin tous les malheurs Que Cassandre cent fois, pleine de ses fureurs, Voulut en vain me faire entendre. Et toi ? Qui teint encor du sang de mon époux, A passé dans mes mains pour terminer ma vie, Funeste trait, seconde mon envie, Que ton secours sera doux, Si tu frappes mon coeur d'une atteinte mortelle, Il s'avance lui-même au devant de tes coups,  Trop heureux si tu m'es fidèle. S'en est fait le succès répond à mon attente, Je n'ai plus guère à souffrir, Je sens que je vais mourir Et c'est assez pour me rendre contente. Reçois mon sang après mes pleurs, Achille, c'est à toi que je me sacrifie... Sans toi, je déteste la vie... Oui, je le jure... Hélas... Je frissonne... Je meurs."")","('#le-choeur', ""Aimez, doctes nourrissons : S'il n'était point d'amour, serait-il des chansons ?"")",1.03,Substitution
