barante-arlequin-misanthrope,mongin-promenades-de-paris,Score
-,"('#arlequin', ""Et tais-toi donc aussi, maudit Poète ; et par grâce... Scaramouche interrompt toujours Arlequin , et le quitte en chantant sans lui répondre. Arlequin s'en va."")",0.0
-,"('#colombine', ""En vérité, Mademoiselle, il n'est pas permis à une beauté d'aussi bon acabit que vous, d'entendre si peu le manège de la promenade.  Hé !  Vous vous promenez aussi nonchalamment aux Tuileries, qu'en pleine campagne."")",0.0
-,"('#elise', 'Mais comment donc faut-il se promener ici, Colombine ?')",0.0
-,"('#colombine', ""Comme tout votre sexe, Mademoiselle.  Il faut comme toutes les belles, ne pas hasarder icI une démarche naturelle.  Êtes-vous avec moi dans la grande Allée, par exemple, il faut me parler toujours sans rien dire, pour sembler spirituelle ; rire sans sujet, pour paraître enjouée ; se redresser à tout moment, pour étaler sa gorge ; ouvrir les yeux, pour les agrandir, se mordre les lèvres pour les rougir, parler de la tête à l'un, de l'éventail à l'autre, donner une louange à celle-ci, un lardon à celle-là.  Enfin, radoucissez-vous, badinez, gesticulez, minaudez, et soutenez tout cela d'un air penché ; vous voilà à peindre aux Tuileries. Entrez en lice."")",0.0
-,"('#elise', ""Fais ces leçons-là aux coquettes, Colombine; je ne viens aux Tuileries que pour me promener, et je ne me promènerais pas avec tant d'artifice, quand bien j'y viendrais pour plaire.  Mais ce n'est pas là mon dessein, et Léandre à grand tort de s'alarmer."")",0.0
-,"('#colombine', ""Cependant, Mademoiselle, à propos de Léandre, vous ne devez rien négliger pour le convaincre que Calmar qu'il croit son rival, n'est que votre dupe.  Mais que vois-je ?"")",0.0
-,"('#elise', ""Ah !  C'est Léandre, Colombine !"")",0.0
-,"('#colombine', ""Point du tout, et c'est, je crois, Monsieur_Calmar."")",0.0
-,"('#elise', ""Quoi ?  C'est vous, Monsieur_Calmar ?"")",0.0
-,"('#calmar', ""Oui, ma belle Demoiselle, c'est moi-même, et vous voyez ce que font pour vos beaux yeux ceux qui font de la juridiction, du ressort, et de la compétence de vos charmes.  Vous voilà satisfaite, et vous ne me reprocherez plus que je sens le procès et la chicane."")",0.0
-,"('#colombine', ""En effet, Monsieur_Calmar a l'air tout à fait galant, et la physionomie toute martiale.  Ah !  De toutes les Métamorphoses, après la Pluie d'or, il n'y en a point qui touche plus les femmes que celle du plumet ; et Monsieur_Calmar sent sort le Petit-maître à pleine gorge. "")",0.0
-,"('#calmar', ""Trouves-tu, Colombine ?  Nous n'avons point si mauvaise mine, n'est-ce pas ?  Et j'ose mettre en avant, sans ostentation, contestation, contravention intervention, discussion, et homologation."")",0.0
-,"('#elise', 'Ah, Colombine !  Bouchons nos oreilles.')",0.0
-,"('#colombine', ""Tout doux, Monsieur_Calmar, nous ne sommes pas ici à l'Audience.  Vous oubliez que vous êtes un Petit-maître, et vous déshonorez votre habit."")",0.0
-,"('#calmar', ""Que veux-tu, ma pauvre Colombine ?  C'est l'amour qui me fait parler.  Mais, au reste, Mademoiselle, je vous ai préparé un concert le plus agréable du monde."")",0.0
-,"('#elise', 'À propos.  Et bien de quoi sera-t-il composé votre concert ?  Y aura-t-il des voix et des instruments ?')",0.0
-,"('#calmar', 'Vous serez dans peu éclaircie là-dessus, et je veux vous donner de surcroît le plaisir de la surprise ?')",0.0
-,"('#colombine', 'La surprise en effet sera le meilleur de la fête. Mais voilà Jeanneton la bouquetière des Tuileries.  En attendant, arrêtons-nous à elle.')",0.0
-,"('#jeanneton', 'À moi, femmes et fillettes,  Prenez mes bouquets.  Ces fleurs cachent des fleurettes,  Et ces bouquets aux poulettes  Portent souvent des poulets. Des fleurs, des bouquets, Mesdames. Elle chante.')",0.0
-,"('#colombine', 'Fort bien. Mais, Jeanneton, approche et montre-nous  Tous ces poulets, ces billets doux.  Emportes-tu beaucoup ? Montre donc, je te prie.')",0.0
-,"('#jeanneton', ""Non, ce n'est plus comme autrefois.  Je gagnais hautement ma vie  À rendre des poulets jadis en tapinois.  Mais à présent c'est fait de la galanterie.  Les billets doux n'ont plus que de faibles attraits  La belle mode en est cause ;  Et les poulets en fricassée  En amour aujourd'hui font les meilleurs poulets."")",0.0
-,"('#elise', ""Que dis-tu des Tuileries, Jeanneton ; et comment les trouves-tu aujourd'hui ?"")",0.0
-,"('#jeanneton', ""Je les trouve comme à l'ordinaire, dans une furieuse disette de beau monde masculin ; et on peut dire qu'après les diamants et l'argent, ce qu'il y a de plus rare en été à Paris, ce font les jolis hommes."")",0.0
-,"('#elise', 'On y trouve cependant encore des plumets malgré la guerre, comme tu vois. Elle lui montre Calmar.')",0.0
-,"('#jeanneton', 'Ah, ah, ah !  Que vois-je ?  Est-ce Monsieur_Calmar ?  Ah, ah, ah !')",0.0
-,"('#colombine', 'Te tairas-tu ?')",0.0
-,"('#jeanneton', 'Ah, ah , ah !  La plaisante métamorphose !  Et que Monsieur_Calmar est drôle comme cela !  Ah, ah, ah !')",0.0
-,"('#calmar', ""Qu'est-ce donc, que signifie cela ?  Jeanneton, de quoi ris-tu ?"")",0.0
-,"('#jeanneton', 'Ah, ah, ah!')",0.0
-,"('#calmar', 'Ouais !  Il semble que ce soit moi qui lui donne à rire !')",0.0
-,"('#colombine', ""Point du tout, Monsieur, c'est une fille qui rit ainsi de tout le monde.  Donnez lui seulement la pièce pour l'engager à nous montrer les poulets, et l'empêcher de rire."")",0.0
-,"('#calmar', ""Volontiers. Tiens, Jeanneton, cesse de rire, et montre-nous quelques-uns de tes poulets tendres, de ces poulets que l'on confie à ta discrétion, et que tu rends ponctuellement à leur adresse. Il tire sa bourse et donne un Louis à Jeanneton."")",0.0
-,"('#jeanneton', ""Que pour te voir je me hasarde !  Mais je veux te persuader,  Mon cher, qu'une femme qu'on garde  En donne souvent à garder.  Avec deux commodes amies,  Pour tromper mon maudit époux,  Je viens descendre aux écuries :  Ce vieux penard, ce vieux jaloux,  Croit que pour tout le jour je suis aux Tuileries,  Et pour mieux duper ce vrai sot,  Je cours, je passe et je repasse  Dedans la grande Allée, et dessus la terrasse,  Pour aller tout droit à Chaillot.  À mon bonheur aujourd'hui tout conspire,  Pourvu que mon vieux sot ne sache point cela.  Mais il n'est que son front qui pourrait l'en instruire.  Et le front d'un cocu souffre tout sans rien dire.  Un tel front jamais ne parla.  Il faut que mon amour avorte.  Cadédis ! Je suis mort, si jamais il en fut.  Oui ; je suis mort, ma Reine, ou le Diable m'emporte ;  Vos yeux ont frappé droit au but.  Je ne suis point de ces gens d'écritoire,  Qui traitent l'Amour en Roman.  Songez à me guérir, et ce tout promptement.  Car pour peu que ce Dieu me rende l'humeur noire,  Oui, pour peu que l'Amour me cause de tourment,  Aussitôt je le rend net comme un lavement. On ne saurait rien refuser à Monsieur_Calmar.  Mais, motus, surtout.  Tenez voilà toute ma boutique. Il n'est point de poule qui couve tant de poulets, comme vous voyez.  Oh ça, commençons donc par un bout, et finissons par l'autre.  Qui est celui-ci ?  Ah, je sais !  C'est un billet de la jeune Aminthe.  Vous connaissez bien cette jeune enfant, ce tendron qui a épousé ce vieux penard qui serait bien le trisaïeul de sa femme.  Voici ce qu'elle écrit à un jeune cadet. Voilà comme la jeune Aminthe traite son époux.  En voici un d'un Gascon, qui fait sa déclaration d'amour à cette jeune Marchande du Palais qui a tant la vogue maintenant.  Elle fait voir plusieurs billets. "")",0.0
-,"('#elise', 'Voilà bien le caractère Gascon !')",0.0
-,"('#jeanneton', 'En voici un Suisse.')",0.0
-,"('#colombine', 'Comment ?  Un Poulet suisse ?  Et les Suisses se mêlent-ils aussi de Galanteries ?')",0.0
-,"('#jeanneton', ""Les Suisses, à bien des Philis,  Semblent grossiers, ivrognes, impolis.  Mais combien de Français combien de nos Narcisses,  Sont encore pis que des Suisses ?  OuI, les Suisses en France sont tout galants, et la Galanterie Française sent aujourd'huI le Suisse à pleine gorge. Écoutez donc ce jargon-ci.  Il s'adresse à une femme de la moyenne vertu.  C'est à Bélise, là...  Cet atelier public, cette maîtresse banale et universelle."")",0.0
-,"('#calmar', ""Ce sont là les preuves qu'il faut faire, pour posséder un coeur quisse."")",0.0
-,"('#jeanneton', ""Quand moi ne fou foir boint ici,  Bour moi l'être tout gros de chagrin, de souci.  Fou l'être mon cher coeur, ma chère âme, mon mie ;  Fou tout mon tibertissement ;  Fou mon cour, fou mon Tuileries,  Et moi li devenir par mon foi votre amant,  Et mandir par sti femme à betite pesogne,  Si li foudrez pien fou, dans un petit moment,  Mangir un matelote en ce Bois di Poulogne ? Écoutez :"")",0.0
-,"('#elise', ""Rien n'est au monde plus divertissant"")",0.0
-,"('#jeanneton', 'Voici la réponse que la Dame a faite au dos du billet.')",0.0
-,"('#calmar', 'Répond-elle aussi en Suisse ?')",0.0
-,"('#jeanneton', ""Pour un Suisse, Monsieur, vous parlez bon François.  Je vous entends, je vous conçois ;  Mais changez, s'il vous plait, de note.  Avec ton coeur offrir la matelote,  C'est faire l'Amour en bourgeois,  Le Proverbe est commun en amour comme en guerre.  Avecque bourse vide on n'est jamais vainqueur ;  Et courez par toute la terre,  Je me donne pour rien, si vous trouvez un coeur  Qui gratis aime et s'attendrisse.  À présent sans le quart d'écu,  Fut-on un Adonis on n'est qu'un malotru.  Ainsi donc le ciel vous bénisse.  Chez moi point d'argent, point de Suisse.  Les Tuileries,  Toutes fleuries,  N'auront jamais  Ma Belle, vos attraits.  Les fleurs nouvelles  Qu'on voit chez elles,  Près de vous, Philis,  Sont gratte-culs et pissenlits.  Les Tuileries  Ne font fleuries  Qu'en certain temps ;  Et vous, Princesse.  Objet de ma tendresse,  Et vous, Princesse,  Vous êtes fleurie en tout temps.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Ils font l'amour à juste prix.  Heureux les Bourgeois de Paris !  Du beau sexe ils font tous chéris ;  Sans combattre ils chantent victoire.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Vous n' y songez pas, Monsieur_Calmar ; il faudrait qu'elle fut du pays de son amant, et elle est parisienne.  Écoutez. Voici une chanson, d'un Marquis d'Été... là, de ces héros qui préfèrent les fleurs des Tuileries à tous les lauriers du Champ de Mars.  Ce fat du bel air l'envoie à Uranie, cette belle étrangère. Que nos Prairies, etc.  Que dites-vous de cela Monsieur_Calmar ?  Tenez, tenez, à vous le dé.  Voici un couplet qu'un guerrier adresse à un de vos confrères. Hé bien, vous reconnaissez-vous là, Monsieur_Calmar ? Jeanneton chante les paroles suivantes sur un air de Thesée qui commence."")",0.0
-,"('#calmar', ""Non, ceux à qui s'adresse cette chanson ne sont point mes confrères."")",0.0
-,"('#jeanneton', 'Je vois bien que vous aimez mieux avoir un éventail pour confrère.')",0.0
-,"('#calmar', 'Un éventail pour confrère ?  Te moques-tu ?')",0.0
-,"('#jeanneton', ""Votre sort et le sien chez le sexe est le même.  Ce n'est que dans le chaud extrême  Que l'on vous voit tous deux  Des Belles éteindre les feux.  Non, ce n'est qu'en été que vous êtes d'usage ;  Et dés lors qu'à Paris l'on verra des glaçons,  L'éventail aussitôt vous tiendra ce langage.  Confrère Calmar décampons  Allons au Garde-meuble allons. Je ne me moque point, vous allez voir si l'éventail n'est pas votre confrère dans toutes les règles."")",0.0
-,"('#colombine', ""Que tu es folle, Jeanneton !  Allons faire un tour, Monsieur_Calmar, et en nous promenant, Jeanneton nous chantera le reste de ses chansons. Ils s'en vont, et Jeanneton en s'en allant reprend Les Tuileries, toutes fleuries, etc."")",0.0
-,"('#arlequin', ""Hé non, Messieurs, non, encore un coup, je ne sais point de nouvelles.  Au diantre soit des Nouvellistes !  Ces fous-là me prennent pour une Gazette.  Mais songeons à notre affaire.  Tout me favorise, tout me rit.  La musique de Calmar est ivre, la mienne est prête, et il ne me manque plus que mon maître pour jouer notre Comédie.  Il ne doit pas être loin.  Faisons en l'attendant un tour dans ce Jardin, pour remarquer le terrain.  Mais quel est ce Ridicule-ci ?"")",0.0
-,"('#pierrot', ""Hé bien, qu'est-ce, Messieurs ?  Suis-je tortu, ou bossu ?  De quoi riez-vous ?  Au diantre soient les rieurs, et la maudite engeance !  Se gausser ainsi de tout allant et venant ?"")",0.0
-,"('#arlequin', 'En effet, quelle canaille est-ce là !  Voilà bien un homme pour donner a rire !')",0.0
-,"('#pierrot', 'Voyez un peu ces badauds !  Je me baille au Diable, si je ne ferai sentir ma main au premier gausseur que je verra y rire.')",0.0
-,"('#arlequin', ""Oh ! Vous donneriez trop d'ouvrage cette main ;  Vous auriez beau frapper ;et dans ce grand jardin  L'on ne se vient voir que pour lire.  Chacun, sous ce feuillage vert,  D'un oeil malin se regarde et se lorgne.  Un magot qui voit de travers,  Vous tourne en ridicule un borgne ;  Un âne rit d'un sot ;  un cocu d'un bâtard  Chaque femme de sa compagne ;  Une laide pleine de fard,  Décrie à haute voix le rouge et blanc d'Espagne.  Enfin que dirai-je de plus ?  Chacun rit de celui du quel il fuit les traces. Ah ! Qu'un Ancien dit fort bien là-dessus ? Tout mortel porte deux besaces.  En celle qui pend devant lui sont étalés tous les défauts d'autrui :  Mais vous, enfants de la Satyre,  Quand ici devant vous vous voyez cent défauts,  Songez bien, avant que d'en rire,  Qu'autant vous en pend sur le dos."")",0.0
-,"('#pierrot', 'Ils se gaussont, parce que je Quis encore tout neuf aux Tuileries.  Mais que de braveries !  Que de biautez !  Quelle foule !')",0.0
-,"('#arlequin', ""Hé bien que dites-vous de tout ce tripotage ?  Est-ce qu'on voit cela dedans votre Village ?  Chez vous par exemple, voit-on  Ces figures extravagantes ?  Et ces Gazettes ambulantes  Par escouade, par peloton,  Perdre ou gagner victoire en Flandre, en Allemagne ?  Faire des châteaux en Espagne,  Et battre l'ennemi seulement en discours ?  Ces fols criants comme des sourds,  Par leurs dits et leurs rêveries,  Leur hurlements, et leurs sottes raisons,  Ne vous feraient-ils pas prendre les Tuileries  Pour les Petites-Maisons ?"")",0.0
-,"('#pierrot', ""En effet, des fous à ces Nouvellistes il n'y a que la main.  Mais tenez, tenez, su'est-ce que c'est que ces petits court vêtus ?"")",0.0
-,"('#arlequin', ""Ils viennent tous en fard, en mouches, en dentelles,  En Narcisses en Adonis  Voltiger de Belles en Belles,  Jeter un oeillade à Philis,  Dire une sottise à Lisette,  En tout lieu semer la fleurette,  Et faire flèche de tout bois ;  Aimer les femmes par douzaine,  Se vanter que pour eux il n'est point d'inhumaine,  Et faire ici tout à la fois  Le Marquis, le Tartuffe, enfin tout personnage,  Hors le leur, et celui de sage. Qui ?  Cette seconde espèce de femme, et qui font si bien les Damoiseaux ?"")",0.0
-,"('#pierrot', 'Oh, chez nous les petits-collets  Ne sont ma foi pas si coquets.  Mais, à ce que je vois, on est libre à Paris.  Toutes ces femmes-là, malgré leurs biaux habits,  Ne repoussons point les hommes,  Comme celles de mon pays.')",0.0
-,"('#arlequin', ""Bien au contraire, ces Iris Nous courent tous tant que nous sommes. La coiffe ici vole au chapeau.  Et tiens, remarques-tu le burlesque écriteau  Qu'on voit affiché devant elle ?  Vois-tu ces mots écrits sur bien plus d'une Belle :  Coeur à louer pour le Robin,  CoEur à louer pour la Finance,  Place de peu de résistance,  Coeur à terme à la Saint-Martin.  Et bien, Manant, voit-on cela dans ton village ? "")",0.0
-,"('#pierrot', ""Non, il n'est point chez nous de femmes de louage."")",0.0
-,"('#arlequin', ""Et vos amantes, vos bergères,  Qui ne vous perdent jamais,  N'ont point besoin de locataires :  Mais pour les nôtres, en amour  Elles font tout l'été de fort longues diètes,  Et toute Promenade est une basse-cour  Où l'on ne voit qu'un coq pour cinquante poulettes. C'est que dans ton village il n'est point de plumets ; "")",0.0
-,"('#pierrot', ""Ma foi, je plains toutes ces biautez-là.  Mais expliquez-moi, je vous prie,  Toutes ces autres que voilà.  Qu'est-ce que cela signifie ?  Comment s'appelle ce château,  Ces terrasses et ces jets d'eau ?  Ces allées surtout ? Qu'est-ce que ces allées ?"")",0.0
-,"('#arlequin', 'Voici comme vulgairement  La chose eu appelée.  Tiens, devant nous premièrement  Voilà la grande allée.')",0.0
-,"('#pierrot', 'La grande allée ?')",0.0
-,"('#arlequin', ""C'est la carrière du beau monde.  C'est là qu'avec grand appareil,  Au petit couché du Soleil,  Viennent se mettre en montre et la brune et blonde.  C'est là qu'on met à l'étalage dentelle ; étoffes, et rubans ;  C'est-là que tous les ambulants  Viennent mettre à l'encan leur taille et leur visage.  C'est là que l'on se donne un public rendez-vous ;  Que tous les beaux objets se trouvent,  Et que tous ils se désapprouvent,  Parce qu'ils se ressemblent tous.  Voilà en peu de mots ce que c'est que la grande allée.  Pour ces petites d'à_côté, l'une est l'allée de la fronde ou du contrôle."")",0.0
-,"('#pierrot', 'Ces allées où font ces bancs ?')",0.0
-,"('#arlequin', ""Oui, c'est là qu'on s'assit pour médire à son aise,  Que l'on parle du beau, du mauvais, et du bon ;  Enfin c'est là que tout se pèse,  Et qu'à chaque passant on taille le lardon."")",0.0
-,"('#pierrot', 'Et cette allée-ci si sombre et si touffue ?')",0.0
-,"('#arlequin', ""Ce qu'on dit, ce qu'on fait en semblable retraite,  Se devine assez entre nous  Mais cette allée est fort discrète ;  Et dont bien en prend aux jaloux. C'est l'allée des rendez-vous. "")",0.0
-,"('#pierrot', ""Et cette autre allée où l'on ne se promène que seul à seul ?"")",0.0
-,"('#arlequin', ""C'est le séjour de la misanthropie,  C'est là qu'un noir chagrin, que la mélancolie, Se promènent matin et soir ;  Et là bien des humains se plaisant seuls, font voir  Qu'on peut se plaire, quoi qu'on die,  En fort mauvaise compagnie."")",0.0
-,"('#pierrot', ""Mais qu'est-ce que je vois là-bas ?  Tatidié !  Quel bagage !  Qu'est-ce donc que cette allée-là ?"")",0.0
-,"('#arlequin', 'Où donc ?')",0.0
-,"('#pierrot', 'Hé, là où se promènent tous ces chevaux et ces carrosses.')",0.0
-,"('#mezzetin', ""Hé, c'est le Cours."")",0.0
-,"('#pierrot', ""Allons, faisons une descente dans ce Cours.  Je n'ai jamais vu tant de biau monde.  Allons donc."")",0.0
-,"('#arlequin', ""Tout doux ; fantassin ni piéton  Ne vont jamais en ce canton.  L'on n'étale aux Tuileries  Qu'habits, rubans, modes, et broderies ;  Ici pour briller, tout mortel  Prend un mérite personnel :  Mais au cours prés duquel nous sommes,  Là ce font les chevaux qui font valoir les hommes ;  Et parmi ces humains, et parmi ces chevaux,  Qui vont de mon côté, qui reviennent du vôtre,  On pourrait prendre l'un pour l'autre,  Sans faire de grands quiproquos.  Ces ballots par exemple et ces larges visages  Qui remplirent eux seuls de si grands équipages,  Ces gens, d'esprit comme de corps épais.  De leurs coureurs sont-ils pas les images ?  Mais, Cours, à tant de sots favorable carrière,  Parmi tous ces beaux chars, tous ces beaux étalons,  Que penses-tu de voir en carrosse à deux fonds,  Ceux que jadis tu vis derrière ?  C'est ici qu'un vrai spectre, un remède d'amour,  Est un Soleil en Carrosse à trois glaces ;  Six Chevaux bien croupés au Cours,  Entraînent après eux les cours, les ris, les grâces.  Un mérite roulant est une flèche, un dard,  Auquel il n'est point de rempart,  Et l'on ne trouve point de belle,  À qui les roues d'un beau Char,  Ne fassent tourner la cervelle.  Mais arrête, vois-tu ce petit animal,  Ce jeune Phaéton, qui pour frapper la vue,  Par une route trop battue,  Court en carrosse à l'Hôpital ?  D'autres ambitieux, qui pour fuir cet outrage,  Aux dépens de leur ventre étalent un beau train ? Vous autres bourgeois de Village,  De cette ville aimeriez-vous l'usage,  Et vous réduiriez-vous à n'avoir pas du pain,  Pour avoir un bel équipage ?  Des chevaux bien nourris courent sous ce feuillage,  Dont les maîtres meurent de faim ;  Et ces chevaux de bonne mine,  Qui font si bien aller un carrosse en ces lieux,  Font bien mal aller la cuisine.  Enfin dans ce grand Cours chacun à_qui_mieux-mieux   Vient jeter de la poudre aux yeux. Mais voici l'heure de mon concert, la nuit approche ; serviteur, Monsieur le Manant.  À nous revoir ici ce soir, au clair de Lune."")",0.0
-,"('#pierrot', ""Comment ?  Est-ce qu'on vient ici la nuit ?"")",0.0
-,"('#arlequin', ""Ce beau jardin que l'on admire  Est ordinairement, le jour,  Le théâtre de la Satyre,  Et la nuit celui de l'amour.  Dans le jour, la blonde et la brune  Y font étaler leurs attraits ;  Mais au demi clair de la Lune,  On y voit leurs charmes secrets. Sans doute ; et minuit c'est la plus belle heure des Tuileries. Arlequin chante :"")",0.0
-,"('#pierrot', ""Ah !  Je souhaite donc que la nuit vienne au grand galop.  Voilà qui est admirable, qu'on voie de si belles choses aux Tuileries quand on n'y voit goutte ! Pierrot s'en va. "")",0.0
-,"('#mezzetin', 'Que vois-je ?  Est-ce Arlequin ?')",0.0
-,"('#arlequin', ""Hé, c'est toi, mon cher Mezzetin !  Ah !  L'heureuse rencontre, et que j'ai de joie de te revoir !"")",0.0
-,"('#mezzetin', ""Comment donc ?  Tu as quitté l'Armée pour venir aux Tuileries ?"")",0.0
-,"('#arlequin', ""Oui. Faut-il que cela t'étonne ?  Hé, combien d'enfants de Bellone  À Paris, comme moi, cet été font venus  Demander becquée à Vénus ?  Ah ! Que depuis mes adieux pour l'Armée,  J'ai bien mangé, mon cher, de la vache enragée,  Et bien encouru des malheurs !  Tu me regardes bien ? J'ai perdu mes couleurs, Comme tu vois, je suis plus noir qu'à l'ordinaire.  Ce sont fruits de l'Art militaire.  Si tu me vois le teint de la poudre à canon,  Cela vient de la liaison  Qu'elle et moi tout l'été nous avons eue ensemble.  Sens aussi cet habit, sens. Et bien, que t'en semble ? "")",0.0
-,"('#mezzetin', 'Je ne sens rien.')",0.0
-,"('#arlequin', 'Comment ? Ce juste-au-corps  Ne sent pas le carnage et la mort ? Sens encor. ')",0.0
-,"('#mezzetin', 'Va, tes senteurs sont ridicules.')",0.0
-,"('#arlequin', ""Tu n'as donc point de sentiments.  Cet habit est par tout lardé de corpuscules  Anglais, Espagnols, et Flamands.  Ah ! Que dans cette boucherie,  Quoi que je fisse l'esprit fort,  Il me fallut trinquer bien des coups d'eau de vie,  Pour donner celui de la mort.  Je suis un homme franc, s'il en est sur la terre ;  Tu ne vois point de ces hâbleurs  Qui disent tous les maux qu'ils ont eus à la guerre,  Sans mettre du nombre leurs peurs.  Pour moi, je l'avouerai sans feinte,  Je n'eus de passion en Flandre que la crainte.  Ceux qui font tant sonner leur bravoure, leur nom ;  Crois-moi, les gens de cette sorte,  Ont comme moi la gueule morte,  En voyant celle du canon.  Témoin ces braves capitaines,  Qui quand la charge sonne ont recours aux neuvaines."")",0.0
-,"('#mezzetin', ""C'est à dire qu'il est des Guerriers en bravoure  Aussi fanfarons qu'en amour.  Mais la guerre, Arlequin, fait donc bien de la peine ?"")",0.0
-,"('#arlequin', ""Mon éloquence serait vaine  À te le vouloir exprimer.  Oui, l'on souffre tant à l'Armée,  Que bien des braves gens que je n'ose nommer,  Souhaitaient cet été, malgré leur renommée,  Devenir Bourgeois de Paris ;  Et de tous ces bourgeois en été si chéris  Nos guerriers convoitant la vie et les pistoles  Maint d'entre eux disait ces paroles,  Petits-Collets, robins, et douaniers,  Que votre sort est doux, qu'il est digne d'envie !  Il ne vous coûte au plus que soupirs monnayers  Pour gagner Cloris ou Sylvie ;  Mais chez nous, pour gagner ou victoire ou lauriers,  Il faut qu'il en coûte la vie.  Petits Blondins, robins, et douaniers,  Vous êtes plus heureux cent fois que nos Guerriers.  L'été n'a pour vous que des charmes,  Quand il nous faut suer sous le poids de nos armes,  Chez vous et glaces et liqueurs,  Du chaud adoucirent les peines ;  Chez nous il n'est que les frayeurs  Qui glacent le sang dans les veines.  Vous répandez vin d'Espagne et du Rhin,  Quand nous versons le sang en abondance.  Vous avez plus d'une catin,  Quand nous n'en avons pas pour notre subsistance.  Vous dormez et soirs et matins,  Quand nous sommes tous des lutins,  Nous ne voyons qu'épée, ou baïonnette nue.  Ah ! Quelle affreuse nudité,  Auprès de celles qui l'été  Aux bains s'offrent à votre vue !  Buveurs, quand vous cassez les verres et les pots,  On casse bras et jambe à nos braves héros ;  Et vous riez sur l'herbe, et vous faites ripaille,  Quand nous jurons sur ce champ de bataille.  Enfin chacun de vous content de son destin,  Avecque la brune et la blonde  Ne cherche qu'à peupler le monde,  Quand nous ne voulons que sa fin.  Qu'en dis-tu, Mezzetin ? Ce sont là nos alarmes,  En raccourci voilà nos maux.  Les plus grands pour moi sont que nous autres Héros,  Tandis que devant nous chacun met bas les armes,  Des Bourgeois qui sont nos rivaux,  Nous font porter celles des sots.  Mais à propos, parlons de toi.  Comment gouvernes-tu nos veuves ?  De la mine dont tu es, et de l'inconstance dont elles sont, pendant que nous sommes au Champ de Mars, tu dois cet été faucher copieusement dans le champ des Amours."")",0.0
-,"('#mezzetin', ""Et, j'ai aussi un régiment de maîtresses que je ne voudrais pas troquer contre celui de ton maître ; et entre autres une certaine Colombine..."")",0.0
"('#octave', 'Qui ?')","('#arlequin', 'Co...')",0.6214213371276855
"('#scaramouche', 'Colombine.')","('#mezzetin', 'Colombine.')",0.9999999403953552
