regnard-coquette,regnard-divorce,Score
-,"('#pierrot', ""Oui, monsieur ; vous me dites d'empêcher que madame n'entre dans la maison, et de lui fermer la porte au nez."")",0.0
-,"('#sotinet', ""Animal, c'est tout le contraire : je te dis de ne laisser entrer personne pour voir ma femme, et de fermer la porte au nez de tous ceux qui se présenteront."")",0.0
-,"('#pierrot', ""Eh bien !  Monsieur, n'est-ce pas ce que je dis ? Mais, à propos, vous êtes donc jaloux ?"")",0.0
-,"('#sotinet', 'Ce ne sont pas là tes affaires.')",0.0
-,"('#pierrot', ""Ah, ah, ah !  Cela est plaisant !  De quoi diable vous êtes-vous avisé de vous marier à l'âge que vous avez ?  Ne savez-vous pas bien qu'un vieux mari est comme ces arbres qui ne portent point de bons fruits, et qui ne servent que d'ombre ?"")",0.0
-,"('#sotinet', 'Impertinent, tes épaules te démangent bien.')",0.0
-,"('#pierrot', 'Il y a là-dedans un barbier.')",0.0
-,"('#sotinet', 'Fais-le entrer.')",0.0
-,"('#arlequin', ""On m'a dit, monsieur, que vous aviez besoin d'un homme de ma profession ; je viens vous offrir mes services."")",0.0
-,"('#sotinet', ""Ah !  Monsieur, je suis ravi de vous voir ; faites-moi, s'il vous plaît, la barbe, le plus promptement que vous pourrez."")",0.0
-,"('#arlequin', 'Ne vous mettez pas en peine, monsieur ; dans deux petites heures votre affaire sera faite.')",0.0
-,"('#sotinet', 'Comment, dans deux heures ! Je crois que vous vous moquez.')",0.0
-,"('#arlequin', ""Oh !  Que cela ne vous étonne pas : j'ai bien été trois mois entiers après une barbe, et tandis que je rasais d'un côté, le poil revenait de l'autre : mais présentement je suis plus habile ; vous allez voir. Il déploie ses outils, ôte son manteau, et le met au cou de Sotinet, au lieu de linge à barbe."")",0.0
-,"('#sotinet', ""Mais qu'est-ce donc que vous m'avez mis au cou ?"")",0.0
-,"('#arlequin', ""Ah !  Ma foi, je vous demande pardon : l'empressement de vous raser m'a fait prendre mon manteau pour votre linge à barbe.  Allons, toi, donne-moi le linge, vite. Mezzetin lui donne le linge."")",0.0
-,"('#sotinet', 'Qui est cet homme-là !')",0.0
-,"('#arlequin', ""C'est maître Jacques, celui qui accommode mes outils.  Venez, maître Jacques, repassez-moi ce rasoir pour faire la barbe à monsieur."")",0.0
-,"('#mezzetin', ""La bourse est de ce côté-ci ; ne la manque pas. Il s'en va."")",0.0
-,"('#sotinet', 'Voilà un plaisant homme !\n')",0.0
-,"('#arlequin', ""Allons, allons, monsieur, je n'ai point de temps à perdre.  Mettez-vous là. Il le pousse rudement dans un fauteuil, et lui\nprenant le nez, lui met des morailles."")",0.0
-,"('#sotinet', 'Hai, hai, hai !  Eh !  Que diable faites-vous là ? Me prenez-vous pour un cheval ? Il arrache les morailles, et les jette par terre.')",0.0
-,"('#arlequin', ""Point du tout, monsieur ; mais c'est qu'il y a des gens qui sont terriblement rétifs sous le fer, et avec cet instrument-là, on leur couperait la gorge, qu'ils ne diraient mot."")",0.0
-,"('#sotinet', 'Vraiment, je le crois bien.  Arlequin prend un bassin fait en forme de pot-de-chambre, et le met sous le nez de Sotinet pour le raser.')",0.0
-,"('#sotinet', ""Qu'est-ce que cela ?"")",0.0
-,"('#arlequin', ""C'est un bassin à deux mains. Arlequin le lave, en lui donnant de temps en temps des soufflets ; puis tire une grosse boule, dont il se sert pour savonnette, et après en avoir bien frotté le visage de Sotinet, il la lui laisse tomber sur un pied."")",0.0
-,"('#sotinet', ""Qu'est-ce donc que cela signifie ?  Avez-vous entrepris de m'estropier ? Il se lève."")",0.0
-,"('#arlequin', ""Que de babil !  Tenez-vous donc, si vous voulez ; croyez-vous que je n'aie que vous à raser ? Il le rase avec un rasoir d'une grandeur à faire peur."")",0.0
-,"('#sotinet', ""Allez tout doucement ; vous m'écorchez tout vif."")",0.0
-,"('#arlequin', ""C'est que vous avez le cuir si dur, que vous ébréchez tous mes rasoirs. Il prend un cuir à repasser, et l'accroche par un bout au cou de Sotinet, tenant l'autre bout de la main gauche ; et pour avoir plus de force à repasser son rasoir qu'il tient de la main droite, il lève un de ses pieds et l'appuie rudement sur l'estomac de Sotinet ; puis, tirant le bout du cuir de toute sa force, il repasse dessus son rasoir, de manière qu'il étrangle Sotinet, qui à peine peut crier."")",0.0
-,"('#sotinet', ""Miséricorde !  Je suis mort !  Au secours !  On m'étrangle ! Il se lève pour appeler du monde."")",0.0
-,"('#arlequin', ""La peste m'étouffe, si vous branlez, je vous coupe la gorge.  Quel homme êtes-vous donc ?"")",0.0
-,"('#sotinet', ""Il faut filer doux ; ce coquin-là le ferait comme il le dit : il a une mauvaise physionomie.  Dis-moi, mon ami, de quel pays es-tu ? Haut, pendant qu'Arlequin le rase."")",0.0
-,"('#arlequin', 'Limousin, monsieur, pour vous rendre service.')",0.0
-,"('#sotinet', ""Limousin !  Et y a-t-il des barbiers de ce pays-là ?  Je croyais qu'il n'y en avait que de gascons."")",0.0
-,"('#arlequin', ""Je crois aussi être le premier de mon pays qui ait embrassé le parti de la savonnette.  J'étais auparavant tailleur de pierres ; et comme on disait que j'avais beaucoup de légèreté dans la main, je crus que je serais plus propre à ce métier-ci. Et de tailleur de pierres, je me suis fait tailleur de barbes. Il lui met la main dans la poche"")",0.0
-,"('#sotinet', 'Il me semble que vous avez la main gauche bien plus légère que la droite.')",0.0
-,"('#arlequin', ""Ah !  Monsieur, vous vous moquez !  Ce sont de petits talents qu'on reçoit de la nature, et dont un honnête homme ne doit pas se glorifier."")",0.0
-,"('#sotinet', 'Avez-vous bien des pratiques ?')",0.0
-,"('#arlequin', ""Tant, que je n'y saurais suffire. C'est moi qui fais la barbe et les cheveux à tous les limousins qui viennent ici travailler, et j'ai une pension de la ville pour faire tous les quinze jours le crin au cheval de bronze. Hai !  Hai ! Il lui vole sa bourse sans qu'il s'en aperçoive, et cesse de le raser en criant : "")",0.0
-,"('#sotinet', ""Qu'avez-vous ?  Vous trouvez-vous mal ?"")",0.0
-,"('#arlequin', 'Point, point ; voilà qui est passé.  Hai !  Hai ! Il le rase, puis se met à crier : ')",0.0
-,"('#sotinet', 'Comment donc ?  Mais vous avez quelque chose ?')",0.0
-,"('#arlequin', ""Oh !  Pour le coup, je n'y puis plus tenir.  Hai !  Hai !  Hai !  Une colique épouvantable qui me prend...  Je suis à vous tout-à-l'heure.  Hai !  Hai !  Hai !  Il s'en va, et revient sur ses pas."")",0.0
-,"('#sotinet', ""Je n'ai jamais vu un pareil original...  Mais vous voilà ?  Avez-vous déjà été à la garde-robe ?"")",0.0
-,"('#arlequin', ""Point du tout, Monsieur ; cela n'en valait pas la peine : j'ai changé d'avis, et j'ai mieux aimé insulter la doublure de ma culotte que de vous faire attendre plus longtemps."")",0.0
-,"('#sotinet', ""Comment, impudent !  Je vous trouve bien hardi de vous approcher de moi en l'état où vous êtes."")",0.0
-,"('#arlequin', ""Qu'appelez-vous, monsieur, s'il vous plaît ?  Chacun ne fait-il pas de sa culotte ce qu'il lui plaît ?"")",0.0
-,"('#sotinet', 'Sortez, insolent !  Si je faisais bien, je vous ferais jeter par les fenêtres.')",0.0
-,"('#arlequin', ""Comment, mardi, par les fenêtres !  Est-ce ainsi qu'on insulte un officier public ?  Il s'approche de Sotinet, qui veut le battre, et lui fait un collier de son bassin, qu'il lui casse sur la tête, et s'enfuit."")",0.0
-,"('#sotinet', 'Arrête !  Arrête !  Arrête !')",0.0
-,"('#isabelle', ""Ah !  Colombine, quel bruit épouvantable !  Quelle rumeur !  Mais il faut qu'on ait perdu l'esprit, de faire un tintamarre semblable dans mon antichambre !  Quelle brutalité de m'éveiller à l'heure qu'il est !  Non, je ne crois pas qu'il soit encore midi ; il n'y a pas trois heures que je suis rentrée.  Je crois, Colombine, que je suis faite d'une jolie manière.  Ah !  L'horreur !  Quelle extinction de teint ! Elle se regarde dans un miroir."")",0.0
-,"('#colombine', ""Eh !  Là, là ; consolez-vous, madame ; vous avez des yeux à défrayer tout un visage.  Et de quoi vous embarrassez-vous de votre teint ?  Il ne tiendra qu'à vous de l'avoir comme il vous plaira.  Que ne me laissez-vous faire ?  Je ne veux qu'une petite couche de rouge pour réparer de trente méchantes nuits la plus obstinée."")",0.0
-,"('#isabelle', ""Ah !  Fi, Colombine, avec ton rouge !  Tu me mets au désespoir.  Crois-tu que je puisse me résoudre à donner tous les jours un habit neuf à mes appas ?  J'ai une conscience si délicate, que je me reprocherais les conquêtes qui ne se seraient pas faites de bonne guerre, et je crois que je mourrais de honte d'avoir dix années de plus que mon visage."")",0.0
-,"('#colombine', ""Bon, bon, mademoiselle, vous avez là un plaisant scrupule ; la beauté que l'on achète n'est-elle pas à soi ?  Qu'importe que vos joues portent les couleurs d'un marchand ou les vôtres, pourvu que cela vous fasse honneur ?  Pour moi, je trouve quelques femmes d'aujourd'hui d'un parfaitement bon goût ; de toute l'année elles en ont fait un carnaval perpétuel ; elles peuvent aller au bal à coup sûr, sans crainte d'être connues."")",0.0
-,"('#isabelle', ""Mon_Dieu !  Les femmes ne sont-elles pas assez déguisées sans se masquer encore ?  Et pourquoi veulent-elles peindre leur peu de sincérité jusque sur leur visage ?  Pour moi, je ne suis point de ce nombre-là ; j'aime mieux qu'on me trouve un peu moins jolie, et être un peu plus vraie."")",0.0
-,"('#colombine', ""Ho !  Par ma foi, voilà une belle délicatesse de sentiments.  Il n'y a plus que le rouge qui se met à la toilette qui marque la pudeur des femmes d'aujourd'hui ; elles ne rougiraient jamais sans cela.  Et que serait-ce donc, madame, s'il vous fallait peler avec de certaines eaux, comme la dernière maîtresse que je servais, qui changeait tous les six mois de peau."")",0.0
-,"('#isabelle', 'Bon !  Tu te moques, Colombine : est-ce que tu as vu cela ?')",0.0
-,"('#colombine', ""Si je l'ai vu ? C'étoit moi qui faisois l'opération ; elle me faisait prendre la peau de son front, que je tirais de toute ma force ; elle criait comme un beau diable, et moi je riais comme une folle ; il me semblait habiller un levraut : mais ce qui est de meilleur, c'est qu'elle portait toujours sur elle, dans une boîte, la peau de son dernier visage calcinée, et disait qu'il n'y avait rien de si bon pour les élevures et les bourgeons."")",0.0
-,"('#isabelle', ""Tu veux t'égayer, Colombine."")",0.0
-,"('#un-laquais', 'Mademoiselle, voilà un homme qui demande à vous parler.')",0.0
-,"('#isabelle', ""Qu'on le fasse entrer."")",0.0
-,"('#trotenville', ""Je crois, mademoiselle, que vous n'avez pas l'honneur de me connaître ; mais quand vous saurez que je m'appelle Monsieur De La Gavotte, sieur de Trotenville, vous devinerez aisément que je suis maître à danser."")",0.0
-,"('#isabelle', ""Votre nom, monsieur, est assez connu dans Paris ; et j'espère devenir une bonne écolière, ayant pour maître le plus habile homme du métier."")",0.0
-,"('#trotenville', ""Ah !  Madame !  Vous mettez ma modestie hors de cadence ; et quand on n'a, comme moi, qu'un mérite léger et cabriolant, pour peu qu'on l'élève par des louanges un peu fortes, il court risque, en tombant, de se casser le cou."")",0.0
-,"('#colombine', ""Miséricorde !  Que Monsieur De Trotenville a d'esprit !"")",0.0
-,"('#isabelle', ""Il est vrai que voilà une pensée qui est tout-à-fait bien mise en oeuvre ; c'est un brillant."")",0.0
-,"('#trotenville', ""Pour de l'esprit, mademoiselle, les gens de notre profession en regorgent.  Eh !  Qui en aurait, si nous n'en avions pas ?  Nous sommes tous les jours parmi tout ce qu'il y a de gens de qualité.  Je sors présentement de chez la femme d'un élu, où je me suis fait admirer par mon esprit ; j'ai deviné une énigme du Mercure galant.  Vous savez, madame, que c'est là présentement la pierre de touche du bel-esprit."")",0.0
-,"('#colombine', ""Ah !  Par ma foi, les beaux esprits sont donc bien communs ?  Car la moitié du Mercure n'est remplie que des noms de ceux qui les devinent.  Pour vous, monsieur, vous n'avez pas besoin que l'on imprime le vôtre, pour faire connoître votre mérite au public ; on sait assez que vous êtes l'honneur de l'escarpin.  Mais je vous prie de me dire pourquoi vous avez un si petit cheval."")",0.0
-,"('#trotenville', ""J'avais autrefois un carrosse à un cheval ; mais mes amis m'ont conseillé de changer de voiture, afin de ne pas causer une erreur dans le public, qui prend souvent, dans cet équipage-là, un maître à danser pour un lévrier d'Hippocrate."")",0.0
-,"('#colombine', ""Vous devriez bien avoir un carrosse à deux chevaux : depuis que l'on ne joue plus, il y a tant de chevaliers qui en ont à vendre."")",0.0
-,"('#trotenville', ""Je ne donnerais pas ce petit cheval-là pour les deux meilleurs chevaux de Paris ; c'est un diable pour aller.  Toutes les fois que je veux aller à la Bastille, il m'emmène à Vincennes.  Nous appelons ces petits animaux-là, parmi nous, un tendre engagement. "")",0.0
-,"('#colombine', ""Comment donc !  Qu'est-ce que cela veut dire, un tendre engagement ?"")",0.0
-,"('#trotenville', 'Vraiment oui.  Est-ce que vous ne savez pas "" qu\'un tendre engagement va plus loin qu\'on ne pense ? "" Il chante ces derniers mots.')",0.0
-,"('#colombine', ""Ah, ah !  On voit bien que monsieur sait son opéra, et qu'il en est."")",0.0
-,"('#trotenville', ""Moi, de l'opéra ?  Moi ?  Fi !  Fi !"")",0.0
-,"('#colombine', 'Comment donc, fi, fi ?')",0.0
-,"('#trotenville', ""Hé fi !  Vous dis-je : j'en ai été autrefois ; mais il m'a fallu plus de vingt lavements et autant de médecines pour me purifier du mauvais air que j'y avais respiré."")",0.0
-,"('#isabelle', ""Vous me surprenez, monsieur : j'avais toujours cru que l'opéra était le lieu du monde où l'on prenait le meilleur air."")",0.0
-,"('#colombine', ""Bon, bon !  Monsieur De Trotenville a beau dire, il voudrait y être rentré, comme tous ceux qui en sont sortis : c'est un Pérou ; il n'y a pas jusqu'aux violons qui n'aient des justaucorps bleus galonnés."")",0.0
-,"('#trotenville', ""Je veux que le premier entrechat que je ferai me coupe le cou, si jamais j'y mets le pied !  Vous moquez-vous de moi ?  Quand on me donnerait un tiers dans l'opéra, je n'y rentrerois pas.  Pour quelques... quelques femmes, que l'on achète bien, de par tous les diables !  J'irais prostituer ma gloire, et figurer avec le premier venu !  Nous sommes glorieux comme tous les diables dans notre profession.  Voulez-vous que je vous parle franchement ?  L'opéra n'est plus bon que pour les filles.  Il n'y a pas aussi une meilleure condition au monde.  Je ne conçois pas l'entêtement des jeunes gens.  C'est une fureur, mademoiselle, et toutes les coquettes s'en plaignent hautement, et disent que l'opéra leur enlève les meilleures pratiques, et qu'elles sont ruinées de fond en comble."")",0.0
-,"('#colombine', ""Je le crois bien : ces personnes-là ont grande raison ; et si j'étais d'elles, je leur ferais rendre jusqu'à la moindre petite faveur qu'elles auraient reçue."")",0.0
-,"('#trotenville', ""Eh !  Là, là, donnez-vous patience ; on leur fera peut-être tout rendre : mais cependant elles usent en toute rigueur de leurs privilèges ; et un amant qui n'exprime son amour qu'avec des fontanges et des bas de soie, se morfond dix ans derrière leur porte."")",0.0
-,"('#isabelle', 'Mon_Dieu, que voilà un joli habit !  Je vous trouve un fonds de bon air que vous répandez sur tout.')",0.0
-,"('#trotenville', ""Fi, madame !  Vous vous moquez ; c'est une guenille.  Que peut-on avoir pour cinquante ou soixante pistoles ?  Je voudrais que vous vissiez ma garde-robe ; elle est des plus magnifiques, et si, sans vanité, elle ne me coûte guère."")",0.0
-,"('#colombine', 'Ho bien, monsieur, nous la verrons une autre fois ; mais présentement je vous prie de danser un menuet avec moi.')",0.0
-,"('#trotenville', 'Oui-dà, très volontiers : allons.')",0.0
-,"('#colombine', 'Qui est cet homme-là qui est avec vous ?')",0.0
-,"('#trotenville', ""C'est ma poche.  Tel que vous le voyez, il n'y a point d'homme au monde qui gourmande une chanterelle comme lui ; il ferait danser, s'il l'avait entrepris, tous les invalides et leur hôtel.  Vous allez voir. Eh bien, madame !  Que dites-vous de ma danse ? L'homme prend la poche dans la queue du cheval, et en joue ; Colombine et Trotenville dansent."")",0.0
-,"('#isabelle', ""J'en suis charmée."")",0.0
-,"('#trotenville', ""Ne voulez-vous point que j'aie l'honneur de danser avec vous ?"")",0.0
-,"('#isabelle', ""Pour aujourd'hui, monsieur, il n'y a pas moyen ; je suis d'une fatigue, cela ne se conçoit pas.  Mais avant que de me quitter, je vous prie de me dire combien vous prenez par mois."")",0.0
-,"('#trotenville', ""Par mois, madame !  C'est bon pour les maîtres à danser fantassins.  On me donne une marque chaque visite ; et je veux vous montrer quel a été le travail de cette semaine.  Hé !  Qu'on m'apporte ma valise.  Vous allez voir.  Allez donc.  On détache une valise, que l'on apporte pleine de marques faites de cartes."")",0.0
-,"('#colombine', 'Ah, mon_Dieu !  Vous avez été plus de vingt ans à faire toutes ces leçons-là.')",0.0
-,"('#trotenville', ""Bon, bon !  C'est le travail d'une semaine ; et si, ce que je vous montre-là, c'est de l'argent comptant.  Je n'ai qu'à aller chez le premier banquier, je suis sûr de toucher un demi-louis d'or de chaque billet."")",0.0
-,"('#colombine', ""Un demi-louis d'or pour une leçon !  On ne donnait autrefois aux meilleurs maîtres qu'un écu par mois."")",0.0
-,"('#trotenville', ""Il est vrai ; mais dans ce temps-là les maîtres à danser n'étaient pas obligés d'être dorés dessus et dessous, comme à présent ; et une paire de galoches était la voiture qui les menait par toute la ville.  Mais présentement on ne nous regarde pas, si nous n'avons le cheval et le laquais."")",0.0
-,"('#colombine', 'Ah !  Mademoiselle, voilà votre maître à chanter, Monsieur Amilaré-Bécarre.')",0.0
-,"('#isabelle', ""Ne vous en allez pas, monsieur, je vous prie.  Je veux que vous entendiez chanter cet homme-là ; c'est un italien."")",0.0
-,"('#trotenville', 'Très volontiers, madame ; cela me fera bien du plaisir : car tel que vous me voyez, je suis à deux mains, et je chante aussi bien que je danse.')",0.0
-,"('#trotenville', ""Voilà un visage bien baroque !  Les musiciens italiens sont de plaisants originaux.  Ne dirait-on pas que ce serait là un siamois échappé d'un écran ?  Comment vous appelez-vous, monsieur ?  Voilà bien des noms : il faut, monsieur, que vous ayez bien des pères.  C'est un calendrier que cet homme-là. Amilaré répète une douzaine de noms."")",0.0
-,"('#isabelle', ""Je suis ravi, messieurs, que vous vous trouviez ensemble.  L'on n'est pas malheureux, quand on peut unir deux illustres.  Je vous prie, monsieur, de vouloir bien chanter un air. Au maître à chanter."")",0.0
-,"('#amilare', 'Je, je, je, je, le, le veux bien.')",0.0
-,"('#trotenville', ""Quoi !  C'est là un maître à chanter ?  Miséricorde !  Amilaré chante."")",0.0
-,"('#isabelle', 'Eh bien !  Monsieur, que dites-vous de ce chant-là ?')",0.0
-,"('#trotenville', ""Ah, ah !  Voilà une voix d'un assez beau métal ; cela n'est pas mal."")",0.0
-,"('#colombine', 'Comment pas mal !  Il faut se jeter par les fenêtres, quand on a entendu chanter ainsi.')",0.0
-,"('#trotenville', ""Ho !  Tout doucement, s'il vous plaît ; je ne sais point faire de ces cabrioles-là.  Voyez-vous, mademoiselle, je ne suis point de ces gens qui louent à plein tuyau.  Un homme comme moi, qui a été toute sa vie nourri de dièses et de bémols, est diablement délicat en musique."")",0.0
-,"('#amilare', ""Monsieur apparemment n'aime pas l'italien ; mais j'ai fait depuis peu un petit duo en français, que je veux chanter avec lui, et je suis sûr qu'il ne lui déplaira pas.  Il lui présente un papier de musique."")",0.0
-,"('#trotenville', ""Voyons.  Qu'est-ce donc, s'il vous plaît, que tous ces pieds de mouche qui sont au commencement des lignes ?"")",0.0
-,"('#amilare', ""Ce sont des dièses, pour montrer que c'est un a mi la ré bécarre.  Je ne compose jamais que sur ce ton, et c'est pour cela que j'en porte le nom."")",0.0
-,"('#trotenville', 'Ah, ah !  Vous composez donc toujours sur ce ton-là ?')",0.0
-,"('#amilare', 'Oui, monsieur.')",0.0
-,"('#trotenville', ""Et moi, monsieur, je n'y chante jamais."")",0.0
-,"('#amilare', 'Eh bien !  Monsieur, voilà un autre air en D la ré sol.')",0.0
-,"('#trotenville', 'La rissole vous-même.  Je vous trouve bien admirable de me donner des sobriquets.')",0.0
-,"('#amilare', ""Voilà un homme qui est bien fâcheux !  Je vous dis, monsieur, que cet air-là est en d la ré sol, et qu'il n'est pas si difficile que l'autre."")",0.0
-,"('#trotenville', ""Qui n'est pas si difficile que l'autre !  Croyez-vous, mon ami, que la musique m'embarrasse ?  Je vous trouve plaisant."")",0.0
-,"('#amilare', 'Je ne dis pas cela...  Allons.  Cupidon ne sait plus de quel bois faire flèche.  Cela ne vaut pas le diable.  Cu, cu, cu. Ils chantent ensemble. Bégayant.')",0.0
-,"('#trotenville', 'Cu, cu, cu...  Voilà un air bien puant.')",0.0
-,"('#amilare', 'Allons, monsieur, tout de bon : cu, cu, cu...  Chantez donc juste, si vous voulez.')",0.0
-,"('#trotenville', ""Oh !  Chantez juste vous-même ; je sais bien ce que je dis.  Est-ce que je ne vois pas bien qu'il faut marquer là une dissonance, et que l'octave s'entrechoquant avec l'unisson, vient à former un dièse bémol.  Mais, voyez cet ignorant !"")",0.0
-,"('#amilare', ""Monsieur, avec votre permission, si les musiciens n'en savent pas plus que vous, ce sont de grands ânes."")",0.0
-,"('#trotenville', 'Plaît-il, mon ami ?  Savez-vous que vous êtes un sot par nature, par bémol et par bécarre ?  Je vous apprendrai à insulter ainsi la croche française.')",0.0
-,"('#amilare', 'Un sot !  À moi !  Il donne de son chapeau dans le visage de Trotenville.')",0.0
-,"('#trotenville', ""Par la mort !  Par le sang ! ...  Mesdames, je vous donne le bonsoir.  Il s'en va d'un côté, et Amilaré de l'autre."")",0.0
-,"('#colombine', ""Ah !  Ah !  Ah !  De la manière qu'il s'y prenait, je croyais qu'il allait tout tuer."")",0.0
-,"('#arlequin', ""Oh çà !  Je vous dis encore une fois que nous nous brouillerons, si vous ne me tenez parole.  J'ai fait le barbier ; j'ai volé la bourse ; il y avait cent louis d'or dedans ; vous m'en avez promis dix : je prétends les avoir, ou je ne me mêle plus de rien."")",0.0
-,"('#mezzetin', 'Que tu es impatient !  Je te les ai promis, et tu les auras ; et de plus, je te promets de te faire épouser Colombine ; mais il faut faire encore une petite fourberie.')",0.0
-,"('#arlequin', ""Pour épouser Colombine, j'en ferais cinquante, des fourberies."")",0.0
-,"('#mezzetin', ""Oh çà !  Tiens-toi un peu en repos, et laisse-moi rêver au moyen de t'introduire chez Monsieur Sotinet, pour rendre cette lettre à Isabelle."")",0.0
-,"('#arlequin', ""J'aurai Colombine, au moins."")",0.0
-,"('#mezzetin', ""Oui, vous dis-je, vous l'aurez.  Il rêve."")",0.0
-,"('#arlequin', ""Et Colombine m'aura-t-elle aussi ?"")",0.0
-,"('#mezzetin', ""Eh morbleu, oui !  Vous l'aurez, et elle vous aura.  Laissez-moi en repos.  Il rêve."")",0.0
-,"('#arlequin', ""Je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas : je ne l'aurai pas. Il pleure."")",0.0
-,"('#mezzetin', ""Qu'est-ce ?  Qu'avez-vous ?  Pourquoi pleurez-vous ?\n"")",0.0
-,"('#arlequin', ""Je n'aurai pas Colombine : hi, hi, hi !"")",0.0
-,"('#mezzetin', 'Qui est-ce qui vous a dit cela ?')",0.0
-,"('#arlequin', ""C'est la boutonomancie."")",0.0
-,"('#mezzetin', ""Que le diable t'emporte, toi et la boutonomancie !  Laisse-moi songer en repos.  Je t'assure, encore une fois, que tu auras Colombine, le colombier, les pigeons, et tout ce qui a relation à elle.  Console-toi donc, et ne m'interromps pas davantage.  Il rêve."")",0.0
-,"('#arlequin', 'Voilà Colombine. Et voici Arlequin.  Arlequin dit : bonjour, ma colombelle. Colombine répond : bonjour, mon pigeonneau...  Adieu, ma belle...  Adieu, mon... Il montre le doigt index de sa main droite. Il montre le doigt index de sa main gauche.')",0.0
-,"('#mezzetin', 'Adieu, vilain magot.  Tu ne veux donc pas te tenir un moment en repos ?')",0.0
-,"('#arlequin', 'Je répétais le compliment de noce.')",0.0
-,"('#mezzetin', ""Pour vous empêcher de complimenter davantage, venez çà.  Si vous ôtez vos mains de là, vous n'épouserez point Colombine.  Il lui prend les mains, et les lui fourre dans sa ceinture. Il rêve."")",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', 'Que vous plaît-il ?')",0.0
-,"('#arlequin', 'Y aura-t-il des violons à ma noce ?')",0.0
-,"('#mezzetin', ""Oui, il y aura des violons, des vielles, et de toutes sortes d'instruments.  Il rêve."")",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', ""J'enrage !  Que vous plaît-il ?"")",0.0
-,"('#arlequin', 'Et y dansera-t-on, à la noce ?')",0.0
-,"('#mezzetin', 'On y dansera ; oui, bourreau.  Ne te tairas-tu jamais ?  Il rêve.')",0.0
-,"('#arlequin', 'On dansera à ma noce, et je danserai avec Colombine !  Ah !  Quel plaisir !  Il danse.')",0.0
-,"('#mezzetin', ""Oh ! Pour le coup, c'en est trop. Couchez-vous, vite. Nous verrons un peu à présent si vous vous tiendrez en repos.  Imaginez-vous que vous êtes dans un lit, et que vous dormez. Arlequin se couche par terre."")",0.0
-,"('#arlequin', 'Je suis dans un lit ?')",0.0
-,"('#mezzetin', 'Oui, dans un lit, et Colombine est couchée avec vous. Il rêve.')",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', 'À la fin, il faudra que je change de nom.  Que voulez-vous ? ')",0.0
-,"('#arlequin', 'Fermez les rideaux du lit, de peur du vent.')",0.0
-,"('#mezzetin', 'Quelle patience ! \n Il rêve.')",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', ""Encore !  Qu'est-ce qu'il y a, double enragé chien ?"")",0.0
-,"('#arlequin', 'Donnez-moi le pot-de-chambre.')",0.0
-,"('#mezzetin', 'Tiens, voilà le pot-de-chambre ; puisses-tu pisser la parole !')",0.0
-,"('#arlequin', ""Ah !  Ma chère Colombine, que je t'embrasse, mon petit coeur, m'amour.  Il se roule sur le théâtre."")",0.0
-,"('#mezzetin', ""Tenez, tenez !  Si je prends un bâton, je te romprai bras et jambes à la fin.  Veux-tu t'arrêter ?  Lève tes pieds.  Si tu remues à présent, ou que tu parles, nous allons voir beau jeu.  J'habillerai Arlequin en chevalier ; il ira heurter à la porte de Sotinet : d'abord, voilà Colombine... Il lui fait lever les pieds, et s'assied sur ses genoux, un bâton à la main. Après avoir rêvé, il dit à lui-même : "")",0.0
-,"('#arlequin', ""Colombine !  Et où est-ce qu'elle est ?  Il ouvre ses genoux, et se lève pour voir Colombine. Mezzetin tombe, se relève, et court après Arlequin pour le frapper."")",0.0
-,"('#sotinet', ""Madame, je vous déclare, pour la dernière fois, que je ne veux plus voir tout ce train-là dans ma maison.  Je ne sais plus qui y est maître.  Que ne payez-vous les gens à qui vous devez ?  Et pourquoi faut-il que j'aie tous les jours la tête rompue de vos folles dépenses, qui me mènent à l'hôpital ?  Je ne vois ici que des marchands qui apportent des parties, ou des maîtres qui demandent des mois."")",0.0
-,"('#isabelle', ""Ah !  Vraiment, je vous trouve plaisant !  J'aime assez vos airs de reproches !  Et depuis quand les maris prennent-ils ces hauteurs-là avec leurs femmes ?  Sachez, s'il vous plaît, monsieur, qu'un homme comme vous, qui a épousé une fille de qualité comme moi, est trop heureux quand elle veut bien s'abaisser à porter son nom. Mon mérite n'est-il pas bien soutenu d'avoir pour piédestal le nom de Monsieur Sotinet !  Madame Sotinet !  Ah !  Quelle mortification !  Je sens un soulèvement de coeur, quand j'entends seulement prononcer le nom de Monsieur Sotinet."")",0.0
-,"('#colombine', ""Et que n'en changez-vous, madame ?  N'est-ce pas la mode ?  Je connais un homme qui s'appelle Monsieur Josset, et sa femme se fait appeler la Marquise de Bas-Aloi."")",0.0
-,"('#sotinet', ""Taisez-vous, impertinente ; on ne vous parle pas.  Est-ce à vous à mettre là votre nez ?  Vous n'êtes pas plus sage que votre maîtresse."")",0.0
