racine-thebaide-64,rotrou-antigone,Score
-,"('#hemon', ""Quand leur haine obstinée eut rendu de la reine Le pouvoir sans effet et la prière vaine, Et qu'au champ du combat chacun d'eux consentit, La rage s'y vint rendre, et nature en sortit : Pareils à deux lions, et plus cruels encore, Du geste chacun d'eux l'un l'autre se dévore : Avant qu'en être aux mains ils combattent des yeux, Et se lancent d'abord cent regards furieux. Enfin, d'un maintien grave et d'une voix altière,  Polynice tout haut pousse cette prière : « Ô dieux ! Si quelquefois vous consentez au mal, Quand il semble ordonné par un décret fatal, Et qu'on en peut nommer la cause légitime, Guidez ce bras vengeur et soutenez mon crime : Après, pour l'expier, à moi-même inhumain, Dedans mon propre sang je laverai ma main : Si ce traître y peut voir le sceptre qu'il me nie, Avant que de son corps son âme soit bannie, Et s'il peut en mourant emporter avec soi Le regret de savoir que je survive roi. »  Là commence, l'approche, où l'ardeur les presse Pratique aux premiers coups quelque art et quelque adresse : Ils passent sans effet et d'une et d'autre part ; Mais bientôt la fureur l'emporte dessus l'art : Chacun voulant porter, et chacun voulant rendre, Quitte pour attaquer le soin de se défendre ; Et tous deux, tout danger à leur rage soumis, S'exposent aussi nus que s'ils étaient amis : Mais après que, pareils de force et de courage, Ils ont gardé longtemps un égal avantage, De Polynice enfin le sort guide le bras : Il pousse un coup mortel qui porte l'autre à bas."")",0.0
-,"('#antigone', 'Et le ciel à ce crime a prêté sa lumière !')",0.0
-,"('#hemon', 'Le roi tombe, et son sang coule sur la poussière : Mais en sa chute encore sa haine se soutient, Et son coeur veut encore éclore un espoir qu\'il retient : Couleur ni mouvement ne reste à son visage ; Il semble que des sens il ait perdu l\'usage : Il le réserve tout pour un dernier effort, Et sait encore tromper dans les bras de la mort. Polynice, ravi d\'une fausse victoire Dont bientôt sa défaite effacera la gloire, Levant les mains au ciel, s\'écrie à haute voix : « Soyez bénis, ô dieux, juste juges des rois ! Thèbes, dessus ma tête apporte ta couronne ; Elle est mienne, et le sang par deux fois me la donne. Apporte, cette vue hâtera son trépas; Ma tête achèvera l\'office de mon bras. »  Il s\'approche à ces mots, lui veut ôter l\'épée ; Mais sa main est à peine à cette oeuvre occupée, Que l\'autre, ramassant un reste de vigueur Que la haine entretient à l\'entour de son coeur, Retire un peu le bras, puis, le poussant d\'adresse, Lui met le fer au sein que mourant il y laisse. Polynice, à ce coup, mortellement atteint, Une froide pâleur s\'emparant de son teint: ""Quoi ! Ta rage, dit-il, n\'est donc pas assouvie, Et tes déloyautés ont survécu ta vie ? Ta perfidie arrête où ton âme n\'est pas ? Attends-moi, traître, attends, je vais suivre tes pas, Et, plus ton ennemi que e ne fus en terre, Te porter chez les morts une immortelle guerre ; Là, nos âmes feront ce qu\'ici font nos corps ; Nous nous battons vivants, et nous nous battrons morts."" Avecque ce discours il achève sa vie ; La lumière de ses yeux est pour jamais ravie ; Et nous, le coeur transi de frayeur et d\'ennui, Demeurons sur-le-champ presque aussi morts que lui.')",0.0
-,"('#antigone', ""Que votre mort, ma mère, est un bien que j'envie, Et qu'il me serait doux de vous avoir suivie ! Venez voir, cher Hémon, si le ciel en courroux Peut lâcher quelque trait qu'il n'ait lâché sur nous... Entrez en cette chambre. Hémon sort."")",0.0
-,"('#ismene', 'Ô barbare sentence !')",0.0
-,"('#antigone', 'Quel ennui doit encore éprouver ma constance ?')",0.0
-,"('#ismene', 'Savez-vous du combat le succès malheureux ?')",0.0
-,"('#antigone', 'Oui, digne de leur rage et funeste à tous deux.')",0.0
-,"('#ismene', 'Savez-vous que Créon succède à la couronne ?')",0.0
-,"('#antigone', ""C'est un bien qu'on lui doit et que le sang lui donne."")",0.0
-,"('#ismene', 'Savez-vous la rigueur de son premier édit ?')",0.0
-,"('#antigone', ""Non, Hémon est ici qui ne m'en a rien dit."")",0.0
-,"('#ismene', ""Il fait d'un acte impie un acte de justice : Il défend d'inhumer le corps de Polynice, Et, déclarant ce prince ennemi de l'État, Condamne l'infracteur comme d'un attentat."")",0.0
-,"('#hemon', ""Certes, jamais le sort n'a sur humaine race Tant versé pour un jour de peine et de disgrâce. Jocaste défaite ! Ô destin inhumain !"")",0.0
"('#antigone', ""Et quoi si parmi nous on a fait quelque offense, Le Ciel doit-il sur vous en prendre la vengeance, Et n'est-ce pas assez du père et des enfants, Sans qu'il aille plus loin chercher des innocents ? C'est à nous à payer pour les crimes des nôtres, Punissez-nous grands Dieux, mais épargnez les autres. Mon père, cher Hémon, vous va perdre aujourd'hui, Et je vous perds peut-être encore plus que lui. Le Ciel punit sur vous, et sur votre famille, Et les crimes du père et l'amour de la fille, Et ce funeste amour vous nuit encore plus, Que les crimes d'Oedipe et le sang de Laïus."")","('#antigone', ""Vous voyez en sa mort une oeuvre de sa main : Heureuse et douce mort, puisqu'elle a su par elle De celle de ses fils prévenir la nouvelle ! Voyez si ma constance a de quoi s'exercer ; Mais ma peine ou ma vie enfin pourra cesser : Cette raison au moins en mon mal ma conforte, Que, s'il n'est supportable, il faudra qu'il m'emporte : Mais de grâce, seigneur, accordez aujourd'hui Un peu de solitude à ce mortel ennui, Et me prouvez la part que vous y daignez prendre, En laissant à mes pleurs le temps de se répandre."")",0.5767883658409119
"('#hemon', ""Quoi mon amour, Madame ? Et qu'a-t-il de funeste ? Est-ce un crime qu'aimer une beauté céleste ? Et puisque sans colère il est reçu de vous, En quoi peut-il du Ciel mériter le courroux ? Vous seule en mes soupirs êtes intéressée, C'est à vous à juger s'il vous ont offensée, Tels que seront pour eux vos arrêts tout puissants, Ils seront criminels ou seront innocents. Aussi quand jusqu'à vous j'osai porter ma flamme, Vos yeux seuls imprimaient la terreur de mon âme, Et je craignais bien plus que d'offenser vos appas, Que le courroux des Dieux que je n'offensais pas."")","('#hemon', ""Je serais plus cruel que vos propres douleurs, Si je vous déniais la liberté des pleurs. Adieu, mais trouvez bon qu'en ce malheur extrême Je vous laisse vous-même à garder à vous-même : Domptez de votre sort l'implacable courroux, Et que votre vertu me réponde de vous. Il sort"")",0.7468812465667725
"('#antigone', ""Autant que votre amour votre erreur est extrême, Et vous les offensiez beaucoup plus que moi-même ; Quelque rigueur pour vous qui parût en mes yeux, Hélas ! Ils approuvaient ce qui fâchait les Dieux. Oui, ces Dieux ennemis de toute ma famille, Aussi bien que le père en détestaient la fille, Vous aimâtes, Hémon, l'objet de leur courroux, Et leur haine pour moi s'étendit jusqu'à vous. C'est là de vos malheurs le funeste principe, Fuyez, Hémon, fuyez de la fille d'Oedipe, Tâchez de n'aimer plus, pour plaire aux immortels, Et la fille et le coeur de tant de criminels. Le crime en sa famille..."")","('#antigone', ""C'est bien visiblement, ma soeur, ma chère Ismène, Que le ciel aujourd'hui nous déclare sa haine, Et que son bras vengeur, poussé par son courroux; Poursuit encore Oedipe et le punit en nous : Sa parricide erreur nous fut un coup funeste, Et, vierges, nous portons la peine d'un inceste. Nos deux frères sont morts, ma mère suit leurs pas, Et le ciel toutefois ne se satisfait pas ; Il suscite un tyran élevé par leur chute, Dont le règne insolent déjà nous persécute, Qui veut priver les morts du repos des tombeaux Et vouer notre sang à la soif des corbeaux."")",0.6750240921974182
"('#hemon', ""Ah ! Madame leur crime, Ne fait que relever votre vertu sublime, Puisque par un effort dont les dieux sont jaloux, Vous brillez d'un éclat qui ne vient que de vous. Que le Ciel à son gré de ma perte dispose, J'en chérirai toujours et l'une et l'autre cause, Glorieux de mourir pour le sang de mes Rois, Et plus heureux encor de mourir sous vos lois. Plût aux Dieux seulement que votre amant fidèle, Put avoir de leur haine une cause nouvelle, Et que pour vous aimer méritant leur courroux, Il put mourir encor pour être aimé de vous. Aussi bien que ferais-je en ce commun naufrage, Pourrais-je me résoudre à vivre davantage, En vain les Dieux voudraient différer mon trépas, Mon désespoir ferait ce qu'ils ne feraient pas, Mais peut-être en ce point notre frayeur est vaine, Attendons.... Mais voici Polynice et la Reine."")","('#ismene', ""On dresse par son ordre un appareil célèbre Pour honorer le roi de la pompe funèbre, Et, comme un défenseur de l'État et des siens, Il lui fait décerner les honneurs anciens : Mais il veut que cent ans l'auteur de cette guerre, Ombre vaine et plaintive, aux noirs rivages erre, Et défend que son corps, sans d'Oedipe et de nous, Ait d'autre monument que le ventre des loups : Telle qu'est cette loi, telle est aussi la peine ; La première est impie et l'autre est inhumaine ; Car entre elles il met ce funeste rapport Qu'on enterrera vif qui l'enterrera mort."")",0.6804441809654236
"('#polynice', ""Madame, au nom des dieux, cessez de m'arrêter, Je vois bien que la paix ne peut s'exécuter. J'espérais que du ciel la justice infinie, Voudrait se déclarer contre la tyrannie, Et que lassé de voir tant répandre de sang, Il rendrait à chacun son légitime rang. Mais puisque ouvertement, il tient pour l'injustice, Et que des criminels il se rend le complice, Dois-je encore espérer qu'un peuple révolté, Quand le ciel est injuste écoute l'équité ? Dois-je prendre pour juge une troupe insolente, D'un fier usurpateur ministre violente, Qui sert mon ennemi par un lâche intérêt, Et qu'il anime encor tout éloigné qu'il est ? La raison n'agit point sur une populace, De ce peuple déjà, j'ai ressenti l'audace, Et loin de me reprendre après m'avoir chassé, Il croit voir un tyran dans un prince offensé. Comme sur lui l'honneur n'eut jamais de puissance ; Il croit que tout le monde aspire à la vengeance, De ses inimitiés rien n'arrête le cours, Quand il hait une fois il veut haïr toujours."")","('#antigone', ""L'ordonnance avec soi porte sa fin expresse ; C'est à nous qu'elle parle, à nous qu'elle s'adresse : La racine arrachée, et les arbres détruits, Le cruel veut encore exterminer les fruits. Or, il est temps, ma soeur, de montrer qui nous sommes, Et qui peut plus sur nous ou des dieux ou des hommes ; C'est ici que le sang et la condition Ne nous permettent pas une lâche action ; La vertu doit ici forcer la tyrannie ; Peut être que plus faible elle sera punie. Mais de tant de tourments que nous livre le sort, Il ne peut être après tout qu'arriver une mort : Enfin, exprès, ma soeur, j'ai voulu qu'Hémon même, Qui prend mes intérêts et qui sans feinte m'aime, Pour ne s'opposer pas à ce triste devoir, Nous laissât le lieu libre et n'en pût rien savoir."")",0.7191779017448425
