dufresny-adieux-des-officiers,moliere-psyche,Score
-,"('#l-amour', ""C'est lui choisir sa peine légitime, Et se faire justice en ce glorieux jour D'un manquement d'amour, par un excès d'amour."")",0.0
-,"('#psyche', ""Que n'ai-je été plus tôt punie ! J'y mets le bonheur de ma vie, Je devrais en rougir, ou le dire plus bas, Mais le supplice a trop d'appas : Permettez que tout haut je le die et redie, Je le dirais cent fois et n'en rougirais pas. Ce n'est point moi qui parle, et de votre présence L'empire surprenant, l'aimable violence, Dès que je veux parler, s'empare de ma voix. C'est en vain qu'en secret ma pudeur s'en offense, Que le sexe et la bienséance Osent me faire d'autres lois ; Vos yeux de ma réponse eux-mêmes font le choix, Et ma bouche asservie à leur toute-puissance Ne me consulte plus sur ce que je me dois."")",0.0
-,"('#l-amour', ""Croyez, belle Psyché, croyez ce qu'ils vous disent. Ces yeux, qui ne sont point jaloux, Qu'à l'envi les vôtres m'instruisent De tout ce qui se passe en vous. Croyez-en ce coeur qui soupire, Et qui, tant que le vôtre y voudra répartir, Vous dira bien plus d'un soupir Que cent regards ne peuvent dire. C'est le langage le plus doux, C'est le plus fort, c'est le plus sûr de tous."")",0.0
-,"('#psyche', ""L'intelligence en était due À nos coeurs, pour les rendre également contents : J'ai soupiré, vous m'avez entendue ; Vous soupirez, je vous entends. Mais ne me laissez plus en doute, Seigneur, et dites-moi si par la même route Après moi le Zéphyr ici vous a rendu Pour me dire ce que j'écoute. Quand j'y suis arrivée, étiez-vous attendu ? Et quand vous lui parlez, êtes-vous entendu ?"")",0.0
-,"('#l-amour', ""J'ai dans ce doux climat un souverain empire, Comme vous l'avez sur mon coeur : L'Amour m'est favorable, et c'est en sa faveur Qu'à mes ordres Éole a soumis le Zéphyr. C'est l'Amour qui pour voir mes feux récompensés Lui-même a dicté cet Oracle, Par qui vos beaux jours menacés D'une foule d'amants se sont débarrassés, Et qui m'a délivré de l'éternel obstacle De tant de soupirs empressés, Qui ne méritaient pas de vous être adressés. Ne me demandez point quelle est cette province, Ni le nom de son Prince, Vous le saurez quand il en sera temps : Je veux vous acquérir, mais c'est par mes services, Par des soins assidus, et par des voeux constants, Par les amoureux sacrifices De tout ce que je suis, De tout ce que je puis, Sans que l'éclat du rang pour moi vous sollicite, Sans que de mon pouvoir je me fasse un mérite ; Et bien que souverain dans cet heureux séjour, Je ne vous veux, Psyché, devoir qu'à mon amour. Venez en admirer avec moi les merveilles, Princesse, et préparez vos yeux et vos oreilles À ce qu'il a d'enchantements. Vous y verrez des bois et des prairies Contester sur leurs agréments Avec l'or et les pierreries ; Vous n'entendrez que des concerts charmants, De cent beautés vous y serez servie, Qui vous adoreront sans vous porter envie, Et brigueront à tous moments D'une âme soumise et ravie L'honneur de vos commandements."")",0.0
-,"('#psyche', ""Mes volontés suivent les vôtres, Je n'en saurais plus avoir d'autres ; Mais votre Oracle enfin vient de me séparer De deux soeurs, et du Roi mon Père, Que mon trépas imaginaire Réduit tous trois à me pleurer. Pour dissiper l'erreur dont leur âme accablée De mortels déplaisirs se voit pour moi comblée, Souffrez que mes Soeurs soient témoins Et de ma gloire et de vos soins. Prêtez-leur comme à moi les ailes du Zéphyr, Qui leur puissent de votre Empire Ainsi qu'à moi faciliter l'accès ; Faites-leur voir en quels lieux je respire, Faites-leur de ma perte admirer le succès."")",0.0
-,"('#l-amour', ""Vous ne me donnez pas, Psyché, toute votre âme : Ce tendre souvenir d'un père et de deux soeurs Me vole une part des douceurs Que je veux toutes pour ma flamme. N'ayez d'yeux que pour moi, qui n'en ai que pour vous, Ne songez qu'à m'aimer, ne songez qu'à me plaire, Et quand de tels soucis osent vous en distraire..."")",0.0
-,"('#psyche', 'Des tendresses du sang peut-on être jaloux ?')",0.0
-,"('#l-amour', ""Je le suis, ma Psyché, de toute la Nature. Les rayons du soleil vous baisent trop souvent, Vos cheveux souffrent trop les caresses du vent ; Dès qu'il les flatte, j'en murmure : L'air même que vous respirez, Avec trop de plaisir passe par votre bouche ; Votre habit de trop près vous touche ; Et sitôt que vous soupirez, Je ne sais quoi qui m'effarouche Craint parmi vos soupirs des soupirs égarés. Mais vous voulez vos soeurs, allez, partez, Zéphyr, Psyché le veut, je ne l'en puis dédire. Quand vous leur ferez voir ce bienheureux séjour, De ses trésors faites-leur cent largesses, Prodiguez-leur caresses sur caresses, Et du sang, s'il se peut, épuisez les tendresses, Pour vous rendre toute à l'amour. Je n'y mêlerai point d'importune présence, Mais ne leur faites pas de si longs entretiens ; Vous ne sauriez pour eux avoir de complaisance, Que vous ne dérobiez aux miens. Le Zéphyr s'envole."")",0.0
-,"('#psyche', ""Votre amour me fait une grâce Dont je n'abuserai jamais."")",0.0
-,"('#l-amour', ""Allons voir cependant ces jardins, ce palais, Où vous ne verrez rien que votre éclat n'efface. Et vous, petits Amours, et vous jeunes Zéphyrs, Qui pour âmes n'avez que de tendres soupirs, Montrez tous à l'envi ce qu'à voir ma Princesse Vous avez senti d'allégresse."")",0.0
-,"('#aglaure', ""Je n'en puis plus, ma Soeur, j'ai vu trop de merveilles, L'avenir aura peine à les bien concevoir ; Le soleil qui voit tout, et qui nous fait tout voir, N'en a vu jamais de pareilles. Elles me chagrinent l'esprit ; Et ce brillant palais, ce pompeux équipage, Font un odieux étalage Qui m'accable de honte autant que de dépit. Que la Fortune indignement nous traite, Et que sa largesse indiscrète Prodigue aveuglément, épuise, unit d'efforts, Pour faire de tant de trésors Le partage d'une cadette !"")",0.0
-,"('#cidippe', ""J'entre dans tous vos sentiments, J'ai les mêmes chagrins, et dans ces lieux charmants Tout ce qui vous déplaît me blesse ; Tout ce que vous prenez pour un mortel affront, Comme vous m'accable, et me laisse L'amertume dans l'âme, et la rougeur au front."")",0.0
-,"('#aglaure', ""Non, ma Soeur, il n'est point de reines, Qui dans leur propre État parlent en souveraines, Comme Psyché parle en ces lieux. On l'y voit obéie avec exactitude, Et de ses volontés une amoureuse étude Les cherche jusque dans ses yeux. Mille beautés s'empressent autour d'elle, Et semblent dire à nos regards jaloux, Quels que soient nos attraits, elle est encor plus belle, Et nous qui la servons, le sommes plus que vous. Elle prononce, on exécute, Aucun ne s'en défend, aucun ne s'en rebute : Flore, qui s'attache à ses pas, Répand à pleines mains autour de sa personne Ce qu'elle a de plus doux appas, Zéphyr vole aux ordres qu'elle donne, Et son amante et lui s'en laissant trop charmer, Quittent pour la servir les soins de s'entr'aimer."")",0.0
-,"('#cidippe', ""Elle a des Dieux à son service, Elle aura bientôt des autels ; Et nous ne commandons qu'à de chétifs mortels, De qui l'audace et le caprice Contre nous à toute heure en secret révoltés, Opposent à nos volontés Ou le murmure, ou l'artifice."")",0.0
-,"('#aglaure', ""C'était peu que dans notre Cour Tant de coeurs à l'envi nous l'eussent préférée ; Ce n'était pas assez que de nuit et de jour D'une foule d'amants elle y fût adorée : Quand nous nous consolions de la voir au tombeau Par l'ordre imprévu d'un Oracle, Elle a voulu de son destin nouveau Faire en notre présence éclater le miracle, Et choisi nos yeux pour témoins De ce qu'au fond du coeur nous souhaitions le moins."")",0.0
-,"('#cidippe', ""Ce qui le plus me désespère, C'est cet amant parfait et si digne de plaire, Qui se captive sous ses lois. Quand nous pourrions choisir entre tous les monarques, En est-il un de tant de rois Qui porte de si nobles marques ? Se voir du bien par delà ses souhaits, N'est souvent qu'un bonheur qui fait des misérables : Il n'est ni train pompeux, ni superbes palais, Qui n'ouvrent quelque porte à des maux incurables ; Mais avoir un amant d'un mérite achevé, Et s'en voir chèrement aimée, C'est un bonheur si haut, si relevé, Que sa grandeur ne peut être exprimée."")",0.0
-,"('#aglaure', ""N'en parlons plus, ma Soeur, nous en mourrions d'ennui, Songeons plutôt à la vengeance, Et trouvons le moyen de rompre entre elle et lui Cette adorable intelligence. La voici. J'ai des coups tous prêts à lui porter, Qu'elle aura peine d'éviter."")",0.0
-,"('#psyche', ""Je viens vous dire adieu, mon amant vous renvoie, Et ne saurait plus endurer Que vous lui retranchiez un moment de la joie Qu'il prend de se voir seul à me considérer. Dans un simple regard, dans la moindre parole, Son amour trouve des douceurs, Qu'en faveur du sang je lui vole, Quand je les partage à des soeurs."")",0.0
"('#venus', ""Je sais qu'il est sans politesse,  Sans agrément et sans adresse :  Aussi n'est-ce pas lui  Qui dispose aujourd'hui  De la belle tendresse.  Vous avez tous les traits, dont la délicatesse  Charme le coeur, en lui donnant des lois,  Et je n'ai mis dans son carquois  Que ces vieux traits rouillés, dont la pointe émoussée  Conclut l'amour par l'hyménée. "")","('#aglaure', ""La jalousie est assez fine, Et ses délicats sentiments Méritent bien qu'on s'imagine Que celui qui pour vous a ces empressements, Passe le commun des amants. Je vous en parle ainsi faute de le connaître. Vous ignorez son nom, et ceux dont il tient l'être, Nos esprits en sont alarmés : Je le tiens un grand prince, et d'un pouvoir suprême Bien au delà du diadème, Ses trésors sous vos pas confusément semés Ont de quoi faire honte à l'abondance même ; Vous l'aimez autant qu'il vous aime, Il vous charme, et vous le charmez ; Votre félicité, ma Soeur, serait extrême, Si vous saviez qui vous aimez."")",0.7197668552398682
"('#cupidon', ""Vraiment, l'hymen et lui  Sont bien mal ensemble aujourd'hui.  C'est un gros débauché, qui m'ôte mes pratiques :  Il dégoûte les coeurs des galantes rubriques  Qui doivent au bonheur disposer le terrain :  Il conduit les amants par le plus court chemin.  Il me prévient partout, disant que c'est l'usage.  Et quand ses traits ont achevé l'ouvrage,  Vous savez que les miens ne servent plus de rien. "")","('#psyche', ""Que m'importe : j'en suis aimée ; Plus il me voit, plus je lui plais ; Il n'est point de plaisirs dont l'âme soit charmée, Qui ne préviennent mes souhaits, Et je vois mal de quoi la vôtre est alarmée, Quand tout me sert dans ce palais."")",0.6247045397758484
