barante-arlequin-misanthrope,biancollelli-foire-galante,Score
"('#madame-de-l-architrave', ""D'une petite affaire de rien touchant notre métier ; de bâtir une Ville."")",-,0.0
"('#arlequin', ""Une Ville ?  Il y en a déjà que trop.  Quand les hommes logeaient dans les Bois, ils étaient humains, et ne se mangeaient pas les uns les autres.  Le séjour des villes les a gâtées, les a rendus féroces, et plus ours et plus tigres que les ours et les tigres qu'ils ont laissés dans les forêts."")",-,0.0
"('#madame-de-l-architrave', ""Oh, cela est vrai ; et cependant nombre de gens qui veulent profiter de votre Philosophie, viendront s'établir ici, et vivre avec vous sous vos lois."")",-,0.0
"('#arlequin', 'Une ville ?')",-,0.0
"('#madame-de-l-architrave', ""Sans doute, une Ville pour les Mécontents ; elle sera peuplée dans un instant.  Vous aurez d'abord tous ces importants d'office, qui se plaignent éternellement que la Cour, qui ne les connaît pas, ne fait rien pour eux.  Ces mères Coquettes désespérées du mauvais goût des hommes, qui les quittent pour leurs filles.  Ces Grisettes de conséquence, qui croient que les privautés d'un Duc ou d'un Marquis, leur ont acquis des droits incontestables sur le Carrosse et le nombre de Laquais.  Ces gens de lettres pestant éternellement contre l'injustice de la fortune, et la dureté du siècle, et surtout ce nombre presque infini d'Auteurs altérés, dont tous les théâtres regorgent."")",-,0.0
"('#arlequin', 'Voilà une Architecte qui a du bon.  Vous êtes de belle humeur, Madame ?')",-,0.0
"('#madame-de-l-architrave', ""Pour vous servir, Monsieur.  L'air joyeux, est la première partie d'un Architecte.  Si nos bâtiments ne sont riants, je n'en donnerais pas une nèfle.  La joie, la joie, partout ?  Il faut de l'air dans les maisons, la vue libre, l'abord aisé, l'aspect gracieux, les avenues faciles, les faux fuyants commodes, et les sorties borgnes et à discrétion."")",-,0.0
"('#arlequin', 'Voici une femme rare !  Vous êtes donc bien employée, Madame.')",-,0.0
"('#madame-de-l-architrave', ""Oui !  Mais je n'aime à travailler que pour de jeunes veuves, et pour des gens d'affaires ; ce sont là les gens de bon goût, il faut primer avec eux.  Ils ont plus d'invention et de goût pour placer une chaise percée, que les autres pour arranger un cabinet."")",-,0.0
"('#arlequin', 'Les Abbés ne sont-ils pas de ce nombre ?  Vous les oubliez ?')",-,0.0
"('#madame-de-l-architrave', 'Oh point, ce sont des goûts différents.  Les Abbés appuient sur la cuisine, sur la cave, et les fausses portes des ruelles.')",-,0.0
"('#arlequin', ""Vous avez raison.  Diable !  Cette femme l'entend !  Est-ce vous qui avez inventé de mettre toutes les fenêtres en portes, surtout du côté des Jardins ?"")",-,0.0
"('#madame-de-l-architrave', ""Je n'ai pas trouvé cette invention, mais je l'ai perfectionnée ?  Vous allez voir ici de quoi je suis capable."")",-,0.0
"('#arlequin', ""Je vois bien qu'il faut s'y résoudre, il faut bien loger tant de gens qui viennent ici.  Car de quoi est-il question ?  Je vous avertis par avance que je veux une ville, qui ne ressemble en rien à Paris, où l'on ne paye point de Boues ni de Lanternes, et dont les rues ne servent que pour les chevaux, les mulets, les crocheteurs, et les autres bêtes de voiture."")",-,0.0
"('#madame-de-l-architrave', ""Je suis votre fait.  Voici comme je m'y prendrai.  Je ferai qu'il y aura partout des Balcons publics qui régneront sans interruption de maison en maison, et qui feront un saut par-dessus les rues qu'ils traversent ; les lumières qui éclairent les chambres éclaireront les Balcons, toutes les fenêtres seront des portes pour la commodité du public, et après cela ce sera la faute des particuliers s'ils ne se rendent pas visite."")",-,0.0
"('#arlequin', ""Oui, mais cette commodité me paraît trop commode.  L'occasion fait le larron.  Ces Balcons et ces fenêtres de communication sont cause que l'on communique plus qu'il ne faut.  Tenez, depuis que vous avez inventé à Paris et à la Campagne, ces larges gouttières en forme de Corridor autour des mansardes, les jolies femmes ne logent plus qu'au grenier, et les hommes comme des chats passent la nuit sur les gouttières."")",-,0.0
"('#madame-de-l-architrave', ""Oh, Monsieur, c'est un abus que de s'abuser sur cela, les chats suivront toujours les chattes, et les femmes trouveront toujours des matous qui les suivront."")",-,0.0
"('#arlequin', ""Je pense qu'elle a raison, c'est un mal sans remède.  Mais revenons à notre Ville."")",-,0.0
"('#madame-de-l-architrave', 'Nous pourrons fort bien la bâtir sue cette Rivière qui est ici près : cela sera fort commode.')",-,0.0
"('#arlequin', ""Peste !  Gardez-vous en bien.  Une rivière ?  Et nous y verrions dans rien établir des Moulins de Javelles, des Charentons, des Ports à l'Anglais, des îles...  Enfin je ne veux point de rivière."")",-,0.0
"('#madame-de-l-architrave', ""Soit, soit ; je suis accommodante.  Il faudra donc la bâtir ici, et ce grand espace nous servira pour faire un beau jardin public, précédé d'une grande avenue d'arbres."")",-,0.0
"('#arlequin', 'Hé oui, oui, un Jardin !  Voilà-t-il pas Paris tout revenu ?  Je ne veux ni cours ni Tuileries, entendez-vous, parce que je veux bannir de notre Ville la coquetterie et la médisance.')",-,0.0
"('#madame-de-l-architrave', ""J'ai tout prévu, je m'en vais commander mon Escouade de placer mon monde dans les postes convenables. Madame de l'Architrave se retire, et en même temps tous les maçons qui l'accompagnaient bâtissent en dansant, un magnifique Palais."")",-,0.0
"('#arlequin', ""Diantre !  C'est bâtir bien gaiement !  Mais pour qui destinez-vous cette habitation superbe ?"")",-,0.0
"('#un-maçon', ""Superbe, Monsieur.  Bon !  C'est la maison de campagne d'une fille de l'Opéra.  Ce n'est rien que cela, si vous voyez comme elle est meublée !"")",-,0.0
"('#arlequin', ""Est-ce que vos maisons se meublent à mesure qu'on les bâtit ?"")",-,0.0
"('#un-maçon', ""Elles sont faites, meublées, et occupées tout à la fois.  Tenez, voilà l'Opératrice en question, sans doute elle veut répéter quelque chose."")",-,0.0
"('#la-chanteuse', ""Miei spirti amorosi, Brillatem'in sen : Amor vuol ch'io posi In braccio al mio ben. Miei spirti amorosi, Brillatem'in sen."")",-,0.0
"('#arlequin', ""Mais voilà qui est étonnant !  Je n'aurais jamais cru une fille d'Opéra si magnifiquement logée."")",-,0.0
"('#un-maçon', ""Il y a quinze jours qu'elle occupait un grenier, et il n'est pas bien décidé si elle ne retournera pas à son premier gîte.  En un mot, si vous voulez voir les fortunes de Théâtre, les voilà.  Un moment les élève, un moment les détruit. Tout le Palais se détruit."")",-,0.0
"('#arlequin', ""Je ne fais pas l'amour, Madame, en jeune sot, Et ne sais pas longtemps tourner autour du pot. Je vais d'abord au fait. Je vous aime, ma Reine, Vos yeux comme un forçat me tiennent à la chaîne ; Mais sans perdre le temps en fades compliments, Songez que les déserts sont faits pour les Amants, Profitez-en."")",-,0.0
-,"('#venus', ""Chantez, chantez, ne vous lassez jamais, Et qu'à vos voix, l'écho réponde. Les plaisirs et les jeux remplissent vos souhaits, Vous êtes les mortels les plus heureux du monde. Chantez, etc."")",0.0
-,"('#le-choeur', ""Chantons, chantons, etc. Les trois Grâces dansent sur l'air des plaisirs du prologue, après quoi suit :"")",0.0
-,"('#venus', 'Quel soudain carillon, et quels terribles bruits, Ciel ! qui peut amener ce bélître où je suis ?')",0.0
-,"('#scaramouche', ""Je viens ici pour troubler votre fête, De mes regards éprouvez la terreur. Dans mes transports, il n'est rien qui m'arrête, Je me nourris de carnage et d'horreur. Je suis nommé l'ennemi de nature, Le destructeur de tout le genre humain. Une des Grâces le caresse. Je ne veux point d'amoureuse aventure Si je ne fais cocu le dieu Vulcain. Cupidon veut le blesser. De Cupidon, j'incague Mon souffle seul repousse tous ses dards, Le grand Jupin redoute ma vengeance, Et pour ami, je n'ai que le dieu Mars. Air : Folies d'Espagne"")",0.0
-,"('#scaramouche', ""Quel sot ici porte un pas téméraire ? En badinant, je veux l'exterminer. Non, tu n'es pas digne de ma colère, Vas, dis partout que je sais pardonner. Pierrot le bat."")",0.0
-,"('#pierrot', ""Tu croyais m'épouvanter Par tes chiennes de grimaces, Mais apprend, sot animal, Turelure, Que j'en avons bien vu d'autres, Robin [turelure lure]. Air : Robin turelure"")",0.0
-,"('#scaramouche', ""J'ai juré plus de cent fois De frapper sans dire gare, Ceux qui traitent de manant, Turelure, Un homme de mon calibre, Robin, etc. Même air Pierrot le bat."")",0.0
-,"('#pierrot', 'Je sais punir qui vous offense, Je me moque de sa fierté. Vénus, pour toute récompense, Accordez-moi cette beauté, Car depuis longtemps je soupire, Tan la ra ritar. Air : Tan la ra ritar')",0.0
-,"('#venus', ""C'est Vulcain qui fait le tonnerre, Dont le maître des dieux épouvante la terre. Mais le brave Pierrot avec un échalas Punit qui ne me connait pas. Célébrons aujourd'hui sa valeur pierrotesque, Et chantons que Pierrot n'a rien que de grotesque."")",0.0
-,"('#le-choeur', ""Il fait régner l'amour au milieu des alarmes. Les gros tricots, les gros tricots Son ses plus fortes armes. Il fait régner, etc. On danse la Loure des Ris et des Plaisirs qui est dans le prologue de l'Europe galante, après quoi le choeur reprend : Pendant le choeur, Arlequin écoute, et le choeur fini Arlequin chante."")",0.0
-,"('#arlequin', ""Quoi, pour célébrer un héros, On parle ici de gros tricots, Cela sent trop la bastonnade, Je vais m'esquiver au plus tôt, Car Arlequin sans gasconnade, Est aussi poltron que Pierrot."")",0.0
-,"('#pierrot', ""Savez-vous, Monsieur l'animal Que Pierrot est homme de coeur. Je n'aime point la raillerie, Passez, passez votre chemin, Car quand on songe au mariage On n'aime pas les importuns."")",0.0
-,"('#arlequin', ""Pierrot, tu vas te marier ? À qui vas-tu donc t'allier ? Je prétends être de la fête, Et comme ami de la maison. Il faut que Pierrot me promette Quelque singe de sa façon."")",0.0
-,"('#pierrot', ""Pierrot est trop homme de bien, Pour en cela promettre rien. Car je sais que le mariage Nous produit souvent des enfants, Qui prétendent notre héritage, Quoiqu'ils ne soient pas nos parents."")",0.0
-,"('#une-des-graces', ""Souffrez que l'amour vous blesse, Finissez tous vos débats. La raison et la tendresse, Pierrot ne s'accordent pas. Deux Grâces dansent un menuet, après quoi Vénus chante à l'imitation de l'air du prologue qui dit"")",0.0
-,"('#venus', ""C'est dans une tendresse extrême, Ce n'est que dans le mariage, Qu'on trouve le bonheur parfait. Tout abonde dans le ménage Quand un homme a l'esprit bien fait. Et Tircis sans le cocuage, Serait-il ce qu'il est ?"")",0.0
-,"('#arlequin #pierrot', ""Devenons par le cocuage Aussi riche qu'il est."")",0.0
-,"('#arlequin', ""Belle Vénus, votre éloquence A quelque espèce de raison. Lorsque la corne d'abondance Fait l'ornement de la maison, Un mari sans chagrin doit dire tan la rita."")",0.0
-,"('#pierrot', ""Voila pourquoi mon pauvre père Chantait la nuit comme le jour, Quoique jamais ma chère mère Ne lui témoignât de l'amour. Nous avions toujours de quoi frire, tan la."")",0.0
-,"('#arlequin', ""Le mal est général, Pourquoi, diable le feindre ? On a tort de se plaindre Quand la tête fait mal, Le mal est général. Air : Ne m'entendez-vous pas"")",0.0
-,"('#pierrot', ""Allons donc nous pourvoir À la foire galante. Qu'importe qu'on nous trompe, Mon ami, tu seras Cocu comme Pierrot."")",0.0
-,"('#arlequin', 'À la foire, Vénus Étalant sa boutique Crèvera de pratique. Ses appas sont connus, Les cafés sont perdus.')",0.0
-,"('#pierrot', ""La belle Vénus ne vient pas Trafiquer ses appas. Elle ne paraît en ces lieux Que pour plaire à nos yeux. Air : Tu n'as pas le pouvoir Bis. Bis."")",0.0
-,"('#arlequin', ""Pierrot, ne vous fâchez pas tant, Parlez plus doucement. En fait d'amour, gardez-vous bien De répondre de rien. Bis. Bis."")",0.0
-,"('#pierrot', ""Pour me brouiller avec Vénus J'ai trop bon naturel. Je ne puis souffrir sans chagrin Qu'on en dise du mal. Bis. Bis."")",0.0
-,"('#arlequin', ""Ah ! si l'amour Conduit chaque jour Bien du monde à la foire, À leurs dépens Nous aurons de boire, Et nous serons contents."")",0.0
-,"('#pierrot', 'Quoi, tu ne parles que de boire ! Pour moi, je mourrai de souci Si les ongles du mariage Ne grattent ma démangeaison. Air : Réveillez-vous, [belle endormie]')",0.0
-,"('#arlequin', ""Avant de me mettre en ménage, Si je pousse quelques soupirs, Je veux que l'objet qui m'engage Accorde tout à mes désirs, Et sans cela, je me retire, tan la rara, etc."")",0.0
-,"('#pierrot', ""Ne va pas si vite en besogne, Tu fais l'amour en étourdi. Il faut quelque temps battre en brèche Avant que de donner l'assaut. Air : Réveillez-vous, [belle endormie]"")",0.0
-,"('#arlequin', ""Vas, tu n'as pas lu le grimoire, Tout tes avis sont superflus. Apprend, mon ami, qu'à la foire, Les marchés sont bientôt conclus, Jamais en vain l'on n'y soupire, tan la tare."")",0.0
-,"('#venus', ""Faites-lui ressentir l'effet de ma puissance, Cupidon, punissez le faquin qui m'offense. Ah ! Cupidon, faites-moi grâce, Quoi ! vous visez droit à mon coeur ! Ma foi, j'en tiens, quoique l'on fasse, L'amour est toujours le vainqueur. Cupidon poursuit Arlequin, et après un jeu de théâtre, il lui décoche une flèche, après quoi Arlequin chante sur l'air Réveillez-vous. Les violons reprennent l'ouverture."")",0.0
-,"('#arlequin', ""Du dieu d'Amour, je ressens la puissance, Ce mirmidon m'a percé le gosier. Il m'a vaincu, malgré ma résistance. Mes intestins ne sont plus qu'un brasier. Savant docteur, soleil de médecine, Vous pouvez seul soulager mes tourments. Accordez-moi l'aimable Colombine, Que j'aime mieux que tous vos lavements. Je suis le modèle D'un parfait amant. Souffrez qu'à la belle, Je fasse un... tant la leri, un compliment. Air : Folies d'Espagne"")",0.0
-,"('#le-docteur', 'Marinette autrefois faisait votre bonheur.')",0.0
-,"('#arlequin', ""Ciel ! Qu'entends-je ?"")",0.0
-,"('#le-docteur', 'Après avoir donné son coeur, Doit-on devenir infidèle ?')",0.0
-,"('#arlequin', 'Par rapport à ses yeux charmants, Et son air peu sévère,bis À mes premiers engagements, Je deviendrai contraire. Aussi prompt à trahir mes serments, Que je fus à les faire.bis Air : Fanatiques')",0.0
-,"('#colombine', 'Arlequin, tu peux te flatter De plaire à Colombine.')",0.0
-,"('#le-docteur', ""Quoi ! Vous osez vous en vanter, Madame la coquine. Hors d'ici, je saurai tricoter Comme il faut votre échine. Bis. Le Docteur poursuit Colombine, ce qui donne lieu à un jeu de théâtre avec Arlequin qui veut empêcher le Docteur de la maltraiter. Arlequin se retire."")",0.0
-,"('#le-docteur', ""Le soin que je prends de son sort Me fera troubler la cervelle. Arlequin croit triompher d'elle, Mais le coquin se trompe fort. Le Docteur s'en va."")",0.0
-,"('#marinette', ""Mon cher vainqueur, aimable Scaramouche, Je n'aimerai jamais que vous. C'est en vain qu'Arlequin gémit à mes genoux. Son amour n'a rien qui me touche. Je ris de ses transports jaloux. Je sens, à sa présence allumer mon courroux, Je suis pour lui sombre et farouche. Mon cher vainqueur, aimable Scaramouche, Je n'aimerai jamais que vous."")",0.0
-,"('#marinette', 'Que vois-je ? quels présents portent-ils dans leurs mains ! Que veulent ces marchands forains ?')",0.0
-,"('#arlequin', ""Je viens tout exprès dans ces lieux Pour régaler Colombine. Apercevant Marinette. Cet objet m'est odieux, Et me sert de médecine. Je veux, pour rire à ses dépends, L'assurer de ma tendresse. Et par de petits présents, Profiter de sa faiblesse. Air : Monsieur de la Palisse est mort"")",0.0
-,"('#arlequin', ""Recevez, beauté charmante, Une preuve de mes feux. Voici de l'encre luisante Pour noircir vos blonds cheveux, Un peu de machicatoire Avec un décrottoir, Un petit sifflet mignon, Et ce joli saucisson. Air : Quand sur le golfe du tendre."")",0.0
-,"('#pierrot', 'Pour moi qui ne suis point chiche, Je vous fais un plus beau don. De ce baril de moutarde Je prétends vous régaler. Pour rétrécir votre bouche Prenez ce pot de pommade, Cette râpe de fer blanc, Cette andouille de Tabac. Même air.')",0.0
-,"('#le-choeur #le-docteur', ""Râpez, râpez, belle bergère, Si vous voulez charmer ! Et quand vous ne saurez que faire, Vous n'avez qu'à fumer."")",0.0
-,"('#arlequin', ""C'est pour vous que je suis ici, Et je n'aspire qu'à vous plaire. Pour vous mon coeur est tout transi, C'est pour vous que je suis ici. À la foire et dans ce temps-ci, On finit bientôt une affaire. C'est pour, etc. Air : Le premier jour du mois de mai"")",0.0
-,"('#colombine', ""Malgré toute l'ardeur Qui règne dans mon âme, Osez-vous, imposteur ! En compter à Madame... Lizon, etc."")",0.0
-,"('#arlequin', ""Hélas ! je suis pressé Du mal qui me possède. Vos beaux yeux m'ont blessé, Donnez-moi le remède... Lizon, etc."")",0.0
-,"('#colombine', ""Qu'entends-je ? Quels discours ! Et que me dites-vous ? Je vous ai vu, perfide, à ses genoux. Air opéra."")",0.0
-,"('#arlequin', ""Non, Colombine, c'est pour vous Que mon coeur veut se faire entendre. L'amour m'a lancé tous ses coups. Non, Colombine, c'est pour vous. A-t-elle autant d'attrait que vous ? Et le moyen de s'y méprendre ? Non, Colombine, etc. Air : Le premier jour de mai"")",0.0
-,"('#arlequin', ""J'ai renoncé pour vous au doux jus de la tonne. Je ne puis plus souffrir ce breuvage divin. Et chaque jour, mon aimable pouponne, Je ne bois que trois pots vin. Air : J'ai senti pour vous seule"")",0.0
-,"('#marinette', ""Laissez-moi, c'est trop vous entendre. J'enrage, c'est trop vous entendre, D'un pareil traitement, je veux avoir raison. De mon juste courroux, rien ne peut vous défendre, Je vais vous étriller de la bonne façon. Air opéra, fin de la quatrième scène de la première entrée"")",0.0
-,"('#pierrot', ""Madame Alizon est en colère, Oh ! oh ! etc. De ce qu'elle ne peut faire, Oh ! oh ! etc. Et qu'on ne veut pas lui faire, Oh ! oh ! etc. Air : Marie Salisson"")",0.0
-,"('#colombine', ""Ma pauvre Alizon, que veux-tu faire, Oh ! oh ! etc. Rengaine donc ta colère, Oh ! oh ! etc. Et ne fais pas l'harengère, Oh ! oh ! etc."")",0.0
-,"('#marinette', ""Oh ! c'en est trop petite effrontée, Oh ! oh ! etc. Vous m'avez trop maltraitée, Oh ! oh ! etc. Ma foi vous serez frottée. Elles se battent et se décoiffent, Arlequin en les séparant frappe Pierrot. Ils se retirent tous à l'exception de Marinette qui reste décoiffée."")",0.0
-,"('#marinette', ""Quel funeste coup pour ma tête ! Quoi ! tu m'arraches les cheveux. Et pour marque de ta conquête, Ma coiffure en tes mains, rend ton sort glorieux. Tu m'as frappé, ah ! j'en prendrai vengeance, Et j'irai te dévisager. Infâme, tu m'as fais une sensible offense, Mais ne crois pas que je sois sans défense, De cent coups de bâtons, je prétends te charger. Quelle honte pour moi, qu'une femme fluette ! Un petit embryon me soumette à ses coups. Reprenons nos fureurs, courage, Marinette, Et sans différer, vengeons-nous. Ma face égratignée, et tout contrefaite, Doit contre une salope allumer mon courroux. Oui, quand j'aurai puni cette mazette, Un triomphe si grand me paraîtra bien doux. Et pour voir aujourd'hui ma vengeance complète, Je veux que la carogne en présence de tous, Me rende enfin à mes genoux Ma coiffure de mignonette. Air : Quel funeste coup pour mon âme, Elle s'en va."")",0.0
-,"('#arlequin', ""Hélas ! Arlequin n'en peut plus. L'Amour m'a donné la colique, Je suis devenu comme étique, Je sens tous mes membres perclus. Hélas ! etc."")",0.0
-,"('#colombine', 'Mon cher Arlequin, ton humeur chagrine Trouble le destin de ta Colombine. Morguienne de toi, quel homme ! quel homme ! Calme ton effroi, tu seras à moi. Air : Morguienne de vous')",0.0
-,"('#arlequin', 'Hélas ! je ne puis concevoir, Sur quoi tu fondes cet espoir. Le Docteur me sera contraire, Je ne pourrai jamais lui plaire. Il ne faut pour nous rendre heureux, Prendre conseil que de nous deux.')",0.0
-,"('#colombine', ""Pour mieux parler de notre flamme, Entre avec moi dans le logis, Je crois que t'habillant en femme, Tu ne seras jamais surpris. Air : Réveillez-vous, [belle endormie]"")",0.0
-,"('#arlequin', ""Je n'aurai pas trop bonne mine En équipage féminin. Allons... souviens-toi, Colombine, Que je suis toujours masculin."")",0.0
-,"('#scaramouche', 'Docteur, qui chaque nuit fait ici sentinelle, Ne verse point sur moi ton grand pot à pisser, Ne verse, etc.')",0.0
-,"('#arlequin', ""Scaramouche, retirez-vous, Car vous avez bien des jaloux. Croyez en Marinette, Hé bien ! Je crains qu'on ne vous traite, Vous [m'entendez bien]. Air : Vous m'entendez bien"")",0.0
-,"('#arlequin', 'Trop heureux, trop heureux, si pour vous, ma belle, Je me pouvais faire rôtir.bis')",0.0
-,"('#arlequin', ""Je prétends répondre à mon tour Aux sentiments de votre amour. Parlez à Marinette, Hé bien ! Avec cette trompette, Vous m'entendez [bien]. J'ai fait faire cet instrument, Pour nous parler plus sûrement. Approchez votre oreille, Fort bien, Vous êtes à merveille, Vous m'entendez [bien]. J'ai pour vous une telle ardeur, Que je sens grésiller mon coeur. Je verse pour vos charmes, Hé bien ! Un déluge de larmes, Vous m'entendez [bien]. Air : Vous m'entendez bien Même air. Même air. Il lui jette le pot de chambre."")",0.0
-,"('#scaramouche', ""Je suis mouillé, l'on punit ma sottise. L'eau dégoute partout, que maudit soit le pot. Il faut pour sécher ma chemise Que j'aille brûler un fagot. Il faut, etc."")",0.0
-,"('#arlequin', ""Que d'ustensiles différents, Pour attirer les soupirants. Toujours par la toilette, Hé bien ! Triomphe une coquette, Vous m'entendez [bien]. Il se mire. Ma foi, je suis un beau garçon, J'ai le nez tout à fait mignon, Ma figure est gentille, Hé bien ! Si j'étais une fille, Vous m'entendez bien. Je veux me poudrer, me rougir, Me vermillonner, me blanchir. Et pour fuir les alarmes, Hé bien ! Mettre à profit mes charmes, Vous [m'entendez bien]. Puisque j'ai l'air si féminin, Je veux par un discours badin, Contrefaire le style, Hé bien ! D'une coquette babille, Vous m'entendez [bien]. Puis aussi sur un ton nouveau, Feindre la voix d'un damoiseau, Qui prétend faire emplette, Hé bien ! Du coeur d'une coquette, Vous [m'entendez bien]. Madame, à vos appas, Je viens pour rendre hommage. Heureux si sans partage, Je puis entre vos bras, Ne m'entendez-vous pas. Il répond pour la femme. Je le connais trop bien, Vous cherchez à me plaire, Vous êtes téméraire, Et vous ne valez rien, Je le connais trop bien. L'homme. Ah ! faites plus de cas D'une si belle flamme. Je vous aime, Madame, Et voudrais bien, hélas ! Ne m'entendez-vous pas ? La femme. Vous êtes trop pressant, Ma vertu s'effarouche. Soyez moins violent, Vous êtes trop pressant. L'homme. Ah ! l'aimable museau, Et que ta gorge est belle. Je veux, ma tourterelle, Être ton tourtereau. Ah ! l'aimable museau. Il baise sa main. La femme. Fi donc, petit badin, Qu'osez-vous entreprendre ? Vous êtes trop malin. Fi donc, petit badin, L'homme. Rien ne peut m'arrêter, Dans ma vive tendresse. La femme. Je suis une Lucrèce, Pourquoi me tourmenter ? Vous voulez m'affronter. L'homme. Cupidon m'a vaincu, Mon aimable Silvie. La femme. Finissez, je vous prie, Respectez ma vertu, Ou vous serez battu. L'homme. Tous vos efforts sont vains, Charmante impératrice. La femme. Ah ! Monsieur le Jocrisse, Quittez de tels desseins, Ne jouez plus des mains. Arlequin s'assied et s'adresse à une chaise qui est devant lui et chante sur l'air Ne m'entendez-vous pas."")",0.0
-,"('#le-docteur', ""Que faites vous ici, Madame la carogne ? Reconnaissant Arlequin. Quoi ! c'est vous, chien d'ivrogne Qui babillez ainsi ? Sortez vite d'ici. Il le chasse."")",0.0
-,"('#le-docteur', ""D'une jeune beauté, la garde est difficile, Mes soins seront-ils superflus ? Je ne m'étonne point si l'on voit des cocus, Au manège d'amour la femme est trop habile. Air : La nuit ramène en vain, parodie."")",0.0
-,"('#le-docteur', ""C'est à vous de servir mon âme vigilante, Je vous ai destiné mon aimable servante. Contre tous vos rivaux, je prétends vous armer, À grands coups de tricot, il faut les abimer."")",0.0
-,"('#scaramouche', ""Je suis prêt à faire rage, Je punirai qui m'outrage. Ah ! quel horrible carnage, Et que de sang répandu. J'ai perdu la connaissance. Tout excite ma vengeance, Évitez donc ma puissance, Ou bien vous serez battu. Air : Trembleurs Il les chasse."")",0.0
-,"('#arlequin', ""Ne verrai-je jamais le jour Qui doit couronner mon amour ? Vous brûlez d'une faible flamme, Ah ! c'est trop offenser mes feux. Hélas ! je voudrais bien, Madame, Nous voir accoupler tous les deux. Air : Voulez-vous savoir qui des deux"")",0.0
-,"('#colombine', ""De quels reproches encor venez-vous m'alarmer ? Votre amour, quelque temps, ne peut-il se contraindre ? Que sert, ingrat, de vous aimer ? De vous, hélas ! j'ai tout à craindre. Air opéra."")",0.0
-,"('#arlequin', ""Je ne me plaindrais pas, Mais en vain je vous aime. Si vous m'aimiez de même, Ma Colombine, hélas ! Je ne me plaindrais pas. Air : Ne m'entendez-vous pas."")",0.0
-,"('#colombine', 'Vous plaignez-vous, ingrat, De ma flamme parfaite. Vous aimez, Marinette, Perfide scélérat. Mais... à bon chat, bon rat.')",0.0
-,"('#arlequin', ""C'est le sujet de mes alarmes, Vous reconnaissez mal ma foi. Je renonce à tout pour vos charmes, Et vous ne faites rien pour moi. Air : Réveillez[-vous] belle endormie"")",0.0
-,"('#arlequin', ""Raccommodons-nous toujours, C'est le plaisir des amours. À la foire, c'est la mode, On se brouille, on s'accommode, Lampons, lampons, Colombine, lampons. Tu ne danses pas trop mal, Allons-nous-en donc au bal, Chez la jeune cafetière, Chacun danse à sa manière. Lampons, lampons, Colombine, lampons. On y danse des menuets, Toutes sortes de ballets. Souvent ce qui plus tourmente On y danse la courante. Lampons, lampons, Colombine, lampons. Air : Lampons."")",0.0
-,"('#le-choeur', ""Marchands forains, rassemblons-nous, Ça, que l'on danse, que l'on chante. Quel séjour peut être plus doux ? Bannissons les soupçons jaloux. À la foire galante L'amour nous trompe tous. On danse l'air des masques, ensuite on chante Ah ! d'un curé. Après on danse encore l'air des masques."")",0.0
-,"('#pierrot', ""À la danse Je viens en masque Pour n'être pas reconnu, A c i o u. À ma taille délibérée, Me prendrait-on pour Pierrot O o o diu hurhaut. On danse un menuet."")",0.0
-,"('#pierrot', ""Entrons au bal, Et sans cérémonie Accostons-y Quelque jeune beauté. Faisons lui voir Que quoique l'on en dise, Pierrot est un vivant Qui fait, qui fait Chiffonner bien un falbala. Air : La Guinguette Pierrot va caresser Colombine."")",0.0
-,"('#arlequin', ""Doucement, Monsieur l'animal, Voici votre rival, Vous chiffonnez son falbala Retirez-vous de là.bis Air : Tu n'as pas le pouvoir Il le frappe."")",0.0
-,"('#pierrot', ""Mais, Monsieur, pourquoi me frapper ? Vous n'avez qu'à parler.bis Je connais pourtant des époux Plus dociles que vous.bis Arlequin le frappe encore."")",0.0
-,"('#les-chanteuses', ""Arlequin, c'est à tort que vous êtes jaloux, Pierrot ne vient ici que pour l'amour de nous."")",0.0
"('#colombine', ""Jamais d'une si brusque flamme Le pétulant aveu ne touchera mon âme ; Mais hélas ! Suis-je encor maîtresse de mon coeur ? Vous le savez, Octave..."")","('#premiere-chanteuse', ""C'est pour moi que Pierrot ici porte ses pas, Il a senti le pouvoir de mes charmes. Arrêtez, Arlequin, ne le frappez donc pas ! Épargnez-moi de mortelles alarmes, Arlequin, c'est à tort, etc."")",0.37775465846061707
