,racine-thebaide,racine-thebaide-64,Cost,Operation Type
99,"('#jocaste', ""Mais quelle crainte encor vous peut inquiéter ?  Pourquoi si promptement voulez-vous nous quitter ? Quoi ce jour tout entier n'est-il pas de la trêve, Dès qu'elle a commencé faut-il qu'elle s'achève ? Vous voyez qu'Étéocle a mis les armes bas, Il veut que je vous voie, et vous ne voulez pas. "")","('#jocaste', ""Mais quelle crainte encor vous peut inquiéter, Pourquoi si promptement voulez-vous nous quitter ? Ce jour-ci tout entier n'est-il pas de la trêve, Dès qu'elle a commencé faut-il qu'elle s'achève ? Vous voyez qu'Étéocle a mis les armes bas, Il veut que je vous voie, et vous ne voulez pas."")",0.0,Match
100,"('#antigone', ""Oui, mon frère, il n'est pas comme vous inflexible, Aux larmes de sa mère il a paru sensible, Nos pleurs ont désarmé sa colère aujourd'hui, Vous l'appelez cruel, vous l'êtes plus que lui."")","('#antigone', ""Oui, mon frère, il n'est pas comme vous inflexible, Aux larmes de sa mère il a paru sensible, Nos pleurs ont désarmé sa colère aujourd'hui, Vous l'appelez tyran, vous l'êtes plus que lui."")",0.0,Match
101,"('#hemon', 'Seigneur, rien ne vous presse, et vous pouvez sans peine,  Laisser agir encor la princesse et la reine, Accordez tout ce jour à leur pressant désir, Voyons si leur dessein ne pourra réussir. Ne donnez pas la joie au prince votre frère, De dire que sans vous la paix se pouvait faire.  Vous aurez satisfait une mère, une soeur, Et vous aurez surtout satisfait votre honneur. Mais que veut ce soldat ? Son âme est toute émue.')","('#hemon', 'Seigneur, rien ne vous presse, et vous pouvez sans peine, Laisser agir encor la Princesse et la Reine, Accordez tout ce jour à leur pressant désir, Voyons si leur dessein ne pourra réussir, Ne donnez pas la joie au prince votre frère, De dire que sans vous la paix se pouvait faire, Vous aurez satisfait une mère, une soeur, Et vous aurez surtout satisfait votre honneur. Mais que veut ce soldat ? Son âme est toute émue.')",0.0,Match
102,"('#garde', ""Seigneur, on est aux mains, et la trêve est rompue, Créon et les Thébains, par l'ordre de leur roi,  Attaquent votre armée et violent leur foi. Le brave Hippomédon s'efforce en votre absence, De soutenir leur choc de toute sa puissance, Par son ordre, Seigneur, je vous viens avertir."")","('#un-soldat-grec', ""Seigneur, on est aux mains, et la trêve est rompue, Et les Thébains, conduits par Créon, et leur roi, Attaquent votre armée et violent leur foi. Le brave Hippomédon s'efforce en votre absence, De soutenir leur choc de toute sa puissance, Par son ordre, Seigneur, je vous viens avertir."")",0.0,Match
103,"('#polynice', ""Ah les traîtres ! Allons, Hémon, il faut sortir.  Madame, vous voyez comme il tient sa parole ; Mais il veut le combat, il m'attaque, et j'y vole. À la reine."")","('#polynice', ""Ah les traîtres ! Allons, Hémon, il faut sortir, Madame vous voyez comme il tient sa parole, Mais il veut le combat, il m'attaque, et j'y vole. À la Reine."")",0.0,Match
104,"('#jocaste', ""Polynice, mon fils... Mais il ne m'entend plus, Aussi bien que mes pleurs mes cris sont superflus. Chère Antigone, allez, courez à ce barbare.  Du moins allez prier Hémon qu'il les sépare. La force m'abandonne, et je n'y puis courir, Tout ce que je puis faire, hélas ! c'est de mourir."")","('#jocaste', ""Polynice, mon fils... Mais il ne m'entend plus, Aussi bien que mes pleurs mes cris sont superflus. Chère Antigone allez, courez à ce barbare, Du moins allez prier Hémon qu'il les sépare. La force m'abandonne, et je n'y puis courir, Tout ce que je puis faire, hélas ! c'est de mourir."")",0.0,Match
105,"('#jocaste', ""Olympe, va-t-en voir ce funeste spectacle. Va voir si leur fureur n'a point trouvé d'obstacle.  Si rien n'a pu toucher l'un ou l'autre parti ; On dit qu'à ce dessein Ménécée est sorti."")","('#jocaste', ""Olympe, va-t-en voir ce funeste spectacle, Va voir si leur fureur n'a point trouvé d'obstacle, Si rien n'a pu toucher l'un ou l'autre parti, On dit qu'à ce dessein Ménécée est sorti."")",0.0,Match
106,"('#olympe', ""Je ne sais quel dessein animait son courage, Une héroïque ardeur brillait sur son visage ; Mais vous devez, Madame, espérer jusqu'au bout. "")","('#olympe', ""Je ne sais quel dessein animait son courage, Une héroïque ardeur brillait sur son visage, Mais vous devez, Madame, espérer jusqu'au bout."")",0.0,Match
107,"('#jocaste', 'Va tout voir, chère Olympe, et me viens dire tout. Éclaircis promptement ma triste inquiétude.')","('#jocaste', 'Va tout voir, chère Olympe, et me viens dire tout. Éclaircis promptement ma triste inquiétude.')",0.0,Match
108,"('#olympe', 'Mais vous dois-je laisser en cette solitude ?')","('#olympe', 'Mais vous dois-je laisser en cette solitude ?')",0.0,Match
109,"('#jocaste', ""Va, je veux être seule en l'état où je suis, Si toutefois on peut l'être avec tant d'ennuis. "")","('#jocaste', ""Va, je veux être seule en l'état où je suis, Si pourtant on peut l'être avec tant d'ennuis."")",0.0,Match
110,"('#jocaste', ""Dureront-ils toujours ces ennuis si funestes ? N'épuiseront-ils point les vengeances célestes ? Me feront-ils souffrir tant de cruels trépas, Sans jamais au tombeau précipiter mes pas ? Ô ciel ! que tes rigueurs seraient peu redoutables,  Si la foudre d'abord accablait les coupables ! Et que tes châtiments paraissent infinis, Quand tu laisses la vie à ceux que tu punis ! Tu ne l'ignores pas, depuis le jour infâme, Où de mon propre fils je me trouvai la femme,  Le moindre des tourments que mon coeur a soufferts, Égale tous les maux que l'on souffre aux Enfers : Et toutefois, ô Dieux, un crime involontaire Devait-il attirer toute votre colère ? Le connaissais-je, hélas ! ce fils infortuné ?  Vous-mêmes dans mes bras vous l'avez amené. C'est vous dont la rigueur m'ouvrit ce précipice. Voilà de ces grands Dieux la suprême justice, Jusques au bord du crime ils conduisent nos pas, Ils nous le font commettre, et ne l'excusent pas.  Prennent-ils donc plaisir à faire des coupables, Afin d'en faire après d'illustres misérables ? Et ne peuvent-ils point quand ils sont en courroux, Chercher des criminels à qui le crime est doux ?"")","('#jocaste', ""Dureront-ils toujours ces ennuis si funestes ? N'épuiseront-ils point les vengeances célestes ? Me feront-ils souffrir tant de cruels trépas, Sans jamais au tombeau précipiter mes pas ? Ô ciel ! Que tes rigueurs seraient peu redoutables, Si la foudre d'abord accablait les coupables, Et que tes châtiments paraissent infinis, Quand tu laisses la vie à ceux que tu punis ! Tu ne l'ignores pas, depuis le jour infâme, Où de mon propre fils je me trouvai la femme, Le moindre des tourments que mon coeur a soufferts, Égale tous les maux que l'on souffre aux Enfers. Et toutefois, ô dieux, un crime involontaire, Devait-il attirer toute votre colère ? Le connaissais-je, hélas ! Ce fils infortuné, Lorsque dedans mes bras vous l'avez amené ? C'est vous dont la rigueur m'ouvrit ce précipice. Voilà de ces grands dieux la suprême justice, Jusques au bord du crime ils conduisent nos pas, Ils nous le font commettre, et ne l'excusent pas. Prennent-ils donc plaisir à faire des coupables, Afin d'en faire après d'illustres misérables, Et ne peuvent-ils point quand ils sont en courroux, Chercher des criminels à qui le crime est doux ?"")",0.0,Match
111,"('#jocaste', ""Hé bien en est-ce fait ? L'un ou l'autre perfide Vient-il d'exécuter son noble parricide ? Parlez, parlez, ma fille !"")","('#jocaste', ""Hé bien en est-ce fait ? L'un ou l'autre perfide, Vient-il d'exécuter son noble parricide ? Parlez, parlez, ma fille ?"")",0.0,Match
112,"('#antigone', ""Ah ! Madame, en effet, L'oracle est accompli, le ciel est satisfait."")","('#antigone', ""Ah ! Madame, en effet, L'oracle est accompli, le ciel est satisfait."")",0.0,Match
113,"('#jocaste', 'Quoi mes deux fils sont morts ?')","('#jocaste', 'Quoi mes deux fils sont morts ?')",0.0,Match
114,"('#antigone', ""Un autre sang, Madame, Rend la paix à l'État et le calme à votre âme :  Un sang digne des rois dont il est découlé, Un héros pour l'État s'est lui-même immolé. Je courais pour fléchir Hémon et Polynice, Ils étaient déjà loin avant que je sortisse. Ils ne m'entendaient plus, et mes cris douloureux Vainement par leur nom les rappelaient tous deux. Ils ont tous deux volé vers le champ de bataille, Et moi je suis montée au haut de la muraille, D'où le peuple étonné regardait comme moi, L'approche d'un combat qui le glaçait d'effroi.  À cet instant fatal le dernier de nos princes, L'honneur de notre sang, l'espoir de nos provinces, Ménécée en un mot, digne frère d'Hémon, Et trop indigne aussi d'être fils de Créon, De l'amour du pays montrant son âme atteinte,  Au milieu des deux camps s'est avancé sans crainte, Et se faisant ouïr des Grecs et des Thébains, Arrêtez, a-t-il dit, arrêtez inhumains. Ces mots impérieux n'ont point trouvé d'obstacle, Les soldats étonnés de ce nouveau spectacle,  De leur noire fureur ont suspendu le cours, Et ce prince aussitôt poursuivant son discours, Apprenez, a-t-il dit, l'arrêt des destinées, Par qui vous allez voir vos misères bornées. Je suis le dernier sang de vos rois descendu, Qui par l'ordre des Dieux doit être répandu. Recevez donc ce sang que ma main va répandre, Et recevez la paix où vous n'osiez prétendre. Il se tait, et se frappe en achevant ces mots, Et les Thébains voyant expirer ce héros,  Comme si leur salut devenait leur supplice, Regardent en tremblant ce noble sacrifice. J'ai vu le triste Hémon abandonner son rang Pour venir embrasser ce frère tout en sang. Créon à son exemple a jeté bas les armes,  Et vers ce fils mourant est venu tout en larmes, Et l'un et l'autre camp les voyant retirés, Ont quitté le combat et se sont séparés. Et moi le coeur tremblant, et l'âme toute émue, D'un si funeste objet j'ai détourné la vue,  De ce prince admirant l'héroïque fureur."")","('#antigone', ""Un autre sang Madame, Rend la paix à l'État et le calme à votre âme : Un sang digne des rois dont il est découlé, Pour l'État et pour nous s'est lui-même immolé. Je sortais pour fléchir Hémon et Polynice, Ils étaient déjà loin avant que je sortisse, Je leur croyais d'attendre et d'arrêter leurs pas ; Mais loin de s'arrêter ils ne m'entendaient pas. Ils ont couru tous deux vers le champ de bataille, Et moi je suis montée au haut de la muraille, D'où le peuple étonné regardait comme moi, L'approche d'un combat qui le glaçait d'effroi. À cet instant fatal le dernier de nos princes, L'honneur de notre sang, l'espoir de nos provinces, Ménécée en un mot digne frère d'Hémon, Et trop indigne aussi d'être fils de Créon, De l'amour du pays montrant son âme atteinte, Au milieu des deux camps s'est avancé sans crainte, Et se faisant ouïr des Grecs et des Thébains, Arrêtez, a-t-il dit, arrêtez inhumains. Ces mots impérieux n'ont point trouvé d'obstacle, Les soldats étonnés de ce nouveau spectacle, De leur noire fureur ont suspendu le cours, Et ce prince aussitôt poursuivant son discours, Apprenez, a-t-il dit, l'arrêt des destinées, Par qui vous allez voir vos misères bornées. Je suis le dernier sang de vos rois descendu. Qui par l'ordre des dieux doit être répandu, Recevez donc ce sang que ma main va répandre, Et recevez la paix où vous n'osiez prétendre, Il se tait, et se frappe en achevant ces mots, Et les Thébains voyant expirer ce héros, Comme si leur salut devenait leur supplice, Regardent en tremblant ce noble sacrifice. J'ai vu le triste Hémon abandonner son rang Pour venir embrasser ce frère tout en sang. Créon à son exemple a jeté bas les armes, Et vers ce fils mourant est venu tout en larmes, Et l'un et l'autre camp les voyant retirés, Ont quitté le combat et se sont séparés. Et moi le coeur tremblant, et l'âme toute émue, D'un si funeste objet j'ai détourné la vue, De ce prince admirant l'héroïque fureur."")",0.0,Match
115,"('#jocaste', ""Comme vous je l'admire, et j'en frémis d'horreur. Est-il possible, ô Dieux, qu'après ce grand miracle, Le repos des Thébains trouve encor quelque obstacle ? Cet illustre trépas ne peut-il vous calmer,  Puisque même mes fils s'en laissent désarmer ? La refuserez-vous cette noble victime ? Si la vertu vous touche autant que fait le crime, Si vous donnez les prix comme vous punissez, Quels crimes par ce sang ne seront effacés ? "")","('#jocaste', ""Comme vous je l'admire, et j'en frémis d'horreur. Est-il possible, ô dieux, qu'après ce grand miracle, Le repos des Thébains trouve encor quelque obstacle ? Cet illustre trépas ne peut-il vous calmer, Puisque même mes fils s'en laissent désarmer ? La refuserez-vous cette noble victime ? Si la vertu vous touche autant que fait le crime, Si vous donnez les prix comme vous punissez, Quels crimes par ce sang ne seront effacés ?"")",0.0,Match
116,"('#antigone', ""Oui, oui cette vertu sera récompensée, Les Dieux sont trop payés du sang de Ménécée ; Et le sang d'un héros auprès des immortels, Vaut seul plus que celui de mille criminels."")","('#antigone', ""Oui, oui cette vertu sera récompensée, Les dieux sont trop payés du sang de Ménécée, Et le sang d'un héros auprès des immortels, Vaut seul plus que celui de mille criminels."")",0.0,Match
117,"('#jocaste', ""Connaissez mieux du ciel la vengeance fatale.  Toujours à ma douleur il met quelque intervalle. Mais hélas ! quand sa main semble me secourir C'est alors qu'il s'apprête à me faire périr. Il a mis cette nuit quelque fin à mes larmes, Afin qu'à mon réveil je visse tout en armes.  S'il me flatte aussitôt de quelque espoir de paix, Un oracle cruel me l'ôte pour jamais. Il m'amène mon fils, il veut que je le voie, Mais hélas ! Combien cher me vend-il cette joie ! Ce fils est insensible, et ne m'écoute pas,  Et soudain il me l'ôte et l'engage aux combats. Ainsi toujours cruel, et toujours en colère, Il feint de s'apaiser et devient plus sévère, Il n'interrompt ses coups que pour les redoubler, Et retire son bras pour me mieux accabler. "")","('#jocaste', ""Connaissez mieux du ciel la vengeance fatale Toujours à ma douleur il met quelque intervalle, Mais hélas ! Quand sa main semble me secourir C'est alors qu'il s'apprête à me faire périr. Il a mis cette nuit quelque fin à mes larmes, Afin qu'à mon réveil je visse tout en armes. S'il me flatte aussitôt de quelque espoir de paix, Un oracle cruel me l'ôte pour jamais. Il m'amène mon fils, il veut que je le voie, Mais combien chèrement me vend-il cette joie ! Ce fils est insensible, et ne m'écoute pas, Et soudain il me l'ôte et l'engage aux combats. Ainsi toujours cruel, et toujours en colère, Il feint de s'apaiser et devient plus sévère, Il n'interrompt ses coups que pour les redoubler, Et retire son bras pour me mieux accabler."")",0.0,Match
118,"('#antigone', 'Madame, espérons tout de ce dernier miracle.')","('#antigone', 'Madame, espérons tout de ce dernier miracle.')",0.0,Match
119,"('#jocaste', ""La haine de mes fils est un trop grand obstacle. Polynice endurci n'écoute que ses droits, Du peuple et de Créon l'autre écoute la voix. Oui du lâche Créon. Cette âme intéressée Nous ravit tout le fruit du sang de Ménécée : En vain pour nous sauver ce grand prince se perd, Le père nous nuit plus que le fils ne nous sert. De deux jeunes héros cet infidèle père..."")","('#jocaste', ""La haine de mes fils est un trop grand obstacle, En vain tous les mortels s'épuiseront le flanc, Ils se veulent baigner dedans leur propre sang. Tous deux voulant régner, il faut que l'un périsse,  L'un a pour lui le peuple, et l'autre la justice, Polynice endurci n'écoute que ses droits, Du peuple et de Créon l'autre écoute la voix. Oui du lâche Créon. Cette âme intéressée? Nous ôte tout le fruit du sang de Ménécée, En vain pour nous sauver ce grand prince se perd, Le père nous nuit plus que le fils ne nous sert. De deux jeunes héros cet infidèle père..."")",0.0,Match
120,"('#antigone', 'Ah ! le voici, Madame, avec le roi mon frère. ')","('#antigone', 'Ah ! Le voici, Madame, avec le roi mon frère.')",0.0,Match
121,"('#jocaste', ""Mon fils, c'est donc ainsi que l'on garde sa foi ?"")","('#jocaste', ""Mon fils, c'est donc ainsi que l'on garde sa foi ?"")",0.0,Match
122,"('#eteocle', ""Madame, ce combat n'est point venu de moi, Mais de quelques soldats tant d'Argos que des nôtres, Qui s'étant querellés les uns avec les autres, Ont insensiblement tout le corps ébranlé,  Et fait un grand combat d'un simple démêlé. La bataille sans doute allait être cruelle, Et son événement vidait notre querelle, Quand du fils de Créon l'héroïque trépas, De tous les combattants a retenu le bras.  Ce prince, le dernier de la race royale, S'est appliqué des Dieux la réponse fatale, Et lui-même à la mort il s'est précipité, De l'amour du pays noblement transporté."")","('#eteocle', ""Madame, ce combat n'est point venu de moi, Mais de quelques soldats, tant d'Argos que des nôtres, Qui s'étant querellés les uns avec les autres, Ont insensiblement tout le corps ébranlé, Et fait un grand combat d'un simple démêlé. La bataille sans doute allait être cruelle, Et son événement vidait notre querelle, Quand du fils de Créon l'héroïque trépas, Des Thébains et des Grecs a retenu le bras. Ce prince le dernier de la race royale, S'est appliqué des Dieux la réponse fatale, Et lui-même à la mort il s'est précipité, De l'amour du pays noblement transporté."")",0.0,Match
123,"('#jocaste', ""Ah ! si le seul amour qu'il eut pour sa patrie,  Le rendit insensible aux douceurs de la vie, Mon fils ce même amour ne peut-il seulement, De votre ambition vaincre l'emportement ? Un exemple si beau vous invite à le suivre, Il ne faudra cesser de régner ni de vivre.  Vous pouvez en cédant un peu de votre rang, Faire plus qu'il n'a fait en versant tout son sang. Il ne faut que cesser de haïr votre frère, Vous ferez beaucoup plus que sa mort n'a su faire. Ô Dieux ! aimer un frère est-ce un plus grand effort,  Que de haïr la vie et courir à la mort ? Et doit-il être enfin plus facile en un autre, De répandre son sang, qu'en vous d'aimer le vôtre ?"")","('#jocaste', ""Ah ! Si le seul amour qu'il eut pour sa patrie, Le rendit insensible aux douceurs de la vie, Mon fils ce même amour ne peut-il seulement, De votre ambition vaincre l'emportement ? Un exemple si beau vous invite à le suivre, Il ne faudra cesser de régner ni de vivre Vous pouvez en cédant un peu de votre rang, Faire plus qu'il n'a fait en versant tout son sang. Il ne faut que cesser de haïr votre frère, Vous ferez beaucoup plus que sa mort n'a su faire. Ô dieux ! Aimer un frère est-ce un plus grand effort, Que de haïr la vie et courir à la mort ? Et doit-il être enfin plus facile en un autre, De répandre son sang, qu'en vous d'aimer le vôtre ?"")",0.0,Match
124,"('#eteocle', ""Son illustre vertu me charme comme vous, Et d'un si beau trépas je suis même jaloux.  Et toutefois, Madame, il faut que je vous die, Qu'un trône est plus pénible à quitter que la vie ; La gloire bien souvent nous porte à la haïr, Mais peu de souverains font gloire d'obéir. Les Dieux voulaient son sang, et ce prince sans crime Ne pouvait à l'État refuser sa victime ; Mais ce même pays qui demandait son sang, Demande que je règne et m'attache à mon rang. Jusqu'à ce qu'il m'en ôte il faut que j'y demeure. Il n'a qu'à prononcer j'obéirai sur l'heure,  Et Thèbes me verra pour apaiser son sort, Et descendre du trône, et courir à la mort."")","('#eteocle', ""Son illustre vertu me charme comme vous, Et d'un si beau trépas je suis même jaloux. Et toutefois, Madame, il faut que je vous die, Qu'un trône est plus pénible à quitter que la vie ; La gloire bien souvent nous porte à la haïr, Mais peu de souverains font gloire d'obéir. Les dieux voulaient son sang, et ce prince sans crime Ne pouvait à l'État refuser sa victime, Mais ce même pays qui demandait son sang, Demande que je règne et m'attache à mon rang. Jusqu'à ce qu'il m'en ôte il faut que j'y demeure ; Il n'a qu'à prononcer j'obéirai sur l'heure, Et Thèbes me verra pour apaiser son sort, Et descendre du trône, et courir à la mort."")",0.0,Match
125,"('#creon', ""Ah ! Ménécée est mort, le ciel n'en veut point d'autre. Laissez couler son sang sans y mêler le vôtre, Et puisqu'il l'a versé pour nous donner la paix,  Accordez-la, Seigneur, à nos justes souhaits."")","('#creon', ""Ah ! Ménécée est mort, le Ciel n'en veut point d'autre. Laissez couler son sang sans y mêler le vôtre, Et puisqu'il l'a versé pour nous donner la paix, Accordez-la, Seigneur, à nos justes souhaits."")",0.0,Match
126,"('#eteocle', 'Eh quoi ? même Créon pour la paix se déclare ?')","('#eteocle', 'Eh quoi même Créon pour la paix se déclare ?')",0.0,Match
127,"('#creon', ""Pour avoir trop aimé cette guerre barbare, Vous voyez les malheurs où le ciel m'a plongé. Mon fils est mort, Seigneur. "")","('#creon', ""Pour avoir trop aimé cette guerre barbare, Vous voyez les malheurs où le ciel m'a plongé, Mon fils est mort, Seigneur."")",0.0,Match
128,"('#eteocle', ""Il faut qu'il soit vengé. "")","('#eteocle', ""Il faut qu'il soit vengé."")",0.0,Match
129,"('#creon', 'Sur qui me vengerais-je en ce malheur extrême ?')","('#creon', 'Sur qui me vengerais-je en ce malheur extrême ?')",0.0,Match
130,"('#eteocle', 'Vos ennemis, Créon, sont ceux de Thèbes même, Vengez-la, vengez-vous.')","('#eteocle', 'Vos ennemis, Créon, sont ceux de Thèbes même, Vengez-la, vengez-vous.')",0.0,Match
131,"('#creon', ""Ah ! dans ses ennemis, Je trouve votre frère, et je trouve mon fils. Dois-je verser mon sang, ou répandre le vôtre ?  Et dois-je perdre un fils pour en venger un autre ? Seigneur, mon sang m'est cher, le vôtre m'est sacré, Serai-je sacrilège ou bien dénaturé ? Souillerai-je ma main d'un sang que je révère ? Serai-je parricide, afin d'être bon père ?  Un si cruel secours ne me peut soulager, Et ce serait me perdre au lieu de me venger. Tout le soulagement où ma douleur aspire, C'est qu'au moins mes malheurs servent à votre empire. Je me consolerai si ce fils que je plains,  Assure par sa mort le repos des Thébains. Le ciel promet la paix au sang de Ménécée, Achevez-la, Seigneur, mon fils l'a commencée, Accordez-lui ce prix qu'il en a prétendu, Et que son sang en vain ne soit pas répandu. "")","('#creon', ""Ah ! Dans ces ennemis, Je trouve votre frère, et je trouve mon fils. Dois-je verser mon sang, ou répandre le vôtre ? Et dois-je perdre un fils pour en venger un autre ? Seigneur, mon sang m'est cher, le vôtre m'est sacré, Serai-je sacrilège ou bien dénaturé ? Souillerai-je ma main d'un sang que je révère, Serai-je parricide, afin d'être bon père ? Un si cruel secours ne me peut soulager, Et ce serait me perdre au lieu de me venger. Tout le soulagement où ma douleur aspire, C'est qu'au moins mes malheurs servent à votre Empire, Je me consolerai si ce fils que je plains, Assure par sa mort le repos des Thébains. Le Ciel promet la paix au sang de Ménécée, Achevez-la, Seigneur, mon fils l'a commencée, Accordez-lui ce prix qu'il en a prétendu, Et que son sang en vain ne soit pas répandu."")",0.0,Match
132,"('#jocaste', ""Non, puisqu'à nos malheurs vous devenez sensible, Au sang de Ménécée il n'est rien d'impossible : Que Thèbes se rassure après ce grand effort, Puisqu'il change votre âme, il changera son sort. La paix dès ce moment n'est plus désespérée,  Puisque Créon la veut je la tiens assurée, Bientôt ces coeurs de fer se verront adoucis, Le vainqueur de Créon peut bien vaincre mes fils. Qu'un si grand changement vous désarme et vous touche, Quittez, mon fils, quittez cette haine farouche,  Soulagez une mère, et consolez Créon, Rendez-moi Polynice, et lui rendez Hémon. À Étéocle."")","('#jocaste', ""Non, puisqu'à nos malheurs vous devenez sensible, Au sang de Ménécée il n'est rien d'impossible, Que Thèbes se rassure après ce grand effort, Puisqu'il change votre âme, il changera son sort. La paix dès ce moment n'est plus désespérée, Puisque Créon la veut je la tiens assurée, Bientôt ces coeurs de fer se verront adoucis, Le vainqueur de Créon peut bien vaincre mes fils. Qu'un si grand changement vous désarme et vous touche, Quittez, mon fils, quittez cette haine farouche, Soulagez une mère, et consolez Créon, Rendez-moi Polynice, et lui rendez Hémon. À Étéocle."")",0.0,Match
133,"('#eteocle', ""Mais enfin, c'est vouloir que je m'impose un maître, Vous ne l'ignorez pas, Polynice veut l'être ; Il demande surtout le pouvoir souverain,  Et ne veut revenir que le sceptre à la main."")","('#eteocle', ""Mais enfin, c'est vouloir que je m'impose un maître, Vous ne l'ignorez pas, Polynice veut l'être ; Il demande surtout le pouvoir souverain, Et ne veut revenir que le sceptre à la main."")",0.0,Match
134,"('#attale', ""Polynice, Seigneur, demande une entrevue ; C'est ce que d'un héraut nous apprend la venue ; Il vous offre, Seigneur, ou de venir ici, Ou d'attendre en son camp."")","('#attale', ""Polynice, Seigneur, demande une entrevue ; C'est ce que d'un héraut nous apprend la venue ; On ne dit pas pourquoi ; mais il s'engage aussi, De vous attendre au camp, ou de venir ici."")",0.0,Match
135,"('#creon', ""Peut-être qu'adouci,  Il songe à terminer une guerre si lente, Et son ambition n'est plus si violente : Par ce dernier combat il apprend aujourd'hui, Que vous êtes au moins aussi puissant que lui. Les Grecs mêmes sont las de servir sa colère,  Et j'ai su depuis peu que le roi son beau-père, Préférant à la guerre un solide repos, Se réserve Mycène, et le fait roi d'Argos. Tout courageux qu'il est, sans doute il ne souhaite, Que de faire en effet une honnête retraite.  Puisqu'il s'offre à vous voir croyez qu'il veut la paix. Ce jour la doit conclure, ou la rompre à jamais. Tâchez dans ce dessein de l'affermir vous-même, Et lui promettez tout hormis le diadème."")","('#creon', ""Sans doute qu'il est là d'une guerre si lente, Et son ambition n'est plus si violente, Par ce dernier combat il apprend aujourd'hui, Que vous êtes au moins aussi puissant que lui. Les Grecs mêmes sont las de servir sa colère, Et j'ai su depuis peu que le Roi son beau-père, Préférant à la guerre un solide repos, Se réserve Mycène, et le fait Roi d'Argos. Tout courageux qu'il est, sans doute il ne souhaite, Que de faire en effet une honnête retraite, Puisqu'il s'offre à vous voir croyez qu'il veut la paix, Ce jour la doit conclure, ou la rompre à jamais. Tâchez dans ce dessein de l'affermir vous-même, Et lui promettez tout hormis le diadème."")",0.0,Match
136,"('#eteocle', 'Hormis le diadème il ne demande rien. ')","('#eteocle', 'Hormis le diadème il ne demande rien.')",0.0,Match
137,"('#jocaste', 'Mais voyez-le du moins.')","('#jocaste', 'Mais voyez-le du moins.')",0.0,Match
138,"('#creon', ""Oui puisqu'il le veut bien, Vous ferez plus tout seul que nous ne saurions faire, Et le sang reprendra son empire ordinaire."")","('#creon', ""Oui puisqu'il le veut bien, Vous ferez plus tout seul que nous ne saurions faire, Et le sang reprendra son empire ordinaire."")",0.0,Match
139,"('#eteocle', 'Allons donc le chercher.')","('#eteocle', 'Allons donc le chercher.')",0.0,Match
140,"('#jocaste', 'Mon fils, au nom des Dieux, Attendez-le plutôt. Voyez-le dans ces lieux. ')","('#jocaste', 'Mon fils, au nom des dieux, Attendez-le plutôt, et voyez-le en ces lieux.')",0.0,Match
141,"('#eteocle', ""Hé bien, Madame, hé bien qu'il vienne, et qu'on lui donne Toutes les sûretés qu'il faut pour sa personne. Allons."")","('#eteocle', ""Hé bien, Madame, hé bien qu'il vienne, et qu'on lui donne Toutes les sûretés qu'il faut pour sa personne. Allons."")",0.0,Match
142,"('#antigone', ""Ah ! Si ce jour rend la paix aux Thébains, Elle sera, Créon, l'ouvrage de vos mains."")","('#antigone', ""Ah ! Si ce jour rend la paix aux Thébains, Elle sera, Créon, l'ouvrage de vos mains."")",0.0,Match
143,"('#creon', ""L'intérêt des Thébains n'est pas ce qui vous touche,  Dédaigneuse princesse, et cette âme farouche, Qui semble me flatter après tant de mépris, Songe moins à la paix qu'au retour de mon fils. Mais nous verrons bientôt si la fière Antigone Aussi bien que mon coeur dédaignera le trône,  Nous verrons quand les Dieux m'auront fait votre roi, Si ce fils bienheureux l'emportera sur moi."")","('#creon', ""L'intérêt des Thébains n'est pas ce qui vous touche, Dédaigneuse Princesse, et cette âme farouche, Qui semble me flatter après tant de mépris, Songe moins à la paix qu'au retour de mon fils. Mais nous verrons bientôt si la fière Antigone, Aussi bien que mon coeur dédaignera le trône, Nous verrons quand les dieux m'auront fait votre roi, Si ce fils bienheureux l'emportera sur moi."")",0.0,Match
144,"('#attale', ""Et qui n'admirerait un changement si rare ? Créon même, Créon pour la paix se déclare."")","('#attale', ""Et qui n'admirerait un changement si rare, De voir que ce grand coeur pour la paix se déclare."")",0.0,Match
145,"('#creon', ""Tu crois donc que la paix est l'objet de mes soins. "")","('#creon', ""Tu crois donc que la paix est l'objet de mes soins."")",0.0,Match
146,"('#attale', ""Oui je le crois, Seigneur, quand j'y pensais le moins Et voyant qu'en effet ce beau soin vous anime, J'admire à tous moments cet effort magnanime, Qui vous fait mettre enfin votre haine au tombeau. Ménécée en mourant n'a rien fait de plus beau.  Et qui peut immoler sa haine à sa patrie, Lui pourrait bien aussi sacrifier sa vie."")","('#attale', ""Oui je le crois, Seigneur, quand j'y pensais le moins Et voyant qu'en effet ce beau soin vous anime, J'admire à tous moments cet effort magnanime, Qui vous fait mettre enfin votre haine au tombeau ; Ménécée en mourant n'a rien fait de plus beau. Et qui peut immoler sa haine à sa patrie, Lui pourrait bien aussi sacrifier sa vie."")",0.0,Match
