quinault-thesee,rousseaujb-jason,Score
-,"('#jason', ""Le Dieu du jour vous donna la naissance, Un grand peuple est soumis à votre obéissance ; Vos ennemis gémissent dans vos fers, Tout comble ici votre bonheur extrême : Vous n'avez plus à craindre un funeste revers, Votre sort désormais dépendra de vous-même. Pour nous, qu'un fier tyran tient ses lois soumis, Tel est le malheur qui nous presse, Qu'une honteuse mort nous attend dans la Grèce Si de notre retour la Toison n'est le prix."")",0.0
-,"('#le-roi', ""Mais savez-vous qu'un projet si coupable Rend votre perte inévitable ? Quelle fureur vous porte à chercher le trépas ?"")",0.0
-,"('#jason', ""La mort ne nous étonne pas. Plus le péril est redoutable, Et plus la victoire a d'appas."")",0.0
-,"('#le-roi', ""J'ai juré de vous satisfaire Je ne saurais m'en dégager Puisqu'un avis sincère Ne saurait vous changer, Allez exécuter un dessein téméraire Les Dieux prendront le soin de me venger."")",0.0
-,"('#jason', ""Dans quel mortel chagrin un tel discours me laisse ? Que je sens un cruel tourment ? Vous me fuyez, chère princesse Quoi ! M'abandonnez-vous en cet accablement ?"")",0.0
-,"('#medee', ""Je fuis un traître, un infidèle, Qui n'a que trop mérité mon courroux."")",0.0
-,"('#jason', ""Plaignez plutôt ma fortune cruelle, Du plus ardent amour mon coeur ressent les coups, Mais je ne puis trahir la gloire qui m'appelle. Si je dois vivre pour vous. Je dois vivre aussi pour elle."")",0.0
-,"('#medee', ""Contre un Roi généreux, qui par mille bienfaits S'empresse à combler tes souhaits, Former un dessein perfide, Traître, sont-ce là les effets De la gloire qui te guide ?"")",0.0
-,"('#jason', 'Exilés du climat qui nous donna le jour, Un serment solennel engage notre gloire À méditer notre retour Par cette éclatante victoire.')",0.0
-,"('#medee', ""Malheureux ! J'ai pitié de ta témérité, Tu cours à ta perte certaine. Apprends en quelle extrémité Ton funeste dessein t'entraîne. Deux taureaux indomptés sont les premiers remparts Qui défendent le champ de Mars. La flamme qui se mêle à leur brûlante haleine Forme autour d'eux un affreux tourbillon ; Il faut forcer leur fureur inhumaine À tracer sur la plaine un pénible sillon. Aussitôt du sein de la terre, Tes yeux verront de toutes parts Sortir des escadrons épars, Qui se rassembleront pour te livrer la guerre. Ce n'est pas tout encore : un dragon furieux Fait dans ce lieu terrible une garde constante ; Jamais le doux sommeil n'approcha de ses yeux : Rien ne saurait tromper sa fureur vigilante. La mort, la plus cruelle mort Sera le prix de ton audace."")",0.0
-,"('#jason', 'Non, non. je ne crains point le coup qui me menace, Mon courage et les Dieux sont garants de mon sort.')",0.0
-,"('#medee', ""C'en est donc fait, volage ! Puisque mes soins sont superflus, Va, cours ; je ne te retiens plus ; Achève d'accomplir un projet qui m'outrage ; Mais après les périls dont je t'ai peint l'horreur Redoute encor Médée et sa fureur."")",0.0
-,"('#jason', ""Vaine fureur, impuissante colère ! Non, non, ce n'est pas toi qui causes mes tourments ; Je souffre beaucoup plus de l'indigne mystère Qui cache ici mes sentiments : Vaine fureur, impuissante colère, Non, non, ce n'est pas toi qui causes mes tourments ; Quelle pompe éclatante S'approche de ces bords ! D'où naissent ces nouveaux accords ; À mes regards surpris quel objet se présente 1 C'est Hypsipyle, ô Ciel ! en croirai-je mes yeux ; Quel sort l'a conduite en ces lieux ? Mon âme confuse éperdue, Soutiendra-t-elle encor sa vue ? Elle vient, je la vois, Dieux qui l'avez permis, Sont-ce là les secours que vous m'aviez promis ?"")",0.0
-,"('#hypsipile', ""Enfin je vous revois et mon âme interdite... Que vois-je ? Et quelle est ma douleur ? Quoi ! Jason me voit et m'évite ! Un noir pressentiment s'empare de mon c?ur ; Ô Neptune ! En ces lieux ne m'auriez-vous conduite Que pour voir de plus près son crime et mon malheur ? Soupçons mal éclaircis, jalouse inquiétude, Ah que vous déchirez mon coeur ! Que ne prouvez-vous mieux sa noire ingratitude, Sans tenir mon âme en langueur! Soupçons mal éclaircis, jalouse inquiétude, Ah ! Que vous déchirez mon coeur ? Si des maux de l'amour l'absence est le plus rude, J'en ai soutenu la rigueur; Mais le mal que je souffre en cette incertitude De tout mon courage est vainqueur : Soupçons mal éclaircis, jalouse inquiétude, Ah ! Que vous déchirez mon c?ur !"")",0.0
-,"('#neptune', ""N'accuse plus ton héros d'inconstance. Son coeur t'aime toujours avec sincérité, Sur les rapports trompeurs d'une vaine apparence, Ne doute plus de sa fidélité. Divinités qui régnez sur les ondes, Néréides, Tritons, Dieux soumis à mes lois, Quittez vos retraites profondes, Venez remplir ces lieux du bruit de votre voix ; Et vous, peuples de ce rivage, Par vos jeux et par vos concerts Rendez à cette reine un éclatant hommage ; Jamais Vénus, sortant du sein des mers Ne fit voir à vos yeux un plus riche assemblage De grâces et d'attraits divers."")",0.0
-,"('#le-choeur', ""Par nos jeux et par nos concerts Rendons à cette reine un éclatant hommage ; Jamais Vénus, sortant du sein des mers, Ne fit voir à nos yeux un plus riche assemblage De grâces et d'attraits divers."")",0.0
-,"('#une-nereide', ""Toujours l'Empire des mers N'est pas sujet au naufrage, Toujours les vents et l'orage N'éclatent pas dans les airs : Mais dans l'amoureux empire Incessamment on soupire."")",0.0
-,"('#le-choeur', ""Chantons une reine si belle, Célébrons ses attraits charmants. Signalons par nos chants L'ardeur de notre zèle. Que le Dieu des amants, Qui dans ces lieux l'appelle, Forme toujours pour elle Les plus heureux moments."")",0.0
-,"('#hypsipile', ""Vos jeux ont des charmes pour moi : Mais mon devoir m'engage à voir le Roi, Et mon amour près de Jason m'appelle ; Laissez-moi quitter ce séjour, Les plaisirs les plus doux loin d'un amant fidèle, Sont autant de moments dérobés à l'amour."")",0.0
-,"('#medee', ""Fatal courroux, haine mortelle, Venez me secourir contre un amour rebelle. Par un mépris plein de froideur J'avais cru me guérir de ma honteuse flamme ; Mais le jaloux transport qui règne dans mon âme Me fait connaître mon erreur. Fatal courroux, haine mortelle, Venez me secourir contre un amour rebelle. La reine de Lemnos a paru dans ces lieux, Qu'y vient-elle chercher ? Quel soin secret l'appelle ? Mon perfide a senti le pouvoir de ses yeux ; Qu'ils ont d'attraits ! Dieux, qu'elle est belle! Que je sens redoubler contre elle Mes transports furieux ! Je la vois qui s'avance ; Pénétrons le secret de leur intelligence !"")",0.0
-,"('#medee', ""À vos charmes puissants, que ne devrons-nous pas ! Que cette heureuse cour en reçoit davantage ! Ils vont de nos tristes climats Bannir ce qu'ils ont de sauvage : Sans vous, sans vos divins appas, L'amour n'aurait jamais embelli ce rivage."")",0.0
-,"('#hypsipile', ""Tout respire en ces lieux l'innocence et la paix, Tout m'y paraît doux et tranquille ; Mais, hélas ! Il n'est point d'asile Pour les coeurs que l'amour a blessés de ses traits  Dans cette illustre cour je vois chacun me rendre Tout ce qu'en mes États j'aurais osé prétendre ; Jason seul à mes yeux prend soin de se cacher."")",0.0
-,"('#medee', ""Jason se voit comblé d'une gloire immortelle, Il ne lui restait plus que d'être amant fidèle, Au soin de ses amours rien ne peut l'arracher."")",0.0
-,"('#hypsipile', 'Quoi dans ces lieux Jason serait sensible !')",0.0
-,"('#medee', 'Votre coeur en semble étonné ?')",0.0
-,"('#hypsipile', ""Je croyais qu'à la gloire un héros destiné, Aux plaisirs de l'amour était inaccessible."")",0.0
-,"('#medee', ""Le plaisir peut avoir son tour Après une illustre victoire, Un héros se doit à l'amour Quand il est quitte avec la Gloire."")",0.0
-,"('#hypsipile', ""De mes empressements, Ciel ! Quel triste succès ! Pour lui seul en ces lieux ma tendresse m'appelle, Et je vois l'infidèle Soupirer pour d'autres attraits. Avant qu'un amant nous engage, Ne peut-on s'assurer de sa fidélité ? Faut-il, pour connaître un volage Qu'il en coûte à la liberté ?"")",0.0
-,"('#medee', ""Ne vous piquez point de constance, Oubliez un perfide amant. Le mépris et l'indifférence Doivent punir le changement."")",0.0
-,"('#hypsipile', ""Non, non ; mon faible coeur n'est plus en ma puissance D'une trop vive ardeur se sent animer ; Contre un ingrat qui nous offense, En vain d'un fier courroux nous voulons nous armer. Jamais l'amour n'a tant de violence, Que lorsqu'on veut ne plus aimer. Je ne puis étouffer une flamme fatale. Mais je sens en mon âme un secret mouvement Qui tourne contre ma rivale, La haine que je dois à ce perfide amant."")",0.0
-,"('#medee', ""C'en est trop. Je me livre au conseil de ma rage. Sortons. Je ne veux pas en savoir davantage."")",0.0
-,"('#hypsipile', ""De quoi me servez-vous contre un ingrat que j'aime, Faible raison, inutile secours ? Puis-je écouter, hélas ! Vos superbes discours, Quand mon coeur révolté s'arme contre moi-même? Faible raison, inutile secours, De quoi me servez-vous contre un ingrat que j'aime ?"")",0.0
-,"('#jason', ""Le voici, cet ingrat que vous devez haïr, Il se livre à votre colère À vos justes transports vous devez obéir. Je suis trop criminel d'avoir pu vous déplaire."")",0.0
-,"('#hypsipile', ""Cruel, vous savez trop que mon faible courroux Ne saurait vaincre ma tendresse Et vous venez ici jouir de la faiblesse Que vous savez que j'ai pour vous."")",0.0
-,"('#jason', ""De la plus tendre ardeur mon âme est possédée, Je n'adore que vos beaux yeux : Mais le prix éclatant qui m'attire en ces lieux, > Dépend du pouvoir de Médée Et si j'ai feint pour elle une coupable ardeur, C'est un crime des Dieux, et non pas de mon coeur."")",0.0
-,"('#hypsipile', ""Ciel que me faites-vous entendre ?  Médée est ma rivale ? Et dans ce triste jour C'est elle à qui je viens d'apprendre Mon désespoir et mon amour. Infortunée, hélas! Je n'ai plus d'espérance, Mes maux ne sont plus incertains. Médée, il est trop vrai, cause votre inconstance: Son art, sa beauté, sa puissance, Tout m'assure à la fois du malheur que je crains."")",0.0
-,"('#jason', ""Ah ! Perdez des soupçons si vains. Médée aux éléments peut déclarer la guerre, Son art confond les Cieux, l'Enfer, l'Onde et la Terre; Il soumet la nature, et transporte à son choix, Les rochers, les monts et les bois ; Mais contre l'aimable Hypsipyle Dans le coeur de Jason sa force est inutile."")",0.0
-,"('#hypsipile', ""Hélas ! Je n'ose l'espérer."")",0.0
-,"('#jason', ""Bannissez d'injustes alarmes."")",0.0
-,"('#hypsipile', 'Que je crains Médée et ses charmes !')",0.0
-,"('#jason', 'Mon amour doit vous rassurer.')",0.0
-,"('#hypsipile', ""Que vos discours ont de puissance ! C'en est fait, et mon c?ur se rend à vos serments : Heureuse d'avoir pu juger par mes tourments De mon amour et de votre constance."")",0.0
-,"('#jason #hypsipile #orphee', ""Ne nous plaignons point des rigueurs Où le tendre amour nous expose, Souvent les plus vives douleurs Sont le fruit des maux qu'il nous cause."")",0.0
-,"('#medee', ""Quel objet frappe ici mes yeux ? Que vois-je ma rivale et Jason dans ces lieux ? Ah ! C'est trop différer une juste vengeance ; Éclatez, il est temps, mes jalouses fureurs. Perfides, apprenez à craindre ma puissance. Que ce palais se change en un séjour d'horreurs. Démons, monstres affreux, joignez-vous à ma rage, Quittez le ténébreux rivage, Venez, accourez, vengez-moi D'une indigne rivale et d'un amant sans foi. Elle sort. Le palais devient un lieu effroyable. Plusieurs démons et plusieurs monstres se présentent pour servir la colère de Médée."")",0.0
-,"('#jason #hypsipile #orphee', ""Ah ! Que d'objets épouvantables ! Ô Dieux ! Soyez-nous secourables."")",0.0
-,"('#jason', ""Divin Orphée, à qui les Dieux Ont. prodigué des sons la science charmante, Par les accents mélodieux De sa lyre savante Suspends la rage menaçante De tant de monstres furieux On entend une douce symphonie. Orphée chante, et la fureur des montres s'assoupit."")",0.0
-,"('#orphee', 'Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Tu peux calmer La fureur et la rage, Tu sais charmer Le coeur le plus sauvage. De tes douceurs Quel coeur peut se défendre ? Tes sons flatteurs Forcent tout à se rendre. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Monstres terribles, Calmez vos sens, Soyez sensibles À mes accents. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie.')",0.0
-,"('#hypsipile', ""Quel est d'un si grand art l'effet prodigieux ?"")",0.0
-,"('#jason', 'Des enfers déchaînés il calme la colère.')",0.0
-,"('#hypsipile #jason #orphee', ""Mais quelle main puissante et salutaire Pourra nous arracher à l'horreur de ces lieux?"")",0.0
"('#medee', ""Je vous aime, Thésée, et vous l'allez connaître, Le crime enfin commence à me paraître affreux, Je respecte de si beaux noeuds, Ma rage a beau s'armer, vous en êtes le maître ; Votre vertu m'inspire un dépit généreux, Je rendrai ce que j'aime heureux Puisque mon amour ne peut l'être."")","('#l-amour', ""L'amour vient terminer votre peine cruelle, Tendres amants, soyez heureux. Disparaissez, monstres affreux; Rentrez dans la nuit éternelle. Venez, charmants plaisirs, changer ces tristes lieux, En des jardins délicieux. Amants, conservez l'espérance Tôt ou tard un heureux moment Est la récompense De votre tourment. Quand après de longues chaînes L'amour comble vos désirs, Le souvenir de vos peines Doit redoubler vos plaisirs. Marquez, aimables jeux, votre réjouissance, Que tout ressente ici l'amour et sa puissance."")",0.6376500725746155
"('#aegle #thesee', 'Quel bonheur surprenant pour nos cours amoureux !')","('#le-choeur', ""Les Plaisirs et les Jeux sont ici de retour. Que de coeurs aujourd'hui vont se rendre à l'amour !"")",0.56198650598526
"('#medee', 'Espérez tout de mon secours. Vous pouvez reprendre vos armes. Gardez vos tendres amours, Goûtez-en les charmes, Aimez sans alarmes, Aimez-vous toujours. Thésée reprend son épée. Médée continue.')","('#un-plaisir', ""Le chagrin épouvante Un Dieu si charmant ; Mais une âme contente S'enflamme aisément : Les Ris, les Plaisirs, les beaux jours, Font naître les amours."")",0.46491116285324097
"('#aegle #thesee', 'Gardons nos tendres amours, Goûtons-en les charmes, Aimons sans alarmes, Aimons-nous toujours.')","('#un-autre-plaisir', ""Quel destin peut avoir plus de charmes ? Tous nos jours vont couler sans alarmes. L'Amour nous fait sentir les plus doux de ses traits, Il réserve pour nous les biens les plus parfaits."")",0.6919178366661072
"('#medee', 'Habitants fortunés de ces lieux si charmants ; Commencez les plaisirs de ces heureux amants.')","('#le-choeur', ""Qu'a nos jeux chacun s'intéresse, Redoublons nos chants d'allégresse, Célébrons jamais les charmantes douceurs Que les feux de l'Amour font naître dans les coeurs. Les Plaisirs et les Jeux sont ici de retour, Que de coeurs aujourd'hui vont se rendre à l'Amour !"")",0.595729649066925
"('#deux-bergeres', ""Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. Ces lieux tranquilles Sont les asiles Des doux plaisirs, Et des heureux loisirs : La terre est belle, La fleur nouvelle Rit aux zéphirs. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. C'est dans nos bois Qu'amour a fait ses lois : Leur vert feuillage Doit toujours durer, Un cour sauvage N'y doit point entrer. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Lorsqu'il la mène, Bien qu'elle prenne De longs détours, Tous les chemins sont courts : Sa bergerie Est moins chérie Que ses amours. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Quand son amant La quitte un seul moment, Nos champs pour elle N'ont plus d'autre bien, Elle en querelle Jusques à son chien. La seule affaire D'une bergère C'est de songer À l'amour de son berger."")","('#medee', ""De quel étonnement je sens saisir mon coeur ! Où suis-je ? Où sont ces lieux élevés par ma rage ? Quand je lève le bras pour venger mon outrage, Quelle invisible main enchaîne ma fureur ? Que tardons-nous ? Allons, renouvelons mes charmes ; Remplissons ce séjour de nouvelles alarmes. Enfers, écoutez-moi. Tout est sourd à ma voix. Démons, obéissez. Tout méprise mes lois. N'ayons plus d'espoir qu'en ma rage, C'est l'unique recours des coeurs désespérés ; Une rivale qu'on outrage Porte des coups plus assurés. Que les Démons, l'Enfer et les Dieux conjurés. Hâtons-nous... Mais, ô Dieux ! Quelle pitié soudaine S'oppose à mes transports jaloux ? Vains efforts d'une juste haine, Contre l'Amour, hélas ! De quoi nous servez-vous ? Cependant ma crainte redouble, L'antre de la Sibylle est voisin de ces lieux. Allons lui confier mon trouble ; Qu'elle éclaircisse enfin un mystère odieux."")",0.47726646065711975
"('#bergers', ""Aimons, tout nous y convie, On aime ici sans danger, Il est permis de changer, Chacun y suit son envie : Mais, heureux, cent, et cent fois, Un amant qui fait un choix Qui dure autant que sa vie ! Fuyons le bruit des villages, Fuyons l'éclat du grand jour, Les fruits charmants de l'amour Sont dans les sombres bocages. N'ayons point de peur des loups, Ne craignons que les jaloux Qui sont encor plus sauvages."")","('#le-choeur', ""Loin d'ici, mortels indiscrets, Éloignez-vous de notre asile, Ne troublez pas l'heureuse paix Qui règne en ce séjour tranquille."")",0.5342586636543274
