,quinault-alceste,quinault-proserpine,Cost,Operation Type
201,"('#alceste', ""Les Arts n'ont point encore achevé leur ouvrage ;  Cet Autel doit porter la glorieuse Image,  De qui signalera sa foi,  En mourant, pour sauver son Roi. Le prix d'une gloire immortelle  Ne peut-il toucher un grand coeur ?  Faut-il que la mort la plus belle  Ne laisse pas de faire peur ?  À quoi sert la foule importune  Dont les Rois sont embarrassés ?  Un coup fatal de la Fortune  Écarte les plus empressés. "")","('#arethuse', ""N'aurais-je point innocemment Causé tant de cris et de larmes ? D'un désir curieux je n'ai point pris d'alarmes ; Qui croirait que Pluton put devenir amant ! Il demandait à voir Proserpine un moment, Je crains qu'il n'ait trop vu ses charmes, Ce n'est que par mes soins que Cérès peut savoir Si le dieu des enfers tient sa fille captive ; Il m'est permis d'aller sur l'infernale rive : Adieu, dans peu de temps j'espère vous revoir."")",0.13,Substitution
202,,"('#alphee', ""Pouvez-vous oublier qu'il faut que je vous suive ? J'ai sans cesse suivi vos pas Quand j'excitais votre colère : Quand j'ai cessé de vous déplaire Pourrais-je ne vous suivre pas ?"")",1.0,Deletion
203,"('#alceste #pheres #cephise', ""De tant d'amis qu'avait Admète,  Aucun ne vient le secourir ;  Quelque honneur qu'on promette,  On le laisse mourir. "")","('#arethuse', ""Du maître des enfers je veux aller me plaindre, Craignez en me suivant d'attirer son courroux."")",1.21,Substitution
204,"('#pheres', ""J'aime mon Fils, je l'ai fait Roi ;  Pour prolonger son sort, je mourrais sans effroi,  Si je pouvais offrir des jours dignes d'envie :  Je n'ai plus qu'un reste de vie,  Ce n'est rien pour Admète, et c'est beaucoup pour moi. "")","('#alphee', ""Pour moi rien n'est tant à craindre Que d'être éloigné de vous. Que l'absence de ce qu'on aime Est un supplice rigoureux ! Pour les coeurs amoureux, Tout autre mal cède à ce mal extrême, Et l'enfer même N'a rien de plus affreux Que l'absence de ce qu'on aime."")",0.54,Substitution
205,"('#cephise', ""Les honneurs les plus éclatants,  En vain dans le tombeau promettent de nous suivre,  La mort est affreuse en tout temps :  Mais peut-on renoncer à vivre,  Quand on n'a vécu que quinze ans ? "")",,1.0,Insertion
206,"('#alceste', ""Chacun est satisfait des excuses qu'il donne :  Cependant on ne voit personne  Qui, pour sauver Admète, ose perdre le jour ;  Le Devoir, l'Amitié, le Sang, tout l'abandonne,  Il n'a plus d'espoir qu'en l'Amour. "")","('#arethuse #alphee', ""Le bonheur est partout où l'amour est en paix, Ne nous quittons jamais."")",0.85,Substitution
207,"('#pheres', ""Voyons encor mon Fils, allons, hâtons nos pas ;  Ses yeux vont se couvrir d'éternelles ténèbres. "")","('#tous-ensemble', ""Cérès revient ! Ah qu'elle peine ! Cachons-nous à ses yeux. Sa fille n'est plus dans ces lieux ; Son espérance est vaine. Que lui pourrons-nous dire, ô dieux ! Cérès revient ; ah quelle peine ! Cachons-nous à ses yeux, Les nymphes et les dieux des bois se cachent, Alphée et Arethuse descendent aux enfers, le char volant de Cérès s'arrête, et la déesse en descend."")",0.72,Substitution
208,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",,1.0,Insertion
209,"('#pheres', 'Quels cris ! Quelles plaintes funèbres ! ')","('#ceres', ""Je vais revoir ma fille, elle est dans ces campagnes : Je viens d'y voir les nymphes ses compagnes. Je vais goûter près d'elle un sort doux et charmant. Hélas ! Qu'un tendre amour accroît l'empressement De la tendresse maternelle. Proserpine est pour moi le gage précieux De l'amour le plus grand des dieux, C'est Jupiter que j'aime en elle. J'ai rendu les humains heureux, Mes travaux ont comblé leurs voeux ; Il m'est permis enfin d'être heureuse moi-même : Après avoir acquis un immortel honneur, Quand chacun par mes soins goûte un bonheur extrême Qu'il m'est doux de songer à mon propre bonheur. Les nymphes de ces lieux semblent fuir ma présence : Proserpine ? Ma fille ? Ah quel triste silence ! Est-ce ainsi qu'on devait dans cet heureux séjour Se réjouir de mon retour ? Venez, nymphes, venez, que ma fille s'avance. Venez, dieux des bois, venez-tous."")",1.44,Substitution
210,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')","('#ceres', ""Ma fille n'est pas avec vous ! Quoi, donc, est-ce le soin que vous en deviez prendre ? Rendez-moi Proserpine. Au lieu de me la rendre, Vous m'offrez seulement des soupirs et des pleurs ?"")",1.66,Substitution
211,"('#pheres', 'Où vas-tu ? Cléante, demeure. ')","('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah quelles seront vos douleurs.')",1.66,Substitution
212,"('#cleante', ""Hélas ! Hélas !  Le Roi touche à sa dernière heure,  Il s'affaiblit, il faut qu'il meure,  Et je vins pleurer son trépas.  Hélas ! Hélas ! "")","('#ceres', ""Ciel ! On m'ôte ma fille ! Et qui l'ose entreprendre ?"")",1.33,Substitution
213,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",,1.0,Insertion
214,"('#pheres', 'On le plaint, tout le monde pleure,  Mais nos pleurs ne le sauvent pas. ')","('#deux-nymphes', ""Nous n'avons pu l'apprendre, Et l'on a pris le temps que nous cueillions des fleurs."")",1.47,Substitution
215,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')","('#ceres', ""J'ai cru qu'un doux repos devait ici m'attendre, Et je n'y trouve, hélas ! Que de cruels malheurs."")",1.17,Substitution
216,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah ! Quelles seront vos douleurs !')",1.01,Substitution
217,"('#pheres #cleante', 'Quel changement ! Quel bruit nouveau ! ')",,1.0,Insertion
218,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#cyane', ""Je ressens vos ennuis, et j'en suis trop atteinte, Quoiqu'il puisse arriver, vous allez tout savoir. Il faut que mon devoir L'emporte sur ma crainte."")",1.31,Substitution
219,"('#pheres #cleante', ""L'effort d'une amitié parfaite  L'a sauvé du tombeau. "")",,1.0,Insertion
220,"('#pheres', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#ceres', 'Parle, ma chère Cyané ; Soulage un coeur infortuné.')",1.05,Substitution
221,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#cyane', ""J'ai suivi Proserpine, et j'ai pris sa défense ! Hélas tous mes efforts pour elle ont été vains ! Son écharpe est entre mes mains..."")",1.58,Substitution
222,"('#admete', ""Qu'une Pompe funèbre  Rende à jamais célèbre  Le généreux effort  Qui m'arrache à la mort.  Alceste n'aura plus d'alarmes,  Je reverrai ses yeux charmants  À qui j'ai coûté tant de larmes :  Que la vie a de charmes  Pour les heureux Amants !  Achevez, Dieux des Arts, faites-nous voir l'Image  Qui doit éterniser la grandeur de courage  De qui s'est immolé pour moi ;  Ne différez point davantage...  Ciel ! Ô Ciel ! Qu'est-ce que je vois !  L'Autel s'ouvre, et l'on voit sortir l'Image d'ALCESTE qui se perce le sein. "")","('#ceres', ""Ce cher et triste objet presse encore ma vengeance. Hâte-toi de nommer l'ennemi qui m'offense."")",0.78,Substitution
223,,"('#cyane', ""C'est... c'est..."")",1.0,Deletion
224,,"('#ceres', 'Achève.')",1.0,Deletion
225,"('#cephise', 'Alceste est morte ! ')","('#cyane', ""C'est..."")",1.32,Substitution
226,,"('#ceres #le-choeur', ""Ah ! Quel malheur nouveau ! Cyané perd la voix et n'est plus qu'un ruisseau."")",1.0,Deletion
227,"('#admete', 'Alceste est morte ! ')","('#ceres', 'Ô malheureuse mère !')",1.58,Substitution
228,"('#le-choeur', 'Alceste est morte ! ')","('#le-choeur', 'Ô trop malheureuse Cérès !')",0.9,Substitution
229,"('#cephise', ""Alceste a satisfait les Parques en courroux ;  Votre tombeau s'ouvrait, elle y descend pour vous ;  Elle-même a voulu vous en fermer la porte ;  Alceste est morte ! "")","('#ceres', ""Les dieux n'ont pu souffrir qu'une nymphe sincère M'ait découvert mes ennemis secrets. Je ne saurai donc pas sur qui lancer les traits De ma juste colère ? On me ravit une fille si chère ! Jupiter dans les cieux sourd à mes vains regrets Ne ressent plus qu'il est son père ! Ô malheureuse mère !"")",0.67,Substitution
230,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
231,"('#le-choeur', 'Alceste est morte ! ')","('#le-choeur', 'Ô trop malheureuse Cérès !')",0.9,Substitution
232,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
233,"('#le-choeur', 'Alceste est morte ! ')",,1.0,Insertion
234,"('#cephise', ""Sujets, Amis, Parents, vous abandonnaient tous ;  Sur les droits les plus forts, sur les noeuds les plus doux, L'Amour, le tendre Amour l'emporte :  Alceste est morte ! "")","('#ceres', ""Ah ! Qu'elle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux ? De cette audace criminelle Est-ce Apollon ou Mars que je dois soupçonner ? Leurs mères en fureur n'ont pu me pardonner D'avoir une fille si belle. Dois-je accuser l'amour, et sert-il aujourd'hui À me ravir un bien que je tenais de lui ? Trahirait-il mon coeur fidèle ? Ah ! Quelle injustice cruelle ! Ô dieux ! Pourquoi m'arrachez-vous Un bien que je trouvais si doux ? Par mes soins, les champs de Cybele De fruits, et de moissons viennent d'être couverts ; De mes dons précieux la richesse nouvelle Brille par mes travaux en cent climats divers, Et quand de tant de biens j'ai comblé l'univers, Les dieux percent mon coeur d'une douleur mortelle. Ah ! Quelle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux. Après un si sensible outrage, Mon coeur désespéré s'abandonne à la rage. Du monde trop heureux je veux troubler la paix : Brûlons, ravageons-tout, détruisons mes bienfaits."")",1.01,Substitution
235,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
236,"('#le-choeur', 'Alceste est morte !  ADMÈTE, tombe accablé de douleur entre les bras de sa suite.')","('#ceres', 'Que tout se ressente De la fureur que je sens.')",1.64,Substitution
237,"('#une-femme-affligee', ""La Mort, la Mort barbare  Détruit aujourd'hui mille appas.  Quelle Victime, hélas !  Fût jamais si belle, et si rare ?  La Mort, la Mort barbare  Détruit aujourd'hui mille appas. "")","('#le-choeur', 'Quel crime avons-nous fait ? Divinité puissante, Écoutez les clameurs des peuples gémissants.')",0.76,Substitution
238,"('#autre-femme', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",,1.0,Insertion
239,"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",,1.0,Insertion
240,"('#une-femme-affligee', 'Tant de beautés, tant de vertus,  Méritaient un sort moins funeste. ')","('#ceres', ""J'ai fait du bien à tous, ma fille est innocente, Et pour toucher les dieux, nos cris sont impuissants ; J'entendrai sans pitié les cris des innocents : Que tout se ressente De la fureur que je sens."")",1.01,Substitution
241,"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus.  Un transport de douleur saisit les troupes affligées, et désolées ; une partie déchire ses habits ; l'autre s'arrache les cheveux, et chacun brise au pied de l'image d'Alceste les ornements qu'il porte à la main."")","('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.87,Substitution
242,"('#choeur', 'Rompons, brisons le triste reste  De ces ornement superflus.  Que nos pleurs, que nos cris renouvellent sans cesse :  Allons porter partout la douleur qui nous presse. ')","('#ceres', ""Portons partout l'horreur qui règne dans mon âme. Portons partout d'horribles feux."")",0.48,Substitution
243,"('#admete', ""Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  Laissez-moi courir au trépas  Où ma chère Alceste se livre.  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  C'est pour moi qu'elle meurt, Hélas !  Pourquoi m'empêcher de la suivre ?  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre ! "")","('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.57,Substitution
244,"('#alcide', ""Tu me vois arrêté sur le point de partir,  Par les tristes clameurs qu'on entend retentir. "")","('#le-choeur-des-ombres', ""Loin d'ici, loin de nous, Tristes ennuis, importunes alarmes : Gardez-vous, gardez-vous D'interrompre la paix dont nous goûtons les charmes ; Gardez-vous, gardez-vous De troubler un bonheur si doux."")",0.86,Substitution
245,"('#admete', ""Alceste meurt pour moi par un amour extrême,  Je ne reverrai plus les yeux qui m'ont charmé :  Hélas ! J'ai perdu ce que j'aime,  Pour avoir été trop aimé."")","('#deux-ombres', 'Ô ! Bienheureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.26,Substitution
246,"('#alcide', ""J'aime Alceste, il est temps de ne m'en plus défendre :  Elle meurt, ton amour n'a plus rien à prétendre ;  Admète, cède-moi la beauté que tu perds :  Au Palais de Pluton j'entreprends de descendre :  J'irai jusqu'au fond des Enfers  Forcer la mort à me la rendre. "")",,1.0,Insertion
247,"('#admete', ""Je verrais encor ses beaux yeux !  Allez Alcide, allez, revenez glorieux,  Obtenez qu'Alceste vous suive ;  Le Fils du plus puissant des Dieux  Est plus digne que moi du bien dont on me prive.  Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ;  Et ramenez au jour son Ombre fugitive ;  Qu'elle vive pour vous avec tous ses appas,  Admète est trop heureux, pourvu qu'Alceste vive. "")","('#deux-ombres', ""Ah que ces demeures sont belles ! Que nous y passons d'heureux jours ! Quelle félicité pour les amants fidèles ! Ici les amours éternelles Ont toujours les douceurs des nouvelles amours. Ah que ces demeures sont belles ! Que nous y passons d'heureux jours."")",0.78,Substitution
248,"('#ensemble', 'Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ; ')",,1.0,Insertion
249,"('#diane', ""Le Dieu dont tu tiens la naissance  Oblige tous les Dieux d'être d'intelligence ;  En faveur d'un dessein si beau,  Je viens t'offrir mon assistance ;  Et Mercure s'avance  Pour t'ouvrir aux Enfers, un passage nouveau.  Mercure vient en volant frapper la terre de son Caducée, l'Enfer s'ouvre, et Alcide y descend."")","('#deux-ombres', ""Dans ces beaux lieux, tout nous enchante, Les plaisirs y suivent nos pas ; Et plus on en jouit, plus le désir augmente D'en goûter les appas."")",0.73,Substitution
250,"('#caron', ""Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  On y vient jeune, ou vieillard,  Ainsi qu'il plaît à la Parque :  On y reçoit sans égard,  Le Berger, et le Monarque.  Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  Vous qui voulez passer, venez, Mânes errants,  Venez, avancez, tristes Ombres,  Payer le tribut que je prends,  Ou retournez errer sur ces Rivages sombres. "")","('#le-choeur-des-ombres', 'Ô bien-heureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.33,Substitution
251,"('#les-ombres', 'Passe-moi, Caron, passe-moi. ')",,1.0,Insertion
252,"('#caron', ""Il faut auparavant que l'on me satisfasse,  On doit payer les soins d'un si pénible emploi. "")","('#proserpine', ""Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte De douleur, de trouble, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ? Ombres que j'interromps, souffrez ma triste plainte, Ce n'est pas pour mon coeur que vos plaisirs sont faits : Plaignez-vous avec moi du dieu qui m'a contrainte De troubler la douceur de votre heureuse paix. Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte ! De douleur, d'amour, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ?"")",1.09,Substitution
253,"('#les-ombres', 'Passe-moi, Caron, passe-moi.  CARON fait entrer dans sa Barque les Ombres qui ont de quoi le payer.')","('#ascalaphe', ""Aimez qui vous aime, Rien n'est si charmant. Pluton n'est pas un dieu sujet au changement, Il vous offre son coeur avec son diadème. Aimez qui vous aime, Rien n'est si charmant. Les ombres répètent ces deux derniers vers."")",1.34,Substitution
254,"('#caron', ""Donne, passe ; donne, passe ;  Demeure toi,  Tu n'as rien, il faut qu'on te chasse. "")","('#proserpine', ""Que n'est-il satisfait de sa grandeur suprême, J'étais heureuse sans amant ; Mon coeur se contentait de régner sur lui-même."")",1.01,Substitution
255,"('#une-ombre', 'Une Ombre tient si peu de place. ')",,1.0,Insertion
256,"('#caron', 'Ou paye, ou tourne ailleurs tes pas. ')",,1.0,Insertion
257,"('#l-ombre', 'De grâce, par pitié, ne me rebute pas. ')",,1.0,Insertion
258,"('#caron', ""La pitié n'est point ici-bas,  Et Caron ne fait point de grâce. "")","('#les-ombres', ""Rien n'est si charmant."")",1.13,Substitution
259,"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",,1.0,Insertion
260,"('#caron', ""Crie, hélas ! Tant que tu voudras,  Rien pour rien, en tous lieux, est une loi suivie :  Les mains vides sont sans appas ;  Et ce n'est point assez de payer dans la vie :  Il faut encor payer au-delà du trépas. "")","('#proserpine', 'Ah ! Sans la liberté, sans sa douceur extrême, Tout autre bien est un cruel tourment.')",0.94,Substitution
261,"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",,1.0,Insertion
262,"('#caron', ""Il importe peu que l'on crie :  Hélas ! Caron, hélas ! Hélas !  Il faut encor payer au-delà du trépas. "")",,1.0,Insertion
263,"('#alcide', ""Sortez, Ombres, faites-moi place,  Vous passerez une autre fois.  Les Ombres s'enfuient."")","('#les-ombres', ""Aimez qui vous aime, Rien n'est si charmant."")",1.3,Substitution
264,"('#caron', 'Ah ! Ma Barque ne peut offrir un si grand poids ! ')",,1.0,Insertion
265,"('#alcide', ""Allons, il faut que l'on me passe. "")",,1.0,Insertion
266,"('#caron', ""Retire-toi d'ici, Mortel, qui que tu sois,  Les Enfers irrités puniront ton audace. "")","('#proserpine', ""Est-ce une illusion dont le charme m'abuse, Est-ce toi, ma chère Arethuse ?"")",0.96,Substitution
267,"('#alcide', 'Passe-moi sans tant de façons. ')",,1.0,Insertion
268,"('#caron', ""L'eau nous gagne, ma Barque crève. "")",,1.0,Insertion
269,"('#alcide', 'Allons, rame, dépêche, achève. ')","('#arethuse #alphee', ""Pluton veut qu'avec vous nous demeurions ici ; Nous suivons sans effort la loi qu'il nous impose. Ce dieu veut soulager le chagrin qu'il vous cause, Et croit que par nos soins il peut être adouci. Il attend pour vous voir que de votre colère Les premiers transports soient calmés. Le dieu que vous charmez Ne songe qu'à vous plaire."")",1.42,Substitution
270,"('#caron', 'Nous enfonçons. ')",,1.0,Insertion
271,"('#alcide', 'Passons, passons. ')",,1.0,Insertion
272,"('#pluton', ""Reçois le juste prix de ton amour fidèle ;  Que ton dessein nouveau soit heureux à jamais :  Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#proserpine', ""Que devient pour l'amour ton mépris éclatant ? Cet amant près de toi goûte un bonheur paisible."")",0.07,Substitution
273,"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#arethuse', ""Rien n'est impossible À l'amour constant. En vain je présumais tant D'avoir un coeur invincible, Rien n'est impossible À l'amour constant."")",1.31,Substitution
274,"('#proserpine', ""L'épouse de Pluton te retient auprès d'elle :  Tous tes voeux seront satisfaits. "")","('#alphee', ""Qu'un amant fidèle est content D'engager ce qu'il aime à devenir sensible !"")",0.81,Substitution
275,,"('#arethuse #alphee', ""Rien n'est impossible À l'amour constant."")",1.0,Deletion
276,"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#ascalaphe', 'Pluton pourra trouver un favorable instant Ou son amour pour vous deviendra moins terrible.')",0.59,Substitution
277,"('#pluton #proserpine', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Les suivants de PLUTON répètent les deux derniers vers, et se réjouissent de la venue d'ALCESTE dans les Enfers, par une espèce de Fête."")","('#arethuse #alphee #ascalaphe', ""Rien n'est impossible À l'amour constant. Voyez ce beau séjour, ces charmantes campagnes, Ces vallons écartés, ces paisibles forêts."")",0.93,Substitution
278,,"('#proserpine', 'Ne reverrai-je plus Cérès ? Ne reverrai-je plus mes fidèles compagnes ?')",1.0,Deletion
279,,"('#ascalaphe', ""Vous avez par malheur goûté de quelques grains D'un fruit de ces lieux souterrains."")",1.0,Deletion
280,,"('#arethuse #alphee', 'Pluton le sait, il vient de nous le dire.')",1.0,Deletion
281,"('#suivants-de-pluton', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Tout Mortel doit ici paraître,  On ne peut naître  Que pour mourir :  De cent maux le Trépas délivre ;  Qui cherche à vivre  Cherche à souffrir.  Venez tous sur nos sombres bords,  Le repos qu'on désire  Ne tient son Empire  Que dans le Séjour des morts.  On danse."")","('#ascalaphe', ""J'ai pris soin de l'en avertir. Par l'arrêt du destin, le dieu de cet empire Peut vous voir désormais autant qu'il le désire."")",0.69,Substitution
282,"('#choeur', ""Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  C'est pour tous une loi nécessaire ;  L'effort qu'on peut faire  N'est qu'un vain effort :  Est-on sage  De fuir ce passage ?  C'est un orage  Qui mène au Port.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  Tous les charmes,  Plaintes, cris, larmes,  Tout est sans armes  Contre la mort.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  On danse."")","('#arethuse #alphee #ascalaphe', ""Jamais s'il n'y veut consentir, Du séjour des enfers vous ne pourrez sortir."")",1.02,Substitution
283,"('#alecton', ""Quittez, quittez les Jeux, songez à vous défendre,  Contre un Audacieux unissons nos efforts :  Le Fils de Jupiter vient ici de descendre  Seul, il ose attaquer tout l'Empire des morts. "")","('#proserpine', ""Je ne verrai jamais la lumière céleste ! Dans une ardente soif, par un secours funeste, C'est toi qui m'as montré ce fruit si dangereux : Tu m'as caché l'arrêt du destin rigoureux ; Perfide, c'est toi qui m'abuse, Et c'est toi-même qui m'accuse ? Ah ! Du moins, le destin exaucera les voeux De ma juste vengeance : Tu ne surprendras plus la crédule innocence ; Tu seras un objet affreux, Et d'un présage malheureux ; Va, cruel, va languir dans l'horreur des ténèbres ; Va, deviens, s'il se peut, aussi triste que moi. Que tes cris soient des cris funèbres ; Que le sombre chagrin, que le mortel effroi ; Ne se lassent jamais de voler après toi. Ascalaphe se transforme en hibou, et s'envole."")",0.77,Substitution
284,"('#pluton', ""Qu'on arrête ce Téméraire,  Armez-vous, Amis, armez-vous,  Qu'on déchaîne Cerbère,  Courez tous, courez tous.  On entend aboyer CERBERE."")","('#proserpine', 'Venez-vous contre moi défendre un téméraire ?')",1.0,Substitution
285,"('#alecton', ""Son bras abat tout ce qu'il frappe,  Tout cède à ses horribles coups,  Rien ne résiste, rien n'échappe. "")","('#pluton', ""Votre pouvoir ici ne sera point borné ; On n'est point innocent quand on peut vous déplaire : Épuisez, s'il se peut sur cet infortuné, Tous les traits de votre colère."")",0.63,Substitution
286,"('#pluton', ""Insolent, jusqu'ici braves-tu mon courroux ?  Quelle injuste audace t'engage  À troubler la paix de ces lieux? "")","('#proserpine', ""Tout ressent ici bas mon trouble et ma terreur : Les ombres sans trembler ne peuvent plus m'entendre, Ne souffrez pas que ma fureur De cet heureux séjour, fasse un séjour d'horreur, À la clarté du ciel, hâtez-vous de me rendre."")",0.55,Substitution
287,,"('#pluton', ""Ne regrettez point tant la lumière des cieux. Des astres faits pour nous éclairent ces beaux lieux ; Jamais un verdoyant feuillage Ne cesse de parer les arbres de nos bois, Sans cesse dans nos champs nous trouvons à la fois Des fruits, des fleurs, et de l'ombrage, Et le temps affreux des frimas Est la seule saison que l'on n'y connaît pas."")",1.0,Deletion
288,"('#alcide', 'Je suis né pour dompter la rage  Des Monstres les plus furieux. ')","('#proserpine', ""Mon triste coeur ne peut connaître La douceur des appas qu'on voit ici paraître, Hélas ! Ces lieux si beaux où je frémis d'effroi, Sont toujours les enfers pour moi."")",1.16,Substitution
289,"('#pluton', ""Est-ce le Dieu jaloux qui lance lez tonnerre,  Qui t'oblige à porter la guerre  Jusqu'au centre de l'Univers ?  Il tient sous son pouvoir et le Ciel et la Terre,  Veut-il encor ravir l'Empire des Enfers ? "")","('#pluton', ""Je suis roi des enfers, Neptune est le roi de l'onde, Nous regardons avec des yeux jaloux Jupiter plus heureux que nous ; Son sceptre est le premier des trois sceptres du monde. Mais si de votre coeur j'étais victorieux, Je serais plus content d'adorer vos beaux yeux Au milieu des enfers dans une paix profonde, Que Jupiter le plus heureux des dieux N'est content d'être roi de la terre et des cieux."")",0.35,Substitution
290,"('#alcide', ""Non, Pluton, règne en paix, jouis de ton partage ;  Je viens chercher Alceste en cet affreux séjour,  Permets que je la rende au jour,  Je ne veux point d'autre avantage :  Si c'est te faire outrage  D'entrer par force dans ta Cour,  Pardonne à mon courage  Et fais grâce à l'amour. "")","('#proserpine', ""Que deviendra Cérès à qui je suis si chère ? Qu'elle surprise ! Hélas ! Quelle douleur amère ! Hélas !"")",0.85,Substitution
291,"('#proserpine', ""Un grand coeur peut tout quand il aime,  Tout doit céder à son effort.  C'est un Arrêt du Sort,  Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#pluton', ""Ne donnerez-vous Des soupirs qu'à votre mère ? Aimez, beauté trop sévère, Les soupirs d'amour sont doux."")",0.77,Substitution
292,"('#pluton', ""Les Enfers, Pluton lui-même,  Tout doit en être d'accord ;  Il faut que l'amour extrême  Soit plus fort  Que la mort."")",,1.0,Insertion
293,"('#suivants-de-pluton', ""Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#proserpine', ""D'un insensible coeur que pouvez-vous attendre ?"")",0.62,Substitution
294,"('#pluton', ""Que pour revoir le jour, l'Ombre d'Alceste sorte.  Prenez place tous deux au Char dont je me sers :  Qu'au gré de vos voeux, il vous porte ;  Partez, les chemins sont ouverts ;  Qu'une volante Escorte  Vous conduise au travers  Des noires vapeurs des Enfers.  PLUTON donne un coup de son Trident et fait sortir son Char. Alcide et l'Ombre d'Alceste se placent sur le char de Pluton qui les enlève sous la conduite d'une troupe volante de suivants de Pluton."")","('#pluton', ""J'ignorais le pouvoir des traits qui m'ont surpris, Mon coeur ne connaissait rien de doux ni de tendre. Ne pourrai-je vous apprendre Ce que vous m'avez appris ?"")",1.25,Substitution
295,"('#admete', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas :  Il ramène Alceste vivante ;  Que chacun chante :  Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas : "")",,1.0,Insertion
296,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#proserpine', ""Dieu cruel ! Vous n'aimez que les pleurs et les cris. Deviez-vous aux enfers me contraindre à descendre ? Vous m'ôtez le bonheur qui m'était destiné ?"")",1.29,Substitution
297,"('#admete', ""Quelle douleur secrète  Rend mon âme inquiète,  Et trouble mon amour ?  Alceste voit encor le jour,  Mais c'est pour un autre qu'Admète. "")","('#pluton', ""Est-ce à moi qu'il faut vous en prendre ? Accusez-en l'amour que vous m'avez donné."")",1.21,Substitution
298,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#proserpine', ""Voulez-vous me causer d'éternelles alarmes ?"")",1.84,Substitution
299,"('#admete', ""Ah ! Du moins cachons ma tristesse ;  Alceste dans ces lieux ramène les plaisirs.  Je dois rougir de ma faiblesse ;  Quelle honte à mon coeur, de mêler des soupirs  Avec tant de cris d'allégresse ! "")","('#pluton', ""Voulez-vous me causer d'éternels déplaisirs ?"")",0.68,Substitution
300,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#proserpine', 'Laissez-moi suivre en paix mes innocents désirs.')",1.38,Substitution
