,crebillon-catilina,voltaire-rome-sauvee,Cost,Operation Type
85,"('#ciceron', ""C'est vous, Catilina, que je cherche en ces lieux, Non comme un sénateur jaloux et furieux, Mais comme un ennemi qui sait régler sa haine Sur ce qu'en peut permettre une vertu romaine. Enfin, depuis le jour que le sort des romains Par le choix des tribuns fut remis en mes mains, Vous ne m'avez point vu, soigneux de vous déplaire, Braver l'inimitié d'un si noble adversaire. Je remportai sur vous l'honneur du consulat Sans acheter les voix du peuple et du sénat, Et vous savez assez que cette préférence, Qui flattait vos désirs, passait mon espérance ; Mais le sénat, toujours en butte à vos mépris, Réunit en moi seul les voeux et les esprits : Encor si quelquefois vous daigniez vous contraindre ; Que, fait pour être aimé, vous vous fissiez moins craindre ; Que, mettant à profit tant de dons précieux, Vous affectassiez moins un orgueil odieux ! Mais, bravant le sénat et les consuls ensemble, À vos moindres chagrins vous voulez que tout tremble. Regardez ces autels, voyez parmi nos dieux Ces marbres consacrés aux noms de vos aïeux ; Leurs grands cours ont toujours haï la tyrannie, Et Rome n'a jamais tremblé que pour leur vie. Si, moins ambitieux, votre haute valeur Ne nous eût inspiré que la même terreur, Qui d'entre nous pouvait refuser son suffrage Aux vertus dont le ciel a fait votre partage ? Politique, orateur, capitaine, soldat ; Vos défauts des vertus ont même encor l'éclat : Quel citoyen pour nous, et le plus grand peut-être, S'il nous menaçait moins de nous donner un maître ! On dit... mais je crois peu des bruits mal assurés Qui vous osent nommer parmi des conjurés : Tout défiant qu'il est, Caton ne l'ose croire. Cependant le sénat, jaloux de votre gloire, Pour étouffer des bruits qui dans un sénateur Pourraient en vous blessant blesser son propre honneur, Dès hier vous nomma gouverneur de l'Asie ; Pompée et Pétréius descendus vers Ostie, L'un et l'autre chargés de vous y recevoir, Remettront dans vos mains leur souverain pouvoir. Partez donc ; et songez que votre obéissance Peut seule être le prix de notre confiance."")","('#cesar', ""On ne partage point la grandeur souveraine. Va, ne te flatte pas que jamais à son char L'heureux Catilina puisse enchaîner César. Tu m'as vu ton ami, je le suis, je veux l'être ; Mais jamais mon ami ne deviendra mon maître. Pompée en serait digne, et s'il l'ose tenter, Ce bras levé sur lui l'attend pour l'arrêter. Sylla, dont tu reçus la valeur en partage, Dont j'estime l'audace, et dont je hais la rage, Sylla nous a réduits à la captivité : Mais s'il ravit l'empire, il l'avait mérité ; Il soumit l'Hellespont, il fit trembler l'Euphrate, Il subjugua l'Asie, il vainquit Mithridate. Qu'as-tu fait ? Quels états, quels fleuves, quelles mers, Quels rois par toi vaincus ont adoré nos fers ? Tu peux, avec le temps, être un jour un grand homme ; Mais tu n'as pas acquis le droit d'asservir Rome : Et mon nom, ma grandeur, et mon autorité, N'ont point encor l'éclat et la maturité, Le poids qu'exigerait une telle entreprise. Je vois que tôt ou tard Rome sera soumise. J'ignore mon destin ; mais si j'étais un jour Forcé par les Romains de régner à mon tour, Avant que d'obtenir une telle victoire, J'étendrai, si je puis, leur empire et leur gloire ; Je serai digne d'eux, et je veux que leurs fers, D'eux-mêmes respectés, de lauriers soient couverts."")",0.0,Match
86,"('#catilina', ""Ainsi donc le Sénat veut sans me consulter Me charger d'un emploi que je puis rejeter : Je ne sais s'il a cru me forcer à le prendre ; Mais j'ignore comment vous osez me l'apprendre, Et croire m'éblouir jusqu'à me déguiser Tout l'affront d'un honneur que je dois mépriser. On me hait, on me craint, on conspire dans Rome ; Parmi des conjurés c'est moi seul que l'on nomme : Cependant le sénat, peu certain de ma foi, Daigne malgré ces bruits m'honorer d'un emploi ; Le farouche Caton, devenu plus flexible, D'aucun soupçon encor ne paraît susceptible ; Et Cicéron ne vient armé que de bienfaits, Lorsqu'il peut par la foudre arrêter mes projets. Mais d'un consul jaloux la politique habile Devrait mieux me cacher que c'est lui qui m'exile, Et ne point abuser de la crédulité D'un sénat trop jaloux de son autorité : Car enfin tous ces bruits, enfants de sa faiblesse, N'ont d'autres fondements qu'un soupçon qui vous blesse."")","('#catilina', ""Le moyen que je t'offre est plus aisé, peut-être. Qu'était donc ce Sylla qui s'est fait notre maître ? Il avait une armée, et j'en forme aujourd'hui ; Il m'a fallu créer ce qui s'offrait à lui ; Il profita des temps, et moi je les fais naître. Je ne dis plus qu'un mot : il fut roi ; veux-tu l'être ? Veux-tu de Cicéron subir ici la loi, Vivre son courtisan, ou régner avec moi ?"")",0.1,Substitution
87,"('#ciceron', ""N'est-ce rien selon vous que d'être soupçonné ? À votre ambition sans cesse abandonné, Vous causez tant de trouble et tant d'inquiétude, Que le moindre soupçon tient lieu de certitude : Dès qu'on ose alarmer le pouvoir souverain On est toujours suspect d'un coupable dessein ; Peut-on trop sur ce point rassurer la patrie ? Acceptez-vous l'emploi que Rome vous confie ? C'est pour m'en éclaircir que je viens vous trouver."")","('#cesar', ""Je ne veux l'un ni l'autre : il n'est pas temps de feindre. J'estime Cicéron, sans l'aimer ni le craindre. Je t'aime, je l'avoue, et je ne te crains pas. Divise le sénat, abaisse des ingrats, Tu le peux, j'y consens ; mais si ton âme aspire Jusqu'à m'oser soumettre à ton nouvel empire, Ce coeur sera fidèle à tes secrets desseins, Et ce bras combattra l'ennemi des Romains. (Il sort.)"")",0.37,Substitution
88,"('#catilina', ""J'entends ; c'est sur ce point que l'on veut m'éprouver : Si j'accepte l'emploi, c'est à tort qu'on m'accuse ; Et je suis criminel dès que je le refuse. Mais, malgré l'appareil d'un frivole discours, Je perce en ce moment à travers vos détours : L'intérêt des romains n'est pas ce qui vous guide ; C'est le seul mouvement d'une haine perfide, Que le fiel de Caton sut toujours enflammer, Et que mes soins en vain ont tenté de calmer. J'ai fait plus ; j'ai brigué jusqu'à votre alliance ; Et lorsque Rome attend avec impatience Un hymen qui pourrait rassurer les esprits, Vous osez le premier signaler des mépris ! Et depuis quand, Seigneur, l'intérêt de ma gloire Vous fait-il craindre un bruit que Caton n'ose croire ; Quand ce même Caton, citoyen furieux, Répand seul contre moi ces bruits injurieux, Que vous autorisez avec trop d'imprudence, Vous qui, de son orgueil nourrissant l'insolence, Consacrez chaque jour ses transports insensés ? Je vous connais tous deux mieux que vous ne pensez : Timide, soupçonneux, et prodigue de plaintes, Cicéron lit toujours l'avenir dans ses craintes ; Et Caton, d'un génie ardent, mais limité, Ne connaît de vertu que la férocité ; Prompt à se courroucer, enclin à contredire, La haine est le seul dieu qui le meut et l'inspire. Mais c'est perdre le temps en discours superflus, Et je reviens aux soins qui vous touchent le plus. Alarmé d'un pouvoir dont la grandeur vous blesse, L'ardeur d'en triompher vous occupe sans cesse ; Et comme il vous fallait le secours d'un emploi Pour éloigner de Rome un homme tel que moi, Vous m'avez fait nommer gouverneur de l'Asie, Bienfait que je tiendrais de votre jalousie ; Mais, mon nom seul ici vous faisant tous trembler, Vous vous flattez qu'ailleurs vous pourrez m'accabler : Déjà par Manlius l'Italie occupée Va bientôt se remplir des troupes de Pompée, Et ce fameux vainqueur de tant de nations Vous offre son épée avec ses légions. Que d'inutiles soins dans le temps que Tullie Pourrait à votre gré disposer de ma vie ! Car de ces noirs complots qui causent tant d'effroi Elle a dû déclarer que le chef c'était moi : Je ne présume pas qu'à son devoir soumise, Elle ait pu vous celer le chef de l'entreprise ; Pourquoi donc au sénat ne pas me déférer ? J'entrevois les raisons qui vous font différer, C'est que mon rang demande une preuve plus grave Que les rapports suspects d'un malheureux esclave : Mais mon honneur m'engage à vous désabuser ; Avec ce seul témoin vous pouvez m'accuser ; Son nom garantit tout : cet esclave est Fulvie, Qui, jalouse en secret des charmes de Tullie, A cru devoir troubler quelques soins innocents Qu'exigeaient d'un grand coeur des charmes si touchants. Qui croirait qu'un consul si prudent et si sage Eût été le jouet d'une femme volage ? Vous rougissez, Seigneur : mais c'est avec éclat Que je veux aujourd'hui me venger au sénat ; Car c'est là qu'en consul vous devez me répondre, Et c'est là qu'en héros je saurai vous confondre. Adieu."")","('#catilina', ""Ah ! Qu'il serve, s'il l'ose, au dessein qui m'anime ; Et s'il n'en est l'appui, qu'il en soit la victime. Sylla voulait le perdre, il le connaissait bien. Son génie en secret est l'ennemi du mien. Je ferai ce qu'enfin Sylla craignit de faire."")",0.13,Substitution
89,,"('#sura', ""César s'est-il montré favorable ou contraire ?"")",1.0,Deletion
90,,"('#catilina', 'Sa stérile amitié nous offre un faible appui. Il faut et nous servir, et nous venger de lui. Nous avons des soutiens plus sûrs et plus fidèles. Les voici ces héros vengeurs de nos querelles.')",1.0,Deletion
91,"('#ciceron', ""Dans quel désordre il laisse mes esprits ! Quelle honte pour moi si je m'étais mépris ! Catilina pourrait ne pas être coupable ; Mais qu'il est dangereux, et qu'il est redoutable ! Quel ennemi le sort nous a-t-il suscité ! Que de courage ensemble et de subtilité ! Son génie éclairé voit, pénètre, ou devine. Rome n'est plus, les dieux ont juré sa ruine. Essayons cependant de calmer la fureur Du perfide ennemi qui fait tout mon malheur : S'il paraît au sénat et qu'il s'y justifie, Son triomphe bientôt me coûterait la vie. Malgré tous ses détours j'entrevois ce qu'il veut ; Mais nous serions perdus s'il osait ce qu'il peut. Employons sur son coeur le pouvoir de Tullie, Puisqu'il faut que le mien jusque-là s'humilie. Quel abîme pour toi, malheureux Cicéron ! Allons revoir ma fille, et consulter Caton ; C'est là que je pourrai dans le coeur d'un seul homme Retrouver à la fois nos dieux, nos lois, et Rome."")","('#catilina', ""Venez, noble Pison, vaillant Autronius, Intrépide Vargonte, ardent Statilius ; Vous tous, braves guerriers de tout rang, de tout âge, Des plus grands des humains redoutable assemblage ; Venez, vainqueurs des rois, vengeurs des citoyens, Vous tous, mes vrais amis, mes égaux, mes soutiens. Encor quelques moments, un dieu qui vous seconde Va mettre entre vos mains la maîtresse du monde. De trente nations malheureux conquérants, La peine était pour vous, le fruit pour vos tyrans. Vos mains n'ont subjugué Tigrane et Mithridate, Votre sang n'a rougi les ondes de l'Euphrate, Que pour enorgueillir d'indignes sénateurs, De leurs propres appuis lâches persécuteurs, Grands par vos travaux seuls, et qui, pour récompense, Vous permettaient de loin d'adorer leur puissance. Le jour de la vengeance est arrivé pour vous. Je ne propose point à votre fier courroux Des travaux sans périls et des meurtres sans gloire : Vous pourriez dédaigner une telle victoire ; A vos coeurs généreux je promets des combats : Je vois vos ennemis expirants sous vos bras : Entrez dans leurs palais ; frappez, mettez en cendre Tout ce qui prétendra l'honneur de se défendre ; Mais surtout qu'un concert unanime et parfait De nos vastes desseins assure en tout l'effet. A l'heure où je vous parle on doit saisir Préneste ; Des soldats de Sylla le redoutable reste, Par des chemins divers et des sentiers obscurs, Du fond de la Toscane avance vers ces murs. Ils arrivent ; je sors, et je marche à leur tête. Au-dehors, au-dedans, Rome est votre conquête. Je combats Pétréius, et je m'ouvre en ces lieux, Au pied du Capitole, un chemin glorieux. C'est là que, par les droits que vous donne la guerre, Nous montons en triomphe au trône de la terre, A ce trône souillé par d'indignes Romains, Mais lavé dans leur sang, et vengé par vos mains. Curius et les siens doivent m'ouvrir les portes. Vous, des gladiateurs aurons-nous les cohortes ? Leur joignez-vous surtout ces braves vétérans, Qu'un odieux repos fatigua trop longtemps ? Il s'arrête un moment, puis il s'adresse à un conjuré."")",0.37,Substitution
92,,"('#lentulus', 'Je dois les amener, sitôt que la nuit sombre Cachera sous son voile et leur marche et leur nombre ; Je les armerai tous dans ce lieu retiré.')",1.0,Deletion
93,,"('#catilina', 'Vous, du mont Célius êtes-vous assuré ?')",1.0,Deletion
94,,"('#statilius', 'Les gardes sont séduits ; on peut tout entreprendre.')",1.0,Deletion
95,"('#sunnon', ""Arrêtons, cher Gontran ; c'est dans ces lieux sacrés, Décorés avec faste, au fond peu révérés, Qu'à la face des dieux nous allons voir éclore Un projet qui m'alarme, et qui les déshonore ; C'est ici que bientôt Crassus, Catilina, Antoine, Céthégus, les enfants de Sylla, Mille autres dont les noms éclatent dans l'histoire, Et qui de leurs aïeux flétrissent la mémoire, Vont de leur sang impur sceller leur union, Et livrer Rome entière à la proscription : Heureux si je pouvais en ce désordre extrême D'un parti que je hais me dégager moi-même ! Entraîné dès longtemps, peut-être corrompu Par un ambitieux qui séduit ma vertu, Je me trouve forcé d'embrasser sa querelle, D'être ennemi de Rome, ou ministre infidèle."")","('#catilina', ""Vous, au mont Aventin que tout soit mis en cendre. Dès que de Mallius vous verrez les drapeaux, De ce signal terrible allumez les flambeaux. Aux maisons des proscrits que la mort soit portée. La première victime à mes yeux présentée, Vous l'avez tous juré, doit être Cicéron : Immolez César même, oui, César et Caton ; Eux morts, le sénat tombe, et nous sert en silence. Déjà notre fortune aveugle sa prudence ; Dans ces murs, sous son temple, à ses yeux, sous ses pas, Nous disposons en paix l'appareil du trépas. Surtout avant le temps ne prenez point les armes. Que la mort des tyrans précède les alarmes ; Que Rome et Cicéron tombent du même fer ; Que la foudre en grondant les frappe avec l'éclair. Vous avez dans vos mains le destin de la terre ; Ce n'est point conspirer, c'est déclarer la guerre, C'est reprendre vos droits, et c'est vous ressaisir De l'univers dompté qu'on osait vous ravir. Vous, de ces grands desseins les auteurs magnanimes, Venez dans le sénat, venez voir vos victimes. De ce consul encor nous entendrons la voix ; Croyez qu'il va parler pour la dernière fois. Et vous, dignes Romains, jurez par cette épée, Qui du sang des tyrans sera bientôt trempée. Jurez tous de périr ou de vaincre avec moi. À Céthégus et à Lentulus-Sura."")",0.0,Match
96,,"('#martian', 'Oui, nous le jurons tous par ce fer et par toi !')",1.0,Deletion
97,"('#gontran', ""Quoi ! Des gaules ici Sunnon ambassadeur, De ce rang si sacré voudrait flétrir l'honneur ?"")","('#autre-conjure', 'Périsse le sénat !')",0.64,Substitution
98,"('#sunnon', ""Laissons l'honneur d'un rang qui n'est plus qu'un vain titre Lorsqu'un autre intérêt devient mon seul arbitre : Les gaules ont daigné m'envoyer en ces lieux ; Mais où sont les romains, leurs lois, même leurs dieux ? Et quel devoir encor veux-tu que je trahisse Parmi des furieux sans frein et sans justice ? C'est aux événements à disposer de moi : D'ailleurs dans ce chaos à qui garder ma foi ? À de vils sénateurs noyés dans la mollesse, À deux consuls jaloux et désunis sans cesse ? L'un des deux, sans honneur et sans fidélité, Abuse chaque jour de son autorité ; L'autre a mille vertus, mais n'ose en faire usage : Caton, loin de calmer, irritera l'orage ; Formidable au-dehors, méprisable au-dedans, Le sénat n'est enfin qu'un amas de brigands, Unis pour le butin, divisés au partage, Dont toute la vertu périt avec Carthage. À peine il fut formé qu'il détruisit ses rois, Il détruit aujourd'hui l'autorité des lois : Après avoir détruit et lois et diadème, Nous le verrons bientôt se détruire lui-même. Allumons le flambeau de la sédition ; Rien ne peut nous sauver que leur division. Tu ne sais pas encor quel péril nous menace. Un romain (tu connais sa valeur, son audace), Et quel romain encor ! César depuis un an Brigue en secret l'honneur d'être notre tyran ; C'est à nous gouverner que ce héros aspire. Si la Seine un moment coule sous son empire, Nous sommes tous perdus ; et gaulois et germains Vont tomber sous le fer ou le joug des romains : Ce que la Grèce, Rome, et l'univers ensemble Eurent de plus parfait, dans César se rassemble : Prudent, ambitieux, l'homme de tous les temps, De toutes les vertus, et de tous les talents ; Intrépide, éclairé ; d'autant plus redoutable Que de tous les mortels il est le plus aimable. Mais Catilina vient ; cher Gontran, laisse-nous."")","('#martian', ""Périsse l'infidèle Qui pourra différer de venger ta querelle ! Si quelqu'un se repent, qu'il tombe sous nos coups !"")",0.44,Substitution
99,,"('#catilina', 'Allez, et cette nuit Rome entière est à vous.')",1.0,Deletion
100,,"('#catilina', ""Tout est-il prêt ? Enfin l'année avance-t-elle ?"")",1.0,Deletion
101,"('#catilina', ""Je vous cherche, Sunnon, et j'ai besoin de vous. De nos desseins secrets la trame est découverte, Et je ne m'en crois pas plus voisin de ma perte. Le sénat éperdu, les chevaliers épars, Appellent à grand bruit le peuple au champ de mars ; De toutes parts enfin on murmure, on s'assemble : Mais, objet de leurs cris, ce n'est pas moi qui tremble. L'instant fatal approche ; et, loin d'en être ému, Je me sens transporté d'un plaisir inconnu. Je craignais les délais, ils sont toujours à craindre : Le feu des factions est facile à s'éteindre ; Ainsi l'on ne peut trop hâter l'événement. Sunnon, puis-je compter sur notre engagement ?"")","('#martian', ""Oui, seigneur ; Mallius, à ses serments fidèle, Vient entourer ces murs aux flammes destinés. Au-dehors, au-dedans les ordres sont donnés. Les conjurés en foule au carnage s'excitent, Et des moindres délais leurs courages s'irritent. Prescrivez le moment où Rome doit périr."")",0.2,Substitution
102,"('#sunnon', ""La foi de mes pareils ne fut jamais frivole. Je suis gaulois, ainsi fidèle à ma parole ; L'honneur est parmi nous le premier de nos dieux : Mais vous savez quel joug on m'impose en ces lieux, Et d'un ambassadeur quel est le ministère ; Que je suis retenu par une loi sévère, Qui me défend d'armer de criminelles mains, Et d'oser les tremper dans le sang des romains. D'ailleurs de vos projets j'ignore le mystère ; Je crains tout, sans savoir ce qu'il faut que j'espère. Si vos desseins ne sont aussi justes que grands, Et si ce n'est pour nous que changer de tyrans, Si nos traités ne sont fondés sur la justice, Vous prétendez en vain qu'aucun noeud nous unisse. Notre unique vertu n'est pas notre valeur ; Nous aimons la justice autant que la candeur : Quoique enfant de la guerre, allaité sous les tentes, Le gaulois n'eut jamais que des mours innocentes. Si vous nous surpassez par votre urbanité, Nous l'emportons sur vous par notre intégrité ; C'est à tous nos desseins l'honneur seul qui préside, Et de nos intérêts l'équité qui décide. Nos dieux, nos souverains, l'autorité des lois, La gloire, le devoir, notre épée, et nos droits ; Aussi prompts que vaillants, francs, et pleins de noblesse, Obéissants par choix, et soumis sans bassesse. Mais Rome cherche moins, dans ses vastes projets, À faire des amis, qu'à faire des sujets. Comme nous ne voulons que le simple héritage Dont les temps et le sort firent notre partage, Voyez si, du sénat réprimant la fureur, Vous pouvez des gaulois être le protecteur. Peut-être en ce discours, ou trop fier, ou trop libre, Ai-je peu ménagé la majesté du Tibre ; Mais, dès que de mes soins notre sort dépendra, Je parlerais aux dieux comme à Catilina."")","('#catilina', ""Sitôt que du sénat vous me verrez sortir, Commencez à l'instant nos sanglants sacrifices ; Que du sang des proscrits les fatales prémices Consacrent sous vos mains ce redoutable jour. Observez, Martian, vers cet obscur détour, Si d'un consul trompé les ardents émissaires Oseraient épier nos terribles mystères."")",0.0,Match
103,,"('#cethegus', ""Peut-être avant le temps faudrait-il l'attaquer Au milieu du sénat qu'il vient de convoquer ; Je vois qu'il prévient tout, et que Rome alarmée..."")",1.0,Deletion
104,"('#catilina', ""Je ne condamne point un discours magnanime, Qu'un intérêt sacré doit rendre légitime ; Mais je le blâmerais, Sunnon, si ma vertu Ne vous inspirait pas un respect qui m'est dû. Je ne suis point surpris qu'un ministre soupçonne De trop d'ambition un projet qui l'étonne, Et que, loin de vouloir soulager l'univers, Je prétende au contraire appesantir ses fers. Revenez cependant d'une erreur qui m'offense, Et qui peut vous séduire à force de prudence. Je suis chef, il est vrai, d'un parti dangereux : Mais vous ne devez pas me confondre avec eux : Souvent pour s'assurer de leur obéissance Il faut laisser régner le crime et la licence ; Le choix des conjurés est un choix hasardeux Qui ne veut pas toujours des hommes généreux. Le projet le plus grand, l'action la plus belle A quelquefois besoin d'une main criminelle. Si vous me regardez comme un ambitieux Que la soif de régner a rendu furieux, Et qui ne veut user du flambeau de la guerre Que pour subjuguer Rome, et désoler la terre, Vous vous trompez, Sunnon. Considérez l'état Du sénat et des lois, du peuple et du soldat ; Trouvez enfin dans Rome un seul trait qui réponde À son titre pompeux de maîtresse du monde ; Les pirates divers que Pompée a défaits Cachaient dans leurs rochers cent fois moins de forfaits : Mais je suis las de voir triompher l'injustice ; Il est temps que mon bras s'arme pour leur supplice, Que j'immole à nos lois ce sénat orgueilleux, Pour rendre l'univers et les romains heureux. Voilà, mon cher Sunnon, le seul but où j'aspire, Non au funeste honneur de conquérir l'empire ; Et comme j'ai toujours estimé les gaulois, Je mourrai, s'il le faut, pour défendre leurs droits. Mais ne présumez pas que de votre courage Dans ces murs malheureux je veuille faire usage ; Les conjurés et moi, quel_que_soit le danger, Nous n'avons pas besoin d'un secours étranger ; Au contraire, je veux que, fuyant de la ville, Au camp de Manlius vous cherchiez un asile : Mais, avant que la nuit vous éloigne de nous, Je vais vous expliquer ce que j'attends de vous. Tout semble me livrer une ville alarmée ; Mais loin de ses remparts Rome a plus d'une armée. Que le sénat ici tombe sous mes efforts ; Ce n'est point accabler ce redoutable corps, Qui renaît de lui-même, et qui se multiplie Dans l'univers entier comme dans l'Italie ; Que je vaincrai souvent sans le rendre soumis, Et qui me cherchera toujours des ennemis. Je veux, si les destins me sont peu favorables, Trouver dans les gaulois des amis secourables, Quelque retraite enfin dans un jour malheureux : De vous, de vos amis, c'est tout ce que je veux."")","('#catilina', ""Prévient-il Mallius ? Prévient-il mon armée ? Connaît-il mes projets ? Sait-il, dans son effroi, Que Mallius n'agit, n'est armé que pour moi ? Suis-je fait pour fonder ma fortune et ma gloire Sur un vain brigandage, et non sur la victoire ? Va, mes desseins sont grands, autant que mesurés ; Les soldats de Sylla sont mes vrais conjurés. Quand des mortels obscurs, et de vils téméraires, D'un complot mal tissu forment les noeuds vulgaires, Un seul ressort qui manque à leurs pièges tendus Détruit l'ouvrage entier, et l'on n'y revient plus. Mais des mortels choisis, et tels que nous le sommes, Ces desseins si profonds, ces crimes de grands hommes, Cette élite indomptable, et ce superbe choix Des descendants de Mars et des vainqueurs des rois ; Tous ces ressorts secrets, dont la force assurée Trompe de Cicéron la prudence égarée, Un feu dont l'étendue embrase au même instant Les Alpes, l'Apennin, l'aurore et le couchant, Que Rome doit nourrir, que rien ne peut éteindre : Voilà notre destin, dis-moi s'il est à craindre."")",0.02,Substitution
105,,"('#cethegus', 'Sous le nom de César, Préneste est-elle à nous ?')",1.0,Deletion
106,"('#sunnon', ""Ah ! Dès que votre bras s'arme pour la justice, Il n'est point de gaulois qui ne vous obéisse, Je vous réponds de tous."")","('#catilina', ""C'est là mon premier pas ; c'est un des plus grands coups Qu'au sénat incertain je porte en assurance. Tandis que Nonnius tombe sous ma puissance, Tandis qu'il est perdu, je fais semer le bruit Que tout ce grand complot par lui-même est conduit. La moitié du sénat croit Nonnius complice. Avant qu'on délibère, avant qu'on s'éclaircisse, Avant que ce sénat, si lent dans ses débats, Ait démêlé le piège où j'ai conduit ses pas, Mon armée est dans Rome, et la terre asservie. Allez ; que de ces lieux on enlève Aurélie, Et que rien ne partage un si grand intérêt."")",0.48,Substitution
107,,"('#aurelie', ""Lis ton sort et le mien, ton crime et ton arrêt ; Voilà ce qu'on m'écrit..."")",1.0,Deletion
108,,"('#catilina', 'Quelle main téméraire ?... Eh bien ! je reconnais le seing de votre père.')",1.0,Deletion
109,"('#catilina', 'Quels seront vos garants ?')","('#aurelie', 'Lis...')",1.21,Substitution
110,"('#sunnon', ""Touchez dans cette main, ce sont là nos serments. Adieu, Catilina. Quelqu'un vient : c'est Tullie."")","('#catilina', '""La mort trop longtemps a respecté mes jours. Une fille que j\'aime en termine le cours, Je suis trop bien puni, dans ma triste vieillesse, De cet hymen affreux qu\'a permis ma faiblesse. Je sais de votre époux les complots odieux. César qui nous trahit veut enlever Préneste. Vous avez partagé leur trahison funeste ; Repentez-vous, ingrate, ou périssez comme eux..."" Mais comment Nonnius aurait-il pu connaître Des secrets qu\'un consul ignore encor peut-être ?')",1.35,Substitution
111,,"('#cethegus', 'Ce billet peut vous perdre.')",1.0,Deletion
112,,"('#catilina', ""Il pourra nous servir. Il faut tout vous apprendre, il faut tout éclaircir. Je vais armer le monde, et c'est pour ma défense. Vous, dans ce jour de sang marqué pour ma puissance, Voulez-vous préférer un père à votre époux ? Pour la dernière fois dois-je compter sur vous ? À Aurélie."")",1.0,Deletion
113,"('#catilina', ""Que sa triste vertu me pèse et m'humilie ! Fuyons ; n'exposons point tant de fois en un jour Des cours nés pour la gloire aux attraits de l'amour."")","('#aurelie', ""Tu m'avais ordonné le silence et la fuite ; Tu voulais à mes pleurs dérober ta conduite ; Eh bien ! Que prétends-tu ?"")",0.67,Substitution
114,"('#tullie', ""Arrêtez un moment, j'ai deux mots à vous dire : Cependant, à l'effroi que votre accueil m'inspire, Je ne sais si je dois m'expliquer avec vous. Victimes tous les deux d'une amante en courroux, Si mes cruels soupçons vous ont fait une offense, N'en accusez que vous, et votre fier silence ; Car vous pouviez d'un mot désabuser mon coeur. Pourquoi, loin d'éclaircir une funeste erreur, Me cacher, aux dépens de toute mon estime, Un témoin dont le nom vous eût absous du crime, Et que rendait suspect son amour irrité ? Vous savez de mes mours quelle est l'austérité, Qu'enchaînée aux devoirs d'une innocente vie, Je n'ai jamais connu que le nom de Fulvie ; Que ne m'épargniez-vous la honte et le remords D'avoir trop écouté ses coupables transports ? Fallait-il exposer une âme vertueuse À servir les fureurs d'une âme impétueuse ?"")","('#catilina', ""Partez au même instant ; Envoyez au consul ce billet important. J'ai mes raisons, je veux qu'il apprenne à connaître Que César est à craindre, et plus que moi peut-être. Je n'y suis point nommé ; César est accusé ; C'est ce que j'attendais, tout le reste est aisé. Que mon fils au berceau, mon fils né pour la guerre, Soit porté dans vos bras aux vainqueurs de la terre. Ne rentrez avec lui dans ces murs abhorrés Que quand j'en serai maître, et quand vous régnerez. Notre hymen est secret : je veux qu'on le publie Au milieu de l'armée, aux yeux de l'Italie ; Je veux que votre père, humble dans son courroux, Soit le premier sujet qui tombe à vos genoux. Partez, daignez me croire, et laissez-vous conduire ; Laissez-moi mes dangers, ils doivent me suffire, Et ce n'est pas à vous de partager mes soins : Vainqueur et couronné, cette nuit je vous joins."")",0.0,Match
115,,"('#aurelie', 'Tu vas ce jour dans Rome ordonner le carnage ?')",1.0,Deletion
116,,"('#catilina', ""Oui, de nos ennemis j'y vais punir la rage. Tout est prêt ; on m'attend."")",1.0,Deletion
117,"('#catilina', ""Ah ! Je n'étais déjà que trop humilié De voir à vos mépris mon rang sacrifié, Sans vous faire rougir d'une indigne rivale."")","('#aurelie', ""Commence donc par moi, Commence par ce meurtre, il est digne de toi : Barbare, j'aime mieux, avant que tout périsse, Expirer par tes mains, que vivre ta complice."")",0.92,Substitution
118,,"('#catilina', ""Qu'au nom de nos liens votre esprit raffermi..."")",1.0,Deletion
119,,"('#cethegus', ""Ne désespérez point un époux, un ami. Tout vous est confié ; la carrière est ouverte, Et reculer d'un pas, c'est courir à sa perte."")",1.0,Deletion
