,corneillep-andromede,quinault-isis,Cost,Operation Type
147,"('#phinee', ""Qu'entre eux-mêmes ces dieux se montrent donc d'accord. Quelle crainte après tout me pourrait y résoudre ? S'ils m'ôtent Andromède, ont-ils quelque autre foudre ? Il n'est plus de respect qui puisse rien sur moi ; Andromède est mon sort, et mes dieux, et mon roi ; Punissez un impie, et perdez un rebelle ; Satisfaites le sort en m'exposant pour elle : J'y cours ; mais autrement je jure ses beaux yeux, Et mes uniques rois, et mes uniques Dieux... Ici le tonnerre commence à rouler avec un si grand bruit, et accompagné d'éclairs redoublés avec tant de promptitude, que cette feinte donne de l'épouvante aussi bien que de l'admiration, tant elle approche du naturel. On voit cependant descendre Éole avec huit vents, dont quatre sont à ses deux côtés, en sorte toutefois que les deux plus éloignés sont comme volants en l'air tout conte ce même nuage. Les quatre autres paraissent deux à deux au milieu de l'air sur les ailes du théâtre, deux à la main gauche et deux à la main droite : ce qui n'empêche pas Phinée de continuer ses blasphèmes."")","('#mercure', 'Servez, Nymphe, servez avec un soin fidèle, La puissante reine des Cieux. Suivez dans ces aimables lieux La jeunesse immortelle Tout plaît et tout rit avec elle. Hébé et les nymphes reçoivent Io.')",0.61,Substitution
148,,"('#hebe', ""Que c'est un plaisir charmant  D'être jeune et belle ! Triomphez à tout moment D'une conquête nouvelle. Que c'est un plaisir charmant  D'être jeune et belle !"")",1.0,Deletion
149,"('#cephee', ""Arrêtez : ce nuage enferme une tempête Qui peut-être déjà menace votre tête. N'irritez plus les dieux déjà trop irrités."")","('#argus', 'Dans ce solitaire séjour Vous êtes sous ma garde, Junon vous y laisse: Mes yeux veilleront tour à tour Et vous observeront sans cesse.')",1.01,Substitution
150,"('#phinee', ""Qu'il crève, ce nuage, et que ces déités..."")","('#io', ""Est-ce là le bonheur que Junon m'a promis. Argus apprenez-moi quel crime j'ai commis."")",1.5,Substitution
151,"('#cephee', 'Ne les irritez plus, vous dis-je, et prenez garde...')","('#argus', ""Vous êtes aimable Vos yeux devaient moins charmer. Vous êtes coupable De faire trop aimer Ne me déguisez rien, de quoi m'accuse-t-elle Quelle offenses à ses yeux me rend si criminelle ? Ne pourrai-je apaiser son funeste courroux."")",0.62,Substitution
152,,"('#argus', ""C'est une offense cruelle De paraître belle À ses yeux jaloux L'amour de Jupiter a trop paru pour vous"")",1.0,Deletion
153,"('#phinee', ""À les trop irriter qu'est-ce que je hasarde ? Que peut craindre un amant quand il voit tout perdu ? Tombe, tombe sur moi leur foudre, s'il m'est dû ! Mais s'il est quelque main assez lâche et traîtresse Pour suivre leur caprice et saisir ma princesse, Seigneur, encore un coup, je jure ses beaux yeux, Et mes uniques rois, et mes uniques dieux..."")","('#io', 'Je suis perdue, ô ciel ! si Junon est jalouse.')",0.48,Substitution
154,"('#eole', ""Téméraire mortel, n'en dis pas davantage ; Tu n'obliges que trop les dieux à te haïr : Quoi que pense attenter l'orgueil de ton courage, Ils ont trop de moyens de se faire obéir. Connais-moi pour ton infortune ; Je suis Éole, roi des vents. Partez, mes orageux suivants, Faites ce qu'ordonne Neptune."")","('#argus', ""On ne plaît guère à l'épouse Lorsqu'on plaît trop à l'époux. Vous n'en serez pas mieux d'être ingrate et volage Vous quittez un fidèle amant, Pour recevoir un plus brillant hommage Mais c'est un avantage Que vous payerez chèrement. J'ai l'ordre d'enfermer vos dangereux appas La Déesse se défend que vous voyez personne"")",0.61,Substitution
155,,"('#io', ""Aux rigueurs de Junon Jupiter m'abandonne. Non, non Jupiter ne m'aime pas."")",1.0,Deletion
156,,"('#hierax', ""La perfide craint ma présence Elle me fuit en vain et j'irai la chercher."")",1.0,Deletion
157,"('#andromede', 'ô ciel !')","('#argus', 'Non !')",0.7,Substitution
158,"('#cephee', ""Ils l'ont saisie, et l'enlèvent en l'air."")",,1.0,Insertion
159,"('#phinee', 'Ah ! Ne présumez pas ainsi me la voler : Je vous suivrai partout malgré votre surprise.')","('#hierax', 'Laissez moi lui reprocher  Sa cruelle inconstance')",0.95,Substitution
160,"('#persee', 'Seigneur, un tel péril ne veut point de remise ; Mais espérez encor, je vole à son secours, Et vais forcer le sort à prendre un autre cours.')","('#argus', 'Non, non, on ne la doit point voir')",1.8,Substitution
161,,"('#hierax', 'Quoi ! Junon me devient contraire ?')",1.0,Deletion
162,"('#cephee', ""Vingt amants pour Nérée en firent l'entreprise ; Mais il n'est point d'effort que ce monstre ne brise. Tous voulurent sauver ses attraits adorés, Tous furent avec elle à l'instant dévorés."")","('#argus', ""L'ordre est exprès pour tous, perdez un vain espoir."")",1.17,Substitution
163,"('#persee', ""Le ciel aime Andromède, il veut son hyménée, Seigneur ; et si les vents l'arrachent à Phinée, Ce n'est que pour la rendre à quelque illustre époux Qui soit plus digne d'elle, et plus digne de vous ; À quelque autre par là les dieux l'ont réservée. Vous saurez qui je suis quand je l'aurai sauvée. Adieu : par des chemins aux hommes inconnus Je vais mettre en effet l'oracle de Vénus. Le temps nous est trop cher pour le perdre en paroles."")",,1.0,Insertion
164,"('#cephee', ""Moi, qui ne puis former d'espérances frivoles, Pour ne voir point courir ce grand coeur au trépas, Je vais faire des voeux qu'on n'écoutera pas."")","('#hierax', ""L'amitié fraternelle a si peur de pouvoir ?"")",1.31,Substitution
165,"('#timante', ""Allons voir, chers amis, ce qu'elle est devenue, La princesse, et mourir, s'il se peut, à sa vue."")","('#argus', ""Non, je ne connais plus ni d'ami, ni de frère, Je ne connais que mon devoir Laissez la nymphe en paix, Ce n'est plus vous qu'elle aime."")",1.09,Substitution
166,"('#le-choeur', ""La voilà que ces vents achèvent d'attacher, En infâmes bourreaux, à ce fatal rocher."")","('#hierax', ""Quel est l'heureux amant qui s'en est fait aimer ? Nommez le moi."")",1.57,Substitution
167,"('#timante', ""Oui, c'est elle sans doute. Ah ! L'indigne spectacle !"")",,1.0,Insertion
168,"('#le-choeur', ""Si le ciel n'est injuste, il lui doit un miracle."")","('#argus', ""Tremblez à l'entendre nommer.  C'est un Dieu tout puissant, c'est Jupiter lui-même."")",1.2,Substitution
169,"('#timante', ""Il en fera voir un, s'il en croit nos désirs."")",,1.0,Insertion
170,"('#andromede', 'ô dieux !')","('#hierax', 'Ô Dieux !')",0.0,Match
171,"('#timante', 'Avec respect écoutons ses soupirs ; Et puissent les accents de ses premières plaintes Porter dans tous nos coeurs de mortelles atteintes !')",,1.0,Insertion
172,"('#andromede', ""Affreuse image du trépas Qu'un triste honneur m'avait fardée, Surprenantes horreurs, épouvantable idée, Qui tantôt ne m'ébranliez pas, Que l'on vous conçoit mal quand on vous envisage Avec un peu d'éloignement ! Qu'on vous méprise alors ! Qu'on vous brave aisément ! Mais que la grandeur de courage Devient d'un difficile usage Lorsqu'on touche au dernier moment ! Ici seule, et de toutes parts À mon destin abandonnée, Ici que je n'ai plus ni parents, ni Phinée, Sur qui détourner mes regards, L'attente de la mort de tout mon coeur s'empare, Il n'a qu'elle à considérer ; Et quoi que de ce monstre il s'ose figurer, Ma constance qui s'y prépare Le trouve d'autant plus barbare Qu'il diffère à me dévorer. Étrange effet de mes malheurs ! Mon âme traînante, abattue, N'a qu'un moment à vivre, et ce moment me tue À force de vives douleurs. Ma frayeur a pour moi mille mortelles feintes, Cependant que la mort me fuit : Je pâme au moindre vent, je meurs au moindre bruit ; Et mes espérances éteintes N'attendent la fin de mes craintes Que du monstre qui les produit. Qu'il tarde à suivre mes désirs ! Et que sa cruelle paresse À ce coeur dont ma flamme est encore la maîtresse Coûte d'amers et longs soupirs ! Ô toi, dont jusqu'ici la douceur m'a suivie, Va-t'en, souvenir indiscret ; Et cessant de me faire un entretien secret De ce prince qui m'a servie, Laisse-moi sortir de la vie Avec un peu moins de regret. C'est assez que tout l'univers Conspire à faire mes supplices ; Ne les redouble point, toi qui fus mes délices, En me montrant ce que je perds ; Laisse-moi..."")","('#argus', ""Dégagez vous d'un amour si fatal Sans balancer il faut vous y résoudre C'est un redoutable rival Qu'un amant qui lance la foudre."")",0.47,Substitution
173,"('#cassiope', ""Me voici, qui seule ai fait le crime ; Me voici, justes dieux, prenez votre victime : S'il est quelque justice encore parmi vous, C'est à moi seule, à moi qu'est dû votre courroux. Punir les innocents, et laisser les coupables, Inhumains ! Est-ce en être, est-ce en être capables ? À moi tout le supplice, à moi tout le forfait. Que faites-vous, cruels ? Qu'avez-vous presque fait ? Andromède est ici votre plus rare ouvrage ; Andromède est ici votre plus digne image ; Elle rassemble en soi vos attraits divisés : On vous connaîtra moins si vous la détruisez. Ah ! Je découvre enfin d'où provient tant de haine : Vous en êtes jaloux plus que je n'en fus vaine ; Si vous la laissiez vivre, envieux tout-puissants, Elle aurait plus que vous et d'autels et d'encens ; Chacun préférerait le portrait au modèle, Et bientôt l'univers n'adorerait plus qu'elle."")","('#hierax', ""Dieux tout puissants ! ah ! vous étiez jaloux De la félicité que vous m'avez ravie, Dieux tout puissants ! ah ! vous étiez jaloux De me voir plus heureux que vous. Vous n'avez pu souffrir le bonheur de la vie Et je voyais vos grandeurs sans envie. J'aimais, j'étais aimé.  Mon sort était trop doux."")",0.25,Substitution
174,"('#andromede', ""En l'état où je suis le sort m'est-il trop doux, Si vous ne me donnez de quoi craindre pour vous ? Faut-il encore ce comble à des malheurs extrêmes ? Qu'espérez-vous, madame, à force de blasphèmes ?"")","('#argus', ""Heureux qui peut briser Qui peut briser sa chaîne Finissez une plainte vaine Méritez l'infidélité; Un coeur ingrat vaut-il la peine D'être tant regretté."")",1.16,Substitution
175,"('#cassiope', ""Attirer et leur monstre et leur foudre sur moi ; Mais je ne les irrite, hélas ! Que contre toi : Sur ton sang innocent retombent tous mes crimes ; Seule tu leur tiens lieu de mille autres victimes ; Et pour punir ta mère ils n'ont, ces cruels dieux, Ni monstre dans la mer, ni foudre dans les cieux. Aussi savent-ils bien que se prendre à ta vie, C'est percer de mon coeur la plus tendre partie ; Que je souffre bien plus en te voyant périr, Et qu'ils me feraient grâce en me faisant mourir. Ma fille, c'est donc là cet heureux hyménée, Cette illustre union par Vénus ordonnée, Qu'avec tant de pompe il fallait préparer, Et que ces mêmes dieux devaient tant honorer ! Ce que nos yeux ont vu n'était-ce donc qu'un songe, Déesse ? Ou ne viens-tu que pour dire un mensonge ? Nous aurais-tu parlé sans l'aveu du destin ? Est-ce ainsi qu'à nos maux le ciel trouve une fin ? Est-ce ainsi qu'Andromède en reçoit les caresses ? Si contre elle l'envie émeut quelques déesses, L'amour en sa faveur n'arme-t-il point de dieux ? Sont-ils tous devenus ou sans coeur, ou sans yeux ? Le maître souverain de toute la nature Pour de moindres beautés a changé de figure ; Neptune a soupiré pour de moindres appas ; Elle en montre à Phébus que Daphné n'avait pas ; Et l'Amour en Psyché voyait bien moins de charmes, Quand pour elle il daigna se blesser de ses armes. Qui dérobe à tes yeux le droit de tout charmer, Ma fille ? Au vif éclat qu'ils sèment dans la mer, Les tritons amoureux, malgré leurs Néréides, Devraient déjà sortir de leurs grottes humides, Aux fureurs de leur monstre à l'envi s'opposer, Contre ce même écueil eux-mêmes l'écraser, Et de ses os brisés, de sa rage étouffée, Au pied de ton rocher t'élever un trophée."")","('#hierax #argus', 'Heureux qui peut briser Qui peut briser sa chaîne')",1.66,Substitution
176,,"('#argus', 'Liberté, liberté.')",1.0,Deletion
177,,"('#syrinx #choeurs', 'Liberté, liberté ! Une partie des nymphes dansent dans le temps que les autres chantent.')",1.0,Deletion
178,,"('#hierax #argus', 'Quelles danses ! quels chants et quelle nouveauté !')",1.0,Deletion
179,,"('#syrinx #choeurs', ""S'il est quelque bien au monde C'est la liberté."")",1.0,Deletion
180,"('#andromede', ""Renouveler le crime, est-ce pour les fléchir ? Vous hâtez mon supplice au lieu de m'affranchir. Vous appelez le monstre. Ah ! Du moins à sa vue Quittez la vanité qui m'a déjà perdue. Il n'est mortel ni dieu qui m'ose secourir. Il vient : consolez-vous, et me laissez mourir."")","('#hierax #argus', 'Que voulez-vous ?')",1.44,Substitution
181,,"('#choeur-des-nymphes', 'Liberté, liberté.')",1.0,Deletion
182,,"('#hierax #argus', ""Que voulez-vous ? il faut qu'on nous réponde."")",1.0,Deletion
183,,"('#syrinx #choeurs', ""S'il est quelque bien au monde, C'est la liberté."")",1.0,Deletion
184,,"('#mercure #choeurs-de-nymphes #bergers #satyres #sylvains', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté. Liberté, liberté"")",1.0,Deletion
185,"('#cassiope', ""Je le vois, c'en est fait. Parois du moins, Phinée, Pour sauver la beauté qui t'était destinée ; Parais, il en est temps ; viens en dépit des dieux Sauver ton Andromède, ou périr à ses yeux ; L'amour te le commande, et l'honneur t'en convie ; Peux-tu, si tu la perds, aimer encore la vie ?"")","('#mercure', ""De la Nymphe Syrinx l'on chérit la mémoire, Il en regrette encor la perte chaque jour; Pour célébrer une fête à sa gloire Ce Dieu lui même assemble ici sa cour Il veut que du malheur de son fidèle amour. Un spectacle touchant représente l'histoire"")",0.56,Substitution
186,"('#andromede', ""Il n'a manque d'amour, ni manque de valeur ; Mais sans doute, madame, il est mort de douleur ; Et comme il a du coeur et sait que je l'adore, Il périrait ici, s'il respirait encore."")",,1.0,Insertion
187,"('#cassiope', ""Dis plutôt que l'ingrat n'ose te mériter. Toi donc, qui plus que lui t'osais tantôt vanter, Viens, amant inconnu, dont la haute origine, Si nous t'en voulons croire, est royale ou divine ; Viens en donner la preuve, et par un prompt secours, Fais-nous voir quelle foi l'on doit à tes discours ; Supplante ton rival par une illustre audace ; Viens à droit de conquête en occuper la place : Andromède est à toi si tu l'oses gagner. Quoi ? Lâches, le péril vous la fait dédaigner ! Il éteint en tous deux ces flammes sans secondes ! Allons, mon désespoir, jusqu'au milieu des ondes Faire servir l'effort de nos bras impuissants D'exemple et de reproche à leurs feux languissants ; Faisons ce que tous deux devraient faire avec joie ; Détournons sa fureur dessus une autre proie : Heureuse si mon sang la pouvait assouvir ! Allons. Mais qui m'arrête ? Ah ! C'est mal me servir."")","('#argus', ""C'est un plaisir pour nous; poursuivez j'y consens Je ne m'oppose point à ces jeux innocents. Argus va prendre place sur un siège de gazon proche de l'endroit où Io est enfermée et fait planer Hiérax de l'autre côté."")",0.5,Substitution
188,"('#timante', 'Courez-vous à la mort quand on vole à votre aide ? Voyez par quels chemins on secourt Andromède ; Quel héros, ou quel dieu sur ce cheval ailé...')","('#mercure', ""Il donne dans le piège, achevez sans remise Achevez de surprendre Argus et tous ses yeux. Si vous tentez une grande entreprise, Mercure vous conduit, l'amour vous favorise Et vous servez le plus puissant des Dieux. Mercure, les berges, les satyres, et les sylvains rentrent derrière le théâtre."")",0.77,Substitution
189,"('#cassiope', ""Ah ! C'est cet inconnu par mes cris appelé, C'est lui-même, seigneur, que mon âme étonnée..."")","('#syrinx', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté."")",1.35,Substitution
190,"('#persee', ""Reine, voyez par là si je vaux bien Phinée, Si j'étais moins que lui digne de votre choix, Et si le sang des dieux cède à celui des rois."")","('#syrinx', ""L'empire de l'Amour n'est pas moins agité Que l'empire de l'onde Ne cherchons point d'autre félicité Qu'un doux loisir dans une paix profonde S'il est quelque bien au monde  C'est la liberté. Liberté, liberté ! Dans le temps qu'une partie des Nymphes chante, le reste de la troupe danse."")",1.38,Substitution
191,"('#cassiope', ""Rien n'égale, seigneur, un amour si fidèle ; Combattez donc pour vous en combattant pour elle : Vous ne trouverez point de sentiments ingrats."")","('#deux-bergers', ""Quel bien devez-vous attendre Beautés qui chassez dans ces lieux Que pouvez-vous prendre Qui vaille un coeur tendre Soumis à vos lois ? Ce n'est qu'en aimant Qu'on trouve un sort charmant Aimez enfin à votre tour Il faut que tout cède à l'amour. Il sait frapper d'un coup certain Le cerf léger qui fuit en vain  Jusque dans les antres secrets Au fond des forêts  Tout doit sentir ses traits. Lorsque l'amour vous appelle, Pourquoi fuyez-vous ses plaisirs ? La Rose nouvelle N'en est que plus belle D'aimer les Zéphirs. Ce n'est qu'en aimant Qu'on trouve un sort charmant, Aimez enfin, à votre tour; Il faut que tout cède à l'amour : Il sait frapper d'un coup certain Le cerf léger qui fuit en vain : Jusques dans les antres secrets Au fonds des forêts, Tout doit sentir ses traits,"")",0.2,Substitution
192,"('#persee', 'Adorable princesse, avouez-en mon bras.')","('#pan', 'Je vous aime Nymphe charmante; Un amant, un mortel cherche à plaire à vos yeux ')",1.02,Substitution
193,"('#le-choeur', ""Courage, enfant des Dieux ! Elle est votre conquête ; Et jamais amant ni guerrier Ne vit ceindre sa tête D'un si beau myrte ou d'un si beau laurier."")","('#syrinx', ""Pan est un Dieu puissant, je révère les Dieux; Mais le nom d'amour m'épouvante."")",0.52,Substitution
194,"('#voix', 'Andromède est le prix qui suit votre victoire : Combattez, combattez ; Et vos plaisirs et votre gloire Rendront jaloux les dieux dont vous sortez.')","('#pan', ""Pour vous faire retrouver le nom d'amant plus doux. J'y joindrai le titre d'époux. Je n'aurai pas de peine  A m'engager dans une aimable chaîne Pour ne jamais changer. Aimez un Dieu qui vous adore."")",1.1,Substitution
195,"('#le-choeur', ""Courage, enfant des dieux ! Elle est votre conquête ; Et jamais amant ni guerrier Ne vit ceindre sa tête D'un si beau myrte ou d'un si beau laurier."")","('#syrinx', ""Un époux doit être encore Plus à craindre qu'un amant"")",1.05,Substitution
196,"('#timante', 'Voyez de quel effet notre attente est suivie, Madame : elle est sauvée, et le monstre est sans vie.')","('#pan', ""Dissipez de vaines alarmes, Éprouvez l'amour et ses charmes Connaissez les plus doux appas. Non, ce ne peut être  que faute de la connaître Qu'il ne vous plaît pas."")",1.26,Substitution
197,"('#persee', ""Rendez grâces au dieu qui m'en a fait vainqueur."")",,1.0,Insertion
198,"('#cassiope', ""Ô ciel ! Que ne vous puis-je assez ouvrir mon coeur ! L'oracle de Vénus enfin s'est fait entendre : Voilà ce dernier choix qui nous devait tout rendre ; Et vous êtes, seigneur, l'incomparable époux Par qui le sang des dieux se doit joindre avec nous. Ne pense plus, ma fille, à ton ingrat Phinée : C'est à ce grand héros que le sort t'a donnée ; C'est pour lui que le ciel te destine aujourd'hui ; Il est digne de toi, rends-toi digne de lui."")","('#syrinx', ""Les maux d'autrui me rendront sage. Ah ! Quel malheur  De laisser engager son coeur ! Pourquoi faut-il le plus beau de son âge Dans une mortelle langueur ? Ah, quel malheur !  Pourquoi n'avoir pas le courage De s'affranchir de la rigueur D'un funeste esclavage ? Ah ! Quel malheur De laisser engager son coeur !"")",1.0,Substitution
199,"('#persee', ""Il faut la mériter par mille autres services ; Un peu d'espoir suffit pour de tels sacrifices. Princesse, cependant quittez ces tristes lieux, Pour rendre à votre cour tout l'éclat de vos yeux. Ces vents, ces mêmes vents qui vous ont enlevée, Vont rendre de tout point ma victoire achevée : L'ordre que leur prescrit mon père Jupiter Jusqu'en votre palais les force à vous porter, Les force à vous remettre où tantôt leur surprise..."")","('#pan', ""Ah ! Quel dommage Que vous ne sachiez pas aimer ! Que vous sert-il d'avoir tant d'attraits en partage, Si vous en négligez le plus grand avantage ? Que vous sert-il de savoir tout charmer ? Ah, quel dommage Que vous ne sachiez pas aimer !"")",1.03,Substitution
200,,"('#choeurs', 'Aimons sans cesse.')",1.0,Deletion
201,,"('#choeur-des-nymphes', ""N'aimons jamais."")",1.0,Deletion
202,"('#andromede', ""D'une frayeur mortelle à peine encore remise, Pardonnez, grand héros, si mon étonnement N'a pas la liberté d'aucun remerciement."")","('#choeur-de-silvains #satyres #bergers', ""Pour vivre en paix. N'aimons jamais."")",1.33,Substitution
203,"('#persee', 'Venez, tyrans des mers, réparer votre crime, Venez restituer cette illustre victime ; Méritez votre grâce, impétueux mutins, Par votre obéissance au maître des destins.')","('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")",1.51,Substitution
204,"('#cassiope', ""Peuple, qu'à pleine voix l'allégresse publique Après un tel miracle en triomphe s'explique, Et fasse retentir sur ce rivage heureux L'immortelle valeur d'un bras si généreux."")","('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")",1.09,Substitution
205,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
206,"('#le-choeur', ""Le monstre est mort, crions victoire, Victoire tous, victoire à pleine voix ; Que nos campagnes et nos bois Ne résonnent que de sa gloire. Princesse, elle vous donne enfin l'illustre époux Qui seul était digne de vous. Vous êtes sa digne conquête. Victoire tous, victoire à son amour ! C'est lui qui nous rend ce beau jour, C'est lui qui calme la tempête ; Et c'est lui qui vous donne enfin l'illustre époux Qui seul était digne de vous."")",,1.0,Insertion
207,"('#cassiope', ""Dieux ! J'étais sur ces bords immobile de joie. Allons voir où ces vents ont reporté leur proie, Embrasser ce vainqueur, et demander au roi L'effet du juste espoir qu'il a reçu de moi."")","('#choeur-des-nymphes', ""N'aimons jamais."")",1.49,Substitution
208,"('#cymodoce', 'Ainsi notre colère est de tout point bravée ; Ainsi notre victime à nos yeux enlevée Va croître les douceurs de ses contentements Par le juste mépris de nos ressentiments.')","('#syrinx', 'On ne peut aimer sans faiblesse.')",0.84,Substitution
209,"('#ephyre', ""Toute notre fureur, toute notre vengeance Semble avec son destin être d'intelligence, N'agir qu'en sa faveur ; et ses plus rudes coups Ne font que lui donner un plus illustre époux."")","('#pan', ""Que cette faiblesse a d'attraits !"")",0.96,Substitution
210,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
211,,"('#choeur-des-nymphes', ""N'aimons jamais."")",1.0,Deletion
212,"('#cydippe', ""Le sort, qui jusqu'ici nous a donné le change, Immole à ses beautés le monstre qui nous venge ; Du même sacrifice, et dans le même lieu, De victime qu'elle est, elle devient le dieu. Cessons dorénavant, cessons d'être immortelles, Puisque les immortels trahissent nos querelles, Qu'une beauté commune est plus chère à leurs yeux ; Car son libérateur est sans doute un des dieux. Autre qu'un dieu n'eût pu nous ôter cette proie Autre qu'un dieu n'eût pu prendre une telle voie ; Et ce cheval ailé fût péri mille fois, Avant que de voler sous un indigne poids."")","('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")",1.02,Substitution
213,"('#cymodoce', ""Oui, c'est sans doute un dieu qui vient de la défendre : Mais il n'est pas, mes soeurs, encore temps de nous rendre ; Et puisqu'un dieu pour elle ose nous outrager, Il faut trouver aussi des dieux à nous venger. Du sang de notre monstre encore toutes teintes, Au palais de Neptune allons porter nos plaintes, Lui demander raison de l'immortel affront Qu'une telle défaite imprime à notre front."")","('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")",1.67,Substitution
214,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
215,"('#cydippe', ""Je crois qu'il nous prévient ; les ondes en bouillonnent ; Les conques des tritons dans ces rochers résonnent : c'est lui-même, parlons."")","('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")",1.53,Substitution
216,"('#neptune', ""Je sais vos déplaisirs, Mes filles ; et je viens au bruit de vos soupirs, De l'affront qu'on vous fait plus que vous en colère. C'est moi que tyrannise un superbe de frère, Qui dans mon propre état m'osant faire la loi, M'envoie un de ses fils pour triompher de moi. Qu'il règne dans le ciel, qu'il règne sur la terre ; Qu'il gouverne à son gré l'éclat de son tonnerre ; Que même du destin il soit indépendant ; Mais qu'il me laisse à moi gouverner mon trident. C'est bien assez pour lui d'un si grand avantage, Sans me venir braver encore dans mon partage. Après cet attentat sur l'empire des mers, Même honte à leur tour menace les enfers ; Aussi leur souverain prendra notre querelle : Je vais l'intéresser avec Junon pour elle ; Et tous trois, assemblant notre pouvoir en un, Nous saurons bien dompter notre tyran commun. Adieu : consolez-vous, nymphes trop outragées ; Je périrai moi-même, ou vous serez vengées ; Et j'ai su du destin, qui se ligue avec nous, Qu'Andromède ici-bas n'aura jamais d'époux."")","('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")",1.12,Substitution
217,"('#cymodoce', ""Après le doux espoir d'une telle promesse, Reprenons, chères soeurs, une entière allégresse."")","('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",1.74,Substitution
218,"('#persee', ""Que me permettez-vous, madame, d'espérer ? Mon amour jusqu'à vous a-t-il lieu d'aspirer ? Et puis-je, en cette illustre et charmante journée, Prétendre jusqu'au coeur que possédait Phinée ?"")","('#syrinx', 'Pourquoi me suivre de si près.')",1.13,Substitution
219,"('#andromede', ""Laissez-moi l'oublier, puisqu'on me donne à vous ; Et s'il l'a possédé, n'en soyez point jaloux. Le choix du roi l'y mit, le choix du roi l'en chasse ; Ce même choix du roi vous y donne sa place ; N'exigez rien de plus : je ne sais point haïr, Je ne sais point aimer, mais je sais obéir : Je sais porter ce coeur à tout ce qu'on m'ordonne, Il suit aveuglément la main qui vous le donne : De sorte, grand héros, qu'après le choix du roi, Ce que vous demandez est plus à vous qu'à moi."")","('#pan', 'Pourquoi fuir qui vous aime ?')",1.14,Substitution
220,,"('#syrinx', ""Un amant m'embarrasse."")",1.0,Deletion
221,,"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')",1.0,Deletion
222,"('#persee', ""Que je puisse abuser ainsi de sa puissance ! Hasarder vos plaisirs sur votre obéissance ! Et de libérateur de vos rares beautés M'élever en tyran dessus vos volontés ! Princesse, mon bonheur vous aurait mal servie, S'il vous faisait esclave en vous rendant la vie, Et s'il n'avait sauvé des jours si précieux Que pour les attacher sous un joug odieux. C'est aux courages bas, c'est aux amants vulgaires, À faire agir pour eux l'autorité des pères. Souffrez à mon amour des chemins différents. J'ai vu parler pour moi les dieux et vos parents ; Je sens que mon espoir s'enfle de leur suffrage ; Mais je n'en veux enfin tirer autre avantage Que de pouvoir ici faire hommage à vos yeux Du choix de vos parents et du vouloir des dieux. Ils vous donnent à moi, je vous rends à vous-même ; Et comme enfin c'est vous, et non pas moi, que j'aime, J'aime mieux m'exposer à perdre un bien si doux, Que de vous obtenir d'un autre que vous. Je garde cet espoir et hasarde le reste, Et me soit votre choix ou propice ou funeste, Je bénirai l'arrêt qu'en feront vos désirs, Si ma mort vous épargne un peu de déplaisirs. Remplissez mon espoir ou trompez mon attente, Je mourrai sans regret, si vous vivez contente ; Et mon trépas n'aura que d'aimables moments, S'il vous ôte un obstacle à vos contentements."")","('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")",0.94,Substitution
223,"('#andromede', ""C'est trop d'être vainqueur dans la même journée Et de ma retenue et de ma destinée. Après que par le roi vos voeux sont exaucés, Vous parler d'obéir c'était vous dire assez ; Mais vous voulez douter, afin que je m'explique, Et que votre victoire en devienne publique. Sachez donc..."")","('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")",1.27,Substitution
