,moliere-divertissement-chambord,moliere-monsieur-pourceaugnac,Cost,Operation Type
402,,"('#sbrigani', ""Peut-être dans le fond n'y a-t-il pas tant de mal que tout le monde croit ; et puis il y a des gens, après tout, qui se mettent au-dessus de ces sortes de choses, et qui ne croient pas que leur honneur dépende..."")",1,Deletion
403,,"('#monsieur-de-pourceaugnac', ""Je suis votre serviteur, je ne me veux point mettre sur la tête un chapeau comme celui-là, et l'on aime à aller le front levé dans la famille des Pourceaugnacs."")",1,Deletion
404,,"('#sbrigani', 'Voilà le père.')",1,Deletion
405,,"('#monsieur-de-pourceaugnac', 'Ce vieillard-là ?')",1,Deletion
406,,"('#sbrigani', 'Oui, je me retire.')",1,Deletion
407,,"('#monsieur-de-pourceaugnac', 'Bonjour, Monsieur, bonjour.')",1,Deletion
408,,"('#oronte', 'Serviteur, Monsieur, serviteur.')",1,Deletion
409,,"('#monsieur-de-pourceaugnac', ""Vous êtes Monsieur Oronte, n'est-ce pas ?"")",1,Deletion
410,,"('#oronte', 'Oui.')",1,Deletion
411,,"('#monsieur-de-pourceaugnac', 'Et moi, Monsieur de Pourceaugnac.')",1,Deletion
412,,"('#oronte', 'À la bonne heure.')",1,Deletion
413,,"('#monsieur-de-pourceaugnac', 'Croyez-vous, Monsieur Oronte, que les Limousins soient des sots ?')",1,Deletion
414,,"('#oronte', 'Croyez-vous, Monsieur de Pourceaugnac, que les Parisiens soient des bêtes ?')",1,Deletion
415,,"('#monsieur-de-pourceaugnac', ""Vous imaginez-vous, Monsieur Oronte, qu'un homme comme moi soit si affamé de femme ?"")",1,Deletion
416,,"('#oronte', ""Vous imaginez-vous, Monsieur de Pourceaugnac, qu'une fille comme la mienne soit si affamée de mari ?"")",1,Deletion
417,,"('#julie', ""On vient de me dire, mon père, que Monsieur de Pourceaugnac est arrivé.  Ah !  Le voilà sans doute, et mon coeur me le dit.  Qu'il est bien fait !  Qu'il a bon air : et que je suis contente d'avoir un tel époux !  Souffrez que je l'embrasse, et que je lui témoigne..."")",1,Deletion
418,,"('#oronte', 'Doucement, ma fille, doucement.')",1,Deletion
419,,"('#monsieur-de-pourceaugnac', ""Tudieu, quelle galante !  Comme elle prend feu d'abord !"")",1,Deletion
420,,"('#oronte', 'Je voudrais bien savoir, Monsieur de Pourceaugnac, par quelle raison vous venez...')",1,Deletion
421,,"('#julie', ""Que je suis aise de vous voir !  Et que je brûle d'impatience..."")",1,Deletion
422,,"('#oronte', 'Ah, ma fille, ôtez-vous de là, vous dis-je')",1,Deletion
423,,"('#monsieur-de-pourceaugnac', 'Ho, ho, quelle égrillarde !')",1,Deletion
424,,"('#oronte', ""Je voudrais bien, dis-je, savoir par quelle raison, s'il vous plaît, vous avez la hardiesse de..."")",1,Deletion
425,,"('#monsieur-de-pourceaugnac', 'Vertu de ma vie !')",1,Deletion
426,,"('#oronte', ""Encore, qu'est-ce à dire cela ?"")",1,Deletion
427,,"('#julie', ""Ne voulez-vous pas que je caresse l'époux que vous m'avez choisi ?"")",1,Deletion
428,,"('#oronte', 'Non : rentrez là dedans.')",1,Deletion
429,,"('#julie', 'Laissez-moi le regarder.')",1,Deletion
430,,"('#oronte', 'Rentrez, vous dis-je.')",1,Deletion
431,,"('#julie', ""Je veux demeurer là, s'il vous plaît."")",1,Deletion
432,,"('#oronte', ""Je ne veux pas, moi ; et si tu ne rentres tout à l'heure, je..."")",1,Deletion
433,,"('#julie', 'Hé bien !  Je rentre.')",1,Deletion
434,,"('#oronte', 'Ma fille est une sotte qui ne sait pas les choses.')",1,Deletion
435,,"('#monsieur-de-pourceaugnac', 'Comme nous lui plaisons !')",1,Deletion
436,,"('#oronte', 'Tu ne veux pas te retirer ?')",1,Deletion
437,,"('#julie', 'Quand est-ce donc que vous me marierez avec Monsieur ?')",1,Deletion
438,,"('#oronte', ""Jamais ; et tu n'es pas pour lui."")",1,Deletion
439,,"('#julie', ""Je le veux avoir, moi, puisque vous me l'avez promis."")",1,Deletion
440,,"('#oronte', ""Si je te l'ai promis, je te le dépromets."")",1,Deletion
441,,"('#monsieur-de-pourceaugnac', 'Elle voudrait bien me tenir.')",1,Deletion
442,,"('#julie', 'Vous avez beau faire, nous serons mariés ensemble en dépit de tout le monde.')",1,Deletion
443,,"('#oronte', 'Je vous en empêcherai bien tous deux, je vous assure.  Voyez un peu quel vertigo lui prend.')",1,Deletion
444,,"('#monsieur-de-pourceaugnac', ""Mon_Dieu, notre beau-père prétendu, ne vous fatiguez point tant ; on n'a pas envie de vous enlever votre fille, et vos grimaces n'attraperont rien."")",1,Deletion
445,,"('#oronte', ""Toutes les vôtres n'auront pas grand effet."")",1,Deletion
446,,"('#monsieur-de-pourceaugnac', ""Vous êtes-vous mis dans la tête que Léonard de Pourceaugnac soit un homme à acheter chat en poche ?  3t qu'il n'ait pas là dedans quelque morceau de judiciaire pour se conduire, pour se faire informer de l'histoire du monde, et voir en se mariant, si son honneur a bien toutes ses sûretés ?"")",1,Deletion
447,,"('#oronte', ""Je ne sais pas ce que cela veut dire : mais vous êtes-vous mis dans la tête qu'un homme de soixante et trois ans ait si peu de cervelle, et considère si peu sa fille, que de la marier avec un homme qui a ce que vous savez, et qui a été mis chez un médecin pour être pansé ?"")",1,Deletion
448,,"('#monsieur-de-pourceaugnac', ""C'est une pièce que l'on m'a faite, et je n'ai aucun mal."")",1,Deletion
449,,"('#oronte', ""Le médecin me l'a dit lui-même."")",1,Deletion
450,,"('#monsieur-de-pourceaugnac', ""Le médecin en a menti ; je suis gentilhomme, et je le veux voir l'épée à la main."")",1,Deletion
451,,"('#oronte', ""Je sais ce que j'en dois croire, et vous ne m'abuserez pas là-dessus, non plus que sur les dettes que vous avez assignées sur le mariage de ma fille."")",1,Deletion
452,,"('#monsieur-de-pourceaugnac', 'Quelles dettes ?')",1,Deletion
453,,"('#oronte', ""La feinte ici est inutile, et j'ai vu le marchand flamand, qui, avec les autres créanciers, a obtenu, depuis huit mois, sentence contre vous."")",1,Deletion
454,,"('#monsieur-de-pourceaugnac', 'Quel marchand flamand ?  Quels créanciers ?  Quelle sentence obtenue contre moi ?')",1,Deletion
455,,"('#oronte', 'Vous savez bien ce que je veux dire.')",1,Deletion
456,,"('#lucette', 'Ah tu es assy, et à la fy yeu te trobi aprés abé fait tant de passés.  Podes-tu, scélérat, podes-tu sousteni ma bisto ?')",1,Deletion
457,,"('#monsieur-de-pourceaugnac', ""Qu'est-ce que veut cette femme-là ?"")",1,Deletion
458,,"('#lucette', ""Que te boli, infame !  Tu fas semblan de nou me pas counouysse, et nou rougisses pas, impudent que tu sios, tu ne rougisses pas de me beyre ?  Nou sabi pas, Moussur, saquos bous dont m'an dit que bouillo espousa la fillo ; may yeu bous declari que yeu soun sa fenno, et que y a set ans, Moussur, qu'en passan à Pezenas el auguet l'adresse dambé sas mignardisos, commo sap tapla fayre, de me gaigna lou cor, et m'oubligel pra quel mouyen à ly douna la ma per l'espousa."")",1,Deletion
459,,"('#oronte', 'Oh, oh.')",1,Deletion
460,,"('#monsieur-de-pourceaugnac', 'Que diable est-ce ci ?')",1,Deletion
461,,"('#lucette', ""Lou trayté me quitel trés ans aprés, sul preteste de qualques affayrés que l'apelabon dins soun païs, et despey noun ly resçauput quaso de noubelo ; may dins lou tens qui soungeabi lou mens, m'an dounat abist, que begnio dins aquesto bilo, per se remarida danbé un autro jouena fillo, que sous parens ly an proucurado, sensse saupré res de sou prumié mariatge.  Yeu ay tout quitat en diligensso, et me souy rendu dodins aqueste loc lou pu leu qu'ay pouscut, per m'oupousa en aquel criminel mariatge, et confondre as ely de tout le mounde lou plus méchant des hommes."")",1,Deletion
462,,"('#monsieur-de-pourceaugnac', 'Voilà une étrange effrontée !')",1,Deletion
463,,"('#lucette', ""Impudent, n'as pas honte de m'injuria, alloc d'estre confus day reproches secrets que ta conssiensso te deu fayre ?"")",1,Deletion
464,,"('#monsieur-de-pourceaugnac', 'Moi, je suis votre mari ?')",1,Deletion
465,,"('#lucette', ""Infame, gausos-tu dire lou contrari ?  He tu sabes be, per ma penno, que n'es que trop bertat ; et plaguesso al Cel qu'aco nou fougesso pas, et que m'auquessos layssado dins l'estat d'innoussenço, et dins la tranquillitat oun moun amo bibio daban que tous charmes et tas trounpariés nou m'en benguesson malhurousomen fayre sourty ; yeu nou serio pas reduito à fayré lou tristé perssounatgé qu'yeu fave presentomen, à beyre un marit cruel mespresa touto l'ardou que yeu ay per el, et me laissa sensse cap de pietat abandounado à las mourtéles doulous que yeu ressenty de sas perfidos acciûs."")",1,Deletion
466,,"('#oronte', ""Je ne saurais m'empêcher de pleurer.  Allez, vous êtes un méchant homme."")",1,Deletion
467,,"('#monsieur-de-pourceaugnac', 'Je ne connais rien à tout ceci.')",1,Deletion
468,,"('#nerine', ""Ah !  Je n'en pis plus, je sis toute essoflée.  Ah sinfaron, tu m'as bien fait courir, tu ne m'écaperas mie.  Justice, justice ; je boute empeschement au mariage.  Chés mon mery, Monsieur, et je veux faire pindre che bon pindar là."")",1,Deletion
469,,"('#monsieur-de-pourceaugnac', 'Encor !')",1,Deletion
470,,"('#oronte', ""Quel diable d'homme est-ce ci ?"")",1,Deletion
471,,"('#lucette', 'Et que boulés-bous dire, ambe bostre empachomen, et bostro pendarié ?  Quaquel homo es bostre marit ?')",1,Deletion
472,,"('#nerine', 'Oui, Medeme, et je sis sa femme.')",1,Deletion
473,,"('#lucette', 'Aquo es faus, aquos yeu que soun sa fenno ; et se deû estre pendut, aquo sera yeu que lou faray penda.')",1,Deletion
474,,"('#nerine', ""Je n'entains mie che baragoin-là."")",1,Deletion
475,,"('#lucette', 'Yeu bous disy que yeu soun sa fenno.')",1,Deletion
476,,"('#nerine', 'Sa femme ?')",1,Deletion
477,,"('#lucette', 'Oy.')",1,Deletion
478,,"('#nerine', 'Je vous dis que chest my, encore in coup, qui le sis.')",1,Deletion
479,,"('#lucette', ""Et yeus bous sousteni yeu, qu'aquos yeu."")",1,Deletion
480,,"('#nerine', ""Il y a quetre ans qu'il m'a éposée."")",1,Deletion
481,,"('#lucette', ""Et yeu set ans y a que m'a preso per fenno."")",1,Deletion
482,,"('#nerine', ""J'ay des gairents de tout ce que je dy."")",1,Deletion
483,,"('#lucette', 'Tout mon païs lo sap.')",1,Deletion
484,,"('#nerine', 'No ville en est témoin.')",1,Deletion
485,,"('#lucette', 'Tout Pezenas a bist notre mariatge.')",1,Deletion
486,,"('#nerine', 'Tout Chin-Quentin a assisté à no noce.')",1,Deletion
487,,"('#lucette', 'Nou y a res de tan beritable.')",1,Deletion
488,,"('#nerine', ""Il gn'y a rien de plus chertain."")",1,Deletion
489,,"('#lucette', 'Gausos-tu dire lou contrari, valisquos ?')",1,Deletion
490,,"('#nerine', 'Est-che que tu me démaintiras, méchaint homme ?')",1,Deletion
491,,"('#monsieur-de-pourceaugnac', ""Il est aussi vrai l'un que l'autre."")",1,Deletion
492,,"('#lucette', ""Quaign'impudensso !  Et coussy, miserable, nou te soubenes plus de la pauro Françon, et del paure Jeanet, que soun lous fruits de notre mariatge ?"")",1,Deletion
493,,"('#nerine', ""Bayez un peu l'insolence.  Quoi, tu ne te souviens mie de chette pauvre ainfain, no petite Madelaine, que tu m'as laichée pour gaige de ta foy ?"")",1,Deletion
494,,"('#monsieur-de-pourceaugnac', 'Voilà deux impudentes carognes !')",1,Deletion
495,,"('#lucette', ""Beny Françon, beny Jeanet, beny toustou, beny toustoune, beny fayre beyre à un payre dénaturat, la duretat qu'el a per nautres."")",1,Deletion
496,,"('#nerine', ""Venez, Madelaine, me n'ainfain, venez-ves-en ichy faire honte à vo père de l'impudainche qu'il a."")",1,Deletion
497,,"('#jeanet #fanchon #madelaine', 'Ah mon papa, mon papa, mon papa.')",1,Deletion
498,,"('#monsieur-de-pourceaugnac', 'Diantre soit des petits fils de putains !')",1,Deletion
499,,"('#lucette', ""Coussy, trayte, tu nou sios pas dins la darnière confusiu, de ressaupre à tal tous enfants, et de ferma l'aureillo à la tendresso paternello ?  Tu nou m'escaperas pas, infame ; yeu te boli seguy per tout, et te reproucha ton crime jusquos à tant que me sio beniado, et que t'ayo fayt penia, couqui, te boli fayré penia."")",1,Deletion
500,,"('#nerine', ""Ne rougis-tu mie de dire ches mots-là, et d'estre insainsible aux cairesses de chette pauvre ainfain ?  Tu ne te sauveras mie de mes pattes ; et en dépit de tes dains, je feray bien voir que je sis ta femme, et je te feray peindre."")",1,Deletion
501,,"('#jeanet #fanchon #madelaine', 'Mon papa, mon papa, mon papa.')",1,Deletion
502,,"('#monsieur-de-pourceaugnac', ""Au secours !  Au secours !  Où fuirai-je ?  Je n'en puis plus."")",1,Deletion
503,,"('#oronte', ""Allez, vous ferez bien de le faire punir, et il mérite d'être pendu."")",1,Deletion
504,,"('#sbrigani', ""Je conduis de l'oeil toutes choses, et tout ceci ne va pas mal.  Nous fatiguerons tant notre provincial, qu'il faudra, ma foi !  Qu'il déguerpisse."")",1,Deletion
505,,"('#monsieur-de-pourceaugnac', 'Ah je suis assommé.  Quelle peine !  Quelle maudite ville !  Assassiné de tous côtés !')",1,Deletion
506,,"('#sbrigani', ""Qu'est-ce, Monsieur, est-il encore arrivé quelque chose ?"")",1,Deletion
507,,"('#monsieur-de-pourceaugnac', 'Oui.  Il pleut en ce pays des femmes et des lavements.')",1,Deletion
508,,"('#sbrigani', 'Comment donc ?')",1,Deletion
509,,"('#monsieur-de-pourceaugnac', 'Deux carognes de baragouineuses me sont venu accuser de les avoir épousé toutes deux, et me menacent de la justice.')",1,Deletion
510,,"('#sbrigani', 'Voilà une méchante affaire, et la justice en ce pays-ci est rigoureuse en diable contre cette sorte de crime.')",1,Deletion
511,,"('#monsieur-de-pourceaugnac', ""Oui : mais quand il y aurait information, ajournement, décret, et jugement obtenu par surprise, défaut et contumace, j'ai la voie de conflit de juridiction, pour temporiser et venir aux moyens de nullité qui seront dans les procédures."")",1,Deletion
512,,"('#sbrigani', ""Voilà en parler dans tous les termes ; et l'on voit bien, Monsieur, que vous êtes du métier."")",1,Deletion
513,,"('#monsieur-de-pourceaugnac', 'Moi, point du tout, je suis gentilhomme.')",1,Deletion
514,,"('#sbrigani', 'Il faut bien pour parler ainsi que vous ayez étudié la pratique.')",1,Deletion
515,,"('#monsieur-de-pourceaugnac', ""Point, ce n'est que le sens commun qui me fait juger que je serai toujours reçu à mes faits justificatifs, et qu'on ne me saurait condamner sur une simple accusation, sans un récolement et confrontation avec mes parties."")",1,Deletion
516,,"('#sbrigani', 'En voilà du plus fin encore.')",1,Deletion
517,,"('#monsieur-de-pourceaugnac', 'Ces mots-là me viennent sans que je les sache.')",1,Deletion
518,,"('#sbrigani', ""Il me semble que le sens commun d'un gentilhomme peut bien aller à concevoir ce qui est du droit et de l'ordre de la justice ; mais non pas à savoir les vrais termes de la chicane."")",1,Deletion
519,,"('#monsieur-de-pourceaugnac', ""Ce sont quelques mots que j'ai retenus en lisant les romans."")",1,Deletion
520,,"('#sbrigani', 'Ah fort bien.')",1,Deletion
521,,"('#monsieur-de-pourceaugnac', ""Pour vous montrer que je n'entends rien du tout à la chicane, je vous prie de me mener chez quelque avocat pour consulter mon affaire."")",1,Deletion
522,,"('#sbrigani', ""Je le veux, et vais vous conduire chez deux hommes fort habiles ; mais j'ai auparavant à vous avertir de n'être point surpris de leur manière de parler ; ils ont contracté du barreau certaine habitude de déclamation, qui fait que l'on dirait qu'ils chantent, et vous prendrez pour musique tout ce qu'ils vous diront."")",1,Deletion
523,,"('#monsieur-de-pourceaugnac', ""Qu'importe comme ils parlent, pourvu qu'ils me disent ce que je veux savoir."")",1,Deletion
524,"('#l-avocat', 'La Polygamie est un cas,  Est un cas bien pendable. ')","('#l-avocat-trainant', 'La polygamie est un cas, Est un cas pendable.')",0,Match
525,"('#l-avocat-bredouilleur', ""Votre fait  Est clair et net,  Et tout le droit  Sur cet endroit  Conclut tout droit.  Si vous consultez nos Auteurs,  Législateurs et Glossateurs,  Justinian, Papinian,  Ulpian, et Tribonian,  Fernand, Rebuffe, Jean, Imole,  Paul, Castie, Julian, Barthole,  Jason, Alciat, et Cujas,  Ce grand homme si capable ;  La Polygamie est un cas,  Est un cas pendable.  Tous les Peuples policés,  Et bien sensés ;  Les Français, Anglais, Hollandais,  Danois, Suédois, Polonais,  Portugais, Espagnols, Flamands,  Italiens, Allemands,  Sur ce fait tiennent loi semblable,  Et l'affaire est sans embarras. La Polygamie est un cas,  Est un cas bien pendable.  Les deux Avocats, chantants. Messieurs d'Estival, et Gaye. Les deux Procureurs : Messieurs Beauchamp et Chicaneau. Les deux Sergents : Messieurs la Pierre, et Favier. "")","('#l-avocat-bredouilleur', ""Votre fait Est clair et net ;  Et tout le droit Sur cet endroit Conclut tout droit. Si vous consultez nos auteurs, Législateurs et glossateurs, Justinian, Papinian, Ulpian et Tribonian, Fernand, Rebuffe, Jean Imole, Paul, Castre, Julian, Barthole, Jason, Alcial, et Cujas, Ce grand homme si capable ; La polygamie est un cas, Est un cas pendable. Tous les peuples policés Et bien sensés ;  Les Français, Anglais, Hollandais, Danois, Suédois, Polonais, Portugais, Espagnols, Flamands, Italiens, Allemands, Sur ce fait tiennent loi semblable, Et l'affaire est sans embarras ;  La polygamie est un cas, Est un cas pendable. Monsieur de Pourceaugnac les bat. Deux Procureurs et deux Sergents dansent une entrée, qui finit l'acte."")",0,Match
526,,"('#sbrigani', ""Oui, les choses s'acheminent où nous voulons : et comme ses lumières sont fort petites, et son sens le plus borné du monde, je lui ai fait prendre une frayeur si grande de la sévérité de la justice de ce pays, et des apprêts qu'on faisait déjà pour sa mort, qu'il veut prendre la fuite ; et pour se dérober avec plus de facilité aux gens que je lui ai dit qu'on avait mis pour l'arrêter aux portes de la ville, il s'est résolu à se déguiser, et le déguisement qu'il a pris est l'habit d'une femme."")",1,Deletion
527,,"('#eraste', 'Je voudrais bien le voir en cet équipage.')",1,Deletion
528,,"('#sbrigani', 'Songez de votre part à achever la comédie ; et tandis que je jouerai mes scènes avec lui, allez-vous-en...  Vous entendez bien ?')",1,Deletion
529,,"('#eraste', 'Oui.')",1,Deletion
530,,"('#sbrigani', ""Et lorsque je l'aurai mis où je veux..."")",1,Deletion
531,,"('#eraste', 'Fort bien.')",1,Deletion
532,,"('#sbrigani', 'Et quand le père aura été averti par moi...')",1,Deletion
533,,"('#eraste', 'Cela va le mieux du monde.')",1,Deletion
534,,"('#sbrigani', ""Voici notre Demoiselle, allez vite, qu'il ne nous voye ensemble."")",1,Deletion
535,,"('#sbrigani', ""Pour moi, je ne crois pas qu'en cet état on puisse jamais vous connaître, et vous avez la mine, comme cela, d'une femme de condition."")",1,Deletion
536,,"('#monsieur-de-pourceaugnac', ""Voilà qui m'étonne, qu'en ce pays-ci les formes de la justice ne soient point observées."")",1,Deletion
537,,"('#sbrigani', ""Oui, je vous l'ai déjà dit, ils commencent ici par faire pendre un homme, et puis ils lui font son procès."")",1,Deletion
538,,"('#monsieur-de-pourceaugnac', 'Voilà une justice bien injuste.')",1,Deletion
539,,"('#sbrigani', 'Elle est sévère comme tous les diables, particulièrement sur ces sortes de crimes.')",1,Deletion
540,,"('#monsieur-de-pourceaugnac', 'Mais quand on est innocent ?')",1,Deletion
541,,"('#sbrigani', ""N'importe, ils ne s'enquêtent point de cela ; et puis ils ont en cette ville une haine effroyable pour les gens de votre pays, et ils ne sont point plus ravis que de voir pendre un Limousin."")",1,Deletion
542,,"('#monsieur-de-pourceaugnac', ""Qu'est-ce que les Limousins leur ont fait ?"")",1,Deletion
543,,"('#sbrigani', 'Ce sont des brutaux, ennemis de la gentillesse et du mérite des autres villes.  Pour moi, je vous avoue que je suis pour vous dans une peur épouvantable ; et je ne me consolerais de ma vie si vous veniez à être pendu.')",1,Deletion
544,,"('#monsieur-de-pourceaugnac', ""Ce n'est pas tant la peur de la mort qui me fait fuir, que de ce qu'il est fâcheux à un gentilhomme d'être pendu, et qu'une preuve comme celle-là ferait tort à nos titres de noblesse."")",1,Deletion
545,,"('#sbrigani', ""Vous avez raison, on vous contesterait après cela le titre d'écuyer.  Au reste, étudiez-vous, quand je vous mènerai par la main, à bien marcher comme une femme, et prendre le langage et toutes les manières d'une personne de qualité."")",1,Deletion
546,,"('#monsieur-de-pourceaugnac', ""Laissez-moi faire, j'ai vu les personnes du bel air ; tout ce qu'il y a, c'est que j'ai un peu de barbe."")",1,Deletion
547,,"('#sbrigani', ""Votre barbe n'est rien, et il y a des femmes qui en ont autant que vous.  Çà, voyons un peu comme vous ferez.  Bon."")",1,Deletion
548,,"('#monsieur-de-pourceaugnac', ""Allons donc, mon carrosse : où est-ce qu'est mon carrosse ?  Mon_Dieu, qu'on est misérable d'avoir des gens comme cela !  Est-ce qu'on me fera attendre toute la journée sur le pavé, et qu'on ne me fera point venir mon carrosse ?"")",1,Deletion
549,,"('#sbrigani', 'Fort bien.')",1,Deletion
550,,"('#monsieur-de-pourceaugnac', ""Holà ho, cocher, petit laquais. Ah petit fripon, que de coups de fouet je vous ferai donner tantôt !  Petit laquais, petit laquais !  Où est-ce donc qu'est ce petit laquais ?  Ce petit laquais ne se trouvera-t-il point ?  Ne me fera-t-on point venir ce petit laquais ?  Est-ce que je n'ai point un petit laquais dans le monde ?"")",1,Deletion
551,,"('#sbrigani', ""Voilà qui va à merveille : mais je remarque une chose, cette coiffe est un peu trop déliée, j'en vais quérir une un peu plus épaisse, pour vous mieux cacher le visage, en cas de quelque rencontre."")",1,Deletion
552,,"('#monsieur-de-pourceaugnac', 'Que deviendrai-je cependant ?')",1,Deletion
553,,"('#sbrigani', ""Attendez-moi là.  Je suis à vous dans un moment ; vous n'avez qu'à vous promener."")",1,Deletion
554,,"('#premier-suisse', ""Allons, dépeschons, camerade, ly faut allair tous deux nous à la Crève pour regarter un peu chousticier sti Monsiu de Porcegnac qui l'a esté contané par ortonnance à l'estre pendu par son cou."")",1,Deletion
555,,"('#second-suisse', 'Ly faut nous loër un fenestre pour foir sti choustice.')",1,Deletion
556,,"('#premier-suisse', ""Ly disent que l'on fait téja planter un grand potence tout neuve pour ly accrocher sti Porcegnac."")",1,Deletion
557,,"('#second-suisse', 'Ly sira, ma foy, un grand plaisir, dy regarter pendri sti Limosin.')",1,Deletion
558,,"('#premier-suisse', 'Oui, de ly foir gambiller les pieds en haut tevant tout le monde.')",1,Deletion
559,,"('#second-suisse', ""Ly est un plaisant drole, oui ; ly disent que c'estre marié troy foye."")",1,Deletion
560,,"('#premier-suisse', ""Sti diable ly vouloir troy femmes à ly tout seul ; ly est bien assez t'une."")",1,Deletion
561,,"('#second-suisse', 'Ah pon chour, Mameselle.')",1,Deletion
562,,"('#premier-suisse', 'Que faire fous là tout seul ?')",1,Deletion
563,,"('#monsieur-de-pourceaugnac', ""J'attends mes gens, Messieurs."")",1,Deletion
564,,"('#second-suisse', 'Ly est belle, par mon foy.')",1,Deletion
565,,"('#monsieur-de-pourceaugnac', 'Doucement, Messieurs.')",1,Deletion
566,,"('#premier-suisse', 'Fous, Mameselle, fouloir finir réchouir fous à la Crève ?  Nous faire foir à fous un petit pendement pien choly.')",1,Deletion
567,,"('#monsieur-de-pourceaugnac', 'Je vous rends grâce.')",1,Deletion
568,,"('#second-suisse', ""L'est un gentilhomme Limosin qui sera pendu chantiment à un grand potence."")",1,Deletion
569,,"('#monsieur-de-pourceaugnac', ""Je n'ai pas de curiosité."")",1,Deletion
570,,"('#premier-suisse', ""Ly est là un petit téton qui l'est drôle."")",1,Deletion
571,,"('#monsieur-de-pourceaugnac', 'Tout beau.')",1,Deletion
572,,"('#premier-suisse', 'Mon foi, moi couchair pien avec fous.')",1,Deletion
573,,"('#monsieur-de-pourceaugnac', ""Ah ç'en est trop, et ces sortes d'ordures-là ne se disent point à une femme de ma condition."")",1,Deletion
574,,"('#second-suisse', ""Laisse-toi, l'est moi qui le veut couchair avec elle."")",1,Deletion
575,,"('#premier-suisse', 'Moi ne vouloir pas laisser.')",1,Deletion
576,,"('#second-suisse', 'Moy ly vouloir, moy.')",1,Deletion
577,,"('#premier-suisse', 'Moy ne faire rien.')",1,Deletion
578,,"('#second-suisse', ""Toy l'avoir menty."")",1,Deletion
579,,"('#premier-suisse', ""Toy l'avoir menty toy-mesme."")",1,Deletion
580,,"('#monsieur-de-pourceaugnac', 'Au secours, à la force.')",1,Deletion
581,,"('#l-exempt', ""Qu'est-ce ?  Quelle violence est-ce là ?  Et que voulez-vous faire à Madame ?  Allons, que l'on sorte de là, si vous ne voulez que je vous mette en prison."")",1,Deletion
582,,"('#premier-suisse', ""Party pon, toy ne l'avoir point."")",1,Deletion
583,,"('#second-suisse', ""Party pon aussi, toy ne l'avoir point encore."")",1,Deletion
584,,"('#monsieur-de-pourceaugnac', ""Je vous suis bien obligée, Monsieur, de m'avoir délivrée de ces insolents."")",1,Deletion
585,,"('#l-exempt', ""Ouais !  Voilà un visage qui ressemble bien à celui que l'on m'a dépeint."")",1,Deletion
586,,"('#monsieur-de-pourceaugnac', ""Ce n'est pas moi, je vous assure."")",1,Deletion
587,,"('#l-exempt', ""Ah, ah, qu'est-ce que je veux dire ?"")",1,Deletion
588,,"('#monsieur-de-pourceaugnac', 'Je ne sais pas.')",1,Deletion
589,,"('#l-exempt', 'Pourquoi donc dites-vous cela ?')",1,Deletion
590,,"('#monsieur-de-pourceaugnac', 'Pour rien.')",1,Deletion
591,,"('#l-exempt', 'Voilà un discours qui marque quelque chose, et je vous arrête prisonnier.')",1,Deletion
592,,"('#monsieur-de-pourceaugnac', 'Eh, Monsieur, de grâce.')",1,Deletion
593,,"('#l-exempt', ""Non, non, à votre mine, et à vos discours, il faut que vous soyez ce Monsieur de Pourceaugnac que nous cherchons, qui se soit déguisé de la sorte ; et vous viendrez en prison tout à l'heure."")",1,Deletion
594,,"('#monsieur-de-pourceaugnac', 'Hélas !')",1,Deletion
595,,"('#sbrigani', 'Ah Ciel !  Que veut dire cela ?')",1,Deletion
596,,"('#monsieur-de-pourceaugnac', ""Ils m'ont reconnu."")",1,Deletion
597,,"('#l-exempt', ""Oui, oui, c'est de quoi je suis ravi."")",1,Deletion
598,,"('#sbrigani', ""Eh, Monsieur, pour l'amour de moi ; vous savez que nous sommes amis il y a longtemps ; je vous conjure de ne le point mener en prison."")",1,Deletion
599,,"('#l-exempt', ""Non, il m'est impossible."")",1,Deletion
600,,"('#sbrigani', ""Vous êtes homme d'accommodement ; n'y a-t-il pas moyen d'ajuster cela avec quelques pistoles ?"")",1,Deletion
601,,"('#l-exempt', 'Retirez-vous un peu.')",1,Deletion
602,,"('#sbrigani', ""Il faut lui donner de l'argent pour vous laisser aller ; faites vite."")",1,Deletion
603,,"('#monsieur-de-pourceaugnac', 'Ah maudite ville !')",1,Deletion
604,,"('#sbrigani', 'Tenez, Monsieur.')",1,Deletion
605,,"('#l-exempt', 'Combien y a-t-il ?')",1,Deletion
606,,"('#sbrigani', 'Un, deux, trois, quatre, cinq, six sept, huit, neuf, dix.')",1,Deletion
607,,"('#l-exempt', 'Non, mon ordre est trop exprès.')",1,Deletion
608,,"('#sbrigani', 'Mon_Dieu attendez.  Dépêchez, donnez-lui-en encore autant.')",1,Deletion
609,,"('#monsieur-de-pourceaugnac', 'Mais...')",1,Deletion
610,,"('#sbrigani', 'Dépêchez-vous, vous dis-je, et ne perdez point de temps : vous auriez un grand plaisir, quand vous seriez pendu.')",1,Deletion
611,,"('#monsieur-de-pourceaugnac', 'Ah !')",1,Deletion
612,,"('#sbrigani', 'Tenez, Monsieur.')",1,Deletion
613,,"('#l-exempt', ""Il faut donc que je m'enfuie avec lui, car il n'y aurait point ici de sûreté pour moi.  Laissez-le moi conduire, et ne bougez d'ici."")",1,Deletion
614,,"('#sbrigani', ""Je vous prie donc d'en avoir un grand soin."")",1,Deletion
