andrieux-moliere-et-ses-amis,cadet-gassicourt-souper-de-moliere,Score
-,"('#lulli', ""Oui, mes amis, je l'avouerai :  Voyez jusqu'où la peur nous mène ;  À mon confesseur je livrai  Mon opéra de Polixène :  Me croyant certain de mourir,  Je craignais de paraître impie ;  Mais espérant bien en guérir,  J'en avais gardé la copie.  Même air.  Il tire un cahier de sa poche."")",0.0
-,"('#mignard', 'Bravo !  Lulli ; je te pardonne, mon ami, je te pardonne, et ce soir a souper je veux te réhabiliter. ')",0.0
-,"('#lulli', ""À souper... ?  Mais à propos, Laforêt, pourquoi tous les apprêts que j'ai vus aujourd'hui ?  Notre ami donnerait-il une fête ? "")",0.0
-,"('#laforet', ""Sans doute, et vous l'approuverez. "")",0.0
-,"('#lulli', ""Que ne me disais-tu cela, j'aurais préparé quelque chose...  Nous allons célébrer sa convalescence ? "")",0.0
-,"('#laforet', 'Nous allons à la noce.')",0.0
-,"('#mignard', 'Comment à la noce ? ')",0.0
-,"('#laforet', 'Molière veut marier Madelon, sa petite jardinière, à Antoine, jardinier de Monsieur Despréaux, notre voisin ; les parents y consentent, et ça sera pour demain. ')",0.0
-,"('#lulli', 'Ainsi donc, dans tous les temps, malade ou non, Molière fait toujours des mariages.')",0.0
-,"('#mignard', ""À ses amants, sur le théâtre,  Pour dot il donne de l'esprit,  Et de son talent idolâtre  L'esprit du public applaudit ;  Mais quand sa rare bienveillance  Enrichit deux coeurs bien épris,  Le sien trouve sa récompense  Dans le coeur de ses vrais amis. Oui ; mais celui-ci ne ressemble pas aux autres.  AIR : Ainsi jadis un grand prophête. "")",0.0
-,"('#lulli', 'Ne vois-je point les deux futurs ? ')",0.0
-,"('#laforet', 'Justement. ')",0.0
-,"('#mignard', 'Gentille Madelon, recevez mon compliment.')",0.0
-,"('#madelon', 'Grand merci, Monsieur. ')",0.0
-,"('#lulli', ""C'est aujourd'hui le jour du bonheur !..."")",0.0
-,"('#madelon', ""Oui.  J'venons en témoigner notre reconnaissance à qui nous l'devons. "")",0.0
-,"('#lulli', ""Et lui présenter des fleurs, tribut ordinaire d'un jardinier. "")",0.0
-,"('#antoine', ""Jardinier n'est pas mon titre,  Le mien m'fais bien plus d'honneur :  Mon maître, dans une épître,  M'appelle son gouverneur.  Et pour que chacun y pense,  Aux plus bell' roses d'Auteuil,  J'mêle toujours d'préférence  Le p'tit brin de chèvrefeuille. Dites mieux, Monsieur Lulli.  AIR : Ce mouchoir, belle Raimonde.  Il prend un bouquet."")",0.0
-,"('#mignard', 'Comment diable, Antoine, tu lis ton maître ? ')",0.0
-,"('#antoine', ""Sans doute, puisqu'il m'écrit."")",0.0
-,"('#madelon', 'Monsieur Molière est sûrement dans sa chambre...  Viens ? ')",0.0
-,"('#laforet', 'Mes bons amis, Molière repose....  Vous ne voudriez pas.... ')",0.0
-,"('#antoine', 'Oh !  Non : Dieu nous garde de le troubler !  Un homme qui fait tant de bien quand il veille, doit être tranquille quand il dort.')",0.0
-,"('#mignard', ""Antoine est digne d'un bienfait, puisqu'il sait le sentir.  Qu'il serait à souhaiter que tout le monde connût Molière comme nous le connaissons. "")",0.0
-,"('#laforet', ""L'un prétend qu'il n'a pas de mérite,  L'autre dit qu'il a mauvaises moeurs,  Un autre cont'lui sollicite  Pour soutenir de plats auteurs ;  Mais se moquant d'la calomnie,  À tous leurs cris i'n répond rien :  Molièr', qui s'montre aux coups de l'envie,  Se cache pour faire le bien.  Eh !  Comment voulez-vous qu'on le connaisse ?  On invente tant de choses contre lui.  AIR : Vaudeville de l'Officier de fortune. "")",0.0
-,"('#lulli', ""Cette semaine il a encore fait une belle action, que vous ignorez, j'en suis sûr."")",0.0
-,"('#madelon', 'Ah !  De grâce, racontez-nous-là. ')",0.0
-,"('#lulli', 'Bien volontiers.  - Un pauvre comédien, ancien camarade de Molière, vint, il y a trois jours, demander des secours pour gagner sa province...  Baron était ici.  - Combien, dit Molière, faut-il lui donner ?  - Mais, répond Baron, quatre pistoles suffiront.  — Quatre pistoles.... soit ; tenez, vous les lui remettrez pour moi ; mais en voici vingt que vous lui donnerez pour vous, et il joignit à ce présent un habit magnifique. ')",0.0
-,"('#antoine', 'Que de générosité !')",0.0
-,"('#mignard', 'Quelle sublime leçon ! ')",0.0
-,"('#laforet', ""Vous ne savez que cela, Monsieur Lully ?  Bon !  Le lendemain ce fut bien autre chose.  Un jeune homme de dix-neuf ans, nommé Racine, avait remis a Molière un poème pour avoir son avis.  L'ouvrage était mauvais...  Il me l'a lu.  — Mais Molière vit que le jeune homme pouvait mieux faire...  Aussi, en rendant le poème, il y cacha cent louis, et le plan d'une tragédie. "")",0.0
-,"('#mignard', ""Si Racine est célèbre un jour, et cela pourrait bien être, il se rappellera sans doute que c'est à Molière qu'il doit ses premiers encouragements. "")",0.0
-,"('#antoine', ""Madelon, il me vient une idée.  Ne déposons pas ces fleurs dans son cabinet, comme c'était notre intention : faisons mieux. Il parle bas à Madelon."")",0.0
-,"('#madelon', 'Tu as raison, mon ami.... Ils tressent des fleurs.')",0.0
-,"('#mignard', ""C'est lui ! C'est lui !  Dites-moi, mes enfants, ai-je bien réussi ?  AIR : Il est, il est, il est toujours le même. "")",0.0
-,"('#antoine', ""Vraiment c'est bien lui-même :  Joyeuse humeur."")",0.0
-,"('#madelon', ""Et c'tair plein de douceur."")",0.0
-,"('#antoine', 'On devine son coeur,  Ce coeur que chacun aime.')",0.0
-,"('#madelon', 'Sa bouche me sourit.')",0.0
-,"('#lulli', ""Ses yeux sont pleins d'esprit. "")",0.0
-,"('#tous', ""C'est lui ! C'est lui ! Vraiment c'est bien lui-même !"")",0.0
-,"('#lulli', ""Il n'y a rien à désirer ; vérité, chaleur, dessin pur...  Mignard !  Tu me prouves par-là qu'on ne devrait donner qu'au vrai talent le droit de peindre le génie. "")",0.0
-,"('#laforet', ""On dirait qu'il va parler."")",0.0
-,"('#madelon', 'En voyant son image, je sens mieux encore ma reconnaissance, et je voudrais avoir un peu de son esprit pour la lui exprimer. ')",0.0
-,"('#lulli', 'Le grand écrivain !')",0.0
-,"('#antoine', 'Quelle bienfaisance !')",0.0
-,"('#mignard', ""Reçois le prix mérité  Qu'aujourd'hui l'amitié te donne.  Quelle réunion de tous les talents !  De toutes les vertus ! Ah !  Je le vois !  L'admiration, l'amitié, la reconnaissance n'ont ici qu'une même pensée...  Il prend une couronne dans le panier d'Antoine. Ils se groupent autour du portrait, le couronnent et y attachent des guirlandes. AIR : Jeunes amants, cueillez des fleurs. "")",0.0
-,"('#lulli', 'Prévenons la postérité  Qui déjà tresse sa couronne. ')",0.0
-,"('#tous', ""Couvrons des plus aimables fleurs,  Ornons son image chérie :  Puisse le sort, par ses faveurs,  En répandre ainsi sur sa vie.  Pendant le couplet, Molière, en robe de chambre, entre en rêvant. Il s'arrête dans le fond du théâtre, et contemple cette scène avec sensibilité."")",0.0
-,"('#moliere', ""Mes amis !  Mes enfants !  Votre attachement vous égare.  Est-ce ainsi qu'on doit idolâtrer les hommes ?  Quelle erreur ! Mais elle est douce pour moi. J'ai reçu les faveurs de la fortune, quelquefois celles de la gloire...  Elles ne valent pas celles de l'amitié.  — Eh bien! Antoine, le jour de ton bonheur est-il enfin fixé ?  Pourrais-je....  Avec satisfaction."")",0.0
-,"('#antoine', ""Pour que vous en soyez le témoin, le père de Madelon consent à ce que la cérémonie ait lieu demain, et nous venons vous prier d'assister au serment mutuel que nous avons tant de plaisir à faire. "")",0.0
-,"('#lulli', 'Dis donc à renouveler, car vous vous aimez depuis longtemps.')",0.0
-,"('#madelon', ""Oui, messieurs, de sa tendresse  J'ai reçu le doux serment ;  Mais cette aimable promesse  Peut s'entendre à tout moment. AIR : On dit que le mariage. "")",0.0
-,"('#lulli', ""Sans qu'ici je te l'expose,  Tu sauras, bientôt, je crois,  Qu'amour fait plus d'une chose  Qu'il aime à faire deux fois. "")",0.0
-,"('#antoine', 'Votre présence sera bien agréable pour nous. ')",0.0
-,"('#moliere', ""J'espère bien aussi présider à votre noce ; mais, mon ami, ne compte pas sur moi pour l'église."")",0.0
-,"('#antoine', 'Comment! ')",0.0
-,"('#madelon', 'Et... pourquoi ?')",0.0
-,"('#moliere', 'Ignorez-vous, mes enfanTs, que je suis excommunié ? ')",0.0
-,"('#antoine', 'Excommunié !')",0.0
-,"('#madelon', ""Qu'est-ce que c'est que ça."")",0.0
-,"('#mignard', ""Ce que c'est !...  Tous les ans, ma chère, le pape défend l'entrée de l'église aux rats, aux sorciers, aux sauterelles, au diable et aux comédiens.... à lui surtout."")",0.0
-,"('#madelon', 'Quel mal avez-vous donc fait ? ')",0.0
-,"('#lulli', 'Quel mal !  Quel mal !  Il a dit.... la vérité.')",0.0
-,"('#moliere', ""Partout l'auteur de la nature  Reçoit notre encens et nos voeux,  Et par une conduite pure  Nous saurons bien nous venger d'eux.  Donnons toujours, donnons l'exemple,  Bientôt, plus aimés, mieux connus,  Nous ferons du théâtre un temple  Et de talents et de vertus.  Laissons-là les imprécations des prêtres. AIR : Avec les jeux dans le village. "")",0.0
-,"('#antoine', ""Ce n'est pas Dieu, je le vois bien, ce sort les prêtres qui repoussent les comédiens. "")",0.0
-,"('#laforet', 'Oui.... par jalousie de métier. ')",0.0
-,"('#moliere', 'Ce mot là ne sera pas perdu. ')",0.0
-,"('#moliere', ""Demain la noce se fera ici ; mais ce soir venez me retrouver avec le tabellion ; nous avons une petite affaire à terminer, et je vous promets d'assister aux fiançailles, si elles se font assez tard pour que j'y paraisse.... sans scandaliser.  Adieu, mes enfants...  À ce soir."")",0.0
-,"('#laforet', ""Mes bons amis, vous n'êtes guère curieux ; vous savez que je reçois du monde ce soir, et vous ne me demandez pas les noms des convives !...  Remerciez-moi.  J'ai écrit à Chapelle, à La Fontaine, et ils viendront souper avec nous.  Il y a longtemps que nous ne nous somme réunis, et je veux, puisque je suis un peu rétabli, égayer notre soirée.  Boileau viendra, je crois, aussi, quoiqu'il ne me l'ait pas assuré. Et toi ; songes à nous bien traiter. À Laforêt."")",0.0
-,"('#laforet', 'Vous voulez faire grande chère ? ')",0.0
-,"('#moliere', 'Sans doute. ')",0.0
-,"('#laforet', 'Et votre régime!  Ah ! Mon maître souvenez-vous que Monsieur Fleurant vous a défendu de voir beaucoup de monde. Avec intérêt.')",0.0
-,"('#moliere', 'Oui : eh bien ? ')",0.0
-,"('#laforet', ""Vous n'avez pas un médecin pour marcher comme ça sur ses ordonnances. "")",0.0
-,"('#moliere', ""J'ai pris un savant médecin,  Je hais la médecine.  Mon docteur a le coup d'oeil fin,  L'humeur vive et badine.  Nous causons ensemble, et je ris  Des remèdes qu'il cite :  Je n'en prends aucuns, je guéris....  Fleurant se félicite. AIR de Joconde. "")",0.0
-,"('#lulli', 'Il ne faut rien faire qui nuise à ta santé ; songes que depuis plus de quinze jours le théâtre te redemande.')",0.0
-,"('#moliere', ""Oui ; mais voilà plus de quinze scènes que j'ai faites depuis, et mon médecin m'en a fourni plus d'une."")",0.0
-,"('#mignard', ""C'est ainsi que Molière tire parti de tout, et fait des habits à toutes les tailles. "")",0.0
-,"('#lulli', ""Cela n'est pas étonnant, il est fils d'un tailleur."")",0.0
-,"('#moliere', ""Ah !...  Lulli !  Trève pour les pointes... jusqu'au dessert "")",0.0
-,"('#laforet', 'Je vois bien que le souper aura lieu, au moins promettez-moi que vous ne prendrez que du lait.')",0.0
-,"('#moliere', ""Hélas! dans le siècle où nous sommes,  On doit farder la vérité :  Que ne suis-je au temps où les homme.  Parleront avec liberté!  S'il m'etait permis de tout dire,  Que de vices seraient proscrits ?  Mais ce que je ne puis écrire,  Je le pense avec mes amis. Je te le promets ; mais j'ai besoin de voir mes amis, et de rire avec eux des ridicules que ma plume, déjà trop hardie, n'ose pas encore mettre sur la scène.  AIR : Tout roule aujourd'hui dans le monde. "")",0.0
-,"('#lulli', 'La Fontaine viendra sans doute par le bois de Boulogne ; je vais au devant de lui.')",0.0
-,"('#moliere', ""Combien j'ai de choses en arrière !...  Voici des lettres que je n'ai pas encore lues...  Voyons....  De la Thorillière ?  Que me mande-t-il ?  Un nouveau succès...  Bravo !...  Écoutez, écoutez...  Voici du comique.  Je te préviens, mon ami, que les Poquelins, pour assurer leur nouvelle noblesse, viennent de faire de faire dresser leur généalogie."")",0.0
-,"('#mignard', 'Bon !  Quelle sottise !')",0.0
-,"('#moliere', ""Si j'obtiens des succès nombreux,  Si la gloire m'est favorable,  Par son mépris injurieux  En vain ma famille m'accable.  Dans un art par-tout estimé,  C'est sur-tout, c'est l'homme qui brille ;  Les grands hommes qui l'ont formé  Sont ses aÎeux, sont sa famille.  .... Je l'ai vue chez ton oncle Bartholomé, le seul qui ait voulu accepter ses entées à notre théâtre ; mais en vain j'y ai cherché ton nom : ton père, y est-il dit, est mort sans enfants.  — Ah! ah! .... ainsi donc ma famille me renie ?  N'importe, Molière, travaille toujours, travaille pour ton siècle, et s'il se peut, pour la postérité. AIR : Vaudeville de l'Isle des femmes. "")",0.0
-,"('#laforet', ""Tous vos parens sont bien malins ;  Mais ils auront beau dir', beau faire,  On oubliera les Poquelins,  On n'oubliera jamais Molière.  Je ne me connais point en généalogie ; mais ce que je sais, je le sais bien, et tenez....  AIR : Nous sommes précepteurs d'amour. "")",0.0
-,"('#moliere', ""Je ne travaille que pour cela.  — Je crois que j'aurai le temps avant le souper de te lire une scène de mon Bourgeois gentilhomme.....  Il y a dans cette pièce une certaine Nicole, qui t'est, je crois, un peu parente...  Mets-toi là : écoute-moi sérieusement. "")",0.0
-,"('#laforet', ""Le moyen !  Vous me faites toujours rire. Elle s'assied."")",0.0
-,"('#moliere', ""Tant mieux !...  C'est le moment où Monsieur Jourdain reçoit son tailleur.  Monsieur Jourdain, Ah !  Vous voila! je m'allais mettre en colère contre vous ; vous m'avez envoyé des bas de soie si étroits que j'ai en....  Mais quelqu'un vient, ce me semble, vois qui ce peut être. "")",0.0
-,"('#laforet', ""C'est Monsieur Boileau. "")",0.0
-,"('#mignard', ""Boileau !  Gare la critique!  Ne laissons pas voir un ouvrage qui n'est pas terminé. Il enlève et cache son tableau."")",0.0
-,"('#moliere', ""C'est lui, vraiment. Vite, vite, mettons mon plan à l'ombre ; ce n'est qu'une esquisse.  Il jette son manuscrit dans un tiroir."")",0.0
-,"('#moliere', ""Tu viens de bonne heure, et c'est me faire plaisir :  on m'avait fait craindre de ne pas te voir ce soir. "")",0.0
-,"('#boileau', ""Oui, mon ami, j'étais dans un de ces accès de misanthropie où mon oeil ne cherche et ne voit que des ridicules,  où mon esprit se plaît à les peindre ; et comme on n'en trouve pas chez toi, j'avais peine à perdre ma  journée."")",0.0
-,"('#moliere', ""Ne dirait-on pas à tes regrets que c'est la journée de Titus !  Va, mon pauvre Despreaux, Chapelle et Lulli sauront dissiper tes sombres idées. "")",0.0
-,"('#boileau', 'Chapelle !')",0.0
-,"('#chapelle', ""N'en dites pas de mal ? "")",0.0
-,"('#boileau', ""Si j'avais su qu'il soupât ici, je me serais rendu plus  difficile encore. "")",0.0
-,"('#chapelle', 'Quoi !  Toujours de la rancune ?  Ah ! ah ! ah !')",0.0
-,"('#moliere', ""Chapelle t'aurait-il offensé ?  Il en est incapable... à jeun. "")",0.0
-,"('#boileau', 'Laissons, laissons cela.')",0.0
-,"('#mignard', ""Non pas, il faut nous mettre au fait.  Chapelle, on t'accuse."")",0.0
-,"('#chapelle', ""Pour soustraire au vent, à l'orage,  Un moraliste aussi parfait,  Mon amitié prudente et sage  L'abrita dans un cabaret.  Là, son énergique éloquence  Contre le vin se déchaîna,  Et puis enfin il s'enivra  En me vantant la tempérance.  Mignard a raison, je dois me justifier.  Vous saurez donc, mes bons amis, qu'il y a peu de jours je  rencontrai Boileau ; il m'accosta, et soupçonnant que je n'étais pas... à jeun, comme vient de dire Molière, il se mit à me faire l'éloge le plus pompeux sur la sobriété.  Aristote écrivit...  Socrate a dit...  Pline pensait... que sais-je ?  Pendant cette belle érudition, il vint à pleuvoir à verse ; moi... AIR : Vaudeville des Visitandines. "")",0.0
-,"('#moliere', 'Quoi !  Tout de bon ? ')",0.0
-,"('#boileau', 'Le traître dit vrai.')",0.0
-,"('#moliere', ""C'est une scène !"")",0.0
-,"('#boileau', ""La belle gloire !  S'enivrer pour m'étourdir : c'est Guénaud qui s'éclabousse de la tête au pied pour tacher l'habit de son voisin. "")",0.0
-,"('#chapelle', ""Je fus obligé de le reconduire, moi !  Et ce qu'il y a de plus plaisant, c'est que nous fûmes rencontrés par Cottin et par Chapelain. "")",0.0
-,"('#boileau', 'Le père des douze fois douze cents vers de La Pucelle !')",0.0
-,"('#mignard', 'Comme ils vont se venger !')",0.0
-,"('#moliere', ""Je ne vois, mon cher Despreaux, qu'un seul moyen de le punir ; c'est de l'enivrer ce soir. "")",0.0
-,"('#chapelle', ""J'accepte la revanche.  Mais à propos, savez-vous bien que j'ai refusé pour vous la plus belle fête !  Un souper délicieux, offert par un prince."")",0.0
-,"('#moliere', 'Et tu nous as préféré ? ')",0.0
-,"('#chapelle', ""Je choisis toujours le meilleur, mon ami ; tiens, vois la réponse que j'ai faite."")",0.0
-,"('#moliere', 'En vers ! ')",0.0
-,"('#chapelle', 'En chanson même.  Quand on dit des vérités un peu dures, il faut les dire gaîment. ')",0.0
-,"('#boileau', ""Si la grandeur et l'opulence  Ont de l'éclat pour bien des yeux,  Moi, je fuis la magnificence,  Et ses plaisirs trop sérieux.  Je n'irai point à votre fête,  Ailleurs je me suis invité,  Et chez Molière l'on m'apprête  Le souper de l'égalité,  Pour un aimable tête à tête  Veuillez quelque jour m'inviter ;  Je réponds qu'il vaudra la fête  Où vous me priez d'assister.  Une illusion agréable  Y soutiendra notre gaîté,  Et nous croirons à votre table  Aux charmes de la liberté.  Voyons. Le trait est hardi.... mais il est juste. Il prend le papier. AIR : Vaudeville d'Epicure. "")",0.0
-,"('#mignard', ""Il blessera, j'en suis sûr, et il faut avoir des ménagements avec les grands. "")",0.0
-,"('#boileau', 'Combien peu de ces hommes si grands, seront un jour de grands hommes !  Chapelle a bien fait, cela me racommode avec lui. ')",0.0
-,"('#chapelle', ""Lorsque la réunion des Auteurs s'intitule la République des Lettres, c'est pour que tous soient libres d'écrire ce qu'ils pensent."")",0.0
-,"('#mignard', 'Mes amis, je vois La Fontaine.')",0.0
-,"('#moliere', ""Comme il a l'air occupé !"")",0.0
-,"('#chapelle', ""Il ne nous voit pas, j'en suis sûr."")",0.0
-,"('#moliere', 'Taisons-nous. ')",0.0
-,"('#la-fontaine', ""Cela n'est point malheureux, j'arrive au moment où je trouve mes deux derniers vers...  Répétons-les tous."")",0.0
-,"('#mignard', 'Il a quelque grande affaire ? ')",0.0
-,"('#boileau', ""Oui, un renard, une fourmi l'occupe. "")",0.0
-,"('#moliere', 'Le grand homme ! ')",0.0
-,"('#chapelle', 'Pour une fable,  Sans cesse on le voit arrêté. AIR : De la Baronne. ')",0.0
-,"('#boileau', 'Et par un goût inconcevable  Il laisse la réalité  Pour une fable. ')",0.0
-,"('#la-fontaine', ""Oui, mes amis, c'est une fable que je viens d'achever, et c'est le plaisir de souper chez Molière qui me l'a inspirée."")",0.0
-,"('#moliere', 'En ce cas, nous pouvons te la demander. ')",0.0
-,"('#la-fontaine', ""Socrate un jour faisait bâtir,  Chacun censurait son ouvrage ;  L'un trouvait les dedans, pour ne lui point mentir,  Indignes d'un tel personnage ;  L'autre blâmait la face, et tous étaient d'avis  Que les appartements en étaient trop petits.  Quelle maison pour lui ! On y tournait à peine.  Plût au ciel que de vrais amis,  Telle qu'elle est, dit-il, elle pût être pleine !  Le bon Socrate avait raison  De trouver pour ceux-là trop grande sa maison :  Chacun se dit ami, bien fou qui s'y repose.  Rien n'est plus commun que le nom,  Rien n'est plus rare que la chose. La voici, à peu près. "")",0.0
-,"('#chapelle', 'Mais cela est bon.... fort bon. ')",0.0
-,"('#la-fontaine', 'Je le crois.')",0.0
-,"('#moliere', ""Je te sais gré d'avoir pensé à nous en faisant cet apologue."")",0.0
-,"('#boileau', ""Ce n'est pas une fable....  Mais c'est l'ouvrage d'un poète exercé."")",0.0
-,"('#mignard', ""Le bonhomme n'a ni la rusticité d'Esope, ni la recherche de Phèdre ; mais il plaît à l'esprit, fait au coeur la leçon, et conte comme la nature."")",0.0
-,"('#moliere', ""Messieurs !  Messieurs !  Le bonhomme ira plus loin que nous. Pendant la fin de cette scène et la suivante, on apporte des bougies et l'on prépare la table."")",0.0
-,"('#lulli', ""Ouf !  Je crois, mes amis, qu'il ne faut pas compter sur La Fontaine : il ne... Par où diable est-il arrivé ! Apercevant La Fontaine."")",0.0
-,"('#la-fontaine', 'Par la galiote.')",0.0
-,"('#moliere', 'Comment la galiote ? ')",0.0
-,"('#la-fontaine', 'Oui. ')",0.0
-,"('#chapelle', ""Mais elle passe ici vers midi, et tu n'es arrivé qu'à sept heures. "")",0.0
-,"('#boileau', ""Aurais-tu donc fait naufrage ?  Ce malheur serait nouveau,  Car jamais aucun orage  N'a retardé ce vaisseau. AIR : La plus belle promenade. "")",0.0
-,"('#la-fontaine', ""Cela paraît incroyable :  Je vois qu'il faut dire tout.  Eh bien ! mes bons amis,  Je suis, en faisant une fable,  Descendu.... jusqu'à Saint-Cloud."")",0.0
-,"('#moliere', 'Quand tu viens chez moi, tu prends donc le plus long ? ')",0.0
-,"('#boileau', ""Comme quand tu vas à l'Académie. "")",0.0
-,"('#lulli', 'Tout cela est fort bien ; mais, pour me dédommager de ma course, il nous récitera un de ses contes.')",0.0
-,"('#moliere', ""Il te récitera la fable qu'il vient de faire...  Elle vaut bien un conte."")",0.0
-,"('#laforet', 'Peut-on vous servir ?')",0.0
-,"('#moliere', ""À l'instant. "")",0.0
-,"('#laforet', 'De quel vin vous donnerai-je ? ')",0.0
-,"('#lulli', 'De celui que tu voudras. ')",0.0
-,"('#laforet', 'Du rouge ou du blanc. ')",0.0
-,"('#boileau', 'Cela nous est parfaitement égal. Laforêt sort. ')",0.0
-,"('#chapelle', ""Pardon, sage Lulli, pardon, sage Boileau ; Je suis, mes bons amis, plus difficile à table,  Et je crois au vin blanc le rouge préférable,  Puisqu'il approche moins de la couleur de l'eau. Récitatif. "")",0.0
-,"('#la-fontaine', 'Eh bien !  De tous les deux. ')",0.0
-,"('#laforet', 'Quand il vous plaira.')",0.0
-,"('#moliere', 'Allons, mes amis, à table. ')",0.0
-,"('#chapelle', ""Laforêt, mets le vin près de Despréaux ; c'est lui qui doit m'enivrer ce soir. "")",0.0
-,"('#boileau', ""T'enivrer ?  Il suffit, pour cela, de te laisser à ta discrétion.  Mais quoi !  Point d'eau sur la table ? "")",0.0
-,"('#lulli', ""En vérité, mon cher Boileau,  Ta demande est fort indiscrète ;  Jamais je ne cherche de l'eau  Sur la table d'un bon poète :  Le vin est excellent chez lui,  Buvons-le pur, à tasse pleine ;  Mais si tu le crains aujourd'hui,  Mets Boileau près de La Fontaine. AIR : On compterait les diamants. "")",0.0
-,"('#chapelle', 'Encore une turlupinade.')",0.0
-,"('#moliere', 'Et nous ne sommes pas au dessert ? Allons, servez-vous et ne ménagez rien ; pour moi, vous le voyez, je suis au régime. Il se mettent à table. Il prend du lait.')",0.0
-,"('#la-fontaine', 'Nous allons boire à ta meilleure santé.')",0.0
-,"('#laforet', ""Au milieu de l'univers,  Sur un mont, dit notre maître,  Les auteurs vont pour connaître  Quel est le prix de leurs vers.  Ce mont s'appelle.... Parnasse.  Chacun y cherche une place ;  Mais souvent, quoi que l'on fasse,  On n'y trouve point accès :  Ce mont me semble une fable ;  Mais je vois à cette table  Le vrai Parnasse Français. On dit que les auteurs ne peuvent pas vivre ensemble, il me semble cependant que l'on est ici de fort bonne intelligence...  Que cet accord fait plaisir !  Un souper d'amis comme ceux-là n'est pas facile à trouver. AIR : Une fille est un oiseau. "")",0.0
-,"('#moliere', 'Pour nous mettre en train, Lulli...  Fais-nous rire.')",0.0
-,"('#chapelle', 'Ah !  Laisse-le souper. ')",0.0
-,"('#lulli', 'Je vous rattraperai bien. Il prend le violon.')",0.0
-,"('#boileau', ""N'as-tu pas contre La Serre ou Colletet quelque chanson nouvelle ? "")",0.0
-,"('#chapelle', 'Ils ont assez de tes satires.  Chantes-nous un de tes vaudevilles.  À Boileau. À Lulli. ')",0.0
-,"('#la-fontaine', 'Oui, oui ; point de satyre. ')",0.0
-,"('#lulli', 'Volontiers. Il monte sur une chaise.')",0.0
-,"('#chapelle', 'Le chanteur public. ')",0.0
-,"('#tous', 'Oui.')",0.0
-,"('#lulli', ""Dans la vigne à Clau-di-ne, Les vendan-geurs y vont,  On choi-sit à la mi-ne, Ceux qui ven-dan-ge-ront ;  Aux vendangeurs qui bril-lent, On y don-ne le pas,  Les autres y gra-pillent, Et ne vendan-gent pas,  Et ne vendangent pas.  Sur la fin de l'automne  Vint un rusé vieillard :   Si la vendange est bonne,   J'en veux avoir ma part.  Cette prudente fille  Lui répondit tout bas :  Vieux vendangeur grapille,  Mais ne vendange pas.  Aux vignes de Cythère,  Parmi les raisins doux,  Est mainte grappe amère :  N'en cueillez point pour vous.  Ce choix pour une fille  Est un grand embarras :  La plus sage grapille,  Et ne vendange pas.  Soit.  Avec tous ses agréments ? Approchez-vous ? C'est une chanson nouvelle, faite par un écrivain...  Qui est auteur... littéraire.... et qui fait des airs... en couplets.... lyriques. Attention !  Vous allez voir comme quoi une fille doit toujours être sur ses gardes. Voilà la morale retenez-la bien. Il prélude du ton le plus faux, et dit, comme un chanteur public :  Il imite la voix d'un vieillard. Il imite la voix d'une jeune fille. Ils rient tous."")",0.0
-,"('#la-fontaine', 'Allons, allons : trêve à la folie...  Parlons raison. ')",0.0
-,"('#chapelle', 'Parlons du plaisir de nous voir tous réunis et bien portants.')",0.0
-,"('#mignard', ""Avouons-le ; ce n'est qu'entre nous, ce n'est qu'ici, que nous sommes à notre place et que nous pouvons jouir d'une liberté que n'empoisonne point l'envie ou la sottise des hommes. "")",0.0
-,"('#boileau', ""Mignard a raison.  La société n'offre qu'un plaisir, c'est celui d'y saisir des ridicules à censurer, ou des vices à combattre. "")",0.0
-,"('#moliere', 'Je puis vous consulter, à ce que je vois, pour retoucher mon Misanthrope.')",0.0
-,"('#chapelle', 'Il faut en convenir, les hommes sont plus traîtres...  que le vin.')",0.0
-,"('#la-fontaine', ""Il y a des moments de folie où l'on maudit son existence. "")",0.0
-,"('#chapelle', ""Dis plutôt des moments de raison ; car c'est quand le vin me fait perdre la mienne, que je puis seulement supporter la vie... Buvons.  Il verse à boire."")",0.0
-,"('#boileau', ""Lorsque l'amour, la table, le vin, le jeu, la gloire, satisfont nos passions, nous appelons cela des plaisirs, et ce ne sont que des erreurs.  L'amour enfante la jalousie. "")",0.0
-,"('#la-fontaine', ""Le vin, l'ivresse."")",0.0
-,"('#mignard', 'Le jeu, la ruine. ')",0.0
-,"('#boileau', ""La gloire, l'envie.  Depuis ce moment, l'ivresse et l'exaltation augmentent par degrés."")",0.0
-,"('#laforet', 'Voilà pour des gens gais une bien singulière conversation ! ')",0.0
-,"('#chapelle', ""Avec nos talents et notre réputation on nous croit fort heureux, et il s'en faut que nous le soyons...  Nous venons de bien rire ?  Nous venons de bien rire ?  Eh bien !  Je vous le demande, savons-nous pourquoi ?"")",0.0
-,"('#mignard', 'Nous heureux !  Qui peut dire cela ?')",0.0
-,"('#chapelle', ""Par exemple, toi, je ne sais pas comment tu peux exister, oui, toi, Boileau...  On promet une pension à un poète, tout Paris te nomme, et c'est Chapelain qui l'obtient. "")",0.0
-,"('#boileau', ""Bien pis que ça : Je vois la foule entrer dans un temple....  Je la suis.... et c'est Cotin qui prêche."")",0.0
-,"('#moliere', ""Vous n'y pensez pas avec vos idées sombres...  La veille d'une noce ! "")",0.0
