,cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Cost,Operation Type
135,"('#moliere', 'Très chers. Quels sont ses rôles ?')","('#moliere', 'Très chers. Quels sont ses rôles ? ')",0.0,Match
136,"('#baron', 'Ceux de Rois. Il pourrait avec quinze pistoles Demain se mettre en route.')","('#baron', 'Ceux de rois. Il pourrait avec quinze pistoles  Demain se mettre en route. ')",0.0,Match
137,"('#moliere', 'Il faut les lui porter. De ma part : les voilà. Puis, il faut ajouter Ces vingt-cinq de la vôtre. Lui donnant encore.')","('#moliere', 'Il faut les lui porter.  De ma part : les voilà. Puis, il faut ajouter  Ces vingt-cinq de la vôtre. ')",0.0,Match
138,"('#isabelle', 'Et de la mienne douze.')","('#isabelle', 'Et de la mienne douze. ')",0.0,Match
139,"('#moliere', ""De l'obliger aussi te voilà donc jalouse ? Oh ! Que j'aime à te voir ces généreux désirs !"")","('#moliere', ""De l'obliger aussi te voilà donc jalouse ?  Oh ! Que j'aime à te voir ces généreux désirs ! "")",0.0,Match
140,"('#isabelle', ""Il me reste l'argent de mes menus plaisirs. Puis-je mieux l'employer ? D'ailleurs je vous imite, Et faire son devoir n'est pas un grand mérite."")","('#isabelle', ""Il me reste l'argent de mes menus plaisirs,  Puis-je mieux l'employer ? D'ailleurs je vous imite ;  Et faire son devoir n'est pas un grand mérite. "")",0.0,Match
141,"('#baron', ""Vous l'entendez, Molière. Ah ! Que ces mots sont doux Pour mon coeur qui l'adore ! Elle est digne de vous ; Sans cessée elle le prouve, et ma vive tendresse..."")","('#baron', ""Vous l'entendez, Molière ! Ah ! Que ces mots sont doux  Pour mon coeur qui l'adore ! Elle est digne de vous ;  Sans cesse elle le prouve, et ma vive tendresse..."")",0.0,Match
142,"('#moliere', ""Je conçois à quel point elle vous intéresse : Vous pourrez en parler ; mais dans un autre instant. Songez que, près d'ici, Mondorge vous attend, Et qu'il faut, avant tout, soulager l'infortune."")","('#moliere', ""Je conçois à quel point elle vous intéresse :  Vous pourrez en parler, mais dans un autre instant.  Songez que, près d'ici, Mondorge vous attend,  Et qu'il faut, avant tout, soulager l'infortune."")",0.0,Match
143,"('#baron', ""La louange en effet doit paraître importune À la vertu modeste, et je m'en vais soudain Remettre en votre nom..."")","('#baron', ""La louange, en effet, doit paraître importune  À la vertu modeste ; et je m'en vais soudain  Remettre en votre nom..."")",0.0,Match
144,"('#moliere', ""Attendez ; j'ai dessein De joindre un habit neuf à la modique somme Que va de notre part toucher cet honnête homme. Si j'en crois mes soupçons, il n'est pas trop vêtu, Et le froid n'a jamais respecté la vertu. L'habit qu'on m'apporta, la semaine dernière, Est d'une bonne étoffe et doublé de manière À résister longtemps aux rigueurs des saisons, Sans faire à Laforêt connaître mes raisons, Dites-lui qu'à l'instant je veux qu'elle le donne À notre pauvre ami, que c'est moi qui l'ordonne."")","('#moliere', ""Attendez ; j'ai dessein  De joindre un habit neuf à la modique somme  Que va, de notre part, toucher cet honnête homme.  Si j'en crois mes soupçons, il n'est pas trop vêtu,  Et le froid n'a jamais respecté la vertu.  L'habit qu'on m'apporta la semaine dernière,  Est d'une bonne étoffe, et doublé de manière,  À résister longtemps aux rigueurs des saisons,  Sans faire à Laforêt connaître mes raisons,  Dites-lui qu'à l'instant je veux qu'elle le donne  À notre pauvre ami, que c'est moi qui l'ordonne. "")",0.0,Match
145,"('#baron', 'Ah ! Que je suis charmé de la commission !')","('#baron', 'Ah ! Que je suis charmé de la commission ! ')",0.0,Match
146,"('#moliere', ""Que de délicatesse et de discrétion Il vient de nous montrer ! Et combien l'un et l'autre Vous m'avez enchanté !"")","('#moliere', ""Que de délicatesse et de discrétion  Il vient de nous montrer ! Et combien l'un et l'autre  Vous m'avez enchanté ! "")",0.0,Match
147,"('#isabelle', ""Cet éloge est le vôtre : Ô mon père ! C'est vous, vous qui le méritez : Vos exemples par nous viennent d'être imités : C'est vous qu'il faut louer."")","('#isabelle', ""Cet éloge est le vôtre :  Ô mon père ! C'est vous, vous qui le méritez :  Vos exemples, par nous, viennent d'être imités :  C'est vous qu'il faut louer."")",0.0,Match
148,"('#moliere', ""Loin de lui faire un crime De son ardeur pour vous, je l'aime, je l'estime Plus que jamais, ma fille, et je veux qu'aujourd'hui Un fortuné lien vous unisse avec lui."")","('#moliere', ""Loin de lui faire un crime  De son ardeur pour vous, je l'aime, je l'estime  Plus que jamais, ma fille ; et je veux qu'aujourd'hui  Un fortuné lien vous unisse avec lui. "")",0.0,Match
149,"('#isabelle', ""Si ma mère pourtant à cet hymen s'oppose..."")","('#isabelle', ""Si ma mère, pourtant, à cet hymen s'oppose... "")",0.0,Match
150,"('#moliere', ""Et que m'importe à moi que sur tout elle glose ? Le Marquis, dont sans cesse elle vante le nom, Montre-t-il, après tout, les vertus de Baron ? Aurait-il d'un ami prévenu la misère ? Mondorge est malheureux. Baron le traite en frère, Et sans l'humilier, il vole à son secours. Que de tels procédés sont rares de nos jours ! Le pauvre est dédaigné. Ce n'est que la richesse, Le rang ou le crédit qu'on loue avec bassesse, Et l'on me blâmerait de peindre ces travers ? Vous n'êtes pas au bout. Tremblez, hommes pervers !"")","('#moliere', ""Et que m'importe, à moi, que sur tout elle glose ?  Le marquis, dont sans cesse elle vante le nom,  Montre-t-il, après tout, les vertus de Baron ?  Aurait-il d'un ami prévenu la misère ?  Mondorge est malheureux. Baron le traite en frère,  Et sans l'humilier, il vole à son secours.  Que de tels procédés sont rares de nos jours !  Le pauvre est dédaigné. Ce n'est que la richesse,  Le rang ou le crédit, qu'on loue avec bassesse,  Et l'on me blâmerait de peindre ces travers ?  Vous n'êtes pas au bout : tremblez, hommes pervers ! "")",0.0,Match
151,"('#le-semainier', ""On m'envoie en ces lieux pour savoir si Molière Dans sa pièce jouera."")","('#le-semainier', ""On m'envoie en ces lieux pour savoir si Molière  Dans sa pièce jouera ?"")",0.0,Match
152,"('#moliere', ""Demande singulière ! Sans doute ; qu'on allume et qu'on se tienne prêt. Je vous suis à l'instant."")","('#moliere', ""Demande singulière !  Allez ; point de relâche et qu'on se tienne prêt.  Je vous suis à l'instant. "")",0.0,Match
153,"('#isabelle', ""Quoi ! Mon père, en effet Vous jouerez aujourd'hui, lorsqu'avec tant de peine Je vous ai vu tantôt répéter votre scène ? D'une cruelle toux votre organe affecté M'inspire une frayeur..."")","('#isabelle', ""Quoi ! Mon père, en effet  Vous jouerez aujourd'hui, lorsqu'avec tant de peine  Je vous ai vu tantôt répéter votre scène ?  D'une cruelle toux votre organe affecté  M'inspire une frayeur... "")",0.0,Match
154,"('#moliere', ""Ma fragile santé Chaque jour, j'en conviens, s'affaiblit davantage ; Mais de l'humanité les maux sont le partage : Il faut les supporter ; il faut savoir souffrir, Et l'on vit seulement pour apprendre à mourir."")","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",0.0,Match
155,"('#isabelle', 'On ne le sait que trop : il faut que chacun meure. Mais pourquoi, sans sujet, hâter sa dernière heure ? Pourquoi vous exposer à des périls certains, Et ne pas éviter un malheur que je crains ?')",,1.0,Insertion
156,"('#moliere', ""Je me sens beaucoup mieux que ce matin. J'espère Que ma toux est passée."")",,1.0,Insertion
157,"('#isabelle', ""Ah ! Croyez-moi, mon père ; Elle peut revenir ; elle peut vous forcer D'abandonner la scène, et vous devez penser Qu'un pareil accident a des suites cruelles."")",,1.0,Insertion
158,"('#moliere', 'Non, vous dis-je, calmez ces alarmes mortelles ; Rassurez-vous, ma fille, et venez avec moi ; On nous attend tous deux.')",,1.0,Insertion
159,"('#isabelle', 'Vous jouerez ?')",,1.0,Insertion
160,"('#moliere', 'Je le dois.')",,1.0,Insertion
161,"('#isabelle', ""Non, vous ne jouerez point ; non ; j'ai trop d'épouvante Pour vous laisser sortir. Votre fille tremblante Vous conjure à genoux de rester en ces lieux. Écoutez mes terreurs comme un avis des cieux Qui veulent conserver un père à sa famille. Ils ne trompent jamais et surtout une fille. Si je respire enfin, et si je vois le jour, De vous seul je le tiens, et je dois, à mon tour, Veiller sur votre vie. Ah ! Mon père, de grâce, Soyez moins insensible au sort qui vous menace, Et ne réduisez point mon coeur au désespoir. Pour la dernière fois je tremble de vous voir."")","('#isabelle', ""Non, vous ne jouerez point ; non ; j'ai trop d'épouvante  Pour vous laisser sortir. Votre fille tremblante  Vous conjure à genoux de rester en ces lieux.  Écoutez mes terreurs comme un avis des cieux  Qui veulent conserver un père à sa famille ;  Ils ne trompent jamais, et surtout une fille. "")",0.0,Match
162,"('#moliere', ""Relève-toi, ma fille ; à ton amitié tendre Je ne puis résister, mais daigne au moins m'entendre ; Et terminons enfin ces douloureux débats."")","('#moliere', 'Eh ! bien soit : terminons ces douloureux débats.')",0.64,Substitution
163,"('#isabelle', 'Ils seront terminés, si vous ne jouez pas.')","('#isabelle', 'Ils seront terminés, si vous ne jouez pas.')",0.0,Match
164,"('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige. Né de parents obscurs, dès mes plus jeunes ans, J'eus l'amour de la gloire ; et de mes seuls talents, Je voulus emprunter toute ma renommée : Un Conquérant l'obtient en guidant une armée, Et chef de Comédiens, par de joyeux écrits Je me rendis célèbre avant d'être à Paris, J'aurais vu cependant mes tristes destinées À deux ou trois succès obscurément bornées, Si l'on ne m'eût aidé, si l'amour de mon art N'eût de même enflammé la Duparc, la Béjart, La Grange, la de Brie et plus d'un autre encore Dont l'amitié m'est chère autant qu'elle m'honore. Ces Acteurs renommés, l'un de l'autre rivaux, Ont acquis quelque bien ; mais ceux que mes travaux Soutiennent chaque jour et chaque jour font vivre, Ceux qui manquent de tout, faut-il que je les livre Au besoin qui souvent naît d'un pénible emploi ? Tous ces infortunés sont pères comme moi ; Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence, Et les priver enfin du prix de leurs efforts ? Ah ! Ne m'expose point à sentir un remords, Et laisse moi remplir un devoir nécessaire."")","('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige : Né de parents obscurs, dès mes plus jeunes ans,  J'eus l'amour de la gloire ; et de mes seuls talents,  Je voulus emprunter toute ma renommée.  Un conquérant l'obtient en guidant une armée,  Et chef de comédiens, par de joyeux écrits  Je me rendis célèbre, avant d'être à Paris :  J'aurais vu, cependant, mes tristes destinées  À deux ou trois succès obscurément bornées,  Si l'on ne m'eût aidé, si l'amour de mon art  N'eût de même enflammé la Duparc, la Béjart,  Lagrange, la Debrie et plus d'un autre encore  Dont l'amitié m'est chère autant qu'elle m'honore.  Ces acteurs renommés, l'un de l'autre rivaux,  Ont acquis quelque bien ; mais ceux que mes travaux  Soutiennent chaque jour et chaque jour font vivre,  Ceux qui manquent de tout, faut-il que je les livre  Au besoin, qui souvent naît d'un pénible emploi ?  Tous ces infortunés sont pères, comme moi ! Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence,  Et les priver, enfin, du prix de leurs efforts ?  Ah ! Ne m'expose pas à sentir un remords."")",0.0,Match
165,"('#isabelle', 'Nécessaire ! Et pourquoi ? Prétendent ils, mon père, Que vous vous immoliez pour conserver leurs jours.')",,1.0,Insertion
166,"('#moliere', ""Non : mais c'est moi qui dois venir à leur secours : Je dois être leur père encor plus que leur maître."")",,1.0,Insertion
167,"('#isabelle', ""Peuvent-ils l'exiger ? Ils doivent vous connaître. Mondorge partira chargé de vos bienfaits, Et l'on n'ignore pas que toujours les effets Suivent votre promesse."")","('#isabelle', 'En pouvez-vous connaître ?')",1.37,Substitution
168,"('#moliere', ""Obliger de sa bourse, Est un petit mérite ; et l'homme sans ressource A des droits infinis sur les cours généreux. Ce n'est pas l'argent seul qui sert les malheureux. Ma fille, on donne plus quand on a l'âme bonne ; Payer de ses talents, payer de sa personne, Voilà, dans ce moment, quel est mon vrai devoir."")","('#moliere', ""Obliger de sa bourse Est un petit mérite ; et l'homme sans ressource A des droits infinis sur les cours généreux. Ce n'est pas l'argent seul qui sert les malheureux, Ma fille : on donne plus quand on a l'âme bonne ; Payer de ses talents, payer de sa personne,  Voilà, dans ce moment, quel est mon vrai devoir."")",0.0,Match
169,"('#isabelle', ""Ainsi mes pleurs sur vous n'auront aucun pourvoir."")","('#isabelle', ""Ainsi mes pleurs sur vous n'auront aucun pouvoir ? Je vous dois mon bonheur, et c'est le compromettre Que d'aller."")",0.0,Match
170,"('#lesbin', ""De Mignard à l'instant on apporte une lettre. ............................................."")","('#lesbin', ""De Mignard, on m'apporte une lettre "")",0.0,Match
171,"('#moliere', ""Encore un embarras ! Pour attendre Mignard, Je ne resterai point. Qu'on aille de ma part Le lui faire savoir : Vous savez, mon cher Molière, que je travaille depuis longtemps à votre portrait ; l'amitié qui nous unit et votre grande réputation me faisaient une loi d'y mettre tout le soin dont je suis capable, et cette loi a été ma règle unique : je l'ai achevé enfin, et si vous voulez m'attendre chez vous aujourd'hui, je vous le ferai porter, afin que vous m'en disiez votre avis.  Ce n'est jamais en vain que je vous ai consulté sur mes ouvrages.  Si vous trouvez à redire à celui ci, je le retoucherai et vous prouverai par ma docilité les sentiments respectueux et tendres que vous m'avez toujours inspirés. Lisant. Cessant de lire."")","('#moliere', ""Encore un embarras !  Pour attendre Mignard,  Je ne resterai point. Qu'on aille de ma part  Le lui faire savoir. « Vous savez, mon cher Molière, que je travaille depuis longtemps à votre portrait ; l'amitié qui nous unit, et votre grande réputation me faisaient une loi d'y mettre tout le soin dont je suis capable, et cette loi a été ma règle unique : je l'ai achevé, enfin, et si vous voulez m'attendre chez vous aujourd'hui, je vous le ferai porter, afin que vous m'en disiez votre avis. » Lisant."")",0.0,Match
172,"('#isabelle', ""Eh quoi ! Lorsqu'il désire... !"")","('#isabelle', ""Eh quoi ! Lorsqu'il désire..."")",0.0,Match
173,"('#moliere', ""Ma fille, vous avez sur moi beaucoup d'empire. Quand vous avez voulu me retenir ici, Je vous ai refusée et votre mère aussi, Et, pour voir si Mignard m'a peint d'après nature, J'y resterais ! Non, non ; ce serait faire injure À ma fille, à ma femme, et je connais leurs droits : Ainsi que l'amitié la nature a ses lois."")","('#moliere', ""Ma fille, vous avez sur moi beaucoup d'empire ;  Quand vous avez voulu me retenir ici,  Je vous ai refusée et votre mère aussi ; Et, pour voir si Mignard m'a peint d'après nature,  Je resterais ? Non, non ; ce serait faire injure  À ma fille, à ma femme, et je connais leurs droits ;  Ainsi que l'amitié, la nature a ses lois. "")",0.0,Match
174,"('#baron', ""Je quitte Laforêt, et ma surprise est telle, Qu'à peine j'en reviens. Rien n'égale son zèle. Cette fille est honnête et vous aime vraiment."")",,1.0,Insertion
175,"('#moliere', ""Oui ; mais, pour trop m'aimer, elle fait mon tourment. À me désobéir, elle passe sa vie : Je me brouille avec elle et me réconcilie Au moins dix fois le jour."")",,1.0,Insertion
176,"('#baron', ""Son obstination Plus que jamais éclate en cette occasion. Malgré vous, de vos droits elle veut faire usage. Mondorge allait partir : il suspend son voyage. Laforêt ne veut point lui remettre l'habit Que vous lui destinez."")",,1.0,Insertion
177,"('#moliere', ""Et qu'est-ce qu'elle dit Pour ses raisons ?"")",,1.0,Insertion
178,"('#baron', 'Que sais-je ? Elle abonde en paroles.')",,1.0,Insertion
179,"('#moliere', 'Mais encor ?')",,1.0,Insertion
180,"('#baron', ""Ces raisons vous paraîtront frivoles, Et j'y vois néanmoins un air de vérité. Vous êtes trop humain, trop rempli de bonté, À ce qu'elle prétend. Elle se plaint sans cesse Que vous ne sentez point le prix de la richesse, Que vous vous ruinez ; et, pour vous empêcher..."")","('#baron', 'Je quitte Laforêt ; elle se plaint sans cesse, Que vous ne sentez point le prix de la richesse, Que vous vous ruinez ; et pour vous empêcher.')",0.0,Match
181,"('#moliere', ""Eh bien, il faut que j'aille, à mon tour la prêcher. Toujours me contrôler ! Je lui ferai connaître Si l'on remplit ainsi les ordres de son maître... Répétez cependant la scène, où, de tous deux, Quand je feins d'être mort, en regrets vertueux S'exhale la douleur et touchante et sincère : Il faut la bien savoir ; rien n'est plus nécessaire ;"")","('#moliere', ""Eh bien ! il faut que j'aille à mon tour la prêcher. Toujours me contrôler ! Je lui ferai connaître Si l'on remplit ainsi les ordres de son maître. Répétez, cependant, la scène où, de tous deux, Quand je feins d'être mort, en regrets vertueux S'exhale la douleur et touchante et sincère : Il faut la bien savoir ; rien n'est plus nécessaire. Il s'assied entre-eux deux."")",0.0,Match
182,"('#isabelle #angelique', ""Ô Ciel !  Quelle infortune !  Quelle atteinte cruelle !  Hélas !  Faut-il que je perde mon père, la seule chose qui me restait au monde, et qu'encore, pour un surcroît de désespoir, je le perde dans un moment où il était irrité contre moi !  Que deviendrai je, malheureuse !  Et quelle consolation trouver après une si grande perte ? SCÈNE XXI, du Malade Imaginaire.  ANGÉLIQUE, CLÉANTE. Baron, faisant le rôle de Cléante."")","('#isabelle #angelique', ""« Ô ciel !  Quelle infortune !  Quelle atteinte cruelle !  Hélas !  Faut-il que je perde mon père, la seule chose qui me restait au monde, et qu'encore, pour un surcroît de désespoir, je le perde dans un moment où il était irrité contre moi !  Que deviendrai-je, malheureuse !  Et quelle consolation trouver après une si grande perte ? » « SCÈNE XXI, du Malade Imaginaire. Angélique, Cléante."")",0.0,Match
183,"('#baron #cleante', ""Qu'avez-vous donc, belle Angélique, et quel malheur pleurez-vous ?"")","('#baron #cleante', ""Qu'avez-vous donc, belle Angélique, et quel malheur pleurez-vous ? "")",0.0,Match
184,"('#isabelle #angelique', 'Hélas !  Je pleure tout ce que, dans la vie, je pouvais perdre de plus cher et plus précieux.  Je pleure la mort de mon père.')","('#isabelle #angelique', 'Hélas !  Je pleure tout ce que, dans la vie, je pouvais perdre de plus cher et de plus précieux : je pleure la mort de mon père. ')",0.0,Match
185,"('#baron #cleante', ""Ô Ciel !  Quel accident !  Quel coup inopiné !  Hélas !  Après la demande que j'avais conjuré votre oncle de faire pour moi, je venais me présenter à lui, et tâcher par mes respects et par mes prières, de disposer son coeur à vous accorder à mes voeux."")","('#baron #cleante', ""Ô ciel !  Quel accident !  Quel coup inopiné !  Hélas !  Après la demande que j'avais conjuré votre oncle de."")",0.0,Match
186,,"('#moliere', 'Eh quoi !  Vous hésitez !  Vous oubliez sitôt ?...  Étudiez, mon cher, vous serez sans défaut.')",1.0,Deletion
187,,"('#baron', ""Pardonnez, vous savez que j'adore Isabelle, Je suis toujours distrait quand je joue avec elle. « Faire pour moi, je venais me présenter à lui, et tâcher, par mes respects et mes prières, de disposer son coeur à vous accorder à mes voeux."")",1.0,Deletion
188,"('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons là toutes les pensées du mariage. Après la perte de mon père, je ne veux plus être du monde, et j'y renonce pour jamais.  Oui, mon père, si j'ai résisté tantôt à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné."")","('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons-là toutes les pensées de mariage.  Après la perte de mon père, je ne veux plus être du monde ; et j'y renonce pour jamais.  Oui, mon père, si j'ai tantôt résisté à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné. »"")",0.0,Match
189,"('#baron', ""Quel naturel ! j'en suis dans un étonnement Qui ne peut s'exprimer. Permettez qu'un moment J'interrompe mon rôle. Eh quoi ! Mademoiselle, Est-ce que vous sentez une douleur réelle ? Haut."")","('#baron', ""Quel naturel ! J'en suis dans un étonnement."")",0.38,Substitution
190,,"('#moliere', ""Quelle cruelle toux ! Je vous quitte un moment Pour aller embrasser mon ami, qui voyage ; Continuez tous deux d'embellir mon ouvrage.  Il sort."")",1.0,Deletion
191,"('#baron', ""Au désordre qui règne en vos sens éperdus, On dirait qu'en effet votre père n'est plus. Ce n'est plus l'art enfin ; c'est la nature même."")","('#baron', ""Au désordre qui règne en vos sens éperdus, On dirait qu'en effet votre père n'est plus : Ce n'est plus l'art, enfin, c'est la nature même."")",0.0,Match
192,"('#isabelle', ""Soyez moins étonné. Sur ce père que j'aime J'ai des pressentiments qui me glacent d'effroi. Il souffre ; il est malade, et je ne sais pourquoi Je crains que, dès ce soir, ne nous l'enlève."")","('#isabelle', ""Soyez moins étonné : sur ce père que j'aime,  J'ai des pressentiments qui me glacent d'effroi. Il souffre, il est malade ; et je ne sais pourquoi Je crains que, dès ce soir, la mort ne nous l'enlève."")",0.0,Match
193,"('#baron', ""La même crainte, hélas ! dans mon ame s'élève. Il faudrait l'empêcher de jouer aujourd'hui."")","('#baron', ""La même crainte, hélas ! dans mon âme s'élève. Il faudrait l'empêcher de jouer aujourd'hui."")",0.0,Match
194,"('#isabelle', 'Et peut-on sur ce point rien obtenir de lui ? Il vient de rejeter mes voeux et ma prière.')","('#isabelle', 'Eh peut-on sur ce point rien obtenir de lui ? Il vient de rejeter mes voeux et mes prières.')",0.0,Match
195,"('#le-docteur', ""Je suis, vous le savez, un ami de Molière, Et, quoique Médecin, j'ai souvent le bonheur De le voir, de l'entendre."")","('#le-docteur', ""Je suis, vous le savez, un ami de Molière,  Et, quoique médecin, j'ai souvent le bonheur  De le voir, de l'entendre. "")",0.0,Match
196,"('#isabelle', ""Ah ! Monsieur le Docteur, Qu'à propos vous venez ! Une toux obstinée L'a fait beaucoup souffrir toute la matinée. Il faudrait lui donner quelque ordonnance."")","('#isabelle', ""Ah ! Monsieur le docteur,  Qu'à propos vous venez ! Une toux obstinée  L'a fait beaucoup souffrir toute la matinée.  Il faudrait lui donner quelque ordonnance. "")",0.0,Match
197,"('#le-docteur', ""Moi ! Je m'en garderai bien : il rirait trop, ma foi, Si je voulais droguer sa poitrine oppressée. Un semblable projet est loin de ma pensée. Son état cependant m'alarme. Si j'en crois Votre mère qui sort à l'instant de chez moi, Sa vie est en danger : des symptômes funestes, Depuis deux ou trois mois en menacent les restes. Je voudrais le sauver ; que dis-je ? Il est certain Que, s'il refuse encor de voir un médecin, C'est un homme perdu."")","('#le-docteur', ""Moi !  Je m'en garderai bien : il rirait trop, ma foi,  Si je voulais droguer sa poitrine oppressée.  Un semblable projet est loin de ma pensée.  Son état, cependant, m'alarme. Si j'en crois  Votre mère, qui sort à l'instant de chez moi,  Sa vie est en danger : des symptômes funestes,  Depuis deux ou trois mois en menacent les restes.  Je voudrais le sauver ; que dis-je ? il est certain  Que, s'il refuse encore de voir un médecin,  C'est un homme perdu. "")",0.0,Match
198,"('#isabelle', ""Vous l'entendez ?"")","('#isabelle', ""Vous l'entendez ? "")",0.0,Match
199,"('#le-docteur', ""Je tremble Qu'il ne rentre à l'instant et ne nous voie ensemble. Il croirait que je viens ici pour le guérir. Assurez-le donc bien qu'il s'expose à périr, Si d'Argan, en ce jour, il veut jouer le rôle. J'ai lu dans Galien et la moderne école De Salerne... Qu'entends-je ? Il arrive en toussant. Donnez-lui cet avis ; il est intéressant."")","('#le-docteur', ""Je tremble  Qu'il ne rentre à l'instant et ne nous voie ensemble ;  Il croirait que je viens ici pour le guérir.  Assurez-le donc bien qu'il s'expose à périr,  Si d'Argan, en ce jour, il veut jouer le rôle.  J'ai lu dans Galien et la moderne école  De Salerne... Qu'entends-je ? Il arrive en toussant.  Donnez-lui cet avis, il est intéressant. il sort."")",0.0,Match
200,"('#moliere', ""Mondorge part content, et je le suis moi-même. J'ai rempli mon devoir envers l'ami que j'aime. Mais un autre me reste. Avez-vous répété ?"")","('#moliere', ""Mondorge part content, et je le suis moi-même.  J'ai rempli mon devoir envers l'ami que j'aime ; Mais un autre me reste. Avez-vous répété ? "")",0.0,Match
201,"('#isabelle', 'Oui, mon père.')","('#isabelle', 'Oui, mon père. ')",0.0,Match
202,"('#moliere', 'Baron est encor affecté De quelque grand chagrin.')","('#moliere', 'Baron est encore affecté  De quelque grand chagrin. ')",0.0,Match
203,"('#baron', ""Ô mon ami ! Mon maître Pourrais-je m'empêcher de le faire paraître. Je tremble pour vos jours. Vous savez que d'Argan Le rôle est difficile et surtout fatigant, Et vous vous disposez à le jouer !"")","('#baron', ""Ô mon ami ! Mon maître ! Pourrais-je m'empêcher de le faire paraître ? Je tremble pour vos jours. Vous savez que d'Argan  Le rôle est difficile et surtout fatigant,  Et vous vous disposez à le jouer ! "")",0.0,Match
204,"('#moliere', ""Sans doute. Quand on fait son devoir, qu'est-ce que l'on redoute ? Le devoir avant tout."")","('#moliere', ""Sans doute.  Quand on fait son devoir, qu'est-ce que l'on redoute ?  Le devoir avant tout. "")",0.0,Match
205,"('#baron', ""Votre devoir n'est pas D'affronter la douleur, d'insulter au trépas ; Par de travaux nombreux la source de la vie, Se montrant, chaque jour, en vous plus affaiblie Semble vous commander un utile repos."")","('#baron', ""Votre devoir n'est pas  D'affronter la douleur, d'insulter au trépas. Par de travaux nombreux la source de la vie,  Se montrant chaque jour en vous plus affaiblie,  Semble vous commander un utile repos. "")",0.0,Match
206,"('#moliere', ""Lorsqu'on a quelque droit à des lauriers nouveaux, Et qu'on n'est pas encor au bout de sa carrière, On pourrait lâchement retourner en arrière ! Non, non ; je ne suis point de ces faibles esprits Qu'apaise un peu de gloire obtenue à vil prix. La gloire est une soif qui toujours me dévore, Et je voudrais mourant m'en abreuver encore. Ce n'est pas que je tende au puéril honneur D'être partout cité comme un sublime auteur. Non, je veux méprisant une vaine fumée, Devoir à la vertu toute ma renommée. D'ailleurs, mes chers enfants, ensemble nous jouerons ! Vous serez près de moi : qu'ai-je à craindre ? Partons."")","('#moliere', ""Lorsqu'on a quelques droits à des lauriers nouveaux,  Et qu'on n'est pas encore au bout de sa carrière,  On pourrait lâchement retourner en arrière ? Non, non ; je ne suis point de ces faibles esprits  Qu'apaise un peu de gloire obtenue à vil prix : La gloire est une soif qui toujours me dévore,  Et je voudrais, mourant, m'en abreuver encore.  Ce n'est pas que je tende au puéril honneur  D'être partout cité comme un sublime auteur : Non. Je veux, méprisant une vaine fumée,  Devoir à la vertu toute ma renommée.  D'ailleurs, mes chers enfants, ensemble nous jouerons ! Vous serez près de moi ; qu'ai-je à craindre ? Partons. "")",0.0,Match
207,"('#chapelle', 'Non, non ; vous resterez.')","('#chapelle', 'Non, non, vous resterez. ')",0.0,Match
208,"('#moliere', 'Oh ! Quel nouveau supplice !')","('#moliere', 'Oh ! Quel nouveau supplice ! ')",0.0,Match
209,"('#chapelle', ""Lorsque vous répétiez, caché dans la coulisse, Je vous ai vu tantôt sur vos genoux tremblants Vous soutenir à peine, et même, en ces instants Vous ne m'annoncez pas une santé bien forte. Vous avez l'air souffrant."")","('#chapelle', ""Lorsque vous répétiez, caché dans la coulisse,  Je vous ai vu, tantôt, sur vos genoux tremblants  Vous soutenir à peine ; et même en ces instants, Vous ne m'annoncez pas une santé bien forte.  Vous avez l'air souffrant. "")",0.0,Match
210,"('#moliere', ""Morbleu ! Que vous importe ? Si je souffre, tant mieux. De quoi vous mêlez-vous ? Voulez-vous qu'à la fin, je me mette en courroux ? Aisément pour cela ma force se ranime."")","('#moliere', ""Morbleu ! Que vous importe ?  Si je souffre, tant mieux. De quoi vous mêlez-vous ?  Voulez-vous, qu'à la fin je me mette en courroux ?  Aisément, pour cela, ma force se ranime. "")",0.0,Match
