guimont-de-la-touche-iphigenie,favard-voisenon-la-petite-iphigenie,Score
"('#iphigenie', 'Comment ?')",-,0.0
"('#oreste', ""Ô destinée ! Ô rigueur éternelle ! Elle ignore qu'ici...."")",-,0.0
"('#iphigenie', 'Je vous vois fondre eu pleurs ! Ah ! Qui que vous soyez, ah ! Parlez, ou je meurs.')",-,0.0
"('#oreste', 'Mon trouble et mes sanglots ne font que trop connaître...')",-,0.0
"('#iphigenie', 'Dans mon coeur éperdu quel soupçon fait-il naître ? Sa jeunesse... Ses traits... Un secret sentiment... Se peut-il ?... Achevez. Finissez mon tourment...')",-,0.0
"('#oreste', 'Eh bien ! À ses malheurs reconnaissez Oreste.')",-,0.0
"('#iphigenie', 'Mon frère !')",-,0.0
"('#oreste', ""Iphigénie ?... Oui, tout mon coeur m'atteste ... Iphigénie... Avec transport."")",-,0.0
"('#iphigenie', 'Oreste... Ah ! Tous mes sens charmée.... Mon frère ! Ô nom si cher !')",-,0.0
"('#oreste', ""Ma soeur ! Quoi ! vous m'aimez ?... Vous n'avez point horreur... Je vois couler vos larmes... Ma chère Iphigénie."")",-,0.0
"('#iphigenie', ""Ô moment plein de charmes !... Mon frère est dans mes bras.... Et j'allais l'égorger !... Elle retombe dans les bras d'Eumène."")",-,0.0
"('#oreste', ""Cessez. Dans quels ennuis m'allez-vous replonger ?"")",-,0.0
"('#iphigenie', 'Eh ! Qui vous a conduit sur ce bord homicide ?')",-,0.0
"('#oreste', ""Le ciel, l'injuste ciel, qui m'a fait parricide,  Et qui m'en punissant, déchaîné sur mes pas, Tous les monstres vengeurs des gouffres du trépas ;  Et pour m'en délivrer, le cruel me condamne, À ravir en ces lieux l'image de Diane !"")",-,0.0
"('#iphigenie', ""Ce ciel impénétrable, et qui me fait trembler,  Veut-il finir nos maux, ou les veut-il combler  Mais comment imposer au tyran qui m'observe ? Comment vous dérober au sort qu'il vous réservev? Qu'en ce moment fatal je découvre d'horreurs ! Ô superstition ! Quelles sont tes fureurs !.... J'entends du bruit. Fuyez. Cache ses pas Eumène. Dieux, si c'était Thoas ! Si sa rage inhumaine !... Allez. À Oreste."")",-,0.0
"('#oreste', ""Moi, vous quitter ! Que j'expire en vos bras,   C'est mon espoir."")",-,0.0
"('#iphigenie', 'Cruel, voulez-vous mon trépas ?')",-,0.0
"('#ismenie', ""Fuyez, Thoas, fuyez sa rage forcenée ; Il sait de l'étranger la fuite infortunée. L'esclave est expirant. Il cherche dans son sein, À démêler le noeud d'un malheureux dessein. Sans être encor suspects à sa barbare rage, Mon père et ses amis ont prévenu l'orage, Du vaisseau pour le Grec vainement préparé, Ils ont couru se faire un asile assuré."")",-,0.0
"('#iphigenie', ""La mort est à présent le seul dieu que j'implore ; Je me sauve en ses bras d'un crime que j'abhorre."")",-,0.0
"('#ismenie', 'Vous me faites frémir. Parlez.')",-,0.0
"('#iphigenie', ""L'autre étranger, Que j'allais, que j'ai dû de ma main égorger..."")",-,0.0
"('#ismenie', 'Eh bien !')",-,0.0
"('#iphigenie', 'Il est mon frère.')",-,0.0
"('#ismenie', 'Ô ciel !')",-,0.0
"('#iphigenie', 'Tu vois mon trouble, Mes pleurs, mon désespoir, que son danger redouble.')",-,0.0
"('#ismenie', 'Madame, il faut.')",-,0.0
"('#eumene', ""Oreste est au pouvoir d'Arbas. Il vient de s'en saisir par l'ordre de Thoas."")",-,0.0
"('#iphigenie', ""De quels traits, Ciel vengeur, ta main appesantie, Vient frapper coup sur coup mon âme anéantie ! Un courroux éternel semble-t-il t'animer ? Mes pleurs ne pourront-ils jamais te désarmer ? Veux-tu donc me forcer d'assassiner mon frère ?... Dans ses embrassements terminons ma misère. Courons..."")",-,0.0
"('#ismenie', 'Où vous égare un aveugle transport ?')",-,0.0
"('#eumene', 'Ah ! Madame, arrêtez. Que cherchez-vous ?')",-,0.0
"('#iphigenie', 'La mort.')",-,0.0
"('#thoas', ""Quel art, à me tromper, employait l'infidèle ? Sous quel prétexte saint elle m'éloignait d'elle ? Ô mystère fatal ! Pour m'en imposer mieux, Oser impunément faire parler les Dieux ! De son perfide coeur éludant l'artifice, Que n'ai-je, sous mes yeux, pressé le sacrifice ? Devais-je sur sa foi déposer ma terreur ? Qui peut m'avoir plongé dans ce sommeil d'erreur ! De ma religion vengeant le privilège, Que ne puis-je porter dans son coeur sacrilège, Avec tous mes tourments, le fer et le poison ! Faut-il de tout mon sang payer sa trahison ! Mais qui suspend mon bras ! Frappons qui nous opprime. Jusque sur les autels on doit punir le crime."")",-,0.0
"('#arbas', ""Tout est avec effroi, rentré dans le devoir, Seigneur. L'autre étranger reste eu votre pouvoir, Celui dont les fureurs vous remplissaient d'alarmes.... Je l'ai repris des mains de la prêtresse eu larmes. Mais quel trouble nouveau..."")",-,0.0
"('#thoas', ""Tout me devient suspect : Tout s'offre à mes regards sous un sinistre aspect. Ô toi, fidèle Arbas, dont les soupçons propices Sont venus m'éveiller au bord des précipices, Crois-tu que l'étranger aux autels échappé, Dans les flots en effet soit mort enveloppé, Et que le traître obscur qui lui servait de guide, N'ait point, dans les tourments, fait un récit perfide ?"")",-,0.0
"('#arbas', ""Je ne crois pas, Seigneur, qu'il vous ait imposé. Mourant, sur quel espoir vous eût-il abusé ? L'on aurait su d'ailleurs trouver votre victime ; Parmi ces malheureux, connus par leur seul crime, Que ma prudence au port vient de foire arrêter, Sur le vaisseau caché qui dût la transporter. Eux-mêmes, dans les fers attendant leur supplice, Continuent le récit de leur lâche complice ; Ils gardent sur le reste un silence profond."")",-,0.0
"('#thoas', ""Quel noir pressentiment m'agite et me confond !"")",-,0.0
"('#arbas', ""Eh bien, sur ce soupçon, peut-être légitime, Faites dans les rochers chercher votre victime ; Nous saurons l'y trouver et la rendre au trépas, Si l'abîme des flots ne la recèle pas."")",-,0.0
"('#thoas', 'Va, cours. Délivre-moi du trouble qui me presse.')",-,0.0
"('#thoas', ""Et vous, faites venir l'infidèle prêtresse."")",-,0.0
-,"('#iphigenie', ""Un songe cause en moi de sinistres pensées Je n'ai rêvé la nuit que de glaces cassées Ce terrible accident qui m'afflige beaucoup ; Me menace aujourd'hui de quelque mauvais coup."")",0.0
-,"('#iphigenie', 'Est-ce toi que je vois ! Ô ma chère Isménie ! Viens-tu pour consoler la triste Iphigénie ?')",0.0
-,"('#ismenie', ""Ce jour pour vous, Madame, est un jour solennel ? Le Roi vient de trouver un malheureux mortel, Sans mouvement, sans force, étendu sur le sable, Thoas prend de ses jours un foin inconcevable, Il cherche à ranimer cet homme languissant Par les bonnes façons d'un coeur reconnaissant, Pour le mettre en état qu'on lui coupe la gorge."")",0.0
-,"('#iphigenie', ""Jouet infortuné des terreurs qu'il se forge, Il ne cherche qu'à voir couler le sang humain, Et moi je suis contrainte à lui prêter ma main."")",0.0
-,"('#ismenie', ""Il fallait supposer dans l'emploi qu'on vous donne, Que vous n'avi[e]z encor sacrifié personne. Peut-on être touché du sort d'une beauté. Qui plonge dans les coeurs son bras ensanglanté ! On aurait pu sauver cette image effrayante, Vous en auriez été bien plus intéressante."")",0.0
-,"('#iphigenie', ""Diane, devais-tu me transporter ainsi Pour me faire jouer un pareil rôle ici ! Je n'ai pas un coeur fait pour dépeupler le monde. Un songe met le comble à ma douleur profonde."")",0.0
-,"('#ismenie', 'Mettez-le donc en chant si vous le racontez ; Vos rêves sont plus beaux lorsque vous les chantez.')",0.0
"('#thoas', ""Contre mes derniers jours l'oracle prononcé Revient, en traits de sang, frapper mon coeur glacé. Je sens qu'à mon destin Diane m'abandonne. La trahison me suit, et la mort m'environne. En vain sur mes périls je voudrais m'aveugler... Mais quel prodige affreux vient encor m'accabler ! Par tous les malheureux qu'a fait périr mon zèle, Je m'entends appeler dans la nuit éternelle ; Je vois se ranimer leurs membres desséchés, Qu'autour de ces autels mes mains ont attachés... Comment interpréter ces effrayants miracles ! Grands dieux, démentez-vous la foi de vos oracles ? Mais n'écoutons ici que ma propre fureur, Et méprisons l'effet d'une aveugle terreur."")","('#iphigenie', ""Tu sauras le dernier en lisant les mensonges Dans le Dictionnaire à l'usage des songes. Éclairs, mugissements, spectres, pâles flambeaux Gémissements, terreur, lieux funèbres, tombeaux, Horreur, bruit souterrain, la terre qui s'entrouvre, Un fantôme sortant de l'enfer qu'on découvre Abîme, accents plaintifs, poignards, lambeaux sanglants, Ombre, crime, remords, effroi, g[e]noux tremblants, Autel, temple, cyprès, coupable encens, idole, Ou père, ou mère, ou soeur, ou frère qu'on immole ; Voilà quel est mon songe, et tu reconnais-là, L'histoire de tous ceux que l'on a faits déjà."")",0.6948003768920898
"('#thoas', ""Approchez et tremblez. Que votre âme éperdue, Sente déjà la peine à ses crimes trop due. Mais répondez perfide, à mon courroux trahi, Prêt à venger sur vous le ciel désobéi. Malheureuse ! Pourquoi cet étranger funeste, Ravi, mais vainement, à la rigueur céleste ? Quels étaient vos projets ? Quel mystère odieux Vous faisait, contre moi trahir l'ordre des Dieux ?"")","('#eumene', ""Madame, dans ces lieux le tyran va paraître. Il sent une frayeur dont il n'est pas le maître. N'est pas hardi qui veut ; le croiriez-vous ? Il craint Cet étranger mourant qui ne doit qu'être plaint, Et vient comme un devoir presser le sacrifice."")",0.6471273899078369
"('#iphigenie', ""Quand aux plus noirs soupçons votre âme abandonnée Semble m'avoir déjà sur leur foi condamnée. Que sert de m'abaisser à me justifier ? Mais à la vérité s'il faut sacrifier ? Je n'eus d'autre dessein, quand je brisai la chaîne De l'un de ces captifs que poursuit votre haine, Que d'informer par lui mes parents affligés Du secret de mes jours, malgré moi prolongés ; Et ce coeur innocent que noircit l'imposture, Écouta seulement la voix de la nature."")","('#iphigenie', ""Grands Dieux ! Si cette loi vous semble une injustice, Faites- moi triompher du farouche Thoas ; Que ce tyran sensible à mes faibles appas Ne fasse plus du meurtre un auguste mystère Et puisse en me voyant désirer le contraire. Inspirez-moi ces tours et ces mots caressants Qui séduisent l'esprit et captivent les sens, Répandez dans mes yeux cette mélancolie Qui ne blesse les coeurs que pour donner la vie. Et qu'en vous honorant, mes pacifiques mains Ne fervent déformais qu'au bonheur des humains."")",0.7208521962165833
