,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
318,"('#asterie', 'Avant le temps pourquoi vous alarmer ? ')",,1.0,Insertion
319,"('#melicerte', ""Sait-on ce qu'a produit leur dernière entrevue ? "")","('#deuxieme-prince-tyrien', ""Qui voudrait s'attaquer à toi ?"")",1.73,Substitution
320,"('#asterie', ""Circé m'en a paru triste, toute abattue,  Mais j'ai pressé Dorine en vain de s'expliquer.  Elle était avec eux, et contre l'ordinaire  Il semble qu'elle veuille aujourd'hui se piquer,  De pouvoir entendre et se taire"")",,1.0,Insertion
321,"('#melicerte', ""Non, j'ai beau me flatter ; du bien que je poursuis  L'espérance m'est interdite.  Pour jouir du malheur où mes jours sont réduits,  Mon rival de Circé connaîtra le mérite. "")","('#premier-prince-tyrien', 'On te croit vaillant sur ta foi. Mais la couleur de ton visage Répond mal à ta valeur !')",1.32,Substitution
322,"('#asterie', ""Et bien, alors, faite comme je suis,  Si vous me trouvez propre à guérir vos ennuis,  Vous oublierez pour moi l'Ingrate qui vous quitte.  Quoi que jeune, un peu folle, et ce qu'il vous plaira,  (Car il faut que chacun à son âge réponde,)  Je ferai pour qui m'aimera  De la meilleure foi du monde.  Tant que le coeur nous en dira,  Tendresse des deux parts à nulle autre seconde ;  Mais bonne clause aussi, que l'on se quittera  Sans souffrir que l'Amour en gronde,  Si tôt qu'on s'en dégoûtera. "")","('#arbas', ""Est-ce par la couleur Que l'on doit juger du courage ?"")",1.59,Substitution
323,"('#melicerte', 'Dans les vives douleurs où mon âme est en proie,  Vous pouvez me parler ainsi ? ')","('#deuxieme-prince-tyrien', 'Que tes sens paraissent troublés ! Tu trembles ?')",1.01,Substitution
324,"('#asterie', ""Que voulez-vous ? J'ai le coeur à la joie,  Et quand je ris d'un Amoureux transi,  C'est mon penchant qui se déploie.  Mais enfin sortez de souci,  Vous brûliez pour Silla, le Ciel vous la renvoie.  Aujourd'hui même elle doit être ici. "")",,1.0,Insertion
325,"('#melicerte', 'Silla dans ce Palais ? ')",,1.0,Insertion
326,"('#asterie', ""Elle est encor capable,  Quand vous la reverrez, d'attirer vos désirs. "")",,1.0,Insertion
327,"('#melicerte', ""Ah, ne m'en parlez point ; malgré tous les soupirs  Que m'a déjà coûtés le malheur qui m'accable,  Pour moi Circé est aimable ;  Et si vous lui vouliez peindre mes déplaisirs,  Elle ne serait pas peut-être inexorable. "")","('#arbas', ""C'est qu'il vous le semble : Chacun croit que l'on lui ressemble, C'est peut-être vous qui tremblez ? Que maudit soit l'Amour funeste Qui nous fait tant souffrir dans ce malheureux jour ! On se soulage quand on peste, Et l'on ne saurait trop pester contre l'Amour."")",0.29,Substitution
328,"('#asterie', ""Voici le Confident du rival qui vous perd.  Laissez-moi découvrir par lui ce qui se passe.  Pour empêcher le coup dont l'amour vous menace,  Nous pourrons agir de concert,  Sil m'apprend que son Maître ait toujours même audace. "")","('#les-deux-princes #arbas', ""Gardons-nous bien d'avoir envie D'être jamais amoureux : De tous les maux de la vie L'Amour est le plus dangereux."")",1.16,Substitution
329,"('#melicerte', ""Parlez, je lui quitte la place ;  Heureux qu'un tel secours à mon feu soit offert. "")","('#premier-prince-tyrien', ""Cadmus veut essayer de rendre Mars propice, C'est ici qu'il prétend offrir un sacrifice."")",1.02,Substitution
330,"('#asterie', 'Approche, que fait-on ? Que dit-on ? ')",,1.0,Insertion
331,"('#palemon', 'Sur mon Maître  On a quelques prétentions,  Qui se font un peu trop connaître. ')","('#deuxieme-prince-tyrien', 'Pour des soins différents il faut nous séparer.')",1.51,Substitution
332,"('#asterie', ""Quelque amour que Silla dans son coeur ait fait naître,  S'il est sujet aux belles passions,  Peut-être que Circé... "")",,1.0,Insertion
333,"('#palemon', ""N'y mets point de peut-être.  Que Circé pour changer son coeur,  Fasse dans sa colère agir Charmes sur Charmes.  Ce seront d'impuissantes armes ;  Un autre objet s'en est rendu vainqueur,  Et son pouvoir lui cause peu d'alarmes.  Ce n'est pas qu'il ne fût à souhaiter pour moi  Que Circé le touchât de même qu'il la touche.  Pour ta Beauté je sens je ne sais quoi,  Et si tu n'étais point farouche,  Je m'apprivoiserais aisément avec toi. "")",,1.0,Insertion
334,"('#asterie', ""Franchement, je ne sais quelle Étoile est la nôtre.  Si je te plais, tu ne me déplais pas ;  Et dans ce que pour moi ce penchant a d'appas,  Nous nous trouverions nés au besoin l'un pour l'autre.  Le Prince songe-t-il si tôt à nous quitter,  Qu'en vain nous prétendions établir connaissance ? "")","('#les-deux-princes-tyriens', 'Allons nous préparer.')",1.49,Substitution
335,"('#palemon', ""Sans Silla qu'il attend, je pense  Qu'ici l'on aurait beau le vouloir arrêter.  Comme il sait qu'elle vient, il se fait une joie  De pouvoir lui montrer qu'il dédaigne Circé.  Souvent, pour voir son feu récompensé,  Un pareil sacrifice est une sûre voie. "")",,1.0,Insertion
336,"('#asterie', ""J'ai peur qu'il ne s'en trouve mal.  Circé n'est pas d'humeur à souffrir qu'on l'outrage ;  Il n'es faut pour témoin que ce pauvre animal,  Dont, si pour moi l'amour t'engage,  Tu vas devenir le rival.  On voit paraître un singe. "")","('#arbas', ""Acquittons-nous des soins où Cadmus nous engage. Quel bruit ! Non, ce n'est rien, courage amis, courage ! Qu'on a peine à donner du courage en tremblant Il ne tient pas à moi que je ne sois vaillant, Je tâche au moins de le paraître ; Je ne suis pas le seul qui se pique de l'être, Et qui n'en fait que le semblant. Il faut puiser de l'eau pour la cérémonie ; Avancez, je vous suis. Quel dragon furieux !"")",0.01,Substitution
337,"('#palemon', ""Le rival d'un singe ? Ah, crois que... "")",,1.0,Insertion
338,"('#asterie', ""Sans colère.  C'est seulement depuis un mois,  Que d'Homme il est ce que tu vois ;  Pour son malheur je lui fus chère,  Circé l'aimait, il lui cacha son choix,  Et feignant, il sut si bien faire,  Qu'il semblait vivre sous ses lois,  Tandis que tous ses voeux n'aspiraient qu'à me plaire.  C'était le plus badin Amant  Qui jamais ait été capable de tendresse.  Il me parlait des yeux sans cesse,  S'il ne le pouvait autrement ;  Mais enfin malheureusement  De ses soins affectés Circé connut l'adresse,  Et le fit Singe en un moment.  Même destinée à deux Pages  Qu'au Palais parmi nous il avait amenés.  Les voici. Tous les trois par mille badinages  Semblent se tenir fortunés  De venir chaque jour me rendre leurs hommages.  La souplesse des sauts dont pour me divertir  Ensemble ils ont pris l'habitude,  Fait leur plus agréable étude.  Voilà comme l'amour ne se peut démentir. "")",,1.0,Insertion
339,"('#palemon', 'La récompense est fort honnête.  Lorsque de quelque amant ton coeur se trouve épris,  On le métamorphose en bête. ')",,1.0,Insertion
340,"('#asterie', 'Tu ne le voudrais pas acquérir à ce prix ? ')",,1.0,Insertion
341,"('#palemon', ""Je me louerais du sortilège,  Pourvu qu'en Épagneul je pusse être changé.  Du moins par là j'aurais le privilège  De me voir jour et nuit entre tes bras logé.  Flatteur pour toi, pour toute autre farouche,  Sans cesse je tiendrais mes pattes sur ta peau,  Et j'aboierais d'un ton nouveau,  Lorsque tu frotterais ta bouche  Avecque mon petit museau. "")",,1.0,Insertion
342,"('#asterie', ""Nous songerons à la métamorphose.  Cependant je veux bien te faire partager  Le plaisir qu'en sautant mon Singe Amant me cause.  Allons, mon Singe, il faut être léger,  S'il est vrai que de vous ma volonté dispose.  Les trois singes font ici quelques sauts. "")","('#les-deux-africains', ""Ô Dieux ! Ô Dieux ! Dans le temps que les deux Africains veulent puiser de l'eau, le Dragon s'élance sur eux, et les entraîne."")",0.93,Substitution
343,"('#palemon', ""Rien ne peut être égal à son agilité ;  Mais lorsqu'il s'agit de te plaire,  Quoi qu'on veuille entreprendre, autant d'exécuté.  Si jamais de ton coeur je suis dépositaire...  Ah, Monsieur le Magot, vous êtes en colère. "")",,1.0,Insertion
344,"('#asterie', ""Pour peu que l'on m'approche, il s'en montre irrité ;  Pour lui seul il veut de mes caresses.  Vois-tu comme il baise ma main ?  Mais il est temps que tu me laisses.  Circé vient, le reste à demain. "")","('#arbas', ""Ah ! C'est fait de ma vie. N'est-il point d'arbres, ou de rocher, Qui s'entrouve pour me cacher ?"")",1.19,Substitution
345,"('#circe', 'Vous parliez du Prince de Thrace ?  Que vous en a-t-on dit ? ')",,1.0,Insertion
346,"('#asterie', ""Que malgré les mépris  Qui chaque jour augmentent sa disgrâce.  C'est toujours de Silla que son coeur est épris. "")",,1.0,Insertion
347,"('#circe', 'Et Mélicerte, il vous a vue ? ')","('#cadmus', 'Où vas-tu ?')",1.46,Substitution
348,,"('#arbas', 'Le Dragon...')",1.0,Deletion
349,"('#asterie', ""Il m'a de ses ennuis longtemps entretenue ;  Mais en peut-on blâmer l'excès ?  Après mille serments d'une entière constance,  Voir son amour payé d'indifférence,  Est le déplorable succès  Qui suit sa crédule espérance. "")",,1.0,Insertion
350,"('#circe', ""Un Charme par un autre aisément est détruit ;  Et si je suis la cause de ses peines,  Au moins de mon amour il tirera ce fruit,  Que je saurai le rendre à ses premières chaînes.  Faites lui toucher cet Anneau,  Et soudain oubliant qu'il m'ait jamais aimée,  Il se sentira de nouveau  Des Beautés de Silla l'âme toute charmée.  Sa guérison dépend de vous.  Allez, sans perdre de temps, mettre fin à ses plaintes. "")",,1.0,Insertion
351,"('#dorine', ""Ainsi pour lui vos flammes sont éteintes,  Et ces tendres ardeurs dont il vous fut si doux  De lui voir partager les sensibles atteintes,  N'ont plus aucun pouvoir sur votre coeur jaloux ?  Il est tout occupé de la juste colère,  Que du Prince de Thrace allument les refus"")",,1.0,Insertion
352,"('#circe', ""Il devrait l'être au moins, tant j'ai l'esprit confus  De l'affront que l'Ingrat à ma flamme ose faire ;  Mais en vain la vengeance a de quoi me charmer.  En vain elle me porte à résoudre sa peine ;  Malgré ce que je sais que je lui dois de haine,  Un fatal Ascendant me force de l'aimer,  Et plus à le punir je me veux animer,  Plus je sens que je cède à l'amour qui m'entraîne.  Il n'en faut point douter, l'implacable Vénus  Est toujours sensible à l'outrage.  Ce fut par le Soleil, par son seul témoignage,  Que ses feux avec Mars aux Dieux furent connus,  Et ce cruel amour qu'elle a mis dans mon âme  La venge sur moi de l'affront  Dont mon Père autrefois, en découvrant sa flamme,  Laissa la tache sur son front. "")",,1.0,Insertion
353,"('#dorine', 'Vous devez espérer... ')","('#cadmus', 'Hé bien ?')",1.44,Substitution
354,"('#circe', ""Que veux-tu que j'espère ?  Malgré ce que ma gloire y courait de hasard,  Pour m'acquérir le coeur d'un Téméraire,  Ai-je rien épargné des secrets de mon Art ;  Moi qui cent fois d'un seul regard  Ai gagné des plus fiers l'hommage volontaire ?  Ce dernier Charme encor dont je viens à tes yeux  De faire l'inutile épreuve,  N'est-il pas de ma honte une trop forte preuve ?  Qu'a-t-il fait, qu'a-t-il pu sur cet Audacieux ?  Silla toujours pour lui n'est-elle pas la même ?  N'est-elle pas toujours l'objet de son amour ?  Ah, c'est trop en souffrir ; dans ma fureur extrême  Ne pouvant obtenir qu'il m'aime,  Satisfaisons ma gloire, en le privant du jour.  Les Charmes contre lui n'ont qu'une vaine amorce ;  Mais au moins ce doit m'être un bonheur assez doux,  Que s'il me plaît d'en croire mon courroux,  Il est des poisons dont la force  Donnera plein triomphe à mes transports jaloux.  Éteignons une ardeur fatale,  Qui de mon coeur troublant la paix... "")","('#arbas', 'Ah ! mon cher maître...')",1.05,Substitution
355,"('#florise', 'Silla, pour vous parler, entre dans le Palais. ')",,1.0,Insertion
356,"('#circe', ""Silla ? Mon sang s'émeut au nom de ma Rivale.  Qu'on l'amène ; il faut voir ces dangereux attraits  Qui rendent ma puissance à la sienne inégale.  S'il est vrai que toujours le Prince dédaigné  Ait servi de victime à son humeur altière,  Je veux pour lui la rendre encor plus fière,  Et croirai dans ma perte avoir assez gagné,  S'il n'a pas sur ma flamme une victoire entière. "")",,1.0,Insertion
357,"('#silla', ""Ne vous étonnez point, Madame, de me voir  Mettre en vous tout l'espoir que mon malheur me laisse.  Je sais quel est votre pouvoir,  Et que si la pitié pour moi vous intéresse,  Vos bontés n'auront qu'à vouloir,  Pour finir l'ennui qui me presse.  J'aime ; avec moi tant d'autres ont aimé,  Que l'on doit faire grâce à l'ardeur qui m'anime ;  Et quand l'amour serait un crime,  On s'est à l'excuser si bien accoutumé,  Qu'on ne reprocherait à mon coeur enflammé  Qu'un faible que l'usage a rendu légitime.  Je ne vous dirai point sur quels flatteurs attraits  Du Prince qui m'aima je partageai la flamme.  L'hommage qu'il m'offrit méritait mes souhaits,  Et je laissai toucher mon âme  Au plus beau feu qui fut jamais.  Mais enfin sur le point qu'un heureux hyménée  Des soins qu'il me rendait allait être le prix... "")",,1.0,Insertion
358,"('#circe', ""Le seul nom de Silla m'a d'abord tout appris ;  C'est assez, je connais quelle est sa destinée.  Mélicerte parti sans vous en consulter... "")","('#cadmus', 'Parle donc ?')",1.08,Substitution
359,,"('#arbas', 'Le Dragon...')",1.0,Deletion
360,"('#silla', ""Oui, c'est de là que naît le trouble qui m'agite.  S'il s'est vu malgré lui forcé de me quitter,  Dites-moi quels lieux il habite,  Et rien pour le revoir ne pourra m'arrêter.  Que si son changement a causé sa retraite,  Pour me dégager d'un ingrat,  Arrachez-moi du coeur cette flamme indiscrète  À qui je n'ai déjà souffert que trop d'éclat.  Voilà ce qui m'amène, et sur quelle espérance J'ose recourir à votre art. "")",,1.0,Insertion
361,"('#circe', ""Prenez sur Mélicerte une entière assurance.  Quoi qu'à ne voir que l'apparence  Vous avez pu trouver du crime en son départ,  Je vous réponds de sa constance. "")",,1.0,Insertion
362,"('#silla', ""Ah, puisqu'il me garde sa foi,  Pour le trouver, Madame, où faut-il que je vole ? "")","('#cadmus', ""Où le vois-tu paraître Je regarde partout, et je n'aperçois rien."")",1.18,Substitution
363,"('#circe', 'Et le Prince de Thrace ? ')",,1.0,Insertion
364,"('#silla', ""Il soupire pour moi ;  Mais il n'est rien que je n'immole  Au beau feu dont je suis la loi,  Et s'il espère encor, c'est un espoir frivole."")",,1.0,Insertion
365,"('#circe', ""Demeurez dans ses sentiments,  Et pour prix d'une ardeur si belle,  Je vais vous faire voir Mélicerte fidèle  Dans les plus vifs empressements  Que vous puissiez attendre de son zèle.  Suivez-moi. "")",,1.0,Insertion
366,"('#glaucus', 'Quoi, toujours vous me fuirez ainsi,  Belle Ingrate ? ')","('#arbas', 'Quoi le dragon nous suit ? Mais regardez bien ?')",1.23,Substitution
367,"('#silla', 'Quelle surprise !  Voir le Prince de Thrace ici ? ')",,1.0,Insertion
368,"('#glaucus', ""Écoutez-moi, de grâce, et d'un oeil adouci  Regardez un Amant que sa flamme autorise... "")","('#cadmus', ""Où sont les compagnons ? Qui t'oblige à te taire ? Tu parais interdit d'effroi ?"")",1.12,Substitution
369,"('#circe', ""Quelle est votre témérité,  Prince ? Quoi, vous avez la coupable insolence  D'étaler à mes yeux un amour qui m'offense,  Un amour qui déjà n'a que trop mérité Ma plus redoutable vengeance ? "")","('#arbas', ""Seigneur, vous jugez mal de moi, Si je suis interdit, ce n'est que de colère. Mes pauvres compagnons ! Hélas ! Le dragon n'en a fait qu'un fort léger repas."")",0.58,Substitution
370,"('#glaucus', ""Pouvez-vous nommer crime un amour où toujours  Mon coeur a mis toute sa gloire ?  Et pour vous avoir voulu croire  Sur cet infaillible secours  Que devait à ma flamme assurer la victoire,  Ai-je dû mériter de vous  Les transports où vous jette un aveugle courroux ?  Voyez Silla, Madame, et la voyez pourvue  De tout ce qui jamais fut en droit de charmer.  Je l'aimais quand je vous ai vue,  Est-il en mon pouvoir de ne la plus aimer ?  J'en ai trop cru l'inutile promesse  Qui m'a fait vous suivre en ces lieux.  Votre Art devait forcer l'obstacle injurieux  Que sa rigueur oppose à ma tendresse,  Il me devait rendre aimable à ses yeux.  Peut-être un changement semblable  Aurait à votre gloire ajouté quelque éclat.  Vous pouvez tout encor, mon coeur n'est point ingrat,  Et vous savez de quoi je suis capable  Pour rompre un injuste attentat.  Songez-y de grâce. "")",,1.0,Insertion
371,"('#silla', 'Ah Madame,  Vous laissez-vous séduire contre moi ?  Et pour favoriser sa flamme,  Me forçant à manquer de foi,  Voulez-vous au parjure abandonner mon âme ? ')",,1.0,Insertion
372,"('#circe', ""Non, n'appréhendez rien ; si de votre rigueur  Je me suis engagée à lui faire justice,  Je ne l'ai prétendu que par le sacrifice  Que je lui faisais de mon coeur. Il l'ose refuser, je le vois avec honte ;  Quand je le cacherais, ma rougeur vous le dit,  Et si mon amour interdit  Ne souffre pas ma vengeance aussi prompte  Que la demande un violent dépit,  Elle est en est plus à craindre, et peut-être il suffit  Qu'en pouvoir l'Univers n'a rien qui me surmonte. "")","('#cadmus', 'Allons il faut que je les venge.')",1.17,Substitution
373,"('#silla', ""Prince, je ne vaux pas les malheurs que je crains.  Voyez-en le péril et rentrez en vous-même.  Oubliez qui vous fuit, pour aimer qui vous aime,  Et faites-vous enfin raison de mes dédains.  Un seul mot peut calmer l'orage qui s'apprête. "")","('#arbas', 'Quelle hâte avez-vous que le Dragon vous mange ? Laissez-le se cacher. Ah ! Le voilà qui sort ! Au secours ! Au secours ! Je suis mort ! Je suis mort ! Ô ciel ! Où sera mon asile ? La frayeur me rend immobile ; Je ne saurais plus faire un pas : Ah ! cachons-nous, ne soufflons pas. Arbas se cache et Cadmus combat contre le dragon.')",0.54,Substitution
374,"('#glaucus', ""Moi, qu'aux dépens d'un feu qui s'augmente toujours  Je cherche à garantir ma tête  Du fier éclat de la tempête  Qui vous fait trembler pour mes jours ?  Qu'elle gronde à loisir ; bien loin que je m'en plaigne,  J'aimerai d'autant plus à me trouver surpris  Des malheurs qu'on veut que j'en craigne,  Que pour tout autre Objet n'ayant que du mépris,  L'amour que j'ai pour vous semble augmenter de prix,  Par les périls que je dédaigne.  Ce tendre emportement ne peut-il mériter  Que pour moi la pitié vous touche ?  N'adoucira-t-il point cette rigueur farouche,  Et quand un peu d'espoir commence à me flatter,  Ne sauriez-vous ouvrir la bouche,  Que ce ne soit pour me l'ôter ? "")","('#cadmus', ""Il ne faut plus que je diffère D'engager le Dieu Mars à calmer sa colère ; Si je puis l'adoucir, rien ne peut me troubler. Mes gens sont écartés, il faut les rassembler."")",0.34,Substitution
375,"('#circe', 'Joindre sans cesse outrage sur outrage !  Tombe la Foudre sur ces lieux,  Et puisse par un prompt ravage,  La flamme dévorant ce Palais à ses yeux,  Lui-même en même temps craindre et sentir ma rage ? ')",,1.0,Insertion
376,"('#silla', ""Ah, Prince, redoutez ce que peut faire son courroux,  Et voyez mieux ce que vous faites.  Ne l'entendez-vous pas dans son transport jaloux  Presser les Éléments... "")",,1.0,Insertion
377,"('#glaucus', ""Non, Madame, où vous êtes  Je ne vois, je n'entends que vous.  C'est l'effet de votre présence. "")",,1.0,Insertion
378,"('#circe', ""Quoi, la Terre, le Ciel, tout est sourd à mes cris ;  Et voyant à toute heure avorter ma vengeance,  L'Ingrat par de plus fiers mépris,  Triomphe de mon impuissance ?  Que me sert que du sang des Dieux  Avec éclat le Destin m'ait fait naître,  S'il me faut endurer qu'un lâche Audacieux  Confonde, en me bravant, la gloire de mon être ?  Mais de noires vapeurs obscurcissent les Cieux,  L'air se trouble, et pour moi ce sont d'heureux présages.  Soutenez mon espoir, Dieux, qui le connaissez.  On voit paraître en l'air plusieurs nuages ; qui s'étant ramassés pour enfermer Circé et Silla, leur donnent lieu à l'une et à l'autre de se dérober aux yeux de Glaucus. Ensuite le nuage s'ouvre et se dissipe des deux côtés du Théâtre. "")","('#arbas', ""Le Dragon assouvi de sang et de carnage, S'est enfin retiré dans quelque antre sauvage : Tout est calme en ces lieux, et je n'entends plus rien. Je sens revenir mon courage, Allons conter partout le trépas de mon maître Que je plains son funeste sort ! Allons, mais que vois-je paraître ! Le Dragon étendu ! Ne fait-il point le mort ? Non, je le vois percé, son sang coule, ah ! Le traître ! Je ne puis contre lui retenir mon courroux, Et je lui veux donner au moins les derniers coups. Arbas met l'épée à la main et va percer le Dragon, qui fait encore quelque mouvement qui oblige Arbas de retourner sur le devant du théâtre."")",0.0,Match
379,"('#glaucus', ""Qu'espérez-vous de ces Nuages  Dans l'air par le vent dispersés ?  Ce sont pour vous de faibles avantages ;  Mais tout_à_coup je les vois ramassés.  Ils renferment Silla. Madame,  Des Charmes de Circé n'ayez aucun effroi,  Son Art ne tient point contre moi.  Accordez seulement quelque espoir à ma flamme,  Et je dissiperai... Mais qu'est-ce que je vois ?  Le nuage s'ouvre, il s'envole,  Et Silla, ni Circé... Quel pouvoir absolu  Rend le mien contre elle frivole ? "")",,1.0,Insertion
380,"('#palemon', 'Pour cette fois vous manquez de parole,  Et la Magie a prévalu. ')",,1.0,Insertion
381,"('#glaucus', 'Dorine. ')",,1.0,Insertion
382,"('#dorine', ""Qui d'un mot fait descendre les nues,  A quelque pouvoir dans son Art. "")",,1.0,Insertion
383,"('#glaucus', ""Vois ce qu'elles sont devenues. "")",,1.0,Insertion
384,"('#dorine', ""Je vais chercher Circé ; mais à parler sans fard,  Ses vengeances me sont connues,  Vous y passerez tôt ou tard.  L'Amour seul vous en peut défendre.  Je vous en donne avis, c'est à vous d'y songer. "")","('#premier-prince-tyrien', ""Quoi l'épée à la main ! Que faut-il entreprendre ?"")",1.42,Substitution
385,"('#glaucus', ""Si jusque sur Silla sa fureur s'ose étendre...  Ciel ! "")",,1.0,Insertion
386,"('#palemon', 'Vous deviez la ménager. ')",,1.0,Insertion
387,"('#glaucus', ""Sa retraite n'est point un effet de ses Charmes.  Si par l'air à sa suite un chemin s'est ouvert,  C'est un Dieu contre moi qui lui prête des armes,  Je ne l'ai que trop découvert. "")",,1.0,Insertion
388,"('#palemon', ""Tant pis si quelque Dieu la sert,  J'en prendrais encor plus d'alarmes. "")","('#deuxieme-prince-tyrien', 'De quel péril es-tu pressé ?')",1.01,Substitution
389,"('#glaucus', ""Tu me verrais inquiété  De voir agir la suprême Puissance,  Si je n'avais quelque assurance  D'avoir Divinité contre Divinité.  Vénus hait le Soleil, et prendra ma défense.  La voici qui paraît au milieu des Amours.  Venez, et par vos chants rendez-la moi propice,  Vous dont ici la voix m'est un charmant secours  Pour adoucir l'ennui qui cause mon supplice.  Viens, ô Mère d'Amour, viens recevoir nos veux,  C'est toi qui nous fait vivre heureux,  Par les biens qu'à chérir le bel âge convie.  Tu disposes nos coeurs à se laisser charmer,  Et sans le doux plaisir d'aimer,  Est-il de beaux jours dans la vie ?  Ici on voit descendre Vénus dans son Palais, dont l'Architecture est composée et ornée de quantité d'Amours qui soutiennent la Corniche. Ils sont de marbre blanc jusqu'au milieu du corps, dont le bas se forme en Fleurons d'or, et se termine en Consoles enrichies d'ornements aussi d'or. Ils portent sur leurs têtes des Paniers de Fleurs, d'où pendent de grands Festons qu'ils retiennent avec leurs mains, en sorte qu'ils retombent entre les feuillages de leurs queues, et font une chute sur la Console. Le piédestal se trouve directement dessous, orné de Panneaux d'azur veiné d'or. De grands Festons de fleurs tombent du milieu des frises, dans lesquelles d'espace en espace sont peints des coeurs percés de flèches, avec des carquois et d'autres ornements. L'Optique représente deux Amours de même symétrie que les autres avec un Berceau soutenu par quatre Amours en forme de Termes qui le supportent. Il est fait de Feuillages et de Jasmins, au milieu desquels on voit une Table de marbre blanc, remplie de Corbeilles de Fleurs, et de Vases. Tandis que Vénus descend dans ce magnifique Palais, On chante les Paroles suivantes.  CHANSON. "")","('#les-deux-princes-tyriens', 'Nous aurons soin de te défendre.')",1.33,Substitution
390,"('#glaucus', ""Déesse, à qui ma flamme a toujours eu recours,  Vois ma peine, et daigne accorder ton secours.  Comme Dieu de la Mer j'ai sujet de l'attendre  De celle à qui les eaux ont servi de Berceau.  Ainsi toujours de quelque encens nouveau  L'odeur sur tes Autels soit prête à se répandre.  Par un pouvoir du mien victorieux,  Silla qui m'a coûté les plus tendres hommages,  À peine a paru dans ces lieux,  Que l'air s'est couvert de nuages,  Qui l'ont dérobée à mes yeux.  Où Circé la tient-elle ? Apprends-le moi, de grâce,  Et sois favorable à mes voeux. "")",,1.0,Insertion
391,"('#venus', ""Le Soleil de sa Fille a soutenu l'audace,  Mais, Glaucus, persévère, et malgré la disgrâce  Qui semble attachée à tes feux,  Sors du trouble qui t'embarrasse.  De ces Amours que j'ai fait suivre exprès,  Ici de tous côtés la Troupe répandue  Aux desseins de Circé veillera de si près,  Qu'en vain elle croirait échapper à leur vue.  Amours, séparez-vous autour de ce Palais,  Et pénétrez si bien les lieux les plus secrets,  Qu'à Glaucus Silla soit rendue.  C'est tout ce que je puis pour remplir tes souhaits.  Les Amours s'envolent de tous côtés, et Vénus remonte dans son Globe. "")",,1.0,Insertion
392,"('#glaucus', ""C'en est assez, Déesse, et je ne dois rien craindre,  Puisque enfin ta bonté s'intéresse pour moi.  Suis-moi, viens. "")","('#arbas', 'Vous venez un peu tard, le péril est passé.')",1.66,Substitution
393,"('#palemon', ""À ce que je vois,  Vous croyez n'être plus à plaindre ;  Tout vous rit, et Vénus qui jamais ne sut feindre,  Vous a parlé de bonne foi ? "")","('#les-deux-princes-tyriens', ""Que voyons nous ! Qui l'eût pû croire ? Quoi le Dragon est abbattu !"")",2.0,Substitution
394,"('#glaucus', ""Oui, je cède à l'espoir qu'elle vient de me rendre.  Après ce qu'elle a dit, ce serait l'offenser,  Que de songer à m'en défendre. "")",,1.0,Insertion
395,"('#palemon', ""Je crois qu'il en faut tout attendre ;  Mais fût l'amour tout prêt à vous récompenser,  C'est courir longtemps sans rien prendre,  Et la peine au plaisir me ferait renoncer. "")","('#arbas', 'Nous en avons sans vous remporter la victoire.')",1.08,Substitution
396,"('#asterie', 'Te rencontrer ici ! Ma surprise est extrême.  Que cherches-tu dans ces lieux écartés ? ')","('#premier-prince-tyrien', 'As-tu suivi Cadmus ?')",1.28,Substitution
397,"('#palemon', ""L'Amour tient-il en place ? Il va de tous côtés.  Je suis pour tes beaux yeux ce que tu fais, je t'aime,  Et dans l'heur de te voir, ces bois inhabités,  Pour peu que tu fusses de même,  Auraient pour moi mille beautés.  Mais toi, quel est le sujet qui t'attire  Dans cet abandonné séjour ? "")","('#deuxieme-prince-tyrien', 'As-tu part à sa gloire ?')",0.49,Substitution
398,"('#asterie', ""Je cherche Mélicerte, à qui sur son amour  J'ai pour Circé deux mots à dire.  Du Palais, mais en vain, j'ai fait déjà le tour ;  Et comme un Amant qui soupire  Assez souvent fuit le grand jour,  J'ai cru, pour conter son martyre,  Qu'il serait à ce Bois venu faire sa Cour. "")","('#arbas', ""Eh, nous n'étions pas loin quand il a combattu."")",1.74,Substitution
399,"('#palemon', ""Circé vient d'attraper mon Maître.  À silla devant elle il peignait son tourment,  Quand à mes yeux en un moment  L'une et l'autre a su disparaître. "")",,1.0,Insertion
400,"('#asterie', ""Qu'il y songe, à la fin lui-même y sera pris.  Il est jeune, bien fait, et ce serait dommage,  Que faute de vouloir déguiser le mépris  Où Silla pour Circé l'engage,  Il se laissât changer en quelque vieux Loup gris,  Dont peut-être il jouera bientôt le personnage. "")",,1.0,Insertion
401,"('#palemon', ""Que veux-tu ? C'est un Éventé  Qui ne croit jamais que sa tête.  Pour retrouver Silla dont il est la conquête,  En cent lieux différents j'ai déjà fureté,  Et tandis qu'en ce Bois j'en viens faire l'enquête,  Il la cherche de son côté.  Ne me diras-tu point où Circé l'a cachée ? "")",,1.0,Insertion
402,"('#asterie', ""Mon âge incompatible avecque le secret,  Du conseil de Circé m'a toujours retranchée.  Je parais étourdie, et puis l'être en effet.  C'est un malheur pour moi, mais j'aurais grand regret,  Si la discrétion aux ans est attachée,  D'avoir l'esprit moins indiscret. "")",,1.0,Insertion
403,"('#palemon', ""Fort bien ; quoique les ans donnent de la sagesse,  Tu n'as point hâte de vieillir. "")",,1.0,Insertion
