quinault-cadmus-hermione,quinault-isis,Score
-,"('#io', ""Mon coeur en votre présence Fait trop peu de résistance  Contentez-vous, hélas ! D'étonner ma constance, Et n'en triomphez pas."")",0.0
-,"('#jupiter', 'Et pourquoi craignez vous Jupiter qui vous aime ?')",0.0
-,"('#io', 'Je crains tout, je me crains moi-même.')",0.0
-,"('#jupiter', 'Quoi ! voulez vous me fuir')",0.0
-,"('#io', ""C'est mon dernier espoir."")",0.0
-,"('#jupiter', 'Écoutez mon amour.')",0.0
-,"('#io', 'Écoutez mon devoir.')",0.0
-,"('#jupiter', 'Vous avez un coeur libre et qui peut de défendre')",0.0
-,"('#io', 'Non, vous ne laissez pas mon coeur en mon pouvoir')",0.0
-,"('#jupiter', ""Quoi ! vous ne voulez pas m'entendre"")",0.0
-,"('#io', ""Je n'ai que trop de peine à ne le pas vouloir. Laissez-moi..."")",0.0
-,"('#jupiter', 'Quoi si tôt.')",0.0
-,"('#io', 'Je devais moins attendre; Que ne fuyais-je hélas ! Avant que de vous voir.')",0.0
-,"('#jupiter', ""L'amour pour moi me sollicite Et je vois que vous me quittez"")",0.0
-,"('#io', ""Le devoir veut que je vous quitte, Et je sens que vous m'arrêtez"")",0.0
-,"('#mercure', 'Iris est ici-bas et Junon elle-même  Pourrait vous suivre dans ces lieux.')",0.0
-,"('#jupiter', ""Pour la nymphe que j'aime Je crains ses transports furieux."")",0.0
-,"('#mercure', 'Sa vengeance serait funeste, Si votre amour était surpris.')",0.0
-,"('#jupiter', ""Va, prends soin d'arrêter Iris, Mon amour prendra soin du reste."")",0.0
-,"('#mercure', ""Arrêtez, belle Iris, différez un moment D'accomplir en ces lieux ce que Junon désire."")",0.0
-,"('#iris', ""Vous m'arrêtez vainement Et vous n'aurez rien à me dire."")",0.0
-,"('#mercure', ""Mais, si je vous disais que je veux vous choisir Pour attacher mon coeur d'une éternelle chaîne ?"")",0.0
-,"('#iris', 'Je vous écouterais peut-être avec plaisir, Mais je vous croirais avec peine.')",0.0
-,"('#mercure', ""Refusez vous d'unir votre coeur et le mien."")",0.0
-,"('#iris', ""Jupiter et Junon nous occupent sans cesse Nos soins sont assez grands sans que l'amour nous blesse, Nous n'avons pas tous deux de loisir d'aimer bien."")",0.0
-,"('#mercure', 'Si je fais ma première affaire De vous voir et de vous plaire.')",0.0
-,"('#iris', 'Je ferai mon premier devoir De vous plaire et de vous voir.')",0.0
-,"('#mercure', ""Un coeur fidèle  A pour moi de charmants appas: Vous avez mille attraits, Vous n'êtes que trop belle: Mais je crains que vous n'ayez pas. Un coeur fidèle."")",0.0
-,"('#iris', ""Pourquoi craignez-vous tant Que mon coeur se dégage Je vous permets d'être inconstant, Sitôt que je serai volage."")",0.0
-,"('#mercure #iris', 'Promettez moi de constantes amours, Je vous promets de vous aimer toujours.')",0.0
-,"('#mercure', 'Que la feinte entre nous finisse')",0.0
-,"('#iris', 'Parlons sans mystère en ce jour;')",0.0
-,"('#mercure #iris', ""Le moindre artifice Offense l'amour."")",0.0
-,"('#iris', 'Quel soin presse ici-bas Jupiter de descendre.')",0.0
-,"('#mercure', 'Le seul bien des mortels lui fait quitter les cieux; Mais quel soupçons nouveau Junon peut elle prendre ? Ne suivrait elle pas Jupiter en ces lieux.')",0.0
-,"('#iris', ""Dans les jardins d'Hébé Junon vient de descendre."")",0.0
-,"('#mercure', ""Un nuage entrouvert la découvre à mes yeux ; Iris parle ainsi sans mystère ! C'est ainsi que je puis me fier à ta foi."")",0.0
-,"('#iris', ""Ne me reprochez pas que je suis peu sincère, Vous ne l'êtes pas plus que moi. Junon paraît au milieu d'un nuage qui s'avance."")",0.0
-,"('#mercure #iris', 'Gardez pour quelque autre Votre amour trompeur, Je reprends mon coeur,  Reprenez le vôtre.')",0.0
-,"('#iris', ""J'ai cherché vainement la fille d'Inachus."")",0.0
-,"('#junon', ""Ah ! Je n'ai pas besoin d'en savoir davantage, Non, Isis, ne la cherchons plus. Jupiter dans ces lieux m'a donné de l'ombrage, J'ai traversé les airs, j'ai percé le nuage Qu'il opposait à mes regards ; Mais en vain j'ai tourné les yeux de toutes parts, Ce Dieu par son pouvoir suprême M'a caché la nymphe qu'il aime, Et ne m'a laissé voir que des troupeaux épars ! Non, non, je ne suis pas une incrédule épouse Qu'un puisse tromper aisément; Voyons qui feindra mieux de Jupiter amant Ou de Junon jalouse. Il est maître des Cieux, la terre suit sa loi; Sous sa toute puissance, il faut que tout fléchisse; Mais puisqu'il ne prétend s'armer que d'artifice Tout Jupiter qu'il est, il est moins fort que moi. Dans ces lieux écartés, vois que la terre est belle."")",0.0
-,"('#iris', 'Elle honore son maître et brille sous ses pas.')",0.0
-,"('#junon', ""L'amour cet amour infidèle, Qui du plus haut des cieux l'appelle, Fait que tout lui rit ici-bas. Près d'une maîtresse nouvelle  Dans le fond des déserts, on trouve des appas. Et le ciel même ne plaît pas Avec une épouse immortelle."")",0.0
-,"('#jupiter', ""Dans les jardins d'Hébé vous deviez en ce jour  D'une nouvelle nymphe  Augmenter votre cour; Quel dessein si pressant dans ces lieux vous amène."")",0.0
-,"('#junon', ""Je ne vous suivrai pas plus loin. Je viens de votre amour Attendre un nouveau soin : Ne vous étonnez pas qu'on vous quitte avec peine, Et que de Jupiter on ait toujours besoin. Vous m'aimez, et j'en suis certaine."")",0.0
-,"('#jupiter', 'Souhaitez, je promets que vos voeux seront satisfaits.')",0.0
-,"('#junon', ""J'ai fait choix d'une nymphe et déjà la Déesse De l'aimable Jeunesse Se prépare à la recevoir; Mais je n'ose, sans vous, disposer de personne. Si j'ai quelque pouvoir, Je n'en prétends avoir Qu'autant que votre amour m'en donne Ce don de votre main me sera précieux."")",0.0
-,"('#jupiter', ""J'approuve vos désirs ; Que rien n'y soit contraire; Mercure ayez soin de lui plaire, Et portez à son gré, mes ordres en tous lieux; Que tout suive les lois de la reine des cieux."")",0.0
-,"('#iris #mercure', 'Que tout suive les lois de la reine des Cieux.')",0.0
-,"('#jupiter', ""Parlez, et qu'hautement votre choix se déclare."")",0.0
-,"('#junon', ""La nymphe qui me plaît ne vous déplaira pas, Vous ne verrez pas ici-bas De mérite plus grand ni beauté plus rare; Les honneurs que je lui prépare Ne lui sont que trop dûs, Enfin, Junon choisit la fille d'Inachus."")",0.0
-,"('#jupiter', ""La fille d'Inachus."")",0.0
-,"('#junon', ""Déclarez pour elle. Peut-on voir à ma suite une nymphe plus belle, Plus capable d'orner ma cour, Et de marquer pour moi,  Le soin de votre amour; Vous me l'avez promise et je vous le demande."")",0.0
-,"('#jupiter', ""Vous ne sauriez combler d'une gloire trop grande La nymphe que vous choisissez; Junon commande  Allez, allez, Mercure obéissez."")",0.0
-,"('#junon', 'Junon commande Allez, allez, Mercure obéissez.')",0.0
-,"('#hebe', ""Les plaisirs les plus doux Sont faits pour la jeunesse. Venez, venez jeux charmants, venez tous; Cardez vous bien d'amener avec vous La sévère Sagesse. Fuyez, fuyez, sombre tristesse Noirs chagrins, fuyez loin de nous Vous êtes destinés pour l'affreuse vieillesse Les plaisirs les plus doux Sont faits pour la jeunesse."")",0.0
-,"('#le-choeur', 'Les plaisirs les plus doux Sont faits pour la jeunesse. Les jeux, les plaisirs et les nymphes de Junon se divertissent par des danses et par des chansons, en attendant la nouvelle nymphe dont Junon vont faire choix.')",0.0
-,"('#deux-nymphes', ""Aimez, profitez du temps, Jeunesse charmante Rendez vos désirs contents. Tout rit tout enchante Dans les plus beaux ans: L'amour vous éclaire Marchez sur ses pas Cherchez à vous faire Des noeuds pleins d'appas. Que vous sert de plaire, Si vous n'aimez pas ?"")",0.0
-,"('#choeurs', ""Que ces lieux ont d'attraits ! Goûtons-en bien les charmes, L'Amour n'y fait jamais verser de tristes larmes Les soins et les alarmes,  N'en troublent point la paix. Jouissons dans ces retraites Des douceurs les plus parfaites; Suivez-nous, charmants plaisirs, Comblez tous nos désirs."")",0.0
-,"('#mercure', 'Servez, Nymphe, servez avec un soin fidèle, La puissante reine des Cieux. Suivez dans ces aimables lieux La jeunesse immortelle Tout plaît et tout rit avec elle. Hébé et les nymphes reçoivent Io.')",0.0
-,"('#hebe', ""Que c'est un plaisir charmant  D'être jeune et belle ! Triomphez à tout moment D'une conquête nouvelle. Que c'est un plaisir charmant  D'être jeune et belle !"")",0.0
-,"('#argus', 'Dans ce solitaire séjour Vous êtes sous ma garde, Junon vous y laisse: Mes yeux veilleront tour à tour Et vous observeront sans cesse.')",0.0
-,"('#io', ""Est-ce là le bonheur que Junon m'a promis. Argus apprenez-moi quel crime j'ai commis."")",0.0
-,"('#argus', ""Vous êtes aimable Vos yeux devaient moins charmer. Vous êtes coupable De faire trop aimer Ne me déguisez rien, de quoi m'accuse-t-elle Quelle offenses à ses yeux me rend si criminelle ? Ne pourrai-je apaiser son funeste courroux."")",0.0
-,"('#argus', ""C'est une offense cruelle De paraître belle À ses yeux jaloux L'amour de Jupiter a trop paru pour vous"")",0.0
-,"('#io', 'Je suis perdue, ô ciel ! si Junon est jalouse.')",0.0
-,"('#argus', ""On ne plaît guère à l'épouse Lorsqu'on plaît trop à l'époux. Vous n'en serez pas mieux d'être ingrate et volage Vous quittez un fidèle amant, Pour recevoir un plus brillant hommage Mais c'est un avantage Que vous payerez chèrement. J'ai l'ordre d'enfermer vos dangereux appas La Déesse se défend que vous voyez personne"")",0.0
-,"('#io', ""Aux rigueurs de Junon Jupiter m'abandonne. Non, non Jupiter ne m'aime pas."")",0.0
-,"('#hierax', ""La perfide craint ma présence Elle me fuit en vain et j'irai la chercher."")",0.0
-,"('#argus', 'Non !')",0.0
-,"('#hierax', 'Laissez moi lui reprocher  Sa cruelle inconstance')",0.0
-,"('#argus', 'Non, non, on ne la doit point voir')",0.0
-,"('#hierax', 'Quoi ! Junon me devient contraire ?')",0.0
-,"('#argus', ""L'ordre est exprès pour tous, perdez un vain espoir."")",0.0
-,"('#hierax', ""L'amitié fraternelle a si peur de pouvoir ?"")",0.0
-,"('#argus', ""Non, je ne connais plus ni d'ami, ni de frère, Je ne connais que mon devoir Laissez la nymphe en paix, Ce n'est plus vous qu'elle aime."")",0.0
-,"('#hierax', ""Quel est l'heureux amant qui s'en est fait aimer ? Nommez le moi."")",0.0
-,"('#argus', ""Tremblez à l'entendre nommer.  C'est un Dieu tout puissant, c'est Jupiter lui-même."")",0.0
-,"('#hierax', 'Ô Dieux !')",0.0
-,"('#argus', ""Dégagez vous d'un amour si fatal Sans balancer il faut vous y résoudre C'est un redoutable rival Qu'un amant qui lance la foudre."")",0.0
-,"('#hierax', ""Dieux tout puissants ! ah ! vous étiez jaloux De la félicité que vous m'avez ravie, Dieux tout puissants ! ah ! vous étiez jaloux De me voir plus heureux que vous. Vous n'avez pu souffrir le bonheur de la vie Et je voyais vos grandeurs sans envie. J'aimais, j'étais aimé.  Mon sort était trop doux."")",0.0
-,"('#argus', ""Heureux qui peut briser Qui peut briser sa chaîne Finissez une plainte vaine Méritez l'infidélité; Un coeur ingrat vaut-il la peine D'être tant regretté."")",0.0
-,"('#hierax #argus', 'Heureux qui peut briser Qui peut briser sa chaîne')",0.0
-,"('#argus', 'Liberté, liberté.')",0.0
-,"('#syrinx #choeurs', 'Liberté, liberté ! Une partie des nymphes dansent dans le temps que les autres chantent.')",0.0
-,"('#hierax #argus', 'Quelles danses ! quels chants et quelle nouveauté !')",0.0
-,"('#syrinx #choeurs', ""S'il est quelque bien au monde C'est la liberté."")",0.0
-,"('#hierax #argus', 'Que voulez-vous ?')",0.0
-,"('#choeur-des-nymphes', 'Liberté, liberté.')",0.0
-,"('#hierax #argus', ""Que voulez-vous ? il faut qu'on nous réponde."")",0.0
-,"('#syrinx #choeurs', ""S'il est quelque bien au monde, C'est la liberté."")",0.0
-,"('#mercure #choeurs-de-nymphes #bergers #satyres #sylvains', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté. Liberté, liberté"")",0.0
-,"('#mercure', ""De la Nymphe Syrinx l'on chérit la mémoire, Il en regrette encor la perte chaque jour; Pour célébrer une fête à sa gloire Ce Dieu lui même assemble ici sa cour Il veut que du malheur de son fidèle amour. Un spectacle touchant représente l'histoire"")",0.0
-,"('#argus', ""C'est un plaisir pour nous; poursuivez j'y consens Je ne m'oppose point à ces jeux innocents. Argus va prendre place sur un siège de gazon proche de l'endroit où Io est enfermée et fait planer Hiérax de l'autre côté."")",0.0
-,"('#mercure', ""Il donne dans le piège, achevez sans remise Achevez de surprendre Argus et tous ses yeux. Si vous tentez une grande entreprise, Mercure vous conduit, l'amour vous favorise Et vous servez le plus puissant des Dieux. Mercure, les berges, les satyres, et les sylvains rentrent derrière le théâtre."")",0.0
-,"('#syrinx', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté."")",0.0
"('#arbas #la-nourrice', ""Serons-nous dans le silence Quand on rit, et quand on danse : Les chagrins ont eu leur temps, Pour jamais le Ciel les chasse, Les plaisirs ont pris leur place ; Lorsque deux coeurs sont constants Tôt ou tard ils sont contents. Qu'il est doux quand on soupire, De sortir d'un long martyre : Les chagrins ont eu leur temps,  Pour jamais le Ciel les chasse, Les plaisirs ont pris leur place ;  Lorsque deux coeurs sont constants  Tôt ou tard ils sont contents. Des Amours font descendre du Ciel sous un espèce de petit pavillon, les présents des Dieux, attachés à des chaînes galantes. Les hamadriades et les suivants de Comus les portent aux deux époux, et forment une danse, où Charite mêle une chanson."")","('#syrinx', ""L'empire de l'Amour n'est pas moins agité Que l'empire de l'onde Ne cherchons point d'autre félicité Qu'un doux loisir dans une paix profonde S'il est quelque bien au monde  C'est la liberté. Liberté, liberté ! Dans le temps qu'une partie des Nymphes chante, le reste de la troupe danse."")",0.6535041928291321
"('#charite', ""Amants, aimez vos chaînes, Vos soins et vos soupirs ; L'Amour suivant vos peines, Mesure vos plaisirs. Il cause des alarmes, Il vend bien cher ses charmes ; Mais pour un si grand bien Tous les maux ne sont rien. Sans une aimable flamme La vie est sans appas ; Qui peut toucher une âme Qu'Amour ne touche pas ? Il cause des alarmes, Il vend bien cher ses charmes ; Mais pour un si grand bien Tous les maux ne sont rien. Tous les Dieux du Ciel et de la Terre recommencent à chanter : les hamadriades et les suivants de Bacchus continuent à danser ; et ce mélange de chants et de danses forme une réjouissance générale, qui achève la fête des noces de Cadmus et Hermione."")","('#deux-bergers', ""Quel bien devez-vous attendre Beautés qui chassez dans ces lieux Que pouvez-vous prendre Qui vaille un coeur tendre Soumis à vos lois ? Ce n'est qu'en aimant Qu'on trouve un sort charmant Aimez enfin à votre tour Il faut que tout cède à l'amour. Il sait frapper d'un coup certain Le cerf léger qui fuit en vain  Jusque dans les antres secrets Au fond des forêts  Tout doit sentir ses traits. Lorsque l'amour vous appelle, Pourquoi fuyez-vous ses plaisirs ? La Rose nouvelle N'en est que plus belle D'aimer les Zéphirs. Ce n'est qu'en aimant Qu'on trouve un sort charmant, Aimez enfin, à votre tour; Il faut que tout cède à l'amour : Il sait frapper d'un coup certain Le cerf léger qui fuit en vain : Jusques dans les antres secrets Au fonds des forêts, Tout doit sentir ses traits,"")",0.7786718606948853
