,biancolelli-ecole-galante,biancollelli-arlequin-gentilhomme,Cost,Operation Type
177,"('#leandre', ""Non, non, assurez-vous de ma persévérance ; Jusques à ce moment j'ai méprisé l'amour, Mais je vois qu'à ce Dieu chacun cède à son tour. Vous seule êtes l'objet de ma première flamme, Et vous avez enfin triomphé de mon âme : Pour vous faire échapper aux rigueurs du jaloux, Les plus affreux périls me sembleront trop doux,"")","('#arlequin', ""Pourquoi l'agacez-vous ? Vous savez qu'il est prompt,  Mettez là votre main, Madame la coquine. "")",0.69,Substitution
178,"('#argentine', ""Que mon sort serait beau, si vous étiez ; sincère ! Mais je n'ose penser..."")","('#isabelle', 'Laisse-moi. ')",1.24,Substitution
179,,"('#le-docteur', ""Comment donc vous faites la mutine  Obéissez, vous dis-je, et sans plus m'irriter... "")",1.0,Deletion
180,"('#leandre', ""N'en doutez point ma chère."")","('#isabelle', ""Enfin vous m'y forcer. "")",0.96,Substitution
181,"('#argentine', ""Hé bien, s'il est ainsi, je vous attends demain, Pour vous communiquer en secret mon dessein ; Ensemble nous prendrons des mesures certaines, Pour entrer dans vos fers, je briserai mes chaînes. Je crains que mon jaloux ne vous trouve en ce lieu, Il faut vous retirer."")","('#arlequin', 'Vous vous ferez frotter,  Et je vous donnerai ma foi sur les oreilles,  Ma charmante avec moi vous serez à merveilles  Je vous ferai porter les crochets quelquefois.  Beau-père, pouviez-vous faire un plus joli choix ?  Au Docteur.')",0.34,Substitution
182,"('#leandre', 'Vous me quittez.')","('#le-docteur', ""Vous êtes à présent le mari d'Isabelle,  Adieu pour un moment je vous laisse avec elle. "")",0.8,Substitution
183,,"('#arlequin', ""C'est agir prudemment. "")",1.0,Deletion
184,,"('#isabelle', ""Ô mortelles douleurs !  Devais-tu m'exposer à de nouveaux malheurs  C'est toi qui dans ce jour cause mon infortune.  À Arlequin."")",1.0,Deletion
185,,"('#arlequin', ""Ma mie en vérité ce discours m'importune.  Si vous continuez vous vous ferez rosser. "")",1.0,Deletion
186,"('#argentine', 'Adieu.')","('#isabelle', 'Infâme... ')",0.32,Substitution
187,"('#leandre', 'Déjà...')",,1.0,Insertion
188,"('#argentine', 'Dans un moment il doit ici se rendre ; Dites-moi votre nom.')",,1.0,Insertion
189,"('#leandre', ""On m'appelle Léandre."")",,1.0,Insertion
190,"('#argentine', ""C'en est assez, Léandre, il ne tiendra qu'à vous De posséder ma main en qualité d'époux."")","('#arlequin', ""Vous allez encore recommencer,  J'ai sur vous maintenant un pouvoir despotique  Vous pourriez à mes bras donner de la pratique,  Ainsi, ma chère femme, un peu plus de douceur  Là là, modérez-vous ma mignonne, mon coeur,  En voyant vos appas, l'eau me vient à la bouche,  Laissez-vous caresser, pourquoi cet air farouche ?  Ma belle crocheteuse allons-nous en coucher. "")",0.79,Substitution
191,"('#leandre', ""Ah ! Puisqu'à vous aimer mon coeur se détermine, Apprenez-moi du moins vôtre nom."")","('#isabelle', ""Quoi malheureux encore, ose-tu m'approcher ? "")",1.18,Substitution
192,"('#argentine', ""Argentine, Mon cher Léandre, adieu, j'attends vôtre retour, Songez au rendez-vous accordé par l'amour."")","('#arlequin', 'Un soufflet, finissons ce jeu de Comédie.  Adieu je me retire et je vous répudie. ')",0.98,Substitution
193,"('#leandre', ""Quel changement soudain ! je me vois sans défense, Qu'êtes-vous devenue heureuse indifférence ! Quoi l'amour à ses lois a soumis ma raison ! J'ai pris, je le vois bien, du goût à la leçon ; Et ce Dieu tout_à_coup s'est vengé sur moi-même, Du mépris que j'ai fait de son pouvoir suprême. "")","('#isabelle', ""Rien ne peut arrêter le torrent de mes pleurs  Venez, mon cher Léandre, apprendre mes malheurs,  Ce crocheteur a fait découvrir le mystère,  Il s'est sous votre habit, fait connaître à mon père,  Ayant trouvé sur lui la lettre de Damon,  Il a cru justement lui donner votre nom,  Le preant pour Léandre, Hélas ! Il m'a contrainte... "")",0.71,Substitution
194,"('#scaramouche', ""Préludez s'il vous plaît, Messieurs du Violon, Et faites de Musique un joli carillon. Les Symphonistes jouent une Ritournelle."")",,1.0,Insertion
195,"('#la-chanteuse', ""Un amant soumis à vos lois, Languit pour vous, belle Spinette ; Il brûle d'une ardeur parfaite, Et n'a pu faire un plus beau choix. Il cherche sans cesse à vous plaire. Ah ! daignez répondre à ses feux ! Si vous voulez le rendre heureux, Il n'aura plus de voeux à faire. "")","('#leandre', "". . . . . . N'ayez aucune crainte,  C'est Léandre qui doit être votre époux,  Rien ne peut à mon coeur ravir un bien si doux  Et puisque entre mes bras votre père vous livre,  Il faut sans balancer vous résoudre à me suivre  La fuite est nécessaire en cette extrémité. "")",0.5,Substitution
196,"('#le-docteur', 'Que font ces insolents plantez devant ma porte, Je veux les étriller, mais de la bonne sorte.')","('#isabelle', 'Je dois me conformer à votre volonté,  Répondre à vos désirs est ma plus chère envie,  Vous pouvez disposer de mon sort et de ma vie. ')",1.03,Substitution
197,"('#arlequin', ""Messieurs les amoureux, je vais vous régaler, Et bientôt de ces lieux vous faire détaler. Arlequin et le Docteur frappent sur tous les Valets qui se défendent, et font un, combat fort plaisant : le Docteur dans l'obscurité de la nuit frappe sur Arlequin, Arlequin en-fait de même, et après plusieurs lazzi entre Scaramouche, le Docteur, Arlequin, et les Valets, le premier Acte finit par uns Danse de quatre valets."")","('#scaramouche', 'Enfin vous prétendez Monsieur le spadassin,  Persévérer toujours dans ce noble dessein,  Où Diable voulez-vous mener cette femelle ?  Pour en être charmé la trouvez-vous si belle ?  Pour moi je la verrais du haut jusques au bas,  Que je ne serais point tenté de ses appas. ')",0.63,Substitution
198,"('#mezzetin', ""Vive le jus de la treille Pour dissiper le chagrin : Lorsque je tiens ma bouteille, Je goûte un heureux destin. J'aime mieux rougir ma trogne Qu'aimer un objet charmant : Rien n'inquiète un ivrogne, Et tout alarme un amant. Ma foi c'est un plaisir de chanter et de boire, Le joyeux Mezzetin en fait toute sa gloire ; Fi de ces amoureux languissants et transis, Qu'accompagnent toujours les peines, les soucis ; Pour moi, grâces au Ciel, je n'ai point le coeur tendre, Dans ses filets tendus l'amour ne peut me prendre : J'incague son pouvoir, je me ris de ses traits, Et le Cabaret seul a pour moi des attraits. Je m'enivre souvent, et je suis un bon drille, Je fume quelquefois, je joue à Briscambille ; En moi d'un bon grivois on peut voir le portrait, Je suis sur mon honneur un Lyonnais parfait. Je voudrais bien savoir où s'est fourré mon Maître... Mais le voici qui vient, et je le vois paraître."")","('#leandre', 'Monsieur le Précepteur finissez, je vous prie,  De pareils quolibets passent la raillerie. ')",0.7,Substitution
199,,"('#isabelle', ""Scaramouche n'est pas un garçon fort poli. "")",1.0,Deletion
200,,"('#scaramouche', ""C'est que je ne vois rien en vous de trop joli. "")",1.0,Deletion
201,,"('#isabelle', 'Monsieur, votre valet est prompt à la riposte. ')",1.0,Deletion
202,,"('#leandre', ""Il faut aller chercher une chaise de poste,  Car je veux l'enlever. "")",1.0,Deletion
203,,"('#scaramouche', 'Sans rien dire au Docteur.  Il pleure.')",1.0,Deletion
204,,"('#leandre', ""Scaramouche qu'as-tu ? "")",1.0,Deletion
205,"('#leandre', ""Étrange état d'un coeur que l'amour a soumis ! De trouver du repos il ne m'est plus permis."")","('#scaramouche', 'Je pleure son honneur  Qui ne reviendra pas sitôt de ce voyage,  Pacatroufe en chemin il va faire naufrage. ')",1.42,Substitution
206,"('#mezzetin', 'Monsieur...')","('#leandre', 'Pauvre fol ! ')",1.21,Substitution
207,,"('#scaramouche', 'Je vois bien que je perds mon latin,  Et vous ne voulez pas renoncer au butin,  Allons je vous suivrai par-delà la Turquie,  Partons. ')",1.0,Deletion
208,,"('#leandre', ""Va-t'en frapper à cette hôtellerie,  Madame y restera jusqu'à notre retour. "")",1.0,Deletion
209,"('#leandre', ""Loin de l'objet de ma nouvelle flamme Je ne puis vivre en paix, tout agite mon âme."")","('#isabelle', ""Cher Léandre jugez de mon parfait amour  Puisque sans consulter une austère sagesse  Je cède aveuglément à l'ardeur qui me presse. "")",0.67,Substitution
210,,"('#leandre', ""Rassurez-vous, Madame, et croyez qu'avec moi  Vous ne risquez rien. "")",1.0,Deletion
211,,"('#scaramouche', ""J'en jurerais ma foi  Mon maître est pour le moins sage comme une fille. "")",1.0,Deletion
212,"('#mezzetin', 'Monsieur...')","('#leandre', 'Frappe donc. ')",0.36,Substitution
213,,"('#scaramouche', 'Je commence à la trouver gentille,  Oh di casa ? ')",1.0,Deletion
214,,"('#pierrot', ""Claudine embrochez ce chapon,  Écumez la salade et plumez cet oignon,  Allez-vous-en compter avec ce Capitaine,  Scaramouche, bon jour, qu'est-ce qui vous amène.  En sortant et voyant Scaramouche."")",1.0,Deletion
215,"('#leandre', 'À le revoir je borne tous mes voeux, Et son aspect charmant peut seul me rendre heureux.')","('#scaramouche', ""Cette fille est charmante et vaut un million,  Je veux dans ton logis la mettre en pension.  C'est moi qui l'entretiens, soit dit en confidence.  Toujours pour mes plaisirs je fis de la dépense. "")",1.01,Substitution
216,"('#mezzetin', 'Monsieur...')",,1.0,Insertion
217,"('#leandre', ""Ah ! Mezzetin que j'ai d'inquiétude ! L'amour me fait souffrir le tourment le plus rude."")","('#pierrot', ""Elle le porte beau, c'est tout or et azur.  Ma foi si de mon fait je pouvais être sûr,  Je m'amuserais bien à lui conter fleurette,  Car tel que tu me vois j'aime un peu la grisette. "")",1.14,Substitution
218,"('#mezzetin', 'La soif me désespère et me fait enrager.')",,1.0,Insertion
219,"('#leandre', 'Je cherche un beauté... ')","('#leandre', 'Mon ami recevez cette Dame chez vous. ')",1.56,Substitution
220,"('#mezzetin', 'Moi je cherche à manger.')",,1.0,Insertion
221,"('#leandre', ""Non, rien n'est comparable aux attraits d'Argentine."")","('#pierrot', ""Scaramouche, morgué tu te gausses de nous,  Tu n'entretiens donc pas cette beauté friande,  Puisque c'est ce Monsieur qui me la recommande,  Serais-tu par hasard de profit avec lui. "")",1.71,Substitution
222,,"('#scaramouche', ""Oui nous nous relevons c'est son jour aujourd'hui,  Demain j'aurai le mien chacun a sa journée,  Nous nous accommodons. "")",1.0,Deletion
223,,"('#pierrot', ""L'affaire est bien menée. "")",1.0,Deletion
224,"('#mezzetin', ""Non, rien n'est plus charmant qu'une grande Cuisine."")",,1.0,Insertion
225,"('#leandre', 'Et le coeur le plus fier doit enfin lui céder.')","('#leandre', 'Entrez belle personne et comptez sur mon coeur. ')",0.87,Substitution
226,"('#mezzetin', ""Oui, je voudrais toujours m'emplir et me vider."")","('#isabelle', 'Puissent les justes Dieux couronner votre ardeur  Je vous attends Léandre avec impatience. ')",1.27,Substitution
227,"('#leandre', 'Que dis-tu, Mezzetin, et quel est ce langage ?')",,1.0,Insertion
228,"('#mezzetin', ""Pour moi le mot d'amour est un sensible outrage, Parlez plutôt de boire, est-il rien de plus doux Qu'un son harmonieux d'agréables glouglous ? Rien ne peut approcher de cette mélodie."")","('#leandre', 'Scaramouche suis-moi. ')",1.42,Substitution
229,,"('#scaramouche', ""Partons en diligence.  Isabelle entre avec Pierrot dans l'Hôtellerie."")",1.0,Deletion
230,"('#leandre', ""Je croyais sans aimer passer toute ma vie ; Mais depuis que j'ai vu l'objet qui m'a charmé, Mon coeur indifférent s'est d'abord enflammé : Pour ne pas l'adorer ma Maîtresse est trop belle, Je dois dans un moment m'introduire chez elle ; Tu pourrais interrompre un si doux entretien, Retire-toi d'ici."")","('#le-docteur', ""Géronte cette fois ne sera pas content,  Mais lui-même à ma place en aurait fait autant,  Seul avec Isabelle ayant surpris Léandre,  Je crois que c'est ainsi que je devais m'y prendre,  Jusques au fond du coeur ce trait m'avait percé,  Il fallait satisfaire à l'honneur offensé  Ce parti pour ma fille est d'un grand avantage,  Et je me sais bon gré qu'il lui tombe en partage,  D'Octave je saurai bientôt me dégager  Et Géronte sur lui peut se dédommager,  Je vais lui raconter toute cette aventure,  Et de mon procédé je crains peu qu'il murmure.  Il frappe chez Géronte."")",0.19,Substitution
231,"('#mezzetin', ""Ma foi je le veux bien ; Vous n'avez qu'à jaser, et conter la fleurette, Moi, je vais chez Muri boire la chopinette. Il s'en va."")","('#geronte', ""Ah c'est vous chez moi, quel plaisir de vous voir,  Souffrez que je m'acquitte ici de mon devoir,  En vous remerciant de la tapisserie... "")",0.9,Substitution
232,"('#leandre', ""Voici l'heure, je pense, où je dois lui parler. Je suis bien amoureux, à ne le point celer ! Parbleu, c'est tout de bon ; mais j'aperçois mon maître. Comment, cher Arlequin, pourrai-je reconnaître Votre bonté pour moi, vos soins officieux ? Il court au-devant d'Arlequin, et l'embrasse."")","('#le-docteur', 'Fi donc ne parlez point de cela, je vous prie,  Je viens vous révéler des secrets importants,  Vous serez étonné... ')",0.53,Substitution
233,"('#arlequin', ""Croyez, mon cher enfant, que j'ai fait de mon mieux : Avez-vous profité d'une leçon fi belle ? Vous étiez à l'amour terriblement rebelle."")","('#geronte', 'Parlez je vous entends. ')",1.11,Substitution
234,,"('#le-docteur', ""De retour au logis j'ai trouvé votre gendre,  Caché derrière un lit. "")",1.0,Deletion
235,,"('#geronte', 'Vous parlez de Léandre ? ')",1.0,Deletion
236,"('#leandre', ""Ami, ce temps n'est plus, mon coeur est bien changé, Et dans d'aimables fers il se trouve engagé. J'ai suivi bien à point vôtre douce maxime : C'était contre l'amour commettre un trop grand, crime, Que de ne pas céder à des appas vainqueurs, Et je suis revenu de mes vaines erreurs."")","('#le-docteur', ""Justement à ma fille il faisait les yeux doux,  Et voulait profiter je crois du rendez-vous,  Léandre lui parlait, jugez de ma surprise,  Je me suis récrié contre son entreprise,  Mais enfin il fallait effacer ce forfait,  En cette occasion, cher ami, qu'ai-je fait ?  J'ai contraint le galant à devenir mon gendre,  D'épouser Isabelle, il n'a pu se défendre  Si vous eussiez été de la sorte insulté  Je crois qu'en pareil cas vous m'eussiez imité. "")",0.28,Substitution
237,"('#arlequin', ""Ah ! que j'en suis ravi, voila ce qui s'appelle, À voir un écolier et soumis, et fidèle ; Je suis trop satisfait que ma sage leçon Ait fait en peu de temps un élève si bon.  Çà ne me cachez rien, la belle s'est rendue ? Parlez, qu'avez-vous fait depuis nôtre entrevue ?"")","('#geronte', ""À quoi bon plaisanter, Docteur, c'est assez rire,  Léandre est-il ici ? "")",1.35,Substitution
238,"('#leandre', ""J'ai d'abord pratiqué ce que vous m'avez dit : Vos préceptes étaient gravez dans mon esprit. Ainsi je ne pouvais qu'à mon grand avantage Appliquer la leçon que j'ai mise en usage. Un objet tout charmant s'est offert à mes yeux, Cette jeune beauté loge prés de ces lieux, Elle est, je l'avouerai, tout à fait engageante ; La Belle a répondu sans peine à mon attente, Pour la mieux amorcer j'ai d'abord employé, Les soupirs, les regards, je n'ai rien oublié : Enfin dans un moment je dois entrer chez elle."")","('#le-docteur', ""Tenez vous pouvez lire,  Vous connaîtrez par là si j'ai tort ou raison,  C'est la lettre d'avis que vous écrit Damon. "")",1.14,Substitution
239,"('#arlequin', 'Dites-moi donc comment le nomme cette belle.')","('#geronte', ""Je vous plains, mais enfin ce n'est pas là mon compte,  Léandre m'a promis... "")",1.64,Substitution
240,"('#leandre', 'Son nom est Argentine.')","('#le-docteur', ""Point de courroux Géronte,  Il m'a déshonoré. "")",1.68,Substitution
241,,"('#geronte', 'Que veut dire ceci,  Mais ne puis-je le voir ? ')",1.0,Deletion
242,"('#arlequin', 'Ha ! Que me dites-vous ?')","('#le-docteur', 'Fort bien car le voici. ')",1.15,Substitution
243,"('#leandre', ""Elle est entre les mains d'un brutal, d'un jaloux Qu'elle ne peut souffrir, et que son coeur déteste."")","('#geronte', ""Vous m'avez fait, Monsieur, une sensible offense,  Vous me tiendrez parole, ou j'en aurai vengeance. "")",1.04,Substitution
244,,"('#arlequin', 'Que dit donc ce vieux fol ? Je ne le connais pas. ')",1.0,Deletion
245,,"('#le-docteur', ""C'est Géronte. "")",1.0,Deletion
246,,"('#arlequin', ""Ma foi j'en fais fort peu de cas. "")",1.0,Deletion
247,,"('#geronte', 'Vous devez épouser ma fille Léonore. ')",1.0,Deletion
248,,"('#arlequin', ""Il lui faudrait donner quelques grains d'ellébore,  Il en a grand besoin. "")",1.0,Deletion
249,"('#arlequin', ""Oh ! pour le coup j'en tiens, il m'a donné mon reste, L'ai-je bien entendu ? Peste de la leçon, Peut-être il s'est mépris, et quelle est sa Maison ?"")","('#geronte', ""Vous vous loquez de moi  Mais on n'abuse pas en vain ma bonne foi,  Votre père Damon... "")",0.85,Substitution
250,"('#leandre', ""C'est là."")","('#arlequin', ""Ah ! Le plaisant jocrisse,  Je n'ai jamais connu que ma mère nourrice,  Je suis du côté gauche, autrement dit bâtard,  Dans ce monde, dit-on, j'arrivai par hasard. "")",1.88,Substitution
251,,"('#geronte', ""Est-ce ainsi que s'explique un homme de naissance,  Un Gentilhomme... "")",1.0,Deletion
252,"('#arlequin', 'Vous vous trompez.')","('#arlequin', ""Moi, vous êtes en démence  Depuis quand, s'il vous plaît, Messieurs les crocheteurs,  Ont-ils été placés parmi les grands Seigneurs. "")",1.75,Substitution
253,,"('#le-docteur', 'Mon gendre entrez chez nous. ')",1.0,Deletion
254,"('#leandre', ""Non : c'est là sa demeure."")","('#geronte', ""Il n'est pas nécessaire,  Venez dans ma maison. "")",0.8,Substitution
255,"('#arlequin', ""C'est peut-être plus bas."")",,1.0,Insertion
256,"('#leandre', ""Non Monsieur, où je meure. C'est ici. Il touche avec la main la maison d'Argentine."")","('#arlequin', ""Y fait-on bonne chère,  J'irai... non je ne puis et j'en sais les raisons,  On fait chez le docteur d'excellents macarons,  Allons-y promptement. "")",1.6,Substitution
257,,"('#le-docteur', 'Entrez, Monsieur Léandre. ')",1.0,Deletion
258,,"('#geronte', ""Corbleu vous n'irez pas. "")",1.0,Deletion
259,"('#arlequin', ""Juste Ciel ! je n'en dois plus douter, Il a de me leçon su trop bien profiter. Ce Diable d'écolier en sait plus que le Maître."")","('#arlequin', ""Je ne puis m'en défendre  C'est lui qui le premier m'a voulu régaler,  Oh parbleu je suis las de me voir tirailler,  Laissez-moi donc vous dis-je. "")",0.91,Substitution
260,"('#leandre', ""Dans un moment j'espère encore la mieux connaître : Son jaloux est dehors, elle m'introduira Dans son appartement."")","('#geronte', ""Hé bien je vais sur l'heure  Vous faire préparer une bonne demeure.  Il sort."")",0.5,Substitution
261,"('#arlequin', ""Gare l'et cetera."")","('#le-docteur', 'Il enrage. ')",1.65,Substitution
262,,"('#arlequin', ""Cet homme a le cerveau gâté  Je veux aller chez vous j'y suis fort bien traité,  Préparez-moi, beau-père, une soupe au fromage,  Car selon mon avis, c'est le meilleur potage. "")",1.0,Deletion
263,"('#leandre', ""Si vous vouliez Monsieur pour couronner l'ouvrage, Entrer chez me Maîtresse, et voir si ce sauvage, N'est point dans le Logis, vous m'obligerez fort. Ne refusez donc pas de servir mon transport : Vous êtes si zélé, d'une humeur si traitable !"")","('#le-docteur', ""On va vous en faire une et chez moi mes valets  Vous serviront toujours au gré de vos souhaits.  Géronte vient avec des Archers,  leur montre Arlequin, les Archers veulent s'en saisir,  Arlequin se défend contre eux avec son coutelas ;  mais étant obligé à la fin de céder à la force,  il se laisse conduire en prison,  le Docteur se retire tout affligé. "")",0.68,Substitution
264,,"('#octave', 'Je te suis obligé, ma chère Colombine. ')",1.0,Deletion
265,,"('#mezzetin', ""Je suis, je l'avouerai content de sa cuisine,  Messieurs les marmitons ont bien fait leur devoir. "")",1.0,Deletion
266,"('#arlequin', ""Que j'ai lieu d'espérer... Ce serait bien le Diable, Cet ouvrage sans moi saura se terminer, Et vous allez, Monsieur, bien-tôt le couronner."")","('#colombine', ""Je me flatte Monsieur, que vous viendrez nous voir,  Mon vin est assez bon j'en ai quelque barrique,  N'accordez qu'à moi seule au moins votre pratique. "")",0.94,Substitution
267,"('#leandre', ""Quoi, vous ne voulez pas ? Votre refus m'offense."")","('#mezzetin', 'Je vous accorderai la mienne de bon coeur,  Pourvu que vous vouliez recevoir cet honneur  Ne me refusez point ma petite mignonne.')",0.9,Substitution
268,"('#arlequin', 'Non, ma foi, je ne puis le faire en conscience, Adieu.')",,1.0,Insertion
269,"('#leandre', 'Vous me quittez ; Ah ! restez en ces lieux, Pour voir.... ')","('#octave', ""J'ai vu dans ton logis une aimable personne,  Ne sais-tu point son nom ?"")",1.18,Substitution
270,"('#arlequin', ""Je ne suis pas à présent curieux. Ah ! Maudit écolier ! que la peste te crève. Qui l'eût jamais pensé : j'ai fait une bel élève ; Mais je veux à l'écart observer tout ceci. Il se retire."")","('#colombine', ""À vous parler sans fard,  On peut bien la nommer Madame du hasard,  Elle ne sent pas bon je le juge à la mine,  Je m'y connais un peu. "")",0.89,Substitution
271,"('#leandre', ""Qu'elle tarde à venir, juste Ciel ! La voici."")","('#mezzetin', ""La peste qu'elle est fine  Bien fol ferait celui qui voudrait s'y fier  Elle a l'odorat bon pour flairer le gibier,  Que je lui donnerais volontiers son décompte. "")",1.45,Substitution
272,,"('#octave', 'De grâce, enseignez-moi la maison de Géronte. ')",1.0,Deletion
273,"('#leandre', ""C'est donc vous ? Argentine, enfin vôtre présence Satisfait aux transports de mon impatience. Je vous vois, et je suis parfaitement heureux."")","('#colombine', 'La voici. ')",0.88,Substitution
274,,"('#octave', ""C'est assez j'y vais dans le moment. "")",1.0,Deletion
275,"('#argentine', ""Au plaisir d'être à vous je borne tous mes veux : Vous seul pouvez parer le coup qui me menace, Et me faire éviter une affreuse disgrâce ; Je ne puis consentir d'épouser un magot."")","('#colombine', 'Si je puis vous servir commandez librement. ')",0.95,Substitution
276,"('#arlequin', 'Comme elle me connaît ! Que je suis un grand sot ! Ne lui devrais-je pas donner une bourrade... Mais non : je suis poltron, et je crains la gourmade.')",,1.0,Insertion
277,"('#leandre', ""Oui, de vôtre jaloux je veux vous délivrer, Ma belle, c'est de quoi je puis vous assurer, Et les noeuds de l'hymen nous uniront ensemble. "")","('#mezzetin', 'Adieu belle traîteuse, hôtesse de mon âme. ')",0.93,Substitution
278,"('#argentine', ""Ciel ! S'il nous surprenait ! Ah ! Léandre je tremble..."")","('#colombine', 'Adieu le gros joufflu. ')",1.11,Substitution
279,,"('#mezzetin', 'Votre valet Madame.  Colombine rentre chez elle.')",1.0,Deletion
280,,"('#octave', 'Frappe à cette maison. ')",1.0,Deletion
281,,"('#mezzetin', ""Vous êtes dans l'erreur,  Que n'allez-vous plutôt chez M. le Docteur ? "")",1.0,Deletion
282,"('#leandre', ""Non, non, ne craignez rien, s'il troublait nos discours, Ce serait fait de lui j'abrégerais ses jours."")","('#octave', 'Non je veux avant tout chez Géronte me rendre,  [Pour] le voir de la part du père de Léandre. ')",1.59,Substitution
283,"('#arlequin', ""Oh ! vous pouvez parler avec toute assurance, Après l'avoir instruit, la belle récompense !"")","('#mezzetin', ""J'obéis. "")",1.42,Substitution
284,,"('#geronte', 'Que veut-on ? ')",1.0,Deletion
285,"('#argentine', 'Souhaitez-vous entrer ?')","('#mezzetin', 'Le patron du logis  Est-il ici, Monsieur ? ')",0.96,Substitution
286,,"('#geronte', ""Oui sans doute j'y suis. "")",1.0,Deletion
287,"('#arlequin', ""Eh non qu'il n'entre pas."")","('#mezzetin', ""Excusez je n'ai pas l'honneur de vous connaître  Vous êtes en ce lieu demandé par mon maître. "")",1.4,Substitution
288,,"('#octave', ""Avant que de partir pour me rendre à Lyon,  Un de vos bons amis que l'on nomme Damon,  Dont le fils, m'a-t-il dit, doit être votre gendre,  En arrivant ici m'a chargé de vous rendre  Cette lettre. "")",1.0,Deletion
289,"('#leandre', ""Belle, je ne veux point vous causer d'embarras, Je vais tout disposer pour nôtre mariage."")","('#geronte', ""Parbleu vous me faites honneur,  Et je serais content si j'avais le bonheur  De vous faire plaisir, je parle avec franchise,  Mais Monsieur, s'il vous plaît, permettez que je lise.  Vous venez épouser la fille du Docteur,  Il m'a pour cet hymen témoigné tant d'ardeur,  Que vous avez grand tort de l'avoir fait attendre.  Il lit la lettre après quoi il dit."")",0.69,Substitution
290,,"('#octave', 'Je dois aussi remettre une lettre à Léandre  Je ne le connais point. ')",1.0,Deletion
291,"('#arlequin', ""S'il veut nous nous mettrons tous les deux en ménage, Moi je l'aurai la nuit, et lui l'aura le jour."")","('#geronte', 'Entrez dans ma maison. ')",1.45,Substitution
292,,"('#octave', ""Je crains d'être incommode. "")",1.0,Deletion
293,,"('#geronte', 'Ah Monsieur sans façon. ')",1.0,Deletion
294,,"('#mezzetin', 'Ce vieillard est civil. ')",1.0,Deletion
295,"('#argentine', 'Léandre, au nom des Dieux, pressez vôtre retour, Puissent-ils protéger des ardeurs si fidèles !')","('#geronte', 'Entrez donc, je vous prie,  Et vous aussi, mon cher.  À Mezzetin.')",0.66,Substitution
296,,"('#mezzetin', 'Ah ! ')",1.0,Deletion
297,,"('#geronte', 'Sans cérémonie. ')",1.0,Deletion
298,,"('#le-docteur', ""Je ne puis revenir de mon étonnement :  Ciel ! Est-il pour un père un plus affreux tourment ?  Ma fille a déserté la maison paternelle  Tu formes le dessein, malheureuse Isabelle,  D'abandonner ainsi ton père, ton époux,  Sans craindre les effets de mon fuste courroux,  Ah ! Dans le désespoir qui pénètre mon âme,  Si le sort à mes yeux présentait cette infâme  Elle ressentirait ma fatale fureur,  Et je la livrerais à toute ma rigueur. "")",1.0,Deletion
299,"('#leandre', ""Ma chère, de l'amour j'emprunterai les ailes. Pour voler jusqu'à vous, et pour vous garantir..."")","('#geronte', ""Je reviendrai bientôt vous n'avez qu'à m'attendre.  Docteur ai-je bien reçu le beau Léandre,  Ma foi s'il ne se met bientôt à la raison,  Il risque de rester quelque temps en prison.  Mais qu'avez-vous ?  En voyant le Docteur."")",1.06,Substitution
300,"('#argentine', ""Ce n'est pas sans regret que je vous vois partir."")","('#le-docteur', ""Hélas je suis inconsolable,  Ma fille m'a quitté. "")",0.71,Substitution
301,,"('#geronte', 'Ce serait bien le diable. ')",1.0,Deletion
302,,"('#le-docteur', 'Je ne la trouve plus et sans doute elle est loin. ')",1.0,Deletion
303,,"('#geronte', ""D'un pareil contretemps, vous n'aviez pas besoin,  Car Octave est chez moi. "")",1.0,Deletion
304,,"('#le-docteur', ""Que dites-vous Géronte,  Cessez de m'imposer... "")",1.0,Deletion
305,,"('#geronte', ""Non ce n'est pas un conte.  Et mon ami Damon me l'a recommandé,  De ce que je vous dis soyez persuadé. "")",1.0,Deletion
306,,"('#le-docteur', 'Tâchez de découvrir où peut être Isabelle,  Et ne divulguez point cette triste nouvelle. ')",1.0,Deletion
307,"('#leandre', 'Tantôt de mon dessein vous serez mieux instruite Et nos amours auront une agréable suite.')","('#geronte', 'Croyez-moi, mon ami loin de vous alarmer,  En différents quartiers allez vous informer. ')",0.57,Substitution
308,"('#arlequin', ""Hé bien qu'en dirons-nous ! sont-ce là des chansons ! Non pas, voilà l'effet de mes belles leçons, Je m'en suis bien douté, quand cette matinée Je peignais avec soin me tête infortunée : Le peigne ne pouvait entrer dans mes cheveux, J'avais beau le pousser, et peigner de mon mieux, Quelque chose de dur lui faisait résistance ; Il faut pourtant avoir recours à la vengeance : Vite qu'un bon canon, une bombe, un mortier, Une carcasse, enfin un arsenal entier, Punisse ma carogne, et seconde ma rage, Quoi l'on me Vulcanise à la fleur de mon âge ? Ma foi, je suis bien fou de répandre des pleurs : Car si tous las Maris sujets à tels malheurs. Pleuraient amèrement pour pareilles alarmes On ne verrait ici que des yeux plein de larmes. Il pleure à sa manière. Il s'en va."")","('#le-docteur', ""Je ne veux épargner ni l'argent ni la peine,  Je vais tout de ce pas droit à la quarantaine,  Sous les Tillots, au Change, aux Cafés, aux Terreaux,  Dans la Traille, aux Faubourgs, à S[aint] Clair, aux Breteaux,  En un mot dans ces lieux si charmants à la vue,  Où l'on trouve toujours quelque fille perdue.  Il s'en va."")",0.74,Substitution
