quinault-comedie-sans-comedie,quinault-docteur-de-verre,Score
"('#marine', ""Loin d'être de retour, je ne suis pas sortie, Notre vieux radouteux a rompu la partie."")","('#marine', ""Loin d'être de retour, je ne suis pas sortie : Notre vieux radoteur a rompu la partie."")",0.9109753966331482
"('#isabelle', ""Qu'as-tu fait du billet ?"")","('#isabelle', ""Qu'as-tu fait du billet ?"")",0.9999999403953552
"('#marine', ""Par force il me l'a pris ; Mais grâces au secret que vous m'avez appris, J'en ai changé le sens quand il me l'a fait lire."")","('#marine', ""Par force il me l'a pris ; Mais, grâces au secret que vous m'avez appris, J'en ai changé le sens, quand il me l'a fait lire."")",0.9896605014801025
"('#isabelle', 'Ce succès me ravit.')","('#isabelle', 'Ce succès me ravit.')",1.0
"('#marine', ""Il n'est pas temps [de] rire ? Pour l'hymen du Docteur soyez prête à demain, C'est l'ordre du vieillard."")","('#marine', ""Il n'est pas temps de rire : Pour l'hymen du Docteur soyez prête à demain ; C'est l'ordre du vieillard."")",0.9263129234313965
"('#isabelle', ""C'est un ordre inhumain : Encor si je pouvais en avertir Tersandre !"")","('#isabelle', ""C'est un ordre inhumain. Encor si je pouvais en avertir Tersandre !"")",0.9809502363204956
"('#marine', ""Et quand il le saurait, qu'en pourriez-vous attendre ? Par le soin d'un amant on juge de son feu, Et puisqu'il vous néglige, il doit vous aimer peu."")","('#marine', ""Et quand il le saurait, qu'en pourriez-vous attendre ? Par le soin d'un amant on juge de son feu, Et puisqu'il vous néglige, il doit vous aimer peu."")",1.0000001192092896
"('#isabelle', ""Marine, à dire vrai, j'ai sujet d'être en doute !"")","('#isabelle', ""Marine, à dire vrai, j'ai sujet d'être en doute."")",0.9722501039505005
"('#marine', 'Parlons bas, certain cuistre approche et nous écoute.')","('#marine', 'Parlons bas : certain cuistre approche et nous écoute.')",0.9813297390937805
"('#isabelle', 'Que cherchez-vous ?')","('#isabelle', 'Que cherchez-vous ?')",0.9999999403953552
"('#tersandre', ""Beauté qui pouvez tout toucher, Ayant l'heur de vous voir je n'ai rien à chercher ! Le Docteur qui pour vous sent des peines mortelles M'envoie avecque soin savoir de vos nouvelles, Et vous souhaite un jour plus heureux et plus doux Que celui que l'amour lui prépare pour vous."")","('#tersandre', ""Beauté, qui pouvez tout toucher, Ayant l'heur de vous voir, je n'ai rien à chercher. Le Docteur qui pour vous sent des peines mortelles, M'envoie, avecque soin, savoir de vos nouvelles, Et vous souhaite un jour plus heureux et plus doux Que celui que l'amour lui prépare pour vous."")",0.9784793853759766
"('#marine', ""Pour un cuistre à mon gré ce n'est pas mal l'entendre."")","('#marine', ""Pour un cuistre, à mon gré, ce n'est pas mal l'entendre."")",0.972149133682251
"('#isabelle', 'Ou mes yeux sont déçus, ou je crois voir Tersandre.')","('#isabelle', 'Ou mes yeux sont déçus, ou je crois voir Tersandre.')",1.0
"('#tersandre', 'Vos beaux yeux sont toujours des témoins assurés, Et pour être déçus ils sont trop éclairés.')","('#tersandre', 'Vos beaux yeux sont toujours des témoins assurés ; Et, pour être déçus, ils sont trop éclairés.')",0.9822155237197876
"('#isabelle', ""Vous deviez m'avertir Tersandre : et sans rien feindre, De votre peu de soin j'ai sujet de me plaindre, Je vous ai soupçonné de quelque changement."")","('#isabelle', ""Vous deviez m'avertir, Tersandre; et, sans rien feindre, De votre peu de soin j'ai sujet de me plaindre : Je vous ai soupçonné de quelque changement."")",0.9776121377944946
"('#tersandre', ""Si j'ai changé pour vous, c'est d'habit seulement, Et l'Amour n'eut jamais, ô Beauté qui m'enflamme Causé ce changement s'il eût changé mon âme ; Sachant que le Docteur qui brûle de vos feux, À ses anciens valets en voulait joindre deux : Avec un de mes gens par d'heureuses pratiques, J'ai su rencontrer place entre ses domestiques."")","('#tersandre', ""Si j'ai changé pour vous, c'est d'habit seulement ; Et l'Amour n'eut jamais, ô Beauté qui m'enflamme, Causé ce changement, s'il eut changé mon âme. Sachant que le Docteur, qui brûle de vos feux, À ses anciens valets en voulait joindre deux, Avec un de mes gens, par d'heureuses pratiques, J'ai su rencontrer place entre ses domestiques."")",0.9885423183441162
"('#isabelle', 'Un tel succès plutôt me devait être appris.')","('#isabelle', 'Un tel succès plus tôt me devait être appris.')",0.9224393963813782
"('#tersandre', ""J'ai craint qu'en écrivant l'avis ne fut surpris. Le Docteur m'a d'abord mis dans sa confidence, Et le trouvant d'humeur propre à la défiance, J'ai troublé son esprit par un puissant soupçon ; Mais voici votre père ; il faut changer de ton."")","('#tersandre', ""J'ai craint qu'en écrivant l'avis ne fut surpris. Le Docteur m'a d'abord mis dans sa confidence ; Et, le trouvant d'humeur propre à la défiance, J'ai troublé son esprit par un puissant soupçon. Mais voici votre père ; il faut changer de ton."")",0.9968923330307007
"('#panfile', ""Pleurez ! Pleurez ma fille, en revenant du Temple On m'a dit un malheur qui n'eut jamais d'exemple ! Le Docteur perd pour vous l'honneur de ses vieux ans, Il a pris tant d'amour qu'il a perdu le sens : Il est frénésie et dans cette disgrâce, Soutient qu'il est de verre et craint qu'on ne le casse ; Mais quel est ce valet, qui ne m'est pas connu ?"")","('#panfile', ""Pleurez, pleurez, ma fille en revenant du Temple, On m'a dit un malheur qui n'eut jamais d'exemple. Le Docteur perd pour vous l'honneur de ses vieux ans, Il a pris tant d'amour qu'il a perdu le sens ; Il est en frénésie, et, dans cette disgrâce, Soutient qu'il est de verre, et craint qu'on ne le casse. Mais quel est ce valet, qui ne m'est pas connu ?"")",0.9839333295822144
"('#isabelle', 'De la part du Docteur il est ici venu.')","('#isabelle', 'De la part du Docteur il est ici venu.')",0.9999998807907104
"('#tersandre', ""Si je suis moniteur du morbe qui l'attaque Votre gener futur est hypocondriaque, Son esprit qu'Olympique on pouvait nominer, N'a plus la faculté de ratiociner."")","('#tersandre', ""Si je suis moniteur du morbe qui l'attaque, Votre gêner futur est hypocondriaque ; Son esprit, qu'olympique on pouvait nominer, N'a plus la faculté de ratiociner."")",0.970021665096283
"('#marine', 'Quel diantre de jargon !')","('#marine', 'Quel diantre de jargon !')",0.9999998211860657
"('#panfile', ""Sotte te veux-tu taire ? C'est ainsi qu'au collège on parle d'ordinaire : Je plains fort votre maître et l'irai visiter."")","('#panfile', ""Sotte ! Te veux-tu taire ! C'est ainsi qu'au Collège on parle d'ordinaire. Je plains fort votre maître, et l'irai visiter."")",0.9232998490333557
"('#tersandre', 'Plutôt dans votre dôme il le faut expecter, Avant que de Phoebus le Globe vivifique Soit prêt de perficer son cours hémisphérique, Malgré de son esprit la perturbation On fera de son corps ici translation.')","('#tersandre', 'Plutôt dans votre dôme il le faut expecter Avant que de Phoebus le globe vivifique Soit près de persicer son cours hémisphérique, Malgré de son esprit la perturbation, On fera de son corps ici translation.')",0.9789369702339172
"('#panfile', 'Mais quel est ce garçon ?')","('#panfile', 'Mais quel est ce garçon ?')",0.9999998807907104
"('#tersandre', ""C'est mon collègue intime, Dedans le famulat du Docteur clarissime."")","('#tersandre', ""C'est mon collègue intime, Dedans le famulat du Docteur clarissime."")",1.0
"('#panfile', 'Hé bien le Docteur...')","('#panfile', 'Hé bien ? Le Docteur...')",0.9031887054443359
"('#ragotin', 'Vient.')","('#ragotin', 'Vient.')",1.0
"('#panfile', 'Extravague-t-il ?')","('#panfile', 'Extravague-t-il ?')",1.0
"('#ragotin', 'Fort.')","('#ragotin', 'Fort.')",1.0000001192092896
"('#panfile', 'Mais quel est son mal ?')","('#panfile', 'Mais quel est son mal ?')",0.9999998211860657
"('#ragotin', 'Grand.')","('#ragotin', 'Grand.')",1.0
"('#panfile', ""Qu'en doit-on craindre ?"")","('#panfile', ""Qu'en doit-on craindre ?"")",1.0000001192092896
"('#ragotin', 'Mort.')","('#ragotin', 'Mort.')",1.0
"('#panfile', 'Quel discours !')","('#panfile', 'Quel discours !')",0.9999997019767761
"('#tersandre', 'La Formule en est fort ancienne, Jadis on la vocait Lacédémonienne.')","('#tersandre', 'La formule en est fort ancienne Jadis on la vocoit Lacédémoniome.')",0.8750505447387695
"('#marine', 'De tous les deux le bonhomme est dupé comme il faut.')","('#marine', 'De tous deux le bonhomme est dupé comme il faut.')",0.97536301612854
"('#panfile', 'Où ton Maître est-il ?')","('#panfile', 'Où ton maître est-il ?')",0.9507850408554077
"('#ragotin', 'Près.')","('#ragotin', 'Près.')",1.0000001192092896
"('#panfile', 'Quand le verrons-nous ?')","('#panfile', 'Quand le verrons-nous ?')",1.0
"('#ragotin', 'Tôt.')","('#ragotin', 'Tôt.')",0.9999996423721313
"('#panfile', ""Qu'entends-je monter ?"")","('#panfile', ""Qu'entends-je monter ?"")",1.0000001192092896
"('#ragotin', 'Lui.')","('#ragotin', 'Lui.')",1.0000001192092896
"('#marine', ""Je pense qu'il se raille, Il vient dans un panier enveloppé de paille ?"")","('#marine', ""Je pense qu'il se raille : Il vient dans un panier enveloppé de paille."")",0.9313513040542603
"('#le-docteur', ""Future épouse et vous beau-père proposé, Sachez que tout mon corps est métamorphosé. Que je suis à présent de l'ultime matière, Où se peut transmuer chaque corps sublunaire : Et qu'Amour dont toujours je me suis défié, M'a mis à si grand feu qu'il m'a vitrifié."")","('#le-docteur', ""Future épouse, et vous, beau-père proposé, Sachez que tout mon corps est métamorphosé ; Que je suis, à présent, de l'ultime matière Où se peut transmuer chaque corps sublunaire, Et qu'Amour, dont toujours je me suis défié, M'a mis à si grand feu qu'il m'a vitrifié."")",0.9834986329078674
"('#panfile', ""Vous n'êtes point de verre en vain vous nous le dites, Il n'en est rien."")","('#panfile', ""Vous n'êtes point de verre ; en vain vous nous le dites : Il n'en est rien."")",0.9064428806304932
"('#le-docteur', 'Vos yeux sont donc hétéroclites.')","('#le-docteur', 'Vos yeux sont donc hétéroclites ?')",0.9061052799224854
"('#panfile', 'Mais vous parlez encor ?')","('#panfile', 'Mais vous parlez encor ?')",0.9999999403953552
"('#le-docteur', ""Mes accents sont formés Par des esprits mouvants dans ce verre enfermés, Mon corps est résonnant, mais comme il est fort frêle Mes esprits s'enfuiront pour peu que l'on me fêle."")","('#le-docteur', ""Mes accents sont formés Par des esprits mouvants dans ce verre enfermés : Mon corps est résonnant ; mais, comme il est fort frêle, Mes esprits s'enfuiront pour peu que t'en me fêle."")",0.9568760991096497
"('#panfile', ""Pour vous tirer d'erreur je veux vous embrasser !"")","('#panfile', ""Pour vous tirer d'erreur je veux vous embrasser."")",0.9734932780265808
"('#le-docteur', 'Ah gardez-vous-en bien, ce serait me casser !')","('#le-docteur', 'Ah ! Gardez-vous-en bien ! Ce serait me casser.')",0.9737167954444885
"('#panfile', ""Souffrez qu'on vous détrompe !"")","('#panfile', ""Souffrez qu'on vous détrompe."")",0.9730846881866455
"('#le-docteur', ""Il n'est pas nécessaire, De ma fragilité durissime adversaire."")","('#le-docteur', ""Il n'est pas nécessaire, De ma fragilité durissime adversaire."")",1.0000001192092896
"('#panfile', 'Voyez...')","('#panfile', 'Voyez...')",0.9999998807907104
"('#le-docteur', ""Ah par le flanc il vient de me fêler ! L'humide radical par là va s'écouler."")","('#le-docteur', ""Ah ! Par le flanc il vient de me fêler ; L'humide radical par là va s'écouler."")",0.9697197675704956
"('#panfile', ""Mais vous n'êtes pas bien."")","('#panfile', ""Mais vous n'êtes pas bien."")",0.9999999403953552
"('#le-docteur', 'Je suis le mieux du monde.')","('#le-docteur', 'Je suis le mieux du monde.')",1.0
"('#panfile', 'Sortez.')","('#panfile', 'Sortez.')",1.0000001192092896
"('#le-docteur', 'Ah que plutôt Jupiter vous confonde.')","('#le-docteur', 'Ah ! Que plutôt Jupiter vous confonde !')",0.9335504174232483
"('#panfile', 'Laissez-moi faire.')","('#panfile', 'Laissez-moi faire.')",0.9999998807907104
"('#le-docteur', ""Hé quoi barbon pernicieux ! Si j'étais en morceaux en seriez-vous bien mieux ?"")","('#le-docteur', ""Hé, quoi ! Barbon pernicieux, Si j'étais en morceaux, en seriez-vous bien mieux ?"")",0.8985758423805237
"('#panfile', 'Mais Monsieur le Docteur !')","('#panfile', 'Mais, Monsieur le Docteur.')",0.9502288103103638
"('#le-docteur', ""Mais Monsieur mon beau-père ! N'approchez point de moi, vous ne sauriez mieux faire, Je suis déjà fêlé que voulez-vous de plus ?"")","('#le-docteur', ""Mais, Monsieur mon beau-père, N'approchez point de moi, vous ne sauriez mieux faire. Je suis déjà fêlé ; que voulez-vous de plus ?"")",0.9834378957748413
"('#panfile', ""Je veux guérir l'erreur dont vos sens sont déçus."")","('#panfile', ""Je veux guérir l'erreur dont vos sens sont déçus."")",1.0000001192092896
"('#le-docteur', ""Peste comme il me serre, ah le traître me brise ! Bourreau gendrifracteur apprends que j'agonise ! Il s'évanouit."")","('#le-docteur', ""Peste ! Comme il me serre ! Ah, le traître me brise ! Bourreau, gendrifracteur, apprends que j'agonise ! Il s'évanouit."")",0.9527028799057007
"('#tersandre', 'Dominé, dominé, procrastinez vos ans.')","('#tersandre', 'Dominé, Dominé, procrastinez vos ans.')",0.9625669121742249
"('#panfile', ""Qu'on apporte de l'eau pour rappeler ses sens, Son pouls qui meut encor fait voir qu'il reste en vie, Et que sa pamoison sera bientôt finie. Il reprend ses esprits de faiblesse accablés, Ses pas sont chancelants et ses regards troublés."")","('#panfile', ""Qu'on apporte de l'eau pour rappeler ses sens ! Son pouls qui meut encor fait voir qu'il reste en vie, Et que sa pâmoison sera bientôt finie. Il reprend ses esprits de faiblesse accablés ; Ses pas sont chancelants, et ses regards troublés."")",0.9676638841629028
"('#le-docteur', ""Mon Esprit spolié de son fourreau de verre, Se voit donc translaté dans l'infernale Terre : J'ai traité déjà le cocyte bourbeux, Et voici de Pluton le Palais ténébreux."")","('#le-docteur', ""Mon esprit, spolié de son fourreau de verre, Se voit donc translaté dans l'infernale terre J'ai trajeté déjà le Cocyte bourbeux, Et voici de Pluton le palais ténébreux."")",0.9389402270317078
"('#tersandre', 'Il croit être appulsé dans le règne des ombres.')","('#tersandre', 'Il croit être appulsé dans le règne des Ombres.')",0.9655040502548218
"('#le-docteur', ""Bons Dieux que cette plage étale d'objets sombres : Je n'incide partout que Larves, Diablotins, Follets, Ténébrions, Farfadets et Lutins. Bon, je cerne déjà Tantale enfanticide. La peste comme il baille, et comme il mâche à vide ! Que j'aime à l'aspicer, voulant gober souvent, Des fruits près de son nez ne gober que du vent ; Mâcheur infortuné qui n'a ni bien ni joie, Du séjour de Pluton enseigne-moi la voie : Quel est le chemin ? Il s'adresse à Ragotin."")","('#le-docteur', ""Bons Dieux ! Que cette plage étale d'objets sombres ! Je n'incide partout que Larves, Diablotins, Follets, Ténébrions, Farfadets et Lutins. Bon ! Je cerne déjà Tantale enfanticide. La peste ! Comme il bâille, et comme il mache à vide ! Que j'aime à l'aspicer, voulant gober souvent Des fruits près de son nez, ne gober que du vent ! Macheur infortuné, qui n'a ni bien ni joie, Du séjour de Pluton enseigne-moi la voie ? Quel est le chemin ?  Il s'adresse à Ragotin."")",0.9612837433815002
"('#ragotin', 'Long.')","('#ragotin', 'Long.')",1.0
"('#le-docteur', 'Que me diras-tu ?')","('#le-docteur', 'Que me diras-tu ?')",0.9999998211860657
"('#ragotin', 'Rien.')","('#ragotin', 'Rien.')",1.0
"('#le-docteur', 'Me veux-tu du mal ?')","('#le-docteur', 'Me veux-tu du mal ?')",1.000000238418579
"('#ragotin', 'Nul.')","('#ragotin', 'Nul.')",0.9999998807907104
"('#le-docteur', 'Mais me connais-tu ?')","('#le-docteur', 'Mais me connais-tu ?')",0.9999997615814209
"('#ragotin', 'Bien.')","('#ragotin', 'Bien.')",1.0
"('#le-docteur', ""Que m'estimes-tu ?"")","('#le-docteur', ""Que m'estimes-tu ?"")",1.0
"('#ragotin', 'Fol.')","('#ragotin', 'Fol.')",1.0
"('#le-docteur', 'Comment âme damnée, Ma sagesse par toi sera contaminée ! Et tu me répondras monosyllablement, Je te vais bien docer à jaser autrement.')","('#le-docteur', 'Comment, âme damnée, Ma sagesse par toi sera contaminée, Et tu me répondras monosyllabement ! Je te vais bien docer à jaser autrement.')",0.9703652262687683
"('#ragotin', ""Ah ! Monsieur le Docteur excusez je vous prie, Contre un de vos valets n'entrez point en furie : Je vivrai désormais respectueusement, Et répondrai toujours polysyllablement."")","('#ragotin', ""Ah ! Monsieur le Docteur, excusez, je vous prie ! Contre un de vos valets n'entrez point en furie : Je vivrai, désormais, respectueusement, Et répondrai toujours polisillabement."")",0.9252611398696899
"('#tersandre', ""Dominé, n'ayez point une anime inclémente."")","('#tersandre', ""Dominé, n'ayez point une anime inclémente."")",1.0000001192092896
"('#le-docteur', 'Je suivrai vos décrets inclite Rhadamante ! Mon sort dépend de vous Magistrat infernal ! Je salue en tremblant votre noir tribunal.')","('#le-docteur', 'Je suivrai vos décrets, inclyte Rhadamante. Mon sort dépend de vous, magistrat infernal ; Je salue, en tremblant, votre noir tribunal.')",0.9448546767234802
"('#ragotin', ""Faut-il jusqu'à ce point que votre esprit s'abuse ?"")","('#panfile', ""Faut-il jusqu'à ce point que votre esprit s'abuse ?"")",1.0000001192092896
"('#le-docteur', ""Ah Monseigneur Pluton je vous demande excuse ! Mon procédé sans doute a dû vous étonner, C'est devant vous d'abord qu'il se faut prosterner."")","('#le-docteur', ""Ah ! Monseigneur Pluton, je vous demande excuse ; Mon procédé, sans doute, a dû vous étonner : C'est devant vous d'abord qu'il se faut prosterner."")",0.9758751392364502
"('#isabelle', ""Reconnaissez Monsieur l'erreur qui vous domine."")","('#isabelle', ""Reconnaissez, Monsieur, l'erreur qui vous domine."")",0.9163296818733215
"('#le-docteur', 'Veuillez parler pour moi Madame Proserpine !')","('#le-docteur', 'Veuillez parler pour moi, Madame Proserpine.')",0.9608191251754761
"('#isabelle', 'Vous me connaissez mal ?')","('#isabelle', 'Vous me connaissez mal.')",0.8503519296646118
"('#le-docteur', ""Ne croyez pas cela, Jupiter n'est-il pas Monsieur votre papa ? Vous êtes de la Nuit la Déesse muante, Les charmes ont de vous leur force omnipotente : On vous offre des voeux sous les titres divers, De fille de la Terre et Reine des Enfers, Et Pluton fasciné de vos traits adorables, Vous emmena jadis par force à tous les diables."")","('#le-docteur', ""Ne croyez pas cela : Jupiter n'est-il pas Monsieur votre papa ? Vous êtes de la nuit la Déesse muante ; Les charmes ont de vous leur force omnipotente On vous offre des voeux sous les titres divers De fille de la Terre et Reine des Enfers ; Et Pluton, fasciné de vos traits adorables, Vous emmena jadis, par force, à tous les diables."")",0.981911838054657
"('#marine', ""Plutôt que de l'entendre, il le faudrait chasser."")","('#marine', ""Plutôt que de l'entendre, il le faudrait chasser."")",1.0
"('#le-docteur', ""Quoi ? Tu viens donc encor ici me traverser, Déesse de Discorde au crin serpentifère, Boute-feu, rabat-joie, exécrable Mégère, Maudit tison d'enfer !"")","('#le-docteur', ""Quoi ! Tu viens donc encore ici me traverser, Déesse de discorde au crin serpentifère, Boute-feu, rabat-joie, exécrable Mégère, Maudit tison d'enfer !"")",0.958594799041748
"('#marine', 'Comme il rouille les yeux ! Madame sauvez-moi de ce fol furieux !')","('#marine', 'Comme il roule les yeux ! Madame, sauvez-moi de ce fol furieux !')",0.863264262676239
"('#isabelle', 'Ne vous emportez pas.')","('#isabelle', 'Ne vous emportez pas.')",1.0000001192092896
"('#le-docteur', ""Soyez-moi donc propice ! Et je promets d'offrir ensuite en sacrifice Sur un autel qu'exprès je dresserai pour vous, Une vache bréhaigne avec deux hiboux."")","('#le-docteur', ""Soyez-moi donc propice Et je promets d'offrir ensuite en sacrifice, Sur un autel qu'exprès je dresserai pour vous, Une vache bréhaigne avecque deux hiboux."")",0.9833494424819946
"('#panfile', ""Combattre son erreur, c'est l'aigrir davantage, Tâchons en le flattant de le rendre plus sage."")","('#panfile', ""Combattre son erreur, c'est l'aigrir davantage Tâchons, en le flattant, de le rendre plus sage."")",0.98337322473526
"('#le-docteur', ""Hé bien après avoir longuement consulté, Mes Juges infernaux qu'avez-vous décrété ?"")","('#le-docteur', ""Hé bien, après avoir longuement consulté, Mes juges infernaux, qu'avez-vous décrété ?"")",0.9683518409729004
"('#panfile', ""Qu'il faut dans votre corps retourner sur la terre ?"")","('#panfile', ""Qu'il faut dans votre corps retourner sur la terre."")",0.8911104202270508
"('#le-docteur', ""Dans mon corps ; mais faut-il qu'il soit encor de verre ?"")","('#le-docteur', ""Dans mon corps ! Mais faut-il qu'il soit encorde verre ?"")",0.8348981142044067
"('#panfile', ""Non, il n'en sera plus."")","('#panfile', ""Non, il n'en sera plus."")",1.0
"('#le-docteur', 'Oserai-je en partant Vous consulter encor sur un point important ?')","('#le-docteur', 'Oserai-je, en partant, Vous consulter encor sur un point important ?')",0.8948788642883301
"('#panfile', 'Oui, parlez.')","('#panfile', 'Oui, parlez.')",0.9999999403953552
"('#le-docteur', ""Un vieillard d'humeur cacochymique Me défère en hymen sa géniture unique, Fille qui peut donner des passe-temps bien doux, Et qui me tente fort."")","('#le-docteur', ""Un vieillard d'humeur cacochymique Me défère en hymen sa géniture unique, Fille qui peut donner des passe-temps bien doux, Et qui me tente fort."")",1.0000003576278687
"('#panfile', 'Hé bien mariez-vous.')","('#panfile', 'Hé bien ! Mariez-vous.')",0.7555053234100342
"('#le-docteur', ""Mais si je marie, il faut quitter l'étude, En prenant femme, on prend beaucoup d'inquiétude, On est toujours troublé de nouveaux embarras, Cela m'effraye."")","('#le-docteur', ""Mais, si je me marie, il faut quitter l'étude. En prenant femme, on prend beaucoup d'inquiétude ; On est toujours troublé de nouveaux embarras : Cela m'effraye."")",0.9769142270088196
"('#panfile', 'Hé bien ne vous mariez pas.')","('#panfile', 'He bien ! Ne vous mariez pas.')",0.979172945022583
"('#le-docteur', ""N'étant point marié si quelque mal m'accable, Je serai spolié du soin considérable Qu'une femme se donne alors pour un époux. C'est ce que j'appréhende."")","('#le-docteur', ""N'étant point marié, si quelque mal m'accable, Je serai spolié du soin considérable Qu'une femme se donne alors pour un époux ; C'est ce que j'appréhende."")",0.9937055706977844
"('#panfile', 'Hé bien mariez-vous.')","('#panfile', 'Hé bien ! Mariez-vous.')",0.7555053234100342
"('#le-docteur', ""Mais si durant mon mal ma femme avec Tersandre, Certain Godelureau qui ne vaut pas le pendre, Loin d'avoir soin de moi souhaitait mon trépas, J'enragerais."")","('#le-docteur', ""Mais si, durant mon mal, ma femme avec Tersandre, Certain godelureau qui ne vaut pas le pendre, Loin d'avoir soin de moi, souhaitait mon trépas, J'enragerais."")",0.8881906867027283
"('#panfile', 'Hé bien ne vous mariez pas.')","('#panfile', 'Hé bien ! Ne vous mariez pas.')",0.9809049963951111
"('#le-docteur', ""Mais vivant ainsi seul je mourrai sans lignée, À qui pouvoir laisser ma richesse épargnée ; Prenant femme, il naîtra quelque héritier de nous, Et j'en serai bien aise."")","('#le-docteur', ""Mais, vivant ainsi seul, je mourrai sans lignée, À qui pouvoir laisser ma richesse épargnée Prenant femme, il naîtra quelqu'héritier de nous, Et j'en serai bien aise."")",0.9667852520942688
"('#panfile', 'Hé bien mariez-vous.')","('#panfile', 'Hé bien ! Mariez-vous.')",0.7555053234100342
"('#le-docteur', ""Mais étant marié, si comme il se peut faire, Des fils qui me viendront quelque autre était le Père, Et s'il fallait pourtant les avoir sur les bras ? J'en tiendrais."")","('#le-docteur', ""Mais, étant marié, si, comme il se peut faire, Des fils qui me viendront quelqu'autre était le père, Et s'il fallait pourtant les avoir sur les bras, J'en tiendrais."")",0.9194847941398621
"('#panfile', 'Hé bien donc ne vous mariez pas.')","('#panfile', 'Hé bien donc, ne vous mariez pas.')",0.992155909538269
"('#le-docteur', ""Cet ultime conseil est celui qu'il faut suivre, J'ai pour faire un bon choix trop peu de temps à vivre : Je suivrai donc l'hymen, Dieu du sombre Manoir, Je m'en retourne au monde, adieu jusqu'au revoir !"")","('#le-docteur', ""Cet ultime conseil est celui qu'il faut suivre. J'ai, pour faire un bon choix, trop peu de temps à vivre Je fuirai donc l'hymen, Dieu du sombre manoir Je m'en retourne au monde adieu ; jusqu'au revoir."")",0.9297645092010498
"('#panfile', ""Que l'on approche un siège, il retombe en faiblesse, Ma fille il ne faut plus croire que son mal cesse : J'aurai peine à trouver quelque parti pour vous, Que n'avez-vous Tersandre à présent pour époux : Fallait-il pour ce fol rebuter sa demande, L'intérêt me fit faire une faute si grande ; Mais le Docteur revient, écoutons ses propos."")","('#panfile', ""Que l'on approche un siège il retombe en faiblesse. Ma fille, il ne faut plus croire que son mal cesse J'aurai peine à trouver quelque parti pour vous. Que n'avez-vous Tersandre, à présent, pour époux ! Fallait-il, pour ce fol, rebuter sa demande ? L'intérêt me fit faire une faute si grande. Mais le Docteur revient ; écoutons ses propos."")",0.9764996767044067
"('#le-docteur', ""Pluton en soit loué, je suis de chair et d'os. Beau-père prétendu que Jupiter console, Cherchez un gendre ailleurs, je reprends ma parole : Le grand Dieux des Enfers dont je suis de retour, M'a donné ce conseil en me rendant le jour."")","('#le-docteur', ""Pluton en soit loué ! Je suis de chair et d'os. Beau-père prétendu, que Jupiter console, Cherchez un gendre ailleurs ; je reprends ma parole : Le grand Dieu des Enfers, dont je suis de retour, M'a donné ce conseil, en me rendant le jour."")",0.96660315990448
"('#panfile', 'Ah changez de discours !')","('#panfile', 'Ah ! Changez de discours.')",0.9740514159202576
"('#le-docteur', ""Je comprends vos pensées, Vous désirez savoir ce qu'aux Champs_Élysées ; Où je viens de passer j'ai récemment appris."")","('#le-docteur', ""Je comprends vos pensées :  Vous désirez savoir ce qu'aux Champs-Élysées, Où je viens de passer, j'ai récemment appris."")",0.958011269569397
"('#panfile', ""Ce n'est pas."")","('#panfile', ""Ce n'est pas..."")",0.7064210176467896
"('#le-docteur', ""Par ma foi vous en serez surpris, Plusieurs qui dans ce monde ont possédé l'Empire, Sont là dans un état qui vous ferait trop rire : Ninus l'usurpateur y racoustre des bas, Cambise le cruel vend de la mort aux rats : Xerxès le gras y vend des couennes de lard jaune, Crésus qui fut si riche, y demande l'aumône."")","('#le-docteur', ""Par ma foi ! Vous en serez surpris :  Plusieurs qui, dans ce monde, ont possédé l'Empire, Sont là dans un état qui vous ferait trop rire. Ninus l'usurpateur, y racoutre des bas ; Cambise, le cruel, vend de la mort aux rats ; Xerxès, le gras, y vent des couennes de lard jaune ; Crésus, qui fut si riche, y demande l'aumône."")",0.9501851201057434
"('#panfile', ""C'est..."")","('#panfile', ""C'est..."")",0.9999997615814209
"('#le-docteur', ""Ah ce n'est pas tout, Philippe le hâbleur Tire les cors des pieds, sans mal et sans douleur : Alexandre_le_Grand déniche des fauvettes, César le Vigilant est vendeur d'allumettes."")","('#le-docteur', ""Ah ! Ce n'est pas tout. Philippe, le hableur, Tire les cors des pieds, sans mal et sans douleur Alexandre-le-Grand déniche des fauvettes ; César, le vigilant, est vendeur d'allumettes."")",0.9118779301643372
"('#panfile', ""Ce n'est rien de cela que je voudrais savoir."")","('#panfile', ""Ce n'est rien de cela que je voudrais savoir."")",0.9999997615814209
"('#le-docteur', ""Quoi donc ? Si les savants ont là bien du pouvoir. Vous êtes curieux, il faut vous tout apprendre, Sachez donc qu'à présent le morne Anaximandre, Diogène le chien Ésope le velu, Aristote le bègue et Platon le rablu, Hérille l'affamé, le châtré Xénocrate, Épictète le gueux et le cornard Socrate, Qui n'eurent point ici grands biens ni grands honneurs, Au pays d'où je viens sont de fort grands Seigneurs. Êtes-vous satisfait ?"")","('#le-docteur', ""Quoi donc ? Si les savants ont là bien du pouvoir ? Vous êtes curieux il faut vous tout apprendre Sachez donc qu'à présent le morne Anaximandre, Diogène le chien, Ésope le velu, Aristote le bègue, et Platon le rablu, Hérille l'affamé, le châtré Xénocrate, Épictète le gueux, et le cornard Socrate, Qui n'eurent point ici grands biens ni grands honneurs, Au pays d'où je viens sont de fort grands Seigneurs. Êtes-vous satisfait ?"")",0.9910677671432495
