garnier-bradamante,la-calprenede-bradamante,Score
-,"('#renaud', ""Vous quereller ainsi, même devant le Roi,  C'est abuser vraiment d'une douceur extrême. "")",0.0
-,"('#aymon', 'Vous avez tout ouï, je en dis de même. ')",0.0
-,"('#renaud', ""Et les mêmes raisons qu'elle a dites ici,  Sauf ce que je vous dois, je vous les dis aussi. "")",0.0
-,"('#charles', ""C'est perdre trop de temps en des discours frivoles,  Je n'entends tous les jours que les mêmes paroles,  Aymon votre courroux va toujours trop avant. "")",0.0
-,"('#leon', ""Je dois pour m'acquitter mourir en le servant,  Et si j'ai dans mes voeux la fortune prospère,  Je le veux honorer comme mon propre père. "")",0.0
-,"('#aymon', ""Je soutiens votre droit avec trop de raison,  Et vous comblez d'honneur toute notre maison. "")",0.0
-,"('#leon', ""Doncques sur le pouvoir que l'Empereur nous donne,  Vous devez dans le champ comparaître en personne,  Je m'y rendrai demain au lever du soleil. "")",0.0
-,"('#bradamante', ""Et je veux, s'il se peut, prévenir son réveil,  Vous m'y verrez paraître, et si mal disposée,  Que vous en obtiendrez une victoire aisée.  Ayez soin toutefois d'être assez bien armé. "")",0.0
-,"('#leon', ""Je crains plus que vos mains ces yeux qui m'ont charmé. "")",0.0
-,"('#leon', ""Ce harnais vous sied bien, et le Dieu de la Thrace,  N'eût jamais sous l'armet une si bonne grâce ;  Après ces grands exploits dont mes yeux sont témoins,  J'ai sur votre valeur transporté tous mes soins.  Je tiens par ce moyen Bradamante conquise,  Et triomphe déjà d'une victoire acquise.  Ô vous, par qui le Ciel me la doit accorder,  S'il m'est encor permis de vous le demander,  Souffrez qu'encor un coup mon amour vous demande  Le pardon, que j'attends d'une faute si grande.  Et ne soupçonnez point par cette lâcheté,  Que je manque de coeur, comme de liberté.  Si d'autres ennemis appelaient mon épée,  Ou si pour vous servir elle était occupée,  Je fuirais ce qu'amour me fait faire aujourd'hui,  Et n'emprunterais point l'assistance d'autrui.  Cependant, cher ami, pardonnez à la crainte,  Dont je veux avouer que mon âme est atteinte.  Je crains pour Bradamante aussi bien que pour vous.  De grâce, retenez ces redoutables coups,  Vous en remporterez une parfaite gloire,  Si sans verser du sang vous avez la victoire.  Épargnez la beauté, le sexe et votre ami. "")",0.0
-,"('#roger', ""Se reposer sur moi seulement à demi,  C'est me désobliger pour une méfiance. "")",0.0
-,"('#leon', ""Et ce serait parler contre ma conscience,  Si je dissimulais que j'en ai du souci,  Que je tremble pour elle, et crains pour vous aussi.  Non que votre valeur se puisse mettre en doute :  Mais acheter mon bien par le prix qu'il me coûte.  Mon frère confessez que pour me secourir,  Je cherche des moyens. "")",0.0
-,"('#roger', ""Qui me feront mourir.  Si vous persévérez à vivre de la sorte,  C'est par trop relâcher d'une amitié si forte.  Et ces discours moqueurs, comme ils sont superflus,  Me feront croire enfin que vous ne m'aimez plus. "")",0.0
-,"('#leon', ""Oui, mais par ce soupçon vous vous rendez coupable,  Je veux qu'en un moment la fortune m'accable,  Que du plus haut sommet de ma prospérité,  Dans un gouffre de maux je sois précipité,  Que je perde à l'instant d'un heureux hyménée,  Cette félicité que vous m'aurez donnée,  Si je ne vous conserve une éternelle foi,  Si mon frère toujours ne m'est plus cher que moi :  Et si j'accepterais la meilleure fortune,  Que m'étant avec lui dorénavant commune,  Je dédaigne sans lui tous les plus grands honneurs,  Nous les posséderons avec tous mes bonheurs.  Et le Ciel dont je tiens un sceptre en héritage,  A laissé pour nous deux l'Orient en partage.  Cependant ce harnois vous déguise si bien,  Que mes plus familiers n'y reconnaîtront rien.  Ou si tous connaissaient à quel point je vous aime,  Sans doute ils vous prendraient pour un autre moi-même.  Mais l'heure du combat m'oblige à vous quitter,  Je perdrais trop de temps à vous solliciter.  Mon bien est assuré par des mains si vaillantes.  Adieu, pour me cacher je rentre dans mes tentes. "")",0.0
-,"('#roger', ""Des bords plus éloignés où le flambeau du jour,  Sorti de l'Océan recommence son tour,  Jusqu'aux flots reculés où sa clarté dévale,  Est-il une fortune à ma fortune égale ?  Malheureux si la terre en a jamais produit,  À quelle extrémité te trouves-tu réduit ?  C'est peu que tout le monde à ta perte conspire,  Que le Ciel avec lui s'unisse pour te nuire,  Que tous les éléments soient armés contre toi,  Comme contre un ingrat qui viole sa foi.  Si le Ciel pour montrer que sa haine est extrême,  N'armait ta propre main pour te perdre toi-même.  Oui, c'est le point qui reste à ton dernier malheur,  Que tu sois l'instrument de ta propre douleur.  Et tu périrais mal, si ta perte légère,  En pouvait accuser une cause étrangère.  Cette main, qui mes dieux, et mon Prince servant,  M'a des plus grands périls retiré si souvent :  De qui les actions partout victorieuses,  Aux yeux de tout le monde ont paru glorieuses,  Devait donc (destinée à ce fatal emploi) Traiter mes ennemis plus doucement que moi.  Malgré le souvenir de ma première flamme,  La traîtresse pourra s'armer contre mon âme.  Et toi coeur déloyal noirci de lâcheté,  Sont-ce là des effets de ta fidélité ?  Sont-ce là les serments que tu fis par ma bouche ?  Éclate et mets au jour le regret qui te touche,  Parais pour m'obliger à toi-même inhumain :  Mais non, tu dois mourir d'une plus belle main,  Puisque c'est Bradamante à qui je fais l'offense,  Bradamante elle-même en fera la vengeance.  C'est par ce seul moyen qu'il me faut acquitter,  Je trouve mon salut à me précipiter.  À voir d'un coup vengeur ma poitrine frappée,  Et recevoir la mort de sa fatale épée.  Je puis par ce moyen contenter mes désirs,  Et par un même sort venger ses déplaisirs.  Mais l'étrange malheur qui me poursuit encore !  Je trahis par ma mort un ami qui m'adore.  Désormais son salut ne dépend que de moi,  Et si je veux périr, je lui manque de foi.  Non je suis obligé de tenir ma parole,  Ma résolution inutile s'envole.  Et si par moi Léon ne la possède pas,  Je ne puis sans un crime avancer mon trépas.  Je dois faire pour lui tout ce qui m'est possible,  Après il n'est plus rien qui ne me soit loisible.  Et m'étant acquitté de ce que je lui dois,  Il me sera permis de mourir mille fois.  Pour lors je trouverai mon repos dans mes armes,  Pour lors le seul trépas aura pour moi des charmes,  Et dans mon dernier sort je serai bien heureux,  Que ma tragique fin m'acquitte à tous les deux. "")",0.0
-,"('#aymon', ""Puisque dans ce dessein vous êtes résolue,  Que vous prenez sur vous la puissance absolue,  Vous en ferez, Madame, à votre volonté.  Mais vous vous sou=viendrez que cette liberté,  Que cette folle amour qui vous rend méprisable,  De même en peu de jours vous rendra misérable.  Vous vous repentirez d'avoir désobéi,  Et vous regretterez qui vous aurez haï,  Alors que vous aurez plus d'esprit et plus d'âge,  Que vous vous guérirez de cette humeur volage,  Et qu'en vous la raison trouvera quelque part,  Vous voudrez un mari, mais il sera trop tard.  Tout le monde rira de vous vous délaissée,  Et vous soupirerez de votre erreur passée.  Vous aurez de la peine à trouver un époux,  Même votre Roger ne voudra plus de vous.  Je ne crois pas pourtant que ce discours vous touche,  Et principalement quand il vient de ma bouche,  Si votre conseiller vous en disait autant.  Mais je m'en vais trouver le Roi qui vous attend.  Armez-vous cependant de colère et de haine,  Vous serez plus vaillante, étant plus inhumaine.  C'est un trait de valeur de tuer un amant,  Par vos yeux, par vos mains, il mourra doublement.  Va tigresse, va monstre, horreur de la nature,  Veuille le Ciel sur toi venger ta propre injure,  Et pour te faire voir son pouvoir absolu,  Te perdre en ce combat, puisque tu l'as voulu.  Il s'en va."")",0.0
-,"('#renaud', 'Il faut laisser passer sa fougue accoutumée,  Enfin tout son courroux se résout en fumée.  Dans ses premiers transports il a beaucoup de feu :  Mais après tout, ma soeur, il vous nuira fort peu. ')",0.0
-,"('#bradamante', ""Avec votre support dont je suis consolée,  Ma résolution ne peut être ébranlée.  Il n'est point de tourment qui ne me soit léger,  Pourvu que votre humeur ne vienne à se changer,  Que vous n'embrasiez point le parti d'un avare. "")",0.0
-,"('#renaud', ""Vous devez avouer que votre humeur est rare,  Et qu'un aveuglement contre toute raison,  Vous fait appréhender un mal hors de saison.  Ne vous troublez-vous point d'une crainte frivole,  Sachant que le premier j'ai donné ma parole.  Que je vous engageai dans un si beau dessein,  Et que je vous ai mis cet amour dans le sein.  Non non, ma chère soeur, vivez toute assurée,  De la protection que je vous ai jurée :  Et que le Ciel, au cas que je fausse ma foi,  Fasse éclater bientôt sa colère sur moi.  J'aime votre repos, comme je le dois faire,  Outre que la vertu de Roger m'est si chère,  Que n'ayant d'autre but que votre commun bien,  L'intérêt de tous deux sera toujours le mien.  Et je tiendrais, ma soeur, pour un bonheur extrême,  S'il m'était accordé de combattre moi-même,  Tenir à ce besoin la place de l'absent :  Mais vous avez pour lui le bras assez puissant.  Votre rare valeur m'est assez bien connue,  Pour me faire espérer la victoire obtenue.  Si le contraire arrive, assurez-vous ma soeur,  Qu'il en sera bien tard paisible possesseur.  Et si vous ne vivez que dans cette pensée,  Je ne souffrirai point que vous soyez forcée.  Nous y pourrons pourvoir sans offenser le Roi.  En tous cas de ces soins reposez-vous sur moi,  Et soyez de ces soins un peu moins affligée. "")",0.0
-,"('#bradamante', 'Ah mon frère à quel point je vous suis obligée !  Si le Ciel me permet. ')",0.0
-,"('#renaud', ""N'allons pas plus avant. "")",0.0
-,"('#bradamante', 'Mon frère je voudrais mourir en vous servant. ')",0.0
-,"('#renaud', ""Je m'en vais vous quitter pour aller dans la place,  Où déjà pour vous voir tout le peuple s'amasse,  Toute la Cour attend ce qui réussira.  Quand il faudra venir on vous avertira. "")",0.0
-,"('#bradamante', ""Maintenant que je puis soupirer et me plaindre,  Et qu'aucune raison ne m'oblige de feindre,  Hipalque encore un coup que je t'ouvre mon coeur.  Mais ne me flatte plus d'un langage moqueur,  Puisque tu me trahis, me cachant ta pensée,  Confesse qu'à la fin cet ingrat m'a laissée,  Que toutes tes raisons ne le défendent pas,  Et que sa perfidie est digne du trépas,  Qu'il fait à son honneur une honteuse tache,  Et qu'on ne peut commettre une action plus lâche.  Les serments qu'il me fit, ceux qu'il reçut de moi,  Le Ciel qu'il appela pour témoin de sa foi,  Ces larmes, ces soupirs, ces promesses si saintes,  Dans l'âme d'un Roger être sitôt éteintes !  C'est ce que ta raison ne peut plus excuser,  Et tu te ferais tort de le favoriser,  Puisque son intérêt se mêle à mon injure,  Tu devrais la première accuser ce parjure.  Vu que ce déloyal t'abusa si souvent,  Et reput ton esprit de mensonge et de vent :  Toutefois, si tu peux, prends encore sa cause,  Pour le justifier invente quelque chose,  Et tu m'obligeras si mon esprit consent,  Après t'avoir ouïe, à le croire innocent :  Plût aux dieux qu'il le fût ! "")",0.0
-,"('#hipalque', ""S'il ne l'était, Madame,  Je serais la première à lui donner du blâme,  Et je le haïrais pour sa légèreté,  Comme je le défends pour sa fidélité.  Je connais trop Roger, et son âme est trop haute  Pour le simple soupçon d'une si noire faute,  Je sais bien que son coeur n'eut jamais tant d'amour,  Et que privé de vous il est privé du jour. "")",0.0
-,"('#bradamante', ""Si j'occupais encor un lieu dans sa pensée,  Sans en avoir sujet m'aurait-il délaissée ?  Et s'il me conservait quelque reste de foi,  Pourrai-il si longtemps vivre éloigné de moi ?  Maintenant qu'il sait bien que je suis tourmentée,  Qu'à son occasion je suis persécutée,  Que pour lui je rejette un Prince suppliant,  Et refuse pour lui l'Empire d'Orient. "")",0.0
-,"('#hipalque', ""Si sa profession n'obligeait son courage  Dans les occasions où son honneur l'engage,  Et si les Chevaliers ne devaient à clos yeux  Tenter à tous moments les périls glorieux,  Ce long retardement mettrait bien en peine :  Mais c'est quelque aventure, où son devoir le mène,  Ou quelque déplaisir, qui l'ont fait éloigner. "")",0.0
-,"('#bradamante', ""Mais pourquoi ce départ sans me le témoigner,  Sans me dire un adieu, qu'est-ce qui l'en dispense ? "")",0.0
-,"('#hipalque', ""On s'éloigne souvent beaucoup plus qu'on ne pense,  Et parfois on médite en voyage d'un jour,  Et les dieux à leur gré disposent du retour.  Quoi qu'il en soit, Madame, effacez cette crainte,  Dont sans aucun sujet je vois votre âme atteinte.  Assurez vos soupçons sur un bon fondement,  Et croyez que jamais vous ne perdrez amant.  Autrefois ce tyran de notre fantaisie  Travailla votre esprit par une jalousie,  Lorsque ceux d'Agramant (il m'en souvient assez)  Par votre belle main se virent renversés :  Et qu'une lance d'or fit voler sur la croupe  Des plus fiers Sarrasins une confuse troupe,  Votre coeur sans raison se voulut ressentir,  Mais Roger innocent vous en fit repentir. "")",0.0
-,"('#bradamante', ""Bien donc veuille le Ciel que tu sois véritable,  Je croirai pour te plaire une chose incroyable.  Mais je crains, le voyant si longtemps retenu,  Que quelque grand malheur ne lui soit advenu.  Possible à ce moment privé de la lumière,  Il me garde au tombeau son amitié première,  Puisque par mon feu je ne puis juger du sien,  On ne saurait tant vivre éloigné de son bien.  Non, quoique sa promesse, ou son honneur l'engage,  Il n'est rien qui le peut retenir davantage,  Et pour me voir encor il ferait un effort,  S'il n'était loin de nous, ou prisonnier, ou mort.  Hélas, s'il est ainsi, chère âme de mon âme,  Crois que je te conserve une immuable flamme,  Et que mort et vivant tu te peux assurer  D'une fidélité qui doit toujours durer.  Pour toi contre les miens je ferai des miracles,  Je forcerai pour toi toute sorte d'obstacle,  Pour toi tous mes amants seront mes ennemis,  Et me servant du droit que le Roi m'a permis, Paravant que la nuit nous ôte la lumière,  Ton rival passera l'infernale rivière.  Par sa punition tu seras satisfait,  Et son sang lavera l'offense qu'il te fait.  Ma main, si ce Grégeois peut retarder ta gloire,  Et si du premier coup tu n'obtiens la victoire,  Je te désavouerai : mais qui me vient troubler ?  Ah ! C'est vous ma compagne. "")",0.0
-,"('#marphise', ""Il n'en faut plus parler,  N'y songez plus ma soeur, sa perte est assurée,  Puisque votre vaillance aujourd'hui l'a jurée :  Ah, que mon frère et moi vous sommes obligés !  Que fera-t-il pour vous, puisque vous le vengez !  Que du tort qu'on lui fait vous faites votre offense,  Et contre ses rivaux vous prenez sa défense.  Certes s'il savait bien que pour l'amour de lui  Vous courez ce hasard il en mourrais d'ennui :  Et moi comme sa soeur, que faut-il que je fasse,  Ne m'étant pas permis de tenir votre place ? "")",0.0
-,"('#bradamante', ""Ce que pour n'être ingrate il faut que vous fassiez,  C'est de m'aimer ma soeur, et que vous confessiez,  Que nous ayant quittés en l'état où nous sommes,  Roger est aujourd'hui le plus ingrat des hommes. "")",0.0
-,"('#marphise', ""Si la nécessité ne l'a point diverti,  Vous ne me verrez point embrasser son parti,  Je serai la première à punir ce parjure,  Et de votre intérêt je ferai mon injure.  Mais quittons ce discours, Bradamante il est temps,  L'Empereur dans la place attend les combattants,  Le peuple est assemblé. "")",0.0
-,"('#bradamante', ""Roger l'heure est venu,  Que mon affection doit être reconnue,  Allons ma soeur, allons, et Léon. "")",0.0
-,"('#marphise', 'Il est prêt. ')",0.0
-,"('#bradamante', ""J'ai donné de sa mort l'irrévocable Arrêt,  Et sa présomption sera si bien punie,  Qu'on verra mes parents pleurer leur tyrannie. "")",0.0
-,"('#charles', ""Certes un coeur blessé de cette passion,  Est un très digne objet de la compassion,  Et si l'on connaissait les malheurs qu'elle cause,  Les hommes la fuiraient par-dessus toutes choses.  Pour moi pendant le temps qu'un sang plus vigoureux,  M'entretenait aussi de désirs amoureux,  Je ne fus pas exempt des malheurs de cet âge.  Mais depuis que les ans m'ont fait un peu plus sage,  Comme sans passion, jugeant plus sainement  Des peines, des soucis, des chagrins d'un amant :  J'ai connu que le Ciel rendait un bon office  À ceux qu'il a laissés libres de ce supplice. "")",0.0
-,"('#aymon', ""On ne saurait blâmer un feu respectueux,  Un amour qui n'a rien qui ne soit vertueux,  Même à qui les parents ont donné la naissance,  Ou l'ont autorisé d'une juste licence :  Mais ceux qui prévenus de cette passion,  S'engagent follement dans une affection,  Qui ne relèvent point des volontés d'un père,  Et méprisent le bien qui leur est nécessaire,  Devraient être punis. "")",0.0
-,"('#renaud', ""Tout intérêt à part,  On excuse un péché qui se fait par hasard,  Se commet sans dessein par une seule oeillade,  Qui rend le plus souvent un esprit si malade,  Qu'il est bien malaisé que dans cette prison,  Un coeur sans liberté laisse agir la raison,  Puisse considérer ce que le temps exige,  Même à quoi le devoir et le sang nous oblige. "")",0.0
-,"('#aymon', 'Je vous tiens pour suspect. ')",0.0
-,"('#charles', ""Et vous l'êtes aussi,  Mais trêve de discours, Bradamante est ici. "")",0.0
-,"('#naymes', ""Cette férocité pleine de tant d'audace,  Qui même sous l'armet se remarque en sa face,  Ce port majestueux et doux également,  Paraît en même temps redoutable et charmant. "")",0.0
-,"('#charles', 'Ah, que si vous pouviez recouvrer la jeunesse !  Mais la foule se fend pour le Prince de Grèce,  Le voilà dans le champ superbement armé. ')",0.0
-,"('#aymon', ""Confessez que ce port n'est pas moins animé,  Que sa démarche est grave, et sa taille divine,  Et que nos paladins n'ont pas meilleure mine. "")",0.0
-,"('#marphise', 'Sire, mon champion demande le pouvoir  À votre Majesté de faire son devoir. ')",0.0
-,"('#zenon', 'Je vous fais pour le mien une même prière. ')",0.0
-,"('#charles', ""Et j'en donne à tous deux une puissance entière.  Naymes ayez le soin, comme expérimenté,  Que suivant la coutume et la formalité,  Entre les combattants le soleil se partage,  Et qu'ils soient en tous points sans aucun avantage. "")",0.0
-,"('#naymes', ""Pour en venir aux mains, je crois que c'est assez,  Ils sont à l'opposite également placés,  Maintenant que le Roi le combat autorise,  Que des yeux, ni des mains nul ne les favorise.  Bradamante, mettant la main à l'épée.  C'est le fer à la main qu'il me faut conquérir.  Il les met en termes de combattre."")",0.0
-,"('#roger', ""Puisque vous l'ordonnez, je vous rendrai contente. "")",0.0
-,"('#charles', 'Considérez un peu la main de Bradamante,  Vous jugerez son bras qui frappe si souvent,  Une foudre, un éclair, un tourbillon de vent,  Et je crois que Léon aura bien de la peine.  Ils se battent, et Roger ne fait que parer les coups.')",0.0
-,"('#aymon', ""Considérez aussi comme sa fougue est vaine,  Comme il fait ce duel sans animosité,  Et rabat tous les coups avec dextérité :  Qu'il ne s'ébranle point par cette violence,  Et tient sans la frapper le combat en balance.  Bradamante se retire pour reprendre haleine, et Roger en fait de même."")",0.0
-,"('#naymes', 'Par un si grand travail ils sont tous deux lassés. ')",0.0
-,"('#aymon', ""Je connais qu'à la fin mes voeux sont exaucés,  Et que ce grand guerrier trompera tout le monde. "")",0.0
-,"('#charles', ""Certes, sa valeur n'en a point de seconde. "")",0.0
-,"('#aymon', ""Et bien quand ce Roger combattrait à vos yeux,  Croyez-vous pas Renaud, qu'il ferait beaucoup mieux ? "")",0.0
-,"('#renaud', 'Je le veux avouer, sa valeur est extrême,  Ou je crois que ma soeur ne soit plus elle-même,  Ah, quelle soutient mal le droit de son Amant ! ')",0.0
-,"('#marphise', 'Elle ne le saurait plus courageusement. ')",0.0
-,"('#roger', ""Malheureux vois-tu pas que ce repos te tue,  Reprends Roger, reprends ta vigueur abattue,  Songe qu'il faut mourir, obéis toutefois,  Et ne l'offense pas pour la dernière fois. "")",0.0
-,"('#bradamante', 'Après un tel repos, tu ne meurs pas de honte,  Tente un dernier effort, ou péris, ou surmonte.  Elle recommence le combat.')",0.0
-,"('#naymes', ""Ils ont recommencé plus fort qu'auparavant. "")",0.0
-,"('#marphise', ""Ô malheur ! Ô destin variable et mouvant !  Ah ! Ma soeur n'en peut plus, ô regret qui me tue !  Bradamante recule et Roger la poursuit."")",0.0
-,"('#roger', 'Madame, confessez que vous êtes vaincue,  Que vos plus grands efforts sont enfin superflus.  Il passe sur elle, et lui ôte son épée : mais Bradamante ne laisse pas de se jeter sur lui plus furieuse que auparavant.')",0.0
-,"('#bradamante', ""Je le confesserais si je ne vivais plus ;  Mais crois qu'avec le jour je perdrai la victoire,  Et que ma seule mort t'en donnera la gloire. "")",0.0
-,"('#aymon', ""Sire, vous voyez bien la chose comme elle est,  Ne le permettez pas, empêchez s'il vous plaît.  Il les sépare."")",0.0
-,"('#charles', ""Apaisez les bouillons de ce mâle courage,  Ne le contestez plus, Léon a l'avantage. "")",0.0
-,"('#bradamante', 'Il est vrai, mais ma mort. ')",0.0
-,"('#marphise', 'Ne désespérez pas.  Elles se retirent.  Et Roger aussi.')",0.0
-,"('#roger', ""Et toi, puisque ses mains ne te l'ont point ravie,  Va finir dans l'horreur ta misérable vie. "")",0.0
-,"('#charles', 'Il se veut désarmer, retirons-nous aussi. ')",0.0
-,"('#aymon', ""Ô Ciel ! Que ta justice éclate bien ici,  Me pouvais-tu combler d'une parfaite joie,  Qu'en me donnant le bien que ta bonté m'envoie ? "")",0.0
-,"('#bradamante', ""En vain votre pitié s'offre à me secourir,  Ne me consolez plus ma soeur, je dois mourir,  Rien ne peut détourner ce dessein immuable.  Quoi, par ma lâcheté je vivrais misérable !  Je vivrai pour Léon, et non pas pour Roger :  Ah ! Non, n'espérez pas de me faire changer.  Vous me verrez plutôt vomir le sang et l'âme,  Qu'allumer dans mon coeur une nouvelle flamme.  Autre que mon Roger n'eut jamais ce pouvoir,  Je sais bien que je l'aime au-delà du devoir,  Et que vous, dont l'esprit a plus de retenue,  Blâmerez une ardeur qui vous est inconnue.  Que vous condamnerez ces violents transports,  Qui portent une fille à de si grands efforts :  Mais si votre vertu de mon amour s'offense,  Quand vous reconnaîtrez cette même puissance,  Ce tyran de nos coeurs, qui me force d'aimer,  Vous me plaindrez, Madame, au lieu de me blâmer. "")",0.0
-,"('#marphise', ""Jamais vos actions n'ont mérité de blâme,  Je ne condamne pas une pudique flamme ;  Et quoique jusqu'ici mon coeur ait résisté,  Il a plus de froideur que de sévérité.  Au contraire ma soeur, vous étant obligée,  Je suis également avec vous affligée,  Nos esprits sont touchés d'une même douleur,  Comme mon propre mal, je plains votre malheur.  Et si je vous condamne en cette violence,  C'est de peu de courage, ou de peu de constance.  Vous devriez, ce me semble, avec ce même coeur,  Qui de mille périls s'est retiré vainqueur,  Qui par mille combats s »'est rendu redoutable,  Gagner sur votre esprit la victoire semblable. "")",0.0
-,"('#bradamante', ""Oui, mais ce même coeur que vous avez vanté,  S'est noirci maintenant par une lâcheté,  Le traître a pu souffrir que cette main plus lâche,  Efface le passé par une seule tache :  Au lieu de me défendre et de me secourir,  Tous deux ont conspiré pour me faire mourir.  Qu'ils meurent donc tous deux, puisque le Ciel l'ordonne,  Avant que ce Léon possède ma personne,  Qu'il ait quelque pouvoir dessus ma liberté.  Laissez-moi donc, ma soeur, dans cette volonté,  Et ne détournez plus un dessein légitime,  Puisque votre amitié vous fait commettre un crime.  Serez-vous bien joyeuse, au moins si vous m'aimez,  De voir mes tristes jours en regrets consommés,  Voir votre Bradamante aux larmes condamnée,  Entrer dans un veuvage au lieu d'un hyménée :  Que le plus odieux de tous ses ennemis,  Se vante des baisers qui lui seront permis ;  Qu'il possède à son aise, et mes yeux, et ma bouche,  Et me mette aux enfers, me mettant dans sa couche.  Que quand cette raison ne vous toucherait point,  L'intérêt de Roger à mon malheur est joint,  Puisque sa passion, qui m'est déjà connue,  Ne verra, sans mourir, sa flamme prévenue.  Il ne me verra pas entre les bras d'autrui,  Sachant que ma vertu ne pourra rien pour lui.  Car après que l'Hymen m'aura déjà liée,  Si ma première amour ne peut être oubliée,  Pour le moins mon devoir la conduira si bien,  Que mourant à mes yeux, il n'en obtiendra rien.  Souffrez, ci vous l'aimez comme le sang l'ordonne,  Que n'étant point à lui, je ne sois à personne,  Et ne permettez pas qu'un rival odieux,  Le pouvant empêcher, en triomphe à vos yeux. "")",0.0
-,"('#marphise', ""Je ne permettrai pas qu'un autre vous possède,  Mais nous y pourvoirons par un autre remède,  Et certes je m'étonne, ayant tant de vertu,  Que vous ayez le coeur tellement abattu.  Pardonnez-moi, ma soeur, si j'use de ces termes,  Oui, vous devriez avoir les sentiments plus fermes,  Et ne témoigner pas à vos meilleurs amis,  Qu'ayant paru plus qu'homme entre mille ennemis,  Au moindre déplaisir qui travaille votre âme,  Vous avez témoigné moins de coeur qu'une femme.  Je vois bien qu'en ce cas on est peu consolé,  Que l'esprit le plus fort en serait ébranlé,  Et que quand ce malheur une amitié sépare,  La raison n'agit point, et la confiance est rare :  Mais que le désespoir vous réduise à ce point,  Sachez que votre amour ne vous excuse point,  Vous ne pouvez douter que je n'aime mon frère  Autant que le devoir m'oblige de le faire :  Et que j'ai son honneur et son repos si cher,  Que votre mal me doit également toucher.  Je vous proteste aussi, que je perdrai la vie,  Avant que par Léon vous lui soyez ravie.  Mais il vous faut tenir dans des termes plus doux,  Et le laisser agir plus sagement que vous. "")",0.0
-,"('#renaud', 'Comment gouvernez-vous cette désespérée ? ')",0.0
-,"('#marphise', ""Certes, votre présence était bien désirée,  Et vous me surprenez au milieu d'un discours,  Où je n'avais besoin que de votre secours. "")",0.0
-,"('#renaud', ""Vous n'en eûtes jamais dans aucune conquête,  Et tous ces beaux lauriers qui couvrent votre tête,  C'est votre seule main qui vous les a donnés,  Et fait ces grands exploits qui nous ont étonnés.  Mais autant que le mal de ma soeur nous afflige,  Autant votre pitié, Madame, nous oblige,  Et cette charité que vous lui témoignez,  À de puissants liens, dont vous nous étreignez.  Oui, de cette bonté j'ai l'âme si ravie. "")",0.0
-,"('#marphise', ""Quand même son repos dépendrait de ma vie,  Je vous jure le Ciel que je la donnerais,  Et même à ce prix je le rachèterais.  Mais puisque dans ses maux je suis intéressée,  Un dessein que le Ciel m'a mis dans la pensée,  Me laisse un grand espoir qu'il nous sera permis  De rompre encor un coup celui des ennemis.  Je vous le veux ouvrir, puisque votre prudence  Nous fait avoir besoin de votre confidence,  Et qu'avec vos conseils il réussira bien. "")",0.0
-,"('#renaud', ""Vous me comblez d'honneur. "")",0.0
-,"('#marphise', ""Votre soeur n'en sait rien.  Quoique aucune raison ne veut que je le cache,  Je vous en veux parler avant qu'elle le sache. "")",0.0
-,"('#bradamante', ""Ouvre la source de tes pleurs,  Fais couler un ruisseau de larmes,  Et meurs au moins par ces douleurs,  N'ayant pu mourir par les armes.  Préviens cette captivité,  Qui menace ta liberté  D'une prison insupportable :  Et fais paraître aux Dieux qui sont tes ennemis,  Que tu ne meurs pas misérable,  Puisque pour t'affranchir le trépas t'est permis.  Cette main, qui dans les dangers  Témoigna sa valeur extrême,  Est forte pour les étrangers,  Et n'est faible que pour toi-même.  Arme-la donc à ton secours,  Pour couper le fil de tes jours :  Mais non, étant ton ennemie,  L'ingrate à ce besoin craindrait de t'obliger,  Et sa valeur est endormie,  Sinon que ses effets te puissent affliger. "")",0.0
-,"('#renaud', ""Oui, la même prudence ordonne qu'on le suive,  Il faut encor un coup que Bradamante vive.  Que sa fidélité conserve son amour, * Et reçoive de vous le repos et le jour.  Léon est au Palais, plein d'honneur et de gloire,  Il demande déjà le prix de sa victoire,  Et le vieillard Aymon, las de le caresser,  N'attend plus que ma soeur pour le récompenser,  Mais vous le troublerez. "")",0.0
-,"('#bradamante', 'Hé, dites-moi mon frère. ')",0.0
-,"('#renaud', 'Vous saurez en chemin ce que vous devez faire,  Disposez-vous déjà pour agir avec nous. ')",0.0
-,"('#marphise', 'Je serai chez le Roi presque aussitôt que vous. ')",0.0
