,moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Cost,Operation Type
345,"('#nicole', 'Hi, hi, hi.  Comme vous voilà bâti !  Hi, hi, hi.')","('#caliste #menandre', ""Prends sur toi plus d'empire."")",1.51,Substitution
346,,"('#tircis', 'Rien ne me peut plus secourir;')",1.0,Deletion
347,"('#monsieur-jourdain', 'Comment donc ?')",,1.0,Insertion
348,"('#nicole', 'Ah, ah, mon_Dieu.  Hi, hi, hi, hi, hi.')",,1.0,Insertion
349,"('#monsieur-jourdain', 'Quelle friponne est-ce là ! Te moques-tu de moi ?')",,1.0,Insertion
350,"('#nicole', ""Nenni, Monsieur, j'en serais bien fâchée, Hi, hi, hi, hi, hi, hi."")",,1.0,Insertion
351,"('#monsieur-jourdain', 'Je te baillerai sur le nez, si tu ris davantage.')",,1.0,Insertion
352,"('#nicole', ""Monsieur, je ne puis pas m'en empêcher.  Hi, hi, hi, hi, hi, hi. "")",,1.0,Insertion
353,"('#monsieur-jourdain', ""Tu ne t'arrêteras pas ?"")","('#caliste #menandre', ""C'est trop, c'est trop céder."")",1.66,Substitution
354,"('#nicole', 'Monsieur, je vous demande pardon ; mais vous êtes si plaisant, que je ne saurais me tenir de rire.  Hi, hi, hi.')",,1.0,Insertion
355,"('#monsieur-jourdain', 'Mais voyez quelle insolence !')",,1.0,Insertion
356,"('#nicole', 'Vous êtes tout à fait drôle comme cela.  Hi, hi.')",,1.0,Insertion
357,"('#monsieur-jourdain', 'Je te...')",,1.0,Insertion
358,"('#nicole', ""Je vous prie de m'excuser.  Hi, hi, hi, hi."")",,1.0,Insertion
359,"('#monsieur-jourdain', ""Tiens, si tu ris encore le moins du monde, je te jure que je t'appliquerai sur la joue le plus grand soufflet qui se soit jamais donné."")","('#tircis', ""C'est trop, c'est trop souffrir."")",1.43,Substitution
360,"('#nicole', 'Hé bien, Monsieur, voilà qui est fait, je ne rirai plus.')",,1.0,Insertion
361,"('#monsieur-jourdain', 'Prends-y bien garde.  Il faut que pour tantôt tu nettoies...')",,1.0,Insertion
362,"('#nicole', 'Hi, hi.')",,1.0,Insertion
363,"('#monsieur-jourdain', 'Que tu nettoies comme il faut...')",,1.0,Insertion
364,"('#nicole', 'Hi, hi.')",,1.0,Insertion
365,"('#monsieur-jourdain', 'Il faut, dis-je, que tu nettoies la salle, et...')",,1.0,Insertion
366,"('#nicole', 'Hi, hi.')",,1.0,Insertion
367,"('#monsieur-jourdain', 'Encore !')","('#caliste #menandre', 'Quelle faiblesse !')",0.39,Substitution
368,"('#nicole', 'Tenez, Monsieur, battez-moi plutôt? et me laissez rire tout mon soûl, cela me fera plus de bien.  Hi, hi, hi, hi, hi.')",,1.0,Insertion
369,"('#monsieur-jourdain', ""J'enrage."")",,1.0,Insertion
370,"('#nicole', 'De grâce, Monsieur, je vous prie de me laisser rire.  Hi, hi, hi.')",,1.0,Insertion
371,"('#monsieur-jourdain', 'Si je te prends...')",,1.0,Insertion
372,"('#nicole', 'Monsieur, eur, je crèverai, ai, si je ne ris.  Hi, hi, hi.')",,1.0,Insertion
373,"('#monsieur-jourdain', 'Mais a-t-on jamais vu une pendarde comme celle-là, qui me vient rire insolemment au nez, au lieu de recevoir mes ordres ?')",,1.0,Insertion
374,"('#nicole', 'Que voulez-vous que je fasse, Monsieur ?')",,1.0,Insertion
375,"('#monsieur-jourdain', 'Que tu songes, coquine, à préparer ma maison pour la Compagnie qui doit venir tantôt.')",,1.0,Insertion
376,"('#nicole', ""Ah, par ma foi, je n'ai plus envie de rire ; et toutes vos compagnies font tant de désordre céans, que ce mot est assez pour me mettre en mauvaise humeur."")",,1.0,Insertion
377,"('#monsieur-jourdain', 'Ne dois-je point pour toi fermer ma porte à tout le monde ?')",,1.0,Insertion
378,"('#nicole', 'Vous devriez au moins la fermer à certaines gens.')",,1.0,Insertion
379,"('#madame-jourdain', ""Ah, ah, voici une nouvelle histoire.  Qu'est-ce que c'est donc, mon mari, que cet équipage-là ?  Vous moquez-vous du monde, de vous être fait enharnacher de la sorte ?  Et avez-vous envie qu'on se raille partout de vous ?"")",,1.0,Insertion
380,"('#monsieur-jourdain', ""Il n'y a que des sots, et des sottes, ma femme, qui se railleront de moi."")",,1.0,Insertion
381,"('#madame-jourdain', ""Vraiment on n'a pas attendu jusqu'à cette heure, et il y a longtemps que vos façons de faire donnent à rire à tout le monde."")",,1.0,Insertion
382,"('#monsieur-jourdain', ""Qui est donc tout ce monde-là, s'il vous plaît ?"")",,1.0,Insertion
383,"('#madame-jourdain', ""Tout ce monde-là est un monde qui a raison, et qui est plus sage que vous.  Pour moi, je suis scandalisée de la vie que vous menez.  Je ne sais plus ce que c'est que notre maison.  On dirait qu'il est céans carême-prenant tous les jours ; et dès le matin, de peur d'y manquer, on y entend des vacarmes de violons et de chanteurs, dont tout le voisinage se trouve incommodé."")",,1.0,Insertion
384,"('#nicole', ""Madame parle bien.  Je ne saurais plus voir mon ménage propre, avec cet attirail de gens que vous faites venir chez vous[.]  Ils ont des pieds qui vont chercher de la boue dans tous les quartiers de la ville, pour l'apporter ici ; et la pauvre Françoise est presque sur les dents, à frotter les planchers que vos biaux maîtres viennent crotter régulièrement tous les jours."")",,1.0,Insertion
385,"('#monsieur-jourdain', 'Ouais, notre servante Nicole, vous avez le caquet bien affilé pour une paysanne.')",,1.0,Insertion
386,"('#madame-jourdain', ""Nicole a raison, et son sens est meilleur que le vôtre.  Je voudrais bien savoir ce que vous pensez faire d'un maître à danser à l'âge que vous avez."")",,1.0,Insertion
387,"('#nicole', ""Et d'un grand maître tireur d'armes, qui vient, avec ses battements de pied, ébranler toute la maison, et nous déraciner tous les carriaux de notre salle ?"")",,1.0,Insertion
388,"('#monsieur-jourdain', 'Taisez-vous, ma servante, et ma femme.')",,1.0,Insertion
389,"('#madame-jourdain', ""Est-ce que vous voulez apprendre à danser, pour quand vous n'aurez plus de jambes ?"")",,1.0,Insertion
390,"('#nicole', ""Est-ce que vous avez envie de tuer quelqu'un ?"")","('#tircis', 'Quel martyre !')",1.18,Substitution
391,"('#monsieur-jourdain', ""Taisez-vous, vous dis-je : vous êtes des ignorantes l'une et l'autre, et vous ne savez pas les prérogatives de tout cela."")",,1.0,Insertion
392,"('#madame-jourdain', ""Vous devriez bien plutôt songer à marier votre fille, qui est en âge d'être pourvue."")",,1.0,Insertion
393,"('#monsieur-jourdain', 'Je songerai à marier ma fille, quand il se présentera un parti pour elle ; mais je veux songer aussi à apprendre les belles choses.')",,1.0,Insertion
394,"('#nicole', ""J'ai encore ouï dire, Madame, qu'il a pris aujourd'hui, pour renfort de potage, un maître de philosophie."")",,1.0,Insertion
395,"('#monsieur-jourdain', ""Fort bien.  Je veux avoir de l'esprit, et savoir raisonner des choses parmi les honnêtes gens."")",,1.0,Insertion
396,"('#madame-jourdain', ""N'irez-vous point l'un de ces jours au collège vous faire donner le fouet, à votre âge ?"")",,1.0,Insertion
397,"('#monsieur-jourdain', ""Pourquoi non ?  Plût à Dieu l'avoir tout à l'heure, le fouet, devant tout le monde, et savoir ce qu'on apprend au collège."")",,1.0,Insertion
398,"('#nicole', 'Oui, ma foi, cela vous rendrait la jambe bien mieux faite.')",,1.0,Insertion
399,"('#monsieur-jourdain', 'Sans doute.')","('#caliste #menandre', 'Il faut prendre courage.')",1.52,Substitution
400,"('#madame-jourdain', 'Tout cela est fort nécessaire pour conduire votre maison.')",,1.0,Insertion
401,"('#monsieur-jourdain', ""Assurément.  Vous parlez toutes deux comme des bêtes, et j'ai honte de votre ignorance.  Par exemple, savez-vous, vous, ce que c'est que vous dites à cette heure ?"")",,1.0,Insertion
402,"('#madame-jourdain', ""Oui, je sais que ce que je dis est fort bien dit, et que vous devriez songer à vivre d'autre sorte."")","('#tircis', 'Il faut plutôt mourir')",1.53,Substitution
403,"('#monsieur-jourdain', ""Je ne parle pas de cela.  Je vous demande ce que c'est que les paroles que vous dites ici."")",,1.0,Insertion
404,"('#madame-jourdain', ""Ce sont des paroles bien sensées, et votre conduite ne l'est guère."")","('#licaste', ""Il n'est point de bergère Si froide et si sévère, Dont la pressante ardeur D'un coeur qui persévère, Ne vainque la froideur. Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")",0.98,Substitution
405,"('#monsieur-jourdain', ""Je ne parle pas de cela, vous dis-je.  Je vous demande ; ce que je parle avec vous, ce que je vous dis à cette heure, qu'est-ce que c'est ?"")",,1.0,Insertion
406,"('#madame-jourdain', 'Des chansons.')",,1.0,Insertion
407,"('#monsieur-jourdain', ""Hé non, ce n'est pas cela.  Ce que nous disons tous deux, le langage que nous parlons à cette heure ?"")",,1.0,Insertion
408,"('#madame-jourdain', 'Hé bien ?')",,1.0,Insertion
409,"('#monsieur-jourdain', ""Comment est-ce que cela s'appelle ?"")",,1.0,Insertion
410,"('#madame-jourdain', ""Cela s'appelle comme on veut l'appeler."")",,1.0,Insertion
411,"('#monsieur-jourdain', ""C'est de la prose, ignorante."")","('#tircis', ""Je le vois, la cruelle, Qui porte ici ses pas, Gardons d'être vu d'elle, L'ingrate, hélas! N'y viendrait pas."")",1.28,Substitution
412,"('#madame-jourdain', 'De la prose !')",,1.0,Insertion
413,"('#monsieur-jourdain', ""Oui, de la prose.  Tout ce qui est prose, n'est point vers ; et tout ce qui n'est point vers, n'est point prose.  Heu, voilà ce que c'est d'étudier.  Et toi, sais-tu bien comme il faut faire pour dire un U ?"")",,1.0,Insertion
414,"('#nicole', 'Comment ?')",,1.0,Insertion
415,"('#monsieur-jourdain', ""Oui.  Qu'est-ce que tu fais quand tu dis un U ?"")",,1.0,Insertion
416,"('#nicole', 'Quoi ?')",,1.0,Insertion
417,"('#monsieur-jourdain', 'Dis un peu, U, pour voir ?')",,1.0,Insertion
418,"('#nicole', 'Hé bien, U.')",,1.0,Insertion
419,"('#monsieur-jourdain', ""Qu'est-ce que tu fais ?"")","('#climene', ""Viens dans notre village : Voici le jour Qu'on doit célébrer la fête de L'Amour, Que cherches-tu dans ce boccage ?"")",0.76,Substitution
420,"('#nicole', 'Je dis, U.')",,1.0,Insertion
421,"('#monsieur-jourdain', ""Oui ; mais quand tu dis U, qu'est-ce que tu fais ?"")",,1.0,Insertion
422,"('#nicole', 'Je fais ce que vous me dites.')",,1.0,Insertion
423,"('#monsieur-jourdain', ""Ô l'étrange chose que d'avoir affaire à des bêtes !  Tu allonges les lèvres en dehors et approches la mâchoire d'en haut de celle d'en bas, U, vois-tu ?  U.  Je fais la moue, U."")",,1.0,Insertion
424,"('#nicole', 'Oui, cela est biau.')","('#caliste', ""Je cherche le repos, le silence, et l'ombrage."")",1.47,Substitution
425,"('#madame-jourdain', 'Voilà qui est admirable.')",,1.0,Insertion
426,"('#monsieur-jourdain', ""C'est bien autre chose, si vous aviez vu O, et DA, DA, et FA, FA."")",,1.0,Insertion
427,"('#madame-jourdain', ""Qu'est-ce donc que tout ce galimatias-là ?"")","('#climene', ""Tu devrais bien plutôt songer À t'engager. Eh Que peut faire  Une bergère  Sans un berger ?"")",1.68,Substitution
428,"('#nicole', 'De quoi est-ce que tout cela guérit ?')",,1.0,Insertion
429,"('#monsieur-jourdain', ""J'enrage, quand je vois des femmes ignorantes."")","('#caliste', ""Ton malheur doit me rendre sage : Tu n'as choisi qu'un inconstant."")",1.5,Substitution
430,"('#madame-jourdain', 'Allez.  Vous devriez envoyer promener tous ces gens-là, avec leurs fariboles.')",,1.0,Insertion
431,"('#nicole', ""Et surtout ce grand escogriffe de maître d'armes, qui remplit de poudre tout mon ménage."")",,1.0,Insertion
432,"('#monsieur-jourdain', ""Ouais, ce maître d'armes vous tient fort au coeur.  Je te veux faire voir ton impertinence tout à l'heure.  Tiens, raison démonstrative, la ligne du corps.  Quand on pousse en quarte, on n'a qu'à faire cela ; et quand on pousse en tierce, on n'a qu'à faire cela.  Voilà le moyen de n'être jamais tué ; et cela n'est-il pas beau, d'être assuré de son fait, quand on se bat contre quelqu'un ?  Là, pousse-moi un peu pour voir. Il fait apporter les fleurets, et en donne un à Nicole."")","('#climene', ""Si mon berger devient volage, Il m'est permis d'en faire autant. On goûte la douceur d'une amour éternelle, Quand on fait l'heureux choix d'un fidèle berger, Et quand on aime un infidèle, L'on a le plaisir de changer. Quoi ! L'amour de Tircis ne t'a point attendrie ? Lorsqu'on en veut parler, tu n'écoutes jamais ? Ne rêve plus où je m'en vais."")",0.76,Substitution
433,"('#nicole', 'Hé bien, quoi ? Nicole lui pousse plusieurs coups.')",,1.0,Insertion
434,"('#monsieur-jourdain', 'Tout beau.  Holà, oh, doucement.  Diantre soit la coquine !')","('#caliste', 'Laisse-moi dans la rêverie. Ah ! Que sous ce feuillage épais Il est doux de rêver en paix !')",0.6,Substitution
435,"('#nicole', 'Vous me dites de pousser. ')",,1.0,Insertion
436,"('#monsieur-jourdain', ""Oui ; mais tu me pousses en tierce, avant que de pousser en quarte, et tu n'as pas la patience que je pare."")","('#climene', ""Je n'entre point dans un mystère Que tu veux réserver : Mais un coeur sans affaire Ne donne point tant à rêver."")",1.18,Substitution
437,"('#madame-jourdain', 'Vous êtes fou, mon mari, avec toutes vos fantaisies, et cela vous est venu depuis que vous vous mêlez de hanter la noblesse.')",,1.0,Insertion
438,"('#monsieur-jourdain', 'Lorsque je hante la noblesse, je fais paraître mon jugement ; et cela est plus beau que de hanter votre bourgeoisie.')","('#caliste', ""Ah ! Que sur notre coeur La sévère loi de l'honneur Prend un cruel empire ! Je ne fais voir que rigueurs pour Tircis, Et cependant sensible à ses cuisants soucis. De sa langueur en secret je soupire, Et voudrais bien soulager son martyre ; C'est à vous seuls que je le dis, Arbres, n'allez pas le redire. Puisque le Ciel a voulu nous former Avec un coeur qu'Amour peut enflammer, Quelle rigueur impitoyable Contre des traits si doux nous force à nous armer ? Et pourquoi sans être blâmable Ne peut-on pas aimer Ce que l'on trouve aimable ? Hélas ! Petits oiseaux, que vous êtes heureux De ne sentir nulle contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux ! Mais le sommeil sur ma paupière Verse de ses pavots l'agréable fraîcheur, Donnons-nous à lui toute entière, Nous n'ayons point de loi sévère Qui défende à nos sens d'en goûter la douceur. La bergère Caliste s'endort sur un gazon."")",0.53,Substitution
439,"('#madame-jourdain', 'Çamon vraiment !  Il y a fort à gagner à fréquenter vos nobles, et vous avez bien opéré avec ce beau Monsieur le Comte dont vous vous êtes embéguiné.')",,1.0,Insertion
440,"('#monsieur-jourdain', ""Paix [!]  Songez à ce que vous dites.  Savez-vous bien, ma femme, que vous ne savez pas de qui vous parlez, quand vous parlez de lui ?  C'est une personne d'importance plus que vous ne pensez ; un seigneur que l'on considère à la Cour, et qui parle au Roi tout comme je vous parle.  N'est-ce pas une chose qui m'est tout à fait honorable, que l'on voie venir chez moi si souvent une personne de cette qualité, qui m'appelle son cher ami, et me traite comme si j'étais son égal ?  Il a pour moi des bontés qu'on ne devinerait jamais ; et devant tout le monde, il me fait des caresses dont je suis moi-même confus."")",,1.0,Insertion
441,"('#madame-jourdain', 'Oui, il a des bontés pour vous, et vous fait des caresses ; mais il vous emprunte votre argent.')",,1.0,Insertion
442,"('#monsieur-jourdain', ""Hé bien, ne m'est-ce pas de l'honneur, de prêter de l'argent à un homme de cette condition-là ?  Et puis-je faire moins pour un seigneur qui m'appelle son cher ami ?"")",,1.0,Insertion
443,"('#madame-jourdain', 'Et ce seigneur que fait-il pour vous ?')",,1.0,Insertion
444,"('#monsieur-jourdain', 'Des choses dont on serait étonné, si on les savait.')",,1.0,Insertion
445,"('#madame-jourdain', 'Et quoi ?')",,1.0,Insertion
446,"('#monsieur-jourdain', ""Baste, je ne puis pas m'expliquer.  Il suffit que si je lui ai prêté de l'argent, il me le rendra bien, et avant qu'il soit peu."")",,1.0,Insertion
447,"('#madame-jourdain', 'Oui, attendez-vous à cela.')",,1.0,Insertion
448,"('#monsieur-jourdain', ""Assurément : ne me l'a-t-il pas dit ?"")",,1.0,Insertion
449,"('#madame-jourdain', ""Oui, oui, il ne manquera pas d'y faillir."")",,1.0,Insertion
450,"('#monsieur-jourdain', ""Il m'a juré sa foi de gentilhomme."")",,1.0,Insertion
451,"('#madame-jourdain', 'Chansons.')",,1.0,Insertion
452,"('#monsieur-jourdain', ""Ouais, vous êtes bien obstinée, ma femme ; je vous dis qu'il me tiendra parole, j'en suis sûr."")",,1.0,Insertion
453,"('#madame-jourdain', ""Et moi, je suis sûre que non, et que toutes les caresses qu'il vous fait ne sont que pour vous enjôler."")",,1.0,Insertion
454,"('#monsieur-jourdain', 'Taisez-vous : le voici.')",,1.0,Insertion
455,"('#madame-jourdain', ""Il ne nous faut plus que cela.  Il vient peut-être encore vous faire quelque emprunt ; et il me semble que j'ai dîné, quand je le vois."")",,1.0,Insertion
456,"('#monsieur-jourdain', 'Taisez-vous, vous dis-je.')",,1.0,Insertion
457,"('#dorante', 'Mon cher ami, Monsieur Jourdain, comment vous portez-vous ?')",,1.0,Insertion
458,"('#monsieur-jourdain', 'Fort bien, Monsieur, pour vous rendre mes petits services.')",,1.0,Insertion
459,"('#dorante', 'Et Madame Jourdain que voilà comment se porte-t-elle ?')",,1.0,Insertion
460,"('#madame-jourdain', 'Madame Jourdain se porte comme elle peut.')",,1.0,Insertion
461,"('#dorante', 'Comment, Monsieur Jourdain, vous voilà le plus propre du monde !')",,1.0,Insertion
462,"('#monsieur-jourdain', 'Vous voyez.')",,1.0,Insertion
463,"('#dorante', ""Vous avez tout à fait bon air avec cet habit, et nous n'avons point de jeunes gens à la Cour qui soient mieux faits que vous."")",,1.0,Insertion
464,"('#monsieur-jourdain', 'Hay, hay.')",,1.0,Insertion
465,"('#madame-jourdain', 'Il le gratte par où il se démange.')",,1.0,Insertion
466,"('#dorante', 'Tournez-vous.  Cela est tout à fait galant.')",,1.0,Insertion
467,"('#madame-jourdain', 'Oui, aussi sot par derrière que par devant.')",,1.0,Insertion
468,"('#dorante', ""Ma foi, Monsieur Jourdain, j'avais une impatience étrange de vous voir.  Vous êtes l'homme du monde que j'estime le plus, et je parlais de vous encore ce matin dans la chambre du Roi."")",,1.0,Insertion
469,"('#monsieur-jourdain', ""Vous me faites beaucoup d'honneur, Monsieur.  Dans la chambre du Roi ! À Madame Jourdain."")",,1.0,Insertion
470,"('#dorante', 'Allons, mettez...')",,1.0,Insertion
471,"('#monsieur-jourdain', 'Monsieur, je sais le respect que je vous dois.')",,1.0,Insertion
472,"('#dorante', 'Mon_Dieu !  Mettez : point de cérémonie entre nous, je vous prie.')",,1.0,Insertion
473,"('#monsieur-jourdain', 'Monsieur...')",,1.0,Insertion
474,"('#dorante', 'Mettez, vous dis-je, Monsieur Jourdain : vous êtes mon ami.')",,1.0,Insertion
475,"('#monsieur-jourdain', 'Monsieur, je suis votre serviteur.')",,1.0,Insertion
476,"('#dorante', 'Je ne me couvrirai point, si vous ne vous couvrez.')",,1.0,Insertion
477,"('#monsieur-jourdain', ""J'aime mieux être incivil, qu'importun."")",,1.0,Insertion
478,"('#dorante', 'Je suis votre débiteur, comme vous le savez.')",,1.0,Insertion
479,"('#madame-jourdain', 'Oui, nous ne le savons que trop.')","('#tircis', 'Vers ma belle ennemie Portons sans bruit nos pas, Et nous réveillons pas Sa rigueur endormie.')",1.27,Substitution
480,"('#dorante', ""Vous m'avez généreusement prêté de l'argent en plusieurs occasions, et vous m'avez obligé de la meilleure grâce du monde, assurément."")",,1.0,Insertion
481,"('#monsieur-jourdain', 'Monsieur, vous vous moquez.')",,1.0,Insertion
482,"('#dorante', ""Mais je sais rendre ce qu'on me prête, et reconnaître les plaisirs qu'on me fait."")",,1.0,Insertion
483,"('#monsieur-jourdain', ""Je n'en doute point, Monsieur."")",,1.0,Insertion
484,"('#dorante', ""Je veux sortir d'affaire avec vous ; et je viens ici pour faire nos comptes ensemble."")",,1.0,Insertion
485,"('#monsieur-jourdain', 'Hé bien, vous voyez votre impertinence, ma femme.')",,1.0,Insertion
486,"('#dorante', ""Je suis homme qui aime à m'acquitter le plus tôt que je puis."")",,1.0,Insertion
487,"('#monsieur-jourdain', 'Je vous le disais bien.')",,1.0,Insertion
488,"('#dorante', 'Voyons un peu ce que je vous dois.')",,1.0,Insertion
489,"('#monsieur-jourdain', 'Vous voilà, avec vos soupçons ridicules.')",,1.0,Insertion
490,"('#dorante', ""Vous souvenez-vous bien de tout l'argent que vous m'avez prêté ?"")",,1.0,Insertion
491,"('#monsieur-jourdain', ""Je crois que oui.  J'en ai fait un petit mémoire.  Le voici.  Donné à vous une fois, deux cents louis."")",,1.0,Insertion
492,"('#dorante', 'Cela est vrai.')",,1.0,Insertion
493,"('#monsieur-jourdain', 'Une autre fois, six-vingts.')",,1.0,Insertion
494,"('#dorante', 'Oui.')",,1.0,Insertion
495,"('#monsieur-jourdain', 'Et une autre fois, cent quarante.')",,1.0,Insertion
496,"('#dorante', 'Vous avez raison.')",,1.0,Insertion
497,"('#monsieur-jourdain', 'Ces trois articles font quatre cent soixante louis, qui valent cinq mille soixante livres.')",,1.0,Insertion
498,"('#dorante', 'Le compte est fort bon. Cinq mille soixante livres.')",,1.0,Insertion
499,"('#monsieur-jourdain', 'Mille huit cent trente-deux livres à votre plumassier.')",,1.0,Insertion
500,"('#dorante', 'Justement.')",,1.0,Insertion
501,"('#monsieur-jourdain', 'Deux mille sept cent quatre-vingts livres à votre tailleur.')",,1.0,Insertion
502,"('#dorante', 'Il est vrai.')",,1.0,Insertion
503,"('#monsieur-jourdain', 'Quatre mille trois cent septante-neuf livres douze sols huit deniers à votre marchand.')",,1.0,Insertion
504,"('#dorante', 'Fort bien. Douze sols huit deniers, le compte est juste.')",,1.0,Insertion
505,"('#monsieur-jourdain', 'Et mille sept cent quarante-huit livres sept sols quatre deniers à votre sellier.')",,1.0,Insertion
506,"('#dorante', ""Tout cela est véritable.  Qu'est-ce que cela fait ?"")",,1.0,Insertion
507,"('#monsieur-jourdain', 'Somme totale, quinze mille huit cents livres.')",,1.0,Insertion
508,"('#dorante', ""Somme totale est juste : quinze mille huit cents livres.  Mettez encore deux cents pistoles que vous m'allez donner, cela fera justement dix-huit mille francs, que je vous payerai au premier jour."")",,1.0,Insertion
509,"('#madame-jourdain', ""Hé bien, ne l'avais-je pas bien deviné ?"")",,1.0,Insertion
510,"('#monsieur-jourdain', 'Paix.')",,1.0,Insertion
511,"('#dorante', 'Cela vous incommodera-t-il, de me donner ce que je vous dis ?')",,1.0,Insertion
512,"('#monsieur-jourdain', 'Eh non.')",,1.0,Insertion
513,"('#madame-jourdain', 'Cet homme-là fait de vous une vache à lait.')",,1.0,Insertion
514,"('#monsieur-jourdain', 'Taisez-vous.')","('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.49,Substitution
515,"('#dorante', ""Si cela vous incommode, j'en irai chercher ailleurs."")",,1.0,Insertion
516,"('#monsieur-jourdain', 'Non, Monsieur.')",,1.0,Insertion
517,"('#madame-jourdain', ""Il ne sera pas content, qu'il ne vous ait ruiné."")",,1.0,Insertion
518,"('#monsieur-jourdain', 'Taisez-vous, vous dis-je.')","('#tircis', ""Silence, petits oiseaux, Vents n'agitez nulle chose . Coulez doucement ruisseaux, C'est Caliste qui repose."")",0.67,Substitution
519,"('#dorante', ""Vous n'avez qu'à me dire si cela vous embarrasse."")",,1.0,Insertion
520,"('#monsieur-jourdain', 'Point, Monsieur.')",,1.0,Insertion
521,"('#madame-jourdain', ""C'est un vrai enjôleux."")",,1.0,Insertion
522,"('#monsieur-jourdain', 'Taisez-vous donc.')","('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.57,Substitution
523,"('#madame-jourdain', ""Il vous sucera jusqu'au dernier sou."")",,1.0,Insertion
524,"('#monsieur-jourdain', 'Vous tairez-vous ?')","('#caliste', 'Ah ! Quelle peine extrême ! Suivre partout mes pas ?')",1.24,Substitution
525,"('#dorante', ""J'ai force gens qui m'en prêteraient avec joie ; mais, comme vous êtes mon meilleur ami, j'ai cru que je vous ferais tort si j'en demandais à quelque autre."")","('#tircis', ""Que vouslez-vous qu'on suive, hélas! Que ce qu'on aime."")",1.14,Substitution
526,"('#monsieur-jourdain', ""C'est trop d'honneur, Monsieur, que vous me faites.  Je vais quérir votre affaire."")",,1.0,Insertion
527,"('#madame-jourdain', 'Quoi, vous allez encore lui donner cela ?')","('#caliste', 'Berger, que voulez-vous ?')",0.61,Substitution
528,"('#monsieur-jourdain', 'Que faire ?  Voulez-vous que je refuse un homme de cette condition-là, qui a parlé de moi ce matin dans la chambre du Roi ?')",,1.0,Insertion
529,"('#madame-jourdain', 'Allez, vous êtes une vraie dupe. ')",,1.0,Insertion
530,"('#dorante', ""Vous me semblez toute mélancolique.  Qu'avez-vous, Madame Jourdain ?"")",,1.0,Insertion
531,"('#madame-jourdain', ""J'ai la tête plus grosse que le poing, et si elle n'est pas enflée."")",,1.0,Insertion
532,"('#dorante', 'Mademoiselle votre fille, où est-elle, que je ne la vois point ?')",,1.0,Insertion
533,"('#madame-jourdain', 'Mademoiselle ma fille est bien où elle est.')",,1.0,Insertion
534,"('#dorante', 'Comment se porte-t-elle ?')",,1.0,Insertion
535,"('#madame-jourdain', 'Elle se porte sur ses deux jambes.')",,1.0,Insertion
536,"('#dorante', ""Ne voulez-vous point un de ces jours venir voir, avec elle, le ballet et la comédie que l'on fait chez le Roi ?"")",,1.0,Insertion
537,"('#madame-jourdain', 'Oui vraiment, nous avons fort envie de rire, fort envie de rire nous avons.')",,1.0,Insertion
538,"('#dorante', ""Je pense, Madame Jourdain, que vous avez eu bien des amants dans votre jeune âge, belle et d'agréable humeur comme vous étiez."")",,1.0,Insertion
539,"('#madame-jourdain', 'Tredame, Monsieur, est-ce que Madame Jourdain est décrépite, et la tête lui grouille-t-elle déjà ?')",,1.0,Insertion
540,"('#dorante', ""Ah ma foi, Madame Jourdain, je vous demande pardon.  Je ne songeais pas que vous êtes jeune, et je rêve le plus souvent.  Je vous prie d'excuser mon impertinence. "")",,1.0,Insertion
541,"('#monsieur-jourdain', 'Voilà deux cents louis bien comptés.')",,1.0,Insertion
542,"('#dorante', 'Je vous assure, Monsieur Jourdain, que je suis tout à vous, et que je brûle de vous rendre un service à la Cour.')",,1.0,Insertion
543,"('#monsieur-jourdain', 'Je vous suis trop obligé.')",,1.0,Insertion
544,"('#dorante', 'Si Madame Jourdain veut voir le divertissement Royal, je lui ferai donner les meilleures places de la salle.')",,1.0,Insertion
545,"('#madame-jourdain', 'Madame Jourdain vous baise les mains. ')",,1.0,Insertion
546,"('#dorante', ""Notre belle Marquise, comme je vous ai mandé par mon billet, viendra tantôt ici pour le ballet et le repas; et je l'ai fait consentir enfin au cadeau que vous lui voulez donner."")",,1.0,Insertion
547,"('#monsieur-jourdain', 'Tirons-nous un peu plus loin, pour cause.')",,1.0,Insertion
548,"('#dorante', ""Il y a huit jours que je ne vous ai vu, et je ne vous ai point mandé de nouvelles du diamant que vous me mîtes entre les mains, pour lui en faire présent de votre part ; mais c'est que j'ai eu toutes les peines du monde à vaincre son scrupule, et ce n'est que d'aujourd'hui qu'elle s'est résolue l'accepter."")",,1.0,Insertion
549,"('#monsieur-jourdain', ""Comment l'a-t-elle trouvé ?"")",,1.0,Insertion
550,"('#dorante', 'Merveilleux ; et je me trompe fort, ou la beauté de ce diamant fera pour vous sur son esprit un effet admirable.')",,1.0,Insertion
551,"('#monsieur-jourdain', 'Plût au Ciel !')",,1.0,Insertion
552,"('#madame-jourdain', 'Quand il est une fois avec lui, il ne peut le quitter.')",,1.0,Insertion
