dufresny-chevalier-joueur,regnard-joueur,Score
"('#frontin', ""Je suis bien en peine, laquelle des deux sera plutôt payée ; l'une par brutalité, l'autre par douceur."")",-,0.0
"('#le-chevalier', ""Vous prenez mal votre temps, je n'ai pas un sol."")",-,0.0
"('#frontin', ""Son faible est de ne payer ni l'une ni l'autre."")",-,0.0
"('#le-chevalier', ""Ne voyez-vous pas que c'est de l'argent du jeu, si je lui dérobais seulement une pistole, je reperdrais tout, vous ne voudriez pas me ruiner.  Écoutez, Madame Brusquan, j'ai d'autres fonds destinés pour mes créanciers ; dans peu de temps il me sera dû quelque petite partie d'une petite rente..."")",-,0.0
"('#madame-brusquan', 'La petite partie de la petite rente sont de petites raisons...  Mort de ma vie...')",-,0.0
"('#babiche', 'Ah !  Je ne saurais entendre jurer des femmes, adieu Monsieur.')",-,0.0
"('#le-chevalier', ""Adieu l'aimable Babiche, elle embellit tous les jours."")",-,0.0
"('#frontin', ""Vous voyez qu'on gagne avec lui par la douceur."")",-,0.0
"('#frontin', 'Que ne vous faites-vous dire aussi que vous embellissez tous les jours.')",-,0.0
"('#madame-brusquan', ""Écoutez, je sais que vous faites ici l'amoureux d'une Mademoiselle Angélique, je m'en vais carillonner chez elle...  Si..."")",-,0.0
"('#dorante', 'Doucement, Madame, doucement.')",-,0.0
"('#madame-brusquan', 'Mais, Monsieur Dorante, voulez-vous me répondre de trois cents livres ?')",-,0.0
"('#dorante', 'Allez, je vous donne ma parole ; allez donc.')",-,0.0
"('#le-chevalier', "" Vous voyez l'insolence, j'allais payer cette créature-là, si elle avait pris le parti de la douceur ; et je la payerai dans peu, seulement pour dégager votre parole."")",-,0.0
"('#dorante', ""Brisons là-dessus.  Qu'est-ce donc, Chevalier, j'apprends qu'Angélique a rompu de nouveau avec vous."")",-,0.0
"('#le-chevalier', ""J'obtiendrai facilement pardon, quand on gagne on n'a pas tort ; et je n'aurais pas joué sans un pressentiment sûr.  On ne refuse point à gagner sûrement deux mille louis d'or."")",-,0.0
"('#dorante', 'Angélique ne se payera pas de cette excuse.')",-,0.0
"('#le-chevalier', ""Elle s'en payera ; elle est trop raisonnable, je crois qu'elle s'en payera ; en tout cas l'état d'un garçon aisé a de quoi consoler."")",-,0.0
"('#frontin', ""Ma foi oui ; se marier, ne se point marier, à l'heure qu'il est, nous déciderions cela à croix ou pile."")",-,0.0
"('#dorante', ""L'indifférence où je vous vois pour Angélique m'autorise à vous donner un avis."")",-,0.0
"('#le-chevalier', ""Volontiers nous nous disons nos vérités sans nous fâcher ; nous sommes deux rivaux d'une bonne pâte."")",-,0.0
"('#dorante', ""Si quelque revers de fortune que vous ne prévoyez pas vous redonnait de l'empressement pour le mariage, vous avez une ressource, j'ai remarqué dans la Comtesse des dispositions pour vous ; elle est beaucoup plus riche qu'Angélique."")",-,0.0
"('#frontin', ""Monsieur a raison, j'aimerais mieux tromper la plus riche."")",-,0.0
"('#dorante', ""Convenez de bonne foi qu'Angélique n'eût pas été fort heureuse avec vous."")",-,0.0
"('#le-chevalier', ""N'eût pas été !  Comment donc n'eût pas été ?  J'espère bien qu'elle le sera ; je vous conseille de la plaindre, la pauvre enfant sera fort à plaindre avec des aubaines comme cela...  Mon cher ami, vous serez le seul à plaindre de cette affaire-ci ; mais consolez-vous, l'espérance est votre partage.  Vous pouvez attendre Angélique en secondes noces ; je suis usé moi par le jeu, je mourrai quelque jour, et pour lors Angélique fera une très jolie veuve. Montrant son xhapeau plein d'argent."")",-,0.0
"('#dorante', ""Vous devenez bien insultant dans la prospérité ; allez, tous vos procédés vous rendent indignes d'avoir des amis, et je vous déclare que je ne vous ménagerai pas plus que vous ménagez Angélique."")",-,0.0
"('#le-chevalier', ""Je lui pardonne de se fâcher, il aime sans être aimé ; c'est une situation affligeante."")",-,0.0
"('#frontin', ""Depuis un quart d'heure de prospérité, ressource méprisée !  Ami perdu !  Maîtresse oubliée."")",-,0.0
"('#le-chevalier', ""Voici ma ressource, mon ami et ma maîtresse.  Il faut convenir que le jeu est une charmante chose.  Le jeu est un Pérou pour un homme qui a de la conduite.  J'ai remarqué que je gagne toujours sept fois de suite ; ainsi je serai riche sans avoir obligation à personne.  Je vais commencer par me faire un revenu sûr.  Bonne table, gros équipages ; mais il ne faut pas laisser refroidir le bonheur : on va ouvrir chez la Baronne."")",-,0.0
"('#frontin', 'Monsieur, il serait pourtant bon de ménager Angélique, et de voir la situation de son esprit.')",-,0.0
"('#le-chevalier', ""Vois cela toi, vois, vois cela, je suis accablé d'affaires."")",-,0.0
"('#frontin', 'Cependant vous devriez...')",-,0.0
"('#le-chevalier', ""Je prétends bien la voir aujourd'hui."")",-,0.0
"('#frontin', ""Ah !  C'est quelque chose...  lui dirai-je, que vous la verrez à sept, huit, neuf heures."")",-,0.0
"('#le-chevalier', 'La séance ne sera pas encore finie.')",-,0.0
"('#frontin', 'Entre neuf et dix.')",-,0.0
"('#le-chevalier', ""Bon à dix heures, on commence la grosse partie chez l'Abbé."")",-,0.0
"('#frontin', ""À onze heures, aussi c'est bien tard."")",-,0.0
"('#le-chevalier', ""À onze heures, non, c'est l'heure des femmes piquées."")",-,0.0
"('#frontin', 'Et à minuit Angélique sera couchée.')",-,0.0
"('#le-chevalier', ""N'importe, va, demande-lui toujours son heure : je cours à la fortune."")",-,0.0
"('#frontin', 'Monsieur.')",-,0.0
"('#le-chevalier', 'Courons à la fortune, la fortune nous attend, courons, courons à la fortune.')",-,0.0
"('#frontin', ""La fortune nous attend...  courons...  courons à la fortune...  elle nous attend à l'Hôpital."")",-,0.0
"('#le-chevalier', 'Il faut avouer que le jeu est une passion bien abominable.')",-,0.0
"('#frontin', 'Le jeu est un Pérou pour un homme qui a de la conduite.')",-,0.0
"('#le-chevalier', 'Pour ce maudit jeu on oublie tout, devoir, fortune, amis maîtresse. Ah !  Mon pauvre Frontin ! Embrassant Frontin.')",-,0.0
"('#frontin', ""Vos deux mille Louis d'or sont partis ; mais en récompense il vous est revenu de la douceur d'esprit et de la morale."")",-,0.0
"('#le-chevalier', ""Je serais à demi consolé, si le Marquis me rapportait le portrait qu'il m'a gagné ; il m'a promis de venir me le mettre sur une carte contre un petit contrat qui me reste encore là-haut."")",-,0.0
"('#frontin', 'Vous avez perdu le portrait de votre maîtresse ?')",-,0.0
"('#le-chevalier', 'Que veux-tu, quand la fureur du jeu me possède...')",-,0.0
"('#frontin', ""Vous joueriez l'Original s'il était garni de diamants."")",-,0.0
"('#le-chevalier', ""J'entends le Marquis, il monte à ma chambre.  Va dire à Angélique que je suis dans un instant au rendez-vous qu'elle m'a donné, je vais regagner son portrait."")",-,0.0
"('#frontin', ""Il va regagner au plus vite, oui...  c'est-à-dire perdre le petit Contrat unique.  Ah !  Pauvre petit Contrat !  Vous m'aviez été promis pour mes salaires, peut-être qu'en ce moment mon contrat est facé."")",-,0.0
"('#nerine', ""Oh je suis lasse de suivre votre colère de chambre en chambre ; vous entrez chez la Comtesse pour lui parler, et vous en ressortez sans lui avoir rien dit ; vous appelez Dorante, puis vous lui tournez le dos.  Marcher à grands pas, rester immobile, pâlir, rougir, fureur, tendresse, enrager, soupirer, la crise est violente, je souhaite qu'elle tourne à bien ; en vérité les discours de ce petit vilain-là, votre portrait joué, le rendez-vous manqué, tout cela devrait bien vous déterminer."")",-,0.0
"('#angelique', 'Ah !')",-,0.0
-,"('#hector', ""Il est, parbleu, grand jour. Déjà de leur ramage les coqs ont éveillé tout notre voisinage. Que servir un joueur est un maudit métier ! Ne serai-je jamais laquais d'un sous-fermier ? Je ronflerais mon soûl la grasse matinée, Et je m'enivrerais le long de la journée : Je ferais mon chemin ; j'aurais un bon emploi ; Je serais dans la suite un conseiller du roi, Rat-de-cave ou commis ; et que sait-on ? Peut-être Je deviendrais un jour aussi gras que mon maître. J'aurais un bon carrosse à ressorts bien liants ; De ma rotondité j'emplirais le dedans : Il n'est que ce métier pour brusquer la fortune ; Et tel change de meuble et d'habit chaque lune, Qui, jasmin autrefois, d'un drap du sceau couvert, Bornait sa garde-robe à son justaucorps vert. Quelqu'un vient."")",0.0
-,"('#hector', ""Si matin, Nérine, qui t'envoie ?"")",0.0
-,"('#nerine', 'Que fait Valère ?')",0.0
-,"('#hector', 'Il dort.')",0.0
-,"('#nerine', 'Il faut que je le voie.')",0.0
-,"('#hector', 'Va, mon maître ne voit personne quand il dort.')",0.0
-,"('#nerine', 'Je veux lui parler.')",0.0
-,"('#hector', ""Paix, ne parle pas si fort. Oh ! J'entrerai, te dis-je."")",0.0
-,"('#hector', ""Ici je suis de garde, Et je ne puis t'ouvrir que la porte bâtarde."")",0.0
-,"('#nerine', 'Tes sots raisonnements sont pour moi superflus.')",0.0
-,"('#hector', 'Voudrais-tu voir mon maître in naturalibus .')",0.0
-,"('#nerine', 'Quand se lèvera-t-il ?')",0.0
-,"('#hector', ""Mais, avant qu'il se lève, Il faudra qu'il se couche ; et franchement..."")",0.0
-,"('#nerine', 'Achève.')",0.0
-,"('#hector', 'Je ne dis mot.')",0.0
-,"('#nerine', 'Oh ! Parle, ou de force, ou de gré.')",0.0
-,"('#hector', ""Mon maître, en ce moment, n'est pas encor rentré."")",0.0
-,"('#nerine', ""Il n'est pas rentré ?"")",0.0
-,"('#hector', ""Non. Il ne tardera guère : Nous n'ouvrons pas matin. Il a plus d'une affaire, Ce garçon-là."")",0.0
-,"('#nerine', ""J'entends. Autour d'un tapis vert, Dans un maudit brelan, ton maître joue et perd, Ou bien réduit à sec, d'une âme familière, Peut-être il parle au ciel d'une étrange manière. Par ordre très exprès d'Angélique, aujourd'hui Je viens pour rompre ici tout commerce avec lui. Des serments les plus forts appuyant sa tendresse, Tu sais qu'il a cent fois promis à ma maîtresse De ne toucher jamais cornet, carte, ni dé, Par quelque espoir de gain dont son coeur fût guidé ; Cependant..."")",0.0
-,"('#hector', ""Je vois bien qu'un rival domestique Consigne entre tes mains pour avoir Angélique."")",0.0
-,"('#nerine', ""Et quand cela serait, n'aurais-je pas raison ? Mon coeur ne peut souffrir de lâche trahison. Angélique, entre nous, serait extravagante De rejeter l'amour qu'à pour elle Dorante : Lui, c'est un homme d'ordre, et qui vit congrument."")",0.0
-,"('#hector', ""L'amour se plaît un peu dans le dérèglement."")",0.0
-,"('#nerine', 'Un amant fait et mûr.')",0.0
-,"('#hector', ""Les filles d'ordinaire, Aiment mieux le fruit vert."")",0.0
-,"('#nerine', ""D'un fort bon caractère ; Qui ne sut de ses jours ce que c'est que le jeu."")",0.0
-,"('#hector', 'Mais mon maître est aimé.')",0.0
-,"('#nerine', ""Dont j'enrage. Morbleu ! Ne verrai-je jamais les femmes détrompées De ces colifichets, de ces fades poupées, Qui n'ont, pour imposer, qu'un grand air débraillé, Un nez de tous côtés de tabac barbouillé, Une lèvre qu'on mord pour rendre plus vermeille, Un chapeau chiffonné qui tombe sur l'oreille, Une longue steinkerque à replis tortueux, Un haut-de-chausse bas prêt à tomber sous eux ; Qui, faisant le gros dos, la main dans la ceinture, Viennent, pour tout mérite, étaler leur figure ?"")",0.0
-,"('#hector', ""C'est le goût d'à présent ; tes cris sont superflus, Mon enfant."")",0.0
-,"('#nerine', ""Je veux, moi, réformer cet abus. Je ne souffrirai pas qu'on trompe ma maîtresse, Et qu'on profite ainsi d'une tendre faiblesse ; Qu'elle épouse un joueur, un petit brelandier, Un franc dissipateur, et dont tout le métier Est d'aller de cent lieux faire la découverte Où de jeux et d'amour on tient boutique ouverte, Et qui le conduiront tout droit à l'hôpital."")",0.0
-,"('#hector', 'Ton sermon me paraît un tant soit peu brutal. Mais, tant que tu voudras, parle, prêche, tempête, Ta maîtresse est coiffée.')",0.0
-,"('#nerine', ""Et crois-tu, dans ta tête, Que l'amour sur son coeur ait un si grand pouvoir ? Elle est fille d'esprit ; peut-être dès ce soir Dorante, par mes soins, l'épousera."")",0.0
-,"('#hector', 'Tarare ! Elle est dans nos filets.')",0.0
-,"('#nerine', ""Et moi je te déclare Que je l'en tirerai dès aujourd'hui."")",0.0
-,"('#hector', 'Bon ! Bon !')",0.0
-,"('#nerine', 'Que Dorante a pour lui Nérine et la raison.')",0.0
-,"('#hector', ""Et nous avons l'amour. Tu sais que d'ordinaire, Quand l'amour veut parler, la raison doit se taire, Dans les femmes, s'entend."")",0.0
-,"('#nerine', ""Tu verras que chez nous, Quand la raison agit, l'amour a le dessous. Ton maître est un amant d'une espèce plaisante ! Son amour peut passer pour fièvre intermittente ; Son feu pour Angélique est un flux et reflux."")",0.0
-,"('#hector', ""Elle est, après le jeu, ce qu'il aime le plus."")",0.0
-,"('#nerine', ""Oui, c'est la passion qui seule le dévore : Dès qu'il a de l'argent, son amour s'évapore."")",0.0
-,"('#hector', ""Mais en revanche aussi, quand il n'a pas un sou, Tu m'avoueras qu'il est amoureux comme un fou."")",0.0
-,"('#nerine', ""Oh ! J'empêcherai bien..."")",0.0
-,"('#hector', ""Nous ne te craignons guère ; Et ta maîtresse, encor hier, promit à Valère, De lui donner dans peu, pour prix de son amour, Son portrait enrichi de brillants tout autour. Nous l'attendons, ma chère, avec impatience : Nous aimons les bijoux avec concupiscence."")",0.0
-,"('#nerine', ""Ce portrait est tout prêt, mais ce n'est pas pour lui, Et Dorante en sera possesseur aujourd'hui."")",0.0
-,"('#hector', ""À d'autres."")",0.0
-,"('#nerine', ""N'est-ce pas une honte à Valère, Étant fils de famille, ayant encor son père, Qu'il vive comme il fait, et que, comme un banni, Depuis un an il loge en un hôtel garni ?"")",0.0
-,"('#hector', 'Et vous y logez bien, et vous et votre clique.')",0.0
-,"('#nerine', ""Est-ce de même, dis ? Ma maîtresse Angélique, Et la veuve sa soeur, ne sont dans ce pays Que pour un temps, et n'ont point de père à Paris."")",0.0
-,"('#hector', ""Valère a déserté la maison paternelle, Mais ce n'est point à lui qu'il faut faire querelle ; Et si monsieur son père avait voulu sortir, Nous y serions encore, à ne t'en point mentir. Ces pères, bien souvent, sont obstinés en diable."")",0.0
-,"('#nerine', ""Il a tort, en effet, d'être si peu traitable ! Quoi qu'il en soit, enfin, je ne t'abuse pas, Je fais la guerre ouverte ; et je vais de ce pas, Dire ce que je vois, avertir ma maîtresse Que Valère toujours est faux dans sa promesse ; Qu'il ne sera jamais digne de ses amours ; Qu'il a joué, qu'il joue, et qu'il jouera toujours. Adieu."")",0.0
-,"('#hector', 'Bonjour.')",0.0
-,"('#hector', ""Autant que je m'y puis connaître, Cette Nérine-ci n'est pas trop pour mon maître. A-t-elle grand tort ? Non, c'est un panier percé, Qui..."")",0.0
-,"('#hector', ""Mais je l'aperçois. Qu'il a l'air harassé ! On soupçonne aisément, à sa triste figure, Qu'il cherche en vain quelqu'un qui prête à triple usure."")",0.0
-,"('#valere', 'Quelle heure est-il ?')",0.0
-,"('#hector', ""Il est... je ne m'en souviens pas."")",0.0
-,"('#valere', ""Tu ne t'en souviens pas ?"")",0.0
-,"('#hector', 'Non, Monsieur.')",0.0
-,"('#valere', 'Je suis las De tes mauvais discours ; et tes impertinences...')",0.0
-,"('#hector', 'Ma foi, la vérité répond aux apparences.')",0.0
-,"('#valere', 'Ma robe de chambre. Euh ! À part.')",0.0
-,"('#hector', 'Il jure entre ses dents.')",0.0
-,"('#valere', 'Eh bien ! Me faudra-t-il attendre encor longtemps ? Il se promène.')",0.0
-,"('#hector', 'Eh ! La voilà, monsieur. Il suit son maître, tenant sa robe de chambre toute déployée.')",0.0
-,"('#valere', ""Une école maudite Me coûte, en un moment, douze trous tout de suite. Que je suis un grand chien ! Parbleu, je te saurai, Maudit jeu de trictrac, ou bien je ne pourrai. Tu peux me faire perdre, ô fortune ennemie ! Mais me faire payer, parbleu, je t'en défie : Car je n'ai pas un sou."")",0.0
-,"('#hector', 'Vous plairait-il, Monsieur... ?')",0.0
-,"('#valere', ""Je me ris de tes coups, j'incague ta fureur."")",0.0
-,"('#hector', 'Votre robe de chambre est, Monsieur, toute prête.')",0.0
-,"('#valere', ""Va te coucher, maraud ; ne me romps point la tête. Va-t'en."")",0.0
-,"('#hector', 'Tant mieux.')",0.0
-,"('#valere', ""Je veux dormir dans ce fauteuil. Que je suis malheureux ! Je ne puis fermer l'oeil. Je dois de tous côtés, sans espoir, sans ressource, Et n'ai pas, grâce au ciel, un écu dans ma bourse. Hector ! ... que ce coquin est heureux de dormir ! Hector !"")",0.0
-,"('#hector', 'Monsieur ?')",0.0
-,"('#valere', ""Eh bien ! Bourreau, veux-tu venir ? N'es-tu pas las encor de dormir, misérable ? Hector entre à moitié déshabillé."")",0.0
-,"('#hector', ""Las de dormir ! Monsieur ? Hé ! Je me donne au diable, Je n'ai pas eu le temps d'ôter mon justaucorps."")",0.0
-,"('#valere', 'Tu dormiras demain.')",0.0
-,"('#hector', 'Il a le diable au corps.')",0.0
-,"('#valere', ""Est-il venu quelqu'un ?"")",0.0
-,"('#hector', ""Il est, selon l'usage, Venu maint créancier ; de plus, un gros visage, Un maître de trictrac qui ne m'est pas connu. Le maître de musique est encore venu. Ils reviendront bientôt."")",0.0
-,"('#valere', ""Bon. Pour cette autre affaire, M'as-tu déterré... ?"")",0.0
-,"('#hector', 'Qui ? Cette honnête usurière, Qui nous prête, par heure, à vingt sous par écu ?')",0.0
-,"('#valere', 'Justement, elle-même.')",0.0
-,"('#hector', ""Oui, monsieur, j'ai tout vu. Qu'on vend cher maintenant l'argent à la jeunesse ! Mais enfin, j'ai tant fait, avec un peu d'adresse, Qu'elle m'a reconduit d'un air fort obligeant ; Et vous aurez, je crois, au plus tôt votre argent."")",0.0
-,"('#valere', ""J'aurais les mille écus ! ô ciel ! Quel coup de grâce ! Hector, mon cher Hector, viens çà que je t'embrasse."")",0.0
-,"('#hector', ""Comme l'argent rend tendre !"")",0.0
-,"('#valere', ""Et tu crois qu'en effet, Je n'ai, pour en avoir, qu'à donner mon billet ?"")",0.0
-,"('#hector', ""Qui le refuserait serait bien difficile : Vous êtes aussi bon que banquier de la ville. Pour la réduire au point où vous la souhaitez, Il a fallu lever bien des difficultés : Elle est d'accord de tout, du temps, des arrérages ; Il ne faut maintenant que lui donner des gages."")",0.0
-,"('#valere', 'Des gages ?')",0.0
-,"('#hector', 'Oui, monsieur.')",0.0
-,"('#valere', 'Mais y penses-tu bien ? Où les prendrai-je, dis ?')",0.0
-,"('#hector', ""Ma foi, je n'en sais rien. Pour nippes, nous n'avons qu'un grand fonds d'espérance Sur les produits trompeurs d'une réjouissance ; Et dans ce siècle-ci, messieurs les usuriers, Sur de pareils effets prêtent peu volontiers."")",0.0
-,"('#valere', 'Mais quel gage, dis-moi, veux-tu que je lui donne ?')",0.0
-,"('#hector', ""Elle viendra tantôt elle-même en personne, Vous vous ajusterez ensemble en quatre mots. Mais, Monsieur, s'il vous plaît, pour changer de propos, Aimeriez-vous toujours la charmante Angélique ?"")",0.0
-,"('#valere', ""Si je l'aime ? Ah ! Ce doute et m'outrage et me pique. Je l'adore."")",0.0
-,"('#hector', ""Tant pis : c'est un signe fâcheux. Quand vous êtes sans fonds, vous êtes amoureux ; Et quand l'argent renaît, votre tendresse expire. Votre bourse est, Monsieur, puisqu'il faut vous le dire, Un thermomètre sûr, tantôt bas, tantôt haut, Marquant de votre coeur ou le froid ou le chaud."")",0.0
-,"('#valere', ""Ne crois pas que le jeu, quelque sort qu'il me donne, Me fasse abandonner cette aimable personne."")",0.0
-,"('#hector', ""Oui, mais j'ai bien peur, moi, qu'on ne vous plante là."")",0.0
-,"('#valere', 'Et sur quel fondement peux-tu juger cela ?')",0.0
-,"('#hector', ""Nérine sort d'ici, qui m'a dit qu'Angélique Pour Dorante votre oncle en ce moment s'explique ; Que vous jouez toujours, malgré tous vos serments, Et qu'elle abjure enfin ses tendres sentiments."")",0.0
-,"('#valere', 'Dieux ! Que me dis-tu là ?')",0.0
-,"('#hector', ""Ce que je viens d'entendre."")",0.0
-,"('#valere', ""Bon ! Cela ne se peut ; on t'a voulu surprendre."")",0.0
-,"('#hector', ""Vous êtes assez riche en bonne opinion, À ce qu'il me paraît."")",0.0
-,"('#valere', ""Point. Sans présomption, On sait ce que l'on vaut."")",0.0
-,"('#hector', ""Mais si, sans vouloir rire, Tout allait comme j'ai l'honneur de vous le dire, Et qu'Angélique enfin pût changer..."")",0.0
-,"('#valere', 'En ce cas, Je prends le parti... mais cela ne se peut pas.')",0.0
-,"('#hector', ""Si cela se pouvait, qu'une passion neuve ?..."")",0.0
-,"('#valere', 'En ce cas, je pourrais rabattre sur la veuve, la Comtesse sa soeur.')",0.0
-,"('#hector', ""Ce dessein me plaît fort. J'aime un amour fondé sur un bon coffre-fort. Si vous vouliez un peu vous aider avec elle, Cette veuve, je crois, ne serait point cruelle ; Ce serait une éponge à presser au besoin."")",0.0
-,"('#valere', 'Cette éponge, entre nous, ne vaudrait pas ce soin.')",0.0
-,"('#hector', ""C'est, dans son caractère, une espèce parfaite, Un ambigu nouveau de prude et de coquette, Qui croit mettre les coeurs à contribution, Et qui veut épouser ; c'est là sa passion."")",0.0
-,"('#valere', 'Épouser ?')",0.0
-,"('#hector', 'Un marquis, de même caractère, Grand épouseur aussi, la galope et la flaire.')",0.0
-,"('#valere', 'Et quel est ce marquis ?')",0.0
-,"('#hector', ""C'est, à vous parler net, Un marquis de hasard fait par le lansquenet ; Fort brave, à ce qu'il dit, intrigant, plein d'affaires ; Qui croit de ses appas les femmes tributaires ; Qui gagne au jeu beaucoup, et qui, dit-on, jadis Était valet de chambre avant d'être marquis. Mais sauvons-nous, Monsieur, j'aperçois votre père."")",0.0
-,"('#geronte', ""Doucement ; j'ai deux mots à vous dire, Valère. Pour toi, j'ai quelques coups de canne à te prêter. À Hector."")",0.0
-,"('#hector', ""Excusez-moi, Monsieur, je ne puis m'arrêter."")",0.0
-,"('#geronte', 'Demeure là, maraud.')",0.0
-,"('#hector', ""Il n'est pas temps de rire."")",0.0
-,"('#geronte', ""Pour la dernière fois, mon fils, je viens vous dire Que votre train de vie est si fort scandaleux, Que vous m'obligerez à quelque éclat fâcheux. Je ne puis retenir ma bile davantage, Et ne saurais souffrir votre libertinage. Vous êtes pilier-né de tous les lansquenets, Qui sont, pour la jeunesse, autant de trébuchets. Un bois plein de voleurs est un plus sûr passage ; Dans ces lieux, jour et nuit, ce n'est que brigandage. Il faut opter des deux, être dupe ou fripon."")",0.0
-,"('#hector', ""Tous ces jeux de hasard n'attirent rien de bon. J'aime les jeux galants où l'esprit se déploie. C'est, Monsieur, par exemple, un joli jeu que l'oie. À Géronte."")",0.0
-,"('#geronte', ""Tais-toi. Non, à présent le jeu n'est que fureur : On joue argent, bijoux, maisons, contrats, honneur ; Et c'est ce qu'une femme, en cette humeur à craindre, Risque plus volontiers, et perd plus sans se plaindre. À Valère."")",0.0
-,"('#hector', 'Oh ! Nous ne risquons pas, Monsieur, de tels bijoux.')",0.0
-,"('#geronte', ""Votre conduite enfin m'enflamme de courroux ; Je ne puis vous souffrir vivre de cette sorte : Vous m'avez obligé de vous fermer ma porte ; J'étais las, attendant chez moi votre retour, Qu'on fît du jour la nuit, et de la nuit le jour."")",0.0
-,"('#hector', ""C'est bien fait. Ces joueurs qui courent la fortune, Dans leurs dérèglements ressemblent à la lune, Se couchant le matin, et se levant le soir."")",0.0
-,"('#geronte', ""Vous me poussez à bout ; mais je vous ferai voir Que si vous ne changez de vie et de manière, Je saurai me servir de mon pouvoir de père, Et que de mon courroux vous sentirez l'effet."")",0.0
-,"('#hector', 'Votre père a raison.')",0.0
-,"('#geronte', ""Comme le voilà fait ! Débraillé, mal peigné, l'oeil hagard ! À sa mine On croirait qu'il viendrait, dans la forêt voisine, De faire un mauvais coup."")",0.0
-,"('#hector', ""On croirait vrai de lui : Il a fait trente fois coupe-gorge aujourd'hui."")",0.0
-,"('#geronte', ""Serez-vous bientôt las d'une telle conduite ? Parlez, que dois-je enfin espérer dans la suite ?"")",0.0
-,"('#valere', ""Je reviens aujourd'hui de mon égarement, Et ne veux plus jouer, mon père, absolument."")",0.0
-,"('#hector', 'Voilà du fruit nouveau dont son fils le régale.')",0.0
-,"('#geronte', ""Quand ils n'ont pas un sou, voilà de leur morale."")",0.0
-,"('#valere', ""J'ai de l'argent encore ; et, pour vous contenter, De mes dettes je veux aujourd'hui m'acquitter."")",0.0
-,"('#geronte', ""S'il est ainsi, vraiment, j'en ai bien de la joie."")",0.0
-,"('#hector', 'Vous acquitter, Monsieur ! Avec quelle monnaie ?')",0.0
-,"('#valere', ""Te tairas-tu ? Mon oncle aspire dans ce jour À m'ôter d'Angélique et la main et l'amour : Vous savez que pour elle il a l'âme blessée, Et qu'il veut m'enlever... Haut à son père."")",0.0
-,"('#geronte', 'Oui, je sais sa pensée, Et je serai ravi de le voir confondu.')",0.0
-,"('#hector', ""Vous n'avez qu'à parler, c'est un homme tondu."")",0.0
-,"('#geronte', ""Je voudrais bien déjà que l'affaire fût faite. Angélique est fort riche, et point du tout coquette, Maîtresse de son choix. Avec ce bon dessein, Va te mettre en état de mériter sa main, Payer tes créanciers..."")",0.0
-,"('#valere', ""J'y vais, j'y cours... Mon père... Il va pour sortir, parle bas à Hector, et revient."")",0.0
-,"('#geronte', 'Hé ! Plaît-il ?')",0.0
-,"('#valere', ""Pour sortir entièrement d'affaire, Il me manque environ quatre ou cinq mille francs. Si vous vouliez, Monsieur..."")",0.0
-,"('#geronte', ""Ah ! Ah ! Je vous entends. Vous m'avez mille fois bercé de ces sornettes. Non ; comme vous pourrez, allez payer vos dettes."")",0.0
-,"('#valere', 'Mais, mon père, croyez...')",0.0
-,"('#geronte', ""À d'autres, s'il vous plaît."")",0.0
-,"('#valere', 'Prêtez-moi mille écus.')",0.0
-,"('#hector', ""Nous paierons l'intérêt Au denier un."")",0.0
-,"('#valere', 'Monsieur...')",0.0
-,"('#geronte', 'Je ne puis vous entendre.')",0.0
-,"('#valere', ""Je ne veux point, mon père, aujourd'hui vous surprendre ; Et pour vous faire voir quels sont mes bons desseins, Retenez cet argent, et payez par vos mains."")",0.0
-,"('#hector', ""Ah ! Parbleu, pour le coup, c'est être raisonnable."")",0.0
-,"('#geronte', 'Et de combien encore êtes-vous redevable ?')",0.0
-,"('#valere', ""La somme n'y fait rien."")",0.0
-,"('#geronte', ""La somme n'y fait rien ?"")",0.0
-,"('#hector', 'Non. Quand vous le verrez vivre en homme de bien, Vous ne regretterez nullement la dépense ; Et nous ferons, Monsieur, la chose en conscience.')",0.0
-,"('#geronte', 'Écoutez : je veux bien faire un dernier effort ; Mais, après cela, si...')",0.0
-,"('#valere', ""Modérez ce transport ; Que sur mes sentiments votre âme se repose. Je vais voir Angélique ; et mon coeur se propose D'arrêter son courroux déjà prêt d'éclater."")",0.0
-,"('#hector', ""Je m'en vais travailler, moi, pour vous contenter, À vous faire, en raisons claires et positives, Le mémoire succinct de nos dettes passives, Et que j'aurai l'honneur de vous montrer dans peu."")",0.0
-,"('#geronte', ""Mon frère en son amour n'aura pas trop beau jeu. Non, quand ce ne serait que pour le contredire, Je veux rompre l'hymen où son amour aspire ; Et j'aurai deux plaisirs à la fois, si je puis, De chagriner mon frère, et marier mon fils."")",0.0
-,"('#toutabas', ""Avec tous les respects d'un coeur vraiment sincère, Je viens pour vous offrir mon petit ministère. Je suis, pour vous servir, gentilhomme auvergnac, Docteur dans tous les jeux, et maître de trictrac : Mon nom est Toutabas, Vicomte de La Case, Et votre serviteur, pour terminer ma phrase."")",0.0
-,"('#geronte', ""Un maître de trictrac ! Il me prend pour mon fils. Quoi ! Vous montrez, Monsieur, un tel art dans Paris ? Et l'on ne vous a pas fait présent, en galère, D'un brevet d'espalier ? Haut."")",0.0
