montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Score
"('#le-choeur', ""C'est un grand coup de hasard s'il quitte la bataille.  » Quand l'aiguillon d'honneur un courage travaille,  » Rien ne peut l'arracher des prises du combat,  » S'il voit quitter la palme à l'ennemi qu'il bat. "")",-,0.0
"('#andromaque', ""Vois-je pas Anténor qui devers nous s'approche ? "")",-,0.0
"('#hecube', ""Le voici, c'est lui-même. "")",-,0.0
"('#priam', ""Ô vieillard sans reproche,  D'où viens-tu, je te pri' ? Sais-tu que son époux  S'est dérobé d'ici pour se trouver aux coups ? "")",-,0.0
"('#antenor', ""On ne me l'a point dit, et j'en ai connaissance ;  J'ai bien tôt reconnu le branle de sa lance,  Et le panache horrible enté sur son armet,  Qui parmi nos Troyens le courage remet. "")",-,0.0
"('#priam', ""Quoi ? L'as-tu déjà vu mêlé parmi la presse ? "")",-,0.0
"('#antenor', 'Mais plutôt foudroyant les bataillons de Grèce. ')",-,0.0
"('#andromaque', ""Je crains bien qu'à la fin lui-même foudroyé,  Soit aux ombres d'en bas d'un tonnerre envoyé. "")",-,0.0
"('#antenor', ""Sans lui nous perdions tout. Troie s'en allait périe. "")",-,0.0
-,"('#andromaque', ""La guerre de Troie n'aura pas lieu, Cassandre !"")",0.0
-,"('#cassandre', 'Je te tiens un pari, Andromaque.')",0.0
-,"('#andromaque', 'Cet envoyé des Grecs a raison.  On va bien le recevoir.  On va bien lui envelopper sa petite Hélène, et on la lui rendra.')",0.0
-,"('#cassandre', 'On va le recevoir grossièrement.  On ne lui rendra pas Hélène.  Et la guerre de Troie aura lieu.')",0.0
-,"('#andromaque', ""Oui, si Hector n'était pas là !...  Mais il arrive, Cassandre, il arrive !  Tu entends assez ses trompettes...  En cette minute, il entre dans la ville, victorieux.  Je pense qu'il aura son mot à dire.  Quand il est parti, voilà trois mois, il m'a juré que cette guerre était la dernière."")",0.0
-,"('#cassandre', ""C'était la dernière.  La suivante l'attend."")",0.0
-,"('#andromaque', ""Cela ne te fatigue pas de ne voir et de ne prévoir que l'effroyable ?"")",0.0
-,"('#cassandre', 'Je ne vois rien, Andromaque.  Je ne prévois rien.  Je tiens seulement compte de deux bêtises, celle des hommes et celle des éléments.')",0.0
-,"('#andromaque', 'Pourquoi la guerre aurait-elle lieu ?  Pâris ne tient plus à Hélène.  Hélène ne tient plus à Pâris.\n7')",0.0
-,"('#cassandre', ""Il s'agit bien d'eux !"")",0.0
-,"('#andromaque', ""Il s'agit de quoi ?"")",0.0
-,"('#cassandre', ""Pâris ne tient plus à Hélène !  Hélène ne tient plus à Pâris !  Tu as vu le destin s'intéresser à des phrases négatives ?"")",0.0
-,"('#andromaque', ""Je ne sais pas ce qu'est le destin."")",0.0
-,"('#cassandre', ""Je vais te le dire.  C'est simplement la forme accélérée du temps.  C'est épouvantable."")",0.0
-,"('#andromaque', 'Je ne comprends pas les abstractions.')",0.0
-,"('#cassandre', ""À ton aise.  Ayons recours aux métaphores.  Figure-toi un tigre.  Tu la comprends, celle-là ?  C'est la métaphore pour jeunes filles.  Un tigre qui dort."")",0.0
-,"('#andromaque', 'Laisse-le dormir.')",0.0
-,"('#cassandre', ""Je ne demande pas mieux.  Mais ce sont les affirmations qui l'arrachent à son sommeil.  Depuis quelque temps, Troie en est pleine."")",0.0
-,"('#andromaque', 'Pleine de quoi ?')",0.0
-,"('#cassandre', 'De ces phrases qui affirment que le monde et la direction du monde appartiennent aux hommes en général, et aux Troyens ou Troyennes en particulier...')",0.0
-,"('#andromaque', 'Je ne te comprends pas.\n9')",0.0
-,"('#cassandre', 'Hector en cette heure rentre dans Troie ?')",0.0
-,"('#andromaque', 'Oui.  Hector en cette heure revient à sa femme.')",0.0
-,"('#cassandre', ""Cette femme d'Hector va avoir un enfant ?"")",0.0
-,"('#andromaque', 'Oui, je vais avoir un enfant.')",0.0
-,"('#cassandre', 'Ce ne sont pas des affirmations, tout cela ?')",0.0
-,"('#andromaque', 'Ne me fais pas peur, Cassandre.')",0.0
-,"('#une-jeune-servante', 'Quel beau jour, maîtresse !')",0.0
-,"('#cassandre', 'Ah !  Oui ?  Tu trouves ?')",0.0
-,"('#la-jeune-servante', ""Troie touche aujourd'hui son plus beau jour de printemps."")",0.0
-,"('#cassandre', ""Jusqu'au lavoir qui affirme !"")",0.0
-,"('#andromaque', 'Oh !  Justement, Cassandre !  Comment peux-tu parler de guerre en un jour pareil ?  Le bonheur tombe sur le monde !')",0.0
-,"('#cassandre', 'Une vraie neige.')",0.0
-,"('#andromaque', ""La beauté aussi.  Vois ce soleil.  Il s'amasse plus de nacre sur les faubourgs de Troie qu'au fond des mers.  De toute maison de pêcheur, de tout arbre sort le murmure des coquillages.  Si jamais il y a eu une chance de voir les hommes trouver un moyen pour vivre en paix, c'est aujourd'hui...  Et pour qu'ils soient modestes...  Et pour qu'ils soient immortels..."")",0.0
-,"('#cassandre', ""Oui, les paralytiques qu'on a traînés devant les portes se sentent immortels."")",0.0
-,"('#andromaque', ""Et pour qu'ils soient bons !...  Vois ce cavalier de l'avant-garde se baisser sur l'étrier pour caresser un chat dans ce créneau...  Nous sommes peut-être aussi au premier jour de l'entente entre l'homme et les bêtes."")",0.0
-,"('#cassandre', ""Tu parles trop.  Le destin s'agite, Andromaque !"")",0.0
-,"('#andromaque', ""Il s'agite dans les filles qui n'ont pas de mari.  Je ne te crois pas.\n12"")",0.0
-,"('#cassandre', ""Tu as tort.  Ah !  Hector rentre dans la gloire chez sa femme adorée !...  Il ouvre un oeil...  Ah !  Les hémiplégiques se croient immortels sur leurs petits bancs !...  Il s'étire...  Ah !  Il est aujourd'hui une chance pour que la paix s'installe sur le monde !...  Il se pourlèche...  Et Andromaque va avoir un fils !  Et les cuirassiers se baissent maintenant sur l'étrier pour caresser les matous dans les créneaux !...  Il se met en marche !"")",0.0
-,"('#andromaque', 'Tais-toi !')",0.0
-,"('#cassandre', 'Et il monte sans bruit les escaliers du palais.  Il pousse du mufle les portes...  Le voilà...  Le voilà...')",0.0
-,"('#hector', 'Andromaque !')",0.0
-,"('#andromaque', ""Tu mens !...  C'est Hector !\n13"")",0.0
-,"('#cassandre', ""Qui t'a dit autre chose ?"")",0.0
-,"('#andromaque', 'Hector !')",0.0
-,"('#hector', ""Andromaque !...  À toi aussi bonjour, Cassandre !  Appelle-moi Pâris, veux-tu.  Le plus vite possible.  Tu as quelque chose à me dire ? Ils s'étreignent. Cassandre s'attarde."")",0.0
-,"('#andromaque', ""Ne l'écoute pas !...  Quelque catastrophe !"")",0.0
-,"('#hector', 'Parle !')",0.0
-,"('#cassandre', 'Ta femme porte un enfant.')",0.0
-,"('#hector', 'Ce sera un fils, une fille ?')",0.0
-,"('#andromaque', ""Qu'as-tu voulu créer en l'appelant ?"")",0.0
-,"('#hector', 'Mille garçons...  Mille filles...')",0.0
-,"('#andromaque', 'Pourquoi ?  Tu croyais étreindre mille femmes ?...  Tu vas être déçu.  Ce sera un fils, un seul fils.\n16')",0.0
-,"('#hector', ""Il y a toutes les chances pour qu'il en soit un...  Après les guerres, il naît plus de garçons que de filles."")",0.0
-,"('#andromaque', 'Et avant les guerres ?')",0.0
-,"('#hector', ""Laissons les guerres, et laissons la guerre...  Elle vient de finir.  Elle t'a pris un père, un frère, mais ramené un mari."")",0.0
-,"('#andromaque', 'Elle est trop bonne.  Elle se rattrapera.')",0.0
-,"('#hector', ""Calme-toi.  Nous ne lui laisserons plus l'occasion.  Tout à l'heure, en te quittant, je vais solennellement, sur la place, fermer les portes de la guerre.  Elles ne s'ouvriront plus."")",0.0
-,"('#andromaque', ""Ferme-les.  Mais elles s'ouvriront."")",0.0
-,"('#hector', 'Tu peux même nous dire le jour !')",0.0
-,"('#andromaque', 'Le jour où les blés seront dorés et pesants, la vigne surchargée, les demeures pleines de couples.')",0.0
-,"('#hector', 'Et la paix à son comble, sans doute ?')",0.0
-,"('#andromaque', ""Oui.  Et mon fils robuste et éclatant. Hector l'embrasse."")",0.0
-,"('#hector', ""Ton fils peut être lâche.  C'est une sauvegarde.\n18"")",0.0
-,"('#andromaque', ""Il ne sera pas lâche.  Mais je lui aurai coupé l'index de la main droite."")",0.0
-,"('#hector', ""Si toutes les mères coupent l'index droit de leur fils, les armées de l'univers se feront la guerre sans index...  Et si elles lui coupent la jambe droite, les armées seront unijambistes...  Et si elles lui crèvent les yeux, les armées seront aveugles, mais il y aura des armées, et dans la mêlée elles se chercheront le défaut de l'aine, ou la gorge, à tâtons..."")",0.0
-,"('#andromaque', 'Je le tuerai plutôt.')",0.0
-,"('#hector', 'Voilà la vraie solution maternelle des guerres.')",0.0
-,"('#andromaque', 'Ne ris pas.  Je peux encore le tuer avant sa naissance.')",0.0
-,"('#hector', 'Tu ne veux pas le voir une minute, juste une minute ?  Après, tu réfléchiras...  Voir ton fils ?')",0.0
-,"('#andromaque', ""Le tien seul m'intéresse.  C'est parce qu'il est de toi, c'est parce qu'il est toi que j'ai peur.  Tu ne peux t'imaginer combien il te ressemble.  Dans ce néant où il est encore, il a déjà apporté tout ce que tu as mis dans notre vie courante.  Il y a tes tendresses, tes silences.  Si tu aimes la guerre, il l'aimera...  Aimes-tu la guerre ?"")",0.0
-,"('#hector', 'Pourquoi cette question ?')",0.0
-,"('#andromaque', ""Avoue que certains jours tu l'aimes."")",0.0
-,"('#hector', ""Si l'on aime ce qui vous délivre de l'espoir, du bonheur, des êtres les plus chers...\n20"")",0.0
-,"('#andromaque', ""Tu ne crois pas si bien dire...  On l'aime."")",0.0
-,"('#hector', ""Si l'on se laisse séduire par cette petite délégation que les dieux vous donnent à l'instant du combat..."")",0.0
-,"('#andromaque', ""Ah ?  Tu te sens un dieu, à l'instant du combat ?"")",0.0
-,"('#hector', ""Très souvent moins qu'un homme...  Mais parfois, à certains matins, on se relève du sol allégé, étonné, mué.  Le corps, les armes ont un autre poids, sont d'un autre alliage.  On est invulnérable.  Une tendresse vous envahit, vous submerge, la variété de tendresse des batailles : on est tendre parce qu'on est impitoyable ; ce doit être en effet la tendresse des dieux.  On avance vers l'ennemi lentement, presque distraitement, mais tendrement.  Et l'on évite aussi d'écraser le scarabée.  Et l'on chasse le moustique sans l'abattre.  Jamais l'homme n'a plus respecté la vie sur son passage..."")",0.0
-,"('#andromaque', ""Puis l'adversaire arrive ?..."")",0.0
-,"('#hector', ""Puis l'adversaire arrive, écumant, terrible.  On a pitié de lui, on voit en lui, derrière sa bave et ses yeux blancs, toute l'impuissance et tout le dévouement du pauvre fonctionnaire humain qu'il est, du pauvre mari et gendre, du pauvre cousin germain, du pauvre amateur de raki et d'olives qu'il est.  On a de l'amour pour lui.  On aime sa verrue sur sa joue, sa taie dans son oeil.  On l'aime...  Mais il insiste...  Alors on le tue."")",0.0
-,"('#andromaque', ""Et l'on se penche en dieu sur ce pauvre corps ; mais on n'est pas Dieu, on ne rend pas la vie.\n22"")",0.0
-,"('#hector', ""On ne se penche pas.  D'autres vous attendent.  D'autres avec leur écume et leurs regards de haine.  D'autres pleins de famille, d'olives, de paix."")",0.0
-,"('#andromaque', 'Alors on les tue ?')",0.0
-,"('#hector', ""On les tue.  C'est la guerre."")",0.0
-,"('#andromaque', 'Tous, on les tue ?')",0.0
-,"('#hector', ""Cette fois nous les avons tués tous.  À dessein.  Parce que leur peuple était vraiment la race de la guerre, parce que c'est par lui que la guerre subsistait et se propageait en Asie.  Un seul a échappé.\n23"")",0.0
-,"('#andromaque', ""Dans mille ans, tous les hommes seront les fils de celui-là.  Sauvetage inutile d'ailleurs...  Mon fils aimera la guerre, car tu l'aimes."")",0.0
-,"('#hector', ""Je crois plutôt que je la hais...  Puisque je ne l'aime plus."")",0.0
-,"('#andromaque', ""Comment arrive-t-on à ne plus aimer ce que l'on adorait ?  Raconte.  Cela m'intéresse."")",0.0
-,"('#hector', ""Tu sais, quand on a découvert qu'un ami est menteur ?  De lui tout sonne faux, alors, même ses vérités...  Cela semble étrange à dire, mais la guerre m'avait promis la bonté, la générosité, le mépris des bassesses.  Je croyais lui devoir mon ardeur et mon goût à vivre, et toi-même...  Et jusqu'à cette dernière campagne, pas un ennemi que je n'aie aimé...\n24"")",0.0
-,"('#andromaque', ""Tu viens de le dire : on ne tue bien que ce qu'on aime."")",0.0
-,"('#hector', ""Et tu ne peux savoir comme la gamme de la guerre était accordée pour me faire croire à sa noblesse.  Le galop nocturne des chevaux, le bruit de vaisselle à la fois et de soie que fait le régiment d'hoplites se frottant contre votre tente, le cri du faucon au-dessus de la compagnie étendue et aux aguets, tout avait sonné jusque-là si juste, si merveilleusement juste..."")",0.0
-,"('#andromaque', 'Et la guerre a sonné faux, cette fois ?')",0.0
-,"('#hector', ""Pour quelle raison ?  Est-ce l'âge ?  Est-ce simplement cette fatigue du métier dont parfois l'ébéniste sur son pied de table se trouve tout à coup saisi, qui un matin m'a accablé, au moment où penché sur un adversaire de mon âge, j'allais l'achever ?  Auparavant ceux que j'allais tuer me semblaient le contraire de moi-même.  Cette fois j'étais agenouillé sur un miroir.  Cette mort que j'allais donner, c'était un petit suicide.  Je ne sais ce que fait l'ébéniste dans ce cas, s'il jette sa varlope, son vernis, ou s'il continue...  J'ai continué.  Mais de cette minute, rien n'est demeuré de la résonance parfaite.  La lance qui a glissé contre mon bouclier a soudain sonné faux, et le choc du tué contre la terre, et, quelques heures plus tard, l'écroulement des palais.  Et la guerre d'ailleurs a vu que j'avais compris.  Et elle ne se gênait plus...  Les cris des mourants sonnaient faux...  J'en suis là."")",0.0
-,"('#andromaque', 'Tout sonnait juste pour les autres.')",0.0
-,"('#hector', ""Les autres sont comme moi.  L'armée que j'ai ramenée hait la guerre.\n26"")",0.0
-,"('#andromaque', ""C'est une armée à mauvaises oreilles."")",0.0
-,"('#hector', ""Non.  Tu ne saurais t'imaginer combien soudain tout a sonné juste pour elle, voilà une heure, à la vue de Troie.  Pas un régiment qui ne se soit arrêté d'angoisse à ce concert.  Au point que nous n'avons osé entrer durement par les portes, nous nous sommes répandus en groupe autour des murs...  C'est la seule tâche digne d'une vraie armée : faire le siège paisible de sa patrie ouverte."")",0.0
-,"('#andromaque', ""Et tu n'as pas compris que c'était là la pire fausseté !  La guerre est dans Troie, Hector !  C'est elle qui vous a reçus aux portes.  C'est elle qui me donne à toi ainsi désemparée, et non l'amour."")",0.0
-,"('#hector', 'Que racontes-tu là ?')",0.0
-,"('#andromaque', 'Ne sais-tu donc pas que Pâris a enlevé Hélène ?')",0.0
-,"('#hector', 'On vient de me le dire...  Et après ?')",0.0
-,"('#andromaque', ""Et que les Grecs la réclament ?  Et que leur envoyé arrive aujourd'hui ?  Et que si on ne la rend pas, c'est la guerre ?"")",0.0
-,"('#hector', 'Pourquoi ne la rendrait-on pas ?  Je la rendrai moi-même.')",0.0
-,"('#andromaque', ""Pâris n'y consentira jamais."")",0.0
-,"('#hector', ""Pâris m'aura cédé dans quelques minutes.  Cassandre me l'amène.\n28"")",0.0
-,"('#andromaque', ""Il ne peut te céder.  Sa gloire, comme vous dites, l'oblige à ne pas céder.  Son amour aussi, comme il dit, peut-être."")",0.0
-,"('#hector', ""C'est ce que nous allons voir.  Cours demander à Priam s'il peut m'entendre à l'instant, et rassure-toi.  Tous ceux des Troyens qui ont fait et peuvent faire la guerre ne veulent pas la guerre."")",0.0
-,"('#andromaque', 'Il reste tous les autres.')",0.0
-,"('#cassandre', 'Voilà Pâris. Andromaque disparaît.')",0.0
-,"('#hector', 'Félicitations, Pâris.  Tu as bien occupé notre absence.')",0.0
-,"('#paris', 'Pas mal.  Merci.')",0.0
-,"('#hector', ""Alors ?  Quelle est cette histoire d'Hélène ?"")",0.0
-,"('#paris', ""Hélène est une très gentille personne.  N'est-ce pas Cassandre ?"")",0.0
-,"('#cassandre', 'Assez gentille.')",0.0
-,"('#paris', ""Pourquoi ces réserves, aujourd'hui ?  Hier encore tu disais que tu la trouvais très jolie."")",0.0
-,"('#cassandre', 'Elle est très jolie, mais assez gentille.')",0.0
-,"('#paris', ""Elle n'a pas l'air d'une gentille petite gazelle ?"")",0.0
-,"('#cassandre', 'Non.')",0.0
-,"('#paris', ""C'est toi-même qui m'as dit qu'elle avait l'air d'une gazelle !"")",0.0
-,"('#cassandre', ""Je m'étais trompée.  J'ai revu une gazelle depuis."")",0.0
-,"('#hector', ""Vous m'ennuyez avec vos gazelles !  Elle ressemble si peu à une femme que cela ?"")",0.0
-,"('#paris', ""Oh !  Ce n'est pas le type de femme d'ici, évidemment."")",0.0
-,"('#cassandre', ""Quel est le type de femme d'ici ?"")",0.0
-,"('#paris', 'Le tien, chère soeur.  Un type effroyablement peu distant.')",0.0
-,"('#cassandre', 'Ta Grecque est distante en amour ?')",0.0
-,"('#paris', ""Écoute parler nos vierges !...  Tu sais parfaitement ce que je veux dire.  J'ai assez des femmes asiatiques.  Leurs étreintes sont de la glu, leurs baisers des effractions, leurs paroles de la déglutition.  À mesure qu'elles se déshabillent, elles ont l'air de revêtir un vêtement plus chamarré que tous les autres, la nudité, et aussi, avec leurs fards, de vouloir se décalquer sur nous.  Et elles se décalquent.  Bref, on est terriblement avec elles...  Même au milieu de mes bras, Hélène est loin de moi."")",0.0
-,"('#hector', ""Très intéressant !  Mais tu crois que cela vaut une guerre, de permettre à Pâris de faire l'amour à distance ?"")",0.0
-,"('#cassandre', 'Avec distance...  Il aime les femmes distantes, mais de près.')",0.0
-,"('#paris', ""L'absence d'Hélène dans sa présence vaut tout."")",0.0
-,"('#hector', ""Comment l'as-tu enlevée ?  Consentement ou contrainte ?"")",0.0
-,"('#paris', ""Voyons, Hector !  Tu connais les femmes aussi bien que moi.  Elles ne consentent qu'à la contrainte.  Mais alors avec enthousiasme."")",0.0
-,"('#hector', 'À cheval ?  Et laissant sous ses fenêtres cet amas de crottin qui est la trace des séducteurs ?')",0.0
-,"('#paris', ""C'est une enquête ?"")",0.0
-,"('#hector', ""C'est une enquête.  Tâche pour une fois de répondre avec précision.  Tu n'as pas insulté la maison conjugale, ni la terre grecque ?"")",0.0
-,"('#paris', ""L'eau grecque, un peu.  Elle se baignait..."")",0.0
-,"('#cassandre', ""Elle est née de l'écume, quoi !  La froideur est née de l'écume, comme Vénus."")",0.0
-,"('#hector', ""Tu n'as pas couvert la plinthe du palais d'inscriptions ou de dessins offensants, comme tu en es coutumier ?  Tu n'as pas lâché le premier sur les échos ce mot qu'ils doivent tous redire en ce moment au mari trompé."")",0.0
-,"('#paris', ""Non, Ménélas était nu sur le rivage, occupé à se débarrasser l'orteil d'un crabe.  Il a regardé filer mon canot comme si le vent emportait ses vêtements."")",0.0
-,"('#hector', ""L'air furieux ?"")",0.0
-,"('#paris', ""Le visage d'un roi que pince un crabe n'a jamais exprimé la béatitude."")",0.0
-,"('#hector', ""Pas d'autres spectateurs ?"")",0.0
-,"('#paris', 'Mes gabiers.')",0.0
-,"('#hector', 'Parfait !')",0.0
-,"('#paris', 'Pourquoi « parfait » ?  Où veux-tu en venir ?')",0.0
-,"('#hector', ""Je dis « parfait », parce que tu n'as rien commis d'irrémédiable.  En somme, puisqu'elle était déshabillée, pas un seul des vêtements d'Hélène, pas un seul de ses objets n'a été insulté.  Le corps seul a été souillé.  C'est négligeable.  Je connais assez les Grecs pour savoir qu'ils tireront une aventure divine et tout à leur honneur, de cette petite reine grecque qui va à la mer, et qui remonte tranquillement après quelques mois de sa plongée, le visage innocent."")",0.0
-,"('#cassandre', 'Nous garantissons le visage.')",0.0
-,"('#paris', 'Tu penses que je vais ramener Hélène à Ménélas ?')",0.0
-,"('#hector', ""Nous ne t'en demandons pas tant, ni lui...  L'envoyé grec s'en charge...  Il la repiquera lui-même dans la mer, comme le piqueur de plantes d'eau, à l'endroit désigné.  Tu la lui remettras dès ce soir."")",0.0
-,"('#paris', ""Je ne sais pas si tu te rends très bien compte de la monstruosité que tu commets, en supposant qu'un homme a devant lui une nuit avec Hélène, et accepte d'y renoncer."")",0.0
-,"('#cassandre', 'Il te reste un après-midi avec Hélène.  Cela fait plus grec.')",0.0
-,"('#hector', ""N'insiste pas.  Nous te connaissons.  Ce n'esT pas la première séparation que tu acceptes."")",0.0
-,"('#paris', ""Mon cher Hector, c'est vrai.  Jusqu'ici, j'ai toujours accepté d'assez bon coeur les séparations.  La séparation d'avec une femme, fût-ce la plus aimée, comporte un agrément que je sais goûter mieux que personne.  La première promenade solitaire dans les rues de la ville au sortir de la dernière étreinte, la vue du premier petit visage de couturière, tout indifférent et tout frais, après le départ de l'amante adorée au nez rougi par les pleurs, le son du premier rire de blanchisseuse ou de fruitière, après les adieux enroués par le désespoir, constituent une jouissance à laquelle je sacrifie bien volontiers les autres...  Un seul être vous manque, et tout est repeuplé...  Toutes les femmes sont créées à nouveau pour vous, toutes sont à vous, et cela dans la liberté, la dignité, la paix de votre conscience...  Oui, tu as bien raison, l'amour comporte des moments vraiment exaltants, ce sont les ruptures...  Aussi ne me séparerai-je jamais d'Hélène, car avec elle, j'ai l'impression d'avoir rompu avec toutes les autres femmes, et j'ai mille libertés et mille noblesses au lieu d'une."")",0.0
-,"('#hector', ""Parce qu'elle ne t'aime pas.  Tout ce que tu dis le prouve."")",0.0
-,"('#paris', ""Si tu veux.  Mais je préfère à toutes les passions cette façon dont Hélène ne m'aime pas."")",0.0
-,"('#hector', ""J'en suis désolé.  Mais tu la rendras."")",0.0
-,"('#paris', ""Tu n'es pas le maître ici."")",0.0
-,"('#hector', 'Je suis ton aîné, et le futur maître.')",0.0
-,"('#paris', ""Alors commande dans le futur.  Pour le présent, j'obéis à notre père.\n39"")",0.0
-,"('#hector', ""Je n'en demande pas davantage !  Tu es d'accord pour que nous nous en remettions au jugement de Priam ?"")",0.0
-,"('#paris', ""Parfaitement d'accord."")",0.0
-,"('#hector', 'Tu le jures ?  Nous le jurons ?')",0.0
-,"('#cassandre', ""Méfie-toi, Hector !  Priam est fou d'Hélène.  Il livrerait plutôt ses filles."")",0.0
-,"('#hector', 'Que racontes-tu là ?')",0.0
-,"('#paris', ""Pour une fois qu'elle dit le présent au lieu de l'avenir, c'est la vérité."")",0.0
-,"('#cassandre', ""Et tous nos frères, et tous nos oncles, et tous nos arrière-grands-oncles !...  Hélène a une garde d'honneur, qui assemble tous nos vieillards.  Regarde.  C'est l'heure de sa promenade...  Vois aux créneaux toutes ces têtes à barbe blanche...  On dirait les cigognes caquetant sur les remparts."")",0.0
-,"('#hector', 'Beau spectacle.  Les barbes sont blanches et les visages rouges.')",0.0
-,"('#cassandre', ""Oui.  C'est la congestion.  Ils devraient être à la porte du Scamandre, par où entrent nos troupes et la victoire.  Non, ils sont aux portes Scées, par où sort Hélène."")",0.0
-,"('#hector', ""Les voilà qui se penchent tout d'un coup, comme les cigognes quand passe un rat."")",0.0
-,"('#cassandre', ""C'est Hélène qui passe..."")",0.0
-,"('#paris', 'Ah oui ?')",0.0
-,"('#cassandre', 'Elle est sur la seconde terrasse.  Elle rajuste sa sandale, debout, prenant bien soin de croiser haut les jambes.')",0.0
-,"('#hector', ""Incroyable.  Tous les vieillards de Troie sont là à la regarder d'en haut."")",0.0
-,"('#cassandre', ""Non.  Les plus malins regardent d'en bas."")",0.0
-,"('#cris-au-dehors', 'Vive la Beauté !')",0.0
-,"('#hector', 'Que crient-ils ?')",0.0
-,"('#paris', 'Ils crient : « Vive la Beauté ! »')",0.0
-,"('#cassandre', ""Je suis de leur avis.  Qu'ils meurent vite."")",0.0
-,"('#cris-au-dehors', 'Vive Vénus !')",0.0
-,"('#hector', 'Et maintenant ?')",0.0
-,"('#cassandre', 'Vive Vénus...  Ils ne crient que des phrases sans r, à cause de leur manque de dents...  Vive la Beauté...  Vive Vénus...  Vive Hélène...  Ils croient proférer des cris.  Ils poussent simplement le mâchonnement à sa plus haute puissance.')",0.0
-,"('#hector', 'Que vient faire Vénus là-dedans ?')",0.0
-,"('#cassandre', ""Ils ont imaginé que c'était Vénus qui nous donnait Hélène...  Pour récompenser Pâris de lui avoir décerné la pomme à première vue."")",0.0
-,"('#hector', 'Tu as fait aussi un beau coup ce jour-là !')",0.0
-,"('#paris', 'Ce que tu es frère aîné !')",0.0
-,"('#premier-vieillard', ""D'en bas, nous la voyions mieux..."")",0.0
-,"('#deuxieme-vieillard', ""Nous l'avons même bien vue !"")",0.0
-,"('#premier-vieillard', ""Mais d'ici elle nous entend mieux.  Allez !  Une, deux, trois !"")",0.0
-,"('#tous-deux', 'Vive Hélène !')",0.0
-,"('#deuxieme-vieillard', ""C'est un peu fatigant, à notre âge, d'avoir à descendre et à remonter constamment par des escaliers impossibles, selon que nous voulons la voir ou l'acclamer."")",0.0
-,"('#premier-vieillard', ""Veux-tu que nous alternions.  Un jour nous l'acclamerons ?  Un jour nous la regarderons ?"")",0.0
-,"('#deuxieme-vieillard', ""Tu es fou, un jour sans bien voir Hélène !...  Songe à ce que nous avons vu d'elle aujourd'hui !  Une, deux, trois !"")",0.0
-,"('#tous-deux', 'Vive Hélène !')",0.0
-,"('#premier-vieillard', 'Et maintenant en bas !... Ils disparaissent en courant.')",0.0
-,"('#cassandre', 'Et tu les vois, Hector.  Je me demande comment vont résister tous ces poumons besogneux.')",0.0
-,"('#hector', 'Notre père ne peut être ainsi.')",0.0
-,"('#paris', ""Dis-moi, Hector, avant de nous expliquer devant lui tu pourrais peut-être jeter un coup d'oeil sur Hélène."")",0.0
-,"('#hector', ""Je me moque d'Hélène...  Oh !  Père, salut !"")",0.0
-,"('#priam', 'Tu dis ?')",0.0
-,"('#hector', ""Je dis, père, que nous devons nous précipiter pour fermer les portes de la guerre, les verrouiller, les cadenasser.  Il ne faut pas qu'un moucheron puisse passer entre les deux battants !"")",0.0
-,"('#priam', ""Ta phrase m'a paru moins longue."")",0.0
-,"('#demokos', ""Il disait qu'il se moquait d'Hélène."")",0.0
-,"('#priam', 'Penche-toi...  Tu la vois ? Hector obéit.')",0.0
-,"('#hecube', ""Mais oui, il la voit.  Je me demande qui ne la verrait pas et qui ne l'a pas vue.  Elle fait le chemin de ronde."")",0.0
-,"('#demokos', ""C'est la ronde de la beauté."")",0.0
-,"('#priam', 'Tu la vois ?')",0.0
-,"('#hector', 'Oui...  Et après ?')",0.0
-,"('#demokos', 'Priam te demande ce que tu vois !')",0.0
-,"('#hector', 'Je vois une femme qui rajuste sa sandale.')",0.0
-,"('#cassandre', 'Elle met un certain temps à rajuster sa sandale.')",0.0
-,"('#paris', ""Je l'ai emportée nue et sans garde-robe.  Ce sont des sandales à toi.  Elles sont un peu grandes."")",0.0
-,"('#cassandre', 'Tout est grand pour les petites femmes.')",0.0
-,"('#hector', 'Je vois deux fesses charmantes.')",0.0
-,"('#hecube', 'Il voit tout ce que vous tous voyez.')",0.0
-,"('#priam', 'Mon pauvre enfant !')",0.0
-,"('#hector', 'Quoi ?')",0.0
-,"('#demokos', 'Priam te dit : pauvre enfant !')",0.0
-,"('#priam', 'Oui, je ne savais pas que la jeunesse de Troie en était là.')",0.0
-,"('#hector', 'Où en est-elle ?')",0.0
-,"('#priam', ""À l'ignorance de la beauté."")",0.0
-,"('#demokos', ""Et par conséquent de l'amour.  Au réalisme, quoi !  Nous autres poètes appelons cela le réalisme."")",0.0
-,"('#hector', ""Et la vieillesse de Troie en est à la beauté et à l'amour ?"")",0.0
-,"('#hecube', ""C'est dans l'ordre.  Ce ne sont pas ceux qui font l'amour ou ceux qui sont la beauté qui ont à les comprendre."")",0.0
-,"('#hector', ""C'est très courant, la beauté, père.  Je ne fais pas allusion à Hélène, mais elle court les rues."")",0.0
-,"('#priam', ""Hector, ne sois pas de mauvaise foi.  Il t'est bien arrivé dans la vie, à l'aspect d'une femme, de ressentir qu'elle n'était pas seulement elle-même, mais que tout un flux d'idées et de sentiments avait coulé en sa chair et en prenait l'éclat ?"")",0.0
