,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
498,,"('#le-marquis', 'Cela se peut.')",1.0,Deletion
499,,"('#madame-thibaut', 'Je vous ai vu quelque part.')",1.0,Deletion
500,"('#angelique', 'Ouvre-leur donc vite, pendant que je ferai le guet…  Attends, ne bouge, la voilà qui revient avec un homme de robe.')","('#le-marquis', 'Les gens de ma qualité se voient partout.')",1.5,Substitution
501,,"('#madame-thibaut', 'Je ne saurais dire où.')",1.0,Deletion
502,,"('#le-marquis', ""À l'Armée peut-être ?"")",1.0,Deletion
503,,"('#madame-thibaut', ""À l'Armée, moi ?"")",1.0,Deletion
504,"('#madame-lucas', ""Un Commissaire chez moi, Monsieur !  Chez la veuve d'un Procureur de la Cour, un Commissaire !"")","('#le-marquis', ""C'est donc à la Cour ?"")",0.96,Substitution
505,"('#le-commissaire', ""Hé, pourquoi non, Madame Lucas ?  Nous allons tous les jours chez des Duchesses et des Présidentes, qui sont d'aussi bonne maison que des Procureuses."")","('#madame-thibaut', 'À la Cour !  Non ; je ne vais guères dans ce pays-là.')",1.17,Substitution
506,,"('#le-marquis', ""Ah !  J'y suis, Madame Thibaut, vous m'avez vu dans mon carrosse ?  Il est remarquable, oui, mon carrosse ; et je suis autant connu de tout Paris par mon équipage, qu'estimé de la Cour par mes manières."")",1.0,Deletion
507,,"('#madame-thibaut', ""Vous avez raison, je rappelle mes idées : c'est dans votre carrosse que je vous ai vu."")",1.0,Deletion
508,,"('#le-marquis', 'En avez-vous remarqué la beauté ?')",1.0,Deletion
509,,"('#madame-thibaut', ""Il n'est rien de mieux entendu."")",1.0,Deletion
510,,"('#le-marquis', ""Je donne toujours dans le beau : j'ai des chevaux, morbleu, qui tourneraient sur la pointe d'une épée, un Cocher qui a du poitrail, et pour le moins une once et demi de barbe ; pour moi, j'ai toujours aimé cela.  Un Cocher qui remplit bien son siège, et qui a tous ses crins, donne un merveilleux relief à la surface d'un équipage."")",1.0,Deletion
511,,"('#madame-thibaut', 'Surtout quand le reste y répond.')",1.0,Deletion
512,,"('#le-marquis', ""Hé, mais, j'ai deux grisons, un coureur et quatre autres laquais : ce ne sont pas des géants à la vérité ; mais de larges bassets qui ne meublent pas trop mal le derrière d'un carrosse : pour le dedans, c'est moi qui l'occupe.  Je me sais si je suis d'une tournure à faire dire que le poisson dément la coquille."")",1.0,Deletion
513,,"('#madame-thibaut', ""Bien loin de cela, vous m'avez tout l'air de bien jouer le premier rôle d'un équipage.  Voilà une jolie tabatière."")",1.0,Deletion
514,"('#madame-lucas', ""Oh, je me moque de cela, moi, je n'ai point d'affaires."")","('#le-marquis', ""Il n'y a pas encore vingt-quatre heures qu'elle était boîte à mouche.  Je l'ai prise ce matin sur la toilette d'une Duchesse, avec qui je suis en pourparler de faveurs."")",0.99,Substitution
515,"('#le-commissaire', ""Si vous n'en avez point, ne vous en faites pas.  Çà, voyons, par où commencerons-nous ?"")","('#madame-thibaut', ""Elle est magnifique, vraiment.  Mais, çà voyons, puisqu'il s'agit de vous marier, peut-on savoir, Monsieur_le_Marquis, à combien peut monter votre revenu ?"")",1.07,Substitution
516,"('#madame-lucas', ""Mais, qu'on sache du moins ce que vous venez faire ici."")","('#le-marquis', 'Si mon Intendant était là ; car nous autres gens de qualité, nous ne nous piquons guères de savoir ce que nous avons de bien, cela est trop bourgeois.')",1.45,Substitution
517,,"('#madame-thibaut', 'Mais encore à peu près ?')",1.0,Deletion
518,,"('#le-marquis', ""Hé !  Mais, il me reste du côté de ma mère assez considérablement de bien ; mais comme mon père m'a laissé encore plus considérablement de dettes, je ne vous ferai le détail que de mon revenu le plus liquide."")",1.0,Deletion
519,,"('#madame-thibaut', ""C'est bien dit."")",1.0,Deletion
520,,"('#le-marquis', ""Premièrement il n'y a point d'année, quelque mauvaise qu'elle soit, que je ne touche sept à huit cents pistoles par les mains de Gautier, cela en étoffes : mais qu'est-ce que cela fait ; ne faut-il pas s'habiller ?"")",1.0,Deletion
521,"('#le-commissaire', 'Y mettre le scellé, Madame.')","('#madame-thibaut', 'Sans doute.')",1.36,Substitution
522,,"('#le-marquis', 'De la Picarde, cela peut monter aux environs de deux mille écus, sept mille francs, tantôt plus, tantôt moins.')",1.0,Deletion
523,,"('#madame-thibaut', 'En toiles et en dentelles ?')",1.0,Deletion
524,,"('#le-marquis', ""Oui, cela l'accommode et moi aussi.  A-t-on jamais trop de linge ?"")",1.0,Deletion
525,,"('#madame-thibaut', 'Bien loin de cela.')",1.0,Deletion
526,,"('#le-marquis', ""Croiriez-vous qu'à Jame et à Bequet, tant en chevaux de selle que de carrosse..."")",1.0,Deletion
527,"('#madame-lucas', 'Le scellé, Monsieur, le scellé !')","('#madame-thibaut', ""C'est-à-dire, Monsieur_le_Marquis, que tout votre revenu est en fonds de crédit."")",1.22,Substitution
528,,"('#le-marquis', ""Fonds de terre, ou fonds de crédit, qu'est-ce que cela fait ?  Ne touché-je pas cela tous les ans ?"")",1.0,Deletion
529,,"('#madame-thibaut', ""C'est quasi la même chose."")",1.0,Deletion
530,,"('#le-marquis', ""Mais à quoi rêvez-vous tant, s'il vous plaît ?"")",1.0,Deletion
531,,"('#madame-thibaut', 'Je songe à vous bien assortir.  Vous êtes un petit maître, et il y a bien de petites maîtresses en ce pays-ci.  Si je vous allais donner une femme, dont le revenu fût comme le vôtre tout en étoffes, la cuisine serait bien mal fondée.')",1.0,Deletion
532,,"('#le-marquis', ""Vous avez raison.  Comme j'ai grands fonds de crédit, moi, il faudrait pour diversifier les choses, que la Dame eût grands fonds de terre."")",1.0,Deletion
533,,"('#madame-thibaut', 'Je connais une certaine veuve de marchand de marée, qui a plus de quatre cent bonnes mille livres, si vous vouliez vous en accommodez ?')",1.0,Deletion
534,,"('#le-marquis', ""Si je le veux ?  Quatre cent mille livres !  Où loge-t-elle ?  Je veux qu'elle me voie dans mon carrosse."")",1.0,Deletion
535,"('#le-commissaire', 'Oui, Madame, le scellé, à la requête de Blaise Lucas, habile à succéder pour un tiers à la succession de maître Yves Lucas, Procureur de la Cour, son oncle paternel, décédé sans enfants.')","('#madame-thibaut', 'Elle a soixante ans, Monsieur_le_Marquis.')",1.26,Substitution
536,,"('#le-marquis', ""Vous moquez-vous ?  Je prends garde à l'argent, et non pas aux années.  Soixante ans !  Je la trouve jeune, et si quelque chose me chagrine, c'est qu'elle n'en ait pas quatre-vingt ; quand la peut-on voir ?"")",1.0,Deletion
537,,"('#madame-thibaut', ""Je vais tout à l'heure envoyer chez elle.  Passez ici demain, je vous rendrai réponse."")",1.0,Deletion
538,,"('#le-marquis', 'À demain matin, soit.  Serviteur, Madame Thibaut.')",1.0,Deletion
539,,"('#madame-thibaut', 'Adieu, Monsieur_le_Marquis.')",1.0,Deletion
540,,"('#le-marquis', 'Si je deviens marchand de marée, tu peux compter sur trois cents pistoles.')",1.0,Deletion
541,"('#madame-lucas', ""Oui, sans enfants, Monsieur, mais non pas sans femme.  Cela est fort plaisant, vraiment.  Blaise Lucas habile à succéder : cet idiot, ce fat, ce benêt, dont la famille n'a jamais pu rien faire, devient habile justement quand il est question d'hériter.  Oh, bien, bien, Monsieur !  Vous pouvez dire à Blaise Lucas que malgré son habileté, il n'aura pas un sou de la succession, le défunt a fait un bel et bon testament."")","('#madame-thibaut', ""La fatigante chose que le métier dont je me mêle !  Si j'étais bien sûre de Cléante, je prendrais le parti d'y renoncer ; mais dans l'incertitude de pouvoir réussir dans mes affaires, il est toujours bon de continuer à me mêler de celles de tout le monde."")",1.46,Substitution
542,"('#le-commissaire', 'Je ne suis pas ici, Madame, pour examiner le droit des parties, mais pour y faire le dû de ma Charge.  Commençons toujours par sceller cette armoire.')","('#madame-thibaut', ""Ah, ah !  C'est vous, Monsieur, je vous trouve bien hardi de m'avoir renvoyé cette Nourrice, et de revenir encore chez moi ?"")",0.9,Substitution
543,"('#angelique', 'Ma pauvre Marton !')","('#le-maitre-a-chanter', ""Ah !  Qu'un ton de colère vous sied mal, Madame Thibaud ; si votre voix ne peut aller jusques là."")",1.77,Substitution
544,,"('#madame-thibaut', ""Écoutez, ne me faites pas prendre mon sérieux là-dessus, je vous prie, j'ai des amis qui..."")",1.0,Deletion
545,,"('#le-maitre-a-chanter', ""Il ne s'agit plus de cette affaire.  La Nourrice est contente, et je vous réponds que vous n'en entendrez plus parler."")",1.0,Deletion
546,,"('#madame-thibaut', 'Je suis bien aise de vous voir raisonnable.')",1.0,Deletion
547,,"('#le-maitre-a-chanter', ""Je le suis devenu de plus d'une manière, et je sens tout le tort que j'avais de me vouloir brouiller avec vous."")",1.0,Deletion
548,,"('#madame-thibaut', ""Cela n'est rien, puisque vous revenez de bonne foi."")",1.0,Deletion
549,,"('#le-maitre-a-chanter', 'Je suis raccommodé avec Monsieur le Commandeur, je montrerai à sa petite Marchande.')",1.0,Deletion
550,,"('#madame-thibaut', 'Vous prenez le bon parti.')",1.0,Deletion
551,,"('#le-maitre-a-chanter', 'Ils se sont mis à la raison, enfin.')",1.0,Deletion
552,,"('#madame-thibaut', ""Elle apprendra de vos airs préférablement à ceux de l'Opéra."")",1.0,Deletion
553,,"('#le-maitre-a-chanter', ""Monsieur le commandeur est entré dans ce goût-là, et je dois lui faire entendre ici dès aujourd'hui un petit concert de ma composition, qui, à ce que je me persuade, achèvera de le déterminer.  Vous voulez bien nous prêter votre logis ?"")",1.0,Deletion
554,,"('#madame-thibaut', 'Vous savez bien que je suis toute au service de Monsieur le Commandeur.')",1.0,Deletion
555,,"('#le-maitre-a-chanter', ""J'ai si fort compté là-dessus, que j'ai déjà donné ordre qu'on apportât tous les instruments de musique dont nous aurons besoin."")",1.0,Deletion
556,,"('#madame-thibaut', 'Vous avez fort bien fait.')",1.0,Deletion
557,,"('#le-maitre-a-chanter', 'Vous serez charmée de ma musique.')",1.0,Deletion
558,"('#marton', 'Mademoiselle !')","('#madame-thibaut', ""J'en suis persuadée."")",0.79,Substitution
559,,"('#le-maitre-a-chanter', 'Je veux que vous en entendiez par avance un petit échantillon.')",1.0,Deletion
560,,"('#madame-thibaut', ""Je sais ce que vous savez faire, il n'est pas besoin."")",1.0,Deletion
561,,"('#le-maitre-a-chanter', ""Parbleu, vous l'entendrez en faveur de notre raccommodement."")",1.0,Deletion
562,,"('#madame-thibaut', ""Dépêchez-vous donc, j'ai quelques ordres à donner avant le concert."")",1.0,Deletion
563,"('#le-commissaire', ""Qu'est-ce, Mesdames ?  Vous me paraissez surprises, inquiètes, embarrassées.  Y aurai-il là-dedans quelques bijoux, quelques billets doux, quelques portraits que vous voulussiez retirer ?"")","('#le-maitre-a-chanter', ""Quel objet charmant à mes yeux  Qu'une campagne où tout abonde ? Sur un coteau délicieux  Une Vigne fertile enchante tout le monde. L'abondance plaît en tous lieux. Mais, il n'est rien de plus fâcheux  Qu'une Maîtresse féconde. La, la, la, la. Hé bien, ce petit couplet, que vous en semble ?"")",0.72,Substitution
564,"('#marton', ""Non, non, Monsieur, il n'y a point de portraits là-dedans, il n'y a que des originaux, de par tous les diables."")","('#madame-thibaut', 'Il est fort joli, vraiment.')",1.27,Substitution
565,"('#madame-lucas', ""Non, non, Monsieur, faites le dû de votre Charge ; Il n'y a là-dedans, ni billets doux, ni portraits : vous êtes dans une maison d'honneur ; hélas !  C'est où le pauvre défunt mettait son bonnet et sa robe."")","('#le-maitre-a-chanter', ""Et fort vrai, Madame Thibaut.  Vous le savez ; qui ne peut mais de la fécondité, en a souvent tout l'embarras."")",1.18,Substitution
566,,"('#madame-thibaut', 'Ne parlons plus de cela, je vous prie.')",1.0,Deletion
567,,"('#le-maitre-a-chanter', ""Jusqu'à tantôt, je ne vous dis pas adieu."")",1.0,Deletion
568,"('#le-commissaire', ""Qu'on se garde bien de toucher là, au moins, l'affaire serait sérieuse ; les femmes quelquefois croient que ce ne sont que des bagatelles."")","('#madame-thibaut', ""Je ne suis pas fâchée de son retour, et si mon mariage avec Cléante ne réussit pas, j'ai intérêt de ne point perdre mes créatures.  Qu'y a-t-il, Gabrillon ?"")",1.35,Substitution
569,,"('#gabrillon', ""C'est ce jeune Officier pour cette vaisselle d'argent."")",1.0,Deletion
570,"('#marton', ""Mais je n'en répondrais pas trop.  Si le diable s'en mêle…  Sera-t-on longtemps sans lever le scellé, Monsieur le Commissaire ?"")","('#madame-thibaut', ""Si Cléante venait par hasard, fais-le monter dans ma chambre par cet escalier dérobé.  Je ne voudrais pas qu'il vît tout ce commerce."")",1.41,Substitution
571,,"('#gabrillon', 'Ne vous mettez pas en peine.')",1.0,Deletion
572,,"('#leandre', ""À la fin, je t'amène mon père."")",1.0,Deletion
573,,"('#madame-thibaut', ""À quoi songez-vous donc ?  Avez-vous perdu l'esprit ?  Vous m'envoyez de la vaisselle avec ordre de ne la vendre qu'à lui, sans m'avertir de ce qu'il faut dire."")",1.0,Deletion
574,,"('#leandre', 'Mon père va venir, ma chère Madame Thibaut.  Nous étions ensemble, il a rencontré son Procureur à ta porte, il cause avec lui dans son carrosse.')",1.0,Deletion
575,"('#le-commissaire', 'Mais, non, six semaines ou deux mois, selon la diligence que feront les personnes intéressées ?')","('#madame-thibaut', ""Apprenez-moi donc vite ce que c'est que cette vaisselle, d'où elle vient, sur quel pied il faut la lui vendre, et ce que vous voulez que je fasse de l'argent ?"")",1.7,Substitution
576,,"('#leandre', ""Je m'en vais t'en instruire en deux mots.  Cette vaisselle est celle de ma mère : tu sais bien que mon père et elle se sont volontairement séparés, parce que ma mère n'est pas bonne, et que mon père s'est ennuyé d'être trop bon."")",1.0,Deletion
577,"('#angelique', 'Six semaines ou deux mois, Marton !')","('#madame-thibaut', 'Hé vite, vite, finissons, je sais tout cela.')",1.67,Substitution
578,,"('#leandre', 'Mais tu ne sais pas que depuis la séparation, ma mère a pris le temps que mon père était à la campagne, pour faire enlever de chez lui pour sept à huit cents pistoles de vieille vaisselle, que depuis trois jours elle a troquée pour de la neuve.')",1.0,Deletion
579,,"('#madame-thibaut', ""C'est donc une maîtresse femme, à ce que je vois ?"")",1.0,Deletion
580,,"('#leandre', 'Moi, qui suis aussi séparé de mon père et de ma mère : car il y a terriblement de séparations dans notre famille.')",1.0,Deletion
581,,"('#madame-thibaut', ""Cela n'en est quelquefois pas plus mal."")",1.0,Deletion
582,,"('#leandre', ""Je n'en suis pas fâché, je te l'avoue."")",1.0,Deletion
583,"('#marton', 'Oh !  Il y a des personnes intéressées qui feront plus de diligence que cela, sur ma parole.')","('#madame-thibaut', 'Dépêchez-vous donc de venir au fait.')",1.17,Substitution
584,,"('#leandre', ""M'y voici.  Irrité de l'injustice de ma mère, comme je suis de profession à savoir ce que c'est que le droit de représailles, j'ai pris le temps que la bonne Dame était au bal, j'ai enlevé la vaisselle neuve, je l'ai fait apporter ici.  Mon père en veut acheter, tu vas la lui vendre, et par ce moyen il l'aura à bon marché.  La conscience de ma mère ne sera plus chargée de rien, et j'aurai de l'argent pour faire ma Compagnie."")",1.0,Deletion
585,"('#angelique', 'Ils crèveront là-dedans, je vais tout découvrir.')","('#madame-thibaut', ""Mais si l'affaire vient à être sue, à quoi m'exposez-vous ?"")",1.09,Substitution
586,"('#marton', 'Ne craignez rien, donnez-vous-en bien de garde.')","('#leandre', ""Je prends tout sur moi, ne te mets pas en peine.  Il a sur lui trois cents pistoles, qu'il faut toujours prendre à bon compte."")",1.19,Substitution
587,,"('#madame-thibaut', 'Laissez-moi faire, vous pouvez compter ces trois cents pistoles dans votre poche.')",1.0,Deletion
588,,"('#leandre', 'Il en entrera quelques-unes dans la tienne.  Mais voici mon père.')",1.0,Deletion
589,"('#le-commissaire', 'Ne voulez-vous rien retirer de ce cabinet, Madame ?')","('#dorante', 'Hé bien, Monsieur le Capitaine, est-ce Madame qui me doit faire si bon marché ?')",1.18,Substitution
590,,"('#madame-thibaut', ""Que vous avez-là un honnête Gentilhomme de fils, mon cher Monsieur !  Je lui suis vraiment bien obligée de me faire l'honneur de vous amener chez moi."")",1.0,Deletion
591,,"('#dorante', ""D'où vient votre connaissance, Madame ?"")",1.0,Deletion
592,,"('#madame-thibaut', ""Je connais tout ce qu'il y a d'honnêtes gens, Monsieur."")",1.0,Deletion
593,,"('#dorante', ""C'est un compère qui me dépense bien de l'argent : il est Capitaine de Dragons, et il vit comme un Colonel."")",1.0,Deletion
594,,"('#leandre', ""Madame Thibaut le sait mieux qu'une autre.  Voulez-vous que nous voyions la vaisselle ?"")",1.0,Deletion
595,,"('#dorante', 'Je ne viens que pour cela, voyons.')",1.0,Deletion
596,,"('#madame-thibaut', 'Elle est là-dedans ; nous y passerons si vous voulez.')",1.0,Deletion
597,,"('#dorante', 'Très volontiers, allons.')",1.0,Deletion
598,,"('#madame-thibaut', ""Demeure-là, toi, et amuse Cléante en cas qu'il vienne."")",1.0,Deletion
599,,"('#lisette', ""Ma pauvre Gabrillon, ne sais-tu point ce qu'est devenu ce petit Dragon que tu as donné à Madame ?"")",1.0,Deletion
600,,"('#gabrillon', ""Non, vraiment : mais c'est mon neveu.  S'il a fait quelque sottise..."")",1.0,Deletion
601,,"('#lisette', ""Il a jasé mal à propos ; on lui a voulu donner le fouet, il s'en est enfui."")",1.0,Deletion
602,,"('#gabrillon', 'Ah le petit coquin !')",1.0,Deletion
603,,"('#lisette', ""Ne t'inquiète point, Madame le fera chercher."")",1.0,Deletion
604,"('#madame-lucas', ""Hé !  Non, non, monsieur, je ne veux rien tirer, il ne sera pas dit que j'aurai détourné la moindre chose."")","('#gabrillon', ""S'il vient ici, je le ramènerai par les oreilles.  Mais à propos, il y a longtemps qu'on n'a fait de présents à ta maîtresse ; car il y a pour le moins quinze jours que nous ne t'avons vue."")",1.27,Substitution
605,,"('#lisette', 'En voici un de fraîche date ?')",1.0,Deletion
606,,"('#gabrillon', 'Ah la belle garniture, Lisette !')",1.0,Deletion
607,,"('#lisette', 'Madame Thibaut est-elle ici ?')",1.0,Deletion
608,,"('#gabrillon', ""Tu n'as qu'à dire les intentions de ta maîtresse."")",1.0,Deletion
609,,"('#lisette', 'Elle doit venir tantôt ici avec son mari : elle lui a fait croire que vous aviez un très beau bureau à vendre.')",1.0,Deletion
610,"('#le-commissaire', ""C'est agir prudemment.  Je ne vois plus rien ici passons ailleurs."")","('#gabrillon', 'Hé bien, que faudra-t-il faire ?')",1.27,Substitution
611,,"('#lisette', ""Hé, mais comme de coutume, montrer ces dentelles, dire qu'elles sont de hasard."")",1.0,Deletion
612,,"('#gabrillon', 'Lui viennent-elles du même Marchand dont elle a eu ces beaux habits, ce collier, ces bijoux, et cent autres choses dont nous avons fait si bon marché à son mari ?')",1.0,Deletion
613,,"('#lisette', 'Oh, vraiment non.')",1.0,Deletion
614,,"('#gabrillon', 'Elle se fournit donc à plusieurs boutiques ?')",1.0,Deletion
615,,"('#lisette', ""Si l'on ne prenait que chez un Marchand, on serait souvent mal assortie."")",1.0,Deletion
616,,"('#gabrillon', 'À combien les faudra-t-il laisser ?')",1.0,Deletion
617,,"('#lisette', 'Pour huit ou dix pistoles : car vois-tu, pour obliger Monsieur à les prendre...')",1.0,Deletion
618,,"('#gabrillon', ""Qu'il est heureux de trouver de ces hardes-là pour entretenir sa femme à si bon compte !  Il faut assurément qu'il soit né coiffé."")",1.0,Deletion
619,,"('#lisette', ""N'est-il pas vrai ?"")",1.0,Deletion
620,,"('#gabrillon', ""La bonne conduite de femme !  Des dentelles de l'un, des bijoux de l'autre : comme la dépense se partage !  Cela ne ruine personne, et avec le temps on ne laisse pas d'être des mieux nippées."")",1.0,Deletion
621,,"('#lisette', 'Voici justement ton petit neveu.')",1.0,Deletion
622,,"('#gabrillon', ""Ah, ah, petit coquin, que venez-vous faire ici ?  D'où vient que vous pleurez ?"")",1.0,Deletion
623,,"('#le-petit-dragon', 'Hin, hin, hin, hin.')",1.0,Deletion
624,,"('#lisette', 'Parlerez-vous, petit garçon ?')",1.0,Deletion
625,"('#cascaret', 'Le Juré-Crieur, Madame, pour les funérailles de Monsieur.')","('#le-petit-dragon', ""Laissez-moi là, s'il vous plaît."")",1.21,Substitution
626,,"('#gabrillon', 'À qui en a-t-il donc ?')",1.0,Deletion
627,,"('#le-petit-dragon', ""C'est elle, ma tante, qui me fait toujours gronder par Madame."")",1.0,Deletion
628,,"('#gabrillon', 'Vous avez fait quelque sottise ?')",1.0,Deletion
629,"('#madame-lucas', ""Qu'il vienne.  Allez, ma nièce, conduisez Monsieur le commissaire partout où il voudra, je n'ai rien de caché.  Demeure ici, toi, Marton, tu nous conseilleras.  Ah !  Mon cher Monsieur, vous voyez une pauvre veuve dans une terrible affliction."")","('#le-petit-dragon', ""Hé bien, ne voilà-t-il pas ?  Elle vous a déjà fait accroire que c'est moi qui ai dit à Monsieur, que Madame se faisait descendre tous les jours de carrosse dans la cour neuve du Palais, et puis qu'elle allait trouver Monsieur le Chevalier, qui l'attendait vis-à-vis saint Barthélemy dans un Fiacre."")",0.77,Substitution
630,,"('#lisette', 'Entendez-vous ce petit coquin ?')",1.0,Deletion
631,,"('#le-petit-dragon', ""Hé bien, cela est vrai.  Mais je ne l'ai pas dit, et si pourtant on me veut faire donner le fouet."")",1.0,Deletion
632,,"('#gabrillon', 'Qui, Madame ?')",1.0,Deletion
633,,"('#le-petit-dragon', 'Non, son petit mari.')",1.0,Deletion
634,"('#marton', 'Hélas !  Oui.')","('#gabrillon', 'Monsieur ?')",0.08,Substitution
635,,"('#le-petit-dragon', 'Non.')",1.0,Deletion
636,,"('#gabrillon', 'Qui donc ?')",1.0,Deletion
637,,"('#le-petit-dragon', 'Hé, ce vilain Chevalier.')",1.0,Deletion
638,,"('#lisette', 'Ce sera fort bien fait de vous étriller un peu, pour vous apprendre à causer une autre fois.')",1.0,Deletion
639,,"('#le-petit-dragon', ""Hin, il s'en repentira."")",1.0,Deletion
640,,"('#lisette', ""Qu'est-ce que vous dites ?"")",1.0,Deletion
641,"('#monsieur-corbeau', 'Je le crois bien, Madame.')","('#le-petit-dragon', ""Il verra, il verra, si je ne dis pas qu'il a mordu Madame à l'oeil."")",1.16,Substitution
642,,"('#gabrillon', 'Et moi il me prend envie pour vous apprendre à parler, de vous donner le fouet ici avant que de vous remener.')",1.0,Deletion
643,,"('#le-petit-dragon', 'Ma bonne tante, mettez-moi autre part.')",1.0,Deletion
644,,"('#lisette', ""Oui, il faut le mettre auprès d'une gueuse qui lui fera porter des sabots."")",1.0,Deletion
645,,"('#le-petit-dragon', ""Je me soucie bien où, pourvu que ce soit avec une femme qui n'ait qu'un mari."")",1.0,Deletion
646,"('#madame-lucas', ""J'ai tout perdu, Monsieur Corbeau : un mari qui m'aimait si tendrement.  Si quelque chose peut m'en consoler, c'est qu'il est bien mort, le pauvre homme."")","('#gabrillon', ""Paix, petit coquin, Allons qu'on s'en retourne tout à l'heure, et qu'on ne me le fasse pas dire deux fois.  Hé bien ne voilà-t-il pas encore qui va pleurer ?"")",0.95,Substitution
647,,"('#le-petit-dragon', ""Monsieur dit qu'il veut que je lui dise tout ce que Madame fait, et Madame dit qu'elle ne veut pas que je lui dise."")",1.0,Deletion
648,,"('#lisette', ""N'êtes-vous pas à Madame ?"")",1.0,Deletion
649,"('#marton', ""C'est une grande consolation que cette certitude-là."")","('#le-petit-dragon', ""Hé bien, qu'est-ce que cela fait ?"")",1.09,Substitution
650,"('#monsieur-corbeau', ""Il y faut encore ajouter celle de lui faire de belles funérailles.  Çà, de quoi s'agit-il ?  Voyons quelle est votre volonté là-dessus."")","('#gabrillon', 'Ce que cela fait ?  Il faut obéir à Madame, et ne faire rien de tout ce que Monsieur vous commande.')",1.31,Substitution
651,"('#madame-lucas', ""Je n'en ai point d'autre que de faire les choses de la manière la plus honorable qu'il se pourra."")","('#le-petit-dragon', ""Oui-da, cela est bien aisé à dire, vraiment.  Si je n'obéis pas à Monsieur, il me donnera le fouet : et si je lui obéis, Madame me le donnera.  Le moyen de ne pas l'avoir ?"")",1.35,Substitution
652,,"('#gabrillon', ""Ma pauvre Lisette, remène-le, je te prie, il nous tiendrait ici jusqu'à demain."")",1.0,Deletion
653,,"('#lisette', ""Allons tout à l'heure au logis."")",1.0,Deletion
654,,"('#le-petit-dragon', ""Non, là, je n'irai pas."")",1.0,Deletion
655,,"('#lisette', 'Vous y viendrez.')",1.0,Deletion
656,,"('#le-petit-dragon', ""Hé bien, si vous m'y menez de force, j'irai ; mais vous verrai si je ne dis pas à Madame que toutes les fois que Picard entre dans votre chambre, vous ne m'envoyez pas quelque part."")",1.0,Deletion
657,,"('#gabrillon', 'Voilà un méchant petit fripon !')",1.0,Deletion
658,,"('#le-petit-dragon', ""J'aurai le fouet, mais je vous ferai bien enrager."")",1.0,Deletion
659,,"('#lisette', 'Je reviendrai peut-être tantôt avec Madame.')",1.0,Deletion
660,,"('#gabrillon', ""Quelle imprudence à des femmes de se faire servir par des enfants, avec leurs petits dragons !  Je m'étonne que la mode en ait tant duré ?  Mais que veut cette Dame ?  Elle paraît bien effarée."")",1.0,Deletion
661,,"('#melinde', 'Ma mie, ce Monsieur dont le carrosse est là-bas, ne serait-il point ici.')",1.0,Deletion
662,,"('#gabrillon', 'Je ne sais pas, Madame.  Il y a un Monsieur là-dedans... Ah !  Tenez le voilà qui sort.')",1.0,Deletion
663,,"('#melinde', ""Ah !  Monsieur, j'allais chez vous..."")",1.0,Deletion
664,,"('#dorante', 'Ma femme dans cette maison !')",1.0,Deletion
665,,"('#melinde', 'Mais voyant là-bas votre carrosse...')",1.0,Deletion
666,"('#monsieur-corbeau', 'Combien ferons-nous de billets, premièrement ?')","('#dorante', ""Qu'y voudrait-elle faire ?"")",0.48,Substitution
667,,"('#melinde', ""J'ai fait arrêter le mien."")",1.0,Deletion
668,"('#madame-lucas', ""Mais combien crois-tu qu'il en faille, Marton ?"")","('#dorante', ""Hé bien, qu'y a-t-il ?"")",1.38,Substitution
669,,"('#melinde', 'Votre fils, Monsieur... votre fils.')",1.0,Deletion
670,,"('#dorante', ""Hé bien, mon fils, Madame, qu'a-t-il fait ?"")",1.0,Deletion
671,"('#marton', 'Huit ou dix mille tout au moins, Madame.')","('#melinde', ""Il m'a volé cette nuit pour deux mille écus de vaisselle neuve."")",1.22,Substitution
672,,"('#dorante', ""De vaisselle neuve !  Ah le fripon !  Il vous l'a volée, et me l'a vendue."")",1.0,Deletion
673,,"('#melinde', 'Vous avez ma vaisselle, Monsieur ?')",1.0,Deletion
674,,"('#dorante', ""Oui, Madame, j'ai la vôtre neuve, et vous m'avez pris ma vieille ; et mon coquin de fils a mon argent sans doute, car je ne le vois plus.  Holà, quelqu'un ?"")",1.0,Deletion
675,"('#monsieur-corbeau', 'Huit ou dix mille !')","('#gabrillon', 'Que vous plaît-il, Monsieur ?')",1.48,Substitution
676,,"('#dorante', 'Où est mon fils ?')",1.0,Deletion
677,,"('#gabrillon', 'Ce jeune Monsieur qui était avec vous ?  Le voilà qui descend les montées quatre à quatre.  Je ne sais à qui il en a.')",1.0,Deletion
678,"('#marton', ""Oui vraiment.  Une jeune et jolie veuve comme vous, qui enterre un mari, c'est une femme qui affiche la situation où elle se trouve ; la peut-elle apprendre à trop de gens ?"")","('#dorante', ""Ah, scélérate !  On s'entend ici avec lui pour me fourber : Mais je te ferai pendre, et ta maîtresse aussi, sur ma parole."")",1.38,Substitution
679,,"('#gabrillon', ""Je m'en vais l'avertir de vos bonnes intentions, Monsieur."")",1.0,Deletion
680,"('#madame-lucas', ""Tu as raison, Marton.  Cette fille-là est d'un bon conseil, Monsieur Corbeau."")","('#dorante', 'Morbleu, Madame, voilà les fruits de votre belle conduite.')",1.52,Substitution
681,"('#monsieur-corbeau', ""Je vois bien que votre dessein n'est pas de rien épargner."")","('#melinde', ""Fort bien.  Votre fils m'a volée, et vous vous prenez encore à moi de son dérèglement."")",1.69,Substitution
