la-fontaine-daphne,moliere-psyche,Score
-,"('#psyche', ""Le choix que vous m'offrez, Princes, montre à mes yeux De quoi remplir les voeux de l'âme la plus fière, Et vous me le parez tous deux d'une manière, Qu'on ne peut rien offrir qui soit plus précieux. Vos feux, votre amitié, votre vertu suprême, Tout me relève en vous l'offre de votre foi, Et j'y vois un mérite à s'opposer lui-même À ce que vous voulez de moi. Ce n'est pas à mon coeur qu'il faut que je défère Pour entrer sous de tels liens ; Ma main, pour se donner, attend l'ordre d'un père, Et mes soeurs ont des droits qui vont devant les miens, Mais si l'on me rendait sur mes voeux absolue, Vous y pourriez avoir trop de part à la fois, Et toute mon estime entre vous suspendue, Ne pourrait sur aucun laisser tomber mon choix. À l'ardeur de votre poursuite Je répondrais assez de mes voeux les plus doux ; Mais c'est parmi tant de mérite Trop que deux coeurs pour moi, trop peu qu'un coeur pour vous. De mes plus doux souhaits j'aurais l'âme gênée. À l'effort de votre amitié, Et j'y vois l'un de vous prendre une destinée À me faire trop de pitié. Oui, Princes, à tous ceux dont l'amour suit le vôtre, Je vous préférerais tous deux avec ardeur ; Mais je n'aurais jamais le coeur De pouvoir préférer l'un de vous deux à l'autre. À celui que je choisirais, Ma tendresse ferait un trop grand sacrifice, Et je m'imputerais à barbare injustice, Le tort qu'à l'autre je ferais. Oui, tous deux vous brillez de trop de grandeur d'âme. Pour en faire aucun malheureux, Et vous devez chercher dans l'amoureuse flamme Le moyen d'être heureux tous deux. Si votre coeur me considère Assez pour me souffrir de disposer de vous, J'ai deux soeurs capables de plaire, Qui peuvent bien vous faire un destin assez doux, Et l'amitié me rend leur personne assez chère, Pour vous souhaiter leurs époux."")",0.0
-,"('#cleomene', ""Un coeur dont l'amour est extrême Peut-il bien consentir, hélas, D'être donné par ce qu'il aime ! Sur nos deux coeurs, Madame, à vos divins appas Nous donnons un pouvoir suprême, Disposez-en pour le trépas, Mais pour une autre que vous-même Ayez cette bonté de n'en disposer pas."")",0.0
-,"('#agenor', ""Aux Princesses, Madame, on ferait trop d'outrage, Et c'est pour leurs attraits un indigne partage, Que les restes d'une autre ardeur ; Il faut d'un premier feu la pureté fidèle, Pour aspirer à cet honneur Où votre bonté nous appelle, Et chacune mérite un coeur Qui n'ait soupiré que pour elle."")",0.0
-,"('#aglaure', ""Il me semble, sans nul courroux, Qu'avant que de vous en défendre, Princes, vous deviez bien attendre Qu'on se fût expliqué sur vous. Nous croyez-vous un coeur si facile et si tendre ? Et lorsqu'on parle ici de vous donner à nous, Savez-vous si l'on veut vous prendre ?"")",0.0
-,"('#cidippe', ""Je pense que l'on a d'assez hauts sentiments Pour refuser un coeur qu'il faut qu'on sollicite, Et qu'on ne veut devoir qu'à son propre mérite La conquête de ses amants."")",0.0
-,"('#psyche', ""J'ai cru pour vous, mes Soeurs, une gloire assez grande, Si la possession d'un mérite si haut..."")",0.0
-,"('#lycas', 'Ah, Madame !')",0.0
-,"('#psyche', ""Qu'as-tu ?"")",0.0
-,"('#lycas', 'Le Roi...')",0.0
-,"('#psyche', 'Quoi ?')",0.0
-,"('#lycas', 'Vous demande.')",0.0
-,"('#psyche', ""De ce trouble si grand que faut-il que j'attende ?"")",0.0
-,"('#lycas', 'Vous ne le saurez que trop tôt.')",0.0
-,"('#psyche', 'Hélas ! Que pour le Roi tu me donnes à craindre !')",0.0
-,"('#lycas', ""Ne craignez que pour vous, c'est vous que l'on doit plaindre."")",0.0
-,"('#psyche', ""C'est pour louer le Ciel, et me voir hors d'effroi, De savoir que je n'aie à craindre que pour moi. Mais apprends-moi, Lycas, le sujet qui te touche."")",0.0
-,"('#lycas', ""Souffrez que j'obéisse à qui m'envoie ici, Madame, et qu'on vous laisse apprendre de sa bouche Ce qui peut m'affliger ainsi."")",0.0
-,"('#psyche', ""Allons savoir sur quoi l'on craint tant ma faiblesse."")",0.0
-,"('#aglaure', ""Si ton ordre n'est pas jusqu'à nous étendu, Dis-nous quel grand malheur nous couvre ta tristesse."")",0.0
-,"('#lycas', ""Hélas ! Ce grand malheur dans la Cour répandu, Voyez-le vous-même, Princesse, Dans l'Oracle qu'au Roi les Destins ont rendu. Voici ses propres mots, que la douleur, Madame, A gravés au fond de mon âme. Que l'on ne pense nullement À vouloir de Psyché conclure l'Hyménée ; Mais qu'au sommet d'un mont elle soit promptement En pompe funèbre menée, Et que de tous abandonnée, Pour époux elle attende en ces lieux constamment Un monstre dont on a la vue empoisonnée, Un serpent qui répand son venin en tous lieux, Et trouble dans sa rage et la Terre et les Cieux. Après un arrêt si sévère. Je vous quitte, et vous laisse à juger entre vous, Si par de plus cruels et plus sensibles coups Tous les Dieux nous pouvaient expliquer leur colère."")",0.0
-,"('#cidippe', 'Ma soeur, que sentez-vous à ce soudain malheur Où nous voyons Psyché par les Destins plongée ?')",0.0
-,"('#aglaure', 'Mais vous, que sentez-vous, ma Soeur ?')",0.0
-,"('#cidippe', ""À ne vous point mentir, je sens que dans mon coeur Je n'en suis pas trop affligée."")",0.0
-,"('#aglaure', 'Moi, je sens quelque chose au mien Qui ressemble assez à la joie. Allons, le Destin nous envoie Un mal que nous pouvons regarder comme un bien.')",0.0
-,"('#femme-desolee', ""Deh, piangete al pianto mio, Sassi duri, antiche selve, Lagrimate fonti, e belve, D'un bel volto il fato rio."")",0.0
-,"('#premier-homme-afflige', 'Ahi dolore !')",0.0
-,"('#second-homme-afflige', 'Ahi martire !')",0.0
-,"('#premier-homme-afflige', 'Cruda morte !')",0.0
-,"('#second-homme-afflige', 'Empia sorte !')",0.0
-,"('#trois-affliges', 'Che condanni a morir tanta beltà. Cieli, stelle, ahi crudeltà !')",0.0
-,"('#second-homme-afflige', ""Com'esser puo fra voi, ò Numi eterni, Chi voglia estinta una beltà innocente ? Ahi ! Che tanto rigor, Cielo inclemente, Vince di crudeltà gli stessi Inferni."")",0.0
-,"('#premier-homme-afflige', 'Nume fiero !')",0.0
-,"('#second-homme-afflige', 'Dio severo !')",0.0
-,"('#trois-affliges', ""Perche tanto rigor Contro innocente cor ? Ahi, sentenza inudita, Dar morte à la beltà, ch'altrui da vita !"")",0.0
-,"('#femme-desolee', ""Ahi ch'indarno si tarda, Non resiste a li Dei mortale affetto, Alto impero ne sforza : Ove commanda il Ciel, l'uom cede a forza."")",0.0
-,"('#premier-homme-afflige', 'Ahi dolore ! etc. Come Sopra Ces plaintes sont entrecoupées et finies par une entrée de ballet de huit personnes affligées. ')",0.0
-,"('#psyche', ""De vos larmes, Seigneur, la source m'est bien chère ; Mais c'est trop aux bontés que vous avez pour moi, Que de laisser régner les tendresses de père Jusque dans les yeux d'un grand Roi. Ce qu'on vous voit ici donner à la Nature Au rang que vous tenez, Seigneur, fait trop d'injure, Et j'en dois refuser les touchantes faveurs : Laissez moins sur votre sagesse Prendre d'empire à vos douleurs, Et cessez d'honorer mon destin par des pleurs, Qui dans le coeur d'un roi montrent de la faiblesse."")",0.0
-,"('#le-roi', ""Ah ! Ma fille, à ces pleurs laisse mes yeux ouverts, Mon deuil est raisonnable, encor qu'il soit extrême, Et lorsque pour toujours on perd ce que je perds, La sagesse, crois-moi, peut pleurer elle-même. En vain l'orgueil du diadème Veut qu'on soit insensible à ces cruels revers, En vain de la Raison les secours sont offerts, Pour vouloir d'un oeil sec voir mourir ce qu'on aime : L'effort en est barbare aux yeux de l'Univers, Et c'est brutalité plus que vertu suprême. Je ne veux point dans cette adversité Parer mon coeur d'insensibilité, Et cacher l'ennui qui me touche ; Je renonce à la vanité De cette dureté farouche Que l'on appelle fermeté ; Et de quelque façon qu'on nomme Cette vive douleur dont je ressens les coups, Je veux bien l'étaler, ma Fille, aux yeux de tous, Et dans le coeur d'un roi montrer le coeur d'un homme."")",0.0
-,"('#psyche', ""Je ne mérite pas cette grande douleur : Opposez, opposez un peu de résistance Aux droits qu'elle prend sur un coeur Dont mille événements ont marqué la puissance. Quoi, faut-il que pour moi vous renonciez, Seigneur, À cette royale constance, Dont vous avez fait voir dans les coups du malheur Une fameuse expérience ?"")",0.0
-,"('#le-roi', ""La constance est facile en mille occasions. Toutes les révolutions Où nous peut exposer la fortune inhumaine, La perte des grandeurs, les persécutions, Le poison de l'Envie, et les traits de la Haine, N'ont rien qui ne puissent sans peine Braver les résolutions D'une âme où la raison est un peu souveraine : Mais ce qui porte des rigueurs À faire succomber les coeurs Sous le poids des douleurs amères, Ce sont, ce sont les rudes traits De ces fatalités sévères, Qui nous enlèvent pour jamais Les personnes qui nous sont chères. La raison contre de tels coups N'offre point d'armes secourables ; Et voilà des Dieux en courroux Les foudres les plus redoutables Qui se puissent lancer sur nous."")",0.0
-,"('#psyche', ""Seigneur, une douceur ici vous est offerte : Votre hymen a reçu plus d'un présent des Dieux, Et, par une faveur ouverte Ils ne vous ôtent rien en m'ôtant à vos yeux, Dont ils n'aient pris le soin de réparer la perte. Il vous reste de quoi consoler vos douleurs, Et cette loi du Ciel que vous nommez cruelle Dans les deux Princesses mes Soeurs, Laisse à l'amitié paternelle Où placer toutes ses douceurs."")",0.0
-,"('#le-roi', ""Ah, de mes maux soulagement frivole ! Rien, rien ne s'offre à moi qui de toi me console ; C'est sur mes déplaisirs que j'ai les yeux ouverts, Et dans un destin si funeste Je regarde ce que je perds, Et ne vois point ce qui me reste."")",0.0
-,"('#psyche', ""Vous savez mieux que moi qu'aux volontés des Dieux, Seigneur, il faut régler les nôtres, Et je ne puis vous dire en ces tristes adieux, Que ce que beaucoup mieux vous pouvez dire aux autres. Ces Dieux sont maîtres souverains Des présents qu'ils daignent nous faire ; Ils ne les laissent dans nos mains Qu'autant de temps qu'il peut leur plaire. Lorsqu'ils viennent les retirer, On n'a nul droit de murmurer Des grâces que leur main ne veut plus nous étendre ; Seigneur, je suis un don qu'ils ont fait à vos voeux, Et quand par cet arrêt ils veulent me reprendre, Ils ne vous ôtent rien que vous ne teniez d'eux, Et c'est sans murmurer que vous devez me rendre."")",0.0
-,"('#le-roi', ""Ah,\tcherche un meilleur fondement Aux consolations que ton coeur me présente, Et de la fausseté de ce raisonnement Ne fais point un accablement À cette douleur si cuisante, Dont je souffre ici le tourment. Crois-tu là me donner une raison puissante, Pour ne me plaindre point de cet arrêt des Cieux ? Et dans le procédé des Dieux Dont tu veux que je me contente, Une rigueur assassinante Ne paraît-elle pas aux yeux ? Vois l'état où ces Dieux me forcent à te rendre, Et l'autre où te reçut mon coeur infortuné : Tu connaîtras par là qu'ils me viennent reprendre Bien plus que ce qu'ils m'ont donné. Je reçus d'eux en toi, ma Fille, Un présent que mon coeur ne leur demandait pas ; J'y trouvais alors peu d'appas, Et leur en vis sans joie accroître ma famille. Mais mon coeur ainsi que mes yeux S'est fait de ce présent une douce habitude : J'ai mis quinze ans de soins, de veilles et d'étude, À me le rendre précieux, Je l'ai paré de l'aimable richesse De mille brillantes vertus, En lui j'ai renfermé par des soins assidus Tous les plus beaux trésors que fournit la Sagesse, À lui j'ai de mon âme attaché la tendresse, J'en ai fait de ce coeur le charme et l'allégresse, La consolation de mes sens abattus, Le doux espoir de ma vieillesse. Ils m'ôtent tout cela, ces Dieux, Et tu veux que je n'aie aucun sujet de plainte, Sur cet affreux arrêt dont je souffre l'atteinte ? Ah ! Leur pouvoir se joue avec trop de rigueur Des tendresses de notre coeur : Pour m'ôter leur présent, leur fallait-il attendre Que j'en eusse fait tout mon bien ? Ou plutôt, s'ils avaient dessein de le reprendre, N'eût-il pas été mieux de ne me donner rien ?"")",0.0
-,"('#psyche', 'Seigneur, redoutez la colère De ces Dieux contre qui vous osez éclater.')",0.0
-,"('#le-roi', ""Après ce coup que peuvent-ils me faire ? Ils m'ont mis en état de ne rien redouter."")",0.0
-,"('#psyche', 'Ah, Seigneur, je tremble des crimes Que je vous fais commettre, et je dois me haïr...')",0.0
-,"('#le-roi', ""Ah, qu'ils souffrent du moins mes plaintes légitimes, Ce m'est assez d'effort que de leur obéir, Ce doit leur être assez que mon coeur t'abandonne Au barbare respect qu'il faut qu'on ait pour eux, Sans prétendre gêner la douleur que me donne L'épouvantable arrêt d'un sort si rigoureux. Mon juste désespoir ne saurait se contraindre, Je veux, je veux garder ma douleur à jamais, Je veux sentir toujours la perte que je fais, De la rigueur du Ciel je veux toujours me plaindre, Je veux jusqu'au trépas incessamment pleurer Ce que tout l'Univers ne peut me réparer."")",0.0
-,"('#psyche', ""Ah, de grâce, Seigneur, épargnez ma faiblesse, J'ai besoin de constance en l'état où je suis : Ne fortifiez point l'excès de mes ennuis Des larmes de votre tendresse, Seuls ils sont assez forts, et c'est trop pour mon coeur, De mon destin et de votre douleur."")",0.0
-,"('#le-roi', ""Oui, je dois t'épargner mon deuil inconsolable. Voici l'instant fatal de m'arracher de toi : Mais comment prononcer ce mot épouvantable ? Il le faut toutefois, le Ciel m'en fait la loi, Une rigueur inévitable M'oblige à te laisser en ce funeste lieu. Adieu, je vais... Adieu."")",0.0
-,"('#psyche', ""Suivez le Roi, mes Soeurs : vous essuierez ses larmes, Vous adoucirez ses douleurs, Et vous l'accableriez d'alarmes, Si vous vous exposiez encore à mes malheurs. Conservez-lui ce qui lui reste, Le serpent que j'attends peut vous être funeste, Vous envelopper dans mon sort, Et me porter en vous une seconde mort. Le Ciel m'a seule condamnée À son haleine empoisonnée, Rien ne saurait me secourir, Et je n'ai pas besoin d'exemple pour mourir."")",0.0
-,"('#aglaure', ""Ne nous enviez pas ce cruel avantage De confondre nos pleurs avec vos déplaisirs, De mêler nos soupirs à vos derniers soupirs ; D'une tendre amitié souffrez ce dernier gage."")",0.0
-,"('#psyche', ""C'est vous perdre inutilement."")",0.0
-,"('#cidippe', ""C'est en votre faveur espérer un miracle, Ou vous accompagner jusques au monument."")",0.0
-,"('#psyche', 'Que peut-on se promettre après un tel oracle ?')",0.0
-,"('#aglaure', ""Un Oracle jamais n'est sans obscurité, On l'entend d'autant moins que mieux on croit l'entendre, Et peut-être après tout n'en devez-vous attendre Que gloire et que félicité. Laissez-nous voir, ma Soeur, par une digne issue, Cette frayeur mortelle heureusement déçue, Ou mourir du moins avec vous, Si le Ciel à nos voeux ne se montre plus doux."")",0.0
-,"('#psyche', ""Ma Soeur, écoutez mieux la voix de la Nature, Qui vous appelle auprès du Roi. Vous m'aimez trop, le devoir en murmure, Vous en savez l'indispensable loi, Un père vous doit être encor plus cher que moi. Rendez-vous toutes deux l'appui de sa vieillesse, Vous lui devez chacune un gendre, et des neveux, Mille Rois à l'envi vous gardent leur tendresse, Mille Rois à l'envi vous offriront leurs voeux : L'oracle me veut seule, et seule aussi je veux Mourir, si je puis, sans faiblesse, Ou ne vous avoir pas pour témoins toutes deux De ce que malgré moi, la Nature m'en laisse."")",0.0
-,"('#aglaure', ""Partager vos malheurs, c'est vous importuner."")",0.0
-,"('#cidippe', ""J'ose dire un peu plus, ma Soeur, c'est vous déplaire."")",0.0
-,"('#psyche', ""Non, mais enfin c'est me gêner, Et peut-être du Ciel redoubler la colère."")",0.0
-,"('#aglaure', ""Vous le voulez, et nous partons. Daigne ce même Ciel plus juste et moins sévère, Vous envoyer le sort que nous vous souhaitons, Et que notre amitié sincère, En dépit de l'Oracle et malgré vous espère."")",0.0
-,"('#psyche', ""Adieu, c'est un espoir, ma Soeur, et des souhaits, Qu'aucun des Dieux ne remplira jamais."")",0.0
-,"('#psyche', ""Enfin seule, et toute à moi-même, Je puis envisager cet affreux changement, Qui du haut d'une gloire extrême Me précipite au monument. Cette gloire était sans seconde, L'éclat s'en répandait jusqu'aux deux bouts du monde, Tout ce qu'il a de Rois semblaient faits pour m'aimer : Tous leur sujets me prenant pour déesse, Commençaient à m'accoutumer Aux encens qu'ils m'offraient sans cesse ; Leurs soupirs me suivaient sans qu'il m'en coûtât rien, Mon âme restait libre en captivant tant d'âmes, Et j'étais, parmi tant de flammes Reine de tous les coeurs, et maîtresse du mien. Ô Ciel ! M'auriez-vous fait un crime De cette insensibilité ? Déployez-vous sur moi tant de sévérité, Pour n'avoir à leurs voeux rendu que de l'estime ? Si vous m'imposiez cette loi, Qu'il fallût faire un choix pour ne pas vous déplaire, Puisque je ne pouvais le faire, Que ne le faisiez-vous pour moi ? Que ne m'inspiriez-vous ce qu'inspire à tant d'autres Le mérite, l'amour, et... Mais que vois-je ici ?"")",0.0
-,"('#cleomene', ""Deux amis, deux rivaux, dont l'unique souci Est d'exposer leurs jours pour conserver les vôtres."")",0.0
-,"('#psyche', ""Puis-je vous écouter quand j'ai chassé deux soeurs ? Princes, contre le Ciel pensez-vous me défendre ? Vous livrer au serpent qu'ici je dois attendre, Ce n'est qu'un désespoir qui sied mal aux grands coeurs, Et mourir alors que je meurs, C'est accabler une âme tendre Qui n'a que trop de ses douleurs."")",0.0
-,"('#agenor', ""Un serpent n'est pas invincible ; Cadmus qui n'aimait rien, défit celui de Mars ; Nous aimons, et l'Amour sait rendre tout possible Au coeur qui suit ses étendards, À la main dont lui-même il conduit tous les dards."")",0.0
-,"('#psyche', ""Voulez-vous qu'il vous serve en faveur d'une ingrate Que tous ses traits n'ont pu toucher ? Qu'il dompte sa vengeance au moment qu'elle éclate, Et vous aide à m'en arracher ? Quand même vous m'auriez servie, Quand vous m'auriez rendu la vie, Quel fruit espérez-vous de qui ne peut aimer ?"")",0.0
-,"('#cleomene', ""Ce n'est point par l'espoir d'un si charmant salaire Que nous nous sentons animer, Nous ne cherchons qu'à satisfaire Aux devoirs d'un amour qui n'ose présumer Que jamais, quoi qu'il puisse faire, Il soit capable de vous plaire, Et digne de vous enflammer. Vivez, belle princesse, et vivez pour un autre ; Nous le verrons d'un oeil jaloux, Nous en mourrons, mais d'un trépas plus doux Que s'il nous fallait voir le vôtre. Et si nous ne mourrons en vous sauvant le jour, Quelque amour qu'à nos yeux vous préfériez au nôtre, Nous voulons bien mourir de douleur et d'amour."")",0.0
-,"('#psyche', ""Vivez, Princes, vivez, et de ma destinée Ne songez plus à rompre, ou partager la loi : Je crois vous l'avoir dit, le Ciel ne veut que moi, Le Ciel m'a seule condamnée. Je pense ouïr déjà les mortels sifflements De son ministre qui s'approche, Ma frayeur me le peint, me l'offre à tous moments, Et maîtresse qu'elle est de tous mes sentiments, Elle me le figure au haut de cette roche, J'en tombe de faiblesse, et mon coeur abattu Ne soutient plus qu'à peine un reste de vertu. Adieu, Princes, fuyez, qu'il ne vous empoisonne."")",0.0
-,"('#agenor', ""Rien ne s'offre à nos yeux encor qui les étonne, Et quand vous vous peignez un si proche trépas, Si la force vous abandonne, Nous avons des coeurs et des bras Que l'espoir n'abandonne pas. Peut-être qu'un rival a dicté cet Oracle, Que l'or a fait parler celui qui l'a rendu : Ce ne serait pas un miracle, Que pour Dieu muet un homme eût répondu, Et dans tous les climats on n'a que trop d'exemples Qu'il est ainsi qu'ailleurs des méchants dans les temples."")",0.0
-,"('#cleomene', ""Laissez-nous opposer au lâche ravisseur, À qui le sacrilège indignement vous livre, Un amour qu'a le Ciel choisi pour défenseur De la seule beauté pour qui nous voulons vivre. Si nous n'osons prétendre à sa possession, Du moins en son péril permettez-nous de suivre L'ardeur et les devoirs de notre passion."")",0.0
-,"('#psyche', ""Portez-les à d'autres moi-mêmes, Princes, portez-les à mes Soeurs Ces devoirs, ces ardeurs extrêmes Dont pour moi sont remplis vos coeurs, Vivez pour elles quand je meurs, Plaignez de mon destin les funestes rigueurs, Sans leur donner en vous de nouvelles matières. Ce sont mes volontés dernières, Et l'on a reçu de tout temps Pour souveraines lois les ordres des mourants."")",0.0
-,"('#cleomene', 'Princesse...')",0.0
-,"('#psyche', ""Encore un coup, Princes, vivez pour elles, Tant que vous m'aimerez, vous devez m'obéir ; Ne me réduisez pas à vouloir vous haïr, Et vous regarder en rebelles, À force de m'être fidèles. Allez, laissez-moi seule expirer en ce lieu, Où je n'ai plus de voix que pour vous dire adieu. Mais je sens qu'on m'enlève, et l'air m'ouvre une route D'où vous n'entendrez plus cette mourante voix, Adieu, Princes, adieu pour la dernière fois, Voyez si de mon sort vous pouvez être en doute. Elle est enlevée en l'air par deux Zéphyrs."")",0.0
-,"('#agenor', 'Nous la perdons de vue, allons tous deux chercher Sur le faîte de ce rocher, Prince, les moyens de la suivre.')",0.0
-,"('#cleomene', 'Allons-y chercher ceux de ne lui point survivre.')",0.0
-,"('#l-amour', ""Allez mourir, rivaux d'un dieu jaloux, Dont vous méritez le courroux, Pour avoir eu le coeur sensible aux mêmes charmes, Et toi, forge, Vulcain, mille brillants attraits Pour orner un palais Où l'Amour de Psyché veut essuyer les larmes, Et lui rendre les armes."")",0.0
-,"('#vulcain', ""Dépêchez, préparez ces lieux Pour le plus aimable des Dieux, Que chacun pour lui s'intéresse, N'oubliez rien des soins qu'il faut : Quand l'Amour presse, On n'a jamais fait assez tôt. L'Amour ne veut point qu'on diffère, Travaillez, hâtez-vous, Frappez, redoublez vos coups ; Que l'ardeur de lui plaire Fasse vos soins le plus doux. Servez bien un dieu si charmant, Il se plaît dans l'empressement. Que chacun pour lui s'intéresse, N'oubliez rien des soins qu'il faut : Quand l'Amour presse, On n'a jamais fait assez tôt. L'Amour ne veut point qu'on diffère, Travaillez, etc. SECOND COUPLET."")",0.0
-,"('#zephyr', ""Oui, je me suis galamment acquitté De la commission que vous m'avez donnée, Et du haut du rocher je l'ai, cette beauté, Par le milieu des airs doucement amenée Dans ce beau palais enchanté, Où vous pouvez en liberté Disposer de sa destinée : Mais vous me surprenez par ce grand changement Qu'en votre personne vous faites ; Cette taille, ces traits, et cet ajustement, Cachent tout à fait qui vous êtes, Et je donne aux plus fins à pouvoir en ce jour Vous reconnaître pour l'Amour."")",0.0
-,"('#l-amour', ""Aussi, ne veux-je pas qu'on puisse me connaître, Je ne veux à Psyché découvrir que mon coeur, Rien que les beaux transports de cette vive ardeur Que ses doux charmes y font naître ; Et pour en exprimer l'amoureuse langueur, Et cacher ce que je puis être Aux yeux qui m'imposent des lois, J'ai pris la forme que tu vois."")",0.0
-,"('#zephyr', ""En tout vous êtes un grand maître, C'est ici que je le connais. Sous des déguisements de diverse nature On a vu les Dieux amoureux Chercher à soulager cette douce blessure Que reçoivent les coeurs de vos traits pleins de feux ; Mais en bon sens vous l'emportez sur eux, Et voilà la bonne figure Pour avoir un succès heureux, Près de l'aimable sexe où l'on porte ses voeux. Oui, de ces formes-là l'assistance est bien forte, Et sans parler ni de rang, ni d'esprit, Qui peut trouver moyen d'être fait de la sorte, Ne soupire guère à crédit."")",0.0
-,"('#l-amour', ""J'ai résolu, mon cher Zéphyr, De demeurer ainsi toujours, Et l'on ne peut le trouver à redire À l'aîné de tous les Amours. Il est temps de sortir de cette longue enfance Qui fatigue ma patience, Il est temps désormais que je devienne grand."")",0.0
-,"('#zephyr', ""Fort bien, vous ne pouvez mieux faire, Et vous entrez dans un mystère Qui ne demande rien d'enfant."")",0.0
-,"('#l-amour', 'Ce changement sans doute irritera ma mère.')",0.0
-,"('#zephyr', ""Je prévois là-dessus quelque peu de colère. Bien que les disputes des ans Ne doivent point régner parmi des Immortelles, Votre Mère Vénus est de l'humeur des Belles Qui n'aiment point de grands enfants. Mais où je la trouve outragée, C'est dans le procédé que l'on vous voit tenir, Et c'est l'avoir étrangement vengée, Que d'aimer la beauté qu'elle voulait punir. Cette haine où ses voeux prétendent que réponde La puissance d'un fils que redoutent les Dieux..."")",0.0
-,"('#l-amour', ""Laissons cela, Zéphyr, et me dis si tes yeux Ne trouvent pas Psyché la plus belle du monde ? Est-il rien sur la Terre, est-il rien dans les Cieux, Qui puisse lui ravir le titre glorieux De beauté sans seconde ? Mais je la vois, mon cher Zéphyr, Qui demeure surprise à l'éclat de ces lieux."")",0.0
-,"('#zephyr', ""Vous pouvez vous montrer pour finir son martyre, Lui découvrir son destin glorieux, Et vous dire entre vous tout ce que peuvent dire Les soupirs, la bouche, et les yeux. En confident discret je sais ce qu'il faut faire Pour ne pas interrompre un amoureux mystère."")",0.0
-,"('#psyche', ""Où suis-je ? Et dans un lieu que je croyais barbare, Quelle savante main a bâti ce palais, Que l'Art, que la Nature pare De l'assemblage le plus rare Que l'oeil puisse admirer jamais ? Tout rit, tout brille, tout éclate, Dans ces jardins, dans ces appartements, Dont les pompeux ameublements N'ont rien qui n'enchante et ne flatte ; Et de quelque côté que tournent mes frayeurs, Je ne vois sous mes pas que de l'or, ou des fleurs. Le Ciel aurait-il fait cet amas de merveilles Pour la demeure d'un serpent ? Et lorsque par leur vue il amuse et suspend De mon destin jaloux les rigueurs sans pareilles, Veut-il montrer qu'il s'en repent ? Non, non, c'est de sa haine en cruautés féconde Le plus noir, le plus rude trait, Qui par une rigueur nouvelle et sans seconde N'étale ce choix qu'elle a fait De ce qu'a de plus beau le Monde, Qu'afin que je le quitte avec plus de regret. Que mon espoir est ridicule, S'il croit par là soulager mes douleurs ! Tout autant de moments que ma mort se recule, Sont autant de nouveaux malheurs, Plus elle tarde, et plus de fois je meurs. Ne me fais plus languir, viens prendre ta victime, Monstre qui dois me déchirer ; Veux-tu que je te cherche, et faut-il que j'anime Tes fureurs à me dévorer ? Si le Ciel veut ma mort, si ma vie est un crime, De ce peu qui m'en reste ose enfin t'emparer, Je suis lasse de murmurer Contre un châtiment légitime, Je suis lasse de soupirer, Viens, que j'achève d'expirer."")",0.0
-,"('#l-amour', ""Le voilà ce serpent, ce monstre impitoyable, Qu'un Oracle étonnant pour vous a préparé, Et qui n'est pas peut-être à tel point effroyable Que vous vous l'êtes figuré."")",0.0
-,"('#psyche', ""Vous, Seigneur, vous seriez ce monstre dont l'oracle A menacé mes tristes jours, Vous qui semblez plutôt un Dieu qui par miracle Daigne venir lui-même à mon secours !"")",0.0
-,"('#l-amour', ""Quel besoin de secours au milieu d'un Empire, Où tout ce qui respire N'attend que vos regards pour en prendre la loi, Où vous n'avez à craindre autre monstre que moi ?"")",0.0
-,"('#psyche', ""Qu'un monstre tel que vous inspire peu de crainte ! Et que s'il a quelque poison, Une âme aurait peu de raison De hasarder la moindre plainte, Contre une favorable atteinte Dont tout le coeur craindrait la guérison ! À peine je vous vois, que mes frayeurs cessées Laissent évanouir l'image du trépas, Et que je sens couler dans mes veines glacées Un je ne sais quel feu que je ne connais pas. J'ai senti de l'estime et de la complaisance, De l'amitié, de la reconnaissance, De la compassion les chagrins innocents M'en ont fait sentir la puissance, Mais je n'ai point encore senti ce que je sens. Je ne sais ce que c'est, mais je sais qu'il me charme ; Que je n'en conçois point d'alarme ; Plus j'ai les yeux sur vous, plus je m'en sens charmée : Tout ce que j'ai senti n'agissait point de même, Et je dirais que je vous aime, Seigneur, si je savais ce que c'est que d'aimer. Ne les détournez point, ces yeux qui m'empoisonnent, Ces yeux tendres, ces yeux perçants, mais amoureux, Qui semblent partager le trouble qu'ils me donnent. Hélas ! Plus ils sont dangereux, Plus je me plais à m'attacher sur eux. Par quel ordre du Ciel que je ne puis comprendre Vous dis-je plus que je ne dois, Moi de qui la pudeur devrait du moins attendre Que vous m'expliquassiez le trouble où je vous vois ? Vous soupirez, Seigneur, ainsi que je soupire, Vos sens comme les miens paraissent interdits, C'est à moi de m'en taire, à vous de me le dire, Et cependant c'est moi qui vous le dis."")",0.0
-,"('#l-amour', ""Vous avez eu, Psyché, l'âme toujours si dure, Qu'il ne faut pas vous étonner, Si, pour en réparer l'injure L'Amour en ce moment se paye avec usure De ceux qu'elle a dû lui donner. Ce moment est venu qu'il faut que votre bouche Exhale des soupirs si longtemps retenus, Et qu'en vous arrachant à cette humeur farouche, Un amas de transports aussi doux qu'inconnus Aussi sensiblement tout à la fois vous touche, Qu'ils ont dû vous toucher durant tant de beaux jours Dont cette âme insensible a profané le cours."")",0.0
-,"('#psyche', ""N'aimer point, c'est donc un grand crime !"")",0.0
-,"('#l-amour', 'En souffrez-vous un rude châtiment ?')",0.0
-,"('#psyche', ""C'est punir assez doucement."")",0.0
