,boyer-amours-jupiter-semele,dufresny-adieux-des-officiers,Cost,Operation Type
148,"('#jupiter', 'Que vous sert cet aveu, quand son coeur est à moi !  Quand on a comme moi la gloire de lui plaire... ')","('#cupidon', ""Dieu vous garde, la maman : je vous trouve bien belle  Aujourd'hui. "")",1.28,Substitution
149,"('#alcmeon', ""Quand on a qu'à combattre un berger téméraire... "")",,1.0,Insertion
150,"('#jupiter', ""Je ne sais qui l'est plus du berger ou de vous. "")",,1.0,Insertion
151,"('#alcmeon', ""Ah c'en est trop. "")",,1.0,Insertion
152,"('#jupiter', 'Calmez ce dangereux courroux. ')",,1.0,Insertion
153,"('#semele', 'Hé quoi contre un berger et même en ma présence  Un Prince... ')",,1.0,Insertion
154,"('#jupiter', 'Je réponds ici de sa clémence. ')","('#venus', ""Réponds-moi, qu'as-tu fait du flambeau  Que je t'avais donné ; ton carquois, ton bandeau :  As-tu vendu tout l'équipage ? "")",1.55,Substitution
155,"('#alcmeon', ""Vous voyez qu'un berger me brave impunément,  Et vous vous offensez de mon ressentiment ?  C'est trop souffrir."")",,1.0,Insertion
156,"('#semele', 'Ô Dieux ! ')",,1.0,Insertion
157,"('#jupiter', 'Ne craignez rien Princesse. ')",,1.0,Insertion
158,"('#alcmeon', 'Quel charme sur mes bras jette tant de faiblesse ? ')","('#cupidon', 'Vendu, moi !')",0.81,Substitution
159,"('#jupiter', 'Pouvez-vous pour un Dieu craindre quelque danger ? ')","('#venus', 'Que fait-on ? ')",1.38,Substitution
160,"('#semele', ""Ma tendresse d'abord n'a rien vu qu'un berger. "")",,1.0,Insertion
161,"('#alcmeon', ""Ce prompt enchantement et ce charme invisible  Me fait connaître enfin cet amant si terrible,  Ce rival dont tantôt vous m'avez menacé."")",,1.0,Insertion
162,"('#jupiter', ""Oui Prince, c'est lui-même, et le charme est passé :  J'ai pitié de l'état, où vous met trop d'audace :  Amant de Sémélé vous méritez ma grâce.  Au moins par cet essai connaissez mon pouvoir. "")","('#cupidon', ""Non, je l'ai mis en gage Pour avoir du vin vieux Le nectar a manqué dans la cave des dieux ; Et depuis que Bacchus en ville tient taverne, Il vend cher son vin de Falerne."")",1.0,Substitution
163,"('#alcmeon', ""Va ta pitié ne fait qu'aigrir mon désespoir,  Injurieux rival, laisse moi ma faiblesse ;  Accable un malheureux, ou me rend ma Princesse ;  Tu me l'ôtes cruel, et ton charme trompeur  Ainsi que sur mon bras a passé dans son coeur. Princesse ouvrez les yeux et voyez l'imposture  D'un art affreux et noir, qui force la nature.  Vous laissez-vous surprendre aux charmes d'un trompeur ?"")",,1.0,Insertion
164,"('#semele', ""Vous-même connaissez ce divin enchanteur,  Qui sous les faibles traits d'un enfant de la terre,  Cache le puissant Dieu qui lance le tonnerre.  Admirez quel rival vous fait mon changement."")",,1.0,Insertion
165,"('#alcmeon', 'Jupiter mon rival ! Dieux quel aveuglement ? ')","('#venus', 'Le cabaret, ivrogne, est-il pour les amours ? ')",1.61,Substitution
166,,"('#cupidon', 'Les dames y sont tous les jours. ')",1.0,Deletion
167,"('#semele', 'Vous voyez... ')","('#venus', 'Oh, que tu sens le vin ! ')",1.65,Substitution
168,"('#jupiter', ""J'ai pitié de l'erreur qui l'abuse. "")",,1.0,Insertion
169,"('#alcmeon', 'Votre infidélité cherche en vain cette excuse. ')",,1.0,Insertion
170,"('#semele', ""Sans doute, et je rougis qu'un changement fatal  Donne au Prince d'Argos un berger pour rival,  Si la bonté d'un Dieu ne daigne vous absoudre,  Craignez de le connaître à l'éclat de sa foudre. "")",,1.0,Insertion
171,"('#alcmeon', ""Plût au Ciel, qu'il voulut découvrir à mes yeux  Par un coup de tonnerre, un choix si glorieux.  Du moins en connaissant le Dieu qui me surmonte,  Je mourrais avec joie, et vous perdrais sans honte ;  Mais las ! Ce n'est pas lui, mais c'est vous que je crains  La foudre est dans vos yeux, et non pas dans ses mains.  Mais quoi l'air s'obscurcit et l'orage s'apprête... "")","('#cupidon', ""............  Depuis que je m'enivre,  Notre négoce en va bien mieux :  L'on aime à voir briller mon flambeau dans mes yeux :  La force du bon vin fait toute ma puissance,  Et j'attaque les coeurs en remplissant la panse.  Quelle fierté pourrait sur la fin d'un repas,  Résister aux appas  De ma trogne vermeille ?  J'embrase plus de coeur avecque ma bouteille,  Que ce petit marmot  Avec son falot.  Il chante."")",0.53,Substitution
172,"('#jupiter', 'Quel changement soudain excite la tempête ?  Quand je suis sur la terre, il tonne dans les cieux. ')",,1.0,Insertion
173,"('#alcmeon', ""Il tonne, et c'est ici le grand maître des Dieux.  C'est à cet imposteur qu'il déclare la guerre. "")",,1.0,Insertion
174,"('#jupiter', 'Junon quand il lui plaît peut former le tonnerre,  Elle est Reine des airs. ')",,1.0,Insertion
175,"('#alcmeon', ""Foudre tombe en ce lieu ;  Ta gloire est de punir le fantôme d'un Dieu. "")",,1.0,Insertion
176,"('#jupiter', 'Sans doute que Junon en veut à ma Princesse. ')",,1.0,Insertion
177,"('#semele', ""Sans doute qu'un faux charme abuse ma tendresse. "")",,1.0,Insertion
178,"('#jupiter', 'Quoi vous doutez ? ')",,1.0,Insertion
179,"('#alcmeon', 'Voyez quel était votre erreur. ')",,1.0,Insertion
180,"('#jupiter', ""Junon descend en terre ; évitons sa fureur.  Nuages descendez, et qu'une épaisse nue  La dérobe à sa rage et nous cache à sa vue. Une nue descend, qui ayant enveloppé Jupiter et Sémélé, remonte dans le Ciel. "")",,1.0,Insertion
181,"('#alcmeon', ""Dissipez ce nuage, il est temps d'éclater,  Tombez foudres, tombez sur un faux Jupiter.  Grand Dieu venge ton nom usurpé par un traître.  Mais quel est ce prodige, et que vois-je paraître ?  C'est Junon elle-même avec la foudre en main.  Pourquoi cet équipage, et quel est son dessein ?  De ce faux Jupiter qui m'ôte ce que j'aime,  Me vient-elle venger, ou se venger soi-même ?  Bergers qui la voyez descendre dans ce bois,  Pour hâtez son secours, prêtez-moi votre voix.  Reine des vents Maîtresse des tempêtes  Épargnez nos champs et nos têtes,  Et sur ce ravisseur tournez ce grand courroux,  À ce triste mortel il ravit ce qu'il aime :  Vous voyez sa douleur, vous savez par vous-même,  Tout ce que souffre un coeur amoureux et jaloux.  Chanson. "")",,1.0,Insertion
182,"('#junon', ""Tu me vois Alcméon au milieu des nuages  Par un soin inutile exciter des orages,  Et pour des vains efforts prêter à mon courroux,  Ces traits que j'ai surpris à mon perfide époux.  Jupiter à mes yeux dérobe son amante ;  Son amour tout puissant, rend ma haine impuissante.  Vents, tempêtes, éclairs, enfants de ma fureur,  Qui ne semez ici qu'une vaine terreur,  Évanouissez-vous : l'artifice et l'adresse  Vengeront mieux que vous ma gloire et ma faiblesse. Toi Prince d'Argos approche et n'appréhende rien,  Nos malheurs sont communs et ton sort est le mien :  Une ingrate Princesse à ta flamme infidèle,  Triomphe d'un mortel, et brave une immortelle,  Et sa fière beauté par un malheur fatal  Rend Jupiter perfide, et le fait ton rival.  Junon étant descendue. "")","('#venus', ""Si tu ne sais vaincre les belles,  Qu'en faisant débauche avec elles,  Infâme, va régner dans les treize Cantons,  Ou sur les bas Bretons. "")",0.42,Substitution
183,"('#alcmeon', ""Jupiter mon rival ? Que dites-vous Déesse ?  Le rival dont j'osais mépriser la faiblesse,  Lui qui comme un berger se montrait à mes yeux,  Ce rival est un Dieu le plus puissant des Dieux ?  J'espérais éclaircir cette étrange aventure,  Pour convaincre un rival d'une lâche imposture,  C'était là tout l'espoir dont j'osais me flatter,  Et dans cet imposteur je trouve Jupiter ?  Vous deviez prévenir ces mortelles alarmes :  Avec tant de puissance, avec tant de charmes,  Déesse ignorez-vous l'art de vous faire aimer ?  Et que vous manque-t-il pour plaire et pour charmer ? "")",,1.0,Insertion
184,"('#junon', ""Mais Prince le moyen que ma beauté l'arrête  Ce Dieu qui va toujours de conquête en con quête.  Rien ne saurait borner ses glorieux soupirs,  Quel objet peut borner de si vastes désirs.  Pour consoler ma gloire et toute ma tendresse,  Tâchons adroitement de perdre sa Maîtresse ;  Sue sa fière beauté par de secrets moyens  Je m'apprête à venger tes feux comme les miens.  Jusqu'ici j'ai voulu par une guerre ouverte,  Par de honteux éclats, entreprendre sa perte ;  Mais le grand Jupiter est plus puissant que moi.  Pour la perdre en secret... D'où te vient cet effroi ?  Tremble-tu des périls d'une ingrate Princesse ? "")","('#cupidon', ""Vive, vive Paris, pour les amours bachiques :  Mon frère s'y fat des pratiques,  Mais, ma foi, depuis peu  Le petit fat n'a pas beau jeu.  Les coeurs y sont si durs, que ses petites flèches,  N'y sauraient faire brèches  L'acier en est trop fin.  Pour moi, quand j'ai trempé celle-ci dans le vin,  Je suis très sûr de ma conquête. "")",0.32,Substitution
185,"('#alcmeon', ""Toute ingrate qu'elle est excusez ma faiblesse :  J'ai pour sa trahison une secrète horreur,  Et l'amour toutefois règne encor dans mon coeur. "")","('#venus', ""C'est une trahison que d'attaquer la tête,  Lorsqu'on veut affaiblir le coeur"")",1.19,Substitution
186,"('#junon', ""J'ai donc tort de venir avec tant d'imprudence,  Te fier le secret d'une juste vengeance.  Gardant pour ma rivale un sentiment si doux,  Ta faiblesse contre elle augmente mon courroux. "")",,1.0,Insertion
187,"('#alcmeon', ""Regardez ma Princesse avec moins de colère :  Qu'a-t-elle fait enfin qui puisse vous déplaire ?  Aux tendresses d'un Dieu peut-elle résister.  Que suis-je, hélas que suis-je auprès de Jupiter ? "")",,1.0,Insertion
188,"('#junon', 'Sous ces belles couleurs couvre ton infamie,  Pour mériter ma haine aime mon ennemie. ')",,1.0,Insertion
189,"('#alcmeon', ""Hé bien sauvez mon coeur de cette lâcheté :  Je voudrais bien haïr cette ingrate beauté ;  Mais puisque sur mes sens elle est trop souveraine,  Pour venger mon amour, prêtez-moi votre haine ;  Si je ne sais qu'aimer, haïssez-la pour moi. "")","('#cupidon', ""J'ai fait ces trahisons à des femmes d'honneur,  Qui ne m'ont point puni de les avoir trahies. "")",0.59,Substitution
190,"('#junon', ""Tu seras satisfait et c'est là mon emploi.  Je sais l'art de haïr sans remords et sans haine.  Si l'amour à ses Dieux je le suis pour la haine.  Pour faire agir la mienne avec plus de bonheur,  Et mettre en sûreté mon nom et mon honneur,  Sous des traits déguisés abusant ta Princesse...  Mais je t'en dirais trop et je crains ta faiblesse :  Je t'instruirai de tout avant la fin du jour.  Adieu je vais venger ma gloire et ton amour."")",,1.0,Insertion
191,"('#jupiter', ""Vous n'avez rien à craindre ici belle Princesse.  Toi, tâche d'observer la jalouse Déesse :  Surtout cache-lui bien cet asile secret.  À Momus. "")",,1.0,Insertion
192,"('#momus', ""J'obéirai fort mal s'il faut être discret. "")",,1.0,Insertion
193,"('#jupiter', ""Hé bien ces grands essais d'amour et de puissance  Vous laissent-ils encor dans quelque défiance ?  Doutez-vous de mon nom ? Ce merveilleux séjour,  Et ces lieux enchantés qu'a produit mon amour,  Sont-ils de ma grandeur un faible témoignage ?  Vous voyez au milieu d'une forêt sauvage,  Naître par un miracle aussi rare que beau,  D'un amas de beautés le spectacle nouveau.  Ces lieux quand vous voudrez vous offrent un asile,  Pour vous comme l'accès l'issue en est facile.  Ici loin de Junon, et loin de votre Cour,  Et sans autres témoins que les yeux de l'Amour,  Nous goûterons tous deux tout ce que dans les âmes  Répandent de douceurs les plus heureuses flammes,  Tout ce que font sentir de joie et de plaisirs,  Le commerce amoureux des yeux et des soupirs,  Les combats d'amitié, de soins, de déférences,  Les flatteurs entretiens, les tendres confidences,  Ces beaux emportements de l'esprit et du coeur,  Ces charmes composés de flamme, et de langueur,  Les doux égarements, les aimables faiblesses,  Les extases d'amour, les transports, les tendresses,  Tout ce qui peut enfin nous flatter tour à tour,  Quand on se donne tout au pouvoir de l'Amour. "")",,1.0,Insertion
194,"('#semele', ""Ah ! Que de ces discours la divine éloquence,  Du Dieu dont je doutais me fait voir la présence !  Vous êtes Jupiter, mon doute est éclairci,  Et les Dieux seulement peuvent parler ainsi.  Autrefois d'un mortel j'ai ressenti la flamme ;  Mais ce n'est pas ainsi qu'il régnait dans mon âme :  Je sens bien d'autres feux, et des traits plus puissants,  Un coup d'oeil vous rend maître, et des coeurs et des sens,  Et cette liberté notre unique avantage,  De vos divines mains le présent et l'ouvrage,  Pour entrer dans vos fers trouve un penchant si doux,  Qu'on voit bien que nos coeurs s'entendent avec vous. "")",,1.0,Insertion
195,"('#jupiter', ""Si ma divinité vous paraît si présente,  Je dois vous en donner une marque éclatante.  Je veux que dans ces lieux le comble des plaisirs,  Par un charme éternel remplisse vos désirs ;  Le ciel respectera ce précieux asile ;  Vous y respirerai un air pur et tranquille,  Que rien ne troublera que vos tendres soupirs,  Et le souffle amoureux des aimables Zéphyrs ;  Ici chaque saison vous donnera des roses,  Les plus charmantes fleurs, et les plus belles choses,  Et pour n'y rendre pas nos plaisirs limités  Chaque jour produira de nouvelles beautés ;  La Mère des Plaisirs vous y suivra sans cesse,  Cette source d'appas, la brillante Jeunesse,  Répandra sur vos jours un éternel printemps,  Et les affranchira de la fureur des ans ;  Mille Ris, mille Jeux, et leur charmante Mère,  N'y prendront d'autre soin que celui de vous plaire ;  Vous y verrez toujours les plus jeunes Amours,  Et tout ce qu'avec eux amènent les beaux jours ;  C'est ici que nos coeurs aimeront sans contrainte,  Jouiront sans dégoût, posséderont sans crainte,  Et ce qui plus que tout doit flatter vos désirs,  C'est un Dieu tout-puissant qui promet ces plaisirs. "")",,1.0,Insertion
196,"('#semele', ""Que de biens à la fois ! Mais hélas ! Leur durée.  N'en sera-t-elle point courte et mal assurée ?  Ces plaisirs qui seront les fruits de votre amour,  Suivront-ils le destin de qui les met au jour ?  L'amour n'est pas pour vous un tribut nécessaire,  Vous êtes de ses lois esclave volontaire,  Un Dieu n'aime qu'autant qu'il se laisse enflammer,  Et qui peut n'aimer pas, cesse bientôt d'aimer.  Pardonnez-moi de grâce un peu de défiance ;  Tant de biens pour jamais ont si peu d'apparence,  Que j'ai trop de sujet de craindre un changement. "")",,1.0,Insertion
197,"('#jupiter', ""Que vous connaissez mal le coeur de votre amant !  Son ardeur pour s'éteindre est trop grande et trop belle ;  Dans un coeur immortel l'amour est immortelle,  Et ce feu dont vos yeux sont la source et l'appui,  Doit s'il enflamme un Dieu durer autant que lui. Souffrez pour un moment qu'en ces lieux je vous laisse ;  Mon destin me l'ordonne et mon devoir me presse ;  Mais songez quand je rends mes soins à l'univers,  Qu'un Empire si beau me plaît moins que vos fers. "")",,1.0,Insertion
198,"('#semele', 'Faites votre devoir, grand Dieu vous devez croire  Que je vous aime trop pour trahir votre gloire.  Mais du plus haut des cieux dans ce divin emploi  Laissez tomber au moins quelque regard sur moi. ')",,1.0,Insertion
199,"('#jupiter', ""Je dois à l'univers les soins de ma sagesse,  Et ceux de mon amour sont tous à ma Princesse.  Mais avant que quitter ce jardin enchanté  Je vais voir si Momus pour votre sûreté  Veille sur la déesse, et le prier encore  D'éloigner ses regards de celle que j'adore.  Ah ! Que je veux de mal Princesse à ma grandeur !  Hélas si j'en croyais et mes yeux et mon coeur,  Je laisserais le Ciel sans maître et sans conduite :  Ma gloire ne se peut sauver que par la fuite.  Vous cependant, Vénus, plaisirs jeunesse amour  Venez prendre ma place attendant mon retour. "")","('#venus', 'Taisez-vous, je ne puis entendre vos folies.  Retirez-vous, voici un laquais de Plutus. Que me veut-il ?  Cupidon se retire.')",0.39,Substitution
200,"('#venus', 'Princesse on ne voit rien de charmant et de doux,  Qui ne se rendent auprès de vous :  Rien ne peut égaler votre bonheur extrême ;  Un Dieu prend soin de vos plaisirs,  Que ne fera-t-il point pour remplir vos désirs ?  Il peut tout et vous aime. ')","('#le-laquais', ""C'est de la part du dieu des richesses, qui voudrait bien vous rendre visite, pendant que votre mari n'y est pas."")",0.43,Substitution
201,"('#semele', ""Que de beautés ensemble et de rares merveilles  Enchantent à la fois mes yeux et mes oreilles !  C'est la mère d'amour qui descend en ce lieu,  Et me vient consoler de l'absence d'un Dieu. "")",,1.0,Insertion
202,"('#venus', ""Digne sang de ma fille, et digne de la pomme,  Que je reçus jadis de la faveur d'un homme,  Je viens à tant d'appas joindre un nouveau secours :  Jupiter est volage et je crains pour ta gloire,  Pour t'assurer cette grande victoire,  Je viens à ta beauté prêter ces deux amours.  Ils ont ordre tous deux de t'obéir sans cesse :  L'un comme étant un Dieu de flamme et de tendresse,  Doit d'un amour constant embraser ton vainqueur ;  L'autre te doit armer d'un charme inévitable ;  L'un fait aimer, et l'autre rend aimable,  L'un ira dans tes yeux, et l'autre dans son coeur.  Les deux amours descendent auprès de Sémélé. "")",,1.0,Insertion
203,"('#semele', ""Ah ! Que de votre part tant d'heur et de puissance,  Prouve bien clairement l'honneur de ma naissance. "")",,1.0,Insertion
204,"('#venus', ""Mais ce n'est pas assez du glorieux secours  Que te promettent ces amours ;  Tu vas voir dans ces lieux la charmante déesse,  La mère des amours l'immortelle jeunesse,  Te suivre incessamment dans cet heureux séjour.  Elle vient, c'est assez d'elle je me retire ;  Je la laisse auprès de toi, ma fille et c'est tout dire,  Je laisse auprès de toi la jeunesse et l'amour. "")","('#venus', ""Dis-lui qu'il me fera beaucoup d'honneur. Allez, retirez-vous, je n'ai pas besoin d'amour ici. Aux amours."")",0.46,Substitution
205,"('#la-jeunesse', ""Par ce même pouvoir, que vient de faire naître  Tout ce que dans ces lieux Jupiter fait paraître,  Je viens ici Princesse exécuter ses lois.  C'est par son ordre exprès et par son propre choix,  Que ma main de ces fleurs a fait une Couronne,  C'est par son ordre aussi que ma main vous la donne.  Tout ce que sur ce teint le Ciel a mis de fleurs,  Et tout ce que j'y mets de brillantes couleurs,  Conservera toujours ces grâces naturelles  À l'ombre et sous l'abri de ces fleurs immortelles.  Le temps ce vieux tyran de toutes les beautés  N'eut jamais droit d'entrer dans ces lieux respectés,  Et s'il règne partout sur tout ce qui respire,  Il perdra près de vous ses droits et son Empire ;  Sans cesse malgré lui je veux suivre vos pas.  Vous venez rendre hommage à ses divins appas,  Plaisirs, venez ici mes compagnons fidèles,  Et faites votre Cour à la Reine des belles.  Les plaisirs descendent des quatre coins du Théâtre. Les Plaisirs avec la Jeunesse dansent une entrée de ballet devant Sémélé, et les deux amours se mêlent à leur danse. "")",,1.0,Insertion
206,"('#la-jeunesse', 'Voilà le faible essai de vos contentements ;  Vous aurez dans tous les moments  Ou de nouveaux plaisirs ou des beautés pareilles.  Commandez ; vous avez un plein pouvoir sur nous :  Mais attendez encor de plus grandes merveilles  De ces puissants amours, que je laisse avec vous.  La Jeunesse remonte au Ciel, suivie des Plaisirs. ')",,1.0,Insertion
207,"('#semele', ""Vous donc divins enfants, dont la seule puissance  Peut d'un bonheur sans borne affermir l'espérance,  Pour élever ma gloire au comble de mes voeux,  Rendez un Dieu constant, comme il est amoureux,  Mais quel nouvel éclat vient augmenter ma joie ?  C'est Mercure, c'est lui que Jupiter m'envoie. "")","('#un-des-amours', ""Le maître des dieux  Lorsqu'il est amoureux  D'une simple mortelle,  Ne peut se faire aimer d'elle  Sans votre secours.  Mais pour gagner le coeur même d'une déesse,  Le dieu de la richesse  N'a pas besoin des amours.  Les amours s'en vont."")",0.76,Substitution
208,"('#junon', ""Oui je viens de sa part vous tirer d'une erreur,  Qui vous livre aux désirs d'un infâme imposteur.  Un amant qui se cache et qui n'ose paraître  Se nomme Jupiter et se vante de l'être ;  L'Enfer prête à sa flamme un merveilleux pouvoir,  Et tout ce qu'en ces lieux ces charmes vous font voir  N'est qu'une illusion d'images empruntées,  Et le pompeux amas de beautés enchantées "")","('#venus', ""Montrez-vous donc, Plutus ; car le dieu des richesses est un dieu inutile, tant qu'il reste enfermé sous la clef. Oh, vous êtes un peu plus aimable sous cette figure : mais si vous voulez me plaire vous vous rendrez encore plus palpable. On a bien de la peine à vous développer du métail ! Pour peu que vous fussiez galant, vous me feriez voir le fond du sac. Je serais contente de votre complaisance, si vous vouliez bien parler, et me faire part de cette douce éloquence que les sourds entendent, qui fait parler les muets, et soupirer les plus cruelles.  On ne peut rien de plus galant que cette manière de s'exprimer : mais je sais que vous êtes le premier homme du monde pour soutenir une conversation suivie...  Et qu'on ne se lasse jamais de vous entendre parler : et j'ai appris d'un historien moderne, que vous écrivez des billets plus doux, plus persuasifs, et plus touchants que ceux de Voiture.  Le coffre s'ouvre, et il en sort un sac d'argent. Plutus paraît à la place du sac. Plutus ouvre le sac. Plutus tousse, crache et se dispose comme s'il voulait parler, et tout cela se termine par une grosse bague qu'il tire de son doigt, et qu'il met au doigt de Vénus.  Plutus tire un collier, et le lui donne."")",0.1,Substitution
209,"('#semele', ""Est-ce vous que j'entends, Mercure ? Quoi Vénus  L'Aurore, et d'autres Dieux si grands et si connus,  Ont-ils autorisé cette lâche imposture ?  Contre leur témoignage en croirai-je Mercure ? "")","('#plutus', 'Hon, hon, hon...  Vous payerez au porteur...  Bon ! Il donne ce billet à Vénus.')",1.09,Substitution
210,"('#junon', ""Non non n'en croyez pas le fils de Jupiter,  De cette douce erreur vous devez vous flatter ;  Mettez dans votre esprit cette belle chimère ;  Dites, pour vous tromper que je trompe mon père :  Puisque Europe autrefois eut de quoi le charmer,  Vous êtes de son sang, il peut bien vous aimer ;  Ce n'est pas d'aujourd'hui qu'il aime des mortelles,  Et l'on peut vous compter au nombre des plus belles ;  Tout le Ciel a-t-il rien, qu'on vous peut comparer ?  Jupiter à Junon vous a dû préférer :  Elle est Reine du monde, elle est belle et déesse ;  Mais enfin elle est femme et vous êtes maîtresse :  Ce beau nom vous suffit et c'est assez pour vous  De vaincre une déesse aux yeux de son époux.  J'ai pitié d'un orgueil si faible et si crédule,  Et pour détruire enfin une erreur ridicule,  Qui du grand Jupiter mérite le courroux,  Fantômes décevants évanouissez-vous.  Hé bien m'en croirez-vous ?  Le jardin enchanté disparaît et le parc revient. "")","('#venus', ""Vingt mille francs !  À la fin vos libéralités pourraient bien alarmer ma vertu.  Que faudra-t-il donc que je fasse pour reconnaissance ? S'il ne faut que mon estime, elle vous est acquise.  Que vous êtes pressant, Plutus !  Je vois bien que vous prétendez à mon amitié.  Je la ferais acheter à un autre ; mais pour vous, je vous la donne. Ciel !  Seriez-vous assez téméraire, pour vouloir de l'amour. Vous feriez cet outrage à Vulcain ? Non, je jure par le Styx, que je ne ferai point d'infidélité à mon époux. Plutus lui fait signe qu'il faut qu'elle l'aime. Plutus fait signe qu'il ne se contente pas de cela.  Plutus fait signe qu'il veut autre chose. Plutus fait signe que oui. Plutus fait signe qu'il s'en moque."")",0.0,Match
211,,"('#plutus', 'Par le Styx ?')",1.0,Deletion
212,"('#semele', ""Ah surprise mortelle,  J'ai pris pour Jupiter un fourbe un infidèle."")","('#venus', 'Oui, par le Styx.')",1.82,Substitution
213,,"('#plutus', ""Par le Styx ? Il reprend sa bague, son collier, son billet, et rentre dans le coffre, qui se referme d'abord."")",1.0,Deletion
214,"('#junon', 'Voilà de votre orgueil la vaine illusion. ')",,1.0,Insertion
215,"('#semele', ""Vous me couvrez de honte et de confusion.  Quoi cet amour d'un Dieu, cette illustre aventure,  Quoi tout ce que j'ai vu n'était qu'une illusion ?  Voici ces mêmes lieux où ce perfide amant  Sema tous les appas d'un long enchantement,  Ou de grand amas de plaisirs et de gloire,  À peine en reste-t-il une ombre en ma mémoire ;  Abandonnez ces lieux infidèles amours,  Contre un faux Jupiter ridicule secours,  Allez qu'à d'autres soins votre pouvoir s'applique ;  Enfin d'une Vénus trompeuse et chimérique. "")","('#venus', ""Cette pomme mystérieuse,  Qui croit au pays des Normands,  Preuve que Vénus amoureuse,  A droit, aussi bien qu'eux, de rompre ses serments.  Plutus ?  Plutus ?  J'ai juré par le Styx, il est vrai, ce serment est inviolable pour les dieux : mais les déesses ont des privilèges, et moi surtout, à qui Pâris a donné la pomme, non pas pour ma beauté, comme disent les poètes ; mais seulement parce que je suis la déesse de l'amour.  M'entendez-vous, Plutus, Plutus, mon cher Plutus !"")",0.42,Substitution
216,"('#un-des-amours', ""Nous t'allons obéir, mais s'il faut te quitter  Princesse écoute au moins ce fidèle langage.  Cet envoyé de Jupiter  T'abuse par un faux message :  Ce feint ou vrai Mercure est lui-même un trompeur ;  Sache que ce n'est point un imposteur qui t'aime,  C'est Jupiter lui-même. Nul ne sait mieux que moi le secret de son coeur.  Les deux Amours s'envolent. "")","('#vulcain', ""Plutus, Plutus, mon cher Plutus !  Il n'y a point de Plutus pour vous : c'est moi qui ai pris sa figure pour vous éprouver, coquette fieffée.  Oh, je jure par le Styx, moi, qui n'ai pas le privilège de me dédire... "")",0.18,Substitution
217,"('#semele', ""Quelle est cette étonnante et bizarre aventure ?  Et qui croirai-je enfin d'amour ou de Mercure ? "")","('#venus', ""N'achevez pas, mon cher mari.  Voudriez-vous me punir sans m'entendre ? "")",1.21,Substitution
218,"('#junon', 'Princesse en doutez-vous ! ')",,1.0,Insertion
219,"('#semele', ""Puis-je n'en pas douter ? "")",,1.0,Insertion
220,"('#junon', ""L'en croyez-vous sitôt qu'il se vante de l'être ?  Ces yeux à qui l'amour doit le nom de vainqueur  N'ont garde de douter d'un si charmant honneur ;  Vous pourriez toutefois, sachant ce que vous êtes  Prendre d'autres garants pour de telles conquêtes.  Mais n'en croyez ici Mercure ni l'amour,  Et dans ces lieux suspects craignez quelque faux jour.  Que ce Dieu supposé si grand en apparence  Vous fasse un digne essai de sa toute puissance ;  Qu'il descende du Ciel avec la foudre en main,  Avec tout l'appareil du pouvoir souverain,  Et tel qu'il est enfin quand pour plaire à sa femme,  Il s'offre tout brillant de lumière et de flamme.  C'est comme cet amant se doit montrer à vous."")","('#vulcain', ""Je ne vous ai que trop entendue, de par tous les diables, et il n'a tenu qu'à moi de voir... "")",1.32,Substitution
221,"('#semele', ""Oui sans doute il me doit un spectacle si doux :  C'est ainsi qu'à mes yeux cet amant doit paraître ;  S'il n'est pas Jupiter, il est digne de l'être.  Grâce à votre avis, j'ai trouvé le moyen  D'éclaircir pleinement son dessein et le mien ;  Mais c'est trop s'amuser, cette longue retraite  Peut trouver dans la Cour un mauvais interprète.  Cependant allez dire à votre Jupiter,  Que si de son amour mon coeur s'ose flatter  Je ne puis consentir à perdre tant de gloire ;  Votre nom vos discours m'obligent de vous croire ;  Mais il faut que l'essai, dont vous êtes l'auteur  Me montre clairement que j'aime un imposteur. "")","('#venus', 'Il est vrai que les apparences sont contre moi : mais... ')",1.18,Substitution
222,"('#junon', ""Va ce fatal essai te coûtera la vie ;  Tu mourras ma rivale et ma rage assouvie...  Mais j'aperçois Momus. "")","('#vulcain', ""Tu as beau faire, tes discours ne m'ôteront pas de la tête ce que ta mauvaise conduite y a mis. "")",1.4,Substitution
