dancourt-comedie-comediens,regnard-divorce,Score
"('#jupiter', 'Hé bien, Mercure et lui se sont jetés dans la robe.')",-,0.0
"('#momus', ""Il ne sera pas donc difficile d'avoir de leurs nouvelles ?"")",-,0.0
"('#jupiter', ""Si fait, vraiment ; Mercure a rendu à une jolie femme d'un vieux Conseiller une lettre d'un jeune Chevalier d'au-delà de la Garonne, et l'Amour a blessé une vieille Présidente pour le fils du Secrétaire de son mari : ils ont mené ces affaires un peu trop vivement, cela a fait du bruit, Thémis a pris parti, on les a décrétés."")",-,0.0
"('#momus', 'On aura peine à les trouver.')",-,0.0
"('#jupiter', ""Il faut que tu m'aides à cela."")",-,0.0
"('#momus', ""De tout mon coeur ; il serait fâcheux que pour des bagatelles, Madame Thémis qui soutient ses membres avec chaleur, envoyât Mercure et l'Amour aux Galères."")",-,0.0
"('#jupiter', 'On solliciterait pour eux ; et en tous cas, les Nymphes de Thémis sont trop de leurs amies pour les laisser manquer de protection.')",-,0.0
"('#momus', 'Cette réflexion me tranquillise ; mais où croyez-vous les pouvoir trouver ?')",-,0.0
"('#jupiter', ""Chez quelque petite Bourgeoise, dans l'arrière-boutique d'un Artisan ; car chez les gens de qualité…"")",-,0.0
"('#momus', 'Se sont-ils fait aussi des affaires avec eux ?')",-,0.0
"('#jupiter', ""Non, mais les grands font-ils le moindre accueil à ceux qu'ils savent disgraciés ?  Mercure et l'amour sont brouillés avec moi, tout accès leur est fermé dans les Palais."")",-,0.0
"('#momus', ""Tant mieux ; car quand l'Amour entre dans ces endroits-là, il s'y déguise sous tant de formes, que nous serions bien embarrassés de le reconnaître, il est bon de n'avoir point à l'aller chercher là."")",-,0.0
"('#jupiter', ""Retrouvons-le, c'est la grande affaire."")",-,0.0
"('#le-docteur', 'Ô Amour, ô Amour, que tu me fais souffrir !')",-,0.0
"('#momus', ""Voici quelqu'un qui parle de lui, et qui pourrait bien nous en dire des nouvelles."")",-,0.0
"('#jupiter', ""Qu'est-ce que c'est que ces hommes-ci."")",-,0.0
"('#momus', ""Il a l'air de quelqu'un de ces anciens Philosophes, qui, malgré leur sagesse, sont tous propres à donner retraite à un Amour persécuté."")",-,0.0
"('#le-docteur', ""On me croit un fort habile homme ; mais l'amour que j'ai pour Philine me fait bien sentir que je ne suis qu'un sot."")",-,0.0
"('#momus', ""Pensez-vous, Seigneur Jupiter, qu'en pensant ainsi de lui-même, il soit aussi sot qu'il se l'imagine ?"")",-,0.0
"('#jupiter', ""Non, car il a de la disposition à cesser de l'être."")",-,0.0
"('#le-docteur', ""Je me suis attaché toute ma vie à étudier la nature, et je n'ai jamais pu la dompter."")",-,0.0
"('#momus', 'Voilà un Philosophe qui se connaît.')",-,0.0
"('#le-docteur', ""Je suis convaincu que pour la bienséance, et pour la santé même, il faut être sobre ; et je ne puis me corriger d'être ivrogne et gourmand."")",-,0.0
"('#momus', 'Le beau naturel !')",-,0.0
"('#jupiter', 'Ce mortel-là a de bonnes parties.')",-,0.0
"('#le-docteur', ""Je suis né sans biens, et j'ai affecté de les mépriser (faute d'espoir d'en acquérir) ; la fortune me rit ; je deviens avare, et usurier même."")",-,0.0
"('#momus', 'Ce compagnon-là tient bien ses comptes, Seigneur Jupiter !')",-,0.0
"('#jupiter', ""Il compte fort bien : mais il n'en devient pas meilleur.  Holà, ho l'ami ?"")",-,0.0
"('#momus', ""Un petit mot, s'il vous plaît, bonhomme ?"")",-,0.0
"('#le-docteur', ""L'ami !  Bonhomme !  Hé qui êtes-vous donc, s'il vous plaît, vous autres qui parlez si familièrement à un homme comme moi ?"")",-,0.0
"('#jupiter', 'Nous sommes gens sans façons, comme vous voyez.')",-,0.0
"('#momus', 'Avec qui il ne faut point de cérémonie.')",-,0.0
"('#le-docteur', 'Je le crois bien ; je ne suis pas de difficile accès, non plus que vous.')",-,0.0
"('#jupiter', 'Vous ne vous repentirez peut-être pas de nous avoir trouvés dans votre chemin.')",-,0.0
"('#le-docteur', ""Ce n'est donc pas à la bourse à qui vous en voulez ?"")",-,0.0
"('#momus', ""À la bourse !  Oh pour cela non.  Loin de prendre le bien de personne, nous ne cherchons que l'occasion d'en donner."")",-,0.0
"('#le-docteur', ""Vous n'êtes donc pas d'ici ?  Je le vois bien."")",-,0.0
"('#jupiter', 'Non, nous sommes fort Étrangers au contraire.')",-,0.0
"('#le-docteur', ""J'ai compris cela à vos discours.  Comme Étrangers vous cherchez quelque bonne auberge, quelque connaissance qui vous donne accès dans les bonnes maisons, et vous facilite les moyens de voir agréablement les curiosités du pays ?"")",-,0.0
"('#momus', 'Nous ne voyageons pas pour notre plaisir.')",-,0.0
"('#le-docteur', 'Vous avez des procès peut-être ?  Écoutez, la Justice est lente, et vous aurez tout le temps de vous ennuyer.')",-,0.0
"('#jupiter', 'Nous ne sommes pas plaideurs, nous.')",-,0.0
"('#le-docteur', ""Je suis au fait, vous êtes Marchands ?  M'y voilà.  Le négoce est votre occupation favorite ?  Le désordre y règne à présent ; les banqueroutes sont plus à la mode que la probité ; la bonne foi s'est retirée du commerce, et l'on ne sait où elle est allée, il n'y a pas moyen de la retrouver."")",-,0.0
"('#momus', ""Hé bien ?  Ce n'est point que nous cherchons, Monsieur le Docteur."")",-,0.0
-,"('#arlequin', ""Hé !  Que diable, messieurs, ne sauriez-vous mieux prendre votre temps pour être malades ?  Cela est de la dernière impertinence, de se trouver mal quand il faut gagner de l'argent.  Que voulez-vous que je fasse de tout ce monde-là ?  Messieurs, ce que je vais vous dire vous déplaira peut-être ; mais, en vérité, j'en suis plus fâché que vous, et personne n'y perd tant que moi. Nous ne pouvons pas jouer la comédie aujourd'hui ; voilà notre portier qui vient de se trouver mal, et Pantalon, qui devait faire un rôle de Patrocle, est indisposé.  On va vous rendre votre argent à la porte.  Vous voyez, messieurs, que nous ne suivons pas les mauvais exemples, et que nous rendons l'argent, quoique la comédie soit commencée. Aux auditeurs."")",0.0
-,"('#mercure', ""Terminez vos regrets, que votre douleur cesse ;  Dans votre sort Jupiter s'intéresse,  Et vient pour empêcher que tu rendes l'argent."")",0.0
-,"('#mercure', ""Je le vois qui descend. Qu'un changement favorable Nous arrête dans ces lieux, Pour voir un spectacle aimable ; C'est l'ordre irrévocable Du souverain des dieux. Jupiter descend, monté sur un dindon."")",0.0
-,"('#jupiter', 'Arlequin.')",0.0
-,"('#arlequin', 'Jupiter.')",0.0
-,"('#jupiter', ""Je descends exprès des cieux pour voir une répétition de la pièce nouvelle qu'il y a si longtemps que tu promets.  On dit que l'on y sépare un mari d'avec sa femme ; et comme Junon est une carogne qui me fait enrager, je pourrai bien en faire venir la mode là-haut."")",0.0
-,"('#arlequin', 'Mais, Monsieur Jupiter, quelle apparence ?  Nous ne la savons pas encore : il va venir un débordement de sifflets de tous les diables.')",0.0
-,"('#jupiter', ""Ne te mets pas en peine ; j'ai fait provision de quantité de foudres de poche ; et le premier siffleur qui branlera, par la mort !  Je lui brûlerai la moustache."")",0.0
-,"('#arlequin', 'Oh !  Tout doucement, Monsieur Jupiter ; ne choquons point le parterre, s\'il vous plaît ; nous en avons besoin : cela ne se gouverne pas comme votre tête.  Messieurs, puisque Jupiter l\'ordonne, et que d\'ailleurs... l\'occasion... de la faveur... votre bonté... votre argent... qu\'on a de la peine à rendre ; ... vous voyez bien, messieurs, que nous vous allons donner ""Le Divorce"". Au parterre.')",0.0
-,"('#jupiter', 'Je vais me placer aux troisièmes loges pour mieux voir.')",0.0
-,"('#arlequin', 'Ah !  Monsieur Jupiter, un gentilhomme comme vous aux troisièmes loges ?')",0.0
-,"('#jupiter', ""Je me suis amusé, en venant, à jouer à la boule aux petits-carreaux, contre quatre procureurs qui ne m'ont laissé que trente sous."")",0.0
-,"('#arlequin', ""Où diable vous êtes-vous fourré là ?  Ces messieurs-là savent aussi bien rouler le bois que ruiner une famille.  Monsieur Jupiter, si vous vouliez me laisser votre monture, je la ferais mettre à la daube : aussi bien les dieux de l'opéra, qui sont bien montés quand ils viennent, s'en retournent toujours à pied. Jupiter remonte en l'air, et Arlequin le rappelle."")",0.0
-,"('#mercure', 'Ô déplorable coup du sort ! Ô malheur !')",0.0
-,"('#arlequin', 'Je frémis ; parle.')",0.0
-,"('#mercure', 'Patrocle est mort.')",0.0
-,"('#aurelio', 'Cosi è, Mezzetino.')",0.0
-,"('#mezzetin', ""Je le sais bien ; j'étais la chambre de madme votre soeur quand son mari, monsieur Sotinet, mon maître et votre beau-frère, la surprit comme elle vous écrivait la dernière lettre que vous avec reçue d'elle, où elle vous mande de venir au plus tôt à Paris, afiun de prendre des mesures avec vous pour se mettre à couvert du chagrin que son vieux mari lui fait tous les jours."")",0.0
-,"('#aurelio', ""T'assicurio, Mezzetino, ch'il matrimonio di mia sorella con Sotinetto non è stato mai mio gusto ; e se ne fossi stato creduto, egli non si sarreba mai conchiuso.  Ma che ?  Al fato non vi è rimedio."")",0.0
-,"('#mezzetin', ""Cela est vrai, ce qui est fait est fait. Mais quand on ne peut pas changer sa condition, et qu'elle est mauvaise, il faut tâcher de l'adoucir autant qu'il est possible."")",0.0
-,"('#aurelio', ""Benissimo. Ma per addolcir la stato de mia sorella, io non veda altro mezzo, ch'une bonissima separazione."")",0.0
-,"('#mezzetin', ""D'accord ; et c'est à quoi il faudrait songer, si vous aviez de ce qui se touche. Mais malheureusement mais vous êtes gueux comme un rat, et il y a longtemps que votre noblesse serait tombée par terre, si la roture ne l'avait soutenue.  Mais laissez-moi faire : si votre soeur consent à la séparation, je m'engage, moi, de faire toruver tout l'argent qu'il faudra pour l'obtenir ; et si , je veux que ce soit mon maître qui le fournisse."")",0.0
-,"('#aurelio', 'Sotinetto ?')",0.0
-,"('#mezzetin', ""Oui, Sotinet. J'ai une dent contre lui, pour certains coups de bâton qu'il me donna une fois, à cause qu'il me surprit à la cave avec la servante du logis."")",0.0
-,"('#aurelio', 'E che cosa facevi in cantina con la serva ?')",0.0
-,"('#mezzetin', 'Je lui aidais à mettre un muid de vin en perce.')",0.0
-,"('#aurelio', 'Orsù, vado a trovar mia sorella ; farò il possibile per resolverla a separarsi da suo marito. Tu pensa in tanto a quelle vieni di promettermi. Addio.')",0.0
-,"('#mezzetin', ""Serviteur, monsieur. Ah ! Que je pense de jolis tours pour délivrer ma maîtresse des mains de son vieux mari ! Mais la difficulté est de trouver des gens qui les éxecutent. Si mon cher ami Arlequin était encore au monde, c'est là justement l'homme qu'il ma faudrait ; mais le pauvre garçon s'est avisé de se faire pendre, et ..."")",0.0
-,"('#arlequin', ""Oui, Messieurs, étranger, étranger, arrivé tout-à-l'heure dans cette ville !  Le diable emporte toute la race badaudique !  Je n'ai jamais vu de gens plus curieux, ni plus insolents ; ils crient après moi, il a chié au lit, il a chié au lit, comme si j'étais un masque.  Mais...  Vers la cantonnade : Il aperçoit Mezzetin."")",0.0
-,"('#mezzetin', 'Je crois...')",0.0
-,"('#arlequin', 'Il me semble...')",0.0
-,"('#mezzetin', ""Que j'ai vu cet homme-là pendu quelque part."")",0.0
-,"('#arlequin', ""D'avoir vu cette tête-là sur un autre corps."")",0.0
-,"('#mezzetin', 'Arl...')",0.0
-,"('#arlequin', 'Mez...')",0.0
-,"('#mezzetin', 'Arlequin.')",0.0
-,"('#arlequin', ""Mezzetin. Ah !  Parente !  Parente ! Ensemble. Ils s'approchent. Mezzetin, levant les bras pour embrasser Arlequin, laisse tomber son manteau ; Arlequin, qui fait semblant d'embrasser Mezzetin, passe sous son bras, ramasse le manteau, et s'en va."")",0.0
-,"('#mezzetin', ""Mais ce manteau-là m'appartient."")",0.0
-,"('#arlequin', ""Je l'ai trouvé à terre."")",0.0
-,"('#mezzetin', ""En vérité, je suis ravi de te voir.  Je parlais tout-à-l'heure de toi.  Tu arrives fort à propos pour rendre service à Monsieur Aurélio, dans une affaire de conséquence."")",0.0
-,"('#arlequin', ""Qui ? Monsieur Aurélio, mon ancien maître ?  Celui qui a tant de noblesse, et qui n'a jamais le sou ? "")",0.0
-,"('#mezzetin', 'Lui-même : il est aussi gueux à présent comme il était du temps que tu le servais.')",0.0
-,"('#arlequin', ""Tant pis ; car je ne suis pas aussi sot que je l'ai été, moi ; et je ne m'emploierai jamais pour qui que ce soit, qu'auparavant je ne sois assuré de la récompense."")",0.0
-,"('#mezzetin', ""Va, va, le seigneur Aurélio est honnête homme. Sers-le bien, et ne te mets point en peine ; tes gages te seront bien payés ; et si l'affaire que j'ai en tête réussit, je te réponds d'une bonne récompense.  Mais tire-moi d'un doute : il a couru un bruit que tu avais été pendu, et je te croyais déjà bien sec."")",0.0
-,"('#arlequin', ""Eh !  Point du tout ; je me porte le mieux du monde : il est vrai que j'ai eu quelque petite indisposition, et que j'ai été sur le point de mourir de la courte haleine ; mais je m'en suis bien guéri."")",0.0
-,"('#mezzetin', 'Conte-moi donc ta maladie.')",0.0
-,"('#arlequin', ""Oui-dà.  Tu sais bien que j'ai toujours aimé les grandes choses : dès le temps même que nous avions l'honneur de servir ensemble le roi sur ses galères..."")",0.0
-,"('#mezzetin', ""Ne parlons point de cela ; je sais que tu as toujours été homme d'esprit."")",0.0
-,"('#arlequin', ""Je n'eus pas plus tôt quitté la rame, que je me jetai malheureusement dans les médailles."")",0.0
-,"('#mezzetin', 'Comment, dans les médailles ?  Dans les antiques ?')",0.0
-,"('#arlequin', ""Non, dans les médailles ; c'est-à-dire que quand je n'avais rien à faire, pour me désennuyer, je m'amusais à mettre le portrait du roi sur des pièces de cuivre, que je couvrais d'argent, et que je donnais à mes amis pour du pain, du vin, de la viande, et autres choses nécessaires : mais comme il y a toujours des envieux dans le monde (voyez, je vous prie, comme on empoisonne les plus belles actions de la vie !), on fut dire à la justice que je me mêlais de faire de la fausse-monnaie."")",0.0
-,"('#mezzetin', 'Quelle apparence ?')",0.0
-,"('#arlequin', ""D'abord la justice m'envoya prier de lui aller parler."")",0.0
-,"('#mezzetin', 'Qui envoya-t-elle ?  Des pages ?')",0.0
-,"('#arlequin', ""Nenni, diable !  C'étaient tous gens de distinction et qualifiés.  Ils avaient des épées, des plumets bleus, des mousquetons."")",0.0
-,"('#mezzetin', 'Je vous entends ; poursuivez.')",0.0
-,"('#arlequin', ""Ces messieurs montèrent donc dans ma chambre, et, le plus honnêtement du monde, me prièrent, de la part de la justice, de lui aller parler tout-à-l'heure ; qu'il y avait un carrosse à la porte, qui m'attendait."")",0.0
-,"('#mezzetin', 'Et vous ?')",0.0
-,"('#arlequin', ""Et moi, j'eus beau dire que j'avais affaire, que je ne pouvais pas sortir, que j'irais une autre fois, il me fut impossible de résister aux honnêtetés et aux empressements de ces messieurs-là."")",0.0
-,"('#mezzetin', 'Aux honnêtetés des pousse-culs.')",0.0
-,"('#arlequin', 'Oh, pour cela, rien n\'est plus vrai ; je n\'ai jamais vu de gens plus honnêtes.  L\'un m\'avait pris par un bras, aussi m\'avait fait l\'autre, en me disant le plus obligeamment du monde : ""Oh ! Puisque nous avons été assez heureux que de vous trouver, vous ne nous échapperez pas, et nous aurons le plaisir de vous emmener avec nous"" ; et à force de civilités, ils m\'entraînèrent dans leur carrosse, et me conduisirent à la justice.  D\'abord que je fus arrivé, on me présenta à cinq ou six visages vénérables, qui étaient assis sur des fleurs-de-lis.')",0.0
-,"('#mezzetin', 'Fort bien !  Et ces messieurs ne vous prièrent-ils point de vous asseoir ?')",0.0
-,"('#arlequin', ""Assurément.  Celui qui était au milieu d'eux me dit : n'est-ce point vous, monsieur, qui vous mêlez de médailles ? À quoi je répondis fort modestement : oui, monsieur, pour vous rendre mes très humbles services.  Vous êtes un honnête homme, ajouta-t-il ; tout-à-l'heure nous allons parler à vous ; asseyez-vous toujours en attendant."")",0.0
-,"('#mezzetin', ""Et où t'asseoir ?  Dans un fauteuil ?"")",0.0
-,"('#arlequin', ""Bon !  Sur une petite chaise de bois qu'on avait mise à côté de moi.  Ces messieurs donc, après s'être parlé à l'oreille, me demandèrent encore si véritablement c'était moi qui avais cet heureux talent ?  Je leur répliquai qu'oui, que je leur demandais excuse si je ne faisais pas aussi bien que je l'aurais souhaité ; mais que j'avais grande envie de travailler, et qu'avec le temps, j'espérais devenir plus habile."")",0.0
-,"('#mezzetin', 'Fort bien.  Et eux parurent fort contents de votre déclaration ?')",0.0
-,"('#arlequin', ""Vous l'avez dit.  Je remarquai que mon discours les avait réjouis ; mais cela n'empêcha pas qu'ils ne me condamnassent sur l'heure à être pendu et étranglé à la Croix Du Trahoir."")",0.0
-,"('#mezzetin', 'Quel malheur !')",0.0
-,"('#arlequin', ""Quand j'entendis qu'on m'allait pendre, je commençai à crier : mais, messieurs, vous n'y pensez pas.  Me pendre, moi !  Je ne suis qu'un jeune homme qui ne fais que d'entrer dans le monde ; et d'ailleurs, je n'ai pas l'âge compétent pour être pendu."")",0.0
-,"('#mezzetin', ""C'était une bonne raison celle-là. "")",0.0
-,"('#arlequin', ""Aussi y eurent-ils beaucoup d'égard ; et, pour faire les choses dans l'ordre, ils me firent expédier une dispense d'âge.  Me voilà donc dans la charrette.  Je ne disais mot ; mais j'enrageais comme tous les diables.  Nous arrivons enfin à la Croix Du Trahoir, au pied de cette fatale colonne qui devait être le non-plus-ultrà de ma vie, et qu'on appelle vulgairement la potence.  Comme j'étais fort fatigué du voyage, j'avais soif, je demandai à boire : on me proposa si je voulais de la bière.  Je dis que non, et que cela pourrait par la suite me donner la gravelle ; je priai seulement les archers de me laisser boire à la fontaine.  On se range en haie ; je m'approche de la fontaine ; je donne un coup d'oeil autour de moi, et zest, je m'élance la tête en avant dans le robinet de la fontaine. Les archers, surpris, courent à moi, et me tirent par les pieds ; et moi je m'enfonce toujours avec les mains, de manière que j'entrai tout entier dans le tuyau de la fontaine, et il ne resta aux archers que mes souliers pour les pendre.  Du robinet de la fontaine, je descendis dans la Seine ; de là, je fus à la nage jusqu'au Havre-de-Grace ; au Havre-de-Grace, je m'embarquai pour les Indes, d'où me voilà présentement de retour ; et voici mon histoire achevée."")",0.0
-,"('#mezzetin', ""Il ne me reste qu'une difficulté, qui est de savoir comment, gros comme tu es, tu as pu te fourrer dans le robinet de la fontaine."")",0.0
-,"('#arlequin', ""Va, va, mon ami, quand on est près d'être pendu, on est diablement mince."")",0.0
-,"('#mezzetin', ""Tu as, ma foi, raison.  Va m'attendre au Petit Trianon ; dans un moment je suis à toi, et je te ménerai chez Monsieur Aurélio.  Mais d'où vient que tu n'enfonces point tes pieds jusqu'au fond de tes bottes, et que tu marches sur la tige ?"")",0.0
-,"('#arlequin', ""Je le fais exprès pour épargner les semelles. Il s'en va."")",0.0
-,"('#mezzetin', ""Je tire bon augure de l'affaire de Monsieur Aurélio, et la fortune ne nous a pas renvoyé Arlequin pour rien.  Mon maître m'a ordonné tantôt de lui amener un barbier : il ne faut pas manquer cette occasion pour lui voler sa bourse ; elle servira à mettre nos affaires en train.  Allons trouver Arlequin."")",0.0
-,"('#sotinet', 'Entends-tu bien ce que je te dis ?')",0.0
-,"('#pierrot', ""Oui, monsieur ; vous me dites d'empêcher que madame n'entre dans la maison, et de lui fermer la porte au nez."")",0.0
-,"('#sotinet', ""Animal, c'est tout le contraire : je te dis de ne laisser entrer personne pour voir ma femme, et de fermer la porte au nez de tous ceux qui se présenteront."")",0.0
-,"('#pierrot', ""Eh bien !  Monsieur, n'est-ce pas ce que je dis ? Mais, à propos, vous êtes donc jaloux ?"")",0.0
-,"('#sotinet', 'Ce ne sont pas là tes affaires.')",0.0
-,"('#pierrot', ""Ah, ah, ah !  Cela est plaisant !  De quoi diable vous êtes-vous avisé de vous marier à l'âge que vous avez ?  Ne savez-vous pas bien qu'un vieux mari est comme ces arbres qui ne portent point de bons fruits, et qui ne servent que d'ombre ?"")",0.0
-,"('#sotinet', 'Impertinent, tes épaules te démangent bien.')",0.0
-,"('#pierrot', 'Il y a là-dedans un barbier.')",0.0
-,"('#sotinet', 'Fais-le entrer.')",0.0
-,"('#arlequin', ""On m'a dit, monsieur, que vous aviez besoin d'un homme de ma profession ; je viens vous offrir mes services."")",0.0
-,"('#sotinet', ""Ah !  Monsieur, je suis ravi de vous voir ; faites-moi, s'il vous plaît, la barbe, le plus promptement que vous pourrez."")",0.0
-,"('#arlequin', 'Ne vous mettez pas en peine, monsieur ; dans deux petites heures votre affaire sera faite.')",0.0
-,"('#sotinet', 'Comment, dans deux heures ! Je crois que vous vous moquez.')",0.0
-,"('#arlequin', ""Oh !  Que cela ne vous étonne pas : j'ai bien été trois mois entiers après une barbe, et tandis que je rasais d'un côté, le poil revenait de l'autre : mais présentement je suis plus habile ; vous allez voir. Il déploie ses outils, ôte son manteau, et le met au cou de Sotinet, au lieu de linge à barbe."")",0.0
-,"('#sotinet', ""Mais qu'est-ce donc que vous m'avez mis au cou ?"")",0.0
-,"('#arlequin', ""Ah !  Ma foi, je vous demande pardon : l'empressement de vous raser m'a fait prendre mon manteau pour votre linge à barbe.  Allons, toi, donne-moi le linge, vite. Mezzetin lui donne le linge."")",0.0
-,"('#sotinet', 'Qui est cet homme-là !')",0.0
-,"('#arlequin', ""C'est maître Jacques, celui qui accommode mes outils.  Venez, maître Jacques, repassez-moi ce rasoir pour faire la barbe à monsieur."")",0.0
-,"('#mezzetin', ""La bourse est de ce côté-ci ; ne la manque pas. Il s'en va."")",0.0
-,"('#sotinet', 'Voilà un plaisant homme !\n')",0.0
-,"('#arlequin', ""Allons, allons, monsieur, je n'ai point de temps à perdre.  Mettez-vous là. Il le pousse rudement dans un fauteuil, et lui\nprenant le nez, lui met des morailles."")",0.0
-,"('#sotinet', 'Hai, hai, hai !  Eh !  Que diable faites-vous là ? Me prenez-vous pour un cheval ? Il arrache les morailles, et les jette par terre.')",0.0
-,"('#arlequin', ""Point du tout, monsieur ; mais c'est qu'il y a des gens qui sont terriblement rétifs sous le fer, et avec cet instrument-là, on leur couperait la gorge, qu'ils ne diraient mot."")",0.0
-,"('#sotinet', 'Vraiment, je le crois bien.  Arlequin prend un bassin fait en forme de pot-de-chambre, et le met sous le nez de Sotinet pour le raser.')",0.0
-,"('#sotinet', ""Qu'est-ce que cela ?"")",0.0
-,"('#arlequin', ""C'est un bassin à deux mains. Arlequin le lave, en lui donnant de temps en temps des soufflets ; puis tire une grosse boule, dont il se sert pour savonnette, et après en avoir bien frotté le visage de Sotinet, il la lui laisse tomber sur un pied."")",0.0
-,"('#sotinet', ""Qu'est-ce donc que cela signifie ?  Avez-vous entrepris de m'estropier ? Il se lève."")",0.0
-,"('#arlequin', ""Que de babil !  Tenez-vous donc, si vous voulez ; croyez-vous que je n'aie que vous à raser ? Il le rase avec un rasoir d'une grandeur à faire peur."")",0.0
-,"('#sotinet', ""Allez tout doucement ; vous m'écorchez tout vif."")",0.0
-,"('#arlequin', ""C'est que vous avez le cuir si dur, que vous ébréchez tous mes rasoirs. Il prend un cuir à repasser, et l'accroche par un bout au cou de Sotinet, tenant l'autre bout de la main gauche ; et pour avoir plus de force à repasser son rasoir qu'il tient de la main droite, il lève un de ses pieds et l'appuie rudement sur l'estomac de Sotinet ; puis, tirant le bout du cuir de toute sa force, il repasse dessus son rasoir, de manière qu'il étrangle Sotinet, qui à peine peut crier."")",0.0
-,"('#sotinet', ""Miséricorde !  Je suis mort !  Au secours !  On m'étrangle ! Il se lève pour appeler du monde."")",0.0
-,"('#arlequin', ""La peste m'étouffe, si vous branlez, je vous coupe la gorge.  Quel homme êtes-vous donc ?"")",0.0
-,"('#sotinet', ""Il faut filer doux ; ce coquin-là le ferait comme il le dit : il a une mauvaise physionomie.  Dis-moi, mon ami, de quel pays es-tu ? Haut, pendant qu'Arlequin le rase."")",0.0
-,"('#arlequin', 'Limousin, monsieur, pour vous rendre service.')",0.0
-,"('#sotinet', ""Limousin !  Et y a-t-il des barbiers de ce pays-là ?  Je croyais qu'il n'y en avait que de gascons."")",0.0
-,"('#arlequin', ""Je crois aussi être le premier de mon pays qui ait embrassé le parti de la savonnette.  J'étais auparavant tailleur de pierres ; et comme on disait que j'avais beaucoup de légèreté dans la main, je crus que je serais plus propre à ce métier-ci. Et de tailleur de pierres, je me suis fait tailleur de barbes. Il lui met la main dans la poche"")",0.0
-,"('#sotinet', 'Il me semble que vous avez la main gauche bien plus légère que la droite.')",0.0
-,"('#arlequin', ""Ah !  Monsieur, vous vous moquez !  Ce sont de petits talents qu'on reçoit de la nature, et dont un honnête homme ne doit pas se glorifier."")",0.0
-,"('#sotinet', 'Avez-vous bien des pratiques ?')",0.0
-,"('#arlequin', ""Tant, que je n'y saurais suffire. C'est moi qui fais la barbe et les cheveux à tous les limousins qui viennent ici travailler, et j'ai une pension de la ville pour faire tous les quinze jours le crin au cheval de bronze. Hai !  Hai ! Il lui vole sa bourse sans qu'il s'en aperçoive, et cesse de le raser en criant : "")",0.0
-,"('#sotinet', ""Qu'avez-vous ?  Vous trouvez-vous mal ?"")",0.0
-,"('#arlequin', 'Point, point ; voilà qui est passé.  Hai !  Hai ! Il le rase, puis se met à crier : ')",0.0
-,"('#sotinet', 'Comment donc ?  Mais vous avez quelque chose ?')",0.0
-,"('#arlequin', ""Oh !  Pour le coup, je n'y puis plus tenir.  Hai !  Hai !  Hai !  Une colique épouvantable qui me prend...  Je suis à vous tout-à-l'heure.  Hai !  Hai !  Hai !  Il s'en va, et revient sur ses pas."")",0.0
-,"('#sotinet', ""Je n'ai jamais vu un pareil original...  Mais vous voilà ?  Avez-vous déjà été à la garde-robe ?"")",0.0
-,"('#arlequin', ""Point du tout, Monsieur ; cela n'en valait pas la peine : j'ai changé d'avis, et j'ai mieux aimé insulter la doublure de ma culotte que de vous faire attendre plus longtemps."")",0.0
-,"('#sotinet', ""Comment, impudent !  Je vous trouve bien hardi de vous approcher de moi en l'état où vous êtes."")",0.0
-,"('#arlequin', ""Qu'appelez-vous, monsieur, s'il vous plaît ?  Chacun ne fait-il pas de sa culotte ce qu'il lui plaît ?"")",0.0
-,"('#sotinet', 'Sortez, insolent !  Si je faisais bien, je vous ferais jeter par les fenêtres.')",0.0
-,"('#arlequin', ""Comment, mardi, par les fenêtres !  Est-ce ainsi qu'on insulte un officier public ?  Il s'approche de Sotinet, qui veut le battre, et lui fait un collier de son bassin, qu'il lui casse sur la tête, et s'enfuit."")",0.0
-,"('#sotinet', 'Arrête !  Arrête !  Arrête !')",0.0
-,"('#isabelle', ""Ah !  Colombine, quel bruit épouvantable !  Quelle rumeur !  Mais il faut qu'on ait perdu l'esprit, de faire un tintamarre semblable dans mon antichambre !  Quelle brutalité de m'éveiller à l'heure qu'il est !  Non, je ne crois pas qu'il soit encore midi ; il n'y a pas trois heures que je suis rentrée.  Je crois, Colombine, que je suis faite d'une jolie manière.  Ah !  L'horreur !  Quelle extinction de teint ! Elle se regarde dans un miroir."")",0.0
-,"('#colombine', ""Eh !  Là, là ; consolez-vous, madame ; vous avez des yeux à défrayer tout un visage.  Et de quoi vous embarrassez-vous de votre teint ?  Il ne tiendra qu'à vous de l'avoir comme il vous plaira.  Que ne me laissez-vous faire ?  Je ne veux qu'une petite couche de rouge pour réparer de trente méchantes nuits la plus obstinée."")",0.0
-,"('#isabelle', ""Ah !  Fi, Colombine, avec ton rouge !  Tu me mets au désespoir.  Crois-tu que je puisse me résoudre à donner tous les jours un habit neuf à mes appas ?  J'ai une conscience si délicate, que je me reprocherais les conquêtes qui ne se seraient pas faites de bonne guerre, et je crois que je mourrais de honte d'avoir dix années de plus que mon visage."")",0.0
-,"('#colombine', ""Bon, bon, mademoiselle, vous avez là un plaisant scrupule ; la beauté que l'on achète n'est-elle pas à soi ?  Qu'importe que vos joues portent les couleurs d'un marchand ou les vôtres, pourvu que cela vous fasse honneur ?  Pour moi, je trouve quelques femmes d'aujourd'hui d'un parfaitement bon goût ; de toute l'année elles en ont fait un carnaval perpétuel ; elles peuvent aller au bal à coup sûr, sans crainte d'être connues."")",0.0
