,guimont-de-la-touche-iphigenie,favard-voisenon-la-petite-iphigenie,Cost,Operation Type
167,"('#pylade', ""Mais malgré toi, malgré ta résistance Qui n'a jamais cessé d'éprouver ma constance. Que ta triste fureur cesse de t'imputer  Ma mort, qu'en vain ici tu veux me disputer, Ose plutôt par elle, ose briser ta chaîne. Je peux fléchir des Dieux l'inexorable haine ; Le sang de l'amitié sur l'autel répandu, Peut expier l'erreur de ton bras éperdu."")","('#pilade', ""Pour me laisser mourir, j'embrasse tes genoux"")",0.74,Substitution
168,"('#oreste', ""Malheureux ! T'es-tu joint à ma barbare mère, Pour redoubler l'excès de ma douleur amère ? Pourquoi veux-tu des dieux m'ôter le seul bienfait Et me charger encor d'un indigne forfait? Horrible au monde entier, d'où ma fureur m'exile, Eh quel serait, dis-moi, quel serait mon asile, Si, de concert avec le destin ennemi, Tu m'ôtais à la fois la mort, et mon ami?"")","('#oreste', 'Et je me jette aux tiens pour un bonheur si doux.')",1.22,Substitution
169,"('#pylade', ""Meurs donc, cruel ! Au gré de ta farouche envie, Fais donc, à ton ami perdre une double vie. Hélas ! Je me flattais qu'au choix des Dieux soumis, Que respectant leur sang dans tes veines transmis, Ton coeur s'élèverait au-dessus de lui-même, Et me ferait enfin revivre en ce que j'aime. Mais tu ne veux que suivre, en furieux mes pas, Et me ravir ingrat, le fruit de mon trépas ; Ah Dieux !... Mon cher Oreste, ah  par pitié, par grâce, Daigne, pour ton ami, survivre à ta disgrâce ! Qu'au gré des Dieux, contents du supplice où je cours, De tes tristes fureurs je termine le cours ! Faut-il, pour triompher de ton humeur altière, Qu'avec Agamenmon, et sa famille entière, Qu'avec toute la Grèce, unie à tes malheurs, Je tombe à tes genoux, et d'un torrent de pleurs..."")","('#pilade', 'Non, je ne le veux point.')",1.04,Substitution
170,"('#oreste', ""Arrête. Jusque-là peux-tu pousser l'injure ? Au pied de ces autels veux-tu qu'enfin j'abjure. Tous ces serments si chers et si multipliés, Par qui nos coeurs s'étaient l'un à l'autre liés ? Barbare !... Ah ! Je succombe à ce dernier outrage.... Vois mon horrible état, vois ton horrible ouvrage... Je ne me connais plus... Mais loin de s'adoucir, Ton inflexible coeur semble encor s'endurcir !... Eh bien ! Je vais, sauvant un crime à la prêtresse, Lui découvrir le mien , et l'horreur qui me presse, L'obliger, par devoir, à révoquer son choix."")","('#oreste', ""Un refus de la sorte Agite tous mes sens, le courroux me transporte, Je m'en vais t'assommer."")",0.02,Substitution
171,"('#pylade', 'Ami, que vas-tu faire ? Ah ciel !')","('#pilade', ""Oh ! Ne badinons point, Tu traites l'amitié toujours à coups de poing."")",1.62,Substitution
172,"('#oreste', 'Ce que je dois.')","('#oreste', 'Je veux aimer ainsi. Je vais à la Prêtresse Déclarer qui je suis.')",0.66,Substitution
173,,"('#pilade', 'Ah ! Ton cerveau se blesse.')",1.0,Deletion
174,"('#pylade', ""Ah ! Quel délire affreux ! Quelle rage ennemie ! Achète-t-on la mort au prix de l'infamie ? De toi-même, grands Dieux ! Porteras-tu l'oubli Jusqu'à vouloir mourir dans l'opprobre avili ?"")","('#oreste', ""Et si sa main balance, ô Terre ! Entrouvre-toi. Et vous qui m'écoutez, ô Ci[e]ux écrasez-moi,"")",0.91,Substitution
175,"('#oreste', ""C'est toi qui m'y contrains. Ton aveugle injustice Impose à ma vertu ce honteux sacrifice."")",,1.0,Insertion
176,"('#pylade', 'Moi, juste ciel !')",,1.0,Insertion
177,"('#oreste', ""Tranchons d'inutiles discours, Ou jure-moi de fuir le trépas où tu cours, Ou j'achète à ce prix la mort que je mérite : J'en atteste les Dieux, que mon aspect irrite."")","('#pilade', 'Je sais OEdipe. Aussi vos victimes sont prêtes Ô monts écrasez-nous, Cieux, tomb[e]z sur nos têtes.')",1.0,Substitution
178,"('#pylade', 'Peux-tu jurer ta honte ?')",,1.0,Insertion
179,"('#oreste', ""Eh c'est toi qui la veux. Oui, je le jure encore, ou réponds à mes voeux ; Je me déclare un monstre abhorrant la lumière, Qui s'est fait un tombeau de la nature entière : Je dis qui m'a fait naître, et qui j'ai fait périr. Et si de cet aveu, je ne dois pas mourir, Si la prêtresse encore est pour moi combattue, J'accepte ses bienfaits... je m'immole à ta vue ; Si cette main balance, ô terre entrouvre-toi, Et vous qui m'entendez, ô cieux, écrasez-moi."")","('#oreste', ""Si tu reçois la mort, si je puis le souffrir, Je dis qui m'a sait naître et qui j'ai fait mourir. Ensemble."")",0.0,Match
180,"('#pylade', ""Je frémis ! Qu'opposer a sa rage insensée ? Inspirez-moi, grands dieux !... Ah, sans doute qu'Alcée... À part."")",,1.0,Insertion
181,"('#oreste', 'La prêtresse paraît.')",,1.0,Insertion
182,"('#pylade', 'Je cède à ta fureur. Tes jours me sont encor moins chers que ton honneur.')","('#pilade', ""L'amitié, l'amitié, voilà ce qui m'enivre, Je ne suis pas sorti de mon pays pour vivre."")",1.42,Substitution
183,"('#iphigenie', ""Voici... Retirez-vous.  Guide ses pas, Eumène. Au lieu que j'ai prescrit, hélas ! qu'on le remène. À Oreste. À Pylade."")",,1.0,Insertion
184,"('#oreste', ""Ah ! Madame, arrêtez.  Non, il ne mourra pas. C'est à moi seul ici de subir le trépas. Votre pitié se trompe au choix de la victime. À Iphigénie. Retenant Pylade."")",,1.0,Insertion
185,"('#iphigenie', 'Cessez. Que faites-vous ?')","('#iphigenie', 'Peut-on savoir pourquoi vous avez tant crié ?')",1.1,Substitution
186,"('#oreste', ""Je vous épargne un crime. Ah ! Détournez sur lui l'effet d» vos bontés; Et réservez pour moi vos justes cruautés. Montrant Pytade."")",,1.0,Insertion
187,"('#iphigenie', 'Pourquoi repoussez-vous la main tendre et propice. Que la pitié vous tend au bord du précipice ?')","('#oreste', ""Madame, ce n'était qu'un débat d'amitié."")",1.42,Substitution
188,"('#oreste', ""Cet héroïque ami m'a tout sacrifié, Malheureux seulement par ma triste amitié."")","('#pilade', 'Il parlait doucement avec son camarade.')",1.56,Substitution
189,"('#iphigenie', 'Eh quoi ! Vous préférez une mort rigoureuse, Au soin de me servir, et de me rendre heureuse ?')","('#iphigenie', 'Ce commerce du moins ne me paraît pas fade.')",1.76,Substitution
190,"('#oreste', ""D'un reproche honteux n'accablez point mon coeur. De mes destins plutôt accusez la rigueur. Dans cet ami si cher souffrez que je vous serve ; Souffrez, pour vos desseins, que je vous le conserve. Confiez sans soupçon vos lettres à sa foi ; Et me laissez enfin mourir digne de moi."")","('#oreste', ""Pour parler franchement, je suis jaloux de lui, Je vous le dis tout net et s'il meurt aujourd'hui Je ne me charge pas de rendre votre lettre."")",0.69,Substitution
191,"('#iphigenie', ""Quel généreux transport ! Et quel effort insigne. Allez, de mes bontés vous n'êtes que plus digne. Vivez, et me servez. Je ne sais quelle voix, Parle a mon coeur pour vous, et confirme mon choix."")","('#iphigenie', 'Dans vos fidèles mains je venais la remettre : Eh, quoi vouloir mourir ! Seigneur, que pensez-vous ?')",0.58,Substitution
192,,"('#pilade', 'Madame, il serait mal de disputer des goûts.')",1.0,Deletion
193,"('#oreste', ""Ah, Dieux, ne rendez point mon sort plus déplorable... Laissez, sans s'avilir, mourir un misérable. La mort est mon espoir : n'allez point le trahir ; Et ne me forcez pas peut-être à vous haïr."")","('#iphigenie', ""Vous pouvez préférer une mort rigoureuse Au soin de me servir et de me rendre heureuse Vous n'êtes pas galant, et c'est me faire tort."")",0.2,Substitution
194,,"('#pilade', ""Il n'aime point le Sexe."")",1.0,Deletion
195,"('#iphigenie', ""Mais vous, consentez-vous au transport qui l'anime ? N'allez-vous pas, non moins barbare et magnanime, Signalant contre moi votre triste amitié, Combattre également les soins de ma pitié, Leur préférer la mort ?"")","('#iphigenie', 'Il mérite la mort ; Je ne puis y penser sans en être saisie. Mais ne sentez -vous pas un peu de jalousie À Pilade.')",0.46,Substitution
196,"('#pylade', 'Hélas ! Que lui répondre ?')",,1.0,Insertion
197,"('#oreste', 'Madame....  Ah ! Souviens-toi... Bas, à Pylade.')",,1.0,Insertion
198,"('#iphigenie', 'Vous semblez vous confondre. Parlez, expliquez-vous.')",,1.0,Insertion
199,"('#pylade', ""Son cruel désespoir M'a fait de lui survivre un rigoureux devoir."")",,1.0,Insertion
200,"('#iphigenie', 'Comment ?')","('#pilade', 'Non.')",0.0,Match
201,"('#oreste', ""Ah ! N'allez point d'une lâche faiblesse Soupçonner de son coeur l'héroïque noblesse ! C'en est un digne effort, s'il me laisse mourir : En osant vivre, il fait pour moi plus que périr... Mais, Madame, cesse[z] de vous nuire à vous-même,  Et me laissez enfin vous sauver ce que j'aime.  Hélas pour vous servir je suis trop malheureux... Tournez vers mon ami ces regards généreux. Ne me refusez pas ; ce coeur vous en conjure. Vous feriez de tous trois et la perte et l'injure."")","('#iphigenie', ""Pour payer l'honneur qu'il daigne vous céder ; Dites-lui, s'il se peut, adieu, sans le gronder."")",0.13,Substitution
202,"('#iphigenie', ""Suivez donc, j'y consens, votre noble fureur, Que mon âme tremblante admire avec horreur.... Mourez."")",,1.0,Insertion
203,"('#pylade', 'Ciel ! Je frémis.')",,1.0,Insertion
204,"('#iphigenie', 'Me serez-vous fidèle ? Puis-je compter sur vous ?')",,1.0,Insertion
205,"('#pylade', ""Vous connaîtrez mon zèle.... Daignez de cet ami, d'un seul jour différer, Le sacrifice affreux qu'il vous faut préparer... Qu'au moins de son bûcher la flamme étincelante Ne me poursuive point sur cette mer sanglante... Me le promettez-vous ?"")",,1.0,Insertion
206,"('#iphigenie', 'Comptez sur ma pitié.')","('#oreste', 'Adieu, mon cher ami, pardonne mes reproches.')",0.64,Substitution
207,"('#pylade', ""Excusez les terreurs d'une tendre amitié. Il faut que votre coeur par un serment s'engage. Je ne puis consentir à partir sans ce gage."")",,1.0,Insertion
208,"('#iphigenie', ""Puisque vous l'exigez, j'en atteste les Dieux. Puissent-ils m'épargner un devoir odieux ! Mais ne laissons pas fuir le moment favorable. Étranger malheureux, encor moins qu'admirable, Embrassez votre ami, que vous ne verrez plus. À Oreste."")",,1.0,Insertion
209,"('#oreste', ""Adieu. Retiens, ami, tes sanglots superflus. Ne vois point mon trépas, n'en vois que l'avantage. L'opprobre et les malheurs étaient tout mon partage.  Adieu. Conserve en toi, fidèle à l'amitié, De ton ami mourant la plus digne moitié. Prends soin, à ton retour, d'une soeur qui m'est chère. Daigne essuyer ses pleurs, et lui rendre son frère. Sois fidèle surtout au vertueux objet À qui je dois ici de tes jours le bienfait. Adieu. Montrant Iphigénie."")",,1.0,Insertion
210,"('#pylade', 'Je meurs.')",,1.0,Insertion
211,"('#oreste', 'Allons.')",,1.0,Insertion
212,"('#pylade', ""Mon ami m'abandonne... Arrête."")",,1.0,Insertion
213,"('#oreste', ""Ô mon ami !... Mais mon destin l'ordonne."")",,1.0,Insertion
214,"('#pylade', ""Je ne puis m'arracher..."")",,1.0,Insertion
215,"('#iphigenie', 'Il faut vous séparer.')",,1.0,Insertion
216,"('#pylade', 'Madame...')",,1.0,Insertion
217,"('#iphigenie', 'Dans ses bras voulez-vous expirer ? Elle conduit Oreste dans le fond du théâtre.')",,1.0,Insertion
218,"('#pylade', 'Ami ! Va, je saurai te sauver ou te suivre ! Eh ! Quand je le voudrais, pourrais-je te survivre !')","('#pilade', ""Je n'aurai pas toujours mes deux mains dans mes poches, Laisse-moi faire, va je te délivrerai. Je ne sais pas pourtant comme je m'y pendrai. À part."")",0.21,Substitution
219,"('#iphigenie', ""Hélas ! Que je vous plains !... Mais les moments sont chers. Partez, et me servez ainsi que je vous sers. Voici l'écrit enfin que j'adresse à Mycène. Du sort qui vous poursuit si vous domptez la haine, Ne trompez point l'espoir qui peut m'être permis ; Qu'aux mains d'Electre il soit fidèlement remis."")","('#iphigenie', 'Pour sortir de ces lieux, il ne saut pas attendre.. Électre est la personne à qui vous devez rendre Ce Billet important.')",1.18,Substitution
220,"('#pylade', ""Qu'entends-je ? Et quel rapport vous unit l'une à l'autre ?"")","('#pilade', 'Par quel hasard heureux La connaissez-vous donc ?')",0.64,Substitution
221,"('#iphigenie', ""Laissez-moi mon secret; j'ai respecté le vôtre."")","('#iphigenie', 'Vous êtes curieux ! Esclave, prenez soin de conserver sa vie ; Vous savez les chemins, et je vous le confie.')",0.31,Substitution
222,"('#pylade', ""Pardonnez. J'obéis."")",,1.0,Insertion
223,"('#ismenie', ""Le navire est tout prêt : Il flotte au gré du vent qui sert votre intérêt. À travers les rochers cet esclave s'engage, À conduire en secret l'étranger au rivage : Le temps presse."")","('#pilade', ""Vous le verrez bientôt, c'est un garçon d'esprit, Qui reviendra vous faire un bien joli récit."")",1.05,Substitution
224,"('#iphigenie', 'Venez. Puissiez-vous sans témoins Quitter ces bords sanglants, et mériter mes soins !')",,1.0,Insertion
225,"('#iphigenie', ""L'esclave ne vient point. Ô mortelles alarmes ! Mes yeux, sans le vouloir, se remplissent de larmes... Qu'est devenu le Grec si cher à ma douleur ? Est-il environné de mon propre malheur ?... Faut-il encor languir dans les tourments du doute, En proie à tous les maux que mon âme redoute ?. Cruels délais ! Combien tout sert à confirmer, Les noirs pressentiments qui viennent m'alarmer ! Ô ciel ! Encoure-t-on ta haine rigoureuse ? Pour tendre à l'innocence une main généreuse ? Lorsque j'ai dû te plaire, ai-je pu t'irriter ? Et me puniras-tu de t'oser imiter ?"")","('#iphigenie', ""Je conçois pour ce Grec, un malheureux présage, Et j'ai peur qu'il ne fasse un bien mauvais voyage, Je ne saurai jamais quand il s'embarquera."")",0.82,Substitution
226,"('#eumene', 'Pourquoi vous effrayer de quelque vain obstacle ?')","('#ismenie', ""Sans être remarqué, croyez qu'il partira."")",0.81,Substitution
227,"('#iphigenie', ""Le trouble de mon coeur m'est un fidèle oracle !"")",,1.0,Insertion
228,"('#eumene', 'Aux maux que vous craignez, que sert de vous livrer ? Que sert, avant le temps, de vous désespérer ?')","('#iphigenie', ""Je crains qu'il ne s'égare, ou bien qu'on ne l'arrête."")",1.18,Substitution
229,"('#iphigenie', ""Va, j'ai comblé l'horreur du destin qui m'opprime, J'ai fait des malheureux.... Peut-être par un crime !"")","('#ismenie', 'Pourquoi ?')",1.92,Substitution
230,,"('#iphigenie', ""Son conducteur m'a l'air d'être un peu bête. J'ai remis l'étranger en de mauvaises mains."")",1.0,Deletion
231,"('#eumene', ""Calmez de vos frayeurs l'inutile transport, Et d'Isménie, au moins, attendez le rapport.  Je l'aperçois."")","('#ismenie', ""Faut-il donc tant d'esprit pour savoir les chemins"")",0.96,Substitution
232,"('#iphigenie', ""Eh bien ! Que faut-il que j'espère ? L'esclave et l'étranger ont-ils rejoint ton père ?"")","('#iphigenie', 'Mais, je vais être instruite enfin ; je vois Eumène. Le Grec est-il parti ?')",0.99,Substitution
233,"('#ismenie', ""Tous deux, au lieu prescrit, n'ont point encor paru.  Mon père impatient en vain a parcouru  Tous les sombres détours que l'esclave a dû prendre ; Il n'a rien vu. Tous deux sont encore à se rendre. Il n'ose interpréter leurs sinistres délais. Le calme cependant règne dans le Palais ; Et vos desseins cachés dans la nuit du silence, De l'oeil qui vous poursuit, trompent la vigilance. Mais, que vois-je ?"")","('#eumene', ""Vous m'en voyez en pEine ; On l'attend au vaisseau, personne n'est venu."")",0.71,Substitution
234,"('#iphigenie', ""Approchez. Soyez moins effrayé. Qu'est devenu le Grec à vos soins confié ? "")",,1.0,Insertion
235,"('#l-esclave', ""Il n'est plus."")",,1.0,Insertion
236,"('#ismenie', 'Ciel !')","('#iphigenie', ""Ah ! Je n'en doute point, mon projet est connu."")",1.22,Substitution
237,"('#iphigenie', 'Comment ?')",,1.0,Insertion
238,"('#l-esclave', ""Sous de flatteurs auspices, Rampant avec effort le long des précipices, Nous avancions déjà vers l'asile écarté, Où flotte le vaisseau pour sa fuite apprêté. Je précédais ses pas, et lui frayais la route. Alarmé d'un bruit sourd, il m'arrête, il écoute ; Et le moment d'après, il pense voir de loin S'avancer à pas lents quelque indiscret témoin. Son coeur se trouble. Il veut qu'à l'instant je le quitte, Et que j'aille éclaircir le danger qui l'agite ; Je cède à la terreur dont je le vois frappé ; Et moi-même tremblant, sous un roc escarpé, Au fond d'un antre où l'onde en gémissant se brise. Le faisant retirer ; de crainte de surprise, Je cours voir en effet si son oeil abusé, Pouvait n'en avoir pas l'un à l'autre imposé. Reconnaissant bientôt l'illusion fatale, Qu'avait produit en nous une frayeur égale, Je revole vers lui. Mais, ô soins superflus ! Dans le creux du rocher je ne le trouve plus. Les flots en s'y brisant, selon toute apparence, L'ont englouti, Madame, avec votre espérance."")","('#ismenie', ""À de vaines frayeurs, pourquoi livrer votre âme ? Vous connaissez Thoas, rassurez-vous, Madame, Thoas est soupçonneux, et n'approfondit rien."")",0.82,Substitution
239,"('#iphigenie', ""Ô sort !...  Allez. Et toi, de ces bords ennemis Fais éloigner ton père, ainsi que ses amis. Conserve à ta tendresse une tête si chère ; Qu'il rentre en son asile, et moi dans ma misère !... À l'esclave À Isménie."")","('#iphigenie', ""Il est vrai ; mais on vient ; ah c'est l'Esclave."")",1.36,Substitution
240,"('#iphigenie', ""C'en est donc fait ! Il faut renoncer pour toujours, Au trop crédule espoir qui prolongeait mes jours ! Jaloux des soins sanglants que sa rigueur m'impose, Le ciel impitoyable à mon retour s'oppose... Argos a disparu pour moi de l'univers... Ces lieux seront toujours de mes larmes couverts ! Ah ! Puisque sans espoir, en esclave asservie, J'y dois traîner le poids d'une mourante vie, Au moins contentons-nous. Voyons l'autre étranger ; Sur mes tristes destins osons l'interroger ; C'est le dernier des Grecs que m'offriront sans doute Ces bords qu'avec horreur l'humanité redoute ; Il faut en profiter."")","('#iphigenie', ""Hé bien ? Ce Grec dont je vous ai confié la conduite N'a-t-il point rencontré d'obstacles dans sa suite ? Vogue-t-il sur les eaux ? Et le vent est-il bon ?"")",1.21,Substitution
241,"('#eumene', ""Eh ! Quel funeste bien Attend votre douleur d'un si triste entretien ! Voulez-vous renoncer au devoir de prêtresse ? Voulez-vous, de vos sens moins que jamais maîtresse ; Ranimant la pitié qu'il vous faut étouffer, Céder à ses transports, au lieu d'en triompher ?"")","('#l-esclave', 'Il est plus avancé, Madame, il est au fond.')",1.49,Substitution
242,"('#iphigenie', ""Les dieux, en reprenant leur première victime, Ne m'apprennent que trop mon devoir et mon crime !"")","('#ismenie', 'Adieu ma lettre.')",1.73,Substitution
243,"('#eumene', ""Ne voyez donc ce Grec, Madame, qu'à l'autel, Le front déjà baissé sous le couteau mortel."")",,1.0,Insertion
244,"('#iphigenie', ""Quel qu'en soit le péril, je ne peux m'en défendre ; Sers ma douleur, je veux absolument l'entendre, Et voir enfin par lui détruit ou confirmé, Le doute affreux qui tient mon esprit alarmé. Mais ne redoute rien à mon devoir contraire, Je promets tout son sang aux mines de mon frère ; Sous le couteau fatal tu le verras couler, Dans mon triste transport dût le mien s'y mêler."")","('#l-esclave', ""Un bruit et de chevaux et d'armes Nous a sait sans raison concevoir des alarmes, Et quoique nous sussions tous deux hommes de coeur, J'avouerai franchement que nous avons eu peur. Nous nous sommes cachés dans un antre sauvage, Où les flots en courroux viennent briser leurs cours Qui, sans doute, du Grec ont absorbé les jours. L'appelant vainement, j'ai cru devoir conclure Qu'il fallait regarder, malgré la nuit obscure Je n'ai rien aperçu, je me suis effrayé Ainsi vous voyez bien que notre homme est noyé."")",0.01,Substitution
245,"('#iphigenie', ""Daignez me rendre au moins mon devoir légitime Et me laissez frapper sans remords ma victime, Grands dieux que ma douleur implore en frémissant, Vous qui m'épouvantez, en vous obéissant ! Et toi, jeune héros, ombre plaintive et tendre, Reste du grand Pélops, dont j'osais tout attendre, Frère d'autant plus cher encore à ma douleur, Que tu n'eus point de part à mon premier malheur Qu'au contraire, rempli d'innocentes alarmes, Dans mes bras défaillants tu lui donnas des larmes, Pour suprêmes devoirs de mon amour tremblant, Reçois, avec mes pleurs, cet hommage sanglant : Reçois... Mais quel présent mon amour va lui faire ! Le sang des malheureux peut-il le satisfaire ; Hélas ! Il était né pour être leur soutien ! Du sort des malheureux un grand coeur fait le sien."")","('#iphigenie', ""Ah, je n'en doute pas, la preuve en est trop claire, Et les Dieux par ce trait m'annoncent leur colère."")",0.44,Substitution
246,"('#oreste', ""Ô mort ! à tant d'horreurs arrache enfin mon âme ! Pour vous suivre à l'autel, m'appelez-vous, madame ? Allons. Avec transport je marche sur vos pas. Les Dieux ont su me faire un bonheur du trépas. Allons. Quoi ! vous pleurez ? À Iphigénie."")","('#ismenie', ""Pour fuir la mort, Madame, un Grec prend bien des soins, Et revient dans l'instant qu'on y pense le moins."")",1.48,Substitution
247,"('#iphigenie', ""Respectez ma faiblesse. À mes yeux, s'il se peut, montrez moins de noblesse. N'ébranlez plus un coeur toujours moins affermi, Qui veut et qui ne peut être votre ennemi. Cachez-vous tout entier à mon âme sensible ; Votre vertu me rend mon devoir impossible."")","('#eumene', ""Voilà tout mon espoir, qu'il soit aussi le vôtre."")",1.5,Substitution
248,"('#oreste', ""Ah ! Ne prolongez point l'excès de mes malheurs ; Que sert de m'accabler de vos propres douleurs ? Ne m'en présentez plus, par pitié, le spectacle. Venez. À mon bonheur cessez de mettre obstacle.... Mais, Madame, parlez. Qui peut vous arrêter ? Frémissez-vous du coup que vous allez porter ? Armez mon bras. Du vôtre il va faire l'office. Il va vous épargner ce sanglant sacrifice."")","('#iphigenie', ""Puisque cet homme est mort, qu'on m'aille chercher l'autre. On l'amène. Sortez. Voici le beau morceau, Qui serait plus touchant, s'il était plus nouveau."")",0.7,Substitution
249,"('#iphigenie', ""Qu'à ce noble transport mon coeur se sent presser ! Et quel est donc le sang que vous voulez verser ? Quel sein vous l'a transmis ? Quel rang vous a vu naître ? Mais je veux l'ignorer. Je crains de vous connaître. Laissant votre secret entre vous et les Dieux, Seulement sur un point satisfaites mes voeux. Que sait-on dans Argos du sort d'Iphigénie, Qui vit contre ses jours la Grèce entière unie ?"")",,1.0,Insertion
250,"('#oreste', 'De quel ressouvenir déchirez-vous mon coeur ! Que me demandez-vous ? Ah mortelle rigueur !')","('#oreste', ""Pour me percer le coeur, m'appelez-vous ? J'arrive."")",0.7,Substitution
251,,"('#iphigenie', ""C'est au pied du Rocher qui défend cette rive."")",1.0,Deletion
252,"('#iphigenie', ""Et d'où naît, à son nom, le trouble qui vous presse ? Brillant encor des fleurs d'une tendre jeunesse, Vous n'avez pu la voir, vous n'avez pu tremper, Dans le complot des Grecs ardents à la frapper, Vous n'avez pu parer l'autel pour son supplice."")","('#oreste', ""C'est l'Opéra tout pur, et nous nous égarons."")",1.29,Substitution
253,"('#oreste', 'Mais quel soin....')",,1.0,Insertion
254,"('#iphigenie', ""Répondez, n'étant point leur complice."")",,1.0,Insertion
255,"('#oreste', 'Que voulez-vous ? Je vais subir le même sort, Par le même chemin descendre au même bord. Heureux, si je pouvais, victime obéissante, Offrir aux dieux, comme elle, une tête innocente !..')","('#iphigenie', 'Allez, allez toujours, nous nous retrouverons.')",1.34,Substitution
256,"('#iphigenie', ""Quoi donc ! Vous ignorez encore qu'elle vit, Qu'aux cruautés des Grecs Diane la ravit, Et que la transportant Sur un rivage horrible...."")","('#oreste', ""Oui, la scène a trente ans plus que la tragédie, On l'a toujours chantée, ainsi la Parodie Doit l'être tout de même."")",1.22,Substitution
257,"('#oreste', ""Qu'entends-je ? Iphigénie.... ô dieux ! Est-il possible... Elle vit ? Achevez, je meurs moins malheureux.... Dites... Le savez-vous ? Sur quels bords rigoureux Respire une victime et si chère et si tendre ?."")","('#iphigenie', ""Oui, c'est là mon projet, Et cela vaudra mieux pour le fond du sujet. Mon petit ministère Vous sera du chagrins Je crains de vous déplaire En vous perçant le sein. Que ne suis-je maîtresse Des climats où je suis ! Les gens de votre espèce N'y seraient pas détruits. AIR : La mort de mon cher père."")",0.78,Substitution
258,"('#iphigenie', 'En ces lieux.')",,1.0,Insertion
259,"('#oreste', ""Juste ciel !... Et pourrez-vous m'apprendre Quel est son sort."")",,1.0,Insertion
260,"('#iphigenie', 'Hélas ! plus a plaindre que vous, Le sort qui vous attend lui paraîtrait trop doux !')","('#oreste', ""D'un propos gracieux Vous serez le contraire. Loin d'apaiser les Dieux, Redoutez leur colère : À votre âge, ma chère Lorsqu'on veut bien agir, On ne doit jamais faire Mourir que de plaisir. AIR : Contre un engagement."")",0.7,Substitution
261,"('#oreste', ""Ah Dieux ! Que ce discours me fait naître d'alarmes ! Et ne puis-je la voir, l'arroser de mes larmes ? Si vous saviez... mais non... Je lui ferais horreur... Elle détesterait mon crime et ma fureur... Voyant d'un sang si cher ma main fumante encore, Pourroit-elle m'aimer ? Moi-même ? Je m'abhorre... Cieux ! Quels sont mes tourments ! Puis-je les supporter ? Mais le plus grand de tous, c'est de les mériter."")","('#iphigenie', ""De vous sauver, j'aurais beaucoup d'envie Si ce bienfait pouvait se pardonner Tuer un homme ! Ah quelle barbarie ! À cet emploi pourquoi me destiner ? C'est mon devoir d'ôter ici la vie, Il me serait plus doux de la donner. Eh pourquoi, bonne Prêtresse, Me traiter si rudement ? Avec ce regard charmant, Auriez-vous l'âme traîtresse ! Ah ! Dans un si doux moment La nature vous dément. Eh ! Pourquoi, bonne Prêtresse, Me traiter si rudement ? AIR : Un mouvement de curiosité. AIR : Adieu donc, Dame Française."")",0.0,Match
262,"('#iphigenie', ""Quoi ? Vous êtes coupable, et mon coeur vous excuse ! Vous méritez la mort, et ma main s'y refuse ! De vos affreux transports quand je devrais frémir. Mon coeur s'en attendrit, je ne sais que gémir ! Et qu'êtes-vous ? Parlez, il y va de ma vie."")","('#iphigenie', ""C'est assez ; je trains de vous entendre La pitié pourrait me surprendre, Oui, je cours trop de danger. Par égard pour une âme trop tendre, Ah ! Permettez-moi de vous égorger. AIR : Musette du Ballet de la Fontaine de Jouvence."")",0.0,Match
263,"('#oreste', ""D'Oreste infortuné que pense Iphigénie ?"")","('#oreste', ""Vous m'en priez trop galamment. AIR : Je sens un certain je ne sais quoi."")",1.71,Substitution
264,"('#iphigenie', ""C'était tout son espoir... Elle sait qu'il est mort."")",,1.0,Insertion
265,"('#oreste', 'Non, madame, il survit aux horreurs de son sort.')","('#iphigenie', ""Que son sort m'intéresse !"")",1.43,Substitution
266,"('#iphigenie', 'Que dites-vous ?')","('#oreste', 'Tuez-moi donc par sentiment.')",0.8,Substitution
267,"('#oreste', 'Il vit, mais sans espoir pour elle.')",,1.0,Insertion
268,"('#iphigenie', 'Comment ?')",,1.0,Insertion
269,"('#oreste', ""Ô destinée ! Ô rigueur éternelle ! Elle ignore qu'ici...."")","('#iphigenie', 'Je plains votre jeunesse..')",1.53,Substitution
270,"('#iphigenie', 'Je vous vois fondre eu pleurs ! Ah ! Qui que vous soyez, ah ! Parlez, ou je meurs.')","('#oreste', 'En vous voyant, belle Prêtresse, Mon coeur se trouble malgré moi.')",1.07,Substitution
271,"('#oreste', 'Mon trouble et mes sanglots ne font que trop connaître...')","('#iphigenie', ""Je sens un certain je ne sais qu'est-ce."")",0.55,Substitution
272,"('#iphigenie', 'Dans mon coeur éperdu quel soupçon fait-il naître ? Sa jeunesse... Ses traits... Un secret sentiment... Se peut-il ?... Achevez. Finissez mon tourment...')","('#oreste', 'Je sens un certain je ne sais quoi.')",1.41,Substitution
273,"('#oreste', 'Eh bien ! À ses malheurs reconnaissez Oreste.')",,1.0,Insertion
274,"('#iphigenie', 'Mon frère !')",,1.0,Insertion
275,"('#oreste', ""Iphigénie ?... Oui, tout mon coeur m'atteste ... Iphigénie... Avec transport."")","('#iphigenie', ""Que dit-on chez vous d'Iphigénie ? AIR : Elle est morte la vache à panier"")",0.76,Substitution
276,"('#iphigenie', 'Oreste... Ah ! Tous mes sens charmée.... Mon frère ! Ô nom si cher !')",,1.0,Insertion
