,quinault-alceste,quinault-isis,Cost,Operation Type
217,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",,1.0,Insertion
218,"('#pheres', 'Quels cris ! Quelles plaintes funèbres ! ')","('#pan', ""Dissipez de vaines alarmes, Éprouvez l'amour et ses charmes Connaissez les plus doux appas. Non, ce ne peut être  que faute de la connaître Qu'il ne vous plaît pas."")",1.28,Substitution
219,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",,1.0,Insertion
220,"('#pheres', 'Où vas-tu ? Cléante, demeure. ')",,1.0,Insertion
221,"('#cleante', ""Hélas ! Hélas !  Le Roi touche à sa dernière heure,  Il s'affaiblit, il faut qu'il meure,  Et je vins pleurer son trépas.  Hélas ! Hélas ! "")","('#syrinx', ""Les maux d'autrui me rendront sage. Ah ! Quel malheur  De laisser engager son coeur ! Pourquoi faut-il le plus beau de son âge Dans une mortelle langueur ? Ah, quel malheur !  Pourquoi n'avoir pas le courage De s'affranchir de la rigueur D'un funeste esclavage ? Ah ! Quel malheur De laisser engager son coeur !"")",0.64,Substitution
222,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')","('#pan', ""Ah ! Quel dommage Que vous ne sachiez pas aimer ! Que vous sert-il d'avoir tant d'attraits en partage, Si vous en négligez le plus grand avantage ? Que vous sert-il de savoir tout charmer ? Ah, quel dommage Que vous ne sachiez pas aimer !"")",1.37,Substitution
223,,"('#choeurs', 'Aimons sans cesse.')",1.0,Deletion
224,,"('#choeur-des-nymphes', ""N'aimons jamais."")",1.0,Deletion
225,,"('#choeur-de-silvains #satyres #bergers', ""Pour vivre en paix. N'aimons jamais."")",1.0,Deletion
226,"('#pheres', 'On le plaint, tout le monde pleure,  Mais nos pleurs ne le sauvent pas. ')","('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")",1.06,Substitution
227,"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",,1.0,Insertion
228,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")",1.64,Substitution
229,"('#pheres #cleante', 'Quel changement ! Quel bruit nouveau ! ')","('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.1,Substitution
230,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#choeur-des-nymphes', ""N'aimons jamais."")",1.56,Substitution
231,"('#pheres #cleante', ""L'effort d'une amitié parfaite  L'a sauvé du tombeau. "")","('#syrinx', 'On ne peut aimer sans faiblesse.')",1.02,Substitution
232,,"('#pan', ""Que cette faiblesse a d'attraits !"")",1.0,Deletion
233,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
234,,"('#choeur-des-nymphes', ""N'aimons jamais."")",1.0,Deletion
235,"('#pheres', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")",1.09,Substitution
236,,"('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")",1.0,Deletion
237,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
238,"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')","('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")",1.48,Substitution
239,"('#admete', ""Qu'une Pompe funèbre  Rende à jamais célèbre  Le généreux effort  Qui m'arrache à la mort.  Alceste n'aura plus d'alarmes,  Je reverrai ses yeux charmants  À qui j'ai coûté tant de larmes :  Que la vie a de charmes  Pour les heureux Amants !  Achevez, Dieux des Arts, faites-nous voir l'Image  Qui doit éterniser la grandeur de courage  De qui s'est immolé pour moi ;  Ne différez point davantage...  Ciel ! Ô Ciel ! Qu'est-ce que je vois !  L'Autel s'ouvre, et l'on voit sortir l'Image d'ALCESTE qui se perce le sein. "")","('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")",0.85,Substitution
240,,"('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",1.0,Deletion
241,,"('#syrinx', 'Pourquoi me suivre de si près.')",1.0,Deletion
242,"('#cephise', 'Alceste est morte ! ')",,1.0,Insertion
243,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
244,"('#le-choeur', 'Alceste est morte ! ')",,1.0,Insertion
245,"('#cephise', ""Alceste a satisfait les Parques en courroux ;  Votre tombeau s'ouvrait, elle y descend pour vous ;  Elle-même a voulu vous en fermer la porte ;  Alceste est morte ! "")","('#pan', 'Pourquoi fuir qui vous aime ?')",1.37,Substitution
246,,"('#syrinx', ""Un amant m'embarrasse."")",1.0,Deletion
247,,"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')",1.0,Deletion
248,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
249,"('#le-choeur', 'Alceste est morte ! ')",,1.0,Insertion
250,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
251,"('#le-choeur', 'Alceste est morte ! ')",,1.0,Insertion
252,"('#cephise', ""Sujets, Amis, Parents, vous abandonnaient tous ;  Sur les droits les plus forts, sur les noeuds les plus doux, L'Amour, le tendre Amour l'emporte :  Alceste est morte ! "")","('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")",0.35,Substitution
253,"('#admete', 'Alceste est morte ! ')",,1.0,Insertion
254,"('#le-choeur', 'Alceste est morte !  ADMÈTE, tombe accablé de douleur entre les bras de sa suite.')","('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")",1.76,Substitution
255,,"('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')",1.0,Deletion
256,"('#une-femme-affligee', ""La Mort, la Mort barbare  Détruit aujourd'hui mille appas.  Quelle Victime, hélas !  Fût jamais si belle, et si rare ?  La Mort, la Mort barbare  Détruit aujourd'hui mille appas. "")","('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")",0.86,Substitution
257,,"('#troupe-de-bergers', 'Cruelle, arrêtez !')",1.0,Deletion
258,"('#autre-femme', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",,1.0,Insertion
259,"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",,1.0,Insertion
260,"('#une-femme-affligee', 'Tant de beautés, tant de vertus,  Méritaient un sort moins funeste. ')","('#troupe-de-sylvains-et-de-satyres', 'Arrêtez cruelle.')",1.25,Substitution
261,"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus.  Un transport de douleur saisit les troupes affligées, et désolées ; une partie déchire ses habits ; l'autre s'arrache les cheveux, et chacun brise au pied de l'image d'Alceste les ornements qu'il porte à la main."")",,1.0,Insertion
262,"('#choeur', 'Rompons, brisons le triste reste  De ces ornement superflus.  Que nos pleurs, que nos cris renouvellent sans cesse :  Allons porter partout la douleur qui nous presse. ')","('#syrinx', 'On me retient de tous côtés')",1.37,Substitution
263,,"('#troupe-de-sylvains-et-de-satyres', 'Cruelle, arrêtez !')",1.0,Deletion
264,"('#admete', ""Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  Laissez-moi courir au trépas  Où ma chère Alceste se livre.  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  C'est pour moi qu'elle meurt, Hélas !  Pourquoi m'empêcher de la suivre ?  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre ! "")","('#syrinx', ""Dieux, protecteurs de l'innocence,  Naïades, Nymphes des eaux. J'implore ici votre assistance. Syrinx se jette dans les eaux."")",1.49,Substitution
265,"('#alcide', ""Tu me vois arrêté sur le point de partir,  Par les tristes clameurs qu'on entend retentir. "")","('#pan', ""Où vous exposez-vous ? Quels prodiges nouveaux La nymphe est changée en roseaux ! Hélas ! hélas ! Quel bruit ! Qu'entends-je ! Ah ! Quelle voix nouvelle ! La Nymphe tâche encor d'exprimer ses regrets. Que son murmure est doux ! Que sa plainte a d'attraits. Ne cessons point de nous plaindre avec elle. Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Le vent pénètre dans les roseaux, et leur fait former un bruit plaintif. Pan donne des roseaux aux bergers, aux satyres et aux sylvains qui en forment un concert de flûtes."")",1.11,Substitution
266,"('#admete', ""Alceste meurt pour moi par un amour extrême,  Je ne reverrai plus les yeux qui m'ont charmé :  Hélas ! J'ai perdu ce que j'aime,  Pour avoir été trop aimé."")","('#pan', ""Les yeux qui m'ont charmé ne verront plus le jour Était-ce ainsi, cruelle amour, Qu'il fallait te venger d'une beauté rebelle, N'aurait-il pas suffi de t'en rendre vainqueur  Et de voir dans les fers son insensible coeur, Brûler avec le mien d'une ardeur éternelle ? Que tout ressente mes tourments."")",0.0,Match
267,"('#alcide', ""J'aime Alceste, il est temps de ne m'en plus défendre :  Elle meurt, ton amour n'a plus rien à prétendre ;  Admète, cède-moi la beauté que tu perds :  Au Palais de Pluton j'entreprends de descendre :  J'irai jusqu'au fond des Enfers  Forcer la mort à me la rendre. "")","('#pan #deux-bergers', ""Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Argus commence à s'assoupir, Mercure déguisé en berger s'approche de lui, et achève de l'endormir en la touchant de son caducée."")",0.71,Substitution
268,,"('#pan', 'Que ces roseaux plaintifs soient à jamais aimés.')",1.0,Deletion
269,"('#admete', ""Je verrais encor ses beaux yeux !  Allez Alcide, allez, revenez glorieux,  Obtenez qu'Alceste vous suive ;  Le Fils du plus puissant des Dieux  Est plus digne que moi du bien dont on me prive.  Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ;  Et ramenez au jour son Ombre fugitive ;  Qu'elle vive pour vous avec tous ses appas,  Admète est trop heureux, pourvu qu'Alceste vive. "")","('#mercure', ""Il suffit Argus dort, tous ses yeux sont fermés, Allons, que rien ne nous retarde Délivrons la nymphe qu'il garde."")",1.12,Substitution
270,"('#ensemble', 'Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ; ')","('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")",0.69,Substitution
271,,"('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')",1.0,Deletion
272,"('#diane', ""Le Dieu dont tu tiens la naissance  Oblige tous les Dieux d'être d'intelligence ;  En faveur d'un dessein si beau,  Je viens t'offrir mon assistance ;  Et Mercure s'avance  Pour t'ouvrir aux Enfers, un passage nouveau.  Mercure vient en volant frapper la terre de son Caducée, l'Enfer s'ouvre, et Alcide y descend."")","('#mercure', ""Malheureux ! d'où te vient cette audace ?"")",0.82,Substitution
273,"('#caron', ""Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  On y vient jeune, ou vieillard,  Ainsi qu'il plaît à la Parque :  On y reçoit sans égard,  Le Berger, et le Monarque.  Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  Vous qui voulez passer, venez, Mânes errants,  Venez, avancez, tristes Ombres,  Payer le tribut que je prends,  Ou retournez errer sur ces Rivages sombres. "")","('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")",0.97,Substitution
274,"('#les-ombres', 'Passe-moi, Caron, passe-moi. ')","('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')",1.4,Substitution
275,,"('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")",1.0,Deletion
276,,"('#choeurs', 'Fuyons.')",1.0,Deletion
277,"('#caron', ""Il faut auparavant que l'on me satisfasse,  On doit payer les soins d'un si pénible emploi. "")","('#io', 'Vous me quittez ? Quel secours puis-je attendre !')",1.54,Substitution
278,"('#les-ombres', 'Passe-moi, Caron, passe-moi.  CARON fait entrer dans sa Barque les Ombres qui ont de quoi le payer.')","('#choeurs', 'Fuyons, Junon vient dans ces lieux.')",1.26,Substitution
279,"('#caron', ""Donne, passe ; donne, passe ;  Demeure toi,  Tu n'as rien, il faut qu'on te chasse. "")","('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")",0.85,Substitution
280,"('#une-ombre', 'Une Ombre tient si peu de place. ')",,1.0,Insertion
281,"('#caron', 'Ou paye, ou tourne ailleurs tes pas. ')",,1.0,Insertion
282,"('#l-ombre', 'De grâce, par pitié, ne me rebute pas. ')","('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')",1.6,Substitution
283,"('#caron', ""La pitié n'est point ici-bas,  Et Caron ne fait point de grâce. "")","('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")",1.42,Substitution
284,"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",,1.0,Insertion
285,"('#caron', ""Crie, hélas ! Tant que tu voudras,  Rien pour rien, en tous lieux, est une loi suivie :  Les mains vides sont sans appas ;  Et ce n'est point assez de payer dans la vie :  Il faut encor payer au-delà du trépas. "")","('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")",0.92,Substitution
286,"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",,1.0,Insertion
287,"('#caron', ""Il importe peu que l'on crie :  Hélas ! Caron, hélas ! Hélas !  Il faut encor payer au-delà du trépas. "")","('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')",1.15,Substitution
288,"('#alcide', ""Sortez, Ombres, faites-moi place,  Vous passerez une autre fois.  Les Ombres s'enfuient."")",,1.0,Insertion
289,"('#caron', 'Ah ! Ma Barque ne peut offrir un si grand poids ! ')",,1.0,Insertion
290,"('#alcide', ""Allons, il faut que l'on me passe. "")",,1.0,Insertion
291,"('#caron', ""Retire-toi d'ici, Mortel, qui que tu sois,  Les Enfers irrités puniront ton audace. "")","('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")",0.12,Substitution
292,"('#alcide', 'Passe-moi sans tant de façons. ')","('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")",1.53,Substitution
293,"('#caron', ""L'eau nous gagne, ma Barque crève. "")","('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')",1.7,Substitution
294,"('#alcide', 'Allons, rame, dépêche, achève. ')",,1.0,Insertion
295,"('#caron', 'Nous enfonçons. ')","('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")",1.69,Substitution
296,"('#alcide', 'Passons, passons. ')",,1.0,Insertion
297,"('#pluton', ""Reçois le juste prix de ton amour fidèle ;  Que ton dessein nouveau soit heureux à jamais :  Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")",0.76,Substitution
298,,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")",1.0,Deletion
299,"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#io', 'Ah ! Quelle peine !')",0.97,Substitution
300,"('#proserpine', ""L'épouse de Pluton te retient auprès d'elle :  Tous tes voeux seront satisfaits. "")",,1.0,Insertion
301,"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")","('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")",0.71,Substitution
302,,"('#choeur-des-chabyles', 'Tôt tôt tôt.')",1.0,Deletion
303,"('#pluton #proserpine', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Les suivants de PLUTON répètent les deux derniers vers, et se réjouissent de la venue d'ALCESTE dans les Enfers, par une espèce de Fête."")","('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")",1.66,Substitution
304,"('#suivants-de-pluton', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Tout Mortel doit ici paraître,  On ne peut naître  Que pour mourir :  De cent maux le Trépas délivre ;  Qui cherche à vivre  Cherche à souffrir.  Venez tous sur nos sombres bords,  Le repos qu'on désire  Ne tient son Empire  Que dans le Séjour des morts.  On danse."")","('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")",1.47,Substitution
305,"('#choeur', ""Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  C'est pour tous une loi nécessaire ;  L'effort qu'on peut faire  N'est qu'un vain effort :  Est-on sage  De fuir ce passage ?  C'est un orage  Qui mène au Port.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  Tous les charmes,  Plaintes, cris, larmes,  Tout est sans armes  Contre la mort.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  On danse."")",,1.0,Insertion
306,"('#alecton', ""Quittez, quittez les Jeux, songez à vous défendre,  Contre un Audacieux unissons nos efforts :  Le Fils de Jupiter vient ici de descendre  Seul, il ose attaquer tout l'Empire des morts. "")","('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",1.0,Substitution
307,"('#pluton', ""Qu'on arrête ce Téméraire,  Armez-vous, Amis, armez-vous,  Qu'on déchaîne Cerbère,  Courez tous, courez tous.  On entend aboyer CERBERE."")","('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")",0.94,Substitution
308,"('#alecton', ""Son bras abat tout ce qu'il frappe,  Tout cède à ses horribles coups,  Rien ne résiste, rien n'échappe. "")",,1.0,Insertion
309,"('#pluton', ""Insolent, jusqu'ici braves-tu mon courroux ?  Quelle injuste audace t'engage  À troubler la paix de ces lieux? "")","('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")",1.21,Substitution
310,"('#alcide', 'Je suis né pour dompter la rage  Des Monstres les plus furieux. ')",,1.0,Insertion
311,"('#pluton', ""Est-ce le Dieu jaloux qui lance lez tonnerre,  Qui t'oblige à porter la guerre  Jusqu'au centre de l'Univers ?  Il tient sous son pouvoir et le Ciel et la Terre,  Veut-il encor ravir l'Empire des Enfers ? "")","('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",1.57,Substitution
312,,"('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')",1.0,Deletion
313,"('#alcide', ""Non, Pluton, règne en paix, jouis de ton partage ;  Je viens chercher Alceste en cet affreux séjour,  Permets que je la rende au jour,  Je ne veux point d'autre avantage :  Si c'est te faire outrage  D'entrer par force dans ta Cour,  Pardonne à mon courage  Et fais grâce à l'amour. "")","('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')",0.84,Substitution
314,"('#proserpine', ""Un grand coeur peut tout quand il aime,  Tout doit céder à son effort.  C'est un Arrêt du Sort,  Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')",0.65,Substitution
315,"('#pluton', ""Les Enfers, Pluton lui-même,  Tout doit en être d'accord ;  Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")",0.34,Substitution
316,"('#suivants-de-pluton', ""Il faut que l'amour extrême  Soit plus fort  Que la mort."")",,1.0,Insertion
317,"('#pluton', ""Que pour revoir le jour, l'Ombre d'Alceste sorte.  Prenez place tous deux au Char dont je me sers :  Qu'au gré de vos voeux, il vous porte ;  Partez, les chemins sont ouverts ;  Qu'une volante Escorte  Vous conduise au travers  Des noires vapeurs des Enfers.  PLUTON donne un coup de son Trident et fait sortir son Char. Alcide et l'Ombre d'Alceste se placent sur le char de Pluton qui les enlève sous la conduite d'une troupe volante de suivants de Pluton."")","('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")",0.98,Substitution
318,"('#admete', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas :  Il ramène Alceste vivante ;  Que chacun chante :  Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas : "")",,1.0,Insertion
319,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')",0.79,Substitution
320,"('#admete', ""Quelle douleur secrète  Rend mon âme inquiète,  Et trouble mon amour ?  Alceste voit encor le jour,  Mais c'est pour un autre qu'Admète. "")","('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")",1.02,Substitution
321,,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",1.0,Deletion
322,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")",0.84,Substitution
323,,"('#la-guerre', 'Que le fer.')",1.0,Deletion
324,,"('#la-famine', 'Que la faim.')",1.0,Deletion
325,,"('#l-incendie', 'Que les feux')",1.0,Deletion
326,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
327,,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",1.0,Deletion
328,"('#admete', ""Ah ! Du moins cachons ma tristesse ;  Alceste dans ces lieux ramène les plaisirs.  Je dois rougir de ma faiblesse ;  Quelle honte à mon coeur, de mêler des soupirs  Avec tant de cris d'allégresse ! "")","('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")",1.58,Substitution
329,"('#choeur', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")",1.08,Substitution
330,"('#admete', 'Par une ardeur impatiente  Courons, et devançons ses pas.  Il ramène Alceste vivante ;  Que chacun chante : ')","('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")",1.12,Substitution
331,"('#tous', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#la-guerre', 'Que le fer.')",1.61,Substitution
332,,"('#la-famine', 'Que la faim.')",1.0,Deletion
333,,"('#l-incendie', 'Que les feux')",1.0,Deletion
334,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
335,,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",1.0,Deletion
336,"('#straton', ""Ne m'ôteras-tu point la chaîne qui m'accable,  Dans ce séjour destiné pour tant d'aimables jeux ?  Ah ! Qu'il est rigoureux  D'être seul misérable,  Quand on voit tout le monde heureux ! "")","('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")",0.54,Substitution
337,,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",1.0,Deletion
338,"('#licas', ""Aujourd'hui qu'Alcide ramène  Alceste des Enfers,  Je veux finir ta peine.  Qu'on ne porte plus d'autres fers  Que ceux dont l'Amour nous enchaîne. "")","('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')",1.18,Substitution
339,"('#ensemble', ""Qu'on ne porte plus d'autres fers  Que ceux dont l'Amour nous enchaîne. "")","('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",0.8,Substitution
340,"('#licas #straton', 'Vois, Céphise, vois qui de nous  Peut rendre ton destin plus doux ;  Et termine enfin nos querelles. ')","('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")",0.72,Substitution
341,"('#licas', 'Mes amours seront éternelles. ')","('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")",1.4,Substitution
342,"('#straton', 'Mon coeur ne sera plus jaloux. ')","('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")",0.8,Substitution
343,"('#licas #straton', 'Entre deux Amants fidèles,  Choisis un heureux Époux. ')","('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")",1.34,Substitution
344,,"('#io', 'Hélas ! comment fléchir une haine implacable !')",1.0,Deletion
345,,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",1.0,Deletion
