,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
1191,,"('#roxane', ""Mais si cela s'apprend, votre gloire..."")",1.0,Deletion
1192,,"('#de-guiche', 'Bah !')",1.0,Deletion
1193,,"('#roxane', 'Mais Le siège, Arras...')",1.0,Deletion
1194,"('#pierre', ""On n'a pas le droit de m'arrêter sans un ordre des Huit.  Je me soucie bien des ordres d'Alexandre !  Où est l'ordre des Huit ?"")","('#de-guiche', 'Tant pis ! Permettez !')",1.25,Substitution
1195,,"('#roxane', 'Non !')",1.0,Deletion
1196,,"('#de-guiche', 'Permets !')",1.0,Deletion
1197,"('#l-officier', ""C'est devant eux que nous vous menons."")",,1.0,Insertion
1198,"('#pierre', ""Si c'est devant eux, je n'ai rien à dire.  De quoi suis-je accusé ?"")","('#roxane', 'Je dois vous le défendre !')",1.36,Substitution
1199,,"('#de-guiche', 'Ah !')",1.0,Deletion
1200,"('#un-homme-du-peuple', 'Comment, Philippe, tu laisses emmener tes enfants au tribunal des Huit ?')","('#roxane', 'Partez ! Christian reste. Je vous veux héroïque, - Antoine ! À part. Haut.')",1.77,Substitution
1201,"('#pierre', 'Répondez donc, de quoi suis-je accusé ?')","('#de-guiche', 'Mot céleste ! Vous aimez donc celui ?...')",1.45,Substitution
1202,,"('#roxane', ""Pour lequel j'ai frémi."")",1.0,Deletion
1203,,"('#de-guiche', 'Je pars ! Êtes-vous contente ? Il lui baise la main.')",1.0,Deletion
1204,"('#l-officier', 'Cela ne me regarde pas. Les soldats sortent avec Pierre et Thomas.')","('#roxane', 'Oui, mon ami ! Il sort.')",1.24,Substitution
1205,,"('#la-duegne', 'Oui mon ami !')",1.0,Deletion
1206,"('#pierre', ""N'ayez aucune inquiétude, mon père, les Huit me renverront souper à la maison, et le bâtard en sera pour ses frais de justice."")","('#roxane', ""Taisons ce que je viens de faire Cyrano m'en voudrait de lui voler sa guerre ! Cousin ! Elle appelle vers la maison."")",1.75,Substitution
1207,,"('#roxane', ""Nous allons chez Clomire. Alcandre y doit Parler, et Lysimon ! Elle désigne la porte d'en face."")",1.0,Deletion
1208,,"('#la-duegne', ""Oui ! Mais mon petit doigt Dit qu'on va les manquer !"")",1.0,Deletion
1209,,"('#cyrano', 'Ne manquez pas ces singes. Ils sont arrivé devant la porte de Clomire.')",1.0,Deletion
1210,"('#philippe', ""J'ai beaucoup d'enfants, mais pas pour longtemps, si cela va si vite.  Où en sommes-nous donc si une vengeance, aussi juste que le ciel que voilà est clair, est punie comme un crime !  Eh quoi !  Les deux aînés d'une famille vieille comme la ville, emprisonnés comme des voleurs de grand chemin !  La plus grossière insulte châtiée, un Salviati frappé, seulement frappé, et des hallebardes en jeu !  Sors donc du fourreau, mon épée !  Si le saint appareil des exécutions judiciaires devient la cuirasse des ruffians et des ivrognes, que la hache et le poignard, cette arme des assassins, protègent l'homme de bien.  Ô Christ !  La justice devenue une entremetteuse !  L'honneur des Strozzi souffleté en place publique, et un tribunal répondant des quolibets d'un rustre !  Un Salviati jetant à la plus noble famille de Florence son gant taché de vin et de sang, et, lorsqu'on le châtie, tirant pour se défendre le coupe-tête du bourreau !  Lumière du soleil !  j'ai parlé, il n'y a pas un quart d'heure, contre les idées de révolte, et voilà le pain qu'on me donne à manger, avec mes paroles de paix sur les lèvres !  Allons, mes bras, remuez !  Et toi, vieux corps courbé par l'âge et par l'étude, redresse-toi pour l'action ! Entre Lorenzo."")","('#la-duegne', 'Oh ! Voyez ! Le heurtoir est entouré de linges !... On vous a bâillonné pour que votre métal Ne troublât pas les beaux discours, - petit brutal ! Au heurtoir. Elle le soulève avec des soins infinis et frappe doucement.')",0.64,Substitution
1211,,"('#roxane', ""Entrons !... Si Christian vient, comme je présume,  Qu'il m'attende ! Du seuil, à Cyrano."")",1.0,Deletion
1212,,"('#cyrano', ""Ah !... Sur quoi, selon votre coutume,  Comptez-vous aujourd'hui l'interroger ? Elle se retourne."")",1.0,Deletion
1213,,"('#roxane', 'Sur...')",1.0,Deletion
1214,"('#lorenzo', ""Demandes-tu l'aumône, Philippe, assis au coin de cette rue ?"")","('#cyrano', 'Sur ?')",1.26,Substitution
1215,"('#philippe', ""Je demande l'aumône à la justice des hommes ; je suis un mendiant affamé de justice, et mon honneur est en haillons."")","('#roxane', 'Mais vous serez muet, là-dessus !')",1.94,Substitution
1216,,"('#cyrano', 'Comme un mur.')",1.0,Deletion
1217,"('#lorenzo', ""Quel changement va donc s'opérer dans le monde, et quelle robe nouvelle va revêtir la nature, si le masque de la colère s'est posé sur le visage auguste et paisible du vieux Philippe ?  Ô mon père, quelles sont ces plaintes ?  Pour qui répands-tu sur la terre les joyaux les plus précieux qu'il y ait sous le soleil, les larmes d'un homme sans peur et sans reproche ?"")","('#roxane', ""Sur rien !... Je vais lui dire : Allez ! Partez sans bride ! Improvisez. Parlez d'amour. Soyez splendide !"")",1.44,Substitution
1218,,"('#cyrano', 'Bon.')",1.0,Deletion
1219,,"('#roxane', 'Chut !...')",1.0,Deletion
1220,,"('#cyrano', 'Chut !...')",1.0,Deletion
1221,,"('#roxane', 'Pas un mot !... Elle rentre et referme la porte.')",1.0,Deletion
1222,,"('#cyrano', 'En vous remerciant. La porte se rouvre et Roxane passe la tête.')",1.0,Deletion
1223,,"('#roxane', 'Il se préparerait !...')",1.0,Deletion
1224,,"('#cyrano', 'Diable, non !...')",1.0,Deletion
1225,,"('#tous-les-deux', 'Chut !... La porte se ferme.')",1.0,Deletion
1226,,"('#cyrano', 'Christian !')",1.0,Deletion
1227,"('#philippe', ""Il faut nous délivrer des Médicis, Lorenzo.  Tu es un Médicis toi-même, mais seulement par ton nom.  Si je t'ai bien connu, si la hideuse comédie que tu joues m'a trouvé impassible et fidèle spectateur, que l'homme sorte de l'histrion !  Si tu as jamais été quelque chose d'honnête, sois-le aujourd'hui.  Pierre et Thomas sont en prison."")","('#cyrano', ""Je sais tout ce qu'il faut. Prépare ta mémoire. Voici l'occasion de se couvrir de gloire. Ne perdons pas de temps. Ne prends pas l'air grognon. Vite, rentrons chez toi, je vais t'apprendre..."")",1.09,Substitution
1228,"('#lorenzo', 'Oui, oui, je sais cela.')","('#christian', 'Non !')",0.65,Substitution
1229,"('#philippe', 'Est-ce là ta réponse ?  Est-ce là ton visage, homme sans épée ?')","('#cyrano', 'Hein ?')",1.45,Substitution
1230,,"('#christian', ""Non ! J'attends Roxane ici."")",1.0,Deletion
1231,"('#lorenzo', 'Que veux-tu ?  dis-le, et tu auras alors ma réponse.')","('#cyrano', 'De quel vertige Es-tu frappé ? Viens vite apprendre...')",1.01,Substitution
1232,"('#philippe', ""Agir !  Comment, je n'en sais rien.  Quel moyen employer, quel levier mettre sous cette citadelle de mort, pour la soulever et la pousser dans le fleuve, quoi faire, que résoudre, quels hommes aller trouver, je ne puis le savoir encore, mais agir, agir, agir !  Ô Lorenzo, le temps est venu.  N'es-tu pas diffamé, traité de chien et de sans-coeur ?  Si je t'ai tenu en dépit de tout ma porte ouverte, ma main ouverte, mon coeur ouvert, parle, et que je voie si je me suis trompé.  Ne m'as-tu pas parlé d'un homme qui s'appelle aussi Lorenzo, et qui se cache derrière le Lorenzo que voilà ?  Cet homme n'aime-t-il pas sa patrie, n'est-il pas dévoué à ses amis ?  Tu le disais, et je l'ai cru.  Parle, parle, le temps est venu."")","('#christian', ""Non, te dis-je ! Je suis las d'emprunter mes lettres, mes discours,  Et de jouer ce rôle, et de trembler toujours !... C'était bon au début ! Mais je sens qu'elle m'aime ! Merci. Je n'ai plus peur. Je vais parler moi-même."")",0.25,Substitution
1233,"('#lorenzo', 'Si je ne suis pas tel que vous le désirez, que le soleil me tombe sur la tête !')","('#cyrano', 'Ouais !')",1.73,Substitution
1234,"('#philippe', ""Ami, rire d'un vieillard désespéré, cela porte malheur.  Si tu dis vrai, à l'action !  J'ai de toi des promesses qui engageraient Dieu lui-même, et c'est sur ces promesses que je t'ai reçu.  Le rôle que tu joues est un rôle de boue et de lèpre, tel que l'enfant prodigue ne l'aurait pas joué dans un jour de démence, et cependant je t'ai reçu.  Quand les pierres criaient à ton passage quand chacun de tes pas faisait jaillir des mares de sang humain, je t'ai appelé du nom sacré d'ami, je me suis fait sourd pour te croire, aveugle pour t'aimer ; j'ai laissé l'ombre de ta mauvaise réputation passer sur mon honneur, et mes enfants ont douté de moi en trouvant sur ma main la trace hideuses du contact de la tienne.  Sois honnête, car je l'ai été ; agis, car tu es jeune, et je suis Vieux."")","('#christian', ""Et qui te dit que je ne saurai pas ?... Je ne suis pas si bête à la fin ! Tu verras ! Mais, mon cher, tes leçons m'ont été profitables. Je saurai parler seul ! Et, de par tous les diables,  Je saurai bien toujours la prendre dans mes bras !... - C'est elle ! Cyrano, non, ne me quitte pas ! Apercevant Roxane, qui ressort de chez Clomire."")",0.61,Substitution
1235,"('#lorenzo', 'Pierre et Thomas sont en prison ; est-ce là tout ?')",,1.0,Insertion
1236,"('#philippe', ""Ô ciel et terre !  Oui, c'est là tout.  Presque rien, deux enfants de mes entrailles qui vont s'asseoir au banc des voleurs.  Deux têtes que j'ai baisées autant de fois que j'ai de cheveux gris, et que je vais trouver demain matin clouées sur la porte de la forteresse ; oui, c'est là tout, rien de plus, en vérité."")","('#cyrano', 'Parlez tout seul, Monsieur. Il disparaît derrière le mur du jardin.')",1.74,Substitution
1237,,"('#roxane', 'Barthénoïde ! - Alcandre ! -  Grémione !...')",1.0,Deletion
1238,"('#lorenzo', ""Ne me parle pas sur ce ton.  Je suis rongé d'une tristesse auprès de laquelle la nuit la plus sombre est une lumière éblouissante. Il s'assoit près de Philippe."")","('#la-duegne', 'On a manqué le discours sur le Tendre ! Elle rentre chez Roxane.')",1.41,Substitution
1239,"('#philippe', ""Que je laisse mourir mes enfants, cela est impossible, vois-tu !  On m'arracherait les bras et les jambes, que, comme le serpent, les morceaux mutilés de Philippe se rejoindraient encore et se lèveraient pour la vengeance.  Je connais si bien tout cela !  Les Huit !  Un tribunal d'hommes de marbre !  Une forêt de spectres sur laquelle passe de temps en temps le vent lugubre du doute qui les agite pendant une minute, pour se résoudre en un mot sans appel !  Un mot, un mot, ô conscience !  Ces hommes-là mangent, ils dorment, ils ont des femmes et des filles !  Ah !  Qu'ils tuent, qu'ils égorgent, mais pas mes enfants, pas mes enfants !"")","('#roxane', ""Urimédonte... Adieu !... C'est vous !... Le soir descend. Attendez. Ils sont loin. L'air est doux. Nul passant. Asseyons-nous. Parlez. J'écoute. Tous saluent Roxane, se resaluent entre eux, se séparent et s'éloignent par différentes rues. Roxane voit Christian. Elle va à lui."")",1.3,Substitution
1240,,"('#christian', 'Je vous aime.')",1.0,Deletion
1241,"('#lorenzo', 'Pierre est un homme ; il parlera, et il sera mis en liberté.')","('#roxane', ""Oui, parlez-moi d'amour."")",1.09,Substitution
1242,"('#philippe', 'Ô mon Pierre, mon premier-né !')","('#christian', ""Je t'aime."")",1.91,Substitution
1243,"('#lorenzo', 'Rentrez chez vous, tenez-vous tranquille ; ou faites mieux, quittez Florence.  Je vous réponds de tout, si vous quittez Florence.')","('#roxane', ""C'est le thème. Brodez, brodez."")",1.48,Substitution
1244,"('#philippe', ""Moi, un banni !  Moi dans un lit d'auberge à mon heure dernière !  Ô Dieu !  Et tout cela pour une parole d'un Salviati !"")","('#christian', 'Je vous...')",1.52,Substitution
1245,"('#lorenzo', 'Sachez-le, Salviati voulait séduire votre fille, mais non pas pour lui seul.  Alexandre a un pied dans le lit de cet homme ; il y exerce le droit du seigneur sur la prostitution.')",,1.0,Insertion
1246,"('#philippe', ""Et nous n'agirions pas !  Ô Lorenzo, Lorenzo !  Tu es un homme ferme, toi, parle-moi, je suis faible, et mon coeur est trop intéressé dans tout cela.  Je m'épuise, vois-tu, j'ai trop réfléchi ici-bas, j'ai trop tourné sur moi-même, comme un cheval de pressoir- je ne vaux plus rien pour la bataille.  Dis-moi ce que tu penses, je le ferai."")",,1.0,Insertion
1247,"('#lorenzo', 'Rentrez chez vous, mon bon monsieur.')","('#roxane', 'Brodez !')",0.76,Substitution
1248,"('#philippe', ""Voilà qui est certain, je vais aller chez les Pazzi.  Là sont cinquante jeunes gens, tous déterminés.  Ils ont juré d'agir ; je leur parlerai noblement, comme un Strozzi et comme un père, et ils m'entendront.  Ce soir, j'inviterai à souper les quarante membres de ma famille ; je leur raconterai ce qui m'arrive.  Nous verrons, nous verrons !  rien n'est encore fait.  Que les Médicis prennent garde à eux !  Adieu, je vais chez les Pazzi ; aussi bien, j'y allais avec Pierre, quand on l'a arrêté."")",,1.0,Insertion
1249,"('#lorenzo', ""Il y a plusieurs démons, Philippe.  Celui qui te tente en ce moment n'est pas le moins à craindre de tous."")","('#christian', ""Je t'aime tant."")",1.57,Substitution
1250,"('#philippe', 'Que veux-tu dire ?')","('#roxane', 'Sans doute. Et puis ?')",1.11,Substitution
1251,"('#lorenzo', ""Prends-y garde, c'est un démon plus beau que Gabriel.  La liberté, la patrie, le bonheur des hommes, tous ces mots résonnent à son approche comme les cordes d'une lyre ; c'est le bruit des écailles d'argent de ses ailes flamboyantes.  Les larmes de ses yeux fécondent la terre, et il tient à la main la palme des martyrs.  Ses paroles épurent l'air autour de ses lèvres ; son vol est si rapide que nul ne peut dire où il va.  Prends-y garde !  Une fois dans ma vie, je l'ai vu traverser les cieux.  J'étais courbé sur mes livres-le toucher de sa main a fait frémir mes cheveux comme une plume légère.  Que je l'aie écouté ou non, n'en parlons pas."")","('#christian', ""Et puis... je serai si content Si vous m'aimiez ! - Dis-moi, Roxane, que tu m'aimes !"")",1.27,Substitution
1252,"('#philippe', ""Je ne te comprends qu'avec peine, et je ne sais pourquoi j'ai peur de te comprendre."")","('#roxane', ""Vous m'offrez du brouet quand j'espérais des crèmes ! Dites un peu comment vous m'aimez ?..."")",1.75,Substitution
1253,,"('#christian', 'Mais... beaucoup.')",1.0,Deletion
1254,"('#lorenzo', ""N'avez-vous dans la tête que cela : délivrer vos fils ?  Mettez la main sur la conscience ; quelque autre pensée plus vaste, plus terrible, ne vous entraîne-t-elle pas, comme un chariot étourdissant, au milieu de cette jeunesse ?"")","('#roxane', 'Oh !... Délabyrinthez vos sentiments !')",1.17,Substitution
1255,,"('#christian', ""Ton cou ! Je voudrais l'embrasser !..."")",1.0,Deletion
1256,"('#philippe', ""Eh bien !  Oui, que l'injustice faite à ma famille soit le signal de la liberté.  Pour moi, et pour tous, j'irai !"")","('#roxane', 'Christian !')",1.86,Substitution
1257,"('#lorenzo', ""Prends garde à toi, Philippe, tu as pensé au bonheur de l'humanité."")","('#christian', ""Je t'aime !"")",0.82,Substitution
1258,,"('#roxane', 'Encore !')",1.0,Deletion
1259,,"('#christian', ""Non, je ne t'aime pas !"")",1.0,Deletion
1260,,"('#roxane', ""C'est heureux."")",1.0,Deletion
1261,"('#philippe', ""Que veut dire ceci ?  Es-tu dedans comme au dehors une vapeur infecte ?  Toi qui m'as parlé d'une liqueur précieuse dont tu étais le flacon, est-ce là ce que tu renfermes ?"")","('#christian', ""Je t'adore !"")",0.76,Substitution
1262,,"('#roxane', 'Oh !')",1.0,Deletion
1263,,"('#christian', 'Oui... Je deviens sot !')",1.0,Deletion
1264,"('#lorenzo', 'Je suis en effet précieux pour vous, car je tuerai Alexandre.')","('#roxane', 'Et cela me déplaît ! Comme il me déplairait que vous devinssiez laid.')",1.4,Substitution
1265,"('#philippe', 'Toi ?')","('#christian', 'Mais...')",0.2,Substitution
1266,,"('#roxane', 'Allez rassembler votre éloquence en fuite !')",1.0,Deletion
1267,,"('#christian', 'Je...')",1.0,Deletion
1268,"('#lorenzo', ""Moi, demain ou après-demain.  Rentrez chez vous, tâchez de délivrer vos enfants ; si vous ne le pouvez pas, laissez leur subir une légère punition ; je sais pertinemment qu'il n'y a pas d'autres dangers pour eux, et je vous répète que, d'ici à quelques jours, il n'y aura pas plus d'Alexandre de Médicis à Florence, qu'il n'y a de soleil à minuit."")","('#roxane', ""Vous m'aimez, je sais. Adieu. Elle va vers la maison."")",1.29,Substitution
1269,"('#philippe', 'Quand cela serait vrai, pourquoi aurais-je tort de penser à la Liberté ?  Ne viendra-t-elle pas quand tu auras fait ton coup, si tu le fais ?')","('#christian', 'Pas tout de suite ! Je vous dirai...')",1.31,Substitution
1270,,"('#roxane', ""Que vous m'adorez... oui, je sais. Non ! Non ! Allez vous-en !"")",1.0,Deletion
1271,,"('#christian', 'Mais je... Elle lui ferme la porte au nez.')",1.0,Deletion
1272,,"('#cyrano', ""C'est un succès."")",1.0,Deletion
1273,,"('#christian', 'Au secours !')",1.0,Deletion
1274,,"('#cyrano', 'Non, Monsieur.')",1.0,Deletion
1275,"('#lorenzo', ""Philippe, Philippe, prends garde à toi.  Tu as soixante ans de vertu sur ta tête grise ; c'est un enjeu trop cher pour le jouer aux dés."")","('#christian', ""Je meurs si je ne rentre En grâce, à l'instant même..."")",1.48,Substitution
1276,"('#philippe', ""Si tu caches sous ces sombres paroles quelque chose que je puisse entendre, parle ; tu m'irrites singulièrement."")","('#cyrano', ""Et comment puis-je, diantre ! Vous faire à l'instant même, apprendre ?..."")",1.37,Substitution
1277,,"('#christian', ""Oh ! Là, tiens, vois ! La fenêtre du balcon s'est éclairée."")",1.0,Deletion
1278,,"('#cyrano', 'Sa fenêtre !')",1.0,Deletion
1279,"('#lorenzo', ""Tel que tu me vois, Philippe, j'ai été honnête.  J'ai cru à la vertu, à la grandeur humaine, comme un martyr croit à son Dieu.  J'ai versé plus de larmes sur la pauvre Italie, que Niobé sur ses filles."")","('#christian', 'Je vais mourir !')",1.43,Substitution
1280,,"('#cyrano', 'Baissez la voix !')",1.0,Deletion
1281,,"('#christian', 'Mourir !...')",1.0,Deletion
1282,,"('#cyrano', 'La nuit est noire...')",1.0,Deletion
1283,"('#philippe', 'Eh bien, Lorenzo ?')","('#christian', 'Eh bien ?')",0.66,Substitution
1284,"('#lorenzo', ""Ma jeunesse a été pure comme l'or.  Pendant vingt ans de silence, la foudre s'est amoncelée dans ma poitrine ; et il faut que je sois réellement une étincelle du tonnerre, car tout_à_coup, une certaine nuit que j'étais assis dans les ruines du Colisée antique, je ne sais pourquoi je me levai, je tendis vers le ciel mes bras trempés de rosée, et je jurai qu'un des tyrans de ma patrie mourrait de ma main.  J'étais un étudiant paisible, et je ne m'occupais alors que des arts et des sciences, et il m'est impossible de dire comment cet étrange serment s'est fait en moi.  Peut-être est-ce là ce qu'on éprouve quand on devient amoureux."")","('#cyrano', ""C'est réparable ! Vous ne méritez pas... Mets-toi là, misérable ! Là, devant le balcon ! Je me mettrai dessous... Et je te soufflerai tes mots."")",0.99,Substitution
1285,,"('#christian', 'Mais...')",1.0,Deletion
1286,,"('#cyrano', 'Taisez-vous !')",1.0,Deletion
1287,,"('#les-pages', 'Hep !')",1.0,Deletion
1288,,"('#cyrano', 'Chut !... Il leur fait signe de parler bas.')",1.0,Deletion
1289,,"('#premier-page', 'Nous venons de donner la sérénade À Montfleury !...')",1.0,Deletion
1290,,"('#cyrano', ""Allez vous mettre en embuscade L'un à ce coin de rue, et l'autre à celui-ci ; Et si quelque passant gênant vient par ici,  Jouez un air !"")",1.0,Deletion
1291,,"('#deuxieme-page', 'Quel air, Monsieur le gassendiste ?')",1.0,Deletion
1292,,"('#cyrano', 'Joyeux pour une femme, et pour un homme, triste ! Appelle-la ! Les pages disparaissent, un à chaque coin de rue. - À Christian.')",1.0,Deletion
1293,,"('#christian', 'Roxane !')",1.0,Deletion
1294,,"('#cyrano', 'Attends ! Quelques cailloux.')",1.0,Deletion
1295,,"('#roxane', ""Qui donc m'appelle ?"")",1.0,Deletion
1296,,"('#christian', 'Moi.')",1.0,Deletion
1297,"('#philippe', ""J'ai toujours eu confiance en toi, et cependant je crois rêver."")","('#roxane', 'Qui, moi ?')",1.1,Substitution
1298,,"('#christian', 'Christian.')",1.0,Deletion
1299,,"('#roxane', ""C'est vous ?"")",1.0,Deletion
1300,,"('#christian', 'Je voudrais vous parler.')",1.0,Deletion
1301,,"('#cyrano', 'Bien. Bien. Presque à voix basse.')",1.0,Deletion
1302,,"('#roxane', 'Non ! Vous parlez trop mal. Allez vous-en !')",1.0,Deletion
1303,,"('#christian', 'De grâce !...')",1.0,Deletion
1304,,"('#roxane', ""Non ! Vous ne m'aimez plus !"")",1.0,Deletion
1305,,"('#christian', ""M'accuser, - justes dieux ! -  De n'aimer plus... quand... j'aime plus !"")",1.0,Deletion
1306,,"('#roxane', ""Tiens, mais c'est mieux !"")",1.0,Deletion
1307,,"('#christian', ""L'amour grandit bercé dans mon âme inquiète... Que ce... cruel marmot prit pour... Barcelonnette !"")",1.0,Deletion
1308,"('#lorenzo', ""Et moi aussi.  J'étais heureux alors, j'avais le coeur et les mains tranquilles, mon nom m'appelait au trône, et je n'avais qu'à laisser le soleil se lever et se coucher pour voir fleurir autour de moi toutes les espérances humaines.  Les hommes ne m'avaient fait ni bien ni mal, mais j'étais bon, et, pour mon malheur éternel, j'ai voulu être grand.  Il faut que je l'avoue, si la Providence m'a poussé à la résolution de tuer un tyran, quel qu'il fût, l'orgueil m'y a poussé aussi.  Que te dirais-je de plus ?  tous les Césars du monde me faisaient penser à Brutus."")","('#roxane', ""C'est mieux ! - Mais, puisqu'il est cruel, vous fûtes sot De ne pas, cet amour, l'étouffer au berceau !"")",0.84,Substitution
1309,,"('#christian', ""Aussi l'ai-je tenté, mais tentative nulle Ce... nouveau-né, Madame, est un petit... Hercule."")",1.0,Deletion
1310,,"('#roxane', ""C'est mieux !"")",1.0,Deletion
1311,"('#philippe', ""L'orgueil de la vertu est un noble orgueil.  Pourquoi t'en défendrais-tu ?"")","('#christian', ""De sorte qu'il... strangula comme rien... Les deux serpents... Orgueil et... Doute."")",1.45,Substitution
1312,"('#lorenzo', ""Tu ne sauras jamais, à moins d'être fou, de quelle nature est la pensée qui m'a travaillé.  Pour comprendre l'exaltation fiévreuse qui a enfanté en moi le Lorenzo qui te parle, il faudrait que mon cerveau et mes entrailles fussent à nu sous un scalpel.  Une statue qui descendrait de son piédestal pour marcher parmi les hommes sur la place publique, serait peut-être semblable à ce que j'ai été, le jour où j'ai commencé à vivre avec cette idée : il faut que je sois un Brutus."")","('#roxane', ""Ah ! C'est très bien. - Mais pourquoi parlez-vous de façon peu hâtive ? Auriez-vous donc la goutte à l'imaginative ?"")",0.83,Substitution
1313,,"('#cyrano', 'Chut ! Cela devient trop difficile !...')",1.0,Deletion
1314,,"('#roxane', ""Aujourd'hui... Vos mots sont hésitants. Pourquoi ?"")",1.0,Deletion
1315,,"('#cyrano', ""C'est qu'il fait nuit,  Dans cette ombre, à tâtons, ils cherchent votre oreille."")",1.0,Deletion
1316,"('#philippe', ""Tu m'étonnes de plus en plus."")","('#roxane', ""Les miens n'éprouvent pas difficulté pareille."")",1.11,Substitution
1317,"('#lorenzo', ""J'ai voulu d'abord tuer Clément VII.  Je n'ai pu le faire parce qu'on m'a banni de Rome avant le temps.  J'ai recommencé mon ouvrage avec Alexandre.  Je voulais agir seul, sans le secours d'aucun homme.  Je travaillais pour l'humanité ; mais mon orgueil restait solitaire au milieu de tous mes rêves philanthropiques.  Il fallait donc entamer par la ruse un combat singulier avec mon ennemi.  Je ne voulais pas soulever les masses, ni conquérir la gloire bavarde d'un paralytique comme Cicéron.  Je voulais arriver à l'homme, me prendre corps à corps avec la tyrannie vivante la tuer, porter mon épée sanglante sur la tribune, et laisser la fumée du sang d'Alexandre monter au nez des harangueurs, pour réchauffer leur cervelle ampoulées."")","('#cyrano', ""Ils trouvent tout de suite ? Oh ! Cela va de soi,  Puisque c'est dans mon coeur, eux, que je les reçois ; Or, moi, j'ai le coeur grand, vous, l'oreille petite. D'ailleurs vos mots à vous descendent : ils vont plus vite,  Les miens montent, Madame : il leur faut plus de temps !"")",1.22,Substitution
1318,,"('#roxane', 'Mais ils montent bien mieux depuis quelques instants.')",1.0,Deletion
1319,,"('#cyrano', ""De cette gymnastique, ils ont pris l'habitude !"")",1.0,Deletion
1320,"('#philippe', 'Quelle tête de fer as-tu, ami !  Quelle tête de fer !')","('#roxane', ""Je vous parle en effet d'une vraie altitude !"")",1.88,Substitution
1321,"('#lorenzo', ""La tâche que je m'imposais était rude avec Alexandre.  Florence était, comme aujourd'hui, noyée de vin et de sang.  L'Empereur et le pape avaient fait un duc d'un garçon boucher.  Pour plaire à mon cousin, il fallait arriver à lui, porté par les larmes des familles, pour devenir son ami, et acquérir sa confiance, il fallait baiser sur ses lèvres épaisses tous les restes de ses orgies.  J'étais pur comme un lis, et cependant je n'ai pas reculé devant cette tâche.  Ce que je suis devenu à cause de cela, n'en parlons pas.  Tu dois comprendre que j'ai souffert, et il y a des blessures dont on ne lève pas l'appareil impunément.  Je suis devenu vicieux, lâche, un objet de honte et d'opprobre ; qu'importe ?  ce n'est pas de cela qu'il s'agit."")","('#cyrano', 'Certes, et vous me tueriez si de cette hauteur Vous me laissiez tomber un mot dur sur le coeur !')",1.08,Substitution
1322,"('#philippe', 'Tu baisses la tête, tes yeux sont humides.')","('#roxane', 'Je descends !')",1.2,Substitution
1323,,"('#cyrano', 'Non !')",1.0,Deletion
1324,,"('#roxane', 'Grimpez sur le banc, alors, vite !')",1.0,Deletion
1325,,"('#cyrano', 'Non !')",1.0,Deletion
1326,,"('#roxane', 'Comment... non ?')",1.0,Deletion
1327,,"('#cyrano', ""Laissez un peu que l'on profite... De cette occasion qui s'offre... de pouvoir Se parler doucement, sans se voir."")",1.0,Deletion
1328,,"('#roxane', 'Sans se voir ?')",1.0,Deletion
1329,"('#lorenzo', ""Non, je ne rougis point ; les masques de plâtre n'ont point de rougeur au service de la honte.  J'ai fait ce que j'ai fait.  Tu sauras seulement que j'ai réussi dans mon entreprise.  Alexandre viendra bientôt dans un certain lieu d'où il ne sortira pas debout.  Je suis au terme de ma peine, et sois certain, Philippe, que le buffle sauvage, quand le bouvier l'abat sur l'herbe, n'est pas entouré de plus de filets, de plus de noeuds coulants, que je n'en ai tissés autour de mon bâtard.  Ce coeur, jusques auquel une armée ne serait pas parvenue en un an, il est maintenant à nu sous ma main ; je n'ai qu'à laisser tomber mon stylet pour qu'il y entre.  Tout sera fait.  Maintenant, sais-tu ce qui m'arrive, et ce dont je veux t'avertir ?"")","('#cyrano', ""Mais oui, c'est adorable. On se devine à peine. Vous voyez la noirceur d'un long manteau qui traîne, J'aperçois la blancheur d'une robe d'été : Moi je ne suis qu'une ombre, et vous qu'une clarté ! Vous ignorez pour moi ce que sont ces minutes ! Si quelquefois je fus éloquent..."")",0.81,Substitution
1330,"('#philippe', 'Tu es notre Brutus, si tu dis vrai.')","('#roxane', 'Vous le fûtes !')",1.06,Substitution
1331,,"('#cyrano', ""Mon langage jamais jusqu'ici n'est sorti De mon vrai coeur..."")",1.0,Deletion
1332,,"('#roxane', 'Pourquoi ?')",1.0,Deletion
1333,"('#lorenzo', ""Je me suis cru un Brutus, mon pauvre Philippe ; je me suis souvenu du bâton d'or couvert d'écorce.  Maintenant je connais les hommes, et je te conseille de ne pas t'en mêler."")","('#cyrano', ""Parce_que... jusqu'ici Je parlais à travers..."")",1.46,Substitution
1334,"('#philippe', 'Pourquoi ?')","('#roxane', 'Quoi ?')",0.0,Match
