,quinault-atys,quinault-isis,Cost,Operation Type
197,"('#melisse', ""Quels secrets par les dieux ne sont point pénétrez ? Deux coeurs à feindre préparés Ont beau cacher leur chaîne, On abuse avec peine Les dieux par l'amour éclairés."")","('#mercure', ""Il donne dans le piège, achevez sans remise Achevez de surprendre Argus et tous ses yeux. Si vous tentez une grande entreprise, Mercure vous conduit, l'amour vous favorise Et vous servez le plus puissant des Dieux. Mercure, les berges, les satyres, et les sylvains rentrent derrière le théâtre."")",0.14,Substitution
198,"('#cybele', ""Va, Mélisse, donne ordre à l'aimable Zéphyr D'accomplir promptement tout ce qu'Atys désire."")","('#syrinx', ""Liberté, liberté S'il est quelque bien au monde C'est la liberté."")",1.44,Substitution
199,"('#cybele', ""Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Des suprêmes grandeurs vous m'avez fait descendre, Mille coeurs m'adoraient, je les néglige tous, Je n'en demande qu'un, il a peine à se rendre ; Je ne sens que chagrins, et que soupçons jaloux ; Est-ce le sort charmant que je devais attendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Hélas ! Par tant d'attraits fallait-il me surprendre ? Heureuse, si toujours j'avais pu m'en défendre ! L'amour qui me flattait me cachait son courroux : C'est donc pour me frapper des plus funestes coups, Que le cruel amour m'a fait un coeur si tendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ?"")","('#syrinx', ""L'empire de l'Amour n'est pas moins agité Que l'empire de l'onde Ne cherchons point d'autre félicité Qu'un doux loisir dans une paix profonde S'il est quelque bien au monde  C'est la liberté. Liberté, liberté ! Dans le temps qu'une partie des Nymphes chante, le reste de la troupe danse."")",0.61,Substitution
200,"('#doris', 'Quoi, vous pleurez ?')",,1.0,Insertion
201,"('#idas', ""D'où vient votre peine nouvelle ?"")",,1.0,Insertion
202,"('#doris', ""N'osez-vous découvrir votre amour à Cybèle ?"")","('#deux-bergers', ""Quel bien devez-vous attendre Beautés qui chassez dans ces lieux Que pouvez-vous prendre Qui vaille un coeur tendre Soumis à vos lois ? Ce n'est qu'en aimant Qu'on trouve un sort charmant Aimez enfin à votre tour Il faut que tout cède à l'amour. Il sait frapper d'un coup certain Le cerf léger qui fuit en vain  Jusque dans les antres secrets Au fond des forêts  Tout doit sentir ses traits. Lorsque l'amour vous appelle, Pourquoi fuyez-vous ses plaisirs ? La Rose nouvelle N'en est que plus belle D'aimer les Zéphirs. Ce n'est qu'en aimant Qu'on trouve un sort charmant, Aimez enfin, à votre tour; Il faut que tout cède à l'amour : Il sait frapper d'un coup certain Le cerf léger qui fuit en vain : Jusques dans les antres secrets Au fonds des forêts, Tout doit sentir ses traits,"")",0.7,Substitution
203,"('#sangaride', 'Hélas !')",,1.0,Insertion
204,"('#doris #idas', 'Qui peut encor redoubler vos ennuis ?')",,1.0,Insertion
205,"('#sangaride', ""Hélas ! J'aime... Hélas ! J'aime..."")","('#pan', 'Je vous aime Nymphe charmante; Un amant, un mortel cherche à plaire à vos yeux ')",1.05,Substitution
206,"('#doris #idas', 'Achevez.')",,1.0,Insertion
207,"('#sangaride', 'Je ne puis.')",,1.0,Insertion
208,"('#doris #idas', ""L'amour n'est guère heureux lorsqu'il est trop timide."")","('#syrinx', ""Pan est un Dieu puissant, je révère les Dieux; Mais le nom d'amour m'épouvante."")",1.16,Substitution
209,"('#sangaride', ""Hélas ! J'aime un perfide Qui trahit mon amour ; La déesse aime Atys, il change en moins d'un jour, Atys comblé d'honneurs n'aime plus Sangaride. Hélas ! J'aime un perfide Qui trahit mon amour."")","('#pan', ""Pour vous faire retrouver le nom d'amant plus doux. J'y joindrai le titre d'époux. Je n'aurai pas de peine  A m'engager dans une aimable chaîne Pour ne jamais changer. Aimez un Dieu qui vous adore."")",0.51,Substitution
210,"('#doris #idas', ""Il nous montrait tantôt un peu d'incertitude ; Mais qui l'eut soupçonné de tant d'ingratitude ?"")","('#syrinx', ""Un époux doit être encore Plus à craindre qu'un amant"")",0.9,Substitution
211,"('#sangaride', ""J'embarrassais Atys, je l'ai vu se troubler : Je croyais devoir révéler Notre amour à Cybèle ; Mais l'ingrat, l'infidèle, M'empêchât toujours de parler."")","('#pan', ""Dissipez de vaines alarmes, Éprouvez l'amour et ses charmes Connaissez les plus doux appas. Non, ce ne peut être  que faute de la connaître Qu'il ne vous plaît pas."")",0.9,Substitution
212,"('#doris #idas', ""Peut-on changer si tôt quand l'amour est extrême ? Gardez-vous, gardez-vous De trop croire un transport jaloux."")","('#syrinx', ""Les maux d'autrui me rendront sage. Ah ! Quel malheur  De laisser engager son coeur ! Pourquoi faut-il le plus beau de son âge Dans une mortelle langueur ? Ah, quel malheur !  Pourquoi n'avoir pas le courage De s'affranchir de la rigueur D'un funeste esclavage ? Ah ! Quel malheur De laisser engager son coeur !"")",0.98,Substitution
213,"('#sangaride', ""Cybèle hautement déclare qu'elle l'aime, Et l'ingrat n'a trouvé cet honneur que trop doux ; Il change en un moment, je veux changer de même, J'accepterai sans peine un glorieux époux, Je ne veux plus aimer que la grandeur suprême."")","('#pan', ""Ah ! Quel dommage Que vous ne sachiez pas aimer ! Que vous sert-il d'avoir tant d'attraits en partage, Si vous en négligez le plus grand avantage ? Que vous sert-il de savoir tout charmer ? Ah, quel dommage Que vous ne sachiez pas aimer !"")",0.87,Substitution
214,,"('#choeurs', 'Aimons sans cesse.')",1.0,Deletion
215,"('#doris #idas', ""Peut-on changer si tôt quand l'amour est extrême ? Gardez-vous, gardez-vous De trop croire un transport jaloux."")","('#choeur-des-nymphes', ""N'aimons jamais."")",1.26,Substitution
216,"('#sangaride', ""Trop heureux un coeur qui peut croire Un dépit qui sert à sa gloire. Revenez ma raison, revenez pour jamais, Joignez-vous au dépit pour étouffer ma flamme, Réparez, s'il se peut, les maux qu'amour m'a fait, Venez rétablir dans mon âme Les douceurs d'une heureuse paix ; Revenez, ma raison, revenez pour jamais."")","('#choeur-de-silvains #satyres #bergers', ""Pour vivre en paix. N'aimons jamais."")",1.37,Substitution
217,"('#doris #idas', ""Une infidélité cruelle N'efface point tous les appas D'un infidèle, Et la raison ne revient pas Si tôt qu'on l'a rappelle."")","('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")",0.93,Substitution
218,"('#sangaride', ""Après une trahison Si la raison ne m'éclaire, Le dépit et la colère Me tiendront lieu de raison."")","('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")",1.17,Substitution
219,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
220,"('#sangaride #doris #idas', ""Qu'une première amour est belle ? Qu'on a peine à s'en dégager ! Que l'on doit plaindre un coeur fidèle Lorsqu'il est forcé de changer."")","('#choeur-des-nymphes', ""N'aimons jamais."")",0.96,Substitution
221,"('#celaenus', ""Belle nymphe, l'hymen va suivre mon envie, L'amour avec moi vous convie À venir vous placer sur un trône éclatant, J'approche avec transport du favorable instant D'où dépend la douceur du reste de ma vie : Mais malgré les appas du bonheur qui m'attend, Malgré tous les transports de mon âme amoureuse, Si je ne puis vous rendre heureuse, Je ne serai jamais content. Je fais mon bonheur de vous plaire, J'attache à votre coeur mes désirs les plus doux."")","('#syrinx', 'On ne peut aimer sans faiblesse.')",1.07,Substitution
222,"('#sangaride', ""Seigneur, j'obéirai, je dépends de mon père, Et mon père aujourd'hui veut que je sois à vous."")",,1.0,Insertion
223,"('#celaenus', 'Regardez mon amour, plutôt que ma couronne.')",,1.0,Insertion
224,"('#sangaride', ""Ce n'est point la grandeur qui me peut éblouir."")","('#pan', ""Que cette faiblesse a d'attraits !"")",1.28,Substitution
225,,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.0,Deletion
226,"('#celaenus', ""Ne sauriez-vous m'aimer sans que l'on vous l'ordonne."")","('#choeur-des-nymphes', ""N'aimons jamais."")",0.94,Substitution
227,"('#sangaride', ""Seigneur contentez-vous que je sache obéir, En l'état où je suis c'est ce que je puis dire..."")",,1.0,Insertion
228,"('#celaenus', 'Votre coeur se trouble, il soupire.')",,1.0,Insertion
229,"('#sangaride', 'Expliquez en votre faveur Tout ce que vous voyez de trouble dans mon coeur.')",,1.0,Insertion
230,"('#celaenus', ""Rien ne m'alarme plus, Atys, ma crainte est vaine, Mon amour touche enfin le coeur de la beauté Dont je suis enchanté : Toi qui fus témoin de ma peine, Cher Atys, sois témoin de ma félicité. Peux-tu la concevoir ? Non, il faut que l'on aime, Pour juger des douceurs de mon bonheur extrême. Mais, près de voir combler mes voeux, Que les moments sont longs pour mon coeur amoureux ! Vos parents tardent trop, je veux aller moi-même Les presser de me rendre heureux."")","('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")",0.73,Substitution
231,"('#atys', ""Qu'il sait peu son malheur ! Et qu'il est déplorable ! Son amour méritait un sort plus favorable : J'ai pitié de l'erreur dont son coeur s'est flatté."")",,1.0,Insertion
232,"('#sangaride', ""Épargnez-vous le soin d'être si pitoyable, Son amour obtiendra ce qu'il a mérité."")","('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")",1.17,Substitution
233,"('#atys', ""Dieux ! Qu'est-ce que j'entends !"")","('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",1.59,Substitution
234,"('#sangaride', ""Qu'il faut que je me venge. Que j'aime enfin le roi, qu'il sera mon époux."")","('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")",1.42,Substitution
235,"('#atys', ""Sangaride, eh d'où vient ce changement étrange ?"")","('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")",1.66,Substitution
236,,"('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",1.0,Deletion
237,"('#sangaride', ""N'est-ce pas vous, ingrat, qui voulez que je change ?"")",,1.0,Insertion
238,"('#atys', 'Moi !')","('#syrinx', 'Pourquoi me suivre de si près.')",1.67,Substitution
239,"('#sangaride', 'Quelle trahison !')","('#pan', 'Pourquoi fuir qui vous aime ?')",1.55,Substitution
240,"('#atys', 'Quel funeste courroux !')","('#syrinx', ""Un amant m'embarrasse."")",1.68,Substitution
241,,"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')",1.0,Deletion
242,"('#atys #sangaride', ""Pourquoi m'abandonner pour une amour nouvelle ? Ce n'est pas moi qui rompt une chaîne si belle."")","('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")",0.21,Substitution
243,"('#atys', ""Beauté trop cruelle, c'est vous."")","('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")",1.49,Substitution
244,"('#sangaride', ""Amant infidèle, c'est vous."")","('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')",0.55,Substitution
245,,"('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")",1.0,Deletion
246,,"('#troupe-de-bergers', 'Cruelle, arrêtez !')",1.0,Deletion
247,"('#atys', ""Ah ! C'est vous, beauté trop cruelle."")","('#troupe-de-sylvains-et-de-satyres', 'Arrêtez cruelle.')",0.2,Substitution
248,"('#sangaride', ""Ah ! C'est vous amant infidèle."")","('#syrinx', 'On me retient de tous côtés')",1.84,Substitution
249,"('#atys #sangaride', ""Beauté trop cruelle, c'est vous, Amant infidèle, c'est vous, Qui rompez des liens si doux."")","('#troupe-de-sylvains-et-de-satyres', 'Cruelle, arrêtez !')",1.22,Substitution
250,"('#sangaride', ""Vous m'avez immolée à l'amour de Cybèle."")","('#syrinx', ""Dieux, protecteurs de l'innocence,  Naïades, Nymphes des eaux. J'implore ici votre assistance. Syrinx se jette dans les eaux."")",1.15,Substitution
251,"('#atys', ""Il est vrai qu'à ses yeux, par un secret effroi, J'ai voulu de nos coeurs cacher l'intelligence : Mais ce n'est que pour vous que j'ai craint sa vengeance, Et je ne la crains pas pour moi. Cybèle m'aime en vain, et c'est vous que j'adore."")","('#pan', ""Où vous exposez-vous ? Quels prodiges nouveaux La nymphe est changée en roseaux ! Hélas ! hélas ! Quel bruit ! Qu'entends-je ! Ah ! Quelle voix nouvelle ! La Nymphe tâche encor d'exprimer ses regrets. Que son murmure est doux ! Que sa plainte a d'attraits. Ne cessons point de nous plaindre avec elle. Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Le vent pénètre dans les roseaux, et leur fait former un bruit plaintif. Pan donne des roseaux aux bergers, aux satyres et aux sylvains qui en forment un concert de flûtes."")",0.71,Substitution
252,"('#sangaride', 'Après votre infidélité, Auriez-vous bien la cruauté De vouloir me tromper encore ?')","('#pan', ""Les yeux qui m'ont charmé ne verront plus le jour Était-ce ainsi, cruelle amour, Qu'il fallait te venger d'une beauté rebelle, N'aurait-il pas suffi de t'en rendre vainqueur  Et de voir dans les fers son insensible coeur, Brûler avec le mien d'une ardeur éternelle ? Que tout ressente mes tourments."")",0.92,Substitution
253,"('#atys', ""Moi ! Vous trahir ? Vous le pensez ? Ingrate, que vous m'offensez ! Hé bien, il ne faut plus rien taire, Je vais de la déesse attirer la colère, M'offrir à sa fureur, puisque vous m'y forcez..."")","('#pan #deux-bergers', ""Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Argus commence à s'assoupir, Mercure déguisé en berger s'approche de lui, et achève de l'endormir en la touchant de son caducée."")",0.55,Substitution
254,"('#sangaride', ""Ah ! Demeurez, Atys, mes soupçons sont passés ; Vous m'aimez, je le crois, j'en veux être certaine. Je le souhaite assez, Pour le croire sans peine."")","('#pan', 'Que ces roseaux plaintifs soient à jamais aimés.')",1.37,Substitution
255,"('#atys', 'Je jure,')",,1.0,Insertion
256,"('#sangaride', 'Je promets,')","('#mercure', ""Il suffit Argus dort, tous ses yeux sont fermés, Allons, que rien ne nous retarde Délivrons la nymphe qu'il garde."")",1.47,Substitution
257,"('#atys #sangaride', 'De ne changer jamais.')",,1.0,Insertion
258,"('#sangaride', ""Quel tourment de cacher une si belle flamme. Redoublons-en l'ardeur dans le fonds de nôtre âme."")","('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")",1.68,Substitution
259,"('#atys #sangaride', 'Aimons en secret, aimons-nous : Aimons plus que jamais, en dépit des jaloux.')","('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')",0.44,Substitution
260,"('#sangaride', 'Mon père vient ici.')","('#mercure', ""Malheureux ! d'où te vient cette audace ?"")",1.56,Substitution
261,"('#atys', 'Que rien ne vous étonne ; Servons-nous du pouvoir que Cybèle me donne, Je vais préparer les zéphyrs À suivre nos désirs.')","('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")",0.93,Substitution
262,"('#sangar', ""Ô vous, qui prenez part au bien de ma famille, Vous, vénérables dieux des fleuves les plus grands, Mes fidèles amis, et mes plus chers parents, Voyez quel est l'époux que je donne à ma fille : J'ai pris soin de choisir entre les plus grands rois."")","('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')",1.19,Substitution
263,,"('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")",1.0,Deletion
264,"('#fleuves', 'Nous approuvons votre choix.')","('#choeurs', 'Fuyons.')",0.68,Substitution
265,,"('#io', 'Vous me quittez ? Quel secours puis-je attendre !')",1.0,Deletion
266,"('#sangar', ""Il a Neptune pour père, Les phrygiens suivent ses lois ; J'ai crû ne pouvoir faire Un choix plus digne de vous plaire."")","('#choeurs', 'Fuyons, Junon vient dans ces lieux.')",1.38,Substitution
267,"('#fleuves', ""Tous, d'une commune voix, Nous approuvons votre choix. Le dieu du fleuve Sangar. Que l'on chante, que l'on danse, Rions tous lorsqu'il le faut ; Ce n'est jamais trop tôt Que le plaisir commence. On trouve bientôt la fin Des jours de réjouissance ; On a beau chasser le chagrin, Il revient plutôt qu'on ne pense."")","('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")",0.61,Substitution
268,,"('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')",1.0,Deletion
269,"('#sangar #fleuves', ""Que l'on chante, que l'on danse, Rions tous lorsqu'il le faut ; Ce n'est jamais trop tôt Que le plaisir commence : Que l'on chante, que l'on danse, Rions tous lorsqu'il le faut."")","('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")",1.3,Substitution
270,"('#fleuves #fontaines #ruisseaux', ""La beauté la plus sévère Prend pitié d'un long tourment, Et l'amant qui persévère Devient un heureux amant. Tout est doux, et rien ne coûte Pour un coeur qu'on veut toucher, L'onde se fait une route En s'efforçant d'en chercher, L'eau qui tombe goutte à goutte Perce le plus dur rocher. L'hymen seul ne saurait plaire, Il a beau flatter nos voeux ; L'amour seul a droit de faire Les plus doux de tous les noeuds. Il est fier, il est rebelle, Mais il charme tel qu'il est ; L'hymen vient quand on l'appelle, L'amour vient quand il lui plaît. Il n'est point de résistance Dont le temps ne vienne à bout, Et l'effort de la constance À la fin doit vaincre tout. Tout est doux, et rien ne coûte Pour un coeur qu'on veut toucher, L'onde se fait une route En s'efforçant d'en chercher, L'eau qui tombe goutte à goutte Perce le plus dur rocher. L'amour trouble tout le monde, C'est la source de nos pleurs ; C'est un feu brûlant dans l'onde, C'est l'écueil des plus grands coeurs : Il est fier, il est rebelle, Mais il charme tel qu'il est ; L'hymen vient quand on l'appelle, L'amour vient quand il lui plaît."")","('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")",0.67,Substitution
271,,"('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')",1.0,Deletion
272,"('#fleuve #fontaine', ""D'une constance extrême, Un ruisseau suit son cours ; Il en sera de même Du choix de mes amours, Et du moment que j'aime C'est pour aimer toujours. Jamais un coeur volage Ne trouve un heureux sort, Il n'a point l'avantage D'être longtemps au port, Il cherche encor l'orage Au moment qu'il en sort."")","('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")",0.75,Substitution
273,"('#fleuves #fontaines', ""Un grand calme est trop fâcheux, Nous aimons mieux la tourmente. Que sert un coeur qui s'exempte De tous les soins amoureux ? À quoi sert une eau dormante ? Un grand calme est trop fâcheux, Nous aimons mieux la tourmente."")","('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")",0.88,Substitution
274,"('#fleuves #fontaines', 'Venez former des noeuds charmants, Atys, venez unir ces bienheureux amants.')","('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')",1.54,Substitution
275,,"('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")",1.0,Deletion
276,"('#atys', ""Cet hymen déplaît à Cybèle, Elle défend de l'achever : Sangaride est un bien qu'il faut lui réserver, Et que je demande pour elle."")","('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")",1.29,Substitution
277,,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")",1.0,Deletion
278,"('#le-choeur', 'Ah quelle loi cruelle !')","('#io', 'Ah ! Quelle peine !')",0.89,Substitution
279,,"('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")",1.0,Deletion
280,,"('#choeur-des-chabyles', 'Tôt tôt tôt.')",1.0,Deletion
281,"('#celaenus', ""Atys peut s'engager lui-même à me trahir ? Atys contre moi s'intéresse ?"")",,1.0,Insertion
282,"('#atys', ""Seigneur, je suis à la déesse, Dés qu'elle a commandé, je ne puis qu'obéir"")","('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")",1.63,Substitution
283,"('#sangar #choeur', ""Pourquoi faut-il qu'elle sépare Deux illustres amants pour qui l'hymen prépare Ses liens les plus doux ?"")","('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")",1.37,Substitution
284,,"('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",1.0,Deletion
285,"('#le-choeur', 'Opposons-nous À ce dessein barbare.')","('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")",1.23,Substitution
286,"('#atys', ""Apprenez, audacieux, Qu'il n'est rien qui n'obéisse Aux souveraines lois de la reine des dieux. Qu'on nous enlève de ces lieux ; Zéphyrs, que sans tarder mon ordre s'accomplisse. Les zéphyrs volent et enlèvent Atys et Sangaride."")","('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")",0.74,Substitution
287,,"('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",1.0,Deletion
288,"('#choeur', 'Quelle injustice !')","('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')",1.87,Substitution
289,"('#celaenus', ""Vous m'ôtez Sangaride ? Inhumaine Cybelle ; Est-ce le prix du zèle Que j'ai fait avec soin éclater à vos yeux ? Préparez-vous ainsi la douceur éternelle Dont vous devez combler ces lieux ? Est-ce ainsi que les rois sont protégés des dieux ? Divinité cruelle, Descendez-vous exprès des cieux Pour troubler un amour fidèle ? Et pour venir m'ôter ce que j'aime le mieux ?"")","('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')",1.04,Substitution
290,"('#cybele', ""J'aimais Atys, l'amour a fait mon injustice ; Il a pris soin de mon supplice ; Et si vous êtes outragé, Bientôt vous serez trop vengé. Atys adore Sangaride."")","('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')",0.6,Substitution
291,"('#celaenus', ""Atys l'adore ? Ah le perfide !"")",,1.0,Insertion
292,"('#cybele', ""L'ingrat vous trahissait, et voulait me trahir : Il s'est trompé lui-même en croyant m'éblouir. Les zéphyrs l'ont laissé, seul, avec ce qu'il aime, Dans ces aimables lieux ; Je m'y suis cachée à leurs yeux ; J'y viens d'être témoin de leur amour extrême."")","('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")",0.56,Substitution
293,"('#celaenus', ""Ô ciel ! Atys plairait aux yeux qui m'ont charmé ?"")",,1.0,Insertion
294,"('#cybele', ""Eh pouvez-vous douter qu'Atys ne soit aimé ? Non, non, jamais amour n'eût tant de violence, Ils ont juré cent fois de s'aimer malgré nous, Et de braver notre vengeance ; Ils nous ont appelés cruels, tyrans, jaloux ; Enfin leurs coeurs d'intelligence, Tous deux... ah je frémis au moment que j'y pense ! Tous deux s'abandonnaient à des transports si doux, Que je n'ai pu garder plus longtemps le silence : NI retenir l'éclat de mon juste courroux."")","('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")",1.28,Substitution
295,"('#celaenus', 'La mort est pour leur crime une peine légère.')","('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')",1.14,Substitution
296,"('#cybele', ""Mon coeur à les punir est assez engagé ; Je vous l'ai déjà dit, croyez-en ma colère, Bientôt vous serez trop vengé."")","('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")",1.04,Substitution
297,,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",1.0,Deletion
298,"('#cybele #celaenus', 'Venez vous livrer au supplice.')","('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")",1.04,Substitution
299,"('#atys #sangaride', ""Quoi la terre et le ciel contre nous sont armés ? Souffrirez-vous qu'on nous punisse ?"")",,1.0,Insertion
300,"('#cybele #celaenus', 'Oubliez-vous votre injustice ?')",,1.0,Insertion
301,"('#atys #sangaride', 'Ne vous souvient-il plus de nous avoir aimés ?')","('#la-guerre', 'Que le fer.')",1.75,Substitution
302,"('#cybele #celaenus', 'Vous changez mon amour en haine légitime.')","('#la-famine', 'Que la faim.')",1.36,Substitution
303,"('#atys #sangaride', ""Pouvez-vous condamner L'amour qui nous anime ? Si c'est un crime, Quel crime est plus à pardonner ?"")","('#l-incendie', 'Que les feux')",1.65,Substitution
304,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
305,"('#cybele #celaenus', ""Perfide, deviez-vous me taire Que c'était vainement que je voulais vous plaire ?"")","('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",1.67,Substitution
306,"('#atys #sangaride', 'Ne pouvant suivre vos désirs, Nous croyons ne pouvoir mieux faire Que de vous épargner de mortels déplaisirs.')","('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")",1.41,Substitution
307,"('#cybele', ""D'un supplice cruel craignez l'horreur extrême."")","('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")",0.84,Substitution
308,"('#cybele #celaenus', 'Craignez un funeste trépas.')","('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")",1.11,Substitution
309,,"('#la-guerre', 'Que le fer.')",1.0,Deletion
310,,"('#la-famine', 'Que la faim.')",1.0,Deletion
311,,"('#l-incendie', 'Que les feux')",1.0,Deletion
312,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
313,,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",1.0,Deletion
314,"('#atys #sangaride', ""Vengez-vous, s'il le faut, ne me pardonnez pas, Mais pardonnez à ce que j'aime."")","('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")",0.82,Substitution
315,,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",1.0,Deletion
