,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
587,"('#monsieur-hardouin', ""Doucement.  Modérez-vous ; et voyons, à tête reposée, s'il n'y auroit pas quelque moyen de finir notre peine."")",,1.0,Insertion
588,"('#monsieur-de-crancey', ""Elle passe pour avoir eu du goût pour vous.  On croît même qu'une assez longue suite de successeurs ne vous a pas fait oublier.  Priez, suppliez, ordonnez ensuite, car on en acquiert le droit avec les femmes.  Que mon sort se décide et promptement ; ou je ne réponds de rien."")",,1.0,Insertion
589,"('#monsieur-hardouin', ""Il faut y penser.  J'y pense ; et plus j'y pense plus la chose me parait difficile."")",,1.0,Insertion
590,"('#monsieur-de-crancey', 'Quoi cette heureuse fécondité en expédients qui vous a fait tant de réputation...')",,1.0,Insertion
591,"('#monsieur-hardouin', 'Et de haines.')",,1.0,Insertion
592,"('#monsieur-de-crancey', 'Cessera-t-elle pour votre ami ?')",,1.0,Insertion
593,"('#monsieur-hardouin', 'Je suis devenu pusillanime, scrupuleux.')","('#le-laquais', ""Pour celui-ci, je ne sais ce qu'il est."")",1.3,Substitution
594,"('#monsieur-de-crancey', ""Je vois ce que c'est.  Vous avez encore des vues sur Madame de Vertillac ; comme elle pourrait bien en avoir sur vous ; et vous craignez..."")",,1.0,Insertion
595,"('#monsieur-hardouin', ""Je crains les reproches de ma conscience ; les vôtres ; mon âme est devenue timorée ; je ne me reconnais pas ; ah si j'étais ce que je fus !  Autrefois !  Et puis, je ne vois que des gens qui veulent la chose et qui ne veulent pas les moyens."")",,1.0,Insertion
596,"('#monsieur-de-crancey', ""Je n'en suis pas."")",,1.0,Insertion
597,"('#monsieur-hardouin', 'Et vous me donneriez carte blanche.')",,1.0,Insertion
598,"('#monsieur-de-crancey', 'Sans balancer.')",,1.0,Insertion
599,"('#monsieur-hardouin', 'Sans me questionner.')","('#monsieur-hardouin', ""Encore quelqu'un ?  C'est une persécution."")",0.93,Substitution
600,"('#monsieur-de-crancey', ""Vous questionner ?  Regardez-moi bien.  Lorsqu'il s'agira de finir mon supplice et celui de mon amie ; fallût-il, les yeux bandés signer un pacte avec le diable, me voilà prêt."")",,1.0,Insertion
601,"('#monsieur-hardouin', ""Ce n'est pas tout à fait cela.  Mais première condition.  Point de curiosité."")",,1.0,Insertion
602,"('#monsieur-de-crancey', ""Je n'en aurai point."")",,1.0,Insertion
603,"('#monsieur-hardouin', 'Seconde condition.  De la docilité.')",,1.0,Insertion
604,"('#monsieur-de-crancey', ""Qu'exigez-vous ?"")",,1.0,Insertion
605,"('#monsieur-hardouin', ""D'ignorer le domicile de ces femmes ; de les laisser en repos ; et de simuler un peu d'indifférence."")",,1.0,Insertion
606,"('#monsieur-de-crancey', ""Moi !  Moi !  Simuler de l'indifférence !  Cela est au-dessus de mes forces.  Je ne saurais.  C'est à m'attirer le mépris de la mère, et à faire mourir de douleur sa fille.  Je ne saurais.  Je ne saurais."")",,1.0,Insertion
607,"('#monsieur-hardouin', 'Avez-vous oublié la menace de Madame de Vertillac.')",,1.0,Insertion
608,"('#monsieur-de-crancey', ""Je me soucie bien de ses menaces.  Un couvent !  On brise les portes d'un couvent ; on en franchit les murs.  Monsieur, l'amour est plus fort que l'enfer."")",,1.0,Insertion
609,"('#monsieur-hardouin', 'Remettez-vous.')",,1.0,Insertion
610,"('#monsieur-de-crancey', 'Me voilà remis.  Oui je suis remis.')",,1.0,Insertion
611,"('#monsieur-hardouin', ""Vous conviendrait-il que Madame de Vertillac ; Madame de Vertillac, entendez-vous, vous suppliât à mains jointes d'avoir la bonté d'épouser mademoiselle sa fille."")",,1.0,Insertion
612,"('#monsieur-de-crancey', 'Me suppliât !')",,1.0,Insertion
613,"('#monsieur-hardouin', ""Oui, oui, vous suppliât ; sans trop présumer de mes forces, je pourrais, je crois, l'amener jusques là."")",,1.0,Insertion
614,"('#monsieur-de-crancey', ""Mais la fuir !  Mais jouer l'indifférence !  Mon ami, ne pourriez-vous pas m'imposer un rôle plus raisonnable et plus facile."")",,1.0,Insertion
615,"('#monsieur-hardouin', 'Homme enragé, que vous demandai-je ?  De ne sortir de votre logis, que quand je vous appellerai.')",,1.0,Insertion
616,"('#monsieur-de-crancey', 'Et cette détention durera-t-elle longtemps ?')",,1.0,Insertion
617,"('#monsieur-hardouin', 'Un jour peut-être.')",,1.0,Insertion
618,"('#monsieur-de-crancey', ""Un jour sans la voir.  Cela ne m'est point encore arrivé.  Un mortel jour entier !  Qu'en pensera-t-elle ?  Vous êtes un tyran.  Allons, j'accorde le jour, mais pas une minute de plus.  À propos, vous ne savez pas ce qui m'a passé par la tête lorsque je conduisais leur voiture.  Au moindre signe de mon amie, je les enlevais toutes deux."")",,1.0,Insertion
619,"('#monsieur-hardouin', ""Qu'eussiez-vous fait de la mère ?"")",,1.0,Insertion
620,"('#monsieur-de-crancey', ""Je ne sais ; mais l'aventure eut fait un tapage enragé ; et il aurait bien fallu qu'elle m'accordât sa fille.  Celle-ci ne l'a pas voulu.  Je crains bien qu'elle ne s'en repente."")",,1.0,Insertion
621,"('#monsieur-hardouin', 'Et vous formiez ce projet sans scrupule ?')",,1.0,Insertion
622,"('#monsieur-de-crancey', 'Aucun.')",,1.0,Insertion
623,"('#monsieur-hardouin', ""Comment, vous êtes presque digne d'être mon confident.  Allez.  Renfermez-vous ; et pour paraître, attendez mes ordres suprêmes."")",,1.0,Insertion
624,"('#monsieur-de-crancey', 'Et je les recevrai avant la fin du jour.')",,1.0,Insertion
625,"('#monsieur-hardouin', 'Avant la fin du jour.')",,1.0,Insertion
626,"('#monsieur-de-crancey', ""Combien je vais souffrir et m'ennuyer !  Que ferai-je ?  Je relirai les lettres ; je lui écrirai ; je baiserai son portrait.  Je..."")",,1.0,Insertion
627,"('#monsieur-hardouin', ""Adieu.  Adieu.  Quel tête !  Mais c'est ainsi qu'il faut aimer, ou ne s'en pas mêler."")",,1.0,Insertion
628,"('#monsieur-hardouin', ""Non, je crois que le ciel, la terre et les enfers ont comploté contre cette pièce...  Les obstacles se succèdent sans relâche...  Un procès à terminer ; une pension à solliciter ; une mère à mettre à la raison.  Et puis arranger des scènes, au milieu de tout cela...  Cela ne se peut.  Ma tête n'y est plus... Hé bien, qu'est-ce ?  Encore quelqu'un ? Il se jette dans un fauteuil. Au laquais."")",,1.0,Insertion
629,"('#le-laquais', ""Pour celui-ci, je ne sais ce qu'il est.  Il est entré brusquement.  Je lui demande ce qu'il veut ; point de réponse.  Je le tire par la manche.  Il me regarde et continue à se promener.  Il a l'oeil un peu hagard.  Il se parle à lui-même.  Il fait des éclats de rire.  Du reste il est très poli.  Si ce n'est pas un fou, c'est un poète."")","('#le-laquais', ""Il est entré brusquement; je lui demande ce qu'il veut : point de réponse.  Je le tire par la manche : il me regarde et continue à se promener en long et en large.  Il a l'oeil un peu hagard ; il se parle à lui-même ; il fait des éclats de rire.  Du reste, il est très poli.  Si ce n'est pas un fou, c'est un poète."")",0.0,Match
630,"('#monsieur-hardouin', ""Je n'y tiens plus.  En dépit de votre prédiction, Monsieur des Renardeaux, vous me verrez à Gisors."")","('#monsieur-hardouin', ""Je n'y tiens plus ; et, en dépit de votre prédiction, Monsieur Renardeau, vous me verrez à Gisors."")",0.0,Match
631,"('#le-laquais', 'Entrera-t-il ?')","('#le-laquais', 'Entrera-t-il ?')",0.0,Match
632,"('#monsieur-hardouin', ""Si c'était un jeune auteur qui eût besoin d'un conseil et qui vînt le chercher ici de la porte Saint-Jacques ou de Picpus, un homme de génie qui manquât de pain, car cela peut arriver.  Hardouin, rappelle-toi le temps où tu habitais le faubourg Saint Médard, et où tu regrettais une pièce de vingt-quatre sols et une matinée perdue.  Qu'il entre."")","('#monsieur-hardouin', ""Si c'était quelque pauvre diable d'auteur qui est besoin d'un conseil et qui vint le chercher ici du fond du faubourg Saint-Jacques ou de Picpus...  Un homme de génie qui manquât de pain, car cela peut arriver...  Qu'il entre."")",0.0,Match
633,"('#monsieur-hardouin', ""Hé !  C'est vous, mon ami."")","('#monsieur-hardouin', ""Eh !  C'est vous, mon ami !"")",0.0,Match
634,"('#monsieur-de-surmont', 'Pourrait-on vous demander ce que vous faites ici.')","('#monsieur-de-surmont', 'Pourrait-on vous demander ce que vous faites ici ?')",0.0,Match
635,"('#monsieur-hardouin', ""J'y enrage.  Et vous qu'y venez-vous faire ?"")","('#monsieur-hardouin', ""J'y enrage.  Et vous, qu'y venez-vous faire?"")",0.0,Match
636,"('#monsieur-de-surmont', ""Je l'ignore.  On m'a appelé, vite, vite et j'accours."")","('#monsieur-de-surmont', ""Je n'en sais rien.  On m'a fait appeler, vite, vite, vite, et j'accours."")",0.0,Match
637,"('#monsieur-hardouin', ""Dieu soit loué, voilà ma pièce faite.  Vous ignorez ce qu'on vous veut ; moi, je vais vous l'apprendre.  C'est sous quelques jours la fête d'une amie.  On se propose de la célébrer, et l'on va vous demander une petite pièce de société que vous ferez, n'est-ce pas."")","('#monsieur-hardouin', ""Dieu soit loué !  Voilà ma pièce faite.  Vous ignorez ce qu'on vous veut ?  Moi, je vais vous le dire.  C'est sous quelques jours la fête d'une amie.  On veut la célébrer ; et l'on va vous demander une parade, un proverbe, un petit divertissement, que vous ferez, n'est-ce pas ?"")",0.0,Match
638,"('#monsieur-de-surmont', 'Et pourquoi pas vous !')","('#monsieur-de-surmont', 'Et pourquoi pas vous ?')",0.0,Match
639,"('#monsieur-hardouin', ""Pourquoi ?  Pour mille raisons dont voici la meilleure.  Il m'a semblé que Madame de Chépy, l'amie de la maîtresse de la maison, ne vous était pas indifférente ; et j'ai pensé qu'il y aurait bien peu de délicatesse à vous ravir une aussi belle occasion de lui faire la cour."")","('#monsieur-hardouin', ""Pourquoi ?  C'est qu'il m'a semblé que Madame de Chepy, l'amie de la maîtresse de la maison, ne vous était pas indifférente, et qu'il est été bien mal à moi de vous ravir une aussi belle occasion de lui faire la cour."")",0.0,Match
640,"('#monsieur-de-surmont', ""Et c'est pour m'obliger."")","('#monsieur-de-surmont', ""Et c'est pour m'obliger ?..."")",0.0,Match
641,"('#monsieur-hardouin', ""Sans doute.  Ainsi voilà la chose arrangée.  Vous ferez la parade, le proverbe, la pièce, ce qu'il vous plaira, à charge de revanche."")","('#monsieur-hardouin', ""Sans doute.  Ainsi voilà la chose arrangée : vous ferez la parade, le proverbe, la pièce, ce qu'il vous plaira."")",0.0,Match
642,"('#monsieur-de-surmont', ""Je ne m'entends guère à cela."")","('#monsieur-de-surmont', ""Je ne m'entends guère à cela."")",0.0,Match
643,"('#monsieur-hardouin', 'Tant mieux.  Ce que je ferais ressemblerait à tout ; ce que vous ferez ne ressemblera à rien.')","('#monsieur-hardouin', 'Tant mieux.  Ce que je ferais ressemblerait à tout : ce que vous ferez ne ressemblera à rien.')",0.0,Match
644,"('#monsieur-de-surmont', ""Il y aura là des beaux esprits, des gens du monde.  Je voudrais bien garder l'incognito."")","('#monsieur-de-surmont', ""Il y aura là des beaux esprits, des gens du monde.  Je voudrais bien garder l'incognito."")",0.0,Match
645,"('#monsieur-hardouin', ""Je vais vous mettre à l'aise.  Si vous réussissez, le succès sera pour votre compte ; si vous tombez, la chute sera pour le mien."")","('#monsieur-hardouin', ""Je vais vous mettre à l'aise.  Si vous réussissez, le succès sera pour votre compte ; si vous tombez, la chute sera pour le mien."")",0.0,Match
646,"('#monsieur-de-surmont', 'Rien de plus obligeant.')","('#monsieur-de-surmont', 'Rien de plus obligeant.')",0.0,Match
647,"('#monsieur-hardouin', ""Mais payez le service réel que je vous rends d'un peu de confiance.  N'est-il pas vrai qu'avec toutes ses fantaisies, ses caprices, ses brusqueries, Madame de Chépy est fort aimable."")","('#monsieur-hardouin', ""Mais payez le service que je vous rends d'un peu de confiance.  N'est-il pas vrai qu'avec toutes ses fantaisies, ses caprices, ses brusqueries, Madame de Chepy..."")",0.0,Match
648,"('#monsieur-de-surmont', ""Je conviendrai de tout ce qu'il vous plaira ; je vous remercierai même, si vous l'exigez."")","('#monsieur-de-surmont', ""Je conviendrai de tout ce qu'il vous plaira ; je vous remercierai même, si vous l'exigez."")",0.0,Match
649,"('#monsieur-hardouin', ""Je n'exige rien.  Je sais obliger sans ostentation et sans intérêt.  Allons.  Partez."")","('#monsieur-hardouin', ""Je n'exige rien ; je sais obliger sans ostentation et sans intérêt ; allons, partez."")",0.0,Match
650,"('#monsieur-de-surmont', 'Verrai-je Madame de Chépy.')","('#monsieur-de-surmont', 'Verrai-je madame de Chepy ?')",0.0,Match
651,"('#monsieur-hardouin', ""Non, si vous voulez rester anonyme.  Mais écrivez-lui un billet honnête qu'elle puisse interpréter comme il lui plaira.  Moins elle s'attendra à cette marque d'attachement plus elle en sera touchée.  Écrivez là...  Comédie, proverbe, parade, impromptu ; ce que vous voudrez ; pourvu que cela soit bien gai, et ne sente pas l'apprêt."")","('#monsieur-hardouin', ""Non, non ; écrivez-lui seulement un billet honnête qu'elle puisse interpréter comme il lui plaira ; et partez, vous dis-je.  Surtout que cela soit bien gai, bien fou et sente tout à fait l'impromptu."")",0.0,Match
652,"('#monsieur-de-surmont', ""Mais encore faudrait-il connaître l'héroïne du jour."")","('#monsieur-de-surmont', ""Mais encore faudrait-il un peu connaÎtre l'héroïne du jour."")",0.0,Match
653,"('#monsieur-hardouin', 'Louez, louez.  La louange est toujours bien accueillie.')","('#monsieur-hardouin', 'Louez, louez ; la louange est toujours bien accueillie.')",0.0,Match
654,"('#monsieur-de-surmont', 'Est-on jeune ?')","('#monsieur-de-surmont', 'Est-on jeune ?')",0.0,Match
655,"('#monsieur-hardouin', 'Non.')","('#monsieur-hardouin', 'Non.')",0.0,Match
656,"('#monsieur-de-surmont', 'Vieille.')","('#monsieur-de-surmont', 'Vieille ?')",0.0,Match
657,"('#monsieur-hardouin', ""Non.  Tous les charmes que l'âge ne détruit pas, on les a.  Vous pouvez tomber à bras raccourci sur les vices, sur les ridicules, sans nous effleurer ; vous étendre à votre aise sur les qualités de l'esprit et du coeur, sans qu'il y ait un mot de perdu.  Insister surtout, sur l'usage du monde, la franchise, la bienfaisance, la discrétion, la politesse, la décence, la dignité et caetera et caetera."")","('#monsieur-hardouin', ""Non.  Tous les charmes que l'âge ne détruit pas, on les a.  Vous pouvez tomber à bras raccourci sur tous les vices, tous les ridicules, sans nous effleurer.  Vous pouvez vous étendre à votre aise sur les qualités de l'esprit et du coeur, sans qu'il y ait un mot de perdu.  Insistez surtout sur l'usage du monde, la franchise, la discrétion, la dignité, la décence, et coetera, et coetera."")",0.0,Match
658,"('#monsieur-de-surmont', ""Je la connais peut-être.  Ne serait-il pas, par hasard une femme que j'ai vue une fois ou deux chez Madame de Chépy, pendant sa maladie ?  Ne s'appellerait-elle pas..."")","('#monsieur-de-surmont', ""Je la connais peut-être.  Ne serait-ce pas par hasard une femme que j'ai vue une fois chez Madame de Chepy, pendant sa maladie, et qui s'appelle Madame de...?"")",0.0,Match
659,"('#monsieur-hardouin', ""Elle ou une autre, qu'est-ce que cela fait ?  Donnez le billet, je vais le faire remettre ; et partez."")","('#monsieur-hardouin', ""Elle ou une autre, qu'est-ce que cela fait ?  Partez.  Attendez : écrivez là le billet pour madame de Chepy ; je le ferai remettre."")",0.0,Match
660,"('#monsieur-hardouin', ""Portez ce billet à Madame de Chépy, et revenez sur-le-champ...  Ah, je respire ; me voilà soulagé d'un poids énorme.  Je me sens léger comme un oiseau ; et je puis me livrer gaiement à l'affaire de mon avocat bas-normand.  Pour celle-là, je la regarde comme finie.  Celle de ma veuve souffrira peut-être de la difficulté ; mais nous verrons ; mon ami Poultier est un si bon homme.  La dame de Vertillac me donnera du fil à retordre.  Si c'était une autre mère, un peu raisonnable, un peu sensée ; mais c'est une folle ; c'est une femme violente ; et l'expédient que j'ai imaginé pourroit aisément produire l'effet opposé.  S'il réussit, à la bonne heure ; s'il manque mon ami de Crancey n'en sera pas plus malheureux.  Moi, je ne risque à cela que des invectives ; mais j'y suis fait.  Je marche depuis vingt ans entre la plainte de mes amis, et mes propres remords...  Dressons nos batteries.  Il me faut... d'abord une lettre de moi à Crancey... La voilà faite.  Il faut une réponse de Crancey... La voilà faite. « Je me lasse, mon ami.  Je suis honnête ; mais l'homme le plus « honnête finit par prendre son parti... »  Fort bien.  Cette réponse de Crancey a la juste mesure, et me plaît...  Mais il faut que celle-cy soit d'une autre main...  Dans le trouble du premier moment, je disposerai de Madame de Vertillac je n'en doute pas ; mais elle est femme à revenir sur ses pas.  Il me faudroit un dédit...  Oui un dédit en bonne forme...  Mais je n'entends rien à cela... Il écrit. Il écrit. Il la relit."")","('#monsieur-hardouin', ""Portez ce billet à Madame de Chepy...  Ouf !  Je respire : me voilà soulagé d'un poids énorme ; je me sens léger comme un oiseau, et je puis me livrer gaiement à l'affaire de ma veuve et à celle de mon avocat bas-normand. Puisque mon premier commis de la marine ne vient point, il faut que j'envoie chez lui ou que j'y aille."")",0.0,Match
661,"('#le-laquais', 'Monsieur, me voilà.')",,1.0,Insertion
662,"('#monsieur-hardouin', ""Écoutez.  Cette lettre, celle-là ; vous vous assiérez à cette table, et vous me la copierez de votre plus belle écriture.  Ensuite, vous courrez rue de la Flèche chez Monsieur des Renardeaux, et vous lui direz que je l'attends ici pour une affaire importante ; il croira que c'est la sienne.  Vous lui direz qu'il vienne sur-le-champ...  Au reste, si on ne le trouve pas, nous dresserons l'acte comme nous pourrons ; sauf à réparer le défaut de la forme, par la force du fond...  Ah, si j'avais voulu, j'aurais été, je crois, un dangereux vaurien...  Mais puisque mon premier commis de la marine ne vient pas, il faut que j'envoie chez lui...  Non, il vaut mieux que j'y aille."")",,1.0,Insertion
663,"('#le-laquais', ""Quel griffonnage !  Cela sait tout excepté peut-être lire et écrire...  Voyons et tâchons surtout de ne pas faire de faute ; une virgule de plus ou de moins suffirait pour le faire sauter aux solives...  Mais qu'est-ce que cela signifie ?...  Il répond lui-même à une lettre qu'il s'est écrite...  Monsieur Hardouin, vous vous ferez quelque mauvaise affaire.  Vous vous mêlez de bien des choses.  Il vous en arrivera mal. Le Laquais reste sur la scène, et continue de copier la lettre, en se souriant à lui-même de sa belle écriture, puis se dépitant, effaçant, grattant, déchirant et recommençant ; et cependant l'orchestre joue cette pantomime."")",,1.0,Insertion
664,"('#monsieur-hardouin', ""Fort bien.  Courez vite chez des Renardeaux...  Tous ces gens-là sont introuvables ; on m'a dit que le Poultier était ici, et nous le verrons, j'espère."")",,1.0,Insertion
665,"('#mademoiselle-beaulieu', ""Je vous l'avais bien dit, madame est d'une humeur empestée.  J'ai cru que je ne viendrais jamais à bout de la coiffer.  Et vous, monsieur, où en êtes-vous."")","('#mademoiselle-beaulieu', ""Je vous l'avais bien dit : madame est d'une humeur empestée.  J'ai cru que je ne viendrais jamais à bout de la coiffer.  Et vous, monsieur, où en êtes-vous?"")",0.0,Match
666,"('#monsieur-hardouin', ""C'est fait."")","('#monsieur-hardouin', ""C'est fait."")",0.0,Match
667,"('#mademoiselle-beaulieu', ""Fort bien.  Je viens de sa part vous casser aux gages, et vous prévenir qu'elle ne veut absolument rien de vous."")","('#mademoiselle-beaulieu', ""Fort bien.  Je viens de sa part vous casser aux gages et vous prévenir qu'elle ne veut absolument rien de vous.  Vous dirai-je le reste ?"")",0.0,Match
668,"('#monsieur-hardouin', 'Pourquoi cela ?')","('#monsieur-hardouin', 'Dites, mademoiselle.')",0.95,Substitution
669,"('#mademoiselle-beaulieu', ""Ou parce qu'elle a changé d'avis ; c'est un bon coeur ; mais une tête de girouette ; ou ce qui me semble plus vraisemblable, parce qu'elle compte sur le secours d'un autre.  Acheverai-je ma commission ?"")",,1.0,Insertion
670,"('#monsieur-hardouin', ""Il n'y faut pas manquer."")",,1.0,Insertion
671,"('#mademoiselle-beaulieu', ""J'ai ordre d'ajouter qu'elle n'aura pas de peine à trouver un aussi mauvais poète, et qu'elle en aura moins encore à trouver un homme plus officieux."")","('#mademoiselle-beaulieu', ""Elle a ajouté qu'elle n'aurait pas de peine à trouver un aussi mauvais poète, et qu'elle en aurait encore moins à trouver un homme plus honnête."")",0.0,Match
672,"('#monsieur-hardouin', ""Mademoiselle, vous aurez la bonté de lui répondre de ma part que j'aurois le plus grand plaisir à me conformer à ses derniers ordres ; mais qu'ils arrivent un peu tard ; qu'au reste, il est plus aisé de brûler une pièce que de la faire...  Vous souriez...  Auriez-vous quelque chose de plus à me dire ?"")","('#monsieur-hardouin', ""Mademoiselle, vous aurez la bonté de lui répondre de ma part que j'aurais le plus grand plaisir à me conformer à ses derniers ordres, mais qu'ils arrivent trop tard ; qu'au reste, il est plus aisé de brûler une pièce que de la faire."")",0.0,Match
673,"('#mademoiselle-beaulieu', 'Oui.')",,1.0,Insertion
674,"('#monsieur-hardouin', ""Qu'est-ce ?"")","('#mademoiselle-beaulieu', 'Vrai, elle est faite ?')",0.86,Substitution
675,"('#mademoiselle-beaulieu', ""C'est que si je fais des boucles ; je fais aussi quelquefois des plaisanteries... Vrai, la pièce est faite. Hardouin sourit."")",,1.0,Insertion
676,"('#monsieur-hardouin', ""Non, elle se fait.  Qu'est-ce que cet énorme bouquet ?  Il est beau, très beau ; mais toutes ces roses ne vaudront jamais la touffe de lys, ou le seul bouton qu'elles nous cachent."")","('#monsieur-hardouin', ""Non ; elle se fait.  Qu'est-ce que cet énorme bouquet-là ?  Il est beau, très beau ; mais toutes ces roses ne vaudront jamais la touffe de lys ou le seul bouton qu'elles nous cachent."")",0.0,Match
677,"('#mademoiselle-beaulieu', ""S'il nous faut des couplets ; il nous faut aussi des bouquets, et nous sommes allés mettre au pillage les parterres de Monsieur Poultier.  Comme il n'est jamais sûr de son temps, et que ses affaires pourraient l'arrêter à Versailles le jour de la fête de Madame de Malves ; il est venu présenter son hommage d'avance."")","('#mademoiselle-beaulieu', ""S'il nous faut des couplets, il nous faut aussi des bouquets ; et nous sommes allés tous mettre au pillage les parterres de Monsieur Poultier.  Comme il n'est jamais sûr de son temps, et que les affaires pourraient l'arrêter à Versailles le jour de la fête de madame de Malves, il est venu présenter son hommage d'avance."")",0.0,Match
678,"('#monsieur-hardouin', 'Il est ici ?')","('#monsieur-hardouin', 'Il est ici ?')",0.0,Match
679,"('#mademoiselle-beaulieu', ""Je crois que je l'entends descendre."")","('#mademoiselle-beaulieu', ""Je crois que je l'entends descendre."")",0.0,Match
680,"('#monsieur-hardouin', ""Monsieur Poultier ; Monsieur Poultier ; c'est Hardouin, c'est moi qui vous appelle.  Un mot, s'il vous plaît."")","('#monsieur-hardouin', ""Monsieur Poultier, monsieur Poultier, c'est Hardouin, c'est moi qui vous appelle.  Un mot, s'il vous plaît."")",0.0,Match
681,"('#monsieur-poultier', ""Vous êtes un indigne.  Je ne devrais pas vous apercevoir.  Y a-t-il deux ans que vous me promettez, de semaine en semaine, de venir dîner avec nous ?  Il est vrai qu'on m'a dit que c'était par cette raison qu'il n'y fallait pas compter.  Mais, rancune tenante, que me voulez-vous ?"")","('#monsieur-poultier', ""Vous êtes un indigne ; je ne devrais pas vous apercevoir.  Y a-t-il deux ans que vous me promettez, de semaine en semaine, de venir dîner avec nous ?  Il est vrai qu'on m'a dit que c'était par cette raison qu'il n'y fallait pas compter.  Mais, rancune tenante, que me voulez-vous ?"")",0.0,Match
682,"('#monsieur-hardouin', ""Auriez-vous un quart d'heure à m'accorder."")","('#monsieur-hardouin', ""Auriez-vous un quart d'heure à m'accorder ?"")",0.0,Match
683,"('#monsieur-poultier', ""Oui, un quart d'heure ; mais pas davantage.  C'est jour de dépêches."")","('#monsieur-poultier', 'Une heure, si vous voulez.')",0.54,Substitution
684,"('#monsieur-hardouin', ""Qui que ce soit qui vienne, je n'y suis pas.  Qui que ce soit, entendez-vous."")","('#monsieur-hardouin', ""Qui que ce soit qui vienne, sans aucune exception, je n'y suis pas."")",0.0,Match
685,"('#monsieur-poultier', 'Cela semble annoncer une affaire grave.')","('#monsieur-poultier', 'Cela semble annoncer une affaire grave.')",0.0,Match
686,"('#monsieur-hardouin', ""Très grave.  Avez-vous toujours de l'amitié pour moi ?"")","('#monsieur-hardouin', ""Très grave.  Avez-vous toujours de l'amitié pour moi ?"")",0.0,Match
687,"('#monsieur-poultier', ""Oui, traître.  Malgré tous vos travers, est-ce qu'on peut s'en empêcher ?"")","('#monsieur-poultier', ""Oui, traître.  Malgré tous vos travers, est-ce qu'on peut s'en empêcher ?"")",0.0,Match
688,"('#monsieur-hardouin', ""Si je me jetais à vos genoux, et que j'implorasse votre secours, dans la circonstance de ma vie la plus importante, me l'accorderiez-vous ?"")","('#monsieur-hardouin', ""Si je me jetais à vos genoux, et que j'implorasse votre secours, dans la circonstance de ma vie la plus importante, me l'accorderiez-vous ?"")",0.0,Match
689,"('#monsieur-poultier', 'Auriez-vous besoin de ma bourse ?')","('#monsieur-poultier', 'Auriez-vous besoin de ma bourse ?')",0.0,Match
690,"('#monsieur-hardouin', 'Non.')","('#monsieur-hardouin', 'Non.')",0.0,Match
691,"('#monsieur-poultier', 'Vous seriez-vous fait encore une affaire.')","('#monsieur-poultier', 'Vous seriez-vous encore fait une affaire ?')",0.0,Match
692,"('#monsieur-hardouin', 'Non.')","('#monsieur-hardouin', 'Non.')",0.0,Match
693,"('#monsieur-poultier', ""Parlez, demandez ; et soyez sûr que, si la chose n'est pas impossible, elle se fera."")","('#monsieur-poultier', ""Parlez, demandez, et soyez sûr que si la chose n'est pas impossible, elle se fera."")",0.0,Match
694,"('#monsieur-hardouin', 'Je ne sais par où commencer.')","('#monsieur-hardouin', 'Je ne sais par où commencer.')",0.0,Match
695,"('#monsieur-poultier', 'Avec moi ?  Allez droit au fait.')","('#monsieur-poultier', 'Avec moi !  Allez droit au fait.')",0.0,Match
696,"('#monsieur-hardouin', 'Connaissez-vous Madame Bertrand.')","('#monsieur-hardouin', 'Connaissez-vous madame Bertrand ?')",0.0,Match
697,"('#monsieur-poultier', ""Cette diable de veuve qui, depuis six mois, tient la ville et la cour à nos trousses, et qui nous a fait plus d'ennemis en un jour, que dix autres solliciteuses ne nous en auraient fait en dix ans ?  Encore trois ou quatre clientes comme elle, et il faudrait déserter les bureaux.  Que veut-elle ?  Une pension ?  On la lui offre.  Que voulez-vous ?  qu'on l'augmente ?  On l'augmentera."")","('#monsieur-poultier', ""Cette diable de veuve qui, depuis six mois, tient la ville et la cour à nos trousses, et qui nous a fait plus d'ennemis en un jour, que dix autres solliciteuses ne nous en auraient fait en dix ans !  Encore trois ou quatre clientes comme elle, et il faudrait déserter les bureaux.  Que veut-elle ?  Une pension, on la lui offre.  Que voulez-vous ?  Qu'on l'augmente, on l'augmentera."")",0.0,Match
698,"('#monsieur-hardouin', ""Ce n'est pas cela.  Elle consent qu'on la diminue, pourvu qu'on la rende réversible sur la tête de son fils."")","('#monsieur-hardouin', ""Ce n'est pas cela.  Elle consent qu'on la diminue, pourvu qu'on la rende réversible sur la tête de son fils."")",0.0,Match
