,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
402,"('#sganarelle', ""Il est fort charitable. Voyez, se marier pour vous ôter l'ennui D'être Religieuse ; attendez tout de lui."")",,1.0,Insertion
403,"('#leonor', ""Si j'osais m'assurer..."")",,1.0,Insertion
404,"('#sganarelle', ""C'est une bagatelle, Que ce qu'il vous promet. Sa bonté naturelle Va si loin, qu'il est prêt, pour faire trêve aux coups D'épouser, s'il le faut, votre Tante avec vous."")",,1.0,Insertion
405,"('#leonor', ""Ah, qu'il n'en fasse rien ; elle est si dégoûtante... Mais moi, suis-je assez belle..."")",,1.0,Insertion
406,"('#don-juan', ""Ah Ciel ! Toute charmante. Quelle douceur pour moi de vivre sous vos lois ! Non, ce qui fait l'hymen n'est point de notre choix ; J'en suis trop convaincu ; je vous connais à peine, Et tout_à_coup je cède à l'amour qui m'entraîne."")","('#sganarelle', ""Morbleu, je suis bien sot en effet de vouloir m'amuser avec vous ; faites tout ce que vous voudrez, il m'importe bien que vous vous perdiez ou non, et que..."")",0.46,Substitution
407,"('#leonor', ""Je voudrais qu'il fût vrai, car ma tante, et la peur Que me fait le couvent..."")",,1.0,Insertion
408,"('#don-juan', 'Ah, connaissez mon coeur. Voulez-vous que ma foi, pour preuve indubitable ; Vous fasse le serment le plus épouvantable ? Que le Ciel...')",,1.0,Insertion
409,"('#leonor', 'Je vous crois, ne jurez point.')",,1.0,Insertion
410,"('#don-juan', 'Et bien ?')",,1.0,Insertion
411,"('#leonor', ""Mais pour nous marier, sans que l'on en sût rien, Si la chose pressait, comment faudrait-il faire ?"")","('#don-juan', 'Tais-toi.  Songeons à notre affaire.  Ne serions nous point égarés ?  Appelle cet homme que voilà là-bas pour lui demander le chemin.')",0.89,Substitution
412,"('#don-juan', 'Il faudrait avec moi venir chez un Notaire, Signer le Mariage, et quand tout serait fait, Nous laisserions gronder votre Tante.')",,1.0,Insertion
413,"('#sganarelle', ""En effet, Quand une chose est faite, elle n'est pas à faire."")",,1.0,Insertion
414,"('#leonor', ""Oh, ma tante et ma soeur seront bien en colère ; Car j'aurai pour ma part plus de vingt mille écus, Bien des gens me l'ont dit."")",,1.0,Insertion
415,"('#don-juan', ""Vous me rendez confus. Pensez-vous que ce soit votre bien qui m'engage ? Ce sont les agréments de ce charmant visage, Cette bouche, ces yeux. Enfin soyez à moi, Et je renonce au reste."")",,1.0,Insertion
416,"('#sganarelle', 'Il est de bonne foi. Vos écus sont pour lui des beautés peu touchantes.')","('#sganarelle', ""Holà, ho, l'homme ; ho, mon compère, ho, l'ami, un petit mot s'il vous plaît. "")",1.11,Substitution
417,"('#leonor', ""J'ai dans le Bourg voisin une de mes Parentes, Qui veut qu'on me marie, et qui m'a toujours dit, Que si quelqu'un m'aimait..."")",,1.0,Insertion
418,"('#don-juan', ""C'est avoir de l'esprit."")",,1.0,Insertion
419,"('#leonor', 'Elle envoierait chercher de bon coeur le notaire. Si nous allions chez elle ?')",,1.0,Insertion
420,"('#don-juan', 'Et bien, il le faut faire. Me voilà prêt, allons.')",,1.0,Insertion
421,"('#leonor', 'Mais quoi, seule avec vous ?')",,1.0,Insertion
422,"('#don-juan', ""Vous avecque moi, c'est suivre votre époux. Est-ce scrupule à faire après la foi promise ?"")",,1.0,Insertion
423,"('#leonor', ""Pas trop, mais j'ai toujours..."")",,1.0,Insertion
424,"('#don-juan', 'Vous verrez ma franchise.')",,1.0,Insertion
425,"('#leonor', 'Du moins...')",,1.0,Insertion
426,"('#don-juan', 'Par où faut-il vous mener ?')","('#sganarelle', 'Enseignez-nous un peu le chemin qui mène à la ville. ')",0.66,Substitution
427,"('#leonor', 'Par ici. Mais quel malheur !')",,1.0,Insertion
428,"('#don-juan', 'Comment ?')",,1.0,Insertion
429,"('#leonor', 'Ma Tante que voici...')",,1.0,Insertion
430,"('#don-juan', ""Le fâcheux contretemps ! Qui diable nous l'amène ?"")",,1.0,Insertion
431,"('#sganarelle', ""Ma foi, c'en était fait sans cela."")",,1.0,Insertion
432,"('#don-juan', 'Quelle peine !')",,1.0,Insertion
433,"('#leonor', ""Sans rien dire, venez m'attendre ici ce soir, Je m'y rendrai."")",,1.0,Insertion
434,"('#therese', ""Vraiment, j'aime assez à vous voir. Impudente ; il vous faut parler avec des hommes."")",,1.0,Insertion
435,"('#sganarelle', 'Vous ne savez pas bien, Madame, qui nous sommes.')",,1.0,Insertion
436,"('#leonor', ""Est-ce faire du mal, quand c'est à bonne fin ? Ce monsieur-là m'a dit qu'il était Médecin, Et je lui demandais si pour guérir votre Asthme, Il ne savait pas."")",,1.0,Insertion
437,"('#sganarelle', ""Oui ; j'ai certain cataplasme, Qui posé, lorsqu'on tombe en suffocation, Facilite aussitôt la respiration."")",,1.0,Insertion
438,"('#therese', ""Eh, mon_Dieu, là-dessus j'ai vu les plus habiles, Leurs Remèdes me sont Remèdes inutiles."")",,1.0,Insertion
439,"('#sganarelle', ""Je le crois. La plupart des plus grands Médecins Ne sont bons qu'à venir visiter des bassins ; Mais pour moi qui vais droit au souverain Dictame, Je guéris de tous maux, et je voudrais, Madame, Que votre Asthme vous tînt du haut jusques au bas, Trois jours mon Cataplasme, il n'y paraîtrait pas."")",,1.0,Insertion
440,"('#therese', 'Hélas ! Que vous feriez une admirable cure !')",,1.0,Insertion
441,"('#sganarelle', ""Je parle hardiment, mais ma parole est sûre. Demandez à Monsieur. Outre l'asthme, il avait Un Bolus au côté qui toujours s'élevait. Du Diaphragme impur l'humeur trop réunie Le mettait tous les ans dix fois à l'agonie. En huit jours, je vous ai balayé tout cela, Nettoyé l'impur, et... Regardez, le voilà Aussi frais, aussi plein de vigueur énergique, Que s'il n'avait jamais eu tache d'Asthmatique."")",,1.0,Insertion
442,"('#therese', ""Son teint est frais sans doute, et d'un vif éclatant."")",,1.0,Insertion
443,"('#sganarelle', ""Ça, voyons votre pouls. Il est intermittent ; La palpitation du poumon s'y dénote."")",,1.0,Insertion
444,"('#therese', 'Quelquefois...')",,1.0,Insertion
445,"('#sganarelle', ""Votre langue. Elle n'est pas tant sotte. En dessous, levez-là. L'Asthme y paraît marqué. Ah, si mon cataplasme était vite appliqué..."")",,1.0,Insertion
446,"('#therese', ""Où donc l'applique-t-on ?"")",,1.0,Insertion
447,"('#sganarelle', ""Tout droit sur la partie, Où la force de l'asthme est le plus départie. Comme l'obstruction se fait de ce côté, Il faut, autant qu'on peut, la mettre en liberté ; Car selon que d'abord la chaleur restringente A pu se ramasser, la partie est souffrante, Et laisse à respirer le conduit plus étroit. Or est-il que le chaud ne vient jamais du froid. Par conséquent, sitôt que dans une famille, Vous voyez que le mal prend cours..."")",,1.0,Insertion
448,"('#therese', 'Petite fille, Passez de ce côté.')",,1.0,Insertion
449,"('#sganarelle', 'Ne différez jamais.')",,1.0,Insertion
450,"('#don-juan', 'Vous viendrez donc ce soir ?')",,1.0,Insertion
451,"('#leonor', 'Oui, je vous le promets.')",,1.0,Insertion
452,"('#sganarelle', 'À vous cataplasmer commencez de bonne heure. En quel lieu faites-vous ici votre demeure ?')",,1.0,Insertion
453,"('#therese', 'Vous voyez ma Maison.')",,1.0,Insertion
454,"('#sganarelle', ""Dans trois heures d'ici, Prenez dans un ouf frais de cette poudre-ci, Et du reste du jour ne parlez à personne. Voilà jusqu'à demain ce que je vous ordonne, Je ne manquerai pas à me rendre chez vous."")","('#francisque', ""Vous n'avez qu'à suivre cette route, Messieurs, et détourner à main droite quand vous serez au bout de la forêt.  Mais je vous donne avis que vous devez vous tenir sur vos gardes, et que depuis quelque temps il y a des voleurs ici autour. "")",0.6,Substitution
455,"('#therese', 'Venez, vous faites seul mon espoir le plus doux. Allons, petite fille, aidez-moi.')","('#don-juan', 'Je te suis bien obligé, mon ami, et je te rends grâce de tout mon coeur de ton bon avis. ')",1.2,Substitution
456,"('#leonor', 'Ça, ma tante.')",,1.0,Insertion
457,"('#sganarelle', ""Qu'en dites-vous, Monsieur ?"")",,1.0,Insertion
458,"('#don-juan', 'La rencontre est plaisante.')",,1.0,Insertion
459,"('#sganarelle', ""M'érigeant en docteur, j'ai là fort à propos, Pour amuser la tante, étalé de grands mots."")",,1.0,Insertion
460,"('#don-juan', 'Où diable as-tu pêché ce jargon ?')",,1.0,Insertion
461,"('#sganarelle', ""Laissez faire. J'ai servi quelque temps chez un apothicaire. S'il faut jaser encor, je suis médecin né. Mais ce tabac en poudre à la vieille donné ?"")",,1.0,Insertion
462,"('#don-juan', 'Sa nièce est fort aimable, et doit ici se rendre Quand le jour...')",,1.0,Insertion
463,"('#sganarelle', ""Quoi, Monsieur, vous l'y viendrez attendre ?"")",,1.0,Insertion
464,"('#don-juan', 'Oui, sans doute.')",,1.0,Insertion
465,"('#sganarelle', ""Et de là, vous, l'épouseur banal, Vous irez lui passer un écrit nuptial."")",,1.0,Insertion
466,"('#don-juan', ""Souffrir, faute d'un mot, qu'elle échappe à ma flamme ?"")",,1.0,Insertion
467,"('#sganarelle', 'Quel diable de métier ! Toujours femme sur Femme !')",,1.0,Insertion
468,"('#don-juan', ""En vain pour moi ton zèle y voit de l'embarras, Les femmes n'en font point."")",,1.0,Insertion
469,"('#sganarelle', ""Je ne vous comprends pas. Mille Gens, dont je vois partout qu'on se contente, En ont souvent trop d'une, et vous en prenez trente !"")",,1.0,Insertion
470,"('#don-juan', ""Je ne me pique pas aussi de les garder ; Le grand nombre en ce cas pourrait m'incommoder."")",,1.0,Insertion
471,"('#sganarelle', 'Pourquoi ? Vous en feriez un Sérail. Mais je tremble. Quel cliquetis ? Monsieur, ah !')","('#sganarelle', 'Ha, Monsieur, quel bruit, quel cliquetis !')",0.0,Match
472,"('#don-juan', 'Trois hommes ensemble En attaquent un seul, il faut le secourir.')","('#don-juan', 'Que vois-je là, un homme attaqué par trois autres ?  La Partie est trop inégale, et je ne dois pas souffrir cette lâcheté. Il court au lieu du combat.')",0.74,Substitution
473,"('#sganarelle', ""Voilà l'humeur de l'homme. Où s'en va-t-il courir ? S'aller faire échiner sans qu'il soit nécessaire. Quels grands coups il allonge ! Il faut le laisser faire. Le plus sûr cependant est de m'aller cacher. S'il a besoin de moi, qu'il vienne me chercher."")","('#sganarelle', ""Mon maître est un vrai enragé d'aller se présenter à un péril qui ne le cherche pas ; mais, ma foi ! Le secours a servi, et les deux ont fait fuir les trois. "")",0.44,Substitution
474,"('#don-carlos', ""Ces Voleurs par leur fuite ont fait assez connaître Qu'où votre bras se montre on n'ose plus paraître, Et je ne puis nier qu'à cet heureux secours, Si je respire encor, je ne doive mes jours. Ainsi, Monsieur, souffrez que pour vous rendre grâce..."")","('#don-carlos', ""On voit, par la fuite de ces voleurs, de quel secours est votre bras, souffrez, Monsieur, que je vous rende grâce d'une action si généreuse, et que... "")",0.0,Match
475,"('#don-juan', ""J'ai fait ce que vous-même auriez fait à ma place, Et prendre ce parti contre leur lâcheté, Était plutôt devoir que générosité. Mais d'où vous êtes-vous attiré leur poursuite ?"")","('#don-juan', ""Je n'ai rien fait, Monsieur, que vous n'eussiez fait en ma place.  Notre propre honneur est intéressé dans de pareilles aventures, et l'action de ces coquins était si lâche, que c'eût été y prendre part que de ne s'y pas opposer, mais par quelle rencontre vous êtes-vous trouvé entre leurs mains ? "")",0.0,Match
476,"('#don-carlos', ""Je m'étais par malheur écarté de ma suite. Ils m'ont rencontré seul, et mon cheval tué À leur infâme audace a fort contribué. Sans vous j'étais perdu."")","('#don-carlos', ""Je m'étais par hasard égaré d'un frère, et de tous ceux de notre suite, et comme je cherchais à les rejoindre, j'ai fait rencontre de ces voleurs, qui d'abord ont tué mon cheval, et qui sans votre valeur en auraient fait autant de moi. "")",0.0,Match
477,"('#don-juan', 'Vous allez à la ville ?')","('#don-juan', ""Votre dessein est-il d'aller du côté de la ville ? "")",0.0,Match
478,"('#don-carlos', 'Non, certains intérêts...')",,1.0,Insertion
479,"('#don-juan', 'Vous peut-on être utile ?')",,1.0,Insertion
480,"('#don-carlos', ""Cette offre met le comble à ce que je vous dois. Une affaire d'honneur, très sensible pour moi, M'oblige dans ces lieux à tenir la campagne."")","('#don-carlos', ""Oui, mais sans y vouloir entrer, et nous nous voyons obligés, mon frère et moi, à tenir la campagne pour une de ces fâcheuses affaires qui réduisent les gentilshommes à se sacrifier, eux et leur famille, à la sévérité de leur honneur, puisqu'enfin le plus doux succès en est toujours funeste, et que si l'on ne quitte pas la vie, on est contraint de quitter le Royaume ; et c'est en quoi je trouve la condition d'un gentilhomme malheureuse, de ne pouvoir point s'assurer sur toute la prudence et toute l'honnêteté de sa conduite, d'être asservi par les lois de l'honneur au dérèglement de la conduite d'autrui, et de voir sa vie, son repos et ses biens dépendre de la fantaisie du premier téméraire, qui s'avisera de lui faire une de ces injures pour qui un honnête homme doit périr. "")",1.03,Substitution
481,"('#don-juan', 'Je suis à vous, souffrez que je vous accompagne. Mais puis-je demander, sans me rendre indiscret, Quel outrage reçu...')","('#don-juan', ""On a cet avantage, qu'on fait courir le même risque, et passer mal aussi le temps à ceux qui prennent fantaisie de nous venir faire une offense de gaieté de coeur.  Mais ne serait-ce point une indiscrétion que de vous demander quelle peut être votre affaire ? "")",0.68,Substitution
482,"('#don-carlos', ""Ce n'est plus un secret, Et je ne dois songer dans le bruit de l'offense, Qu'à faire, promptement éclater ma vengeance. Une soeur, qu'au Couvent j'avais fait élever, Depuis quatre ou cinq jours s'est laissée enlever. Un Don Juan Giron, est l'auteur de l'injure, Il a pris cette route, au moins on m'en assure, Et je viens l'y chercher sur ce que j'en ai su."")","('#don-carlos', ""La chose en est aux termes de n'en plus faire de secret, et lorsque l'injure a une fois éclaté, notre honneur ne va point à vouloir cacher notre honte, mais à faire éclater notre vengeance, et à publier même le dessein que nous en avons.  Ainsi, Monsieur, je ne feindrai point de vous dire que l'offense que nous cherchons à venger est une soeur séduite et enlevée d'un convent, et que l'auteur de cette offense est un Don Juan Tenorio, fils de Don Louis Tenorio.  Nous le cherchons depuis quelques jours, et nous l'avons suivi ce matin sur le rapport d'un valet, qui nous a dit qu'il sortait à cheval accompagné de quatre ou cinq, et qu'il avait pris le long de cette côte ; mais tous nos soins ont été inutiles, et nous n'avons pu découvrir ce qu'il est devenu. "")",0.0,Match
483,"('#don-juan', 'Et le connaissez-vous ?')","('#don-juan', 'Le connaissez-vous, Monsieur, ce Don Juan dont vous parlez ? ')",0.78,Substitution
484,"('#don-carlos', ""Je ne l'ai jamais vu, Mais j'amène avec moi des Gens qui le connaissent ; Et par ses actions telles qu'elles paraissent, Je crois, sans passion, qu'il peut être permis..."")","('#don-carlos', ""Non, quant à moi.  Je ne l'ai jamais vu, et je l'ai seulement ouï dépeindre à mon frère ; mais la Renommée n'en dit pas force bien, et c'est un homme dont la vie... "")",0.15,Substitution
485,"('#don-juan', ""N'en dites point de mal, il est de mes amis."")","('#don-juan', ""Arrêtez, Monsieur, s'il vous plaît, il est un peu de mes amis, et ce serait à moi une espèce de lâcheté que d'en ouïr dire du mal. "")",0.0,Match
486,"('#don-carlos', ""Après un tel aveu j'aurais tort d'en rien dire ; Mais lorsque mon honneur à la vengeance aspire, Malgré cette amitié j'ose espérer de vous..."")","('#don-carlos', ""Pour l'amour de vous, Monsieur, je n'en dirai rien du tout, et c'est bien la moindre chose que je vous doive, après m'avoir sauvé la vie, que de me taire devant vous d'une personne que vous connaissez, lorsque je ne puis en parler sans en dire du mal : mais, quelque ami que vous lui soyez, j'ose espérer que vous n'approuverez pas son action, et ne trouverez pas étrange que nous cherchions d'en prendre la vengeance. "")",0.22,Substitution
487,"('#don-juan', ""Je sais ce que se doit un si juste courroux, Et pour vous épargner des peines inutiles, Quels que soient vos desseins, je les rendrai faciles. Si d'aimer Don Juan je ne puis m'empêcher, C'est sans avoir servi jamais à le cacher. D'un enlèvement fait avecque trop d'audace Vous demandez raison, il faut qu'il vous la fasse."")","('#don-juan', ""Au contraire, je vous y veux servir, et vous épargner des soins inutiles.  Je suis ami de Don Juan, je ne puis pas m'en empêcher, mais il n'est pas raisonnable qu'il offense impunément des gentilshommes, et je m'engage à vous faire faire raison par lui. "")",0.0,Match
488,"('#don-carlos', 'Et comment me la faire ?')","('#don-carlos', ""Et quelle raison peut-on faire à ces sortes d'injures ? "")",1.9,Substitution
489,"('#don-juan', ""Il est homme de coeur, Vous pouvez là-dessus consulter votre honneur. Pour se battre avec vous, quand vous aurez su prendre Le lieu, l'heure, et le jour, il viendra vous attendre. Vous répondre de lui, c'est vous en dire assez."")","('#don-juan', ""Toute celle que votre honneur et souhaiter ; et, sans vous donner la peine de chercher Don Juan davantage, je m'oblige à le faire trouver au lieu que vous voudrez, et quand il vous plaira. "")",0.43,Substitution
490,"('#don-carlos', 'Cette assurance est douce à des cours offensés. Mais je vous avouerai que vous devant la vie, Je ne puis, sans douleur, vous voir de la partie.')","('#don-carlos', 'Cet espoir est bien doux, Monsieur, à des coeurs offensés ; mais après ce que je vous dois, ce me serait une trop sensible douleur, que vous fussiez de la partie. ')",0.32,Substitution
491,"('#don-juan', ""Une telle amitié nous a joints jusqu'ici, Que s'il se bat, il faut que je me batte aussi. Notre union le veut."")","('#don-juan', ""Je suis si attaché à Don Juan qu'il ne saurait se battre que je ne me batte aussi ; mais enfin j'en réponds comme de moi-même, et vous n'avez qu'à dire quand vous voulez qu'il paraisse et vous donne satisfaction. "")",0.73,Substitution
492,"('#don-carlos', ""Et c'est dont je soupire. Faut-il, quand je vous dois le jour que je respire, Que j'aie à me venger, et qu'il vous soit permis D'aimer le plus mortel de tous mes Ennemis ?"")","('#don-carlos', 'Que ma destinée est cruelle !  Faut-il que je vous doive la vie, et que Don Juan soit de vos amis ? ')",0.11,Substitution
493,"('#alonse', ""Fais boire nos Chevaux, et que l'on nous attende. Par où donc... Mais ô Ciel, que ma surprise est grande !"")","('#don-alonse', ""Faites boire là mes chevaux, et qu'on les amène après nous ; je veux un peu marcher à pied.  Ô Ciel !  Que vois-je ici !  Quoi ?  Mon frère, vous voilà avec notre ennemi mortel ? "")",0.76,Substitution
494,"('#don-carlos', ""D'où vient qu'ainsi sur nous vos regards attachés..."")",,1.0,Insertion
495,"('#alonse', 'Voilà votre ennemi, celui que vous cherchez, Don Juan.')","('#don-carlos', 'Notre ennemi mortel ? ')",1.28,Substitution
496,"('#don-carlos', 'Don Juan ?')","('#don-juan', ""Oui, je suis Don Juan moi-même, et l'avantage du nombre ne m'obligera pas à vouloir déguiser mon nom. "")",1.08,Substitution
497,,"('#don-alonse', 'Ah !  Traître, il faut que tu périsses, et... ')",1.0,Deletion
498,,"('#don-carlos', ""Ah, mon frère, arrêtez, je lui suis redevable de la vie, et sans le secours de son bras, j'aurais été tué par des voleurs que j'ai trouvés ! "")",1.0,Deletion
499,,"('#don-alonse', ""Et voulez-vous que cette considération empêche notre vengeance ?  Tous les services que nous rend une main ennemie ne sont d'aucun mérite pour engager notre âme ; et s'il faut mesurer l'obligation à l'injure, votre reconnaissance, mon frère, est ici ridicule, et comme l'honneur est infiniment plus précieux que la vie, c'est ne devoir rien proprement, que d'être redevable de la vie à qui nous a ôté l'honneur. "")",1.0,Deletion
500,"('#don-juan', ""Oui, je renonce à feindre ; L'avantage du nombre est peu pour m'y contraindre. Je suis ce Don Juan, dont le trépas juré..."")","('#don-carlos', ""Je sais la différence, mon frère, qu'un gentilhomme doit toujours mettre entre l'un et l'autre, et la reconnaissance de l'obligation n'efface point en moi le ressentiment de l'injure : mais souffrez que je lui rende ici ce qu'il m'a prêté, que je m'acquitte sur-le-champ de la vie que je lui dois, par un délai de notre vengeance, et lui laisse la liberté de jouir, durant quelques jours, du fruit de son bienfait. "")",0.6,Substitution
501,,"('#don-alonse', ""Non, non, c'est hasarder notre vengeance que de la reculer et l'occasion de la prendre peut ne plus revenir ; le Ciel nous l'offre ici, c'est à nous d'en profiter.  Lorsque l'honneur est blessé mortellement, on ne doit point songer à garder aucunes mesures, et si vous répugnez à prêter votre bras à cette action, vous n'avez qu'a vous retirer, et laisser à ma main la gloire d'un tel sacrifice. "")",1.0,Deletion
502,,"('#don-carlos', 'De grâce, mon frère... ')",1.0,Deletion
503,,"('#don-alonse', ""Tous ces discours sont superflus ; il faut qu'il meure. "")",1.0,Deletion
504,,"('#don-carlos', ""Arrêtez-vous, dis-je, mon frère, je ne souffrirai point du tout qu'on attaque ses jours, et je jure le Ciel que je le défendrai ici contre qui que ce soit, et je saurai lui faire un rempart de cette même vie qu'il a sauvée, et pour adresser vos coups, il faudra que vous me perciez. "")",1.0,Deletion
505,"('#alonse', 'Voulez-vous...')","('#don-alonse', ""Quoi vous prenez le parti de notre ennemi contre moi, et loin d'être saisi à son aspect des mêmes transports que je sens, vous faites voir pour lui des sentiments pleins de douceur ? "")",1.31,Substitution
506,"('#don-carlos', ""Arrêtez ; m'étant seul égaré, Des Lâches m'ont surpris, et je lui dois la vie Qui par eux sans son bras m'aurait été ravie. Don Juan, vous voyez, malgré tout mon courroux, Que je vous rends le bien que j'ai reçu de vous. Jugez par là du reste, et si de mon offense, Pour payer un bienfait, je suspends la vengeance, Croyez que ce délai ne fera qu'augmenter Le vif ressentiment que j'ai fait éclater. Je ne demande point qu'ici sans plus attendre Vous preniez le parti que vous avez à prendre. Pour m'acquitter vers vous, je veux bien vous laisser, Quoi que vous résolviez, le loisir d'y penser. Sur l'outrage reçu, qu'en vain on voudrait taire, Vous savez quels moyens peuvent me satisfaire. Il en est de sanglants, il en est de plus doux. Voyez-les, consultez, le choix dépend de vous. Mais enfin quel qu'il soit, souvenez-vous, de grâce, Qu'il faut que mon affront par Don Juan s'efface, Que ce seul intérêt m'a conduit en ce lieu, Que vous m'avez pour lui donné parole. Adieu."")","('#don-carlos', ""Mon frère, montrons de la modération dans une action légitime, et ne vengeons point notre honneur avec cet emportement que vous témoignez.  Ayons du coeur dont nous soyons les maîtres, une valeur qui n'ait rien de farouche, et qui se porte aux choses par une pure délibération de notre raison, et non point par le mouvement d'une aveugle colère.  Je ne veux point, mon frère, demeurer redevable à mon ennemi, et je lui ai une obligation dont il faut que je m'acquitte avant toute chose.  Notre vengeance, pour être différée, n'en sera pas moins éclatante ; au contraire, elle en tirera de l'avantage, et cette occasion de l'avoir pu prendre la fera paraître plus juste aux yeux de tout le monde. "")",0.0,Match
507,,"('#don-alonse', ""Ô l'étrange faiblesse, et l'aveuglement effroyable d'hasarder ainsi les intérêts de son honneur pour la ridicule pensée d'une obligation chimérique ! "")",1.0,Deletion
508,"('#alonse', 'Quoi, Monsieur ?')","('#don-carlos', ""Non, mon frère, ne vous mettez pas en peine ; si je fais une faute, je saurai bien la réparer, et je me charge de tout le soin de notre honneur ; je sais à quoi il nous oblige, et cette suspension d'un jour, que ma reconnaissance lui demande, ne fera qu'augmenter l'ardeur que j'ai de le satisfaire.  Don Juan, vous voyez que j'ai soin de vous rendre le bien que j'ai reçu de vous, et vous devez par là juger du reste, croire que je m'acquitte avec même chaleur de ce que je dois, et que je ne serai pas moins exact à vous payer l'injure que le bienfait.  Je ne veux point vous obliger ici à expliquer vos sentiments, et je vous donne la liberté de penser à loisir aux résolutions que vous avez à prendre.  Vous connaissez assez la grandeur de l'offense que vous nous avez faite, et je vous fais juge vous-même des réparations qu'elle demande.  Il est des moyens doux pour nous satisfaire ; il en est de violents et de sanglants ; mais enfin, quelque choix que vous fassiez, vous m'avez donné parole de me faire faire raison par Don Juan : songez à me la faire, je vous prie, et vous ressouvenez que hors d'ici je ne dois plus qu'à mon honneur. "")",1.52,Substitution
509,"('#don-carlos', 'Suivez-moi.')","('#don-juan', ""Je n'ai rien exigé de vous, et vous tiendrai ce que j'ai promis. "")",1.5,Substitution
510,"('#alonse', 'Faut-il...')","('#don-carlos', 'Allons, mon frère, un moment de douceur ne fait aucune injure à la sévérité de notre devoir. ')",1.63,Substitution
511,"('#don-carlos', 'Notre querelle Se doit vider ailleurs.')",,1.0,Insertion
512,"('#don-juan', 'Holà, ho, Sganarelle,')","('#don-juan', 'Holà, hé, Sganarelle ! ')",0.0,Match
513,"('#sganarelle', 'Qui va là ?')",,1.0,Insertion
514,"('#don-juan', 'Viendras-tu ?')","('#sganarelle', 'Plaît-il ? ')",1.06,Substitution
515,"('#sganarelle', ""Tout à l'heure. Ah, c'est vous."")",,1.0,Insertion
516,"('#don-juan', 'Coquin, quand je me bats, tu te sauves des coups ?')","('#don-juan', ""Comment, coquin, tu fuis quand on m'attaque ? "")",0.28,Substitution
517,"('#sganarelle', ""J'étais allé, Monsieur, ici près, d'où j'arrive. Cet habit est, je crois, de vertu purgative ; Le porter, c'est autant qu'avoir pris..."")","('#sganarelle', ""Pardonnez-moi, Monsieur ; je viens seulement d'ici près, je crois que cet habit est purgatif, et que c'est prendre médecine que de le porter. "")",0.0,Match
518,"('#don-juan', ""Effronté ! D'un voile honnête au moins couvre ta lâcheté."")","('#don-juan', ""Peste soit l'insolent !  Couvre au moins ta poltronnerie d'un voile plus honnête, sais-tu bien qui est celui à qui j'ai sauvé la vie."")",0.12,Substitution
519,"('#sganarelle', ""D'un vaillant homme mort la gloire se publie ; Mais j'en fais moins de cas que d'un Poltron en vie."")",,1.0,Insertion
520,"('#don-juan', ""Sais-tu pour qui mon bras vient de s'employer ?"")",,1.0,Insertion
521,"('#sganarelle', 'Non.')","('#sganarelle', 'Moi ?  Non. ')",0.0,Match
522,"('#don-juan', ""Pour un frère d'Elvire."")","('#don-juan', ""C'est un frère d'Elvire. "")",0.0,Match
523,"('#sganarelle', 'Un frère ! Tout de bon ?')","('#sganarelle', 'Un... ')",1.59,Substitution
524,"('#don-juan', ""J'ai regret de nous voir ainsi brouillés ensemble, Il paraît honnête homme."")","('#don-juan', ""Il est assez honnête homme, il en a bien usé, et j'ai regret d'avoir démêlé avec lui. "")",0.46,Substitution
525,"('#sganarelle', ""Ah, Monsieur, il me semble, Qu'en rendant un peu plus de justice à sa soeur..."")","('#sganarelle', 'Il vous serait aisé de pacifier toutes choses. ')",1.62,Substitution
526,"('#don-juan', ""Ma passion dans mon coeur est usée en mon coeur, Et les Objets nouveaux le rendent si sensible, Qu'avec l'engagement il est incompatible. D'ailleurs, ayant pris Femme en vingt lieux différents, Tu sais pour le secret les détours que je prends. À ne point éclater toutes je les engage, Et si l'une en public avait quelque avantage, Les autres parleraient, et tout serait perdu."")","('#don-juan', ""Oui ; mais ma passion est usée pour Done Elvire, et l'engagement ne compatit point avec mon humeur.  J'aime la liberté en amour, tu le sais, et je ne saurais me résoudre à renfermer mon coeur entre quatre murailles.  Je te l'ai dit vingt fois, j'ai une pente naturelle à me laisser aller à tout ce qui m'attire.  Mon coeur est à toutes les belles, et c'est à elles à le prendre tour à tour et à le garder tant qu'elles le pourront.  Mais quel est le superbe édifice que je vois entre ces arbres ? "")",0.11,Substitution
527,"('#sganarelle', 'Vous pourriez bien alors, Monsieur, être pendu.')","('#sganarelle', 'Vous ne le savez pas ? ')",1.38,Substitution
528,"('#don-juan', 'Maraud.')","('#don-juan', 'Non, vraiment. ')",0.26,Substitution
529,"('#sganarelle', ""Je vous entends, il serait plus honnête, Pour vous mieux ennoblir, qu'on vous coupât la tête ; Mais c'est toujours mourir."")",,1.0,Insertion
530,"('#don-juan', 'Quel ouvrage nouveau Vois-je paraître ici ?')",,1.0,Insertion
531,"('#sganarelle', ""Bon, et c'est le tombeau Où votre Commandeur, qui pour lui le fit faire, Grâce à vous, gît plus tôt qu'il n'était nécessaire."")","('#sganarelle', ""Bon !  C'est le tombeau que le Commandeur faisait faire lorsque vous le tuâtes. "")",0.0,Match
