campistron-achille,la-fontaine-daphne,Score
-,"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",0.0
-,"('#leucippe', 'Achevez.')",0.0
-,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",0.0
-,"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",0.0
-,"('#daphne-', ""Ne m'aimez plus."")",0.0
-,"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",0.0
-,"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",0.0
-,"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",0.0
-,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",0.0
-,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",0.0
"('#briseis', ""Perfide c'est assez. Je vois toute mon infortune, Un autre amour te rend ma tendresse importune, Je te fatigue enfin par mes soins empressés : Le bruit de cette amour nouvelle Était venu jusques à moi, Mais je n'ai pu le croire, et soupçonner ta foi, J'ai cru ton coeur trop grand, pour n'être pas fidèle. C'en est donc fait ? Je ne dois plus penser À l'hymen qui faisait toute mon espérance, À ce suprême honneur il me faut renoncer, D'un amour si parfait, funeste récompense ! Dieux ! Quelle est ma douleur ! Je cède à son effort, Cruel, peux-tu la voir avec indifférence ? Et ne sais-tu pas que ma mort Suivra de près ton inconstance ?"")","('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",0.6934825778007507
"('#achille', ""Je ne puis entendre Une plainte si tendre Je souffre autant que vous, les Dieux m'en sont témoins, Faut-il vous immoler ma vie ? Ordonnez, ce sera le plus doux de mes soins De satisfaire à votre envie : Mais, calmez vos transports, et ne m'affligez plus Par des reproches superflus. Vous connaissez mon coeur incapable de feindre, Je suis moins criminel, que je ne suis à plaindre, Du sort et de l'Amour l'indispensable loi M'entraîne ailleurs malgré moi."")","('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",0.548383355140686
"('#briseis', ""Quel amant m'est ravi ! Sa valeur, sa noblesse L'élèvent au dessus du reste des mortels, La victoire le suit sans cesse, Et ses moindres vertus méritent des autels, Dans le haut rang où son destin l'appelle Il eut été parfait, s'il eut été fidèle. Mais n'est-il pas quelque moyen De détourner l'hymen où son coeur se prépare ? Ah ! Faisons que Junon contre lui se déclare, Elle hait tout le sang Troyen, Et ne souffrira pas que cet hymen funeste Sauve un peuple qu'elle déteste, Puissante Reine des Cieux ! Écoutez moi, daignez jeter les yeux Sur le malheur qui me menace, Prévenez ma honte et ma mort, En prenant pitié de mon sort. Des perfides Troyens vous contrez l'audace ? Mes voeux sont exaucés, Junon descend des cieux, Et pour me secourir s'approche de ces lieux. Junon descend sur son char."")","('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")",0.6729519367218018
"('#junon', ""Calme tes déplaisirs, ne verse plus de larmes, L'Hymen qui cause tes alarmes Ne sera jamais achevé En vain Priam croit son pays sauvé, Son trône doit tomber, et de toute sa gloire Il ne restera rien qu'une triste mémoire. Je vais évoquer des Enfers La Haine, la Fureur, la Discorde et l'Envie, Leur présence sera suivie De cent prodiges divers. Sortez de la nuit infernale, Noires Divinités, vos antres sont ouverts. Dans le temps que les Divinités sortent des enfers, tout le théâtre est obscurci."")","('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")",0.6837857365608215
